,Play 1,Play2,Op symbol1,Op symbol2,Cost,Operation Type
495,"('ALCADE', ""Silence, garrottez en diverses prisons, Plus que nôtre devoir iniques ne faisons, Et qu'aucun si hardi ne passe ma défense. Séville connaîtra souveraine l'offense, Souveraine à donner ou la vie ou la mort, Comme jugeant sur nous en suprême ressort."")","('FERDINAND.', ""Madame, il est certain qu'un foudre rougissant Devrait exterminer cet hydre renaissant, Encore que tels voleurs, quoi qu'il nous puissent prendre, Par un droit ancien soient quittes pour le rendre : Mais le meurtre jamais ne se doit pardonner, Et l'homicide ouï je le vais condamner."")",256,469,0.0,Match
496,"('DOM FERDINAND', ""L'homme, quoi qu'animal céleste d'origine, D'où dérivent ses maux, aveugle, n'imagine, Sent mille afflictions sur sa tête pleuvoir, Et n'en veut néanmoins le désastre savoir ; Soit que tantôt la peste aux sommeilleuses ailes Dépeuple nos cités de ses flèches mortelles, Ou qu'un déluge d'eaux paravant qu'aperçu Ravisse de Cérès le jeune espoir conçu, Et que le ciel d'airain toute humeur épuisée Nie aux fruits et aux bleds la pluie et la rosée, Fléaux avant-coureurs de la faim qui les suit, Épouvantés adonc, une ombre nous séduit : Leur véritable cause apparente ignorée Qui des cieux ne voyons la dextre colérée Répéter dessur nous tant de crimes divers Que l'impunité fait régner par l'univers. L'exemple me suffit d'une race méchante Qui l'oreille et les yeux du populaire enchante, Qui vole, qui saccage, errant où sa fureur D'obstacle ne prévoit qui lui donne terreur. Témoin l'assassinat perpétré qui m'amène Ces brigands recevoir la capitale peine, Sur tous le malheureux qui surpris en larcin, D'enragé désespoir fit ce coup assassin, Sans pitié, sans merci, un sortable supplice L'attend, et qui d'entre eux se trouvera complice, Tous bannis des confins à perpétuité ; Ce qui leur est encor trop de gratuité, Un feu dût expier leurs cruautés ensemble, Le Ciel propicié : voilà ce qui m'en semble."")","('ISABELLE.', ""N'en demeurez pas là, que de rudes supplices Soient aussi préparés pour ses lâches complices ; Une seule entre tous m'excite à la pitié, Et par un tendre instinct gagne mon amitié, Ce charme de nos coeurs, ce jeune astre qui brille, Me fait ressouvenir de notre chère fille, À ce triste penser, coulez, coulez mes pleurs."")",257,470,0.15,Substitution
497,"('GUIOMAR', ""Vous le dites, monsieur, par la commune voix, Et irrépréhensible établi sur les lois. Dieu récompensera, seul arbitre du monde, Une telle équité qui n'a point de seconde, Pieuse, mémorable, immortelle en son los, Tant que le bleu Neptune abondera de flots, Que la terre sera de mortels habitée, Et des embrassements de Thétis limitée. Hercule, vous devez une hydre exterminer, Qui ne vaut à rien plus qu'à prendre et butiner, Qui, des vices l'égout, qui, vermine épanchée Dessur les biens d'autrui se repaît attachée. La perte de ma fille a du depuis toujours Vers eux accru ma haine en la suite des jours. Toujours même soupçon sur le cœur me demeure, Et qui doit m'animer davantage à cette heure. Je ne sais quel destin comme exprès a permis Que les mêmes voleurs en vos lacs se sont mis. Une seule du nombre à la pitié m'incite, De qui l'âge innocent et la beauté mérite, Mandée la voici ; mais, monsieur, admirez Cette grâce, ce port, ces gestes modérés, Sa fortune à ses mœurs discorde ;: ainsi gentille, En son portrait celui me revient de ma fille."")","('FERDINAND.', 'Ne renouvelez point nos sensibles douleurs, Et laissons faire au Ciel, dont la toute puissance Des secrets plus cachés sait donner connaissance.')",258,471,0.52,Substitution
498,"('LE SÉNÉCHAL', ""Belle parfaitement, et qui plaît à mes yeux, Il faut lui procurer quelque chose de mieux : Or entretenez-vous un quart d'heure avec elle, Ce procès criminel à mon devoir m'appelle."")","('ISABELLE.', ""Hélas ! Depuis douze ans qu'un destin malheureux Nous ravit à Madrid ce gage de nos feux, Au travers des ennuis dont je suis possédée, Cet objet que je plains m'en retrace l'idée. Cela lui doit valoir quelque meilleur parti, Son sort avec ce traître était mal assorti, Pour un plus noble époux elle semble être née."")",259,472,0.1,Substitution
499,,"('FERDINAND.', 'Comment ? Au criminel elle était destinée.')",-,473,1.0,Deletion
500,"('GUIOMAR', ""Que dis-tu ma mignonne ? Approche baise-moi, Tu portes en secret quelque charme sur toi, Qui force de t'aimer : Dieu ! que tu es jolie. Encore d'où te vient cette mélancolie ? Tu n'as pas aujourd'hui ta belle humeur ; et bien, Sur ce que l'on te dit ne répliques-tu rien ?"")","('ISABELLE.', ""En m'apprenant son crime on me l'a dit ainsi, Mais dessus ce propos je crois que la voici, Considérez, Monsieur, sa grâce non commune, Et ce front dont l'éclat répugne à sa fortune."")",260,474,0.68,Substitution
501,"('PRÉCIEUSE', ""De légères douleurs facilement s'expriment, Les fortes sous leur faix, muettes, nous oppriment."")",,261,-,1.0,Insertion
502,"('GUIOMAR', 'Tu ne dois en ce cas mon secours négliger.')","('FERDINAND.', ""En effet, j'y remarque un air tout glorieux, Laissez faire à mes soins, je la pourvoirai mieux."")",262,475,1.19,Substitution
503,"('PRÉCIEUSE', 'Las ! il me peut de plus que la vie obliger.')","('ISABELLE.', ""La vertu sollicite aujourd'hui pour le vice."")",263,476,1.39,Substitution
504,"('GUIOMAR', 'Pourvu que la raison prescrive ta demande.')","('FERDINAND.', 'Il la faut écouter.')",264,477,0.97,Substitution
505,"('PRÉCIEUSE', ""Elle seule m'induit, me guide, et me commande."")",,265,-,1.0,Insertion
506,"('GUIOMAR', 'Déclare, tu transis mon âme de pitié.')",,266,-,1.0,Insertion
507,"('PRÉCIEUSE', ""Si mon bonheur me fait place en vôtre amitié, Si je puis mériter, chétive créature, Que ma prière en l'air ne vole à l'aventure, Madame, par ces mains que j'ose rebaiser, Et qu'ose ma douleur de larmes arroser, Par cette affection vertueuse inclinée Envers une innocente aux malheurs destinée, Tutélaire, veuillez l'orage divertir Qui ce pauvre accusé menace d'engloutir. Il est homme d'honneur qui, généreux, s'efforce Repousser au besoin la force par la force ; Quel simple ver, blésé, ne se rebelle pas, Ne tâche de venger son innocent trépas ? Madame, intercédez à ce qu'une défense Écoutée à loisir le purge de l'offense. Mon sang vous signera ce que ma bouche dit, Qu'un outrage souffert de frapper l'enhardit."")","('PRÉCIEUSE.', ""Ha ! Monseigneur, justice, Délivrez mon époux, sauvez un innocent, Sa vertu vous en prie, et le Ciel y consent, S'il meurt, je dois mourir, c'est à tort qu'on l'accuse, Le vol qu'on lui suppose est l'effet d'une ruse, C'est un mauvais office, et qui part d'un démon Dont il vous apprendra la malice et le nom, Faites-lui seulement la faveur de l'entendre, Écoutez ses raisons qui le sauront défendre, Et ne vous hâtez pas de juger ce procès, Dont le Ciel par vos soins me promet bon succès."")",267,478,0.0,Match
508,"('GUIOMAR', ""Le meurtre n'eût jamais excuse légitime."")","('FERDINAND.', ""Ma fille, laisse là l'intérêt d'un perfide, Le vol peut être faux, et non pas l'homicide."")",268,479,1.11,Substitution
509,"('PRÉCIEUSE', 'Mais le mort, agresseur, a provoqué ce crime.')","('PRÉCIEUSE.', ""Il est vrai que son bras l'a vengé d'un affront Qui fait rougir ensemble et sa joue et son front, Il est l'homme d'honneur, et dans son innocence Endurer un soufflet excédait sa puissance : Mais, Monsieur, nous mettons nos biens à l'abandon, Pour obtenir plutôt un si juste pardon, Et si, pour accorder sa grâce à notre envie, Ils ne suffisent pas, j'offre encore ma vie, Qu'on me mette en sa place, et qu'il soit délivré, Il ne saurait mourir tandis que je vivrais, Il vit dedans mon coeur beaucoup mieux qu'en lui-même, Et je suis cause enfin de ce malheur extrême. Mais oyez ses raisons."")",269,480,1.31,Substitution
510,"('GUIOMAR', 'Tout homicide encourt le supplice mortel.')",,270,-,1.0,Insertion
511,"('PRÉCIEUSE', ""Contraint, aucune loi ne l'approuvera tel."")",,271,-,1.0,Insertion
512,"('GUIOMAR', 'Tu parles de faveur et selon ta cervelle.')","('FERDINAND.', ""Cesse de t'affliger, Oui, tes voeux sont reçus, je vais l'interroger, Demeure cependant pour divertir Madame."")",272,481,1.0,Substitution
513,,"('ISABELLE.', 'Je chasserai le deuil qui règne dans son âme.')",-,482,1.0,Deletion
514,,"('FERDINAND.', ""Cette affaire contient des mystères cachés, Il s'en faut éclaircir."")",-,483,1.0,Deletion
515,"('PRÉCIEUSE', ""La chose réputée encor plus criminelle, Madame, veuillez nous du moins gratifier, Qu'on lui donne loisir de se justifier."")","('PRÉCIEUSE.', ""Hé ! Monsieur, dépêchez. Justes Dieux qui savez le crime et l'innocence ! N'ordonnez point la peine à qui souffre l'offense."")",273,484,0.67,Substitution
516,"('GUIOMAR', ""Heureux en son malheur d'avoir ta bonne grâce, Je ferai que sitôt à l'arrêt on ne passe."")","('ISABELLE.', ""Ne crains point, Précieuse, approche, baise-moi, Si l'on lui fait faveur, c'est pour l'amour de toi. Tais-toi, sèche tes pleurs, bannis cette tristesse, Tu briseras d'ici la chaîne qui le presse, Et tu sais emporter d'un effort ravisseur Ce que ta voix demande avec tant de douceur. Quel charme as-tu sur toi dont la force secrète T'obtient si promptement ce que ton coeur souhaite ? Par quel aimable sort te fais-tu tant aimer ? Ha ! Ce sont tes beaux yeux qui nous savent charmer, Ta beauté, ton esprit, ta grâce et ton adresse Élèvent jusqu'au Ciel ton indigne bassesse, Bonne mère, approchez."")",274,485,0.48,Substitution
517,,"('LA VIEILLE, à part.', ""Dans l'ennui que je sens Quelle nouvelle peur vient troubler tous mes sens ?"")",-,486,1.0,Deletion
518,,"('ISABELLE.', ""Je vois bien qu'en son mal votre âme s'intéresse, Cette fille est à vous."")",-,487,1.0,Deletion
519,,"('LA VIEILLE.', ""Madame, c'est ma nièce."")",-,488,1.0,Deletion
520,,"('ISABELLE.', 'Quel âge a-t-elle bien ?')",-,489,1.0,Deletion
521,,"('LA VIEILLE.', ""Je crois qu'elle a quinze ans, C'est tout ce que j'en sais. Ha ! Discours déplaisants."")",-,490,1.0,Deletion
522,"('PRÉCIEUSE', 'Ô clémence admirable ! or vous pouvez aussi Le courage fléchir de son juge adouci.')","('ISABELLE.', ""Hélas ! C'est à peu près l'âge qu'aurait ma fille, Elle serait ainsi belle, aimable et gentille, Et rien ne semble mieux à ce gage d'Amour, Qu'on nous ravit si jeune à Madrid en plein jour."")",275,491,1.01,Substitution
523,"('GUIOMAR', 'Ta prière à la fin se rendrait importune.')","('LA VIEILLE, à part.', ""Dieu ! Qu'est-ce que j'entends ?"")",276,492,1.61,Substitution
524,"('PRÉCIEUSE', 'Selon que le requiert le présent infortune.')","('ISABELLE.', 'Ha, ma chère Constance !')",277,493,1.43,Substitution
525,,"('LA VIEILLE, à part.', 'Voilà son même nom.')",-,494,1.0,Deletion
526,"('GUIOMAR', 'Tu as ce prisonnier affecté, ne mens point.')","('ISABELLE.', 'Montre-moi ta présence, Fais nous voir ta personne, et non pas ton portrait.')",278,495,1.2,Substitution
527,,"('LA VIEILLE, à part.', 'Ô Ciel ! Pour quelque temps cache encore ce secret.')",-,496,1.0,Deletion
528,"('PRÉCIEUSE', ""Quiconque le connaît même désir l'époint."")","('ISABELLE.', 'Mais quel nouveau souci semble accroître ta peine. Parle un peu, réponds-moi.')",279,497,1.41,Substitution
529,,"('PRÉCIEUSE.', 'Si ma prière est vaine, Madame assurez-vous que je cours au trépas, Puisque de mon époux je veux suivre les pas.')",-,498,1.0,Deletion
530,"('GUIOMAR', ""Et sa perfection de Bohème consiste, À ce qu'à ses larcins obstacle ne résiste."")","('ISABELLE.', ""Ha ! C'est trop affecter sa ville destinée, Espère, Précieuse, un plus noble Hyménée, Oui, nous voulons donner en cette occasion Un plus illustre objet à ton affection."")",280,499,1.38,Substitution
531,"('PRÉCIEUSE', ""Sauf le respect de vous, ce Bohème n'a rien Qui sente le Bohème, et que d'homme de bien."")","('PRÉCIEUSE.', ""Sa vertu me contente ainsi que sa naissance, Que puissiez vous, Madame, en avoir connaissance, Je cesserais de craindre, et vous de m'affliger, Voulant porter ici mon esprit à changer."")",281,500,1.02,Substitution
532,"('GUIOMAR', ""Unique en son espèce à ce conte, m'amie."")","('ISABELLE.', ""Mais encore quelle chaîne et si belle et si forte Dedans ses intérêts t'engage de la sorte ? A-t-il quelque mérite, et d'autre qualité Que celle de voler avec subtilité ?"")",282,501,0.81,Substitution
533,"('PRÉCIEUSE', ""Unique voirement, sans note d'infamie."")","('PRÉCIEUSE.', ""Ha ! Ne lui donnez point cette honteuse tâche, Il est bien éloigné d'un sentiment si lâche, Puisque quelque trésor qu'on lui vint présenter, Je doute avec raison qu'il voulut l'accepter. Il est riche et content, il est sage et fidèle, C'est d'un homme de bien le plus parfait modèle, Et s'il avait l'honneur d'être connu de vous, Vous vous étonneriez qu'il se fit mon époux."")",283,502,1.64,Substitution
534,"('GUIOMAR', ""Sur ta relation je le désire voir, Sur ta relation je ferai mon pouvoir : À tel si toutefois que plus gaie tu viennes Me chanter quelques airs qu'en réserve tu tiennes."")","('ISABELLE.', 'Quoi, tu veux que son corps enferme une belle âme ?')",284,503,0.69,Substitution
535,"('PRÉCIEUSE', 'Du Monarque suprême à notre adversité.')","('PRÉCIEUSE.', ""Il a le coeur d'un Roi sous cet habit infâme."")",285,504,1.16,Substitution
536,"('VIEILLE EGYPTIENNE', "" Tu pourrais consulter les vieux chênes d'Épire, Ou Protée contraint dedans l'humide empire, Qu'avis plus salutaire et propre en cet endroit, Plus propre que le tien de leur part ne viendrait : Aux parents naturels Précieuse rendue Rend de suite la vie à sa moitié perdue, Oui perdue, et soudain ; qui ne le recourra, Un populaire bruit assurant qu'il mourra. Que si, juge impiteux de sa proche sentence, Irrévocable, après l'envoie à la potence, Alléguer sa noblesse, en nôtre qualité, Ne semble qu'un mensonge atteint de nullité. Mais ton rapt déceler, et choisir ce refuge S'appelle rencontrer sa partie et son juge. Pourquoi ? L'extrême joie à revoir un enfant Sans doute ira vers toi sa rancune étouffant. Précieuse me pleige en sa bonne nature, Cours plutôt de ce pas toute horrible aventure Qu'inutile en ce monde au péril n'arracher Un soleil des vertus à sa dame si cher. Avec les monuments qui la font reconnaître, J’irai première aux yeux de la mère paraître, À qui déjà l’instinct enflamme l’amitié, Un ouvrage à soi tout parfait en la moitié."")","('ISABELLE.', ""Quoi, tu veux faire croire, étant Égyptien, Qu'il est homme d'honneur, qu'il est homme de bien ? Il se voit à ce conte unique en son espèce."")",286,505,0.46,Substitution
537,"('ANDRES', ""Captif dedans l'horreur d'une grotte relente, Qui vais souffrir la mort honteuse et violente, Réduit à n'espérer aucun secours humain, Et à chaque moment de la vie incertain, La Parque inévitable ores ne m'épouvante : Ma constance à bon droit invincible se vante. Le glorieux sujet qui cause mon trépas Lui charme sa douleur à ce funèbre pas. Hélas ! qu'un seul regret je n'emporte du monde, Ma Carite laissée à jamais vagabonde, Pauvre de biens, d'amis, de capable support Qui puisse en mieux changer la rigueur de son sort. Pardonne à ce désastre, ô pudique maîtresse, Accuse des destins la rancune traitresse, Qui prévient mes désirs à te vérifier Que tu pouvais sur moi de l'honneur te fier. Possible que le Ciel te garde à quelqu'autre heure Te garde une fortune ou égale ou meilleure : Retiens, chère, du moins ma mémoire toujours. Hé quoi ! sans te plus voir finirai-je mes jours ? Sans un dernier adieu soupiré bouche à bouche ? Las ! telle cruauté plus que la mort me touche, Me navre le courage : ah ! sans doute ce bruit T'augure, misérable, au supplice conduit."")","('PRÉCIEUSE.', ""Aussi l'est-il, Madame, en mérite, en noblesse, Et ce coeur généreux n'eut jamais de second."")",287,506,0.93,Substitution
538,,"('ISABELLE.', 'Quoi, tu veux anoblir un traître, un vagabond ?')",-,507,1.0,Deletion
539,,"('PRÉCIEUSE.', ""Il est ce qu'il vous plaît, mais il est honnête homme, Et vous me croirez mieux s'il faut que je le nomme."")",-,508,1.0,Deletion
540,"('GEÔLIER', 'Holà, debout, suis-moi, le juge te demande.')","('ISABELLE.', ""Mais il est criminel, et quel_que_soit son sort, La Justice aujourd'hui doit conclure à sa mort."")",288,509,1.57,Substitution
541,"('ANDRES', 'Ô Ciel ! mon innocence à toi se recommande.')","('PRÉCIEUSE.', ""Qu'ai-je ouï, juste Ciel ! Ha ! on âme abattue Cède au cruel effort de ce mot qui me tue : Si j'ai l'honneur encore de plaire à ces beaux yeux Qui surent enchanter un Ministre des Dieux, Si vous daignez comme eux défendre l'innocence, Si votre coeur connaît l'Amour et sa puissance, Si vous avez aimé son joug aimable et doux, Si vous aimez encore votre fidèle époux, Madame, par vos soins, vos bontés et vos charmes, Par ces divines mains que j'arrose de larmes, Par votre cher époux, par mes faibles appas, Que vous me témoignez ne vous déplaire pas, Par votre fille prise en un âge si tendre, Que peut-être le Ciel se prépare à vous rendre, Par cette ressemblance et ce juste rapport, D'âge, d'aspect, de moeurs, et possible de sort, Enfin au nom d'Hymen je demande une grâce, Que la Justice même ordonne qu'on nous fasse, Ne laissez point au vice opprimer la vertu, Mon généreux Andres l'a trop bien combattu, Sauvez-le du danger où l'a mis l'imposture, Mon destin est mêlé dans sa triste aventure, Et s'il succombe aux trais d'une injuste rigueur, Les mêmes trais aussi me perceront le coeur."")",289,510,0.86,Substitution
542,"('GEÔLIER', ""Tu n'as que craindre encor, interrogé devant Qu'à punir ou absoudre on passe plus avant."")","('ISABELLE.', ""Quoi qu'il ait fait pour toi, par là tu le surpasses, Heureux dans son malheur d'avoir tes bonnes grâces, Hé bien, pour t'obliger ; je parlerai pour lui, Modère cependant l'excès de ton ennui."")",290,511,0.83,Substitution
543,"('ANDRES', ""Me dire vrai n'accroît mon mal, ne diminue."")",,291,-,1.0,Insertion
544,"('GEÔLIER', ""Ne chaume pas plutôt la fête que venue ;: « Qui pense soucieux toujours de l'avenir Semble hâter le mal qu'il ne peut prévenir »."")",,292,-,1.0,Insertion
545,"('GUIOMAR', ""Qu'un long siècle expiré d'ennuis et de misère Ma fille je revois ? ma géniture chère? Levez-vous ; le pardon, ains le salaire acquis Peut choisir en nos biens ce qu'il y a d'exquis : Car les signes donnés de la reconnaissance, Les signes sur son corps empreints dès la naissance, Ne me permettent plus mon bonheur ignorer, Ne me permettent plus aux ennuis dévorer. Ma fille, mon espoir, ma lumière, ma vie, Viens viens ; que sur ce front de baisers assouvie, Une usure se paye à mes travaux finis, Ton père à ta venue et moi tu rajeunis."")","('LA VIEILLE, à part.', ""Parlons ; pour seconder une si juste envie, C'est l'unique moyen pour lui sauver la vie. Puis-je espérer, Madame, un pardon ?"")",293,512,0.24,Substitution
546,"('PRÉCIEUSE', '')","('ISABELLE.', 'Et de quoi ?')",294,513,1.11,Substitution
547,,"('LA VIEILLE.', ""D'un important larcin que j'ai fait."")",-,514,1.0,Deletion
548,,"('ISABELLE.', 'Est-ce à moi ?')",-,515,1.0,Deletion
549,,"('LA VIEILLE.', ""Hélas ! Oui, c'est à vous."")",-,516,1.0,Deletion
550,"('GUIOMAR', '')","('ISABELLE.', 'La bonne conscience !')",295,517,1.1,Substitution
551,"('PRÉCIEUSE', 'Me coupe la parole et lui ferme la porte.')","('LA VIEILLE.', ""Donnez-moi, s'il vous plaît, un moment d'audience, Et je vous ferai voir ce que je vous ai pris,"")",296,518,1.86,Substitution
552,"('GUIOMAR', ""Serviteurs, là-dedans, quelqu'un allez quérir Vôtre Maître, sans plus du sujet enquérir,"")","('ISABELLE.', 'Un si nouveau remords étonne mes esprits, Et déjà sur ce point certain désir me presse, Parlez donc.')",297,519,0.61,Substitution
553,,"('PRÉCIEUSE.', 'Quel espoir vient chasser ma tristesse ?')",-,520,1.0,Deletion
554,"('VIEILLE ÉGYPTIENNE', ""Se glisse à son abord en mon sein qui pantelle. Madame, autre que vous ne me peut garantir, Ne peut de sa fureur l'orage divertir."")","('LA VIEILLE.', ""Si l'heureux accident que je vais découvrir Ne saurait empêcher qu'on me fasse mourir, Et si votre bonté vainement je réclame, Au moins auparavant, lisez cela Madame, Consultez votre coeur, et voyez bien aussi Si vous reconnaîtrez le collier que voici."")",298,521,0.25,Substitution
555,,"('ISABELLE.', ""Ô funeste présent que le sort me renvoie, Quelle confusion de douleur et de joie ! Hé bien qu'est devenu cet enfant précieux ? Est-il vivant ou mort ?"")",-,522,1.0,Deletion
556,,"('LA VIEILLE.', ""Demandez-le à vos yeux, Si vous ne l'apprenez de votre fille même, La voilà, parlez-lui."")",-,523,1.0,Deletion
557,,"('PRÉCIEUSE.', 'Félicité suprême !')",-,524,1.0,Deletion
558,"('PRÉCIEUSE', ""Que plutôt, sur mon chef elle éclate apaisée, Madame, l'apaiser vous sera chose aisée ; Un vrai soin maternel selon sa pauvreté, Un soin de me tenir l'honneur en sureté, Toujours, à son pouvoir, nourrie, entretenue, Puis la confession volontaire venue Ne souffrent nullement qu'on lui face de tort, Ou première à vos pieds je souffrirai la mort."")","('ISABELLE.', ""Quoi, c'est là ma Constance ? Hé dites-moi comment, Ne laissez point de doute en mon ravissement."")",299,525,0.48,Substitution
559,"('GUIOMAR', ""Ne te travaille plus d'une crainte frivole, Jamais jamais l'effet ne manque à ma parole."")","('LA VIEILLE.', ""Faites-moi donc l'honneur de m'écouter encore. Je pris cette beauté, que tout le monde adore, À l'âge de trois ans, devers cette saison, À Madrid, en plein jour, et dans votre maison, J'appris secrètement qu'on la nommait Constance, Et fis écrire un mot de chaque circonstance, Afin que quelque jour tout cela pût servir À lui rendre les biens que j'osais lui ravir, Et sauver l'un de nous d'une mort violente, Comme l'occasion aujourd'hui s'en présente. Depuis elle a vécu mieux que nous ne faisons, En combattant nos moeurs avec mille raisons, Dont les moindres prouvaient par leur force divine La gloire et la vertu de sa noble origine."")",300,526,0.73,Substitution
560,"('PRÉCIEUSE', 'Encor serait-ce là un bienfait à moitié Si sur le prisonnier ne luit vôtre pitié, Gentilhomme accompli, vertueux, magnanime, Que semblable misère à mon sujet opprime.')","('ISABELLE.', ""Est-il vrai ? N'est-ce point un fantôme moqueur ? Mais pourquoi démentir et mes yeux et mon coeur ? Ha ! Je n'en doute plus, viens mon sang, viens ma vie Redoubler le plaisir dont mon âme est ravie."")",301,527,0.64,Substitution
561,"('GUIOMAR', 'Tu voudrais à ce conte époux le recevoir ?')","('PRÉCIEUSE.', ""Madame, je chéris un bonheur si parfait, D'autant plus que je vois qu'il vous plaît en effet."")",302,528,1.15,Substitution
562,"('PRÉCIEUSE', 'Oui, mais non pas vers vous enfreindre le devoir.')",,303,-,1.0,Insertion
563,"('GUIOMAR', 'Voici de qui dépend. Monsieur, monsieur, de grâce Venez voir un miracle en nôtre unique race.')","('ISABELLE.', ""Après douze ans d'ennuis et de peine soufferte, Je recouvre en ce jour une si chère perte, Je te revois, ma fille, ha quel contentement ! Ô favorable jour, ô bienheureux moment ! Oui, tout confirme ici ces faveurs désirées, J'en vois dessus ton bras des marques assurées, Mon oeil de ce collier reconnaît la façon, Le sang achevé enfin de lever tout soupçon, Ho la, vite quelqu'un. Ma fille Égyptienne, Allez dire à Monsieur qu'il quitte tout, qu'il vienne, Ma Constance. Un valet paraît. "")",304,529,1.24,Substitution
564,"('SÉNÉCHAL', '')","('PRÉCIEUSE.', 'Madame.')",305,530,0.0,Match
565,"('GUIOMAR', ""Le Ciel de son salut daignant prendre le soin, Vous la voyez, ma fille, et celle qui perdue Après divers travaux saine nous l'a rendue."")","('ISABELLE.', ""Unique et cher trésor, Approche, baise-moi, que je t'embrasse encore. Mais parmi ces transports, quelle étrange disgrâce D'un reproche honteux diffame notre race ? Deviez-vous l'accorder, sachant sa qualité, Avec un de vos gens, quelle inégalité ?"")",306,531,0.45,Substitution
566,"('SÉNÉCHAL', '')","('LA VIEILLE.', ""Madame, il est aussi d'une illustre naissance."")",307,532,1.49,Substitution
567,,"('ISABELLE.', 'Ô Dieux !')",-,533,1.0,Deletion
568,"('GUIOMAR', ""Mais bien de ce bonheur le sujet écouter. Depuis le triste jour que l'on nous l'a soustraite, La vieille lui retient l'extraction secrète Du lieu de sa naissance, onc elle n'en sut rien, Crédule s'estimant d'un tige Égyptien. Or ainsi qu'à Madrid leur bande vagabonde D'aventure passait pour abuser le monde, Un jeune cavalier et d'antique maison, Celui même, celui que tenez en prison, Devint éperdument amoureux de ma fille, Emporte ce qu'il peut à sa riche famille, Et dessous un espoir d'hyménée promis À l'infâme métier des Bohèmes s'est mis. Après sollicité de certaine rustique Son refus anima de sorte l'impudique, Qu'elle suppose un rapt à ce courage haut. En armes prévenu le village l'assaut, Tumulte où le défunt le frappe à l'étourdie, À l'instant abattu sous sa dextre hardie. Désastre fortuné ! Car cette femme alors D'une coupable crainte ayant rompu le mors, En franchise chez nous au hasard s'est jetée, Pour sauver l'accusé d'une mort apprêtée. Voilà que c'est, monsieur, voilà sincèrement Le progrès de nôtre heur déduit sommairement."")","('LA VIEILLE.', ""Et son nom seul en donne connaissance. L'esprit de votre fille avec sa chasteté, D'un pouvoir glorieux secondant sa beauté, Ont fait naître en plusieurs une amour sans pareille Pour cette incomparable et céleste merveille, Mais Don Jean de Carcame est le seul entre tous Que j'ai trouvé plus propre à faire son époux, Et d'hier seulement il est en cette ville."")",308,534,0.12,Substitution
569,,"('ISABELLE.', ""Ce nom nous est connu, n'est-il pas de Séville ?"")",-,535,1.0,Deletion
570,,"('PRÉCIEUSE.', 'Oui, Madame, et son père en est le Gouverneur.')",-,536,1.0,Deletion
571,"('SÉNÉCHAL', ""Ô pitoyables Cieux ! Quelles rares merveilles M'éblouissent les yeux et charment les oreilles ? Ma fille de retour ? Approche, mon souci : Pouvez-vous m'assurer que cela soit aussi ?"")","('ISABELLE.', ""Ha l'aimable aventure, ha l'insigne bonheur ! Sois béni juste Ciel d'un destin si prospère, Que ce rare accident va réjouir ton père !"")",309,537,0.52,Substitution
572,,"('PRÉCIEUSE.', 'Madame, un doux excès de joie et de plaisirs Arrête bien ma voix, et non pas mes désirs.')",-,538,1.0,Deletion
573,,"('ISABELLE.', 'Que veux-tu ?')",-,539,1.0,Deletion
574,,"('PRÉCIEUSE.', ""Le pardon pour cette bonne mère, Qui tremble et qui frémit au seul nom de mon père. Faites qu'il s'y contente, apaisez son courroux."")",-,540,1.0,Deletion
575,,"('LA VIEILLE.', ""Ma bonne Dame, hélas ! Je n'espère qu'en vous."")",-,541,1.0,Deletion
576,"('GUIOMAR', ""Sa robe, une croix d'or, qu'elle emporta petite, Une entière créance à mon avis mérite, Outre certain signal dessur le corps exprès Touché de ma main propre et reconnu de près."")","('PRÉCIEUSE.', ""Dans quelque étrange sort qu'elle m'ait engagée, D'un vrai soin maternel je lui suis obligée, Joint qu'ayant déclaré ce rapt sans l'y forcer, On doit songer plutôt à la récompenser."")",310,542,0.33,Substitution
577,,"('ISABELLE.', 'Allez, ne craignez rien.')",-,543,1.0,Deletion
578,,"('PRÉCIEUSE.', ""Ce n'est pas tout, Madame, Il faut tirer des fers la moitié de mon âme, Hélas ! Songeant aux maux qu'il endure pour moi, Je succombe, je meurs."")",-,544,1.0,Deletion
579,"('SÉNÉCHAL', ""Embrasse, embrasse donc ton père qui larmoie, Ton père qui ne peut plus contenir sa joie, Ton père qui, ses vœux maintenant accomplis Ne crains plus de passer le fleuve aux nef replis. De tes erreurs l'histoire autre part réservée, Me suffit que ta barque à bon port arrivée Sans naufrage d'honneur se range chez les tiens, Et qu'avec son trésor entière tu reviens. Mais ce jeune amoureux que tu as fait de flamme,"")","('ISABELLE.', ""Enfin, console toi, Attends cette faveur des bontés de ton père, C'est lui qui te rendra ce noble époux, espère : Ce que tu m'as appris de son extraction Le rend un digne objet de ton affection, Mais le voici."")",311,545,0.0,Match
580,"('PRÉCIEUSE', ""Son père, des premiers à la Cour aujourd'hui, Le peut faire connaître, et n'a d'enfant que lui."")","('ISABELLE.', ""Monsieur, bénissez l'aventure Qui prépare une histoire à la race future, Qui nous rend notre fille."")",312,546,0.98,Substitution
581,,"('FERDINAND.', ""Ô Dieux ! Qu'ai-je entendu ?"")",-,547,1.0,Deletion
582,,"('ISABELLE.', 'Qui nous rend ce trésor que nous avons perdu.')",-,548,1.0,Deletion
583,,"('FERDINAND.', 'Le verrai-je ?')",-,549,1.0,Deletion
