DamaDuende,Google Trad,Esprit Folet,Modernisé,,,
"BEATRIZ |(Aquí entro yo lindamente).|Ya el agua y dulce está aquí;|vuexcelencia mire si...| |(Lleguen|todas con toallas, vidro y algunas cajas.)","BEATRIZ |(Ici j'entre magnifiquement).|L'eau douce est maintenant ici;|votre Excellence, regardez si...| |(Tout le monde arrive avec des serviettes, du verre et quelques cartons.)","Florestan|Vous le sçaurez un jour. Puis que je vous adore,|Au moins me devez-vous contenter sur ce poinct.","Florestan | Vous le sçaurez un jour. Puis que je vous adore, | Au moins me devez-vous contenter sur ce poinct.",,,
"ÁNGELA |(¡Qué error y qué impertinencia!|Necia, ¿quién es Excelencia?|¿Quieres engañar así|al señor don Manuel|para que con eso crea|que yo gran señora sea?).|","ANGELA |(Quelle erreur et quelle impertinence !|Espèce d'imbécile, qui est Excellence ?|Voulez-vous tromper ainsi M. Don Manuel|pour qu'avec cela il croie|que je suis une grande dame ?).|","Angelique|Vous perdez vostre temps, vous ne le sçaurez point.|Pourquoy sur ce sujet voulez-vous me desplaire ?","Angelique | Vous perdez vostre temps, vous ne le sçaurez point. | Pourquoy sur ce sujet voulez-vous me desplaire ?",,,
BEATRIZ(Advierte...),BEATRIZ (Avertir...),"Florestan|Puis que vous le voulez, Madame, il me faut taire,|Je ne veux desirer rien que ce qui vous plaist.","Florestan | Puis que vous le voulez, Madame, il me faut taire, | Je ne veux desirer rien que ce qui vous plaist.",,,
"MANUEL |(De|mi cruel |duda salí con aquel|descuido; agora he creído|que una gran señora ha sido,|que por serlo se encubrió|y que con el oro vio|su secreto conseguido).| |(Llama|dentro DON JUAN y túrbanse todas.)","MANUEL |(De|mon cruel doute je suis sorti avec cette|insouciance; maintenant j'ai cru|qu'elle a été une grande dame,|que parce qu'elle l'était, elle s'est cachée|et qu'avec de l'or elle a vu|son secret réalisé ).| |(DON JUAN appelle à l'intérieur et tout le monde est confus.)",Angelique| Que nous sert-on donc ?,Angelique |  Que nous sert-on donc ?,,,
,,"Lucinde|Que nous sert-on donc ? Madame, tout est prest. | [p. 121]| Scene III §| (Comme on apporte la colation superbe et en bel ordre, on frape à la porte, tout le monde se trouble, et les femmes laissent tomber les plats.)| Angelique, Lucinde, Isabelle, Licidas, Florestan, Carrille.| |","Lucinde | Que nous sert-on donc ? Madame, tout est prest.  |  [p. 121] |  Scene III § |  (Comme on apporte la colation superbe et en bel ordre, on frape à la porte, tout le monde se trouble, et les femmes laissent tomber les plats.) |  Angelique, Lucinde, Isabelle, Licidas, Florestan, Carrille. |   |",,,
,,Angelique| Apelle-t’on ?| (On frape à la porte.),Angelique |  Apelle-t’on ? |  (On frape à la porte.),,,
"JUANAbre aquí, abre esta puerta.","JUANA, ouvre ici, ouvre cette porte.",Licidas (derriere le theatre.)| Apelle-t’on ? Ouvrez.,Licidas (derriere le theatre.) |  Apelle-t’on ? Ouvrez.,,,
ÁNGELA¡Ay cielos! ¿Qué ruido es este?,ANGELA : Oh mon Dieu ! De quel bruit s'agit-il ?,Angelique (bas à Lucinde.)|Apelle-t’on ? Ouvrez. Justes dieux c’est mon frere !,Angelique (bas à Lucinde.) | Apelle-t’on ? Ouvrez. Justes dieux c’est mon frere !,,,
ISABEL |(Yo soy muerta).,ISABEL |(Je suis morte).,Lucinde|En cette extremité que pretendez-vous faire ?,Lucinde | En cette extremité que pretendez-vous faire ?,,,
BEATRIZ |(¡Helada|estoy!).,BEATRIZ |(Je gèle !).,"Angelique (bas à Lucinde.)|C’est luy-mesme, à la voix je l’ay bien recognu.","Angelique (bas à Lucinde.) | C’est luy-mesme, à la voix je l’ay bien recognu.",,,
MANUEL |(¿Aún no cesan mis crueles|fortunas? ¡Válgame el cielo!).|,MANUEL |(Ma cruelle|fortune n'a-t-elle toujours pas cessé ? Le paradis pour moi !).|,"Carrille|Ah ! tout de bon, Monsieur, le vray diable est venu.|Il va nous testonner, hé dieux de quelle sorte ! [p. 122]","Carrille | Ah ! tout de bon, Monsieur, le vray diable est venu. | Il va nous testonner, hé dieux de quelle sorte ! [p. 122]",,,
"ÁNGELASeñor, mi esposo es aqueste.","ÁNGELASMonsieur, voici mon mari.",Licidas (dedans.)|Me fera-t’on long-temps attendre à cette porte ?,Licidas (dedans.) | Me fera-t’on long-temps attendre à cette porte ?,,,
MANUEL¿Qué he de hacer?,MANUEL Que dois-je faire ?,,,,,
"ÁNGELA Fuerza|es que os vais |a esconderos a un retrete.|Isabel, llévale tú|hasta que oculto le dejes|en aquel cuarto que sabes|apartado; ya me entiendes.|","ÁNGELA Force|tu vas te cacher dans les toilettes.|Isabel, tu le prends|jusqu'à ce que tu le laisses caché|dans cette pièce que tu sais|isolée; tu me comprends.|","Angelique | Monsieur retirez-vous,|  (A Isabelle à l’oreille)|Monsieur retirez-vous, Isabelle fay les|Entrer dedans leur chambre, et passer par les ais.|Dieux aux extremitez où je me vois reduite|Je perds le jugement et manque de conduite* !|Isabelle entends-tu ? sus donc depesche toy.","Angelique  |  Monsieur retirez-vous, |   (A Isabelle à l’oreille) | Monsieur retirez-vous, Isabelle fay les | Entrer dedans leur chambre, et passer par les ais. | Dieux aux extremitez où je me vois reduite | Je perds le jugement et manque de conduite* ! | Isabelle entends-tu ? sus donc depesche toy.",,,
ISABEL | Vamos|presto. |(Vase.),ISABELLE | Allons-y | jolie. |(Sortie.),"Isabelle|Je vous entends, venez tous deux et suivez moy.","Isabelle | Je vous entends, venez tous deux et suivez moy.",,,
,,Florestan|Ne verray-je jamais la fin de cette histoire ?,Florestan | Ne verray-je jamais la fin de cette histoire ?,,,
JUAN |¿No|acabáis | de abrir la puerta?,JUAN |Tu n'es pas juste | ouvrir la porte ?,"Carrille|Monsieur vous avez fait la faute, il la faut boire.","Carrille | Monsieur vous avez fait la faute, il la faut boire.",,,
"MANUEL |¡Valedme,| |cielos, que vida y honor|van jugadas a una suerte!|(Vase.)","MANUEL |Faites-moi confiance,| |cieux, quelle vie et quel honneur|sont en jeu !|(Sortie.)","Florestan, (s’en allant.)| Où m’avez vous conduit, justes dieux !","Florestan, (s’en allant.) |  Où m’avez vous conduit, justes dieux !",,,
,,"Carrille, (s’en allant.)|Où m’avez vous conduit, justes dieux ! Ah Monsieur !|C’estoit avec raison que je mourois de peur.","Carrille, (s’en allant.) | Où m’avez vous conduit, justes dieux ! Ah Monsieur ! | C’estoit avec raison que je mourois de peur.",,,
JUAN | La puerta echaré en el suelo. |,JEAN | Je vais jeter la porte par terre. |,Licidas entre.|Pour ouvrir une porte il faut bien du mystere.,Licidas entre. | Pour ouvrir une porte il faut bien du mystere.,,,
"ÁNGELA |Retírate tú, pues puedes,|en esa cuadra, Beatriz;| no te hallen aquí.(Sale DON JUAN.) ¿Qué|quieres |a estas horas en mi cuarto,|que así a alborotarnos vienes?|","ÁNGELA |Retraite, tu peux,|sur ce bloc, Beatriz;| Je ne te trouve pas ici.(DON JUAN sort.) Que veux-tu à cette heure dans ma chambre, pour venir nous déranger ainsi ?",Angelique|Qui vous peut obliger à ces heures mon frere| De troubler mon repos ?,Angelique | Qui vous peut obliger à ces heures mon frere |  De troubler mon repos ?,,,
"JUAN |Respóndeme tú primero,|Ángela, ¿qué traje es ese?|","JUAN |Tu me réponds d'abord,|Angela, de quel costume s'agit-il ?|","Licidas|De troubler mon repos ? Lucinde vous voicy,|Mais que vois-je, grands dieux ? quel habit est-ce icy ?|Quel apparat de plats ? et quel desordre ? dites ,|Je vous voy toutes deux grandement interdites,|Pasles, sans contenance et l’esprit esgaré,|Que veut dire ce lict superbement paré ?|Ce riche emmeublement, ces perles, ces dorures,|Et mesme ce pavé semé de confitures?","Licidas | De troubler mon repos ? Lucinde vous voicy, | Mais que vois-je, grands dieux ? quel habit est-ce icy ? | Quel apparat de plats ? et quel desordre ? dites , | Je vous voy toutes deux grandement interdites, | Pasles, sans contenance et l’esprit esgaré, | Que veut dire ce lict superbement paré ? | Ce riche emmeublement, ces perles, ces dorures, | Et mesme ce pavé semé de confitures?",,,
"ÁNGELA |De mis penas y tristezas|es causa el mirarme siempre|llena de luto, y vestime,|por ver si hay con qué me alegre,| |estas galas.|","ANGELA |Mes chagrins et mes tristesses|est la raison pour laquelle je me regarde toujours|plein de deuil et m'habille,|pour voir s'il y a quelque chose pour me remonter le moral,| |ces galas.|",,,,,
"JUAN |No|lo dudo, |que tristezas de mujeres|bien con galas se remedian,|bien con joyas convalecen;|si bien me parece que es|un cuidado impertinente.|","JUAN |Je n'en doute pas, |qu'on guérit bien les chagrins des femmes|bien avec des parures,|bien avec des bijoux on se rétablit;|bien qu'il me semble que ce soit|un soin impertinent.|",,,,,
ÁNGELA |¿Qué importa que así me vista|donde nadie llegue a verme?|,ANGELA |Qu'importe si je m'habille comme ça|où personne ne peut me voir ?|,,,,,
"JUAN | Dime, ¿volviose Beatriz| | a su casa?","JEAN | Dis-moi, est-ce que Beatriz est revenue ? | à votre domicile?",,,,,
"ÁNGELA |Y|cuerdamente | su padre, por mejor medio, | en paz su enojo|convierte.","ANGELA |Et|sainement | son père, par de meilleurs moyens, | sa colère se transforme en paix.",,,,,
JUAN |Yo no quise saber más|para ir a ver si pudiese|verla y hablarla esta noche.|Quédate con Dios y advierte|que ya no es tuyo ese traje.//|(Vase.),JUAN |Je ne voulais pas en savoir plus|pour aller voir si je pouvais|la voir et lui parler ce soir.|Reste avec Dieu et remarque|que ce costume n'est plus à toi.//|(Sortie.),,,,,
"ÁNGELAVaya Dios contigo y vete.(Sale BEATRIZ.) Cierra esa puerta, Beatriz.","ANGELAV Que Dieu soit avec toi et pars.(BEATRIZ sort.) Ferme cette porte, Beatriz.",,,,,
BEATRIZ |Bien hemos salido deste|susto. A buscarme tu hermano|va.,"BEATRIZ |Eh bien, nous sommes sortis de cette|frayeur. Ton frère va me chercher.",,,,,
"ÁNGELA |Ya|hasta que se sosiegue |más la casa y don Manuel|vuelva de su cuarto a verme,|para ser menos sentidas|entremos a este retrete.|","ÁNGELA |Maintenant|jusqu'à ce que la maison se calme |plus et que Don Manuel|revienne de sa chambre pour me voir,|pour être moins désolé|entrons dans ces toilettes.|",,,,,
"BEATRIZ | Si|esto te sucede, bien |te llaman la dama duende.(Vanse. Salen por el alacena DON MANUEL y ISABEL.)","BÉATRICE | Si|cela vous arrive, eh bien|on vous appelle la dame elfe. (Sort. DON MANUEL et ISABEL sortent par le placard.)",,,,,
"ISABEL |Aquí has de quedarte y mira|que no hagas ruido, que pueden |sentirte.","ISABEL |Tu dois rester ici et t'assurer de ne pas faire de bruit, ils peuvent te sentir.",,,,,
MANUEL |Un|mármol seré.,MANUEL |Un|marbre je serai.,,,,,
"ISABEL |(Quieran los cielos que acierte|a cerrar, que estoy turbada).|(Vase.)","ISABEL |(Que le ciel me plaise de le fermer, je suis troublé).|(Sortie.)",,,,,
"MANUEL |¡Oh, a cuánto, cielos, se atreve|quien se atreve a entrar en parte|donde ni alcanza ni entiende|qué daños se le aperciben,|qué riesgos se le previenen!|Venme aquí a mí en una casa|que dueño tan noble tiene|-de Excelencia por lo menos-,|lleno de asombros crueles|y tan lejos de la mía.|Pero ¿qué es esto? Parece|que a esta parte alguna puerta|abren. Sí, y ha entrado gente.| | (Sale|COSME.)","MANUEL |Oh, combien, mon Dieu, ose-t-il|quiconque ose entrer dans un endroit|où il n'atteint ni ne comprend|quel mal est prévu,|quels risques sont évités!|Voyez-moi ici dans une maison|qu'il a de tels un noble propriétaire|-d'excellence au moins-,|plein d'étonnements cruels|et si loin du mien.|Mais qu'est-ce que c'est ? Il semble qu'une porte s'ouvre ici. Oui, et les gens sont entrés.| | (Sortie | COSME.)",,,,,
"COSME |Gracias a Dios que esta noche|entrar podré libremente|en mi aposento sin miedo,|aunque sin luz salga y entre;|porque el duende, mi señor,|puesto que a mi amo tiene,|¿para qué me quiere a mí?|Pero para algo me quiere.// (Topa con|DON MANUEL.) ¿Quién va? ¿Quién es?","COSME |Grâce à Dieu que ce soir|je pourrai entrer librement|dans ma chambre sans crainte,|même si je sors et entre sans lumière;|car l'elfe, mon seigneur,|puisqu'il a mon maître,|pourquoi il me veut ? moi ?|Mais il me veut pour quelque chose.// (Il rencontre|DON MANUEL.) Qui vient ? Qui est-ce?",,,,,
"MANUELCalle,|digo, |quienquiera que es, si no quiere|que le mate a puñaladas.|","MANUELCalle, dis-je, qui qu'il soit, s'il ne veut pas que je le poignarde à mort.|",,,,,
COSME |No hablaré más que un pariente|pobre en la casa del rico.|,COSME |Je ne parlerai pas plus que d'un parent|pauvre dans la maison des riches.|,,,,,
"MANUEL |(Criado sin duda es este,|que acaso ha entrado hasta aquí.|De él informarme conviene|de dónde estoy). Di ¿qué casa|es esta y qué dueño tiene?|","MANUEL |(C'est sans aucun doute un domestique,|qui est peut-être entré ici.|Il convient de me renseigner sur lui|où je suis). Dites de quelle maison s’agit-il et quel propriétaire a-t-elle ?",,,,,
"COSME |Señor, el dueño y la casa|son el diablo que me lleve,|porque aquí vive una dama,|que llaman la dama duende,|que es un demonio en figura|de mujer.","COSME |Monsieur, le propriétaire et la maison|sont le diable qui me prend,|car ici habite une dame,|on appelle la dame duende,|qui est un démon sous la forme|d'une femme.",,,,,
MANUEL |Y|tú ¿quién eres?,MANUEL |Et|qui es-tu ?,,,,,
"COSME |Soy un fámulo o criado,|soy un súbdito, un sirviente,|que sin qué ni para qué|estos encantos padece.|","COSME |Je suis un famulus ou un serviteur,|Je suis un sujet, un serviteur,|qui sans quoi ni pourquoi|Je subis ces charmes.|",,,,,
MANUEL | Y ¿quién es tu amo?,MANUEL | Et qui est ton maître ?,,,,,
"COSMEEs| |un loco, un impertinente,|un tonto, un simple, un menguado,|que por tal dama se pierde.|","COSMEE| |un fou, un impertinent,|un imbécile, un niais, un diminué,|qui est perdu pour une telle dame.|",,,,,
MANUEL |¿Y es|su nombre?,MANUEL |Et est-ce|son nom ?,,,,,
COSME |Don|Manuel | Enríquez.,COSME |Don|Manuel | Enríquez.,,,,,
MANUEL |¡Jesús|mil veces!,MANUEL |Jésus|mille fois !,,,,,
COSME | Yo Cosme Catiboratos | me llamo.,COSME | Je Cosme Catiborate | Je m'appelle.,,,,,
"MANUELCosme,|¿tú eres? |Pues ¿cómo has entrado aquí?|Tu señor soy. Dime ¿vienes|siguiéndome tras la silla?|¿Entraste tras mí a esconderte|también en este aposento?|","MANUELCosme, l'êtes-vous ? |Alors, comment êtes-vous entré ici ?|Je suis votre seigneur. Dis-moi, tu viens|me suivre derrière la chaise ?|Tu es venu après moi pour te cacher|aussi dans cette pièce ?|",,,,,
"COSME |¡Lindo desenfado es ese!|Dime ¿cómo estás aquí?|¿No te fuiste muy valiente|solo donde te esperaban?|Pues ¿cómo tan presto vuelves?|Y ¿cómo, en fin, has entrado|aquí, trayendo yo siempre|la llave de aqueste cuarto?|","COSME | C'est une belle confiance en soi !|Dis-moi, comment vas-tu ici ?|Tu n'es pas allé très courageusement|seul là où on t'attendait ?|Eh bien, à quelle vitesse reviens-tu ?|Et comment, dans bref, es-tu venu|ici, en m'apportant toujours|la clé de cette chambre ?|",,,,,
MANUEL | Pues dime ¿qué cuarto es este?,"MANUEL | Eh bien, dis-moi, quelle est cette pièce ?",,,,,
COSME |El tuyo o el del demonio.,COSME |Le vôtre ou celui du diable.,,,,,
MANUEL |¡Viven los cielos que mientes!|Porque lejos de mi casa|y en casa bien diferente|estaba en aqueste instante.|,MANUEL |Vivez dans les cieux qui s'étendent !|Parce que loin de chez moi|et dans une maison très différente|J'étais à ce moment-là.|,,,,,
"COSME |Pues cosas serán del duende,|sin duda, porque te he dicho|la verdad pura.","COSME |Eh bien, les choses viendront de l'elfe,|sans aucun doute, car je vous ai dit|la pure vérité.",,,,,
MANUEL |¿Tú quieres |que pierda el juicio?,MANUEL | Veux-tu que je perde la tête ?,,,,,
"COSME |¿Hay|más |de desengañarte? Vete|por esa puerta y saldrás|al portal, adonde puedes|desengañarte.|","COSME |Y a-t-il|plus |de vous décevoir ? Franchissez cette porte et vous arriverez au portail, où vous pourrez être détrompé.|",,,,,
MANUEL |Bien|dices. | Iré a examinarle y verle. |(Vase.),MANUEL |Eh bien|vous dites. | Je vais l'examiner et le voir. |(Sortie.),,,,,
"COSME |Señores, ¿cuándo saldremos|de tanto embuste aparente?| |(Sale ISABEL por la alacena.)","COSME |Messieurs, quand sortirons-nous de tant de mensonges apparents ?| |(ISABEL sort du placard.)",,,,,
"ISABEL |(Volviose a salir don Juan|y, por que a saber no llegue|don Manuel adónde está,|sacarle de aquí conviene).| |Ce, señor,|ce.","ISABEL |(Don Juan est reparti|et, de peur que Don Manuel ne sache où il se trouve,|il est pratique de le sortir d'ici).| |Ce, monsieur,|ce.",,,,,
COSME |(Esto es peor: |ceáticas son estas cees).,COSME |(C'est pire : |ceatic sont ces cee).,,,,,
ISABEL | Ya|mi señor recogido | queda.,ISABELLE | Ya|mon seigneur collecté | est restant.,,,,,
COSME | (¿Qué señor es este?). (Sale DON MANUEL.),COSME | (De quel monsieur s'agit-il ?). (DON MANUEL sort.),,,,,
"MANUEL | Este es mi cuarto, en efeto.","MANUEL | C'est ma chambre, en fait.",,,,,
ISABEL | ¿Eres|tú?,ISABELLE | Es-tu?,,,,,
"COSME |  Sí,|yo soy.",COSME |Oui je suis.,,,,,
ISABEL |Vente| | conmigo.,ISABEL |Vendre| | avec moi.,,,,,
MANUEL |Tú|dices bien.,MANUEL |Vous|le dites bien.,,,,,
ISABEL | No hay qué temer,,ISABELLE | Il n'y a rien à craindre, ne t'attends à rien. |,,,
"COSME | ¡Señor, que el duende me lleva! | (Llévale|ISABEL.)","COSME | Seigneur, l'elfe m'emmène ! | (Prenez-le|ISABEL.)",,,,,
"MANUEL |¿No sabremos finalmente|de dónde nace este engaño?|¿No respondes? ¡Qué necio eres!|¡Cosme, Cosme! ¡Vive el cielo,|que toco con las paredes!|¿Yo no hablaba aquí con él?|¿Dónde se desaparece|tan presto? ¿No estaba aquí?|Yo he de perder dignamente|el juicio; mas, pues es fuerza|que aquí otro cualquiera entre,|he de averiguar por dónde,|porque tengo de esconderme|en esta alcoba y estar|esperando atentamente|hasta averiguar quién es|esta hermosa dama duende.|(Vase y salen todas las mujeres, una con luces y otra con algunas cajas y otra con un vidrio de agua.)","MANUEL |Ne saurons-nous pas enfin|d'où vient cette tromperie ?|Tu ne réponds pas ? Quel imbécile tu es ! Cosme, Cosme ! Vive le ciel, que je touche avec les murs ! Ne lui ai-je pas parlé ici ? Où disparaît-il si vite ? N'était-il pas là ?|Je dois perdre la raison avec dignité ; mais, il est nécessaire|que quelqu'un d'autre entre ici,|je dois découvrir où,|car je dois me cacher|dans cette chambre et|attendre attentivement|jusqu'à ce que je découvre qui est cette belle dame elfe.|( Il part et toutes les femmes sortent, une avec des lumières et une autre avec des boîtes et une autre avec un verre d'eau.)",,,,,
"ÁNGELA |Pues a buscarte ha salido|mi hermano y pues Isabel|a su mismo cuarto ha ido|a traer a don Manuel,|esté todo apercebido;|halle, cuando llegue aquí,|la colación prevenida.|Todas le esperad así.|","ANGELA |Eh bien, mon frère est sorti pour te chercher et Isabel|est allée dans sa même chambre|pour amener Don Manuel,|qu'il soit tout préparé;|il trouvera, en arrivant ici,|le goûter préparé .|Tout le monde l'attend comme ça. |",,,,,
BEATRIZ | No he visto en toda mi vida | igual cuento.,BÉATRICE | Je n'ai pas vu de toute ma vie | même histoire.,,,,,
ÁNGELA |  ¿Viene?|,ANGELA |Il vient?|,,,,,
"CRIADA|Sí, | que ya siento sus pisadas.|(Sale ISABEL|trayendo a COSME de la mano.)","MAIDE|Oui, | Je sens déjà ses pas.|(ISABEL sort|apportant COSME par la main.)",,,,,
"COSME |¡Triste de mí! ¿Dónde voy?|Ya estas son burlas pesadas.|Mas no, pues mirando estoy|bellezas tan estremadas.|¿Yo soy Cosme o Amadís?|¿Soy Cosmico o Belianís?|","COSME | Triste moi ! Où vais-je?|Ce sont déjà de lourdes moqueries.|Mais non, parce que je regarde|des beautés si extrêmes.|Suis-je Cosme ou Amadís?|Suis-je Cosmico ou Belianís?|",,,,,
ISABEL |Ya viene aquí. Mas ¿qué veo? | ¡Señor!|,ISABEL | Il vient ici. Mais qu'est-ce que je vois ? | Seigneur !|,,,,,
"COSME |(Ya mi engaño creo, |pues tengo el alma en un tris).","COSME |(Je crois déjà à ma tromperie, |parce que mon âme est en difficulté).",,,,,
"ÁNGELA | ¿Qué es esto, Isabel?|","ANGELA | Qu'est-ce que c'est, Isabelle ?|",,,,,
"ISABEL |Señora,| |donde a don Manuel dejé,|volviendo por él agora|a su criado encontré.|","ISABEL |Madame,| |où j'ai laissé Don Manuel,|en revenant vers lui maintenant|J'ai trouvé son domestique.|",,,,,
BEATRIZMal tu descuido se dora.,BEATRIZMal tu descuido se dora.,,,,,
ISABEL | Está sin luz.,ISABELLE | C'est sans lumière.,,,,,
ÁNGELA |¡Ay|de mí! | Todo está ya declarado.,ANGELA | Malheur | à moi ! | Tout est déjà déclaré.,,,,,
BEATRIZ |(Más vale engañarle así). | Cosme.,BEATRIZ |(Il vaut mieux le tromper comme ça). | Cosme.,,,,,
COSME |  Damiana.|,COSME |Damien.|,,,,,
BEATRIZ |A|este lado | llegad.,BEATRIZ |De|ce côté | arriver,,,,,
COSME |Bien|estoy aquí.,COSME |D'accord|Je suis là.,,,,,
ÁNGELA | Llegad,,ANGELA | Viens, n'ayez pas peur.,,,
"COSME | ¿Un hombre de mi valor,| | temor?","COSME | Un homme de ma valeur, | | peur?",,,,,
"ÁNGELA |Pues|¿qué es no llegar? | |(Aparte, y lléguese|a ellas.)|","ANGELA |Eh bien|qu'est-ce que ça veut dire de ne pas arriver ? | |(À part, et va|vers eux.)|",,,,,
"COSME |(Ya no se puede excusar|en llegando al pundonor).|¿Respeto no puede ser|sin ser espanto ni miedo?,|porque al mismo Lucifer|temerle muy poco puedo|en hábito de mujer.|Alguna vez lo intentó|y, para el ardid que fragua,|cota y nagua se vistió|-que esto de cotilla y nagua|el demonio lo inventó-.|En forma de una doncella|aseada, rica y bella,|a un pastor se apareció|y él, así como la vio,|se encendió en amores della.|Gozó a la diabla y después|con su forma horrible y fea|le dijo a voces: «¿No ves,|mísero de ti, cuál sea|desde el copete a los pies|la hermosura que has amado?|Desespera, pues has sido|agresor de tal pecado».|Y él, menos arrepentido|que antes de haberla gozado,|le dijo: «Si pretendiste,|¡oh, sombra fingida y vana!,|que desesperase un triste,|vente por acá mañana|en la forma que trujiste;|verasme amante y cortés,|no menos que antes, después,|y aguardarte»; en testimonio|de que aun horrible no es|en traje de hembra un demonio.|","COSME |(Tu ne peux plus t'excuser|d'atteindre l'honneur).|Le respect ne peut pas être|sans être peur ou peur ?,|parce que je peux très peu craindre Lucifer lui-même|dans l'habit d'une femme.|As-tu déjà essayé |et, pour la ruse qu'il forge,|il s'est habillé en cotilla et en nagua|-que ces ragots et nagua|le diable l'ont inventé-.|Sous la forme d'une jeune fille|propre, riche et belle,|il est apparu à un berger| et lui, dès qu'il l'a vue,|il s'est enflammé d'amour pour elle.|Il a apprécié le diable et alors|avec sa forme horrible et laide|il lui a crié: «Ne vois-tu pas ,|misérable âme de toi, qu'est-ce que|du bonnet jusqu'aux pieds|la beauté que tu as aimée ?|Désespérée, parce que tu as été|l'agresseur d'un tel péché.|Et lui, moins repentant|qu'avant d'avoir j'ai apprécié,|lui dit: ""Si tu essayais,|oh, ombre feinte et vaine !,|qu'un homme triste désespère,|viens ici demain|dans la forme que tu as apportée;|tu me verras aimant et courtois,| pas moins qu'avant, plus tard, et je t'attendrai"" ; en témoignage|que même s'il est horrible, ce n'est pas|en costume féminin, c'est un démon.|",,,,,
"ÁNGELA |Volved en vos y tomad|una conserva y bebed,|que los sustos causan sed.|","ÁNGELA |Reprenez vos esprits et prenez|une confiture et buvez,|car les frayeurs donnent soif.|",,,,,
COSME | Yo no la tengo.,COSME | Je ne l'ai pas.,,,,,
"BEATRIZ |Llegad, |que habéis de volver, mirad,|docientas leguas de aquí.|","BEATRIZ |Arrive, |il faut revenir, regarde,|à douze cents lieues d'ici.|",,,,,
COSME |¡Cielos! ¿Qué oigo?,COSME | Ciel! Qu'est-ce que j'entends ?,,,,,
ÁNGELA | |¿Llaman?|,ANGELA ||Est-ce qu'ils appellent ?|,,,,,
BEATRIZ |Sí.|,BEATRIZ |Oui.|,,,,,
ISABEL | ¿Hay tormento más cruel?,ISABELLE | Existe-t-il des tourments plus cruels ?,,,,,
"ÁNGELA¡Ay de mí, triste!","ANGELA Oh moi, triste !",,,,,
LUIS(Dentro.) Isabel.|,LUIS (À l'intérieur.) Isabel.|,,,,,
BEATRIZ | ¡Válgame el cielo!,BÉATRICE | Le paradis pour moi !,,,,,
LUIS(Dentro.) | Abre|aquí.,LUIS (Intérieur.) | Ouvrir|ici.,,,,,
ÁNGELA | Para cada susto|tengo | un hermano.,ANGELA | Pour chaque frayeur|J'ai | un frère.,,,,,
ISABEL |¡Trance|fuerte!,ISABEL |Transe|forte !,,,,,
BEATRIZ | Yo me escondo. |(Vase.),BÉATRICE | Je cache. |(Sortie.),,,,,
COSME |Este|sin duda | es el verdadero duende.,COSME |Cela|sans aucun doute | C'est le véritable elfe.,,,,,
ISABEL | Vente conmigo.,ISABELLE | Viens avec moi.,,,,,
COSME |Sí|haré.| (Vanse. Sale DON LUIS.),COSME |Oui|Je le ferai.| (Sort. DON LUIS sort.),,,,,
ÁNGELA | ¿Qué es lo que en|mi cuarto quieres?,ANGELA | Que veux-tu dans ma chambre ?,,,,,
"LUIS | Pesares míos|me traen |a estorbar otros placeres.|Vi ya tarde en ese cuarto|una silla, donde vuelve|Beatriz, y vi que mi hermano |entró.","LUIS | Mes regrets m'amènent à gêner d'autres plaisirs. Tard tard, j'ai vu une chaise dans cette chambre où revient Beatriz, et j'ai vu que mon frère entrait.",,,,,
"ÁNGELAY en|fin, ¿qué pretendes?","ÁNGELAY, de toute façon, qu'est-ce que tu veux ?","Angelique|Pourquoy suis-je obligée à vous rendre raison|De ce que nous faisons seules en la maison ?|Quel crime faisons-nous ? dites je vous supplie|Si pour me divertir en ma melancholie|Nous avons ma Cousine et moy, pris le soucy*|D’ajuster cette chambre, et nous parer ainsi ?|S’il ne m’est pas permis de sortir à la rüe,|Si de qui que ce soit on me defend la veüe,|Hormis de ma Cousine, et si je me veux voir|Despoüillée entre nous de ce vestement noir, [p. 124]|Qui ne fait qu’augmenter mon deüil et ma tristesse,|Est-ce un crime d’estat ? veut-on que je me laisse|Emporter aux regrets qui me troublent les sens ?|Me defends-on encor ces plaisirs innocens ?|Qui vous fait sans raison m’espier de la sorte ?|Et venir à minuict me faire ouvrir ma porte ?","Angelique | Pourquoy suis-je obligée à vous rendre raison | De ce que nous faisons seules en la maison ? | Quel crime faisons-nous ? dites je vous supplie | Si pour me divertir en ma melancholie | Nous avons ma Cousine et moy, pris le soucy* | D’ajuster cette chambre, et nous parer ainsi ? | S’il ne m’est pas permis de sortir à la rüe, | Si de qui que ce soit on me defend la veüe, | Hormis de ma Cousine, et si je me veux voir | Despoüillée entre nous de ce vestement noir, [p. 124] | Qui ne fait qu’augmenter mon deüil et ma tristesse, | Est-ce un crime d’estat ? veut-on que je me laisse | Emporter aux regrets qui me troublent les sens ? | Me defends-on encor ces plaisirs innocens ? | Qui vous fait sans raison m’espier de la sorte ? | Et venir à minuict me faire ouvrir ma porte ?",,,
