Line,Google Trad,Modernisé,similarity,5_closest
675,"JUAN |Tu me réponds d'abord,|Angela, de quel costume s'agit-il ?|","Licidas|De troubler mon repos? Lucinde vous voici,|Mais que vois-je, grands dieux? quel habit est ce ici?|Quel apparat de plats? et quel désordre? dites|Je vous vois toutes deux grandement interdites,|Pâles, sans contenance et l'esprit égaré,|Que veut dire ce lit superbement paré?|Ce riche emmublement, ces perles, ces dorures,|Et même ce pavé semé de confitures?",1,"[(0.9, '▁costume', '▁habit'), (0.83, '▁costume', '▁lit'), (0.8, '▁costume', '▁riche'), (0.79, 'AN', 'das'), (0.79, 'AN', '▁dites')]"
676,"ANGELA |Mes chagrins et mes tristesses|est la raison pour laquelle je me regarde toujours|plein de deuil et m'habille,|pour voir s'il y a quelque chose pour me remonter le moral,| |ces galas.|",,0,[]
677,"JUAN |Je n'en doute pas, |qu'on guérit bien les chagrins des femmes|bien avec des parures,|bien avec des bijoux on se rétablit;|bien qu'il me semble que ce soit|un soin impertinent.|",,0,[]
678,ANGELA |Qu'importe si je m'habille comme ça|où personne ne peut me voir ?|,,0,[]
679,"JEAN | Dis-moi, est-ce que Beatriz est revenue ? | à votre domicile?",,0,[]
680,"ANGELA |Et|sainement | son père, par de meilleurs moyens, | sa colère se transforme en paix.",,0,[]
681,JUAN |Je ne voulais pas en savoir plus|pour aller voir si je pouvais|la voir et lui parler ce soir.|Reste avec Dieu et remarque|que ce costume n'est plus à toi.//|(Sortie.),,0,[]
682,"ANGELAV Que Dieu soit avec toi et pars.(BEATRIZ sort.) Ferme cette porte, Beatriz.",,0,[]
683,"BEATRIZ |Eh bien, nous sommes sortis de cette|frayeur. Ton frère va me chercher.",,0,[]
684,"ÁNGELA |Maintenant|jusqu'à ce que la maison se calme |plus et que Don Manuel|revienne de sa chambre pour me voir,|pour être moins désolé|entrons dans ces toilettes.|",,0,[]
685,"BÉATRICE | Si|cela vous arrive, eh bien|on vous appelle la dame elfe. (Sort. DON MANUEL et ISABEL sortent par le placard.)",,0,[]
686,"ISABEL |Tu dois rester ici et t'assurer de ne pas faire de bruit, ils peuvent te sentir.",,0,[]
687,MANUEL |Un|marbre je serai.,,0,[]
688,"ISABEL |(Que le ciel me plaise de le fermer, je suis troublé).|(Sortie.)",,0,[]
689,"MANUEL |Oh, combien, mon Dieu, ose-t-il|quiconque ose entrer dans un endroit|où il n'atteint ni ne comprend|quel mal est prévu,|quels risques sont évités!|Voyez-moi ici dans une maison|qu'il a de tels un noble propriétaire|-d'excellence au moins-,|plein d'étonnements cruels|et si loin du mien.|Mais qu'est-ce que c'est ? Il semble qu'une porte s'ouvre ici. Oui, et les gens sont entrés.| | (Sortie | COSME.)",,0,[]
690,"COSME |Grâce à Dieu que ce soir|je pourrai entrer librement|dans ma chambre sans crainte,|même si je sors et entre sans lumière;|car l'elfe, mon seigneur,|puisqu'il a mon maître,|pourquoi il me veut ? moi ?|Mais il me veut pour quelque chose.// (Il rencontre|DON MANUEL.) Qui vient ? Qui est-ce?",,0,[]
691,"MANUELCalle, dis-je, qui qu'il soit, s'il ne veut pas que je le poignarde à mort.|",,0,[]
692,COSME |Je ne parlerai pas plus que d'un parent|pauvre dans la maison des riches.|,,0,[]
693,"MANUEL |(C'est sans aucun doute un domestique,|qui est peut-être entré ici.|Il convient de me renseigner sur lui|où je suis). Dites de quelle maison s’agit-il et quel propriétaire a-t-elle ?",,0,[]
694,"COSME |Monsieur, le propriétaire et la maison|sont le diable qui me prend,|car ici habite une dame,|on appelle la dame duende,|qui est un démon sous la forme|d'une femme.",,0,[]
695,MANUEL |Et|qui es-tu ?,,0,[]
696,"COSME |Je suis un famulus ou un serviteur,|Je suis un sujet, un serviteur,|qui sans quoi ni pourquoi|Je subis ces charmes.|",,0,[]
697,MANUEL | Et qui est ton maître ?,,0,[]
698,"COSMEE| |un fou, un impertinent,|un imbécile, un niais, un diminué,|qui est perdu pour une telle dame.|",,0,[]
699,MANUEL |Et est-ce|son nom ?,,0,[]
700,COSME |Don|Manuel | Enríquez.,,0,[]
701,MANUEL |Jésus|mille fois !,,0,[]
702,COSME | Je Cosme Catiborate | Je m'appelle.,,0,[]
703,"MANUELCosme, l'êtes-vous ? |Alors, comment êtes-vous entré ici ?|Je suis votre seigneur. Dis-moi, tu viens|me suivre derrière la chaise ?|Tu es venu après moi pour te cacher|aussi dans cette pièce ?|",,0,[]
704,"COSME | C'est une belle confiance en soi !|Dis-moi, comment vas-tu ici ?|Tu n'es pas allé très courageusement|seul là où on t'attendait ?|Eh bien, à quelle vitesse reviens-tu ?|Et comment, dans bref, es-tu venu|ici, en m'apportant toujours|la clé de cette chambre ?|",,0,[]
705,"MANUEL | Eh bien, dis-moi, quelle est cette pièce ?",,0,[]
706,COSME |Le vôtre ou celui du diable.,,0,[]
707,MANUEL |Vivez dans les cieux qui s'étendent !|Parce que loin de chez moi|et dans une maison très différente|J'étais à ce moment-là.|,,0,[]
708,"COSME |Eh bien, les choses viendront de l'elfe,|sans aucun doute, car je vous ai dit|la pure vérité.",,0,[]
709,MANUEL | Veux-tu que je perde la tête ?,,0,[]
710,"COSME |Y a-t-il|plus |de vous décevoir ? Franchissez cette porte et vous arriverez au portail, où vous pourrez être détrompé.|",,0,[]
711,MANUEL |Eh bien|vous dites. | Je vais l'examiner et le voir. |(Sortie.),,0,[]
712,"COSME |Messieurs, quand sortirons-nous de tant de mensonges apparents ?| |(ISABEL sort du placard.)",,0,[]
713,"ISABEL |(Don Juan est reparti|et, de peur que Don Manuel ne sache où il se trouve,|il est pratique de le sortir d'ici).| |Ce, monsieur,|ce.",,0,[]
714,COSME |(C'est pire : |ceatic sont ces cee).,,0,[]
715,ISABELLE | Ya|mon seigneur collecté | est restant.,,0,[]
716,COSME | (De quel monsieur s'agit-il ?). (DON MANUEL sort.),,0,[]
717,"MANUEL | C'est ma chambre, en fait.",,0,[]
718,ISABELLE | Es-tu?,,0,[]
719,COSME |Oui je suis.,,0,[]
720,ISABEL |Vendre| | avec moi.,,0,[]
721,MANUEL |Vous|le dites bien.,,0,[]
722,,ISABELLE|Il n'y a rien à craindre,0,[]
723,"COSME | Seigneur, l'elfe m'emmène ! | (Prenez-le|ISABEL.)",,0,[]
724,"MANUEL |Ne saurons-nous pas enfin|d'où vient cette tromperie ?|Tu ne réponds pas ? Quel imbécile tu es ! Cosme, Cosme ! Vive le ciel, que je touche avec les murs ! Ne lui ai-je pas parlé ici ? Où disparaît-il si vite ? N'était-il pas là ?|Je dois perdre la raison avec dignité ; mais, il est nécessaire|que quelqu'un d'autre entre ici,|je dois découvrir où,|car je dois me cacher|dans cette chambre et|attendre attentivement|jusqu'à ce que je découvre qui est cette belle dame elfe.|( Il part et toutes les femmes sortent, une avec des lumières et une autre avec des boîtes et une autre avec un verre d'eau.)",,0,[]
725,"ANGELA |Eh bien, mon frère est sorti pour te chercher et Isabel|est allée dans sa même chambre|pour amener Don Manuel,|qu'il soit tout préparé;|il trouvera, en arrivant ici,|le goûter préparé .|Tout le monde l'attend comme ça. |",,0,[]
726,BÉATRICE | Je n'ai pas vu de toute ma vie | même histoire.,,0,[]
727,ANGELA |Il vient?|,,0,[]
728,"MAIDE|Oui, | Je sens déjà ses pas.|(ISABEL sort|apportant COSME par la main.)",,0,[]
729,"COSME | Triste moi ! Où vais-je?|Ce sont déjà de lourdes moqueries.|Mais non, parce que je regarde|des beautés si extrêmes.|Suis-je Cosme ou Amadís?|Suis-je Cosmico ou Belianís?|",,0,[]
730,ISABEL | Il vient ici. Mais qu'est-ce que je vois ? | Seigneur !|,,0,[]
731,"COSME |(Je crois déjà à ma tromperie, |parce que mon âme est en difficulté).",,0,[]
732,"ANGELA | Qu'est-ce que c'est, Isabelle ?|",,0,[]
733,"ISABEL |Madame,| |où j'ai laissé Don Manuel,|en revenant vers lui maintenant|J'ai trouvé son domestique.|",,0,[]
734,BEATRIZMal tu descuido se dora.,,0,[]
735,ISABELLE | C'est sans lumière.,,0,[]
736,ANGELA | Malheur | à moi ! | Tout est déjà déclaré.,,0,[]
737,BEATRIZ |(Il vaut mieux le tromper comme ça). | Cosme.,,0,[]
738,COSME |Damien.|,,0,[]
739,BEATRIZ |De|ce côté | arriver,,0,[]
740,COSME |D'accord|Je suis là.,,0,[]
741,,ANGELA|Viens,0,[]
742,"COSME | Un homme de ma valeur, | | peur?",,0,[]
743,"ANGELA |Eh bien|qu'est-ce que ça veut dire de ne pas arriver ? | |(À part, et va|vers eux.)|",,0,[]
744,"COSME |(Tu ne peux plus t'excuser|d'atteindre l'honneur).|Le respect ne peut pas être|sans être peur ou peur ?,|parce que je peux très peu craindre Lucifer lui-même|dans l'habit d'une femme.|As-tu déjà essayé |et, pour la ruse qu'il forge,|il s'est habillé en cotilla et en nagua|-que ces ragots et nagua|le diable l'ont inventé-.|Sous la forme d'une jeune fille|propre, riche et belle,|il est apparu à un berger| et lui, dès qu'il l'a vue,|il s'est enflammé d'amour pour elle.|Il a apprécié le diable et alors|avec sa forme horrible et laide|il lui a crié: «Ne vois-tu pas ,|misérable âme de toi, qu'est-ce que|du bonnet jusqu'aux pieds|la beauté que tu as aimée ?|Désespérée, parce que tu as été|l'agresseur d'un tel péché.|Et lui, moins repentant|qu'avant d'avoir j'ai apprécié,|lui dit: ""Si tu essayais,|oh, ombre feinte et vaine !,|qu'un homme triste désespère,|viens ici demain|dans la forme que tu as apportée;|tu me verras aimant et courtois,| pas moins qu'avant, plus tard, et je t'attendrai"" ; en témoignage|que même s'il est horrible, ce n'est pas|en costume féminin, c'est un démon.|",,0,[]
745,"ÁNGELA |Reprenez vos esprits et prenez|une confiture et buvez,|car les frayeurs donnent soif.|",,0,[]
746,COSME | Je ne l'ai pas.,,0,[]
747,"BEATRIZ |Arrive, |il faut revenir, regarde,|à douze cents lieues d'ici.|",,0,[]
748,COSME | Ciel! Qu'est-ce que j'entends ?,,0,[]
749,ANGELA ||Est-ce qu'ils appellent ?|,,0,[]
750,BEATRIZ |Oui.|,,0,[]
751,ISABELLE | Existe-t-il des tourments plus cruels ?,,0,[]
752,"ANGELA Oh moi, triste !",,0,[]
753,LUIS (À l'intérieur.) Isabel.|,,0,[]
754,BÉATRICE | Le paradis pour moi !,,0,[]
755,LUIS (Intérieur.) | Ouvrir|ici.,,0,[]
756,ANGELA | Pour chaque frayeur|J'ai | un frère.,,0,[]
757,ISABEL |Transe|forte !,,0,[]
758,BÉATRICE | Je cache. |(Sortie.),,0,[]
759,COSME |Cela|sans aucun doute | C'est le véritable elfe.,,0,[]
760,ISABELLE | Viens avec moi.,,0,[]
761,COSME |Oui|Je le ferai.| (Sort. DON LUIS sort.),,0,[]
762,ANGELA | Que veux-tu dans ma chambre ?,,0,[]
763,"LUIS | Mes regrets m'amènent à gêner d'autres plaisirs. Tard tard, j'ai vu une chaise dans cette chambre où revient Beatriz, et j'ai vu que mon frère entrait.",,0,[]
764,"ÁNGELAY, de toute façon, qu'est-ce que tu veux ?","Angélique|Pourquoi suis je obligée à vous rendre raison|De ce que nous faisons seules en la maison?|Quel crime faisons-nous? dites je vous supplie|Si pour me divertir en ma mélancolie|Nous avons ma Cousine et moi, pris le souci|D'ajuster cette chambre, et nous parer ainsi?|S'il ne m'est pas permis de sortir à la rue,|Si de qui que ce soit on me défend la vue,|Hormis de ma Cousine, et si je me veux voir|Despouillée entre nous de ce vêtement noir,|Qui ne fait qu'augmenter mon deuil et ma tristesse,|Est ce un crime d'état? veut on que je me laisse|Emporter aux regrets qui me troublent les sens?|Me défends on encor ces plaisirs innocents?|Qui vous fait sans raison m'espier de la sorte?|Et venir à minuict me faire ouvrir ma porte?",0,"[(0.78, '▁veux', '▁veux'), (0.75, '▁veux', '▁veut'), (0.71, '▁veux', '▁faisons'), (0.71, '▁veux', '▁faisons'), (0.69, 'GE', '▁pris')]"
765,"LUIS |Alors qu'il marche sur le mien,|il m'a semblé qu'il y avait du monde|et pour me détromper|il suffit que je le regarde et je le voie.|(Il soulève une porte et se heurte à BEATRIZ.) Beatriz, es-tu ici?","Licidas|Ma chambre étant là bas, ma curiosité|Ayant oui du bruit dessus moi, m'a porté|De venir m'informer qui de nuit vous visite.",1,"[(0.76, '▁monde', '▁bruit'), (0.75, '▁ici', '▁visite'), (0.74, '▁marche', '▁visite'), (0.73, '▁marche', '▁bruit'), (0.73, '▁monde', '▁visite')]"
766,"BEATRIZHici| |Je le suis, que j'ai dû faire demi-tour,|parce que mon père revenait au mécontentement, toujours en colère.|",Angélique|Ma Cousine est ici.|(Carrille bat et fait du bruit dedans.),0,"[(0.69, 'ici', 'lique'), (0.67, '▁revenait', 'lique'), (0.65, 'EA', 'lique'), (0.59, '▁revenait', '▁bruit'), (0.58, '▁père', '▁bruit')]"
767,"LUIS |Vous êtes tous les deux perturbés.|Quels sont les dégâts remarquables que cela représente|d'assiettes, de bonbons et de verre ?|","Licidas|Ma Couine est ici. Je vous vois interdite,|Je sais qu'assurement quelqu'un est là-dedans.",0,"[(0.8, '▁dégâts', 'das'), (0.8, '▁dégâts', '▁interdite'), (0.78, '▁êtes', '▁vois'), (0.76, '▁dégâts', '▁vois'), (0.73, '▁êtes', '▁interdite')]"
768,ANGELA | Pourquoi veux-tu savoir à quoi les femmes se divertissent lorsqu'elles sont seules ? | | (ISABEL et COSME font du bruit dans le placard.),"Angélique|Vous vous trompez, vous dis-je.",0,"[(0.67, '▁veux', '▁dis'), (0.59, '▁savoir', '▁dis'), (0.58, '▁bruit', 'lique'), (0.57, '▁placard', 'lique'), (0.56, 'vert', '▁trompe')]"
769,"LUISY ce bruit, c'est quoi ?","Licidas|Vous vous trompez, vous dis-je. Et le bruit que j'entends?",1,"[(0.95, '▁bruit', '▁bruit'), (0.83, 'SY', 'das'), (0.78, 'UI', 'das'), (0.77, 'UI', 'ici'), (0.74, 'SY', 'ici')]"
770,ANGELA |(Je meurs !).,"Carrille (dans.)|Ah dieu! si cette fois de ses griffes j'échappe,|Il sera bien subtil, s'il faut qu'il m'y ratrape.",0,"[(0.72, '▁).', '▁subtil'), (0.71, '▁).', '▁griffes'), (0.59, '▁).', '▁fois'), (0.55, '▁).', '▁bien'), (0.51, 'urs', '▁fois')]"
771,"LUIS |Dieu vit, il y a des gens là-bas !|Ce ne peut plus être mon frère|qui est sauvé de ce sort.| |(Il écarte le placard pour entrer avec la lumière.) Malheur à moi, cieux pieux !,|qui voulant bêtement|empêcher ici la jalousie|que l'amour s'allume dans ma poitrine,|la jalousie de l'honneur je découvre.|Je prendrai la lumière , bien qu'imprudent, |car tout se trouve avec la lumière|et l'honneur se perd avec la lumière.| |(Sortie.)",Licidas|Auriez-vous bien encor l'esprit assez rusé|De dire qu'en cela je me suis abusé?|Comment Lucinde aussi vous en êtes complice?,0,"[(0.86, '▁voulant', 'das'), (0.85, '▁empêcher', 'das'), (0.85, '▁ici', 'das'), (0.84, '▁prendrai', 'das'), (0.82, '▁empêcher', '▁complice')]"
772,,Lucinde|Si nous vous offensons que le Ciel me punisse.,0,[]
773,,"Licidas|J'y veux aller moi-même, attendez je veux voir.",0,[]
774,,"Angélique|Non, vous n'entrerez point.",0,[]
775,,"Licidas|Non, vous n'entrerez point. Si je fais mon devoir.|Je vous montrerai bien.",0,[]
776,,Angélique|Je vous montrerai bien. Ah dieux c'est Isabelle!,0,[]
777,,"Licidas|Je verrai ce que c'est, baillez moi la chandelle.|(Il sort avec la chandelle.)",0,[]
778,,,0,[]
779,,,0,[]
780,,"Angélique|Dieux, il les trouvera, Cousine.",0,[]
781,,"Lucinde|Dieux, il les trouvera, Cousine. Nullement,|Ils seront repassés dans leur appartement.",0,[]
782,"ANGELA | Oh, Beatriz, nous sommes perdus, | si ça te frappe !","Angélique|Il trouvera ces ais dé joints, je suis perdue.",1,"[(0.75, '▁sommes', '▁trouvera'), (0.75, '▁perdus', '▁trouvera'), (0.75, '▁perdus', '▁perdue'), (0.73, '▁sommes', '▁dé'), (0.73, '▁frappe', '▁trouvera')]"
783,"BEATRIZ |Si|il l'a dans sa chambre et Isabel,|en vain tu doutes et tu crains,|car il t'assure le secret|du placard.","Lucinde|Ne vous affligez point, sans en savoir l'issue.|(Florêtan et Carrille entrent dans leur chambre à tâtons par les ais déjoints, sans savoir où ils sont.)",0,"[(0.91, '▁chambre', '▁chambre'), (0.79, '▁vain', 'inde'), (0.78, '▁secret', 'inde'), (0.71, '▁secret', '▁chambre'), (0.71, '▁placard', 'inde')]"
784,"ANGELA |Et si mon malheur était tel que là|dans la confusion, Isabel|ne l'avait pas|fermé correctement| |et il est entré|là-bas ?","Florêtan|Nous sommes, que je crois vu cette obscurité|Dans quelque cabinet en lieu de sûreté,|Dont la porte est étroite, ayant eu de la peine|D'entrer avec l'épée.",0,"[(0.79, '▁entré', '▁sommes'), (0.78, '▁entré', '▁peine'), (0.77, '▁entré', '▁crois'), (0.77, '▁entré', 'obscurité'), (0.77, '▁entré', '▁porte')]"
785,BEATRIZ |Enfiler| | la sécurité sera importante.,"Carrille|D'entrer avec l'épée. Ah! la chose est certaine,|Résolvons-nous au pis, nous allons étouffer|Car nous sommes sans doute en un cachot d'enfer.",0,"[(0.83, 'er', 'er'), (0.71, 'fil', 'entrer'), (0.67, 'fil', 'étouff'), (0.65, 'er', '▁sommes'), (0.65, 'er', '▁doute')]"
786,"ANGELA |J'irai profiter de ton père,|comme il a profité de moi,|car, une fois que la chance aura changé,|si elle t'apporte du chagrin,|elle m'apporte un autre chagrin.| | (Sortie. ISABEL et COSME sortent par le placard et DON MANUEL de l'autre côté.)","Florêtan|Quels hasards ne court point un homme de courage,|Qui veut entrerout où son désir l'engage,|Sans se fier à rien qu'à sa propre valeur?",0,"[(0.81, '▁sortent', '▁entrer'), (0.79, '▁profiter', '▁entrer'), (0.78, '▁chance', '▁court'), (0.77, '▁placard', '▁court'), (0.76, '▁profiter', '▁veut')]"
787,ISABELLE | Entrez vite. |(Sortie.),"Carrille|Vous eussiez bien mieux fait, si vous eussiez eu peur|Aussi bien comme moi.",0,"[(0.74, 'tie', '▁peur'), (0.72, '▁Entrez', '▁peur'), (0.68, '▁IS', '▁peur'), (0.65, '▁vite', '▁peur'), (0.65, '▁vite', '▁bien')]"
788,MANUEL |Maintenant|encore | Je sens les gens dans le quartier.|(DON LUIS sort avec de la lumière.),"Florêtan|Aussi bien comme moi. Que sera devenue|Cette rare beauté qui m'a charmé la vue?|Qui par tant de faveurs a daigné m'obliger?|Mourons, ou la tirons de ce présent danger.",0,"[(0.83, '▁sort', '▁devenue'), (0.82, 'DON', '▁devenue'), (0.8, '▁sort', '▁vue'), (0.79, '▁sort', '▁beauté'), (0.76, 'DON', '▁rare')]"
789,,"Carrille|On entend quelque voix, soyons en sentinelle,|Peut être en pourrons nous savoir quelque nouvelle.",0,[]
790,"LUIS | J'ai vu un homme, Dieu vit !",Licidas (derrière le théâtre à Isabelle.)|Je proteste qu'un homme est entré là-dedans.,1,"[(0.88, '▁homme', '▁homme'), (0.79, '▁vit', 'das'), (0.77, '▁vit', '▁théâtre'), (0.72, '▁Dieu', 'das'), (0.71, '▁Dieu', '▁homme')]"
791,COSME | C'est mauvais.,,0,[]
792,LUIS |Comment|font-ils | Ce placard est-il détourné ?,,0,[]
793,,COSME|La lumière est déjà veuve,0,[]
794,MANUEL | Cela doit être de la chance. |(Prend la main.),,0,[]
795,LUIS | Don Manuel !,,0,[]
796,MANUEL |Don|Luis ! Qu'est ce que c'est? | Qui a vu la confusion|plus forte ?,,0,[]
797,COSME |(Écoutez où vous êtes entré !|J'avais envie de le dire mille fois).|,,0,[]
798,"LUIS |Mauvais chevalier, scélérat,|traître, hôte déshonoré,|qui, pour l'honneur de ceux qui vous estiment,|vous protège, vous favorise,|sans pudeur vous vous aventurez|et sans décorum vous osez :|manier cet infâme acier. |",,0,[]
799,"Manuel |fortune, elle est immortelle;|et tu ne pourras pas, même si tu essaies,|me donner la mort, en supposant|que la douleur ne me tue pas,|que, bien que tu sois courageux,|c'est la douleur la plus courageuse.|",,0,[]
800,"LUIS | Ne me bats pas avec des raisons, | mais avec des œuvres.",,0,[]
801,"MANUEL |Arrêter| |jusqu'à ce que je pense que si je peux,|don Luis, te satisfaire.|",,0,[]
802,"LUIS |Quelles satisfactions y a-t-il,|si tu as l'intention de m'offenser ainsi ?|Si dans la chambre de cette bête|par cette marche tu entres|y a-t-il des satisfactions| |à tant de griefs ?",Isabelle (derrière le théâtre.)|Par où Monsieur?,0,"[(0.75, '▁bête', '▁théâtre'), (0.72, '▁marche', '▁théâtre'), (0.69, '▁satisfaction', '▁théâtre'), (0.65, 'intention', 'errière'), (0.65, '▁satisfaction', '▁Monsieur')]"
803,"MANUEL |Mille|fois|brisez cette épée dans ma poitrine,|Don Luis, si pour toujours|je connaissais cette porte ou si je savais|quel passage vers une autre pièce elle a.|",Licidas|Par où Monsieur? Par où vilaine? tu prétends|De m'éblouïr les yeux par ta cajolerie:|Je le trouverai bien.,0,"[(0.84, '▁fois', 'das'), (0.8, '▁savais', '▁prétend'), (0.79, '▁Don', '▁Monsieur'), (0.78, '▁savais', 'das'), (0.77, '▁connaissais', '▁prétend')]"
804,"LUIS | Eh bien, que fais-tu ici enfermé ? | sans lumière?","Carrille|Je le trouverai bien. Ah grands dieux! je vous prie|Ayez pitié de moi, de grâce aveuglez les;|On nous cherche.",0,"[(0.76, '▁enfermé', '▁cherche'), (0.75, '▁bien', '▁bien'), (0.74, '▁ici', '▁cherche'), (0.74, '▁enfermé', '▁aveugle'), (0.73, '▁enfermé', '▁prie')]"
805,"MANUEL |(Que dois-je répondre ?). |Un serviteur, j'espère.",Licidas (derrière.)|On nous cherche. Qui peut avoir dé joint ces ai?,0,"[(0.85, '▁).', '▁joint'), (0.79, '▁).', '▁dé'), (0.78, '▁).', 'das'), (0.7, '▁répondre', '▁dé'), (0.68, '▁répondre', '▁cherche')]"
806,"LUISQuand| | Je t'ai vu te cacher, tu veux | laisser mes yeux mentir ?|",Isabelle|Moi le puis je savoir?,0,"[(0.73, '▁veux', '▁savoir'), (0.71, '▁mentir', '▁savoir'), (0.69, '▁cacher', '▁savoir'), (0.65, '▁yeux', '▁savoir'), (0.62, 'UI', '▁savoir')]"
807,"MANUEL |Oui,| | qu'ils subissent des tromperies | plus qu'un autre sens.",Carrille|Moi le puis je savoir? Je vois de la lumière.,0,"[(0.74, '▁subissent', '▁vois'), (0.71, '▁subissent', '▁savoir'), (0.68, '▁Oui', '▁vois'), (0.66, '▁trompe', '▁vois'), (0.65, '▁Oui', '▁savoir')]"
808,"LUIS |Et|quand |les yeux mentent, vous attendez-vous|à ce que l'oreille mente aussi ?|",Licidas (derrière.)|Infâme sors d'ici.,0,"[(0.74, '▁yeux', 'das'), (0.74, '▁yeux', '▁sors'), (0.71, '▁attendez', 'das'), (0.71, '▁attendez', '▁sors'), (0.7, '▁yeux', '▁Inf')]"
809,MANUEL | Aussi.|,,0,[]
810,,LUIS|Tout le monde|ment enfin,0,[]
811,"MANUEL |Tente,| |car avant même que tu le dises,|imagine-le et réfléchis-y,|je t'aurai ôté la vie;|et, une fois la chance arrêtée,|d'abord c'est moi; pardonne|de l'amitié les lois honorables.|Et, puisqu'il faut maintenant quereller,|disputons-nous comme il se doit.|Partagez la lumière entre les deux,|qu'elle nous éclaire également ;|puis fermez cette porte|par laquelle vous je suis entré imprudemment,|pendant que je ferme celui-ci;|et maintenant la clé est posée à terre, pour que celui qui reste en vie puisse sortir.|",,0,[]
812,"LUIS |Je fermerai le placard|ici avec un buffet,|afin qu'ils ne puissent pas l'ouvrir|là-bas quand ils essaieront.| |(Rentre dans COSME.)",,0,[]
813,COSME |(L'astuce a été découverte).,,0,[]
814,LUIS | Qui est ici ?|,,0,[]
815,MANUEL |(Pas de chance |c'est à moi !).,,0,[]
816,COSME |Il n’y a personne.,,0,[]
817,"LUIS |Dis-moi, Don Manuel, est-ce|le domestique que tu attendais ?|",,0,[]
818,"MANUEL |Ce n'est plus le moment de parler.|Je sais que j'ai raison.|Croyez en moi ce que vous voulez,|qu'avec l'épée à la main|seul celui qui gagne vivra.|",,0,[]
819,"LUIS |Allez, alors, vous vous battez tous les deux, qu'est-ce que vous attendez ?",,0,[]
820,"MANUEL | Vous m’offensez beaucoup, | si vous présumez cela de moi ; de mon côté.",,0,[]
821,"COSME |Je ne le ferai pas|je ne le ferai pas, | Si c'est ça le problème.",,0,[]
822,"LUIS |La porte de cette chambre|et, comme elle est fermée,|nous serons plus égaux.|",,0,[]
823,MANUEL | Vous dites bien. Entrez et cachez-vous.,,0,[]
824,"COSME |Pour que je me dispute, je fasse des diligences si urgentes,|que pour que je ne me dispute pas|le souci soit une excuse.|(Sortie.)",,0,[]
825,MANUELLEMENT Nous sommes seuls tous les deux maintenant.,,0,[]
826,LUIS | Et bien notre duel commence. |(Ils rient.),,0,[]
827,MANUEL | Je n’ai pas vu de pouls plus chaud ! | |(Dégagez|l'épée.)|,,0,[]
828,,LUIS|Je n'ai pas vu de force plus forte!|Je suis sans armes,0,[]
829,"MANUEL |Ce n'est pas un défaut de valeur;|de fortune un accident|oui; cherche une autre épée, alors.|",,0,[]
830,"LUISEVous êtes courtois et courageux. |(La Fortune, que dois-je faire|dans une occasion aussi forte,|car, quand l'honneur m'enlève,|il me donne la vie et me bat ?|Je dois chercher une opportunité|vraie ou apparente|pour pouvoir un tel doute |pensez à ce qui devrait être fait).|",,0,[]
831,MANUEL | Tu ne cherches pas l'épée ?,,0,[]
832,"LUISOui;| |et, tant que tu attends qu'elle vienne,|je reviendrai bientôt vers elle.|",,0,[]
833,"MANUEL | Tôt ou tard, je suis toujours là.",,0,[]
834,"LUIS | A Dieu, Don Manuel, qu'il vous garde. |(Sortie.)",,0,[]
835,"MANUEL | À Dieu, qu'il vous porte bien. |Je ferme la porte et la clé|Je l'enlève pour qu'elle ne montre pas|qu'il y a des gens ici.|Comme les opinions sont confuses|mes pensées se battent|et mon discours se brouille!|Comme j'ai bien prédit qu'il y avait| porte qui passait devant le did|et qu'elle était de Don Luis dama!|Tout, en effet, se passe|comme je l'imaginais.|Mais quand sont les malheurs?| (Recherchez | COSME d’en haut.)",,0,[]
836,"COSME | Ah, monsieur ! Pour ta vie, jette-moi là, car j'ai peur que l'elfe vienne me chercher avec ses concessions mutuelles, ses chamailleries, dans des toilettes dont les murs sont à peine visibles.",,0,[]
837,"MANUEL |Je vais vous l'ouvrir, car je suis|tellement livré au dédain|du discours qu'il n'y a|rien qui me tourmente davantage.| | (Il s'en va et DON JUAN et ÁNGELA sortent avec un manteau et sans chapines.)",,0,[]
838,"JUAN |Tu resteras ici aussi longtemps que|tu m'informeras et|tu m'informeras|de la cause qui, à cette heure|t'a tiré de ce sort|de chez toi, parce que je ne veux pas|que toi, ingrat, entre dans ta chambre|pour m'informer sans toi| de ce qui t'arrive.|(Don Manuel dans la chambre|je la laisse et, au cas où il viendrait,|je placerai un domestique à la porte|pour lui dire de ne pas entrer). |(Sortie.)",,0,[]
839,"ANGELA | Oh, comme je suis malheureuse ! | Mes malheurs s'arrivent les uns aux autres. Je suis mort !| | (DON MANUEL et COSME sortent.)",,0,[]
840,COSME | Sortons vite.,,0,[]
841,MANUEL |De quoi|as-tu peur ?,,0,[]
842,COSME |Cette femme est un démon|et qu'elle ne me laisse même pas là.|,,0,[]
843,"MANUEL |Si nous savons déjà qui il est|et qu'il y a un cabinet d'avocats à une porte|et que la clé est à une autre,|où veux-tu que j'entre ?|",,0,[]
844,COSME | Por donde|se le antojare.,,0,[]
845,MANUEL | Vous êtes stupide.|,,0,[]
846,COSME |Jésus|mille fois !,,0,[]
847,MANUEL | Pourquoi donc?,,0,[]
848,COSMEEl|verbi gratia | s'adapte bien ici.,,0,[]
