,mongin-promenades-de-paris,regnard-coquette,Cost,Operation Type
303,"('#arlequin', 'Toi qui sais la carte du monde, enseigne-moi, je te prie, où je pourrais trouver un poète ?')","('#trafiquet', 'Je te donne ma malédiction, et tu mourras vieille fille. ')",1.7,Substitution
304,"('#scaramouche', ""Un Poète ? Ah, c'est chose peu rare.  Des poètes aujourd'hui le Ciel n'est point avare Et l'Hiver a moins de glaçons,  Le Printemps moins de violettes, L'Été beaucoup moins de moissons,  L'Automne moins de fruits, que Paris de poètes."")","('#colombine', ""Oh !  Criez tant qu'il vous plaira.  Je n'irai pas perdre un amant pour la mauvaise humeur d'un père : nous sommes dans un temps où il faut garder le peu qu'on en a. "")",1.0,Substitution
305,"('#arlequin', 'Oh oh ! Voici parler archipoétiquement.  Serais-tu devenu poète en un moment ?')","('#colombine', ""Voici notre amoureux Pierrot ; il faut l'écouter un moment et nous en divertir."")",1.36,Substitution
306,"('#scaramouche', ""Non, ce n'est que d'aujourd'hui que je suis poète, mon cher, et il y a plus d'un an que j'ai quitté la livrée pour la poésie."")",,1.0,Insertion
307,"('#arlequin', ""Quitter la livrée pour la poésie, c'est être bien ennemi de sa fortune !  Et pauvre fou !  À quoi penses-tu ?  Regarde au Cours la Fleur en carrosse à six chevaux ; jamais les Muses ont-elles fait un si beau quatrain que celui-là ?"")","('#pierrot', ""Enfin, Pierrot, te voilà dans le bourbier jusqu'au cou. De quoi t'avises-tu d'être amoureux ?  Tu ne fais plus que quatre repas par jour ; tu ne saurais plus t'éveiller qu'à midi sonné : tu vois bien qu'en cet état-là tu ne peux pas faire longue vie.  Hé bien, je mourrai.  Tu mourras !  Sais-tu bien qu'il n'y a rien de si triste que la mort ?  Il n'importe ; je ne verrai plus cette ingrate, cette....  Il aperçoit Colombine. "")",0.75,Substitution
308,"('#scaramouche', ""N'importe.  J'aime mieux, te dis-je, monter sur Pégase qu'en carrosse, et il vaut mieux prendre le chemin de l'Hôpital que celui de la Grève.  Venons à ton affaire.  Quel poète veux-tu ?  Est-ce un poète héroïque, lyrique, satyrique, tragique, ou comique ?"")","('#colombine', 'Que dis-tu là ? ')",1.35,Substitution
309,"('#arlequin', ""Oh, oh !  En voilà encore du plus fin !  Non, c'est un poète de musique, d'opéra, de concert."")","('#pierrot', 'Je dis...  Je dis, mademoiselle, que quand je serai mort, je ne verrai plus goutte. ')",1.82,Substitution
310,"('#scaramouche', 'Tu veux dire un chansonnier ?')","('#colombine', ""C'est donc à dire que ta folie te dure toujours ? "")",1.85,Substitution
311,"('#arlequin', 'Oui, voilà en un mot ce que je cherche, un chansonnier.')",,1.0,Insertion
312,"('#scaramouche', 'Et bien, je suis ton fait.  Je fuis le premier chansonnier du monde, et le premier de Paris pour les chansons.')","('#pierrot', ""Mademoiselle, assurément vous me ferez faire quelque mauvais coup : je me serais déjà jeté vingt fois par la fenêtre de notre grenier, s'il avait été seulement un étage plus bas. "")",1.5,Substitution
313,"('#arlequin', ""Fort bien.  Fais m'en donc quelques-unes, je te les paierai sur le prix courant de l'Opéra."")","('#colombine', ""Tu te moques, Pierrot ; quand on est bien amoureux, on n'est pas à un étage près.  Je te conseille, de ce pas, d'aller faire ce saut-là pour l'amour de moi. "")",1.34,Substitution
314,"('#scaramouche', ""C'est à dire en monnaie de singe."")",,1.0,Insertion
315,"('#arlequin', ""Et oui, ce doit être là la monnaie de l'Opéra, puisqu'au lieu de poètes et de musiciens, il n'y a plus à l'Opéra que des singes.  Mais revenons à mes chansons.  Je voudrais..."")","('#pierrot', 'Allez, vilain petit porc-épic, le ciel vous punira.  Ô amour !  Amour !  Ô Pierrot !  Pierrot !')",1.59,Substitution
316,"('#scaramouche', 'Et bien, parlez.  De quel caractère les voulez-vous ces chansons ?')","('#le-laquais', 'Mademoiselle, voilà la comtesse de Flamèche et la marquise de Bistoquet qui demandent à vous voir. ')",1.24,Substitution
317,"('#arlequin', 'Je les veux...  Et mais, je les veux du caractère des chansons.')","('#colombine', 'La comtesse de Flamèche et la marquise de Bistoquet !  Je ne connais point cela.  De quel mauvais vent ces femmes-là abordent-elles chez moi ?  Il faut que ce soient des provinciales. ')",1.46,Substitution
318,"('#scaramouche', ""C'est à dire de quel style les aimez-vous ?  Par exemple, les chansons passionnées ?"")",,1.0,Insertion
319,"('#arlequin', 'Passionnées ?  Non.')","('#le-laquais', ""Ce sont des dames qui disent qu'elles demeurent depuis peu dans le quartier. "")",1.76,Substitution
320,"('#scaramouche', 'Amoureuses, tendres ?')","('#colombine', ""Faites-les entrer.  Voilà de ces chiennes de visites que l'on ne saurait éviter."")",0.83,Substitution
321,"('#arlequin', 'Oh non, non.')",,1.0,Insertion
322,"('#scaramouche', 'Voudriez-vous quelque chanson bachique ?')",,1.0,Insertion
323,"('#arlequin', 'Point du tout.')",,1.0,Insertion
324,"('#scaramouche', 'Chanson héroïque ?')",,1.0,Insertion
325,"('#arlequin', 'Encore moins.')",,1.0,Insertion
326,"('#scaramouche', 'Chanson tragique, énergique, mélancolique, chromatique ?')",,1.0,Insertion
327,"('#arlequin', 'Et non, Cervelle lunatique, non ; je ne veux point de toutes ces chansons en ique ; il me faut, te dis- je...')",,1.0,Insertion
328,"('#scaramouche', ""Chantez, chantez, petits Oiseaux.  Près de vous l'Opéra, l'Opéra doit se taire.  Vous faites tous les jours des chants, des airs nouveaux,  Et l'Opéra n'en saurait faire.  Paix, je vais vous montrer un échantillon de celles que vous voulez, et voici une de mes chansons favorites.  Écoutez bien. Hé bien, cela vous plaît-il ?  Qu'en dites-vous ? Il chante."")","('#mezzetin', ""Hé !  Bonjour, mademoiselle ; comment vous portez-vous ?  Il y a mille ans que j'ai envie de vous venir voir, et de profiter de l'honneur de votre voisinage. "")",0.95,Substitution
329,"('#arlequin', 'Fort bien.  Mais...')",,1.0,Insertion
330,"('#scaramouche', ""Vous faites tous les jours des chants, des airs nouveaux,  Et l'Opéra n'en saurait faire. "")",,1.0,Insertion
331,"('#arlequin', 'Écoutez- moi donc.  Il faudrait...')","('#pasquariel', ""On a dû vous dire, mademoiselle, que mon équipage s'est arrêté vingt fois à votre porte ; mais vous êtes introuvable, et toute des plus rares. "")",1.24,Substitution
332,"('#scaramouche', 'Chantez, chantez, petits Oiseaux... ')",,1.0,Insertion
333,"('#arlequin', 'Encore ?')",,1.0,Insertion
334,"('#scaramouche', ""Prés de vous l'Opéra, l'Opéra doit se taire."")",,1.0,Insertion
335,"('#arlequin', ""Et tais-toi donc aussi, maudit Poète ; et par grâce... Scaramouche interrompt toujours Arlequin , et le quitte en chantant sans lui répondre. Arlequin s'en va."")","('#colombine', ""En vérité, mesdames, je suis dans la dernière confusion d'avoir si mai profité de l'honneur de votre visite.  Holà !  Quelqu'un, des siéges. Elles se taisent toutes les trois, et recommencent à parler ensemble. "")",0.99,Substitution
336,"('#colombine', ""En vérité, Mademoiselle, il n'est pas permis à une beauté d'aussi bon acabit que vous, d'entendre si peu le manège de la promenade.  Hé !  Vous vous promenez aussi nonchalamment aux Tuileries, qu'en pleine campagne."")","('#mezzetin', ""Peut-on savoir, la belle, quels sont vos plaisirs ?  Vous êtes toujours dans le grand monde ; on dit que c'est vous qui faites l'honneur du quartier. "")",0.62,Substitution
337,"('#elise', 'Mais comment donc faut-il se promener ici, Colombine ?')","('#pasquariel', ""Mais voyez ce teint, je vous prie, madame la Comtesse. Apparemment que vous l'avez pris du bon faiseur ; je n'ai jamais rien vu d'aussi charmant. À Colombine. "")",1.26,Substitution
338,"('#colombine', ""Comme tout votre sexe, Mademoiselle.  Il faut comme toutes les belles, ne pas hasarder icI une démarche naturelle.  Êtes-vous avec moi dans la grande Allée, par exemple, il faut me parler toujours sans rien dire, pour sembler spirituelle ; rire sans sujet, pour paraître enjouée ; se redresser à tout moment, pour étaler sa gorge ; ouvrir les yeux, pour les agrandir, se mordre les lèvres pour les rougir, parler de la tête à l'un, de l'éventail à l'autre, donner une louange à celle-ci, un lardon à celle-là.  Enfin, radoucissez-vous, badinez, gesticulez, minaudez, et soutenez tout cela d'un air penché ; vous voilà à peindre aux Tuileries. Entrez en lice."")","('#colombine', ""Je suis ravie, mesdames, d'avoir un voisinage aussi agréable que le vôtre.  Quand vous voudrez, nous jouerons ensemble ; mais je vous avertis que je suis la plus malheureuse fille du monde.  Elles se taisent encore. "")",0.75,Substitution
339,"('#elise', ""Fais ces leçons-là aux coquettes, Colombine; je ne viens aux Tuileries que pour me promener, et je ne me promènerais pas avec tant d'artifice, quand bien j'y viendrais pour plaire.  Mais ce n'est pas là mon dessein, et Léandre à grand tort de s'alarmer."")","('#mezzetin', 'Nous faisons nos visites de quartier.  Une charrette de foin a fait un embarras, ce qui nous a obligées de nous sauver chez Lamy, où nous avons bu chacune trois bouteilles de vin pour nous désennuyer. ')",0.98,Substitution
340,,"('#colombine', 'Six bouteilles de vin à deux femmes ! ')",1.0,Deletion
341,"('#colombine', ""Cependant, Mademoiselle, à propos de Léandre, vous ne devez rien négliger pour le convaincre que Calmar qu'il croit son rival, n'est que votre dupe.  Mais que vois-je ?"")","('#pasquariel', 'Il faut dire la vérité ; madame la Comtesse porte le vin comme un charme. ')",1.34,Substitution
342,,"('#mezzetin', ""Madame la Marquise veut qu'on lui rende justice, et qu'on lui dise qu'il n'y a point de Breton qu'elle ne boive par-dessous la jambe ; c'est bien le plus hardi vin de femme ! "")",1.0,Deletion
343,"('#elise', ""Ah !  C'est Léandre, Colombine !"")",,1.0,Insertion
344,"('#colombine', ""Point du tout, et c'est, je crois, Monsieur_Calmar."")","('#colombine', 'Avec ces talents-là, mesdames, il est à présumer que vous êtes mariées en Bourgogne ou en Champagne. ')",1.43,Substitution
345,"('#elise', ""Quoi ?  C'est vous, Monsieur_Calmar ?"")",,1.0,Insertion
346,"('#calmar', ""Oui, ma belle Demoiselle, c'est moi-même, et vous voyez ce que font pour vos beaux yeux ceux qui font de la juridiction, du ressort, et de la compétence de vos charmes.  Vous voilà satisfaite, et vous ne me reprocherez plus que je sens le procès et la chicane."")","('#mezzetin', ""Vous ne vous trompez point.  À propos de mariage, ma belle voisine, on m'a dit que vous couchiez la noce en joue.  Une fille comme vous peut-elle se résoudre à cette vilenie-là ? "")",1.05,Substitution
347,"('#colombine', ""En effet, Monsieur_Calmar a l'air tout à fait galant, et la physionomie toute martiale.  Ah !  De toutes les Métamorphoses, après la Pluie d'or, il n'y en a point qui touche plus les femmes que celle du plumet ; et Monsieur_Calmar sent sort le Petit-maître à pleine gorge. "")","('#colombine', 'Pour moi, madame, je ne trouve rien de vilain à faire tout ce que le monde fait, et ce que vous avez fait vous-même. ')",0.85,Substitution
348,"('#calmar', ""Trouves-tu, Colombine ?  Nous n'avons point si mauvaise mine, n'est-ce pas ?  Et j'ose mettre en avant, sans ostentation, contestation, contravention intervention, discussion, et homologation."")","('#mezzetin', ""Il est vrai ; mais je n'avais que quinze ans pour lors ; vous savez que c'est un âge terriblement scabreux pour une fille.  Pourrez-vous abandonner votre taille aux accidents du mariage ? "")",1.33,Substitution
349,,"('#colombine', ""J'ai assez de peine à m'y résoudre ; mais que voulez-vous ?  Il faut bien prendre le bénéfice avec les charges. "")",1.0,Deletion
350,,"('#pasquariel', ""Faites comme moi, mademoiselle ; depuis que j'ai épousé mon mari, nous ne couchons plus ensemble. "")",1.0,Deletion
351,"('#elise', 'Ah, Colombine !  Bouchons nos oreilles.')",,1.0,Insertion
352,"('#colombine', ""Tout doux, Monsieur_Calmar, nous ne sommes pas ici à l'Audience.  Vous oubliez que vous êtes un Petit-maître, et vous déshonorez votre habit."")","('#mezzetin', ""Cela est fort bon pour vous, madame la Marquise, qui avez quantité d'enfants de votre premier lit ; mais une fille qui se marie est bien aise de savoir au juste à quoi elle est propre. "")",1.55,Substitution
353,,"('#pasquariel', ""Pour moi, je suis malheureuse en garçons ; je n'en saurais élever ; je n'en ai plus que dix-sept. "")",1.0,Deletion
354,"('#calmar', ""Que veux-tu, ma pauvre Colombine ?  C'est l'amour qui me fait parler.  Mais, au reste, Mademoiselle, je vous ai préparé un concert le plus agréable du monde."")","('#colombine', ""Dix-sept !  En vérité, madame, l'état vous est bien obligé de lui donner tant de bons sujets. "")",1.12,Substitution
355,"('#elise', 'À propos.  Et bien de quoi sera-t-il composé votre concert ?  Y aura-t-il des voix et des instruments ?')",,1.0,Insertion
356,"('#calmar', 'Vous serez dans peu éclaircie là-dessus, et je veux vous donner de surcroît le plaisir de la surprise ?')","('#mezzetin', ""J'en aurais bien eu vingt-cinq ou trente, si tout était venu à profit ; mais les fausses couches ont fait de terribles brèches dans ma famille.  Le dirait-on à ma taille ? Il se promène."")",1.18,Substitution
357,"('#colombine', 'La surprise en effet sera le meilleur de la fête. Mais voilà Jeanneton la bouquetière des Tuileries.  En attendant, arrêtons-nous à elle.')","('#colombine', ""Elle est d'une finesse extraordinaire ; on croirait que vous allez rompre. "")",1.51,Substitution
358,"('#jeanneton', 'À moi, femmes et fillettes,  Prenez mes bouquets.  Ces fleurs cachent des fleurettes,  Et ces bouquets aux poulettes  Portent souvent des poulets. Des fleurs, des bouquets, Mesdames. Elle chante.')","('#mezzetin', ""Depuis deux ans, Dieu merci, j'en suis un peu la maîtresse ; j'ai obligé monsieur le Comte à faire lit à part ; car je suis présentement bien revenue de la bagatelle. "")",1.43,Substitution
359,"('#colombine', 'Fort bien. Mais, Jeanneton, approche et montre-nous  Tous ces poulets, ces billets doux.  Emportes-tu beaucoup ? Montre donc, je te prie.')","('#colombine', 'Et monsieur votre époux prendra-t-il toujours ce petit divorce en patience ? ')",1.65,Substitution
360,,"('#mezzetin', 'Madame, il fera comme il pourra. ')",1.0,Deletion
361,"('#jeanneton', ""Non, ce n'est plus comme autrefois.  Je gagnais hautement ma vie  À rendre des poulets jadis en tapinois.  Mais à présent c'est fait de la galanterie.  Les billets doux n'ont plus que de faibles attraits  La belle mode en est cause ;  Et les poulets en fricassée  En amour aujourd'hui font les meilleurs poulets."")",,1.0,Insertion
362,"('#elise', ""Que dis-tu des Tuileries, Jeanneton ; et comment les trouves-tu aujourd'hui ?"")","('#pasquariel', 'Peut-on savoir, ma chère, qui vous épousez ? ')",1.39,Substitution
363,"('#jeanneton', ""Je les trouve comme à l'ordinaire, dans une furieuse disette de beau monde masculin ; et on peut dire qu'après les diamants et l'argent, ce qu'il y a de plus rare en été à Paris, ce font les jolis hommes."")",,1.0,Insertion
364,"('#elise', 'On y trouve cependant encore des plumets malgré la guerre, comme tu vois. Elle lui montre Calmar.')","('#colombine', 'Plusieurs partis me recherchent ; mais mon père me destine à un bailli du Maine, et... ')",1.62,Substitution
365,"('#jeanneton', 'Ah, ah, ah !  Que vois-je ?  Est-ce Monsieur_Calmar ?  Ah, ah, ah !')","('#pasquariel', 'À un bailli !...  À un bailli !...  Ah !  Ouf !  Je me trouve mal !  Un bailli !  Ah !  Quelle ordure !')",1.6,Substitution
366,"('#colombine', 'Te tairas-tu ?')","('#colombine', 'Comment donc, madame !  Avez-vous des vapeurs ? ')",1.35,Substitution
367,"('#jeanneton', 'Ah, ah , ah !  La plaisante métamorphose !  Et que Monsieur_Calmar est drôle comme cela !  Ah, ah, ah !')","('#mezzetin', ""Ah, mademoiselle !  Vous ne deviez jamais lâcher le mot de bailli.  À l'heure qu'il est, cela me dévoie.  Un bailli !  Encore si c'était un procureur fiscal !  Ils se jettent sur leurs siéges en faisant beaucoup de contorsions."")",1.42,Substitution
368,"('#calmar', ""Qu'est-ce donc, que signifie cela ?  Jeanneton, de quoi ris-tu ?"")","('#colombine', ""Ah !  Que je suis malheureuse !  Voilà deux femmes qui vont me demeurer dans les mains.  Holà, quelqu'un !  Mes laquais, ma femme de chambre ! "")",1.87,Substitution
369,"('#jeanneton', 'Ah, ah, ah!')","('#mezzetin #pasquariel', 'Un bailli !  À la porte ils font beaucoup de cérémonies pour passer.')",1.59,Substitution
370,"('#calmar', 'Ouais !  Il semble que ce soit moi qui lui donne à rire !')","('#pasquariel', ""Non, madame, assurément je ne passerai pas, ou la peste m'étouffe ! "")",1.74,Substitution
371,"('#colombine', ""Point du tout, Monsieur, c'est une fille qui rit ainsi de tout le monde.  Donnez lui seulement la pièce pour l'engager à nous montrer les poulets, et l'empêcher de rire."")","('#mezzetin', 'Si je passe la première, je veux que cinq cent mille diables me tordent le cou ! À force de civilités, de contorsions, leurs coiffures tombent. ')",1.47,Substitution
372,"('#calmar', ""Volontiers. Tiens, Jeanneton, cesse de rire, et montre-nous quelques-uns de tes poulets tendres, de ces poulets que l'on confie à ta discrétion, et que tu rends ponctuellement à leur adresse. Il tire sa bourse et donne un Louis à Jeanneton."")",,1.0,Insertion
373,"('#jeanneton', ""Que pour te voir je me hasarde !  Mais je veux te persuader,  Mon cher, qu'une femme qu'on garde  En donne souvent à garder.  Avec deux commodes amies,  Pour tromper mon maudit époux,  Je viens descendre aux écuries :  Ce vieux penard, ce vieux jaloux,  Croit que pour tout le jour je suis aux Tuileries,  Et pour mieux duper ce vrai sot,  Je cours, je passe et je repasse  Dedans la grande Allée, et dessus la terrasse,  Pour aller tout droit à Chaillot.  À mon bonheur aujourd'hui tout conspire,  Pourvu que mon vieux sot ne sache point cela.  Mais il n'est que son front qui pourrait l'en instruire.  Et le front d'un cocu souffre tout sans rien dire.  Un tel front jamais ne parla.  Il faut que mon amour avorte.  Cadédis ! Je suis mort, si jamais il en fut.  Oui ; je suis mort, ma Reine, ou le Diable m'emporte ;  Vos yeux ont frappé droit au but.  Je ne suis point de ces gens d'écritoire,  Qui traitent l'Amour en Roman.  Songez à me guérir, et ce tout promptement.  Car pour peu que ce Dieu me rende l'humeur noire,  Oui, pour peu que l'Amour me cause de tourment,  Aussitôt je le rend net comme un lavement. On ne saurait rien refuser à Monsieur_Calmar.  Mais, motus, surtout.  Tenez voilà toute ma boutique. Il n'est point de poule qui couve tant de poulets, comme vous voyez.  Oh ça, commençons donc par un bout, et finissons par l'autre.  Qui est celui-ci ?  Ah, je sais !  C'est un billet de la jeune Aminthe.  Vous connaissez bien cette jeune enfant, ce tendron qui a épousé ce vieux penard qui serait bien le trisaïeul de sa femme.  Voici ce qu'elle écrit à un jeune cadet. Voilà comme la jeune Aminthe traite son époux.  En voici un d'un Gascon, qui fait sa déclaration d'amour à cette jeune Marchande du Palais qui a tant la vogue maintenant.  Elle fait voir plusieurs billets. "")","('#colombine', ""Non, je ne crois pas que de mémoire d'homme on ait reçu une visite aussi impertinente.  Elles n'ont que faire de me tant dégoûter du bailli ; si je l'épouse, ce ne sera qu'à mon corps défendant. Il y a ici quelques scènes italiennes, dans lesquelles Mezzetin et Pasquariel rendent compte à Octave du succès de leurs fourberies ; celui-ci les engage à ne pas s'en tenir là, et l'on concerte de se déguiser en Bohémiens, d'aller trouver Arlequin, et de lui dire sa bonne aventure. Ces scènes préparent les scènes françaises suivantes. "")",0.13,Substitution
374,"('#elise', 'Voilà bien le caractère Gascon !')",,1.0,Insertion
375,"('#jeanneton', 'En voici un Suisse.')",,1.0,Insertion
376,"('#colombine', 'Comment ?  Un Poulet suisse ?  Et les Suisses se mêlent-ils aussi de Galanteries ?')","('#arlequin', 'Quand vous serez las de chanter, vous me direz peut-être ce que vous me voulez. Monsieur le meneur de ballets, peut-on savoir qui sont ces sauterelles-là ?  Ils continuent de chanter et de danser.  À Mezzetin.  Il montre les deux Bohémiennes.')",1.63,Substitution
377,"('#jeanneton', ""Les Suisses, à bien des Philis,  Semblent grossiers, ivrognes, impolis.  Mais combien de Français combien de nos Narcisses,  Sont encore pis que des Suisses ?  OuI, les Suisses en France sont tout galants, et la Galanterie Française sent aujourd'huI le Suisse à pleine gorge. Écoutez donc ce jargon-ci.  Il s'adresse à une femme de la moyenne vertu.  C'est à Bélise, là...  Cet atelier public, cette maîtresse banale et universelle."")","('#mezzetin', ""Monsieur, ce sont des filles surnaturelles, qui connaissent les astres, les langues, et tout ce qu'il y a de plus extraordinaire au monde et hors du monde ; elles ne parlent qu'en vers : enfin, ce sont des filles d'un mérite sublime. "")",0.76,Substitution
378,"('#calmar', ""Ce sont là les preuves qu'il faut faire, pour posséder un coeur quisse."")","('#arlequin', 'Puisque ces créatures -là savent tant de belles choses, elles pourront donc bien me déterminer sur un mariage ? ')",1.0,Substitution
379,,"('#mezzetin', ""Vous ne pouvez pas mieux vous adresser. Il s'en va en chantant avec sa troupe. "")",1.0,Deletion
380,"('#jeanneton', ""Quand moi ne fou foir boint ici,  Bour moi l'être tout gros de chagrin, de souci.  Fou l'être mon cher coeur, ma chère âme, mon mie ;  Fou tout mon tibertissement ;  Fou mon cour, fou mon Tuileries,  Et moi li devenir par mon foi votre amant,  Et mandir par sti femme à betite pesogne,  Si li foudrez pien fou, dans un petit moment,  Mangir un matelote en ce Bois di Poulogne ? Écoutez :"")","('#arlequin', ""Mesdames, pour venir à la conclusion,  Vous saurez que je sens une convulsion,  Un appétit, nommé vapeurs de mariage ;  Un... là... quelque Arlequin qui demande passage.  Me dois-je marier ?  Oh ! Vous avez raison.  Et vous, à votre avis, me marierai-je, ou non ?  C'est bien dit ; à ces mots il n'est point de réplique.  Dans leur langue, à mon tour, il faut que je m'explique.  Vous m'entendez donc bien : enfin, sans tant parler,  (Car cela vous fait mal) devrais-je convoler ? ) La première Bohémienne gesticule et ne dit mot.  La seconde Bohémienne gesticule et ne dit mot.  Il fait beaucoup de gestes sans rien dire, ensuite il continue. "")",0.53,Substitution
381,,"('#premiere-bohemienne', 'Oui. ')",1.0,Deletion
382,,"('#seconde-bohemienne', 'Non.')",1.0,Deletion
383,"('#elise', ""Rien n'est au monde plus divertissant"")","('#arlequin', 'Comment ?')",1.43,Substitution
384,"('#jeanneton', 'Voici la réponse que la Dame a faite au dos du billet.')","('#premiere-bohemienne', 'Oui.')",1.79,Substitution
385,"('#calmar', 'Répond-elle aussi en Suisse ?')","('#seconde-bohemienne', 'Non.')",1.12,Substitution
386,"('#jeanneton', ""Pour un Suisse, Monsieur, vous parlez bon François.  Je vous entends, je vous conçois ;  Mais changez, s'il vous plait, de note.  Avec ton coeur offrir la matelote,  C'est faire l'Amour en bourgeois,  Le Proverbe est commun en amour comme en guerre.  Avecque bourse vide on n'est jamais vainqueur ;  Et courez par toute la terre,  Je me donne pour rien, si vous trouvez un coeur  Qui gratis aime et s'attendrisse.  À présent sans le quart d'écu,  Fut-on un Adonis on n'est qu'un malotru.  Ainsi donc le ciel vous bénisse.  Chez moi point d'argent, point de Suisse.  Les Tuileries,  Toutes fleuries,  N'auront jamais  Ma Belle, vos attraits.  Les fleurs nouvelles  Qu'on voit chez elles,  Près de vous, Philis,  Sont gratte-culs et pissenlits.  Les Tuileries  Ne font fleuries  Qu'en certain temps ;  Et vous, Princesse.  Objet de ma tendresse,  Et vous, Princesse,  Vous êtes fleurie en tout temps.  Heureux les Bourgeois de Paris,  Quand le plumet court à la gloire !  Ils font l'amour à juste prix.  Heureux les Bourgeois de Paris !  Du beau sexe ils font tous chéris ;  Sans combattre ils chantent victoire.  Heureux les Bourgeois de Paris,  Quand le plumet court à la gloire !  Vous n' y songez pas, Monsieur_Calmar ; il faudrait qu'elle fut du pays de son amant, et elle est parisienne.  Écoutez. Voici une chanson, d'un Marquis d'Été... là, de ces héros qui préfèrent les fleurs des Tuileries à tous les lauriers du Champ de Mars.  Ce fat du bel air l'envoie à Uranie, cette belle étrangère. Que nos Prairies, etc.  Que dites-vous de cela Monsieur_Calmar ?  Tenez, tenez, à vous le dé.  Voici un couplet qu'un guerrier adresse à un de vos confrères. Hé bien, vous reconnaissez-vous là, Monsieur_Calmar ? Jeanneton chante les paroles suivantes sur un air de Thesée qui commence."")",,1.0,Insertion
387,"('#calmar', ""Non, ceux à qui s'adresse cette chanson ne sont point mes confrères."")",,1.0,Insertion
388,"('#jeanneton', 'Je vois bien que vous aimez mieux avoir un éventail pour confrère.')","('#arlequin', 'Quelle peste de gamme !')",1.52,Substitution
389,,"('#premiere-bohemienne', ""C'est manquer de bon sens que de vivre sans femme. "")",1.0,Deletion
390,,"('#seconde-bohemienne', 'Et pour se marier, il faut être archi-fou.')",1.0,Deletion
391,"('#calmar', 'Un éventail pour confrère ?  Te moques-tu ?')","('#arlequin', 'Celle-ci, par ma foi, lui rive bien son clou.')",1.22,Substitution
392,"('#jeanneton', ""Votre sort et le sien chez le sexe est le même.  Ce n'est que dans le chaud extrême  Que l'on vous voit tous deux  Des Belles éteindre les feux.  Non, ce n'est qu'en été que vous êtes d'usage ;  Et dés lors qu'à Paris l'on verra des glaçons,  L'éventail aussitôt vous tiendra ce langage.  Confrère Calmar décampons  Allons au Garde-meuble allons. Je ne me moque point, vous allez voir si l'éventail n'est pas votre confrère dans toutes les règles."")","('#premiere-bohemienne', ""Oui, l'hymen est des dieux le plus parfait ouvrage ;  C'est le port assuré: dans le libertinage,  Le noeud qui nous unit avec de doux accords,  La porte des plaisirs qu'on goûte sans remords,  Le bridon qui retient la jeunesse fougueuse,  L'onguent qui guérit seul la brûlure amoureuse,  Des blessures du coeur l'appareil souverain,  Et la forge, en un mot, de tout le genre humain."")",0.3,Substitution
393,"('#colombine', ""Que tu es folle, Jeanneton !  Allons faire un tour, Monsieur_Calmar, et en nous promenant, Jeanneton nous chantera le reste de ses chansons. Ils s'en vont, et Jeanneton en s'en allant reprend Les Tuileries, toutes fleuries, etc."")",,1.0,Insertion
394,"('#arlequin', ""Hé non, Messieurs, non, encore un coup, je ne sais point de nouvelles.  Au diantre soit des Nouvellistes !  Ces fous-là me prennent pour une Gazette.  Mais songeons à notre affaire.  Tout me favorise, tout me rit.  La musique de Calmar est ivre, la mienne est prête, et il ne me manque plus que mon maître pour jouer notre Comédie.  Il ne doit pas être loin.  Faisons en l'attendant un tour dans ce Jardin, pour remarquer le terrain.  Mais quel est ce Ridicule-ci ?"")","('#arlequin', ""J'en connais bien pourtant de plus d'une fabrique,  Qui ne furent jamais faits dans cette boutique ;  Enfants du pur hasard ; et, sans aller plus loin,  J'en trouverais peut-être ici plus d'un témoin. "")",0.92,Substitution
395,"('#pierrot', ""Hé bien, qu'est-ce, Messieurs ?  Suis-je tortu, ou bossu ?  De quoi riez-vous ?  Au diantre soient les rieurs, et la maudite engeance !  Se gausser ainsi de tout allant et venant ?"")","('#seconde-bohemienne', ""Non, l'hymen, quel qu'il soit, est un dur esclavage,  Une mer où l'honneur bien souvent fait naufrage,  Un grand chemin rempli de voleurs dangereux,  Une terre fertile en bois malencontreux,  Un magasin de fraude, où l'on fait de commande  Marchandise mêlée et bien de contrebande ;  C'est l'écueil du plaisir : pour tout dire en un mot,  C'est une souricière où l'on attrape un sot. "")",1.01,Substitution
396,,"('#arlequin', ""Cet avis, à mon goût, vaut bien l'autre, madame. "")",1.0,Deletion
397,"('#arlequin', 'En effet, quelle canaille est-ce là !  Voilà bien un homme pour donner a rire !')",,1.0,Insertion
398,"('#pierrot', 'Voyez un peu ces badauds !  Je me baille au Diable, si je ne ferai sentir ma main au premier gausseur que je verra y rire.')",,1.0,Insertion
