,la-harpe-muses-rivales,cahusac-l-algerien,Cost,Operation Type
416,,"('#d-oberval', ""Oh ! Sur ce point mon coeur est dans un calme extrême ; Et franchement si je suis agité ; C'est que je tremble pour moi-même. Tous ces esclaves noirs, le poignard, le cordon.... Si l'on nous surprenait... seul contre cent peut-être."")",1.0,Deletion
417,,"('#dorise', 'Je ne suis plus tranquille... Oui, vous ayez raison.')",1.0,Deletion
418,,"('#d-oberval', ""Un homme en un moment ici peut cesser d'être."")",1.0,Deletion
419,,"('#dorise', 'Il est vrai. Sortez. Je frémis Du danger où je vous ai mis.')",1.0,Deletion
420,,"('#d-oberval', ""Si vous voulez pourtant que je demeure... L'honneur de vous revoir est pour moi d'un tel prix..."")",1.0,Deletion
421,,"('#dorise', 'Non. Je meurs de frayeur que vous soyez surpris.')",1.0,Deletion
422,,"('#d-oberval', ""Vous l'ordonnez au moins."")",1.0,Deletion
423,,"('#dorise', ""Oui. Sortez tout à l'heure."")",1.0,Deletion
424,,"('#d-oberval', ""Il n'est plus temps, nous sommes pris."")",1.0,Deletion
425,,"('#dorise', ""Les châtiments les plus sévères Ne sauraient m'effrayer. Je vais vous dégager."")",1.0,Deletion
426,,"('#hassan', ""Avertissez Fatmé. J'ai fini mes affaires, L'amour a Su les abréger. Agariste, est-ce vous ? À d'Oberval. "")",1.0,Deletion
427,,"('#dorise', 'Pardonnez une offense Que nous avons tous deux commise innocemment.')",1.0,Deletion
428,,"('#hassan', ""Vous m'attendiez ici moins promptement ?"")",1.0,Deletion
429,,"('#dorise', 'Vous êtes dans ces lieux choqué de sa présence ; Mais un invincible penchant....')",1.0,Deletion
430,,"('#d-oberval', 'Y pensez-vous ?')",1.0,Deletion
431,,"('#dorise', ""Laissez-moi faire : J'ai dans la tête un aveu si touchant, Qu'il désarmera sa colère. Il ignore vos lois, et j'ai fait pour le voir Cette démarche téméraire. À Hassan."")",1.0,Deletion
432,,"('#hassan', 'Eh bien !')",1.0,Deletion
433,,"('#dorise', ""La liberté n'est pas mon seul espoir ; Et puisqu'il faut vous parler sans mystère, Vous voyez un Amant réduit au désespoir. Nous nous aimons... mais d'un amour si tendre ..,. Non, rien ne peut nous forcer à changer."")",1.0,Deletion
434,,"('#hassan', 'Eh de qui parlez-vous ?')",1.0,Deletion
435,,"('#dorise', 'De ce jeune étranger Que votre abord ici vient de surprendre.')",1.0,Deletion
436,,"('#hassan', 'De d_Oberval !')",1.0,Deletion
437,,"('#dorise', 'Sans doute.')",1.0,Deletion
438,,"('#hassan', 'Elle est folle, je crois...')",1.0,Deletion
439,,"('#dorise', ""Après l'aveu que vous venez d'entendre, Sur mon coeur voudriez-vous abuser de vos droits ?"")",1.0,Deletion
440,,"('#hassan', 'Quoi ! Réellement il vous aime ?')",1.0,Deletion
441,,"('#dorise', 'Nous nous aimons à la fureur.')",1.0,Deletion
442,,"('#hassan', ""Serait-ce là l'objet de cette ardeur extrême, Dont la perte accablait votre âme de douleur ; Cette Maîtresse... sage... adorable ?..."")",1.0,Deletion
443,,"('#dorise', 'Oui. Moi-même.')",1.0,Deletion
444,,"('#hassan', ""Avez vous donc perdu l'usage de la voix ? Votre goût, à vrai dire, est bien un peu bizarre ; Mais enfin..."")",1.0,Deletion
445,,"('#d-oberval', ""Je n'ai point à rougir de mon choix... ;"")",1.0,Deletion
446,,"('#hassan', ""Vous l'aimez donc bien fort ?"")",1.0,Deletion
447,,"('#dorise', 'Mais il vous le déclare,.')",1.0,Deletion
448,,"('#d-oberval', ""J'en conviens : tout a dû le lui persuader. Il est vrai cependant...."")",1.0,Deletion
449,,"('#dorise', ""En doutez-vous encore ? D'Oberval m'aime, je l'adore. De son bonheur, du mien vous pouvez décider. Ma nièce vous a plu..."")",1.0,Deletion
450,,"('#d-oberval', ""Qu'allez-vous hasarder ?"")",1.0,Deletion
451,,"('#dorise', ""Votre main, je le sais, l'honore, À mon amant voulez-vous me céder ? Quittons ensemble Alger, je vais vous l'accorder."")",1.0,Deletion
452,,"('#hassan', ""Oh ! Vous êtes charmante de mon âme est ravie. Aujourd'hui tout succède au gré de mon envie..."")",1.0,Deletion
453,"('#momus', 'Ah ! Je puis enfin au seigneur Apollon Présenter ici mon hommage. Quoi ! Les Grâces aussi dans le sacré vallon !')","('#hassan', ""Fatmé... Fatmé... Enfin nous serons tous heureux. Sa Maîtresse est trouvée de ma joie est parfaite. Qu'avec plaisir je la rends à ses voeux ! En montrant d'Oberval."")",0.74,Substitution
454,,"('#clarice', ""D'Oberval est-il vrai ?"")",1.0,Deletion
455,,"('#dorise', ""Cessez d'être inquiète ; Nous quitterons bientôt ces lieux."")",1.0,Deletion
456,,"('#clarice', 'Serait-il vrai !... Quoi !... Vos nouveaux bienfaits... Je suis au comble de la joie.')",1.0,Deletion
457,,"('#d-oberval', 'Notre malheur est plus grand que jamais ; Tout est désespéré.')",1.0,Deletion
458,,"('#clarice', 'Ciel !')",1.0,Deletion
459,,"('#dorise', ""Hassan nous renvoie. L'arrangement est fait, vous viendrez avec nous. L'Amour va nous filer des jours d'or de de soie J'épouse d_Oberval il fera votre époux. À Isabelle. À Clarice en montrant Hassan."")",1.0,Deletion
460,,"('#isabelle', 'Que cet arrangement est bien digne de vous.')",1.0,Deletion
461,"('#apollon', ""Elles daignent souvent m'accorder leur présence. Aux Grâces, comme aux Arts, ce Temple est consacré»"")","('#hassan', ""Je suis comblé qu'il ait votre suffrage. L'Amour me parle pour Fatmé, Mais de votre amitié charmé, Entre elle et vous la mienne se partage[.]"")",0.84,Substitution
462,,"('#dorise', ""Abrégeons ces vains compliments Achevons promptement cette heureuse entreprise. Que des demain et l'amour et les vents Conduisent sur les flots d_Oberval et Dorise."")",1.0,Deletion
463,,"('#hassan', 'Quelle est cette Dorise ?')",1.0,Deletion
464,,"('#dorise', ""Apparemment c'est moi."")",1.0,Deletion
465,,"('#hassan', 'Vous !')",1.0,Deletion
466,,"('#dorise', 'Eh ? Qui donc ?')",1.0,Deletion
467,,"('#d-oberval', 'Nouvelle crise.')",1.0,Deletion
468,,"('#dorise', 'Hâtons-nous de partir.')",1.0,Deletion
469,,"('#hassan', ""Ferais-je une méprise ?... Je ne me trompe point... parlez de bonne foi. Vous nommiez autrement cette chère maîtresse ? À D'Oberval."")",1.0,Deletion
470,"('#euphrosine', ""En des lieux où Voltaire a droit d'être honoré, On eût remarqué notre absence. Nous avons toutes trois entouré son berceau, Et c'est à nous qu'il dut, dans le cours de sa vie, Cette facilité, le présent le plus beau Que nous puissions faire au génie. Les Grâces à Voltaire ont appris leurs secrets, Cet art de briller sans parure, D'être grand sans effort, élégant sans apprêts, Et de rester toujours auprès de la nature. Il a composé sous nos yeux Ces bagatelles si charmantes Et tous ces riens si précieux, De son goût délicat inimitables jeux, Et de l'esprit français les fleurs les plus brillantes. Nous cultivions, son goût et son urbanité ; Et ceux que touche sa mémoire, En déplorant sa perte, ont encor regretté Ces agréments si doux dans la société, Qui font pardonner à la gloire."")","('#dorise', ""Il me donnait sans doute, en vous peignant mes traits De ces noms enchanteurs qu'invente la tendresse... Oh ! Dans ces noms charmants je trouve tant d'attraits... C'est un raffinement, une délicatesse..."")",0.18,Substitution
471,,"('#hassan', ""Je dois m'en souvenir, il en parlait sans cesse. Une Clarice était l'objet de ses regrets.."")",1.0,Deletion
472,,"('#dorise', 'Une Clarice ? Erreur.')",1.0,Deletion
473,,"('#hassan', ""J'en suis sûr."")",1.0,Deletion
474,,"('#dorise', ""Je connais Mieux que vous ce qui l'intéresse. Vous confondez les noms."")",1.0,Deletion
475,,"('#hassan', 'Parbleu je gagerais...')",1.0,Deletion
476,,"('#dorise', 'Ne vous obstinez pas. Vous savez nos secrets ; Et cette Clarice est ma nièce.')",1.0,Deletion
477,,"('#hassan', 'Votre Nièce ! Fatmé ?')",1.0,Deletion
478,,"('#dorise', 'Justement.')",1.0,Deletion
479,,"('#hassan', 'D_Oberval ?...')",1.0,Deletion
480,,"('#clarice', 'Quel coup de foudre !')",1.0,Deletion
481,,"('#isabelle', ""Allons faites tête à l'orage : Vous touchez à l'instant fatal"")",1.0,Deletion
482,,"('#hassan', ""C'est Clarice !... Ils s'aimaient... Ah ! Fatmé quel rival..."")",1.0,Deletion
483,,"('#d-oberval', ""Je ne sais où j'en suis..."")",1.0,Deletion
484,,"('#isabelle', 'Armez-vous de courage.')",1.0,Deletion
485,,"('#dorise', ""Qu'avez-vous donc ? Vous semblez étonnés[.]"")",1.0,Deletion
486,,"('#isabelle', 'Nous admirons tous votre ouvrage.')",1.0,Deletion
487,,"('#dorise', ""Mais on n'a jamais vu des fronts si consternés À la veille d'un mariage... ; Vous êtes interdits... personne ne répond ! Eh ! D'où vient donc Monsieur ce silence profond ? Mais d'une conduite pareille Je suis scandalisée à parler franchement, Si je suivais mon premier mouvement, Je romprais sur le champ. À d'Oberval."")",1.0,Deletion
488,,"('#hassan', 'Et je vous le conseille.')",1.0,Deletion
489,,"('#dorise', 'Vous me le conseillez ?')",1.0,Deletion
490,,"('#hassan', 'Oui vraiment, et très fort.')",1.0,Deletion
491,,"('#dorise', ""Pourquoi donc s'il vous plaît ?"")",1.0,Deletion
492,,"('#hassan', ""C'est que l'avis est sage; Croyez-moi. Préparez votre âme à cet effort."")",1.0,Deletion
493,,"('#dorise', 'Allez, vous plaisantez, et vous assez grand tort.')",1.0,Deletion
494,,"('#hassan', ""Souvent la vérité prend l'air du badinage."")",1.0,Deletion
495,,"('#dorise', ""Quoi je romprais lorsque tout est d'accord !... Mais de quoi riez-vous ? À Hassan."")",1.0,Deletion
496,,"('#hassan', ""Je ris de moi d'abord."")",1.0,Deletion
497,"('#apollon', ""La sienne m'est bien chère, et vous allez le voir. Les honneurs que pour lui j'apprête.... Mais écoutons Mercure : il est tems de savoir Si nous aurons ici le Héros de la fête."")","('#dorise', ""Permis à vous d'user d'un pareil privilège Et pour le partager nous n'avons qu'à vouloir."")",0.62,Substitution
498,,"('#hassan', 'Mais Madame vous le dirai-je ? Je ris aussi de vous.')",1.0,Deletion
499,,"('#dorise', ""De moi ! Je veux savoir La raison d'un pareil langage."")",1.0,Deletion
500,,"('#hassan', ""Vous auriez dû plutôt la voir. Pardonnez ma franchise et faites en usage. L'Amour n'est pas fait pour notre âge En vous voyant je viens d'apercevoir Que je jouais, sans le savoir, Un ridicule et fort sot personnage, Vous m'avez servi de miroir."")",1.0,Deletion
501,,"('#dorise', ""Il extravague, et c'est un vrai délire."")",1.0,Deletion
502,,"('#d-oberval', ""Un rayon d'espoir vient me luire."")",1.0,Deletion
503,,"('#clarice', 'Je tremble encore.')",1.0,Deletion
504,,"('#hassan', 'Daignez me parler sans détour. Fatime votre coeur est—il libre ?')",1.0,Deletion
505,,"('#isabelle', ""Oui l'Amour N'a point encor troublé le repos de ma vie."")",1.0,Deletion
506,,"('#clarice', ""Elle vous parle avec candeur, Je réponds d'elle."")",1.0,Deletion
507,"('#mercure', 'Je ne saurais vous en flatter ;')","('#hassan', ""Et malgré mon erreur, Ou plutôt malgré ma folie, M'estimez-vous assez pour accepter ma main ?"")",0.9,Substitution
508,,"('#clarice', ""Oh ! Rien n'égale son estime. Elle me le disait encore ce matin."")",1.0,Deletion
509,"('#apollon', ""Comment, il faut que j'y renonce ? Quoi !"")","('#isabelle', ""Il est vrai. Je l'ai dit."")",1.36,Substitution
510,,"('#dorise', 'Quel est donc son dessein !... Voulez-vous épouser de ma nièce et Fatime ? À Hassan.')",1.0,Deletion
511,,"('#hassan', ""Je veux les rendre heureuses toutes deux. Fatmé vous m'entendez. Un peu plus de franchise Vous aurait épargné bien des instants fâcheux, Et m'aurait empêché de faire une sottise."")",1.0,Deletion
512,,"('#clarice', 'Soyez sûr désormais de ma tendre amitié...')",1.0,Deletion
513,"('#mercure', ""Très fidèlement je vais vous rapporter Et mon message et sa réponse. Dans l'Élysée à peine on le faisait entrer, Quand je suis descendu sur cet heureux rivage ; Et le premier objet qui vint à son passage, C'est ce Roi si chéri qu'il a su célébrer. D'un mouvement involontaire, Le chantre et le héros l'un vers l'autre ont volé ; Et l'Élysée a vu, sur leurs pas rassemblé, Henri quatre embrassant Voltaire. Je m'approche, et lui dis que pour le couronner, Apollon le mande au Parnasse. « De ses bontés je lui rends grâce, (Me répond-il ) vers lui vous pouvez retourner. Je retrouve l'objet de mon culte fidèle. Tout ce que vous m'offrez serait d'un moindre prix. Si j'ai vécu trop peu sous le jeune Louis, Je demeure à jamais auprès de son modèle. »"")","('#hassan', ""Aimez-moi l'un de l'autre de tout est oublié. N'attendons que le vent pour voguer vers la France, J'assure mon bonheur en vous rendant heureux.v"")",0.75,Substitution
514,,"('#dorise', ""D'Oberval garde le silence, Clarice détourne les yeux... De mon amour trop occupée Tous les deux m'auraient-ils dupée ?"")",1.0,Deletion
515,,"('#clarice', ""Vous avez pris pour vous ce qu'il pensait pour moi ?"")",1.0,Deletion
516,,"('#d-oberval', ""J'en agissais de bonne foi Vous vous êtes seule trompée[.]"")",1.0,Deletion
517,,"('#hassan', 'De ma raison je vous dois le retour, Et je voudrais fort à mon tour...')",1.0,Deletion
518,,"('#dorise', ""Je vous entends. J'étais de nous cinq la plus folle, J'en conviens ; mais enfin vous vous mariez tous : Moi je demeure veuve de ce qui me console : Je suis dès ce moment bien plus sage que vous."")",1.0,Deletion
519,,"('#la-satire', 'Me voilà, grâce au Ciel, à la fin de mon rôle.')",1.0,Deletion
520,,"('#apollon', 'Êtes-vous contente de nous ?')",1.0,Deletion
521,,"('#thalie', ""Oui, de tous vos efforts Thalie est satisfaite ; Le zèle vous a faits des acteurs assez bons. Mais ma pièce... Ce point franchement m'inquiète."")",1.0,Deletion
522,,"('#apollon', ""Rassurez-vous. Le motif qui l'a faite En couvre les défauts..."")",1.0,Deletion
523,,"('#la-satire', ""Sans rajeunir le fonds Qui, pour vous parler vrai, m'a paru misérable."")",1.0,Deletion
524,,"('#apollon', 'Le style en est assez passable, Et vos bonnes intentions...')",1.0,Deletion
525,,"('#la-satire', ""N'empêchent pas qu'on ne s'ennuie."")",1.0,Deletion
526,,"('#apollon', 'Vous aviez peu de temps...')",1.0,Deletion
527,,"('#la-satire', 'Oh ! Les belles raisons ! Pour nous faire bailler....')",1.0,Deletion
528,"('#apollon', ""Il dût faire un tel choix, et j'y dois déférer. Si de le posséder nous perdons l'avantage, Au moins rendons à son image Les honneurs que pour lui j'aimais à préparer. Grâces, couvrez-la de guirlandes. Arts, sujets d'Apollon, portez-lui vos offrandes. Muses, vos attributs sont les siens désormais. Suivez l'exemple que je donne. Moi-même sur son front je pose ma couronne. Que Voltaire soit à jamais, Et le Dieu du Théâtre et l'Apollon Français. Vous, Therpsicore, Euterpe et Polymnie, Qu'à sa gloire aujourd'hui vos jeux soient consacrés. Il faut que tous les arts honorent son génie, Puisqu'il les a tous honorés. Le fond du Théâtre s'ouvre, et l'on voit la statue de Voltaire. Les Grâces l'entourent de chaînes de fleurs, au son des instruments. Chacune des Muses porte aux pieds de Voltaire l'attribut qui la distingue. Apollon le couronne de ses lauriers, au bruit des fanfares. On danse amour de la statue."")","('#thalie', ""Je n'ai point la folie D'espérer de vous voir contrainte d'approuver, Je sais contre l'ennui que rien ne justifie. Sans que votre orgueil s'en défie. Vos écrits très souvent ont l'art de le prouver. On entend un bruit confus de voix et et instrument derrière le Théâtre."")",0.7,Substitution
529,,"('#apollon', 'Mais quel bruit tout à coup, quel tumulte au Parnasse ?')",1.0,Deletion
530,,"('#la-renommee', ""Ce sont les cris, d'un peuple heureux. Dont la foule ici se ramasse. Il voudrait entrer..., Bruit."")",1.0,Deletion
531,"('#apollon', ""Et vous à qui ma voix saura se faire entendre, Vous, ses concitoyens, mes plus chers favoris, Peuple heureux, dont la gloire ira partout s'étendre Avec celle de ses écrits ; Parmi vous à jamais consacrez cet hommage Que nous venons de rendre à ses mânes chéris ; Que chez vos neveux attendris Il soit répété d'âge en âge. Je reçois par vos mains les tributs les plus doux Des beaux arts dans vos murs la foule est réunie ; Et pour les y fixer, Apollon veut chez vous Fonder la fête du génie."")","('#apollon', ""Ah ! Tant mieux. Qu'il entre, qu'on le laisse faire. Le coeur dicte sa joie, elle est toujours sincère ; Ne songeons qu'à nous réjouir. Ce jour bannit les rangs, le bonheur les égale. La joie est ici générale Tous les États doivent se doivent se réunir. Le succès seul pouvait justifier ce divertissement ; mais il a été si singulier, les applaudissements qu'il a reçu ont été si vifs, si unanimes, si souvent répétés qu'il me dispensent d'avance de répondre aux critiques qu'on pourrait en faire. La Ferme s'ouvre, on voit dans l'enfoncement des tréteaux ornés de lampions représentant le chiffre du Roi."")",0.07,Substitution
