,biancollelli-arlequin-gentilhomme,dufresny-depart-des-comediens,Cost,Operation Type
423,"('#geronte', 'Vous avez enlevé la fille du Docteur. ')",,1.0,Insertion
424,"('#le-docteur', ""C'est trop sensiblement offenser mon honneur,  Quel dessein aviez-vous, dites-moi, je vous prie ?  Pourquoi mener ma fille en une hôtellerie ? "")",,1.0,Insertion
425,"('#arlequin', ""Nouvelle vision, vous êtes fols tous deux,  Vous me feriez rougir si j'étais plus honteux,  Il n'en est rien. "")",,1.0,Insertion
426,"('#le-docteur', 'En vain vous voulez vous défendre,  Qui fut ton ravisseur Isabelle ? ')",,1.0,Insertion
427,"('#isabelle', 'Léandre. ')","('#le-comedien', ""Non : c'est pour lui apprendre la langue."")",1.51,Substitution
428,"('#arlequin', 'Je vous ai, dites-vous, conduite au cabaret ? ')","('#arlequin', 'Hé, quelle langue ?  Grecque, latine, hébraïque, syriaque ?')",0.89,Substitution
429,,"('#le-comedien', ""Non, c'est la langue des mines agréables, gentilles, et mignonnes."")",1.0,Deletion
430,"('#scaramouche', ""Oui vous-même, Monsieur, et j'étais du secret  Comme un valet zélé. "")","('#arlequin', ""Le langage minaudier ?  Diable !  C'est une mère langue, une langue vivante : car les vieilles minaudent aussi volontiers que les jeunes.  Montrez-moi un peu le dictionnaire et la grammaire de cette langue-là."")",1.49,Substitution
431,"('#arlequin', 'Puisque je suis son maître,  Il faut de mille coups que je charge ce traître.  Il frappe Scaramouche de toute sa force.')",,1.0,Insertion
432,"('#scaramouche', ""Hélas ! Je n'en puis plus je suis tout fracassé,  Et j'ai, je le sens bien, le croupion cassé. "")","('#le-comedien', 'Le dictionnaire : le voilà. Il fait une grimace. ')",1.4,Substitution
433,"('#geronte', ""Monsieur qu'avez-vous fait ? "")",,1.0,Insertion
434,"('#arlequin', ""Quand un valet m'obstine,  Je ne puis m'empêcher de frotter son échine. "")",,1.0,Insertion
435,"('#geronte', 'Allons retirons-nous, et rentons au logis,  Je vous laisse mon gendre. ')",,1.0,Insertion
436,"('#arlequin', ""Attendez je vous suis.  Ils rentrent, Arlequin veut les suivre, Scaramouche l'en empêche."")",,1.0,Insertion
437,"('#scaramouche', ""Mon maître demeurez j'ai deux mots à vous dire  Vous m'avez donc battu ? "")",,1.0,Insertion
438,"('#arlequin', ""Bon ce n'est que pour rire, "")",,1.0,Insertion
439,"('#scaramouche', ""Sais-tu, magot fieffé, vilain singe habillé,  Que je ne fus jamais de la sorte étrillé,  Ton bras audacieux m'a rossé d'importance,  Et je veux sur ton dos réparer cette offense.  Il donne des coups de bâton à Arlequin qui crie et s'enfuit, tous deux entrent chez Géronte."")","('#arlequin', ""Voilà un dictionnaire d'une vilaine impression.  Faites-moi voir dans votre grammaire quelque dialogue entre une femme et un officier, qui se parlent d'une loge à l'autre. Le Comédien fait des grimaces épouvantables, tantôt d'un côté, tantôt de l'autre, pour marquer l'homme et la femme. "")",0.83,Substitution
440,"('#scaramouche', ""Oui, mon maître, Madame, épris de vos appas,  Sera dans ses amours constant jusqu'au trépas,  Sa lettre en dit assez vous n'avez qu'à la lire  Vous enlever encore est tout ce qu'il désire,  À votre destinée il veut unir son sort,  Enfin il est si tendre et vous aime si fort  Qu'il ne fait tout le jour que soupirer et braire. "")","('#arlequin', ""Fi, fi !  Arrêtez-vous, je n'en veux pas voir davantage.  Voulez-vous prendre un conseil d'ami ?  C'est de vous en aller à la campagne, et tâcher de vous louer pour épouvantail en quelque chènevière : car tant que vous resterez dans la troupe, vous volerez la part, et vous ferez fuir les spectateurs.  À le bien prendre, vous n'êtes propre à rien."")",0.33,Substitution
441,"('#isabelle', ""Je n'ai d'autre dessein que celui de lui plaire, Tu peux de ma tendresse assurer mon amant,  Dis-lui que je l'attends avec empressement,  Que pour me garantir du coup qui me menace,  Il n'est rien aujourd'hui que je ne fasse. "")",,1.0,Insertion
442,"('#scaramouche', ""Je vais lui faire part de ce bon sentiment  Et nous allons songer ç votre enlèvement,  J'en viendrai bien à bout, ne soyez point en peine. "")","('#arlequin', ""Et vous, monsieur, qu'allez-vous faire ?"")",1.36,Substitution
443,"('#isabelle', ""J'attends tout de tes soins. "")",,1.0,Insertion
444,"('#scaramouche', 'Adieu la belle Hélène, ')",,1.0,Insertion
445,"('#isabelle', ""Quand pourrai-je vous voir cher objet de mes feux,  Sans vous les plus beaux jours me paraissent affreux,  Léandre répondez à mon impatience,  Je ne puis plus longtemps supporter votre absence,  Ne différez donc plus offrez-vous à mes yeux,  Et venez m'affranchir d'un pouvoir odieux. "")",,1.0,Insertion
446,"('#le-docteur', ""Que veut dire ceci ? Ma fille prend la fuite,  J'ai lieu de soupçonner sa mauvaise conduite,  Mais lisons promptement, je veux être éclairci  Du sujet qui l'oblige à m'éviter ainsi.  Quoi le sort à mes voeux sera toujours contraire,  Isabelle m'outrage et cherche à me déplaire,  Léandre de nouveau veut me déshonorer,  À de cuisants chagrins le dois me préparer.  L'amour qui ne trouve rien d'impossible, m'offrira un nouveau moyen pour m'assurer de vous, malgré tous les obstacles que l'on oppose à ma tendresse.  Si vous êtes dans la résolution de me suivre, ne manquez pas de me faire savoir vos sentiments, et je prendrai de justes mesures pour vous enlever, et vous dérober au pouvoir tyrannique d'un père qui veut contraindre votre inclination. Adieu ma charmante, j'attends votre réponse, et suis votre fidèle amant,  LÉANDRE.  Il lit."")",,1.0,Insertion
447,"('#le-docteur', ""Malgré tous vos efforts, je vois bien que Léandre,  Ne peut, mon cher ami, devenir votre gendre,  Il aime trop ma fille et je le connais bien  Puisque de l'enlever il cherche le moyen,  Cette lettre m'en donne une preuve évidente. "")",,1.0,Insertion
448,"('#geronte', ""Contre ce scélérat ma colère s'augmente,  Voyons un peu la lettre.  Le Docteur lui donne la lettre, Géronte lit."")","('#pasquariel', ""Je m'en vais avec ma soeur jouer l'opéra en vendange."")",1.65,Substitution
449,"('#le-docteur', ""Hé bien qu'en dites-vous. "")","('#arlequin', 'Comment donc ?')",0.4,Substitution
450,"('#geronte', ""Je dis que de ma fille il doit être l'époux,  Et que je veux avant la fin de la journée,  Conclure quoiqu'il fasse un si juste hyménée.  Mais le voici qui vient. "")",,1.0,Insertion
451,"('#le-docteur', 'Ne le ménagez pas,  Parlez-lui comme il faut. ')",,1.0,Insertion
452,"('#geronte', ""À la fin je suis las  De me voit méprisé par vous de cette sorte,  Corbleu si contre vous la fureur me transporte,  Vous vous repentirez de m'avoir insulté,  Est-ce ainsi qu'on soutient son rang, sa qualité ? "")","('#mezzetin', ""Oui, monsieur.  Voyant qu'il n'y a plus rien à faire à la comédie, nous nous en allons jouer un opéra à la campagne.  Si vous voulez vous associer à nous, tenez, voilà toutes nos machines. Il montre une espèce de paravent que le comédien porte sur le dos, et qu'il pose à terre. "")",1.13,Substitution
453,"('#arlequin', 'Le rang de crocheteur est glorieux, sublime. ')",,1.0,Insertion
454,"('#geronte', ""Comment prétendez-vous mériter mon estime ?  Vous ne rougissez point du nom de suborneur,  Et voulez enlever la fille du Docteur.  Ne vous défendez point, cette chose est trop sûre,  Et d'ailleurs je connais votre écriture,  La crédule Isabelle approuve vos desseins,  Et son père a surpris la lettre entre ses mains. "")",,1.0,Insertion
455,"('#arlequin', ""Je ne sais mon ami ce que vous voulez dire,  Vous m'accusez à tort je ne sais pas écrire,  Que faut-il que j'épouse ? "")",,1.0,Insertion
456,"('#geronte', 'En pouvez-vous douter ?  Ma fille. ')",,1.0,Insertion
457,"('#arlequin', ""Et pourquoi donc tant vous inquiéter ?  Je l'épouserai moi s'il le faut. . . . ."")",,1.0,Insertion
458,"('#geronte', 'Mais vous avez écrit. ')",,1.0,Insertion
459,"('#arlequin', ""Non vous dis-je, ou je meurs,  Je ne sais ce que c'est. "")",,1.0,Insertion
460,"('#le-docteur', 'À quoi bon le nier,  Votre nom est pourtant signé sur du papier  Et si vous en doutez, lisez. ')",,1.0,Insertion
461,"('#arlequin', ""Autre délire,  Ne vous ai-je pas dit que je ne savais lire,  Sans cela, par ma foi, j'eusse été Bachelier. "")","('#arlequin', ""J'irais volontiers avec vous, mais je ne sais pas la musique."")",1.33,Substitution
462,"('#le-docteur', ""Vous raillez et cela commence à m'ennuyer. "")",,1.0,Insertion
463,"('#arlequin', ""Ma noblesse m'ennuie encore davantage.  Il tire de sa poche un morceau de fromage, et se met à manger."")",,1.0,Insertion
464,"('#geronte', ""Qu'est-ce que vous mangez ? "")",,1.0,Insertion
465,"('#arlequin', ""Un morceau de fromage  Que j'ai trouvé là-bas, mais il est trop petit,  Pour assouvir l'excès de mon grand appétit,  Il est temps de souper, allons nous mettre à table  Beau-père. "")","('#pasquariel', ""Bon : et en faut-il savoir pour chanter à l'opéra ?  Nous ne la savons pas non plus, nous autres.  Nous avons mis Bellérophon sur les airs du pont-neuf : et si voulez être des nôtres, nous vous donnerons votre rôle, que vous chanterez à livre ouvert."")",1.17,Substitution
466,"('#le-docteur', 'Vous avez un estomac de diable. ')",,1.0,Insertion
467,"('#arlequin', ""Je n'ai fait aujourd'hui que quatorze repas  Avant qu'entrer chez vous je n'étais pas si gras. "")",,1.0,Insertion
468,"('#le-docteur', 'Promettez-moi, Monsieur, de ne rien entreprendre. ')","('#arlequin', 'Et quel rôle me donnerez-vous ?')",1.28,Substitution
469,"('#arlequin', ""Moi si je n'entreprends rien puissiez-vous me voir pendre,  Voilà ce qui s'appelle un terrible serment. "")",,1.0,Insertion
470,"('#le-docteur', ""C'est assez. "")",,1.0,Insertion
471,"('#arlequin', 'Vous voyez je jure noblement. ')",,1.0,Insertion
472,"('#scaramouche', ""Vous pouvez enlever votre belle Sabine,  J'ai fait, pour s'y résoudre, essai de ma doctrine,  Je n'ai point vainement employé mon savoir,  Et je me suis senti tout_à_coup émouvoir,  Lorsqu'elle m'a parlé de sa vive tendresse,  À ce que je puis voir elle n'est pas tigresse. "")",,1.0,Insertion
473,"('#leandre', 'Les chevaux sont tous prêts, entrons il en est temps,  Puisse le tendre amour rendre mes voeux contents.  Suis-moi. ')","('#mezzetin', 'Celui de Bellérophon.  Tenez, le voilà.  Essayons pour voir.')",1.33,Substitution
474,"('#scaramouche', 'Déjà la nuit étend ses sombres voiles,  Et bientôt dans le ciel va clouer des étoiles.  Ils entrent chez Géronte.')",,1.0,Insertion
475,"('#colombine', 'Tu dis que chez Géronte Arlequin est logé. ')",,1.0,Insertion
476,"('#pierrot', ""Oui vraiment je l'ai vu mais il est bien changé  Il fait présentement l'homme de conséquence,  Et doit être en état de payer sa dépense.  Le drôle qui tantôt avait l'air d'un faquin,  A contre un bel habit changé son casaquin,  Mais la métamorphose est-elle surprenante ?  Dans ce siècle inconstant la fortune est changeante,  Tel portait des sabots qui devient Financier,  Je pourrais bien troquer d'habit et de métier,  Je sais signer mon nom, ce n'est pas peu de chose,  Je connais un Monsieur qu'on appelait la Rose,  Qui se donne des airs et passe pour Marquis,  Si tu savais combien de Jasmin dans Paris,  Occupent des Hôtels et font belle figure. "")",,1.0,Insertion
477,"('#colombine', ""Je sais bien que plusieurs sont chargés de dorure,  Qui d'un gros habit brun, revêtus simplement,  Prenaient à la gargote un modique aliment,  Ce n'est pas aujourd'hui le mérite qui brille,  La volage fortune enrichit la mandille,  Souvent les plus abjects sont comblés de ses dons.  Et la triste vertu languit sous les haillons.  À votre débiteur allons rendre visite,  Surtout ne manquons point de vanter son mérite  Puisqu'il a du bonheur et n'est plus indigent,  Il faut que nous portions respect à son argent,  C'est la règle un faquin mérite qu'on le fronde  Mais un riche est toujours estimé dans le monde.  Ils entrent chez Géronte."")","('#arlequin', ""Princesse, tout conspire à couronner ma flamme,  Sentez-vous le plaisir qui règne dans mon âme ?  Je le veux bien. Mezzetin embrasse Arlequin, et en l'embrassant lui attache son tablier aux épaules, ce qui forme un habit à la romaine. Arlequin, se trouvant habillé en Bellérophon chante sur l'air, Sur le pont d'Avignon."")",0.62,Substitution
478,"('#arlequin', ""Je viens de voir là-bas ce Monsieur si plaisant,  Qui m'a de son habit fait tantôt un présent.  Il n'en faut point douter il vient pour le reprendre,  S'il me dépouille hélas ! Je ne suis plus Léandre  Quelques coups de bâtons ne me manqueront pas,  Et je ne ferai plus de si friands repas.  Il me faudra quitter cette aimable cuisine,  Cette réflexion m'agite et me chagrine,  Je ne mangerai plus ces ragoûts excellents,  Surtout ces macarons exquis et succulents.  Je reprendrai pour lors mon état misérable...  Pour éviter ce coup cachons-nous sous la table.  Il marche à tâtons et se va cacher sous la table."")",,1.0,Insertion
479,"('#octave', ""Ne répondrez-vous point à mon empressement,  Craignez-vous de me faire un aveu trop charmant,  Tout se dispose ici pour votre mariage,  Pour vous faire expliquer, que faut-il davantage ?  Ah ne permettez pas qu'un trop indigne époux  Jouisse d'un bonheur si parfait et si doux. "")",,1.0,Insertion
480,"('#leonore', ""Octave je ne puis plus longtemps me contraindre,  Et je vous aime trop pour avoir rien à craindre  Plutôt que d'obéit à cet ordre inhumain,  Un poignard de la mort m'ouvrira le chemin,  Dans mes yeux languissants vous avez dû connaître,  Les feux que dans mon coeur vous-même avez fait naître,  Ils vous ont dit assez mes peines, mes tourments  Et rien n'exprime mieux de tendres sentiments, "")","('#mezzetin', ""J'ai toujours partagé vos peines,  Je dois partager vos plaisirs."")",0.66,Substitution
481,"('#mezzetin', ""Elle a raison les yeux parlent mieux que Voiture,  C'est un style coulant, une éloquence pure. "")",,1.0,Insertion
482,"('#octave', ""Puisque vous m'assurez de l'excès de vos feux  Je n'ai rien à prétendre et je suis trop heureux  Évitez le malheur qu'un père vous prépare  Et que de ce séjour la fuite vous sépare  La nuit secondera notre juste projet. "")","('#arlequin', ""Qu'un si doux aveu me doit plaire,  Qu'il rend mon destin glorieux ! "")",0.49,Substitution
483,"('#mezzetin', ""Madame nous ferons un fort petit trajet  Nous n'irons seulement que jusqu'à l'Amérique  Et là nous peuplerons d'un esprit pacifique. "")",,1.0,Insertion
484,"('#leonore', 'Je ne puis résister à mon charmant vainqueur,  Octave vous avez tout pouvoir sur mon coeur,  Je vous suivrai partout. ')",,1.0,Insertion
485,"('#mezzetin', ""Quel heureux caractère !  Les filles de Lyon ont l'humeur débonnaire,  Dans ce qu'on leur propose elles sont sans façon  Et chantent quelquefois sur le ton de flon-flon.  Octave lui donnant la main."")",,1.0,Insertion
486,"('#isabelle', '. . . . . . Partons, mon cher Léandre,  . . . . . . . . . . . . . Et quittons pour jamais cet odieux séjour. ')",,1.0,Insertion
487,"('#leandre', ""Profitons d'un moment accordé par l'amour  Et ne redoutez rien, adorable Isabelle.  Suivez-moi...  Mais quelqu'un fait ici sentinelle.  En marchant il heurte Octave."")",,1.0,Insertion
488,"('#octave', ""Léandre est en ces lieux, le traître assurément,  Vient ici s'opposer à cet enlèvement,  Mais je saurai punir un rival téméraire. "")",,1.0,Insertion
489,"('#leandre', 'Qui va là ? ')",,1.0,Insertion
490,"('#octave', 'Maintenant songe à me satisfaire,  Je suis Octave ? ')",,1.0,Insertion
491,"('#leonore', 'Hélas arrêtez cher amant... ')",,1.0,Insertion
492,"('#leandre', 'Je suis prêt à répondre à ton empressement. ')",,1.0,Insertion
493,"('#isabelle', ""Ah ! Vous n'y pensez pas qu'allez-vous entreprendre. "")",,1.0,Insertion
494,"('#leandre', ""Octave de ce fer prends soin de te défendre.  Isabelle s'enfuit Léonore fait de même."")",,1.0,Insertion
495,"('#isabelle', ""Juste ciel !  Octave et Léandre se battent, Scaramouche et Mezzetin par leurs postures et leurs grimaces témoignent la peur qu'ils ont."")",,1.0,Insertion
496,"('#scaramouche', ""Patatrouf, tirez un peu plus bas,  Messieurs je vous conjure, et ne me blessez pas.  Léandre blesse Octave au bras et voyant venir de la lumière Léandre se retire de l'autre côté."")",,1.0,Insertion
497,"('#mezzetin', ""Le coquin a bien fait de décamper sur l'heure  Car j'allais le percer au gésier ou je meurs.  Octave lie son mouchoir à son bras. "")",,1.0,Insertion
498,"('#geronte', ""Qu'est-il donc arrivé ? Tirez-moi d'embarras. "")",,1.0,Insertion
499,"('#mezzetin', ""Ciel ! Mon maître est blessé, qu'il n'y revienne pas,  Car il verra beau jeu. "")",,1.0,Insertion
500,"('#le-docteur', ""Quel est donc ce mystère ?  Mais j'aperçois du sang. "")",,1.0,Insertion
501,"('#octave', 'La blessure est légère. ')",,1.0,Insertion
502,"('#scaramouche', ""Si je n'avais pas paré le coup s'en était fait,  Vous seriez à présent trépassé tout à fait."")",,1.0,Insertion
503,"('#octave', ""Léandre m'a blessé, sa valeur est extrême,  Et je ne craindrai point de l'avouer moi-même  Mais il ne devait point après ce qu'il a fait,  S'éloigner et laisser le combat imparfait. "")",,1.0,Insertion
504,"('#isabelle', ""Mon père devant vous vous voyez Isabelle  D'un amour violent victime trop fidèle,  En vain vous prétendez gêner ma rendre ardeur  Je ne puis obéir ni contraindre mon coeur,  J'avouerai que Léandre est l'objet de ma flamme  Que cet amant a su triompher de mon âme,  Et que malgré les lois d'un austère devoir,  Je ne reconnais plus votre absolu pouvoir.  Ne me refusez point la grâce que j'implore,  Je ne veux que Léandre, oui c'est lui que j'adore,  Et si vous refuser d'unir mon sort au sien  Je regarde la mort comme un souverain bien. "")","('#mezzetin', ""Quand ma bouche pourrait se taire  L'amour ferait parler mes yeux. "")",0.67,Substitution
505,"('#leonore', ""Mon père puisqu'il faut qu'à mon tour je m'explique,  Je ne subirai point une loi tyrannique,  Souffrez que résistant à cet ordre inhumain  Je refuse à Léandre et mon coeur et ma main.  Octave a seul trouvé le secret de me plaire,  Et mes yeux parleraient quand je voudrais me taire,  Ne vous opposez point à mes voeux les plus doux  Et ne me forcez pas à prendre un autre époux. "")","('#arlequin', ""Reçois, reçois, grand Apollon,  Reçois, reçois, grand Apollon,  Reçois ce sacrifice ;  Fais que le ciel, fais que le ciel à nos voeux soit propice. Tout cela va fort bien : mais certaine Sténobée jalouse, pria Amisodar de prier tous les cinquante mille diables de former un monstre de peinture et de carton, pour dévorer Bellérophon.  Bellérophon va prier le roi, le roi prie le sacrificateur, le sacrificateur prie la pythie, la pythie prie l'oracle, l'oracle prie Apollon, Apollon prie le tonnerre, le tonnerre...  Mais voyons un peu le sacrifice. Mezzetin prenant la robe de chambre de Pasquariel, devient sacrificateur, et Pasquariel reste avec un habit de prêtresse, et donne une bouteille de vin à Mezzetin, qui chante sur l'air : Ami, ne quittons point Créteil."")",0.51,Substitution
506,,"('#arlequin', ""Il faut verser le vin sur l'animal."")",1.0,Deletion
507,"('#geronte', ""Comment c'est donc ainsi que tu trompes ton père ?  Coquine, peut s'en faut que ma juste colère...  Il lève sa canne."")",,1.0,Insertion
508,"('#octave', ""Ah : De grâce, arrêtez, modérez ce transport  Vous n'êtes plus, Monsieur, le maître de son sort,  Et quand vous offensez la beauté qui m'engage,  C'est sur moi qu'à présent retombe tout l'outrage. "")",,1.0,Insertion
509,"('#le-docteur', 'Nous ne sommes donc plus maîtres de nos enfants ? ')",,1.0,Insertion
510,"('#geronte', ""Sur ma fille mes droits seront toujours puissants  Je veux qu'elle obéisse... "")",,1.0,Insertion
511,"('#mezzetin', ""Attendez-la sous l'orme  Vous n'êtes tous deux pères que pour la forme. "")",,1.0,Insertion
512,"('#le-docteur', 'Mais où donc est Léandre ? ')","('#mezzetin', 'Quelle bête était-ce ?')",0.83,Substitution
513,"('#arlequin', 'Hélas je suis ici. ')",,1.0,Insertion
514,"('#geronte', 'Pourquoi vous cachez-vous, que veut dire ceci ?  Hé bien que faites-vous ? ')",,1.0,Insertion
515,"('#arlequin', 'Qui moi, je me promène. ')",,1.0,Insertion
516,"('#le-docteur', 'Venez approchez-vous pour nous tirer de peine. ')",,1.0,Insertion
517,"('#octave', 'Allons il faut combattre une seconde fois. ')",,1.0,Insertion
518,"('#arlequin', 'Oh je ne me bats pas si souvent que je bois  Je suis trop fatigué, dispensez-moi de grâce,  Vous vous repentiriez, mon cher, de votre audace. ')",,1.0,Insertion
519,"('#le-docteur', 'Après avoir donné des marques de valeur  Osez-vous résister. ')",,1.0,Insertion
520,"('#arlequin', ""Ma foi c'est que j'ai peur. "")",,1.0,Insertion
521,"('#le-docteur', ""Mais vous l'avez blessé, le devoir vous engage  À faire de nouveau briller votre courage,  Ne le refusez pas. "")",,1.0,Insertion
522,"('#arlequin', ""Cet homme est trop pressé,  Je pourrais le tuer, mais où l'ai-je blessé. "")",,1.0,Insertion
523,"('#geronte', 'Au bras. ')","('#arlequin', 'Un boeuf.')",1.37,Substitution
524,"('#arlequin', ""C'est justement ma botte favorite. "")",,1.0,Insertion
525,"('#octave', 'Je me défendrai bien la blessure est petite. ')",,1.0,Insertion
526,"('#arlequin', ""J'ai la main dangereuse et je ne voudrais pas  Par un funeste coup causer votre trépas,  Au prochain cabaret allons boire chopine.  Oh ciel je suis perdu, j'aperçois Colombine ! "")",,1.0,Insertion
527,"('#colombine', 'Vous plairait-il, Monsieur, payer mes dix écus,  Le temps est expiré. ')",,1.0,Insertion
528,"('#arlequin', ""Mon cher n'en parlons plus. "")",,1.0,Insertion
529,"('#pierrot', ""Ma femme parle à vous, Monsieur le Gentilhomme,  Il est temps ou jamais d'acquitter cette somme,  Lorsque vous aviez l'air d'un pauvre marmiton  Pierrot vous tutoyait et jouait du bâton,  Mais puisque depuis peu vous avez fait fortune. "")",,1.0,Insertion
530,"('#arlequin', ""Mon cher, votre présence en ces lieux m'importune,  Allez retirez-vous. "")",,1.0,Insertion
531,"('#colombine', ""Le tour est fort pasquin,  Avez-vous oublié qu'on vous nomme Arlequin  Que je vous ai nourri dans mon hôtellerie,  Et que vous me devez ... "")","('#mezzetin', ""Par ce vin que je trouve bon,  Apollon, faites-moi raison.  Au glou de ma bouteille,  Hé bien,  Les dieux prêtent l'oreille,  Vous m'entendez bien.  Boeuf ou âne, n'importe. Il boit et chante sur l'air : Vous m'entendez bien. "")",0.82,Substitution
532,"('#geronte', 'Vous vous trompez ma mie. ')",,1.0,Insertion
533,"('#colombine', ""Je ne me trompe pas et je veux de l'argent.  Ou sur l'heure je vais appeler un Sergent. "")",,1.0,Insertion
534,"('#scaramouche', 'La mèche se découvre. ')",,1.0,Insertion
535,"('#mezzetin', 'Allons Monsieur Léandre,  Parbleu quand on emprunte il est juste de rendre. ')",,1.0,Insertion
536,"('#pierrot', ""Monsieur Léandre et fi, vous vous gausser de nous,  Et c'est trop honorer le Syndic des Filous,  C'est Arlequin, vous dis-je. "")",,1.0,Insertion
537,"('#arlequin', 'Ôhimé, je frissonne. ')",,1.0,Insertion
538,"('#geronte', ""Vous ne répondez rien ce silence m'étonne. "")",,1.0,Insertion
539,"('#arlequin', 'Mon valet donnez-lui quelques coups de bâton. ')",,1.0,Insertion
540,"('#scaramouche', ""Oh ! Ce n'est plus le temps Monsieur le marmiton. "")",,1.0,Insertion
541,"('#pierrot', 'Vous vous donnez des airs, çà, ma femme, au pillage,  Déshabillons ce Monsieur. ')",,1.0,Insertion
542,"('#mezzetin', ""Tu n'oserais, je gage. "")",,1.0,Insertion
543,"('#pierrot', ""Je n'oserais, morgué je suis entreprenant.  Il a justement l'air d'un carême-prenant.  Pierrot et Colombine déshabillent Arlequin qui reste en chemise."")",,1.0,Insertion
544,"('#geronte', 'Je suis tout hors de moi. ')",,1.0,Insertion
545,"('#pierrot', ""Le joli personnage  C'est Monsieur Arlequin Gentilhomme sauvage. "")",,1.0,Insertion
546,"('#leandre', ""Vous avez trop longtemps été par moi trompé,  Je prétends qu'à vos yeux tout soit développé,  L'erreur était trop grande, il ne faut plus rien taire,  Je vais en peu de mots éclaircir ce mystère.  C'est moi qui suis Léandre, épris de cet objet,  Mon coeur depuis dix jours, brûle d'un feu secret ;  Cet autre est Arlequin un pauvre misérable,  . . . . . . . . . . . . . .  Qui l'avait attiré chez Monsieur le Docteur.  En montrant Isabelle."")",,1.0,Insertion
547,"('#arlequin', ""Je vous l'avais bien dit que j'étais crocheteur,  Est-ce ma faute à moi vous n'en vouliez rien croire,  Mais, Monsieur s'il vous plaît, achevez votre histoire. "")",,1.0,Insertion
548,"('#leandre', ""Près de cette beauté l'amour m'avait conduit,  Arlequin quelque temps fut caché sous un lit,  Dans cet appartement le Docteur vint se rendre,  Et comme il aurait pu près d'elle me surprendre  Je voulus me cacher. "")",,1.0,Insertion
549,"('#arlequin', ""Pour moi j'étais dessous  Lui derrière, d'abord le Docteur vient à nous  Il me voit, ma figure l'épouvante,  Léandre en est surpris, à lui je me présente,  Je fais de mes malheurs un fidèle récit,  Ensuite il me contraint de prendre son habit  J'ai beau lui résister et faire la grimace,  Je ne puis réussir, il jure, me menace,  Il faut lui obéir pour éviter les coups.  Vous le faites sortir moi je reste chez vous  Caché derrière un lit par malheur j'éternue,  Sous cet habit doré je m'offre à votre vue,  Vous me faites fouiller par Messieurs vos valets  Que pour bien m'étriller faisaient de grands apprêts.  Vous trouvez une lettre et me nommez Léandre,  Vous voulez malgré moi me faire votre gendre  Moi je consens à tout pour n'être point battu,  Car je m'en souciais autant que d'un fétu,  Géronte ne veut pas que j'épouse Isabelle,  Et pour femme prétends me donner cette belle.  On me met en prison, et l'on m'en fait sortir,  Au désir du vieillard je feins de consentir,  Bref jusqu'à présent j'ai passé pour Léandre,  Mais je suis Arlequin ne me faites pas pendre,  Messieurs, car après tout en serez-vous plus gras.  En montrant Léandre. Au Docteur. En montrant Léonore."")","('#la-pretresse', ""Chut, chut, gardez tous un silence extrême,  Je vois trembler le temple d'Apollon.  Il vous entend, il va parler lui-même.  Il va tonner à peu près sur le même ton,  Ton re lon, ton ton, tontaine, la tontaine, la ton ton.  On remue le paravent.  Le paravent s'ouvre. "")",0.56,Substitution
550,"('#geronte', 'Il le faut avouer, je ne le croyais pas,  Mais Léandre à la fin me tiendrez-vous parole ? ')",,1.0,Insertion
551,"('#leandre', 'Si vous vous en flattez votre espoir est frivole. ')",,1.0,Insertion
552,"('#le-docteur', ""Octave répondez, quel est votre dessein ?  À ma fille aujourd'hui donnerez-vous la main ? "")",,1.0,Insertion
553,"('#octave', ""Un plus aimable noeud m'attache à Léonore.  Et vous n'ignorez pas Monsieur, que je l'adore  Ainsi n'en parlons plus mon feu vous est connu,  Je ne veux point d'un coeur par un autre obtenu. "")","('#arlequin', ""Un des fils de Neptune  Apaisera dit-on,  La déleste rancune ;  Mais il lui faut Nanon. Flon, flon, etc.  Pendant qu'Arlequin est derrière le paravent, on lui met un manteau royal. "")",0.67,Substitution
554,"('#isabelle', ""Pourquoi vouloir contraindre une flamme si belle  Déclarez-vous mon père en faveur d'Isabelle,  Je vous ai découvert mes tendres sentiments,  Hâtez-vous de répondre à mes empressements. "")",,1.0,Insertion
555,"('#leonore', 'À mes justes désirs serez-vous inflexible,  Ne gênez point mes feux et montrez-vous sensible,  Mon père de vous seul dépend tout mon bonheur  Ne tyrannisez point une fidèle ardeur. ')","('#le-sacrificateur', 'Voici le Roi.')",1.79,Substitution
556,"('#pierrot', ""Cela me fait pitié, car j'ai le coeur fort tendre.  Bonhomme mollissez il est temps de se rendre.  À Géronte."")",,1.0,Insertion
557,"('#le-docteur', ""Ne nous obstinons point à troubler leurs plaisirs.  Géronte unissons-les au gré de leurs désirs,  Un coeur que l'on contraint souffre de rudes peines,  L'hymen ne doit avoir que d'agréables chaînes  Imitez mon exemple et daignez en ce jour  Par un heureux lien satisfaire l'amour. "")","('#arlequin', ""Vous l'avez entendu, je n'ai rien à vous dire,  Je plains vos déplaisirs, avec vous j'en soupire :  Mais rien n'est préférable  Au repos de ces lieux.  Allez-vous-en au diable,  Soumettons-nous aux dieux. "")",0.03,Substitution
