,dancourt-metempsychose,la-fontaine-daphne,Cost,Operation Type
363,,"('#le-sacrificateur', 'Amants, je vous unis ; vivez sous mêmes noeuds.')",1.0,Deletion
364,,"('#le-choeur', 'Parmi les plaisirs et les jeux.')",1.0,Deletion
365,"('#corine', ""Ah, Philène ! Arrêtez, ne troublez point ma joie  En vous cachant sitôt à mes regards, Autant que nous pourrons, souffrez que je vous voie :  Et quoique l'on m'observe ici de toutes parts ;  Pour mettre cet anneau, du moins il faut attendre  Que quelqu'un vienne nous surprendre,  Ma tante porte ici ses pas. "")","('#momus', 'A quelques filles de la noce, près desquelles il se rencontre : Pour un pareil lien formez-vous point des voeux ? Songez-y bien, bergères : Hyménée est un dieu jeune, charmant, et blond ; Mais les jours avec lui ne se ressemblent guères : Le premier est amour, amitié le second, Le troisième froideur ; songez-y bien, bergères.')",0.51,Substitution
366,"('#philene', ""Oui, c'est elle, je crois l'entendre. "")",,1.0,Insertion
367,"('#corine', 'Cachez-vous à ses yeux ; mais ne me quittez pas. ')","('#meroe', ""Vraiment, Télamon, La leçon Est jolie. Changez de place, Iris ; venez ici, Célie, Pholoé, ne l'écoutez plus. J'en suis d'avis ; mes soins deviendront superflus ; Télamon corrompra cette troupe innocente."")",0.74,Substitution
368,"('#merope', ""Je ne puis demeurer en place ;  Je vais, je viens, je cours, et je ne sais pourquoi,  Ma nièce, il faut de vous que j'obtienne une grâce. "")","('#momus', ""Que vous êtes reprenante, Gouvernante ! Laissez-nous causer en paix : Laissez la jeunesse rire : Elle inspire Toujours d'innocents secrets. Je crois que vous êtes sage : À votre âge On le doit être, ou jamais. Vingt ou trente ans de veuvage, C'est dommage, Ont refroidi vos attraits. Ah ! si selon vos souhaits Vous redeveniez aurore, Vous vous serviriez encore De vos traits."")",0.72,Substitution
369,"('#corine', 'Vous pouvez disposer de moi. ')",,1.0,Insertion
370,"('#merope', ""Depuis quelques instants, tout ce qu'ici je vois  Me donne des soupçons, m'alarme, m'embarrasse :  Expliquez-vous de bonne foi ;  Ignorez-vous ce qui s'y passe ? "")","('#meroe', 'Me faudra-t-il aussi souffrir la raillerie ?')",1.72,Substitution
371,"('#corine', 'Quoi donc ? ')","('#penee', 'Laissez-nous achever cette cérémonie.')",1.6,Substitution
372,"('#merope', ""Parlez sincèrement,  De concert, s'il se peut, démêlons l'aventure ;  Je vois des incidents qui passent la nature,  Ces Jardins, ce beau Bâtiment,  D'une divinité, sans doute, sont l'ouvrage,  Ou l'effet d'un enchantement. "")","('#le-sacrificateur', ""Hymen, Amour, joignez vos noeuds, Et rendez ces amants heureux. Des pas de Florise Loin, bien loin les loups ; Et de ceux d'Amphrise Les soupçons jaloux ! Que leur destinée N'ait rien que de doux, Et que la lignée Ressemble à l'époux. Hymen, Hyménée. Jamais la constance Aux amants ne nuit ; On vit d'espérance, Puis le reste suit. L'amour obstinée Porte fleur et fruit. Ô douce journée ! Ô plus douce nuit ! Hymen, Hyménée. Les gens de la noce dansent, et pendant qu'ils se reposent on chante ces deux autres couplets de l'épithalame :  Le choeur répète à chaque fois ces deux dernières paroles. "")",0.18,Substitution
373,"('#corine', ""Mais à penser ainsi, qu'est-ce qui vous engage ? "")",,1.0,Insertion
374,"('#merope', ""Vous pensez comme moi, ma nièce, assurément,  Ce Courrier que vous vient d'envoyer votre amant… "")",,1.0,Insertion
375,"('#corine', 'Hé bien. ')",,1.0,Insertion
376,"('#merope', 'Ma surprise est extrême. ')",,1.0,Insertion
377,"('#corine', 'Quoi donc ! ')",,1.0,Insertion
378,"('#merope', ""C'est quelque Dieu, ma nièce, absolument,  Ou quelque Enchanteur qui vous aime ;  Et le Courrier, peut-être, est un des deux lui-même. "")","('#clymene', ""Tout me semble parler d'amour En ces lieux amis du silence : Ici les oiseaux nuit et jour Célèbrent de ses traits la douce violence. Tout me semble parler d'amour En ces lieux amis du silence. Heureux les habitants de ces ombrages verts, S'ils n'avaient que ce mal à craindre ! Mais nous troublons leur paix par cent moyens divers : Humains, cruels humains, tyrans de l'Univers, C'est de vous seuls qu'on se doit plaindre. Vois-je pas Télamon, confident de Tharsis ? Hélas ! il vient en vain me conter les soucis D'un prince que Daphné devrait trouver aimable. Plût au Ciel qu'elle fut à ses voeux favorable ! Après ces paroles, on entend un bruit de cors et de cris de chasse. "")",0.88,Substitution
379,"('#philene', ""Ô Ciel ! Quel est l'excès de mon étonnement ? "")",,1.0,Insertion
380,"('#merope', 'Ouais, quelle voix ai-je entendue ?  Dites. ')","('#telamon', 'Que vous avez de grâce à porter un carquois ! Rien ne vous sied si bien.')",1.96,Substitution
381,"('#corine', ""C'est la mienne, vraiment. "")","('#clymene', ""On me l'a dit cent fois."")",1.16,Substitution
382,"('#merope', ""De moment en moment, je suis plus éperdue,  Ce qui s'est offert à ma vue. "")","('#telamon', ""On ne vous l'a pas dit peut-être au fond d'un bois. En ces forets, je vous prie, Écartons-nous un moment, Et mettons de la partie L'ombre et l'amour seulement."")",0.91,Substitution
383,"('#corine', 'Quoi donc ! Ma Tante ? ')",,1.0,Insertion
384,"('#merope', ""En ce moment,  Ce Courrier à mes yeux vient de percer la nue,  Je l'ai vu vers le Ciel voler rapidement. "")",,1.0,Insertion
385,"('#corine', 'De trouble, comme vous, je sens mon âme émue. ')","('#clymene', ""Tout rendez-vous un peu sombre Doit toujours être évité : Quand je vois l'amour et l'ombre, Je vais d'un autre côté."")",0.98,Substitution
386,"('#merope', 'Ma nièce, mes soupçons sont-ils sans fondement ? ')",,1.0,Insertion
387,"('#corine', ""Vous m'en voyez saisie, et je souffre une gêne ;  Hâtons-nous de sortir de ce fatal séjour. "")",,1.0,Insertion
388,"('#merope', ""Si quelque Dieu pour vous a de l'amour,  Gardons-nous bien de mériter sa haine. "")",,1.0,Insertion
389,"('#corine', ""Au contraire, ôtons-lui tout espoir en ce jour,  Que le dépit rompe sa chaîne,  Et s'il se peut qu'à son retour Il me trouve unie à Philène. "")",,1.0,Insertion
390,"('#merope', ""Philène ? Il le faut oublier ;  D'une plus noble ardeur tu dois être enflammée. "")","('#telamon', ""C'est trop s'en défier. Mais, dites-moi, Clymène, Daphné montre en ses yeux une secrète peine ; Qui la cause ? Leucippe est-il ce bienheureux ? Ou plutôt est-ce un dieu qui s'attire ces voeux ? Je m'y connais, l'Amour la touche."")",0.45,Substitution
391,"('#corine', ""Le noeud qui nous unit ne peut se délier ;  Et si d'un Dieu j'étais aimée,  Du plaisir de pouvoir le lui sacrifier,  Ma tante, je serais uniquement charmée. "")",,1.0,Insertion
392,"('#philene', 'A-t-on jamais senti des transports aussi doux ? ')",,1.0,Insertion
393,"('#merope', 'Ma nièce, assurément on parle auprès de vous,  Ce sont des Enchanteurs, mon enfant, qui vous servent,  Ou quelques Dieux qui vous observent : Ne méritez pas leur courroux ;  Il faut de votre coeur, ma nièce,  Bannir une indigne tendresse. ')","('#clymene', ""On se laisse assez toucher, Mais on aime à le cacher ; Et d'une jeune farouche L'Amour est plus tôt vainqueur Qu'il n'a tiré de sa bouche Le nom qu'elle a dans le coeur."")",0.2,Substitution
394,"('#philene', 'Ah ! Quels conseils pernicieux  Votre tante vous donne-t-elle ?  Gardez-vous de les suivre, un coeur pur et fidèle  Ne peut jamais déplaire aux Dieux. ')",,1.0,Insertion
395,"('#merope', ""Je n'en puis plus, me voilà presque morte,  Qui peut, sans être vu, vous parler de la sorte ? "")","('#telamon', ""N'en saurai-je pas plus ?"")",1.0,Substitution
396,"('#corine', ""Qui que ce soit, ma tante, il s'explique fort bien. "")","('#clymene', ""Je n'ai rien appris d'elle."")",1.22,Substitution
397,"('#merope', ""Oh, ce n'est point un Dieu, c'est un Magicien,  Contre les Dieux, il parle pour Philène,  Mais par hasard ne serait-ce point lui ?  Cette voix ressemble à la sienne. "")","('#telamon', ""Vous voulez garder ce secret : Je serais importun aussi bien qu'indiscret Si je vous pressais trop, et la chasse m'appelle. Adieu, Nymphe cruelle."")",1.02,Substitution
398,"('#corine', ""Sans m'effrayer, sans me faire de peine,  Cette voix m'a parlé presque tout aujourd'hui. "")","('#daphne', 'Je vous ai tous deux entendus : Heureuse, si Tharsis ne me pressait pas plus !')",1.27,Substitution
399,"('#merope', ""Quelle surprise est égale à la mienne :  Le courrier, la voix et l'Amant,  Ici tout est enchantement. "")",,1.0,Insertion
400,"('#corine', 'Que dites-vous ? ')","('#leucippe', ""Puis-je interrompre le silence Qu'en ces paisibles lieux peut-être vous cherchez ? Me le permettez-vous ?"")",0.71,Substitution
401,"('#merope', ""Malheureuse Corine,  Un magicien t'aime, un Follet te lutine.  Où me suis-je laissé conduire aveuglément ? "")","('#daphne', 'Oui, Leucippe, approchez ; On ne craint pas votre présence ; Venez me consoler de celle de Tharsis.')",1.12,Substitution
402,"('#corine', ""Ne vous inquiétez, ma tante, aucunement,  Ce Follet me plaît fort ; bien loin qu'il me chagrine,  Je crois, quand il me parle, entendre mon Amant ;  Il me semble que c'est lui-même,  Et je me sens une joie extrême,  Quand il me parle tendrement  Qu'il sera fidèle, et qu'il m'aime. "")","('#leucippe', ""Et qu'ordonnerez-vous de mes propres soucis ? Mon rival ne peut plaire à l'objet qu'il adore, Un sentiment jaloux ne me peut alarmer : C'est beaucoup ; mais que dis-je ? ah ! ce n'est rien encore Vous savez bien haïr, mais pourriez-vous aimer ?"")",0.29,Substitution
403,"('#philene', 'Il en fait son bonheur suprême ;  Et ses feux, son empressement,  Dureront éternellement. ')","('#daphne', ""J'ai souffert votre amour ; répondez-vous vous-même."")",1.25,Substitution
404,"('#merope', ""Je n'y puis plus tenir, et n'y puis rien comprendre ;  Je suis lasse de vous entendre  Causer en ma présence avec votre Lutin,  Et je vais autre part attendre  De tout ceci quelle sera la fin. "")","('#leucippe', ""Ô dieux ! qu'ai-je entendu ? quelle gloire suprême ! Quel bonheur ! Doux transports qui venez me saisir, Exprimez, s'il se peut, ma joie et mon plaisir, Et votre juste violence. Princesse, après l'aveu qui vient de me charmer, Je ne sais rien, pour m'exprimer, Que le langage du silence."")",0.42,Substitution
405,"('#corine', 'Nous en voilà défaits. ')",,1.0,Insertion
406,"('#philene', 'Quel bonheur est le nôtre,  De pouvoir éviter des regards curieux ! ')","('#daphne #leucippe', ""Ô bienheureux soupirs, favorables moments Où l'un et l'autre coeur, plein de doux sentiments, Aime, et le dit, et se fait croire ! Les dieux, dans leurs ravissements, Les dieux, au milieu de leur gloire, Sont moins dieux quelquefois que ne sont les amants."")",0.76,Substitution
407,"('#corine', 'Remontrez-vous, cher Philène, à mes yeux,  Un surveillant nous quitte. ')","('#leucippe', 'Je bénis mon destin, et cependant Pénée Favorise mon rival.')",1.2,Substitution
408,"('#philene', 'Il nous en vient un autre. ')",,1.0,Insertion
409,"('#corine', ""Ah ! C'est celui que dans ces lieux  Nous avons le plus à craindre. "")",,1.0,Insertion
410,"('#philene', ""Ne nous suffit-il pas qu'il ne puisse me voir ? "")",,1.0,Insertion
411,"('#corine', 'Non, au silence encore il faudra vous contraindre ;  Et de la bague il connaît le pouvoir ')","('#daphne', ""Quand il aurait pour lui le dieu même hyménée, Ce n'est pas son bonheur qui fera votre mal."")",1.08,Substitution
412,"('#faunus', ""Ah ! Vous vous lassez donc enfin d'être invisible ?  Je m'y suis, par ma foi, toujours bien attendu.  Du Diamant autant qu'il est possible,  Sans doute vous avez éprouvé la vertu. "")","('#leucippe', 'Et mon bien ?')",1.14,Substitution
413,"('#corine', 'Je suis dans un chagrin terrible. ')",,1.0,Insertion
414,"('#faunus', 'Hé ! De quoi donc. ')",,1.0,Insertion
415,"('#corine', ""Je l'ai perdu. "")",,1.0,Insertion
416,"('#faunus', ""Vous n'avez plus l'Anneau magique ? "")",,1.0,Insertion
417,"('#corine', ""Auprès d'une grotte rustique,  Où je m'occupais à rêver, Il m'est tombé du doigt, je ne l'ai pu trouver. "")","('#daphne', ""Attendez la réponse d'Ismèle : Peut-être elle sera favorable à nos voeux. Allez : il reviendra quelque moment heureux ; Daphné craint qu'on ne trouve un amant avec elle."")",1.56,Substitution
418,"('#faunus', ""Parbleu, ce n'est pas là, s'il faut que je m'explique,  Le plus grand mal qui pouvait arriver.  Pour vous cacher vous êtes trop charmante.  On perd trop à ne vous voir pas ;  Et quand le Ciel de tant d'appas  Orna votre beauté naissante,  Ce serait offenser les hommes et les Dieux,  De dérober tant d'attraits à leurs yeux. "")","('#daphne', ""Que notre sexe a d'ennemis ! A combien de tyrans le destin l'a soumis ! Des amants importuns, un père inexorable, Un devoir impitoyable ; Tout combat nos désirs : trop heureuses encor Si nous n'avions que cette peine ! Mais il faut, par un double effort, Ainsi que notre amour, surmonter notre haine."")",0.5,Substitution
419,,"('#penee', 'Daphné, rendez grâces aux dieux : Cet ours fatal aux bergeries, Fatal aux autres ours, teint de sang nos prairies ; Tharsis a vaincu seul ce monstre furieux.')",1.0,Deletion
420,"('#corine', ""De la perte que j'ai faite,  Vous me dédommagez par des propos si doux. "")","('#tharsis', ""L'Amour m'accompagnait ; lui seul en a la gloire : Ce n'est pas à mes mains qu'on doit cette victoire, Belle Daphné, c'est à vos yeux."")",0.73,Substitution
421,"('#faunus', ""Quand cette perte est un bonheur pour nous,  Il ne faut pas qu'on la regrette. "")",,1.0,Insertion
422,"('#corine', ""À parler franchement, je ne regrette rien,  Et j'ai en ce moment tout ce que je souhaite,  Jamais un coeur ne fut si content que le mien. "")","('#penee', ""Ma fille, venez voir aussi l'énorme bête. Réjouissez-vous, bergers ; Que les ours soient de la fête : Ils avaient part aux dangers."")",1.85,Substitution
423,"('#faunus', 'Je suis charmé de vous voir satisfaite. ')","('#tharsis', 'Daphné ne peut souffrir ma flamme. Si je parlais au sort ?')",1.4,Substitution
424,"('#corine', 'Qui ne le serait pas ? ')","('#telamon', 'Changera-t-il son âme ?')",1.24,Substitution
425,,"('#tharsis', 'Je vais le consulter. Attends ici Tharsis.')",1.0,Deletion
426,"('#faunus', 'Hé bien,  Pour vous entretenir dans cette humeur gaillarde ;  Car vous savez que de ma part,  Heureusement aussi je suis assez gaillard.  Voulez-vous que je me hasarde  À vous donner ici, pour vous désennuyer,  Un petit plat de mon métier ? ')","('#momus', ""Vous qui de votre sort, voulez être éclaircis, Consultez, comme moi, le démon de la treille ; Mon oracle est Bacchus, quand j'ai quelques soucis, Et ma sibylle est la bouteille. Cette chasse m'altère. Ah ! Si Bacchus... Je crois Que ce dieu m'entendait."")",0.83,Substitution
427,"('#corine', 'Fort volontiers. Que sera-ce ? ')",,1.0,Insertion
428,"('#faunus', ""Une Fête,  Que dans ces lieux Bacchus avec l'Amour apprête,  Et qu'ils m'ont demandé de répéter ici.  Je leur ai de bon coeur accordé leur requête,  Ils ne tarderont pas à venir. Les voici. "")","('#bacchus', ""Momus, monte avec moi Viens écouter d'ici tous les chants de victoire. Ces gens m'ont au spectacle invité, les voici. Quoi ! la peau de leur ours aussi ?"")",0.63,Substitution
429,"('#corine', ""Bacchus, l'Amour ! Fuyons. "")",,1.0,Insertion
430,"('#faunus', ""N'ayez point de scrupule. "")",,1.0,Insertion
431,"('#corine', 'Des Dieux parmi nous ! ')","('#un-chasseur', 'Tharsis, nous érigeons ce trophée à ta gloire')",1.48,Substitution
432,"('#faunus', ""Bon, et Bacchus et l'Amour  Aux mortels en crédit tous les Dieux font la cour :  S'en étonner, c'est être ridicule.  Nous plaire c'est leur unique soin,  Et nos faveurs font leur mérite"")",,1.0,Insertion
433,"('#corine', ""C'est un honneur dont je vous félicite ;  Mais trouvez bon que je vous quitte,  Et que je puisse voir leur Fête d'un peu loin. "")","('#un-sylvain', 'Par ta valeur, le monstre a vu finir son sort.')",1.68,Substitution
434,,"('#un-berger', ""L'ennemi commun est mort."")",1.0,Deletion
435,"('#bacchus', ""Je vous amène ici l'élite  Des bons Ivrognes de ma suite,  Gens éprouvés dans les repas,  Toujours prêts à faire merveille,  Que le péril n'étonne pas,  Et dont un seul mettrait à bas  Un escadron de cent bouteilles. "")","('#momus', 'Noyez-en dans le vin la funeste mémoire.')",1.18,Substitution
436,"('#faunus', 'Vous avez là de bons Soldats. ')",,1.0,Insertion
437,"('#bacchus', 'Ils combattent toujours auprès de ma personne ;  Hé bien, père Faunus, la cave est-elle bonne ? ')","('#un-chasseur', ""N'est-ce pas Télamon qui nous invite à boire ?"")",1.36,Substitution
438,"('#faunus', 'Pas trop, Seigneur Bacchus. ')","('#tous-ensemble', ""Ô le mortel heureux, d'être aimé de Bacchus !"")",0.27,Substitution
439,"('#bacchus', ""Quoi ! Pour un grand Seigneur  Jupiter prétend qu'on le prenne ;  Et dans sa cave il n'a pas du meilleur ?  Pour paraître tel, qu'il apprenne  Que de son vin, surtout, il faut se faire honneur. "")",,1.0,Insertion
440,"('#faunus', 'Uniquement sensible aux charmes des mortelles,  Il néglige ces soins pour elles. ')","('#un-sylvain', ""Amis, laissons à part les discours superflus. L'ours est mort."")",1.2,Substitution
441,,"('#un-chasseur', ""L'ours ne vit plus."")",1.0,Deletion
442,"('#bacchus', 'Tant pis. ')",,1.0,Insertion
443,"('#faunus', ""Oui ; mais enfin, c'est un dérangement  Que Bacchus peut réparer aisément. "")",,1.0,Insertion
444,"('#bacchus', 'Volontiers. ')",,1.0,Insertion
445,"('#faunus', 'Vous avez de vendange excellente  Copieuse provision. ')",,1.0,Insertion
446,"('#bacchus', 'Oui, très forte. ')",,1.0,Insertion
447,"('#faunus', ""Le vin n'est pas ma passion ;  Mais cependant je suis d'humeur fort complaisante,  Et j'en bois quantité par conversation. "")",,1.0,Insertion
448,"('#bacchus', 'Toujours une cave ambulante  Me suit partout. ')","('#un-berger', ""L'ours a passe l'onde noire."")",1.88,Substitution
449,"('#faunus', ""Bonne précaution !  Voilà ce qui s'appelle une Fête charmante,  Des vins les plus délicieux.  Ordonnez, s'il vous plaît, que la troupe Bacchique,  En partageant nos plaisirs en ces lieux,  De concert à l'envi s'applique,  Par d'agréables jeux, par de tendre musique,  À nous occuper de son mieux,  Et les oreilles et les yeux. "")","('#tous', ""Noyons-en dans le vin la funeste mémoire. Les chasseurs et les Sylvains dansent à l'entour du trophée et font une forme de bacchanales. Les Sylvains sont suivis de leurs ours, qui vont en cadence. Pendant que les danseurs se reposent, Bacchus et Momus, faisant la débauche sous le berceau suspendu, animent toute cette troupe par leur exemple."")",0.52,Substitution
450,"('#un-suivant-de-bacchus', 'Dieu des buveurs, sous tes aimables lois,  On passe doucement la vie,  Tes favoris ne portent point envie  Au fort brillant des plus grands Rois.  Par les douces vapeurs de ta liqueur charmante,  Tu sais combler tous nos désirs,  Le vin est la source abondante  De tous les plaisirs. ')","('#bacchus', ""Cher compagnon, me veux-tu croire ? Courons ensemble le pays ; Tu sais médire, et je sais boire : Nous ne manquerons point d'amis."")",0.22,Substitution
451,"('#une-bacchante', ""Quand à longs traits  Le bon vin coule  On ne s'en dégoûte jamais.  Sans ennui le temps s'écoule.  Aucuns mets  Ne paraissent mauvais,  Les plaisirs naissent en foule,  C'est pour les Buveurs qu'ils sont faits.  Les plaisirs naissent en foule,  C'est pour les Buveurs qu'ils sont faits.  Et l'on choisit les plus parfaits,  Quand à longs traits  Le bon vin coule  On ne s'en dégoûte jamais. "")","('#momus', 'Toujours le vin et la satire Tiennent aux tables le haut bout ; Tu sais boire, et je sais médire : Voilà de quoi passer partout.')",0.74,Substitution
452,"('#un-petit-amour', ""Du choix de ses plaisirs, si chacun est le maître,  On choisira ceux de l'Amour, peut-être,  Et pour vous les offrir, j'adresse ici mes pas. "")","('#clymene', ""Quel étrange et sombre palais ! Je frémis à le voir ; n'as-tu point peur, Aminte ? Va seule dans ces lieux ; pour moi, j'ai trop de crainte."")",1.2,Substitution
453,"('#un-suivant-de-bacchus', ""Après les plaisirs de la table,  Ceux de l'Amour offrent le plus d'appas,  Il en faut faire un mélange agréable ;  Aimer à la fin du repas,  Afin de ne s'ennuyer pas,  Après les plaisirs de la table. "")","('#aminte', ""Qu'y demanderais-tu ? Tes voeux sont satisfaits. Philandre a l'âme blessée Des traits dont tu sais charmer ; Moi, que Tircis a laissée, J'ai sujet d'être empressée Pour savoir qui doit m'aimer."")",0.96,Substitution
454,"('#une-suivante-de-l-amour', ""Aimons toujours,  Parmi le vin et la tendresse,  Passons le cours  De nos beaux jours ;  On doit le temps de sa jeunesse  À Bacchus autant qu'aux Amours. "")","('#clymene', ""Je te rends ce Tircis ; son ardeur m'importune."")",1.21,Substitution
455,"('#faunus', 'Sans trop examiner, ni leurs droits, ni les vôtres,  En toute occasion, je crois  Avait toujours de bonne foi,  Bien payé les uns et les autres. ')","('#aminte', ""J'aurai donc pour toute fortune Ton refus."")",0.99,Substitution
456,"('#bacchus', 'Assurément. ')",,1.0,Insertion
457,"('#faunus', ""Pour ceux de Bacchus aujourd'hui,  Je m'en suis acquitté dignement avec lui. "")",,1.0,Insertion
458,"('#l-amour', 'Et les miens ? ')","('#clymene', ""Que t'importe ? Examine ton coeur ; Et si Tircis te plaît, laisse le point d'honneur."")",1.15,Substitution
459,"('#faunus', ""Partie à remettre,  Parce que l'un ne peut permettre…  Que tous les deux… conjointement…  Prennent certain arrangement…  Après cela pourtant, je puis bien vous promettre…  Quant à présent, que je me porte bien…  Mais pour une autre fois que vous n'y perdrez rien…  Et que sans vouloir vous commettre…  Il ne faut là-dessus avoir aucun souci…  D'autant que souvent on hasarde…  Que qui devrait garder, a besoin qu'on le garde…  Au bout du comte enfin… Bonsoir et grand merci. "")","('#aminte', ""Tu ris ; que diras-tu, si je fais qu'il te quitte ?"")",1.33,Substitution
460,"('#bacchus', 'Il est en bon état. ')",,1.0,Insertion
461,"('#l-amour', ""Que le vin l'y maintienne,  Jusqu'à ce que Jupiter vienne. "")",,1.0,Insertion
462,"('#bacchus', 'Agissons de concert toujours dans tout ceci. ')","('#clymene', 'Mes rigueurs en cela préviendront ton mérite.')",1.06,Substitution
463,"('#l-amour', ""J'ai donné ma parole à Junon. "")",,1.0,Insertion
464,"('#bacchus', 'Moi la mienne. ')","('#aminte', 'Tu dois aux miennes ce berger Que mes faveurs vont rengager.')",1.42,Substitution
465,"('#l-amour', ""Ne buvons donc point tant, et qu'il vous en souvienne. "")",,1.0,Insertion
466,"('#bacchus', ""N'ayez, de grâce, aucun souci. "")",,1.0,Insertion
467,"('#l-amour', ""Dans ces jardins tantôt j'ai fait entrer Philène. "")","('#clymene #aminte', 'Une fille a cent adresses Pour rebuter un amant ; Mais de dire ses finesses Pour faire un engagement, On ne le peut nullement.')",1.43,Substitution
468,"('#bacchus', ""Avec Corine, il s'y promène.  Sans être vu, l'anneau magique a réussi. "")","('#clymene', 'Voilà, sans consulter Ismèle Un oracle bientôt rendu.')",1.21,Substitution
469,"('#l-amour', ""Tant mieux, servons-nous-en pour les tirer d'ici. "")","('#aminte', 'Aurait-elle mieux répondu ?')",1.45,Substitution
470,"('#mercure', ""J'en conviens, l'aventure a de quoi vous surprendre.  Plus que vous j'en suis étonné ;  Rien ne devait vous faire attendre  Un retour si peu fortuné. "")","('#clymene', ""Non, et nous nous pouvons désormais passer d'elle : Aussi bien l'intérêt de Daphné nous appelle."")",1.81,Substitution
471,"('#jupiter', ""À cet événement je ne puis rien comprendre,  Tu m'en vois accablé de honte et de douleur,  Et je ne puis imputer mon malheur  Qu'au seul déguisement que mon choix m'a fait prendre. "")","('#penee', ""Ma fille, tout est prêt ; Ismèle va sortir : N'ayez point de repentir, Si le choix des dieux est autre Que le vôtre."")",0.79,Substitution
472,"('#mercure', 'Hé ? Pourquoi donc ? ')",,1.0,Insertion
473,"('#jupiter', ""Mercure, plus j'y pense,  Plus mes soupçons sont confirmés ;  Tous ces soupirants d'importance,  Dont les talents sont renfermés  Dans le faste et l'opulence,  Ne sont bons que pour la dépense ;  Et rarement ils sont aimés. "")","('#ismele', ""Monarque de l'Olympe, en qui sont tous les temps, Qui les fais devant toi passer comme moments, Et pour qui n'est qu'un point toute la destinée, Dis-nous, Ô maître des dieux, À qui doit être donnée La princesse de ces lieux. Où sont tes truchements ? Es-tu sourd aux prières ? Fantômes, qui savez peindre en mille manières Les secrets du destin gravés au haut des cieux, Simulacres volants, frères du dieu des songes, Faites-nous voir sans mensonges Ce qu'ont ordonné les dieux Sur un si digne hyménée ; Dites-nous la destinée De la Nymphe de ces lieux. Que vois-je ! Quel objet ! Quelle image à mes yeux Si vive et si claire Vient se présenter, Et me tourmenter Plus qu'à l'ordinaire ? L'objet Me fait Tressaillir : Je sens Mes sens Défaillir. Après ces paroles, Ismèle, comme possédée du Dieu, danse avec les autres prêtresses, tantôt comme si elles allaient tomber en extase, et tantôt avec des contorsions étranges. Pendant qu'elles dansent, des enfants, en guise de petits démons, et représentant les simulacres et les espèces qui s'offrent aux yeux, viennent de divers endroits du ciel se présenter à Ismèle, portant des branches et des couronnes de laurier. Ismèle, ayant vu ces objets, dit."")",0.59,Substitution
474,,"('#amphrise', ""Les dieux à leur interprète Ont fait un étrange don ; Ne peut-on être prophète, Si l'on ne perd la raison ?"")",1.0,Deletion
475,"('#mercure', 'On aurait là-dessus bien des choses à dire. ')",,1.0,Insertion
476,"('#jupiter', ""Corine ! Un noir chagrin m'agite, me déchire ;  Je gagerais qu'en ce moment,  Cette réflexion redouble mon tourment. "")","('#apidame #sperchee #amphrise', ""Les démons Vont l'agitant, Ses poumons Vont haletant ; Et son coeur va palpitant. Les ressorts De son corps, Son esprit, Tout pâtit."")",0.68,Substitution
477,"('#mercure', ""Oui, nous n'avons pas lieu de rire. "")",,1.0,Insertion
478,"('#jupiter', ""Corine est avec un amant,  À qui l'on croit impunément  Pouvoir des Dieux sacrifier le Maître. "")","('#ismele', ""Qu'on se taise : soyez attentifs aux mystères. J'épands en l'air ces caractères : C'est ma réponse ; il faut la poser sur l'autel. Démons, peuples légers, ministres de l'oracle, Cherchez-la ; car aucun mortel Ne la peut trouver sans miracle. Approchez-vous, lisez, et que dans ce vallon Un invisible choeur mon oracle répète. À ce commandement d'Ismèle, les esprits habitants de l'air cherchent en dansant les feuilles que la Sibylle a jetées, et les viennent, en dansant aussi, poser sur l'autel. Ismèle assemble ces feuilles, et dit à Pénée et à Daphné."")",0.59,Substitution
479,,"('#penee #daphne', ""Daphné doit aujourd'hui couronner Apollon."")",1.0,Deletion
480,,"('#choeur', ""Daphné doit aujourd'hui couronner Apollon."")",1.0,Deletion
481,"('#mercure', 'Oui da, cela pourrait bien être. ')","('#penee', ""Ismèle, servez-vous vous-même d'interprète ; Expliquez-nous l'ordre des dieux."")",1.94,Substitution
482,"('#jupiter', 'Oh ! La chose est assurément. ')","('#amphrise', ""Un prophète entend-il les choses qu'il annonce ? C'est à l'événement d'expliquer sa réponse."")",1.52,Substitution
483,"('#mercure', ""Mais du moins c'est sans vous connaître. "")",,1.0,Insertion
484,"('#jupiter', ""Je l'avais bien prévu. Fatal éloignement !  Ridicule déguisement !  Importune grandeur ! Pourquoi ne pas paraître  Aux regards d'un objet charmant  Dans tout l'éclat où le Ciel nous fait naître,  Et craindre de le trop honorer en l'aimant ? "")",,1.0,Insertion
485,"('#mercure', ""À vous en parler franchement,  Ce ne serait point ma manière ;  Mais c'est un usage ordinaire  Que vous n'avez encore quitté que rarement. "")","('#ismele', 'Adieu, princesse, adieu, je vous laisse en ces lieux.')",1.24,Substitution
486,"('#jupiter', ""M'en voilà pour jamais revenu, je te jure,  Sans craindre que Junon murmure,  Je me veux exposer à ses chagrins jaloux,  Et me faire un plaisir de braver son courroux.  Il faut pour mieux me venger d'elle,  Ouvertement aux yeux de tous,  Lui préférer une simple mortelle. Je ne saurais marquer trop de ressentiment ;  Cherchons Corine, il en est temps encore,  Avouons-nous pour son Amant.  Et que tout l'univers sache que je l'adore. "")","('#penee', ""Couronner Apollon ! Qu'importe à l'hyménée De la fille de Pénée ? Pour comprendre ces mots, je fais un vain effort."")",0.77,Substitution
