,dancourt-deroute-pharaon,dancourt-desolation-des-joueuses,Cost,Operation Type
368,"('#la-marquise', ""Que je vous embrasse aussi, mon cher enfant, le Ciel en soit loué.  Allons, des cartes, Messieurs ; Mesdames, recouvrons le temps perdu, s'il vous plaît."")","('#la-comtesse', ""Le ciel en soit loué !  Je savais bien, moi, que cette défense ne pouvait pas durer.  Allons recouvrons le temps perdu, s'il vous plaît, Messieurs."")",0.3,Substitution
369,"('#clitandre', ""Serait-il possible, Mon cher Marquis, que ce n'eût été qu'une fausse alarme ?"")","('#clitandre', ""Serait-il possible, marquis, que ce n'eût été qu'une fausse alarme ?"")",0.0,Match
370,"('#belise', ""On l'aurait prise bien mal-à-propos."")","('#dorimene', ""Tout Paris l'aurait prise mal à propos ?"")",0.08,Substitution
371,"('#le-marquis', ""Non vraiment, l'alarme n'est point fausse."")","('#le-marquis', ""Non, vraiment, ce n'est point une fausse alarme, et la défense est très expresse."")",0.12,Substitution
372,"('#bartolin', 'Oui, les défenses sont expresses.')",,1.0,Insertion
373,"('#eraste', 'Hé !  Que diantre vient-il de nous dire ?')","('#eraste', 'Que venez-vous donc nous dire ?')",0.75,Substitution
374,"('#la-comtesse', ""Il ne fallait point tant accourir, c'est pour vous moquez de nous apparemment, Monsieur_le_Marquis ?"")","('#la-comtesse', 'Il ne fallait point tant accourir.')",0.18,Substitution
375,,"('#l-intendante', 'Vous moquez-vous, Monsieur_le_Marquis ?')",1.0,Deletion
376,"('#le-marquis', ""Non, Mesdames, il ne tiendra qu'à vous de jouer tant qu'il vous plaira, et sans craindre l'amende ni les Commissaires."")","('#le-marquis', ""Non, Madame, et malgré la rigueur de la défense, il ne tiendra qu'à vous de jouer tant qu'il vous plaira, et sans craindre les commissaires."")",0.0,Match
377,"('#la-comtesse', ""Si je joue tant qu'il me plaira, je jouerai le jour et la nuit assurément."")","('#la-comtesse', ""Si je joue tant qu'il me plaira, je jouerai le jour et la nuit, assurément."")",0.0,Match
378,"('#la-marquise', 'Et moi de même.')",,1.0,Insertion
379,"('#belise', 'Dépêchez-donc de nous proposer votre expédient.')","('#dorimene', 'Proposez-nous donc votre expédient.')",0.0,Match
380,"('#eraste', ""Sandis, il va vous proposer de jouer sur les tuiles entre les gouttières, et si quelqu'un vient nous y surprendre, on pourra le faire sauter dans la rue sans le jeter par les fenêtres."")","('#eraste', 'Il va vous proposer de jouer sur les tuiles, entre deux gouttières.')",0.0,Match
381,,"('#la-comtesse', ""J'y avais déjà songé, et je me souviens que j'y ai joué, plus de de vingt fois en ma vie, à la bassette."")",1.0,Deletion
382,,"('#l-intendante', 'Eh bien Madame, puisque vous y avez joué à la bassette, nous pouvons bien y jouer au lansquenet, sans difficulté.  Il fait fort beau cette après-dinée, allons.')",1.0,Deletion
383,,"('#clitandre', ""Si quelqu'un vient pour nous surprendre, il sera fort aise de le faire sauter dans la rue."")",1.0,Deletion
384,"('#bartolin', ""L'expédient ne serait pas mauvais dans un autre temps, mais à présent la place n'est pas tenable."")","('#la-comtesse', ""Assurément, et sans le jeter par les fenêtres ; même, on dira qu'allait-il faire là ?"")",1.4,Substitution
385,"('#marton', ""Non assurément, mais vous serez chaudement dans la cave, et l'on ne s'avisera jamais d'aller chercher des joueuses parmi des tonneaux."")","('#lisette', ""Par ma foi, l'expédient des tuiles est bel et bon ; mais vous seriez plus fraîchement dans la cave, à ce qu'il me semble, et on ne s'aviserait jamais d'aller vous chercher parmi des tonneaux."")",0.11,Substitution
386,"('#la-marquise', ""Tout me convient à moi, le grenier ou la cave, il ne m'importe pourvu que je joue."")","('#l-intendante', ""Eh bien soit !  Le grenier ou la cave, il ne m'importe, pourvu que je joue."")",0.0,Match
387,"('#le-marquis', ""Ce que j'ai à vous dire vaut mieux que tout ce que vous pouvez vous imaginer et à l'heure que je vous parle, il y a trois ou quatre grosses parties de commencées."")","('#le-marquis', ""Ce que j'ai à vous dire vaut mieux que tout ce que vous pouvez vous imaginer ; et, à l'heure que je vous parle, il y a déjà plus de huit personnes qui ont commencé à jouer."")",0.0,Match
388,"('#la-comtesse', ""Hé !  Dites-nous promptement où c'est ?"")","('#la-comtesse', ""Eh !  Dites-nous donc promptement où c'est."")",0.0,Match
389,"('#le-marquis', 'Hors le Faubourg Saint-Antoine, mais que cela soit secret au moins.')","('#le-marquis', 'Au faubourg Saint-Antoine.  Que ceci soit secret au moins.')",0.0,Match
390,"('#la-marquise', 'Hors le Faubourg Saint Antoine !')","('#dorimene', 'Au faubourg Saint-Antoine ?')",0.0,Match
391,"('#marton', 'Vous allez devenir des joueuses de grand chemin, gare les suites.')",,1.0,Insertion
392,"('#le-marquis', ""Oui, Madame, dans des carrières, on se trouvera là à certaine heure, les carrosses se tiendront à une certaine distance ; et on jouera aussi beau jeu que dans l'Hôtel le mieux meublé, je vous en réponds."")","('#le-marquis', ""Oui, Madame, dans une de ces vieilles masures qui paraissent abandonnées ; on se trouvera à une certaine heure, les carrosses demeureront à cent pas, l'un d'un côté, l'autre de l'autre ; et l'on jouera aussi beau jeu que dans l'hôtel le mieux meublé, je vous en réponds."")",0.0,Match
393,"('#clitandre', 'Ce manège sera découvert à la fin.')","('#clitandre', 'On découvrira ce manège, à la fin.')",0.0,Match
394,"('#le-marquis', ""Point du tout, on n'y mettra point de lampions comme dans la ville, il n'y aura point de bals point de repas."")",,1.0,Insertion
395,"('#eraste', ""Point de repas, les vilaines assemblées !  Je ne suis point joueur de profession, mais les bals et les soupers me faisaient plaisir, je vous l'avoue."")",,1.0,Insertion
396,"('#la-comtesse', ""Et pourquoi les retrancher.  On fait bonne chère partout, et ce ne serait point un vilain spectacle qu'une carrière bien éclairée."")",,1.0,Insertion
397,"('#belise', 'Les bals feront tout découvrir.')",,1.0,Insertion
398,"('#bartolin', 'Assurément.')",,1.0,Insertion
399,"('#le-marquis', ""On ne s'assemblera pas toujours au même endroit, on ira de faubourg en faubourg, et de carrière en carrière"")","('#le-marquis', ""Point du tout ; l'assemblée ne se tiendra pas toujours au même endroit, et l'on se promènera de faubourg en faubourg, et de masure en masure."")",0.0,Match
400,,"('#eraste', ""Voilà bien de la peine et bien de l'embarras."")",1.0,Deletion
401,"('#marton', ""Ces assemblées-là auront assez l'air d'un petit sabbat."")","('#lisette', ""Cette assemblée aura assez l'air d'un petit Sabbat, à ce qu'il me semble ?"")",0.0,Match
402,"('#la-marquise', ""Oh !  Sabbat tant qu'il vous plaira, rien ne m'empêchera d'y aller, je veux absolument regagner mes pierreries."")","('#l-intendante', ""Eh !  Sabbat tant qu'il vous plaira ; il n'y a rien que je ne fasse pour regagner mes pierreries."")",0.0,Match
403,"('#marton', 'Mais si je vous proposais un expédient cent fois meilleur que les vôtres ?')","('#lisette', 'Cela est bien louable ; mais, si je vous proposais un expédient cent fois meilleur que tous les vôtres ?')",0.0,Match
404,"('#la-comtesse', 'Oh !  Les carrières sont admirables, et le Marquis nous y conduira.')","('#la-comtesse', 'Oh !  La masure est admirable, le marquis nous conduira.')",0.0,Match
405,"('#marton', 'Un bateau serait bien meilleur.')","('#lisette', 'Un bateau serait bien meilleur.')",0.0,Match
406,"('#la-marquise', 'Un bateau, Marton !')","('#l-intendante', 'Un bateau ?')",0.11,Substitution
407,"('#bartolin', 'En, voici bien une autre ?')",,1.0,Insertion
408,"('#marton', ""Oui, Madame, une de ces barques pontées qui depuis quelque temps viennent à la voile et qui apportent des huîtres.  Il faudrait la prendre au Pont Royal, on descend en jouant jusqu'à Mantes.  Si vous n'avez pas gagné votre argent, et que le coeur vous en dise, vous pouvez aller jusqu'à Rouen, et de là au Havre ; et Madame se trouverait à moitié chemin de l'Angleterre où elle veut aller."")","('#lisette', ""Oui, Madame, un bateau.  On prend un bateau au Pont-Rouge, et l'on va, jouant, jusqu'à Saint-Cloud, et si vous n'avez pas regagné votre argent, et que le coeur vous en dise, vous pourrez descendre jusqu'à Rouen, et Madame sera, par ce moyen, à demi-chemin de l'Angleterre."")",0.0,Match
409,"('#la-comtesse', ""Je ferai volontiers le voyage avec elle.  Quelqu'un veut-il y venir, me voilà prête ?"")","('#la-comtesse', ""Quelqu'un y veut-il venir ?  Pour moi, je suis toute prête."")",0.0,Match
410,"('#belise', ""Que veut-on ?  Qu'est-ce que c'est que cette figure-là ?  Voyez un peu, Marton."")",,1.0,Insertion
411,"('#marton', 'Oui, Madame.')",,1.0,Insertion
412,"('#la-marquise', ""L'imagination du bureau n'est pas mauvaise, je donne assez là-dedans."")",,1.0,Insertion
413,"('#clitandre', ""Je l'approuve fort aussi, moi."")",,1.0,Insertion
414,"('#belise', ""Elle est bien de mon goût, il n'y a point là, d'amende à craindre, le cours de la rivière est libre.  Qu'en dites-vous, mon frère ?"")","('#le-chevalier', 'Oh !  Cadedis !  Vous êtes un fripon vous-même !')",1.6,Substitution
415,"('#bartolin', 'Je dis, ma soeur, que je vous admire, et que vous avez de belles imaginations.')",,1.0,Insertion
416,"('#marton', ""Ce sont les violons et les Dames figurantes du Bal qui envoient savoir si on aura besoin d'elles cette nuit, et si on leur paiera leurs droits de présence."")",,1.0,Insertion
417,"('#la-comtesse', 'Oui, vraiment, ma chère, ne nous refusons pas tout au moins ce plaisir-là ; les jeux sont défendus, mais les Bals ne le sont point.')",,1.0,Insertion
418,"('#la-marquise', 'Madame_la_Comtesse a raison, il faut tirer parti de tout ceci, et enterrer la synagogue avec honneur.')",,1.0,Insertion
419,"('#belise', ""Qu'elles viennent à l'ordinaire, Marton, il n'y aura rien de changé."")",,1.0,Insertion
420,"('#marton', 'Oui, Madame.')",,1.0,Insertion
421,"('#belise', ""Quel bruit est-ce que j'entends dans ma chambre ?  Quel désordre est-ce là ?"")","('#dorimene', 'Quel bruit entends-je ?')",0.0,Match
422,"('#marton', ""Ma foi, Madame, c'est Monsieur_le_Baron qui tient au collet un homme qui le tient, lui par les oreilles."")",,1.0,Insertion
423,"('#bartolin', 'On ne respecte pas fort le Gentilhomme étranger.')",,1.0,Insertion
424,"('#valere', ""Messieurs, Messieurs, si vous ne vous séparez, je frapperai sur l'un et sur l'autre, et je vous séparerai à bons coups de canne."")",,1.0,Insertion
425,"('#garbatacase', 'Mi far un insulte de la sorte !')","('#la-comtesse', ""C'est la voix du chevalier."")",1.38,Substitution
426,"('#celide', ""Qu'est-ce donc que tout ceci, Valère ?"")","('#angelique', ""Qu'est-ce donc, Monsieur, quel désordre est ceci ?"")",1.13,Substitution
427,"('#valere', ""Une bagatelle, Madame, une petite dispute de rien qu'ont eue ces Messieurs."")",,1.0,Insertion
428,"('#frontin', 'Je lui arracherai les oreilles.')",,1.0,Insertion
429,"('#garbatacase', 'Mi parlar de la manière à mi, è dans mon Hôtel ?')",,1.0,Insertion
430,"('#frontin', ""Dans ton Hôtel, misérable ?  Tu n'as jamais eu de domicile que la prison."")",,1.0,Insertion
431,"('#garbatacase', 'Un filou qui file la carte.')","('#merlin', 'Un coquin, qui file la carte.')",0.03,Substitution
432,"('#frontin', ""Un coquin qui porte à l'écart."")","('#le-chevalier', ""Un maraud, qui porte à l'écart."")",0.37,Substitution
433,"('#eraste', 'Ah !  Cadédis, voilà une Scène assez ridiculement plaisante ; comment se terminera-t-elle ?')","('#eraste', ""Qu'est-ce que ceci veut dire ?"")",1.58,Substitution
434,"('#frontin', ""Cela n'est pas bien, Madame, de souffrir des fripons dans votre maison."")","('#merlin', ""Cela n'est pas bien, Madame, de souffrir des fripons dans votre maison !"")",0.0,Match
435,"('#garbatacase', 'Và via forfanté, parti di qua mammaluco ; aveté grand tort, Signor Valère, di produire in questa casa un homme de ce caractère.')","('#le-chevalier', 'Tais-toi, misérable !  Vous avez grand tort, Dorante, de produire ici des gens de ce caractère.')",0.85,Substitution
436,"('#valere', ""Ma foi, Monsieur_le_Baron, je vous crois aussi honnêtes gens l'un que l'autre."")","('#dorante', ""Je vous demande pardon, Monsieur le chevalier ; mais je vous crois aussi honnêtes gens l'un que l'autre."")",0.0,Match
437,"('#bartolin', 'Et vous ne vous trompez pas.')",,1.0,Insertion
438,"('#frontin', 'Moi, Monsieur, je ne voudrais pas me troquer contre lui ; il croit nous en imposer, avec son baragouin et sa grande mouche.')","('#merlin', 'Moi, Monsieur, je ne voudrais pas changer ma conscience contre la sienne.')",0.61,Substitution
439,"('#garbatacase', ""Ah !  Impudenté, io t'amassero."")",,1.0,Insertion
440,"('#frontin', ""Il parle français comme moi, tel que vous le voyez, et il n'a point de balafre, je vous en réponds."")",,1.0,Insertion
441,"('#belise', 'Ah, ah !  Que veut dire ceci ?')",,1.0,Insertion
442,"('#bartolin', ""Que j'ai pensé juste, ma soeur."")",,1.0,Insertion
443,"('#frontin', ""Oh !  Parbleu, je le reconnais mieux à présent que je ne faisais.  Oui, justement, c'est Mathieu Membrin, le fils d'un barbier de Falaise."")",,1.0,Insertion
444,"('#la-marquise', 'Mais vraiment, voici une aventure qui devient sérieuse.')",,1.0,Insertion
445,"('#la-comtesse', ""Monsieur l'Étranger est de Falaise ?"")",,1.0,Insertion
446,"('#garbatacase', 'Et per gratia, Mesdames, é un scélérat, un pendard, que vinté volte a mérita les galéres ; ti reconnosso à présent, tu faisais le Marchand de Vin dans le Carrosse de Rheims.')","('#le-chevalier', ""Un gueux, qui a vingt fois mérité les galères car je te remets à présent, je t'ai reconnu à ta manière.  C'était toi qui faisais le marchand de vin dans le carrosse de Dijon."")",0.59,Substitution
447,"('#frontin', ""Et toi le Marchand de Boeufs dans la diligence de Lyon, et je m'en souviens."")","('#merlin', ""Et toi, le marchand de boeufs ; je m'en souviens."")",0.0,Match
448,"('#garbatacase', 'Và, và, qué ti ricordé de la manière dont tu fus régalé à Orléans, où le Prévôt te vouli far impicar.')","('#le-chevalier', ""Va, souviens-toi plutôt de la manière dont tu sortis de Rouen, où l'intendant te voulait faire pendre."")",0.97,Substitution
449,"('#frontin', ""Hé qué ti ricordé... Qu'il te souvienne à toi des coups de bâton que nous te donnâmes à Auxerre, pour avoir notre part des mille écus que tu voulais garder pour toi seul."")","('#merlin', ""Et toi, des coups de bâton qu'on te donna à Auxerre, pour avoir filouté mille écus au fils de ce marchand de marée."")",0.04,Substitution
450,,"('#eraste', 'Voilà des circonstances fâcheuses.')",1.0,Deletion
451,"('#clitandre', ""Ces Messieurs-là se disent d'étranges choses."")","('#le-chevalier', 'Eh !  Messieurs, chassez cet insolent, je vous prie.')",0.75,Substitution
452,"('#bartolin', 'Et ne se disent que des vérités.')",,1.0,Insertion
453,"('#frontin', ""Je ne l'avais pas bien remis d'abord ; mais sa culotte large, et l'enflure des deux côtés de son juste-au-corps, me l'ont fait connaître."")","('#merlin', ""Je ne me le suis pas remis d'abord, mais je le reconnais à sa ringrave.  Voyez-vous cette grande culotte ?  Vous ne lui en avez jamais vu d'autre, je gage ?"")",0.15,Substitution
454,,"('#l-intendante', ""Je ne l'avais pas encore remarqué."")",1.0,Deletion
455,"('#garbatacase', 'Ah, traditor.')","('#le-chevalier', 'Nous sommes tous intéressés à ne pas souffrir ce maraud davantage dans une si honnête compagnie.')",1.42,Substitution
456,"('#frontin', 'La grande culotte et les plis du juste-au-corps, sont autant de magasins de cartes apprêtées.')",,1.0,Insertion
457,"('#la-marquise', 'Comment !  Que dites-vous ?')","('#dorimene', 'À quoi se terminera tout ceci ?')",1.45,Substitution
458,"('#frontin', 'Voyez, voyez dans sa culotte, Madame.')","('#merlin', 'Voyez, voyez, sous sa ringrave, Madame !')",0.54,Substitution
459,"('#la-marquise', ""Vous vous moquez vraiment, je n'y veux point regarder."")","('#la-comtesse', ""Vraiment, vous vous moquez, je n'y veux point regarder !"")",0.0,Match
460,"('#eraste', ""Oh cadedis, j'y regarderai bien, moi."")","('#le-chevalier', ""Ce malheureux m'impatiente.  Faites-le sortir, Messieurs, je vous en conjure."")",1.41,Substitution
461,,"('#merlin', 'Regardez, regardez, Messieurs.  Tout son bonheur est là-dessous, dans un esquipot.')",1.0,Deletion
462,,"('#le-marquis', 'Dans un esquipot !')",1.0,Deletion
463,"('#clitandre', ""Cela mérite d'être éclairci."")",,1.0,Insertion
464,"('#garbatacase', 'Signori, Signori, questo ni si fait point, è mi fareré rationé...')","('#le-chevalier', 'Messieurs, cela ne se pratique point.')",1.51,Substitution
465,"('#bartolin', 'Doucement, doucement, baissez un peu la voix.')","('#dorante', 'Ne vous fâchez pas, Monsieur le chevalier !')",1.12,Substitution
466,,"('#merlin', ""Voyez, voyez, il s'en servait tout à l'heure avec moi, et il n a pas eu le temps de l'ôter."")",1.0,Deletion
467,"('#eraste', ""Ah cadédis, les magasins sont bien garnis, ce n'est point un conte, et voilà un fripon qui dit vrai."")","('#le-chevalier', ""Cela ne se fait point, cadedis !  Madame, empêchez chez vous le désordre, c'est une pièce qu'on me fait."")",1.15,Substitution
468,"('#frontin', 'Je le savais bien, moi, que je ne me trompais pas.')","('#eraste', ""Oh !  Parbleu !  L'esquipot n'est point un mensonge."")",1.26,Substitution
469,"('#garbatacase', 'Mousu, mousu Valère, je me prends à vous de cette insulte.')","('#le-chevalier', 'Monsieur, je me prends à vous de cette insulte.')",0.0,Match
470,"('#valere', ""Va misérable, je t'en ferai raison, comme tu le mérites."")","('#eraste', ""Va, misérable, je t'en ferai raison à coups de canne !"")",0.0,Match
471,"('#belise', ""Je ne sais où j'en suis ; quelle aventure ?"")",,1.0,Insertion
472,"('#valere', ""Ce n'est pas tout, Messieurs, il faut qu'il convienne qu'il n'a point d'autre métier que celui de fripon de jeu.  Parleras-tu ?"")",,1.0,Insertion
473,"('#garbatacase', ""Hé là là, Messieurs, point de violence, je conviendrai de tout ce qu'il vous plaira ; mais ne me perdez pas, je vous en conjure."")","('#le-chevalier', ""Madame, Madame, vous souffrez qu'on me traite de cette sorte dans votre logis ?"")",1.08,Substitution
474,"('#la-marquise', ""Et l'argent qu'il nous a volé à tous tant que nous sommes ?"")",,1.0,Insertion
475,"('#garbatacase', ""J'en rendrai la moitié, que chacun fasse ses comptes : il me semble que c'est avoir de la conscience."")",,1.0,Insertion
476,"('#clitandre', 'Votre banque était en bonne main, Madame.')",,1.0,Insertion
477,"('#belise', ""J'y ai été trompée la première, et j'y perdrai peut-être plus qu'un autre."")",,1.0,Insertion
478,"('#eraste', ""Et l'autre fripon, qu'en ferons-nous ?  Il mérite grâce, et récompense même."")",,1.0,Insertion
479,"('#valere', ""Je m'en charge, Messieurs, je la lui ai promise ; c'est mon valet, et je ne lui ai fait jouer ce personnage que pour détromper Madame, et lui faire voir quel homme c'était que le Baron."")","('#la-comtesse', 'Un esquipot à Monsieur le chevalier de Bellemonte !  Je le croyais le plus honnête homme de toute la Gascogne.')",0.67,Substitution
480,"('#belise', ""Je suis ravie d'être désabusée, et je vous donne ma fille."")",,1.0,Insertion
481,"('#valere', 'Vous me rendez le plus heureux de tous les hommes.')",,1.0,Insertion
482,"('#la-marquise', 'Et en faveur du mariage, jouons donc quelques reprises de Lansquenet, ou quelques tailles de Pharaon.')","('#merlin', 'Lui, Madame ?  Il est bas Normand, je vous en réponds !')",1.77,Substitution
483,"('#valere', ""Nous ferons tout ce qu'il vous plaira, Mesdames, je prends sur moi les risques de l'amende, et je taillerai même, si l'on veut, pour la première fois de ma vie."")",,1.0,Insertion
484,"('#eraste', 'Je suis de moitié de la banque.')",,1.0,Insertion
485,"('#valere', 'Volontiers.')",,1.0,Insertion
486,"('#belise', ""Que l'on fasse avertir les gens du Concert et du Bal."")","('#le-chevalier', ""Par la sandis, je te mettrai les oreilles à l'écart !"")",0.95,Substitution
487,,"('#merlin', ""Parce qu'il parle gascon, vous le croyez de Gascogne ?  Mais c'est le fils d'un barbier de Falaise, ou le diable m'emporte !"")",1.0,Deletion
488,"('#marton', 'Ils sont presque tous là-dedans, Madame.')",,1.0,Insertion
489,"('#belise', ""Pendant que nous serons au jeu, que l'on commence l'un et l'autre, on continuera après le souper."")","('#le-chevalier', ""Oh !  Bien, bien, continue.  Puisque l'on veut plaisanter, je plaisante mieux qu'homme du monde."")",1.02,Substitution
490,,"('#dorimene', ""Ôte-toi d'ici, misérable, et ne parais jamais où je serai !"")",1.0,Deletion
491,"('#frontin', ""Il y aurait ici un beau coup à faire.  Mon maître a plus de deux cents louis sans sa bourse ; j'ai vingt pistoles, tâchons de trouver quelque associé pour enlever la banque. On se met au jeu, Valère taille, on chante une Cantate, pendant laquelle il entre plusieurs masques."")","('#le-chevalier', 'Ouais, ceci passe la raillerie !  Dorante, ne me poussez pas davantage.')",1.41,Substitution
492,"('#choeur', ""Le jeu nous amène  Dans ces lieux,  Pour nous faire à tous un sort heureux ? Dans ta douce chaîne  Dieu d'Amour,  Depuis longtemps nuit et jour,  Nous t'avons fait notre Cour ;  Nous prenons haleine  Dans les jeux,  Afin de te servir mieux. Dans le Quartier Saint Honoré,  Est un sabbat de lampions éclairé,  Où tous les soirs nombre de belles,  Aux Partisans des Lansquenets,  Viennent étaler leurs attraits  À la lueur de cent chandelles. C'est là qu'une vieille Cypris,  Dame et Patronne du logis,  D'une voix plaintive et cassée,  Sur les accidents de Paris  Leur explique ainsi sa pensée. Filles d'Amour, ce jour est terrible pour vous,  Pharaon, Lansquenet, Bassette,  Sont défendus, l'affaire est faite,  Mes enfants, que deviendront-nous ? En quel état cruel nous met cette défense ? Ô Ciel ! Permets-tu donc que sous d'injustes coups  On opprime l'innocence ;  Filles d'Amour ! Ce jour est terrible pour vous. Elle dit : À ces mots les Nymphes étonnées  Pleurent amèrement leurs tristes destinées ;  Le rouge et le blanc de leur teint  Se mêlent à regret aux larmes  Qui traînent, en coulant, les charmes  De leur visage sur leur sein. Une beauté presque naissante  Rit de les voir verser des pleurs,  Et dans ce grand revers constante,  Elle contrôle ainsi ses soeurs. Que le Diable emporte  Et Joueurs et Jeux, Et que nous importe Qu'ils soient malheureux : Nous ferons en sorte De nous passer d'eux. Les Jeux qu'on défend en ce jour,  Ont le sort qu'ils devaient attendre ;  Mais les jeux charmants de l'amour  Sont des jeux qu'on ne peut défendre. MARCHE. CANTATE."")","('#dorimene', 'Sors donc, maroufle, ou je te donnerai mille soufflets !')",0.63,Substitution
493,"('#valere', ""Oh parbleu, il y a ici quelque chose d'extraordinaire, et que je ne comprends pas."")",,1.0,Insertion
494,"('#eraste', ""Sandis, je le comprends bien, moi.  Nous avons chassé deux fripons, il en est revenu d'autres en masques ; cette Chauve-Souris et ce Perroquet sont des oiseaux de mauvais présage : mais sandis ils ne s'envoleront pas, et je leur vais rogner les ailes ; je tiens le mien, saisissez le vôtre."")","('#le-chevalier', ""Par la sandis, Madame, vous n'en usez pas bien !  Je sors."")",1.35,Substitution
495,"('#le-marquis', 'Une banque de plus de deux cents louis enlevée en moins de deux tailles ?')",,1.0,Insertion
496,"('#eraste', 'Messieurs les Masques, on saura qui vous êtes.')","('#dorimene', ""Je te reconduirai jusqu'à la porte."")",1.9,Substitution
497,"('#garbatacase', ""Moi, Monsieur, l'être in pon gentilhomme allemand : vous prendre garde."")","('#clitandre', 'Oui, oui, reconduisez celui-là, nous aurons soin de celui-ci.')",1.48,Substitution
498,"('#eraste', ""Un Gentilhomme Allemand !  C'est ce coquin de Baron."")","('#merlin', 'Eh, Messieurs !')",1.11,Substitution
499,"('#garbatacase', 'Oui, Monsieur, on ne veut plus que je taille : je suis venu ponter ; quel mal y a-t-il à cela ?')",,1.0,Insertion
500,"('#le-marquis', 'Quel mal il y a, misérable ?  Tu nous voles ?')","('#eraste', 'Iras-tu ?')",1.33,Substitution
501,,"('#dorimene', 'Eh !  De grâce, épargnez-le un peu, je vous prie.')",1.0,Deletion
502,,"('#merlin', ""Messieurs, ne nous mettez point dehors en même temps, il m'assommerait dans la rue."")",1.0,Deletion
503,"('#valere', ""Et celui-ci est mon coquin de valet, ils étaient d'intelligence."")","('#dorante', ""Faites grâce à mon valet, je vous en conjure.  Il est plus honnête homme que l'autre ; c'est moi qui lui ai fait jouer ce personnage pour détromper Madame, et lui faire voir quel homme c'était que le chevalier."")",0.68,Substitution
504,"('#frontin', ""Nos haines ne durent pas, comme vous voyez, nous sommes d'honnêtes gens, il n'y a point de rancune parmi nous autres."")",,1.0,Insertion
505,"('#valere', 'Ah insolent !  Te jouer à moi.')","('#dorimene', ""Je suis ravie d'être désabusée, Dorante, et je vous donne ma fille, pourvu que vous appreniez à jouer, et que vous veniez avec moi en Angleterre."")",1.3,Substitution
506,"('#frontin', ""Nous voulions vous corriger à votre coup d'essai, pour vous empêcher de continuer."")",,1.0,Insertion
507,"('#valere', 'Comment, maroufle ?')",,1.0,Insertion
508,"('#frontin', 'Ce sont les vingt pistoles de Mademoiselle qui sont cause de cela, je voulais les faire valoir.')","('#dorante', 'Je vous suivrai partout, Madame.')",1.46,Substitution
509,"('#eraste', 'Ah sandis, Messieurs les coquins, vous rendrez gorge.')",,1.0,Insertion
510,"('#valere', ""Reprenons d'abord notre argent, et qu'on les abandonne à leur mauvaise destinée."")","('#l-intendante', 'Nous jouerons donc quelque reprise de lansquenet en faveur du mariage ?')",1.63,Substitution
511,"('#frontin', 'Oui, nous tâcherons de la corriger.')","('#dorante', ""Nous ferons tout ce qu'il vous plaira, Madame."")",1.06,Substitution
512,"('#marton', 'On a servi, Madame.')","('#merlin', ""Et si l'on veut, je fournirai les cartes."")",1.45,Substitution
513,"('#belise', ""Allons nous mettre à table, que le Bal continue, et que cette aventure nous corrige de l'extravagance qu'il y a de jouer avec des masques."")",,1.0,Insertion
514,"('#marton', 'Et gardez-vous des visages, mêmes.')",,1.0,Insertion
