,montchretien-hector,giraudoux-la-guerre-de-troie-n-aura-pas-lieu,Cost,Operation Type
972,"('#priam', ""Je n'espère du sort une si grande douleur. "")","('#helene', ""Qu'a-t-elle d'extraordinaire ?"")",1.51,Substitution
973,,"('#une-voix', ""C'est épouvantable !  Nous sommes déshonorés !"")",1.0,Deletion
974,"('#andromaque', 'Hâtez-vous donc, Priam, prévenez son malheur. ')","('#hector', ""Qu'avez-vous à sourire, Ulysse ?  Vous voyez sur Hélène le moindre indice d'une défaillance à son devoir ?"")",1.34,Substitution
975,,"('#ulysse', ""Je ne le cherche pas.  L'eau sur le canard marque mieux que la souillure sur la femme."")",1.0,Deletion
976,,"('#paris', 'Tu parles à une reine.')",1.0,Deletion
977,,"('#ulysse', ""Exceptons les reines naturellement...  Ainsi, Pâris, vous avez enlevé cette reine, vous l'avez enlevée nue ; vous-même, je pense, n'étiez pas dans l'eau avec cuissard et armure, et aucun goût d'elle, aucun désir d'elle ne vous a saisi ?"")",1.0,Deletion
978,"('#priam', 'Je crains de lui causer une honte éternelle. ')","('#paris', 'Une reine nue est couverte par sa dignité.')",1.21,Substitution
979,,"('#helene', ""Elle n'a qu'à ne pas s'en dévêtir."")",1.0,Deletion
980,"('#andromaque', ""Est-ce ainsi je vous pri', que son salut s'appelle ? "")","('#ulysse', ""Combien a duré le voyage ?  J'ai mis trois jours avec mes vaisseaux, et ils sont plus rapides que les vôtres."")",1.43,Substitution
981,,"('#des-voix', 'Quelles sont ces intolérables insultes à la marine troyenne ?')",1.0,Deletion
982,,"('#une-voix', 'Vos vents sont plus rapides !  Pas vos vaisseaux !')",1.0,Deletion
983,"('#priam', ""Que diront les Grégeois l'ayant vu comparoir ? "")","('#ulysse', 'Mettons trois jours, si vous voulez.  Où était la reine, pendant ces trois jours ?')",1.57,Substitution
984,,"('#paris', 'Sur le pont, étendue.')",1.0,Deletion
985,,"('#ulysse', 'Et Pâris.  Dans la hune ?')",1.0,Deletion
986,,"('#helene', 'Étendu près de moi.')",1.0,Deletion
987,,"('#ulysse', 'Il lisait, près de vous ?  Il pêchait la dorade ?')",1.0,Deletion
988,,"('#helene', ""Parfois il m'éventait."")",1.0,Deletion
989,"('#andromaque', ""Qu'encor à leurs dépens ils pourront le revoir. "")","('#ulysse', 'Sans jamais vous toucher ?...')",1.45,Substitution
990,,"('#helene', ""Un jour, le deuxième, il m'a baisé la main."")",1.0,Deletion
991,,"('#ulysse', 'La main !  Je vois.  Le déchaînement de la brute.')",1.0,Deletion
992,,"('#helene', ""J'ai cru digne de ne pas m'en apercevoir."")",1.0,Deletion
993,,"('#ulysse', ""Le roulis ne vous a pas poussés l'un vers l'autre ?...  Je pense que ce n'est pas insulter la marine troyenne de dire que ses bateaux roulent..."")",1.0,Deletion
994,,"('#une-voix', 'Ils roulent beaucoup moins que les bateaux grecs ne tanguent.')",1.0,Deletion
995,,"('#oiax', ""Tanguer, nos bateaux grecs !  S'ils ont l'air de tanguer c'est à cause de leur proue surélevée et de leur arrière qu'on évide !..."")",1.0,Deletion
996,,"('#une-voix', ""Oh !  oui !  La face arrogante et le cul plat, c'est tout grec..."")",1.0,Deletion
997,"('#priam', 'Puis disparoir soudain comme un éclair qui passe. ')","('#ulysse', 'Et les trois nuits ?  Au-dessus de votre couple, les étoiles ont paru et disparu trois fois.  Rien ne vous est demeuré, Hélène, de ces trois nuits ?')",0.76,Substitution
998,,"('#helene', ""Si...  Si !  J'oubliais !  Une bien meilleure science des étoiles."")",1.0,Deletion
999,"('#andromaque', ""Qu'il se réserve encore à leur donner la chasse. "")",,1.0,Insertion
1000,"('#priam', 'Peut-être à couardise il serait imputé. ')","('#ulysse', 'Pendant que vous dormiez, peut-être... il vous a prise...')",1.1,Substitution
1001,,"('#helene', ""Un moucheron m'éveille..."")",1.0,Deletion
1002,,"('#hector', 'Tous deux vous le jureront, si vous voulez, sur votre déesse Aphrodite.')",1.0,Deletion
1003,"('#andromaque', ""N'importe par quel prix, mais qu'il soit racheté. "")",,1.0,Insertion
1004,"('#priam', 'Mais quel esprit constant consentira de faire  Un vrai mal pour un bien à peine imaginaire ? ')","('#ulysse', ""Je leur en fais grâce.  Je la connais, Aphrodite !  Son serment favori, c'est le parjure...  Curieuse histoire, et qui va détruire dans l'Archipel l'idée qu'il y avait des Troyens."")",1.59,Substitution
1005,,"('#paris', ""Que pensait-on, des Troyens, dans l'Archipel ?"")",1.0,Deletion
1006,"('#andromaque', ""Il nous est bien permis d'employer tous moyens :  Il y va de sa vie et du salut ses siens. "")","('#ulysse', ""On les croit moins doués que nous pour le négoce, mais beaux et irrésistibles.  Poursuivez vos confidences, Pâris.  C'est une intéressante contribution à la physiologie.  Quelle raison a bien pu vous pousser à respecter Hélène quand vous l'aviez à merci ?..."")",1.28,Substitution
1007,,"('#paris', ""Je...  Je l'aimais."")",1.0,Deletion
1008,,"('#helene', ""Si vous ne savez pas ce que c'est que l'amour,Ulysse, n'abordez pas ces sujets-là."")",1.0,Deletion
1009,,"('#ulysse', ""Avouez, Hélène, que vous ne l'auriez pas suivi, si vous aviez su que les Troyens sont impuissants..."")",1.0,Deletion
1010,"('#priam', ""» On doit garder l'honneur comme une chose sainte. "")","('#une-voix', ""C'est une honte !"")",0.99,Substitution
1011,,"('#une-voix', ""Qu'on le musèle."")",1.0,Deletion
1012,"('#andromaque', ""» Les coups des ennemis n'y portent point d'atteinte. "")",,1.0,Insertion
1013,"('#priam', ""» Mais qui veut mériter d'être bien estimé  » D'ennemis ni d'amis ne doit être blâmé. "")",,1.0,Insertion
1014,"('#andromaque', ""» L'ardeur de plaire à tous que la gloire lui donne  » Est cause bien souvent qu'il ne plaît à personne. "")",,1.0,Insertion
1015,"('#priam', ""» Le méchant a cela qu'à soi-même il déplaît,  » Mais le bon en tous temps demeure tel qu'il est. "")",,1.0,Insertion
1016,"('#andromaque', ""» Un jugement bien sain ne pense pas mal faire  » S'il se tire à propos d'un périlleux affaire. "")","('#une-voix', 'Amène ta femme, et tu verras.')",1.45,Substitution
1017,,"('#une-voix', 'Et ta grand-mère !')",1.0,Deletion
1018,"('#priam', ""» Quand sur mainte action le jugement se fait,  » Pour n'en savoir la cause on en blâme l'effet."")","('#ulysse', 'Je me suis mal exprimé.  Que Pâris, le beau Pâris fût impuissant...')",1.08,Substitution
1019,"('#andromaque', ""» Un chef n'est obligé de rendre manifestes  » Les intimes ressorts qui gouvernent ses gestes. "")","('#une-voix', 'Est-ce que tu vas parler, Pâris.  Vas-tu nous rendre la risée du monde ?')",1.5,Substitution
1020,"('#priam', ""» Si bien, en fait d'honneur : car qui n'en est soigneux  » Fait naître du scrupule ès esprits soupçonneux. "")","('#paris', 'Hector, vois comme ma situation est désagréable !')",1.64,Substitution
1021,"('#andromaque', ""On connaît bien qu'Hector a l'âme trop haute  Pour taxer sa retraite et l'imputer à faute. "")","('#hector', ""Tu n'en as plus que pour une minute...  Adieu, Hélène.  Et que ta vertu devienne aussi proverbiale qu'aurait pu l'être ta facilité."")",1.44,Substitution
1022,"('#priam', ""» Tant plus l'homme est vanté pour ses perfections,  » Tant plus clair on veut voir dedans ses actions. "")","('#helene', ""Je n'avais pas d'inquiétude.  Les siècles vous donnent toujours le mérite qui est le vôtre."")",1.66,Substitution
1023,"('#andromaque', ""Et bien, l'on apprendra que sagement il cède  Au destin invincible, est-ce un mal sans remède ? "")","('#ulysse', ""Pâris l'impuissant, beau surnom !...  Vous pouvez l'embrasser, Hélène, pour une fois."")",0.99,Substitution
1024,,"('#paris', 'Hector !')",1.0,Deletion
1025,,"('#le-gabier', 'Est-ce que vous allez supporter cette farce, commandant ?')",1.0,Deletion
1026,,"('#hector', ""Tais-toi !  C'est moi qui commande ici !"")",1.0,Deletion
1027,,"('#le-gabier', ""Vous commandez mal !  Nous, les gabiers de Pâris, nous en avons assez.  Je vais le dire, moi, ce qu'il a fait à votre reine !..."")",1.0,Deletion
1028,,"('#des-voix', 'Bravo !  Parle !')",1.0,Deletion
1029,,"('#le-gabier', ""Il se sacrifie sur l'ordre de son frère.  Moi, j'étais officier de bord.  J'ai tout vu."")",1.0,Deletion
1030,,"('#hector', ""Tu t'es trompé."")",1.0,Deletion
1031,,"('#le-gabier', ""Vous pensez qu'on trompe l'oeil d'un marin troyen ?  À trente pas je reconnais les mouettes borgnes.  Viens à mon côté, Olipidès.  Il était dans la hune, celui-là.  Il a tout vu d'en haut.  Moi, ma tête passait de l'escalier des soutes.  Elle était juste à leur hauteur, comme un chat devant un lit...  Faut-il le dire, Troyens !"")",1.0,Deletion
1032,"('#priam', 'On jugera plutôt que son esprit tremblant  Se lâche à la frayeur dessous un faux semblant. ')","('#hector', 'Silence.')",1.42,Substitution
1033,,"('#des-voix', ""Parle !  Qu'il parle !"")",1.0,Deletion
1034,,"('#le-gabier', ""Et il n'y avait pas deux minutes qu'ils étaient à bord, n'est-ce pas, Olipidès ?"")",1.0,Deletion
1035,,"('#olipides', ""Le temps d'éponger la reine et de refaire sa raie.  Vous pensez si je voyais la raie de la reine, du front à la nuque, de là-haut."")",1.0,Deletion
1036,,"('#le-gabier', ""Et il nous a tous envoyés dans la cale, excepté nous deux qu'il n'a pas vus..."")",1.0,Deletion
1037,,"('#olipides', 'Et sans pilote, le navire filait droit nord.  Sans vents, la voile était franc grosse...')",1.0,Deletion
1038,,"('#le-gabier', ""Et de ma cachette, quand j'aurais dû voir la tranche d'un seul corps, toute la journée j'ai vu la tranche de deux, un pain de seigle sur un pain de blé...  Des pains qui cuisaient, qui levaient.  De la vraie cuisson."")",1.0,Deletion
1039,,"('#olipides', ""Et moi d'en haut j'ai vu plus souvent un seul corps que deux, tantôt blanc, comme le gabier le dit, tantôt doré.  À quatre bras et quatre jambes..."")",1.0,Deletion
1040,"('#andromaque', ""Ô Priam incrédule ! Est-ce ainsi que tu nommes  Cette image d'un Dieu qui communique aux hommes,  Ce Héraut véritable attesté du Soleil ?  Baste, soit fait d'Hector, que jamais plus mon oeil  Ne regarde sa face, à moi seule ne touche  Le salut de sa vie, ains son père farouche,  Sa mère, ses parents, ses amis obstinés  Pour l'avoir méprisé se verront ruinés.  Cependant, ô bons Dieux ! Puisque son propre père,  Sa mère, et ses parents non mus de leur misère  Semblent comme à l'envi s'opposer à son bien,  Faites que son trépas soit prévenu du mien. "")","('#le-gabier', ""Voilà pour l'impuissance !  Et pour l'amour moral, Olipidès, pour la partie affection, dis ce que tu entendais de ton tonneau !  Les paroles des femmes montent, celles des hommes s'étalent.  Je dirai ce que disait Pâris..."")",0.31,Substitution
1041,,"('#olipides', ""Elle l'a appelé sa perruche, sa chatte."")",1.0,Deletion
1042,,"('#le-gabier', ""Lui son puma, son jaguar.  Ils intervertissaient les sexes.  C'est de la tendresse.  C'est bien connu."")",1.0,Deletion
1043,"('#priam', ""À votre affection je remets ces paroles  Qu'on jugera toujours téméraires et folles ;  Chacun connaît assez que j'aime votre époux ;  Qu'Hécube et ses parents le chérissent sur tous ;  Que ma Cour le respecte et l'admire et l'embrasse  Comme l'appui de Troie et l'honneur de sa race :  Mais regardez un peu qui le fait estimer,  Rechercher des Seigneurs, et des peuples aimer,  Ce n'est ni sa beauté, ni sa grandeur Royale,  C'est sa rare vertu qui marche sans égale :  Ainsi cessant le fruit d'où germe son bonheur, Il ne cueillerait plus cette moisson d'honneur.  Mais soit fait toutefois ainsi qu'elle propose :  Je ne veux pour son bien omettre aucune chose.  Ide, cours sur le champ où nos sanglants débats  Se vident par le sort des hasardeux combats,  Et là me cherche Hector qui veut par sa prouesse  Ranimer les Troyens à repousser la Grèce :  Quand tu l'auras trouvé, somme-le de ma part  De ne tenter plus outre ; ajoute le hasard  Dont ce jour le menace, ajoute que sa mère,  Sa femme, ses amis prévoyant leur misère  Lamentent son départ, et le conjurent tous  Par mille et mille voeux de s'abstenir des coups.  Après conseille-lui de retirer l'armée ;  Qu'aussi bien son effort volerait en fumée,  Et que perdant nos gens nous n'avancerions rien,  Que notre seul malheur. Va donques et reviens. "")","('#olipides', ""Tu es mon hêtre, disait-elle aussi.  Je t'étreins juste comme un hêtre, disait-elle...  Sur la mer, on pense aux arbres."")",1.16,Substitution
1044,"('#le-choeur', ""C'est un grand coup de hasard s'il quitte la bataille.  » Quand l'aiguillon d'honneur un courage travaille,  » Rien ne peut l'arracher des prises du combat,  » S'il voit quitter la palme à l'ennemi qu'il bat. "")","('#le-gabier', ""Et toi mon bouleau, lui disait-il, mon bouleau frémissant !  Je me rappelle bien le mot bouleau.  C'est un arbre russe."")",1.65,Substitution
1045,,"('#olipides', ""Et j'ai dû rester jusqu'à la nuit dans la hune.  On a faim et soif là-haut.  Et le reste."")",1.0,Deletion
1046,,"('#le-gabier', ""Et quand il se désenlaçaient, ils se léchaient du bout de la langue, parce qu'ils se trouvaient salés."")",1.0,Deletion
1047,,"('#olipides', 'Et quand ils se sont mis debout, pour aller enfin se coucher, ils chancelaient...')",1.0,Deletion
1048,"('#andromaque', ""Vois-je pas Anténor qui devers nous s'approche ? "")","('#le-gabier', ""Et voilà ce qu'elle aurait eu, ta Pénélope, avec cet impuissant."")",1.28,Substitution
1049,,"('#des-voix', 'Bravo !  Bravo !')",1.0,Deletion
1050,,"('#une-voix-de-femme', 'Gloire à Pâris.')",1.0,Deletion
1051,,"('#un-homme-jovial', 'Rendons à Pâris ce qui revient à Pâris !')",1.0,Deletion
1052,,"('#hector', ""Ils mentent, n'est-ce pas, Hélène ?"")",1.0,Deletion
1053,,"('#ulysse', 'Hélène écoute, charmée.')",1.0,Deletion
1054,"('#hecube', ""Le voici, c'est lui-même. "")","('#helene', ""J'oubliais qu'il s'agissait de moi.  Ces hommes ont de la conviction."")",1.32,Substitution
1055,,"('#ulysse', ""Ose dire qu'ils mentent, Pâris ?"")",1.0,Deletion
1056,,"('#paris', 'Dans les détails, quelque peu.')",1.0,Deletion
1057,"('#priam', ""Ô vieillard sans reproche,  D'où viens-tu, je te pri' ? Sais-tu que son époux  S'est dérobé d'ici pour se trouver aux coups ? "")","('#le-gabier', ""Ni dans le gros, ni dans les détails.  N'est-ce pas, Olipidès !  Vous contestez vos expressions d'amour, commandant ?  Vous contestez le mot puma ?"")",1.55,Substitution
1058,,"('#paris', 'Pas spécialement le mot puma !...')",1.0,Deletion
1059,"('#antenor', ""On ne me l'a point dit, et j'en ai connaissance ;  J'ai bien tôt reconnu le branle de sa lance,  Et le panache horrible enté sur son armet,  Qui parmi nos Troyens le courage remet. "")","('#le-gabier', ""Le mot bouleau, alors ?  Je vois.  C'est le mot bouleau frémissant qui vous offusque.  Tant pis, vous l'avez dit.  Je jure que vous l'avez dit, et d'ailleurs il n'y a pas à rougir du mot bouleau.  J'en ai vu des bouleaux frémissants, l'hiver, le long de la Caspienne, et, sur la neige, avec leurs bagues d'écorce noire qui semblaient séparées par le vide, on se demandait ce qui portait les branches.  Et j'en ai vu en plein été, dans le chenal près d'Astrakhan avec leurs bagues blanches comme celles des bons champignons, juste au bord de l'eau, mais aussi dignes que le saule est mollasse.  Et quand vous avez dessus un de ces gros corbeaux gris et noir, tout l'arbre tremble, plie à casser, et je lui lançais des pierres jusqu'à ce qu'il s'envolât, et toutes les feuilles alors me parlaient et me faisaient signe.  Et à les voir frissonner, en or par-dessus, en argent par-dessous, vous vous sentez le coeur plein de tendresse !  Moi, j'en aurais pleuré, n'est-ce pas, Olipidès !  Voilà ce que c'est qu'un bouleau !"")",1.26,Substitution
1060,"('#priam', ""Quoi ? L'as-tu déjà vu mêlé parmi la presse ? "")","('#la-foule', 'Bravo !  Bravo !')",1.3,Substitution
1061,"('#antenor', 'Mais plutôt foudroyant les bataillons de Grèce. ')","('#un-autre-marin', ""Et il n'y a pas que le gabier et Olipidès qui les aient vus, Priam.  Du soutier à l'enseigne, nous étions tous ressortis du navire par les hublots, et tous, cramponnés à la coque, nous regardions par-dessous la lisse.  Le navire n'était qu'un instrument à voir."")",1.59,Substitution
1062,,"('#un-troisieme-marin', ""À voir l'amour."")",1.0,Deletion
1063,,"('#ulysse', 'Et voilà, Hector !')",1.0,Deletion
1064,,"('#hector', 'Taisez-vous tous.')",1.0,Deletion
1065,"('#andromaque', ""Je crains bien qu'à la fin lui-même foudroyé,  Soit aux ombres d'en bas d'un tonnerre envoyé. "")","('#le-gabier', 'Tiens, fais taire celle-là ! Iris apparaît dans le ciel.')",0.88,Substitution
1066,,"('#le-peuple', 'Iris !  Iris !')",1.0,Deletion
1067,,"('#paris', ""C'est Aphrodite qui t'envoie ?"")",1.0,Deletion
1068,,"('#iris', ""Oui, Aphrodite ; elle me charge de vous dire que l'amour est la loi du monde.  Que tout ce qui double l'amour, devient sacré, que ce soit le mensonge, l'avarice, ou la luxure.  Que tout amoureux, elle le prend sous sa garde, du roi au berger en passant par l'entremetteur.  J'ai bien dit : l'entremetteur.  S'il en est un ici, qu'il soit salué.  Et qu'elle vous interdit à vous deux, Hector et Ulysse, de séparer Pâris d'Hélène.  Ou il y aura la guerre."")",1.0,Deletion
1069,,"('#paris #les-vieillards', 'Merci, Iris !')",1.0,Deletion
1070,,"('#hector', 'Et de Pallas aucun message ?')",1.0,Deletion
1071,"('#antenor', ""Sans lui nous perdions tout. Troie s'en allait périe. "")","('#iris', ""Oui, Pallas me charge de vous dire que la raison est la loi du monde.  Tout être amoureux, vous fait-elle dire, déraisonne.  Elle vous demande de lui avouer franchement s'il y a plus bête que le coq sur la poule ou la mouche sur la mouche.  Elle n'insiste pas.  Et elle vous ordonne, à vous Hector et vous Ulysse, de séparer Hélène de ce Pâris à poil frisé.  Ou il y aura la guerre..."")",1.48,Substitution
1072,"('#priam', ""Comme l'as-tu connu, dis-le-nous, je te prie, "")","('#hector #les-femmes', 'Merci, Iris !')",1.26,Substitution
1073,,"('#priam', ""Ô mon fils, ce n'est ni Aphrodite, ni Pallas qui règlent l'univers.  Que nous commande Zeus dans cette incertitude ?"")",1.0,Deletion
1074,"('#antenor', ""Je m'étais peu devant séparé d'avec lui,  Ne songeant de rien moins qu'à sortir aujourd'hui,  Pour voir quel sort régnait au milieu de nos armes,  Et quel devoir rendaient les plus braves Gensdarmes.  Au sommet d'une tour à peine parvenu,  J'avais parmi notre Ost un grand branle connu :  Tous fléchissaient partout, je demeurais en doute,  Pour voir prendre aux Troyens une honteuse route,  Ressentant à peu près les mêmes mouvements  Où flottaient notre armée en ses étonnements ;  Quand soudain j'aperçois ton Hector magnanime  Monté sur un coursier que l'éperon anime Poudroyer la campagne, et tirer aux combats ;  L'horreur, l'effroi, la mort accompagnaient ses pas.  Promptement il se fourre à travers notre armée,  Qui d'un nouveau courage à l'instant enflammée  Repousse l'ennemi vivement poursuivant :  Puis en moins d'un clin d'oeil je l'aperçois devant  Haut sur tous les Troyens d'épaules et de tête,  Passer comme un éclair suivi de la tempête ;  Mais plutôt comme un foudre effrayant les regards,  Et brisant de ses coups lances, piques et dards.  Contre le fort Ajax et le preux Diomède  Il se bat main à main, mais l'un et l'autre cède.  Nestor et Mérion veulent parer ses coups ;  C'est un faible rempart aux traits de son courroux.  À lui vient s'opposer le plus vieil des Atrides,  Il passe come un vent sur les vagues humides :  Puis s'enfonce parmi les vulgaires soldats  Que sa face dissipe en mille et mille parts :  Comme quand un Lion point de faim et de rage  Tombe sur les troupeaux qui sont en pâturage  En fuite il les écarte aussitôt que ses yeux  Lancent dessus leur front un regard furieux.  Notre camp remis sus sa valeur accompagne,  Et comme un fier torrent ravage la campagne.  L'homme le plus timide est du tout assuré,  Quand cet astre de guerre a son oeil éclairé.  Après qu'Hector longtemps a couru par la presse,  Il aperçoit Achille, à lui donc il s'adresse,  Met la lance en arrêt : Achille d'autre part  Auquel moitié du champ s'offre par le hasard,  Honteux de refuser une si belle lice  Tâche à couvrir sa honte avec de l'artifice,  Et se met sur les rangs lors tous deux de droit fil  Viennent à se heurter, mais d'un choc inutile ; Le bois vole en éclats, et la seule poignée  Leur reste dans la main du grand coup étonnée :  Ils la jettent en l'air, poussent le cheval prompt,  Tournent court l'un vers l'autre, et se trouvent à front  Déjà branlant au poing la redoutable épée,  Qui mille fois s'est vue au sang haineux trempée L'un chamaille sur l'autre, et leurs coups éclatants  D'un effroyable bruit vont en l'air retintant :  Quatre Cyclopes nus martelant une barre  À grands retours de bras ne font tel tintamarre.  Comme on voit au printemps deux taureaux fort puissants  Après une génisse à l'envi mugissants  De colère, d'amour, de jalousie ardente ;  Celui qui veut jouir en ronflant se présente, L'autre veut l'empêcher, mais après plusieurs coups  Le premier reste seul et le maître et l'époux :  Ainsi le grand Hector qui bouillonne de rage  Reste en fin le vainqueur : Achille se dégage,  Et le champ et l'honneur laissant à son Rival,  Se relance en son gros à pointe de cheval ;  Et mon oeil est trompé s'il n'emporte une atteinte  Ou dans le petit ventre ou dans la cuisse empreinte.  Hector pousse après lui, crie : Achille, où vas-tu ?  Donc tourner le visage est acte de vertu ?  Venge au moins, si tu peux, ton grand fils de Ménète  Qui se plaindra de toi parmi l'ombre muette.  J'ai bien ouï ces mots. Ores il va partout,  Puis retourne sur soi, passant de bout en bout  Par l'armée ennemie, et sans tarder en place  Donne aux fiers Myrmidons ou la mort ou la chasse.  De là me naît l'espoir qu'avec l'aide des Dieux  Aujourd'hui nous aurons un camp victorieux. "")","('#iris', ""Zeus, le maître des Dieux, vous fait dire que ceux qui ne voient que l'amour dans le monde sont aussi bêtes que ceux qui ne le voient pas.  La sagesse, vous fait dire Zeus, le maître des dieux, c'est tantôt de faire l'amour et tantôt de ne pas le faire.  Les prairies semées de coucous et de violettes, à son humble et impérieux avis, sont aussi douces à ceux qui s'étendent l'un sur l'autre qu'à ceux qui s'étendent l'un près de l'autre, soit qu'ils lisent, soit qu'ils soufflent sur la sphère aérée du pissenlit, soit qu'ils pensent au repas du soir ou à la république.  Il s'en rapporte donc à Hector et à Ulysse pour que l'on sépare Hélène et Pâris tout en ne les séparant pas.  Il ordonne à tous les autres de s'éloigner, et de laisser face à face les négociateurs.  Et que ceux-là s'arrangent pour qu'il n'y ait pas la guerre.  Ou alors, il vous le jure et il n'a jamais menacé en vain, il vous jure qu'il y aura la guerre."")",1.13,Substitution
1075,"('#priam', ""Le Ciel t'en veuille ouïr, ô vieillard honorable  Rendant à nos efforts sa dextre favorable.  Comme à ton sûr rapport ne m'a jamais trompé,  Ainsi puisse mon fils être au sort échappé. "")","('#hector', 'À vos ordres, Ulysse !')",1.32,Substitution
1076,,"('#ulysse', 'À vos ordres. Tous se retirent. On voit une grande écharpe se former dans le ciel.')",1.0,Deletion
1077,,"('#helene', ""C'est bien elle.  Elle a oublié sa ceinture à mi-chemin."")",1.0,Deletion
1078,,"('#hector', 'Et voilà le vrai combat, Ulysse.')",1.0,Deletion
1079,,"('#ulysse', ""Le combat d'où sortira ou ne sortira pas la guerre, oui."")",1.0,Deletion
1080,,"('#hector', 'Elle en sortira ?')",1.0,Deletion
1081,,"('#ulysse', 'Nous allons le savoir dans cinq minutes.')",1.0,Deletion
1082,,"('#hector', ""Si c'est un combat de paroles, mes chances sont faibles."")",1.0,Deletion
1083,,"('#ulysse', ""Je crois que cela sera plutôt une pesée.  Nous avons vraiment l'air d'être chacun sur le plateau d'une balance.  Le poids parlera..."")",1.0,Deletion
1084,,"('#hector', ""Mon poids ?  Ce que je pèse, Ulysse ?  Je pèse un homme jeune, une femme jeune, un enfant à naître.  Je pèse la joie de vivre, la confiance de vivre, l'élan vers ce qui est juste et naturel."")",1.0,Deletion
1085,"('#le-choeur', ""» Dieu couvre d'un obscur nuage  » Tout ce qui nous doit arriver.  » Un beau jour naît au coeur d'Hiver,  » Et l'Été se trouble d'orage :  » On ne saurait montrer au doigt  » Ce que le temps porte avec soi.  » L'âme à soudains moments atteinte  » D'allégresse et tremblement,  » Toujours balance instablement  » Entre l'espérance et la crainte ;  » Comme la Nef que dans les flots  » L'ancre ne peut mettre à repos.  » Tantôt sa force est affaiblie,  » Tantôt elle a trop de vigueur,  » Tantôt elle hausse le coeur,  » Tantôt son audace elle oublie,  » Comme un vent prospère et divers  » La relève ou jette à l'envers.  » Ô bienheureuse la pensée  » Qui n'espère rien en souci,  » Et qui ne désespère aussi ;  » Ne pouvant être traversée  » De voir les accidents humains  » Lui voler ses désirs des mains.  » Pour elle n'a lieu le désastre,  » Ni l'effort d'un esprit mutin,  » Ni le sort divers du destin,  » Ni l'influence d'aucun astre :  » Quoi qu'on lui veuille susciter  » Elle peut tout approfiter.  » Ses discours réglés de prudence  » Jettent leur regard haut et bas,  » Combien qu'elle n'ignore pas  » Que fort courte est l'intelligence  » De ceux que l'âge et le savoir  » Font plus sages apercevoir.  » Si l'effet trompe son attente,  » Elle n'endort son sentiment  » Pour couler insensiblement  » Dans le malheur qui se présente :  » Mais toujours préparée à tout,  » Voit sa fortune et s'y résout.  » Une âme débile au contraire  » Au premier vent peut s'émouvoir,  » Et quoiqu'elle ait fait tout pouvoir  » À toute heure elle désespère,  » Comme si l'homme le plus fin  » Pouvait maîtriser son destin.  » Aveugle en sa propre science  » Et trouble en son propre repos,  » Elle discourt mal à propos  » Sur l'incertaine expérience,  » Pensant régler à quelque loi  » Ce qui ne dépend pas de soi.  » Ainsi vainement aheurtée,  » S'il advient que sa passion  » La déçoive en l'élection ;  » Par soi-même au double agitée  » Elle s'ouvre à tous les efforts  » Et du dedans et du dehors.  » Vraiment l'homme est bien misérable,  » L'homme objet de tant de malheurs,  » S'il court au devant des douleurs,  » Qu'il doit attendre de pied stable,  » Pour souffrir sans rien murmurer  » Ce qu'il est forcé d'endurer. "")","('#ulysse', ""Je pèse l'homme adulte, la femme de trente ans, le fils que je mesure chaque mois avec des encoches, contre le chambranle du palais...  Mon beau-père prétend que j'abîme la menuiserie...  Je pèse la volupté de vivre et la méfiance de la vie."")",0.67,Substitution
1086,"('#priam', ""Hécube, nos malheurs déclinent à leur fin.  Hector par sa valeur échappe le destin ;  Son bras n'a plus d'obstacle, il perce les batailles  De l'Ost Grégeois comblé d'horribles funérailles :  Quoique de ce combat maint soupçon j'eusse pris  Le doux vent d'un espoir rallègre mes esprits. "")","('#hector', ""Je pèse la chasse, le courage, la fidélité, l'amour."")",0.89,Substitution
1087,"('#hecube', ""» Bien souvent notre coeur prend de fausses alarmes,  » Et nos yeux sans sujet versent beaucoup de larmes :  » Car une fausse peur gagnant l'affection,  » Égale en ses douleurs la vraie affliction. "")","('#ulysse', 'Je pèse la circonspection devant les dieux, les hommes et les choses.')",1.02,Substitution
1088,,"('#hector', 'Je pèse le chêne phrygien, tous les chênes phrygiens feuillus et trapus, épars sur nos collines avec nos boeufs frisés.')",1.0,Deletion
1089,,"('#ulysse', ""Je pèse l'olivier."")",1.0,Deletion
1090,,"('#hector', 'Je pèse le faucon, je regarde le soleil en face.')",1.0,Deletion
1091,,"('#ulysse', 'Je pèse la chouette.')",1.0,Deletion
1092,,"('#hector', ""Je pèse tout un peuple de paysans débonnaires, d'artisans laborieux, des milliers de charrues, de métiers à tisser, de forges et d'enclumes...  Oh !  Pourquoi, devant vous, tous ces poids me paraissent-ils tout à coup si légers !"")",1.0,Deletion
1093,"('#priam', ""Je l'éprouve aujourd'hui, ce mal imaginaire  Dont je sens mon esprit peu à peu se défaire,  Plus que tout autre ennui m'a causé du tourment.  » C'est que l'on craint beaucoup aimant bien chèrement. "")","('#ulysse', ""Je pèse ce que pèse cet air incorruptible et impitoyable sur la côte et sur l'archipel."")",1.15,Substitution
1094,,"('#hector', ""Pourquoi continuer ?  La balance s'incline."")",1.0,Deletion
1095,,"('#ulysse', 'De mon côté ?...  Oui, je le crois.')",1.0,Deletion
1096,,"('#hector', 'Et vous voulez la guerre ?')",1.0,Deletion
1097,,"('#ulysse', 'Je ne la veux pas.  Mais je suis moins sûr de ses intentions à elle.')",1.0,Deletion
