,mareschala-genereuse-allemande,mareschala-genereuse-allemande-2,Cost,Operation Type
429,,"('#camille', 'Il monte. En ce moment vont finir tous mes soins. ')",1.0,Deletion
430,,"('#l-exempt', 'Madame… ')",1.0,Deletion
431,,"('#camille', 'Que veux-tu ? ')",1.0,Deletion
432,,"('#l-exempt', 'Vous tenir ma promesse. ')",1.0,Deletion
433,"('#vachles', ""Ferez-vous à mon coeur une si grande injure ?  Si vous pouviez entrer, Madame, là-dedans,  Vous n'y verriez que jour, que feux, que traits ardents. "")","('#camille', ""Quelle ? D'un Ennemi toute douceur me blesse ;  Tes actions ne m'ont promis que trahison. "")",1.22,Substitution
434,"('#cloriande', ""Oui bien, vous n'avez fait, (vos voulez me l'apprendre)  Un si mauvais portrait que pour le mettre en cendre ;  Et c'est tout en effet ce qu'il mérite aussi,  La honte fait brûler ces ouvrages ainsi. "")","('#l-exempt', 'Et ma fidélité vous met hors de prison :  Vous donneriez un nom plus doux à cet office… ')",1.11,Substitution
435,,"('#camille', ""Si tu n'avais été d'elle-même complice. "")",1.0,Deletion
436,"('#vachles', ""Le feu respecterait bien moins un Diadème ;  Le Soleil brûle tout, sans se brûler lui-même ;  Votre portrait céleste est le feu de mes feux,  Comme la Salamandre il règne dedans eux ;  Dedans un feu le feu s'augmente, et se renforce. "")","('#l-exempt', 'Obéir fut mon crime, et de même obéir  Fait ici ma vertu. ')",0.95,Substitution
437,,"('#camille', 'Suspecte à me trahir. ')",1.0,Deletion
438,"('#cloriande', ""Ils ne s'aident tous deux qu'à détruire leur force ;  Faites, si vous voulez, mon portrait enflammé,  Vif, qui consume tout, et jamais consumé ;  Pour moi, je suis toujours d'une même nature ;  Mais non, c'est me flatter, ce n'est pas ma peinture ;  Votre esprit seulement a voulu se jouer,  Et lui seul il s'est peint, en pensant me louer ;  Il a, pour mon objet, pris un autre en sa place. "")","('#l-exempt', ""Il faut vous contenter ; que ce courroux s'apaise,  Et je vous laisserai cette chambre à votre aise. Vous, sortez de ce lieu, descendez de ce pas,  Rangez-vous cette nuit tous ensemble là-bas.  Espérez liberté dans peu de jours entière.  Il lève les Gardes de la Chambre."")",0.55,Substitution
439,"('#vachles', ""Car je l'ai fait de flamme, et vous êtres de glace. "")","('#camille', ""J'espère de faire ici un sanglant cimetière. "")",1.24,Substitution
440,,"('#l-exempt', ""Madame, demandez tout ce qu'il vous faudra. "")",1.0,Deletion
441,"('#cloriande', 'Ne vous offensez pas doncque si je vous fuis,  Votre coeur est de feu, je fondrais prêt ce lui ;  Mon portrait pour ce coup vous tiendra compagnie.  Elle sort et le laisse.')","('#camille', ""Votre perte, Méchants, qui bientôt adviendra.  Or çà, voici la nuit que j'ai tant désirée,  Employons-la, mon coeur, elle est trop expirée,  De crainte de surprise et d'autres accidents,  Va prendre les papiers enfermés là-dedans ;  Il faut que maintenant je les réduise en flamme :  Mais je n'ai point de feu ; quoi ? Tu rêves, mon âme ;  Je les avalerais dans mon ventre plus tôt.  Élyse va prendre les écrits touchant le dessein avec Adraste."")",0.21,Substitution
442,,"('#elyse', 'Madame, les voilà. ')",1.0,Deletion
443,"('#vachles', ""Oui, pour être témoin d'une peine infinie ;  C'est avecque les Dieux prendre un même pouvoir,  Qui se font adorer en portrait, sans les voir. "")","('#camille', ""Fais-moi venir tantôt  De l'eau chaude, (et conduis sagement cette feinte ;)  Tu leur diras là-bas, de lassitude atteinte  Afin de mieux dormir que je veux me laver :  On verra les moyens qu'un Dieu m'a fait trouver  Pour sauver, même en l'eau, ces papiers du naufrage,  Puisqu'on m'ôte le feu, mettons-les à la nage ;  Dans ce Poêle échauffé je ne puis seulement  Libre voir un si doux et commun Élément,  Je le sens, j'en jouis, sans que je le possède ;  Il faut que mon esprit cherche un nouveau remède :  Déchirons ces écrits, pour en faire un nouveau,  Puis une pâte enfin, les détrempant dans l'eau :  L'invention est sûre autant comme nouvelle :  Ne les pourrais-je pas brûler à la chandelle ?  Non, ces Gardes sans doute en auraient quelque odeur,  Et je craindrais du feu la fumée et l'ardeur ;  Voici l'eau déjà prête.  Élyse y va. Elle déchire par morceaux toutes les lettres et les écrits d'Adraste."")",0.18,Substitution
444,,"('#elyse', 'Elle est toute bouillante. ')",1.0,Deletion
445,"('#aristandre', ""Sur tes ailes, Amour, j'achève mon voyage,  Énée enfin revient, je revois ma Carthage ;  Sacrés murs, et tous d'or, témoins de mon retour,  Belle Ville, (non pas, c'est le Temple d'Amour)  Grands Palais, fortes Tours, Maisons, je vous salue ;  Que ne puis-je, emporté dans le flanc d'une nue,  Visible seulement à ma chère Didon,  Aller rendre en ses yeux mon âme à Cupidon,  Mourir d'un long baiser dessus sa belle bouche,  Goûter entre ses bras les plaisirs de sa couche !  Arrête, mon désir, veux-tu me consumer ?  Dans la Fable un tel coup aurait fait transformer  Les Dieux en cent façons, tant ma fortune est grande !  J'aurais eu pour rival Jupiter, et sa bande ;  Plus fort, plus glorieux, et plus puissant qu'eux tous,  Mortel, sans autre effort, je fais bien d'autres coups ;  Non, je ne cherche point de formes ni de nues ;  Je ne sais point que c'est de façons inconnues ;  Tout ouvert, en plein jour, ma présence et mes yeux  Font plus, que déguisés n'auraient fait tous ces Dieux ;  Je tiens à mon vouloir les âmes enchaînées,  Mes pas font le bonheur, mes yeux des destinées :  C'est par toi, petit Dieu, que je suis triomphant,  Je relève, vainqueur, du pouvoir d'un Enfant ;  Prends de nouveaux Autels, Amour, et te repose,  Je te puis faire Dieu, quoi que le Ciel t'oppose,  Fais état de me plaire, et crois qu'en mon bonheur  Ce qui se fait pour moi s'adresse à ton honneur ;  J'en attends le plaisir, et t'en donne la gloire.  Mais je crois que Gylas a perdu la mémoire  À mon commandement de revenir ici ;  Sait-il bien, le cruel, qu'il me tient en souci ?  Qu'ici je vis d'espoir, et meurs d'impatience ?  Dans la Ville envoyé, pour y prendre science  (Secrète néanmoins) de l'état de la Cour,  Depuis l'heure il devrait être ici de retour ;  Je compte tous ses pas, je le suis de pensée,  J'ai toute avecque lui la Ville traversée,  Le vent, un trait de feu me semblerait trop lent,  Rien ne peux seconder mon désir violent ;  Encore deux moments ; c'est trop. Page, aussi vite  Que ma voix coupe l'air, et Zéphyre l'excite,  Va trouver ma Princesse, et porte-lui mes voeux  Là bien moins qu'en mon coeur peints en lettres de feux :  Dis-lui que ce papier, (quand tu lui verras prendre)  S'il ne brûle à ses yeux, c'est qu'il n'est plus que cendre ;  Dépêche, n'es-tu pas encore de retour ? "")","('#camille', ""Fut-elle de ton sang ainsi chaude et coulante !  Tyran, pour le hacher que n'ai-je ici ton coeur !  Que le mien doucement vengerait sa langueur !  Mais tandis qu'à ceci soigneuse je travaille,  Entre en mon Cabinet, lève de la muraille  Un carreau qui n'y tient que de son propre poids ;  À côté de la porte à l'abord tu le vois. "")",0.12,Substitution
446,"('#le-page', ""Porté dans un éclair, sur les ailes d'Amour,  En Mercure je pars, et reviens en Éole."")","('#elyse', 'Pourrai-je le tirer ?  Elle y va.')",1.21,Substitution
447,"('#aristandre', ""Son pied certes dément de bien peu sa parole,  Son coeur et son esprit vont plus haut que ses ans,  Le finet manque peu de rencontres plaisants,  Et réussit des mieux à contenter ma flamme,  Il sait plaire à mon coeur et lire dans mon âme :  Vraiment jusqu'à ce point je puis me dire heureux,  Qu'il n'est aucun des miens qui ne semble amoureux,  S'ils n'ont l'amour au coeur, ils l'auront en la bouche,  Un valet sans cela me paraît une souche,  Je crois qu'Amour m'en fait lui-même élection,  Ils savent ménager sans moi ma passion ;  Tous ceux qui sont à moi, (je ne sais quel Génie  Leur inspire une humeur à mon humeur unie)  Ont le coeur assez bon, et je les choque peu  En valeur, en amour, sans y trouver de feu ;  Et ce Turc, que j'ai pris d'esclave à mon service,  Dont la naïve humeur passe tout artifice,  M'a juré qu'en Français le premier mot qu'il sut  Ce fut le nom d'amour, qu'ignorant il conçut ;  Il m'entend, ce souris encore le confesse ;  Approche : son humeur me plaît, plus je la presse. "")","('#camille', ""Travaille sans te feindre.  Courage, nous n'aurons tantôt plus rien à craindre ;  Je vois tout mon malheur qui s'en va dans ce fonds :  Que de dangers affreux ! Que de gouffres profonds  Dans ce petit vaisseau se perdent et s'abîment !  Mon désespoir se noie, et mes feux se raniment :  Je vois dessus cette eau ma constance nager,  Et ma peur et mes soins jusqu'au fonds se plonger ;  Je pétris mon salut, je prends un nouvel être,  En voici le levain, je commence à renaître ;  Là-dedans mes ennuis flottent dans un tombeau,  Et mes mains là-dedans me font un coeur nouveau,  Sans sable je fais plus que ne fit Prométhée.  Mais la clarté revient, et l'Aurore apprêtée  Déjà fait atteler les chevaux du Soleil,  L'ombre se passe en l'air, en terre le sommeil ;  Je finis mon travail, et le sien recommence.  Elle détrempe les papiers dans l'eau."")",0.01,Substitution
448,"('#le-turc', ""Qui ne vous connaîtrait ; mais je vous sens venir ;  Je suis propre, Monsieur, à vous entretenir,  Faute d'autre s'entend.  Or je vois dans la plaine,  Qui m'en ôtera bien et l'honneur et la peine ;  Voyez-vous pas Gylas qui tire ici tout droit ?  Gylas paraît au bout du Théâtre."")","('#elyse', ""Avecque peine enfin, toute chose s'avance ;  Madame j'ai plus fait que vous ne croiriez pas. "")",0.59,Substitution
449,,"('#camille', 'Prévenons ces Argus qui nous veillent là-bas. ')",1.0,Deletion
450,"('#aristandre', ""Un Dieu plus à propos certes ne me viendrait.  Et bien, qu'apprenons-nous ? "")","('#l-exempt', ""Est-il heure à dormir ? Quoi ? Le nez dans la plume,  Encore vous ronflez ? Peu de soin vous consume ;  Quel obstacle à sortir à qui l'eût entrepris ? "")",1.22,Substitution
451,,"('#garde-i', 'Sur le jour ce sommeil a chargé mes esprits. ')",1.0,Deletion
452,"('#gylas', 'De mauvaises nouvelles. ')",,1.0,Insertion
453,"('#aristandre', 'Quel Démon de malheur les pourrait faire telles ? ')","('#l-exempt', ""Ainsi doncque du Prince et de moi, l'on abuse ? "")",0.82,Substitution
454,"('#gylas', 'Celui qui ne se plaît que dedans nos tourments,  Qui tire tous nos maux de nos contentements,  Le sort… ')","('#garde-ii', 'Trois nuits de ce combat vous disent notre excuse. ')",1.32,Substitution
455,"('#aristandre', ""Achève tôt, ta harangue me tue,  J'en ai le coeur atteint, et l'oreille battue ;  Le sort, que veut le sort ? Prononce son décret ;  S'il ne faut que mourir, me voilà, je suis prêt ;  Ah Dieu ! Je ne sais quoi me met en frénésie,  Que je crains les effets de quelque jalousie !  Parle. "")","('#l-exempt', ""Vraiment sur votre garde il fait bon s'assurer :  Or sus, videz ce lieu, sortez sans murmurer,  Allez dedans vos lits achever la journée ;  La volonté du Prince à cet effet tournée,  Je viens vous décharger par ce commandement ;  Allez. "")",0.44,Substitution
456,,"('#garde-iii', 'Ne faut-il pas vous suivre ? ')",1.0,Deletion
457,,"('#l-exempt', 'Nullement. ')",1.0,Deletion
458,,"('#camille', ""Qu'ils tempêtent là-bas ; je suis hors de l'orage. "")",1.0,Deletion
459,"('#gylas', ""Écoutez parler en vous la passion,  Qui vous dit le sujet de votre affliction ;  Vous devinez vous-même, et tout seul, ce qu'à peine  Ai-je appris de plusieurs. "")","('#elyse', ""Nous avons tout à temps achevé notre ouvrage ;  Voici l'Exempt, Madame ; il monte seul à nous. "")",0.75,Substitution
460,,"('#camille', 'Ses Gardes sont levés, cet orgueil devient doux. ')",1.0,Deletion
461,"('#aristandre', ""Tu me tiens en haleine ;  La Princesse, en un mot, sait-elle mon retour ?  Vit-elle ? M'aime-t-elle ? "")","('#l-exempt', ""Madame, tout à fait en liberté remise,  Je vous offre la foi que je vous ai promise,  Vous me voyez d'un coeur tout prêt à vous servir. "")",0.9,Substitution
462,"('#gylas', ""On ne sait à la Cour  Quelle part la retient ; mais ce qui plus m'étonne,  Un des miens sourdement m'a dit qu'on l'emprisonne,  Et pour l'égard du Prince, on croit qu'il est jaloux ;  Vous pouvez bien penser que ce n'est que de vous. "")","('#camille', ""Moi, d'un autre à te perdre, et prête à te ravir  L'âme dedans ton sang, mortellement frappée,  S'il méritait l'honneur de teindre cette épée ;  Traître, t'oses tu bien devant moi présenter ? "")",0.87,Substitution
463,,"('#l-exempt', 'Que faut-il pour vous plaire et pour vous contenter ? ')",1.0,Deletion
464,"('#aristandre', ""Tu n'en as que trop dit ; je juge assez du reste :  Astres cent fois maudits ! Toi Ciel ! Je te déteste ;  Vous démons !... Mais pourquoi les Astres quereller ?  Ils ne peuvent répondre, et je leur veux parler ;  Crier contre le Ciel, c'est frapper une roche ;  J'attaque un ennemi qui se tient hors d'approche ;  Va trouver le Tyran, c'est lui, va l'égorger,  Contre lui seul se doit ton foudre décharger,  D'un coup va lui cacher dans le sein ton épée,  Ta colère en son sang se verra détrempée ;  Je le veux, je le puis. Mais il ne le faut pas ;  Ici ma passion doit aller par compas,  Cette affaire se veut plus doucement poursuivre ;  Amour perd Roseline, il faut qu'il la délivre ;  Mon esprit fera plus ici que la valeur ;  Cloriande sans doute a causé le malheur :  Sa passion jalouse en rage convertie  Aura contre sa Soeur dressé cette partie ;  Sa bonne volonté pour moi, fait contre moi,  Infidèle en cela par un excès de foi ;  Il faut que mon esprit qui perce ces ombrages,  Comme un Soleil plus fort, démêle ces nuages,  Que qui m'a fait le mal me donne guérison,  Que je remette l'Ingrate à la raison,  Et que la propre main qui perdit ma Princesse,  Par un coup plus subtil la guérisse, et se blesse :  Allons donc appeler ma Jalouse au combat,  Et vaincre un ennemi, qui lui-même se bat. "")","('#camille', ""Mourir ; vous le devez de courage, ou de honte,  Qu'une fille, ô Tyrans, aujourd'hui vous surmonte. "")",0.91,Substitution
465,,"('#l-exempt', 'Le temps adoucira, Madame, ce courroux. ')",1.0,Deletion
466,"('#roseline', ""Furieuse d'amour, d'espoir abandonnée,  Qu'ai-je plus à traîner ma fière destinée ?  À ma propre raison mon nom même odieux,  Et mon ombre à moi-même objet injurieux,  Ne saurais-je trouver, mes pleurs, où je me noie ?  Horreur de tous les yeux, faut-il que je me voie ?  Que ne m'a-t-on donné pour prison les Enfers ?  Un Cachot couvrirait, et ma honte, et mes fers ;  Que me vaut un Palais, où je ne vois personne,  Où je mange ma voix, et l'air qui m'environne,  Où je n'ai d'entretien qu'avecque mes douleurs,  Je vis de mes soupirs, et ne bois que mes pleurs ?  La grotte d'un Lion me serait moins sauvage,  Un désert, un rocher, un barbare rivage ;  En cet infâme état mon seul objet me nuit,  Je ne fuis rien que moi, rien que moi ne me suit ;  Réduite à soupirer seule entre ces murailles  Je fais vivante ici mes propre funérailles,  Mon âme est en mon corps comme dans un tombeau,  Ma honte est mon supplice, et mon coeur le bourreau.  Ô Mort ! C'est trop languir dans tes traits engagée,  Achève, en me tuant tu m'auras obligée ;  Dedans ta cruauté je cherche ta pitié,  Et le coup de ma mort est un coup d'amitié ; Et vous Cieux, qui semblez entreprendre ma perte,  Vous en dédirez-vous ? Elle vous est offerte ;  Je vous tiens plus cruels si vous m'êtes plus doux,  Je crains plus votre grâce encore que vos coups ;  Toi, qui n'a rien d'humain que le visage d'homme,  Barbare ! C'est trop peu, s'il faut que je te nomme ;  Mon Mari ! Non, ta rage et ta brutalité  T'ôtent ce nom, jamais tu ne l'as mérité ;  Prince ! Il n'en fut jamais aucun de cette sorte,  Voit-on qu'un tigre, un ours d'une lionne sorte ?  Oui, trop indigne fruit ta race te dément ;  Toi, que mon coeur ne peut appeler seulement,  Toi doncque, qui me tient misérable, et captive,  Qui ne veux que ma perte, et qui veux que je vive,  Bourreau, viens m'égorger, viens, et ne me fais pas  Pour un soupçon tout seul souffrir plus d'un trépas ;  Que ne puis-je d'un coup achever ma misère ?  Puissé-je me tuer moi-même en ma colère,  Déchirer pièce à pièce un corps que la douleur  Tient en état de vie et de proie au malheur.  Mais je me tue à faux, et la Parque cruelle  Pour mourir plus de fois me ferait immortelle ;  Coryléon, la Mort, ma douleur, et les Cieux  Ne savent point que c'est d'un acte officieux,  Dedans leur cruauté s'ils me pensaient bien faire,  On les verrait changer mon mal en un contraire,  Ils me font de ma vie un Enfer rigoureux,  Et je ne puis mourir, parce que je le veux.  Ô Ciel ! Si je ne puis mériter un tonnerre,  Au moins que sous mes pas s'ouvre, et crève la Terre,  Je ferai, pour mourir, précipice de tout,  Qu'on me laisse à mon choix, j'en viendrai bien à bout ;  Où pourrai-je trouver une mort toute prête ;  Mais toujours un lien sensiblement m'arrête.  Aristandre, c'est toi, c'est ta seule raison  Qui m'a mise et retient vive dans ma prison ;  Sans toi je n'oserais disposer de moi-même,  Pour moi je hais la vie, et pout toi seule je l'aime ;  Encore mon amour me permet de te voir ;  Et je bénis mes maux, s'ils me font recevoir  Ce bien qui dans l'Enfer me ferait des délices,  Qui me rendrait heureuse au milieu des supplices ;  Ma Soeur, que je puis dire au vrai mon seul appui,  Doux Soleil qui m'éclaire en ce gouffre aujourd'hui,  De qui tout le défaut n'est que d'avoir un frère,  Et qui me tient encore en ces lieux bien plus chère,  M'a promis que dans peu ce nuage écarté,  Avecque mon honneur j'aurai la liberté :  Ô Ciel ! À son respect sois-moi plus favorable.  Ce doux espoir me rend déjà moins misérable,  Je doute, et dans mes maux, si j'ai bien enduré,  Je ne me souviens pas presque d'avoir pleuré,  Et ces lieux destinés à mon inquiétude,  Ma paraissent plus doux, comme une solitude ;  Je m'y retire, et crois que c'est plus pour rêver  On me les a donnés, que pour me captiver.  Elle cherche partout de quoi se faire mourir."")","('#camille', ""Quand il m'aura vengée, et bientôt, de vous tous. Qu'ai-je dit ? Il s'en va ; M'aurait-il entendu ?  À peine suis-je au port du naufrage rendue,  Et je me jette encore un coup au même vent ;  La colère m'échappe, et me nuit trop souvent,  Ne saurais-je souffrir encore une journée ?  Dois-je ainsi par mes mains troubler ma destinée ?  Désarme-toi, mon coeur, attends encore un peu,  Par un si faible éclair veux-tu perdre un grand feu ? "")",0.0,Match
467,"('#aristandre', ""C'est à lui maintenant de chercher son courage ;  Nous l'avons mis au tort ; le presser davantage,  On eût pu l'imputer à ma témérité,  Un affront signalé punit sa vanité,  Et mon épée attend pour achever le reste ;  C'est par où mon courroux lui sera plus funeste ;  Il ne peut reculer, je l'ai trop bien lié,  Je tiens déjà mon bras dessus lui déplié ;  L'orgueilleux ! L'insolent ! Il a l'âme si lâche,  Qu'avant que de l'avoir ma victoire me fâche,  Il ne mérite pas une mort de ma main,  Ma valeur le tuer ? Ce sera mon dédain ;  Je lui ferai bien voir demain une autre danse ;  Mais redis-moi, Gylas, ici son impudence,  De quel air son esprit à ce jeu l'a porté.  Page, avance à la rue, en ce coin écarté.  Le Page porte un flambeau."")","('#aristandre', ""Le Ciel à la fin se déclare,  Le Destin contre moi fait son dernier effort,  Je vois de tous côté l'appareil de ma mort,  Et ma constance s'y prépare ;  Puisque rien ne me peut aujourd'hui secourir,  Que mes fers sont lassés de ma persévérance,  N'ayant dedans ces lieux vécu que d'espérance,  Si je n'espère plus, ne dois-je pas mourir ?  Camille est dedans les alarmes  Qu'un envieux destin lui livre à mon sujet,  Et de tous les efforts d'un glorieux projet,  Il ne lui reste que des larmes ;  Pour la mienne elle perd sa propre liberté ;  Les Dieux m'ont en horreur, je n'ai plus rien qui m'aide,  Mon mal est sans pareil, et serait sans remède,  Hors le dernier qu'on trouve à perdre la clarté.  Je ne puis vivre de la sorte  Dans le honteux débris d'un destin ruiné,  Et pour sortir enfin d'un malheur obstiné  Un fer m'en ouvrira la porte :  Je n'ai déjà que trop différé ce dessein ;  Mais je crois que la mort s'entend avec ma vie,  La cruelle qu'elle est résiste à mon envie,  Je la cherche partout, et la porte en mon sein.  Chaque moment fait que j'expire,  Et tant de morts pourtant ne me consument pas ;  Ne saurais-je trouver, ô Dieux ! Un vrai trépas,  D'un si véritable martyre ?  Je ne vis que par force, et ne meurs qu'en désir ;  Le malheur à ce corps sert d'une âme nouvelle ;  Un contraire Destin, qui me fuit, et m'appelle,  Me tient vif aux douleurs, et mort à tout plaisir.  Amour que faut-il que je fasse ?  Prête un dard à la Mort, les tiens sont plus puissants ;  Un favorable coup fera dire à mes sens  Que c'est d'amour que je trépasse :  Mais ce Dieu me refuse, et me dit tout jaloux  Qu'il ne veut pas en moi détruire son Empire,  Que Camille aujourd'hui se plaint que je soupire ;  Et me doit faire ailleurs mourir d'un trait plus doux.  Hélas ! Je me repais d'un songe,  Puis-je toucher ce bien jamais que du penser ?  Amour en m'en privant, pour me récompenser,  Donne des appas au mensonge :  Non non, tous ces espoirs m'ont trompé trop souvent ; Préparons dans ma fin celle de tant de charmes, Un orage de sang sur une mer de larmes, Où mon espoir perdu me servira de vent. STANCES."")",0.0,Match
468,"('#gylas', ""L'Ambassadeur, jaloux qu'au milieu de la bande  Vous eussiez dérobé de ses mains Cloriande,  Se retirant du bal, où libre vous dansiez  Sans égard qu'en cela pourtant vous l'offensiez ;  C'est un sauteur, dit-il, dont le coeur est de rose,  Ces Français font toujours éclat de peu de chose,  Je l'entends, et lui dit à l'oreille, tout bas ;  Monsieur, il a le coeur d'un Lion aux combats,  Il porte seulement la rose en son visage ;  Si vous avez assez de coeur et de courage,  Il vous en fera voir l'épine sur le pré. "")","('#adraste', ""Nous voici tous venus sans bruit, sans violence ; Ô favorable nuit ! Ton ombre et ton silence, Qui cachent un triomphe en ce sourd appareil,  Feront tantôt rougir de honte le Soleil.  De vrai, je pense voir déjà même l'Aurore  Qui s'habille pompeuse à ce jour qu'elle honore ;  La nuit, qui m'a conduit dans son obscurité,  En ma seule faveur appelle la clarté ;  Voici juste en son point l'heure de l'entreprise ;  Qu'attendrons-nous de plus ? "")",0.05,Substitution
469,"('#aristandre', ""Mon_Dieu ! Qu'en cet Appel tu parlas à mon gré ! "")","('#felismon', ""Ménipe : ah ! Je l'avise ?  Voyez-vous comme un Dieu l'amène à point nommé"")",0.43,Substitution
470,"('#gylas', ""Le voilà tout surpris, sans réplique, et sans grâce,  Qui digère assez mal sa peur, et mon audace ;  Vous savez le surplus, et ce qu'après le bal  Vous lui dites ensuite. "")","('#adraste', ""Ami, nous t'attendions, est-on point alarmé ? "")",1.07,Substitution
471,"('#aristandre', ""À ton discours égal  Je pris et confirmai ta première parole :  C'est bien peu de sauter, vous verrai que je vole  Quand j'ai l'épée en main, lui dis-je froidement,  C'est l'éclat des Français le plus noble et charmant ;  Si mes pieds sont légers, j'ai la main forte et dure ;  Lors il entre en cervelle, et perd toute posture ;  Interdit, qui n'avait de couleur ni de voix  Non plus… "")","('#menipe', ""Je crois qu'ils sont touchés du bâton de Mercure ;  Le travail aux fossés de puis six heures dure,  Deux cents hommes dedans cette nuit l'ont rempli,  Rien ne les troublés, l'ouvrage est accompli ;  Je pense qu'on pourrait jusqu'au lit les surprendre. "")",0.64,Substitution
472,"('#le-turc', ""C'est trop parlé, Monsieur, pour cette fois ;  On nous suit ; voyez-vous couler, à la lumière  Que jettent ces flambeaux, une Troupe derrière.  Les voilà plus de douze ; ils viennent droit à nous. "")","('#adraste', ""Allons doncques, Amis, donnons sans plus attendre :  Plutôt que son éclair ce foudre doit passer ;  Nous n'aurons pas de quoi seulement nous lasser. "")",0.38,Substitution
473,,"('#menipe', 'Pour renfort au-dedans nous trouverons Camille. ')",1.0,Deletion
474,"('#aristandre', ""Qu'ils traînent tout l'Enfer, je les soutiendrai tous !  Il recherche la nuit, le Voleur ; ces ténèbres  Mettront sa honte au jour , et lui seront funèbres.  Page, éteins ce flambeau ; serrez-vous près de moi ;  Avance ; allons toujours sans trouble, sans effroi.  Ils tournent d'un côté derrière le Théâtre, et Vachles et les siens s'avancent de l'autre."")","('#adraste', ""Aux armes, à l'assaut, qu'on échelle la Ville.  Ici il se fait un grand tintamarre de Trompettes et de Tambours, ils tournent derrière le théâtre du côté du Château, et l'on entend que le bruit. "")",0.52,Substitution
475,"('#vachles', ""Il fuit : arrêtez-là, vous tous ; que je le suive  Seul, l'épée à la main ; ô la honte ! Il s'esquive ;  Non ne les quittons point, Amis, allons après,  Ils sont à nous, et morts, joignons-les de plus près. "")","('#coryleon', ""Ô Cieux ! Je suis trahi, les voilà triomphants ;  Accourez, citoyens, hommes, femmes, enfants ;  Alarme ! Ils sont dedans, le Palais est en proie,  Tout n'est que fer et feu, voici la nuit de Troie :  N'aurai-je aucun des miens qui me prête la main ?  C'est ici, courez-là : Dieux ! Je me tue en vain,  Je vois de tous côté l'Ennemi qui se coule ;  Allons chercher la mort dans le sang et la foule.  Ici le bruit recommencera des Trompettes et des Tambours."")",0.0,Match
476,"('#le-soldat', 'Que ce Lièvre en fuyant nous échappe ou résiste ? ')",,1.0,Insertion
477,"('#vachles', ""Il ne peut, nous l'aurons, suivons-les à la piste.  Ils sortent après eux du même côté du Théâtre,  et les autres rentrent par l'autre. "")","('#aristandre', ""Que j'adore ce coeur, Dieu de ma liberté ;  Que je baise ces yeux, dont la divine clarté  Rallume un feu nouveau dans mon âme ravie ;  Que j'accole ces bras, à qui je dois la vie ;  Beau sein, où sont nourris et vivent mes esprits,  Que je meure sur toi, de trop d'amour épris ;  Belle bouche, beau front au dessous de ces armes  Tu ris à mon désir, tu me perds et me charmes ;  Cette fureur accroît leur grâce, et mon amour. "")",1.32,Substitution
478,"('#aristandre', ""Prête-moi, Page, ici ton oreille, et ta foi,  Ces mots soient dans ton coeur gravés comme une Loi :  Tiens, serre cette bague, et fais, quoi qu'il advienne,  Qu'elle n'entre jamais de ta main qu'en la mienne ;  Mourant, elle est à toi, garde-la chèrement ;  Si je vis, ne la rends qu'à moi tant seulement ;  De mon sort, quel il soit, avertis ma Maîtresse ;  Retire-toi, je sens l'ennemi qui me presse. "")","('#camille', ""Cher Époux, je commence à vivre par ce jour ;  Je ne sais dans tes bras que je ne meure d'aise. "")",0.56,Substitution
479,"('#le-page', ""Ce gage vaut beaucoup ; mais par là me ravir  En un si grand danger l'honneur de vous servir,  C'est m'ôter un trésor que l'on ne peut me rendre ;  Monsieur !... "")","('#felismon', ""Il faut les séparer, quoique je leur déplaise.  Monsieur, vous n'êtes pas beaucoup en sûreté,  Couvrez-vous du Harnais que je tiens apprêté ;  Ici votre salut pend encore en balance ;  Souvent un peuple ému s'arme de violence ;  Mettez-vous en état contre tous leurs efforts. "")",0.64,Substitution
480,,"('#aristandre', ""Oui ; pour moi l'on travaille, et cependant je dors :  Achevons ce théâtre, et l'exploit d'une Dame ;  Donne-moi cet écu, donne-moi cette lame. "")",1.0,Deletion
481,,"('#camille', 'Tu seras donc armé de ma main en ce lieu. ')",1.0,Deletion
482,,"('#aristandre', ""Dessous cette faveur j'attaquerais un Dieu.  Ici Camille aide à armer Aristandre sur le théâtre."")",1.0,Deletion
483,"('#aristandre', ""Va, sois secret, sans plus outre entre prendre.  Je ne ferais un pas maintenant plus avant  Pour une Légion qui m'allât poursuivant ;  Amis, je plains mon sort seulement dans le vôtre.  Le Page se retire."")","('#cloriande', ""J'ai couru tous les coins, ma peine est inutile,  Tour s'oppose à mes voeux ; Où serais-tu, Camille ?  Ne la caches-tu point, Amour ? Ne puis-je pas  Armée à cet effet me rendre sur ses pas ?  Me suis-je donc en vain de ces armes couverte ?  Ne saurais-je trouver mon salut, ou ma perte ?  Mon désespoir me lasse à force de courir. "")",0.19,Substitution
484,"('#gylas', ""Vous servir c'est ma vie. "")","('#aristandre', 'Adraste, me voilà prêt à te secourir. ')",1.65,Substitution
485,,"('#cloriande', ""Mais ne la vois-je pas là-bas, près d'Aristandre ?  Va, Cloriande, cours ; elle semble t'attendre.  Elle descend sur le Théâtre par derrière la tapisserie, pour aller attaquer Cloriande. "")",1.0,Deletion
486,,"('#camille', 'Le Château pris, allons faire un dernier effort. ')",1.0,Deletion
487,,"('#cloriande', ""Arrête ; en ta victoire est le coup de ta mort.  Ma main trahit mon coeur ; ah ! Le sort m'a trompée.  Le Pistolet ayant manqué."")",1.0,Deletion
