,biancollelli-arlequin-gentilhomme,mongin-promenades-de-paris,Cost,Operation Type
308,"('#le-docteur', 'Je ne la trouve plus et sans doute elle est loin. ')","('#arlequin', 'Toi qui sais la carte du monde, enseigne-moi, je te prie, où je pourrais trouver un poète ?')",1.48,Substitution
309,"('#geronte', ""D'un pareil contretemps, vous n'aviez pas besoin,  Car Octave est chez moi. "")","('#scaramouche', ""Un Poète ? Ah, c'est chose peu rare.  Des poètes aujourd'hui le Ciel n'est point avare Et l'Hiver a moins de glaçons,  Le Printemps moins de violettes, L'Été beaucoup moins de moissons,  L'Automne moins de fruits, que Paris de poètes."")",1.36,Substitution
310,"('#le-docteur', ""Que dites-vous Géronte,  Cessez de m'imposer... "")",,1.0,Insertion
311,"('#geronte', ""Non ce n'est pas un conte.  Et mon ami Damon me l'a recommandé,  De ce que je vous dis soyez persuadé. "")",,1.0,Insertion
312,"('#le-docteur', 'Tâchez de découvrir où peut être Isabelle,  Et ne divulguez point cette triste nouvelle. ')",,1.0,Insertion
313,"('#geronte', 'Croyez-moi, mon ami loin de vous alarmer,  En différents quartiers allez vous informer. ')","('#arlequin', 'Oh oh ! Voici parler archipoétiquement.  Serais-tu devenu poète en un moment ?')",1.42,Substitution
314,"('#le-docteur', ""Je ne veux épargner ni l'argent ni la peine,  Je vais tout de ce pas droit à la quarantaine,  Sous les Tillots, au Change, aux Cafés, aux Terreaux,  Dans la Traille, aux Faubourgs, à S[aint] Clair, aux Breteaux,  En un mot dans ces lieux si charmants à la vue,  Où l'on trouve toujours quelque fille perdue.  Il s'en va."")","('#scaramouche', ""Non, ce n'est que d'aujourd'hui que je suis poète, mon cher, et il y a plus d'un an que j'ai quitté la livrée pour la poésie."")",0.9,Substitution
315,"('#geronte', ""Octave pourrait bien en écrire à Damon,  S'il savait que Léandre est dans une prison,  Pour éviter la chose il est de ma prudence,  De l'en faire sortir en toute diligence,  Je vais donner cet ordre à Monsieur le Geôlier...  Holà. "")","('#arlequin', ""Quitter la livrée pour la poésie, c'est être bien ennemi de sa fortune !  Et pauvre fou !  À quoi penses-tu ?  Regarde au Cours la Fleur en carrosse à six chevaux ; jamais les Muses ont-elles fait un si beau quatrain que celui-là ?"")",1.31,Substitution
316,"('#le-geolier', ""Je suis bien las d'avoir ce prisonnier,  Il veut toujours manger, le plaisant personnage  Il faut à tout moment lui donner du fromage,  Je vous rends son épée. "")",,1.0,Insertion
317,"('#geronte', ""Ah ! Je la reconnais,  C'est celle dont pour lui j'ai moi-même fait choix,  Et qu'ensuite j'eus soin d'envoyer à son père  Vous serez satisfait et j'en fais mon affaire,  Vous pouvez l'élargir et le conduire ici,  Je veux examiner..."")","('#scaramouche', ""N'importe.  J'aime mieux, te dis-je, monter sur Pégase qu'en carrosse, et il vaut mieux prendre le chemin de l'Hôpital que celui de la Grève.  Venons à ton affaire.  Quel poète veux-tu ?  Est-ce un poète héroïque, lyrique, satyrique, tragique, ou comique ?"")",1.21,Substitution
318,"('#arlequin', ""Que veut dire ceci ?  Où voulez-vous que j'aille ? "")",,1.0,Insertion
319,"('#geronte', ""Approchez-vous mon gendre,  Gardez par le docteur de vous laisser surprendre,  Je vous rends votre épée et j'ose me flatter,  Que d'un esprit plus doux vous voudrez m'écouter,  Je vous ai destiné ma fille en mariage. "")","('#arlequin', ""Oh, oh !  En voilà encore du plus fin !  Non, c'est un poète de musique, d'opéra, de concert."")",1.36,Substitution
320,"('#arlequin', ""Je suis trop jeune encore pour me mettre en ménage,  J'en mourrais etc.  Il chante."")","('#scaramouche', 'Tu veux dire un chansonnier ?')",1.3,Substitution
321,"('#geronte', 'Terminez de semblables discours,  Sans rimer et sans raison vous plaisantez toujours,  Je prétends dès ce soir terminer cette affaire. ')","('#arlequin', 'Oui, voilà en un mot ce que je cherche, un chansonnier.')",1.46,Substitution
322,"('#arlequin', ""Puisque enfin vous croyez la chose nécessaire,  Je vous obligerai du meilleur de mon coeur,  J'épouserai d'abord la fille du Docteur,  La vôtre ensuite, vous, et toute la famille,  S'il le faut. "")",,1.0,Insertion
323,"('#geronte', 'Il suffit seulement de ma fille,  Votre père Damon homme de probité,  A pour ce mariage avec moi contracté. ')",,1.0,Insertion
324,"('#arlequin', ""Mon père dites-vous, hélas il s'est fait pendre,  Il fut, quoique honnête homme un peu sujet à prendre,  C'est-à-dire à voler, c'était son seul défaut,  La Justice en public lui fit faire le saut,  Qu'il mourut noblement. "")",,1.0,Insertion
325,"('#geronte', ""Toujours l'humeur bouffonne,  Vous vous divertissez et je vous le pardonne. "")",,1.0,Insertion
326,"('#arlequin', ""Votre fille, à propos, n'a-t-elle point servi ? "")",,1.0,Insertion
327,"('#geronte', 'Non sans doute elle est sage. ')",,1.0,Insertion
328,"('#arlequin', ""Hé bien, j'en suis ravi,  Je craignais de subir le destin de mon père  Il n'y prit pas trop garde en épousant ma mère  Puisque trois mois après elle accoucha de moi,  Gardez de me tromper je suis de bonne foi. "")",,1.0,Insertion
329,"('#geronte', ""Que vous êtes badin, c'est votre caractère,  Et vous aimez à rire ainsi que votre père,  Mais n'aspirez point à vous entretenir  Avec ma fille. "")",,1.0,Insertion
330,"('#arlequin', ""Oui da la belle peut venir.  Parbleu cette aventure est tout à fait comique,  Je suis un crocheteur de nouvelle fabrique,  Et jamais on n'en vit de si nobles que moi.  Géronte entre."")","('#scaramouche', 'Et bien, je suis ton fait.  Je fuis le premier chansonnier du monde, et le premier de Paris pour les chansons.')",0.73,Substitution
331,"('#geronte', 'Léonore venez.  Léonore en voyant Arlequin jette un cri, Arlequin tombe à la renverse tout épouvanté.')",,1.0,Insertion
332,"('#leonore', ""Ciel qu'est-ce que je vois !  Ah le vilain magot ! "")",,1.0,Insertion
333,"('#arlequin', ""Savez-vous bien ma femme,  Que je vous frotterai sans craindre qu'on me blâme,  Cela vous convient-il, je ne suis point trompeur,  J'ai fait caca sous moi, pourquoi me faire peur  J'ai blêmi, j'en suis sûr "")","('#arlequin', ""Fort bien.  Fais m'en donc quelques-unes, je te les paierai sur le prix courant de l'Opéra."")",1.43,Substitution
334,"('#leonore', ""Quoi c'est là votre gendre ?  Mon mari prétendu. "")",,1.0,Insertion
335,"('#geronte', ""C'est le Seigneur Léandre. "")","('#scaramouche', ""C'est à dire en monnaie de singe."")",1.78,Substitution
336,"('#leonore', ""Hélas ! Pourquoi faut-il qu'un destin rigoureux  Ait réservé ma main à cet époux hideux,  Octave mieux que lui serait sûr de me plaire. "")","('#arlequin', ""Et oui, ce doit être là la monnaie de l'Opéra, puisqu'au lieu de poètes et de musiciens, il n'y a plus à l'Opéra que des singes.  Mais revenons à mes chansons.  Je voudrais..."")",1.47,Substitution
337,"('#arlequin', ""Venons au fait, ma fille et concluons l'affaire. "")",,1.0,Insertion
338,"('#geronte', 'Honorez-la du moins de quelque compliment. ')","('#scaramouche', 'Et bien, parlez.  De quel caractère les voulez-vous ces chansons ?')",1.01,Substitution
339,"('#arlequin', ""Taupe, quand je m'y mets je parle élégamment,  Et dans ce que je dis je fus toujours sincère.  Madame, tout ainsi que le bourreau sévère  Attache un patient au funeste gibet,  Et pour le dépêcher lui sert le sifflet,  De même aussi la belle... au gibet de vos charmes,  Vous m'avez attaché... car enfin mes alarmes...  Le soleil... de vos yeux... votre nez... votre main...  Allons-nous-en souper, beau-père, car j'ai faim.  À Léonore."")","('#arlequin', 'Je les veux...  Et mais, je les veux du caractère des chansons.')",0.92,Substitution
340,"('#leonore', ""Je souffre en le voyant on ne peut davantage,  Juste ciel qu'il est laid ! Le vilain personnage ! "")",,1.0,Insertion
341,"('#geronte', ""Vous mangerez tantôt il n'est pas encore temps. "")",,1.0,Insertion
342,"('#arlequin', ""Je suis content, joyeux quand j'exerce mes dents. "")",,1.0,Insertion
343,"('#geronte', 'Vous allez recevoir une lettre bien chère  De la part de Damon. ')",,1.0,Insertion
344,"('#arlequin', 'Qui Damon ? ')","('#scaramouche', ""C'est à dire de quel style les aimez-vous ?  Par exemple, les chansons passionnées ?"")",1.63,Substitution
345,"('#geronte', 'Votre père. ')",,1.0,Insertion
346,"('#leonore', 'Mon père, comment donc serait-il revenu ?  Après avoir été publiquement pendu. ')",,1.0,Insertion
347,"('#geronte', 'Octave depuis peu rendu dans cette ville,  Doit vous en remettre une. ')",,1.0,Insertion
348,"('#leonore', ""Ah ! Qu'il est imbécile,  Et moi j'épouserai cet objet odieux... "")",,1.0,Insertion
349,"('#geronte', 'Le voici justement qui paraît à vos yeux. ')",,1.0,Insertion
350,"('#octave', 'Est-ce là le Seigneur Léandre ? ')","('#arlequin', 'Passionnées ?  Non.')",1.48,Substitution
351,"('#geronte', ""C'est lui-même. "")",,1.0,Insertion
352,"('#octave', ""Enfin je vous rencontre et ma joie est extrême,  Permettez s'il vous plaît que cet embrassement  Vous témoigne mon zèle et mon empressement,  Votre père Damon m'a chargé de vous rendre  Cette lettre. "")","('#scaramouche', 'Amoureuses, tendres ?')",1.07,Substitution
353,"('#arlequin', ""Monsieur je n'y puis rien comprendre,  Car je ne sais pas lire en tout cas je l'apprends,  Elle me servira dans mes besoins pressants. "")",,1.0,Insertion
354,"('#octave', ""Votre gendre Monsieur, dit qu'il ne sait pas lire. "")",,1.0,Insertion
355,"('#geronte', ""Ne voyez-vous pas bien qu'il ne se plaît qu'à rire.  Je vous laisse mon gendre et je rentre au logis.  À Arlequin."")",,1.0,Insertion
356,"('#arlequin', 'Si vous allez manger, beau-père, je vous suis. ')",,1.0,Insertion
357,"('#geronte', ""Il n'est pas encore temps. "")",,1.0,Insertion
358,"('#arlequin', ""Qu'est-ce à dire beau-père,  N'est-il pas toujours temps de faire bonne chère,  Pour moi j'aime à manger du matin jusqu'au soir,  À la table toujours je fis bien mon devoir. "")",,1.0,Insertion
359,"('#geronte', 'Quand on aura servi on viendra vous le dire. ')",,1.0,Insertion
360,"('#leonore', 'Entrez aussi Monsieur. ')","('#arlequin', 'Oh non, non.')",1.27,Substitution
361,"('#arlequin', ""Je ne fais que vous nuire  Si je restais ici je pourrais vous troubler,  Peut-être tous les deux vous avez à parler,  Des époux de nos jours j'aime à suivre la mode  Et je me pique d'être un mari commode. "")","('#scaramouche', 'Voudriez-vous quelque chanson bachique ?')",1.5,Substitution
362,,"('#arlequin', 'Point du tout.')",1.0,Deletion
363,"('#leonore', ""Vous me ferez plaisir si vous sortez d'ici,  Car ce certain secret il doit être éclairci,  Et je veux lui parler d'une affaire importante. "")","('#scaramouche', 'Chanson héroïque ?')",1.65,Substitution
364,,"('#arlequin', 'Encore moins.')",1.0,Deletion
365,"('#arlequin', ""S'il ne faut que cela pour vous rendre contente,  Pour ne point vous gêner je consens à partir.  Mais quand vous aurez fait songez à m'avertir,  Je vais en attendant visiter la cuisine. "")",,1.0,Insertion
366,"('#octave', ""Quoi, Madame, c'est là l'époux qu'on vous destine,  Il sera possesseur de vos divins appas.  Il va jouir d'un bien qu'il ne mérite pas,  Son extrême bonheur excite mon envie. "")",,1.0,Insertion
367,"('#leonore', ""Il ne verrait jamais son attente remplie,  S'il consultait mon coeur pour s'unir à mon sort,  Plutôt qu'y consentir je choisirais la mort,  Mais du destin cruel telle est la violence,  Que je dois mes malheurs à mon obéissance. "")","('#scaramouche', 'Chanson tragique, énergique, mélancolique, chromatique ?')",1.71,Substitution
368,"('#octave', ""Ah ne permettez pas que cet indigne époux,  S'assure d'un bonheur si charmant et si doux,  À la plus vive ardeur donnez la préférence  Et bien loin d'approuver un choix qui vous offense,  Arrachez votre main à ce monstre odieux,  Sur un plus tendre amant daignez jeter les yeux  Me faisant occuper une si belle place  À ma flamme parfaite accordez cette grâce. "")","('#arlequin', 'Et non, Cervelle lunatique, non ; je ne veux point de toutes ces chansons en ique ; il me faut, te dis- je...')",1.17,Substitution
369,"('#leonore', ""Quoi Monsieur, vous osez formez un tel espoir,  Croyez-vous que je puisse oublier mon devoir,  Je conçois les malheurs où cet hymen m'expose  Mais enfin de mon sort mon père seul dispose,  Vous avez autre part engagé votre coeur  Il ne doit pas brûler d'une nouvelle ardeur. "")","('#scaramouche', ""Chantez, chantez, petits Oiseaux.  Près de vous l'Opéra, l'Opéra doit se taire.  Vous faites tous les jours des chants, des airs nouveaux,  Et l'Opéra n'en saurait faire.  Paix, je vais vous montrer un échantillon de celles que vous voulez, et voici une de mes chansons favorites.  Écoutez bien. Hé bien, cela vous plaît-il ?  Qu'en dites-vous ? Il chante."")",0.54,Substitution
370,"('#octave', ""Ah ! Mon âme pour lors n'était pas prévenue,  Vos appas n'avaient pas encore frappé ma vue,  Les crimes de l'amour s'excusent aisément,  Et je dois m'applaudir d'un si beau changement. "")","('#arlequin', 'Fort bien.  Mais...')",1.41,Substitution
371,"('#arlequin', ""Vous n'avez pas fini, c'est trop me faire attendre. "")",,1.0,Insertion
372,"('#octave', ""Vous venez à propos j'oubliais de vous rendre  Cinquante louis neufs que m'a donnés Damon,  Pour vous remettre en main. "")",,1.0,Insertion
373,"('#arlequin', ""Il est bon sur ce ton,  Je reçois volontiers cette bourse garnie,  Autant qu'il vous plaira tenez-lui compagnie,  Et poussez votre pointe, adieu le beau garçon,  Je suis, vous le voyez, un mari sans façon.  Il rentre."")","('#scaramouche', ""Vous faites tous les jours des chants, des airs nouveaux,  Et l'Opéra n'en saurait faire. "")",1.31,Substitution
374,"('#octave', 'Je ne vis de mes jours un époux plus affable. ')",,1.0,Insertion
375,"('#leonore', ""Ah ! Ne m'en parlez point je le trouve effroyable. "")","('#arlequin', 'Écoutez- moi donc.  Il faudrait...')",1.27,Substitution
376,"('#octave', ""Hé bien d'aucun espoir ne flattez-vous mes feux  Et ne puis-je m'attendre à devenir heureux ? "")",,1.0,Insertion
377,"('#leonore', ""Je me plais à vous voir, en secret je soupire,  Que voulez-vous de plus c'est assez vous en dire. "")","('#scaramouche', 'Chantez, chantez, petits Oiseaux... ')",1.43,Substitution
378,"('#octave', 'Ah ! Ce bonheur extrême égale mon amour. ')","('#arlequin', 'Encore ?')",1.4,Substitution
379,"('#leonore', ""Mon père dans ce lieu peut presser son retour,  Cher Octave avec vous je crains d'être surprise. "")","('#scaramouche', ""Prés de vous l'Opéra, l'Opéra doit se taire."")",1.25,Substitution
380,"('#octave', ""Non ne redoutez rien l'amour nous favorise,  C'est lui qui dans mon coeur vient d'allumer ses feux. "")","('#arlequin', ""Et tais-toi donc aussi, maudit Poète ; et par grâce... Scaramouche interrompt toujours Arlequin , et le quitte en chantant sans lui répondre. Arlequin s'en va."")",1.46,Substitution
381,"('#leonore', 'Entrons. ')",,1.0,Insertion
382,"('#octave', 'Vous obéir est tout ce que je veux. ')",,1.0,Insertion
383,"('#le-docteur', ""J'ai tant couru qu'enfin j'ai su quelque nouvelle,  On m'a nommé le lieu qui renferme Isabelle,  C'est dans ce cabaret qu'elle a porté ses pas,  À ce funeste coup je ne m'attendais pas,  Qui m'eût dit que ma fille à la fleur de son âge,  Aurait eu du penchant pour le libertinage ?  Mais j'aperçois Géronte, il vient fort à propos. "")","('#colombine', ""En vérité, Mademoiselle, il n'est pas permis à une beauté d'aussi bon acabit que vous, d'entendre si peu le manège de la promenade.  Hé !  Vous vous promenez aussi nonchalamment aux Tuileries, qu'en pleine campagne."")",0.73,Substitution
384,"('#le-docteur', ""Maintenant, cher ami, j'ai l'esprit en repos  Isabelle est cachée en cette hôtellerie,  Ne partez point d'ici Géronte, je vous prie,  Car je veux devant vous lui faire la leçon,  Et la traiter ici de la bonne façon.  Il entre dans le cabaret de Colombine."")","('#elise', 'Mais comment donc faut-il se promener ici, Colombine ?')",1.1,Substitution
385,"('#geronte', ""Hélas ! Pauvre Docteur, ton sort est déplorable,  Le ciel m'a regardé d'un oeil plus favorable,  En donnant à ma fille un esprit mûr, rassis,  Elle n'écoute point les amoureux transis,  Qui bornent tous leurs voeux à tromper une belle,  Léonore n'est point de l'humeur d'Isabelle,  Elle sait s'écarter d'un chemin trop battu,  Et pratiquer les lois de l'austère vertu. "")","('#colombine', ""Comme tout votre sexe, Mademoiselle.  Il faut comme toutes les belles, ne pas hasarder icI une démarche naturelle.  Êtes-vous avec moi dans la grande Allée, par exemple, il faut me parler toujours sans rien dire, pour sembler spirituelle ; rire sans sujet, pour paraître enjouée ; se redresser à tout moment, pour étaler sa gorge ; ouvrir les yeux, pour les agrandir, se mordre les lèvres pour les rougir, parler de la tête à l'un, de l'éventail à l'autre, donner une louange à celle-ci, un lardon à celle-là.  Enfin, radoucissez-vous, badinez, gesticulez, minaudez, et soutenez tout cela d'un air penché ; vous voilà à peindre aux Tuileries. Entrez en lice."")",0.61,Substitution
386,"('#le-docteur', 'Je vous retrouve enfin fille trop criminelle,  Qui désertez ainsi la maison paternelle  Vous avez par la suite animé mon courroux,  Et mon ressentiment doit éclater sur vous. ')",,1.0,Insertion
387,"('#isabelle', 'Ah ! De grâce calmez cette affreuse colère,  Et ressouvenez-vous que vous êtes mon père. ')",,1.0,Insertion
388,"('#le-docteur', 'Contre ton procédé qui ne se récrierait,  Pendarde, quoi déjà tu cours le cabaret. ')","('#elise', ""Fais ces leçons-là aux coquettes, Colombine; je ne viens aux Tuileries que pour me promener, et je ne me promènerais pas avec tant d'artifice, quand bien j'y viendrais pour plaire.  Mais ce n'est pas là mon dessein, et Léandre à grand tort de s'alarmer."")",0.79,Substitution
389,"('#geronte', ""Docteur votre colère est juste et légitime,  Mais enfin croyez-moi pardonnez lui fort son crime  Que servent les éclats, il vaut mieux filer doux  Il faut la présenter vous-même à son époux,  Le plutôt est le mieux et dans cette journée  Effacez cet affront par un prompt hyménée,  On ne peut pas savoir tout ce qui s'est passé  Et vous ferez fort bien de paraître empressé. "")","('#colombine', ""Cependant, Mademoiselle, à propos de Léandre, vous ne devez rien négliger pour le convaincre que Calmar qu'il croit son rival, n'est que votre dupe.  Mais que vois-je ?"")",0.85,Substitution
390,"('#le-docteur', 'Mais Léandre... ')","('#elise', ""Ah !  C'est Léandre, Colombine !"")",0.17,Substitution
391,"('#geronte', ""Comment vous y pensez encore,  Il a donné déjà la main à Léonore,  Ainsi n'attendez pas qu'il change de dessein,  Si vous vous en flatter votre espoir sera vain,  Je vais si vous voulez, appeler votre gendre. "")","('#colombine', ""Point du tout, et c'est, je crois, Monsieur_Calmar."")",1.71,Substitution
392,"('#le-docteur', 'Hé bien soit.  Géronte entre.')",,1.0,Insertion
393,"('#isabelle', ""Juste ciel ! Qu'est devenu Léandre ? Il a pour m'obtenir bien peu d'empressement,  Et je dois mon malheur à son retardement. "")","('#elise', ""Quoi ?  C'est vous, Monsieur_Calmar ?"")",2.0,Substitution
394,"('#geronte', 'Voici votre beau-père avec la prétendue. ')",,1.0,Insertion
395,"('#octave', ""Quel objet en ce lieu se présente à ma vue ?  Le Docteur veut me faire un joli présent,  Il me prend pour un autre et le tour est plaisant,  Colombine tantôt m'a parlé de la belle,  Feignons... Quoi c'est donc là la charmante Isabelle ? "")","('#calmar', ""Oui, ma belle Demoiselle, c'est moi-même, et vous voyez ce que font pour vos beaux yeux ceux qui font de la juridiction, du ressort, et de la compétence de vos charmes.  Vous voilà satisfaite, et vous ne me reprocherez plus que je sens le procès et la chicane."")",0.66,Substitution
396,"('#geronte', 'Oui, Monsieur, et voilà mon ami le Docteur. ')",,1.0,Insertion
397,"('#le-docteur', 'Ma fille avec raison peut vanter son bonheur,  Puisque je lui destine un homme de mérite. ')","('#colombine', ""En effet, Monsieur_Calmar a l'air tout à fait galant, et la physionomie toute martiale.  Ah !  De toutes les Métamorphoses, après la Pluie d'or, il n'y en a point qui touche plus les femmes que celle du plumet ; et Monsieur_Calmar sent sort le Petit-maître à pleine gorge. "")",1.32,Substitution
398,"('#geronte', 'Madame permettez que je vous félicite. ')","('#calmar', ""Trouves-tu, Colombine ?  Nous n'avons point si mauvaise mine, n'est-ce pas ?  Et j'ose mettre en avant, sans ostentation, contestation, contravention intervention, discussion, et homologation."")",1.17,Substitution
399,,"('#elise', 'Ah, Colombine !  Bouchons nos oreilles.')",1.0,Deletion
400,"('#octave', ""Madame permettez, qu'en qualité d'amant,  Je vous témoigne ici mon tendre empressement,  Ce n'est point comme époux que je prétends paraître,  Mon ardeur sous ce nom le ferait mal connaître,  Et je dois autrement me présenter à vous. "")","('#colombine', ""Tout doux, Monsieur_Calmar, nous ne sommes pas ici à l'Audience.  Vous oubliez que vous êtes un Petit-maître, et vous déshonorez votre habit."")",0.84,Substitution
401,"('#le-docteur', ""C'est-à-dire, qu'il veut être amant quoique époux. "")",,1.0,Insertion
402,"('#isabelle', ""Imiter votre exemple est ce que je désire,  Et je ne craindrai point à mon tour de vous dire  Que le titre d'épouse a pour moi peu d'appas,  Qu'en cette occasion il ne me touche pas,  Que tout autre pour moi serait bien plus aimable. "")","('#calmar', ""Que veux-tu, ma pauvre Colombine ?  C'est l'amour qui me fait parler.  Mais, au reste, Mademoiselle, je vous ai préparé un concert le plus agréable du monde."")",0.71,Substitution
403,"('#geronte', ""C'est assez mes enfants allons-nous mettre à table,  Entrons dans le logis. "")","('#elise', 'À propos.  Et bien de quoi sera-t-il composé votre concert ?  Y aura-t-il des voix et des instruments ?')",1.69,Substitution
404,"('#isabelle', 'Ciel qui connaît mes feux,  Daigne, en parant ce coup, satisfaire à mes voeux. ')","('#calmar', 'Vous serez dans peu éclaircie là-dessus, et je veux vous donner de surcroît le plaisir de la surprise ?')",0.73,Substitution
405,,"('#colombine', 'La surprise en effet sera le meilleur de la fête. Mais voilà Jeanneton la bouquetière des Tuileries.  En attendant, arrêtons-nous à elle.')",1.0,Deletion
406,"('#octave', 'Amour mon tendre coeur implore ta puissance,  Par un hymen plus doux couronne sa constance. ')","('#jeanneton', 'À moi, femmes et fillettes,  Prenez mes bouquets.  Ces fleurs cachent des fleurettes,  Et ces bouquets aux poulettes  Portent souvent des poulets. Des fleurs, des bouquets, Mesdames. Elle chante.')",1.37,Substitution
407,"('#leandre', ""Songeons à profiter d'un moment précieux,  Et sans plus différer abandonnons ces lieux,  Tout est prêt pour partir, fais venir Isabelle. "")","('#colombine', 'Fort bien. Mais, Jeanneton, approche et montre-nous  Tous ces poulets, ces billets doux.  Emportes-tu beaucoup ? Montre donc, je te prie.')",1.02,Substitution
408,"('#scaramouche', ""En vérité, Monsieur, l'action n'est pas belle,  Vous hasardez beaucoup en cette occasion,  Et l'on me pendre moi par conversation. "")","('#jeanneton', ""Non, ce n'est plus comme autrefois.  Je gagnais hautement ma vie  À rendre des poulets jadis en tapinois.  Mais à présent c'est fait de la galanterie.  Les billets doux n'ont plus que de faibles attraits  La belle mode en est cause ;  Et les poulets en fricassée  En amour aujourd'hui font les meilleurs poulets."")",1.19,Substitution
409,"('#leandre', ""Finis donc si tu veux, frappe à l'hôtellerie. "")","('#elise', ""Que dis-tu des Tuileries, Jeanneton ; et comment les trouves-tu aujourd'hui ?"")",1.43,Substitution
410,,"('#jeanneton', ""Je les trouve comme à l'ordinaire, dans une furieuse disette de beau monde masculin ; et on peut dire qu'après les diamants et l'argent, ce qu'il y a de plus rare en été à Paris, ce font les jolis hommes."")",1.0,Deletion
411,,"('#elise', 'On y trouve cependant encore des plumets malgré la guerre, comme tu vois. Elle lui montre Calmar.')",1.0,Deletion
412,"('#scaramouche', 'Ne vous emportez pas, mon mignon, je vous prie.  Holà ?  Il frappe.')","('#jeanneton', 'Ah, ah, ah !  Que vois-je ?  Est-ce Monsieur_Calmar ?  Ah, ah, ah !')",1.39,Substitution
413,"('#pierrot', 'Que voulez-vous ? ')",,1.0,Insertion
414,"('#scaramouche', 'Appelez promptement  La Dame en question. ')",,1.0,Insertion
415,"('#pierrot', ""Vous vous moquez vraiment,  Elle n'est plus chez nous. "")",,1.0,Insertion
416,"('#scaramouche', 'Comment que veux-tu dire ? ')","('#colombine', 'Te tairas-tu ?')",0.23,Substitution
417,,"('#jeanneton', 'Ah, ah , ah !  La plaisante métamorphose !  Et que Monsieur_Calmar est drôle comme cela !  Ah, ah, ah !')",1.0,Deletion
418,"('#pierrot', 'Elle est déjà bien loin. ')",,1.0,Insertion
419,"('#leandre', 'Prends-tu plaisir à rire ? ')","('#calmar', ""Qu'est-ce donc, que signifie cela ?  Jeanneton, de quoi ris-tu ?"")",0.0,Match
420,"('#pierrot', ""Non son père, vous dis-je, en propre original  Est venu la chercher, morgué qu'il est brutal.  Il l'a d'un bon soufflet d'abord apostrophée Et peu s'en est fallu qu'il ne l'ait décoiffée.  Comment c'est donc ainsi, disait ce loup garou,  Sans ma permission que tu cours le guildou ?  Le docteur pour cacher son chagrin et sa honte  A fait entrer sa fille aussitôt chez Géronte,  Un étranger, dit-on, doit être son époux,  Je le connais fort bien il a logé chez nous.  La pauvre fille avait une grande tristesse,  Aussi l'on ne doit pas débaucher la jeunesse  Et cela n'est pas bien pour moi je sors d'ici,  Que sait-on, vous pourriez me débaucher aussi.  Il rentre. "")",,1.0,Insertion
421,"('#scaramouche', ""Hé bien, qu'en dites-vous ? "")",,1.0,Insertion
422,"('#leandre', ""Ah ! Que viens-je d'entendre ?  À cet affreux malheur aurais-je dû m'attendre ?  Mais malgré les efforts et les soins du Docteur  D'Isabelle je veux être [le] possesseur.  Tu sais bien qu'Arlequin sous le nom de Léandre,  Chez Géronte introduit sera bientôt son gendre,  Il faut pour pallier un important secret,  Respecter Arlequin te dire son valet,  Tu verras aisément la charmante Isabelle,  Et tu lui parleras de mon ardeur fidèle,  Une seconde fois tâche de l'enlever,  J'ai formé ce dessein et tu dois l'achever,  Entends-tu ? "")",,1.0,Insertion
423,"('#scaramouche', ""Vous voulez que j'enlève Isabelle,  Mais si je suis pendu. "")",,1.0,Insertion
424,"('#leandre', ""C'est une bagatelle. "")","('#jeanneton', 'Ah, ah, ah!')",1.25,Substitution
425,"('#scaramouche', ""Oui pour vous, mais pour moi cela change de ton,  J'aimerais mieux avoir trente coups de bâton. "")","('#calmar', 'Ouais !  Il semble que ce soit moi qui lui donne à rire !')",1.42,Substitution
426,"('#leandre', 'Fais ce que je te dis et sans te mettre en peine... ')","('#colombine', ""Point du tout, Monsieur, c'est une fille qui rit ainsi de tout le monde.  Donnez lui seulement la pièce pour l'engager à nous montrer les poulets, et l'empêcher de rire."")",1.5,Substitution
427,"('#scaramouche', 'Scaramouche ! Pour toi la potence est certaine. ')",,1.0,Insertion
428,"('#le-docteur', ""De mon juste courroux tu dois craindre l'effet,  Si tu veux t'obstiner à garder le secret,  Ne me déguise rien, de toi je veux apprendre  Le nom du ravisseur, réponds-moi. "")","('#calmar', ""Volontiers. Tiens, Jeanneton, cesse de rire, et montre-nous quelques-uns de tes poulets tendres, de ces poulets que l'on confie à ta discrétion, et que tu rends ponctuellement à leur adresse. Il tire sa bourse et donne un Louis à Jeanneton."")",0.72,Substitution
