,la-fontaine-daphne,quinault-thesee,Cost,Operation Type
331,"('#leucippe', ""Hélas ! Cesser de vivre Est le seul remède à mon mal. Voilà le parti qu'il faut suivre ; Mais avec moi je veux perdre aussi mon rival. Vous ne me serez pas impunément ravie : Non, Daphné. Vous pleurez ? Ah ! Princesse, je dois Mourir pour vos yeux mille fois. Avant qu'avoir Daphné, Tharsis aura ma vie. Je ne puis voir tant de biens En d'autres bras que les miens : Que mon rival me les cède, Et renonce à votre amour, Ou qu'il m'ôte aussi le jour Si l'on veut qu'il vous possède."")","('#bergers', ""Aimons, tout nous y convie, On aime ici sans danger, Il est permis de changer, Chacun y suit son envie : Mais, heureux, cent, et cent fois, Un amant qui fait un choix Qui dure autant que sa vie ! Fuyons le bruit des villages, Fuyons l'éclat du grand jour, Les fruits charmants de l'amour Sont dans les sombres bocages. N'ayons point de peur des loups, Ne craignons que les jaloux Qui sont encor plus sauvages."")",0.47,Substitution
332,"('#daphne-', 'Leucippe, si je vous perds, Il faut que dans nos déserts La solitude me donne Un sort plus calme et plus doux ; Et ne pouvant être à vous, je ne veux être à personne.')","('#un-habitant', ""Quel plaisir d'aimer Sans contrainte ! Nous pouvons former Des voeux sans crainte. Première chanson."")",1.26,Substitution
333,,"('#choeur-des-habitants', ""Quel plaisir d'aimer Sans contrainte ! Nous pouvons former Des voeux sans crainte."")",1.0,Deletion
334,"('#heures', ""Daphné, portez vos yeux Sur le plus beau des dieux. Daphné s'enfuit aussitôt qu'elle a reconnu Apollon sous le visage de Tharsis."")","('#un-habitant', ""Jusques aux langueurs, Et jusqu'aux larmes, Pour les tendres cours Tout a des charmes."")",1.59,Substitution
335,"('#apollon', ""Tu me fuis, divine mortelle ! Où cours-tu ? N'aperçois-tu pas Un précipice sous tes pas ? Il est plein de serpents : détourne-toi, cruelle. Suis-je encor plus à craindre ? Et rien dans ce vallon Ne peut-il t'arrêter quand tu fuis Apollon ? Quoi ! Tant de haine en une belle ! Insolent, qui brûles pour elle, Renonce à l'hymen de Daphné ; C'est Apollon qui te l'ordonne. Regarde quel rival ton malheur t'a donné."")","('#choeur-des-habitants', ""Jusques aux langueurs, Et jusqu'aux larmes, Pour les tendres cours Tout a des charmes."")",0.88,Substitution
336,"('#leucippe', ""Mon malheur ? Dis le tien. Toi, le fils de Latone ! N'es-tu pas ce Tharsis que tantôt on a vu ? D'un magique ornement ton front s'est revêtu. Enchanteur, penses-tu que ta pompe m'étonne ? Ce n'est qu'un songe, ce n'est rien ; Va tromper d'autres yeux, et me laisse mon bien."")","('#un-habitant', ""C'est le plus discret Qui doit plaire ; Il faut du secret Et du mystère."")",0.82,Substitution
337,"('#apollon', ""Ô dieux ! Ô citoyens du lumineux empire ! Que vient un mortel de me dire ? Malheureux, ton orgueil s'en va te coûter cher. Les dieux ne sont pas insensibles. Qu'on l'attache sur ce rocher Avec des chaînes invisibles. Ce commandement est exécuté par les ministres de la puissance d'Apollon, qui va se faire voir à Pénée, non plus sous le personnage de Tharsis, mais sous le sien propre. "")","('#choeur-des-habitants', ""C'est le plus discret Qui doit plaire ; Il faut du secret Et du mystère."")",0.92,Substitution
338,"('#leucippe', ""Astres, soyez témoins de ces injustes fers. J'atteste ici tout l'Univers, Et les vents emportent ma plainte. Jupiter, je t'implore ; on veut forcer les coeurs : Il n'est plus de libres ardeurs, Ni d'autres lois que la contrainte. Loges-tu dans le ciel ou dans les antres sourds ? Écoutez-moi, déserts ; on m'ôte mes amours : Est-il douleur pareille ? Qui me consolera sur ce rocher fatal ? Leucippe est un spectacle à son cruel rival. Déserts, écoutez-moi : les dieux ferment l'oreille. Daphné entend cette plainte à l'un des coins du théâtre. "")","('#un-habitant', ""On dit les rigueurs De sa bergère, Mais pour les faveurs, On s'en doit taire."")",0.74,Substitution
339,,"('#choeur-des-habitants', ""On dit les rigueurs De sa bergère, Mais pour les faveurs, On s'en doit taire."")",1.0,Deletion
340,,"('#un-habitant', ""L'amour plaît malgré ses peines, L'amour plaît aux cours constants : Seconde chanson."")",1.0,Deletion
341,,"('#choeur-des-habitants', ""L'amour plaît malgré ses peines, L'amour plaît aux cours constants :"")",1.0,Deletion
342,,"('#un-habitant', 'On ne peut porter ses chaînes Assez tôt, ni trop longtemps.')",1.0,Deletion
343,,"('#choeur-des-habitants', 'On ne peut porter ses chaînes Assez tôt, ni trop longtemps.')",1.0,Deletion
344,"('#daphne', 'Qui vous consolera ? Ne le savez-vous pas ?')","('#un-habitant', ""Sans amour, tout est sans âme, L'amour seul nous rend contents ;"")",1.56,Substitution
345,,"('#choeur-des-habitants', ""Sans amour, tout est sans âme, L'amour seul nous rend contents ;"")",1.0,Deletion
346,,"('#un-habitant', 'On ne peut sentir sa flamme Assez tôt, ni trop longtemps.')",1.0,Deletion
347,,"('#choeur-des-habitants', 'On ne peut sentir sa flamme Assez tôt, ni trop longtemps.')",1.0,Deletion
348,"('#leucippe', ""Quoi ! Je vous vois ! C'est vous ! C'est ma princesse ! Hélas ! J'avais perdu l'espoir d'une faveur si douce. Craignez-vous d'approcher ?"")","('#medee', ""Ah faut-il me venger En perdant ce que j'aime ! Que fais-tu ma fureur, où vas-tu m'engager ? Punir ce cour ingrat c'est me punir moi-même, J'en mourrai de douleur, je tremble d'y songer, Ah faut-il me venger En perdant ce que j'aime ! Ma rivale triomphe, et me voit outrager : Quoi, laisser son amour sans peine, et sans danger ? Voir le spectacle affreux de son bonheur extrême ? Non, il faut me venger En perdant ce que j'aime."")",0.54,Substitution
349,,"('#dorine', 'Que Thésée est content de son bienheureux sort !')",1.0,Deletion
350,,"('#medee', ""Dorine, c'en est fait, tout est prêt pour sa mort."")",1.0,Deletion
351,,"('#dorine', ""Quoi ce grand appareil est sa mort qu'on prépare ? Le roi le doit choisir ici pour successeur ; Votre soin pour lui se déclare."")",1.0,Deletion
352,"('#daphne', ""Je sens qu'on me repousse : Quelque charme arrête mes pas. Mais, si c'est adoucir vos peines Qu'y prendre part, souffrir ces gênes, Gémir avec vous sous ces chitines, Vous aimer malgré tous, malgré Cieux, malgré Sort, Votre princesse en est capable."")","('#medee', ""J'ai caché mon dépit sous ma feinte douceur ; La vengeance ordinaire est trop peu pour mon cour, Je la veux horrible et barbare. Je m'éloignais tantôt exprès pour tout savoir. Du secret de Thésée il faut me prévaloir, Le roi l'ignore encor, et pour me satisfaire Contre un fils inconnu j'arme son propre père : J'immolai mes enfants, j'osai les égorger ; Je ne serai pas seule inhumaine, et perfide, Je ne puis me venger À moins d'un parricide."")",0.1,Substitution
353,,"('#medee', ""Ce vase par mes soins vient d'être empoisonné ; Vous n'aurez qu'à l'offrir... vous semblez étonné ?"")",1.0,Deletion
354,"('#leucippe', 'Apollon, Apollon, tu fais un vain effort ! Je ne suis plus le misérable.')","('#le-roi', ""Ce héros m'a servi, malgré moi je l'estime, Puis-je lui préparer un injuste trépas ?"")",0.75,Substitution
355,,"('#medee', ""L'espoir de votre amour, la paix de vos états, Tout dépend d'immoler cette grande victime. Contre un rival heureux faut-il qu'on vous anime ? La vengeance a bien des appas, Est-ce trop la payer s'il vous en coûte un crime ?"")",1.0,Deletion
356,"('#daphne', ""Hélas ! J'irrite un dieu jaloux et redoutable. À qui dois-je adresser ma voix ? Je n'ose t'invoquer, déesse de nos bois . Dans ta Cour, dans ton coeur, autrefois j'avais place ; L'amour m'en a bannie ; écoute toutefois : Je ne demande point pour grâce Que tu souffres mes feux, et qu'un hymen charmant Engage à d'autres dieux celle qui t'a servie ; Délivre seulement Mon amant, Et prends le reste de ma vie."")","('#le-roi', ""Je n'ai rien fait jusqu'à ce jour Qui puisse ternir ma mémoire ; Si près de mon tombeau faut-il trahir ma gloire ? Ne vaudrait-il pas mieux étouffer mon amour ?"")",0.35,Substitution
357,"('#apollon', ""Pourquoi finir vos jours en des lieux pleins d'ennui ? Trouvez-vous le dieu du Parnasse Plus affreux qu'un désert ? Hélas ! ce dieu la chasse : Elle aime mieux mourir que régner avec lui. C'est toi qui nous causes ces peines. Mortel, contre les dieux oses-tu contester ? Daphné témoigne vouloir s'enfuir."")","('#medee', ""Vous avez un fils à Trézene, Il faudra toujours l'éloigner : Votre peuple pour lui n'aura que de la haine, Il adore Thésée, il veut le voir régner. Laisserez-vous un fils sans nom, et sans empire, Tandis qu'un étranger jouira de son sort, Et peut-être osera s'assurer par sa mort..."")",0.44,Substitution
358,"('#leucippe', 'Mes amours sont mes dieux.')","('#le-roi', ""Je cède aux sentiments que la nature inspire, Je me rends, l'amour seul n'était pas assez fort."")",0.82,Substitution
359,"('#apollon', ""Qu'on redouble ses chaînes Démons !"")",,1.0,Insertion
360,"('#daphne', 'Faites-les arrêter. Pouvez-vous bien me voir à vos pieds toute en larmes, Sans vous laisser toucher le coeur ?')","('#medee #le-roi', ""Que la vengeance A d'attraits pour des cours jaloux ! N'épargnons point qui nous offense, Vengeons-nous, vengeons-nous, L'amour même, n'est pas plus doux Que la vengeance."")",1.4,Substitution
361,"('#apollon', ""Daphné, C'est contre vous que retournent ces armes. La pitié redouble vos charmes ; En combattant l'amour, elle le rend vainqueur. Votre douleur vous nuit ; vous en êtes plus belle. Venez, venez être immortelle : Je l'obtiendrai du Sort, ou je jure vos yeux Que les cieux Regretteront notre présence. Zéphyrs, enlevez-la malgré sa résistance."")","('#medee #le-roi', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",0.59,Substitution
362,"('#daphne', 'Ô dieux ! Consentez-vous à cette violence ?')","('#choeur', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",0.87,Substitution
363,,"('#medee #le-roi', 'Recevez la récompence De votre constance.')",1.0,Deletion
364,"('#diane', 'Démons, gardez de lui toucher ! Deviens laurier, Daphné ; Leucippe, sois rocher.')","('#le-choeur', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",1.01,Substitution
365,"('#apollon', ""Barbare, qu'as-tu fait ? Détruire un tel ouvrage ! Faire à ton frère un tel outrage ! Cruelle soeur, Cruelle, et cent fois plus sauvage Que les ours avec qui tu vis ! Que de trésors tu m'as ravis Rends-moi ces biens, rends-moi ce divin assemblage. Daphné, vous n'êtes plus, j'ai perdu mes amours, Et ne saurais perdre la vie Heureux mortels, vos Pleurs cessent avec Vos jours : La mort est un bien que j'envie. Puissent les cieux cesser leur cours ! Périsse l'Univers avecque ma princesse"")","('#le-roi', ""Oublions le passé, ma colère est finie ; Puisqu'Athènes le veut je consens qu'après moi Ce héros soit un jour son légitime roi. Commençons la cérémonie. Qu'on apprenne à servir Thésée en souverain. Prenez ce vase de ma main."")",0.59,Substitution
366,"('#amour', ""Sèche tes pleurs, elle est déesse. Viens l'épouser : mes traits se sont assez vengés ; Ces mouvements de haine en amour sont changés."")","('#thesee', ""Je jure sur ce fer qui m'a comblé de gloire, Que je vous servirai contre vos ennemis, Et que vous n'aurez point de sujet plus soumis... Le roi considère avec étonnement l'épée de Thésée, et la reconnaît pour être celle qu'il a laissée pour servir un jour à la reconnaissance de son fils. "")",1.15,Substitution
367,"('#apollon', ""Puis-je t'ajouter foi ? m'as-tu fait cette grâce ?"")","('#le-roi', ""Que vois-je ? Quelle épée ! Ah qui l'aurait pu croire ! Ô ciel ! J'allais perdre mon fils ! J'avais laissé ce fer pour ta reconnaissance, Mon fils, ah mon cher fils, où nous exposais-tu ?"")",0.77,Substitution
368,"('#amour', ""Viens l'éprouver."")",,1.0,Insertion
369,"('#apollon', ""Allons, et que sur le Parnasse On célèbre des jeux à l'honneur de Daphné. Que le vainqueur y soit de laurier couronné. Bel arbre, adieu. je quitte à regret cette place, Et veux qu'à l'avenir on ceigne de lauriers Le front de mes sujets et celui des guerriers. Apollon monte dans le char où est l'Amour, et tous deux retournant au ciel. Le théâtre change aussitôt. Le Parnasse se découvre au fond. Quelques Mimes sont assises en divers endroits de sa croupe, et quelques poètes à leurs pieds. Sur le sommet, le palais du dieu se fait voir. Les deux côtés du théâtre sont deux galeries qui ressemblent à celles où on étale des raretés les jours de fête et les jours de foire. Là sont les archives du Destin. L'architecture est ornée de feuilles de laurier. Sous chaque portique est un buste ; il y en a neuf de conquérants et autant dé poètes ; les conquérants d'un côté, les poètes de l'autre. Les conquérants sont Cyrus, Alexandre, etc. ; et les poètes sont Homère, Anacréon, Pindare, Virgile, Horace, Ovide, l'Arioste, le Tasse, et Malherbe. Apollon a voulu que l'avenir fût montré en faveur de cette fête. "")","('#thesee', ""Ce fer eût dans mes mains trahi votre espérance En vous montrant un fils qui n'eut point combattu, Sans prendre aucun secours d'une illustre naissance Je voulais éprouver jusqu'où va la vertu. Médée s'enfuit voyant Thésée reconnu par son père."")",0.41,Substitution
370,,"('#le-roi', ""Ah ! Perfide Médée ! ... elle fuit l'inhumaine, Qu'on la poursuive, allez, ne la respectez plus ; Mais la poursuite en sera vaine, Elle sait des chemins qui nous sont inconnus !"")",1.0,Deletion
371,,"('#thesee', ""C'est assez d'éviter sa haine ; Soyons heureux, Seigneur : Notre parfait bonheur Suffira pour sa peine."")",1.0,Deletion
372,,"('#le-roi #thesee #aegle', 'Notre parfait bonheur Suffira pour sa peine.')",1.0,Deletion
373,"('#un-poete-heroïque', ""Quel prince offre à mes yeux des lauriers toujours verts ? Je vois dans l'avenir cent potentats divers Lui disputer en vain l'honneur de la victoire. Ô toi, fils de Latone, amour de l'Univers, Protecteur des doux sons, des beaux-arts, des bons vers, Aide-nous à chanter sa gloire !"")","('#le-roi', ""Je suis charmé de vos appas, Je ne m'en défends pas, Trop aimable AEglé, je vous aime ; Mais je veux être heureux dans un autre moi-même ; Mon rival m'est trop cher pour en être jaloux, Je reconnais mon fils à son amour extrême, C'est le sort de mon sang de s'enflammer pour vous. Que l'hymen prépare Des noeuds pleins d'attraits Soyez unis à jamais, Que l'amour répare Tous les maux qu'il vous a faits Soyez unis à jamais."")",0.33,Substitution
374,,"('#choeur', 'Soyez unis à jamais.')",1.0,Deletion
375,"('#melpomene', ""Ce n'est pas l'ouvrage d'un jour : Sublime, allez dormir encor sur le Parnasse, Et vous, clairons, faites place Aux doux concerts de l'Amour."")","('#thesee #aegle', 'Les plus belles chaînes Coûtent des soupirs ; Il faut passer par les peines Pour arriver aux plaisirs.')",1.29,Substitution
376,"('#philis', 'Les Zéphyrs sont de retour : Flore avec eux se promène.')","('#le-roi #cleone #arcas', ""Que l'hymen prépare Des noeuds pleins d'attraits."")",1.6,Substitution
377,,"('#choeur', 'Soyez unis à jamais.')",1.0,Deletion
378,"('#daphnis', ""Savez-vous qui les ramène ? C'est l'Amour."")","('#le-roi #cleone #arcas', ""Que l'amour répare Tous les maux qu'il vous a faits."")",0.77,Substitution
379,"('#philis', 'De quoi parle en ce séjour La savante Philomèle ?')",,1.0,Insertion
380,"('#daphnis', ""Et de quoi parlerait-elle, Que d'amour ?"")","('#choeur', 'Soyez unis à jamais.')",1.46,Substitution
381,"('#philis #daphnis', ""Faisons aussi notre cour Au printemps vêtu de roses ; Ayons, comme toutes choses, De l'amour."")","('#medee', ""Vous n'êtes pas encor délivrés de ma rage : Je n'ai point préparé la pompe de ces lieux Pour servir au bonheur d'un amour qui m'outrage ; Je veux que les enfers détruisent mon ouvrage, C'est ainsi qu'en partant je vous fais mes adieux. Dans le temps que Médée fuit, le palais paraît embrasé, et les mets du festin préparé se convertissent en des animaux horribles."")",1.56,Substitution
382,"('#un-poete-satirique', ""Aimez, mais permettez que je parle à mon tour. Comment faire Pour se taire ? Le monde est plein de sots, de l'un à l'autre bout ; Le passé, le présent, et l'avenir surtout. Comment faire Pour se taire ?"")","('#le-choeur', ""Secourez-nous, justes dieux ! Quelle flamme épouvantable ! Quels ennemis furieux ! Secourez-nous, justes dieux ! Une mort inévitable S'offre partout à nos yeux ! Secourez-nous, justes dieux !"")",1.59,Substitution
383,"('#choeur', 'Comment faire Pour se taire ?')","('#minerve', ""Le ciel veut écarter tout ce qui peut vous nuire : Voyez par mon pouvoir élever à l'instant Un palais éclatant Que l'enfer n'osera détruire."")",1.65,Substitution
384,"('#thalie', ""Ridicules, envoyez-nous Les principaux d'entre vous. Cinq ridicules entrent sur la scène. C'est une coquette emportée, une précieuse, un méchant poète, un homme affectant le bel air, et un vieillard amoureux. "")","('#minerve #divinites', 'Vivez, vivez contents dans ces aimables lieux.')",1.26,Substitution
385,"('#le-mechant-poete', 'Quoi ! Dans ces lieux sacrés on souffre la satire !')","('#le-choeur', 'Vivons, vivons contents dans ces aimables lieux.')",1.36,Substitution
386,"('#thalie', ""Soyez les premiers à rire. Les ridicules se consolent et font une entrée, dansant tous sur les mêmes pas, et gardant toutefois, autant qu'ils peuvent, leur caractère.  Mercure, monté sur Pégase, descend au sacré vallon. Il interrompt la danse des ridicules, et vient présenter trois couronnes de laurier à ces trois genres de poésie. "")",,1.0,Insertion
387,"('#mercure', ""Chacun de vous doit être couronné : Recevez ces présents de la part de Daphné. Elle est maintenant déesse, Aimant le dieu de ces lieux : Poussez-en jusques aux cieux Des chants remplis d'allégresse. Mercure revole au ciel, ayant laissé Pégase sur le double mont. Quatre auteurs lyriques et autant de Muses du même genre viennent danser en témoignage de joie ; puis les ridicules se mêlent avec eux, formant de différentes figures avec des branches de laurier qu'ils portent tous, et dont ils se font des espèces de berceaux. C'est le grand ballet. "")","('#minerve #les-choeurs', ""Bienheureux qui peut naître Sous un règne si glorieux ! Vivez, vivez contents dans ces aimables lieux. Vivons, vivons contents dans ces aimables lieux. Un roi digne de l'être Est le don le plus grand des cieux. Vivez, vivez contents dans ces aimables lieux. Vivons, vivons contents dans ces aimables lieux."")",0.9,Substitution
388,"('#une-muse-lyrique', ""Il n'est que de s'enflammer ; Laissez, laissez-vous charmer ; La raison vous y convie : Sans le dieu qui fait aimer, Que serait-ce que la vie ? Le grand ballet recommence encore."")","('#arcas #cleone', ""Le plus sage S'enflamme, et s'engage, Sans savoir comment, La fierté se dément, Le cour le plus sauvage Soupire aisément Dans un fatal moment. Le plus sage S'enflamme, et s'engage, Sans savoir comment. Contre un mal si doux, et si charmant Le plus grand courage Combat faiblement. Le plus sage S'enflamme, et s'engage, Sans savoir comment. Quel dommage, Si l'on ne ménage Les moments heureux ! Formons d'aimables noeuds ; Faisons un doux usage Du temps où les jeux Suivront partout nos voeux. Quel dommage Si l'on ne ménage Les moments heureux ! Qui n'est point dans l'empire amoureux N'aura pour partage Que des soins fâcheux. Quel dommage Si l'on ne ménage Les moments heureux !"")",0.32,Substitution
389,"('#autre-muse-lyrique', 'Chacun sert quelque désir ; Tout consiste à bien choisir ; Faites-vous de douces chaînes : En amour tout est plaisir, Et même jusques aux peines.')",,1.0,Insertion
390,"('#le-choeur', ""Aimez, doctes nourrissons : S'il n'était point d'amour, serait-il des chansons ?"")",,1.0,Insertion
