,barante-arlequin-misanthrope,mongin-promenades-de-paris,Cost,Operation Type
572,"('#arlequin', ""Vous n'avez plus cette affluence dans votre Boutique ?"")",,1.0,Insertion
573,"('#le-libraire', ""Pardonnez-moi, j'ai encore assez de gens chez moi.  Mais, Monsieur, ma femme a plus de quarante ans."")",,1.0,Insertion
574,"('#arlequin', ""Ainsi ils n'y viennent que pour la conversation ?"")",,1.0,Insertion
575,"('#le-libraire', 'Justement.  Ils ont fait de ma Boutique une Académie de beaux esprits, où ma femme régente parmi les Historiens, les Poètes, et les diseurs de bons mots.')","('#pierrot', 'Ils se gaussont, parce que je Quis encore tout neuf aux Tuileries.  Mais que de braveries !  Que de biautez !  Quelle foule !')",1.19,Substitution
576,"('#arlequin', 'Il faut bien de ces gens-là pour échauffer une Cuisine.')",,1.0,Insertion
577,"('#le-libraire', ""Que voulez-vous, j'ai dupé le public, et le public m'a dupé ; chacun à son tour...  Je lui troquais d'abord des bagatelles pour de bon argent, il les prenait avidement ; je crus qu'il se laisserait tromper plus longtemps, et me donnerait celui de faire une fortune complète."")","('#arlequin', ""Hé bien que dites-vous de tout ce tripotage ?  Est-ce qu'on voit cela dedans votre Village ?  Chez vous par exemple, voit-on  Ces figures extravagantes ?  Et ces Gazettes ambulantes  Par escouade, par peloton,  Perdre ou gagner victoire en Flandre, en Allemagne ?  Faire des châteaux en Espagne,  Et battre l'ennemi seulement en discours ?  Ces fols criants comme des sourds,  Par leurs dits et leurs rêveries,  Leur hurlements, et leurs sottes raisons,  Ne vous feraient-ils pas prendre les Tuileries  Pour les Petites-Maisons ?"")",0.92,Substitution
578,"('#arlequin', ""Le public est un compère capricieux dont il faut brusquer le goût : pendant qu'il vous en disait que n'en profitiez-vous mieux ?"")","('#pierrot', ""En effet, des fous à ces Nouvellistes il n'y a que la main.  Mais tenez, tenez, su'est-ce que c'est que ces petits court vêtus ?"")",1.52,Substitution
579,"('#le-libraire', ""Si je puis revenir sur l'eau, que je profiterai de vos avis !  Plus de romans, ni d'Historiettes, j'y renonce...  de bons livres de maximes, et de caractères.  Ce sont ceux-là dont on voit en quatre mois doubler le prix, et multiplier les éditions.  Voilà ce qui fait rouler un libraire en carrosse."")","('#arlequin', ""Ils viennent tous en fard, en mouches, en dentelles,  En Narcisses en Adonis  Voltiger de Belles en Belles,  Jeter un oeillade à Philis,  Dire une sottise à Lisette,  En tout lieu semer la fleurette,  Et faire flèche de tout bois ;  Aimer les femmes par douzaine,  Se vanter que pour eux il n'est point d'inhumaine,  Et faire ici tout à la fois  Le Marquis, le Tartuffe, enfin tout personnage,  Hors le leur, et celui de sage. Qui ?  Cette seconde espèce de femme, et qui font si bien les Damoiseaux ?"")",0.8,Substitution
580,"('#arlequin', ""Cela n'est pas tout à fait sûr, le goût change là-dessus ; et on plonge dans la bagatelle.  Ainsi, si vous voulez avoir de l'argent du public, il faut l'endormir par des contes ce Fées, le réveiller par des rapsodies, ou l'amuser par de petits jeux ; comme le Gage-touché, Cache-mitoulas, et Colin-Maillard.  Voilà des titres cela !"")","('#pierrot', 'Oh, chez nous les petits-collets  Ne sont ma foi pas si coquets.  Mais, à ce que je vois, on est libre à Paris.  Toutes ces femmes-là, malgré leurs biaux habits,  Ne repoussons point les hommes,  Comme celles de mon pays.')",1.08,Substitution
581,"('#le-libraire', ""Ah, Monsieur, si vous me permettez de m'établir dans votre Ville, voilà les Livres par où je débuterai.  Le Gagetouché !  Quel effet dans une Affiche !"")","('#arlequin', ""Bien au contraire, ces Iris Nous courent tous tant que nous sommes. La coiffe ici vole au chapeau.  Et tiens, remarques-tu le burlesque écriteau  Qu'on voit affiché devant elle ?  Vois-tu ces mots écrits sur bien plus d'une Belle :  Coeur à louer pour le Robin,  CoEur à louer pour la Finance,  Place de peu de résistance,  Coeur à terme à la Saint-Martin.  Et bien, Manant, voit-on cela dans ton village ? "")",0.61,Substitution
582,,"('#pierrot', ""Non, il n'est point chez nous de femmes de louage."")",1.0,Deletion
583,"('#arlequin', 'Fort bien, nous penserons à cela une autre fois ; laissez-moi un moment en repos.')","('#arlequin', ""Et vos amantes, vos bergères,  Qui ne vous perdent jamais,  N'ont point besoin de locataires :  Mais pour les nôtres, en amour  Elles font tout l'été de fort longues diètes,  Et toute Promenade est une basse-cour  Où l'on ne voit qu'un coq pour cinquante poulettes. C'est que dans ton village il n'est point de plumets ; "")",1.46,Substitution
584,"('#le-libraire', ""Je vais en écrire à ma femme.  Qu'elle sera aise de venir débiter ses Romans en style coupé !  Pour peu que vous y donniez la main, notre fortune est faite."")","('#pierrot', ""Ma foi, je plains toutes ces biautez-là.  Mais expliquez-moi, je vous prie,  Toutes ces autres que voilà.  Qu'est-ce que cela signifie ?  Comment s'appelle ce château,  Ces terrasses et ces jets d'eau ?  Ces allées surtout ? Qu'est-ce que ces allées ?"")",1.47,Substitution
585,"('#arlequin', 'Adieu, bon soir, et bonne nuit.')",,1.0,Insertion
586,"('#le-libraire', ""L'heureuse rencontre !  L'heureuse rencontre !"")","('#arlequin', 'Voici comme vulgairement  La chose eu appelée.  Tiens, devant nous premièrement  Voilà la grande allée.')",1.34,Substitution
587,,"('#pierrot', 'La grande allée ?')",1.0,Deletion
588,"('#le-peintre', ""Comme tout ce qu'il y a d'illustres dans le monde, semble s'être donné rendez-vous pour venir peupler votre nouvelle Ville où vous ne voulez rien de commun, agréez que je vous présente un homme en la manière des plus extraordinaires qui se fassent."")","('#arlequin', ""C'est la carrière du beau monde.  C'est là qu'avec grand appareil,  Au petit couché du Soleil,  Viennent se mettre en montre et la brune et blonde.  C'est là qu'on met à l'étalage dentelle ; étoffes, et rubans ;  C'est-là que tous les ambulants  Viennent mettre à l'encan leur taille et leur visage.  C'est là que l'on se donne un public rendez-vous ;  Que tous les beaux objets se trouvent,  Et que tous ils se désapprouvent,  Parce qu'ils se ressemblent tous.  Voilà en peu de mots ce que c'est que la grande allée.  Pour ces petites d'à_côté, l'une est l'allée de la fronde ou du contrôle."")",0.64,Substitution
589,"('#arlequin', 'Où est-il ?')","('#pierrot', 'Ces allées où font ces bancs ?')",1.1,Substitution
590,"('#le-peintre', 'Le voilà.')","('#arlequin', ""Oui, c'est là qu'on s'assit pour médire à son aise,  Que l'on parle du beau, du mauvais, et du bon ;  Enfin c'est là que tout se pèse,  Et qu'à chaque passant on taille le lardon."")",1.88,Substitution
591,"('#arlequin', 'Je le crois.  Mais qui êtes-vous ?')","('#pierrot', 'Et cette allée-ci si sombre et si touffue ?')",1.49,Substitution
592,"('#le-peintre', 'Monsieur, je suis un original sans copie, un Poète muet, un imposteur de bonne foi, un beau morceau moderne qui ne deviendra que trop antique avec le temps.')","('#arlequin', ""Ce qu'on dit, ce qu'on fait en semblable retraite,  Se devine assez entre nous  Mais cette allée est fort discrète ;  Et dont bien en prend aux jaloux. C'est l'allée des rendez-vous. "")",1.2,Substitution
593,"('#arlequin', 'Et avec tout cela, vous êtes gueux, comme un Peintre ?')","('#pierrot', ""Et cette autre allée où l'on ne se promène que seul à seul ?"")",1.78,Substitution
594,"('#le-peintre', ""Il est vrai qu'un Peintre ne va pas si tôt en Carrosse qu'un Caissier ; mais enfin, on ne laisse pas de se tirer d'intrigue ; et depuis que les gens d'affaire se sont jetés dans le goût des tableaux, notre profession est un peu réconciliée avec la fortune.  D'ailleurs, j'ai un talent merveilleux pour le portrait."")","('#arlequin', ""C'est le séjour de la misanthropie,  C'est là qu'un noir chagrin, que la mélancolie, Se promènent matin et soir ;  Et là bien des humains se plaisant seuls, font voir  Qu'on peut se plaire, quoi qu'on die,  En fort mauvaise compagnie."")",0.77,Substitution
595,"('#arlequin', ""Et attrapez-vous bien l'air des gens ?  Faites-vous ressembler ?"")",,1.0,Insertion
596,"('#le-peintre', ""À merveille...  J'attrape cela... le tour du visage, le feu des yeux, le coloris du teint...  Il n'y a pas un de mes portraits qui ne ressemble parfaitement."")","('#pierrot', ""Mais qu'est-ce que je vois là-bas ?  Tatidié !  Quel bagage !  Qu'est-ce donc que cette allée-là ?"")",1.6,Substitution
597,"('#arlequin', 'Et avec ce beau talent, peignez-vous bien des femmes ?')",,1.0,Insertion
598,"('#le-peintre', 'Oui da.')",,1.0,Insertion
599,"('#arlequin', ""Vous peignez des femmes, et vous faites ressembler ?  Poursuivez, mon ami, poursuivez, vous êtes dans le grand chemin de l'Hôpital.  Un bon Peintre de femmes doit être un imposteur de profession."")",,1.0,Insertion
600,"('#le-peintre', ""Cela est vrai.  Il y a quelque temps qu'une vieille Marquise me pria de faire son portrait, je fus assez sot pour me piquer de sincérité, je la peignis comme deux gouttes d'eau."")",,1.0,Insertion
601,"('#arlequin', 'Hé bien ?')","('#arlequin', 'Où donc ?')",0.26,Substitution
602,,"('#pierrot', 'Hé, là où se promènent tous ces chevaux et ces carrosses.')",1.0,Deletion
603,,"('#mezzetin', ""Hé, c'est le Cours."")",1.0,Deletion
604,"('#le-peintre', ""Elle ne se vit pas plutôt comme la nature l'avait faite, qu'elle voulut me faire jeter par les fenêtres, disant que je la rendais hideuse.  À huit jours de là, je lui portai un Portrait que j'avais fait d'une jolie petite personne de dix-huit ans.  Je lui dis que c'était le sien que j'avais raccommodé, elle me fit donner cinquante pistoles, et publie partout, que je suis le premier homme du monde."")","('#pierrot', ""Allons, faisons une descente dans ce Cours.  Je n'ai jamais vu tant de biau monde.  Allons donc."")",1.5,Substitution
605,"('#arlequin', ""Bon !  Si l'on peignait les gens tels qu'ils sont, ils se feraient peur les uns aux autres."")",,1.0,Insertion
606,"('#le-peintre', ""À vous parler naturellement, mon grand gain n'est pas de faire des Portraits."")","('#arlequin', ""Tout doux ; fantassin ni piéton  Ne vont jamais en ce canton.  L'on n'étale aux Tuileries  Qu'habits, rubans, modes, et broderies ;  Ici pour briller, tout mortel  Prend un mérite personnel :  Mais au cours prés duquel nous sommes,  Là ce font les chevaux qui font valoir les hommes ;  Et parmi ces humains, et parmi ces chevaux,  Qui vont de mon côté, qui reviennent du vôtre,  On pourrait prendre l'un pour l'autre,  Sans faire de grands quiproquos.  Ces ballots par exemple et ces larges visages  Qui remplirent eux seuls de si grands équipages,  Ces gens, d'esprit comme de corps épais.  De leurs coureurs sont-ils pas les images ?  Mais, Cours, à tant de sots favorable carrière,  Parmi tous ces beaux chars, tous ces beaux étalons,  Que penses-tu de voir en carrosse à deux fonds,  Ceux que jadis tu vis derrière ?  C'est ici qu'un vrai spectre, un remède d'amour,  Est un Soleil en Carrosse à trois glaces ;  Six Chevaux bien croupés au Cours,  Entraînent après eux les cours, les ris, les grâces.  Un mérite roulant est une flèche, un dard,  Auquel il n'est point de rempart,  Et l'on ne trouve point de belle,  À qui les roues d'un beau Char,  Ne fassent tourner la cervelle.  Mais arrête, vois-tu ce petit animal,  Ce jeune Phaéton, qui pour frapper la vue,  Par une route trop battue,  Court en carrosse à l'Hôpital ?  D'autres ambitieux, qui pour fuir cet outrage,  Aux dépens de leur ventre étalent un beau train ? Vous autres bourgeois de Village,  De cette ville aimeriez-vous l'usage,  Et vous réduiriez-vous à n'avoir pas du pain,  Pour avoir un bel équipage ?  Des chevaux bien nourris courent sous ce feuillage,  Dont les maîtres meurent de faim ;  Et ces chevaux de bonne mine,  Qui font si bien aller un carrosse en ces lieux,  Font bien mal aller la cuisine.  Enfin dans ce grand Cours chacun à_qui_mieux-mieux   Vient jeter de la poudre aux yeux. Mais voici l'heure de mon concert, la nuit approche ; serviteur, Monsieur le Manant.  À nous revoir ici ce soir, au clair de Lune."")",1.18,Substitution
607,"('#arlequin', 'À quoi donc gagnez-vous davantage ?')","('#pierrot', ""Comment ?  Est-ce qu'on vient ici la nuit ?"")",1.27,Substitution
608,"('#le-peintre', 'À retoucher les anciens originaux.')",,1.0,Insertion
609,"('#arlequin', ""Quoi, vous vous mêlez barbouiller ce qui nous reste de l'antiquité ?"")",,1.0,Insertion
610,"('#le-peintre', ""Vous ne m'entendez pas.  Je dis que je travaille sur les vieux Originaux naturels."")",,1.0,Insertion
611,"('#arlequin', 'Encore moins.')",,1.0,Insertion
612,"('#le-peintre', ""N'avez-vous jamais vu un visage sur lequel les années ou la petite vérole ont sillonné des trous, où les amours à coup sûr ne jouent plus à la fossette...  Tac... tac...  Je vous remplis cela, et rétablis à une face sexagénaire un embonpoint de dix-huit ans."")","('#arlequin', ""Ce beau jardin que l'on admire  Est ordinairement, le jour,  Le théâtre de la Satyre,  Et la nuit celui de l'amour.  Dans le jour, la blonde et la brune  Y font étaler leurs attraits ;  Mais au demi clair de la Lune,  On y voit leurs charmes secrets. Sans doute ; et minuit c'est la plus belle heure des Tuileries. Arlequin chante :"")",0.86,Substitution
613,"('#arlequin', 'Ah, vous êtes fort intelligible à présent.')",,1.0,Insertion
614,"('#le-peintre', ""Je répands sur des joues décrépites un incarnat...  Oh, ma foi, cinq ou six coups de pinceau touchés à propos, donnent un terrible soufflet à l'extrait baptistaire le mieux collationné."")",,1.0,Insertion
615,"('#arlequin', ""La malepeste !  Vous devez être à votre aise avec un si beau talent.  Mais ne s'aperçoit-on pas que ce n'est que de la peinture ?"")","('#pierrot', ""Ah !  Je souhaite donc que la nuit vienne au grand galop.  Voilà qui est admirable, qu'on voie de si belles choses aux Tuileries quand on n'y voit goutte ! Pierrot s'en va. "")",0.89,Substitution
616,"('#le-peintre', ""Bon !  Si vous aviez vu une paire de sourcils que j'ai livrée il y a huit jours à une vieille Présidente, vous y seriez trompé vous-même.  Son mari ne s'en aperçut qu'en y regardant avec ses lunettes."")","('#mezzetin', 'Que vois-je ?  Est-ce Arlequin ?')",1.51,Substitution
617,"('#arlequin', 'Monsieur le Peintre, ne pourriez-vous me montrer quelque chose de votre façon ?')","('#arlequin', ""Hé, c'est toi, mon cher Mezzetin !  Ah !  L'heureuse rencontre, et que j'ai de joie de te revoir !"")",1.29,Substitution
618,"('#le-peintre', ""Volontiers.  J'ai une pièce curieuse...  Holà, ho, apportez ce tableau. Voyez cela.  Est-ce bien peint ?  Tenez, pour qui prendriez-vous cet homme-là ? On apporte un tableau qui représente un abbé avec un habit brodé, et une cravate en Steinkerque."")",,1.0,Insertion
619,"('#arlequin', ""Pour un colonel, s'il avait une épée."")",,1.0,Insertion
620,"('#le-peintre', ""Bon !  C'est un abbé qui a voulu se faire peindre dans cet habit-là.  C'est son habit d'occasion, et celui-là même dans lequel il fut ces jours passés volé, et battu, en faisant porter son souper en ville.  Mais ce serait bien pis si vous le voyiez à sa toilette."")",,1.0,Insertion
621,"('#arlequin', 'Comment donc ?')","('#mezzetin', ""Comment donc ?  Tu as quitté l'Armée pour venir aux Tuileries ?"")",1.02,Substitution
622,"('#le-peintre', 'Il a voulu que je le peignisse en déshabillé.  Voulez-vous le voir ?')",,1.0,Insertion
623,"('#arlequin', ""Est-ce que vous l'avez là ?"")",,1.0,Insertion
624,"('#le-peintre', ""Et n'ai-je pas le secret de changer ce tableau comme il me plaît ?  Voyez, voyez. Le tableau change, et l'abbé paraît devant une toilette pleine de carrés, de pots de pommade, et de rouge."")","('#arlequin', ""Oui. Faut-il que cela t'étonne ?  Hé, combien d'enfants de Bellone  À Paris, comme moi, cet été font venus  Demander becquée à Vénus ?  Ah ! Que depuis mes adieux pour l'Armée,  J'ai bien mangé, mon cher, de la vache enragée,  Et bien encouru des malheurs !  Tu me regardes bien ? J'ai perdu mes couleurs, Comme tu vois, je suis plus noir qu'à l'ordinaire.  Ce sont fruits de l'Art militaire.  Si tu me vois le teint de la poudre à canon,  Cela vient de la liaison  Qu'elle et moi tout l'été nous avons eue ensemble.  Sens aussi cet habit, sens. Et bien, que t'en semble ? "")",0.55,Substitution
625,,"('#mezzetin', 'Je ne sens rien.')",1.0,Deletion
626,,"('#arlequin', 'Comment ? Ce juste-au-corps  Ne sent pas le carnage et la mort ? Sens encor. ')",1.0,Deletion
627,"('#arlequin', ""Oh parbleu, Monsieur le Peintre, vous vous moquez de moi.  C'est une femme."")","('#mezzetin', 'Va, tes senteurs sont ridicules.')",1.63,Substitution
628,"('#le-peintre', 'Oui vraiment une femme !  Les femmes de ce temps-ci y sont bien plus cavalièrement.  Tenez, voilà une toilette de femme. Le Tableau change. Une femme paraît devant une table pleine de bouteilles de ratafia. Elle a une pipe à la bouche et un verre à la main. ')","('#arlequin', ""Tu n'as donc point de sentiments.  Cet habit est par tout lardé de corpuscules  Anglais, Espagnols, et Flamands.  Ah ! Que dans cette boucherie,  Quoi que je fisse l'esprit fort,  Il me fallut trinquer bien des coups d'eau de vie,  Pour donner celui de la mort.  Je suis un homme franc, s'il en est sur la terre ;  Tu ne vois point de ces hâbleurs  Qui disent tous les maux qu'ils ont eus à la guerre,  Sans mettre du nombre leurs peurs.  Pour moi, je l'avouerai sans feinte,  Je n'eus de passion en Flandre que la crainte.  Ceux qui font tant sonner leur bravoure, leur nom ;  Crois-moi, les gens de cette sorte,  Ont comme moi la gueule morte,  En voyant celle du canon.  Témoin ces braves capitaines,  Qui quand la charge sonne ont recours aux neuvaines."")",1.38,Substitution
629,"('#arlequin', ""Oh, pour celui-là, je ne m'y attendais pas."")",,1.0,Insertion
630,"('#le-peintre', ""Voulez-vous voir votre portrait en petit ?  J'ai tous les gens illustres.  Voyez.  Cela vous ressemble-t-il ? On voit un petit Arlequin dans le tableau qui salue, descend, danse et s'en va."")","('#mezzetin', ""C'est à dire qu'il est des Guerriers en bravoure  Aussi fanfarons qu'en amour.  Mais la guerre, Arlequin, fait donc bien de la peine ?"")",1.07,Substitution
631,"('#colombine', ""Voilà l'homme que j'ai vu tantôt avec mon Prince, cachons-nous, et écoutons ce qu'il dit."")",,1.0,Insertion
632,"('#scaramouche', ""Ah, amour, amour, petit scélérat, que tu fais faire de folies !  Il n'y a pas jusqu'au cerveau d'un Comédien que tu ne t'avises de déranger.  Octave était habile, goûté de tous ceux qui l'écoutaient, il s'est avisé de devenir amoureux, et n'est plus qu'un...  Ma foi, Monsieur, Octave, ce n'est pas là votre métier, et pour un Comédien qui s'est enrichi à faire l'amour, j'en connais trente qui s'y ruinent.  Mais le voilà.  Comme il est fait !  Le pauvre garçon me fait pitié.  Hé bien, comment va le coeur ?"")","('#arlequin', ""Mon éloquence serait vaine  À te le vouloir exprimer.  Oui, l'on souffre tant à l'Armée,  Que bien des braves gens que je n'ose nommer,  Souhaitaient cet été, malgré leur renommée,  Devenir Bourgeois de Paris ;  Et de tous ces bourgeois en été si chéris  Nos guerriers convoitant la vie et les pistoles  Maint d'entre eux disait ces paroles,  Petits-Collets, robins, et douaniers,  Que votre sort est doux, qu'il est digne d'envie !  Il ne vous coûte au plus que soupirs monnayers  Pour gagner Cloris ou Sylvie ;  Mais chez nous, pour gagner ou victoire ou lauriers,  Il faut qu'il en coûte la vie.  Petits Blondins, robins, et douaniers,  Vous êtes plus heureux cent fois que nos Guerriers.  L'été n'a pour vous que des charmes,  Quand il nous faut suer sous le poids de nos armes,  Chez vous et glaces et liqueurs,  Du chaud adoucirent les peines ;  Chez nous il n'est que les frayeurs  Qui glacent le sang dans les veines.  Vous répandez vin d'Espagne et du Rhin,  Quand nous versons le sang en abondance.  Vous avez plus d'une catin,  Quand nous n'en avons pas pour notre subsistance.  Vous dormez et soirs et matins,  Quand nous sommes tous des lutins,  Nous ne voyons qu'épée, ou baïonnette nue.  Ah ! Quelle affreuse nudité,  Auprès de celles qui l'été  Aux bains s'offrent à votre vue !  Buveurs, quand vous cassez les verres et les pots,  On casse bras et jambe à nos braves héros ;  Et vous riez sur l'herbe, et vous faites ripaille,  Quand nous jurons sur ce champ de bataille.  Enfin chacun de vous content de son destin,  Avecque la brune et la blonde  Ne cherche qu'à peupler le monde,  Quand nous ne voulons que sa fin.  Qu'en dis-tu, Mezzetin ? Ce sont là nos alarmes,  En raccourci voilà nos maux.  Les plus grands pour moi sont que nous autres Héros,  Tandis que devant nous chacun met bas les armes,  Des Bourgeois qui sont nos rivaux,  Nous font porter celles des sots.  Mais à propos, parlons de toi.  Comment gouvernes-tu nos veuves ?  De la mine dont tu es, et de l'inconstance dont elles sont, pendant que nous sommes au Champ de Mars, tu dois cet été faucher copieusement dans le champ des Amours."")",0.2,Substitution
633,"('#octave', ""Ah !  Mon pauvre Scaramouche, je suis le plus malheureux de tous les hommes, j'adore Colombine."")","('#mezzetin', ""Et, j'ai aussi un régiment de maîtresses que je ne voudrais pas troquer contre celui de ton maître ; et entre autres une certaine Colombine..."")",1.25,Substitution
634,,"('#arlequin', 'Co...')",1.0,Deletion
635,,"('#mezzetin', 'Colombine.')",1.0,Deletion
636,"('#scaramouche', ""Le grand malheur !  Si vous l'aimez, Elle ne vous hait pas ; et je suis bien trompé si elle ne vous cherche."")","('#arlequin', 'Colombine ?  Ah, la traîtresse ! Et il ne faut pas demander si vous êtes bien aimé de cette Colombine ? Haut.')",1.06,Substitution
637,"('#octave', ""Et c'est ce qui me confond.  Elle me croit un homme de grande qualité, elle ne s'est embarquée que sur cette espérance, et je dois mourir de honte d'avoir abusé de sa crédulité."")","('#mezzetin', ""Ma foi, sans trop s'en faire accroire, quand on est tourné comme je le suis, on est toujours assez sûr de son fait auprès des femmes."")",0.84,Substitution
638,"('#scaramouche', ""Allez, allez, nous sommes dans un temps où l'on ne meurt pas plus de honte que d'amour."")",,1.0,Insertion
639,"('#octave', 'Admire la cruauté de ma destinée !  Je fuyais Colombine, je commençais à sentir que je guérissais, lorsque quelque démon ennemi de mon repos me la fait trouver en ces lieux, comme par enchantement, et redonne à mon coeur toute sa première sensibilité.')",,1.0,Insertion
640,"('#scaramouche', ""Vous l'aimez, elle vous aime...  Hem ?  Y a-t-il tant de façons ?  Épousez-la."")","('#arlequin', ""Mais sans trop d'indiscrétion, ne pourrait-on pas savoir à quoi vous en êtes avec elle ?"")",1.29,Substitution
641,"('#octave', 'Que je lui donne un Comédien, après lui avoir promis un Prince ?')",,1.0,Insertion
642,"('#scaramouche', ""Elle ne serait pas la première qui aurait fait succéder à un grand Seigneur, un homme de moindre étoffe.  De tout temps la Comédie s'est faufilée avec les gens du beau monde."")","('#mezzetin', ""Sans un maudit fiacre qui est venu ce matin nous interrompre pendant que nous étions tête à tête dans le Bois_de_Boulogne, j'aurais poussé les affaires bien loin.  Mais ce qui est différé n'est pas perdu.  Serviteur. Il s'en va."")",1.17,Substitution
643,"('#octave', ""Je ne puis me pardonner de l'avoir trompée."")",,1.0,Insertion
644,"('#scaramouche', 'Tarare, pardonner !  Les femmes sont plus indulgentes que vous ne pensez, pourvu que...')",,1.0,Insertion
645,"('#octave', ""Mon cher Scaramouche, je t'ouvre mon coeur.  Quelque envie que j'eusse de rester en ces lieux, il faut absolument que je m'en arrache, j'irai me cacher quelque part au bout du monde, où je ne verrai jamais..."")","('#arlequin', 'Bon voyage.  Après cela fiez-vous à ces carognes de femmes !  Mais voici justement mon maître.')",1.37,Substitution
646,"('#colombine', ""Tu ne me verras jamais, traître !  Tu m'as trompée, et tu veux me fuir ?"")","('#leandre', ""D'où sors-tu donc, Arlequin ?  Il y a une heure que je te cherche."")",1.18,Substitution
647,"('#octave', 'Ah Ciel !')",,1.0,Insertion
648,"('#colombine', ""Vous m'aimez, Octave ?  Vous m'aimez ?  Quelle preuve vous m'en donnez !  Partir sans me dire adieu !"")","('#arlequin', ""Je me promenais en vous attendant, Monsieur, ici près , dans l'allée des soupirs, où je faisais réflexion sur l'instabilité des choses humaines par rapport aux femmes."")",1.21,Substitution
649,"('#scaramouche', 'Voici bien une autre histoire !')","('#leandre', ""Ah Ciel !  Est-ce d'Élise que tu veux parler ?  L'as-tu vue ?  Et bien, que t'a-t-elle dit ?  Qu'as-tu appris ?  Réponds vite."")",1.7,Substitution
650,"('#octave', 'Vous vous abusez, madame, je ne suis pas...')",,1.0,Insertion
651,"('#colombine', ""J'ai tout entendu, j'ai appris ce que vous êtes de votre propre bouche, et mon coeur a raison de se plaindre du peu de confiance que vous avez en mon amour.  Vous ne savez pas aimer, Octave.  Avez-vous pu croire que je n'aimasse en vous que la grandeur qui paraissait à mes yeux ?  Désabusez-vous, rendez-moi justice, et comptez que ce n'est pas le prince, mais Octave que je suis venu chercher ici."")","('#arlequin', ""Non, Monsieur, Élise n'est point la matière de mes réflexions ; c'est la moins femme de toutes les femmes en inconstance.  Mais sa suivante, mais Colombine..."")",1.19,Substitution
652,"('#scaramouche', ""La peste qu'une fille amoureuse a d'esprit !"")","('#leandre', ""Hé faquin, qu'ai-je à faire de Colombine ?  Parle-moi d'Élise."")",1.61,Substitution
653,"('#octave', 'Ah, trop généreuse Colombine, par où pourrai-je vous exprimer...')","('#arlequin', ""Et bien, je vous dis, Monsieur, qu'Élise est malgré l'absence, rage, aimable, fidèle.  Mais Colombine..."")",1.16,Substitution
654,"('#colombine', ""Voici Arlequin.  Vous savez les raisons que j'ai de le ménager, c'est un homme de poids, et qui malgré ses caprices, pourra nous être d'une grande utilité : retirez-vous, que je lui parle seule, je lui ferai mieux entendre mes raisons."")","('#leandre', ""Hé laissons-là Colombine, encore un coup ; parle de ce qui me touche.  Quoi donc ?  Élise n'aime ni n'épouse Calmar !"")",1.03,Substitution
655,"('#arlequin', 'Ah, bon jour, Seigneur Bagatelle.  Quoi vous êtes encore ici ?')","('#arlequin', 'Non, Monsieur, Élise ne sera point Calmardée.  Mais Colombine entêtée de Mezzetin, est à la veille...')",1.48,Substitution
656,"('#scaramouche', 'Signor si, con tutte le mie Bagatelle, al servitio di V.S. .')","('#leandre', ""Encore ?  Hé traître, qu'est-il question ici de Mezzetin et de Colombine ?  Ne me parle que d'Élise.  Rends-moi compte de sa conduite, et de celle de Calmar."")",1.67,Substitution
657,"('#arlequin', 'Je vous rends grâces, je vous ai déjà dit que vous pouvez les porter à Paris.')",,1.0,Insertion
658,"('#scaramouche', 'Ho sentito dire, che V.S. et bâtissait une grande Ville, una famosissima città ; e cosi, je venais avec toutes mes bagatelles, pour divertir votre femme et vos petits enfants.')","('#arlequin', ""Et bien, je vous dis, Monsieur, que Calmar a fait de son mieux pour nous supplanter.  Il a donné fête, bal, spectacle, et aujourd'hui même dans le Bois_de_Boulogne, Élise."")",1.1,Substitution
659,,"('#leandre', ""Et bien, achève, qu'a fait Élise dans le Bois_de_Boulogne ?"")",1.0,Deletion
660,"('#arlequin', ""À Paris, à Paris.  Je ne veux point de fadaises chez moi, et la bagatelle en sera bannie aussi sévèrement, que l'amour l'est du mariage."")","('#arlequin', ""Elle a fait ripaille avec Calmar, et n'est sortie de table que pour venir aux Tuileries entendre un concert qu'il lui donne.  Mais Colombine, tête à tête avec Mezzetin."")",1.29,Substitution
661,"('#colombine', ""Quoi, Seigneur Arlequin, seriez-vous de l'opinion de ceux qui croient que le premier jour de l'Hymen, est le dernier de l'amour, et du bon temps ?"")",,1.0,Insertion
662,"('#arlequin', ""De l'amour, oui.  Pour du bon temps, c'est selon.  Certaines femmes ne commencent à en prendre, que lorsqu'elles commencent à être épouses ; d'autres ne le goûtent qu'au veuvage, tout cela est très bien partagé.  Mais à propos de femme, savez-vous que dans ma Ville nouvelle, pour épargner aux Plaideurs la moitié de ce qui leur en coûte, les femmes rendront la justice ?"")","('#leandre', ""Tu ne finiras donc jamais, bourreau ?  Veux-tu donc oublier Colombine et me tirer d'inquiétude ?  Élise, dis-tu, n'est sortie de table que pour aller au concert ?  Qu'est-ce que c'est donc que ce concert ?"")",1.45,Substitution
663,"('#scaramouche', 'Des femmes Juges !  Que de prises de corps !')",,1.0,Insertion
664,"('#arlequin', ""J'ai remarqué, que presque tous les Plaideurs paient leurs arrêts aux Belles qui sont bien dans l'esprit du Juge."")",,1.0,Insertion
665,"('#colombine', 'Fort bien.')",,1.0,Insertion
