,viau-pyrame,puget-de-la-serre-le-pyrame,Cost,Operation Type
261,"('#thisbe', ""Hors de l'empêchement qui nous sépare ici, Tu sauras que tes voeux sont mes désirs aussi, Que ton mal est celui dont je me sens pressée ; Mais la course du jour s'en va déjà passée, La lune se confond avecque sa clarté. Il est temps de pourvoir à notre liberté, Il faut que notre fuite à la nuit se hasarde, Car avec trop de soin tout le jour on me garde."")","('#thisbe', ""Suivons donc les lois de cette douce destinée, et allons partager et nos biens, et nos maux en une terre étrangère, où l'envie ne nous puisse atteindre ."")",0.3,Substitution
262,"('#pyrame', ""C'est très bien avisé : quand d'un sommeil profond La première douceur dans nos veines se fond, Qu'en ce pesant fardeau, tout taciturne et sombre, On n'oit que le silence, on ne voit rien que l'ombre, Il se faut dérober chacun de sa maison, Ou plutôt se sauver chacun de la prison."")","('#pyrame', ""Je ne vis qu'en l'attente de ce bonheur, et le plutôt sera toujours trop tard pour mon contentement.  Marquons l'heure, et la place, où nous puissions faire le dernier complot de notre fuite."")",0.73,Substitution
263,"('#thisbe', ""Mais au sortir d'ici pour nous voir en peu d'heure, Quelle assignation trouverons-nous plus sûre ?"")","('#thisbe', ""Je te dirai l'heure, si tu me dis le lieu."")",1.01,Substitution
264,"('#pyrame', ""En attendant le jour, un lieu propre et bien près : Il semble que l'Amour me le découvre exprès, Le tombeau de Ninus."")","('#pyrame', 'Trouvons nous à ce soir à la fontaine du mûrier, qui est auprès du tombeau de Ninus, il me semble que la solitude de ce lieu est un témoin de notre assurance.')",0.22,Substitution
265,,"('#thisbe', 'Ce fera donc sur les dix heures, après que nos Argus seront endormis.')",1.0,Deletion
266,"('#thisbe', 'Il est vraiment bien proche.')","('#pyrame', 'Donne moi un baiser, pour gage de ta parole.')",1.49,Substitution
267,"('#pyrame', ""Là coule un clair ruisseau tout au pied d'une roche, Qui, de ses vives eaux entretenant les fleurs, Maintient à la prairie et l'âme et les couleurs ; Un arbre tout auprès, fertile en mûres blanches, Nous offre le couvert de ses épaisses branches ; Saurions-nous rencontrer un lieu plus à souhait ?"")","('#thisbe', ""Je le veux toutefois rends-moi mon gage, pour punition de ne m'avoir pas crue."")",1.39,Substitution
268,,"('#pyrame', 'Si tu me punis toujours de la sorte je ne te croirai jamais.')",1.0,Deletion
269,"('#thisbe', 'Il est le mieux du monde : allons, cela vaut fait.')",,1.0,Insertion
270,"('#la-mere', ""Encore de frayeur tous mes cheveux se dressent, Ses farouches regards encore à moi s'adressent, Ha ! Sommeil malheureux, en ce songe trompeur, Que tu m'as fait, ô Dieux ! Que tu m'as fait de peur ! De cette vision l'image triste et noire Avecque trop d'horreur s'attache à ma mémoire ; J'ai rêvé tout le jour dans l'appréhension De ma mauvaise nuit."")","('#oronthe', ""Les funestes augures d'un songe, me troublent si fort l'esprit, que je n'ai point de repos."")",0.26,Substitution
271,"('#la-confidente', ""Ce n'est qu'illusion."")","('#bersiane', ""Vous portez la peine de votre erreur : car nous ne devons jamais ajouter foi qu'aux oracles des Dieux."")",1.28,Substitution
272,"('#la-mere', 'Combien en voyons-nous à qui la voix des songes A dit des vérités !')","('#oronthe', 'Les Dieux ont des divers moYens pour nous faire connaître leurs volontés.')",0.8,Substitution
273,"('#la-confidente', 'Comme aussi des mensonges.')","('#bersiane', ""Il est vrai : mais ne savez vous pas que le Dieu du sommeil n'entre jamais dans le conseil secret des Destinées, parce qu'il rêve le plus souvent, de sorte que ces présages ne sont reçus que des enfants, ou des fous."")",1.48,Substitution
274,"('#la-mere', 'Cette frayeur me tient pourtant dans les esprits Trop avant pour avoir son présage à mépris ; Jamais une si triste et si pâle figure Ne se présente à nous sans un mauvais augure ; Une pareille nuit ne me vient pas souvent.')","('#oronthe', ""La vérité te convainc de la faiblesse, dont tu me veux accuser : car on voit d'ordinaire que les songes sont les messagers, qui nous portent les tristes nouvelles de l'arrivée de nos malheurs."")",0.39,Substitution
275,"('#la-confidente', ""À qui suit la raison le songe n'est que vent ; Il est bon ou mauvais, feint, vrai ou variable, Selon l'erreur douteux de notre esprit muable."")","('#bersiane', ""Les Malheurs ne nous arrivent pas pour les avoir songés, car nos crimes les attirent sur nos têtes, plutôt que les songes : qui s'ils arrivent pourtant selon l'aveugle prévoyance que nous en avons eue en dormant, il en faut attribuer la raison à l'hasard, et non à la nécessité. Mais faites moi le récit de votre songe."")",0.07,Substitution
276,"('#la-mere', ""Si tu savais comment ce songe est apparu, Comment cent fois la mort par mes os a couru, De quelque fermeté que ta raison se vante, Possible prendrais-tu ta part de l'épouvante."")","('#oronthe', ""Il me semblait que je voyais un Lion ro[u]gissant de colère qui poursuivait Thisbé pour en faire sa proie, et que ma fille ayant perdu le courage, et la force par sa longue fuite, fut contrainte de se jeter dans un fleuve de sang qu'elle trouva en son chemin.  Il me semblait aussi que Pyrame, paraissant tout à coup sur le rivage, et voyant Thisbé en danger, se jeta dans ce fleuve pour la sauver ; mais quel malheur tous deux furent engloutis sous les ondes, dont la couleur funeste, me présage sans doute quelque infortune."")",0.36,Substitution
277,"('#la-confidente', ""S'il ne vous est fâcheux de me le faire ouïr..."")","('#bersiane', ""Je vous estime heureuse de n'être malheureuSe qu'en dormant.  Laissez guérir votre esprit par la raison, puisque votre mal est volontaire."")",1.32,Substitution
278,"('#la-mere', ""Si cette ombre en parlant pouvait s'évanouir Et que sa forme errante encore dans ma couche Pût sortir de mon âme en sortant de ma bouche, Tu me verrais très prompte à te faire savoir Ce que mes yeux fermés m'ont clairement fait voir."")","('#oronthe', ""Ma douleur est plus forte que la raison, je ne saurais me défendre contre l'ennui qui me possède."")",1.34,Substitution
279,"('#la-confidente', ""Déchargeant sa douleur dedans l'âme fidèle De quelqu'un que l'on aime on la sent moins cruelle. Le plus faible secours que l'on nous puisse offrir Nous fait le mal au moins plus doucement souffrir ; S'il en faut soupirer, qu'avec vous je soupire."")","('#bersiane', ""Pourquoi voulez vous que la crainte d'un mal qui n'arrivera jamais serve d'aliment à votre tristesse quand je ferais du tout complaisante à votre humeur, et que je mettrais cette infortune que vous appréhendez tant, au rang des choses incertaines[.]  Ne devez vous pas modérer votre affliction, puis que vous possédez encore le bien, dont vous pleurez la perte."")",0.28,Substitution
280,"('#la-mere', ""Ta curiosité me presse de le dire. L'heure où nos corps chargés de grossières vapeurs Suscitent en nos sens des mouvements trompeurs Était déjà passée, et mon cerveau tranquille S'abreuvait des pavots que le sommeil distille, Sur le point que la nuit est proche de finir Et le char de l'Aurore est encore à venir."")","('#oronthe', ""La Nature me donne des ressentiments que tu n'as pas, je me plains comme mère, et tu me consoles comme amie, je ne m'étonne point si nos opinions sont différentes.  Fassent les Dieux pourtant que tu soi[s] ma Cassandre."")",1.22,Substitution
281,"('#la-confidente', ""Environ ce temps-là, l'opinion vulgaire Tient que les songes ont la vision plus claire."")",,1.0,Insertion
282,"('#la-mere', 'Plusieurs événements me sont déjà témoins Que leur incertitude alors trompe le moins.')","('#bersiane', ""Cassandre ne prédisait que des malheurs, et je vous annonce des félicités, dont l'assurance dépend de vous, puisqu'il ne tient qu'à vous de le croire véritables."")",0.47,Substitution
283,"('#la-confidente', 'Nous préserve le Ciel que celui-ci persiste À nous pronostiquer son aventure triste.')",,1.0,Insertion
284,"('#la-mere', ""Sache que jamais songe en son obscurité N'a fait voir tant d'horreur ni tant de vérité."")",,1.0,Insertion
285,"('#la-confidente', ""Vraiment à vous ouïr j'en suis déjà touchée."")",,1.0,Insertion
286,"('#la-mere', ""Le voici. Dieux ! Mon âme en est effarouchée. J'ai vu tout au travers d'un bandeau du sommeil, Au milieu d'un désert l'éclipse du soleil ; C'est le premier objet de la funeste image Qui marque à mon destin un assuré dommage. En cette nuit épaisse où par tout l'univers Les objets demeuraient également couverts, J'ai senti sous mes pieds ouvrir un peu la Terre Et de là sourdement bruire aussi le tonnerre ; Un grand vol de corbeaux sur moi s'est assemblé, La lune est dévalée, et le ciel a tremblé ; L'air s'est couvert d'orages, et, dans cette tempête, Quelques gouttes de sang m'ont tombé sur la tête ; Un lion, l'oeil ardent et le crin hérissé, Dessus son large col hideusement pressé, Rugissant sans me voir auprès de la caverne, A fait autour de moi deux ou trois fois un cerne ; Certains cris souterrains rompus par des sanglots, Comme un mugissement de rivage et de flots, Au travers le silence et l'horreur des ténèbres M'ont transpercé le coeur de leurs accents funèbres."")","('#oronthe', ""Je ne fuis plus libre en ma croyance, touchant l'appréhension que j'ai, avant que je perde la crainte, il me faut perdre l'amour."")",0.8,Substitution
287,"('#la-confidente', ""Ô Dieux ! Tant seulement à vous ouïr parler, Je sens que tout d'horreur mon coeur se va geler."")",,1.0,Insertion
288,"('#la-mere', ""De là, tombant à coup dans des frayeurs plus vives, Il m'a semblé d'errer aux infernales rives, Où, d'une nuit plus noire encore m'aveuglant, J'ai rencontré d'abord un corps pâle et sanglant Qui me représentait d'un objet lamentable, De ma fille Thisbé, le portrait véritable. Le corps avait le sein de trois grands coups ouvert, Qui teignait le linceul dont il était couvert. Aussitôt que ses yeux ont connu mon visage, Quoiqu'ils ne fussent plus que d'ombre et de nuage, M'élançaient des regards avec un tel effort Qu'ils me semblaient des traits que décochât la mort. Puis, m'approchant, me dit d'une voix aigre et forte : Que cherches-tu, tigresse ? Eh bien, me voilà morte ! Tu viens donc, inhumaine, en ces bords malheureux, Pour encore épier nos esprits amoureux ? Et me prenant la main tire hors de ma place Pour me montrer Pyrame étendu sur la glace, Qui par le même endroit d'autant de coups blessé, Montrait qu'un même esprit l'avait aussi poussé. Vois, dit-elle, barbare, en ce piteux spectacle, De quoi nous a servi ton envieux obstacle ! Qui te meut de venir troubler notre amitié ? Ici notre destin abhorre ta pitié, L'Enfer plus doux que toi laisse vivre nos flammes. Va, ne reviens jamais importuner nos âmes. Là son bras m'a poussée ; alors tout en sursaut Je me suis éveillée avec un cri fort haut. N'est-ce pas là de quoi me donner de l'ombrage ?"")","('#bersiane', ""Mais quel prétexte donnez vous à cette crainte : car de l'autoriser d'un songe, c'est faire paraître que vous avez encore l'esprit endormi."")",0.96,Substitution
289,"('#la-confidente', 'Mais bien de quoi troubler le plus hardi courage.')",,1.0,Insertion
290,"('#la-mere', ""Vraiment, je me repens d'avoir tancé si fort Une si bonne fille, et connais que j'ai tort ; Je veux dorénavant d'une bride moins forte Retenir les désirs où son âge la porte."")","('#oronthe', ""J'ai bien le pouvoir d'écouter tes raisons, mais non pas de les suivre."")",1.13,Substitution
291,"('#la-confidente', ""Madame, il est bien vrai qu'un peu moins rudement Vous la gouvernerez bien plus commodément ; Comme elle est de bon sang, elle a l'humeur altière ; La force en un bon coeur fait moins que la prière. En cet âge à peu près il me souvient qu'un jour Mon père me voulut détourner d'un amour Qu'il jugeait peu sortable, et moi, bien à ma sorte. Sa défense rendit ma passion si forte Que dedans peu de jours il vit bien qu'il fallait À la fin s'accorder à ce qu'Amour voulait. Ni le respect d'autrui, ni notre âme elle-même Ne se peut empêcher de suivre ce qu'elle aime."")","('#bersiane', 'La volonté vous défaut en cela, plutôt que la puissance, un mal connu est à demi guéri.')",0.97,Substitution
292,"('#la-mere', ""Assure-toi d'avoir désormais le plaisir De me voir indulgente à son jeune désir."")","('#oronthe', ""Je n'attends ma guérison que des Dieux, puisqu'ils m'ont fait le mal, ils m'en donneront le remède."")",1.36,Substitution
293,"('#thisbe', ""Déesse de la Nuit, Lune, mère de l'ombre, Me voyant arriver sous ce feuillage sombre, Tiens-toi dans ton silence et ne t'offense pas De l'Amour effronté qui guide ici mes pas ; Ne me regarde point pour envier mon aise. C'est assez qu'ici-bas Endymion te baise, Et sans me quereller d'aucun jaloux soupçon, Demeure toute seule avecque ton garçon, Et crois qu'en ce dessein que mon amour hasarde Je n'ai d'intention pour rien qui te regarde. Celui qui maintenant me fait ici venir N'a que trop dans ses yeux de quoi m'entretenir. Et toi, sacré ruisseau, dont le plaisant rivage Semble plus accostable en ce qu'il est sauvage, Redouble à ma faveur le doux bruit de ton cours, Tant que tous les Sylvains en puissent être sourds Et que la vaine Écho de ton bruit assourdie Mes amoureux propos à ces bois ne redie. Mais non, va doucement de peur de réveiller Les Nymphes de tes eaux, laisse-les sommeiller ; L'onde ne leur met pas tant de froideur dans l'âme Qu'elle ne s'embrasât en regardant Pyrame. Mais quoi ? Ce paresseux est encore à venir ; Je ne sais quel sujet le peut tant retenir ; Il a bien de l'amour, mais il n'est pas possible Qu'il le ressentes au point où je me vois sensible. Je ne le dis qu'à vous, ruisseaux, antres, forêts, À qui même Diane a commis ses secrets. À ma faveur, Écho, commande à cette roche De lui toucher un mot d'un amoureux reproche. Mais n'ois-je pas de loin, ce semble, un peu de bruit ? J'entrevois la clarté comme d'un oeil qui luit. Hélas ! Qu'ai-je aperçu ! Dieux ! L'effroyable bête ! Un lion affamé qui cherche ici sa quête. Fuis, Thisbé, les horreurs d'un si mauvais destin. Dieux ! Que Pyrame au moins n'en soit pas le butin !"")","('#thisbe', ""J'ai enfin rompu les fers de ma captivité.  J'en ai brisé les chaises, je ne sais plus esclave que sous l'Empire de l'Amour, dont la servitude m'est si agréable, que je ne souhaite rien, que de mourir avec elle.  En effet que pourrai-je souhaiter davantage ?  La Fortune est trop pauvre pour m'enrichir : car en possédant Pyrame, je possède toute la gloire du monde, et cette aveugle Déesse ne dispose que d'une partie.  Quel nom donnerai-je à ma joie : comment appellerai-je mes plaisirs, si leur excès m'impose déjà silence.  Tu vis et je meurs également d'amour, et toutefois je ne saurais dire quelle des deux, ou de cette vie, ou de cette mort, est la plus délicieuse : et de mon ignorance encore, procède un nouveau contentement, puisque pour être trop heureuse, je n'ai pas le pouvoir de connaître la grandeur de mes félicités[.]  Ô Dieux de combien de faveurs vous suis-je redevable, si je mesure les biens que je reçois, avec les maux que j'ai soufferts.  Un seul de ces moments qui s'écoulent en mon attente, a plus d'appas, que toute ma vie passée n'a eu de douleurs.  Ne puis-je pas dire que les larmes que j'ai répandues, ont produit les fleurs qui naissent sous mes pieds.  Et que toutes les inquiétudes dont mon âme a été agitée, étaient nécessaires pour la perfection de mon repos.  Heureux dont ont été mes malheurs, et criminelles mes plaintes, ne pouvant subir les douces lois de mon destin.  Tous mes voeux sont maintenant accomplis.  Toutefois je souhaite encore que Pyrame vienne bientôt.  Je ne le dis qu'à vous ô Rochers : car cette fontaine ne m'aura pas ouï, à cause du bruit de son murmure.  Je ne me mêle point de toi, belle Lune, sachant que tu as aimé autrefois, et que tu aimes encore.  Ton amour te peut faire connaître ma passion, et cette connaissance t'oblige de pardonner en moi, l'erreur dont tu me fers d'exemple.  Je me sens forcée de croire que tes flambeaux ont été allumés cette nuit au flambeau d'amour, parce que leur éclat est si beau, et si aimable, que mon âme ne se lasse jamais de les admirer par mes yeux.  Luisez donc beaux astres et de tous vos rayons d'argent, faites naître à la honte du Soleil, un jour, plus beau que le jour même.  Que vois-je reluire au travers de ces arbres ; ô Dieux qu'elle furieuse bête.  Il me faut sauver à la suite ; mais je crains en fuyant la mort, de [courir] après elle, puisqu'en laissant Pyrame dans le danger, j'y laisse ma vie."")",0.33,Substitution
