,donneau-de-vise-amours-du-soleil,dorneval-jugement-de-paris,Cost,Operation Type
308,"('#clitie', ""Ah l'estime n'est pas ce que l'amour demande ;  Quand on aime, l'on veut être aimée à son tour,  Et l'estime languit, quand elle est sans amour :  Même en m'en témoignant, vous songerez sans cesse  À me quitter, afin d'aller voir la Princesse :  Auprès de moi jamais vous ne serez content,  Votre coeur volera vers elle en me quittant ;  D'un violent amour l'âme alors toute pleine,  Quoique vous m'estimiez vous m'oublierez sans peine ;  Au près d'une Beauté qui commence à charmer,  On oublie aisément ce qu'on cesse d'aimer :  Elle craindra pourtant, vous dira que votre âme  Conserve encor pour moi quelque reste de flamme,  Et vous lui jurerez cent fois avec chaleur  Qu'elle seule à présent règne dans votre coeur ;  Elle aura du plaisir d'apprendre qu'un Dieu l'aime,  À l'en bien assurer vous en prendrez de même,  Et vous saurez tous deux tirer de doux plaisirs  De ce qui causera ma peine et mes soupirs. "")",,1.0,Insertion
309,"('#apollon', 'Ah ne cherchez point tant à vous faire un supplice. ')","('#pallas', 'Robin, turelure lure.')",1.7,Substitution
310,"('#clitie', ""Je voudrais que ce fût avec moins de justice :  Mais de l'air dont je sais que vous touchez les coeurs  Vous n'allumez jamais que de fortes ardeurs :  Et c'est aussi pourquoi je crois que la Princesse  Doit ressentir pour vous une extrême tendresse :  Mais quand même son coeur n'en ressentirait pas,  Vous seriez satisfait auprès de ses appas.  Les rigueurs d'un objet pour qui l'on sent dans l'âme  Tous les ardents transports d'une naissante flamme,  Plaisent souvent bien plus que l'importune ardeur  D'un autre dont on vient de retirer son coeur.  Pourquoi me venez-vous de reprendre le vôtre ?  Je l'avais mérité peut-être autant qu'une autre.  Ah ! Quand mon feu pour vous ne me reproche rien,  Pourquoi m'ôter un coeur qui faisait tout mon bien ?  Vous n'en pouvez avoir dc sujet légitime,  Les yeux de ma Rivale ont causé tout mon crime ;  Et, quand vous me fuyez, et me manquez de foi,  Ce sont eux seulement qui parlent contre moi.  N'avez-vous pas assez connu que je vous aime ?  Auriez-vous pu douter de mon amour extrême ?  Vous avez toujours fait ma joie et mes plaisirs,  Et vous avez toujours causé tous mes soupirs ;  D'un véritable amour mon âme est encor pleine,  À l'ardeur de mon feu mon coeur suffit à peine.  Ah ! Si vous pouviez bien connaître cette ardeur,  Si vous pouviez bien voir ce que souffre mon coeur,  Si... Mais le vôtre hélas ! Est tout à la Princesse.  Ah ! Puisqu'il est trop vrai qu'elle en est la Maîtresse.  Et qu'à languir toujours le mien est condamné,  Arrachez-moi l'amour que vous m'avez donné. "")",,1.0,Insertion
311,"('#apollon', ""Ah, Nymphe, cachez-moi l'excès de votre flamme,  Vous excitez par là des troubles dans mon âme ;  Mais quels que soient vos maux, il vous doit être doux  De voir qu'un Immortel en souffre autant que vous. "")",,1.0,Insertion
312,"('#clitie', ""Ses maux causent les miens, puisqu'il ressent les peines  Qu'endure un inconstant lorsqu'il brise ses chaînes :  Un reste encor puissant de tendresse et d'ardeur  Excite en ce moment des troubles dans un coeur ;  On combat quelque temps, mais la flamme naissante  D'un amour qui s'éteint, est toujours triomphante ;  Et c'est par ce combat qu'un Amant agité  Achève de passer à l'infidélité.  Nérice, puisqu'enfin ma destinée est telle,  Que sans cesse je dois aimer un infidèle,  Et que je dois toujours rechercher à le voir,  Du Destin tout-puissant remplissons le vouloir. "")","('#jupiter', 'Oh !  Que je me garderai bien de prononcer entre vous.')",1.13,Substitution
313,"('#la-princesse', ""Nous voici donc enfin dans la demeure sombre  Du Dieu qui fuit le bruit, et qui n'aime que l'ombre.  Que de songes divers ici de toutes parts !  Et que d'oiseaux de nuit occupent les regards !  Ce Dieu qui fut toujours ennemi de la peine,  Est sans cesse couché dessus ce lit d'ébène ;  Le Repos l'accompagne, et le Silence aussi,  Et les vents orageux ne soufflent point ici.  Ô toi qu'en mos malheurs nous trouvons secourable,  Qui de tant d'Immortels est le plus agréable,  Qui soulage les corps par le travail lassés ;  Toi par qui nos ennuis sont quelquefois chassés,  Mais qui souvent aussi par des songes horribles  Nous fait voir un tableau d'aventures terribles,  Et nous fait deviner la fin d'un triste sort,  Sommeil Fils de la Nuit, et Frère de la Mort,  Fais-moi savoir... Quels vents ! Quels éclairs ! Quel tonnerre !  Les vents semblent entre eux se faire ici la guerre ;  Tout ceci ne nous peut présager que malheur.  Au Sommeil. On entend le tonnerre, et l'on voit les éclairs non seulement sur le théâtre, mais encore par toute la salle.  Les vents traversent la salle. L'un vient d'un côté, pendant que l'autre va de l'autre. Celui qui vient sur le théâtre, fait plusieurs tours en rond comme un tourbillon ; et pendant ce temps la Princesse demeure sans parler. Elle poursuit quand il a cessé. "")","('#pallas', 'Décidez en Maître des Dieux. Air 21. Laire-la, laire lan-laire.')",0.94,Substitution
314,"('#palmis', ""La crainte me saisit et me glace le coeur.  Madame, éloignons-nous. D'une telle surprise  Mon âme ne sera je crois jamais remise. "")",,1.0,Insertion
315,"('#la-princesse', ""Ah tout ceci, Palmis, m'alarme autant que toi,  J'en dois avec raison concevoir de l'effroi ;  E t comme ici jamais le bruit ne doit s'entendre,  Ces vents et ce tonnerre ont de quoi me surprendre :  Cet orage imprévu doit me faire savoir  Que Vénus sur les Dieux a beaucoup de pouvoir,  Et que pour cette belle et cruelle Déesse  Qui cherche à se venger, tout le Ciel s'intéresse.  Ils servent son courroux, tous ces injustes Dieux,  Et se laissent toucher par l'éclat de ses yeux.  Ah ! Pour quoi les voit-on briller de tant de charmes ?  Pourquoi les plus grands Dieux lui rendent-ils les armes ?  S'ils ne la servaient pas, j'aurais bien moins d'ennuis,  Et ne me verrais pas dans l'état où je suis.  Mais sachons du Sommeil, si les songes horribles  Qui me font chaque nuit craindre des maux terribles...  Qu'entends-je encor ?  Le tonnerre recommence. Quand le tonnerre cesse, le Sommeil, le Silence, et le Repos, s'évanouissent."")","('#venus', 'Il ne faut avoir que des yeux ; Pour bien décider cette affaire.')",0.98,Substitution
316,"('#palmis', 'Ah Ciel ! Ah Princesse ! Ce Dieu  Qui fuit toujours le bruit, abandonne ce lieu. ')",,1.0,Insertion
317,"('#la-princesse', ""Hélas ! C'est à ce coup que je vois tout à craindre.  Que mon malheur est grand, et que je suis à plaindre !  Mon coeur est accablé des plus mortels soucis,  Et rien n'est comparable à mes cruels ennuis :  Je connais que les Dieux ne veulent plus m'entendre,  Et tout ce que je vois suffit pour me l'apprendre.  Ah ! Pourquoi d'Apollon ai-je souffert les feux ?  Le théâtre change en un désert."")",,1.0,Insertion
318,"('#palmis', 'Madame, nous voilà dans un désert affreux. ')",,1.0,Insertion
319,"('#la-princesse', 'Tout ceci me surprend. Que ma frayeur est grande ! ')",,1.0,Insertion
320,"('#palmis', ""Les songes ont suivi le Dieu qui les commande.  Retirons-nous ; tout doit ici nous faire peur,  Cet horrible désert jette de la terreur ;  Je crois de tous côtés voir d'affreux précipices,  Et ma crainte me fait souffrir de grands supplices.  Ah ! Madame, fuyons. Mais de nouveaux éclairs  Viennent frapper ma vue, et brillent dans les airs.  Hélas ! J'entends encor redoubler le tonnerre.  Je crois dessous mes pas sentir trembler la Terre.  Les éclairs recommencent.  Il tonne un coup. Il tonne longtemps. Éole paraît sur un nuage, accompagné de plusieurs vents."")",,1.0,Insertion
321,"('#la-princesse', 'Que vois-je ! Et de ceci que dois-je enfin penser ? ')",,1.0,Insertion
322,"('#palmis', 'Quelque Dieu vient encor pour vous embarrasser. ')",,1.0,Insertion
323,"('#la-princesse', ""Ah c'est le Roi des vents ; sans doute c'est Éole. "")","('#junon', 'Laire la, laire lan-laire, Laire la, Laire lan-la.')",1.66,Substitution
324,"('#palmis', 'Je ne me fierais plus aux Dieux sur leur parole. ')",,1.0,Insertion
325,"('#eole', ""Princesse, ce qui vient d'arriver en ces lieux,  Vous doit assez faire connaître,  Que du Ciel le Souverain Maître,  Qui ne fait rien pourtant sans assembler les Dieux,  N'approuvent plus la flamme que vos yeux  Dans le coeur de son Fils ont dès longtemps fait naître :  C'est par l'avis des Dieux qu'il condamne l'amour  Du Dieu qui fait briller le jour ;  Par l'éclat du tonnerre il vient de vous l'apprendre,  Et le Sommeil en fuyant de ces lieux,  Sans vouloir même vous entendre,  Vous a fait voir qu'il suit l'avis des autres Dieux.  Le nuage se sépare en trois ; le milieu va sur le cintre ; et les deux autres sur lesquels sont des vents, vont à droite et à gauche. "")","('#jupiter', ""Je n'en ferai rien, vous dis-je.  Rapportez-vous-en à quelque mortel qui ait du discernement."")",1.1,Substitution
326,"('#la-princesse', ""Ah ! Palmis, à ce coup je perds toute espérance,  Tout ce que j'ai vu part d'une grande puissance ;  Le Souverain des Dieux, le puissant Jupiter,  N'approuve plus mon feu, je n'en saurais douter ;  Mon coeur se doit livrer entier à la tristesse. "")",,1.0,Insertion
327,"('#palmis', 'Théaspe vient. ')",,1.0,Insertion
328,"('#theaspe', ""Que vois-je enfin ? C'est la Princesse,  Et je la reconnais à l'éclat de ses yeux. "")",,1.0,Insertion
329,"('#la-princesse', ""Comment avez-vous su que j'étais en ces lieux ? "")","('#mercure', ""J'ai votre fait, Mesdames."")",1.27,Substitution
330,"('#theaspe', ""Lorsqu'un amant ressent une extrême tendresse,  L'amour l'aide toujours à trouver sa Maîtresse. "")",,1.0,Insertion
331,"('#la-princesse', ""Ah ! Votre jalousie a plus fait que l'amour,  Et vous croyiez ici trouver le Dieu du Jour :  Guérissez votre esprit de cette frénésie,  Vous n'aurez plus sujet d'avoir de jalousie. "")",,1.0,Insertion
332,"('#theaspe', ""Hé quoi, vous pourrez donc n'aimer plus mon Rival ?  Ah mon bonheur, Amour, doit être sans égal. "")",,1.0,Insertion
333,"('#la-princesse', 'Hélas ! ')","('#junon', 'Qui ?')",0.0,Match
334,"('#theaspe', ""Vous soupirez ! Ce soupir veut-il dire  Que vous ne l'aimez plus, que votre flamme expire ? "")",,1.0,Insertion
335,"('#la-princesse', ""Si je ne puis cesser d'aimer ce Dieu charmant,  Je ne souffrirai plus qu'il me voie en Amant. "")",,1.0,Insertion
336,"('#theaspe', 'Peut-être que le temps... ')","('#mercure', ""Pâris.  C'est un Berger de Charenton, un Virtuose, qui fait arrêter les carrosses, et nouer l'éguillette."")",1.67,Substitution
337,,"('#pallas', ""J'ai entendu parler de ce drôle-là."")",1.0,Deletion
338,"('#la-princesse', ""Croyez-vous que mon âme,  Après l'avoir aimé, brûle d'une autre flamme ?  Ce n'est pas mon dessein, et pour vous faire voir  Que votre coeur ne doit nourrir aucun espoir,  Prince, je vous défends de me jamais rien dire  Qui marque que mes yeux aient sur vous quelque empire,  Et vous ordonne enfin de ne me suivre pas.  Elle s'en va avec Palmis."")","('#mercure', ""C'est lui qui juge les querelles De tous les Bergers d'alentour. Air 17 : Menuet d'Hésione."")",1.34,Substitution
339,"('#theaspe', ""Elle n'oubliera point un Dieu tout plein d'appas :  Vénus en travaillant à la rendre infidèle,  Fait qu'elle l'aime encor avecque plus de zèle ;  Et la Mère d'Amour... je crois l'apercevoir. "")","('#venus', ""Qu'il juge donc trois Immortelles ; Qu'il ait cet honneur en ce jour."")",1.38,Substitution
340,"('#venus', ""Votre Princesse enfin a perdu tout espoir,  Et l'on cesse d'aimer plutôt que l'on ne pense,  Quand l'amour qu'on nourrit ne vit plus d'espérance.  Junon en ce rencontre a servi mon courroux,  Tant elle hait le sang de son volage Époux.  Latone fut longtemps par elle poursuivie,  Et grosse d'Apollon, connut sa jalousie :  Elle a depuis ce temps haï le Dieu du Jour,  Et c'est ce qui la porte à nuire à son amour.  Comme dessus les airs elle est toute puissante,  C'est par là qu'elle vient d'alarmer son Amante,  Qui croit que ce qui vient d'arriver en ces lieux,  Ne part que du pouvoir du Monarque des Dieux. "")","('#jupiter', ""Portez vite cette pomme à Pâris : Qu'il la donne à qui elle appartient.  Pour nous, que cela ne regarde plus, continuons de nous réjouir. Le théâtre change en cet endroit, et représente un hameau assez près de la rivière."")",1.02,Substitution
341,,"('#paris', ""Gardons nos moutons, Lirette , liron, Liron, lire, lirette. Il est assis sous une arbre touffu. Après avoir achevé de jouer de la flûte, il chante. Refrain de l'AIR 120. Gardons nos moutons."")",1.0,Deletion
342,"('#theaspe', ""Ah ! Quand Junon vous aide à traverser sa flamme,  Si toujours Apollon règne dedans son âme,  Et si cette Beauté ne m'en aime pas mieux,  Que sert à mon amour tout le pouvoir des Dieux ?  Je veux... "")","('#mercure', ""Apprends à quel sort glorieux T'élève le Maître des Dieux ; Il met en tes mains la querelle De Junon, Pallas et Venus ; Donne ce prix à la plus belle. Voilà ses ordres absolus. Air 14 : Voulez-vous savoir qui des deux. Il lui présente la pomme."")",0.5,Substitution
343,"('#venus', ""Quoi, quand pour vous ma haine s'intéresse,  Parlez, que ferez-vous de plus qu'une Déesse ? "")",,1.0,Insertion
344,"('#theaspe', ""Excusez mes transports, je ne vois que trop bien  Que ce que je ferais ne servirait de rien.  J'ai pour rival un Dieu, j'adore une Princesse  Qui pour cet Immortel a beaucoup de tendresse :  Elle ne m'aime point, et je n'ose parler  Du feu dont pour un autre elle se sent brûler.  Si je le découvrais, son trop barbare père  Ferait voir des effets de son humeur sévère ;  Et ce que je ferais pour servir mon amour,  Pourrait à cet objet faire perdre le jour.  Ainsi je n'ose rien pour soulager ma flamme,  Et je la cache enfin dans le fond de mon âme :  Je n'espère qu'en vous dans mon cruel ennui.  Apollon vient."")","('#paris', ""Jupiter me gonfle d'honneur. Vous pouvez, mon ami Mercure, Aller dire à ce bon Seigneur Qu'il doit compter sur ma droiture. Quel bruit fait retentir ces lieux ? Air 11. On n'aime point dans nos forêts. On entend un bruit de trompettes et de timbales."")",0.37,Substitution
345,"('#venus', ""Laissez-moi seule avec lui.  Tout me réussira comme je le souhaite,  Et ma haine sera pleinement satisfaite.  Théaspe s'en va, et Vénus poursuit."")","('#mercure', ""C'est Pallas qui s'offre à tes yeux. Mercure disparaît."")",1.25,Substitution
346,"('#apollon', ""Quoi, Vénus seule ici ? Vénus, que les amours,  Les plaisirs, et les jeux, devraient suivre toujours ?  Avouez-le, Déesse, on a beaucoup de peine,  Et l'on souffre beaucoup, quand on a de la haine. "")","('#pallas', ""Suis, Pâris mes étendards, Si tu veux, briller dans l'histoire ; Viens dans les nobles hasards Chercher une immortelle gloire, La fière Pallas, Suivra tes pas Dans les combats ; Tu deviendras Un fier-à-bras. Air 162. Pata, pata, pata, pon. On entend un bruit de tonnerre."")",1.01,Substitution
347,"('#venus', ""Vous croyez que l'amour ait de plus doux appas,  Mais il a des chagrins que la haine n'a pas :  On souffre incessamment, quand l'amour est extrême,  Si l'on n'est pas aimé de même que l'on aime ;  Et l'on a beau languir, et montrer son ardeur,  On ne saurait jamais faire seul son bonheur :  Mais qui sait bien haïr, éprouve le contraire,  Et trouve dans son coeur de quoi se satisfaire ;  Et quand de sa vengeance il se fait des plaisirs,  Sans dépendre d'un autre, il remplit ses désirs ;  Plus il se fait haïr, plus sa vengeance est pleine,  Et c'est par là qu'il sait le succès de sa haine. "")",,1.0,Insertion
348,"('#apollon', 'La haine ne saurait à ce point vous charmer ;  Pour savoir tant haïr, Vénus sait trop aimer. ')",,1.0,Insertion
349,"('#venus', 'Si Vénus en aimant montre une ardeur extrême,  Quand elle a de la haine, elle hait tout de même. ')",,1.0,Insertion
350,"('#apollon', 'Quand vous parlez de haine avec tant de chaleur,  Elle est dans votre bouche, et non dans votre coeur. ')",,1.0,Insertion
351,"('#venus', ""Vénus n'a pas un coeur insensible à l'offense ;  Et quoiqu'elle soit douce, elle aime la vengeance. "")",,1.0,Insertion
352,"('#apollon', 'Vous vous vengerez donc ? ')",,1.0,Insertion
353,"('#venus', 'Vous le saurez un jour. ')",,1.0,Insertion
354,"('#apollon', ""Mais vous avez besoin du secours de l'Amour. "")",,1.0,Insertion
355,"('#venus', 'Ah croyez que mon Fils servira ma colère. ')","('#paris', 'Hoïmé !  Je suis mort.')",1.94,Substitution
356,"('#apollon', ""L'Amour n'est pas toujours d'accord avec sa Mère. "")",,1.0,Insertion
357,"('#venus', ""S'il n'est pas toujours prêt à servir mon courroux,  Il le sera du moins pour me venger de vous. "")",,1.0,Insertion
358,"('#apollon', ""Parlons à coeur ouvert. Je vois ce qui vous porte,  Déesse, à me tenir un discours de la sorte ;  Et pour répondre enfin à vos ardents souhaits,  Je dois de mon dépit vous montrer des effets :  Mais c'est ce qu'Apollon n'a pas dessein de faire,  Vous vous applaudiriez en voyant ma colère ;  Et si vous attendez des transports éclatants,  Déesse, croyez-moi, vous attendrez longtemps ;  Je ne suis pas d'humeur à vous venger moi-même,  Et j'ai pour votre haine une froideur extrême. "")","('#pallas', ""Ne crains rien.  C'est Junon qui s'approche."")",1.32,Substitution
359,"('#venus', 'Cette tranquillité sans doute me surprend,  Et je dois avouer que ce calme est bien grand. Mais venez-vous ici chercher votre Princesse ? ')","('#paris', ""Morbleu, Madame Junon, vous m'avez fait grand-peur !  Ne sauriez vous m'aider d'une manière moins bruyante ?"")",0.76,Substitution
360,"('#apollon', 'Vous avez deviné, je la cherche, Déesse. ')",,1.0,Insertion
361,"('#venus', ""Tous les Dieux sont contre elle, elle n'en peut douter.  Et celui du Sommeil, sans vouloir l'écouter,  S'est retiré soudain, et de cette surprise  Son âme, que je crois, n'est pas encor remise.  Dans le même moment on a vu mile éclairs,  Et les vents et la foudre ont grondé dans les airs ;  Éole a fait ensuite entendre à la Princesse  Que le Maître des Dieux blâmait votre faiblesse. "")","('#junon', ""Berger, ce qui cause ta peur  N'était que pour te faire honneur : Le Dieu des Cieux et de la Terre A bien voulu te régaler De ce petit coup de tonnerre, Que tu viens d'entendre rouler. Air 14 : Voulez-vous savoir qui des deux."")",0.27,Substitution
362,"('#apollon', 'Hé quoi, troublerez-vous sans cesse notre ardeur,  Cruelle ? ')",,1.0,Insertion
363,"('#venus', 'Oubliez-vous déjà votre froideur ? ')",,1.0,Insertion
364,"('#apollon', ""Ce sont là de vos coups, on les connaît sans peine,  Et ce sont les effets qu'a produits votre haine. "")",,1.0,Insertion
365,"('#venus', ""Si vous vous emportez encor, votre courroux  Remplissant mes désirs, me vengera de vous,  Et je m'applaudirai de voir votre colère. "")",,1.0,Insertion
366,"('#apollon', ""Sans l'aide de Junon, ce coup ne s'est pu faire ;  Je le ferai connaître à l'objet de mes voeux,  Et j'espère par là de rassurer ses feux. "")","('#paris', ""Beau régal, ma foi. En cet endroit, on entend une symphonie douce qui annonce l'arrivée de Vénus. Cette Déesse sort de la rivière de Seine."")",1.04,Substitution
367,"('#venus', ""Ne pouvant vous tromper comme votre Princesse,  J'ai voulu seulement alarmer sa tendresse,  Et par de faux avis jeter dedans son coeur  Des doutes qui pourront refroidir son ardeur. "")","('#venus', 'De toi dépend toute ma gloire, Aurai-je le don précieux ? Oui, Berger, je lis dans tes yeux Ma prochaine victoire. Air 5 : Quand le péril est agréable.')",0.56,Substitution
368,"('#apollon', ""Contre nous votre haine a tout mis en usage,  Et vous n'avez plus rien à tenter davantage. "")",,1.0,Insertion
369,"('#venus', ""Sans le secours du Ciel, ni celui de l'Enfer,  Il me reste un moyen encor pour triompher.  Adieu. Craignez Vénus. "")",,1.0,Insertion
370,"('#apollon', ""Je tremble au fonds de l'âme.  Ah qu'il est dangereux d'offenser une femme !  Mais cherchons ma Princesse, et courons l'assurer  Que... "")",,1.0,Insertion
371,"('#apollon', 'Je ne croyais pas ici vous rencontrer. ')",,1.0,Insertion
372,"('#clitie', ""L'Amour et le Destin m'ordonnent de vous suivre :  Mais sans vous voir hélas ! Comment pourrais-je vivre ?  Mon coeur ressent toujours pour vous la même ardeur ;  Mais je n'en saurais plus parler avec chaleur,  Ni par d'ardents transports exprimer ma tendresse,  Tant l'excès de mes maux me cause de faiblesse ;  Elle est grande, et déjà je me sens en langueur,  Je n'ai plus rien en moi de vivant que le coeur :  L'amour l'anime encor ce coeur tendre et sincère,  Qui n'a jamais rien fait qui vous ait pu déplaire ;  Il vit pour vous aimer, et cependant hélas !  C'est l'amour aujourd'hui qui cause mon trépas :  Oui, celui qui me fait souhaiter votre vue,  Et de vivre pour vous, est celui qui me tue ;  Ma mort m'épargnera l'éternelle douleur  De vous voir mépriser les troubles de mon coeur ;  Et lorsque je n'ai plus de place dans le vôtre,  Je ne vous verrai point entre les bras d'un autre.  Hélas ! Qui l'aurait pu prévoir que votre amour  M'eût causé tant de maux, et m'eût coûté le jour ?  L'excès du mien servait à me tromper moi-même ;  Et comme mon amour était pour vous extrême,  Je croyais que toujours le vôtre dût durer,  Et le mien trop crédule osait me l'assurer. "")","('#paris', ""Tudieu ! Quel essaim d'appas ! Peut-on voir un plus beau bras ? Plus blanc, plus mignon  Plus ferme et plus rond ? Ah ! Quelle main jolie ! Ces petits doigts d'un moribond Rappelleraient la vie, Loula, Rappelleraient la vie. Air 46 : Ma raison s'en va beau train."")",0.45,Substitution
373,"('#apollon', ""Quoi, Nymphe, vous croyez n'être donc plus aimée ? "")",,1.0,Insertion
374,"('#clitie', ""De la Princesse hélas ! Votre âme est trop charmée ;  Son bonheur est bien grand, et pour l'amour de vous  Je n'ose lui montrer ni haine, ni courroux,  Encor que de Vénus contre vous irritée  À m'en venger aussi je sois sollicitée. "")","('#pallas', 'Mon ami, juge en ma faveur. Air 69 : La Ceinture.')",1.64,Substitution
375,"('#apollon', 'Que ne vous dois-je point ! Et quels remerciements... ')",,1.0,Insertion
376,"('#clitie', ""Ah gardez-vous par là d'augmenter mes tourments :  Si vous ne vous sentiez beaucoup d'ardeur pour elle,  Vous me remercieriez avecque moins de zèle.  Hé quoi, me pourrez-vous oublier tout à fait ?  Pourrez-vous oublier un amour si parfait ? "")",,1.0,Insertion
377,"('#apollon', ""Si vous pouviez bien voir jusqu'au fond de mon âme,  Vous verriez que je rends justice à votre flamme,  Vous verriez de l'estime avec de la pitié,  Vous verriez de l'amour avec de l'amitié,  Vous verriez de la joie avec de la tristesse,  Et de la force enfin avec de la faiblesse.  Je dois vous estimer, car vous le méritez,  Et j'ai de la pitié, car vous en excitez :  J'ai de l'amour pour vous, que je puis dire extrême,  Et si le votre est grand, le mien est tout de même ;  Je sens beaucoup de joie, et mon coeur est content  De voir que votre amour est pour moi si constant ;  J'ai du chagrin aussi de n'y pouvoir répondre,  Et de voir que vos feux ont de quoi me confondre ;  J'ai de la force enfin lorsque je me résous  De vous aimer toujours, et de n'aimer que vous :  Mais sitôt que je songe à ma belle Princesse,  Ma fermeté chancelle, et cède à ma faiblesse. Voilà le triste état où sans cesse je suis,  Et les mortels n'ont pas de plus cruels ennuis. "")",,1.0,Insertion
378,"('#clitie', ""Je vois trop bien par là les troubles de votre âme,  Mais je n'y connais plus votre première flamme. "")",,1.0,Insertion
379,"('#apollon', ""Je parais infidèle avec beaucoup d'ardeur,  Mais je ne le suis pas dans le fond de mon coeur ;  Et lorsque je parais vous quitter pour une autre,  Cet amour qui me fait mieux connaître le vôtre,  Et qui vous donne lieu d'en montrer la grandeur,  Rend à mon feu pour vous de sa première ardeur ;  Et quand tous vos transports raniment ma tendresse,  Vous devez quelque chose enfin à la Princesse. "")",,1.0,Insertion
380,"('#clitie', ""Ah ne m'en parlez point, oubliez ses appas ;  Je ne lui devrais rien, si vous ne l'aimiez pas :  Mais vous l'allez quitter, et venez de me dire...  Vous ne répondez-rien ! Et votre coeur soupire !  L'oublierez-vous ? Parlez. "")",,1.0,Insertion
381,"('#apollon', 'Hélas !  Oui, si je puis.  À part. Haut.')",,1.0,Insertion
382,"('#clitie', 'Je ne verrai jamais la fin de mes ennuis,  Mon coeur sera toujours accablé de tristesse. ')",,1.0,Insertion
383,"('#apollon', ""Si vous m'aimez un peu, souffrez-moi ma faiblesse,  Je crois qu'avec le temps j'en pourrai triompher. "")","('#junon', 'Je compte sur la préférence.')",1.74,Substitution
384,"('#clitie', ""Des feux si violents ne peuvent s'étouffer. "")",,1.0,Insertion
385,"('#apollon', 'Le trop cruel Amour qui veut venger sa Mère,  En me faisant souffrir, cherche à la satisfaire. ')",,1.0,Insertion
386,"('#clitie', ""Mais croyez-vous enfin être aimé tendrement ?  Qu'on n'aime pas le Dieu beaucoup plus que l'Amant ?  Et que si votre coeur montrait de l'inconstance,  On vous aimât toujours avec violence ?  Il n'appartient qu'à moi de garder tant d'amour ;  Mais cet amour aussi me va coûter le jour,  Et lorsque je vous vois... "")","('#venus', 'Je connais bien son tendre coeur ; Je ferai pencher la balance.')",1.08,Substitution
387,"('#apollon', ""Ah fuyez de ma vue,  Et ne me cherchez plus, si c'est moi qui vous tue ;  Fuyez un inconstant, mais je ne le suis pas,  Quand mon coeur ne saurait oublier vos appas ;  Laissez-moi travailler à leur rendre justice,  Je vais prier l'Amour de m'être moins propice,  En faisant que l'objet qui partage mon coeur,  Et qu'il me fait aimer, me montre moins d'ardeur. "")",,1.0,Insertion
388,"('#clitie', 'Puisque vous le voulez, il faut que je vous laisse :  Mais si vous soupirez toujours pour la Princesse,  Si vous me méprisez encor... ')","('#paris', ""Mais voulez-vous sur l'apparence Que je prononce ma sentence ? Puisqu'il s'agit de vos attraits, Il faut, Mesdames les Déesses, Qu'à fond de ce fameux procès J'examine toutes les pièces. Air 15 : Je ne suis né ni Roi, ni Prince."")",0.6,Substitution
389,"('#apollon', 'Que ferez-vous ? ')",,1.0,Insertion
390,"('#clitie', 'Adieu, gardez de croire un si faible courroux. ')",,1.0,Insertion
391,"('#apollon', ""Rien n'éteindra jamais une flamme si belle.  Qu'il est doux d'être aimé d'un coeur tendre et fidèle !  D'un coeur comme le sien ! Je le suis, et pourtant  J'obéis à l'Amour qui me rend inconstant,  Et qui pour m'accabler, me fait voir le mérite  Et la constante ardeur de celle que je quitte.  Encor si cet objet s'emportait contre moi,  En me représentant mon manquement de foi ;  Si par de fiers mépris éclatait sa colère,  Tous ses emportements me la rendraient moins chère :  Mais ses reproches sont si remplis de douceur,  Que loin de m'offenser, ils me percent le coeur.  Si j'en étais quitté, je serais moins à plaindre,  Mon amour indigné pourrait bientôt s'éteindre,  Et le dépit de voir qu'elle m'eut pu trahir ;  Malgré tous ses attraits, me la ferait haïr ;  Et mon coeur irrité de cette préférence,  Pourrait après tomber dedans l'indifférence.  Jusque là de sa flamme on doit craindre un retour,  Et toujours le dépit marque un reste d'amour :  Mais ce qui rend encor ma peine plus sensible,  C'est moi, qui dans son coeur porte un coup si terrible.  Je la quitte, et par là j'outrage ses appas ;  Mais j'ai beau l'offenser, elle ne me hait pas,  Elle fait voir toujours une égale constance.  Je suis encor surpris de sa persévérance ;  Et quand je vois son coeur plus que jamais charmé,  Je deviens malheureux à force d'être aimé.  Ah ! Trop cruel Amour qui me rends infidèle,  Fais qu'elle m'aime moins, ou que je n'aime qu'elle :  Mais si je suis aimé de cet objet charmant,  La Princesse me charme, et m'aime tendrement ;  De l'éclat de ses yeux on ne se peut défendre,  Puisque le coeur d'un Dieu s'en est laissé surprendre.  Courrons donc rassurer son esprit agité  Par les troubles nouveaux où Vénus l'a jeté,  Et lui jurer encor... Hélas ! Que vais-je faire ?  En m'y forçant, Amour, que tu sers bien ta Mère ! "")",,1.0,Insertion
392,"('#la-princesse', 'Non, je ne puis ici plus longtemps demeurer. ')",,1.0,Insertion
393,"('#apollon', 'Quoi, Princesse, faut-il déjà nous séparer ? ')",,1.0,Insertion
394,"('#la-princesse', 'Je crains, vous le savez, le retour de mon père. ')",,1.0,Insertion
395,"('#apollon', 'Mais... ')","('#venus', 'Le petit badin !')",1.23,Substitution
396,"('#la-princesse', 'Je crains plus encor, et la Reine ma mère  Dans mon appartement peut venir me chercher. ')",,1.0,Insertion
397,"('#apollon', ""Le dessein que j'ai pris pourra l'en empêcher. "")",,1.0,Insertion
