la-fontaine-daphne,moliere-amants-magnifiques,Score
-,"('#sostrate', ""Non, Seigneur, vous n'aurez point de cour à me faire, et avec tout le respect que je dois aux Princesses, je renonce à la gloire où elles veulent m'élever."")",0.0
-,"('#aristione', ""D'où vient cela, Sostrate ?"")",0.0
-,"('#sostrate', ""J'ai des raisons, Madame, qui ne permettent pas que je reçoive l'honneur que vous me présentez."")",0.0
-,"('#iphicrate', 'Craignez-vous, Sostrate, de vous faire un ennemi ?')",0.0
-,"('#sostrate', 'Je craindrais peu, Seigneur, les ennemis que je pourrais me faire en obéissant à mes souveraines.')",0.0
-,"('#timocles', ""Par quelle raison donc refusez-vous d'accepter le pouvoir qu'on vous donne, et de vous acquérir l'amitié d'un Prince qui vous devrait tout son bonheur ?"")",0.0
-,"('#sostrate', ""Par la raison que je ne suis pas en état d'accorder à ce Prince ce qu'il souhaiterait de moi."")",0.0
-,"('#iphicrate', 'Quelle pourrait être cette raison ?')",0.0
-,"('#sostrate', ""Pourquoi me tant presser là-dessus ?  Peut-être ai-je, Seigneur, quelque intérêt secret qui s'oppose aux prétentions de votre amour.  Peut-être ai-je un ami qui brûle sans oser le dire, d'une flamme respectueuse pour les charmes divins dont vous êtes épris.  Peut-être cet ami me fait-il tous les jours confidence de son martyre ; qu'il se plaint à moi tous les jours des rigueurs de sa destinée, et regarde l'hymen de la Princesse, ainsi que l'arrêt redoutable qui le doit pousser au tombeau ; et si cela était, Seigneur, serait-il raisonnable que ce fût de ma main qu'il reçût le coup de sa mort ?"")",0.0
-,"('#iphicrate', ""Vous auriez bien la mine, Sostrate, d'être vous-même cet ami dont vous prenez les intérêts."")",0.0
-,"('#sostrate', ""Ne cherchez point, de grâce, à me rendre odieux aux personnes qui vous écoutent ; je sais me connaître, Seigneur, et les malheureux comme moi n'ignorent pas jusques où leur fortune leur permet d'aspirer."")",0.0
-,"('#aristione', ""Laissons cela, nous trouverons moyen de terminer l'irrésolution de ma fille."")",0.0
-,"('#anaxarque', ""En est-il un meilleur, Madame, pour terminer les choses au contentement de tout le monde, que les lumières que le Ciel peut donner sur ce mariage ?  J'ai commencé, comme je vous ai dit, à jeter pour cela les figures mystérieuses que notre art nous enseigne, et j'espère vous faire voir tantôt ce que l'avenir garde à cette union souhaitée.  Après cela pourra-t-on balancer encore ?  La gloire et les prospérités que le Ciel promettra, ou à l'un, ou à l'autre choix, ne seront-elles pas suffisantes pour le déterminer, et celui qui sera exclus, pourra-t-il s'offenser quand ce sera le Ciel qui décidera cette préférence ?"")",0.0
-,"('#iphicrate', ""Pour moi, je m'y soumets entièrement, et je déclare que cette voie me semble la plus raisonnable."")",0.0
-,"('#timocles', 'Je suis de même avis, et le Ciel ne saurait rien faire où je ne souscrive sans répugnance.')",0.0
-,"('#eriphile', 'Mais, Seigneur Anaxarque, voyez-vous si clair dans les destinées, que vous ne vous trompiez jamais, et ces prospérités, et cette gloire que vous dites que le Ciel nous promet, qui en sera caution, je vous prie ?')",0.0
-,"('#aristione', 'Ma fille, vous avez une petite incrédulité qui ne vous quitte point.')",0.0
-,"('#anaxarque', ""Les épreuves, Madame, que tout le monde a vues de l'infaillibilité de mes prédictions, sont les cautions suffisantes des promesses que je puis faire.  Mais enfin, quand je vous aurai fait voir ce que le Ciel vous marque, vous vous réglerez là-dessus, à votre fantaisie, et ce sera à vous à prendre la fortune de l'un, ou de l'autre choix."")",0.0
-,"('#eriphile', ""Le Ciel, Anaxarque, me marquera les deux fortunes qui m'attendent ?"")",0.0
-,"('#anaxarque', ""Oui, Madame, les félicités qui vous suivront, si vous épousez l'un, et les disgrâces qui vous accompagneront, si vous épousez l'autre."")",0.0
-,"('#eriphile', ""Mais comme il est impossible que je les épouse tous deux, il faut donc qu'on trouve écrit dans le Ciel, non seulement ce qui doit arriver, mais aussi ce qui ne doit pas arriver."")",0.0
-,"('#clitidas', 'Voilà mon astrologue embarrassé.')",0.0
-,"('#anaxarque', ""Il faudrait vous faire, Madame, une longue discussion des principes de l'astrologie pour vous faire comprendre cela."")",0.0
-,"('#clitidas', ""Bien répondu.  Madame, je ne dis point de mal de l'astrologie, l'astrologie est une belle chose, et le Seigneur Anaxarque est un grand homme."")",0.0
-,"('#iphicrate', ""La vérité de l'astrologie est une chose incontestable, et il n'y a personne qui puisse disputer contre la certitude de ses prédictions."")",0.0
-,"('#clitidas', 'Assurément.')",0.0
-,"('#timocles', ""Je suis assez incrédule pour quantité de choses, mais pour ce qui est de l'astrologie, il n'y a rien de plus sûr et de plus constant, que le succès des horoscopes qu'elle tire."")",0.0
-,"('#clitidas', 'Ce sont des choses les plus claires du monde.')",0.0
-,"('#iphicrate', 'Cent aventures prédites arrivent tous les jours, qui convainquent les plus opiniâtres.')",0.0
-,"('#clitidas', 'Il est vrai.')",0.0
-,"('#timocles', 'Peut-on contester sur cette matière les incidents célèbres, dont les histoires nous font foi ?')",0.0
-,"('#clitidas', ""Il faut n'avoir pas le sens commun.  Le moyen de contester ce qui est moulé."")",0.0
-,"('#aristione', ""Sostrate n'en dit mot, quel est son sentiment là-dessus ?"")",0.0
-,"('#sostrate', ""Madame, tous les esprits ne sont pas nés avec les qualités qu'il faut pour la délicatesse de ces belles sciences, qu'on nomme curieuses, et il y en a de si matériels, qu'ils ne peuvent aucunement comprendre ce que d'autres conçoivent le plus facilement du monde.  Il n'est rien de plus agréable, Madame, que toutes les grandes promesses de ces connaissances sublimes.  Transformer tout en or, faire vivre éternellement, guérir par des paroles, se faire aimer de qui l'on veut, savoir tous les secrets de l'avenir, faire descendre comme on veut du ciel sur des métaux des impressions de bonheur, commander aux démons, se faire des armées invisibles et des soldats invulnérables.  Tout cela est charmant, sans doute, et il y a des gens qui n'ont aucune peine à en comprendre la possibilité, cela leur est le plus aisé du monde à concevoir ; mais pour moi, je vous avoue que mon esprit grossier a quelque peine à le comprendre, et à le croire, et j'ai toujours trouvé cela trop beau pour être véritable.  Toutes ces belles raisons de sympathie, de force magnétique et de vertu occulte, sont si subtiles et délicates, qu'elles échappent à mon sens matériel, et sans parler du reste, jamais il n'a été en ma puissance de concevoir comme on trouve écrit dans le ciel jusqu'aux plus petites particularités de la fortune du moindre homme.  Quel rapport, quel commerce, quelle correspondance peut-il y avoir entre nous et des globes, éloignés de notre terre d'une distance si effroyable, et d'où cette belle science, enfin, peut-elle être venue aux hommes ?  Quel dieu l'a révélée, ou quelle expérience l'a pu former, de l'observation de ce grand nombre d'astres qu'on n'a pu voir encore deux fois dans la même disposition ?"")",0.0
-,"('#anaxarque', 'Il ne sera pas difficile de vous le faire concevoir.')",0.0
-,"('#sostrate', 'Vous serez plus habile que tous les autres.')",0.0
-,"('#clitidas', 'Il vous fera une discussion de tout cela quand vous voudrez.')",0.0
-,"('#iphicrate', ""Si vous ne comprenez pas les choses, au moins les pouvez-vous croire, sur ce que l'on voit tous les jours."")",0.0
-,"('#sostrate', ""Comme mon sens est si grossier qu'il n'a pu rien comprendre, mes yeux aussi sont si malheureux qu'ils n'ont jamais rien vu."")",0.0
-,"('#iphicrate', ""Pour moi j'ai vu, et des choses tout à fait convaincantes."")",0.0
-,"('#timocles', 'Et moi aussi.')",0.0
-,"('#sostrate', 'Comme vous avez vu, vous faites bien de croire, et il faut que vos yeux soient faits autrement que les miens.')",0.0
-,"('#iphicrate', ""Mais enfin, la Princesse croit à l'astrologie, et il me semble qu'on y peut bien croire après elle.  Est-ce que Madame, Sostrate, n'a pas de l'esprit et du sens ?"")",0.0
-,"('#sostrate', ""Seigneur, la question est un peu violente, l'esprit de la Princesse n'est pas une règle pour le mien, et son intelligence peut l'élever à des lumières où mon sens ne peut pas atteindre."")",0.0
-,"('#aristione', ""Non, Sostrate, je ne vous dirai rien sur quantité de choses, auxquelles je ne donne guère plus de créance que vous.  Mais pour l'astrologie on m'a dit, et fait voir des choses si positives que je ne la puis mettre en doute."")",0.0
-,"('#sostrate', ""Madame, je n'ai rien à répondre à cela."")",0.0
-,"('#aristione', ""Quittons ce discours, et qu'on nous laisse un moment.  Dressons notre promenade, ma Fille, vers cette belle grotte, où j'ai promis d'aller.  Des galanteries à chaque pas."")",0.0
-,"('#aristione', ""De qui que cela soit, on ne peut rien de plus galant et de mieux entendu.  Ma Fille, j'ai voulu me séparer de tout le monde pour vous entretenir, et je veux que vous ne me cachiez rien de la vérité.  N'auriez-vous point dans l'âme quelque inclination secrète que vous ne voulez pas nous dire ?"")",0.0
-,"('#eriphile', 'Moi, Madame ?')",0.0
-,"('#aristione', ""Parlez à coeur ouvert, ma Fille, ce que j'ai fait pour vous mérite bien que vous usiez avec moi de franchise.  Tourner vers vous toutes mes pensées, vous préférer à toutes choses, et fermer l'oreille en l'état où je suis, à toutes les propositions que cent princesses en ma place écouteraient avec bienséance, tout cela vous doit assez persuader que je suis une bonne mère, et que je ne suis pas pour recevoir avec sévérité les ouvertures que vous pourriez me faire de votre coeur."")",0.0
-,"('#eriphile', ""Si j'avais si mal suivi votre exemple que de m'être laissée aller à quelques sentiments d'inclination que j'eusse raison de cacher, j'aurais, Madame, assez de pouvoir sur moi-même pour imposer silence à cette passion, et me mettre en état de ne rien faire voir qui fût indigne de votre sang."")",0.0
-,"('#aristione', ""Non, non, ma fille : vous pouvez sans scrupule m'ouvrir vos sentiments.  Je n'ai point renfermé votre inclination dans le choix de deux princes : vous pouvez l'étendre où vous voudrez, et le mérite auprès de moi tient un rang si considérable, que je l'égale à tout ; et, si vous m'avouez franchement les choses, vous me verrez souscrire sans répugnance au choix qu'aura fait votre coeur."")",0.0
-,"('#eriphile', ""Vous avez des bontés pour moi, Madame, dont je ne puis assez me louer ; mais je ne les mettrai point à l'épreuve sur le sujet dont vous me parlez, et tout ce que je leur demande, c'est de ne point presser un mariage où je ne me sens pas encore bien résolue."")",0.0
-,"('#aristione', ""Jusqu'ici je vous ai laissée assez maîtresse de tout, et l'impatience des Princes vos amants...  Mais quel bruit est-ce que j'entends : ah !  Ma fille, quel spectacle s'offre à nos yeux, quelque Divinité descend ici, et c'est la Déesse Vénus qui semble nous vouloir parler."")",0.0
-,"('#venus', ""Princesse dans tes soins brille un zèle exemplaire, Qui par les Immortels doit être couronné, Et pour te voir un gendre, illustre et fortuné, Leur main te veut marquer le choix que tu dois faire ; Ils t'annoncent tous par ma voix, La gloire et les grandeurs, que par ce digne choix, Ils feront pour jamais entrer dans ta famille, De tes difficultés termine donc le cours ; Et pense à donner ta fille À qui sauvera tes jours."")",0.0
-,"('#aristione', ""Ma Fille, les Dieux imposent silence à tous nos raisonnements.  Après cela, nous n'avons plus rien à faire, qu'à recevoir ce qu'ils s'apprêtent à nous donner, et vous venez d'entendre distinctement leur volonté.  Allons dans le premier temple les assurer de notre obéissance, et leur rendre grâce de leurs bontés."")",0.0
-,"('#cleon', ""Voilà la Princesse qui s'en va, ne voulez-vous pas lui parler ?"")",0.0
-,"('#anaxarque', ""Attendons que sa fille soit séparée d'elle, c'est un esprit que je redoute, et qui n'est pas de trempe à se laisser mener, ainsi que celui de sa mère.  Enfin, mon Fils, comme nous venons de voir par cette ouverture, le stratagème a réussi, notre Vénus a fait des merveilles ; et l'admirable ingénieur qui s'est employé à cet artifice, a si bien disposé tout, a coupé avec tant d'adresse le plancher de cette grotte, si bien caché ses fils de fer et tous ses ressorts, si bien ajusté ses lumières, et habillé ses personnages, qu'il y a peu de gens qui n'y eussent été trompés.  Et comme la Princesse Aristione est fort superstitieuse, il ne faut point douter qu'elle ne donne à pleine tête dans cette tromperie.  Il y a longtemps, mon fils, que je prépare cette machine, et me voilà tantôt au but de mes prétentions."")",0.0
-,"('#cleon', 'Mais pour lequel des deux princes au moins dressez-vous tout cet artifice ?')",0.0
-,"('#anaxarque', ""Tous deux ont recherché mon assistance, et je leur promets à tous deux la faveur de mon art ; mais les présents du Prince Iphicrate, et les promesses qu'il m'a faites, l'emportent de beaucoup sur tout ce qu'a pu faire l'autre.  Ainsi ce sera lui qui recevra les effets favorables de tous les ressorts que je fais jouer ; et comme son ambition me devra toute chose, voilà mon fils notre fortune faite.  Je vais prendre mon temps pour affermir dans son erreur l'esprit de la Princesse, pour la mieux prévenir encore par le rapport que je lui ferai voir adroitement des paroles de Vénus, avec les prédictions des figures célestes, que je lui dis que j'ai jetées.  Va-t'en tenir la main au reste de l'ouvrage, préparer nos six hommes à se bien cacher dans leur barque derrière le rocher ; à posément attendre le temps que la Princesse Aristione vient tous les soirs se promener seule sur le rivage, à se jeter bien à propos sur elle, ainsi que des corsaires, et donner lieu au Prince Iphicrate de lui apporter ce secours, qui sur les paroles du Ciel doit mettre entre ses mains la Princesse Ériphile.  Ce prince est averti par moi, et sur la foi de ma prédiction, il doit se tenir dans ce petit bois qui borde le rivage.  Mais sortons de cette grotte, je te dirai en marchant toutes les choses qu'il faut bien observer.  Voilà la Princesse Ériphile : évitons sa rencontre."")",0.0
-,"('#eriphile', ""Hélas !  Quelle est ma destinée, et qu'ai-je fait aux Dieux pour mériter les soins qu'ils veulent prendre de moi ?"")",0.0
-,"('#cleonice', ""Le voici, Madame, que j'ai trouvé, et à vos premiers ordres, il n'a pas manqué de me suivre."")",0.0
-,"('#eriphile', ""Qu'il approche, Cléonice, et qu'on nous laisse seuls un moment.  Sostrate, vous m'aimez ?"")",0.0
-,"('#sostrate', 'Moi, Madame ?')",0.0
-,"('#eriphile', ""Laissons cela, Sostrate, je le sais, je l'approuve, et vous permets de me le dire.  Votre passion a paru à mes yeux accompagnée de tout le mérite qui me la pouvait rendre agréable.  Si ce n'était le rang où le Ciel m'a fait naître, je puis vous dire que cette passion n'aurait pas été malheureuse, et que cent fois je lui ai souhaité l'appui d'une fortune qui pût mettre pour elle en pleine liberté les secrets sentiments de mon âme.  Ce n'est pas, Sostrate, que le mérite seul n'ait à mes yeux tout le prix qu'il doit avoir, et que dans mon coeur je ne préfère les vertus qui sont en vous à tous les titres magnifiques, dont les autres sont revêtus.  Ce n'est pas même que la Princesse ma Mère ne m'ait assez laissé la disposition de mes voeux, et je ne doute point, je vous l'avoue, que mes prières n'eussent pu tourner son consentement du côté que j'aurais voulu ; mais il est des états, Sostrate, où il n'est pas honnête de vouloir tout ce qu'on peut faire.  Il y a des chagrins à se mettre au-dessus de toutes choses, et les bruits fâcheux de la renommée vous font trop acheter le plaisir que l'on trouve à contenter son inclination ; c'est à quoi, Sostrate, je ne me serais jamais résolue, et j'ai cru faire assez de fuir l'engagement dont j'étais sollicitée.  Mais enfin les Dieux veulent prendre le soin eux-mêmes de me donner un époux ; et tous ces longs délais avec lesquels j'ai reculé mon mariage, et que les bontés de la Princesse ma Mère ont accordés à mes désirs, ces délais, dis-je, ne me sont plus permis, et il me faut résoudre à subir cet arrêt du Ciel.  Soyez sûr, Sostrate, que c'est avec toutes les répugnances du monde que je m'abandonne à cet hyménée, et que si j'avais pu être maîtresse de moi, ou j'aurais été à vous, ou je n'aurais été à personne.  Voilà, Sostrate, ce que j'avais à vous dire, voilà ce que j'ai cru devoir à votre mérite, et la consolation que toute ma tendresse peut donner à votre flamme."")",0.0
-,"('#sostrate', ""Ah !  Madame, c'en est trop pour un malheureux, je ne m'étais pas préparé à mourir avec tant de gloire, et je cesse dans ce moment, de me plaindre des destinées.  Si elles m'ont fait naître dans un rang beaucoup moins élevé que mes désirs, elles m'ont fait naître assez heureux pour attirer quelque pitié du coeur d'une grande princesse ; et cette pitié glorieuse vaut des sceptres et des couronnes, vaut la fortune des plus grands princes de la terre.  Oui, Madame, dès que j'ai osé vous aimer, c'est vous, Madame, qui voulez bien que je me serve de ce mot téméraire, dès que j'ai, dis-je, osé vous aimer, j'ai condamné d'abord l'orgueil de mes désirs, je me suis fait moi-même la destinée que je devais attendre.  Le coup de mon trépas, Madame, n'aura rien qui me surprenne, puisque je m'étais préparé ; mais vos bontés le comblent d'un honneur que mon amour jamais n'eût osé espérer, et je m'en vais mourir après cela le plus content et le plus glorieux de tous les hommes.  Si je puis encore souhaiter quelque chose, ce sont deux grâces, Madame, que je prends la hardiesse de vous demander à genoux ; de vouloir souffrir ma présence jusqu'à cet heureux hyménée, qui doit mettre fin à ma vie ; et parmi cette grande gloire, et ces longues prospérités que le Ciel promet à votre union, de vous souvenir quelquefois de l'amoureux Sostrate.  Puis-je, divine Princesse, me promettre de vous cette précieuse faveur ?"")",0.0
-,"('#eriphile', ""Allez, Sostrate, sortez d'ici : ce n'est pas aimer mon repos, que de me demander que je me souvienne de vous."")",0.0
-,"('#sostrate', 'Ah !  Madame, si votre repos...')",0.0
-,"('#eriphile', ""Ôtez-vous, vous dis-je, Sostrate ; épargnez ma faiblesse, et ne m'exposez point à plus que je n'ai résolu."")",0.0
-,"('#cleonice', ""Madame, je vous vois l'esprit tout chagrin, vous plaît-il que vos danseurs, qui expriment si bien toutes les passions, vous donnent maintenant quelque épreuve de leur adresse ?"")",0.0
-,"('#eriphile', ""Oui, Cléonice, qu'ils fassent tout ce qu'ils voudront, pourvu qu'ils me laissent à mes pensées."")",0.0
-,"('#clitidas', ""De quel côté porter mes pas ?  Où m'aviserai-je d'aller, et en quel lieu puis-je croire que je trouverai maintenant la princesse Ériphile ?  Ce n'est pas un petit avantage que d'être le premier à porter une nouvelle.  Ah !  La voilà.  Madame, je vous annonce que le Ciel vient de vous donner l'époux qu'il vous destinait."")",0.0
-,"('#eriphile', 'Eh, laisse-moi, Clitidas, dans ma sombre mélancolie.')",0.0
-,"('#clitidas', ""Madame, je vous demande pardon, je pensais faire bien de vous venir dire que le Ciel vient de vous donner Sostrate pour époux, mais puisque cela vous incommode, je rengaine ma nouvelle, et m'en retourne droit comme je suis venu."")",0.0
-,"('#eriphile', 'Clitidas, holà, Clitidas.')",0.0
-,"('#clitidas', 'Je vous laisse, Madame, dans votre sombre mélancolie.')",0.0
-,"('#eriphile', 'Arrête, te dis-je, approche.  Que viens-tu me dire ?')",0.0
-,"('#clitidas', ""Rien, Madame, on a parfois des empressements de venir dire aux grands de certaines choses, dont ils ne se soucient pas, et je vous prie de m'excuser."")",0.0
-,"('#eriphile', 'Que tu es cruel !')",0.0
-,"('#clitidas', ""Une autre fois j'aurai la discrétion de ne vous pas venir interrompre."")",0.0
-,"('#eriphile', ""Ne me tiens point dans l'inquiétude : qu'est-ce que tu viens m'annoncer ?"")",0.0
-,"('#clitidas', ""C'est une bagatelle de Sostrate, Madame, que je vous dirai une autre fois, quand vous ne serez point embarrassée."")",0.0
-,"('#eriphile', ""Ne me fais point languir davantage, te dis-je, et m'apprends cette nouvelle."")",0.0
-,"('#clitidas', 'Vous la voulez savoir, Madame ?')",0.0
-,"('#eriphile', ""Oui, dépêche.  Qu'as-tu à me dire de Sostrate ?"")",0.0
-,"('#clitidas', ""Une aventure merveilleuse, où personne ne s'attendait."")",0.0
-,"('#eriphile', ""Dis-moi vite ce que c'est."")",0.0
-,"('#clitidas', 'Cela ne troublera-t-il point, Madame, votre sombre mélancolie ?')",0.0
-,"('#eriphile', 'Ah !  Parle promptement.')",0.0
-,"('#clitidas', ""J'ai donc à vous dire, Madame, que la Princesse votre mère passait presque seule dans la forêt, par ces petites routes qui sont si agréables, lorsqu'un sanglier hideux, (ces vilains sangliers-là font toujours du désordre, et l'on devrait les bannir des forêts bien policées) ; lors, dis-je, qu'un sanglier hideux, poussé je crois, par des chasseurs est venu traverser la route où nous étions.  Je devrais vous faire peut-être, pour orner mon récit, une description étendue du sanglier dont je parle, mais vous vous en passerez s'il vous plaît, et je me contenterai de vous dire, que c'était un fort vilain animal.  Il passait son chemin, et il était bon de ne lui rien dire, de ne point chercher de noise avec lui, mais la Princesse a voulu égayer sa dextérité, et de son dard, qu'elle lui a lancé un peu mal à propos, ne lui en déplaise, lui a fait au-dessus de l'oreille une assez petite blessure.  Le sanglier mal morigéné, s'est impertinemment détourné contre nous ; nous étions là deux, ou trois misérables qui avons pâli de frayeur, chacun gagnait son arbre, et la Princesse sans défense demeurait exposée à la furie de la bête, lorsque Sostrate a paru, comme si les Dieux l'eussent envoyé."")",0.0
-,"('#eriphile', 'Hé bien, Clitidas.')",0.0
-,"('#clitidas', 'Si mon récit vous ennuie, Madame, je remettrai le reste à une autre fois.')",0.0
-,"('#eriphile', 'Achève promptement.')",0.0
-,"('#clitidas', ""Ma foi !  C'est promptement, de vrai, que j'achèverai, car un peu de poltronnerie m'a empêché de voir tout le détail de ce combat ; et tout ce que je puis vous dire, c'est que retournant sur la place, nous avons vu le sanglier mort, tout vautré dans son sang, et la Princesse pleine de joie, nommant Sostrate son libérateur, et l'époux digne et fortuné que les Dieux lui marquaient pour vous.  À ces paroles, j'ai cru que j'en avais assez entendu, et je me suis hâté de vous en venir, avant tous, apporter la nouvelle."")",0.0
-,"('#eriphile', ""Ah !  Clitidas, pouvais-tu m'en donner une qui me pût être plus agréable ?"")",0.0
-,"('#clitidas', ""Voilà qu'on vient vous trouver."")",0.0
-,"('#aristione', ""Je vois, ma fille, que vous savez déjà tout ce que nous pourrions vous dire.  Vous voyez que les Dieux se sont expliqués bien plus tôt que nous n'eussions pensé ; mon péril n'a guère tardé à nous marquer leurs volontés, et l'on connaît assez que ce sont eux qui se sont mêlés de ce choix, puisque le mérite tout seul brille dans cette préférence.  Aurez-vous quelque répugnance à récompenser de votre coeur, celui à qui je dois la vie et refuserez-vous Sostrate pour époux ?"")",0.0
-,"('#eriphile', 'Et de la main des Dieux, et de la vôtre, Madame, je ne puis rien recevoir qui ne me soit fort agréable.')",0.0
-,"('#sostrate', ""Ciel !  N'est-ce point ici quelque songe, tout plein de gloire dont les Dieux me veuillent flatter, et quelque réveil malheureux ne me replongera-t-il point dans la bassesse de ma fortune ?"")",0.0
-,"('#cleonice', ""Madame, je viens vous dire qu'Anaxarque a jusqu'ici abusé, l'un et l'autre Prince, par l'espérance de ce ch[oi]x qu'ils poursuivent depuis longtemps, et qu'au bruit qui s'est répandu de votre aventure, ils ont fait éclater tous deux leur ressentiment contre lui, jusque-là, que de paroles en paroles, les choses se sont échauffées, et il en a reçu quelques blessures dont on ne sait pas bien ce qui arrivera.  Mais les voici."")",0.0
-,"('#aristione', ""Princes, vous agissez tous deux avec une violence bien grande, et si Anaxarque a pu vous offenser, j'étais pour vous en faire justice moi-même."")",0.0
-,"('#iphicrate', 'Et quelle justice, Madame, auriez-vous pu nous faire de lui, si vous la faites si peu à notre rang, dans le choix que vous embrassez ?')",0.0
-,"('#aristione', ""Ne vous êtes-vous pas soumis l'un et l'autre, à ce que pourraient décider, ou les ordres du Ciel, ou l'inclination de ma fille ?"")",0.0
-,"('#timocles', ""Oui, Madame, nous nous sommes soumis à ce qu'ils pourraient décider entre le Prince Iphicrate et moi, mais non pas à nous voir rebutés tous deux."")",0.0
-,"('#aristione', ""Et si chacun de vous a bien pu se résoudre à souffrir une préférence, que vous arrive-t-il à tous deux où vous ne soyez préparés, et que peuvent importer à l'un et à l'autre les intérêts de son rival ?"")",0.0
-,"('#iphicrate', ""Oui, Madame, il importe, c'est quelque consolation de se voir préférer un homme qui vous est égal, et votre aveuglement est une chose épouvantable."")",0.0
-,"('#aristione', ""Prince, je ne veux pas me brouiller avec une personne qui m'a fait tant de grâce, que de me dire des douceurs ; et je vous prie, avec toute l'honnêteté qu'il m'est possible, de donner à votre chagrin un fondement plus raisonnable ; de vous souvenir, s'il vous plaît, que Sostrate est revêtu d'un mérite, qui s'est fait connaître à toute la Grèce, et que le rang où le ciel l'élève aujourd'hui va remplir toute la distance qui était entre lui et vous."")",0.0
-,"('#iphicrate', 'Oui, oui, Madame, nous nous en souviendrons, mais peut-être aussi vous souviendrez-vous que deux Princes outragés ne sont pas deux ennemis peu redoutables.')",0.0
-,"('#timocles', ""Peut-être, Madame, qu'on ne goûtera pas longtemps la joie du mépris que l'on fait de nous."")",0.0
-,"('#aristione', ""Je pardonne toutes ces menaces aux chagrins d'un amour qui se croit offensé, et nous n'en verrons pas avec moins de tranquillité la fête des jeux Pythiens.  Allons-y de ce pas, et couronnons par ce pompeux spectacle cette merveilleuse journée."")",0.0
-,"('#la-pretresse', 'Chantez, peuples, chantez, en mille et mille lieux, Du dieu que nous servons les brillantes merveilles, Parcourez la terre et les cieux, Vous ne sauriez chanter rien de plus précieux, Rien de plus doux pour les oreilles.')",0.0
-,"('#une-grecque-2', ""À ce Dieu plein de force, à ce Dieu plein d'appas Il n'est rien qui résiste."")",0.0
-,"('#autre-grecque-1', ""Il n'est rien ici-bas Qui par ses bienfaits ne subsiste."")",0.0
-,"('#autre-grecque-2', 'Toute la terre est triste Quand on ne le voit pas.')",0.0
-,"('#tous-ensemble', ""Poussons à sa mémoire Des concerts si touchants, Que du haut de sa gloire Il écoute nos chants. PREMIÈRE ENTRÉE DE BALLET. Les six hommes portant les haches font entre eux une danse ornée de toutes les attitudes que peuvent exprimer des gens qui étudient leur force, puis ils se retirent aux deux côtés du théâtre pour faire place à six voltigeurs. DEUXIÈME ENTRÉE DE BALLET. Six voltigeurs en cadence font paraître leur adresse sur des chevaux de bois, qui sont apportés par des esclaves. Troisième entrée de ballet Quatre conducteurs d'esclaves amènent, en cadence, douze esclaves qui dansent en marquant la joie qu'ils ont d'avoir recouvré la liberté. QUATRIÈME ENTRÉE DE BALLET. Quatre femmes et quatre hommes armés à la grecque, font ensemble une manière de jeu pour les armes. La tribune s'ouvre, un héraut, six trompettes et un timbalier se mêlant à tous les instruments, annonce avec un grand bruit la venue d'Apollon."")",0.0
"('#apollon', ""Allons, et que sur le Parnasse On célèbre des jeux à l'honneur de Daphné. Que le vainqueur y soit de laurier couronné. Bel arbre, adieu. je quitte à regret cette place, Et veux qu'à l'avenir on ceigne de lauriers Le front de mes sujets et celui des guerriers. Apollon monte dans le char où est l'Amour, et tous deux retournant au ciel. Le théâtre change aussitôt. Le Parnasse se découvre au fond. Quelques Mimes sont assises en divers endroits de sa croupe, et quelques poètes à leurs pieds. Sur le sommet, le palais du dieu se fait voir. Les deux côtés du théâtre sont deux galeries qui ressemblent à celles où on étale des raretés les jours de fête et les jours de foire. Là sont les archives du Destin. L'architecture est ornée de feuilles de laurier. Sous chaque portique est un buste ; il y en a neuf de conquérants et autant dé poètes ; les conquérants d'un côté, les poètes de l'autre. Les conquérants sont Cyrus, Alexandre, etc. ; et les poètes sont Homère, Anacréon, Pindare, Virgile, Horace, Ovide, l'Arioste, le Tasse, et Malherbe. Apollon a voulu que l'avenir fût montré en faveur de cette fête. "")","('#le-choeur', ""Ouvrons tous nos yeux À l'éclat suprême Qui brille en ces lieux. Quelle grâce extrême ! Quel port glorieux ! Où voit-on des Dieux Qui soient faits de même ? Apollon, au bruit des trompettes et des violons, entre par le portique, précédé de six jeunes gens, qui portent des lauriers entrelacés autour d'un bâton et un soleil d'or au-dessus, avec la devise royale en manière de trophée. Les six jeunes gens, pour danser avec Apollon, donnent leur trophée à tenir aux six hommes qui portent les haches, et commencent avec Apollon une danse héroïque, à laquelle se joignent, en diverses manières, les six hommes portant les trophées, les quatre femmes armées avec leurs timbres, et les quatre hommes armés avec leurs tambours, tandis que les six trompettes, le timbalier, les Sacrificateurs, la Prêtresse, et le choeur de musique accompagnent tout cela, en s'y mêlant par diverses reprises : ce qui finit la fête des Jeux Pythiens, et tout le divertissement. CINQUIÈME ENTRÉE DE BALLET."")",0.7480995655059814
