,andrieux-moliere-et-ses-amis,cadet-gassicourt-souper-de-moliere,Cost,Operation Type
405,"('#moliere', ""Comment donc ? Si j'en suis ?... Il n'est rien de plus sage, Rien de plus admirable... Écoutez, mes amis ; . Je sais un bon moyen d'assurer notre gloire, De vivre à jamais dans l'histoire ; Mourons avec éclat ; mourons en plein midi ; Demain, aux yeux de tous, faisons ce coup hardi ; Laissons l'exemple mémorable De poètes, d'amis, morts ensemble, à dessein ; Et terminons une vie honorable Par la plus honorable fin."")","('#antoine', 'Ah !  Croyez que notre coeur...')",1.05,Substitution
406,"('#lulli', ""À mourir en public j'ai quelque répugnance."")",,1.0,Insertion
407,"('#moliere', ""Bon ! Tu n'y penses pas; cela vaudra bien mieux. Vois notre troupe qui s'avance Le calme sur le front, la gaîté dans les yeux, Parmi les flots d'un peuple immense, Fixant sur nous ses regards curieux ! La scène sera magnifique."")","('#moliere', ""Il me vient d'un Tartuffe amoureux,  D'un Misanthrope sombre, quinteux,  D'un Étourdi, de quelques Fâcheux,  Et d'un Malade bizarre.  Ces gens-là peuvent bien se gêner ;  Mais ce qui va tous vous étonner,  Mes enfants, j'ai, pour vous le donner,  Fait contribuer un Avare.  Eh !  Mes amis, point de remerciements ; vous me faites un plus grand cadeau, vous autres !  Vous me donnez votre amitié...  Le coeur des honnêtes gens est sans prix. Cet argent me vient de gens fort singuliers... et que vous ne\n\tconnaissez pas. Il signe le contrat, et prenant une bourse dans son secrétaire. AIR : Des portraits à la mode. "")",0.72,Substitution
408,"('#chapelle', 'Ce sera la dernière, ami, que tu joueras.')",,1.0,Insertion
409,"('#moliere', 'Elle sera parbleu ! Dans le genre héroïque.')","('#mathurin', 'Mais vraiment, cela est fort extraordinaire.')",1.3,Substitution
410,"('#mignard', ""Il a, ma foi ! Raison ; et nous n'y pensions pas."")",,1.0,Insertion
411,"('#despreaux', ""Nous perdions tout le fruit d'un si noble trépas."")",,1.0,Insertion
412,"('#moliere', ""N'est-ce pas ? À demain remettons la partie."")",,1.0,Insertion
413,"('#chapelle', 'À demain.')","('#madelon', ""Nous n'avons jamais vu chez vous ces hommes-là."")",1.59,Substitution
414,"('#despreaux', 'À demain.')","('#laforet', 'Je les ai vus, moi, et je vous mettrai au fait. ')",1.48,Substitution
415,"('#lulli', 'Tu saurais bien prêcher.')","('#mathurin', 'Vous allez venir avec nous ?')",1.81,Substitution
416,"('#moliere', ""En attendant le jour, souffrez que je vous prie, Mes bons amis, d'aller tous vous coucher. Alexandre dormait la nuit d'une bataille."")","('#moliere', ""À l'instant je vous rejoins, je vais passer un habit ; retournez au jardin, et vous rentrerez quand je vous le dirai. "")",1.37,Substitution
417,"('#lulli', ""C'était un bon vivant, et qui faisait ripaille."")","('#antoine', 'Oh !  De bien bon coeur.')",1.49,Substitution
418,,"('#antoine #madelon #mathurin', 'Du silence.  AIR : Frère Jacques. ')",1.0,Deletion
419,,"('#le-choeur', 'Du silence.')",1.0,Deletion
420,"('#chapelle', ""C'était un très grand homme ! Il aimait le bon vin."")",,1.0,Insertion
421,"('#mignard', 'Imitons Alexandre.')","('#moliere', 'Laissons-les. ')",1.23,Substitution
422,"('#despreaux', ""Adieu, jusqu'à demain."")","('#le-choeur', 'Laissons les. ')",0.99,Substitution
423,"('#moliere', 'Allez vous reposer.... Holà, Lesbin, La Brie , Conduisez ces messieurs dans leur appartement. Fort bien. Allons tout doucement. Car je me trouve un peu la visière obscurcie, Bonsoir, Molière.')","('#tous', 'Marchons avec prudence,  Marchons avec prudence.')",1.43,Substitution
424,"('#despreaux', 'Adieu.')","('#antoine', 'Paix !')",0.63,Substitution
425,"('#lulli', 'Bonsoir, mon cher ami. Ils sortent tous quatre avec Laforêt et les domestiques qui les éclairent.')","('#madelon', 'Paix ! ')",1.88,Substitution
426,"('#moliere', ""Bonsoir. Que vois-je là ?... La Fontaine endormi ! Et ce serait, vraiment, dommage En cet instant, de l'éveiller ! A demain , j'attends le courage - De nos amis.... Tandis qu'ils sont à sommeiller, Il faut que pour Mignard j'achève cet ouvrage. Je lui sais des chagrins.... Près de monsieur Colbert, Il soupçonne en secret que quelqu'un le dessert ; Quelque rival jaloux, que son talent efface, Plus courtisan que lui, s'occupe à lui ravir . Les faveurs, les travaux... je voudrais le servir, Consoler au moins sa disgrâce. Pour cela, je songe à finir Mon poème du Val-de-Grâce. Reprenons-le. Voyons. De mon illustre ami J'ai peint les nobles traits dans des vers que voici. « Les grands hommes, Colbert, sont mauvais courtisans, Peu faits à s'acquitter des devoirs complaisants ;  À leurs réflexions tout entiers ils se donnent, Et ce n'est que par-là qu'ils se perfectionnent. L'étude et la visite ont leurs talents à part. Qui se donne à la cour se dérobe à son art. Un esprit partagé rarement s'y consomme ; Et des emplois de feu demandent tout un homme. » Monsieur Colbert, je pense, entendra ce discours ; Je lui pourrai donner ces vers sous peu de jours ; Là, du dôme nouveau j'ai vanté la merveille, Surtout la fresque de Mignard, Admirable travail, vrai chef-d'oeuvre de l'art....."")","('#le-choeur', 'Paix !')",1.66,Substitution
427,"('#la-fontaine', ""M'y voici. Je les tiens."")","('#moliere', 'Paix ! ')",1.25,Substitution
428,"('#moliere', ""La Fontaine s'éveille !"")","('#mathurin', 'Paix ! ')",1.52,Substitution
429,"('#la-fontaine', 'Je me sens inspiré.')","('#le-choeur', 'Paix ! ')",1.37,Substitution
430,"('#moliere', ""Je crois qu'il fait des vers !"")","('#lulli', ""Ah !...  Mais où suis-je ?  Chapelle, Mignard, Boileau....   Ah !  Dieu !  J'avais oublié qu'hier...  Ô funeste résolution !  J'étais ivre sans doute...  Oui, j'étais ivre, et ce qu'on promet dans l'ivresse...  Si je pouvais m'échapper...  Quelle lâcheté !  Quel opprobre !...  Boileau s'éveille...  Feignons de dormir encore. "")",1.59,Substitution
431,"('#la-fontaine', ""Hier dans les grandeurs, aujourd'hui dans les fers ! « L'humble toit est exempt d'un tribut si funeste Le sage y vit en paix, et méprise le reste ; Content de ses douceurs, errant parmi les bois, Il regarde à ses pieds les favoris des rois.... La Fontaine se tait un moment."")","('#boileau', ""Oui, je rêvais qu'une main ennemie  Dans le tombeau m'avait précipite,  Et que Cottin, en pleine academie,  Sur mon fauteuil avait été porte.  Combien le soleil enfante de bizarrerie ! Je rêvais ; mais, non, je ne rêvais pas....  Cette table, ces convives me rappellent....  Allons, c'est une folie....  Ce serait un crime...  Si je pouvais savoir ce que pensent....  Bon !  La Fontaine, Chapelle et Mignard ne dorment plus : écoutons.  AIR : On vit sortir d'une grotte profonde. "")",0.29,Substitution
432,,"('#la-fontaine', 'Avons-nous sommeillé longtemps ? ')",1.0,Deletion
433,,"('#chapelle', ""Il n'est pas jour encore."")",1.0,Deletion
434,,"('#mignard', 'Non, mais bientôt il faudra.... ')",1.0,Deletion
435,"('#moliere', ""Ah ! ne laissons pas échapper Ces vers que sa facile veine : Produit sans travail et sans peine ; Je ne crois plus mes vers dignes de m'occuper, Quand je peux recueillir ceux que fait La Fontaine. Il met de côté son poème, et copie les vers que La Fontaine récite."")","('#chapelle', ""Ahi !  Ahi !  Il ne l'a pas oublié. Des affaires qui me rappellent à Paris. À part. Haut. "")",1.08,Substitution
436,"('#la-fontaine', ""« Content de ses douceurs, errant parmi les bois, Il regarde à ses pieds les favoris des rois ; Il lit au front de ceux qu'un vain luxe environne, Que la fortune vend ce qu'on croit qu'elle donne. Approche-t-il du but ? quitte-t-il ce séjour ? Rien ne trouble sa fin ; c'est le soir d'un beau jour. »"")","('#la-fontaine', 'Des affaires ?  Eh bien !  Il faut partir. ')",1.71,Substitution
437,"('#moliere', 'Ah ! Mon ami, quels vers !... Quel Dieu te les inspire ?')",,1.0,Insertion
438,"('#la-fontaine', ""Ah ! te voilà ; Molière ?... Eh ! oui, dans cet instant, J'ai fait-là quelques vers."")","('#chapelle', 'Des affaires pour lesquelles je voudrais que Molière....  Où donc est-il ?')",0.47,Substitution
439,,"('#mignard', 'Sa santé lui aura fait craindre de veiller. ')",1.0,Deletion
440,,"('#la-fontaine', 'Dans peu de temps sa guérison sera parfaite.')",1.0,Deletion
441,"('#moliere', ""Très beaux ; veux-tu les lire ? Je les ai copiés moi-même, en t'écoutant."")",,1.0,Insertion
442,"('#la-fontaine', ""Mais ils ne sont pas mal ; j'en suis assez content."")",,1.0,Insertion
443,"('#moliere', 'Assez content ?... Pas mal ?... et moi, je les admire. On redira longtemps, mon ami, ces vers-là. On les perdait sans moi. Je suis fier de cela.')","('#chapelle', 'Je le crois. Oh Dieu !  La mémoire lui revient-elle ? À part.')",1.08,Substitution
444,"('#la-fontaine', 'Tu te moques de moi, je pense, ou tu veux rire.')",,1.0,Insertion
445,"('#moliere', 'Je ne me moque point, mon cher ami ; crois-moi, Tous tes imitateurs resteront loin de toi.')",,1.0,Insertion
446,"('#isabelle', 'Mais quelle est donc cette folie, Et que nous a dit Laforêt ? Comment peut-on former un semblable projet ?')",,1.0,Insertion
447,"('#moliere', ""Ah ! chose qu'on projette est loin d'être accomplie."")",,1.0,Insertion
448,"('#la-fontaine', 'Où sont tous nos amis ?')","('#mignard', 'Si nous éveillons nos camarades ? ')",0.95,Substitution
449,,"('#chapelle', ""Non...  Non...  Pourquoi ?  Il n'est pas encore temps. "")",1.0,Deletion
450,"('#moliere', ""Mais ils dorment, je crois, En attendant l'instant fatal, l'heure dernière...."")","('#la-fontaine', ""Les voilà qui s'éveillent eux-mêmes. "")",0.73,Substitution
451,"('#la-fontaine', ""Hé ! quel ton prends-tu là, Molière ? Ton air me cause de l'effroi."")","('#chapelle', 'Ah !  Je tremble. À part.')",0.75,Substitution
452,"('#moliere', 'Tu ne te souviens pas de leur projet ?')",,1.0,Insertion
453,"('#la-fontaine', ""Eh ! quoi ?.... Ah ! oui, je me rappelle, il est vrai, quelque chose ; Le propos n'était pas sérieux , je suppose. ."")",,1.0,Insertion
454,"('#moliere', ""Pourquoi mon, s'il vous plaît ? Quant à moi, j'ai promis De ne pas quitter nos amis. Je les suivrai."")","('#mignard', ""Je ne sais où j'en suis. À part."")",1.51,Substitution
455,"('#la-fontaine', ""Dans la rivière ? Oh ! Mais, c'est un peu fort aussi."")",,1.0,Insertion
456,"('#moliere', ""Il ne faut que du coeur. Je viens d'écrire ici Mes dispositions, ma volonté dernière ; Si tu veux en user de la même manière ?"")","('#le-choeur', ""Mes amis, le temps nous presse,  Profitons de cet instant ;  Livrons nos coeurs à l'ivresse  Qu'inspire un si doux moment :  Croyons tous à la promesse  Du bonheur qui nous attend.  Mes amis, le temps nous presse,  Profitons de cet instant. AIR : Habitants de ce village. "")",0.91,Substitution
457,"('#la-fontaine', ""Pourquoi faire ? Tu peux disposer de ton bien ; Mais, mon ami, moi qui n'ai rien, Sur rien je n'ai rien à dire. Si je m'en vais avec vous, sur ma foi, Il me suffira bien d'écrire Qu'on ne m'attende pas chez moi."")","('#moliere', 'Allons, plus de retard, remplissons notre engagement : voici tout le village, qui est dé à prévenu, et qui se fait un plaisir de nous accompagner. ')",1.16,Substitution
458,"('#laforet', ""Entendez-vous, monsieur, ces longs éclats de rire ? Monsieur Lulli saute, chante, s'admire ; Il réveille tous vos amis Qui n'étaient qu'à peine endormis ; Les uns sommeillaient sur des chaises, Un autre sur un lit, l'autre dans un fauteuil ; Monsieur Lulli leur conte cent fadaises, et ne veut pas souffrir qu'ici l'on ferme l'oeil."")",,1.0,Insertion
459,"('#moliere', 'Eh ! bien , allons les voir ; mais les voici , je pense.')","('#les-villageois', 'Oui.... sans doute.... assurément.')",1.39,Substitution
460,,"('#moliere', 'Comment !  Vous ne répondez rien ?  Ne vous souvient-il plus de votre résolution ?  Faut-il vous la répéter ? ')",1.0,Deletion
461,"('#lulli', ""Oui, ma foi , je vous dis que le séjour d'Auteuil Me donne de génie une grande abondance ; J'ai fait en impromptu les plus beaux airs de danse ! Que diable ?... Voulez-vous dormir jusqu'à demain ? Il chante, et danse comiquement."")","('#antoine', ""Ne point accepter la partie,  C'est vouloir nuire à not' bonheur.  A tout l'village qui vous prie  Ne refusez pas cet honneur.... AIR : Amusez-vous, jeunes fillettes. "")",1.29,Substitution
462,,"('#chapelle', ""Certainement. Quel chien d'honneur !  À part."")",1.0,Deletion
463,"('#chapelle', 'Comment dormirions-nous, quand tu nous fais un train ?')",,1.0,Insertion
464,"('#moliere', 'Eh ! Quoi ? Déjà, Messieurs ? Vous faites diligence ?')","('#madelon', ""Vous avez fait une promesse :  Vous coûterait-elle à remplir ?  Voyez la foule qui vous presse,  Ne la privez pas d'un plaisir."")",0.99,Substitution
465,"('#chapelle', 'Que dit-il ?')","('#lulli', ""C'est très honnête assurément. Où ces gens-là mettent-ils leur plaisir ?  À part."")",1.25,Substitution
466,,"('#antoine', 'La cérémonie ne sera pas longue. ')",1.0,Deletion
467,,"('#chapelle', 'La cérémonie !')",1.0,Deletion
468,,"('#lulli', 'Comptez maintenant sur vos amis. ')",1.0,Deletion
469,"('#moliere', 'Venez-vous accomplir vos projets ? La Fontaine et moi, sommes prêts.')","('#mignard', 'Comme il est content, radieux ! ')",1.28,Substitution
470,,"('#mathurin', 'Il jouit du plaisir de faire une bonne action.')",1.0,Deletion
471,"('#la-fontaine', 'Doucement.')","('#boileau', 'Une belle action !')",1.36,Substitution
472,,"('#laforet', ""Mais je ne vois pas qu'il faille tant se faire prier ; pendant que vous rêvez à je ne sais quoi, il passe de l'eau sous le pont.... "")",1.0,Deletion
473,,"('#lulli', ""Ne crains-tu pas qu'elle s'arrête ?"")",1.0,Deletion
474,"('#moliere', ""Cependant l'heure n'est pas venue ; Nous devions attendre le jour."")","('#moliere', ""L'heure avance, et Monsieur le curé.... "")",0.81,Substitution
475,"('#despreaux', ""Ah ! Oui, vraiment !... Tantôt d'une âme résolue Nous parlions de finir tous nos maux sans retour... Qui nous a pu donner une idée aussi folle ?... C'est Chapelle, c'est lui."")","('#boileau', ""Un curé !  Ah !  Ah ! Tu es un homme de précautions, et tu penses qu'on doit faire la chose en bons Chrétiens. À Molière."")",1.37,Substitution
476,"('#chapelle', ""Moi ? Non. Sur ma parole, De cet affreux conseil je ne suis point l'auteur. Finir mes jours dans l'eau !... Je l'ai trop en horreur."")","('#madelon', 'Comment !  Mais nous ne voulons pas autrement ; nous ne sommes pas excommuniés nous autres. ')",1.42,Substitution
477,"('#lulli', ""Seulement d'y penser je tremble."")",,1.0,Insertion
478,"('#mignard', ""C'est un grand bonheur, ce me semble, De nous être à temps ravisés !"")","('#moliere', 'Allons, mes amis, distribuez-nous des fleurs. On donne des bouquets. ')",1.23,Substitution
479,,"('#la-fontaine', 'Je ne sais ce que tout cela veut dire. ')",1.0,Deletion
480,"('#moliere', 'Un court sommeil vous a quelque peu dégrisés ; Je le vois.')","('#lulli', ""C'est ainsi que chez les Grecs.... "")",1.78,Substitution
481,,"('#chapelle', 'Oui, et chez les Cannibales on orne les victimes.')",1.0,Deletion
482,"('#chapelle', 'Sur ma foi, ce serait grand dommage Que des gens comme nous prissent un tel parti ! Quel chagrin au Parnasse on en eût ressentit !')","('#mignard', 'Des bouquets !  Madelon parée !  Antoine avec des rubans !  Ah !  Molière, nous ne sommes pas ta dupe.  Molière et Laforest rient.')",1.2,Substitution
483,"('#despreaux', 'Molière a pour nous été sage !')","('#chapelle', 'Comment !')",1.49,Substitution
484,"('#lulli', 'Hé ! Sans lui la musique allait faire naufrage !')","('#lulli', 'Ainh ! ')",1.76,Substitution
485,"('#la-fontaine', 'Fripon, tu nous aurais quittés dans le chemin.')","('#boileau', ""Qu'est-ce donc ?"")",1.19,Substitution
486,"('#chapelle', 'Ne nous pressons pas trop de faire le voyage. ; Remettons le départ, toujours, au lendemain.')",,1.0,Insertion
487,"('#lulli', 'Mais sur-tout le trépas mous serait bien précoce, Quand nous sommes tout près de danser à la nôce.')",,1.0,Insertion
488,"('#mignard', 'À la noce ? Et de qui ?')","('#mignard', ""La noce d'Antoine et de Madelon. "")",0.46,Substitution
489,,"('#boileau', ""Ouf !  Nous l'avons échappé belle. "")",1.0,Deletion
490,,"('#lulli', 'La noce !  Je veux en être le ménétrier.  Il prend le violon.')",1.0,Deletion
491,"('#lulli', ""La voyez vous rougir, Notre petite jardinière ? C'est elle qui bientôt, nous donne ce plaisir."")","('#moliere', ""Avouez, Messieurs les esprits forts, que votre frayeur a été complète.  Apprenez une autre fois à vous défier de votre imagination, et croyez que l'homme le plus malheureux tient à ce monde plus qu'il ne pense. "")",1.5,Substitution
492,,"('#chapelle', ""Plutôt souffrir que de mourir,  C'est la devise des hommes.  Ma foi, comme dit La Fontaine."")",1.0,Deletion
493,"('#moliere', ""Il est vrai, mes amis ; au gré de mon désir  La mère d'Isabelle accueillant ma prière,  Vient de combler mes voeux, et veut bien consentir..."")","('#laforet', ""En comptant les maux de la vie,  Chacun dit : je veux en sortir.  Ce projet insensé s'oublie  Sitôt que s'offre le plaisir.  Tel on voit près de sa maîtresse  Un amant outré de courroux,  Au premier regard de tendresse ;  Rire et tomber à ses genoux.  AIR : Dans un des bosquets de sa mère. (Laborde.) "")",0.42,Substitution
494,"('#isabelle', 'Avec transport je le reçois. Je sens combien ce nom est glorieux pour moi ; Et de le porter je suis fière.')","('#moliere', ""Amis, la véritable gloire  Dépend toujours de l'avenir ;  Pour vivre au temple de mémoire,  Il faut commencer par mourir :  Tout écrivain prétend sans doute  Passer à la postérité ;  Mais, comme vous, chacun redoute  Ce pas vers l'immortalité. "")",1.12,Substitution
495,"('#despreaux', 'Nous voilà réveillés, et pour toute la nuit ;  Tiens, Molière, à présent, lis-nous ta comédie.')","('#lulli', ""Allons, amis, prenons courage,  Et rappelons notre gaîté ?  L'homme joyeux, quand il est sage,  Possède la félicité :  Qu'Epicure soit notre maître ;  Il a dit dans certain endroit :  On est heureux quand on croit l'être,  Et quand on le veut, on le croit."")",1.63,Substitution
496,"('#moliere', ""Non, mes amis, non pas à présent, je vous prie ; Allons ce soir nous mettre au lit. Demain vous serez mieux en état de m'entendre. Mais de cette soirée au moins souvenez-vous. Gardez-vous par le vin de vous laisser surprendre, Et de former jamais des projets aussi fous. -"")","('#boileau', ""Le vin, en troublant ma cervelle,  A mis le feu dans tous mes sens ;  Je sens que l'ivresse avec elle  Peut entraîner trop d'accidents.  À ces dangers pour me soustraire,  Quand je serai dans un festin,  Je prétends lire, à chaque verre, "")",0.69,Substitution
497,"('#la-fontaine', ""Il est vrai ; c'est une folie Dont peut-être après nous un jour on parlera. Mais voici ce qu'on en dira : Molière avait souffert cruelle maladie ; Heureusement il s'en tira ; Ses meilleurs amis le fêtèrent ; - En le fêtant, ils s'enivrèrent ; L'amitié nous excusera. "")","('#la-fontaine', ""Un peintre avait perdu son ami le plus tendre,  Jour et nuit il versait des pleurs :  Son élève le voit. Touché de ses malheurs,  Il cherche à le distraire, et même ose entreprendre  D'adoucir ses chagrins, de calmer ses douleurs ;  Il saisit un charbon ; il le coupe, il le taille,  Il en fait un crayon parfait,  Et dessine sur la muraille  Le profil de l'ami.... que l'ami reconnaît  L'ouvrage était grossier, méritait réprimande,  Si l'on eût jugé le dessin ;  Mais le motif le recommande,  Et le peintre applaudit au coeur qui fait l'offrande,  Quoique le vrai talent n'ait pas conduit la main.  Dans cette juste allégorie,  L'auteur de la pièce vous dit :  Citoyens, voyez, je vous prie,  L'intention, et non l'esprit.  Vous êtes le peintre équitable,  Molière l'ami regretté ;  Je suis l'élève de la fable :  Puissai-je être aussi bien traité ! "")",0.72,Substitution
498,"('#la-fontaine', 'Je fais mon compliment à Madame Molière.')",,1.0,Insertion
