,quinault-isis,quinault-proserpine,Cost,Operation Type
301,"('#les-parques', 'Le fil de la vie  De tous les humains Suivant notre envie Tourne dans nos mains. Suivant notre envie.')",,1.0,Insertion
302,"('#io', ""Tranchez mon triste sort d'un coup qui me délivre  Des tourments que Junon me contraint à souffrir; Chacun vous fait des voeux pour vivre Et je vous en fais pour mourir."")","('#pluton', ""Que le ciel menace, qu'il tonne ; Il faut que rien ne nous étonne, Nous avons pour nous en ce jour, Les destins et l'amour. Le choeur répète ces quatre vers."")",0.34,Substitution
303,"('#la-furie', ""Jupiter l'a soumise aux lois de son épouse ; Elle a rendu Junon jalouse; L'amour d'un Dieu puissant a trop su la charme. Elle est trop punie encore."")",,1.0,Insertion
304,"('#io', ""Est ce si grand crime d'aimer Ce que tout l'Univers adore ?"")",,1.0,Insertion
305,"('#les-parques', ""Nymphe, apaise Junon si tu veux voir la fin  De ton sort déplorable ; C'est l'arrêt du Destin  Il est irrévocable."")","('#les-trois-furies', ""Plutôt que de souffrir l'injure Que le ciel veut faire aux enfers, Renversons toute la nature Périsse l'univers. Le choeur répète les deux derniers vers."")",0.61,Substitution
306,"('#io', 'Hélas ! comment fléchir une haine implacable !')","('#une-des-furies', 'Retirons les géants de leur prison obscure ; Des titans enchaînés il faut briser les fers :')",1.21,Substitution
307,"('#parques #furie #choeur', ""C'est l'arrêt du Destin, Il est irrévocable."")","('#les-furies #lechoeur', ""Renversons toute la nature, Périsse l'univers."")",1.27,Substitution
308,"('#io', ""Terminez mes tourments, puissant maître du monde, Sans vous, sans votre amour hélas ! Je ne souffrirais pas. Réduite au désespoir, mourante, vagabonde, J'ai porté mon supplice en mille affreux climats ; Une horrible Furie attachée à mes pas, M'a suivie au travers du vaste sein de l'onde; Voyez de quels maux ici bas, Votre épouse punit mes malheureux appas Délivrez moi de ma douleur profonde, Ouvrez-moi par pitié, les portes du trépas. Terminez mes tourments puissant maître du monde. Sans vous, sans votre amour, hélas ! Je ne souffrirais pas. C'est Jupiter qui m'aime ! Eh ! Qui le pourrait croire ? Je ne suis plus dans sa mémoire, Il n'entend point mes cris, Il ne voit point mes pleurs Après m'avoir livré aux plus cruels malheurs,  Il est tranquille au comble de la gloire Il m'abandonne au milieu des douleurs. À la fin je succombe heureuse si je meurs. Io tombe accablée de ses tourments, et Jupiter touché de piété, descend du ciel."")","('#ceres', ""Déserts écartés, sombres lieux, Cachez mes soupirs et mes larmes. Mon désespoir a trop de charmes Pour les impitoyables dieux. Déserts écarté, sombres lieux, Cachez mes soupirs, et mes larmes. Les dieux étaient jaloux de mon sort glorieux ; C'est un doux spectacle à leurs yeux Que les malheurs cruels dont je suis poursuivie : Ils se font un plaisir de mes cris furieux ; Jupiter m'a livrée à leur barbare envie : Jupiter me trahit, ma fille m'est ravie. Je perds ce que j'aimais le mieux ; Infortunée, hélas ! Le jour m'est odieux, Et je suis pour jamais condamnée à la vie. Ah ! Je ne puis souffrir la lumière des cieux ! Mon désespoir a trop de charmes Pour les impitoyables dieux ; Déserts écartés, sombres lieux, Cachez mes soupirs, et mes larmes."")",0.0,Match
309,"('#jupiter', ""Il ne m'est pas permis de finir votre peine Et ma puissance souveraine Doit suivre du Destin l'irrévocable loi : C'est tout ce que je puis par un amour extrême Que de quitter le Ciel et ma gloire suprême Pour prendre part aux maux que vous souffrez pour moi."")","('#ceres', ""Quels abîmes se sont ouverts ? Qu'entends-je ? Quel affreux murmure !"")",0.82,Substitution
310,,"('#voix-infernales', ""Renversons toute la nature. Périsse l'univers."")",1.0,Deletion
311,"('#io', 'Ah ! mon supplice augmente encore ! Tout le feu des Enfers me brûle et me dévore; Mourrai-je tant de fois, sans voir finir mon sort ?')","('#ceres', ""Le ciel n'est point touché des maux que j'ai soufferts, L'enfer prendrait-il part aux peines que j'endure."")",0.56,Substitution
312,"('#jupiter', 'Ma tendresse pour vous rend Junon inflexible Elle voit mon amour il lui paraît trop fort; Son courroux se redouble et devient invincible.')","('#voix-infernales', ""Renversons toute la nature. Périsse l'univers. Cérès répète ce dernier vers."")",1.81,Substitution
313,"('#io', ""N'importe en ma faveur soyez toujours sensible."")","('#ceres', ""Ne m'apprendrez-vous point où ma fille peut être ?"")",1.48,Substitution
314,"('#jupiter', ""C'est trop vous exposer à son jaloux transport, J'irrite en vous aimant sa vengeance terrible."")","('#arethuse', ""Votre ennemi secret veut se faire connaître ; Enfin vous pouvez tout savoir. De l'empire infernal le redoutable maître Tient votre fille en son pouvoir."")",0.71,Substitution
315,"('#io', ""Aimez moi, s'il vous est possible Assez pour la forcer à me donner la mort. Junon descend sur la terre."")",,1.0,Insertion
316,"('#jupiter', ""Venez, venez Déesse impitoyable  Venez, voyez, reconnaissez Cette Nymphe mourante autrefois trop aimable. C'est assez la punir, c'est vous venger assez; L'éclat de sa beauté ne la rend plus coupable,  Par la cruelle horreur du tourment qui l'accable, Son crime et ses appas sont ensemble effacés. Sans jalousie et sans alarmes Voyez ses yeux noyés de larmes Que l'ombre de la mort commence de couvrir."")","('#ceres', ""L'enfer retient ma fille ! ô ciel ! ô sort barbare ! L'éternelle nuit nous sépare ! Ma chère Proserpine... ô regrets superflus ! Hélas ! Je ne la verrai plus ! Dieux ! Ma fille n'est point coupable, Pourquoi Pluton inexorable Veut-il dans les enfers l'accabler de douleur ?"")",0.33,Substitution
317,"('#junon', ""Ils n'ont encor que trop de charmes Puisqu'ils savent attendrir."")",,1.0,Insertion
318,"('#jupiter', ""Une juste pitié peut elle vous aigrir ? Votre courroux fatal ne doit-il pas s'éteindre ?"")",,1.0,Insertion
319,"('#junon', ""Ah ! vous la plaignez trop, elle n'est pas à plaindre  Non elle ne peut trop souffrir."")","('#arethuse #alphee', ""C'est quelquefois un grand malheur Que d'être trop aimable."")",0.55,Substitution
320,"('#jupiter', ""Je sais que c'est de vous que son sort doit dépendre. Ce n'est qu'à vos bontés qu'elle doit recourir. Il n'est rien que de moi vous ne deviez attendre, Si je puis obliger votre haine à se rendre."")","('#ceres', ""Pluton l'aime ! Et l'amour pour me désespérer Fait soupirer un coeur qui doit être inflexible !"")",0.96,Substitution
321,"('#io', 'Ah ! Laissez moi mourir.')",,1.0,Insertion
322,"('#junon', 'Prenez soin de la secourir.')",,1.0,Insertion
323,"('#io', ""Vous l'aimez d'un amour trop tendre Non elle ne peut trop souffrir."")","('#arethuse #alphee', ""Quel coeur se peut assurer D'être toujours insensible ? Quel coeur se peut assurer. De ne jamais soupirer ?"")",0.6,Substitution
324,"('#jupiter', ""Quoi ! Le coeur de Junon quelque grand qu'il puisse être  Ne saurait triompher d'une injuste fureur"")","('#alphee', ""Le dieu qui pour elle soupire Est un des trois grands dieux, maîtres de l'univers."")",0.96,Substitution
325,,"('#arethuse', ""Elle est reine d'un vaste empire."")",1.0,Deletion
326,"('#junon', ""De la terre et du Ciel Jupiter est le maître Et Jupiter n'est pas le maître de son coeur ?"")","('#arethuse #alphee', 'Il est beau de régner même dans les enfers.')",1.06,Substitution
327,"('#jupiter', 'Hé bien ! il faut que je commence À me vaincre en ce jour.')","('#ceres', ""Quelque honneur qu'aux enfers on s'empresse à lui rendre, Elle n'en peut sortir, et je n'y puis descendre : Je la perds, je perds tout espoir Je ne pourrai jamais la voir."")",1.06,Substitution
328,,"('#arethuse #alphee', ""Jupiter la demande, et l'enfer plein d'alarmes Pour la garder a pris les armes."")",1.0,Deletion
329,"('#junon', ""Vous m'apprendrez à me vaincre à mon tour."")",,1.0,Insertion
330,"('#jupiter #junon', ""Abandonnez votre vengeance Je vous rends mon amour . J'abandonnerai ma vengeance,  Rendez moi votre amour. Jupiter. Junon."")","('#ceres', ""Jupiter n'est donc pas insensible aux regrets De la malheureuse Cérès ? Obtenez Dieu puissant que ma fille revienne ; Sans troubler votre paix j'irais suivre ses pas Si je pouvais passer dans la nuit du trépas : Ne souffrez plus que l'enfer la retienne, Grand dieu, c'est votre fille aussi bien que la mienne, C'est votre fille, hélas ! Ne l'abandonnez pas."")",0.61,Substitution
331,"('#jupiter', ""Noires Ondes du Styx, c'est par vous que je jure. Fleuve affreux écoutez le serment que je fais. Si cette Nymphe, enfin, reprend tous ses attraits, Si Junon fait cesser les tourments qu'elle endure, Je jure que ses yeux ne troubleront jamais De nos coeurs réunis la bienheureuse paix. Noires Ondes du Styx, c'est par vous que je jure. Fleuve affreux écoutez le serment que je fais."")","('#mercure', ""Tous les dieux sont d'accord, pour vous tout s'intéresse, Proserpine verra le jour, Elle suivra Cérès et Pluton tour à tour, Elle partagera son temps et sa tendresse Entre la nature et l'amour. Vous verrez votre fille, et Jupiter lui-même A pris soin qu'à vos voeux le sort ait répondu."")",0.85,Substitution
332,"('#junon', ""Nymphe, je veux finir votre peine éternelle Que la Furie emporte aux Enfers avec elle Le trouble et les horreurs dont vos sens sont saisis ! Après un rigoureux supplice  Goûtez les biens parfaits que les Dieux ont choisis :  Et sous le nouveau nom d'Isis Jouissez d'un bonheur qui jamais ne finisse. La Furie s'enfonce dans les Enfers et Io se trouve délivrée de ses peines."")","('#ceres', ""Après une peine extrême Qu'un bien qu'on avait perdu Est doux quand il est rendu Par les soins de ce qu'on aime."")",1.03,Substitution
333,"('#jupiter #junon', ""Dieux, recevez Isis au rang des immortels ! Peuples voisins du Nil, dressez lui des Autels ! Les divinités du Ciel descendent pour recevoir Isis; les peuples d'Egypte lui dressent un autel et la reconnaissent pour la Divinité qui les doit protéger. Divinités qui descendent du Ciel dans la gloire, Peuples d'Egypte chantants, quatre égyptiens chantants, peuples d'Egypte dansants."")","('#mercure', ""L'hymen assemble tous les dieux De l'empire infernal de la terre et des cieux. Le ciel s'ouvre, et Jupiter paraît accompagné des divinités célestes. Pluton et Proserpine, sortent des enfers assis sur un trône, ou Cérès, va prendre place près de sa fille. Une troupe de divinités infernales richement parées, accompagnent Pluton. Et une troupe de divinités de la terre viennent prendre part à la joie de Cérès, et à la gloire de Proserpine."")",0.0,Match
334,"('#choeur #divinites', 'Venez, venez, Divinités nouvelle,')",,1.0,Insertion
335,"('#choeur #peuples #egypte', ""Isis, Tournez sur nous vos yeux Voyez l'ardeur de notre zèle."")",,1.0,Insertion
336,"('#choeur #divinites', 'La céleste Cour vous appelle')",,1.0,Insertion
337,"('#jupiter #junon', ""Isis est immortelle Isis va briller dans les Cieux. Isis jouit avec les Dieux  D'une gloire éternelle. Jupiter et Junon et les Divinités montent au ciel, et y conduisent Isis, dans le char des choeurs des Divinités et des Parques. Ils répètent ces quatre vers."")","('#jupiter', ""Cérès, que de vos pleurs le triste cours finisse ; Qu'avec Pluton Proserpine s'unisse. Que l'on enchaîne pour jamais La discorde et la guerre, Dans les enfers, dans les cieux, sur la terre, Tout doit jouir d'une éternelle paix. Les choeurs répètent ces quatre derniers vers, et les divinités célestes, terrestres et infernales, témoignent par leurs chants et par leurs danses la joie qu'ils ont de voir l'intelligence rétablie entre les plus grands dieux du monde, par le mariage de Pluton et de Proserpine."")",0.0,Match
