dancourt-metempsychose,la-fontaine-daphne,Score
-,"('#momus', 'Noyez-en dans le vin la funeste mémoire.')",0.0
-,"('#un-chasseur', ""N'est-ce pas Télamon qui nous invite à boire ?"")",0.0
-,"('#tous-ensemble', ""Ô le mortel heureux, d'être aimé de Bacchus !"")",0.0
-,"('#un-sylvain', ""Amis, laissons à part les discours superflus. L'ours est mort."")",0.0
-,"('#un-chasseur', ""L'ours ne vit plus."")",0.0
-,"('#un-berger', ""L'ours a passe l'onde noire."")",0.0
-,"('#tous', ""Noyons-en dans le vin la funeste mémoire. Les chasseurs et les Sylvains dansent à l'entour du trophée et font une forme de bacchanales. Les Sylvains sont suivis de leurs ours, qui vont en cadence. Pendant que les danseurs se reposent, Bacchus et Momus, faisant la débauche sous le berceau suspendu, animent toute cette troupe par leur exemple."")",0.0
-,"('#bacchus', ""Cher compagnon, me veux-tu croire ? Courons ensemble le pays ; Tu sais médire, et je sais boire : Nous ne manquerons point d'amis."")",0.0
-,"('#momus', 'Toujours le vin et la satire Tiennent aux tables le haut bout ; Tu sais boire, et je sais médire : Voilà de quoi passer partout.')",0.0
-,"('#clymene', ""Quel étrange et sombre palais ! Je frémis à le voir ; n'as-tu point peur, Aminte ? Va seule dans ces lieux ; pour moi, j'ai trop de crainte."")",0.0
-,"('#aminte', ""Qu'y demanderais-tu ? Tes voeux sont satisfaits. Philandre a l'âme blessée Des traits dont tu sais charmer ; Moi, que Tircis a laissée, J'ai sujet d'être empressée Pour savoir qui doit m'aimer."")",0.0
-,"('#clymene', ""Je te rends ce Tircis ; son ardeur m'importune."")",0.0
-,"('#aminte', ""J'aurai donc pour toute fortune Ton refus."")",0.0
-,"('#clymene', ""Que t'importe ? Examine ton coeur ; Et si Tircis te plaît, laisse le point d'honneur."")",0.0
-,"('#aminte', ""Tu ris ; que diras-tu, si je fais qu'il te quitte ?"")",0.0
-,"('#clymene', 'Mes rigueurs en cela préviendront ton mérite.')",0.0
-,"('#aminte', 'Tu dois aux miennes ce berger Que mes faveurs vont rengager.')",0.0
-,"('#clymene #aminte', 'Une fille a cent adresses Pour rebuter un amant ; Mais de dire ses finesses Pour faire un engagement, On ne le peut nullement.')",0.0
-,"('#clymene', 'Voilà, sans consulter Ismèle Un oracle bientôt rendu.')",0.0
-,"('#aminte', 'Aurait-elle mieux répondu ?')",0.0
-,"('#clymene', ""Non, et nous nous pouvons désormais passer d'elle : Aussi bien l'intérêt de Daphné nous appelle."")",0.0
-,"('#penee', ""Ma fille, tout est prêt ; Ismèle va sortir : N'ayez point de repentir, Si le choix des dieux est autre Que le vôtre."")",0.0
-,"('#ismele', ""Monarque de l'Olympe, en qui sont tous les temps, Qui les fais devant toi passer comme moments, Et pour qui n'est qu'un point toute la destinée, Dis-nous, Ô maître des dieux, À qui doit être donnée La princesse de ces lieux. Où sont tes truchements ? Es-tu sourd aux prières ? Fantômes, qui savez peindre en mille manières Les secrets du destin gravés au haut des cieux, Simulacres volants, frères du dieu des songes, Faites-nous voir sans mensonges Ce qu'ont ordonné les dieux Sur un si digne hyménée ; Dites-nous la destinée De la Nymphe de ces lieux. Que vois-je ! Quel objet ! Quelle image à mes yeux Si vive et si claire Vient se présenter, Et me tourmenter Plus qu'à l'ordinaire ? L'objet Me fait Tressaillir : Je sens Mes sens Défaillir. Après ces paroles, Ismèle, comme possédée du Dieu, danse avec les autres prêtresses, tantôt comme si elles allaient tomber en extase, et tantôt avec des contorsions étranges. Pendant qu'elles dansent, des enfants, en guise de petits démons, et représentant les simulacres et les espèces qui s'offrent aux yeux, viennent de divers endroits du ciel se présenter à Ismèle, portant des branches et des couronnes de laurier. Ismèle, ayant vu ces objets, dit."")",0.0
-,"('#amphrise', ""Les dieux à leur interprète Ont fait un étrange don ; Ne peut-on être prophète, Si l'on ne perd la raison ?"")",0.0
-,"('#apidame #sperchee #amphrise', ""Les démons Vont l'agitant, Ses poumons Vont haletant ; Et son coeur va palpitant. Les ressorts De son corps, Son esprit, Tout pâtit."")",0.0
-,"('#ismele', ""Qu'on se taise : soyez attentifs aux mystères. J'épands en l'air ces caractères : C'est ma réponse ; il faut la poser sur l'autel. Démons, peuples légers, ministres de l'oracle, Cherchez-la ; car aucun mortel Ne la peut trouver sans miracle. Approchez-vous, lisez, et que dans ce vallon Un invisible choeur mon oracle répète. À ce commandement d'Ismèle, les esprits habitants de l'air cherchent en dansant les feuilles que la Sibylle a jetées, et les viennent, en dansant aussi, poser sur l'autel. Ismèle assemble ces feuilles, et dit à Pénée et à Daphné."")",0.0
-,"('#penee #daphne', ""Daphné doit aujourd'hui couronner Apollon."")",0.0
-,"('#choeur', ""Daphné doit aujourd'hui couronner Apollon."")",0.0
-,"('#penee', ""Ismèle, servez-vous vous-même d'interprète ; Expliquez-nous l'ordre des dieux."")",0.0
-,"('#amphrise', ""Un prophète entend-il les choses qu'il annonce ? C'est à l'événement d'expliquer sa réponse."")",0.0
-,"('#ismele', 'Adieu, princesse, adieu, je vous laisse en ces lieux.')",0.0
-,"('#penee', ""Couronner Apollon ! Qu'importe à l'hyménée De la fille de Pénée ? Pour comprendre ces mots, je fais un vain effort."")",0.0
-,"('#amphrise', ""Nos conseils ont été frivoles ; La seule obscurité fait le prix des paroles Que l'on cherche aux livres du Sort."")",0.0
-,"('#penee', ""Ma fille, rendez-vous aux volontés d'un père : Qu'il soit votre oracle aujourd'hui Aimez Tharsis ; il vous doit plaire ; Toute notre Cour est pour lui."")",0.0
-,"('#apidame', ""Tels étaient ces mortels pour qui l'idolâtrie Commença d'introduire au monde son pouvoir."")",0.0
-,"('#amphrise', ""Il a tout l'air d'un dieu ; l'on dirait à le voir, Que l'Olympe est sa patrie."")",0.0
-,"('#daphne', ""Hélas ! J'en crus autant, lorsqu'en notre prairie Je le vis arriver inconnu dans ces lieux. Maintenant mon coeur tâche à démentir mes yeux. Ne m'en accusez point : quelque force suprême M'entretient malgré moi dans cette erreur extrême. Que Tharsis soit parfait, qu'il ait l'air qu'ont les dieux, Est-ce par raison que l'on aime ?"")",0.0
-,"('#penee', ""L'hymen change les coeurs : suivez mes volontés."")",0.0
-,"('#daphne', ""Quoi ! Seigneur, vous aussi vous me persécutez ! De ses autres tyrans sans peine on se console ; Mais d'un père ! un père m'immole ! Je tiens le jour de vous, Seigneur ; vous me l'ôtez."")",0.0
-,"('#penee', ""Moi, je perdrais Daphné ! qu'ai-je à conserver qu'elle ? L'hymen m'a-t-il fait d'autres dons ?"")",0.0
-,"('#daphne', ""Cependant, quand je vous appelle Du plus tendre de tous les noms, Vous ne vous souvenez que de votre puissance ; Vous regardez l'obéissance, La raison, et jamais d'autres tyrans plus doux ; Il en est toutefois. Leucippe vient à nous : Je lui vais ôter l'espérance. Vous le voulez, Seigneur ; je le lis dans vos yeux."")",0.0
-,"('#daphne', ""Leucippe, il faut tâcher d'éteindre votre flamme. Je ne puis être à vous."")",0.0
-,"('#leucippe', 'Ô cieux ! Injustes cieux ! Est-ce là votre arrêt ?')",0.0
-,"('#daphne', 'Cet oracle odieux Vient de mon père seul.')",0.0
-,"('#leucippe', 'Votre père et les dieux Disposent de mon sort, mais non pas de mon âme : Moi-même en suis-je maître ?')",0.0
-,"('#daphne', 'Il le faut.')",0.0
-,"('#leucippe', ""Ah ! Daphné ! Que ce mot est facile à dire ! Et que l'amour possède avecque peu d'empire Un coeur que la contrainte a si tôt entraîné !"")",0.0
-,"('#daphne', ""Quoi ! Faut-il que mon coeur soit par vous soupçonné ? Cruel ! n'avais-je pas encore assez de peine ?"")",0.0
-,"('#leucippe', ""Enfin donc le Destin me déclare sa haine ; Vous serez à Tharsis ; et moi, par mes soupirs, J'augmenterai ses plaisirs."")",0.0
-,"('#daphne', ""Plût au Ciel que Tharsis causât seul vos alarmes, Et qu'un père..."")",0.0
-,"('#leucippe', 'Achevez.')",0.0
-,"('#daphne-', ""Eh ! Que sert d'achever Un souhait qu'on sait bien qui ne peut arriver ?"")",0.0
-,"('#leucippe', ""Il n'importe, mon âme y trouvera des charmes."")",0.0
-,"('#daphne-', ""Ne m'aimez plus."")",0.0
-,"('#leucippe', 'Le puis-je ? Et le souhaitez-vous ?')",0.0
-,"('#daphne-', 'Vos tourments ont pour moi quelque chose de doux, Il est vrai ; mais cessez.')",0.0
-,"('#leucippe', ""Hélas ! Cesser de vivre Est le seul remède à mon mal. Voilà le parti qu'il faut suivre ; Mais avec moi je veux perdre aussi mon rival. Vous ne me serez pas impunément ravie : Non, Daphné. Vous pleurez ? Ah ! Princesse, je dois Mourir pour vos yeux mille fois. Avant qu'avoir Daphné, Tharsis aura ma vie. Je ne puis voir tant de biens En d'autres bras que les miens : Que mon rival me les cède, Et renonce à votre amour, Ou qu'il m'ôte aussi le jour Si l'on veut qu'il vous possède."")",0.0
-,"('#daphne-', 'Leucippe, si je vous perds, Il faut que dans nos déserts La solitude me donne Un sort plus calme et plus doux ; Et ne pouvant être à vous, je ne veux être à personne.')",0.0
-,"('#heures', ""Daphné, portez vos yeux Sur le plus beau des dieux. Daphné s'enfuit aussitôt qu'elle a reconnu Apollon sous le visage de Tharsis."")",0.0
-,"('#apollon', ""Tu me fuis, divine mortelle ! Où cours-tu ? N'aperçois-tu pas Un précipice sous tes pas ? Il est plein de serpents : détourne-toi, cruelle. Suis-je encor plus à craindre ? Et rien dans ce vallon Ne peut-il t'arrêter quand tu fuis Apollon ? Quoi ! Tant de haine en une belle ! Insolent, qui brûles pour elle, Renonce à l'hymen de Daphné ; C'est Apollon qui te l'ordonne. Regarde quel rival ton malheur t'a donné."")",0.0
"('#faunus', ""Comment ! Écoutez donc, Corine, je vous prie,  Ne vous avisez pas d'aller me faire ici  De mauvaise plaisanterie ;  Je n'aime pas la raillerie,  Et ce n'est pas un jeu que cette affaire-ci.  Elle ne répond point, elle s'est écartée :  Où la trouver et comment ?  Voilà pour un commencement,  Un bel effet de la bague enchantée : Jupiter ne sait ce qu'il fait,  Il me donne en partant à garder sa Bergère,  Et par Bacchus il envoie un secret  Pour empêcher de voir ce qu'elle voudra faire.  Je suis moi-même un grand sot aujourd'hui,  De n'avoir pas prévu la chose ;  Mais quand je l'aurais fait, je n'ose  Croire avoir plus d'esprit que lui.  À quoi la passion expose !  Elle obscurcit l'esprit, elle aveugle les yeux,  Et l'Amour, qui se rit de tous tant que nous sommes,  Fait assez souvent faire aux Dieux  Autant de sottises qu'aux hommes.  Quel parti prendre ! Il faut tâcher  Adroitement de faire en sorte  De rattraper la bague, et surtout d'empêcher  Que de ces lieux l'invisible ne sorte ;  Courons, et redoublons la garde de la porte,  Si on ne la voit pas, on pourra la toucher. "")","('#leucippe', ""Mon malheur ? Dis le tien. Toi, le fils de Latone ! N'es-tu pas ce Tharsis que tantôt on a vu ? D'un magique ornement ton front s'est revêtu. Enchanteur, penses-tu que ta pompe m'étonne ? Ce n'est qu'un songe, ce n'est rien ; Va tromper d'autres yeux, et me laisse mon bien."")",0.5276737809181213
"('#corine', ""Que parle-t-il des Dieux, et de Jupiter même ?  Ai-je bien entendu : serait-ce un Dieu qui m'aime ?  Mais non, pourquoi se déguiser ?  Pourquoi descendre ainsi de sa grandeur suprême,  Et pour toucher un coeur chercher à l'abuser ?  Je sens qu'en secret je me flatte  De soumettre à mes lois une Divinité :  Trop dangereuse vanité  Qu'il faut que ma vertu combatte  Par le secours de la fidélité.  C'en est fait, et je veux que mon triomphe éclate.  Quelque bonheur qui me soit présenté,  Je me dois à Philène, et ne suis point ingrate,  Et le Dieu sera rebuté :  Voici Philène… sa présence  Dans tous mes sens allume un nouveau feu.  Il croit être seul en ce lieu,  Il ne me saurait voir, examinons-le un peu,  Écoutons, sachons ce qu'il pense,  Et s'il mérite sur un Dieu,  Qu'on lui donne la préférence. "")","('#apollon', ""Ô dieux ! Ô citoyens du lumineux empire ! Que vient un mortel de me dire ? Malheureux, ton orgueil s'en va te coûter cher. Les dieux ne sont pas insensibles. Qu'on l'attache sur ce rocher Avec des chaînes invisibles. Ce commandement est exécuté par les ministres de la puissance d'Apollon, qui va se faire voir à Pénée, non plus sous le personnage de Tharsis, mais sous le sien propre. "")",0.7082499265670776
"('#philene', ""Tout favorise mes desseins,  C'est une Puissance divine  Qui vient de m'ouvrir les chemins  De ces beaux lieux habités par Corine.  Il n'est point de bonheur égal  À celui s'être aimé d'une beauté qu'on aime,  Si Corine est pour moi la même,  Je ne craindrai point d'un rival,  Ni le pouvoir, ni la colère :  Près d'elle conduit par l'Amour,  Mon bonheur me rend téméraire ;  Et j'affronterai pour lui plaire  Les périls où dans ce séjour,  De ce rival peut me livrer la haine,  Heureux de périr en ce jour,  En prouvant ma constance à Corine. "")","('#leucippe', ""Astres, soyez témoins de ces injustes fers. J'atteste ici tout l'Univers, Et les vents emportent ma plainte. Jupiter, je t'implore ; on veut forcer les coeurs : Il n'est plus de libres ardeurs, Ni d'autres lois que la contrainte. Loges-tu dans le ciel ou dans les antres sourds ? Écoutez-moi, déserts ; on m'ôte mes amours : Est-il douleur pareille ? Qui me consolera sur ce rocher fatal ? Leucippe est un spectacle à son cruel rival. Déserts, écoutez-moi : les dieux ferment l'oreille. Daphné entend cette plainte à l'un des coins du théâtre. "")",0.678925633430481
