,chevalier-amours-de-calotin,chevalier-barbons-amoureux,Cost,Operation Type
342,"('#julie', ""Qu'avez-vous donc pu voir ?"")","('#guillot', ""Qui l'aurait jamais cru ! Voyez les vieux Sorciers. "")",1.0,Substitution
343,"('#clarimond', ""Que vous aimez Tersandre, et c'est mon désespoir."")",,1.0,Insertion
344,"('#julie', ""Moi j'aimerais Tersandre ! Ô Dieux ! L'injuste blâme."")",,1.0,Insertion
345,"('#clarimond', 'Ah ! Que vous savez bien déguiser votre flamme !')","('#ragotin', 'Les traîtres sont brûlants ainsi que des brasiers. ')",1.05,Substitution
346,"('#ragotin', 'Mais puisque toutes deux elles nous font faux-bon, Plantons-les là, Monsieur, sans aucune façon.')","('#guillot', 'Mais sans nous amuser à blâmer ces vieux Reîtres,  Allons tout de ce pas en avertir nos Maîtres. ')",1.64,Substitution
347,"('#julie', ""Hé bien ! Puisqu'il vous plaît que je sois inconstante, Votre âme sur ce point se trouvera contente Je vous aimais, cruel, mais vous voyant jaloux, Vous serez désormais l'objet de mon courroux. Si mon amour pour vous s'était moins fait paraître, Je demeure d'accord que vous le pourriez être Mais, ingrat, vous étiez trop certain de mon coeur, Pour m'oser soupçonner d'une telle rigueur : Apprenez que jamais je ne fus infidèle. Adieu, perfide amant."")","('#guillot', 'Je vous ai tant cherché que je vous vois paraître.')",0.94,Substitution
348,"('#clarimond', 'Ah ! charmante cruelle, Demeurez un moment.')","('#clidamant', 'Et bien, que me veux-tu ? ')",1.51,Substitution
349,,"('#guillot', 'Tout est perdu, mon Maître. ')",1.0,Deletion
350,,"('#clidamant', ""Tout est perdu ! D'où vient ? Mon amour va-t-il mal ? "")",1.0,Deletion
351,"('#ragotin', ""Que vous avez de soin ! Monsieur, sur ma parole, elle n'ira pas loin."")","('#guillot', 'Que trop, Monsieur. ')",1.09,Substitution
352,"('#julie', ""Votre âme d'un seul mot se trouverait confuse : Mais vous ne valez pas que je vous désabuse."")",,1.0,Insertion
353,"('#ragotin', ""L'ai-je dit?"")","('#clidamant', 'Comment ? ')",0.84,Substitution
354,,"('#guillot', 'Vous avez un Rival. ')",1.0,Deletion
355,,"('#clidamant', 'Un Rival ! ')",1.0,Deletion
356,"('#clarimond', ""C'est un crime, aimant, d'être jaloux, Mais nous ne sommes pas toujours maîtres de nous ; Et s'il m'était permis d'en croire l'apparence, Je vous pourrais blâmer d'avoir de l'inconstance. Daignez donc m'excuser, si je suis alarmé, On craint toujours de perdre un objet bien aimé : Et ne savez-vous pas, trop aimable Julie, Que l'amour rarement se voit sans jalousie ?"")","('#guillot', ""Un Rival ; et qui ne vous craint guère,  Et si vous m'en croyez, loin d'en être en colère  Vous chercherez ailleurs à pousser votre amour,  Car ce Rival vous va jouer d'un mauvais tour. "")",0.43,Substitution
357,"('#julie', ""Cessez donc de Tersandre enfin d'être jaloux; Si je reçois ses voeux c'est pour mieux être à vous."")","('#clidamant', ""Il n'est point de Rival dans mon amour extrême,  Qui puisse m'arracher le digne Objet que j'aime.  Je m'en vais le chercher ce Rival dangereux,  Et nous verrons après qui l'aura de nous deux ;  Il saura ce que c'est qu'irriter ma colère. "")",0.9,Substitution
358,,"('#guillot', 'Ô le joli Garçon qui veut tuer son Père ! ')",1.0,Deletion
359,,"('#clidamant', 'Mon Père ! Que dis-tu ? Quel malheur est le mien ! ')",1.0,Deletion
360,,"('#guillot', 'Ce que je dis ? Je dis que cela ne vaut rien. ')",1.0,Deletion
361,,"('#clidamant', 'Mon Père mon Rival ! Ah ! Quel coup de tonnerre ! ')",1.0,Deletion
362,,"('#guillot', 'À la paternité livrerez-vous la guerre ? ')",1.0,Deletion
363,,"('#clidamant', ""Que le Ciel ne m'a t-il plutôt privé du jour. "")",1.0,Deletion
364,"('#ragotin', ""EUe vous fera voir, étant si bien disante, Que vous avez grand tort de la croire inconstante. Mais tu n'en seras pas quitte à si bon marché. À Béatrix."")","('#guillot', 'Sans souhaiter la mort, renvoyez votre amour,  Et sans faire en ces lieux, tant de cris lamentables,  Renvoyez la Maîtresse à tous les mille diables. ')",1.34,Substitution
365,"('#clarimond', 'Ah ! Que de mon soupçon je me trouve fâché ; Je voudrais être mort !')","('#clidamant', 'Peut-on voir dans le monde un plus fâcheux succès ? ')",0.94,Substitution
366,"('#julie', ""Cessez votre martyre ; Je vais songer à vous. Adieu, je me retire, Je crains qu'on ne me voie avec vous en ce lieu."")","('#guillot', ""On permet de crier à qui perd son procès.  Mais êtes-vous le seul où le malheur abonde,  Et votre affliction est-elle sans seconde ?  Sachez que Lucidor votre meilleur ami,  N'est pas non plus que vous malheureux à demi ;  Son sort étant pour lui devenu si contraire,  Que comme vous il est le Rival de son Père. "")",0.61,Substitution
367,"('#clarimond', 'Que je vous voie au moins dans peu de temps ; adieu. Ragotin, reste ici pour voir ce qui se passe.')","('#clidamant', 'Son Père, me dis-tu, recherche aussi ma soeur ? ')",1.7,Substitution
368,"('#ragotin', ""Demeurez un moment, que l'on vous voie en face : Pouvez-vous sans rougir me regarder au front, Lorsque vous m'avez fait un si sensible affront ?"")","('#guillot', 'Monsieur, ce vieux Barbon lui conte aussi douceur.  À tous ces embarras, que prétendez-vous faire ? ')",0.95,Substitution
369,"('#beatrix', ""Hé ! Qu'ai-je donc tant fait ?"")","('#clidamant', ""Mourir, si je n'ai pas l'objet qui m'a su plaire. "")",1.69,Substitution
370,"('#ragotin', 'Rien, bonne bête bleue, Il vous faut donc toujours un page à votre queue ?')",,1.0,Insertion
371,"('#beatrix', ""Qui, moi, je l'aimerais ? J'aurais l'esprit bien fou."")",,1.0,Insertion
372,"('#ragotin', ""C'est donc ne l'aimer pas, que lui sauter au cou ? Allez, allez chercher votre chausse-troussée, Et n'espérez jamais d'être dans ma pensée."")","('#guillot', ""Si c'est là votre but, tenez-vous donc pour mort :  Mais la mort, est, Monsieur, un chétif réconfort,  Et quand tous les malheurs s'entendraient pour nous suivre,  Il est beaucoup moins doux de mourir que de vivre. "")",0.84,Substitution
373,"('#beatrix', 'Pour nous galantiser, est-ce avoir mal vécu ?')","('#clidamant', 'Il est vrai, mais est-il un remède en ceci ? ')",1.42,Substitution
374,"('#ragotin', ""Non, il fallait me faire à ma barbe cocu : Et ne savez-vous pas, ô trop méchante peste, Que ces approches là font venir tout le reste, Et que si ce n'était la fréquentation, Que l'on serait exempt de la tentation ?"")","('#guillot', ""Vous auriez grand besoin qu'un diable en prit souci.  Que ne suis-je Sorcier ? Mais las, je suis bien traître  De faire un tel souhait pour obliger mon Maître. "")",0.28,Substitution
375,"('#beatrix', 'Que sais-je ?')",,1.0,Insertion
376,"('#lisette', ""Béatrix, Madame te demande, Il faut que ta personne auprès d'elle se rende."")","('#clidamant', ""Ah ! Je ne voudrais pas ton service à ce prix,  Mais ton esprit passant tous les autres esprits,  Tu peux bien empêcher avecque ton adresse,  Que mon Père aujourd'hui n'épouse ma maîtresse. "")",1.23,Substitution
377,"('#beatrix', 'Adieu, beau contrôleur. Guillot entre.')",,1.0,Insertion
378,"('#lisette', 'Ne vois-je pas Guillot ?')",,1.0,Insertion
379,"('#guillot', ""Oui, oui, vous le voyez, visage de Magot, Qui vous viens reprocher, Madame la marmotte, Que votre amour n'est plus que pour une calotte. Ah ! Que vous deviez bien maudire votre destin, Lorsqu'il vous sut [v]enger de Monsieur Calotin Tous ceux qui vous verront vont prendre la routine De ne vous nommer plus que dame Calotine."")","('#guillot', ""Et s'il sait qu'avec vous je me sois concerté,  Et qu'il tombe sur moi quelque incommodité,  Pour salaire, j'aurai, Je plains ton infortune,  Il t'en devait de deux, il t'en a donné d'une ;  Mais de cela Guillot, il te faut consoler,  Serai-je bien guéri de ces contes en l'air ? "")",0.66,Substitution
380,"('#lisette', ""Voyez, fais-je du mal en tout ce que je fais ? N'oserait-on causer ?"")","('#clidamant', ""Ne crains point ce malheur, j'en répons sur ma vie. "")",1.08,Substitution
381,"('#guillot', ""Ah reste de laquais, Ma réputation va devenir bien sotte, Si vous continuez d'aimer votre calotte : Mais je saurai si bien."")","('#guillot', ""En ce cas je vous sers, et j'en brûle d'envie ;  Mais, à condition que Messieurs vos esprits,  Ne s'ébaudiront plus auprès de Béatrix,  Que vous me laisserez ma femme toute entière  Sans lui parler jamais en aucune manière ;  Vous allez en amour plus vite qu'au galop ;  Chacun le sien, dit-on, Monsieur, ce n'est pas trop :  Aimez votre moitié d'une ardeur violente ;  Mais laissez, s'il vous plaît, en repos sa suivante,  Car vous êtes un homme à me faire un affront,  Qui me serait sensible aussi bien qu'à mon front. "")",0.46,Substitution
382,"('#lisette', 'Guillot est un grand fou.')",,1.0,Insertion
383,"('#guillot', 'Allez calotiner tout votre chien de sou.')",,1.0,Insertion
384,"('#lisette', 'Adieu, maître badin, le plus grand des ivrognes.')","('#clidamant', 'Cher Guillot, ne crains rien. ')",1.45,Substitution
385,"('#ragotin', 'Ah ! Voici ces messieurs qui causent nos vergognes.')","('#guillot', ""Il faut que je vous serve,  Et je suis tout à vous, sans aucune réserve ;  Mais il faut se hâter, car nos grisons hideux,  Sont allés s'assurer des objets de leurs feux,  Et sont présentement tous deux chez un notaire,  À passer deux Contrats qui ne vous plairont guère. "")",1.07,Substitution
386,,"('#clidamant', ""Ô malheur ! Mais dis-moi, comment t'y prendras-tu ? "")",1.0,Deletion
387,"('#guillot', ""Dieu vous gard, les beaux fils qu'on doit considérer, Et qui de nos objets nous prétendez sevrer : Ah petit laqueton, avez-vous bien l'audace, Après m'avoir déplu, de m'oser voir en face ?"")","('#guillot', ""Alors qu'il faut fourber j'ai bien de la vertu,  Ne soyez plus chagrin, je sais bien les manières,  Au bonhomme dans peu de tailler des croupières ;  S'il croit de votre objet faire bientôt son bien,  Qu'il ferme bien la main, disant qu'il ne tient rien.  Monsieur, je veux ma foi, devenir bas d'estame,  Si devant qu'il soit nuit, vous n'avez votre femme.  Mais j'aperçois venir notre autre langoureux,  Et bien, ne voilà pas deux hommes bien chanceux ? "")",0.0,Match
388,"('#ragotin', 'Et vous, Page effronté, dites par votre foi, Osez-vous bien aussi vous montrer devant moi, Après avoir voulu suborner ma maîtresse ? Et ne craignez-vous pas que ma main ne vous fesse ?')","('#lucidor', 'Ah ! Trop parfait ami, sais-tu quelle est ma peine ? ')",1.56,Substitution
389,"('#guillot', ""Et lorsque vous m'osez faire votre jouet, N'appréhendez-vous point d'avoir aussi le fouet ? Qu'en bonne compagnie, ô trop maligne bête, Je ne vous fasse voir le derrière nu tête ?"")","('#clidamant', ""Guillot m'a tout appris, et j'en suis à la gêne ;  Mais as-tu su la mienne ? "")",1.26,Substitution
390,"('#rosette', ""Apprenez, s'il vous plaît, Monseigneur Ragotin, Qui m'osez menacer du fouet de votre main, Que si de vous frotter je me mets en posture, Que je vous donnerai bien de la tablature."")","('#lucidor', ""Oui, mon cher Clidamant,  Ragotin m'a tout dit, et c'est tout mon tourment.  Ah ! Que j'ai de douleurs. "")",0.78,Substitution
391,,"('#clidamant', ""Ah que j'ai de tristesses ! "")",1.0,Deletion
392,,"('#lucidor', 'Ah ! Mon cher Clidamant, perdrons-nous nos Maîtresses ? ')",1.0,Deletion
393,"('#climene', ""Sachez que si j'avais une épée au côté, Vous rengaineriez bien votre témérité ; Car qui dit Calotin, dit garçon de courage."")","('#guillot', ""Ah ! Messieurs les crieurs, vous criez là du ton,  D'un aveugle qui vient de perdre son bâton !  Ah que je suis à plaindre ! Ah malheur incroyable  S'il ne tient qu'à crier, je crierai comme un diable.  Mais quand nous pousserions des cris jusques aux Cieux  Dites-moi, votre affaire en irait-elle mieux ? "")",0.9,Substitution
394,,"('#clidamant', 'Non. ')",1.0,Deletion
395,"('#guillot', ""S'il avait son épée, il ferait du carnage."")",,1.0,Insertion
396,"('#climene', ""Oui, oui, j'en pourrais faire ; et si dans ce lieu-ci Vous voulez vous trouver, vous m'y verrez aussi. Si j'avais ce qu'il faut, sans prendre un plus long terme, Vous verriez que je sais me battre de pied ferme."")","('#guillot', ""Ne criez donc plus ; songez au nécessaire ;  Et puisque vos deux soeurs pour vous veulent tout faire,  Que vous êtes certains qu'elles aimeront mieux  Vous avoir, que d'avoir vos rivaux chassieux,  Malgré ce qu'ils feront pour vous ôter vos belles,  Je prétends aujourd'hui vous livrer vos femelles  Faisant ce que je dis, vous voyez par mon stec,  Que nos Barbons n'auront qu'à s'en torcher le bec.  Je veux être pendu si je ne les enlève. "")",0.34,Substitution
397,"('#guillot', ""La peste ! Le rude homme, ah ! Qu'il est dangereux."")",,1.0,Insertion
398,"('#climene', ""Je ne suis guère grand, mais je suis vigoureux ; Étant au lieu d'honneur, je suis toujours alerte Et si Guillot y vient, il est sûr de sa perte."")","('#ragotin', ""Voilà tout justement le chemin de la Grève.  Mais dis-moi donc, comment pouvoir faire ce tour,  Leur porte étant fermée et la nuit et le jour ?  Tu sais que chacun d'eux sa fille cadenasse,  En étant plus jaloux qu'un gueux de sa besace ?  Joint qu'ils ne donnent pas seulement à leurs fils,  La liberté d'entrer sans eux dans leurs logis.  Qu'ils sont même jaloux d'y voir entrer les ombres ;  Que prétends-tu donc faire en tous ces malencombres ? "")",1.27,Substitution
399,"('#guillot', ""N'Ëtes-vous point le fils de Mars ou de Samson ?"")",,1.0,Insertion
400,"('#climene', 'Je suis ce que je suis, mais fort joli garçon, Demandez à Picard, Champagne, la Violette, Si je sais allonger une estocade nette : Ainsi vous ferez mieux de ne raisonner plus.')","('#guillot', ""J'en saurai bien venir, te dis-je, à mon honneur,  Au métier de fourber je suis un grand Acteur :  Mais c'est trop raisonner, finissons ce langage,  Car je crois que j'entends nos vieux trouble-ménage. "")",0.19,Substitution
401,"('#boniface', 'Apprenez-moi, de grâce, où loge Gorgibus ?')","('#clidamant', ""Cher Guillot, je n'ai plus d'espérance qu'en toi. "")",1.59,Substitution
402,"('#climene', 'Mon père ? Ici.')",,1.0,Insertion
403,"('#guillot', ""Voilà le lieu de sa demeure ; Mais n'allez pas plus loin il vient à la bonne heure."")","('#guillot', 'Monsieur, ne dites mot, et laissez faire à moi. ')",1.35,Substitution
404,,"('#lucidor', 'Ragot, à me servir, il y va de ta gloire. ')",1.0,Deletion
405,,"('#ragotin', 'Ah ! Nous nous entendons comme larrons en foire,  Vous aurez dans ce soir vos Maîtresses en mains,  Laissez-nous seulement écouter leurs desseins.  Ils se retirent en un coin du Théâtre.')",1.0,Deletion
406,,"('#policarpe', 'Enfin nos deux Contrats sont en fort bonne forme,  Allons nous marier. ')",1.0,Deletion
407,"('#boniface', 'Quoique je ne sois pas connu de vous, Monsieur, Je me viens plaindre à vous du plus pressant malheur Qui se soit jamais vu dedans une famille.')","('#guillot', ""Attendez-moi sous l'orme,  Si c'est votre dessein de les prendre d'assaut,  Vous ne soufflerez point, rien ne sera trop chaud. "")",1.1,Substitution
408,"('#gorgibus', 'Quel malheur?')",,1.0,Insertion
409,"('#boniface', ""Votre fils a suborné ma fille ; Il a, malgré mes soins, trouvé l'invention De la tirer dehors d'une religion, Où pour fuir ce malheur j'avais su la réduire."")","('#boniface', ""Tâchons donc, cher ami, pour contenter nos flammes,  De métamorphoser nos filles en nos femmes,  Il sera malaisé, car dans leur action,  Je n'ai rien vu pour nous tantôt qu'aversion,  Et je crois au discours que nous ont fait nos filles  Qu'elles nous ont donné notre sac et nos quilles ;  Mais quand elles devraient encor nous mépriser,  Il faut bon gré mal gré nous en faire épouser. "")",0.54,Substitution
410,"('#guillot', ""Pour avoir fait ce trait, il est assez bon sire, C'est un rusé manoeuvre en matière d'amour."")","('#policarpe', ""Chez un de nos amis menons-les, Boniface,  Là nous nous marierons sans qu'on nous embarrasse ;  Car dans notre logis nos fils s'y trouveraient,  Qui loin de nous aider nous en détourneraient,  Voyant bien que leurs soeurs n'en seraient pas contentes ;  Évitons donc, mon cher, ces choses mal plaisantes,  Outre que vous savez qu'on blâme les grisons,  Dès qu'ils prennent dessein d'épouser des tendrons :  Et si l'on découvrait avant le pot aux roses,  La honte nous ferait laisser là toutes choses.  Les Poètes du Pont-Neuf en feraient des Chansons,  Où nous serions bernés de toutes les façons ;  Si bien que l'on ferait par cette raillerie,  Une tache éternelle à toute notre vie.  Donc pour nous exempter d'un si funeste bruit,  Emmenons-les d'abord que nous verrons la nuit,  Les tenant en nos mains bien et dument liées,  Jusqu'à ce qu'elles soient avec nous mariées ;  Lors nous serons heureux. "")",1.12,Substitution
411,"('#gorgibus', ""Monsieur, soyez certain que s'il a fait ce tour, Ou que de sa sortie il puisse être la cause, Que pour vos intérêts je ferai toute chose. Hélas ! Pour mon malheur il n'est que trop certain."")","('#boniface', 'Dieu vous en veuille ouïr !  Enfin, cher Policarpe, il nous faut réjouir,  Requinquons-nous tous deux pour danser à la noce ;  Je ne suis pas si vieux, ni vous encore si rosse,  Que nous ne puissions plus nous donner du bon temps ;  Pour se bien divertir, vive les vieilles gens ! ')",0.81,Substitution
412,,"('#policarpe', 'Nous en ferions encor la nique à la jeunesse,  Je prétends bien danser avec vous la Duchesse,  Les Branles, la Mignonne, et tous les Menuets,  La Courante à la Reine avec les Tricotets. ')",1.0,Deletion
413,"('#climene', 'Tout est perdu.')",,1.0,Insertion
414,"('#gorgibus', ""Cherchez Tersandre, Calotin. Il n'en est pas besoin, il vient ici se rendre."")",,1.0,Insertion
415,"('#tersandre', ""Le père de Climène ici ! D'où vient..."")","('#boniface', 'Quand même on nous croirait vieux comme était Hérode,  Je veux que nous dansions les danses à la mode,  Les Cinq-pas, la Guimbarde ont la vogue en ce temps ;  Et tous ces petits sauts qui font danser les Grands.  Mais il nous faut devant terminer nos affaires. ')",1.78,Substitution
416,"('#gorgibus', 'Tersandre, Connaissez-vous Monsieur ?')","('#policarpe', ""Ah ! Nos plaisirs s'en vont être extraordinaires. "")",1.67,Substitution
417,"('#tersandre', 'Oui, je le connais bien, Monsieur.')","('#boniface', ""Il faut que nous fassions à présent notre coup,  Car nous voilà tantôt comme entre chien et loup ;  La nuit s'approche, allons.  Ils entrent chez eux."")",1.55,Substitution
418,"('#guillot', 'Ma foi, pour vous tout cela ne vaut rien.')",,1.0,Insertion
419,"('#climene', 'De la religion où sa fille était mise, Traître, la deviez-vous enlever par surprise ?')","('#clidamant', 'Et bien, que faut-il faire ? ')",1.56,Substitution
420,"('#tersandre', ""Moi ? Monsieur, apprenez qu'alors qu'on vous l'a dit, On a voulu sans doute alarmer votre esprit ; Et je puis vous jurer...."")","('#guillot', ""Il se faut préparer pour cette grande affaire,  J'ai dans mon Incamo, d'infaillibles secrets,  Qui pour vous obliger s'en vont être tous prêts.  Mais il faut avertir Ragotin de la chose.  Va faire promptement cette métamorphose.  Il lui parle à l'oreille."")",0.49,Substitution
421,,"('#ragotin', ""Cela vaut fait, va-t'en. "")",1.0,Deletion
422,"('#gorgibus', 'Arrête, arrête, infâme.')","('#guillot', 'Vous, tenez-vous au guet  Et vous verrez bientôt un admirable trait.  Ils vont prendre chacun un habit de femme.')",1.5,Substitution
423,"('#boniface', 'Faut-il que mon honneur en tous lieux se diffame ?')","('#clidamant', ""Enfin, cher Lucidor, si nous l'en voulons croire,  Nous nous verrons bientôt au faîte de la gloire. "")",1.68,Substitution
424,"('#gorgibus', ""Cessez sur ce sujet de prendre aucun ennui, Vous serez pleinement satisfait aujourd'hui ; Si pour lui du couvent votre fille est sortie, Je consens qu'à présent tous deux on les marie."")","('#lucidor', ""C'est-ce que nous devons à présent souhaiter ;  Ce qu'ils ont dit tantôt nous doit beaucoup flatter,  Que si l'on s'aperçoit que l'amour les enflamme,  Ils laisseront là tout de peur qu'on les en blâme  Et puis étant si vieux... Mais je les ois venir. "")",0.35,Substitution
425,"('#boniface', 'On ne peut rien de plus.')",,1.0,Insertion
426,"('#climene', 'Cela ne va pas mal.')","('#clidamant', 'Nos gens viennent aussi. ')",1.85,Substitution
427,"('#rosette', ""Ce n'est pas encor là l'endroit le plus fatal."")","('#guillot', ""Vos maux s'en vont finir,  Tenez-vous près de nous. "")",1.84,Substitution
428,,"('#polixene', ""Mais mon Père à telle heure  Où m'allez-vous mener ? "")",1.0,Deletion
429,"('#gorgibus', ""Mais Policarpe à qui j'ai donné ma parole."")","('#boniface', 'Bien souper, ou je meure  Puis avec Policarpe après vous marier. ')",0.86,Substitution
430,"('#policarpe', ""Dans un tel contretemps la parole est frivole : Vous ne vous devez pas contraindre sur ce point, Puisqu'enfin Clarimond ne me manquera point."")",,1.0,Insertion
431,"('#gorgibus', 'Que de bonté !')","('#polixene', ""Qu'entends-je ! "")",1.18,Substitution
432,"('#tersandre', ""Daignez ne m'être pas contraire, Montrez pour votre fils encor un coeur de père."")","('#aminte', ""Je vous prie autant qu'on peut prier  Ne sortons point si tard, mon Père. "")",1.26,Substitution
433,"('#gorgibus', ""Oui, cruel, je le montre, et j'y suis obligé."")",,1.0,Insertion
434,"('#tersandre', ""De Policarpe enfin vous voyant dégagé, Et Boniface étant d'une égale famille, Permettez que j'épouse une si digne fille."")","('#policarpe', ""Enfin ma fille,  Je me suis engagé d'aller souper en Ville,  Où Boniface après doit être votre époux. "")",0.65,Substitution
435,"('#gorgibus', 'Monsieur, le voulez-vous ?')","('#aminte', 'Dieux ! ')",1.12,Substitution
436,"('#boniface', ""Je suis trop satisfait. Mais de Climène enfin, dites, qu'avez-vous fait ? Où peut-elle à présent par votre ordre être mise ?"")","('#ragotin', ""Ne vous fâchez point, Ragot est prêt de vous  Qui vous livre à son Maître, et vous sort d'esclavage.  Il l'ôte de l'endroit où elle est attachée, et se met à sa place, et la donne à son Maître. Guillot, en fait autant."")",1.31,Substitution
437,"('#guillot', ""Vous avez, ce me semble, un peu l'âme surprise."")",,1.0,Insertion
438,"('#tersandre', ""Monsieur, assurément c'est une vision, De croire qu'elle soit hors de religion, Voyant que Calotin en ses mains a su mettre Aujourd'hui de ma part encor un mot de lettre. Comment prétendez-vous accorder tout ceci ?"")","('#guillot', 'Polixène, Guillot coupe votre cordage  Et mon Maître vous prend ; ne vous éloignez pas  Nous allons vous sortir de tous ces embarras. ')",1.11,Substitution
439,"('#boniface', ""S'il n'était vrai, Monsieur, me verrait-on ici ?"")",,1.0,Insertion
440,"('#guillot', 'Monsieur, répondez donc ?')","('#boniface', 'Policarpe, est-ce vous ? ')",0.56,Substitution
441,,"('#policarpe', ""Oui, c'est moi, Boniface,  Tenez-vous votre fille ? "")",1.0,Deletion
442,,"('#boniface', 'Oui. ')",1.0,Deletion
443,,"('#policarpe', ""La mienne me lasse,  À force de tirer, je n'ai plus de vigueur. "")",1.0,Deletion
444,"('#tersandre', 'Ciel ! Que je suis en peine !')","('#boniface', ""Hélas ! Qu'on a de peine à traîner son malheur. "")",1.04,Substitution
445,"('#boniface', 'Quoi vous ne savez pas où peut être Climene ?')",,1.0,Insertion
446,"('#tersandre', ""S'en serait-elle allée ? Approchez, Calotin, N'avez-vous pas donné mon billet ce matin En main propre à Climène ?"")","('#guillot', 'Bon Papa, pourquoi donc me chantez-vous injure ? ')",1.5,Substitution
447,,"('#boniface', 'Hay ! La voix de ma fille a changé de nature. ')",1.0,Deletion
448,"('#climene', 'Oui, Monsieur, que je pense.')","('#ragotin', 'Où me menez-vous donc, petit Papa mignon ? ')",1.41,Substitution
449,"('#guillot', 'Je crains bien en ceci beaucoup de manigance.')","('#policarpe', ""Morbleu, la mienne aussi vient de changer de ton.  Mais quelque diable aussi n'a-t-il point pris leur forme,  Pour nous faire en ce lieu quelque malice énorme ?  Et ne serait-ce point ce maraud de Ragot ?  C'est lui-même, ah ! Coquin. "")",0.86,Substitution
450,"('#tersandre', 'Comment, que vous pensez, qui vous fait hésiter ?')","('#ragotin', 'Tire tire, Guillot. ')",1.55,Substitution
451,"('#climene', 'Damnez la pardonner, je vais tout vous conter.')",,1.0,Insertion
452,"('#boniface', 'Oui, oui, je lui pardonne, ôte-nous donc de peine.')","('#policarpe', 'Ne tire pas, sinon, point de miséricorde,  Je te vais assommer. ')",0.84,Substitution
453,"('#climene', ""Sachez que Calotin n'est autre que Climène : Je sais que vous pourrez me blâmer en ce jour ; Mais que ne fait-on point quand on a de l'amour ? La crainte que j'avais qu'on marie Tersandre, M'a fait, pour t'empêcher, toute chose entreprendre. Ainsi..."")","('#guillot', 'Ragot, tire la corde.')",1.9,Substitution
454,"('#tersandre', ""C'est vous, Climène ! Ah ! Que je suis heureux !"")","('#boniface', 'Traîtres, nous voulez-vous ici faire expirer ? ')",1.37,Substitution
455,"('#gorgibus', 'Il nous faut dès demain les marier tous deux.')","('#guillot', ""Nous allons en ce lieu tous deux vous démembrer  Si vous ne m'accordez ce que je vous demande,  Silence, s'il vous plaît, afin que l'on m'entende. Je souhaite de vous par ces discours préfix,  Que vos filles enfin épousent vos deux fils. "")",0.59,Substitution
456,,"('#policarpe', ""Nos filles ! Ah ! Faquin, qu'oses-tu nous prescrire ?  Tu mourras aujourd'hui. "")",1.0,Deletion
457,"('#policarpe', 'Ragotin, fais venir et Julie, et ton maître.')","('#guillot', 'Tire la corde, tire. ')",1.73,Substitution
458,"('#ragotin', ""Tout à l'heure, Monsieur, vous les verrez paraître."")","('#boniface', ""Ne tirez plus, nos os s'en vont se décharner. "")",1.99,Substitution
459,"('#guillot', 'Mais, Madame Climène, ou Monsieur Calotin, Rosette...')","('#ragotin', ""Ce n'est pas tout encor, il nous faut pardonner  Vos filles et vos fils, chacun et sa chacune,  Soyons tous bons amis, et vivons sans rancune. "")",1.87,Substitution
460,"('#climene', 'Elle est en page.')",,1.0,Insertion
461,"('#guillot', ""Ah ! Page féminin, Tous ceux qui sont ici, te voyant en parade, Te voudraient bien avoir je crois pour camarade ; Mais, Rosette, t'aimant, tu dois être le mien."")","('#policarpe', ""Oui, nous vous pardonnons en présence des Cieux,  Qu'on les fasse venir ; ah ! Qu'on est malheureux  Et que l'on doit avoir de regret, ce me semble  Quand on est amoureux, et Vieillard tout ensemble. "")",1.0,Substitution
462,"('#rosette', 'Oui, Guillot, sois certain que mon coeur est tout tien.')","('#clidamant', 'Ah ! Messieurs, se peut-il que vous nous donniez ? ')",1.86,Substitution
463,"('#ragotin', 'Monsieur, voilà déjà Clarimond et Julie.')","('#polixene', 'Vos deux filles en pleurs se jettent à vos pieds. ')",1.65,Substitution
464,"('#clarimond', 'Monsieur, que de bonté !')","('#boniface', ""Quoi que vous ayez fait du pis qu'on puisse faire,  Vous trouverez en nous des tendresses de Père. "")",0.77,Substitution
465,,"('#guillot', ""Et nous, n'aurons-nous rien après avoir jeûné ? "")",1.0,Deletion
466,"('#policarpe', ""Demain l'hymen vous lie."")","('#clidamant', 'De chacun leur objet leur soit aussi donné. ')",1.81,Substitution
467,"('#gorgibus', ""Mais avant que d'aller l'un l'autre les unir, Si les danseurs sont prêts, qu'on les fasse venir. Il danse un ballet."")",,1.0,Insertion
