,racine-thebaide,rotrou-antigone,Cost,Operation Type
175,"('#jocaste', ""Connaissez mieux du ciel la vengeance fatale.  Toujours à ma douleur il met quelque intervalle. Mais hélas ! quand sa main semble me secourir C'est alors qu'il s'apprête à me faire périr. Il a mis cette nuit quelque fin à mes larmes, Afin qu'à mon réveil je visse tout en armes.  S'il me flatte aussitôt de quelque espoir de paix, Un oracle cruel me l'ôte pour jamais. Il m'amène mon fils, il veut que je le voie, Mais hélas ! Combien cher me vend-il cette joie ! Ce fils est insensible, et ne m'écoute pas,  Et soudain il me l'ôte et l'engage aux combats. Ainsi toujours cruel, et toujours en colère, Il feint de s'apaiser et devient plus sévère, Il n'interrompt ses coups que pour les redoubler, Et retire son bras pour me mieux accabler. "")","('#creon', ""Enfin l'État est clame, et le dieux ont permis Que l'orage tombât dessus nos ennemis. Enfin, Thèbes, enfin la voix de ton prophète Des volontés des dieux est fidèle interprète ; Son oracle est suivi de visibles effets ; La mort de Ménécée a produit cette paix. Par un sort tout ensemble et propice et contraire, La ruine du fils a couronné le père : Pour profiter pour moi lui-même s'est perdu, Pour élever mon sang mon sang s'est répandu ; Mais plaindre son trépas est altérer sa gloire ; Le seul, tout mort qu'il est, nous gagne le victoire : Le public intérêt condamne mes douleurs Et ravit à mes yeux la liberté des pleurs ; Sa mort éteint du ciel la fureur vengeresse, Chasse de son pays les forces de la Grèce, Renverse Polynice et sa témérité, Et lui coûte un trépas justement mérité. Étécole avec coeur a pris notre défense ; Aussi sais-je des deux faire la différence : J'entends qu'avec ma cour toute la ville en deuil Demain rende au dernier les honneurs du cercueil ; Mais mon autorité ne peut sans injustice Décerner ces honneurs au corps de Polynice : Il importe à l'État qu'un ennemi juré, Qui s'est ouvertement contre lui déclaré, De sa rébellion reçoive le supplice, Et demeure privé de ce funèbre office."")",0.0,Match
176,"('#antigone', 'Madame, espérons tout de ce dernier miracle.')",,1.0,Insertion
177,"('#jocaste', ""La haine de mes fils est un trop grand obstacle. Polynice endurci n'écoute que ses droits, Du peuple et de Créon l'autre écoute la voix. Oui du lâche Créon. Cette âme intéressée Nous ravit tout le fruit du sang de Ménécée : En vain pour nous sauver ce grand prince se perd, Le père nous nuit plus que le fils ne nous sert. De deux jeunes héros cet infidèle père..."")","('#cleodamas', ""Un grand roi père tout d'un contrepoids égal, Rend le bien pour le bien, et le mal pour le mal. Que Thèbes aujourd'hui dressât des funérailles, À qui voulait hier abattre ses murailles, Qui marchait sur les siens pèle-mêle accablés, Qui fit avec le feu la moisson de ses blés, Et qui demain peut-être eût pu voir avec joie Embraser par les Grecs cette seconde Troie ! Qu'elle lui décernât les honneurs du tombeau ! Ce zèle est sans exemple et serait tout nouveau."")",0.31,Substitution
178,"('#antigone', 'Ah ! le voici, Madame, avec le roi mon frère. ')",,1.0,Insertion
179,"('#jocaste', ""Mon fils, c'est donc ainsi que l'on garde sa foi ?"")",,1.0,Insertion
180,"('#eteocle', ""Madame, ce combat n'est point venu de moi, Mais de quelques soldats tant d'Argos que des nôtres, Qui s'étant querellés les uns avec les autres, Ont insensiblement tout le corps ébranlé,  Et fait un grand combat d'un simple démêlé. La bataille sans doute allait être cruelle, Et son événement vidait notre querelle, Quand du fils de Créon l'héroïque trépas, De tous les combattants a retenu le bras.  Ce prince, le dernier de la race royale, S'est appliqué des Dieux la réponse fatale, Et lui-même à la mort il s'est précipité, De l'amour du pays noblement transporté."")","('#ephise', ""C'est trop, Cléodamas, exagérer son crime : Que sa prétention fût ou non légitime, Encor ce traitement paraît-il inhumain ; Il fut homme, il fut noble, il fut prince et Thébain. Je veux qu'il soit coupable ; il laisse en son offense Une matière au Roi d'exercer sa clémence. D'un règne commençant la première action Fait dessus les esprits beaucoup d'impression, Et la douceur y trace une secrète voie Par où le joug passant se reçoit avec joie : La rigueur, au contraire, en ces événements Jette au pouvoir des rois de mauvais fondements ; À peine il s'établit qu'on souhaite qu'il cesse, Et tout joug nous déplaît quand d'abord il nous presse. Sire, outre ces raisons, qui votre piété Lie aujourd'hui les mains de votre autorité ; Donnez à votre règne un favorable augure ; Accordez la justice avecque la nature : Régnez sur les esprits premier que sur les corps, Faites honneur aux dieux en faisant grâce aux morts."")",0.0,Match
181,"('#jocaste', ""Ah ! si le seul amour qu'il eut pour sa patrie,  Le rendit insensible aux douceurs de la vie, Mon fils ce même amour ne peut-il seulement, De votre ambition vaincre l'emportement ? Un exemple si beau vous invite à le suivre, Il ne faudra cesser de régner ni de vivre.  Vous pouvez en cédant un peu de votre rang, Faire plus qu'il n'a fait en versant tout son sang. Il ne faut que cesser de haïr votre frère, Vous ferez beaucoup plus que sa mort n'a su faire. Ô Dieux ! aimer un frère est-ce un plus grand effort,  Que de haïr la vie et courir à la mort ? Et doit-il être enfin plus facile en un autre, De répandre son sang, qu'en vous d'aimer le vôtre ?"")","('#creon', ""Ô fou raisonnablement ! Spécieuse faiblesse ! Sur toute lâcheté ce faux zèle me blesse : Quoi donc ! Pour une impie il faut être pieux, Et faire grâce au crime est faire honneur aux Dieux ! Depuis quand des deux points d'où dépend la justice À leur sacré conseil retranché le supplice, Et fait, par un désordre à leur gloire fatal, De la source du bien la semence du mal ? Quoi ! Venir, embrasé dune aveugle furie, Verser le sang des siens, ruiner sa patrie, La rage dans le coeur et les armes au poing, Est être cher aux dieux et mériter leur soin ! Non, non, c'est de nos maux faire le ciel complice ; C'est de la piété faire un appât au vice : Contredire son roi sur un si juste arrêt, C'est ne pouvoir plier sous un joug qui déplaît, Et du zèle indiscret et partisan du crime Pallier le refus d'un zèle légitime. Mais, o l'on m'ôtera la qualité de roi, Ou mon autorité maintiendra cette loi. Du corps de ce mutin, gisant dans la poussière, Le ventre des corbeaux sera le cimetière; Et se tienne assuré d'un cruel châtiment Quiconque lui destine un autre monument."")",0.0,Match
182,,"('#cleodamas', ""Sire, quel malheureux, après votre défense, Pour l'intérêt d'un mort prendrait cette licence ?"")",1.0,Deletion
183,"('#eteocle', ""Son illustre vertu me charme comme vous, Et d'un si beau trépas je suis même jaloux.  Et toutefois, Madame, il faut que je vous die, Qu'un trône est plus pénible à quitter que la vie ; La gloire bien souvent nous porte à la haïr, Mais peu de souverains font gloire d'obéir. Les Dieux voulaient son sang, et ce prince sans crime Ne pouvait à l'État refuser sa victime ; Mais ce même pays qui demandait son sang, Demande que je règne et m'attache à mon rang. Jusqu'à ce qu'il m'en ôte il faut que j'y demeure. Il n'a qu'à prononcer j'obéirai sur l'heure,  Et Thèbes me verra pour apaiser son sort, Et descendre du trône, et courir à la mort."")","('#creon', ""Toujours, quelque rebelle, en un règne naissant, Croit faire un coup d'état en désobéissant, Et se jette à clos yeux au danger plus extrême, Au mépris de son prince, au mépris de soi-même : Mais son crime est utile et contient quelquefois De plus mutins que lui dans le respect des lois : Suffit que si mon fils enfreignait ma défense, Son sang, son propre sang en laverait l'offense, Et que j'ai des Argus aux coteaux d'alentour Qui feront leur devoir d'y veiller nuit et jour."")",0.0,Match
184,"('#creon', ""Ah ! Ménécée est mort, le ciel n'en veut point d'autre. Laissez couler son sang sans y mêler le vôtre, Et puisqu'il l'a versé pour nous donner la paix,  Accordez-la, Seigneur, à nos justes souhaits."")","('#capitaine', 'Ô vertu criminelle ! Ô pitié funeste, Du mépris de la mort preuve trop manifeste !')",1.48,Substitution
185,"('#eteocle', 'Eh quoi ? même Créon pour la paix se déclare ?')","('#creon', ""Qu'est-ce ? Quelle nouvelle ?"")",1.35,Substitution
186,"('#creon', ""Pour avoir trop aimé cette guerre barbare, Vous voyez les malheurs où le ciel m'a plongé. Mon fils est mort, Seigneur. "")","('#capitaine', ""Ah ! Quel est mon malheur, D'avoir été commis pour instrument du leur !"")",0.77,Substitution
187,"('#eteocle', ""Il faut qu'il soit vengé. "")",,1.0,Insertion
188,"('#creon', 'Sur qui me vengerais-je en ce malheur extrême ?')","('#creon', 'Quoi ! Déjà mon édit a trouvé des rebelles ?')",1.73,Substitution
189,"('#eteocle', 'Vos ennemis, Créon, sont ceux de Thèbes même, Vengez-la, vengez-vous.')","('#capitaine', ""Sire, pour faire ouïr de mauvaises nouvelles, Qu'il faut faire sur soi de violents efforts, Et qu'on a de contrainte à les mettre dehors ! La princesse Antigone..."")",1.13,Substitution
190,"('#creon', ""Ah ! dans ses ennemis, Je trouve votre frère, et je trouve mon fils. Dois-je verser mon sang, ou répandre le vôtre ?  Et dois-je perdre un fils pour en venger un autre ? Seigneur, mon sang m'est cher, le vôtre m'est sacré, Serai-je sacrilège ou bien dénaturé ? Souillerai-je ma main d'un sang que je révère ? Serai-je parricide, afin d'être bon père ?  Un si cruel secours ne me peut soulager, Et ce serait me perdre au lieu de me venger. Tout le soulagement où ma douleur aspire, C'est qu'au moins mes malheurs servent à votre empire. Je me consolerai si ce fils que je plains,  Assure par sa mort le repos des Thébains. Le ciel promet la paix au sang de Ménécée, Achevez-la, Seigneur, mon fils l'a commencée, Accordez-lui ce prix qu'il en a prétendu, Et que son sang en vain ne soit pas répandu. "")","('#creon', ""Ô malheureuse fille Sur qui j'établissais l'espoir de ma famille ! Ô race détestable et digne de son sort !"")",0.96,Substitution
191,,"('#capitaine', ""Secondée à ce soin pas la veuve du mort, Vient d'être auprès du corps dessus l'heure surprise, De son funèbre office achevant l'entreprise : Deux de mes compagnons qui l'amènent ici Vous la vont présenter à l'étrangère aussi."")",1.0,Deletion
192,,"('#ephise', ""Le ciel a jusqu'au bout versé sur cette race Disgrâce sur malheur et malheur sur disgrâce."")",1.0,Deletion
193,"('#jocaste', ""Non, puisqu'à nos malheurs vous devenez sensible, Au sang de Ménécée il n'est rien d'impossible : Que Thèbes se rassure après ce grand effort, Puisqu'il change votre âme, il changera son sort. La paix dès ce moment n'est plus désespérée,  Puisque Créon la veut je la tiens assurée, Bientôt ces coeurs de fer se verront adoucis, Le vainqueur de Créon peut bien vaincre mes fils. Qu'un si grand changement vous désarme et vous touche, Quittez, mon fils, quittez cette haine farouche,  Soulagez une mère, et consolez Créon, Rendez-moi Polynice, et lui rendez Hémon. À Étéocle."")","('#creon', ""Ô masque de vertu ! Que ta fausse beauté Couvre d'hypocrisie et de déloyauté ! Quoi ! Cette misérable, à mon fils destinée, Sur le point d'accomplir cet heureux hyménée, Déclare maintenant sa haine contre moi Son refuge, son oncle, et son père et son roi ! Non, j'aurais plutôt cru que toute une province Se dût montrer rebelle au vouloir de son prince, Et secouer le joug de son commandement, Que je n'eusse eu pour elle un soupçon seulement. Amenez cette peste, et qu'on cherche une peine Égale à son forfait et digne de ma haine. Voyant entrer les gardes."")",0.0,Match
194,"('#eteocle', ""Mais enfin, c'est vouloir que je m'impose un maître, Vous ne l'ignorez pas, Polynice veut l'être ; Il demande surtout le pouvoir souverain,  Et ne veut revenir que le sceptre à la main."")","('#creon', ""Voyez quelle assurance en cet oeil effronté ! Quel superbe maintien et quelle égalité ! D'un seul signe d'effroi ce front est-il capable ? Qui de nous semble mieux le juge ou le coupable ? Qui si visiblement contredit mon pouvoir ?"")",1.12,Substitution
195,,"('#antigone', ""Non ; l'on m'a prise, sire, on ne m'a pas surprise. On ne saurait surprendre en si juste entreprise."")",1.0,Deletion
196,"('#attale', ""Polynice, Seigneur, demande une entrevue ; C'est ce que d'un héraut nous apprend la venue ; Il vous offre, Seigneur, ou de venir ici, Ou d'attendre en son camp."")","('#argie', ""J'ai seule transgressé cet arrêt inhumain : Sire, elle n'a rien fait que me prêter la main."")",1.27,Substitution
197,"('#creon', ""Peut-être qu'adouci,  Il songe à terminer une guerre si lente, Et son ambition n'est plus si violente : Par ce dernier combat il apprend aujourd'hui, Que vous êtes au moins aussi puissant que lui. Les Grecs mêmes sont las de servir sa colère,  Et j'ai su depuis peu que le roi son beau-père, Préférant à la guerre un solide repos, Se réserve Mycène, et le fait roi d'Argos. Tout courageux qu'il est, sans doute il ne souhaite, Que de faire en effet une honnête retraite.  Puisqu'il s'offre à vous voir croyez qu'il veut la paix. Ce jour la doit conclure, ou la rompre à jamais. Tâchez dans ce dessein de l'affermir vous-même, Et lui promettez tout hormis le diadème."")","('#menette', ""C'est à moi, Sire, à moi qu'en est dû le supplice ; Je suis auteur de tout, elle n'est que complice."")",1.09,Substitution
198,,"('#creon', ""Et ne saviez-vous pas que cet acte, en effet, Était contrevenant à l'arrêt que j'ai fait ?"")",1.0,Deletion
199,"('#eteocle', 'Hormis le diadème il ne demande rien. ')","('#antigone', ""Je n'en pouvais douter, puisqu'aucun ne l'ignore."")",1.87,Substitution
200,"('#jocaste', 'Mais voyez-le du moins.')","('#argie', 'Oui, je la savais bien.')",1.58,Substitution
201,,"('#menette', ""Et moi mieux qu'elle encore."")",1.0,Deletion
202,,"('#creon', 'Vous faisiez donc vertu de transgresser mes lois ?')",1.0,Deletion
203,"('#creon', ""Oui puisqu'il le veut bien, Vous ferez plus tout seul que nous ne saurions faire, Et le sang reprendra son empire ordinaire."")","('#antigone', 'Oui, pour servir les dieux qui sont plus que des rois.')",1.47,Substitution
204,,"('#argie', 'Pour faire honneur au ciel au mépris de la terre.')",1.0,Deletion
205,,"('#menette', 'Et pour donner aux morts la pais près la guerre.')",1.0,Deletion
206,,"('#creon', 'Et tous pour mériter un rigoureux trépas.')",1.0,Deletion
207,"('#eteocle', 'Allons donc le chercher.')","('#antigone', ""Qu'il vienne."")",1.26,Substitution
208,"('#jocaste', 'Mon fils, au nom des Dieux, Attendez-le plutôt. Voyez-le dans ces lieux. ')","('#argie', 'Il tarde trop.')",0.74,Substitution
209,"('#eteocle', ""Hé bien, Madame, hé bien qu'il vienne, et qu'on lui donne Toutes les sûretés qu'il faut pour sa personne. Allons."")","('#menette', ""Je n'y recule pas."")",1.69,Substitution
210,"('#antigone', ""Ah ! Si ce jour rend la paix aux Thébains, Elle sera, Créon, l'ouvrage de vos mains."")","('#creon', ""Ô folle piété ! Qui d'une même audace Fit la rébellion et reçoit la menace."")",1.23,Substitution
211,"('#creon', ""L'intérêt des Thébains n'est pas ce qui vous touche,  Dédaigneuse princesse, et cette âme farouche, Qui semble me flatter après tant de mépris, Songe moins à la paix qu'au retour de mon fils. Mais nous verrons bientôt si la fière Antigone Aussi bien que mon coeur dédaignera le trône,  Nous verrons quand les Dieux m'auront fait votre roi, Si ce fils bienheureux l'emportera sur moi."")","('#antigone', ""Je mets le plus haut trône au-dessous des autels, Et révère les dieux sans égard des mortels : Ils sont maîtres des rois ; ils sont pieux, augustes ; Tous leurs arrêts sont saints, toutes leurs lois sont justes : Ces esprits, dépouillés de toutes passions, Ne mêlent rien d'impur en leurs intentions ; Au lieu que l'intérêt, la colère et la haine, Président bien souvent à la justice humaine, Et, n'observant amour, devoir et piété, N'y laissent qu'injustice et qu'inhumanité. Quoi ! Vous osez aux morts nier la sépulture ? Eh ! Cette loi naquit avecque la nature. Votre règne commence et détruit à la fois,  Par sa première loi, la première des lois. Ici la faute est juste et la loi criminelle ; Le prince pèche ici bien plus que le rebelle. J'offense justement un injuste pouvoir, Et ne crains point la mort qui punit le devoir : La plus cruelle mort ma sera trop humaine, Je me résous sans peine à la fin de ma peine ; Elle m'affranchira de votre autorité, Et ma punition sera ma liberté."")",0.3,Substitution
212,"('#attale', ""Et qui n'admirerait un changement si rare ? Créon même, Créon pour la paix se déclare."")","('#ephise', 'Ô mâle coeur de fille ! Ô vertu non commune, Qui pour rien ne se rend aux coups de la fortune !')",1.57,Substitution
213,"('#creon', ""Tu crois donc que la paix est l'objet de mes soins. "")",,1.0,Insertion
214,"('#attale', ""Oui je le crois, Seigneur, quand j'y pensais le moins Et voyant qu'en effet ce beau soin vous anime, J'admire à tous moments cet effort magnanime, Qui vous fait mettre enfin votre haine au tombeau. Ménécée en mourant n'a rien fait de plus beau.  Et qui peut immoler sa haine à sa patrie, Lui pourrait bien aussi sacrifier sa vie."")","('#cleodamas', 'Ô sexe dangereux ! Étrange dureté ! Du crime et du supplice elle fait vanité.')",1.1,Substitution
215,"('#creon', ""Ah ! sans doute qui peut d'un généreux effort, Aimer son ennemi, peut bien aimer la mort. Quoi je négligerais le soin de ma vengeance ?  Et de mon ennemi je prendrais la défense ? De la mort de mon fils Polynice est l'auteur, Et moi je deviendrais son lâche protecteur ? Quand je renoncerais à cette haine extrême, Pourrais-je bien cesser d'aimer le diadème,  Non non tu me verras d'une constante ardeur, Haïr mes ennemis et chérir ma grandeur. Le trône fit toujours mes ardeurs les plus chères ; Je rougis d'obéir où régnèrent mes pères ; Je brûle de me voir au rang de mes aïeux,  Et je l'envisageai dès que j'ouvris les yeux. Surtout depuis deux ans ce noble soin m'inspire, Je ne fais point de pas qui ne tende à l'empire. Des princes mes neveux j'entretiens la fureur, Et mon ambition autorise la leur.  D'Étéocle d'abord j'appuyai l'injustice, Je lui fis refuser le trône à Polynice. Tu sais que je pensais dès lors à m'y placer ; Et je l'y mis, Attale, afin de l'en chasser."")","('#creon', ""On abaisse aisément le coeur d'une sujette Sous le propre fardeau du joug qu'elle rejette. L'orgueil s'assortit mal avec le mauvais sort, Et tous deux insolents font un mauvais accord. Quoi ! La rébellion deviendra légitime, Et pour me mépriser on prisera le crime ? À son premier outrage elle en joint un second En faisant vanité de m'avoir fait affront ; Plus son mépris me touche et plus elle en est vaine ; Je semble son sujet, elle semble ma reine. Peut-être qu'elle rang qu'elle tint autrefois, Et les titres de soeur, nièce te fille de rois, Font à ce coeur altier douter de la menace, Et contre sa frayeur soutiennent son audace : Mais son extraction provint-elle des cieux, Et se dit-elle soeur, nièce et fille des dieux La justice aujourd'hui satisfera ma haine ; Et qui l'a secondée aura part en sa peine;"")",0.0,Match
216,"('#attale', ""Mais, Seigneur, si la guerre eut pour vous tant de charmes,  D'où vient que de leurs mains vous arrachez les armes ? Et puisque leur discorde est l'objet de vos voeux, Pourquoi par vos conseils vont-ils se voir tous deux ?"")",,1.0,Insertion
217,"('#creon', ""Plus qu'à mes ennemis la guerre m'est mortelle, Et le courroux du ciel me la rend trop cruelle ;  Il s'arme contre moi de mon propre dessein, Il se sert de mon bras pour me percer le sein. La guerre s'allumait, lorsque pour mon supplice, Hémon m'abandonna pour servir Polynice ; Les deux frères par moi devinrent ennemis,  Et je devins, Attale, ennemi de mon fils. Enfin ce même jour je fais rompre la trêve, J'excite le soldat, tout le camp se soulève, On se bat, et voilà qu'un fils désespéré, Meurt et rompt un combat que j'ai tant préparé.  Mais il me reste un fils et je sens que je l'aime, Tout rebelle qu'il est, et tout mon rival même. Sans le perdre je veux perdre mes ennemis, Il m'en coûterait trop s'il m'en coûtait deux fils. Des deux princes d'ailleurs la haine est trop puissante : Ne crois pas qu'à la paix jamais elle consente ; Moi-même je saurai si bien l'envenimer, Qu'il périront tous deux plutôt que de s'aimer. Les autres ennemis n'ont que de courtes haines, Mais quand de la nature on a brisé les chaînes,  Cher Attale, il n'est rien qui puisse réunir Ceux que des noeuds si forts n'ont pas su retenir. L'on hait avec excès lorsque l'on hait un frère. Mais leur éloignement ralentit leur colère. Quelque haine qu'on ait contre un fier ennemi, Quand il est loin de nous on la perd à demi. Ne t'étonne donc plus si je veux qu'ils se voient ; Je veux qu'en se voyant leurs fureurs se déploient, Que rappelant leur haine au lieu de la chasser, Il s'étouffent, Attale, en voulant s'embrasser. "")","('#argie', ""D'un frivole discours passez donc à l'effet ; Je le ferais encore si je ne l'avais fait. Oui, j'ai fait le devoir d'une ingrate province Qui refuse sans honte un cercueil à son prince : Elle fut son pays, ses terres, ses États ; Il n'y veut qu'un sépulcre et ne l'y trouve pas : Il laisse indifférent en quel titre on m'amène Où j'avais droit d'entrer en qualité de reine, Et je ne n'accuse pas l'injustice du sort Qui me devait un sceptre et m'apprête la mort. Je me plains seulement de ce pays barbare Qui de six pieds sous terre à son prince est avare, Et veut qu'en même jour le corps de mon époux Passe d'entre mes bras dans le ventre des loups."")",0.28,Substitution
218,"('#attale', ""Vous n'avez plus, Seigneur, à craindre que vous-même, On porte ses remords avec le diadème."")","('#creon', ""Ayant appris l'édit et le peine prévue, Vous avez enfreint l'un, et l'autre vous est due."")",1.3,Substitution
219,"('#creon', ""Quand on est sur le trône on a bien d'autres soins, Et les remords sont ceux qui nous pèsent le moins. Du plaisir de régner une âme possédée,  De tout le temps passé détourne son idée, Et de tout autre objet un esprit éloigné Croit n'avoir point vécu tant qu'il n'a point régné. Mais allons : le remords n'est pas ce qui me touche, Et je n'ai plus un coeur que le crime effarouche.  Tous les premiers forfaits coûtent quelques efforts, Mais, Attale, on commet les seconds sans remords."")","('#antigone', ""Faites donc, votre haine agit trop mollement; La fureur s'alentit par le retardement : Peut-être que le temps vous ôterait l'envie Ou l'assurance au moins de nous ôter le vie : La murmure du peuple irait jusques à vous, Et pourrait désarmer votre injuste courroux ; Car enfin si le ciel ne lui fermait la bouche, Vous sauriez à quel point le procédé le touche. Mais d'abord un tyran fait tout ce qu'il lui plaît ; On souffre avec respect, on voit, mais on se tait."")",0.0,Match
220,,"('#creon', ""Et toi seule entre tous n'as pu voir sans te plaindre ?"")",1.0,Deletion
221,"('#eteocle', ""Oui, Créon, c'est ici qu'il doit bientôt se rendre, Et tous deux en ce lieu nous le pouvons attendre : Nous verrons ce qu'il veut, mais je répondrais bien,  Que par cette entrevue on n'avancera rien. Je connais Polynice et son humeur altière, Je sais bien que sa haine est encor toute entière, Je ne crois pas qu'on puisse en arrêter le cours, Et pour moi je sens bien que je le hais toujours. "")","('#antigone', ""Tous tremblent, tous ont peur ; moi, je n'ai rien à craindre."")",1.33,Substitution
222,,"('#creon', ""Au moins dois-tu rougir d'avoir osé plus qu'eux."")",1.0,Deletion
223,,"('#antigone', 'Qui fait honneur aux morts ne fait rien de honteux.')",1.0,Deletion
224,,"('#creon', 'Un mort qui fut des siens le mortel adversaire !')",1.0,Deletion
225,"('#creon', ""Mais s'il vous cède enfin la grandeur souveraine, Vous devez ce me semble apaiser votre haine."")","('#antigone', 'Il fut ce qui vous plaît, mais il était mon frère.')",1.09,Substitution
226,,"('#creon', 'Qui les armes en main a son frère assailli !')",1.0,Deletion
227,,"('#argie', 'Il est vrai, mais son frère a le premier failli.')",1.0,Deletion
228,,"('#creon', ""Il tint notre parti, l'autre tint le contraire."")",1.0,Deletion
229,"('#eteocle', ""Je ne sais si mon coeur s'apaisera jamais : Ce n'est pas son orgueil, c'est lui seul que je hais. Nous avons l'un et l'autre une haine obstinée,  Elle n'est pas, Créon, l'ouvrage d'une année, Elle est née avec nous, et sa noire fureur, Aussitôt que la vie entra dans notre coeur. Nous étions ennemis dès la plus tendre enfance, Que dis-je ? nous l'étions avant notre naissance.  Triste et fatal effet d'un sang incestueux. Pendant qu'un même sein nous renfermait tous deux, Dans les flancs de ma mère une guerre intestine De nos divisions lui marqua l'origine. Elles ont, tu le sais, paru dans le berceau,  Et nous suivront peut-être encor dans le tombeau. On dirait que le ciel par un arrêt funeste, Voulut de nos parents punir ainsi l'inceste, Et que dans notre sang il voulut mettre au jour Tout ce qu'ont de plus noir et la haine et l'amour.  Et maintenant, Créon, que j'attends sa venue, Ne crois pas que pour lui ma haine diminue. Plus il approche, et plus il me semble odieux, Et sans doute il faudra qu'elle éclate à ses yeux. J'aurais même regret qu'il me quittât l'empire.  Il faut, il faut qu'il fuie, et non qu'il se retire. Je ne veux point, Créon, le haïr à moitié, Et je crains son courroux moins que son amitié. Je veux pour donner cours à mon ardente haine, Que sa fureur au moins autorise la mienne ;  Et puisqu'enfin mon coeur ne saurait se trahir, Je veux qu'il me déteste afin de le haïr. Tu verras que sa rage est encore la même, Et que toujours son coeur aspire au diadème ; Qu'il m'abhorre toujours, et veut toujours régner ;  Et qu'on peut bien le vaincre et non pas le gagner."")","('#argie', ""La couronne à tous deux était héréditaire : L'un suivit sa fureur, mais l'autre l'embrasa ; Si l'un vous assaillit, l'autre vous exposa."")",0.44,Substitution
230,"('#creon', ""Domptez-le donc, Seigneur, s'il demeure inflexible. Quelque fier qu'il puisse être il n'est pas invincible ; Et puisque la raison ne peut rien sur son coeur, Éprouvez ce que peut un bras toujours vainqueur.  Oui, quoique dans la paix je trouvasse des charmes, Je serai le premier à reprendre les armes, Et si je demandais qu'on en rompît le cours, Je demande encor plus que vous régniez toujours. Que la guerre s'enflamme et jamais ne finisse,  S'il faut avec la paix recevoir Polynice, Qu'on ne nous vienne plus vanter un bien si doux. La guerre et ses horreurs nous plaisent avec vous. Tout le peuple thébain vous parle par ma bouche, Ne le soumettez pas à ce prince farouche,  Si la paix se peut faire il la veut comme moi. Surtout, si vous l'aimez, conservez-lui son roi. Cependant écoutez le prince votre frère, Et s'il se peut, Seigneur, cachez votre colère. Feignez... Mais quelqu'un vient. "")","('#creon', ""La règne du premier, comme il fut d'un bon prince, Se gagna la faveur de toute la province ; Et notre heur, qui sous l'autre eût pu diminuer, Nous fit prendre intérêt à le continuer. L'intention des siens, plus que la sienne même, Avait dessus son front laissé le diadème ; Et son ambition, bien moins que sa bonté, Sa put dire l'appui de son autorité."")",0.0,Match
231,"('#eteocle', ""Sont-ils bien près d'ici ?  Vont-ils venir, Attale ?"")","('#argie', 'Mais pour le retenir vous chassiez Polynice.')",1.97,Substitution
232,"('#attale', ""Oui, Seigneur, les voici. Ils ont trouvé d'abord la princesse et la reine, Et bientôt ils seront dans la chambre prochaine."")","('#creon', ""On fit faveur à l'un, mais à l'autre justice."")",1.91,Substitution
233,"('#eteocle', ""Qu'ils entrent. Cette approche excite mon courroux. Qu'on hait un ennemi quand il est près de nous ! "")",,1.0,Insertion
234,"('#creon', 'Ah ! le voici. Fortune achève mon ouvrage, Et livre-les tous deux aux transports de leur rage.')","('#antigone', ""Après tout je l'aimais, et mon affection Entreprendrait encore cette sainte action."")",0.61,Substitution
235,"('#jocaste', ""Me voici donc tantôt au comble de mes voeux, Puisque déjà le ciel vous rassemble tous deux. Vous revoyez un frère, après deux ans d'absence,  Dans ce même palais où vous prîtes naissance ; Et moi par un bonheur où je n'osais penser, L'un et l'autre à la fois je vous puis embrasser. Commencez donc, mon fils, cette union si chère, Et que chacun de vous reconnaisse son frère :  Tous deux dans votre frère envisagez vos traits ; Mais pour en mieux juger voyez-les de plus près. Surtout que le sang parle et fasse son office. Approchez Étéocle, avancez Polynice. Hé quoi ? loin d'approcher vous reculez tous deux ?  D'où vient ce sombre accueil et ces regards fâcheux ? N'est-ce point que chacun d'une âme irrésolue, Pour saluer son frère, attend qu'il le salue, Et qu'affectant l'honneur de céder le dernier, L'un ni l'autre ne veut s'embrasser le premier ?  Étrange ambition qui n'aspire qu'au crime, Où le plus furieux passe pour magnanime ! Le vainqueur doit rougir en ce combat honteux, Et les premiers vaincus sont les plus généreux. Voyons donc qui des deux aura plus de courage,  Qui voudra le premier triompher de sa rage. Quoi vous n'en faites rien ? C'est à vous d'avancer, Et venant de si loin vous devez commencer : Commencez, Polynice, embrassez votre frère,  Et montrez..."")","('#creon', ""Eh bien ! Suis les conseils que cet amour t'inspire : Aime-le chez les morts, mais non sous mon empire."")",0.9,Substitution
236,"('#eteocle', ""Hé ! Madame à quoi bon ce mystère ?  Tous ces embrassements ne sont guère à propos, Qu'il parle, qu'il s'explique et nous laisse en repos."")","('#ephise', 'Ô dieux ! En quel état Ismène vient ici !')",1.33,Substitution
237,,"('#creon', ""Et toi, n'eus-tu point part à l'entreprise aussi ?"")",1.0,Deletion
238,"('#polynice', ""Quoi faut-il davantage expliquer mes pensées ? On les peut découvrir par les choses passées : La guerre, les combats, tant de sang répandu,  Tout cela dit assez que le trône m'est dû."")","('#ismene', ""Oui, plus que toutes les deux : j'ai commencé l'ouvrage, Et mon exemple, Sire, excita leur courage."")",1.27,Substitution
