,barante-arlequin-misanthrope,biancolelli-ecole-galante,Cost,Operation Type
545,"('#arlequin', 'Nous allons voir.')",,1.0,Insertion
546,"('#madame-de-l-architrave', ""Pour moi je vais donner ordre à tout, afin que les choses s'avancent."")","('#scaramouche', 'Ne perdons point de temps ; hola Mademoiselle ! Descendez au plutôt, la gloire vous appelle.')",1.09,Substitution
547,"('#le-libraire', ""Vous voyez, Monsieur, un homme qui, si la fortune lui en avait dit, se serait tenu en carrosse aussi bien qu'un autre.  Je n'ai jamais manqué de coeur, Dieu merci, et j'ai bien autant d'ambition qu'aucun Libraire de Paris."")","('#scaramouche', ""Suivez-moi, s'il vous plaît, mon Maître vous attend, Je suis son Substitut, son Commis, son Agent, Il m'a passé son ordre, afin qu'en son absence J'acquitte son Billet au temps de l'échéance ; Je vais vous le payer en espèce ayant cours."")",0.8,Substitution
548,"('#arlequin', ""Ce n'est pas peu."")",,1.0,Insertion
549,"('#le-libraire', ""Quant à moi, je crus en m'établissant, qu'une belle femme était le premier ornement d'une bibliothèque, et qu'un joli minois faisait plus d'effet derrière un comptoir que cent in-folio sur des tablettes."")",,1.0,Insertion
550,"('#arlequin', ""Il y a du vrai à cela, au moins ; et je connais plus d'un marchand dont l'étalage vaut mieux que le fonds."")",,1.0,Insertion
551,"('#le-libraire', 'Je choisis pour épouse une jeune personne, belle, bien faite, de bon air, et par-dessus cela, bel esprit, et bel esprit juré.')","('#spinette', 'Scaramouche, partons, et finis tes discours, Je crains que dans ces lieux mon père ne revienne. Enlève-moi donc vite.')",1.69,Substitution
552,"('#arlequin', ""Ce dernier point n'est pas tout à fait décisif pour la paix du ménage, et pour la douceur du commerce.  Mais enfin, votre moitié vous attirait-elle bien des chalands ?"")","('#scaramouche', ""Ah, qu'à cela ne tienne, L'enlèvement vous plaît."")",1.18,Substitution
553,"('#le-libraire', ""Mon heureuse Boutique ne désemplissait point : à quelque heure qu'on y vint, on y trouvait gens d'Épée, de Robe, de Finance, Abbés et surtout grand nombre de Provinciaux."")",,1.0,Insertion
554,"('#arlequin', ""Tous ces gens-là attirés bien plus par les agréments du tendron que par l'envie d'acheter des Livres."")",,1.0,Insertion
555,"('#le-libraire', ""C'est ce que je n'ai jamais bien pu décider ; car quoi qu'ils parussent fort empressés auprès de ma femme, et qu'il n'y en eût pas un, qui par-ci par là, ne lui décochât quelque fleurette, ils ne laissaient pas d'acheter fort cher les bagatelles que me fournissaient trois grands diseurs de rien, et un Auteur femelle, dont la plume avait encore plus de rapidité que la langue."")","('#spinette', ""Je ne puis t'exprimer Le plaisir que j'éprouve ; oui, je me sens charmer, Ne nous arrêtons pas, je meurs d'impatience, Ce doux enlèvement flatte mon espérance."")",0.69,Substitution
556,"('#arlequin', ""Je ne m'étonne pas si elle a fait tant de Volumes."")","('#scaramouche', ""D'où vous vient cette joie ?"")",1.34,Substitution
557,"('#le-libraire', ""C'était une aimable femme.  Elle faisait un Livre en une nuit."")","('#spinette', ""En lisant des romans, J'ai pris beaucoup de goût pour les enlèvements. Allons trouver Octave."")",1.49,Substitution
558,"('#arlequin', ""Les jolies femmes de ce temps-ci, n'emploient pas si mal les leurs.  Mais comment en usait la vôtre ?"")",,1.0,Insertion
559,"('#le-libraire', ""Le mieux du monde, et je n'ai jamais vu personne se plaindre d'elle."")",,1.0,Insertion
560,"('#arlequin', ""Femme si accommodante accommode pour l'ordinaire un mari de toutes pièces."")","('#scaramouche', ""Il faut vous satisfaire, Quand je serais pendu ce n'est pas une affaire. "")",1.57,Substitution
561,"('#le-libraire', ""Oh, pour moi j'ai cela de bon, je ne suis point sujet au mal de tête.  Il est vrai que quelques contrôleurs de profession remarquaient que de mes enfants aucun ne me ressemblait, et qu'ils avaient de l'air, l'un d'un Colonel, l'autre d'un jeune Magistrat, à qui j'ai dressé une Bibliothèque de Romans."")","('#mezzetin', ""Mon Maître honnêtement veut se servir de moi, Et de Courtier d'Amour il me donne l'emploi : Aujourd'hui ce métier est assez en usage, Avec un grand plaisir j'en fais l'apprentissage ; Pour mieux me distinguer, et me faire un beau nom, Je devrais bien porter des ailes au talon, Chacun me connaîtrait, et me rendrait hommage : Mais allons au plutôt faire nôtre message : À sa belle je dois remettre le poulet, Et m'acquitter de tout en fidèle Valet. Il m'a fait voir l'endroit où je dois la conduire, Faisons donc promptement ce que son coeur désire. Il frappe."")",0.79,Substitution
562,"('#arlequin', ""C'est-à-dire qu'il en était de vos enfants comme de ces Livres dont l'Épître dédicatoire est sous votre nom ?  Vous faites les honneurs de l'ouvrage d'autrui."")","('#argentine', ""Que voulez-vous, l'ami ?"")",1.46,Substitution
563,"('#le-libraire', ""Ma foi, si on regardait de près, on trouverait autant de plagiaires dans les familles que dans la République des Lettres.  Heureux qui sait s'accommoder de sa femme !  Je me trouvais fort bien de la mienne ; et tant qu'elle a été jeune et jolie, j'ai triomphé.  Mais à présent qu'elle n'est que jolie sans être jeune..."")",,1.0,Insertion
564,"('#arlequin', ""Vous n'avez plus cette affluence dans votre Boutique ?"")",,1.0,Insertion
565,"('#le-libraire', ""Pardonnez-moi, j'ai encore assez de gens chez moi.  Mais, Monsieur, ma femme a plus de quarante ans."")",,1.0,Insertion
566,"('#arlequin', ""Ainsi ils n'y viennent que pour la conversation ?"")","('#mezzetin', 'Vous rendre ce billet, De la part de Léandre.')",1.55,Substitution
567,"('#le-libraire', 'Justement.  Ils ont fait de ma Boutique une Académie de beaux esprits, où ma femme régente parmi les Historiens, les Poètes, et les diseurs de bons mots.')",,1.0,Insertion
568,"('#arlequin', 'Il faut bien de ces gens-là pour échauffer une Cuisine.')",,1.0,Insertion
569,"('#le-libraire', ""Que voulez-vous, j'ai dupé le public, et le public m'a dupé ; chacun à son tour...  Je lui troquais d'abord des bagatelles pour de bon argent, il les prenait avidement ; je crus qu'il se laisserait tromper plus longtemps, et me donnerait celui de faire une fortune complète."")",,1.0,Insertion
570,"('#arlequin', ""Le public est un compère capricieux dont il faut brusquer le goût : pendant qu'il vous en disait que n'en profitiez-vous mieux ?"")","('#argentine', ""Ah, donnez s'il vous plaît."")",1.31,Substitution
571,"('#le-libraire', ""Si je puis revenir sur l'eau, que je profiterai de vos avis !  Plus de romans, ni d'Historiettes, j'y renonce...  de bons livres de maximes, et de caractères.  Ce sont ceux-là dont on voit en quatre mois doubler le prix, et multiplier les éditions.  Voilà ce qui fait rouler un libraire en carrosse."")","('#mezzetin', ""Vous êtes, je le vois, fort âpre à la curée, Et fillette en amour n'est jamais modérée."")",1.03,Substitution
572,"('#arlequin', ""Cela n'est pas tout à fait sûr, le goût change là-dessus ; et on plonge dans la bagatelle.  Ainsi, si vous voulez avoir de l'argent du public, il faut l'endormir par des contes ce Fées, le réveiller par des rapsodies, ou l'amuser par de petits jeux ; comme le Gage-touché, Cache-mitoulas, et Colin-Maillard.  Voilà des titres cela !"")","('#argentine', ""Pour vous dérober au pouvoir Du Jaloux odieux que votre coeur abhorre, N'écoutez point un barbare devoir, Et répondez au feu qui me dévore ; Avec mon Valet Mezzetin, Dans le lieu qu'il connaît vous n'avez qu'à vous rendre, Et vous y trouverez Léandre, Qui vous prépare un plus heureux destin. LÉANDRE."")",0.78,Substitution
573,"('#le-libraire', ""Ah, Monsieur, si vous me permettez de m'établir dans votre Ville, voilà les Livres par où je débuterai.  Le Gagetouché !  Quel effet dans une Affiche !"")","('#mezzetin', ""Madame suivez-moi, vous n'avez rien à craindre."")",1.47,Substitution
574,"('#arlequin', 'Fort bien, nous penserons à cela une autre fois ; laissez-moi un moment en repos.')","('#argentine', ""C'est assez, je ne puis plus longtemps me contraindre, Attendez un moment, je reviens sur mes pas. Elle rentre."")",1.02,Substitution
575,"('#le-libraire', ""Je vais en écrire à ma femme.  Qu'elle sera aise de venir débiter ses Romans en style coupé !  Pour peu que vous y donniez la main, notre fortune est faite."")","('#mezzetin', ""Ce petit tendron-là ne me déplairait pas, Cette fille est mignonne, une telle bouteille Rappelle par ma foi son buveur à merveille : Mon Maître est bon gourmet, il a fait un beau choix, Le gaillard en sait long, c'est un futé matois, Il se plaît d'en conter aux femmes comme aux filles, Et c'est un pèlerin qui vend bien ses coquilles. La voici de retour. "")",0.87,Substitution
576,"('#arlequin', 'Adieu, bon soir, et bonne nuit.')",,1.0,Insertion
577,"('#le-libraire', ""L'heureuse rencontre !  L'heureuse rencontre !"")",,1.0,Insertion
578,"('#le-peintre', ""Comme tout ce qu'il y a d'illustres dans le monde, semble s'être donné rendez-vous pour venir peupler votre nouvelle Ville où vous ne voulez rien de commun, agréez que je vous présente un homme en la manière des plus extraordinaires qui se fassent."")",,1.0,Insertion
579,"('#arlequin', 'Où est-il ?')",,1.0,Insertion
580,"('#le-peintre', 'Le voilà.')",,1.0,Insertion
581,"('#arlequin', 'Je le crois.  Mais qui êtes-vous ?')","('#mezzetin', 'Hé bien partirons-nous ?')",1.28,Substitution
582,"('#le-peintre', 'Monsieur, je suis un original sans copie, un Poète muet, un imposteur de bonne foi, un beau morceau moderne qui ne deviendra que trop antique avec le temps.')","('#argentine', ""Ah ! pour le refuser ce plaisir est trop doux ! Je vous suis... Juste Ciel mon importun s'avance !"")",0.9,Substitution
583,"('#arlequin', 'Et avec tout cela, vous êtes gueux, comme un Peintre ?')",,1.0,Insertion
584,"('#le-peintre', ""Il est vrai qu'un Peintre ne va pas si tôt en Carrosse qu'un Caissier ; mais enfin, on ne laisse pas de se tirer d'intrigue ; et depuis que les gens d'affaire se sont jetés dans le goût des tableaux, notre profession est un peu réconciliée avec la fortune.  D'ailleurs, j'ai un talent merveilleux pour le portrait."")",,1.0,Insertion
585,"('#arlequin', ""Et attrapez-vous bien l'air des gens ?  Faites-vous ressembler ?"")",,1.0,Insertion
586,"('#le-peintre', ""À merveille...  J'attrape cela... le tour du visage, le feu des yeux, le coloris du teint...  Il n'y a pas un de mes portraits qui ne ressemble parfaitement."")",,1.0,Insertion
587,"('#arlequin', 'Et avec ce beau talent, peignez-vous bien des femmes ?')",,1.0,Insertion
588,"('#le-peintre', 'Oui da.')",,1.0,Insertion
589,"('#arlequin', ""Vous peignez des femmes, et vous faites ressembler ?  Poursuivez, mon ami, poursuivez, vous êtes dans le grand chemin de l'Hôpital.  Un bon Peintre de femmes doit être un imposteur de profession."")",,1.0,Insertion
590,"('#le-peintre', ""Cela est vrai.  Il y a quelque temps qu'une vieille Marquise me pria de faire son portrait, je fus assez sot pour me piquer de sincérité, je la peignis comme deux gouttes d'eau."")","('#mezzetin', ""Comment ? C'est Arlequin... Un peu de patience, Couvrez-vous le visage, et ne redoutez rien, C'est un franc animal, je le duperai bien."")",0.84,Substitution
591,"('#arlequin', 'Hé bien ?')","('#arlequin', 'Où vas-tu Mezzetin avec cette femelle ?')",1.27,Substitution
592,"('#le-peintre', ""Elle ne se vit pas plutôt comme la nature l'avait faite, qu'elle voulut me faire jeter par les fenêtres, disant que je la rendais hideuse.  À huit jours de là, je lui portai un Portrait que j'avais fait d'une jolie petite personne de dix-huit ans.  Je lui dis que c'était le sien que j'avais raccommodé, elle me fit donner cinquante pistoles, et publie partout, que je suis le premier homme du monde."")","('#mezzetin', ""Et morbleu, gardez vous d'effaroucher la belle, C'est une jeune Enfant, qu'au gré de mes désirs J'ai prise seulement pour mes menus plaisirs, Je l'enlève, mon cher, puisqu'il faut tout vous dire, En lieu de sûreté je prétends la conduire."")",0.72,Substitution
593,"('#arlequin', ""Bon !  Si l'on peignait les gens tels qu'ils sont, ils se feraient peur les uns aux autres."")",,1.0,Insertion
594,"('#le-peintre', ""À vous parler naturellement, mon grand gain n'est pas de faire des Portraits."")",,1.0,Insertion
595,"('#arlequin', 'À quoi donc gagnez-vous davantage ?')","('#arlequin', 'Et ne pourrait-on pas voir la Belle au minois ?')",1.43,Substitution
596,"('#le-peintre', 'À retoucher les anciens originaux.')",,1.0,Insertion
597,"('#arlequin', ""Quoi, vous vous mêlez barbouiller ce qui nous reste de l'antiquité ?"")",,1.0,Insertion
598,"('#le-peintre', ""Vous ne m'entendez pas.  Je dis que je travaille sur les vieux Originaux naturels."")",,1.0,Insertion
599,"('#arlequin', 'Encore moins.')",,1.0,Insertion
600,"('#le-peintre', ""N'avez-vous jamais vu un visage sur lequel les années ou la petite vérole ont sillonné des trous, où les amours à coup sûr ne jouent plus à la fossette...  Tac... tac...  Je vous remplis cela, et rétablis à une face sexagénaire un embonpoint de dix-huit ans."")","('#mezzetin', ""Non pas, mais vous pourrez la voir une autre fois, Elle a de la pudeur, et craint d'être connue, Cette fille en un mot ne veut pas être vue. Adieu... Venez Madame il est temps de partir.  À Argentine."")",0.89,Substitution
601,"('#arlequin', 'Ah, vous êtes fort intelligible à présent.')",,1.0,Insertion
602,"('#le-peintre', ""Je répands sur des joues décrépites un incarnat...  Oh, ma foi, cinq ou six coups de pinceau touchés à propos, donnent un terrible soufflet à l'extrait baptistaire le mieux collationné."")","('#arlequin', ""Moi seul de mes projets je dois me repentir, D'un objet tout charmant j'élève la jeunesse, Je lui donne mes soins, ma main, et ma tendresse, Et l'ingrate pour prix de ma sincérité, Accorde à mon Rival ce que j'ai mérité. Que trouve-t-elle en moi qui puisse lui déplaire ? Arlequin n'a-t-il pas de quoi la satisfaire ? J'ai du bien, de l'esprit, je ne suis pas mal fait, Et je suis ce me semble un assez beau brunet ; Que sur le coeur de l'homme une femme a d'empire, Tout cède à ses appas, quoique l'on puisse dire ! Trompe-t-elle un amant, bien loin de la blâmer, Il l'excuse sans peine, et vent toujours l'aimer, On peut avec le temps se garantir du vice, On évite aisément un affreux précipice. De la fureur du jeu, l'on sait se détacher, Au pouvoir d'une femme on ne peut s'arracher, Pourtant à mon avis elle est plus dangereuse, Qu'un Bois, un Précipice, une Mer Orageuse, Il n'est point d'Antidote à son mortel poison, Et contre un tel écueil se brise la raison. Entrons dans le Logis pour voir si cette Belle, Voudra pour un moment cesser d'être cruelle, Tâchons de ramener son esprit et son coeur, Et pour y réussir employons la douceur. Il entre."")",0.81,Substitution
603,"('#arlequin', ""La malepeste !  Vous devez être à votre aise avec un si beau talent.  Mais ne s'aperçoit-on pas que ce n'est que de la peinture ?"")",,1.0,Insertion
604,"('#le-peintre', ""Bon !  Si vous aviez vu une paire de sourcils que j'ai livrée il y a huit jours à une vieille Présidente, vous y seriez trompé vous-même.  Son mari ne s'en aperçut qu'en y regardant avec ses lunettes."")",,1.0,Insertion
605,"('#arlequin', 'Monsieur le Peintre, ne pourriez-vous me montrer quelque chose de votre façon ?')",,1.0,Insertion
606,"('#le-peintre', ""Volontiers.  J'ai une pièce curieuse...  Holà, ho, apportez ce tableau. Voyez cela.  Est-ce bien peint ?  Tenez, pour qui prendriez-vous cet homme-là ? On apporte un tableau qui représente un abbé avec un habit brodé, et une cravate en Steinkerque."")","('#le-docteur', ""Que le Ciel soit loué, j'ai fini mon affaire, Mon homme m'a reçu de la belle manière.  Il vient de me païer en bon argent comptant, Et de son procedé, je suis enfin content."")",1.46,Substitution
607,"('#arlequin', ""Pour un colonel, s'il avait une épée."")",,1.0,Insertion
608,"('#le-peintre', ""Bon !  C'est un abbé qui a voulu se faire peindre dans cet habit-là.  C'est son habit d'occasion, et celui-là même dans lequel il fut ces jours passés volé, et battu, en faisant porter son souper en ville.  Mais ce serait bien pis si vous le voyiez à sa toilette."")","('#arlequin', 'Je suis assassiné, que faut-il que je fasse ? Ah ! Monsieur, le Docteur, secourez-moi de grace, Dans les occasions, on connoit ses amis.')",1.27,Substitution
609,"('#arlequin', 'Comment donc ?')",,1.0,Insertion
610,"('#le-peintre', 'Il a voulu que je le peignisse en déshabillé.  Voulez-vous le voir ?')",,1.0,Insertion
611,"('#arlequin', ""Est-ce que vous l'avez là ?"")","('#le-docteur', 'Quelle verve vous prend ?')",0.58,Substitution
612,"('#le-peintre', ""Et n'ai-je pas le secret de changer ce tableau comme il me plaît ?  Voyez, voyez. Le tableau change, et l'abbé paraît devant une toilette pleine de carrés, de pots de pommade, et de rouge."")","('#arlequin', 'Hélas ! Dans le logis Je ne retrouve plus la charmante Argentine, Ah ! Si je la tenais, dans mon humeur chagrine, De son ventre morbleu je ferais un fourreau, Oui, je la percerais....')",1.28,Substitution
613,"('#arlequin', ""Oh parbleu, Monsieur le Peintre, vous vous moquez de moi.  C'est une femme."")",,1.0,Insertion
614,"('#le-peintre', 'Oui vraiment une femme !  Les femmes de ce temps-ci y sont bien plus cavalièrement.  Tenez, voilà une toilette de femme. Le Tableau change. Une femme paraît devant une table pleine de bouteilles de ratafia. Elle a une pipe à la bouche et un verre à la main. ')",,1.0,Insertion
615,"('#arlequin', ""Oh, pour celui-là, je ne m'y attendais pas."")",,1.0,Insertion
616,"('#le-peintre', ""Voulez-vous voir votre portrait en petit ?  J'ai tous les gens illustres.  Voyez.  Cela vous ressemble-t-il ? On voit un petit Arlequin dans le tableau qui salue, descend, danse et s'en va."")",,1.0,Insertion
617,"('#colombine', ""Voilà l'homme que j'ai vu tantôt avec mon Prince, cachons-nous, et écoutons ce qu'il dit."")",,1.0,Insertion
618,"('#scaramouche', ""Ah, amour, amour, petit scélérat, que tu fais faire de folies !  Il n'y a pas jusqu'au cerveau d'un Comédien que tu ne t'avises de déranger.  Octave était habile, goûté de tous ceux qui l'écoutaient, il s'est avisé de devenir amoureux, et n'est plus qu'un...  Ma foi, Monsieur, Octave, ce n'est pas là votre métier, et pour un Comédien qui s'est enrichi à faire l'amour, j'en connais trente qui s'y ruinent.  Mais le voilà.  Comme il est fait !  Le pauvre garçon me fait pitié.  Hé bien, comment va le coeur ?"")","('#le-docteur', 'Tout beau, Monsieur, tout beau, Il faut vous consoler, calmez cette colère, On doit bien réfléchir avant que de rien faire : Jamais un philosophe en son adversité, Ne doit faire paraître un esprit agité.')",0.48,Substitution
619,"('#octave', ""Ah !  Mon pauvre Scaramouche, je suis le plus malheureux de tous les hommes, j'adore Colombine."")","('#arlequin', ""Quel homme flegmatique ! Ah, de bon coeur j'enrage,"")",1.01,Substitution
620,"('#scaramouche', ""Le grand malheur !  Si vous l'aimez, Elle ne vous hait pas ; et je suis bien trompé si elle ne vous cherche."")","('#le-docteur', ""Modérez vos transports pour imiter le sage, Sans vous abandonner a de vaines douleurs, Soyez toujours constant dans les plus grands malheurs ? Vous pleurez, ah ! De grâce apaisez vos alarmes : Les femmes, les enfants ont bien recours aux larmes, Mais un homme d'esprit en verse rarement, Et vous vous démentez, vous dis-je, entièrement : Adieu, conservez-vous.  Il s'en va."")",0.76,Substitution
621,"('#octave', ""Et c'est ce qui me confond.  Elle me croit un homme de grande qualité, elle ne s'est embarquée que sur cette espérance, et je dois mourir de honte d'avoir abusé de sa crédulité."")",,1.0,Insertion
622,"('#scaramouche', ""Allez, allez, nous sommes dans un temps où l'on ne meurt pas plus de honte que d'amour."")",,1.0,Insertion
623,"('#octave', 'Admire la cruauté de ma destinée !  Je fuyais Colombine, je commençais à sentir que je guérissais, lorsque quelque démon ennemi de mon repos me la fait trouver en ces lieux, comme par enchantement, et redonne à mon coeur toute sa première sensibilité.')","('#arlequin', ""Que le Diable t'emporte, Il veut que je surmonte une douleur si forte Quand j'ai tant de sujet pour me désespérer, Dans mes justes fureurs puis-je me modérer !  Que ferai-je à présent sans la belle Argentine ! Le fourbe Mezzetin emmenait la coquine, Il n'en faut plus douter, et rien n'est plus certain ; L'oiseau s'est envolé, quel sera mon destin ?"")",0.0,Match
624,,"('#le-docteur', 'Au secours.')",1.0,Deletion
625,"('#scaramouche', ""Vous l'aimez, elle vous aime...  Hem ?  Y a-t-il tant de façons ?  Épousez-la."")","('#arlequin', ""Qu'avez-vous ?"")",1.59,Substitution
626,"('#octave', 'Que je lui donne un Comédien, après lui avoir promis un Prince ?')",,1.0,Insertion
627,"('#scaramouche', ""Elle ne serait pas la première qui aurait fait succéder à un grand Seigneur, un homme de moindre étoffe.  De tout temps la Comédie s'est faufilée avec les gens du beau monde."")",,1.0,Insertion
628,"('#octave', ""Je ne puis me pardonner de l'avoir trompée."")",,1.0,Insertion
629,"('#scaramouche', 'Tarare, pardonner !  Les femmes sont plus indulgentes que vous ne pensez, pourvu que...')","('#le-docteur', ""On a volé ma fille, Peut-on ainsi traiter un père de famille ! Ah ! mon cher Arlequin ne m'abandonnez pas ; Unissons-nous tous deux, venez, suivez mes pas,"")",1.25,Substitution
630,"('#octave', ""Mon cher Scaramouche, je t'ouvre mon coeur.  Quelque envie que j'eusse de rester en ces lieux, il faut absolument que je m'en arrache, j'irai me cacher quelque part au bout du monde, où je ne verrai jamais..."")","('#arlequin', ""Ah ! Tout doux s'il vous plaît, calmez vôtre colère, Il faut bien réfléchir avant que de rien faire : Un philosophe doit modérer son chagrin, Et dans l'adversité garder un front serein."")",1.33,Substitution
631,"('#colombine', ""Tu ne me verras jamais, traître !  Tu m'as trompée, et tu veux me fuir ?"")",,1.0,Insertion
632,"('#octave', 'Ah Ciel !')",,1.0,Insertion
633,"('#colombine', ""Vous m'aimez, Octave ?  Vous m'aimez ?  Quelle preuve vous m'en donnez !  Partir sans me dire adieu !"")","('#le-docteur', ""Vous vous moquez de moi quand le malheur m'accable."")",1.12,Substitution
634,"('#scaramouche', 'Voici bien une autre histoire !')","('#arlequin', 'Consolez-vous, Monsieur.')",1.65,Substitution
635,"('#octave', 'Vous vous abusez, madame, je ne suis pas...')","('#le-docteur', 'Allez-vous en au Diable, Avec vôtre Doctrine, et vôtre air radouci.')",1.52,Substitution
636,"('#colombine', ""J'ai tout entendu, j'ai appris ce que vous êtes de votre propre bouche, et mon coeur a raison de se plaindre du peu de confiance que vous avez en mon amour.  Vous ne savez pas aimer, Octave.  Avez-vous pu croire que je n'aimasse en vous que la grandeur qui paraissait à mes yeux ?  Désabusez-vous, rendez-moi justice, et comptez que ce n'est pas le prince, mais Octave que je suis venu chercher ici."")","('#arlequin', 'Fi ! vous ne devez pas vous emporter ainsi, Mon flegme devrait-il alarmer vôtre Oreille, Vous avez tort, Monsieur, je vous rends la pareille,')",0.34,Substitution
637,"('#scaramouche', ""La peste qu'une fille amoureuse a d'esprit !"")",,1.0,Insertion
638,"('#octave', 'Ah, trop généreuse Colombine, par où pourrai-je vous exprimer...')",,1.0,Insertion
639,"('#colombine', ""Voici Arlequin.  Vous savez les raisons que j'ai de le ménager, c'est un homme de poids, et qui malgré ses caprices, pourra nous être d'une grande utilité : retirez-vous, que je lui parle seule, je lui ferai mieux entendre mes raisons."")","('#le-docteur', ""Il n'est pas temps, vous dis-je, ici de plaisanter : Cette fuite m'étonne, et me doit irriter, Ma fille, juste Ciel, qu'est-elle devenue ? Quel est l'audacieux qui la cache à ma vue ? Qu'il paroisse, et bien-tôt l'accablant sous ses coups, Le Docteur...."")",0.38,Substitution
640,"('#arlequin', 'Ah, bon jour, Seigneur Bagatelle.  Quoi vous êtes encore ici ?')","('#arlequin', 'Argentine en quels lieux êtes-vous ? Faut-il que je sois veuf avant le Mariage !')",1.34,Substitution
641,"('#scaramouche', 'Signor si, con tutte le mie Bagatelle, al servitio di V.S. .')",,1.0,Insertion
642,"('#arlequin', 'Je vous rends grâces, je vous ai déjà dit que vous pouvez les porter à Paris.')",,1.0,Insertion
643,"('#scaramouche', 'Ho sentito dire, che V.S. et bâtissait une grande Ville, una famosissima città ; e cosi, je venais avec toutes mes bagatelles, pour divertir votre femme et vos petits enfants.')",,1.0,Insertion
644,"('#arlequin', ""À Paris, à Paris.  Je ne veux point de fadaises chez moi, et la bagatelle en sera bannie aussi sévèrement, que l'amour l'est du mariage."")",,1.0,Insertion
645,"('#colombine', ""Quoi, Seigneur Arlequin, seriez-vous de l'opinion de ceux qui croient que le premier jour de l'Hymen, est le dernier de l'amour, et du bon temps ?"")","('#le-docteur', 'Arlequin vengeons-nous, unissons nôtre rage, Que je suis malheureux ! mes chagrins sont cuisants. Il pleure.')",1.07,Substitution
646,"('#arlequin', ""De l'amour, oui.  Pour du bon temps, c'est selon.  Certaines femmes ne commencent à en prendre, que lorsqu'elles commencent à être épouses ; d'autres ne le goûtent qu'au veuvage, tout cela est très bien partagé.  Mais à propos de femme, savez-vous que dans ma Ville nouvelle, pour épargner aux Plaideurs la moitié de ce qui leur en coûte, les femmes rendront la justice ?"")","('#arlequin', ""Les femmes seulement, et les petits enfants S'amusent quelquefois à répandre des larmes, Monsieur ne pleurez pas."")",0.9,Substitution
647,"('#scaramouche', 'Des femmes Juges !  Que de prises de corps !')",,1.0,Insertion
648,"('#arlequin', ""J'ai remarqué, que presque tous les Plaideurs paient leurs arrêts aux Belles qui sont bien dans l'esprit du Juge."")",,1.0,Insertion
649,"('#colombine', 'Fort bien.')",,1.0,Insertion
650,"('#arlequin', ""Cependant, il n'en est pas moins inexorable sur les épices ; de sorte que le pauvre diable de plaideur paye des deux côtés."")",,1.0,Insertion
651,"('#colombine', ""J'entends."")",,1.0,Insertion
652,"('#arlequin', ""Vous voyez bien, que si les femmes rendaient la justice en leur nom, on en serait quitte pour ce qu'on leur donne."")","('#le-docteur', 'Allons, courons aux armes.')",1.7,Substitution
653,"('#colombine', 'Il y même en cela un autre avantage.  Car, une belle Magistrale qui trouvera quelque plaideur de bonne dégaine, lui fera gratis des Épices.')","('#arlequin', 'Je suis un peu poltron, ne comptez pas sur moi.')",1.72,Substitution
654,"('#arlequin', 'Justement, comme il arrive tous les jours à nos vieux Magistrats avec de jeunes Solliciteuses.')","('#le-docteur', 'Vous voulez badiner.')",1.35,Substitution
655,"('#colombine', ""Ma foi, je crois qu'il fera beau voir un Sénat féminin ; toutes ces femmes auront bonne grâce en robe, et en bonnet !  Cela fera bien leste !"")",,1.0,Insertion
656,"('#arlequin', ""Hé je les défie d'être plus poupines et plus musquées que quelques-uns de nos jeunes sénateurs de Paris."")",,1.0,Insertion
657,"('#colombine', ""Je vous avoue que ce dessein m'enchante, et que je brûle de le voir exécuté."")","('#arlequin', ""Non j'en jure ma foi."")",1.22,Substitution
658,"('#arlequin', 'Pourquoi ?')","('#le-docteur', ""À l'aide !"")",1.6,Substitution
659,"('#colombine', 'Je me figure avec plaisir, une trentaine de femmes aux opinions.  Le bruyant Tribunal !  Il faut convenir que toutes vos Lois sont admirables !')","('#arlequin', 'À la Justice !')",1.13,Substitution
660,,"('#le-docteur', 'Au meurtre !')",1.0,Deletion
661,"('#arlequin', 'Vous savez bien que tous les ans je marierai trente filles aux dépens du Public.')","('#arlequin', ""On m'assassine."")",1.83,Substitution
662,,"('#le-docteur', ""Spinette m'a quitté."")",1.0,Deletion
663,"('#scaramouche', 'Belle réparation !')","('#arlequin', 'Moi, je perds Argentine.')",1.84,Substitution
664,"('#colombine', ""Et qui fera grand plaisir à quantité de jeunes personnes qui n'ont pas assez de bien."")",,1.0,Insertion
665,"('#arlequin', ""Comment donc jeunes ?  Marier de jeunes filles ?  Je n'emploie pas si mal mon argent ?  Les jeunes et jolies personnes se marient assez gratis.  Je destine ce fonds pour ces vieilles filles de dur débit, qui ont resté trente ans dans une arrière-boutique, dont on ne se charge qu'à bonnes enseignes, et qui demeureraient éternellement à la porte de l'Hymen, si l'argent ne leur servait de véhicule."")","('#pierrot', ""D'où vient ce tintamarre ; et pourquoi tant crier ? Parbleu, vous alarmez la moitié du Quartier. Je vous ai toujours vu d'une humeur pacifique, Qu'avez-vous aujourd'hui, la pierre, la colique, La migraine, la toux, la goutte, et cetera. Au Docteur."")",1.3,Substitution
666,,"('#le-docteur', ""Non, j'ai perdu ma fille."")",1.0,Deletion
667,,"('#pierrot', 'On la retrouvera.')",1.0,Deletion
668,"('#jaquet', ""Monsieur, je venons vous prier de nous donner un petit brin d'avis, en payant, s'entend, comme de raison."")","('#arlequin', ""Il faut avoir le coeur aussi dur qu'une Roche..."")",1.94,Substitution
