,la-fontaine-daphne,quinault-atys,Cost,Operation Type
315,"('#daphne-', 'Leucippe, si je vous perds, Il faut que dans nos déserts La solitude me donne Un sort plus calme et plus doux ; Et ne pouvant être à vous, je ne veux être à personne.')","('#atys', ""Ciel ! Quelle vapeur m'environne ! Tous mes sens sont troublés, je frémis, je frissonne, Je tremble, et tout_à_coup, une infernale ardeur Vient enflammer mon sang, et dévorer mon coeur. Dieux ! Que vois-je ? Le ciel s'arme contre la terre ? Quel désordre ! Quel bruit ! Quel éclat de tonnerre ! Quels abîmes profonds sous mes pas sont ouverts ! Que de fantômes vains sont sortis des enfers ! Sangaride, ah fuyez la mort que vous prépare Une divinité barbare : C'est votre seul péril qui cause ma terreur. Il parle à Cybèle, qu'il prend pour Sangaride."")",0.49,Substitution
316,"('#heures', ""Daphné, portez vos yeux Sur le plus beau des dieux. Daphné s'enfuit aussitôt qu'elle a reconnu Apollon sous le visage de Tharsis."")","('#sangaride', ""Atys reconnaissez votre funeste erreur. Quel monstre vient à nous ! Quelle fureur le guide ! Ah respecte, cruel, l'aimable Sangaride. Atys prenant Sangaride pour un monstre."")",1.0,Substitution
317,,"('#sangaride', 'Atys, mon cher Atys.')",1.0,Deletion
318,,"('#atys', 'Quels hurlements affreux !')",1.0,Deletion
319,,"('#celaenus', 'Fuyez, sauvez-vous de sa rage.')",1.0,Deletion
320,"('#apollon', ""Tu me fuis, divine mortelle ! Où cours-tu ? N'aperçois-tu pas Un précipice sous tes pas ? Il est plein de serpents : détourne-toi, cruelle. Suis-je encor plus à craindre ? Et rien dans ce vallon Ne peut-il t'arrêter quand tu fuis Apollon ? Quoi ! Tant de haine en une belle ! Insolent, qui brûles pour elle, Renonce à l'hymen de Daphné ; C'est Apollon qui te l'ordonne. Regarde quel rival ton malheur t'a donné."")","('#atys', 'Il faut combattre ; amour, seconde mon courage. Atys court après Sangaride qui fuit dans un des côtés du théâtre.')",0.51,Substitution
321,"('#leucippe', ""Mon malheur ? Dis le tien. Toi, le fils de Latone ! N'es-tu pas ce Tharsis que tantôt on a vu ? D'un magique ornement ton front s'est revêtu. Enchanteur, penses-tu que ta pompe m'étonne ? Ce n'est qu'un songe, ce n'est rien ; Va tromper d'autres yeux, et me laisse mon bien."")","('#celaenus #choeur', 'Arrête, arrête malheureux. Celaenus court après Atys.')",1.01,Substitution
322,,"('#sangaride', 'Atys !')",1.0,Deletion
323,,"('#choeur', 'Ô ciel !')",1.0,Deletion
324,,"('#sangaride', 'Je meurs.')",1.0,Deletion
325,"('#apollon', ""Ô dieux ! Ô citoyens du lumineux empire ! Que vient un mortel de me dire ? Malheureux, ton orgueil s'en va te coûter cher. Les dieux ne sont pas insensibles. Qu'on l'attache sur ce rocher Avec des chaînes invisibles. Ce commandement est exécuté par les ministres de la puissance d'Apollon, qui va se faire voir à Pénée, non plus sous le personnage de Tharsis, mais sous le sien propre. "")","('#choeur', ""Atys, Atys lui-même, Fait périr ce qu'il aime !"")",0.96,Substitution
326,,"('#celaenus', ""Je n'ai pu retenir ses efforts furieux, Sangaride expire à vos yeux."")",1.0,Deletion
327,"('#leucippe', ""Astres, soyez témoins de ces injustes fers. J'atteste ici tout l'Univers, Et les vents emportent ma plainte. Jupiter, je t'implore ; on veut forcer les coeurs : Il n'est plus de libres ardeurs, Ni d'autres lois que la contrainte. Loges-tu dans le ciel ou dans les antres sourds ? Écoutez-moi, déserts ; on m'ôte mes amours : Est-il douleur pareille ? Qui me consolera sur ce rocher fatal ? Leucippe est un spectacle à son cruel rival. Déserts, écoutez-moi : les dieux ferment l'oreille. Daphné entend cette plainte à l'un des coins du théâtre. "")","('#cybele', ""Atys me sacrifie une indigne rivale. Partagez avec moi la douceur sans égale, Que l'on goûte en vengeant un amour outragé. Je vous l'avais promis."")",0.39,Substitution
328,"('#daphne', 'Qui vous consolera ? Ne le savez-vous pas ?')","('#celaenus', ""Ô promesse fatale ! Sangaride n'est plus, et je suis trop vengé. Celaenus se retire au côté du théâtre, où est Sangaride morte."")",1.71,Substitution
329,,"('#atys', ""Que je viens d'immoler une grande victime ! Sangaride est sauvée, et c'est par ma valeur."")",1.0,Deletion
330,,"('#cybele', 'Achève ma vengeance, Atys, connais ton crime, Et reprends ta raison pour sentir ton malheur.')",1.0,Deletion
331,"('#leucippe', ""Quoi ! Je vous vois ! C'est vous ! C'est ma princesse ! Hélas ! J'avais perdu l'espoir d'une faveur si douce. Craignez-vous d'approcher ?"")","('#atys', ""Un calme heureux succède aux troubles de mon coeur. Sangaride, nymphe charmante, Qu'êtes-vous devenue ? Où puis-je avoir recours ? Divinité toute puissante, Cybèle, ayez pitié de nos tendres amours, Rendez-moi, Sangaride, épargnez ses beaux jours. Tu la peux voir, regarde. Cybèle montrant à Atys Sangaride morte."")",0.54,Substitution
332,,"('#atys', 'Ah quelle barbarie ! Sangaride a perdu la vie ! Ah quelle main cruelle ! Ah quel coeur inhumain !...')",1.0,Deletion
333,,"('#cybele', 'Les coups dont elle meurt sont de ta propre main.')",1.0,Deletion
334,"('#daphne', ""Je sens qu'on me repousse : Quelque charme arrête mes pas. Mais, si c'est adoucir vos peines Qu'y prendre part, souffrir ces gênes, Gémir avec vous sous ces chitines, Vous aimer malgré tous, malgré Cieux, malgré Sort, Votre princesse en est capable."")","('#atys', ""Moi, j'aurais immolé la beauté qui m'enchante ? Ô ciel ! Ma main sanglante Est de ce crime horrible un témoin trop certain !"")",0.71,Substitution
335,,"('#choeur', ""Atys, Atys lui-même, Fait périr ce qu'il aime."")",1.0,Deletion
336,"('#leucippe', 'Apollon, Apollon, tu fais un vain effort ! Je ne suis plus le misérable.')","('#atys', ""Quoi, Sangaride est morte ? Atys est son bourreau ! Quelle vengeance ô dieux ! Quel supplice nouveau ! Quelles horreurs sont comparables Aux horreurs que je sens ? Dieux cruels, dieux impitoyables, N'êtes-vous tout-puissants Que pour faire des misérables ?"")",0.97,Substitution
337,"('#daphne', ""Hélas ! J'irrite un dieu jaloux et redoutable. À qui dois-je adresser ma voix ? Je n'ose t'invoquer, déesse de nos bois . Dans ta Cour, dans ton coeur, autrefois j'avais place ; L'amour m'en a bannie ; écoute toutefois : Je ne demande point pour grâce Que tu souffres mes feux, et qu'un hymen charmant Engage à d'autres dieux celle qui t'a servie ; Délivre seulement Mon amant, Et prends le reste de ma vie."")","('#cybele', 'Atys, je vous ai trop aimé : Cet amour par vous-même en courroux transformé Fait voir encor sa violence : Jugez, ingrat, jugez en ce funeste jour, De la grandeur de mon amour Par la grandeur de ma vengeance.')",0.19,Substitution
338,"('#apollon', ""Pourquoi finir vos jours en des lieux pleins d'ennui ? Trouvez-vous le dieu du Parnasse Plus affreux qu'un désert ? Hélas ! ce dieu la chasse : Elle aime mieux mourir que régner avec lui. C'est toi qui nous causes ces peines. Mortel, contre les dieux oses-tu contester ? Daphné témoigne vouloir s'enfuir."")","('#atys', ""Barbare ! Quel amour qui prend soin d'inventer Les plus horribles maux que la rage peut faire ! Bienheureux qui peut éviter Le malheur de vous plaire. Ô dieux ! Injustes dieux ! Que n'êtes-vous mortels ? Faut-il que pour vous seuls vous gardiez la vengeance ? C'est trop, c'est trop souffrir leur cruelle puissance, Chassons-les d'ici bas, renversons leurs autels. Quoi, Sangaride est morte ? Atys, Atys lui-même Fait périr ce qu'il aime."")",0.08,Substitution
339,"('#leucippe', 'Mes amours sont mes dieux.')","('#choeur', ""Atys, Atys lui-même Fait périr ce qu'il aime."")",1.05,Substitution
340,,"('#cybele', 'Ôtez ce triste objet.')",1.0,Deletion
341,"('#apollon', ""Qu'on redouble ses chaînes Démons !"")",,1.0,Insertion
342,"('#daphne', 'Faites-les arrêter. Pouvez-vous bien me voir à vos pieds toute en larmes, Sans vous laisser toucher le coeur ?')","('#atys', ""Ah ! Ne m'arrachez pas Ce qui reste de tant d'appas : En fussiez-vous jalouse encore, Il faut que je l'adore Jusques dans l'horreur du trépas."")",0.62,Substitution
343,"('#apollon', ""Daphné, C'est contre vous que retournent ces armes. La pitié redouble vos charmes ; En combattant l'amour, elle le rend vainqueur. Votre douleur vous nuit ; vous en êtes plus belle. Venez, venez être immortelle : Je l'obtiendrai du Sort, ou je jure vos yeux Que les cieux Regretteront notre présence. Zéphyrs, enlevez-la malgré sa résistance."")","('#cybele', ""Je commence à trouver sa peine trop cruelle, Une tendre pitié rappelle L'amour que mon courroux croyait avoir banni, Ma rivale n'est plus, Atys n'est plus coupable, Qu'il est aisé d'aimer un criminel aimable Après l'avoir puni. Que son désespoir m'épouvante ! Ses jours sont en péril, et j'en frémis d'effroi : Je veux d'un soin si cher ne me fier qu'à moi, Allons... mais quel spectacle à mes yeux se présente ? C'est Atys mourant que je vois !"")",0.16,Substitution
344,,"('#idas', ""Il s'est percé le sein, et mes soins pour sa vie N'ont pu prévenir sa fureur."")",1.0,Deletion
345,"('#daphne', 'Ô dieux ! Consentez-vous à cette violence ?')","('#cybele', ""Ah ! C'est ma barbarie, C'est moi, qui lui perce le coeur."")",1.61,Substitution
346,"('#diane', 'Démons, gardez de lui toucher ! Deviens laurier, Daphné ; Leucippe, sois rocher.')","('#atys', ""Je meurs, l'amour me guide Dans la nuit du trépas ; Je vais où sera Sangaride, Inhumaine, je vais où vous ne serez pas."")",1.06,Substitution
347,"('#apollon', ""Barbare, qu'as-tu fait ? Détruire un tel ouvrage ! Faire à ton frère un tel outrage ! Cruelle soeur, Cruelle, et cent fois plus sauvage Que les ours avec qui tu vis ! Que de trésors tu m'as ravis Rends-moi ces biens, rends-moi ce divin assemblage. Daphné, vous n'êtes plus, j'ai perdu mes amours, Et ne saurais perdre la vie Heureux mortels, vos Pleurs cessent avec Vos jours : La mort est un bien que j'envie. Puissent les cieux cesser leur cours ! Périsse l'Univers avecque ma princesse"")","('#cybele', 'Atys, il est trop vrai, ma rigueur est extrême, Plaignez-vous, je veux tout souffrir. Pourquoi suis-je immortelle en vous voyant périr ?')",0.45,Substitution
348,,"('#atys #cybele', ""Il est doux de mourir Avec ce que l'on aime."")",1.0,Deletion
349,"('#amour', ""Sèche tes pleurs, elle est déesse. Viens l'épouser : mes traits se sont assez vengés ; Ces mouvements de haine en amour sont changés."")","('#cybele', 'Que mon amour funeste armé contre moi-même, Ne peut-il vous venger de toutes mes rigueurs.')",0.64,Substitution
350,,"('#atys', ""Je suis assez vengé, vous m'aimez, et je meurs."")",1.0,Deletion
351,"('#apollon', ""Puis-je t'ajouter foi ? m'as-tu fait cette grâce ?"")","('#cybele', ""Malgré le destin implacable Qui rend de ton trépas l'arrêt irrévocable, Atys, sois à jamais l'objet de mes amours : Reprends un sort nouveau, deviens un arbre aimable Que Cybèle aimera toujours. Atys prend la forme de l'arbre aimé de la déesse Cybèle, que l'on appelle pin."")",1.05,Substitution
352,"('#amour', ""Viens l'éprouver."")",,1.0,Insertion
353,"('#apollon', ""Allons, et que sur le Parnasse On célèbre des jeux à l'honneur de Daphné. Que le vainqueur y soit de laurier couronné. Bel arbre, adieu. je quitte à regret cette place, Et veux qu'à l'avenir on ceigne de lauriers Le front de mes sujets et celui des guerriers. Apollon monte dans le char où est l'Amour, et tous deux retournant au ciel. Le théâtre change aussitôt. Le Parnasse se découvre au fond. Quelques Mimes sont assises en divers endroits de sa croupe, et quelques poètes à leurs pieds. Sur le sommet, le palais du dieu se fait voir. Les deux côtés du théâtre sont deux galeries qui ressemblent à celles où on étale des raretés les jours de fête et les jours de foire. Là sont les archives du Destin. L'architecture est ornée de feuilles de laurier. Sous chaque portique est un buste ; il y en a neuf de conquérants et autant dé poètes ; les conquérants d'un côté, les poètes de l'autre. Les conquérants sont Cyrus, Alexandre, etc. ; et les poètes sont Homère, Anacréon, Pindare, Virgile, Horace, Ovide, l'Arioste, le Tasse, et Malherbe. Apollon a voulu que l'avenir fût montré en faveur de cette fête. "")","('#cybele', 'Venez furieux corybantes, Venez joindre à mes cris vos clameurs éclatantes ; Venez, nymphes des eaux, venez dieux des forêts, Par vos plaintes les plus touchantes Secondez mes tristes regrets.')",0.4,Substitution
354,,"('#cybele', ""Atys, l'aimable Atys, malgré tous ses attraits, Descend dans la nuit éternelle ; Mais malgré la mort cruelle, L'amour de Cybèle Ne mourra jamais. Sous une nouvelle figure, Atys est ranimé par mon pouvoir divin ; Célébrez son nouveau destin ; Mais malgré la mort cruelle, L'amour de Cybèle Ne mourra jamais. Sous une nouvelle figure, Atys est ranimé par mon pouvoir divin ; Célébrez son nouveau destin ; Mais malgré la mort cruelle, L'amour de Cybèle Ne mourra jamais. Sous une nouvelle figure, Atys est ranimé par mon pouvoir divin ; Célébrez son nouveau destin, Pleurez sa funeste aventure."")",1.0,Deletion
355,,"('#nymphes #bois', 'Célébrons son nouveau destin, Pleurons sa funeste aventure.')",1.0,Deletion
356,"('#un-poete-heroïque', ""Quel prince offre à mes yeux des lauriers toujours verts ? Je vois dans l'avenir cent potentats divers Lui disputer en vain l'honneur de la victoire. Ô toi, fils de Latone, amour de l'Univers, Protecteur des doux sons, des beaux-arts, des bons vers, Aide-nous à chanter sa gloire !"")","('#cybele', ""Que cet arbre sacré Soit révéré De toute la nature. Qu'il s'élève au dessus des arbres les plus beaux : Qu'il soit voisin des cieux, qu'il règne sur les eaux ; Qu'il ne puisse brûler que d'une flamme pure. Que cet arbre sacré Soit révéré De toute la nature. Le choeur répète ces trois derniers vers."")",0.31,Substitution
357,"('#melpomene', ""Ce n'est pas l'ouvrage d'un jour : Sublime, allez dormir encor sur le Parnasse, Et vous, clairons, faites place Aux doux concerts de l'Amour."")","('#cybele', ""Que ses rameaux soient toujours verts : Que les plus rigoureux hivers Ne leur fassent jamais d'injure, Que cet arbre sacré Soit révéré De toute la nature. Le choeur répète ces trois derniers vers."")",1.13,Substitution
358,,"('#cybele #bois #eaux', 'Quelle douleur !')",1.0,Deletion
359,"('#philis', 'Les Zéphyrs sont de retour : Flore avec eux se promène.')",,1.0,Insertion
360,"('#daphnis', ""Savez-vous qui les ramène ? C'est l'Amour."")",,1.0,Insertion
361,"('#philis', 'De quoi parle en ce séjour La savante Philomèle ?')",,1.0,Insertion
362,"('#daphnis', ""Et de quoi parlerait-elle, Que d'amour ?"")","('#cybele #corybantes', 'Ah ! Quelle rage !')",1.51,Substitution
363,,"('#cybele #choeurs', 'Ah ! Quel malheur !')",1.0,Deletion
364,"('#philis #daphnis', ""Faisons aussi notre cour Au printemps vêtu de roses ; Ayons, comme toutes choses, De l'amour."")","('#cybele', ""Atys au printemps de son âge Périt comme une fleur Qu'un soudain orage Renverse et ravage."")",0.45,Substitution
365,"('#un-poete-satirique', ""Aimez, mais permettez que je parle à mon tour. Comment faire Pour se taire ? Le monde est plein de sots, de l'un à l'autre bout ; Le passé, le présent, et l'avenir surtout. Comment faire Pour se taire ?"")",,1.0,Insertion
366,"('#choeur', 'Comment faire Pour se taire ?')",,1.0,Insertion
367,"('#thalie', ""Ridicules, envoyez-nous Les principaux d'entre vous. Cinq ridicules entrent sur la scène. C'est une coquette emportée, une précieuse, un méchant poète, un homme affectant le bel air, et un vieillard amoureux. "")",,1.0,Insertion
368,"('#le-mechant-poete', 'Quoi ! Dans ces lieux sacrés on souffre la satire !')","('#cybele #bois #eaux', 'Quelle douleur !')",0.94,Substitution
369,"('#thalie', ""Soyez les premiers à rire. Les ridicules se consolent et font une entrée, dansant tous sur les mêmes pas, et gardant toutefois, autant qu'ils peuvent, leur caractère.  Mercure, monté sur Pégase, descend au sacré vallon. Il interrompt la danse des ridicules, et vient présenter trois couronnes de laurier à ces trois genres de poésie. "")","('#cybele #corybantes', 'Ah ! Quelle rage !')",1.55,Substitution
370,"('#mercure', ""Chacun de vous doit être couronné : Recevez ces présents de la part de Daphné. Elle est maintenant déesse, Aimant le dieu de ces lieux : Poussez-en jusques aux cieux Des chants remplis d'allégresse. Mercure revole au ciel, ayant laissé Pégase sur le double mont. Quatre auteurs lyriques et autant de Muses du même genre viennent danser en témoignage de joie ; puis les ridicules se mêlent avec eux, formant de différentes figures avec des branches de laurier qu'ils portent tous, et dont ils se font des espèces de berceaux. C'est le grand ballet. "")","('#cybele #choeurs', 'Ah ! Quel malheur ! Les divinités des bois et des eaux, avec les corybantes, honorent le nouvel arbre, et le consacrent à Cybèle. Les regrets des divinités des bois et des eaux, et les cris des corybantes, sont secondés et terminés par des tremblements de terre, par des éclairs, et par des éclats de tonnerre.')",0.06,Substitution
371,,"('#cybele #bois #eaux', ""Que le malheur d'Atys afflige tout le monde."")",1.0,Deletion
372,"('#une-muse-lyrique', ""Il n'est que de s'enflammer ; Laissez, laissez-vous charmer ; La raison vous y convie : Sans le dieu qui fait aimer, Que serait-ce que la vie ? Le grand ballet recommence encore."")","('#cybele #corybantes', ""Que tout sente, ici bas, L'horreur d'un si cruel trépas."")",1.56,Substitution
373,"('#autre-muse-lyrique', 'Chacun sert quelque désir ; Tout consiste à bien choisir ; Faites-vous de douces chaînes : En amour tout est plaisir, Et même jusques aux peines.')","('#cybele #bois #eaux', ""Pénétrons tous les coeurs d'une douleur profonde : Que les bois, que les eaux, perdent tous leurs appas."")",1.13,Substitution
374,,"('#cybele #corybantes', 'Que le tonnerre nous réponde : Que la terre frémisse, et tremble sous nos pas.')",1.0,Deletion
375,,"('#cybele #bois #eaux', ""Que le malheur d'Atys afflige tout le monde."")",1.0,Deletion
376,"('#le-choeur', ""Aimez, doctes nourrissons : S'il n'était point d'amour, serait-il des chansons ?"")","('#ensemble', ""Que tout sente, ici bas, L'horreur d'un si cruel trépas."")",1.67,Substitution
