,quinault-thesee,rousseaujb-jason,Cost,Operation Type
311,"('#medee', ""J'ai caché mon dépit sous ma feinte douceur ; La vengeance ordinaire est trop peu pour mon cour, Je la veux horrible et barbare. Je m'éloignais tantôt exprès pour tout savoir. Du secret de Thésée il faut me prévaloir, Le roi l'ignore encor, et pour me satisfaire Contre un fils inconnu j'arme son propre père : J'immolai mes enfants, j'osai les égorger ; Je ne serai pas seule inhumaine, et perfide, Je ne puis me venger À moins d'un parricide."")","('#medee', ""Par ce noir et fatal présage Pourquoi troubler votre repos? Si dans l'empire de Colchos Du pouvoir souverain la Toison est le gage ; Le trône de Scythie, acquis par vos exploits, N'est point sujet à ces injustes lois. Mais de vos ennemis je préviendrai l'audace. Ils paraissent bientôt la terre va s'ouvrir; Mille soldats armés à leurs yeux vont s'offrir. Ne vous exposez point au coup qui les menace. Allez, et bannissant un inutile effroi, De nos destins communs reposez-vous sur moi."")",0.0,Match
312,"('#medee', ""Ce vase par mes soins vient d'être empoisonné ; Vous n'aurez qu'à l'offrir... vous semblez étonné ?"")",,1.0,Insertion
313,"('#le-roi', ""Ce héros m'a servi, malgré moi je l'estime, Puis-je lui préparer un injuste trépas ?"")","('#jason #orphee', 'Cherchons dans les combats Une illustre mémoire. Le chemin du trépas Est celui de la gloire.')",0.6,Substitution
314,"('#medee', ""L'espoir de votre amour, la paix de vos états, Tout dépend d'immoler cette grande victime. Contre un rival heureux faut-il qu'on vous anime ? La vengeance a bien des appas, Est-ce trop la payer s'il vous en coûte un crime ?"")","('#jason', ""Invincibles guerriers, venez, suivez mes pas. Hâtons-nous d'achever cette grande victoire."")",0.83,Substitution
315,"('#le-roi', ""Je n'ai rien fait jusqu'à ce jour Qui puisse ternir ma mémoire ; Si près de mon tombeau faut-il trahir ma gloire ? Ne vaudrait-il pas mieux étouffer mon amour ?"")","('#le-choeur', 'Cherchons dans les combats Une illustre mémoire, Le chemin du trépas Est celui de la gloire.')",1.15,Substitution
316,"('#medee', ""Vous avez un fils à Trézene, Il faudra toujours l'éloigner : Votre peuple pour lui n'aura que de la haine, Il adore Thésée, il veut le voir régner. Laisserez-vous un fils sans nom, et sans empire, Tandis qu'un étranger jouira de son sort, Et peut-être osera s'assurer par sa mort..."")","('#medee', ""Arrêtez, c'est à moi de finir cette guerre, De vos combats sanglants voici l'illustre prix ; Rentrez, fiers enfants de la terre, Dans le gouffre profond d'où vous êtes sortis. Les combattants sont engloutis dans la terre."")",0.92,Substitution
317,"('#le-roi', ""Je cède aux sentiments que la nature inspire, Je me rends, l'amour seul n'était pas assez fort."")","('#jason', 'De votre colère fatale Venez-vous contre moi renouveler les traits ?')",1.08,Substitution
318,"('#medee #le-roi', ""Que la vengeance A d'attraits pour des cours jaloux ! N'épargnons point qui nous offense, Vengeons-nous, vengeons-nous, L'amour même, n'est pas plus doux Que la vengeance."")","('#medee', ""Cesse d'en redouter les funestes effets, Elle meurt avec ma rivale ; Son trépas comble mes souhaits Et te punit assez des maux que tu m'as faits."")",0.73,Substitution
319,"('#medee #le-roi', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",,1.0,Insertion
320,"('#choeur', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",,1.0,Insertion
321,"('#medee #le-roi', 'Recevez la récompence De votre constance.')","('#jason', 'Juste ciel !')",1.86,Substitution
322,"('#le-choeur', 'Ne craignez rien parfaits amants Les plaisirs suivront vos tourments.')",,1.0,Insertion
323,"('#le-roi', ""Oublions le passé, ma colère est finie ; Puisqu'Athènes le veut je consens qu'après moi Ce héros soit un jour son légitime roi. Commençons la cérémonie. Qu'on apprenne à servir Thésée en souverain. Prenez ce vase de ma main."")","('#medee', ""De mon coeur je ne suis plus maîtresse: La nature cède à l'amour. Je t'offre la Toison, et, je vais dans la Grèce, Par ce gage éclatant racheter ton retour. Elle s'envole."")",0.21,Substitution
324,"('#thesee', ""Je jure sur ce fer qui m'a comblé de gloire, Que je vous servirai contre vos ennemis, Et que vous n'aurez point de sujet plus soumis... Le roi considère avec étonnement l'épée de Thésée, et la reconnaît pour être celle qu'il a laissée pour servir un jour à la reconnaissance de son fils. "")",,1.0,Insertion
325,"('#le-roi', ""Que vois-je ? Quelle épée ! Ah qui l'aurait pu croire ! Ô ciel ! J'allais perdre mon fils ! J'avais laissé ce fer pour ta reconnaissance, Mon fils, ah mon cher fils, où nous exposais-tu ?"")","('#jason', ""Ne crois pas m'échapper, cruelle Il faut que de ta mort ce gage soit le prix, Et que mon bras plongé dans ton sang infidèle, Apaise les funestes cris De celui qu'a versé ta rage criminelle. Mais quel trouble soudain s'empare de mes sens ? Mes yeux sont obscurcis par d'affreuses ténèbres, Où suis-je ? Quels objets funèbres ! Ô ciel ! Quels lugubres accents ! Quelle ombre !... Ah ! Charmante princesse, Je vous revois ? Dieux, quel bonheur ! Jason se trouble, et croit être descendu aux Enfers."")",0.33,Substitution
326,"('#thesee', ""Ce fer eût dans mes mains trahi votre espérance En vous montrant un fils qui n'eut point combattu, Sans prendre aucun secours d'une illustre naissance Je voulais éprouver jusqu'où va la vertu. Médée s'enfuit voyant Thésée reconnu par son père."")",,1.0,Insertion
327,"('#le-roi', ""Ah ! Perfide Médée ! ... elle fuit l'inhumaine, Qu'on la poursuive, allez, ne la respectez plus ; Mais la poursuite en sera vaine, Elle sait des chemins qui nous sont inconnus !"")",,1.0,Insertion
328,"('#thesee', ""C'est assez d'éviter sa haine ; Soyons heureux, Seigneur : Notre parfait bonheur Suffira pour sa peine."")","('#orphee', 'Jason, connaissez votre erreur, Embarquons-nous, venez, le temps nous presse.')",1.57,Substitution
329,"('#le-roi #thesee #aegle', 'Notre parfait bonheur Suffira pour sa peine.')",,1.0,Insertion
330,"('#le-roi', ""Je suis charmé de vos appas, Je ne m'en défends pas, Trop aimable AEglé, je vous aime ; Mais je veux être heureux dans un autre moi-même ; Mon rival m'est trop cher pour en être jaloux, Je reconnais mon fils à son amour extrême, C'est le sort de mon sang de s'enflammer pour vous. Que l'hymen prépare Des noeuds pleins d'attraits Soyez unis à jamais, Que l'amour répare Tous les maux qu'il vous a faits Soyez unis à jamais."")","('#jason', ""Ciel ! Quel nuage épais la dérobe à mes yeux ? Peuples cruels de ces royaumes sombres, Impitoyables ombres, Pourquoi m'arrachez-vous un bien si précieux ?"")",0.33,Substitution
331,"('#choeur', 'Soyez unis à jamais.')",,1.0,Insertion
332,"('#thesee #aegle', 'Les plus belles chaînes Coûtent des soupirs ; Il faut passer par les peines Pour arriver aux plaisirs.')",,1.0,Insertion
333,"('#le-roi #cleone #arcas', ""Que l'hymen prépare Des noeuds pleins d'attraits."")",,1.0,Insertion
334,"('#choeur', 'Soyez unis à jamais.')",,1.0,Insertion
335,"('#le-roi #cleone #arcas', ""Que l'amour répare Tous les maux qu'il vous a faits."")",,1.0,Insertion
336,"('#choeur', 'Soyez unis à jamais.')",,1.0,Insertion
337,"('#medee', ""Vous n'êtes pas encor délivrés de ma rage : Je n'ai point préparé la pompe de ces lieux Pour servir au bonheur d'un amour qui m'outrage ; Je veux que les enfers détruisent mon ouvrage, C'est ainsi qu'en partant je vous fais mes adieux. Dans le temps que Médée fuit, le palais paraît embrasé, et les mets du festin préparé se convertissent en des animaux horribles."")",,1.0,Insertion
338,"('#le-choeur', ""Secourez-nous, justes dieux ! Quelle flamme épouvantable ! Quels ennemis furieux ! Secourez-nous, justes dieux ! Une mort inévitable S'offre partout à nos yeux ! Secourez-nous, justes dieux !"")","('#orphee', 'Étouffez une vaine flamme Partons, éloignons-nous de ces funestes bords.')",0.61,Substitution
339,"('#minerve', ""Le ciel veut écarter tout ce qui peut vous nuire : Voyez par mon pouvoir élever à l'instant Un palais éclatant Que l'enfer n'osera détruire."")",,1.0,Insertion
340,"('#minerve #divinites', 'Vivez, vivez contents dans ces aimables lieux.')",,1.0,Insertion
341,"('#le-choeur', 'Vivons, vivons contents dans ces aimables lieux.')",,1.0,Insertion
342,"('#minerve #les-choeurs', ""Bienheureux qui peut naître Sous un règne si glorieux ! Vivez, vivez contents dans ces aimables lieux. Vivons, vivons contents dans ces aimables lieux. Un roi digne de l'être Est le don le plus grand des cieux. Vivez, vivez contents dans ces aimables lieux. Vivons, vivons contents dans ces aimables lieux."")",,1.0,Insertion
343,"('#arcas #cleone', ""Le plus sage S'enflamme, et s'engage, Sans savoir comment, La fierté se dément, Le cour le plus sauvage Soupire aisément Dans un fatal moment. Le plus sage S'enflamme, et s'engage, Sans savoir comment. Contre un mal si doux, et si charmant Le plus grand courage Combat faiblement. Le plus sage S'enflamme, et s'engage, Sans savoir comment. Quel dommage, Si l'on ne ménage Les moments heureux ! Formons d'aimables noeuds ; Faisons un doux usage Du temps où les jeux Suivront partout nos voeux. Quel dommage Si l'on ne ménage Les moments heureux ! Qui n'est point dans l'empire amoureux N'aura pour partage Que des soins fâcheux. Quel dommage Si l'on ne ménage Les moments heureux !"")","('#jason', ""Un calme heureux succède à mes transports, La raison revient dans mon âme ; Je reconnais enfin ce barbare séjour, Ces lieux où j'ai perdu l'objet de mon amour. Ne tardons plus, cédons à la fureur extrême Que m'inspire un juste transport, Partons et que bientôt ma mort Succède à la douceur de venger ce que j'aime."")",0.09,Substitution
