,corneillep-medee,corneillet-medee,Cost,Operation Type
192,"('#medee', ""C'est trop peu de Jason, que ton oeil me dérobe, C'est trop peu de mon lit : tu veux encore ma robe, Rivale insatiable, et c'est encore trop peu, Si, la force à la main, tu l'as sans mon aveu : Il faut que par moi-même elle te soit offerte, Que perdant mes enfants, j'achète encore leur perte ; Il en faut un hommage à tes divins attraits, Et des remerciements au vol que tu me fais. Tu l'auras : mon refus serait un nouveau crime : Mais je t'en veux parer pour être ma victime, Et sous un faux semblant de libéralité, Soûler et ma vengeance et ton avidité. Le charme est achevé, tu peux entrer, Nérine. Mes maux dans ces poisons trouvent leur médecine : Vois combien de serpents à mon commandement D'Afrique jusqu'ici n'ont tardé qu'un moment, Et contraints d'obéir à mes charmes funestes, Ont sur ce don fatal vomi toutes leurs pestes. L'amour à tous mes sens ne fut jamais si doux Que ce triste appareil à mon esprit jaloux. Ces herbes ne sont pas d'une vertu commune : Moi-même en les cueillant je fis pâlir la lune, Quand, les cheveux flottants, le bras et le pied nu, J'en dépouillai jadis un climat inconnu. Vois mille autres venins : cette liqueur épaisse Mêle du sang de l'hydre avec celui de Nesse ; Python eut cette langue ; et ce plumage noir Est celui qu'une harpie en fuyant laissa choir ; Par ce tison Althée assouvit sa colère, Trop pitoyable soeur et trop cruelle mère ; Ce feu tomba du ciel avec Phaéton, Cet autre vient des flots du pierreux Phlégéthon ; Et celui-ci jadis remplit en nos contrées Des taureaux de Vulcain les gorges ensoufrées. Enfin, tu ne vois là poudres, racines, eaux, Dont le pouvoir mortel n'ouvrît mille tombeaux : Ce présent déceptif a bu toute leur force, Et bien mieux que mon bras vengera mon divorce. Mes tyrans par leur perte apprendront que jamais... Mais d'où vient ce grand bruit que j'entends au palais ? Nérine sort, et Médée continue."")","('#oronte', 'Non, non, dans sa froideur extrême  Je vois le refus de son coeur. Quelque rival se cache, elle est aimée, elle aime ;  Je pourrai découvrir ce trop heureux Vainqueur, Et mon bras disputant cette noble victoire, Fera voir qui de nous en mérite la gloire. ')",0.19,Substitution
193,,"('#jason', ""L'Amour promet souvent plus qu'il ne peut tenir."")",1.0,Deletion
194,"('#nerine', ""Du bonheur de Jason, et du malheur d'Aegée : Madame, peu s'en faut qu'il ne vous ait vengée. Ce généreux vieillard, ne pouvant supporter Qu'on lui vole à ses yeux ce qu'il croit mériter, Et que sur sa couronne et sa persévérance L'exil de votre époux ait eu la préférence, A tâché par la force à repousser l'affront Que ce nouvel hymen lui porte sur le front. Comme cette beauté, pour lui toute de glace, Sur les bords de la mer contemplait la bonace, Il la voit mal suivie, et prend un si beau temps À rendre ses désirs et les vôtres contents De ses meilleurs soldats une troupe choisie Enferme la princesse, et sert sa jalousie ; L'effroi qui la surprend la jette en pâmoison ; Et tout ce qu'elle peut, c'est de nommer Jason. Ses gardes à l'abord font quelque résistance, Et le peuple leur prête une faible assistance ; Mais l'obstacle léger de ces débiles coeurs Laissait honteusement Créuse à leurs vainqueurs : Déjà presque en leur bord elle était enlevée..."")","('#oronte', ""Jugez mieux d'un Amant que le mépris outrage ; S'il forme une entreprise, il sait la soutenir."")",0.47,Substitution
195,"('#medee', ""Je devine la fin, mon traître l'a sauvée."")","('#jason', ""Vous savez à quels soins la guerre ici m'engage. Les troupes qu'aujourd'hui fait assembler le Roi,  N'attendent plus que moi."")",1.45,Substitution
196,"('#nerine', 'Oui, madame, et de plus Aegée est prisonnier : Votre époux à son myrte ajoute ce laurier ; Mais apprenez comment.')","('#oronte', ""Vos soupçons étaient vrais, j'ai vu, j'ai vu moi-même L'inexcusable trahison, Qui doit être le prix de votre amour extrême ; J'ai lu dans le coeur de Jason,  Il m'ôte la princesse, il l'aime. De tant de perfidie, ô Ciel, fais-nous raison."")",1.14,Substitution
197,"('#medee', ""N'en dis pas davantage : Je ne veux point savoir ce qu'a fait son courage ; Il suffit que son bras a travaillé pour nous, Et rend une victime à mon juste courroux. Nérine, mes douleurs auraient peu d'allégeance, Si cet enlèvement l'ôtait à ma vengeance ; Pour quitter son pays en est-on malheureux ? Ce n'est pas son exil, c'est sa mort que je veux. Elle aurait trop d'honneur de n'avoir que ma peine, Et de verser des pleurs pour être deux fois reine. Tant d'invisibles feux enfermés dans ce don, Que d'un titre plus vrai j'appelle ma rançon, Produiront des effets bien plus doux à ma haine."")","('#medee', ""Eût-il le ciel à ses voeux favorable,  Ne craignez point cet Hymen odieux ; Au pouvoir de Médée il n'est rien de semblable,  Elle asservit la terre, elle commande aux cieux. Je tiens la foudre suspendue, Mais si Créon ne cède pas, Il verra quelle peine est due À qui se fait le soutien des ingrats. "")",0.17,Substitution
198,"('#nerine', 'Par là vous vous vengez, et sa perte est certaine : Mais contre la fureur de son père irrité Où pensez-vous trouver un lieu de sûreté ?')","('#oronte', ""Pardonnez à ma faiblesse, L'amour a su m'engager. Un juste courroux vous presse ; Mais à ne rien ménager, Le plaisir de vous venger  Me rendra-t-il la princesse ?"")",0.38,Substitution
199,"('#medee', ""Si la prison d'Aegée a suivi sa défaite, Tu peux voir qu'en l'ouvrant je m'ouvre une retraite, Et que ses fers brisés, malgré leurs attentats, À ma protection engagent ses états. Dépêche seulement, et cours vers ma rivale Lui porter de ma part cette robe fatale : Mène-lui mes enfants, et fais-les, si tu peux, Présenter par leur père à l'objet de ses voeux."")","('#medee', ""Je me déclare pour vous. Jamais, quoique puissent faire, Les Dieux, Créüse et son père, Jason n'en sera l'époux :  Je me déclare pour vous. Laissez-moi seule ici ; dans ce que je médite J'ai besoin de calmer le trouble qui m'agite."")",0.57,Substitution
200,"('#nerine', ""Mais, madame, porter cette robe empestée, Que de tant de poisons vous avez infectée, C'est pour votre Nérine un trop funeste emploi : Avant que sur Créuse ils agiraient sur moi."")","('#medee', ""D'où me vient cette horreur ? Est-ce à moi de trembler ? Prête à punir la criminelle flamme  Qui cause les ennuis dont on m'ose accabler, Puis-je me souvenir que je suis mère et femme ?"")",0.45,Substitution
201,"('#medee', ""Ne crains pas leur vertu, mon charme la modère, Et lui défend d'agir que sur elle et son père. Pour un si grand effet prends un coeur plus hardi, Et sans me répliquer, fais ce que je te dis."")","('#nerine', 'Ses yeux sont égarés, ses pas sont incertains. Dieux, détournez ce que je crains.')",1.26,Substitution
202,"('#creon', ""Nous devons bien chérir cette valeur parfaite Qui de nos ravisseurs nous donne la défaite. Invincible héros, c'est à votre secours Que je dois désormais le bonheur de mes jours ; C'est vous seul aujourd'hui dont la main vengeresse Rend à Créon sa fille, à Jason sa maîtresse, Met Aegée en prison et son orgueil à bas, Et fait mordre la terre à ses meilleurs soldats."")","('#medee', ""Non, non, à la pitié je dois être inflexible.  Jason méprisera mon désespoir jaloux ? Venez, venez, fureurs, je m'abandonne à vous. Je prends une vengeance épouvantable, horrible ; Mais pour voir son supplice égaler mon courroux, C'est par l'endroit le plus sensible  Qu'il faut porter les derniers coups."")",0.02,Substitution
203,"('#pollux', ""Grand roi, l'heureux succès de cette délivrance Vous est beaucoup mieux dû qu'à mon peu de vaillance. C'est vous seul et Jason, dont les bras indomptés Portaient avec effroi la mort de tous côtés ; Pareils à deux lions dont l'ardente furie Dépeuple en un moment toute une bergerie. L'exemple glorieux de vos faits plus qu'humains Échauffait mon courage et conduisait mes mains : J'ai suivi, mais de loin, des actions si belles, Qui laissaient à mon bras tant d'illustres modèles. Pourrait-on reculer en combattant sous vous, Et n'avoir point de coeur à seconder vos coups ?"")","('#creon', ""Vos adieux sont-ils faits? Le murmure s'augmente, C'est aigrir les esprits que de ne céder pas. D'un peuple qui vous fait sortir de mes États Craignons la fureur insolente. "")",0.32,Substitution
204,"('#creon', ""Votre valeur, qui souffre en cette repartie, Ôte toute croyance à votre modestie : Mais puisque le refus d'un honneur mérité N'est pas un petit trait de générosité, Je vous laisse en jouir. Auteur de la victoire, Ainsi qu'il vous plaira, départez-en la gloire : Comme elle est votre bien, vous pouvez la donner. Que prudemment les dieux savent tout ordonner ! Voyez, brave guerrier, comme votre arrivée Au jour de nos malheurs se trouve réservée, Et qu'au point que le sort osait nous menacer, Ils nous ont envoyé de quoi le terrasser. Digne sang de leur roi, demi-dieu magnanime, Dont la vertu ne peut recevoir trop d'estime, Qu'avons-nous plus à craindre ? Et quel destin jaloux, Tant que nous vous aurons, s'osera prendre à nous ?"")","('#medee', ""Je pars, et ne veux-plus troubler votre repos, Mais je dois tenir ma promesse. Pour m'en voir dégagée, il faut que la Princesse Épouse le Prince d'Argos. À serrer ces beaux noeuds la gloire vous invite,  Pressez ce doux moment, l'hymen fait, je vous quitte."")",0.37,Substitution
205,"('#pollux', 'Appréhendez pourtant, grand prince.')","('#creon', ""Quelle audace vous porte à me parler ainsi, Vous, l'objet malheureux de tant de justes haines ? Ignorez-vous que je commande ici, Et que mes volontés y seront souveraines ?  C'est à moi seul de les régler."")",1.25,Substitution
206,"('#creon', 'Et quoi ?')",,1.0,Insertion
207,"('#pollux', ""Médée, Qui par vous de son lit se voit dépossédée. Je crains qu'il ne vous soit malaisé d'empêcher Qu'un gendre valeureux ne vous coûte bien cher. Après l'assassinat d'un monarque et d'un frère, Peut-il être de sang qu'elle épargne ou révère ? Accoutumée au meurtre, et savante en poison, Voyez ce qu'elle a fait pour acquérir Jason ; Et ne présumez pas, quoi que Jason vous die, Que pour le conserver elle soit moins hardie."")","('#medee', ""Créon, sur ton pouvoir cesse de t'aveugler. Tu prends une trompeuse idée De te croire en état de me faire la loi ; Quand tu te vantes d'être roi,  Souviens-toi que je suis Médée."")",0.51,Substitution
208,,"('#creon', ""Cet orgueil peut-il s'égaler !"")",1.0,Deletion
209,"('#creon', ""C'est de quoi mon esprit n'est plus inquiété ; Par son bannissement j'ai fait ma sûreté ; Elle n'a que fureur et que vengeance en l'âme : Mais en si peu de temps que peut faire une femme ? Je n'ai prescrit qu'un jour de terme à son départ."")","('#medee', ""Sur l'hymen de ta fille il m'a plu de parler ; En vain mon audace t'étonne. Plus puissante que toi dans tes propres États,  C'est moi qui le veux, qui l'ordonne : Tremble si tu n'obéis pas."")",0.35,Substitution
210,"('#pollux', ""C'est peu pour une femme, et beaucoup pour son art : Sur le pouvoir humain ne réglez pas les charmes."")",,1.0,Insertion
211,"('#creon', ""Quelques puissants qu'ils soient, je n'en ai point d'alarmes ; Et quand bien ce délai devrait tout hasarder, Ma parole est donnée, et je la veux garder."")","('#creon', ""Ah ! c'est trop en souffrir ; Gardes, qu'on la saisisse. Les Gardes vont pour saisir Médée, elle les touche de sa baguette, et en même temps ils tournent leurs armes les uns contre les autres."")",0.87,Substitution
212,"('#creon', 'Que font nos deux amants, Cléone ?')","('#creon', 'Que vois-je ! ah, justes Dieux ! Par quel mouvement furieux,  Vouloir que par vos mains chacun de vous périsse.')",1.7,Substitution
213,"('#cleone', ""La princesse, Seigneur, près de Jason reprend son allégresse ; Et ce qui sert beaucoup à son contentement, C'est de voir que Médée est sans ressentiment."")","('#medee', ""Montre ici ta puissance à retenir leurs bras ;  Sois Roi, si tu peux l'être, et suspens leurs combats. Créon veut s'avancer vers Médée, et les gardes l'environnent pour l'arrêter."")",0.78,Substitution
214,"('#creon', 'Et quel dieu si propice a calmé son courage ?')","('#creon', ""Quoi, lâches, contre-moi tous vos efforts s'unissent?"")",1.32,Substitution
215,"('#cleone', ""Jason, et ses enfants, qu'elle vous laisse en gage. La grâce que pour eux madame obtient de vous A calmé les transports de son esprit jaloux. Le plus riche présent qui fût en sa puissance À ses remerciements joint sa reconnaissance. Sa robe sans pareille, et sur qui nous voyons Du Soleil son aïeul briller mille rayons, Que la princesse même avait tant souhaitée, Par ces petits héros lui vient d'être apportée, Et fait voir clairement les merveilleux effets Qu'en un coeur irrité produisent les bienfaits."")","('#medee', ""Je plains ton triste sort, tes sujets te trahissent,  Mais ne crains rien de leur emportement ; Pour le faire cesser je ne veux qu'un moment. Elle fait un cercle en l'air avec sa baguette, et aussitôt on voit des fantômes sous la figure de femmes agréables."")",0.44,Substitution
216,"('#creon', ""Eh bien, qu'en dites-vous ? Qu'avons-nous plus à craindre ?"")",,1.0,Insertion
217,"('#pollux', 'Si vous ne craignez rien, que je vous trouve à plaindre.')","('#medee', 'Objets agréables, Fantômes aimables, Apaisez les fureurs  De ces farouches coeurs. ENTRÉE DES FANTÔMES. ')",0.99,Substitution
218,"('#creon', 'Un si rare présent montre un esprit remis.')","('#le-fantome', ""Après de mortelles alarmes, Qu'un heureux calme semble doux !"")",1.34,Substitution
219,"('#pollux', ""J'eus toujours pour suspects les dons des ennemis : Ils font assez souvent ce que n'ont pu leurs armes. Je connais de Médée et l'esprit et les charmes, Et veux bien m'exposer aux plus cruels trépas, Si ce rare présent n'est un mortel appas."")","('#le-choeur', ""Après de mortelles alarmes, Qu'un heureux calme semble doux ! "")",1.31,Substitution
220,"('#creon', ""Ses enfants si chéris, qui nous servent d'otages, Nous peuvent-ils laisser quelque sorte d'ombrages ?"")","('#fantome', ""Coeurs agitez d'un vain courroux, Cédez, rendez-vous à nos charmes. Où prendrez-vous des armes Qui tiennent contre nous ?"")",0.88,Substitution
221,"('#pollux', ""Peut-être que contre eux s'étend sa trahison, Qu'elle ne les prend plus que pour ceux de Jason, Et qu'elle s'imagine, en haine de leur père, Que n'étant plus sa femme, elle n'est plus leur mère. Renvoyez-lui, seigneur, ce don pernicieux, Et ne vous chargez point d'un poison précieux."")","('#le-choeur', ""Coeurs agitez d'un vain courroux,  Cédez, rendez-vous à nos charmes. Où prendrez-vous des armes Qui tiennent contre nous ?"")",0.68,Substitution
222,"('#cleone', ""Madame cependant en est toute ravie, Et de s'en voir parée elle brûle d'envie."")","('#creon', ""Par quel prodige, à moi-même contraire En voyant ces objets, n'ai-je plus de colère ? "")",1.31,Substitution
223,"('#pollux', ""Où le péril égale et passe le plaisir, Il faut se faire force, et vaincre son désir. Jason, dans son amour, a trop de complaisance De souffrir qu'un tel don s'accepte en sa présence."")","('#deux-fantomes', ""Tout ressent le pouvoir Du plaisir de nous voir. Une âme de glace S'en laisse émouvoir, En quoi que l'on fasse,  Le chagrin le plus noir Lui doit céder la place. Tout ressent le pouvoir ;I Du plaisir de nous voir."")",0.06,Substitution
224,"('#creon', 'Sans rien mettre au hasard, je saurai dextrement Accorder vos soupçons et son contentement. Nous verrons, dès ce soir, sur une criminelle, Si ce présent nous cache une embûche mortelle. Nise, pour ses forfaits destinée à mourir, Ne peut par cette épreuve injustement périr : Heureuse, si sa mort nous rendait ce service, De nous en découvrir le funeste artifice ! Allons-y de ce pas, et ne consumons plus De temps ni de discours en débats superflus.')",,1.0,Insertion
225,"('#aegee', ""Demeure affreuse des coupables, Lieux maudits, funeste séjour, Dont jamais avant mon amour Les sceptres n'ont été capables, Redoublez puissamment votre mortel effroi, Et joignez à mes maux une si vive atteinte, Que mon âme chassée, ou s'enfuyant de crainte, Dérobe à mes vainqueurs le supplice d'un Roi. Le triste bonheur où j'aspire ! Je ne veux que hâter ma mort, Et n'accuse mon mauvais sort Que de souffrir que je respire. Puisqu'il me faut mourir, que je meure à mon choix ; Le coup m'en sera doux, s'il est sans infamie : Prendre l'ordre à mourir d'une main ennemie, C'est mourir, pour un roi, beaucoup plus d'une fois. Malheureux prince, on te méprise Quand tu t'arrêtes à servir : Si tu t'efforces de ravir, Ta prison suit ton entreprise. Ton amour qu'on dédaigne et ton vain attentat D'un éternel affront vont souiller ta mémoire : L'un t'a déjà coûté ton repos et ta gloire ; L'autre va te coûter ta vie et ton état. Destin, qui punis mon audace, Tu n'as que de justes rigueurs ; Et s'il est d'assez tendres coeurs Pour compatir à ma disgrâce, Mon feu de leur tendresse étouffe la moitié, Puisqu'à bien comparer mes fers avec ma flamme, Un vieillard amoureux mérite plus de blâme Qu'un monarque en prison n'est digne de pitié. Cruel auteur de ma misère, Peste des coeurs, tyran des rois, Dont les impérieuses lois N'épargnent pas même ta mère, Amour, contre Jason tourne ton trait fatal ; Au pouvoir de tes dards je remets ma vengeance : Atterre son orgueil, et montre ta puissance À perdre également l'un et l'autre rival. Qu'une implacable jalousie Suive son nuptial flambeau ; Que sans cesse un objet nouveau S'empare de sa fantaisie ; Que Corinthe à sa vue accepte un autre roi ; Qu'il puisse voir sa race à ses yeux égorgée ; Et pour dernier malheur, qu'il ait le sort d'Aegée, Et devienne à mon âge amoureux comme moi !"")","('#le-choeur', ""Tout ressent le pouvoir  Du plaisir de nous voir. Une âme de glace S'en laisse émouvoir, Et quoi que l'on fasse, Le chagrin le plus noir  Lui doit céder la place. Tout ressent le pouvoir Du plaisir de nous voir. Les fantômes disparaissent, et les Gardes charmés de leur beauté abandonnent le Roi pour les suivre."")",0.38,Substitution
226,"('#aegee', ""Mais d'où vient ce bruit sourd ? Quelle pâle lumière Dissipe ces horreurs et frappe ma paupière ? Mortel, qui que tu sois, détourne ici tes pas, Et de grâce m'apprends l'arrêt de mon trépas, L'heure, le lieu, le genre ; et si ton coeur sensible À la compassion peut se rendre accessible, Donne-moi les moyens d'un généreux effort Qui des mains des bourreaux affranchisse ma mort."")","('#medee', ""Mon pouvoir t'est connu, j'ai mis ta garde en fuite, Pour te forcer à l'hymen que je veux,  Mon art secondera mes voeux, J'ai commencé, crains en la suite."")",0.21,Substitution
227,"('#medee', ""Je viens l'en affranchir : ne craignez plus, grand prince ; Ne pensez qu'à revoir votre chère province. Ni grilles ni verrous ne tiennent contre moi. Cessez, indignes fers, de captiver un roi : Est-ce à vous à presser les bras d'un tel monarque ? Et vous, reconnaissez Médée à cette marque, Et fuyez un tyran dont le forcènement Joindrait votre supplice à mon bannissement : Avec la liberté reprenez le courage. Elle donne un coup de baguette sur la porte de la prison, qui s'ouvre aussitôt, et en ayant tiré AEgée, elle en donne encore un sur ses fers qui tombent."")","('#creon', ""Quoi, l'on viendra me braver dans ma Cour ! Périsse tout plutôt que je l'endure."")",0.45,Substitution
228,"('#aegee', ""Je les reprends tous deux pour vous en faire hommage. Princesse, de qui l'art propice aux malheureux Oppose un tel miracle à mon sort rigoureux, Disposez de ma vie, et du sceptre d'Athènes : Je dois et l'une et l'autre à qui brise mes chaînes. Si votre heureux secours me tire de danger, Je ne veux en sortir qu'afin de vous venger ; Et si je puis jamais avec votre assistance Arriver jusqu'aux lieux de mon obéissance, Vous me verrez, suivi de mille bataillons, Sur ces murs renversés planter mes pavillons, Punir leur traître roi de vous avoir bannie, Dedans le sang des siens noyer sa tyrannie, Et remettre en vos mains et Créuse et Jason, Pour venger votre exil plutôt que ma prison."")","('#medee', ""Votre sang odieux lavera mon injure,  Ou les Dieux m'ôteront le jour. D'un indigne mépris c'est trop souffrir l'outrage. Viens, Fureur, c'est à toi d'achever mon ouvrage.  La Fureur paraît avec son flambeau, et passe par devant Créon."")",0.0,Match
229,"('#medee', ""Je veux une vengeance et plus haute et plus prompte ; Ne l'entreprenez pas, votre offre me fait honte : Emprunter le secours d'aucun pouvoir humain, D'un reproche éternel diffamerait ma main. En est-il, après tout, aucun qui ne me cède ? Qui force la nature, a-t-il besoin qu'on l'aide ? Laissez-moi le souci de venger mes ennuis, Et par ce que j'ai fait jugez ce que je puis ; L'ordre en est tout donné, n'en soyez point en peine : C'est demain que mon art fait triompher ma haine ; Demain je suis Médée, et je tire raison De mon bannissement et de votre prison."")","('#creon', ""Noires Divinités, que voulez-vous de moi ? Impitoyables Euménides,  Vous faut-il le sang des perfides Qui n'ont pas respecté leur roi ? Mais où suis-je ? Et d'où vient tout_à_coup ce silence ? Le Ciel s'arme de feux. Ah, c'est pour ma vengeance. Courons, n'épargnons rien. Quels terribles éclats ?  Où veux-je aller ? Tout tremble sous mes pas. Tout s'abîme, la terre s'ouvre. Dans ses gouffres profonds quels monstres je découvre ! Ils saisissent Médée. Ah, ne la quittez pas. Les sombres flots du Styx n'ont rien qui m'épouvante.  Pour la voir condamnée aux plus cruels tourments, Je vais apprendre à Radamante Jusqu'où va la noirceur de ses enchantements."")",0.15,Substitution
230,"('#aegee', 'Quoi ! Madame, faut-il que mon peu de puissance Empêche les devoirs de ma reconnaissance ? Mon sceptre ne peut-il être employé pour vous ? Et vous serai-je ingrat autant que votre époux ?')","('#nerine', ""On ne peut sans effroi soutenir sa présence. Il court de toutes parts, menaçant, furieux,  Dans ce funeste état tout ce qu'il voit l'offense ; La Princesse elle seule, en s'offrant à ses yeux, Semble de sa fureur calmer la violence ;  Il s'arrête, il soupire, et garde un long silence."")",0.56,Substitution
231,,"('#medee', 'Et que dit son heureux amant ? ')",1.0,Deletion
232,"('#medee', ""Si je vous ai servi, tout ce que j'en souhaite, C'est de trouver chez vous une sûre retraite, Où de mes ennemis menaces ni présents Ne puissent plus troubler le repos de mes ans ; Non pas que je les craigne : eux et toute la terre À leur confusion me livreraient la guerre ; Mais je hais ce désordre, et n'aime pas à voir Qu'il me faille pour vivre user de mon savoir."")","('#nerine', ""Jason ignore encor ce triste événement. Occupé par les soins que la guerre demande, Il range avec nos chefs les troupes qu'il commande."")",1.14,Substitution
233,"('#aegee', ""L'honneur de recevoir une si grande hôtesse De mes malheurs passés efface la tristesse. Disposez d'un pays qui vivra sous vos lois, Si vous l'aimez assez pour lui donner des rois : Si mes ans ne vous font mépriser ma personne, Vous y partagerez mon lit et ma couronne ; Sinon, sur mes sujets faites état d'avoir, Ainsi que sur moi-même, un absolu pouvoir. Allons, madame, allons ; et par votre conduite Faites la sûreté que demande ma fuite."")","('#medee', ""Que d'horreur ! que de maux suivront sa trahison ! C'est lui seul qui les cause, il m'en fera raison ;  Vengeons nous. Ma fureur, à tant de rois fatale, A-t-elle assez de ma rivale ? Non, s'il ose garder ses sentiments ingrats, Si toujours il perd la mémoire De ce que j'ai fait pour sa gloire,  Il aime ses enfants, ne les épargnons pas. Ne les épargnons pas ! Ah, trop barbare mère ! Quel crime ont-il commis pour leur percer le sein ? Nature, tu parles en vain, Leur crime est assez grand d'avoir Jason pour Père.  Quel désespoir m'aveugle et m'emporte contre eux ? Leur âge permet-il cet affreux parricide, Et sont-ils criminels pour être malheureux ? Quoi, je craindrai de punir un perfide ! De ses voeux triomphants ma mort serait l'effet !  Oublions l'innocence, et voyons le forfait.  Une indigne pitié me les fait reconnaître ; C'est mon rang, il est vrai, mais c'est le sang d'un traitre. Puis-je trop acheter, en les faisant périr, La douceur de le voir souffrir ? "")",0.13,Substitution
234,"('#medee', ""Ma vengeance n'aurait qu'un succès imparfait : Je ne me venge pas, si je n'en vois l'effet ; Je dois à mon courroux l'heur d'un si doux spectacle. Allez, prince, et sans moi ne craignez point d'obstacle ; Je vous suivrai demain par un chemin nouveau. Pour votre sûreté conservez cet anneau : Sa secrète vertu, qui vous fait invisible, Rendra votre départ de tous côtés paisible. Ici, pour empêcher l'alarme que le bruit De votre délivrance aurait bientôt produit, Un fantôme pareil et de taille et de face, Tandis que vous fuirez, remplira votre place. Partez sans plus tarder, prince chéri des dieux, Et quittez pour jamais ces détestables lieux."")","('#creuse', ""Si la pitié vous peut trouver sensible, Voyez une princesse en pleurs, Qui vient vous demander la fin de ses malheurs : À votre art rien n'est impossible. Pour garantir l'État des maux que je prévois,  Si la pitié vous peut trouver sensible, Apaisez la fureur du Roi."")",0.06,Substitution
235,"('#aegee', ""J'obéis sans réplique, et je pars sans remise. Puisse d'un prompt succès votre grande entreprise Combler nos ennemis d'un mortel désespoir, Et me donner bientôt le bien de vous revoir."")","('#medee', ""Si vous voulez obtenir ce miracle, C'est au Prince d'Argos qu'il faut vous adresser.  Par son hymen vos maux doivent cesser, Vos désirs n'auront point d'obstacle : Mais je veux qu'en ce même jour,  En recevant sa foi, vous payez son amour."")",0.38,Substitution
236,"('#theudas', 'Ah ! Déplorable prince ! Ah ! Fortune cruelle ! Que je porte à Jason une triste nouvelle ! Médée, lui donnant un coup de baguette qui le fait demeurer immobile.')",,1.0,Insertion
237,"('#medee', ""Arrête, misérable, et m'apprends quel effet A produit chez le roi le présent que j'ai fait."")","('#creuse', ""Sur cet hymen quel parti puis-je prendre, Quand d'un père et d'un roi le ciel m'a fait dépendre ? "")",0.84,Substitution
238,"('#theudas', ""Dieux ! Je suis dans les fers d'une invisible chaîne !"")","('#medee', ""J'ai parlé, c'est assez ; ne cherchez plus qu'en moi, Le pouvoir d'un père et d'un roi."")",1.47,Substitution
239,"('#medee', 'Dépêche, ou ces longueurs attireront ma haine.')","('#creuse', 'Pourquoi précipiter un dessein...')",0.88,Substitution
240,"('#theudas', ""Apprenez donc l'effet le plus prodigieux Que jamais la vengeance ait offert à nos yeux. Votre robe a fait peur, et sur Nise éprouvée, En dépit des soupçons, sans péril s'est trouvée ; Et cette épreuve a su si bien les assurer, Qu'incontinent Créuse a voulu s'en parer ; Mais cette infortunée à peine l'a vêtue, Qu'elle sent aussitôt une ardeur qui la tue : Un feu subtil s'allume, et ses brandons épars Sur votre don fatal courent de toutes parts ; Et Cléone et le roi s'y jettent pour l'éteindre ; Mais (ô nouveau sujet de pleurer et de plaindre ! ) Ce feu saisit le roi : ce prince en un moment Se trouve enveloppé du même embrasement."")","('#medee', ""Point d'excuse. Du trouble où je vous mets je connais la raison ; Quand au Prince d'Argos votre coeur se refuse,  Il veut se garder à Jason."")",0.6,Substitution
241,,"('#creuse', 'Se garder à Jason ?')",1.0,Deletion
242,"('#medee', ""Courage ! Enfin il faut que l'un et l'autre meure."")",,1.0,Insertion
243,"('#theudas', ""La flamme disparaît, mais l'ardeur leur demeure, Et leurs habits charmés, malgré nos vains efforts, Sont des brasiers secrets attachés à leurs corps : Qui veut les dépouiller, lui-même les déchire, Et ce nouveau secours est un nouveau martyre."")","('#medee', ""Je sais sa perfidie, En lui vous aviez un amant ; Mais on n'offense pas Médée impunément ; D'une entreprise si hardie  L'univers étonné verra le châtiment."")",0.66,Substitution
244,,"('#creuse', ""Ah, reprenez Jason, et me rendez mon père. Que Jason parte, et qu'il fuie avec vous."")",1.0,Deletion
245,"('#medee', 'Que dit mon déloyal ? Que fait-il là dedans ?')",,1.0,Insertion
246,"('#theudas', ""Jason, sans rien savoir de tous ces accidents, S'acquitte des devoirs d'une amitié civile À conduire Pollux hors des murs de la ville, Qui va se rendre en hâte aux noces de sa soeur, Dont bientôt Ménélas doit être possesseur ; Et j'allais lui porter ce funeste message."")","('#medee', 'Non, de ma main vous prendrez un époux ; Ce seul moyen peut satisfaire  Les transports de mon coeur jaloux.')",0.86,Substitution
247,"('#medee', 'Va, tu peux maintenant achever ton voyage.')","('#le-choeur', 'Ah, funeste revers ! fortune impitoyable ! Corinthe, hélas ! que vas-tu devenir ?')",1.27,Substitution
248,,"('#creuse', ""Que ce grand bruit m'est redoutable !"")",1.0,Deletion
