corneillet-medee,quinault-thesee,Score
-,"('#medee', ""Achevez de savoir de quoi je suis capable ; La plus horrible mort n'a rien de comparable Au coup qui vous menace en ce fatal instant : Moi-même j'en frémis tant il est effroyable."")",0.0
-,"('#aegle', ""Est-ce un crime si punissable D'avoir un coeur tendre et constant ?"")",0.0
-,"('#medee', ""Il n'est que trop aisé de percer un coeur tendre : Toute ma rage enfin va paraître à vos yeux."")",0.0
-,"('#aegle', ""Quel spectacle vient me surprendre ? C'est Thésée endormi qu'on transporte en ces lieux."")",0.0
-,"('#medee', ""Venez à mon secours implacables furies. Que le sang innocent recommence à couler ; Il faut encor nous signaler Par de nouvelles barbaries, Venez à mon secours implacables furies. Les furies sortent tenant un tison ardent d'une main, et un couteau de l'autre."")",0.0
-,"('#aegle', 'Faut-il voir contre moi tous les enfers armés ?')",0.0
-,"('#medee', ""Tremblez en apprenant quel est votre supplice. Votre amant va périr, c'est vous qui m'animez À m'en faire à vos yeux un affreux sacrifice."")",0.0
-,"('#aegle', ""Vous pouvez vouloir qu'il périsse ? Et vous dites que vous l'aimez ?"")",0.0
-,"('#medee', ""Il faut voir qui des deux l'aimera davantage, Plutôt que le céder, j'aime mieux que la mort En fasse entre nous le partage, Et l'amour n'en est que plus fort Quand il passe jusqu'à la rage. Dépêchez, achevez votre sanglant ouvrage. Elle parle aux furies."")",0.0
-,"('#aegle', ""Arrêtez, retenez leurs coups, J'épouserai le roi, je suivrai votre envie : Je cède ce héros, que son cour soit à vous, Rien ne m'est si cher que sa vie."")",0.0
-,"('#medee', 'Mais aurez-vous bien le pouvoir De lui paraître ingrate, insensible, volage ?')",0.0
-,"('#aegle', ""C'est lui faire un cruel outrage, J'aimerais mieux ne le point voir."")",0.0
-,"('#medee', ""Non il faut lui montrer une âme déloyale Qui l'immole sans peine à la grandeur royale Tandis que je feindrai d'agir en sa faveur : Enfin je veux gagner son cour Par le secours de ma rivale."")",0.0
-,"('#aegle', 'Dieux ! Quelle contrainte fatale !')",0.0
-,"('#medee', 'Pour le prix de ses jours attirez ses mépris, Ou je vais...')",0.0
-,"('#aegle', ""Non, qu'il vive, il n'importe à quel prix : Je veux tout, je puis tout pour sauver ce que j'aime ; Mon amour vous promet de se trahir lui-même."")",0.0
-,"('#medee', 'Cessez donc de trembler : voyez en un moment Changer ces lieux affreux en un séjour charmant.')",0.0
-,"('#medee', ""Voyez ce que j'ai soin de faire Pour un trop malheureux amant."")",0.0
-,"('#thesee', ""Où suis-je ? Et d'où me vient ce nouvel ornement ?"")",0.0
-,"('#medee', ""J'ai voulu vous aider à plaire."")",0.0
-,"('#thesee', 'Mon épée ! Ah rendez-la moi.')",0.0
-,"('#medee', ""On va vous l'apporter. Si vous craignez le roi, Je serai vos plus fortes armes."")",0.0
-,"('#thesee', 'Après tout ce que je vous dois... Est-ce vous ? Ma princesse, est-ce vous que je vois ? Mais où détournez-vous vos regards pleins de charmes ? Il aperçoit AEglé.')",0.0
-,"('#medee', 'Quoy ? Vous ne tournez pas les yeux Sur un amant si glorieux ?')",0.0
-,"('#thesee', 'Belle AEglé, dites-moi, quel crime ai-je pu faire ?')",0.0
-,"('#medee', ""N'appreéhendez-vous point qu'on ose se venger ?"")",0.0
-,"('#thesee', ""Non, elle aura beau m'outrager, Elle me sera toujours chère."")",0.0
-,"('#medee', ""Tant d'amour ne vous touche pas ? Ingrate, croyez-vous qu'un trône ait plus d'appas ?"")",0.0
-,"('#thesee', ""Vous m'aviez tant promis de n'être point légère ?"")",0.0
-,"('#medee', ""De quoi ne vient point à bout Un roi qui veut plaire ? La constance ne tient guère Contre un amant qui peut tout. Le roi doit redouter que mon dépit n'éclate : Pour regagner son cour, je vais encor le voir. Essayez, cependant, d'attendrir cette ingrate : Si tous nos soins unis ne peuvent l'émouvoir, Votre amour seul peut-être aura plus de pouvoir."")",0.0
-,"('#thesee', ""AEglé ne m'aime plus, et n'a rien à me dire ? Qu'avez-vous fait des noeuds que l'amour fit pour nous ? Quoi pour les briser tous. Un jour, un seul jour peut suffire ? J'aurais abandonné le plus puissant empire Pour garder des liens si doux."")",0.0
-,"('#aegle', ""Cessez d'aimer une volage ; Servez-vous de votre courage Pour chercher un plus heureux sort."")",0.0
-,"('#thesee', ""Je ne m'en servirai que pour chercher la mort. Si la belle AEglé m'est ravie Je ne prétends plus rien : Je perds l'unique bien Qui m'aurait fait aimer la vie."")",0.0
"('#creuse', 'Hélas !')","('#aegle', 'Hélas !')",1.0000001192092896
