,barante-arlequin-misanthrope,dufresny-depart-des-comediens,Cost,Operation Type
448,"('#monsieur-de-la-cabriole', 'Mais enfin, si vous voulez nous croire, vous ferez dans votre nouvelle Ville, une Académie de Danse et de Musique.')",,1.0,Insertion
449,"('#monsieur-de-geresol', ""Il n'y a pas de divertissement plus agréable au public, ni plus utile aux particuliers."")",,1.0,Insertion
450,"('#arlequin', ""Il est vrai que personne ne se plaint de l'Opéra, et que tout le monde y trouve son compte."")",,1.0,Insertion
451,"('#monsieur-de-la-cabriole', ""Son compte !  Et sans l'Opéra que deviendraient les bons airs, les pieds bien tournés, les visages plâtrés, et les jolis gosiers ?"")",,1.0,Insertion
452,"('#arlequin', ""Il est vrai.  Sans l'Opéra comment subsisteraient tant d'honnêtes fainéants ?  Que deviendraient tant de beautés, qui tirent tout leur mérite de l'Orchestre ?"")",,1.0,Insertion
453,"('#monsieur-de-la-cabriole', ""L'Opéra est un trésor inépuisable dont on ne voit jamais le fonds."")",,1.0,Insertion
454,"('#monsieur-de-geresol', ""C'est un abyme, un labyrinthe de ressources qu'on ne connaît qu'à mesure qu'on les creuse."")",,1.0,Insertion
455,"('#monsieur-de-la-cabriole', ""Tout y rapporte son revenu jusqu'aux rides d'une Coquette surannée."")",,1.0,Insertion
456,"('#monsieur-de-geresol', ""C'est une terre où on sème des sons et des gambades pour recueillir des pistoles."")",,1.0,Insertion
457,"('#arlequin', 'Mais encore, sur quoi assignez-vous les trente milles pistoles de rente que vous proposez ?')",,1.0,Insertion
458,"('#monsieur-de-la-cabriole', 'Sur la souplesse de mon jarret. Il saute.')",,1.0,Insertion
459,"('#monsieur-de-geresol', 'Sur la douceur de mon gosier. Il fredonne.')",,1.0,Insertion
460,"('#monsieur-de-la-cabriole', ""Sur la fraîcheur d'Oriane."")",,1.0,Insertion
461,"('#monsieur-de-geresol', 'Sur les petites façons de Corisande.')",,1.0,Insertion
462,"('#monsieur-de-la-cabriole', 'Sur les Minauderies des Chanteuses.')",,1.0,Insertion
463,"('#monsieur-de-geresol', 'Sur le blanc et le rouge des Danseuses.')",,1.0,Insertion
464,"('#arlequin', ""Sur les brouillards de la rivière de Seine, et sur la constance de l'amour.  Je ne vois point mes sûretés là-dedans, et il me semble qu'une Chacone, et une Sarabande ne sont pas des Marchandises de bon débit."")",,1.0,Insertion
465,"('#monsieur-de-la-cabriole', ""Hé, morbleu, si vous êtes si délicat, tant pis pour vous ; mais sachez qu'aujourd'hui dans le commerce, les meilleures Lettres de Change sont celles qu'on tire sur l'Opéra."")",,1.0,Insertion
466,"('#monsieur-de-geresol', ""Et qu'un créancier remet toujours le tiers de la dette, pour une rescription sur la Caisse de l'Académie Royale de Danse et de Musique."")",,1.0,Insertion
467,"('#arlequin', ""Je le crois.  Mais je ne suis point tenté ; je ne veux dans la ville que je bâtis, ni Musiciens, ni Danseurs, il n'y aura que des gens sobres."")",,1.0,Insertion
468,"('#monsieur-de-la-cabriole', ""Ma foi, Monsieur le petit fondateur, nous y perdrons beaucoup !  La menace est terrible, mais l'Opéra de Lyon nous tend les bras."")",,1.0,Insertion
469,"('#monsieur-de-geresol', ""En tous cas, il ne tiendra qu'à nous d'assister au rétablissement de celui de Rouen."")",,1.0,Insertion
470,"('#arlequin', 'À la bonne heure.')",,1.0,Insertion
471,"('#monsieur-de-la-cabriole', ""Pour votre petite Bicoque, tout y sera de travers, et puisque vous en excluez les Maîtres à Danser, jamais rien n'y sera sur le bon pied."")",,1.0,Insertion
472,"('#arlequin', 'Soit.')","('#octave', 'Moi ?  Rien.')",0.38,Substitution
473,"('#monsieur-de-geresol', 'Que les habitants de cette Ville ne puissent jamais ouvrir la bouche sans détonner.')",,1.0,Insertion
474,"('#monsieur-de-la-cabriole', 'Que quand ils voudront danser la Courante, ils dansent le Rigodon.')",,1.0,Insertion
475,"('#monsieur-de-geresol', ""Qu'ils chantent par bécarre les airs de bémol."")",,1.0,Insertion
476,"('#monsieur-de-la-cabriole', ""En un mot, qu'ils soient impolis, malfaits, et sans goût, comme des gens qui méprisent la danse et la Musique."")",,1.0,Insertion
477,"('#monsieur-de-geresol', 'Que les femmes y aient des maris jaloux, et soupirent inutilement après un Maître à Chanter, pour rendre leurs Billets.')",,1.0,Insertion
478,"('#arlequin', 'Quelles imprécations !  Mais voici mon Architecte.')",,1.0,Insertion
479,"('#madame-de-l-architrave', ""Ma foi, Monsieur, voilà qui ne va point mal, j'ai mis bien des gens en besogne, la Ville s'avance, et nos Ouvriers travaillent comme il faut."")",,1.0,Insertion
480,"('#arlequin', 'Comment, travaillent ?  À peine avez-vous eu le temps de faire le plan de ce que vous avez à bâtir ?')",,1.0,Insertion
481,"('#madame-de-l-architrave', ""Bon !  Vous me prenez donc pour un architecte d'eau-douce ?  J'ai déjà fait mettre des Écriteaux pour attirer des Acheteurs et des Locataires."")",,1.0,Insertion
482,"('#arlequin', 'Elle est folle ?  Quoi, des maisons qui ne sont pas encore faites...')",,1.0,Insertion
483,"('#madame-de-l-architrave', ""Vous voilà bien nouveau !  Et ne savez-vous pas qu'il est à présent du bel usage de vendre les maisons dix ans avant d'en jeter les premiers fondements ?"")",,1.0,Insertion
484,"('#arlequin', ""D'accord.  Mais il faut..."")",,1.0,Insertion
485,"('#madame-de-l-architrave', 'Et, que diriez-vous donc, si je vous montrais à présent les troisièmes étages tout faits ?')",,1.0,Insertion
486,"('#arlequin', 'Je dirais, je dirais...  Morbleu, je ne dirais rien, et je dis que vous êtes une extravagante.')",,1.0,Insertion
487,"('#madame-de-l-architrave', ""Mais sérieusement je vous dis, que c'est là ma manière, je commence toujours par le haut, on travaille ensuite au reste."")",,1.0,Insertion
488,"('#arlequin', 'La folle !')",,1.0,Insertion
489,"('#madame-de-l-architrave', ""Chacun a son humeur, les uns bâtissent sur la terre, d'autres sur la mer : pour moi l'air est mon élément ; je bâtis toujours en l'air.  Mais parlons d'autre chose.  Ces trois filles, ou soi-disant telles, qui ont deux doigts de plâtre sur le nez, et qui sont arrivées avec un vieux Commandeur dans un Carrosse, dont les chevaux semblaient prêts à rendre l'âme..."")",,1.0,Insertion
490,"('#arlequin', 'Hé bien ?')","('#arlequin', 'Rien ?')",0.44,Substitution
491,"('#madame-de-l-architrave', ""Hé bien, elles disent qu'elles c'accommoderont du troisième étage de la maison qui fera le coin auprès du Marché, à condition que vous leur ferez faire une allée à part, et une porte de derrière sur la petite rue."")",,1.0,Insertion
492,"('#arlequin', ""Les allées à part, et les portes de derrière sont merveilleuses, pour donner de l'air à l'honneur d'une femme.  Mais gare le serein."")",,1.0,Insertion
493,"('#madame-de-l-architrave', ""C'est de l'argent comptant, elles paieront le premier quartier d'avance."")",,1.0,Insertion
494,"('#arlequin', ""Elles feront bien.  Tout le monde n'est pas en humeur de se payer par ses mains comme leur dernier hôte."")",,1.0,Insertion
495,"('#madame-de-l-architrave', ""Il est encore venu un procureur qui prendra la maison la plus élevée de la grande rue : mais il lui faut cinq pièces parquetées au premier étage.  C'est pour loger sa femme."")",,1.0,Insertion
496,"('#arlequin', ""Un Procureur ?  Je ne veux point de cette vermine dans l'enceinte des murs.  Aux Faubourgs, aux Faubourgs."")",,1.0,Insertion
497,"('#madame-de-l-architrave', 'Ah, Monsieur, gardez-vous en bien ; il ferait payer à ses parties ce qui lui en coûterait pour se faire voiturer au Palais.  Nous ne sommes pas dans un temps où les Procureurs puissent aller à pied.')",,1.0,Insertion
498,"('#arlequin', ""Madame de l'Architrave ?"")",,1.0,Insertion
499,"('#madame-de-l-architrave', 'Monsieur ?')","('#octave', 'Rien du tout.')",1.02,Substitution
500,"('#arlequin', 'Avez-vous fait le plan des petites maisons ?')",,1.0,Insertion
501,"('#madame-de-l-architrave', 'Des petites maisons ?  Et vous ne voulez, dites-vous, que des gens raisonnables.')",,1.0,Insertion
502,"('#arlequin', 'Il me faut des petites maisons, vous dis-je.  Mais je les voudrais petites, petites.')",,1.0,Insertion
503,"('#madame-de-l-architrave', ""Et pourquoi si petites, dès qu'il vous en faut ?"")","('#arlequin', ""Faire rien serait un excellent emploi, s'il y avait des appointements."")",1.54,Substitution
504,"('#arlequin', ""C'est que j'y veux enfermer les gens raisonnables, de peur que le commerce des autres ne les gâte.  Vous voyez qu'il ne faut pas pour cela grand espace."")","('#octave', 'Je ne ferai rien, vous dis-je ; et si, je gagnerai plus que pas un de la troupe.')",1.16,Substitution
505,"('#madame-de-l-architrave', ""À propos, que voulez-vous faire de ce grand Hôpital d'Incurables ?"")","('#arlequin', 'Apprenez-moi votre secret.')",1.79,Substitution
506,"('#arlequin', ""Diable, faites-le grand.  Je le destine pour loger les Marchands qui vendent à crédit aux gens de Cour, les vieilles qui épousent de jeunes gens, s'il y avait place, j'y logerais aussi les amants contemplatifs et les filles qui s'embarquent sur la parole des épouseurs."")","('#octave', ""Je me lèverai tous les jours à dix heures ; et de là jusqu'à midi, je tiendrai conseil à ma toilette sur les ajustements de l'habit du jour."")",0.82,Substitution
507,"('#madame-de-l-architrave', ""On y travaille déjà, il sera au coin de la grande place vis-à-vis de l'horloge."")",,1.0,Insertion
508,"('#arlequin', ""Comment l'horloge ?  Je ne veux dans ma Ville ni horloge ni cadran."")",,1.0,Insertion
509,"('#madame-de-l-architrave', ""Point d'horloge ?"")",,1.0,Insertion
510,"('#arlequin', ""Non, sans doute, je veux qu'on fasse toutes choses selon l'occasion, et l'opportunité, et qu'on ne se règle pas sur un coup de marteau.  D'ailleurs, les femmes des gens de Robe n'entendant pas sonner les heures, ne se précautionneront pas contre l'arrivée de leur mari, qui trouvera au retour du Palais, les Galants à la toilette de sa femme."")","('#arlequin', ""Oui : mais ces ajustements de l'habit du jour, où les prendrez-vous, si vous n'avez point de métier pour les gagner."")",0.98,Substitution
511,"('#madame-de-l-architrave', 'Quelle malice !')","('#octave', 'Où je les prendrai ?  Ah, ah ! Où je les prendrai !  Je vois bien que tu ne te connais pas en physionomie. Il rit.')",1.28,Substitution
512,,"('#arlequin', ""Ah, ah, je vous entends. C'est-à-dire, vous dépenserez les libéralités de quelque vieille dupe, qui se sera fort mal à propos coiffée de votre noire peau."")",1.0,Deletion
513,"('#arlequin', ""Et les écornifleurs n'entendant jamais sonner midi, ne se précautionneront pas pour dîner en Ville."")","('#octave', 'À midi, je prendrai un consommé.  À...')",1.21,Substitution
514,"('#madame-de-l-architrave', ""Oh ; pour cela, précaution inutile, je vous garantis les parasites suffisamment avertis par l'acide de leur estomac, et assez réveillés par l'odeur des viandes.  Mais qui est cet homme qui vient ?  Ne serait-ce point quelque futur habitant ?"")",,1.0,Insertion
515,"('#arlequin', 'Nous allons voir.')",,1.0,Insertion
516,"('#madame-de-l-architrave', ""Pour moi je vais donner ordre à tout, afin que les choses s'avancent."")",,1.0,Insertion
517,"('#le-libraire', ""Vous voyez, Monsieur, un homme qui, si la fortune lui en avait dit, se serait tenu en carrosse aussi bien qu'un autre.  Je n'ai jamais manqué de coeur, Dieu merci, et j'ai bien autant d'ambition qu'aucun Libraire de Paris."")","('#arlequin', ""Je vous quitte de ce détail-là ; je sais par coeur le journal coquet d'un comédien distingué.  Mais, faites-vous réflexion que nous fermons le théâtre, et qu'en France on oublie bien vite ce qu'on n'a plus devant les yeux ?  Croyez-moi, quelque mérite qu'ait un acteur, il cesse de briller quand le théâtre ne le met plus en vogue."")",0.48,Substitution
518,"('#arlequin', ""Ce n'est pas peu."")",,1.0,Insertion
519,"('#le-libraire', ""Quant à moi, je crus en m'établissant, qu'une belle femme était le premier ornement d'une bibliothèque, et qu'un joli minois faisait plus d'effet derrière un comptoir que cent in-folio sur des tablettes."")",,1.0,Insertion
520,"('#arlequin', ""Il y a du vrai à cela, au moins ; et je connais plus d'un marchand dont l'étalage vaut mieux que le fonds."")",,1.0,Insertion
521,"('#le-libraire', 'Je choisis pour épouse une jeune personne, belle, bien faite, de bon air, et par-dessus cela, bel esprit, et bel esprit juré.')",,1.0,Insertion
522,"('#arlequin', ""Ce dernier point n'est pas tout à fait décisif pour la paix du ménage, et pour la douceur du commerce.  Mais enfin, votre moitié vous attirait-elle bien des chalands ?"")","('#octave', ""Je veux me retirer vous dis-je.  Le mérite le plus caché est celui que les dames recherchent avec le plus d'empressement."")",1.05,Substitution
523,"('#le-libraire', ""Mon heureuse Boutique ne désemplissait point : à quelque heure qu'on y vint, on y trouvait gens d'Épée, de Robe, de Finance, Abbés et surtout grand nombre de Provinciaux."")","('#arlequin', ""Il est certain négoce où l'on perd beaucoup en quittant boutique."")",1.17,Substitution
524,"('#arlequin', ""Tous ces gens-là attirés bien plus par les agréments du tendron que par l'envie d'acheter des Livres."")",,1.0,Insertion
525,"('#le-libraire', ""C'est ce que je n'ai jamais bien pu décider ; car quoi qu'ils parussent fort empressés auprès de ma femme, et qu'il n'y en eût pas un, qui par-ci par là, ne lui décochât quelque fleurette, ils ne laissaient pas d'acheter fort cher les bagatelles que me fournissaient trois grands diseurs de rien, et un Auteur femelle, dont la plume avait encore plus de rapidité que la langue."")",,1.0,Insertion
526,"('#arlequin', ""Je ne m'étonne pas si elle a fait tant de Volumes."")",,1.0,Insertion
527,"('#le-libraire', ""C'était une aimable femme.  Elle faisait un Livre en une nuit."")",,1.0,Insertion
528,"('#arlequin', ""Les jolies femmes de ce temps-ci, n'emploient pas si mal les leurs.  Mais comment en usait la vôtre ?"")",,1.0,Insertion
529,"('#le-libraire', ""Le mieux du monde, et je n'ai jamais vu personne se plaindre d'elle."")",,1.0,Insertion
530,"('#arlequin', ""Femme si accommodante accommode pour l'ordinaire un mari de toutes pièces."")",,1.0,Insertion
531,"('#le-libraire', ""Oh, pour moi j'ai cela de bon, je ne suis point sujet au mal de tête.  Il est vrai que quelques contrôleurs de profession remarquaient que de mes enfants aucun ne me ressemblait, et qu'ils avaient de l'air, l'un d'un Colonel, l'autre d'un jeune Magistrat, à qui j'ai dressé une Bibliothèque de Romans."")",,1.0,Insertion
532,"('#arlequin', ""C'est-à-dire qu'il en était de vos enfants comme de ces Livres dont l'Épître dédicatoire est sous votre nom ?  Vous faites les honneurs de l'ouvrage d'autrui."")",,1.0,Insertion
533,"('#le-libraire', ""Ma foi, si on regardait de près, on trouverait autant de plagiaires dans les familles que dans la République des Lettres.  Heureux qui sait s'accommoder de sa femme !  Je me trouvais fort bien de la mienne ; et tant qu'elle a été jeune et jolie, j'ai triomphé.  Mais à présent qu'elle n'est que jolie sans être jeune..."")",,1.0,Insertion
534,"('#arlequin', ""Vous n'avez plus cette affluence dans votre Boutique ?"")","('#octave', ""On n'a que faire d'enseigne, quand on est bien achalandé."")",1.35,Substitution
535,"('#le-libraire', ""Pardonnez-moi, j'ai encore assez de gens chez moi.  Mais, Monsieur, ma femme a plus de quarante ans."")",,1.0,Insertion
536,"('#arlequin', ""Ainsi ils n'y viennent que pour la conversation ?"")",,1.0,Insertion
537,"('#le-libraire', 'Justement.  Ils ont fait de ma Boutique une Académie de beaux esprits, où ma femme régente parmi les Historiens, les Poètes, et les diseurs de bons mots.')",,1.0,Insertion
538,"('#arlequin', 'Il faut bien de ces gens-là pour échauffer une Cuisine.')",,1.0,Insertion
539,"('#le-libraire', ""Que voulez-vous, j'ai dupé le public, et le public m'a dupé ; chacun à son tour...  Je lui troquais d'abord des bagatelles pour de bon argent, il les prenait avidement ; je crus qu'il se laisserait tromper plus longtemps, et me donnerait celui de faire une fortune complète."")","('#arlequin', ""Quand on trafique des colifichets, et qu'on n'a que des babioles à vendre, il faut étaler en place marchande pour en avoir le débit.  En un mot, je ne veux point m'associer avec vous."")",0.86,Substitution
540,"('#arlequin', ""Le public est un compère capricieux dont il faut brusquer le goût : pendant qu'il vous en disait que n'en profitiez-vous mieux ?"")",,1.0,Insertion
541,"('#le-libraire', ""Si je puis revenir sur l'eau, que je profiterai de vos avis !  Plus de romans, ni d'Historiettes, j'y renonce...  de bons livres de maximes, et de caractères.  Ce sont ceux-là dont on voit en quatre mois doubler le prix, et multiplier les éditions.  Voilà ce qui fait rouler un libraire en carrosse."")",,1.0,Insertion
542,"('#arlequin', ""Cela n'est pas tout à fait sûr, le goût change là-dessus ; et on plonge dans la bagatelle.  Ainsi, si vous voulez avoir de l'argent du public, il faut l'endormir par des contes ce Fées, le réveiller par des rapsodies, ou l'amuser par de petits jeux ; comme le Gage-touché, Cache-mitoulas, et Colin-Maillard.  Voilà des titres cela !"")",,1.0,Insertion
543,"('#le-libraire', ""Ah, Monsieur, si vous me permettez de m'établir dans votre Ville, voilà les Livres par où je débuterai.  Le Gagetouché !  Quel effet dans une Affiche !"")",,1.0,Insertion
544,"('#arlequin', 'Fort bien, nous penserons à cela une autre fois ; laissez-moi un moment en repos.')",,1.0,Insertion
545,"('#le-libraire', ""Je vais en écrire à ma femme.  Qu'elle sera aise de venir débiter ses Romans en style coupé !  Pour peu que vous y donniez la main, notre fortune est faite."")",,1.0,Insertion
546,"('#arlequin', 'Adieu, bon soir, et bonne nuit.')",,1.0,Insertion
547,"('#le-libraire', ""L'heureuse rencontre !  L'heureuse rencontre !"")",,1.0,Insertion
548,"('#le-peintre', ""Comme tout ce qu'il y a d'illustres dans le monde, semble s'être donné rendez-vous pour venir peupler votre nouvelle Ville où vous ne voulez rien de commun, agréez que je vous présente un homme en la manière des plus extraordinaires qui se fassent."")",,1.0,Insertion
549,"('#arlequin', 'Où est-il ?')",,1.0,Insertion
550,"('#le-peintre', 'Le voilà.')",,1.0,Insertion
551,"('#arlequin', 'Je le crois.  Mais qui êtes-vous ?')",,1.0,Insertion
552,"('#le-peintre', 'Monsieur, je suis un original sans copie, un Poète muet, un imposteur de bonne foi, un beau morceau moderne qui ne deviendra que trop antique avec le temps.')",,1.0,Insertion
553,"('#arlequin', 'Et avec tout cela, vous êtes gueux, comme un Peintre ?')",,1.0,Insertion
554,"('#le-peintre', ""Il est vrai qu'un Peintre ne va pas si tôt en Carrosse qu'un Caissier ; mais enfin, on ne laisse pas de se tirer d'intrigue ; et depuis que les gens d'affaire se sont jetés dans le goût des tableaux, notre profession est un peu réconciliée avec la fortune.  D'ailleurs, j'ai un talent merveilleux pour le portrait."")","('#octave', ""Va, va, je n'ai que faire de ta société ; je trouverai bien dans Paris quelque illustre associé qui m'apprendra le fin du commerce."")",0.88,Substitution
555,"('#arlequin', ""Et attrapez-vous bien l'air des gens ?  Faites-vous ressembler ?"")",,1.0,Insertion
556,"('#le-peintre', ""À merveille...  J'attrape cela... le tour du visage, le feu des yeux, le coloris du teint...  Il n'y a pas un de mes portraits qui ne ressemble parfaitement."")",,1.0,Insertion
557,"('#arlequin', 'Et avec ce beau talent, peignez-vous bien des femmes ?')","('#arlequin', ""À quel emploi vous destinez-vous, s'il vous plaît ?"")",0.74,Substitution
558,"('#le-peintre', 'Oui da.')",,1.0,Insertion
559,"('#arlequin', ""Vous peignez des femmes, et vous faites ressembler ?  Poursuivez, mon ami, poursuivez, vous êtes dans le grand chemin de l'Hôpital.  Un bon Peintre de femmes doit être un imposteur de profession."")",,1.0,Insertion
560,"('#le-peintre', ""Cela est vrai.  Il y a quelque temps qu'une vieille Marquise me pria de faire son portrait, je fus assez sot pour me piquer de sincérité, je la peignis comme deux gouttes d'eau."")","('#le-comedien', ""Moi ?  Je suis retenu auprès d'une comtesse."")",1.49,Substitution
561,"('#arlequin', 'Hé bien ?')","('#arlequin', 'Est-ce en qualité de singe ou de doguin ?')",1.23,Substitution
562,"('#le-peintre', ""Elle ne se vit pas plutôt comme la nature l'avait faite, qu'elle voulut me faire jeter par les fenêtres, disant que je la rendais hideuse.  À huit jours de là, je lui portai un Portrait que j'avais fait d'une jolie petite personne de dix-huit ans.  Je lui dis que c'était le sien que j'avais raccommodé, elle me fit donner cinquante pistoles, et publie partout, que je suis le premier homme du monde."")",,1.0,Insertion
563,"('#arlequin', ""Bon !  Si l'on peignait les gens tels qu'ils sont, ils se feraient peur les uns aux autres."")",,1.0,Insertion
564,"('#le-peintre', ""À vous parler naturellement, mon grand gain n'est pas de faire des Portraits."")",,1.0,Insertion
565,"('#arlequin', 'À quoi donc gagnez-vous davantage ?')",,1.0,Insertion
566,"('#le-peintre', 'À retoucher les anciens originaux.')",,1.0,Insertion
567,"('#arlequin', ""Quoi, vous vous mêlez barbouiller ce qui nous reste de l'antiquité ?"")",,1.0,Insertion
568,"('#le-peintre', ""Vous ne m'entendez pas.  Je dis que je travaille sur les vieux Originaux naturels."")",,1.0,Insertion
569,"('#arlequin', 'Encore moins.')",,1.0,Insertion
570,"('#le-peintre', ""N'avez-vous jamais vu un visage sur lequel les années ou la petite vérole ont sillonné des trous, où les amours à coup sûr ne jouent plus à la fossette...  Tac... tac...  Je vous remplis cela, et rétablis à une face sexagénaire un embonpoint de dix-huit ans."")",,1.0,Insertion
571,"('#arlequin', 'Ah, vous êtes fort intelligible à présent.')","('#le-comedien', ""Non : c'est pour lui apprendre la langue."")",0.81,Substitution
572,"('#le-peintre', ""Je répands sur des joues décrépites un incarnat...  Oh, ma foi, cinq ou six coups de pinceau touchés à propos, donnent un terrible soufflet à l'extrait baptistaire le mieux collationné."")",,1.0,Insertion
573,"('#arlequin', ""La malepeste !  Vous devez être à votre aise avec un si beau talent.  Mais ne s'aperçoit-on pas que ce n'est que de la peinture ?"")",,1.0,Insertion
574,"('#le-peintre', ""Bon !  Si vous aviez vu une paire de sourcils que j'ai livrée il y a huit jours à une vieille Présidente, vous y seriez trompé vous-même.  Son mari ne s'en aperçut qu'en y regardant avec ses lunettes."")",,1.0,Insertion
575,"('#arlequin', 'Monsieur le Peintre, ne pourriez-vous me montrer quelque chose de votre façon ?')",,1.0,Insertion
576,"('#le-peintre', ""Volontiers.  J'ai une pièce curieuse...  Holà, ho, apportez ce tableau. Voyez cela.  Est-ce bien peint ?  Tenez, pour qui prendriez-vous cet homme-là ? On apporte un tableau qui représente un abbé avec un habit brodé, et une cravate en Steinkerque."")",,1.0,Insertion
577,"('#arlequin', ""Pour un colonel, s'il avait une épée."")",,1.0,Insertion
578,"('#le-peintre', ""Bon !  C'est un abbé qui a voulu se faire peindre dans cet habit-là.  C'est son habit d'occasion, et celui-là même dans lequel il fut ces jours passés volé, et battu, en faisant porter son souper en ville.  Mais ce serait bien pis si vous le voyiez à sa toilette."")",,1.0,Insertion
579,"('#arlequin', 'Comment donc ?')",,1.0,Insertion
580,"('#le-peintre', 'Il a voulu que je le peignisse en déshabillé.  Voulez-vous le voir ?')",,1.0,Insertion
581,"('#arlequin', ""Est-ce que vous l'avez là ?"")","('#arlequin', 'Hé, quelle langue ?  Grecque, latine, hébraïque, syriaque ?')",0.79,Substitution
582,"('#le-peintre', ""Et n'ai-je pas le secret de changer ce tableau comme il me plaît ?  Voyez, voyez. Le tableau change, et l'abbé paraît devant une toilette pleine de carrés, de pots de pommade, et de rouge."")",,1.0,Insertion
583,"('#arlequin', ""Oh parbleu, Monsieur le Peintre, vous vous moquez de moi.  C'est une femme."")","('#le-comedien', ""Non, c'est la langue des mines agréables, gentilles, et mignonnes."")",1.5,Substitution
584,"('#le-peintre', 'Oui vraiment une femme !  Les femmes de ce temps-ci y sont bien plus cavalièrement.  Tenez, voilà une toilette de femme. Le Tableau change. Une femme paraît devant une table pleine de bouteilles de ratafia. Elle a une pipe à la bouche et un verre à la main. ')","('#arlequin', ""Le langage minaudier ?  Diable !  C'est une mère langue, une langue vivante : car les vieilles minaudent aussi volontiers que les jeunes.  Montrez-moi un peu le dictionnaire et la grammaire de cette langue-là."")",1.61,Substitution
585,"('#arlequin', ""Oh, pour celui-là, je ne m'y attendais pas."")","('#le-comedien', 'Le dictionnaire : le voilà. Il fait une grimace. ')",1.53,Substitution
586,"('#le-peintre', ""Voulez-vous voir votre portrait en petit ?  J'ai tous les gens illustres.  Voyez.  Cela vous ressemble-t-il ? On voit un petit Arlequin dans le tableau qui salue, descend, danse et s'en va."")",,1.0,Insertion
587,"('#colombine', ""Voilà l'homme que j'ai vu tantôt avec mon Prince, cachons-nous, et écoutons ce qu'il dit."")",,1.0,Insertion
588,"('#scaramouche', ""Ah, amour, amour, petit scélérat, que tu fais faire de folies !  Il n'y a pas jusqu'au cerveau d'un Comédien que tu ne t'avises de déranger.  Octave était habile, goûté de tous ceux qui l'écoutaient, il s'est avisé de devenir amoureux, et n'est plus qu'un...  Ma foi, Monsieur, Octave, ce n'est pas là votre métier, et pour un Comédien qui s'est enrichi à faire l'amour, j'en connais trente qui s'y ruinent.  Mais le voilà.  Comme il est fait !  Le pauvre garçon me fait pitié.  Hé bien, comment va le coeur ?"")","('#arlequin', ""Voilà un dictionnaire d'une vilaine impression.  Faites-moi voir dans votre grammaire quelque dialogue entre une femme et un officier, qui se parlent d'une loge à l'autre. Le Comédien fait des grimaces épouvantables, tantôt d'un côté, tantôt de l'autre, pour marquer l'homme et la femme. "")",0.68,Substitution
589,"('#octave', ""Ah !  Mon pauvre Scaramouche, je suis le plus malheureux de tous les hommes, j'adore Colombine."")",,1.0,Insertion
590,"('#scaramouche', ""Le grand malheur !  Si vous l'aimez, Elle ne vous hait pas ; et je suis bien trompé si elle ne vous cherche."")",,1.0,Insertion
591,"('#octave', ""Et c'est ce qui me confond.  Elle me croit un homme de grande qualité, elle ne s'est embarquée que sur cette espérance, et je dois mourir de honte d'avoir abusé de sa crédulité."")",,1.0,Insertion
592,"('#scaramouche', ""Allez, allez, nous sommes dans un temps où l'on ne meurt pas plus de honte que d'amour."")",,1.0,Insertion
593,"('#octave', 'Admire la cruauté de ma destinée !  Je fuyais Colombine, je commençais à sentir que je guérissais, lorsque quelque démon ennemi de mon repos me la fait trouver en ces lieux, comme par enchantement, et redonne à mon coeur toute sa première sensibilité.')","('#arlequin', ""Fi, fi !  Arrêtez-vous, je n'en veux pas voir davantage.  Voulez-vous prendre un conseil d'ami ?  C'est de vous en aller à la campagne, et tâcher de vous louer pour épouvantail en quelque chènevière : car tant que vous resterez dans la troupe, vous volerez la part, et vous ferez fuir les spectateurs.  À le bien prendre, vous n'êtes propre à rien."")",0.64,Substitution
594,"('#scaramouche', ""Vous l'aimez, elle vous aime...  Hem ?  Y a-t-il tant de façons ?  Épousez-la."")","('#arlequin', ""Et vous, monsieur, qu'allez-vous faire ?"")",1.48,Substitution
595,"('#octave', 'Que je lui donne un Comédien, après lui avoir promis un Prince ?')","('#pasquariel', ""Je m'en vais avec ma soeur jouer l'opéra en vendange."")",1.35,Substitution
596,"('#scaramouche', ""Elle ne serait pas la première qui aurait fait succéder à un grand Seigneur, un homme de moindre étoffe.  De tout temps la Comédie s'est faufilée avec les gens du beau monde."")",,1.0,Insertion
597,"('#octave', ""Je ne puis me pardonner de l'avoir trompée."")",,1.0,Insertion
598,"('#scaramouche', 'Tarare, pardonner !  Les femmes sont plus indulgentes que vous ne pensez, pourvu que...')",,1.0,Insertion
599,"('#octave', ""Mon cher Scaramouche, je t'ouvre mon coeur.  Quelque envie que j'eusse de rester en ces lieux, il faut absolument que je m'en arrache, j'irai me cacher quelque part au bout du monde, où je ne verrai jamais..."")",,1.0,Insertion
600,"('#colombine', ""Tu ne me verras jamais, traître !  Tu m'as trompée, et tu veux me fuir ?"")",,1.0,Insertion
601,"('#octave', 'Ah Ciel !')","('#arlequin', 'Comment donc ?')",1.16,Substitution
602,"('#colombine', ""Vous m'aimez, Octave ?  Vous m'aimez ?  Quelle preuve vous m'en donnez !  Partir sans me dire adieu !"")",,1.0,Insertion
603,"('#scaramouche', 'Voici bien une autre histoire !')",,1.0,Insertion
604,"('#octave', 'Vous vous abusez, madame, je ne suis pas...')",,1.0,Insertion
