,dufresny-regnard-chinois,regnard-coquette,Cost,Operation Type
346,"('#arlequin', ""C'est la Rhétorique dansante.  Je vais vous la faire danser avec toute sa suite. La Rhétorique dansante, figurée par Pasquariel, accompagnée de quatre sauteurs, fait un ballet de postures ; ce qui ferme le divertissement du second acte."")","('#colombine', ""Non, je ne crois pas que de mémoire d'homme on ait reçu une visite aussi impertinente.  Elles n'ont que faire de me tant dégoûter du bailli ; si je l'épouse, ce ne sera qu'à mon corps défendant. Il y a ici quelques scènes italiennes, dans lesquelles Mezzetin et Pasquariel rendent compte à Octave du succès de leurs fourberies ; celui-ci les engage à ne pas s'en tenir là, et l'on concerte de se déguiser en Bohémiens, d'aller trouver Arlequin, et de lui dire sa bonne aventure. Ces scènes préparent les scènes françaises suivantes. "")",0.9,Substitution
347,"('#colombine', ""Je vous dis encore une fois, mademoiselle, que vous ne sauriez mieux faire, et qu'il faut nous en tenir à notre comédien italien."")","('#arlequin', 'Quand vous serez las de chanter, vous me direz peut-être ce que vous me voulez. Monsieur le meneur de ballets, peut-on savoir qui sont ces sauterelles-là ?  Ils continuent de chanter et de danser.  À Mezzetin.  Il montre les deux Bohémiennes.')",1.17,Substitution
348,"('#isabelle', ""Je crois que tu as raison.  Je me sens toutes les dispositions à devenir bonne comédienne : j'ai l'esprit à toute main ; je serai prude quand je voudrai, coquette quand il me plaira, fière avec les bourgeois, traitable avec l'homme de qualité ; enfin, il y aura bien du malheur si je ne contente le public."")","('#mezzetin', ""Monsieur, ce sont des filles surnaturelles, qui connaissent les astres, les langues, et tout ce qu'il y a de plus extraordinaire au monde et hors du monde ; elles ne parlent qu'en vers : enfin, ce sont des filles d'un mérite sublime. "")",0.96,Substitution
349,,"('#arlequin', 'Puisque ces créatures -là savent tant de belles choses, elles pourront donc bien me déterminer sur un mariage ? ')",1.0,Deletion
350,"('#colombine', ""Oh !  Le public est un compère qui n'est pas aisé à chausser : on ne sait pas comment faire aujourd'hui pour gagner sa bienveillance.  Je sais bien qu'une jolie personne comme vous a plus de facilité qu'une autre à faire valoir les talents du théâtre,"")","('#mezzetin', ""Vous ne pouvez pas mieux vous adresser. Il s'en va en chantant avec sa troupe. "")",1.17,Substitution
351,"('#isabelle', ""Je crois que je me tirerai d'affaire dans ce pays-là.  Je parais une fois davantage aux chandelles ; j'ai du teint, de l'enjouement.  Pour de l'embonpoint et de la gorge, il n'y a guère de personne à qui je le cède."")","('#arlequin', ""Mesdames, pour venir à la conclusion,  Vous saurez que je sens une convulsion,  Un appétit, nommé vapeurs de mariage ;  Un... là... quelque Arlequin qui demande passage.  Me dois-je marier ?  Oh ! Vous avez raison.  Et vous, à votre avis, me marierai-je, ou non ?  C'est bien dit ; à ces mots il n'est point de réplique.  Dans leur langue, à mon tour, il faut que je m'explique.  Vous m'entendez donc bien : enfin, sans tant parler,  (Car cela vous fait mal) devrais-je convoler ? ) La première Bohémienne gesticule et ne dit mot.  La seconde Bohémienne gesticule et ne dit mot.  Il fait beaucoup de gestes sans rien dire, ensuite il continue. "")",0.59,Substitution
352,,"('#premiere-bohemienne', 'Oui. ')",1.0,Deletion
353,,"('#seconde-bohemienne', 'Non.')",1.0,Deletion
354,,"('#arlequin', 'Comment ?')",1.0,Deletion
355,,"('#premiere-bohemienne', 'Oui.')",1.0,Deletion
356,,"('#seconde-bohemienne', 'Non.')",1.0,Deletion
357,,"('#arlequin', 'Quelle peste de gamme !')",1.0,Deletion
358,,"('#premiere-bohemienne', ""C'est manquer de bon sens que de vivre sans femme. "")",1.0,Deletion
359,,"('#seconde-bohemienne', 'Et pour se marier, il faut être archi-fou.')",1.0,Deletion
360,,"('#arlequin', 'Celle-ci, par ma foi, lui rive bien son clou.')",1.0,Deletion
361,"('#colombine', ""Tant mieux ; c'est l'essentiel pour une comédienne.  La gorge est une partie à quoi les spectateurs s'attachent le plus, principalement messieurs du balcon, qui se mettent là exprès afin d'être plus à portée."")","('#premiere-bohemienne', ""Oui, l'hymen est des dieux le plus parfait ouvrage ;  C'est le port assuré: dans le libertinage,  Le noeud qui nous unit avec de doux accords,  La porte des plaisirs qu'on goûte sans remords,  Le bridon qui retient la jeunesse fougueuse,  L'onguent qui guérit seul la brûlure amoureuse,  Des blessures du coeur l'appareil souverain,  Et la forge, en un mot, de tout le genre humain."")",1.21,Substitution
362,"('#isabelle', ""Je n'ai qu'un défaut pour le théâtre, c'est que je n'ai point de mémoire.  Par exemple, Colombine, si j'aimais un homme aujourd'hui, je crois que je ne m'en souviendrais pas demain."")","('#arlequin', ""J'en connais bien pourtant de plus d'une fabrique,  Qui ne furent jamais faits dans cette boutique ;  Enfants du pur hasard ; et, sans aller plus loin,  J'en trouverais peut-être ici plus d'un témoin. "")",1.38,Substitution
363,,"('#seconde-bohemienne', ""Non, l'hymen, quel qu'il soit, est un dur esclavage,  Une mer où l'honneur bien souvent fait naufrage,  Un grand chemin rempli de voleurs dangereux,  Une terre fertile en bois malencontreux,  Un magasin de fraude, où l'on fait de commande  Marchandise mêlée et bien de contrebande ;  C'est l'écueil du plaisir : pour tout dire en un mot,  C'est une souricière où l'on attrape un sot. "")",1.0,Deletion
364,,"('#arlequin', ""Cet avis, à mon goût, vaut bien l'autre, madame. "")",1.0,Deletion
365,"('#colombine', ""La plupart des femmes sont comme vous : mais ce défaut de mémoire est une marque de leur jugement ; car les hommes d'à présent ne méritent pas qu'on les aime plus de vingt-quatre heures.  Mais Octave va venir ; je vais me retirer.  N'aurez-vous point peur de rester toute seule avec lui ?"")","('#premiere-bohemienne', ""Un homme ne saurait vivre content sans femme ;  Sans elle une maison irait tout de travers :  Elle sait du destin partager les revers ;  Elle sert un mari, soulage sa vieillesse :  La femme est dans le monde un miroir de sagesse,  Le temple de l'honneur, le chef-d'oeuvre des cieux ;  La beauté fut son lot, l'esprit son apanage,  La vertu son domaine, et l'honneur son partage."")",0.97,Substitution
366,"('#isabelle', ""Bon, bon !  Tu te moques, Colombine.  Est-ce que je suis un enfant ?  À l'âge que j'ai, on ne craint plus rien."")","('#arlequin', 'Oui, cela se disait du temps de Jean-de-Vert. ')",1.79,Substitution
367,"('#colombine', ""Je sois aussi âgée que vous, et un tête-à-tête ne laisse pas quelquefois de me faire trembler.  Un jeune homme veut vous persuader qu'il vous aime ; il se jette à vos genoux, il vous prend les mains.  Quand une fille a les mains prises, elle ne saurait pas bien se revancher."")","('#seconde-bohemienne', ""Plutôt que prendre femme, épousez un désert :  Par elle une maison va tout en décadence ;  Elle ne met jamais de frein à sa dépense ;  Elle accroît les chagrins, loin de les partager :  La femme est en tout temps un éminent danger,  Un vaisseau sur lequel le nocher le plus sage  Appréhende le calme autant qu'il fait l'orage ;  C'est l'arsenic du coeur : la fureur la conduit ;  L'inconstance en tout temps ou l'escorte ou la suit,  Et la vengeance, enfin, est toujours devant elle."")",0.65,Substitution
368,"('#isabelle', ""D'accord, Colombine ; mais on peut crier."")","('#arlequin', ""Oh ! Vous avez raison ; je sais qu'une femelle  Qui prétend se venger d'un époux offensif,  Devient des animaux le plus vindicatif. "")",1.69,Substitution
369,,"('#premiere-bohemienne', ""Quand on la nomme un mal et doux et nécessaire,  C'est qu'on lui voit toujours quelque vertu pour plaire ;  Si le ciel ne l'a pas faite avec un beau corps,  Il aura sur l'esprit répandu ses trésors ;  Si des biens de fortune elle n'est point fournie,  Elle se fait un fonds de son économie :  La sotte d'ordinaire a l'esprit complaisant,  La folle quelquefois plaît par son enjouement ;  Dans une femme, enfin, toujours quelque mérite  De ses petits défauts aisément nous racquitte."")",1.0,Deletion
370,"('#colombine', ""Et si le jeune homme vous ferme la bouche d'un baiser, où en êtes-vous ?  Enfin, vous voulez bien en courir les risques, je m'en lave les mains."")","('#arlequin', ""Qui nous racquittera, dites-nous, s'il vous plaît,  Lorsque de notre honneur elle tire intérêt ? "")",1.58,Substitution
371,,"('#seconde-bohemienne', ""Si de quelques vertus les femmes sont pourvues,  Ces vertus de défauts sont souvent corrompues ;  La belle est toujours bête, ou croit qu'un teint fleuri  Est un trop beau morceau pour un sot de mari ;  La savante ne dit que vers, métamorphose,  Et méprise un époux qui ne parle qu'en prose :  Celle qui d'un beau sang voit ses pères issus,  Vous compte ses aïeux pour toutes ses vertus.  Non, quelque qualité qui règne dans son âme,  Quelque vertu qu'elle ait, c'est toujours une femme ;  C'est-à-dire attentive à l'amant qui languit,  Et vous savez, casta quam nemo rogavit."")",1.0,Deletion
372,,"('#arlequin', ""Voilà, je vous l'avoue, un extrait de sorcière,  Que les femmes devraient jeter dans la rivière :  Elle en dit peu de bien. "")",1.0,Deletion
373,"('#isabelle', ""Que veux-tu ?  Puisque je suis destinée à être comédienne, il faut bien que je m'aguerrisse à faire toutes sortes de personnages."")","('#seconde-bohemienne', ""Touchez là, j'en dirai,  Foi de fille d'honneur, sitôt que j'en saurai. "")",1.16,Substitution
374,"('#octave', ""Enfin, charmante Isabelle, me voilà seul avec vous, et je puis en liberté... Il l'embrasse."")","('#arlequin', 'Mais parlez-moi français ;... là, si je me marie,  Ne serai-je point,... là... ')",1.16,Substitution
375,"('#isabelle', ""Oh !  Monsieur, point de libertés, s'il vous plaît.  Comment !  Vous débutez par où les autres finissent !"")","('#premiere-bohemienne', 'Quoi, là ?')",1.24,Substitution
376,"('#octave', ""C'est le privilège de notre profession, mademoiselle ; et la liberté du geste est la plus belle partie du comédien."")","('#arlequin', 'Je vous en prie,  Ne me déguisez rien. ')",1.71,Substitution
377,"('#isabelle', ""Une fille n'est donc pas en sûreté avec vous autres messieurs ?"")","('#premiere-bohemienne', 'Quoi donc ? ')",1.53,Substitution
378,,"('#arlequin', ""Là, ce qu'était  Peut-être votre époux dans le temps qu'il vivait. "")",1.0,Deletion
379,"('#octave', ""Ne craignez rien, belle Isabelle ; nous n'avons que l'extérieur de dangereux : notre science se borne à ébranler les coeurs, d'autres les emportent ; et tel ne dit mot dans une loge, qui a tout le profit d'une tendresse que l'acteur s'efforce d'émouvoir."")","('#premiere-bohemienne', ""Voilà donc l'enclouure et le mot péremptoire :  Sur ce point douloureux on en fait bien accroire,  Et l'on en dit bien plus qu'on n'en fait à Paris ;  Ce sont là des terreurs pour les petits esprits... "")",0.34,Substitution
380,"('#isabelle', ""Quand un comédien est fait comme vous, il a souvent la meilleure part dans la tendresse qu'il inspire."")","('#arlequin', 'Et pour les grands parfois. ')",1.56,Substitution
381,"('#octave', 'Que je serais heureux, si vous aviez de pareils sentiments pour moi !  Et que votre coeur...')","('#premiere-bohemienne', 'Des visions cornues  Que les hommes vont mettre en leurs têtes fourchues. ')",1.52,Substitution
382,,"('#arlequin', 'Ce sont elles, morbleu, qui nous les plantent là,  De par Belzébuth. ')",1.0,Deletion
383,"('#isabelle', 'Mon coeur...  Oh !  Mon coeur ne va pas si vite que vos paroles : je ne vous aime pas encore tout à fait, mais je sens bien que je ne vous hais pas.')",,1.0,Insertion
384,"('#octave', 'Je suis le plus fortuné de tous les hommes.  Mais pour gage de votre bonne volonté, il faut que vous me donniez votre main.')","('#premiere-bohemienne', ""Bon ! Approchez, venez çà ;  Regardez-moi bien. Non, vous n'avez point la mine  De recevoir échec de la gent féminine.  Vous êtes beau, joli, bien fait..."")",1.06,Substitution
385,,"('#arlequin', 'Assurément. ')",1.0,Deletion
386,"('#isabelle', ""Ma main ?  Oh !  Monsieur, je n'ai pas le geste si libre que vous."")","('#premiere-bohemienne', ""Vous avez de l'esprit, le port fier, l'air charmant ;  Allez, ne craignez rien. "")",1.12,Substitution
387,,"('#arlequin', ""Mauvaise sauvegarde  Contre les accidents qu'une femme vous garde. "")",1.0,Deletion
388,"('#octave', ""Vous ne voulez pas m'accorder cette faveur ?...  Ah !  Où suis-je ?....  Une vapeur me ferme les yeux !  Je n'en puis plus ! Il se laisse aller dans les bras d'Isabelle."")","('#seconde-bohemienne', 'Moi je dis, à vous voir seulement par le dos... ')",1.16,Substitution
389,"('#isabelle', ""Ô ciel !  Quelqu'un !  Colombine, au secours !"")","('#arlequin', 'Ah, ciel ! Nous y voilà. ')",1.47,Substitution
390,"('#isabelle', 'Comme vous criez !  Il faut que ce jeune homme soit plus dangereux que vous ne pensiez.')","('#seconde-bohemienne', ""Je vous dis en deux mots  Que vous avez tout l'air, la physionomie,  L'oeil, le nez, la façon, la métoposcopie  D'un homme à qui l'on doit faire un mauvais parti.  Je vois sur votre teint bien du brouillamini.  Vos aspects sont malins, vous avez le front large ;  Vous me portez tout l'air d'en avoir une charge."")",1.12,Substitution
391,,"('#arlequin', 'Ah ! Je sens déjà là...  Il se touche la tête. ')",1.0,Deletion
392,,"('#premiere-bohemienne', 'Animal défiant,  Vous croyez donc... ')",1.0,Deletion
393,,"('#arlequin', ""Ma foi ! Je crois à l'ascendant.  Ce grand front, cet aspect... Dans cette conjoncture,  Je crains bien de payer un jour avec usure  Tous les frais de la guerre. Allons, tant que quelqu'un  Plus courageux que moi prendra femme en commun,  Je prétends me servir des droits du voisinage,  Et laisser qui voudra goûter du mariage.  En ces occasions, on court plus de danger  À bâtir sur son fonds que sur un étranger.  Je ne tâterai point de la cérémonie. "")",1.0,Deletion
394,,"('#premiere-bohemienne', ""Vous n'en tâterez point ! Halte-là, je vous prie. "")",1.0,Deletion
395,"('#colombine', ""Ah !  Colombine, il n'en peut plus ; il s'est évanoui dans mes bras."")",,1.0,Insertion
396,"('#colombine', ""Un garçon qui s'évanouit dans les bras d'une fille !  Diantre !  Il court bien de ces maladies-là cette année."")","('#seconde-bohemienne', 'Point de femme, morbleu ! ')",1.5,Substitution
397,,"('#premiere-bohemienne', ""Si vous n'en prenez pas,  Vous n'avez pas encor trois jours à vivre."")",1.0,Deletion
398,"('#isabelle', ""Ah, Colombine !  Que veux-tu que j'en fasse ?  Il va me demeurer dans les mains."")","('#arlequin', 'Hélas ! ')",1.49,Substitution
399,"('#colombine', 'Je vais chercher de quoi le faire revenir.  Tenez-le toujours bien fort.')","('#seconde-bohemienne', ""Et si vous en prenez, moi, je vous signifie  Que demain, au plus tard, vous n'êtes pas en vie.  Elles le prennent chacune par une manche de son habit. "")",1.58,Substitution
400,"('#isabelle', ""Je crois qu'il est mort."")","('#arlequin', ""C'en est fait, je suis mort ! Je n'en puis revenir.  Prédiseuses du diable, ah ! Laissez-moi partir. "")",1.3,Substitution
401,"('#octave', 'Pas encore tout à fait ; mais je mourrai bientôt, si vous ne me donnez votre main à baiser.')","('#premiere-bohemienne', ""Avant de vous quitter, il faut que je vous voie  À côté d'une femme."")",0.83,Substitution
402,,"('#arlequin', ""Ah ! Plutôt qu'on me noie !"")",1.0,Deletion
403,"('#colombine', 'Colombine dit que quand une fille a les mains prises, elle ne saurait plus se revancher.')","('#seconde-bohemienne', ""Pour vous laisser, je veux vous mettre hors d'état  De pouvoir à jamais sortir du célibat."")",1.83,Substitution
404,"('#octave', ""Vous ne le voulez pas ?  Ah !  Je n'en puis plus !...  Je rends le dernier soupir !...  Je suis mort. Il retombe."")","('#arlequin', ""N'en faites rien ; je suis le dernier de ma race. "")",0.68,Substitution
405,"('#isabelle', 'Colombine !  Colombine !')",,1.0,Insertion
406,"('#colombine', 'Ouais !  Le mal est bien opiniâtre !')","('#premiere-bohemienne', 'Que de bruit !')",1.64,Substitution
407,"('#isabelle', 'Ah !  Que je suis malheureuse !  Il était revenu.')",,1.0,Insertion
408,"('#colombine', 'Hé bien ?')",,1.0,Insertion
409,"('#isabelle', ""Il m'a demandé ma main à baiser."")","('#seconde-bohemienne', ""Qu'on me suive."")",1.51,Substitution
410,"('#colombine', 'Hé bien ?')","('#arlequin', ""Hé ! Mesdames, de grâce !  Un accord : je serai six mois de l'an garçon,  Et six mois marié. "")",1.68,Substitution
411,"('#isabelle', ""Je n'ai pas voulu la lui donner."")",,1.0,Insertion
412,"('#colombine', 'Hé bien ?')","('#premiere-bohemienne', 'Marchez. ')",1.4,Substitution
413,,"('#seconde-bohemienne', ""Que de façon !  Elles le tiraillent de façon qu'elles emportent chacune une manche de son habit. Il crie au voleur. D'autres Bohémiens l'entourent, dansent autour de lui et le volent. "")",1.0,Deletion
414,"('#isabelle', 'Et le voilà retombé.')",,1.0,Insertion
415,"('#colombine', ""Tant pis.  Dans ces maux-là, les rechutes fréquentes sont dangereuses.  Il ne faut pourtant pas laisser mourir un garçon pour une bagatelle. Çà, votre main. Çà, votre bouche.  Cela ne vaut-il pas mieux que de l'eau de la reine d'Hongrie ? Sauvez-vous ; voilà le Major qui arrive. À Isabelle. À Octave. On entend un hautbois."")","('#colombine', ""Je n'entends point parler de notre bailli ; il faut que le traité de cette charge de marquis l'arrête chez quelque notaire.  Il n'en est pas encore où il pense ; je lui garde le meilleur pour le dernier. "")",1.3,Substitution
416,,"('#le-laquais', 'Mademoiselle, voilà un bel esprit qui monte, madame Pindaret.')",1.0,Deletion
417,"('#mezzetin', ""De la joie, de la joie, morbleu !  Vive la guerre ! Bonjour, la belle ; n'êtes-vous pas la fille de notre hôte Monsieur Roquillard ? À Isabelle."")","('#madame-pindaret', 'Ah, ma chère belle !  Que je suis heureuse de vous rencontrer !  Car vous êtes la fille de France la plus introuvable. ')",0.4,Substitution
418,"('#roquillard', ""Oui, monsieur ; c'est ma fille, et je suis le maître."")","('#colombine', ""On ne m'a point dit, madame, que vous m'ayez fait cet honneur-là.  Il est vrai que j'ai le domestique du monde le plus brutal : qu'une femme de qualité me vienne voir, on ne m'en dit rien ; qu'une procureuse frappe à ma porte, on vient m'en faire la honte en pleine compagnie. "")",1.01,Substitution
419,,"('#madame-pindaret', ""En vérité, mademoiselle, il faut que votre train soit travaillé d'un prodigieux dévoiement de mémoire ; oui, je crois que je suis venue ici plus de dix fois depuis les calendes du mois dernier. "")",1.0,Deletion
420,"('#mezzetin', ""Toi, le maître ?  Par la mort !  Il faut que je t'assomme."")","('#colombine', ""Comment dites-vous cela, s'il vous plaît ?  Les cal... "")",1.5,Substitution
421,"('#colombine', ""Ce n'est point ici une hôtellerie, monsieur."")","('#madame-pindaret', ""Les calendes, mademoiselle ; c'est la manière de compter des Romains, et la mienne.  Si ma servante datait sa dépense autrement, elle ne coucherait pas chez moi deux jours de suite.  Je veux de l'érudition jusque dans ma cuisine. "")",1.72,Substitution
422,"('#mezzetin', 'Mon capitaine ?  Le major de Bagnolet, va venir vous épouser par étape, et moi je prends déjà cette fille-là pour mon ustensile.')","('#colombine', ""Que vous êtes heureuse, madame, de savoir tant de belles choses !  Si j'avais l'avantage de vous voir souvent, je crois que je deviendrais une habile fille. "")",1.27,Substitution
423,"('#colombine', ""Il n'est pas dégoûté.  Un ustensile comme moi n'est pas à l'usage d'un grivois."")","('#madame-pindaret', ""Il faut dire la vérité ; on se décrasse en ma compagnie, et tout le monde avoue que je n'ai point la conversation roturière. "")",1.53,Substitution
424,"('#mezzetin', ""Dans le combat, je suis un diable ; Mon nom de guerre est la Fureur : Mais chez un hôte un peu traitable, Je suis, par ma bonté, surnommé la Douceur ; Pourvu qu'il me laisse égorger sa volaille, Vider sa futaille, Emporter son manteau, Je suis doux comme un agneau. Lorsque mon hôte est raisonnable, Je ne cherche que son profit ; Si je passe la nuit à table, C'est pour ne point user ni ses draps ni son lit : Pourvu qu'il me donne pour mon ustensile Sa femme, sa fille, Sa servante Isabeau, Je suis doux comme un agneau. Mais j'entends nos équipages."")","('#colombine', ""Ah ! Que cela est bien dit !  La conversation roturière !  Comment pouvez-vous fournir à la dépense d'esprit que vous faites ?  Si vous ne vous ménagez, vous n'en aurez jamais assez pour le reste de vos jours. "")",0.87,Substitution
425,"('#arlequin', ""Ne soyez point surprise, mademoiselle, de voir un amant démantelé : la mousqueterie de vos yeux estropie les libertés les plus libres, et devant vous les coeurs les plus fiers ne marchent qu'en béquilles."")","('#madame-pindaret', ""Bon !  Cela ne coûte rien à une femme comme moi, qui se joue des auteurs ; j'entretiens commerce avec les anciens, et je fraye aussi avec les modernes. "")",1.14,Substitution
426,,"('#colombine', 'Avec les anciens, madame ! ')",1.0,Deletion
427,,"('#madame-pindaret', ""Assurément, mademoiselle ; j'en attrape assez le vrai, et je veux vous faire voir quelle est ma lecture quotidienne.  Laquais !  Petit garçon ! "")",1.0,Deletion
428,,"('#madame-pindaret', 'Donnez-moi mon Juvénal. ')",1.0,Deletion
429,"('#isabelle', ""Je ne croyais pas, monsieur, que mes yeux fissent des effets si terribles ; et si vous n'aviez jamais été exposé qu'à leurs coups, vous marcheriez plus droit que vous ne faites."")","('#le-laquais', ""Qu'est-ce que c'est, madame, que votre Juvénal ? "")",1.5,Substitution
430,,"('#madame-pindaret', 'Ce livre in-quarto que je vous ai donné tantôt. ')",1.0,Deletion
431,,"('#le-laquais', ""À moi, madame, un quartaut !  Vous ne m'avez donné ni quartaut ni bouteille. "")",1.0,Deletion
432,,"('#madame-pindaret', ""Eh !  Le petit ignorant !  Qu'il vous arrive une autre fois de l'oublier !"")",1.0,Deletion
433,,"('#madame-pindaret', 'Je prends toujours la précaution de me faire escorter de ce livre-là, quand je vais en visite de femmes, pour me dédommager des minuties de leur conversation. ')",1.0,Deletion
434,,"('#colombine', ""Voilà ce qui s'appelle mettre à profit jusqu'à son ennui. "")",1.0,Deletion
435,,"('#madame-pindaret', 'Êtes-vous comme moi, ma chère ?  Toutes les visites de femmes me donnent la colique. ')",1.0,Deletion
436,"('#arlequin', ""J'avoue, mademoiselle, qu'il y a quelque chose à refaire à mon attitude ; mais quand on a été, comme moi, soixante ans exposé aux périls de Mars, on est bien heureux de n'avoir qu'une jambe de bois."")","('#colombine', ""Non, madame, je ne suis point d'une complexion si délicate.  À vous dire le vrai, j'aime beaucoup mieux la conversation des hommes, et je voudrais parfois qu'il n'y eût que moi de femme au monde. "")",0.82,Substitution
437,"('#roquillard', ""De pareilles incommodités sont lettres patentes de noblesse ; et tout le chagrin que j'ai, c'est de n'avoir pas laissé quelque jambe ou quelque bras à l'arrière-ban."")","('#madame-pindaret', ""Vous auriez de la chalandise.  J'allai voir, il y a quelque temps, une marquise ; je ne fus qu'un quart d'heure avec elle, c'était pendant la canicule : sa conversation ne laissa pas de m'enrhumer si fort, que je me suis mise au gruau pendant trois semaines pour en revenir. "")",1.27,Substitution
438,"('#arlequin', ""Vous étiez là, beau-père, dans un corps dont les membres ne courent pas grand risque, et où le vivandier a plus de pratiques que le chirurgien.  Mais vous n'aurez pas plus tôt fait trente ou quarante campagnes dans mon régiment, qu'il ne vous restera pas une seule dent dans la bouche."")","('#colombine', 'Cela étant, madame, quand vous allez en visite de marquise, de crainte de vous enrhumer une seconde fois, il faudrait faire porter un manteau fourré avec votre Juvénal. ')",1.1,Substitution
439,,"('#madame-pindaret', ""Vous ne sauriez vous imaginer jusqu'où va l'ignorance de cette femme-là. "")",1.0,Deletion
440,"('#roquillard', ""Il me semble aussi qu'il y a quelque chose à redire à vos yeux."")",,1.0,Insertion
441,"('#arlequin', ""Oh !  Ce n'est rien ; c'est qu'au dernier siége il me tomba dans la prunelle gauche une bombe."")","('#colombine', 'Une femme de qualité ignorante !  Vous me surprenez. ')",1.72,Substitution
442,"('#roquillard', 'Une bombe !')",,1.0,Insertion
443,"('#arlequin', ""Et cela a un peu dérangé l'économie du nerf optique.  Mais quoique je n'en voie goutte, je ne laisse pas de m'en servir utilement."")","('#madame-pindaret', ""Ignorantissime !  Croiriez-vous ?...  Mais non ; cela n'entre point dans l'esprit. "")",1.63,Substitution
444,"('#isabelle', 'Utilement !  Et à quel usage ?')","('#colombine', 'Mais encore ? ')",1.32,Substitution
445,"('#arlequin', ""Je m'en sers pour lire les mémoires de mes créanciers ; et aussitôt lus, aussitôt payés."")",,1.0,Insertion
446,"('#pierrot', 'Vous étiez donc à Namur ?')","('#madame-pindaret', ""Croiriez-vous qu'elle ne put jamais me dire dans quelle olympiade mourut Épaminondas ? "")",1.5,Substitution
447,"('#arlequin', ""Si j'y étais ?  Oui, par la sambleu !  J'y étais ; j'en suis encore tout crotté."")","('#colombine', ""Ah, ciel !  Quelle ignorance !  En vérité, madame, vous fûtes bien heureuse d'en être quitte pour un rhume ; cela valait bien la peine de tomber en apoplexie. "")",1.43,Substitution
448,"('#pierrot', ""Et en quelle qualité, monsieur, serviez-vous dans l'armée ?"")","('#madame-pindaret', ""Il ne tint qu'à moi.  À propos, mademoiselle, avec-vous vu mon madrigal ? "")",1.41,Substitution
449,,"('#colombine', ""Non, madame ; cela n'est pas venu jusqu'à moi. "")",1.0,Deletion
450,"('#arlequin', 'Moi, servir !  Hé !  Pour qui me prenez-vous donc ?  Je commandais en chef le détachement des brouettes qui enlevaient les boues du camp.')","('#madame-pindaret', ""Vous n'êtes donc pas de ce monde ?  C'est une pièce qui a déjà souffert la troisième édition, et qui a marié les trois filles de mon libraire.  Je vais vous le lire. "")",1.51,Substitution
451,"('#pierrot', 'Vous aviez là, monsieur, un commandement digne de vos mérites.')","('#colombine', 'Vous me ferez, je vous assure, un sensible plaisir. ')",1.15,Substitution
452,"('#arlequin', 'Trop heureux, mademoiselle, si avec la brouette de mon amour je pouvais enlever la crotte de votre indifférence, et vous épouser à la tête de ma compagnie !')","('#madame-pindaret', ""Ce n'est pas cela ; c'est un rondeau sur une absence, que je laisse quelque temps mitonner sur le réchaud de la réflexion...  Ni cela ; c'est la vie de Thémistocle, en vers burlesques.  Je tiens un poème épique aux cheveux, qui surprendra tout Paris.  Ah !  Voici notre madrigal. MADRIGAL, Sur l'inconstance d'une maîtresse qui changea d'amant, parce qu'il avait soupiré par le derrière.  Vous entendez bien cela ? Elle lit. "")",0.41,Substitution
453,,"('#colombine', ""Oh !  Oui, cela s'entend de reste ; peu s'en faut que je ne le sente."")",1.0,Deletion
454,"('#isabelle', 'Franchement, monsieur le Major, je voudrais bien épouser un homme tout entier.')","('#madame-pindaret', ""Quoi ! Pour avoir laissé sauver un prisonnier  Qui n'a de voix que pour crier,  Votre coeur fait la pirouette,  Et se fait un nouvel amant ! On dira, volage Lisette,  Que ce coeur est si girouette,  Qu'il change au moindre petit vent."")",1.35,Substitution
455,,"('#colombine', 'Ah, madame !  Quel merveilleux talent vous avez pour la poésie ! ')",1.0,Deletion
456,"('#arlequin', 'Que dites-vous, la majoresse de ma minorité ?')","('#madame-pindaret', ""J'ai d'assez belles humanités, comme vous voyez ; mais je vais me donner à la physique. "")",1.79,Substitution
457,,"('#colombine', 'À la physique, madame ! ')",1.0,Deletion
458,"('#roquillard', ""Elle a raison ; il lui faut un homme tout entier : un homme n'est déjà pas trop pour une femme, il n'en faut rien supprimer. Je ne veux pas la lui donner, moi. À part."")","('#madame-pindaret', ""Oui, mademoiselle. C'est une des plus nobles sciences qu'il y ait ; elle a pour objet tout ce qui tombe sous les sens, et par conséquent, le corps humain, qui est la plus belle et la plus parfaite de toutes les structures humaines.  Adieu, mademoiselle ; je sens que ma colique veut me reprendre. "")",1.16,Substitution
459,,"('#colombine', 'Quoi !  Si tôt, madame ! ')",1.0,Deletion
460,,"('#madame-pindaret', ""Je ne me prostitue jamais à une longue conversation, et j'aime les visites brèves et laconiques."")",1.0,Deletion
461,"('#arlequin', ""Parlez, parlez donc, barbe de chat ; avez-vous jamais été tué ?  Savez-vous que quand un homme comme vous refuse sa fille à un homme comme moi, j'assiège la fille en forme comme une place de guerre ?  Vous allez voir. Des soldats de la suite du Major entourent Roquillard, en lui présentant de tous côtés la pointe de la hallebarde ; et pendant ce temps Arlequin emmène Isabelle. Les soldats et Roquillard forment une danse, qui sert de divertissement pour le troisième acte."")","('#arelquin', 'Hé bien, morbleu !  Madame, les airs de cour nous sont-ils naturels ?  La, lore, la.  Vous allez voir comme je vous chamarre une danse sérieuse.  Hé !  Laquais, laquais !  Lâche-nous un coup de chanterelle.  Je veux tracer un menuet avec vous.  Il fredonne.  À Colombine. ')",0.93,Substitution
