,dancourt-metempsychose,dufresny-adieux-des-officiers,Cost,Operation Type
386,"('#merope', ""Si quelque Dieu pour vous a de l'amour,  Gardons-nous bien de mériter sa haine. "")",,1.0,Insertion
387,"('#corine', ""Au contraire, ôtons-lui tout espoir en ce jour,  Que le dépit rompe sa chaîne,  Et s'il se peut qu'à son retour Il me trouve unie à Philène. "")","('#mercure', ""Les lauriers de ce triomphe là seront bien secs ; je crains bien que leurs feuilles ne tombent par terre, et qu'il ne vous en reste que le bois sur la tête.  Mais j'entends messieurs qui commencent à tousser, le procès est à moitié jugé.  La porte de l'audience s'ouvre. "")",1.24,Substitution
388,"('#merope', ""Philène ? Il le faut oublier ;  D'une plus noble ardeur tu dois être enflammée. "")",,1.0,Insertion
389,"('#corine', ""Le noeud qui nous unit ne peut se délier ;  Et si d'un Dieu j'étais aimée,  Du plaisir de pouvoir le lui sacrifier,  Ma tante, je serais uniquement charmée. "")",,1.0,Insertion
390,"('#philene', 'A-t-on jamais senti des transports aussi doux ? ')",,1.0,Insertion
391,"('#merope', 'Ma nièce, assurément on parle auprès de vous,  Ce sont des Enchanteurs, mon enfant, qui vous servent,  Ou quelques Dieux qui vous observent : Ne méritez pas leur courroux ;  Il faut de votre coeur, ma nièce,  Bannir une indigne tendresse. ')","('#momus', ""L'époux  Jaloux  Qui blâme  Sa femme  Dans le secret de sa maison,  A souvent raison :  Mais lorsqu'il court à l'audience  Publier son mauvais sort,  Plus il prouve l'offense,  Plus il a tort, il a tort, il a tort, il a tort. "")",0.65,Substitution
392,"('#philene', 'Ah ! Quels conseils pernicieux  Votre tante vous donne-t-elle ?  Gardez-vous de les suivre, un coeur pur et fidèle  Ne peut jamais déplaire aux Dieux. ')",,1.0,Insertion
393,"('#merope', ""Je n'en puis plus, me voilà presque morte,  Qui peut, sans être vu, vous parler de la sorte ? "")",,1.0,Insertion
394,"('#corine', ""Qui que ce soit, ma tante, il s'explique fort bien. "")","('#les-dieux', 'Il a tort, il a tort, il a tort.')",1.93,Substitution
395,"('#merope', ""Oh, ce n'est point un Dieu, c'est un Magicien,  Contre les Dieux, il parle pour Philène,  Mais par hasard ne serait-ce point lui ?  Cette voix ressemble à la sienne. "")","('#vulcain', ""Monsieur Momus, ne venez pas ici, par vos fades plaisanteries, troubler la gravité de nos juges, elle fait plus de la moitié de leur science.  Il m'a fait oublier la moitié de mon plaidoyer...  Ah, le voici !  Vous voyez devant vous l'affligé Vulcain votre confrère..."")",0.99,Substitution
396,"('#corine', ""Sans m'effrayer, sans me faire de peine,  Cette voix m'a parlé presque tout aujourd'hui. "")",,1.0,Insertion
397,"('#merope', ""Quelle surprise est égale à la mienne :  Le courrier, la voix et l'Amant,  Ici tout est enchantement. "")",,1.0,Insertion
398,"('#corine', 'Que dites-vous ? ')",,1.0,Insertion
399,"('#merope', ""Malheureuse Corine,  Un magicien t'aime, un Follet te lutine.  Où me suis-je laissé conduire aveuglément ? "")",,1.0,Insertion
400,"('#corine', ""Ne vous inquiétez, ma tante, aucunement,  Ce Follet me plaît fort ; bien loin qu'il me chagrine,  Je crois, quand il me parle, entendre mon Amant ;  Il me semble que c'est lui-même,  Et je me sens une joie extrême,  Quand il me parle tendrement  Qu'il sera fidèle, et qu'il m'aime. "")","('#les-dieux', 'Il a tort, il a tort, il a tort. ')",1.58,Substitution
401,"('#philene', 'Il en fait son bonheur suprême ;  Et ses feux, son empressement,  Dureront éternellement. ')","('#vulcain', ""Un petit reste de musique, qui était demeuré en l'air. Je dis donc, messieurs... "")",1.36,Substitution
402,,"('#les-dieux', 'Il a tort, il a tort, il a tort. ')",1.0,Deletion
403,"('#merope', ""Je n'y puis plus tenir, et n'y puis rien comprendre ;  Je suis lasse de vous entendre  Causer en ma présence avec votre Lutin,  Et je vais autre part attendre  De tout ceci quelle sera la fin. "")","('#junon', ""Quelle honte est-ce là, messieurs ?  On ne veut pas se donner la peine d'entendre Vulcain ?  Si vus vous moquez d'un dieu qui se plaint de sa femme, que ferez-vous donc à un simple mortel ? "")",0.85,Substitution
404,"('#corine', 'Nous en voilà défaits. ')",,1.0,Insertion
405,"('#philene', 'Quel bonheur est le nôtre,  De pouvoir éviter des regards curieux ! ')","('#jupiter', ""Les mortels ne sont pas si sots que de se plaindre, ils passent ces sortes d'affaires sous silence. "")",1.25,Substitution
406,"('#corine', 'Remontrez-vous, cher Philène, à mes yeux,  Un surveillant nous quitte. ')",,1.0,Insertion
407,"('#philene', 'Il nous en vient un autre. ')",,1.0,Insertion
408,"('#corine', ""Ah ! C'est celui que dans ces lieux  Nous avons le plus à craindre. "")",,1.0,Insertion
409,"('#philene', ""Ne nous suffit-il pas qu'il ne puisse me voir ? "")","('#vulcain', 'Cela est vrai, ils se contentent de faire imprimer des factums. ')",1.74,Substitution
410,"('#corine', 'Non, au silence encore il faudra vous contraindre ;  Et de la bague il connaît le pouvoir ')","('#junon', ""Monsieur Vulcain, criez, tempêtez, faites le diable à quatre, jusqu'à ce qu'on ait rendu justice.  Laissez-moi faire, je vais condamner au carcan tous les époux infidèles. "")",0.88,Substitution
411,"('#faunus', ""Ah ! Vous vous lassez donc enfin d'être invisible ?  Je m'y suis, par ma foi, toujours bien attendu.  Du Diamant autant qu'il est possible,  Sans doute vous avez éprouvé la vertu. "")","('#vulcain', ""Tous : donnez-vous-en bien de garde. Il n'y aurait personne pour faire exécuter la sentence. "")",1.12,Substitution
412,"('#corine', 'Je suis dans un chagrin terrible. ')","('#junon', ""J'enrage quand je vois... "")",0.47,Substitution
413,"('#faunus', 'Hé ! De quoi donc. ')",,1.0,Insertion
414,"('#corine', ""Je l'ai perdu. "")",,1.0,Insertion
415,"('#faunus', ""Vous n'avez plus l'Anneau magique ? "")",,1.0,Insertion
416,"('#corine', ""Auprès d'une grotte rustique,  Où je m'occupais à rêver, Il m'est tombé du doigt, je ne l'ai pu trouver. "")",,1.0,Insertion
417,"('#faunus', ""Parbleu, ce n'est pas là, s'il faut que je m'explique,  Le plus grand mal qui pouvait arriver.  Pour vous cacher vous êtes trop charmante.  On perd trop à ne vous voir pas ;  Et quand le Ciel de tant d'appas  Orna votre beauté naissante,  Ce serait offenser les hommes et les Dieux,  De dérober tant d'attraits à leurs yeux. "")","('#jupiter', ""Taisez-vous, jalouse ; on voit bien que vous avez de la rancune contre les maris.  Si vous vouliez du bien à Vulcain, vous lui conseilleriez de ne se point faire juger : car le mieux qui lui puisse arriver dans cette affaire, c'est d'avoir tort. "")",0.54,Substitution
418,"('#corine', ""De la perte que j'ai faite,  Vous me dédommagez par des propos si doux. "")",,1.0,Insertion
419,"('#faunus', ""Quand cette perte est un bonheur pour nous,  Il ne faut pas qu'on la regrette. "")",,1.0,Insertion
420,"('#corine', ""À parler franchement, je ne regrette rien,  Et j'ai en ce moment tout ce que je souhaite,  Jamais un coeur ne fut si content que le mien. "")",,1.0,Insertion
421,"('#faunus', 'Je suis charmé de vous voir satisfaite. ')",,1.0,Insertion
422,"('#corine', 'Qui ne le serait pas ? ')",,1.0,Insertion
423,"('#faunus', 'Hé bien,  Pour vous entretenir dans cette humeur gaillarde ;  Car vous savez que de ma part,  Heureusement aussi je suis assez gaillard.  Voulez-vous que je me hasarde  À vous donner ici, pour vous désennuyer,  Un petit plat de mon métier ? ')","('#vulcain', ""Oui, je commence à comprendre que... Il a tort, il a tort ; n'a pas tout à fait tort.  Car pour avoir un arrêt contre ma femme, je n'ai que faire de venir ici, le public en prononcera plus que je ne voudrais.  Monsieur Jupiter, puisque vous jugez à propos de ne me point juger, au moins donnez-moi quelque consolation dans mon affliction.  Il chante."")",0.53,Substitution
424,"('#corine', 'Fort volontiers. Que sera-ce ? ')",,1.0,Insertion
425,"('#faunus', ""Une Fête,  Que dans ces lieux Bacchus avec l'Amour apprête,  Et qu'ils m'ont demandé de répéter ici.  Je leur ai de bon coeur accordé leur requête,  Ils ne tarderont pas à venir. Les voici. "")","('#jupiter', ""Il lui présente un boeuf et un mouton.  Mon cher ami Vulcain, pour avoir l'abondance,  Tu dois joindre dans ta maison,  Du boeuf laborieux la sotte patience,  Avec la douceur du mouton.  La plus grande consolation qu'on puisse donner à un mari affligé, c'est l'abondance des biens dans sa maison.  J'ordonne donc que chacun vienne faire un présent à Vulcain, et lui donne un conseil convenable au présent qu'il fera. Je vais commencer. "")",0.92,Substitution
426,"('#corine', ""Bacchus, l'Amour ! Fuyons. "")",,1.0,Insertion
427,"('#faunus', ""N'ayez point de scrupule. "")",,1.0,Insertion
428,"('#corine', 'Des Dieux parmi nous ! ')",,1.0,Insertion
429,"('#faunus', ""Bon, et Bacchus et l'Amour  Aux mortels en crédit tous les Dieux font la cour :  S'en étonner, c'est être ridicule.  Nous plaire c'est leur unique soin,  Et nos faveurs font leur mérite"")","('#vulcain', ""Ah, Jupiter pour récompense  D'un conseil qui chez moi va causer l'abondance,  Je te veux donner des souhaits.  Que ton voisin chez toi puisse mettre la paix.  Que ta Junon jamais ne gronde,  Lorsque même à ses yeux tu seras déloyal :  Enfin, quoique tu manques au devoir conjugal,  Qu'elle ne laisse pas d'être toujours féconde. "")",0.49,Substitution
430,"('#corine', ""C'est un honneur dont je vous félicite ;  Mais trouvez bon que je vous quitte,  Et que je puisse voir leur Fête d'un peu loin. "")","('#junon', ""Allons, ma grand'mère Cybèle,  Tirez donc de votre escarcelle,  Quelque présent  Pour cet enfant.  Cybèle tire de grandes lunettes d'un étui."")",1.11,Substitution
431,"('#bacchus', ""Je vous amène ici l'élite  Des bons Ivrognes de ma suite,  Gens éprouvés dans les repas,  Toujours prêts à faire merveille,  Que le péril n'étonne pas,  Et dont un seul mettrait à bas  Un escadron de cent bouteilles. "")",,1.0,Insertion
432,"('#faunus', 'Vous avez là de bons Soldats. ')","('#junon', 'Bon, ceci lui convient.  Vulcain, prends ces lunettes,  Pour mieux examiner ce que fait ta moitié.  À Vulcain.')",1.57,Substitution
433,"('#bacchus', 'Ils combattent toujours auprès de ma personne ;  Hé bien, père Faunus, la cave est-elle bonne ? ')","('#vulcain', 'Je crains que pour en voir seulement la moitié,  Elles ne soient pas assez nettes.  Mais morbleu, on se moque de moi ! Par la sang... ')",1.55,Substitution
434,"('#faunus', 'Pas trop, Seigneur Bacchus. ')",,1.0,Insertion
435,"('#bacchus', ""Quoi ! Pour un grand Seigneur  Jupiter prétend qu'on le prenne ;  Et dans sa cave il n'a pas du meilleur ?  Pour paraître tel, qu'il apprenne  Que de son vin, surtout, il faut se faire honneur. "")","('#momus', 'De sa Vénus la complaisante adresse,  Quand il voudra peut faire son bonheur.  Mais ta Junon ; en faisant la diablesse,  Te vend bien cher un chimérique honneur. ')",0.23,Substitution
436,"('#faunus', 'Uniquement sensible aux charmes des mortelles,  Il néglige ces soins pour elles. ')",,1.0,Insertion
437,"('#bacchus', 'Tant pis. ')",,1.0,Insertion
438,"('#faunus', ""Oui ; mais enfin, c'est un dérangement  Que Bacchus peut réparer aisément. "")",,1.0,Insertion
439,"('#bacchus', 'Volontiers. ')",,1.0,Insertion
440,"('#faunus', 'Vous avez de vendange excellente  Copieuse provision. ')",,1.0,Insertion
441,"('#bacchus', 'Oui, très forte. ')",,1.0,Insertion
442,"('#faunus', ""Le vin n'est pas ma passion ;  Mais cependant je suis d'humeur fort complaisante,  Et j'en bois quantité par conversation. "")",,1.0,Insertion
443,"('#bacchus', 'Toujours une cave ambulante  Me suit partout. ')",,1.0,Insertion
444,"('#faunus', ""Bonne précaution !  Voilà ce qui s'appelle une Fête charmante,  Des vins les plus délicieux.  Ordonnez, s'il vous plaît, que la troupe Bacchique,  En partageant nos plaisirs en ces lieux,  De concert à l'envi s'applique,  Par d'agréables jeux, par de tendre musique,  À nous occuper de son mieux,  Et les oreilles et les yeux. "")","('#vulcain', ""Et bien souvent une fausse sagesse,  Peut à l'époux causer un vrai malheur.  L'Océan est bien flegmatique.  L'Océan veut parler, et tousse toujours."")",1.0,Substitution
445,"('#un-suivant-de-bacchus', 'Dieu des buveurs, sous tes aimables lois,  On passe doucement la vie,  Tes favoris ne portent point envie  Au fort brillant des plus grands Rois.  Par les douces vapeurs de ta liqueur charmante,  Tu sais combler tous nos désirs,  Le vin est la source abondante  De tous les plaisirs. ')","('#l-ocean', ""Je te fais présent de ma toux.  Rien n'est plus souverain pour un mari jaloux  Qui la rage dans l'âme,  Veut se cacher pour surprendre sa femme. Je souhaite à tous ceux de ta société  Qu'en pareil cas leur gosier irrité,  Trahisse  Leur forte curiosité,  Et leur épargne le supplice,  D'être pleinement convaincus  Qu'on les fait  Cocus.  Il tousse. "")",0.15,Substitution
446,"('#une-bacchante', ""Quand à longs traits  Le bon vin coule  On ne s'en dégoûte jamais.  Sans ennui le temps s'écoule.  Aucuns mets  Ne paraissent mauvais,  Les plaisirs naissent en foule,  C'est pour les Buveurs qu'ils sont faits.  Les plaisirs naissent en foule,  C'est pour les Buveurs qu'ils sont faits.  Et l'on choisit les plus parfaits,  Quand à longs traits  Le bon vin coule  On ne s'en dégoûte jamais. "")",,1.0,Insertion
447,"('#un-petit-amour', ""Du choix de ses plaisirs, si chacun est le maître,  On choisira ceux de l'Amour, peut-être,  Et pour vous les offrir, j'adresse ici mes pas. "")",,1.0,Insertion
448,"('#un-suivant-de-bacchus', ""Après les plaisirs de la table,  Ceux de l'Amour offrent le plus d'appas,  Il en faut faire un mélange agréable ;  Aimer à la fin du repas,  Afin de ne s'ennuyer pas,  Après les plaisirs de la table. "")","('#vulcain', ""Ce qui t'enrhume de la sorte,  C'est que ton épouse Thétys  Te fait souvent coucher sur le pas de la porte,  Pendant que le soleil dissipe ses ennuis. "")",1.12,Substitution
449,"('#une-suivante-de-l-amour', ""Aimons toujours,  Parmi le vin et la tendresse,  Passons le cours  De nos beaux jours ;  On doit le temps de sa jeunesse  À Bacchus autant qu'aux Amours. "")","('#momus', ""Ce dieu brûlant, pendant toute l'année,  Chauffe ton lit, pour te faire plaisir :  Mais un vieux fou qui prend jeune épousée,  C'est une mer qu'on ne saurait tarir. "")",0.47,Substitution
450,"('#faunus', 'Sans trop examiner, ni leurs droits, ni les vôtres,  En toute occasion, je crois  Avait toujours de bonne foi,  Bien payé les uns et les autres. ')",,1.0,Insertion
451,"('#bacchus', 'Assurément. ')",,1.0,Insertion
452,"('#faunus', ""Pour ceux de Bacchus aujourd'hui,  Je m'en suis acquitté dignement avec lui. "")",,1.0,Insertion
453,"('#l-amour', 'Et les miens ? ')",,1.0,Insertion
454,"('#faunus', ""Partie à remettre,  Parce que l'un ne peut permettre…  Que tous les deux… conjointement…  Prennent certain arrangement…  Après cela pourtant, je puis bien vous promettre…  Quant à présent, que je me porte bien…  Mais pour une autre fois que vous n'y perdrez rien…  Et que sans vouloir vous commettre…  Il ne faut là-dessus avoir aucun souci…  D'autant que souvent on hasarde…  Que qui devrait garder, a besoin qu'on le garde…  Au bout du comte enfin… Bonsoir et grand merci. "")","('#vulcain', ""Lorsqu'un vieillard a la tête chargée,  Il a beau faire, il n'en peut pas guérir. "")",1.58,Substitution
455,"('#bacchus', 'Il est en bon état. ')",,1.0,Insertion
456,"('#l-amour', ""Que le vin l'y maintienne,  Jusqu'à ce que Jupiter vienne. "")",,1.0,Insertion
457,"('#bacchus', 'Agissons de concert toujours dans tout ceci. ')",,1.0,Insertion
458,"('#l-amour', ""J'ai donné ma parole à Junon. "")",,1.0,Insertion
459,"('#bacchus', 'Moi la mienne. ')",,1.0,Insertion
460,"('#l-amour', ""Ne buvons donc point tant, et qu'il vous en souvienne. "")",,1.0,Insertion
461,"('#bacchus', ""N'ayez, de grâce, aucun souci. "")",,1.0,Insertion
462,"('#l-amour', ""Dans ces jardins tantôt j'ai fait entrer Philène. "")",,1.0,Insertion
463,"('#bacchus', ""Avec Corine, il s'y promène.  Sans être vu, l'anneau magique a réussi. "")",,1.0,Insertion
464,"('#l-amour', ""Tant mieux, servons-nous-en pour les tirer d'ici. "")",,1.0,Insertion
465,"('#mercure', ""J'en conviens, l'aventure a de quoi vous surprendre.  Plus que vous j'en suis étonné ;  Rien ne devait vous faire attendre  Un retour si peu fortuné. "")",,1.0,Insertion
466,"('#jupiter', ""À cet événement je ne puis rien comprendre,  Tu m'en vois accablé de honte et de douleur,  Et je ne puis imputer mon malheur  Qu'au seul déguisement que mon choix m'a fait prendre. "")",,1.0,Insertion
467,"('#mercure', 'Hé ? Pourquoi donc ? ')",,1.0,Insertion
468,"('#jupiter', ""Mercure, plus j'y pense,  Plus mes soupçons sont confirmés ;  Tous ces soupirants d'importance,  Dont les talents sont renfermés  Dans le faste et l'opulence,  Ne sont bons que pour la dépense ;  Et rarement ils sont aimés. "")",,1.0,Insertion
469,"('#mercure', 'On aurait là-dessus bien des choses à dire. ')",,1.0,Insertion
470,"('#jupiter', ""Corine ! Un noir chagrin m'agite, me déchire ;  Je gagerais qu'en ce moment,  Cette réflexion redouble mon tourment. "")",,1.0,Insertion
471,"('#mercure', ""Oui, nous n'avons pas lieu de rire. "")",,1.0,Insertion
472,"('#jupiter', ""Corine est avec un amant,  À qui l'on croit impunément  Pouvoir des Dieux sacrifier le Maître. "")","('#diane', ""Je gardais pour un époux  Le plus brillant des bijoux.  Mais, cousin, ton mauvais ménage  M'a dégoûté du mariage,  Et c'est à toi que je ferai présent  De mon croissant. "")",0.92,Substitution
473,"('#mercure', 'Oui da, cela pourrait bien être. ')",,1.0,Insertion
474,"('#jupiter', 'Oh ! La chose est assurément. ')",,1.0,Insertion
475,"('#mercure', ""Mais du moins c'est sans vous connaître. "")",,1.0,Insertion
476,"('#jupiter', ""Je l'avais bien prévu. Fatal éloignement !  Ridicule déguisement !  Importune grandeur ! Pourquoi ne pas paraître  Aux regards d'un objet charmant  Dans tout l'éclat où le Ciel nous fait naître,  Et craindre de le trop honorer en l'aimant ? "")","('#vulcain', ""Divinité mélancolique,  Astre bizarre et lunatique,  Déesse des pâles couleurs,  Vous faites bien d'éviter les malheurs  Qu'attire après soi l'hyménée :  Car si vous êtes mariée,  Vous feriez votre époux  Jaloux. "")",0.51,Substitution
477,"('#mercure', ""À vous en parler franchement,  Ce ne serait point ma manière ;  Mais c'est un usage ordinaire  Que vous n'avez encore quitté que rarement. "")",,1.0,Insertion
478,"('#jupiter', ""M'en voilà pour jamais revenu, je te jure,  Sans craindre que Junon murmure,  Je me veux exposer à ses chagrins jaloux,  Et me faire un plaisir de braver son courroux.  Il faut pour mieux me venger d'elle,  Ouvertement aux yeux de tous,  Lui préférer une simple mortelle. Je ne saurais marquer trop de ressentiment ;  Cherchons Corine, il en est temps encore,  Avouons-nous pour son Amant.  Et que tout l'univers sache que je l'adore. "")","('#diane', ""Il n'appartient qu'à Momus, et qu'à vous,  De médire d'une déesse,  Qui fit de cent façons ses preuves de sagesse.  Je le maltraitai fort, dit-on,  Avez-vous oublié la fable d'Actéon ?  Parce qu'il me surpris sans voile et sans cornette,  Dans le bain. Convenez avec sincérité  Qu'il est peu de femme bien faite  Qui pour un cavalier eut cette cruauté. "")",0.36,Substitution
479,"('#mercure', ""Un peu plus de prudence, et moins d'empressement,  Pour quelque temps il est bon qu'on l'ignore :  Il est bien vrai que votre amour l'honore.  Mais il ne vous fait pas honneur également.  Sachons d'abord ce qu'elle est devenue ;  Une fille qu'on perd de vue, Se retrouve parfois assez facilement,  Mais pas toujours telle qu'on l'a perdue. "")","('#momus', ""Je vous apprends qu'une vieille coquette  Eut l'autre jour la même cruauté :  Et pour l'avoir surprise à sa toilette,  Un cavalier en fut fort maltraité. "")",0.98,Substitution
480,"('#jupiter', ""Tu raisonnes fort sagement,  Et c'est l'excès de la colère  Qui cause en moi ce premier mouvement. "")",,1.0,Insertion
481,"('#mercure', ""Hé ! De grâce, qu'il se modère. "")",,1.0,Insertion
482,"('#jupiter', 'Je suivrai tes conseils en tout aveuglément. ')",,1.0,Insertion
483,"('#mercure', ""Pour mieux approfondir l'affaire,  Cherchons ici Faunus de toutes parts,  Il faut que tôt ou tard il s'offre à nos regards,  De Corine déjà je vois venir la tante. "")","('#vulcain', ""Que la pudeur sied bien à la fillette  Lorsqu'elle est jointe avecque la beauté ! "")",1.11,Substitution
484,"('#merope', ""Je n'en puis plus, ici tout m'épouvante,  Et votre retour même ajoute à mon effroi.  Un de vos gens, Seigneur, tantôt s'est devant moi,  Par le milieu des airs volant à tire d'aile,  Fait vers le Ciel une route nouvelle ;  Et puis par un effet presque aussi peu commun,  J'ai vu ma nièce ici causer avec quelqu'un  Sans y voir personne auprès d'elle. "")","('#pluton', ""Nous sommes destinés tous deux  À commander les malheureux ;  Moi dans l'enfer, toi dans le mariage.  De nos sceptres cornus faisons donc le partage. "")",1.32,Substitution
485,"('#jupiter', ""Je ne me trompais pas. Ah ! C'était un Amant,  Et que Junon protège apparemment. "")",,1.0,Insertion
486,"('#mercure', ""La chose n'est pas impossible. "")",,1.0,Insertion
487,"('#jupiter', ""Il n'évitera pas un juste châtiment,  On fait à mon amour un affront trop sensible,  Et l'on n'offense pas les Dieux impunément. "")","('#vulcain', ""Ton lot n'est pas égal au mien :  Car si tous les cocus venaient me rendre hommage,  Mon empire serait bien plus grand que le tien. "")",1.11,Substitution
488,"('#merope', ""Seigneur, en tout ceci je ne suis point coupable,  Mortel, ou Dieu, j'en fais serment,  Je n'ai rien fait qui soit capable  De m'attirer votre ressentiment. "")",,1.0,Insertion
489,"('#mercure', 'Je le crois, nous pensons de vous tout autrement. ')",,1.0,Insertion
490,"('#merope', ""J'ai fait ce que j'ai pu pour engager Corine. "")",,1.0,Insertion
491,"('#mercure', ""J'en répondrais à votre mine,  Mais ne savez-vous comment,  Avec qui, de ces lieux elle s'est échappée ? "")",,1.0,Insertion
492,"('#merope', ""Je ne sais qu'en juger, mais je suis fort trompée,  Si ce n'est un enlèvement. "")",,1.0,Insertion
493,"('#jupiter', ""Et pour faciliter sa fuite,  Est-il venu quelqu'un lui rendre ici visite ? "")",,1.0,Insertion
494,"('#merope', ""Je n'ai vu presque rien de ce qui s'est passé,  De ce que je voyais étonnée, interdite,  Auprès de ces bosquets je n'ai point avancé :  Les Amours, disait-on, et des gens de leur suite,  Avaient ici, ri, bu, chanté, dansé ;  De trouble et de frayeur j'avais le coeur glacé  Et de rien je ne suis instruite. "")","('#bacchus', ""Ah, ah, ah, compère Vulcain,  Ah, ah, ah, le plaisant usage  D'être chagrin du cocuage !  Hé, hé, ce n'est pas être sage,  De pleurer en secret  Quand on a chez soi le sujet  Qui fait rire, qui fait rire le voisinage.  Il donne un verre à Vulcain, et à tous les autres dieux, et leur verse à boire."")",0.65,Substitution
495,"('#jupiter', ""Ah ! Jalouse Junon ! Je reconnais vos coups,  Et les Amours jamais n'auraient osé sans vous  Me faire une pareille offense. "")",,1.0,Insertion
496,"('#mercure', ""Nous le méritons bien franchement entre nous,  Ils n'étaient pas de notre confidence. "")",,1.0,Insertion
497,"('#jupiter', ""Mais Faunus est avec eux, sans craindre mon courroux  A-t-il été d'intelligence ? "")",,1.0,Insertion
498,"('#mercure', ""Nous le saurons, le voici qui s'avance. "")",,1.0,Insertion
499,"('#jupiter', ""Que veut dire ceci ? Sur ses pieds chancelants  Il semble qu'à regret tout son corps se soutienne. "")",,1.0,Insertion
500,"('#faunus', ""Pour rattraper un peu l'usage de mes sens,  Il est bon que je me promène. "")",,1.0,Insertion
501,"('#jupiter', 'Voilà de mon malheur une preuve certaine. ')",,1.0,Insertion
502,"('#faunus', ""Ah, ah ! C'est vous, parbleu, soyez les bienvenus.  J'allais commencer d'être en peine. "")",,1.0,Insertion
503,"('#jupiter', 'En quel état vous trouvai-je, Faunus ? ')",,1.0,Insertion
504,"('#faunus', ""Vous le voyez, la bedaine assez pleine,  C'est votre fils… son frère à lui… Bacchus,  Qui pour… renouveler… l'ancienne connaissance…  Oh ! Nous avons, ma foi, soufflé d'excellent jus. "")","('#momus', ""Que chacun vienne remplir son verre,  Pour boire à la santé du cousin.  Voici le quinquina salutaire,  Qui guérit la fièvre de Vulcain,  Partagez tous cette médecine.  Maudit soit qui ne s'en munira,  Contre un mal qui prend à la sourdine :  Si vous ne l'avez il vous viendra. "")",0.66,Substitution
505,"('#jupiter', ""J'avais compté sur votre vigilance. "")",,1.0,Insertion
506,"('#faunus', ""Oui, je suis vigilant, on ne peut l'être plus. "")",,1.0,Insertion
507,"('#mercure', 'Il y paraît, vraiment. ')",,1.0,Insertion
508,"('#faunus', 'Il y paraît ? Abus. ')",,1.0,Insertion
509,"('#jupiter', 'Et Corine ? ')",,1.0,Insertion
510,"('#faunus', 'Êtes-vous fâché de son absence ? ')",,1.0,Insertion
511,"('#jupiter', ""Si j'en suis fâché ? "")",,1.0,Insertion
512,"('#faunus', 'Paix, je suis au fait, motus,  Mais par discrétion je garde le silence. ')",,1.0,Insertion
513,"('#jupiter', 'Quoi ? ')",,1.0,Insertion
514,"('#faunus', ""Ne me dites rien, s'il vous plaît, là-dessus,  Voilà la tante encore, c'est une grande avance ;  Je ne perds pas, comme on voit, connaissance,  Et les pièges qu'on m'a tendus…  Bref, vos rivaux seront tous confondus. "")",,1.0,Insertion
515,"('#jupiter', ""Ne rougissez-vous point de l'état où vous êtes ? "")",,1.0,Insertion
516,"('#faunus', 'Non ; pour un peu de vin, quel vacarme vous faites ! ')",,1.0,Insertion
517,"('#jupiter', 'Quelle honte ! ')",,1.0,Insertion
518,"('#faunus', ""Voilà justement ce que c'est :  Vous autres Dieux de la première classe,  Vous buvez du nectar autant qu'il vous plaît,  Sans que sur vos cerveaux il fasse  Nulle impression, nulle trace ;  Pour nous autres, il y paraît. "")",,1.0,Insertion
519,"('#jupiter', ""Pour faire contre vous éclater ma vengeance,  Je vous dégraderai de l'immortalité. "")",,1.0,Insertion
520,"('#faunus', ""Non, non, n'en faites rien, donnez-vous patience,  Avec la tante en diligence,  Je vais chercher partout : et mon activité  Justifiera que ma fidélité  Mérite une autre récompense,  Sans adieu. "")","('#vulcain', ""Faites-en encor tirer chopine,  L'on trouvera bien qui le boira. "")",1.07,Substitution
521,"('#jupiter', ""Quelle indignité !  À quel excès je me sens irrité !  Les Amours et Bacchus aujourd'hui me trahissent,  Avec Junon de concert ile s'unissent.  Ah ! Je les punirai de leur témérité :  Pour Junon, j'y suis fait, et j'ai toujours été  L'objet de son humeur et de sa jalousie,  Et je ne puis priver Bacchus de l'ambroisie ;  Mais pour un tas confus de ces petits Amours,  Dont le nombre partout augmente tous les jours,  Je puis au gré de mon envie,  Les soumettre à perdre la vie ;  Le destin me permet de les traiter ainsi,  Va, cours dire à Vénus… "")","('#jupiter', 'Quand le soin de gouverner le monde  Commence de troubler mon cerveau,  Je bois quelques santés à la ronde,  Pour me soulager de ce fardeau.  Mais si les chagrins de ton ménage  Sont beaucoup plus lourds à supporter,  En buvant quatre coups davantage,  Tu seras plus fort pour le porter. ')",0.41,Substitution
522,"('#mercure', 'Je crois que la voici. ')",,1.0,Insertion
523,"('#jupiter', 'Vous venez à propos, Déesse. ')",,1.0,Insertion
524,"('#venus', ""Un soin pressant qui pour vous m'intéresse,  Me fait vous chercher jusqu'ici. "")",,1.0,Insertion
525,"('#jupiter', ""Et pour une affaire qui presse,  J'avais dessein de vous parler aussi. "")",,1.0,Insertion
526,"('#venus', 'La confidence est fâcheuse à vous faire. ')",,1.0,Insertion
527,"('#jupiter', 'Ce que je vous dirai pourra ne vous pas plaire ! ')",,1.0,Insertion
528,"('#venus', 'Junon… votre chaste moitié…. ')",,1.0,Insertion
529,"('#jupiter', ""Junon… ne me parlez point d'elle. "")",,1.0,Insertion
530,"('#venus', ""Sent pour mon fils, qui soupire auprès d'elle,  Un peu plus que de l'amitié. "")",,1.0,Insertion
531,"('#mercure', 'Comment diantre. Ceci passe la raillerie !')","('#vulcain', ""Quand la tête souffre le dommage,  C'est la tête qu'il faut conforter. "")",1.66,Substitution
