regnard-coquette,regnard-divorce,Score
-,"('#isabelle', ""Pourquoi voulez-vous qu'elle se taise, quand elle a raison ?  Ne sait-on pas assez dans le monde l'honneur que je vous ai fait, quand je vous ai épousé ?  Mais vous devez vous mettre en tête que je vous ai plutôt pris pour mon homme d'affaires que pour mon mari ; et je vous prie de ne plus vous mêler de ma conduite."")",0.0
-,"('#colombine', ""Madame parle comme un oracle ; toutes les paroles qu'elle dit sont des sentences que toutes les femmes devraient apprendre par coeur."")",0.0
-,"('#sotinet', ""Vous devriez mourir de honte de la vie que vous menez.  On n'entend parler d'autre chose que de votre jeu et de vos dépenses.  Nous demeurons dans la même maison, et il y a huit jours que je ne vous ai rencontrée.  Vous vous allez promener quand je me couche, et vous ne vous couchez que quand je me lève."")",0.0
-,"('#isabelle', ""Ah !  Colombine, ne te souviens-tu point de ce petit air que m'apprit hier monsieur le marquis ?  Je l'ai oublié."")",0.0
-,"('#colombine', ""Non, madame ; mais, si vous voulez, je vais vous en chanter un que je viens d'apprendre.  La, la, la."")",0.0
-,"('#sotinet', ""Te tairas-tu donc, coquine ?  Il y a longtemps que je suis las de tes impertinences.  C'est toi qui me la gâtes, et un grand traîneur d'épée qui ne bouge d'ici.  Mais j'empêcherai bien que cela ne dure, et je veux que tu sortes tout présentement de chez moi. Allons, qu'on déniche tout-à-l'heure."")",0.0
-,"('#colombine', ""Moi ? Je n'en ferai rien."")",0.0
-,"('#sotinet', ""Tu n'en sortiras pas ?"")",0.0
-,"('#colombine', ""Non, je n'en sortirai pas."")",0.0
-,"('#sotinet', 'Comment donc ?  Est-ce que je ne suis pas le maître ici ?')",0.0
-,"('#colombine', 'Pardonnez-moi.')",0.0
-,"('#sotinet', 'Je ne pourrai pas mettre dehors une coquine de servante quand il me plaira ?')",0.0
"('#colombine', 'Je ne dis pas cela. ')","('#colombine', 'Je ne dis pas cela.')",0.9999999403953552
