,schelandre-tyr-sidon-i,schelandre-tyr-sidon-ii,Cost,Operation Type
353,"('#zorote', ""Ivrogne, d'où viens-tu, tandis que je demeure, Tourmentant le marteau, quasi depuis une heure ? Si je te prends, pendard ! ..."")","('#abdolomin', ""Donc je perds mon Belcar ! La faulx qui tout terrasse Retranche, moi vivant, le dernier de ma race ! ô dieux ! Quelle rigueur ! Si le prince de Tyr S'est jetté dans un piége, en devray-je patir ? Qui pourrait seurement d'un homme estre la garde Si lui-même à soy-même avec soin ne regarde ? En puis-je mais s'il a son peril recherché, La nuit, à mon insceu, jeune homme desbauché ? Qu'ay-je peu faire plus, sinon qu'en diligence J'ay sur les assassins exercé la vengeance ? Quant à l'autheur du mal, je l'envoye en ses mains. Celui-là, qu'il le livre aux bourreaux inhumains ; Que son orage tombe et que son fiel se crève Sur ce perturbateur, cet infracteur de trève. Mais faut-il que la peine, ô jugement cruel ! Redonde à mon enfant comme un coup mutuel ? Ah ! Sauvage raison dont ce tigre me paye, Puisqu'il n'a plus de fils, qu'il ne vut que j'en aye ! Puisqu'ils avoient en guerre esprouvé même sort, Qu'ils doivent estre esgaux, compagnons à la mort. Las ! Je m'en doutois bien, qu'une humeur furieuse Procederoit tousjours par voye injurieuse. Encor si pour un peu sa rage retarder Balorte assez à temps y pouvoit aborder ! Mais las ! Il est si prompt, qu'à peine a-t'on peu faire Qu'il n'ait donné curée à sa main sanguinaire ; À peine a-t'il sursis qu'autant de temps qu'il faut Pour dresser la sentence avecque l'eschaffaut. Cessez, ô dieux, cessez d'appuyer ma faiblesse, Puisque je perds, helas ! Mon soustien de vieillesse. Hé ! Hé ! Que ne viens-tu, favorable atropos, Convertir à ce coup ma langueur en repos ! Mais quel homme est-ce là que mes gardes conduisent ? La hâte et l'allégresse en sa mine reluisent."")",0.56,Substitution
354,"('#bagoas', ""Voyez-vous pas mon seau ? La lessive se fait, et j'en ai puisé l'eau."")","('#thamys', ""ô roi que chacun tient pour miroir de bonté, Mon travail vous plaira quand je l'auray conté."")",1.51,Substitution
355,"('#zorote', 'Est-ce là ton devoir, quand les servantes chaument ?')","('#abdolomin', 'Dictes donc, mon amy.')",1.21,Substitution
356,,"('#thamys', 'Resjouissez-vous, sire : Le grand Belcar est libre, et je viens vous le dire.')",1.0,Deletion
357,,"('#abdolomin', 'ô Jupiter ! Comment ?')",1.0,Deletion
358,,"('#thamys', ""Moi, je l'ay mis dehors En perte de mes biens, en danger de mon corps."")",1.0,Deletion
359,,"('#abdolomin', 'La perte richement vous sera reparée.')",1.0,Deletion
360,"('#bagoas', ""Les folles qu'elles sont me nasardent, m'empaument, Mille niches me font, si je ne prends le faix Des ouvrages plus forts pour acheter la paix. Enfin, j'en suis si las que la mort j'en souhaite, Car je suis de céans et l'âne et la chouette."")","('#thamys', ""Il estoit sous ma garde en prison bien murée. L'amour et la pitié d'une infante de Tyr M'ont induit en secret à le faire sortir."")",0.73,Substitution
361,,"('#abdolomin', ""Où l'avez-vous laissé ?"")",1.0,Deletion
362,,"('#thamys', ""Dans une bonne barque, En habit desguisé, craignant qu'on le remarque. Enfin il est sauvé ; vous l'aurez aujourd'huy. Mais faictes qu'un escorte aille au-devant de lui."")",1.0,Deletion
363,"('#zorote', 'Revenge-toi, vilain !')","('#abdolomin', ""ô jour plein de bonheur et de resjouissance ! Oh ! Qu'à propos le ciel protége l'innocence ! Allez vous rafraischir, chevalier genereux ; Je m'en vay donner ordre à son abord heureux."")",0.78,Substitution
364,"('#bagoas', ""Tiendrai-je tête à dix, Quand d'une vous souffrez les maudissons hardis ?"")","('#pharnabaze', ""Je vous ay tous mandez, ô chefs de ma justice ! Pour estouffer ce monstre animé de malice ; Non pour joindre à son crime un tourment tout egal, Car ses sens ne pourroient souffrir à tant de mal, Mais pour succinctement m'en faire la despesche. Je ne dis point pourquoy : la douleur m'en empesche."")",0.74,Substitution
365,"('#le-page', ""De m'amener ici, mon père, c'est folie, Pensant donner la chasse à la mélancolie. Comment sortirait-elle avec tous ses ennuis, Ce rechigné Saturne étant au pas de l'huis ?"")","('#les-juges', ""Ou d'un mot absolu, sans nos voix employer, Sire, il faut, s'il vous plaist, à la mort l'envoyer ; Ou si, comme en tout temps, l'equité vous commande, Exposez les raisons de vostre ire si grande. Lors nous mettrons bien-tost les bonnes en alloy, Prouvans l'or de justice au creuset de la loy. Nous ne condamnons point sur des plaintes legères Ny les filles de roy, ny les simples bergères."")",0.69,Substitution
366,"('#bagoas', ""Pandore, il n'y faut plus que ta seule rencontre Pour combler la maison de toute mal-encontre. Tais-toi, fol corybant ! Tais-toi, cul dégradé !"")","('#pharnabaze', ""Or bien, je ne prends point pour reigle mon courroux ; Comme un accusateur je parle devant vous, Non comme un souverain, comme un père en furie, Ayant sur ses enfants droict de mort et de vie. Je ne requiers de vous, despouillant mon pouvoir, Que le commun credit qu'un tesmoin doit avoir. Ne l'oseroy-je dire ? Elle osa bien le faire : Donc quelle extremité d'une peine exemplaire N'est point deue à ce corps, qui d'un bras aggresseur Sans cause et de sang-froid a massacré sa soeur ?"")",0.93,Substitution
367,,"('#les-juges', 'Il faut de la rigueur si la chose est prouvée.')",1.0,Deletion
368,,"('#pharnabaze', ""Je ne dis rien par coeur : je l'ay, je l'ay trouvée, Et tous ceux de ma suitte en ont eu quant et moi Tout le poil herissé de merveille et d'effroy."")",1.0,Deletion
369,"('#bagoas', 'Toi, Ménade, tais-toi ! Tais-toi, cul débordé !')","('#les-juges', 'Confessez-vous le fait ?')",1.49,Substitution
370,"('#le-page', ""Vieux chien sevré d'amour !"")","('#meliane', ""Ce qu'il plaist à mon père Est juste à mon egard."")",1.56,Substitution
371,"('#bagoas', 'Et toi, lice échauffée ! Bouquin châtré de lait !')","('#pharnabaze', ""L'innocente vipère ! C'est donc mon seul plaisir, non ton crime infernal, Ô jouet d'Alecton ! Qui te fera du mal ?"")",1.49,Substitution
372,,"('#les-juges', 'Mais parlez franchement, evitez la torture.')",1.0,Deletion
373,,"('#meliane', 'De quoy vous serviroit une enqueste plus dure ? Je suis digne de mort : que demandez-vous plus ?')",1.0,Deletion
374,"('#bagoas', 'Et toi, chèvre coiffée !')",,1.0,Insertion
375,"('#le-page', ""Chapon mal recousu ! Vieil hongre à maigre dos ! Singe au menton pelé ! Tu me sembles dispos. Étant léger de reins et lévrier de la panse, Je t'aurai tôt appris à sauter en cadence !"")","('#pharnabaze', ""Vous prodiguez le temps en discours superflus. Sus, allez, je le vux ; que la teste on lui oste Où s'est commis le meurtre, entre l'onde et la coste."")",0.84,Substitution
376,"('#bagoas', ""J'aime fort à danser des machoires d'en bas ; D'autre sorte de bal, je ne m'en mêle pas."")",,1.0,Insertion
377,"('#le-page', ""Il te faut d'un bouleau la branche frétillarde Pour t'apprendre une danse autre que la gaillarde."")",,1.0,Insertion
378,"('#la-ruine', ""Enfin, je suis honteux de mon piteux état : C'est un méchant métier d'être pauvre soldat. Le service est pour nous ; messieurs les capitaines En ont la récompense aux dépens de nos peines, Et pour paraître en mine ils nous rendent tous gueux, Combien qu'aux bons effets nous paraissions plus qu'eux. S'ils tombent quand et nous en disette importune, Ou si d'une déroute ils craignent l'infortune, Ces pennaches flottants, ces veaux d'or, ces mignons, Pour être plus au sûr nous nomment compagnons. Vous croiriez, à leur dire, et même des plus chiches, Qu'au sortir du combat ils nous feront tous riches ; Qu'en pères des soldats partageant le butin, Nos piques nous seront des aulnes à satin. Mais si tôt qu'ils ont vu l'occasion passée, La libéralité leur sort de la pensée. Si nous sommes vainqueurs, l'honneur en est à tous ; Mais le fruit du travail n'en revient point à nous : Le gain remonte aux chefs, la risque étant finie, Qui, sur notre pillage usant de tyrannie, La poule, sans crier, des bons hôtes plumants, Ne nous laissent jouir que des quatre éléments. Si nous sommes battus, chacun lèche sa plaie, Et tel doit au barbier deux fois plus que sa paye Qui le soir de sa monstre à peine aura de quoi Nourrir en sa personne un serviteur de roi. Jamais notre bon temps n'arrive qu'en cachettes, Car notre bien public sont des coups de fourchettes ; De fatigues sans fin nous portons le fardeau, À peine ayant le saoul de mauvais pain et d'eau. Cependant ces messieurs veulent que, pour leur plaire, Nous ayons l'oeil gaillard, l'armure toujours claire, Dérouillant notre fer et dehors et dedans, Cependant que le jeune enrouille tout nos dents. Il est vrai que souvent nous faisons la débauche D'un demi-tour à droite, un demi-tour à gauche, Dansant par entrelacs des branles différents, Pour serrer et doubler nos files et nos rangs ; Si bien qu'à regarder nos jambes sans nos trognes Un passant nous prendrait pour un ballet d'ivrognes. Aussi sommes-nous saouls jusqu'à nous en fâcher, J'entends saouls de marcher, affamez de mâcher : Car, quant à l'appétit, rarement il nous quitte, Étant d'autant plus grand que la solde est petite. Enfin, lorsqu'un de nous en sa poste est campé, S'il dort, c'est d'être las, non d'avoir trop soupé. C'est pourquoi je résous, quoiqu'il en réussisse, De busquer ma fortune à quelque autre exercice ; Je veux devenir riche en quelque bon hasard, Y dussé-je encourir le danger de la hart. Ou sur terre, ou dans l'air, que m'importe où je meure, Pourvu que la misère avec moi ne demeure ? Aussi sont-ce badauds, et non pas beaux esprits, Qui sont dans leurs desseins facilement surpris. Qu'ainsi ne soit, le monde est plein de voleries ; Les larcins couverts tournent en railleries. Ne vous en fâchez pas, messieurs, ès environs ; Quand j'ai tout regardé, je vois bien des larrons. Au fort, je ne crois pas qu'un bon tireur de laine Puisse avoir, au gibet, posture plus vilaine Que moi, nu comme un ver, aussi pauvre qu'un rat, Et toujours affamé comme un maigre verrat."")","('#phulter', ""Helas ! Escoutez-moi, monarque redouté : L'injustice est souvent dans la severité. Gardez-vous de punir de son forfait extrême Ceux qui n'en peuvent mais, vos sujects et vous-même : Car estant vostre sang elle nous touche à tous : Pensez au nom de père. Ah ! Sire, il est si doux !"")",0.23,Substitution
379,"('#la-debauche', 'Dieu te garde, camarade !')","('#pharnabaze', 'Pourquoy ne pensoit-elle à celui de germaine ?')",1.27,Substitution
380,"('#la-ruine', ""Eh ! Dieu te garde, la rose ! M'as-tu bien entendu ?"")",,1.0,Insertion
381,"('#la-debauche', ""J'ai pour toi quelque chose. Nous ne sommes que deux, tirons-nous à l'écart... Je sais bien un bon coup : y veux-tu prendre part ?"")",,1.0,Insertion
382,"('#la-ruine', 'De quoi, mon cher ami ?')","('#phulter', ""Faut-il qu'aux cruautez son exemple vous meine ?"")",1.79,Substitution
383,,"('#pharnabaze', 'Il faut faire aux cruels selon leur cruauté.')",1.0,Deletion
384,,"('#phulter', 'Au fond, perte sur perte est toujours pauvreté.')",1.0,Deletion
385,,"('#pharnabaze', ""Perdre un enfant perdu, c'est gain plus que dommage."")",1.0,Deletion
386,"('#la-debauche', ""De dix sicles pour homme, Et puis (après l'exploit) de bien plus grande somme."")","('#phulter', ""Que l'egard de l'estat touche vostre courage. Par la race des rois les peuples sont en paix."")",1.16,Substitution
387,"('#la-ruine', 'Ha ! Bon ! Que faut-il faire ?')",,1.0,Insertion
388,"('#la-debauche', ""Un service au pays. Tu sais que de long-temps nous sommes ébahis De voir qu'en liberté le glorieux Léonte Nous morgue par la rue."")","('#pharnabaze', ""C'est la paix d'un estat de punir les mefaits. Quoy ! Qu'un jour, après moi, ceste main parricide, Portant la verge d'or, sur mon throsne preside ! Que ce front effronté, juste proye à corbeau, S'esléve à mon avu sous ce royal bandeau ! Que d'effroyables cris les manes de Cassandre Taxent mon indulgence à l'entour de sa cendre ! Que le monde en soit plein, qu'un vulgaire effrené Imite par licence un mal non condamné ! Abus ! Elle mourra ; je seray sans lignée, Mais je verray d'ailleurs ma gloire provignée, Repeuplant ma famille et de sages beautez, Et d'esprits courageux, en enfans adoptez ; De vray, non pas si bien qu'en Cassandre et Leonte, Mais mieux qu'en ceste folle engendrée à ma honte."")",0.45,Substitution
389,"('#la-ruine', ""Est-ce pas une honte ? À quoi pense le roi ? J'ai peur qu'il soit en fin Trompé d'un ennemi si puissant et si fin. Nous n'avons porte ici, casemate, avenues, Que d'un oeil attentif il n'ait bien reconnues, Voire jusqu'au secret de tous nos magasins, Ce qu'on ne souffre pas à nos meilleurs voisins."")","('#pharnabaze', ""Doncques le sort cruel, contre moi mutiné, M'a repris tout_à_coup ce qu'il m'avoit donné, Ne me laissant de tout que le sceptre et la vie, Fardeaux trop importuns quand la joye est ravie ! Que sçauroy-je plus craindre ou que puis-je esperer ? À qui, malencontreux, me doy-je comparer ? Prendray-je pour patron la reyne de Pergame, Qui perdit à sa vue, avant que perdre l'ame, Tant d'enfans estimez en merite et valeur ? Non, non, son brave Hector, mourant au champ d'honneur, Est bien avantagé sur mon pauvre Leonte, Qui traisne avec sa mort une espèce de honte ; Et les cendres d'Achille excusoient la rigueur Que sentit Philoxène en la main d'un vainqueur. Cassandre et Meliane ont leur fin plus amère, L'une ès mains de sa soeur, l'autre ès mains de son père. Ainsi d'un pareil mal les regrets sont plus grands, Car l'outrage cuit plus quand il vient des parents. Qu'aujourd'huy ma maison de prodiges fourmille ! Donc, pour venger ma fille, il faut perdre ma fille ! Pieté, cruauté, vous tenez même rang : Je ne puis expier mon sang que par mon sang, Et ne puis tesmoigner, sans estre parricide, Que l'amour paternelle en mon ame reside. Voicy mon admiral. Eh bien ! Qu'avez-vous fait ?"")",0.24,Substitution
390,"('#la-debauche', ""Or bien, l'occasion se présente certaine De l'envoyer là-bas sans risque et sans grand peine."")",,1.0,Insertion
391,"('#la-ruine', 'Sans risque ? Et le moyen ?')",,1.0,Insertion
392,"('#la-debauche', ""La nuit nous cachera. Saches que son malheur lui-même cherchera, Car il a rendez-vous justement à cette heure Pour entrer en un lieu prochain de ma demeure, D'où, quand il sera saoul de l'amoureux déduit, Il sortira tout seul sans lumière et sans bruit. Là, si nous l'attrapons, le mari de la dame, Résolu de venger c'est adultère infâme, Fort opulent qu'il est, nous ouvre ses trésors, Avec un bon vaisseau qui nous mettra dehors."")","('#l-amiral', ""Sire, un petit voyage avec petit effect. Je voy ma diligence et ma peine frustrée, N'ayant que ceste vieille au vaisseau rencontrée. Sitost que de ma chiorme, à grand'force de bras, J'ay leur navire attaint et crié : voile bas ! Tous les nochers ensemble, apprehendans vostre ire, Ont mieux aymé la mort dans les vagues eslire, Et d'un sault volontaire avaler à longs traits Le flot qui, bouillonnant, les couvroit tost après."")",0.46,Substitution
393,,"('#pharnabaze', ""Qu'est devenu Belcar ?"")",1.0,Deletion
394,"('#la-ruine', ""D'où te vient un secret de si grande importance ?"")","('#l-amiral', ""Almodice le cèle. Les morts et les poissons m'en ont dict autant qu'elle."")",1.5,Substitution
395,"('#la-debauche', ""J'en suis le seul auteur ; par ma seule assistance Le bon homme cornard, qui Zorote est nommé, A découvert le fait et ce dessein tramé. Pour ne perdre le temps, j'abrègerai le conte : Un certain escalier, qui vers ma chambre monte, Prend jour d'un beau parterre où le prince de Tyr Du fonds de son logis peut entrer et sortir. De là donc, par hasard, prochain sans être en vue, J'ai fort bien entendu la lettre qu'il a lue, Qu'un sien page gaillard lui venait de bailler (Page qu'il avait fait en fillette habiller), Dont, et de leurs devis prononcez à voix claire, Je me suis fait savant de tout ce beau mystère, Et ne l'ai pas sitôt découvert au jaloux Qu'il a soudain conclu sa vengeance par nous."")","('#pharnabaze', ""Sus, que ce corps hideux, en fonds de fosse enclos, Aux tortures soit mis. Qu'on lui brise les os, Car elle a, pour certain, d'avarice enflammée, Jointe avecque Thamys, la trahison tramée."")",0.7,Substitution
396,"('#la-ruine', 'Quel nombre veux-tu prendre, et qui sera des nôtres ?')",,1.0,Insertion
397,"('#la-debauche', ""Nous serons assez forts, ne t'enquiers pas des autres ; Prends ta bonne estocade, un masque sur le nez. Tu toucheras monnaie avant les coups donnés."")","('#almodice', ""Sire, avant que je meure, entendez pour un coup Un discours de ma bouche important de beaucoup. Non, non, je ne vux point de mes grands malefices Par quelque subterfuge eviter les supplices : Je sais qu'ils me sont deubs ; si vous les differiez, Par excez de clemence injuste vous seriez. Pleust aux dieux que devant ces dures destinées Vous eussiez et surpris et puny mes menées ! Ma Cassandre n'auroit, malgré mon vain secours, Planté de sa main propre une borne à ses jours."")",0.82,Substitution
398,"('#tharside', ""Laissons, mon cher ami, ce beau prince à son aise, Pour aller, comme lui, ralentir notre braise ; L'heure de son retour ne vous saurait tromper ; Vous orrez de chez moi les horloges frapper."")","('#pharnabaze', ""Comment ! De sa main propre ? Eh ! Voilà sa germaine Qu'attainte de ce crime au supplice en ommène."")",0.77,Substitution
399,"('#timadon', ""Mais comment as-tu fait ? Conte-le-moi, ma belle ; Comment l'eunuque est-il sorti de sentinelle ?"")","('#almodice', ""Mon roy, que dites-vous ? Ah ! Quelle fausseté Auroit sur Meliane un tel soupçon jeté ? Las ! Vous allez sçavoir qu'elle en est innocente."")",1.45,Substitution
400,"('#tharside', ""Une drachme d'argent nous en a fait raison, Dont en un cabaret voisin de la maison Il s'en est allé prendre un lavement de panse, Tandis que sûre garde en sa place il me pence. Le vilain, revenu, dort sur le seuil de l'huis. Tantôt, par la fenestre, un cordage de puis Servira de retraite à ton grand capitaine ; Bref, tout va bien, mon fils, ne t'en mets pas en peine."")","('#pharnabaze', ""Est-il vray ? Courez donc par la proche descente ! Prevenez ce malheur, diligentez, allez, Amis ! Efforcez-vous, despeschez, mais volez ! Qu'on ne passe pas outre. Helas ! Que j'ay de crainte De retirer en vain mon bras après l'attainte ! Malheureux ! Qu'ay-je fait, et quelle illusion M'a rendu trop sevère, à ma confusion ?"")",0.51,Substitution
401,"('#zorote', ""Qu'on me plante à mon su des cornes sur le front, Et que sans m'émouvoir je souffre un tel affront ! Qu'une troupe de gens à ma suite accourue Marquent avec deux doigts ma tête par la rue ! Que mes propres voisins de brocards ambigus Fassent rougir ma joue en parlant de cocus ! Qu'à tous festins de ville un chacun me diffame ! Que pour un étranger je nourrisse une femme ! Qu'incertain des enfants engendrez en mon lit, Je les aie en horreur, bien que nés du délit ! Ô ! Que je suis trop fier, et que j'ai tout mon age Passé (chacun le sait) avec trop de courage ! Tu devais t'adresser, Léonte, à des niais, Poltrons ou gens de peu ; moi, je suis trop mauvais, Et proteste Junon, de tels torts coutumière, Que cette douce nuit te sera la dernière ; Ou, si mes estafiers faillent à leur dessein, Moi-même d'un poignard te percerai le sein, Dussé-je de plein jour, aidé du parentage, Sur le pas de mon huis te prendre à l'avantage. Toutefois, le meilleur sera de me celer, Et nul de mes amis ni parents appeler : Car nos propres soucis le soin d'autrui précédent : Les uns veillent eux-même aux femmes qu'ils possèdent (animaux plus fâcheux que chèvres à garder), Et ceux qui n'en ont point m'aimeraient mieux aider À labourer mon champ, m'y prêtant leur semence, Qu'à sarcler un chardon qui de naître y commence. J'ai donc tout mon refuge à mes deniers contant. Moyennant cette drogue on fait tout en ce temps. Qu'ainsi ne soit : déjà j'ai dressé l'embuscade De six coupe-jarrets allongeurs d'estocade, Qui ne pourront faillir d'attraper au sortir, Sous l'aile de la nuit, ce beau mignon de Tyr. Lors qui devinera, qui pourra faire preuve (si mort en pleine rue à telle heure on le trouve) Quels seront les auteurs d'un meurtre si tôt fait ? D'où pourront provenir sa cause et son effet ? Pour moi, je suis bien sûr, sans crainte qu'on m'impute Ce dessein bien hardi qui pour moi s'exécute, Étant (comme je suis) sorti de la cité, D'un sujet spécieux à ce faire incité, Feignant de visiter en cette mienne ferme La ruine d'un mur qui mon parterre enferme. Le cerf est rembuché ; les relais, bien posés, Font la prise facile à mes veneurs rusés. Léonte, c'en est fait, tout prince que vous êtes, Vous servirez d'exemple aux ribleurs deshonnêtes, Nous trouverons après quelque autre nouveau coup Pour dépêcher sans bruit la louve après le loup."")","('#almodice', ""Oyez donc, s'il vous plaist. Permettez que je die De la source à la fin toute la tragedie. Belcar se guairissoit. Ses ulcères fermez Avoient repeint sa joue et ses yeux rallumez. Or, depuis quelque temps, deux sagettes dorées (outils de sympathie) avoient esté tirées Pour joindre des deux parts au joug de Cupidon La Cyprine de Tyr et le Mars de Sidon. Desjà de leurs regards la guerre mutuelle Attaquoit l'escarmouche aspre et continuelle. Moi, qui les surveillois d'un esprit clair-voyant, Je descouvris bien-tost cest amour flamboyant, Et fis tant que j'appris leur promesse jurée, Et qu'ils n'avoient qu'une ame en deux corps separée. Lors, prenant un augure (helas ! Trop mensonger) Qu'un bien sortable hymen pourrait un jour ranger Deux peuples ennemis en heureuse concorde, Libre, mon entremise à leur ayde j'accorde, Attendant vostre avu, qui nous semblait aisé. Mais, ô dur changement dont le tout fut brisé, Quand le decès du frère estonna nostre oreille, Vous faisans destiner Belcar à la pareille, Seconde affliction qui l'autre surpassa, Et qui presques à mort la princesse blessa ! Comme rien ne pouvoit consoler ceste amante, Je pratique un remède au dueil qui la tourmente : C'est que, par mon adresse, au moyen de Thamis, Amorcé des appas d'un grand loyer promis, Le prince desguisé secrettement s'evade, Et sans estre cognu se transporte à la rade. Meliane, voulant même risque encourir, S'attendoit qu'en secret je la vinsse querir ; Mais, las ! Je rencontray ma fille, son aisnée, Laschée au desespoir, à se perdre obstinée ; Et comme depuis peu je sçavois que son mal Estoit pour même objet un amour corrival, Je sentis reveiller en favur de Cassandre Mon devoir obligé dès son aage plus tendre, Si bien qu'à l'heure même, afin de l'appaiser, Je l'allay pour sa soeur dans la nef supposer."")",0.17,Substitution
402,,"('#l-amiral', 'Traistresse conscience ! Enorme tromperie !')",1.0,Deletion
403,"('#leonte', ""Gentils globes de feu, brillants à mille pointes Qui, d'aspects éloignés et d'influences jointes, Enclinez puissamment nos esprits et nos corps Aux premiers mouvements qu'ils poussent en dehors ; Chers joyaux, dont la nuit pare son voile sombre D'un mélange subtil de lumière dans l'ombre ; Beaux caractères d'or, où les doctes esprits Trouvent tous nos destins lisiblement écrits ; Bluettes du soleil, que j'aime votre flamme, Puis qu'elle a tel rapport à celle de mon âme ! Vous paraissez de nuit et vous cachez de jour (mais toujours sans repos) : ainsi fait mon amour. Vous êtes tous ardents et n'échauffez personne : Ainsi brûle mon coeur en mon corps qui frissonne. Vous êtes à souhait au comble de tous biens ; Moi, je suis parvenu jusqu'au comble des miens."")","('#almodice', 'Il semble qu\'au partir chaque element nous rie. Nous avions levé l\'anchre, et nos voiles tendus Sont d\'un vent à souhait ronds et fermes rendus. La terre, au branslement dont l\'onde nous balance, Semble nous dire adieu, faisant la reverence. L\'eau se fend sous la proue, et d\'azur et de blanc Fait des rideaux plissez à l\'un et l\'autre flanc. Mais le malheur bien tost vint à jouer son roolle, Arrestant nostre cours par le deffaut d\'Eole. Nous n\'estions guères loing, quand le prince amoureux D\'accoster sa maistresse ardemment desireux, Quittant le faulx habit, à tous se fit cognoistre, Armé de tous costez pour se rendre le maistre. Il entre en un lieu sombre où seulette attendoit La timide princesse, autre qu\'il ne cuidoit, Qui, tremblante, met bas son voile du visage, Et, tombant à ses pieds, begaye ce langage : "" À ta discretion, grand Belcar, me voicy ; Belcar, qui jusques là, plus qu\'un marbre endurcy, As tousjours mesprisé, tousjours mis en arrière De mes faibles attraits la muette prière ; Me voicy devant toi, qui desire à ce jour Gaigner d\'un coup de sort ou la mort ou l\'amour. Prends ma virginité, je te l\'ay destinée : Rien n\'est de mieux acquis qu\'une chose donnée. Helas ! Si ma beauté n\'est digne d\'amitié, Pour le moins ma constance est digne de pitié. Quoy ! L\'obligation que tu m\'as de la vie D\'un simple accueil riant ne sera pas suivie ? "" Comme on voit quelquefois un jeune pastoureau, Le soir dans la forest recherchant un taureau, Destourner son chemin d\'un lyon qu\'il avise, Et perdre paslissant sa première entreprise, Ainsi, frappé d\'effroy, le prince recula, Puis, tirant le poignard, en ces termes parla : "" ô Cassandre de nom, de moeurs pire qu\'Heleine ! M\'ayant ainsi trompé, qui me garde, vilaine, De chastier ta faute et ta lasciveté ? Va, ce n\'est pas ton sexe ou ton humilité ; Tu dois remercier quelques traicts de visage Que tu tiens de ta soeur, bien plus belle et plus sage. Je te pardonne à toi, mais ce crapault infect, Ta fausse conseillère, en sentira l\'effect. "" Lors, me pensant trouver, il sort de la chambrette ; Mais en un lieu secret j\'avoy fait la retraitte. Lui donc, impatient, après m\'avoir cherché, Ayant entre ses dents son courroux remasché, Du rebord de la pouppe il saulte en la patache, Tranchant du cimeterre un cable qui l\'attache ; Puis il se rend forçat, et dans les airs cavez Exerce à plis de reins deux avirons trouvez. Son esquif glisse loing de chaque coup de rame, Si ne fuit-il du corps si viste que de l\'ame. Il vole toutesfois ; le temps mol et serain, Qui nous tient en arrest, lui tend comme la main. Elle, puisque ses pleurs, ses cris et sa poursuite Ne pouvoient arrester si merveilleuse fuite, Tournant l\'oeil de travers, le teint have et plombé, Recueillit le poignard de fortune tombé. "" à tort, dit-elle, à tort de ta rigueur extrême Je me plaindrois, Belcar, puisqu\'en ta rigueur même, Ostant à ma douleur tout espoir de guairir, Au moins tu m\'as donné le moyen de mourir. ô dieux ! ô feux du ciel ! ô fortune contraire ! Voilà le dernier mal que vous me sçaurez faire ! ""')",0.16,Substitution
404,"('#la-ruine', ""C'est lui-même, avançons. Que chacun s'évertue !"")",,1.0,Insertion
405,"('#leonte', 'Quelles gens sont-ce là ? Qui va là ?')",,1.0,Insertion
406,"('#la-ruine', 'Charge ! Tue !')",,1.0,Insertion
407,"('#leonte', ""Ô dieux ! Un traître coup m'a traversé le flanc ! Çà, çà, pendards, à moi ! Que je vende mon sang. Canailles, vous fuyez !"")","('#l-archer', ""Place, place ! Messieurs ! ô malheureux office ! Que ne suis-je exposé moi-même en sacrifice ! Quel courage de fille ! Helas ! Le coeur me fend : Vous diriez qu'elle vient en un char triomphant."")",0.84,Substitution
408,"('#la-ruine', 'Ha ! Las ! Je perds la vie !')",,1.0,Insertion
409,"('#la-debauche', 'Monsieur, pardonnez-moi !')","('#soldat', ""Archer, dy-nous un peu d'où vient qu'une sentence Prend un delay si court en un fait d'importance ?"")",1.55,Substitution
410,"('#leonte', ""Je n'en ai nulle envie."")",,1.0,Insertion
411,"('#la-debauche', ""À l'aide ! Je suis mort !"")",,1.0,Insertion
412,"('#leonte', 'En voilà deux à bas... Pour attraper le reste il faut doubler le pas.')","('#l-archer', 'Du jugement succinct un mandement royal Seul excuse la haste et ce qu\'il a de mal ; Mais en le prononçant les juges plus sevères Ne pouvoient espargner leurs pleurs à nos misères. La seule patience, en son geste, en son oeil Portoit la gravité beaucoup plus que le dueil, Sinon qu\'ayant la court humblement suppliée De mourir clair-voyante et n\'estre point liée. Ayant ce passe-droit : "" messieurs, dit-elle alors, J\'auray libre en mourant l\'esprit comme le corps. Ainsi, que serviroient ny bandeau ny contrainte ? J\'embrasse mon destin sans regret et sans crainte (vous le pouvez bien voir, les signes en sont grands), C\'est grace neantmoins ; graces je vous en rends ! ""')",1.55,Substitution
413,"('#timadon', ""D'où procède ce bruit ? Je n'y puis rien connaître."")","('#soldat', ""Ah ! La voicy qui vient. Voyez comme elle monte Franchement ces degrez et d'une alleure prompte ! Diriez-vous à la voir qu'elle ait tant fait de mal ? Paix là, prestons l'oreille... elle fait un signal."")",1.26,Substitution
414,"('#leonte', 'À moi, mon Timadon !')",,1.0,Insertion
