barante-arlequin-misanthrope,biancollelli-foire-galante,Score
"('#arlequin', ""Oh ma foi, serviteur, Pour donner là-dedans je sais trop bien l'usage ; Ma Mignonne, il n'est plus de Novice à votre âge : À dix-huit ans passés quand on a de l'esprit, Le changement d'amant réveille l'appétit. Du lieu d'où vous venez oubliez-vous la mode ? Voulez-vous des Romans pratiquer la méthode ? À lorgner dans un bois croyez-vous m'obliger ? En Céladon moderne allez-vous m'ériger ? Un héros de Cyrus sans crainte de faiblesse, Pouvoir impunément enlever sa Maîtresse ; Avec lui sans façon la belle s'embarquait, Il ne lui baisait pas le petit bout du doigt. Ces braves Chevaliers par combats et prouesses. Envers et contre tous défendaient leurs Princesses ; Mais tout bien compassé, ces valeureux nigauds N'étaient de leur honneur que les Custodicos. Comme ce temps n'est plus, un autre a pris sa place, Les choses aujourd'hui se font de bonne grâce ; Et dès qu'en pareil cas l'Amant sait demander, De son côté la belle est prête d'accorder. Vous connaissez l'amour, je le connais de même Nous sommes seuls ici, Madame, et je vous aime."")","('#pierrot', ""En vain donc je suis en masque, Puisqu'on sait me reconnaître. Mais malgré la connaissance, Arlequin m'a maltraité. N'importe, je lui pardonne, Pierrot n'a point de rancune, C'est par faute de courage Que je suis lâche et poltron. Air : Trembleurs"")",0.5313528180122375
"('#colombine', ""L'ai-je bien entendu ? Quelle surprise, ô Dieux ? Que me proposez-vous ? Ah trop funestes lieux ! À de pareils propos me serais-je attendue ? Seigneur, rendez le calme à mon âme éperdue. Voudriez-vous tout de bon... Non c'est pour m'éprouver."")","('#la-chanteuse', ""Mais, que vois-je ? Ô cieux ! cruels, d'où provient votre rage ? Quoi ! vous venez au bal pour faire carillon ?"")",0.4812047779560089
"('#arlequin', ""Madame, en mes panneaux je n'irai pas crever. Quelque sot !"")","('#scaramouche', ""Oui, je viens pour faire tapage, Vous devinez notre dessein. Et puisque son amour m'outrage, Il faut qu'il meure de ma main. Air : Réveillez-vous, [belle endormie]"")",0.3852759599685669
"('#colombine', 'Ah, Seigneur, vous êtes Philosophe ?')","('#colombine', ""Vous voyez mon ardeur, Il n'est plus temps de feindre. Arlequin a mon coeur, Et vous êtes à plaindre, Lizon, etc."")",0.17887887358665466
"('#arlequin', ""Bon bon ! Nous sommes de la même étoffe ; Et Philosophe, ou non, Madame, il est écrit, Que l'on a de l'amour, quand on a de l'esprit, Cet esprit voit en vous de quoi me satisfaire, Vos petites façons ont le secret de plaire, Et le sort me donnant femme et lieux à mon choix Je crois qu'il ne faut pas que j'en fasse à deux fois."")","('#scaramouche', ""Quoi ! malgré tous mes feux, Mes soins et ma tendresse, Mes larmes et mes voeux, Je serai donc malheureux. Tu lui donnas ta foi, Tu te moques de moi, C'est pourquoi, Je veux, double tigresse, Le massacrer devant toi."")",0.45101913809776306
"('#colombine', ""Vous ne rougissez pas d'avoir tant de faiblesse, Vous que l'on voit prêcher une austère sagesse ? Vous qui vous gendarmez sur les défauts d'autrui ?"")","('#colombine', ""Arlequin a réussi. L'Amour m'a parlé pour lui. Votre sort serait plus doux S'il m'avait parlé,bis Votre sort serait plus doux S'il m'avait parlé pour vous. Air : Ma mère, mariez-moi"")",0.21309863030910492
"('#arlequin', ""C'est là le grand talent du sage d'aujourd'hui, Loup-garou, fier, hargneux, farouche, impraticable, Sur les moindres défauts toujours inexorable, Regardant les plaisirs d'un oeil indifférent, Voilà comme il se montre au vulgaire ignorant. Mais quand se dérobant aux yeux de tout le monde, En un réduit rustique il peut mener sa blonde, Qu'il sait bien au milieu des plaisirs les plus doux, Apprécier de l'amour les plus exquis ragoûts ! Tout cela ne nuit pas à l'austère sagesse, Et la vertu ne gît qu'à cacher sa faiblesse, Ne vous entêtez point d'un chimérique honneur, Croyez-moi."")","('#arlequin', 'Mon ami, vous avez tort De vous emporter si fort. Je suis un pauvre poltron, Accordez-moi donc,bis Je suis un pauvre poltron, Accordez-moi le pardon. Même air.')",0.29329994320869446
"('#colombine', ""Je ne puis en revenir, Seigneur, Quoi vous, qui détestant tous les mauvais usages ; Cherchez de la vertu dans ces antres sauvages, Qui voyez en pitié le reste des humains ; Osez faire éclater de criminels desseins ? Mais quand il serait vrai que votre âme enflammée De mes faibles attraits se sentirait charmée, Faut-il presser les gens, faut-il brusquer les coeurs ? Si vous avez pour moi de sincères ardeurs, D'un air moins violent faites-le moi paraître."")","('#scaramouche', ""Il faut céder, enfin, À ma fureur extrême. Immolons Arlequin. Colombine et moi-même, Lizon, zon. Mais, le puis-je ? insensé ! Quel vain espoir me flatte ? Ses beaux yeux m'ont blessé, Épargnons cette ingrate, Lizon, zon. S'adressant à Arlequin. Mais apprends, malheureux, Avant que je combatte, Qu'il est bien dangereux De tomber sous ma patte, Lizon, etc."")",0.6062920093536377
"('#arlequin', ""La mode est aujourd'hui d'aimer en Petit Maître, C'est le goût général, Madame, et les abbés Même avant les Robins y sont enfin tombés. Tous nos hommes ont l'art d'attaquer et de prendre, Mais nos femmes n'ont pas celui de se défendre."")","('#pierrot', ""Donnez-moi vite du secours, Colombine se pâme,bis Et pour la faire revenir, Du vinaigre à sentir, Donnons-lui du vinaigre. Ah ! par ma foi, tout est perdu, L'enflure la suffoque. Tâchons de lui trouver le pouls. Madame, êtes-vous morte, êtes-vous, Madame, êtes-vous morte ? Mais voyons sans plus différer, Si sa bouche respire. Vous n'êtes pas morte, je sens Quelque signe de vie, je sens Quelque signe de vie. Il la baise."")",0.30599361658096313
"('#colombine', 'Mais nous voyons de graves Magistrats, Des Abbés réservés...')","('#arlequin', 'Réveillez-vous, belle endormie, Voici votre cher Arlequin. Si vous renoncez à la vie, Je mourrai bientôt de chagrin.')",0.03516972437500954
"('#arlequin', ""Ne vous y fiez pas, Tel qu'on voit en public faire le bon apôtre, Sous deux doigts de verrouil, est homme comme un autre. La différence enfin du rabat au plumet, Se réduit à ceci : l'un dit plus qu'il ne fait, L'autre en ses actions tout rempli de mystère, Sait chercher son plaisir, en jouir et se taire. Mais qui vient nous troubler en ce doux entretien ? Examinons si c'est ou quelque chose, ou rien. Vous fuyez mes transports, en Amante discrète ? Allez, j'irai bientôt être leur interprète."")","('#colombine', ""Vénus ne pourrez-vous jamais Forcer le Docteur à se rendre ? Hélas ! faites-lui donc entendre Qu'il faut que je cède à vos traits. Vénus, etc. Air : Mes yeux ne pourrez[-vous jamais], parodie"")",0.5135014653205872
"('#arlequin', ""Quelle révérence !  Encore...  Ouf.  Je n'y saurais durer."")","('#venus', ""À ses voeux, ne soyez plus contraire. Pour son cher Arlequin, j'ai voulu l'enflammer. Je prétends que pour me satisfaire, On ne la prive pas du plaisir de l'aimer."")",0.27664920687675476
"('#monsieur-de-geresol', 'Je ne sais, Monsieur, si vous nous connaissez.')","('#le-choeur', ""Arlequin tout doit te satisfaire. Le Docteur ne saurait l'empêcher de t'aimer. Quand on est assez heureux pour plaire, L'amour de plus en plus devrait nous enflammer."")",0.1317630112171173
"('#arlequin', ""Non, et je n'en ai même aucune envie."")","('#le-docteur', 'Ma volonté cède à la votre. Vous triomphez de nos jaloux. Mon penchant parlait pour vous. Air : Réveillez-vous, [belle endormie] À Colombine.')",0.1943826973438263
"('#monsieur-de-geresol', 'Nous venons vous assurer de nos respects.')","('#le-choeur', 'Arlequin tout doit, etc.')",0.3713424801826477
"('#monsieur-de-la-cabriole', ""Nous n'avons pas voulu manquer cette occasion de vous faire la révérence."")","('#arlequin', ""Vous brillez seule en ces retraites, Vous effacez tous les appas. L'amour ne se plaît qu'où vous êtes, Et languit où vous n'êtes pas. Pour vous seule mon coeur soupire, Lan lare."")",0.2659810483455658
"('#arlequin', 'En voilà déjà plus de quinze de faites.')","('#le-docteur', ""Que tout signale ici leur ardeur mutuelle ! Qu'on offre à leur égard la fête la plus belle. Les violons jouent la marches des Bostangis."")",0.24957714974880219
"('#monsieur-de-geresol', ""Vous voyez, Monsieur, dans Monsieur de la Cabriole, les meilleurs pieds, et la plus belle jambe du monde.  C'est le héros des chaconnes et des rigodons."")","('#le-docteur', ""Aimez, aimez Colombine, vivir. Que votre humeur Arlequine unir Songe un peu moins à la cuisine, mi. Ne soyez pas si friand, bello Du fromage de Milan, durar Que la crainte du cocuage Ne trouble pas votre ménage. Quand tout vient abondamment, On doit dire hautement : Favor celesta, D'aver corne in testa. Sois tranquille Dans la ville, On trouve peu de maris difficiles. D'un époux Trop jaloux, Les soins sont vains, et la garde inutile. Un époux Trop jaloux Lui-même rend son épouse fragile. Trop d'esprit Toujours nuit, En pareil cas il vaut mieux être Gille. Air : Vivir, parodie."")",0.2789963185787201
"('#monsieur-de-la-cabriole', ""Monsieur de Geresol est de mes amis, il me flatte ; mais il parlerait plus sincèrement, s'il vous disait qu'il est le Lulli de Quatre-vingt-seize."")","('#arlequin', 'Sans contrainte, Plus de crainte Suivez-moi tous, je vous paierai pinte.')",0.1788349747657776
