,racine-thebaide,racine-thebaide-64,Cost,Operation Type
147,"('#creon', ""Ah ! sans doute qui peut d'un généreux effort, Aimer son ennemi, peut bien aimer la mort. Quoi je négligerais le soin de ma vengeance ?  Et de mon ennemi je prendrais la défense ? De la mort de mon fils Polynice est l'auteur, Et moi je deviendrais son lâche protecteur ? Quand je renoncerais à cette haine extrême, Pourrais-je bien cesser d'aimer le diadème,  Non non tu me verras d'une constante ardeur, Haïr mes ennemis et chérir ma grandeur. Le trône fit toujours mes ardeurs les plus chères ; Je rougis d'obéir où régnèrent mes pères ; Je brûle de me voir au rang de mes aïeux,  Et je l'envisageai dès que j'ouvris les yeux. Surtout depuis deux ans ce noble soin m'inspire, Je ne fais point de pas qui ne tende à l'empire. Des princes mes neveux j'entretiens la fureur, Et mon ambition autorise la leur.  D'Étéocle d'abord j'appuyai l'injustice, Je lui fis refuser le trône à Polynice. Tu sais que je pensais dès lors à m'y placer ; Et je l'y mis, Attale, afin de l'en chasser."")","('#creon', ""Ah ! Sans doute qui peut d'un généreux effort, Aimer son ennemi, peut bien aimer la mort. Et j'abandonnerais avec bine moins de peine, Le soin de mon salut que celui de ma haine ; J'assurerais ma gloire en courant au trépas. Mais on le perd, Attale, en ne se vengeant pas ; Quoi je négligerais le soin de ma vengeance ? Et de mon ennemi je prendrais la défense ? De la mort de mon fils Polynice est l'auteur, Et moi je deviendrais son lâche protecteur ? Quand je renoncerais à cette haine extrême, Pourrais-je bien cesser d'aimer le diadème, Non non tu me verras d'une constante ardeur, Haïr mes ennemis et chérir ma grandeur. Le trône fit toujours mes ardeurs les plus chères ; Je rougis d'obéir où régnèrent mes pères, Tout mon sang me conduit au rang de mes aïeux, Et je l'envisageai dès que j'ouvris les yeux. Surtout depuis deux ans ce noble soin m'inspire, Je ne fais point de pas qui ne tende à l'Empire, Des princes mes neveux j'entretiens la fureur, Et mon ambition autorise la leur. D'Étéocle d'abord j'appuyai l'injustice, Je lui fis refuser le trône à Polynice, Tu sais que je pensais dès lors à m'y placer, Et je le mis au trône afin de l'en chasser."")",0.0,Match
148,"('#attale', ""Mais, Seigneur, si la guerre eut pour vous tant de charmes,  D'où vient que de leurs mains vous arrachez les armes ? Et puisque leur discorde est l'objet de vos voeux, Pourquoi par vos conseils vont-ils se voir tous deux ?"")","('#attale', ""Mais Seigneur si la guerre eut pour vous tant de charmes, D'où vient que de leurs mains vous arrachez les armes, Et puisque leur discorde est l'objet de vos voeux, Pourquoi par vos conseils vont-ils se voir tous deux ?"")",0.0,Match
149,"('#creon', ""Plus qu'à mes ennemis la guerre m'est mortelle, Et le courroux du ciel me la rend trop cruelle ;  Il s'arme contre moi de mon propre dessein, Il se sert de mon bras pour me percer le sein. La guerre s'allumait, lorsque pour mon supplice, Hémon m'abandonna pour servir Polynice ; Les deux frères par moi devinrent ennemis,  Et je devins, Attale, ennemi de mon fils. Enfin ce même jour je fais rompre la trêve, J'excite le soldat, tout le camp se soulève, On se bat, et voilà qu'un fils désespéré, Meurt et rompt un combat que j'ai tant préparé.  Mais il me reste un fils et je sens que je l'aime, Tout rebelle qu'il est, et tout mon rival même. Sans le perdre je veux perdre mes ennemis, Il m'en coûterait trop s'il m'en coûtait deux fils. Des deux princes d'ailleurs la haine est trop puissante : Ne crois pas qu'à la paix jamais elle consente ; Moi-même je saurai si bien l'envenimer, Qu'il périront tous deux plutôt que de s'aimer. Les autres ennemis n'ont que de courtes haines, Mais quand de la nature on a brisé les chaînes,  Cher Attale, il n'est rien qui puisse réunir Ceux que des noeuds si forts n'ont pas su retenir. L'on hait avec excès lorsque l'on hait un frère. Mais leur éloignement ralentit leur colère. Quelque haine qu'on ait contre un fier ennemi, Quand il est loin de nous on la perd à demi. Ne t'étonne donc plus si je veux qu'ils se voient ; Je veux qu'en se voyant leurs fureurs se déploient, Que rappelant leur haine au lieu de la chasser, Il s'étouffent, Attale, en voulant s'embrasser. "")","('#creon', ""Plus qu'à mes ennemis la guerre m'est mortelle, Et le courroux du ciel me la rend trop cruelle ; Il s'arme contre moi de mon propre dessein, Il se sert de mon bras pour me percer le sein. La guerre s'allumait lorsque pour mon supplice, Hémon m'abandonna pour servir Polynice ; Les deux frères par moi devinrent ennemis, Et je devins, Attale, ennemi de mon fils. Enfin ce même jour je fais rompre la trêve, J'excite le soldat, tout le camp se soulève On se bat et voilà qu'un fils désespéré, Meurt et rompt un combat que j'ai tant préparé. Mais il me reste un fils et je sens que je l'aime, Tout rebelle qu'il est, et tout mon rival même. Sans le perdre je veux perdre mes ennemis, Il m'en coûterait trop, s'il m'en coûtait deux fils. Des deux princes d'ailleurs la haine est trop puissante, Ne crois pas qu'à la paix jamais elle consente ; Moi-même je saurai si bien l'envenimer, Qu'il périront tous deux plutôt que de s'aimer. Les autres ennemis n'ont que de courtes haines, Mais quand de la nature on a brisé les chaînes, Cher Attale, il n'est rien qui puisse réunir, Ceux que des noeuds si forts n'ont pas su retenir ; L'on hait avec excès lorsque l'on hait un frère. Mais leur éloignement ralentit leur colère, Quelque haine qu'on ait contre un fier ennemi, Quand il est loin de nous on la perd à demi. Ne t'étonne donc plus si je veux qu'ils se voient ; Je veux qu'en se voyant leurs fureurs se déploient, Que rappelant leur haine au lieu de la chasser, Il s'étouffent, Attale, en voulant s'embrasser."")",0.0,Match
150,"('#attale', ""Vous n'avez plus, Seigneur, à craindre que vous-même, On porte ses remords avec le diadème."")","('#attale', ""Vous n'avez plus, Seigneur, à craindre que vous-même, On porte ses remords avec le Diadème."")",0.0,Match
151,"('#creon', ""Quand on est sur le trône on a bien d'autres soins, Et les remords sont ceux qui nous pèsent le moins. Du plaisir de régner une âme possédée,  De tout le temps passé détourne son idée, Et de tout autre objet un esprit éloigné Croit n'avoir point vécu tant qu'il n'a point régné. Mais allons : le remords n'est pas ce qui me touche, Et je n'ai plus un coeur que le crime effarouche.  Tous les premiers forfaits coûtent quelques efforts, Mais, Attale, on commet les seconds sans remords."")","('#creon', ""Quand on est sur le trône on a bien d'autres soins, Et les remords sont ceux qui nous pèsent le moins. Du plaisir de régner une âme possédée, De tout le temps passé détourne son idée, Et de tout autre objet un esprit éloigné, Croit n'avoir point vécu tant qu'il n'a point régné. Mais allons, le remords n'est pas ce qui me touche, Et je n'ai plus un coeur que le crime effarouche, Tous les premiers forfaits coûtent quelques efforts, Mais, Attale, on commet les seconds sans remords."")",0.0,Match
152,"('#eteocle', ""Oui, Créon, c'est ici qu'il doit bientôt se rendre, Et tous deux en ce lieu nous le pouvons attendre : Nous verrons ce qu'il veut, mais je répondrais bien,  Que par cette entrevue on n'avancera rien. Je connais Polynice et son humeur altière, Je sais bien que sa haine est encor toute entière, Je ne crois pas qu'on puisse en arrêter le cours, Et pour moi je sens bien que je le hais toujours. "")","('#eteocle', ""Oui, Créon, c'est ici qu'il doit bientôt se rendre, Et tous deux en ce lieu nous le pouvons attendre, Nous verrons ce qu'il veut, mais je répondrais bien, Que par cette entrevue on n'avancera rien. Je sais que Polynice et son humeur altière, Je sais bien que sa haine est encor toute entière, Je ne crois pas qu'on puisse en arrêter le cours, Et pour moi je sens bien que je le hais toujours."")",0.0,Match
153,"('#creon', ""Mais s'il vous cède enfin la grandeur souveraine, Vous devez ce me semble apaiser votre haine."")","('#creon', ""Mais s'il vous cède enfin la grandeur souveraine, Vous devez ce me semble apaiser votre haine."")",0.0,Match
154,"('#eteocle', ""Je ne sais si mon coeur s'apaisera jamais : Ce n'est pas son orgueil, c'est lui seul que je hais. Nous avons l'un et l'autre une haine obstinée,  Elle n'est pas, Créon, l'ouvrage d'une année, Elle est née avec nous, et sa noire fureur, Aussitôt que la vie entra dans notre coeur. Nous étions ennemis dès la plus tendre enfance, Que dis-je ? nous l'étions avant notre naissance.  Triste et fatal effet d'un sang incestueux. Pendant qu'un même sein nous renfermait tous deux, Dans les flancs de ma mère une guerre intestine De nos divisions lui marqua l'origine. Elles ont, tu le sais, paru dans le berceau,  Et nous suivront peut-être encor dans le tombeau. On dirait que le ciel par un arrêt funeste, Voulut de nos parents punir ainsi l'inceste, Et que dans notre sang il voulut mettre au jour Tout ce qu'ont de plus noir et la haine et l'amour.  Et maintenant, Créon, que j'attends sa venue, Ne crois pas que pour lui ma haine diminue. Plus il approche, et plus il me semble odieux, Et sans doute il faudra qu'elle éclate à ses yeux. J'aurais même regret qu'il me quittât l'empire.  Il faut, il faut qu'il fuie, et non qu'il se retire. Je ne veux point, Créon, le haïr à moitié, Et je crains son courroux moins que son amitié. Je veux pour donner cours à mon ardente haine, Que sa fureur au moins autorise la mienne ;  Et puisqu'enfin mon coeur ne saurait se trahir, Je veux qu'il me déteste afin de le haïr. Tu verras que sa rage est encore la même, Et que toujours son coeur aspire au diadème ; Qu'il m'abhorre toujours, et veut toujours régner ;  Et qu'on peut bien le vaincre et non pas le gagner."")","('#eteocle', ""Je ne sais si mon coeur s'apaisera jamais, Ce n'est pas son orgueil, c'est lui seul que je hais. Nous avons l'un et l'autre une haine obstinée, Elle n'est pas, Créon, l'ouvrage d'une année, Elle est née avec nous, et sa noire fureur, Aussitôt que la vie entra dans notre coeur. Nous étions ennemis dès la plus tendre enfance, Et déjà nous l'étions avecque violence, Nous le sommes au trône aussi bine qu'au berceau, Et le serons peut-être encore dans le tombeau. On dirait que le Ciel par un arrêt funeste, Voulut de nos parents venger ainsi l'inceste, Et que notre sang il voulut mettre au jour Tout ce qu'a de plus noir et la haine et l'amour, Et maintenant, Créon, que j'attends sa venue, Ne crois pas que que pour lui ma haine diminue, Plus il approche, et plus il allume ses feux, Et sans doute il faudra qu'elle éclate à se yeux. J'aurais même regret qu'il me quittât l'Empire, Il faut, il faut qu'il fuie, et non qu'il se retire, Je ne veux point, Créon, le haïr a moitié, Et je crains son courroux moins que son amitié. Je veux pour donner cours à mon ardente haine, Que sa fureur au moins autorise la mienne, Et puisqu'enfin mon coeur ne saurait se trahir, Je veux qu'il me déteste afin de le haïr. Tu verras que sa rage est encore la même, Et que toujours son coeur aspire au Diadème, Qu'il m'abhorre toujours, et veut toujours régner, Et qu'on peut bien le vaincre et non pas le gagner."")",0.0,Match
155,"('#creon', ""Domptez-le donc, Seigneur, s'il demeure inflexible. Quelque fier qu'il puisse être il n'est pas invincible ; Et puisque la raison ne peut rien sur son coeur, Éprouvez ce que peut un bras toujours vainqueur.  Oui, quoique dans la paix je trouvasse des charmes, Je serai le premier à reprendre les armes, Et si je demandais qu'on en rompît le cours, Je demande encor plus que vous régniez toujours. Que la guerre s'enflamme et jamais ne finisse,  S'il faut avec la paix recevoir Polynice, Qu'on ne nous vienne plus vanter un bien si doux. La guerre et ses horreurs nous plaisent avec vous. Tout le peuple thébain vous parle par ma bouche, Ne le soumettez pas à ce prince farouche,  Si la paix se peut faire il la veut comme moi. Surtout, si vous l'aimez, conservez-lui son roi. Cependant écoutez le prince votre frère, Et s'il se peut, Seigneur, cachez votre colère. Feignez... Mais quelqu'un vient. "")","('#creon', ""Domptez-le donc, Seigneur, s'il demeure inflexible, Quelque fier qu'il puisse être il n'est pas invincible, Et puisque la raison ne peut rien sur son coeur, Éprouvez ce que peut un bras toujours vainqueur. Oui, quoique dans la paix, je trouvasse des charmes, Je serai le premier à reprendre les armes, Et si je demandais qu'on en rompît le cours. Je demande encor plus que vous régniez toujours. Que la guerre s'enflamme et jamais ne finisse, La paix est trop cruelle avec Polynice, Sa présence aigrirait ses charmes les plus doux,\t Et la guerre, Seigneur, nous plaît avecque vous. La rage d'un tyran est une effreuse guerre, Tout ce qui lui déplaît, il le porte parterre, De plus beau de leur sang il prive les États, Et ses moindres rigueurs font d'horrible combats. Tout le peuple Thébain vous parle par ma bouche, Ne le soumettez pas à ce prince farouche, Si la paix se peut faire il la veut comme moi, Surtout, si vous l'aimez, conservez-lui son roi. Cependant écoutez le prince votre frère, Et s'il se peut, Seigneur, cachez votre colère. Mais quelqu'un vient."")",0.0,Match
156,"('#eteocle', ""Sont-ils bien près d'ici ?  Vont-ils venir, Attale ?"")","('#eteocle', ""Eh bien, sont-ils bien près d'ici ? Vont-ils venir Attale ?"")",0.0,Match
157,"('#attale', ""Oui, Seigneur, les voici. Ils ont trouvé d'abord la princesse et la reine, Et bientôt ils seront dans la chambre prochaine."")","('#attale', ""Oui, Seigneur, les voici. Ils ont trouvé d'abord la Princesse et la Reine, Et bientôt ils seront dans la chambre prochaine."")",0.0,Match
158,"('#eteocle', ""Qu'ils entrent. Cette approche excite mon courroux. Qu'on hait un ennemi quand il est près de nous ! "")","('#eteocle', ""Qu'ils entrent. Cette approche excite mon courroux. Qu'on hait un ennemi quand il est près de nous !"")",0.0,Match
159,"('#creon', 'Ah ! le voici. Fortune achève mon ouvrage, Et livre-les tous deux aux transports de leur rage.')","('#creon', 'Ah ! Le voici. Fortune achève mon ouvrage, Et livre-les tous deux aux transports de leur rage.')",0.0,Match
160,"('#jocaste', ""Me voici donc tantôt au comble de mes voeux, Puisque déjà le ciel vous rassemble tous deux. Vous revoyez un frère, après deux ans d'absence,  Dans ce même palais où vous prîtes naissance ; Et moi par un bonheur où je n'osais penser, L'un et l'autre à la fois je vous puis embrasser. Commencez donc, mon fils, cette union si chère, Et que chacun de vous reconnaisse son frère :  Tous deux dans votre frère envisagez vos traits ; Mais pour en mieux juger voyez-les de plus près. Surtout que le sang parle et fasse son office. Approchez Étéocle, avancez Polynice. Hé quoi ? loin d'approcher vous reculez tous deux ?  D'où vient ce sombre accueil et ces regards fâcheux ? N'est-ce point que chacun d'une âme irrésolue, Pour saluer son frère, attend qu'il le salue, Et qu'affectant l'honneur de céder le dernier, L'un ni l'autre ne veut s'embrasser le premier ?  Étrange ambition qui n'aspire qu'au crime, Où le plus furieux passe pour magnanime ! Le vainqueur doit rougir en ce combat honteux, Et les premiers vaincus sont les plus généreux. Voyons donc qui des deux aura plus de courage,  Qui voudra le premier triompher de sa rage. Quoi vous n'en faites rien ? C'est à vous d'avancer, Et venant de si loin vous devez commencer : Commencez, Polynice, embrassez votre frère,  Et montrez..."")","('#jocaste', ""Me voici donc tantôt au comble de mes voeux, Puisque déjà le Ciel vous rassemble tous deux. Vous revoyez un frère, après deux ans d'absence, Dans ce même palais où vous prîtes naissance, Et moi par un bonheur où je n'osais penser, L'un et l'autre à la fois je vous puis embrasser. Commencez donc, mes fils, cette union si chère, Et que chacun de vous reconnaisse son frère : Tous deux dans votre frère envisagez vos traits ; Mais pour en mieux juger voyez-les de plus près. Surtout que le sang parle et fasse son office, Approchez Étéocle, avancez Polynice. Hé ! Quoi ? Loin d'approcher vous reculez tous deux ? D'où vient ce sombre accueil et ces regards fâcheux ? N'est-ce point que chacun d'une âme irrésolue, Pour saluer son frère, attend qu'il le salue, Et qu'affectant l'honneur de céder le dernier, L'un ni l'autre ne veut s'embrasser le premier ? Étrange ambition qui n'aspire qu'au crime, Où le plus furieux passe pour magnanime ! Le vainqueur doit rougir en ce combat honteux, Et les premiers vaincus sont les plus généreux. Voyons donc qui des deux aura plus de courage, Qui voudra le premier triompher de sa rage. Quoi vous n'en faites rien ? C'est à vous d'avancer, Et venant de si loin vous devez commencer ; Commencez, Polynice, embrassez votre frère, Et montrez..."")",0.0,Match
161,"('#eteocle', ""Hé ! Madame à quoi bon ce mystère ?  Tous ces embrassements ne sont guère à propos, Qu'il parle, qu'il s'explique et nous laisse en repos."")","('#eteocle', ""Hé ! Madame, à quoi bon ce mystère ? Tous ces embrassements ne sont guère à propos, Qu'il parle, qu'il s'explique et nous laisse en repos."")",0.0,Match
162,"('#polynice', ""Quoi faut-il davantage expliquer mes pensées ? On les peut découvrir par les choses passées : La guerre, les combats, tant de sang répandu,  Tout cela dit assez que le trône m'est dû."")","('#polynice', ""Quoi faut-il davantage expliquer mes pensées ? On les peut découvrir par les choses passées, La guerre, les combats, tant de sang répandu, Tout cela dit assez que le trône m'est dû."")",0.0,Match
163,"('#eteocle', 'Et ces mêmes combats, et cette même guerre, Ce sang qui tant de fois a fait rougir la terre, Tout cela dit assez que le trône est à moi. Et tant que je respire il ne peut être à toi. ')","('#eteocle', 'Et ces mêmes combats, et cette même guerre, Ce sang qui tant de fois a fait rougir la Terre, Tout cela dit assez que le Trône est à moi. Et tant que je respire il ne peut être à toi.')",0.0,Match
164,"('#polynice', ""Tu sais qu'injustement tu remplis cette place."")","('#polynice', ""Tu sais qu'injustement tu remplis cette place."")",0.0,Match
165,"('#eteocle', ""L'injustice me plaît pourvu que je t'en chasse."")","('#eteocle', ""L'injustice me plaît pourvu que je t'en chasse."")",0.0,Match
166,"('#polynice', ""Si tu n'en veux sortir, tu pourras en tomber."")","('#polynice', ""Si tu n'en veux sortir, tu pourras en tomber."")",0.0,Match
167,"('#eteocle', 'Si je tombe, avec moi tu pourras succomber.')","('#eteocle', 'Si je tombe, avec moi tu pourras succomber.')",0.0,Match
168,"('#jocaste', ""Ô Dieux ! que je me vois cruellement déçue !  N'avais-je tant pressé cette fatale vue, Que pour les désunir encor plus que jamais ? Ah ! mes fils, est-ce là comme on parle de paix ? Quittez au nom des Dieux, ces tragiques pensées, Ne renouvelez point vos discordes passées,  Vous n'êtes pas ici dans un champ inhumain. Est-ce moi qui vous met les armes à la main ? Considérez ces lieux où vous prîtes naissance. Leur aspect sur vos coeurs n'a-t-il point de puissance ? C'est ici que tous deux vous reçûtes le jour,  Tout ne vous parle ici que de paix et d'amour. Ces princes, votre soeur, tout condamne vos haines, Enfin moi qui pour vous pris toujours tant de peines, Qui pour vous réunir immolerais... Hélas ! Ils détournent la tête, et ne m'écoutent pas.  Tous deux pour s'attendrir ils ont l'âme trop dure, Ils ne connaissent plus la voix de la nature. Et vous que je croyais plus doux et plus soumis... À Polynice."")","('#jocaste', ""Ô dieux ! Que je me vois cruellement déçue ! N'avais-je tant pressé cette fatale vue, Que pour les désunir encor plus que jamais ? Ah ! Mes fils, est-ce là comme on parle de paix. Quittez, au nom des dieux, ces tragiques pensées, Ne renouvelez point vos discordes passées, Vous n'êtes pas ici dans un champ inhumain. Est-ce moi qui vous met les armes à la main ? Considérez ces lieux où vous prîtes naissance. Leur aspect sur vos coeurs n'a-t-il point de puissance ? C'est ici que tous deux vous reçûtes le jour, Tout ne vous parle ici que de paix et d'amour. Ces princes, votre soeur, tout condamne vos haines, Enfin moi qui pour vous pris toujours tant de peines, Qui pour vous réunir immolerais... Hélas, Ils détournent la tête, et ne m'écoutent pas. Tous deux pour s'attendrir ils ont l'âme trop dure, Ils ne connaissent plus la voix de la Nature, La fière ambition qui règne dans leur coeurs N'écoute de conseils que ceux de la fureur. Leur sang même infecté de la funeste haleine, Ou ne leur parle plus, ou leur parle de haine. Et vous que je croyais plus doux et plus soumis... À Polynice."")",0.0,Match
169,"('#polynice', ""Je ne veux rien de lui que ce qu'il m'a promis. Il ne saurait régner sans se rendre parjure. "")","('#polynice', ""Je ne veux rien de lui que ce qu'il m'a promis. Il ne saurait régner sans se rendre parjure."")",0.0,Match
170,"('#jocaste', ""Une extrême justice est souvent une injure. Le trône vous est dû, je n'en saurais douter ; Mais vous le renversez en voulant y monter. Ne vous lassez-vous point de cette affreuse guerre ? Voulez-vous sans pitié désoler cette terre,  Détruire cet empire afin de le gagner ? Est-ce donc sur des morts que vous voulez régner ? Thèbes avec raison craint le règne d'un prince, Qui de fleuves de sang inonde sa province. Voudrait-elle obéir à votre injuste loi ?  Vous êtes son tyran avant qu'être son roi. Dieux ! si devenant grand souvent on devient pire, Si la vertu se perd quand on gagne l'empire, Lorsque vous régnerez que serez-vous hélas ! Si vous êtes cruel quand vous ne régnez pas ? "")","('#jocaste', ""Une extrême justice est souvent une injure. Le trône vous est dû, je n'en saurais douter, Mais vous le renversez en voulant y monter. Ne vous lassez-vous point de cette affreuse guerre ? Voulez-vous sans pitié désoler cette terre, Détruire cet empire afin de le gagner ? Est-ce donc sur des morts que vous voulez régner ? Thèbes avec raison craint le règne d'un prince, Qui de fleuves de sang inonde sa province, Voudrait-elle obéir à votre injuste loi ? Vous êtes son tyran avant qu'être son roi. Dieux ! Si devenant grand souvent on devient pire, Si la vertu se perd quand on gagne l'Empire, Lorsque vous régnerez que serez-vous hélas ! Si vous êtes cruel quand vous ne régnez pas ?"")",0.0,Match
171,"('#polynice', ""Ah ! si je suis cruel on me force de l'être, Et de mes actions je ne suis pas le maître : J'ai honte des horreurs où je me vois contraint, Et c'est injustement que le peuple me craint. Mais il faut en effet soulager ma patrie,  De ses gémissements mon âme est attendrie. Trop de sang innocent se verse tous les jours, Il faut de ses malheurs que j'arrête le cours. Et sans faire gémir ni Thèbes ni la Grèce, À l'auteur de mes maux il faut que je m'adresse :  Il suffit aujourd'hui de son sang ou du mien."")","('#polynice', ""Ah ! Si je suis cruel on me force de l'être, Et de mes actions je ne suis pas le maître, Si je suis violent c'est que je suis contraint ; Et c'est injustement que le peuple me craint. Je ne me connais plus en ce malheur extrême, En m'arrachant au trône on m'arrache à moi-même, Tant que je suis dehors je ne suis plus à moi, Pour être vertueux il faut que je sois roi. Mais il faut en effet soulager ma patrie, De ses gémissements mon âme est attendrie, Trop de sang innocent se verse tous les jours, Il faut de ses malheurs que j'arrête le cours. Et sans faire gémir ni Thèbes ni la Grèce, À l'auteur de mes maux il faut que je m'adresse, Il suffit aujourd'hui de son sang ou du mien."")",0.0,Match
172,"('#jocaste', 'Du sang de votre frère ?')","('#jocaste', 'Du sang de votre frère ?')",0.0,Match
173,"('#polynice', ""Oui Madame, du sien. Il faut finir ainsi cette guerre inhumaine. Oui, cruel, et c'est là le dessein qui m'amène. Moi-même à ce combat j'ai voulu t'appeler,  À tout autre qu'à toi je craignais d'en parler. Tout autre aurait voulu condamner ma pensée, Et personne en ces lieux ne te l'eût annoncée. Je te l'annonce donc. C'est à toi de prouver Si ce que tu ravis tu le sais conserver ;  Montre-toi digne enfin d'une si belle proie."")","('#polynice', ""Oui Madame, du sien. Il faut finir ainsi cette guerre inhumaine. Oui, cruel, et c'est là le dessein qui m'amène. Moi-même à ce combat j'ai voulu t'appeler, À tout autre qu'à toi je craignais d'en parler. Tout autre aurait voulu condamner ma pensée, Et personne en ces lieux ne te l'eût annoncée. Je te l'annonce donc. C'est à toi de prouver, Si ce que tu ravis tu le sais conserver ; Montre-toi digne enfin, d'une si belle proie."")",0.0,Match
174,"('#eteocle', ""J'accepte ton dessein et l'accepte avec joie. Créon sait là-dessus quel était mon désir. J'eusse accepté le trône avec moins de plaisir. Je te crois maintenant digne du diadème,  Et te le vais porter au bout de ce fer même."")","('#eteocle', ""J'accepte ton dessein et l'accepte avec joie. Créon sait là-dessus quel était mon désir, J'eusse accepté le trône avec moins de plaisir. Je te crois maintenant digne du diadème, Et te le vais porter au bout de ce fer même."")",0.0,Match
175,"('#jocaste', ""Hâtez-vous donc, cruels, de me percer le sein, Et commencez par moi votre horrible dessein. Ne considérez point que je suis votre mère, Considérez en moi celle de votre frère.  Si de votre ennemi vous recherchez le sang, Recherchez-en la source en ce malheureux flanc. Je suis de tous les deux la commune ennemie, Puisque votre ennemi reçut de moi la vie ; Cet ennemi sans moi ne verrait pas le jour.  S'il meurt ne faut-il pas que je meure à mon tour ? N'en doutez point, sa mort me doit être commune, Il faut en donner deux, ou n'en donner pas une, Et sans être ni doux ni cruel à demi, Il faut me perdre ou bien sauver votre ennemi.  Si la vertu vous plaît, si l'honneur vous anime, Barbares, rougissez de commettre un tel crime ; Ou si le crime enfin vous plaît tant à chacun, Barbares rougissez de n'en commettre qu'un. Aussi bien ce n'est point que l'amour vous retienne,  Si vous sauvez ma vie en poursuivant la sienne. Vous vous garderiez bien, cruels, de m'épargner, Si je vous empêchais un moment de régner. Polynice, est-ce ainsi que l'on traite une mère ?"")","('#jocaste', ""Hâtez-vous donc, cruels, de me percer le sein, Et commencez par moi votre horrible dessein. Ne considérez point que je suis votre mère, Considérez en moi celle de votre frère, Si de votre ennemi vous recherchez le sang, Recherchez-en la source en ce malheureux flanc. Je suis de tous les deux la commune ennemie, Puisque votre ennemi reçut de moi la vie ; Cet ennemi sans moi ne verrait pas le jour, S'il meurt ne faut-il pas que je meure à mon tour ? N'en doutez point, sa mort me doit être commune, Il faut en donner deux, ou n'en donner pas une, Et sans être ni doux ni cruel à demi, Il faut me perdre ou bien sauver votre ennemi. Si la vertu vous plaît, si l'honneur vous anime, Barbares rougissez de commettre un tel crime, Ou si le crime enfin vous plaît tant à chacun, Barbares rougissez de n'en commettre qu'un. Aussi bien ce n'est point que l'amitié vous tienne, Si vous sauvez ma vie en poursuivant la sienne, Vous vous garderiez bien cruels de m'épargner, Si je vous empêchais un moment de régner. Polynice, est-ce ainsi que l'on traite une mère ?"")",0.0,Match
176,"('#polynice', ""J'épargne mon pays."")","('#polynice', ""J'épargne mon pays."")",0.0,Match
177,"('#jocaste', 'Et vous tuez un frère. ')","('#jocaste', 'Et vous tuez un frère.')",0.0,Match
178,"('#polynice', 'Je punis un méchant.')","('#polynice', 'Je punis un méchant.')",0.0,Match
179,"('#jocaste', ""Et sa mort aujourd'hui, Vous rendra plus coupable et plus méchant que lui."")","('#jocaste', ""Et sa mort aujourd'hui, Vous rendra plus coupable et plus méchant que lui."")",0.0,Match
180,"('#polynice', ""Faut-il que de ma main je couronne ce traître, Et que de cour en cour j'aille chercher un maître ; Qu'errant et vagabond je quitte mes États,  Pour observer des lois qu'il ne respecte pas ? De ses propres forfaits serai-je la victime ? Le diadème est-il le partage du crime ? Quel droit ou quel devoir n'a-t-il point violé ? Et cependant il règne et je suis exilé. "")","('#polynice', ""Faut-il que de ma main je couronne ce traître, Et que de cour en cour j'aille chercher un maître? Qu'errant et vagabond je quitte mes États, Pour observer des lois qu'il ne respecte pas ? De ses propres forfaits serai-je la victime ? Le diadème est-il le partage du crime ? Quel droit ou quel devoir n'a-t-il point violé ? Et cependant il règne et je suis exilé."")",0.0,Match
181,,"('#jocaste', ""Un exil innocent vaut mieux qu'une Couronne Que le crime noircit, que le parjure donne, Votre bannissement vous rendra glorieux, Si vous y montez ce sera par le vôtre. Et le trône mon fils vous rendrait odieux. Si vous y montez ce sera pas le vôtre. Conservez votre gloire."")",1.0,Deletion
182,,"('#antigone', ""Ah ! Mon frère en effet, Pouvez-vous concevoir cet horrible forfait ? Ainsi donc tout_à_coup l'honneur vous abandonne ? Ô Dieux ! Est-il si doux de porter le Couronne . Et pour le seul plaisir d'en être revêtu, Peut-on se dépouiller de toute sa vertu ? Si la vertu jamais eut régné dans votre âme, En feriez-vous au trône un sacrifice infâme ? Quand on l'ose immoler on le connaît bien peu, Et la victime hélas ! Vaut bien plus que le Dieu."")",1.0,Deletion
183,"('#jocaste', ""Mais si le roi d'Argos vous cède une couronne..."")","('#hemon', ""Seigneur sans vous livrer à ce malheur extrême, Le Ciel à vos désirs offre le diadème. Vous pouvez sans répandre une goutte de sang. Dès que vous le voudrez monter à ce haut rang. Puisque le Roi d'Argos vous cède une Couronne."")",0.37,Substitution
184,"('#polynice', ""Dois-je chercher ailleurs ce que le sang me donne ? En m'alliant chez lui n'aurai-je rien porté ? Et tiendrai-je mon rang de sa seule bonté ? D'un trône qui m'est dû faut-il que l'on me chasse,  Et d'un prince étranger que je brigue la place ? Non non, sans m'abaisser à lui faire la cour, Je veux devoir le sceptre à qui je dois le jour."")","('#polynice', ""Dois-je chercher ailleurs ce que le sang me donne ? En m'alliant chez lui n'aurai-je rien porté, Et tiendrai-je mon rang de sa seule bonté ? D'un trône qui m'est dû faut-il que l'on me chasse, Et d'un prince étranger que je brigue la place ? Non non, sans m'abaisser à lui faire la cour, Je veux devoir le sceptre à qui je dois le jour."")",0.0,Match
