,quinault-alceste,quinault-proserpine,Cost,Operation Type
301,"('#admete', 'Par une ardeur impatiente  Courons, et devançons ses pas.  Il ramène Alceste vivante ;  Que chacun chante : ')","('#pluton', 'Laissez-moi la douceur de voir toujours vos charmes')",1.53,Substitution
302,,"('#proserpine', 'Voyez couler mes larmes.')",1.0,Deletion
303,"('#tous', ""Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas. "")","('#pluton', 'Écoutez mes soupirs. Pluton et Proserpine ensemble.')",1.59,Substitution
304,"('#straton', ""Ne m'ôteras-tu point la chaîne qui m'accable,  Dans ce séjour destiné pour tant d'aimables jeux ?  Ah ! Qu'il est rigoureux  D'être seul misérable,  Quand on voit tout le monde heureux ! "")","('#pluton', 'Mon amour fidèle Ne touche point votre coeur ? Ah ! Quelle rigueur !')",0.97,Substitution
305,"('#licas', ""Aujourd'hui qu'Alcide ramène  Alceste des Enfers,  Je veux finir ta peine.  Qu'on ne porte plus d'autres fers  Que ceux dont l'Amour nous enchaîne. "")","('#proserpine', 'Ma douleur mortelle Ne touche point votre coeur ? Ah ! Quelle rigueur !')",1.56,Substitution
306,"('#ensemble', ""Qu'on ne porte plus d'autres fers  Que ceux dont l'Amour nous enchaîne. "")","('#pluton', ""N'importe, fussiez-vous cent fois plus inhumaine, Mon amour entreprend de vaincre votre haine."")",1.26,Substitution
307,"('#licas #straton', 'Vois, Céphise, vois qui de nous  Peut rendre ton destin plus doux ;  Et termine enfin nos querelles. ')","('#pluton', ""Que l'on suspende ici les tourments éternels Des plus criminels : Qu'aux enfers en ce jour tout soit exempt de peine. Vous qu'un heureux repos suit après le trépas, Et vous, dieux, mes sujets, venez, hâtez vos pas, Rendez hommage à votre reine : Admirez ses divins appas. Régnez aimable souveraine, Régnez à jamais ici bas."")",0.77,Substitution
308,"('#licas', 'Mes amours seront éternelles. ')","('#les-choeurs', 'Rendons hommage à notre reine, Admirons ses divins appas. Régnez, aimable souveraine, Régnez à jamais ici-bas.')",0.99,Substitution
309,"('#straton', 'Mon coeur ne sera plus jaloux. ')","('#choeur-des-ombres', ""C'est assez de regrets ; C'est verser trop de larmes, Goûtez les attraits Du destin plein de charmes, Pluton aime mieux que Cérès. Une mère Vaut-elle un époux ? L'amour doit toujours plaire, Les soins en sont doux. Un coeur est trop sauvage S'il change l'usage D'un bien si charmant, Et c'est grand dommage D'en faire un tourment. Triomphez dans ces lieux : C'est pour vous que soupire L'un des plus grands dieux, Possédez son empire. Tout cède au pouvoir de vos yeux. Une mère Vaut-elle un époux, etc."")",1.1,Substitution
310,"('#licas #straton', 'Entre deux Amants fidèles,  Choisis un heureux Époux. ')","('#les-choeurs', ""Dans les enfers Tout rit, tout chante ; On vous doit, beauté charmante, La douceur de nos concerts. Un dieu sévère Par vos yeux est enflammé, Tout son empire vous révère ; Qu'il est doux d'avoir charmé Un coeur qui n'a jamais aimé. Que vos appas Auront de gloire ! Ils étendent leur victoire Jusqu'où règne le trépas. Un dieu sévère, etc."")",1.11,Substitution
311,"('#cephise', ""Je n'ai point de choix à faire ;  Parlons d'aimer et de plaire,  Et vivons toujours en paix.  L'Hymen détruit la tendresse,  Il rend l'amour sans attraits ;  Voulez-vous aimer sans cesse,  Amants, n'épousez jamais. "")","('#pluton', ""Vous qui reconnaissez ma suprême puissance, Donnez-moi des conseils, donnez-moi du secours. L'orgueilleux Jupiter m'offense, Il veut rompre aujourd'hui l'heureuse intelligence Que nous avions juré de conserver toujours. Les dieux ont aimé tous, et le Dieu du ciel-même S'est laissé cent fois enflammer. C'est la première fois que j'aime, Et l'on veut me ravir ce qui ma su charmer. Ah ! C'est une rigueur extrême De condamner un coeur à ne jamais aimer. C'est votre reine qu'on demande : Jupiter veut que je la rende, Et Mercure prétend l'enlever d'ici bas. Pouvons-nous endurer que l'on nous la ravisse ?"")",0.07,Substitution
312,,"('#le-choeur', ""Non, non, c'est une injustice Que nous ne souffrirons-pas."")",1.0,Deletion
313,,"('#pluton', ""Et par quel droit faut-il que Jupiter s'obstine À troubler le bonheur que l'amour me destine ? Mon pouvoir n'est-il pas indépendant du sien ? Gardons Proserpine, Les enfers ne rendent rien. Le choeur répète ces deux vers."")",1.0,Deletion
314,"('#cephise #licas #straton', ""L'Hymen détruit la tendresse,  Il rend l'Amour sans attraits ;  Voulez-vous aimer sans cesse,  Amants, n'épousez jamais. "")","('#les-trois-juges-des-enfers', ""Proserpine a goûté des fruits de votre empire, Elle est à vous, on ne peut vous l'ôter. Aux arrêts du destin les dieux doivent souscrire, C'est vainement qu'on y veut résister."")",0.72,Substitution
315,"('#cephise', ""Prenons part aux transports d'une joie éclatante,  Que chacun chante : "")","('#pluton', ""Que le ciel menace, qu'il tonne ; Il faut que rien ne nous étonne, Nous avons pour nous en ce jour, Les destins et l'amour. Le choeur répète ces quatre vers."")",0.56,Substitution
316,"('#tous-ensemble', ""Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas :  Il ramène Alceste vivante ;  Que chacun chante :  Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas. "")","('#les-trois-furies', ""Plutôt que de souffrir l'injure Que le ciel veut faire aux enfers, Renversons toute la nature Périsse l'univers. Le choeur répète les deux derniers vers."")",1.04,Substitution
317,,"('#une-des-furies', 'Retirons les géants de leur prison obscure ; Des titans enchaînés il faut briser les fers :')",1.0,Deletion
318,,"('#les-furies #lechoeur', ""Renversons toute la nature, Périsse l'univers."")",1.0,Deletion
319,"('#alcide', ""Pour une si belle victoire,  Peut-on avoir trop entrepris ?  Ah qu'il est doux de courir à la gloire  Lorsque l'Amour en doit donner le prix !  Vous détournez vos yeux ! Je vous trouve insensible ?  Admète a seul ici vos regards les plus doux ? "")","('#ceres', ""Déserts écartés, sombres lieux, Cachez mes soupirs et mes larmes. Mon désespoir a trop de charmes Pour les impitoyables dieux. Déserts écarté, sombres lieux, Cachez mes soupirs, et mes larmes. Les dieux étaient jaloux de mon sort glorieux ; C'est un doux spectacle à leurs yeux Que les malheurs cruels dont je suis poursuivie : Ils se font un plaisir de mes cris furieux ; Jupiter m'a livrée à leur barbare envie : Jupiter me trahit, ma fille m'est ravie. Je perds ce que j'aimais le mieux ; Infortunée, hélas ! Le jour m'est odieux, Et je suis pour jamais condamnée à la vie. Ah ! Je ne puis souffrir la lumière des cieux ! Mon désespoir a trop de charmes Pour les impitoyables dieux ; Déserts écartés, sombres lieux, Cachez mes soupirs, et mes larmes."")",0.12,Substitution
320,"('#alceste', ""Je fais ce qui m'est possible  Pour ne regarder que vous. "")","('#ceres', ""Quels abîmes se sont ouverts ? Qu'entends-je ? Quel affreux murmure !"")",1.5,Substitution
321,"('#alcide', ""Vous devez suivre mon envie,  C'est pour moi qu'on vous rend le jour. "")","('#voix-infernales', ""Renversons toute la nature. Périsse l'univers."")",1.73,Substitution
322,"('#alceste', ""Je n'ai pu reprendre la vie,  Sans reprendre aussi mon amour. "")","('#ceres', ""Le ciel n'est point touché des maux que j'ai soufferts, L'enfer prendrait-il part aux peines que j'endure."")",1.39,Substitution
323,,"('#voix-infernales', ""Renversons toute la nature. Périsse l'univers. Cérès répète ce dernier vers."")",1.0,Deletion
324,,"('#ceres', ""Ne m'apprendrez-vous point où ma fille peut être ?"")",1.0,Deletion
325,"('#alcide', 'Admète en ma faveur, vous a cédé lui-même. ')","('#arethuse', ""Votre ennemi secret veut se faire connaître ; Enfin vous pouvez tout savoir. De l'empire infernal le redoutable maître Tient votre fille en son pouvoir."")",1.45,Substitution
326,"('#admete', 'Alcide pouvait seul vous ôter au trépas.  Alceste, vous vivez, je revois vos appas ;  Ai-je pu trop payer cette douceur extrême ! ')","('#ceres', ""L'enfer retient ma fille ! ô ciel ! ô sort barbare ! L'éternelle nuit nous sépare ! Ma chère Proserpine... ô regrets superflus ! Hélas ! Je ne la verrai plus ! Dieux ! Ma fille n'est point coupable, Pourquoi Pluton inexorable Veut-il dans les enfers l'accabler de douleur ?"")",0.41,Substitution
327,,"('#arethuse #alphee', ""C'est quelquefois un grand malheur Que d'être trop aimable."")",1.0,Deletion
328,"('#admete #alceste', ""Ah ! Que ne fait-on pas  Pour sauver ce qu'on aime ! "")","('#ceres', ""Pluton l'aime ! Et l'amour pour me désespérer Fait soupirer un coeur qui doit être inflexible !"")",1.16,Substitution
329,"('#alcide', ""Vous soupirez tous deux au gré de vos désirs ;  Est-ce ainsi qu'on me tient parole ? "")","('#arethuse #alphee', ""Quel coeur se peut assurer D'être toujours insensible ? Quel coeur se peut assurer. De ne jamais soupirer ?"")",0.54,Substitution
330,"('#admete #alceste', ""Pardonnez aux derniers soupirs  D'un malheureux amour qu'il faut qu'on vous immole.  Alceste, il ne faut plus nous voir.  Admète, il ne faut plus nous voir.  D'un autre que de moi votre sort doit dépendre :  D'un autre que de vous mon destin doit dépendre :  Il faut dans les grands coeurs, que l'amour le plus tendre  Soit la victime du devoir.  Alceste, il ne faut plus nous voir.  Admète, il ne faut plus nous voir.  Admète se retire, et Alceste offre sa main à Alcide, qui arrête Admète, et lui cède la main qu'ALCESTE lui présente."")","('#alphee', ""Le dieu qui pour elle soupire Est un des trois grands dieux, maîtres de l'univers."")",0.79,Substitution
331,"('#alcide', ""Non, non, vous ne devez pas croire  Qu'un Vainqueur des tyrans soit Tyran à son tour :  Sur l'Enfer, sur la Mort, j'emporte la victoire ;  Il ne manque plus à ma gloire  Que de triompher de l'Amour. "")","('#arethuse', ""Elle est reine d'un vaste empire."")",1.19,Substitution
332,"('#admete #alcide', 'Ah quelle gloire extrême !  Quel héroïque effort !  Le Vainqueur de la mort  Triomphe de lui-même. ')","('#arethuse #alphee', 'Il est beau de régner même dans les enfers.')",0.92,Substitution
333,"('#apollon', ""Les Muses, et les Jeux s'empressent de descendre,  Apollon les conduit dans ces aimables lieux.  Vous, à qui j'ai pris soin d'apprendre  À chanter vos amours sur le ton le plus tendre,  Bergers, chantez avec les Dieux  Chantons, chantons, faisons entendre  Nos chansons jusque dans les Cieux. "")","('#ceres', ""Quelque honneur qu'aux enfers on s'empresse à lui rendre, Elle n'en peut sortir, et je n'y puis descendre : Je la perds, je perds tout espoir Je ne pourrai jamais la voir."")",1.11,Substitution
334,"('#choeurs', 'Chantons, chantons, faisons entendre  Nos chansons jusque dans les Cieux.  On danse.')","('#arethuse #alphee', ""Jupiter la demande, et l'enfer plein d'alarmes Pour la garder a pris les armes."")",1.36,Substitution
335,"('#choeurs', 'Triomphez généreux Alcide,  Aimez en paix, heureux Époux. ')","('#ceres', ""Jupiter n'est donc pas insensible aux regrets De la malheureuse Cérès ? Obtenez Dieu puissant que ma fille revienne ; Sans troubler votre paix j'irais suivre ses pas Si je pouvais passer dans la nuit du trépas : Ne souffrez plus que l'enfer la retienne, Grand dieu, c'est votre fille aussi bien que la mienne, C'est votre fille, hélas ! Ne l'abandonnez pas."")",1.42,Substitution
336,"('#alcide', 'Aimez en paix, heureux Époux.  On danse.')",,1.0,Insertion
337,"('#straton', ""À quoi bon  Tant de raison  Dans le bel âge ?  À quoi bon  Tant de raison  Hors de saison ?  Qui craint le danger  De s'engager  Est sans courage :  Tout rit aux Amants,  Les Jeux charmants  Sont leur partage :  Tôt, tôt, tôt, soyons contents,  Il vient un temps  Qu'on est trop sage. "")","('#mercure', ""Tous les dieux sont d'accord, pour vous tout s'intéresse, Proserpine verra le jour, Elle suivra Cérès et Pluton tour à tour, Elle partagera son temps et sa tendresse Entre la nature et l'amour. Vous verrez votre fille, et Jupiter lui-même A pris soin qu'à vos voeux le sort ait répondu."")",1.13,Substitution
338,"('#cephise', ""C'est la saison d'aimer  Quand on sait plaire,  C'est la saison d'aimer  Quand on sait charmer.  Les plus beaux de nos jours ne durent guère,  Le sort de la Beauté nous doit alarmer,  Nos champs n'ont point de fleur plus passagère ;  C'est la saison d'aimer  Quand on sait plaire,  C'est la saison d'aimer  Quand on sait charmer.  Un peu d'amour est nécessaire,  Il n'est jamais trop tôt de s'enflammer ;  Nous donne-t-on un coeur pour n'en rien faire ?  C'est la saison d'aimer  Quand on sait plaire,  C'est la saison d'aimer  Quand on sait charmer. "")","('#ceres', ""Après une peine extrême Qu'un bien qu'on avait perdu Est doux quand il est rendu Par les soins de ce qu'on aime."")",0.6,Substitution
339,,"('#mercure', ""L'hymen assemble tous les dieux De l'empire infernal de la terre et des cieux. Le ciel s'ouvre, et Jupiter paraît accompagné des divinités célestes. Pluton et Proserpine, sortent des enfers assis sur un trône, ou Cérès, va prendre place près de sa fille. Une troupe de divinités infernales richement parées, accompagnent Pluton. Et une troupe de divinités de la terre viennent prendre part à la joie de Cérès, et à la gloire de Proserpine."")",1.0,Deletion
340,"('#choeurs', ""Triomphez, généreux Alcide,  Aimez en paix, heureux Époux :  Que toujours la Gloire vous guide,  Que sans cesse l'Amour vous guide,  Jouissez à jamais des honneurs les plus doux.  Jouissez à jamais des plaisirs les plus doux. "")","('#jupiter', ""Cérès, que de vos pleurs le triste cours finisse ; Qu'avec Pluton Proserpine s'unisse. Que l'on enchaîne pour jamais La discorde et la guerre, Dans les enfers, dans les cieux, sur la terre, Tout doit jouir d'une éternelle paix. Les choeurs répètent ces quatre derniers vers, et les divinités célestes, terrestres et infernales, témoignent par leurs chants et par leurs danses la joie qu'ils ont de voir l'intelligence rétablie entre les plus grands dieux du monde, par le mariage de Pluton et de Proserpine."")",0.57,Substitution
