,crebillon-catilina,voltaire-rome-sauvee,Cost,Operation Type
120,"('#tullie', ""Dût sa haine aujourd'hui m'être encor plus fatale, Malgré votre courroux, je veux vous engager À respecter ses feux, même à la ménager : D'un pareil ennemi vous n'avez rien à craindre, Et son sexe et son nom, tout m'oblige à la plaindre : Ainsi, loin d'insulter à son déguisement, Faisons-la de ces lieux sortir secrètement. Vous n'avez contre vous de témoin que Fulvie, Et l'on n'en croira point sa folle jalousie. Loin de vous présenter l'un et l'autre au sénat, Évitez pour moi-même un dangereux éclat. Que vous reviendrait-il d'une faible victoire, Qui, loin de l'embellir, flétrirait votre gloire ? Croyez-moi, méprisez une amante en fureur, Qui d'ailleurs ne voulait que vous perdre en mon coeur."")","('#aurelie', ""Ma perte fut certaine au moment où mon coeur Reçut de vos conseils le poison séducteur ; Quand j'acceptai sa main, quand je fus abusée, Attachée à son sort, victime méprisée. Vous pensez que mes yeux timides, consternés, Respecteront toujours vos complots forcenés. Malgré moi sur vos pas vous m'avez su conduire. J'aimais ; il fut aisé, cruel, de me séduire ! Et c'est un crime affreux dont on doit vous punir, Qu'à tant d'atrocité l'amour ait pu servir. Dans mon aveuglement, que ma raison déplore, Ce reste de raison m'éclaire au moins encore. Il fait rougir mon front de l'abus détesté Que vous avez tous fait de ma crédulité. L'amour me fit coupable, et je ne veux plus l'être ; Je ne veux point servir les attentats d'un maître ; Je renonce à mes voeux, à ton crime, à ta foi ; Mes mains, mes propres mains s'armeront contre toi. Frappe, et traîne dans Rome embrasée et fumante, Pour ton premier exploit, ton épouse expirante ; Fais périr avec moi l'enfant infortuné Que les dieux en courroux à mes voeux ont donné ; Et couvert de son sang, libre dans ta furie, Barbare, assouvis-toi du sang de ta patrie."")",0.0,Match
121,"('#catilina', ""Lorsqu'on ose attaquer mon honneur et ma vie Vous voulez qu'en tremblant je me cache ou je fuie ; Que laissant le champ libre à l'insensé Caton, Je souffre qu'en public il flétrisse mon nom ; Que j'éloigne Fulvie, afin que votre père Sur son absence même au sénat me défère ? Comment ! Lorsque vous-même, échauffant sa fureur, Vous me livrez au peuple et me perdez d'honneur, Que sur de faux rapports déjà l'on délibère, Que contre moi Caton éclate sans mystère, Vous voulez que, témoin de leur emportement, J'attende du sénat quelque ménagement ; Que le consul enfin, touché de mon absence, Ou ne m'accuse point, ou prenne ma défense ? Ah ! Ne présumez pas que leur mauvaise foi Puisse m'en imposer et triompher de moi. Dès ce jour même il faut que je me justifie."")","('#catilina', ""C'est donc là ce grand coeur, et qui me fut soumis ? Ainsi vous vous rangez parmi mes ennemis ? Ainsi dans la plus juste et la plus noble guerre Qui jamais décida du destin de la terre, Quand je brave un consul, et Pompée, et Caton, Mes plus grands ennemis seront dans ma maison ? Les préjugés romains de votre faible père Arment contre moi-même une épouse si chère ? Et vous mêlez enfin la menace à l'effroi ?"")",0.0,Match
122,"('#tullie', 'Pourriez-vous de ma part craindre une perfidie ?')","('#aurelie', ""Je menace le crime... et je tremble pour toi. Dans mes emportements vois encor ma tendresse. Frémis d'en abuser, c'est ma seule, faiblesse. Crains..."")",0.84,Substitution
123,"('#catilina', 'Non ; mais on a trompé votre crédule amour, Afin que vous pussiez me tromper à mon tour. La plus légère peur corrompt les cours timides, Et des plus vertueux fait souvent des perfides.')","('#catilina', ""Cet indigne mot n'est pas fait pour mon coeur. Ne me parlez jamais de paix ni de terreur : C'est assez m'offenser. Écoutez : je vous aime ; Mais ne présumez pas que, m'oubliant moi-même, J'immole à mon amour ces amis généreux, Mon parti, mes desseins, et l'empire avec eux. Vous n'avez pas osé regarder la couronne ; Jugez de mon amour, puisque je vous pardonne : Mais sachez..."")",0.24,Substitution
124,"('#tullie', 'Du moins en ma présence épargnez Cicéron.')","('#aurelie', ""La couronne où tendent tes desseins, Cet objet du mépris du reste des Romains, Va, je l'arracherais sur mon front affermie, Comme un signe insultant d'horreur et d'infamie. Quoi ! Tu m'aimes assez pour ne te pas venger ! Pour ne me punir pas de t'oser outrager, Pour ne pas ajouter ta femme à tes victimes ? Et moi je t'aime assez pour arrêter tes crimes. Et je cours..."")",1.41,Substitution
125,"('#catilina', ""Ah ! S'il écoutait moins le dangereux Caton, Et les fantômes vains d'une peur chimérique, Vous et moi nous eussions sauvé la république."")","('#sura', ""C'en est fait, et nous sommes perdus ; Nos amis sont trahis, nos projets confondus. Préneste entre nos mains n'a point été remise ; Nonnius vient dans Rome ; il sait notre entreprise. Un de nos confidents, dans Préneste arrêté, A subi les tourments, et n'a point résisté. Nous avons trop tardé ; rien ne peut nous défendre, Nonnius au sénat vient accuser son gendre. Il va chez Cicéron, qui n'est que trop instruit. Eh bien ! de tes forfaits tu vois quel est le fruit ! Voilà ces grands desseins où j'aurais dû souscrire, Ces destins de Sylla, ce trône, cet empire ! Es-tu désabusé ? tes yeux sont-ils ouverts ?"")",0.7,Substitution
126,,"('#catilina', ""Je ne m'attendais pas à ce nouveau revers. Mais... me trahiriez-vous ?"")",1.0,Deletion
127,"('#tullie', ""Il en est temps encor, cruel, écoutez-moi : N'allez point au sénat, fiez-vous à ma foi. Sur de vaines rumeurs votre fierté s'abuse ; Songez que c'est moi seule ici qui vous accuse ; Que je puis d'un seul mot rassurer les esprits, Et dissiper l'erreur qui les avait surpris. Si de nos premiers feux vous perdez la mémoire, Songez du moins, Seigneur, qu'il y va de ma gloire. Quoi ! Vous pouvez m'aimer, et me sacrifier À l'orgueilleux honneur de vous justifier ! L'amour vous justifie et reprend son empire : Quand mon coeur vous absout, mon coeur doit vous suffire. Le sénat contre vous n'a rien fait publier : Ah ! Laissez-moi l'honneur de vous concilier ; Laissez-moi réunir mon amant et mon père. Hélas ! Était-ce à moi d'en parler la première ? L'amour n'offre donc plus à vos tendres souhaits Aucun bien qui vous puisse engager à la paix ! Vous êtes des romains la plus noble espérance, Daignez contre vous-même embrasser leur défense. De quoi vous plaignez-vous, quand c'est vous seul, ingrat, Qui voulez aujourd'hui convoquer le sénat ? Si vous vous obstinez encore à vous défendre, Le consul à son tour voudra s'y faire entendre ; Et bientôt vos amis, ardents et furieux, De carnage et d'horreur vont remplir tous ces lieux. Voulez-vous mettre en feu la ville infortunée Que votre amante habite, où votre amante est née ? Laissez-moi désarmer vos redoutables mains ; Accordez à mes pleurs la grâce des romains ; Et qu'il soit dit du moins de l'heureuse Tullie Que le dieu de son coeur fut dieu de sa patrie."")","('#aurelie', ""Je le devrais peut-être. Je devrais servir Rome, en la vengeant d'un traître : Nos dieux m'en avoueraient. Je ferai plus ; je veux Te rendre à ton pays, et vous sauver tous deux. Ce coeur n'a pas toujours la faiblesse en partage. Je n'ai point tes fureurs, mais j'aurai ton courage ; L'amour en donne au moins. J'ai prévu le danger ; Ce danger est venu, je veux le partager. Je vais trouver mon père ; il faudra que j'obtienne Qu'il m'arrache la vie, ou qu'il sauve la tienne. Il m'aime, il est facile, il craindra devant moi D'armer le désespoir d'un gendre tel que toi. J'irai parler de paix à Cicéron lui-même. Ce consul qui te craint, ce sénat où l'on t'aime, Où César te soutient, où ton nom est puissant, Se tiendront trop heureux de te croire innocent. On pardonne aisément à ceux qui sont à craindre. Repens-toi seulement, mais repens-toi sans feindre ; Il n'est que ce parti quand on est découvert : Il blesse ta fierté, mais tout autre te perd, Et je te donne au moins, quoi qu'on puisse entreprendre, Le temps de quitter Rome, ou d'oser t'y défendre. Plus de reproche ici sur tes complots pervers ; Coupable, je t'aimais ; malheureux, je te sers : Je mourrai pour sauver et tes jours et la gloire. Adieu : Catilina doit apprendre à me croire : Je l'avais mérité."")",0.01,Substitution
128,"('#catilina', ""Ah, Madame ! Cessez de vouloir m'abuser. J'aimerais mieux vous voir, constante à m'accuser, Armer contre ma vie un sénat qui m'abhorre. Quoi ! C'est moi qu'on veut perdre, et c'est moi qu'on implore ! Que dis-je ? C'est à moi que Tullie a recours Pour sauver les cruels qui poursuivent mes jours ! C'est pour eux, non pour moi, qu'elle verse des larmes ! Et, loin de m'arracher à leurs perfides armes, Je la vois avec eux conspirer à l'envi ! Rendez-moi donc l'honneur que vous m'avez ravi, Si vous ne voulez pas que j'aille le défendre. Mais en vain par vos pleurs on cherche à me surprendre. Eh ! Sur quoi votre amour prétend-il m'émouvoir ? A-t-il dans votre coeur triomphé du devoir ? Quoi ! Sur le seul rapport d'un témoin méprisable ; Sans rien examiner, vous me croyez coupable ! Et sans en exiger d'autre éclaircissement Votre austère vertu sacrifie un amant ! Cet exemple est si grand qu'il faut que je l'imite. Plus vous m'attendrissez, plus mon honneur m'invite À m'immoler moi-même à ce que je me dois."")","('#catilina', ""Que faire, et quel danger ? Ecoutez... Le sort change, il me force à changer... Je me rends... Je vous cède... Il faut vous satisfaire... Mais... Songez qu'un époux est pour vous plus qu'un père Et que, dans le péril dont nous sommes pressés, Si je prends un parti, c'est vous qui m'y forcez."")",0.39,Substitution
129,"('#tullie', 'Hé bien ! Cruel ! Adieu, pour la dernière fois.')","('#aurelie', ""Je me charge de tout, fût-ce encor de ta haine. Je te sers, c'est assez. Fille, épouse, et Romaine, Voilà tous mes devoirs, je les suis ; et le tien Est d'égaler un coeur aussi pur que le mien."")",1.51,Substitution
130,"('#catilina', ""Que je me sens touché ! Que mon âme est émue ! Ah ! Que n'ai-je évité cette fatale vue ! Mais j'aperçois Probus."")","('#sura', ""Est-ce Catilina que nous venons d'entendre ? N'es-tu de Nonnius que le timide gendre ? Esclave d'une femme, et d'un seul mot troublé, Ce grand coeur s'est rendu sitôt qu'elle a parlé."")",1.04,Substitution
131,,"('#cethegus', ""Non, tu ne peux changer ; ton génie invincible, Animé par l'obstacle, en sera plus terrible. Sans ressource à Préneste, accusés au sénat, Nous pourrions être encor les maîtres de l'état ; Nous le ferions trembler, même dans les supplices. Nous avons trop d'amis, trop d'illustres complices, Un parti trop puissant, pour ne pas éclater."")",1.0,Deletion
132,"('#probus', ""Je viens vous avertir Que dès ce même instant, Seigneur, il faut partir. Tout s'arme contre vous, et le sénat s'assemble."")","('#sura', ""Mais avant le signal on peut nous arrêter. C'est lorsque dans la nuit le sénat se sépare, Que le parti s'assemble, et que tout se déclare. Que faire ?"")",0.15,Substitution
133,"('#catilina', ""Qu'aurais-je à redouter d'un ennemi qui tremble ? Je veux, à commencer par le plus fier de tous, Les voir dans un moment tomber à mes genoux ; Et je vais les trouver."")","('#cethegus', ""Tu te tais, et tu frémis d'effroi ?"")",1.25,Substitution
134,"('#probus', 'Quoi ! Seul et sans défense ?')","('#catilina', 'Oui, je frémis du coup que mon sort veut de moi.')",1.63,Substitution
135,"('#catilina', ""Aucun d'eux n'osera soutenir ma présence : Ainsi ne craignez rien."")","('#sura', ""J'attends peu d'Aurélie ; et, dans ce jour funeste, Vendre cher notre vie est tout ce qui nous reste."")",1.48,Substitution
136,"('#probus', ""Seigneur, y pensez-vous ? Songez que Romulus expira sous leurs coups. Je ne condamne point une noble assurance ; Mais on n'en doit pas moins consulter la prudence. Plus le sénat vous craint, plus il faut du sénat Craindre contre vos jours un secret attentat."")","('#catilina', ""Je compte les moments, et j'observe les lieux. Aurélie, en flattant ce vieillard odieux, En le baignant de pleurs, en lui demandant grâce, Suspendra pour un temps sa course et sa menace. Cicéron, que j'alarme, est ailleurs arrêté ; C'en est assez, amis, tout est en sûreté. Qu'on transporte soudain les armes nécessaires ; Armez tout, affranchis, esclaves, et sicaires ; Débarrassez l'amas de ces lieux souterrains, Et qu'il en reste encore assez pour mes desseins. Vous, fidèle affranchi, brave et prudent Septime, Et vous, cher Martian, qu'un même zèle anime, Observez Aurélie, observez Nonnius : Allez ; et dans l'instant qu'ils ne se verront plus, Abordez-le en secret de la part de sa fille ; Peignez-lui son danger, celui de sa famille ; Attirez-le en parlant vers ce détour obscur, Qui conduit au chemin de Tibur et d'Anxur : Là, saisissant tous deux le moment favorable, Vous... Ciel ! Que vois-je ?"")",0.0,Match
137,,"('#ciceron', 'Arrête, audacieux coupable ; Où portes-tu tes pas ? Vous, CÉTHÉGUS, parlez... Sénateurs, affranchis, qui vous a rassemblés ?')",1.0,Deletion
138,,"('#catilina', ""Bientôt dans le sénat nous pourrons te l'apprendre."")",1.0,Deletion
139,"('#catilina', ""Non, Probus ; et je brave un péril qui vous glace. Le succès fut toujours un enfant de l'audace. L'homme prudent voit trop, l'illusion le suit ; L'intrépide voit mieux, et le fantôme fuit ; L'instant le plus terrible éclaire son courage, Et le plus téméraire est alors le plus sage. L'imprudence n'est pas dans la témérité ; Elle est dans un projet faux et mal concerté ; Mais s'il est bien suivi, c'est un trait de prudence Que d'aller quelquefois jusques à l'insolence ; Et je sais, pour dompter les plus impérieux, Qu'il faut souvent moins d'art que de mépris pour eux. Adieu : dans un moment ils me verront paraître En criminel qui vient leur annoncer un maître."")","('#cethegus', ""De ta poursuite vaine on saura s'y défendre."")",1.19,Substitution
140,"('#ciceron', ""Arbitres souverains de Rome et de ses lois, Qui parmi vos sujets comptez les plus grands rois, Je ne viens point ici, jaloux de votre gloire, Briguer avec éclat le prix d'une victoire ; Le sort, à mes pareils prodiguant ses faveurs, Me réservait le soin d'annoncer des malheurs : De mon amour pour vous tel est le premier gage, Et de mon consulat le funeste partage. Tandis qu'enorgueillis par tant d'heureux travaux Vous pouviez méditer des triomphes nouveaux, De la terre et des mers vous promettre l'empire, Un seul homme à vos yeux travaille à vous proscrire : Pourrai-je sans frémir nommer Catilina, L'héritier des fureurs du barbare Sylla ; Lui que la cruauté, l'orgueil, et l'insolence, N'ont que trop parmi nous signalé dès l'enfance ; Lui qui, toujours coupable et toujours impuni, Veut, ce que n'eût osé l'univers réuni, Subjuguer les romains ? ô vous, que Rome adore, Et qui par vos vertus la soutenez encore, Vous, l'appui du sénat et l'exemple à la fois, Incorruptible ami de l'état et des lois, Parlez, divin Caton."")","('#sura', 'Nous verrons si, toujours prompt à nous outrager, Le fils de Tullius nous ose interroger.')",1.05,Substitution
141,"('#caton', ""Et que pourrais-je dire En des lieux où l'honneur ne tient plus son empire, Où l'intérêt, l'orgueil, commandent tour à tour, Où la vertu n'a plus qu'un timide séjour, Où de tant de héros je vois flétrir la gloire ? Et comment l'univers pourra-t-il jamais croire Que Rome eut un sénat et des législateurs, Quand les romains n'ont plus ni lois ni sénateurs ? Où retrouver enfin les traces de nos pères Dans des cours corrompus par des mours étrangères ? Moi-même, qui l'ai vu briller de tant d'éclat, Puis-je me croire encore au milieu du sénat ? Ah ! De vos premiers temps rappelez la mémoire ; Mais ce n'est plus pour vous qu'une frivole histoire : Vous imitez si mal vos illustres aïeux, Que leurs noms sont pour vous des noms injurieux. Mais de quoi se plaint-on ? Catilina conspire ; Est-il si criminel d'aspirer à l'empire Dès que vous renoncez vous-mêmes à régner ? Un trône, quel qu'il soit, n'est point à dédaigner. Non, non, Catilina n'est pas le plus coupable : Voyez de votre état la chute épouvantable, Ce que fut le sénat, ce qu'il est aujourd'hui, Et le profond mépris qu'il inspire pour lui. Scipion, qui des dieux fut le plus digne ouvrage, Scipion, ce vainqueur du héros de Carthage, Scipion, des mortels qui fut le plus chéri, Par un vil délateur se vit presque flétri : Alors la liberté ne savait pas dans Rome Du simple citoyen distinguer le grand homme ; Malgré tous ses exploits, le vainqueur d'Annibal Se soumit en tremblant à votre tribunal. Sylla vient, qui remplit Rome de funérailles, Du sang des sénateurs inonde nos murailles : Il fait plus ; ce tyran, las de régner enfin, Abdique insolemment le pouvoir souverain, Comme un bon citoyen, meurt heureux et tranquille, En bravant le courroux d'un sénat imbécile, Qui, charmé d'hériter de son autorité, Éleva jusqu'au ciel sa générosité, Et nomma sans rougir père de la patrie Celui qui l'égorgeait chaque jour de sa vie. Si vous eussiez puni le barbare Sylla, Vous ne trembleriez point devant Catilina ; Par là vous étouffiez ce monstre en sa naissance, Ce monstre qui n'est né que de votre indolence."")","('#ciceron', ""J'ose au moins demander qui sont ces téméraires. Sont-ils, ainsi que vous, des Romains consulaires, Que la loi de l'état me force à respecter, Et que le sénat seul ait le droit d'arrêter ? Qu'on les charge de fers ; allez, qu'on les entraîne."")",0.6,Substitution
142,"('#crassus', ""N'est-ce qu'en affectant de blâmer le sénat Que Caton de son nom croit rehausser l'éclat ? Mais il devrait savoir que l'homme vraiment sage Ne se pare jamais de vertus hors d'usage. Qu'aurions-nous à rougir des temps de nos aïeux ? Si ces temps sont changés, il faut changer comme eux, Et conformer nos mours à l'esprit de notre âge. Et qu'a donc perdu Rome à n'être plus sauvage ? Rome est ce qu'elle fut ; ses changements divers Ont-ils de notre empire affranchi l'univers ? Non ; car ce fier Sylla, d'odieuse mémoire, Même en l'asservissant, combla Rome de gloire. Mais c'est trop s'occuper de reproches honteux, Importunes leçons d'un censeur orgueilleux, Qui se trompe toujours au zèle qui l'enflamme. Que Caton à son gré nous méprise et nous blâme ; N'aurions-nous désormais d'oracle que Caton, Et les saintes frayeurs qui troublent Cicéron ? Où sont vos ennemis ? Quel péril vous menace ? Un simple citoyen vous alarme et vous glace ! À percer ses complots j'applique en vain mes soins, Je vois plus de soupçons ici que de témoins. On dirait, à vous voir assemblés en tumulte, Que Rome des gaulois craigne encore une insulte, Et qu'un autre Annibal va marcher sur leurs pas. Où sont des conjurés les chefs et les soldats ? Les fureurs de Caton et son impatience Dans le sein du sénat semant la défiance, On accuse à la fois Cépion, Lentulus, Dolabella, César, et moi-même Crassus : Voyez de vos conseils jusqu'où va l'imprudence ; On craint Catilina, cependant on l'offense ; Mais plus vous le craignez, plus il faut ménager Un homme et des amis qui pourraient le venger. Et quel est, dites-moi, le témoin qui l'accuse ? Une femme jalouse et que l'amour abuse, Qui, sur les vains soupçons d'une infidélité, Veut surprendre à son tour votre crédulité ; Qui, sans pudeur livrée à l'ardeur qui l'entraîne, Invente des complots pour flatter votre haine. Si je plains l'accusé, c'est parce qu'on le hait : Voilà le seul témoin qui prouve son forfait ; Car la haine a souvent fait plus de faux coupables Qu'un penchant malheureux n'en fait de véritables : Je dis plus ; et quand même il serait criminel, Faut-il comme Caton être toujours cruel ? Dans son sang le plus pur voulez-vous noyer Rome ? Songez qu'un seul remords peut vous rendre un grand homme : La rigueur n'a jamais produit le repentir ; Ce n'est qu'en pardonnant qu'on nous le fait sentir. Rome n'est plus au temps qu'elle pouvait sans craindre Immoler à la loi quiconque osait l'enfreindre : D'ailleurs il est toujours imprudent de sévir, À moins qu'en sûreté l'on ne puisse punir. De quatre légions qui campaient vers Préneste, Celle de Manlius est la seule qui reste : Quand le sénat devrait punir Catilina, Êtes-vous assurés que quelqu'un l'osera ? S'il échappe à vos coups, redoutez sa vengeance, Et des amis tout prêts d'embrasser sa défense : À des projets nouveaux n'allez pas l'inviter Par d'impuissants décrets qu'il saurait éviter. Pour l'intérêt public il faut qu'on lui pardonne, Et qu'à son repentir le sénat l'abandonne."")","('#catilina', ""C'est donc toi qui détruis la liberté romaine ? Arrêter des Romains sur tes lâches soupçons !"")",1.07,Substitution
143,"('#caton', ""Si l'intérêt public décide de son sort, Consul, qu'à l'instant même on lui donne la mort."")","('#ciceron', ""Ils sont de ton conseil, et voilà mes raisons. Vous-mêmes, frémissez. Licteurs, qu'on m'obéisse. On emmène Septime et Martian."")",1.13,Substitution
144,"('#catilina', 'La mort ! à ce décret je crois me reconnaître.')","('#catilina', ""Implacable ennemi, poursuis ton injustice ; Abuse de ta place, et profite du temps. Il faudra rendre compte, et c'est où je t'attends."")",1.56,Substitution
145,"('#caton', ""Tu le devrais du moins, puisqu'il regarde un traître."")","('#ciceron', ""Qu'on fasse à l'instant même interroger ces traîtres. Va, je pourrai bientôt traiter ainsi leurs maîtres. J'ai mandé Nonnius : il sait tous tes desseins. J'ai mis Rome en défense, et Préneste en mes mains. Nous verrons qui des deux emporte la balance, Ou de ton artifice, ou de ma vigilance. Je ne te parle plus ici de repentir ; Je parle de supplice, et veux t'en avertir. Avec les assassins sur qui tu te reposes, Viens t'asseoir au sénat, et suis-moi, si tu l'oses."")",0.8,Substitution
146,,"('#cethegus', ""Faut-il donc succomber sous les puissants efforts D'un bras habile et prompt qui rompt tous nos ressorts ? Faut-il qu'à Cicéron le sort nous sacrifie ?"")",1.0,Deletion
147,"('#catilina', 'Je ne sais qui des deux, dans ce commun effroi, Rome doit le plus craindre, ou de vous ou de moi : Je la sauve, et Caton la perd par un faux zèle.')","('#catilina', ""Jusqu'au dernier moment ma fureur le défie. C'est un homme alarmé, que son trouble conduit, Qui cherche à tout apprendre, et qui n'est pas instruit : Nos amis arrêtés vont accroître ses peines ; Ils sauront l'éblouir de clartés incertaines. Dans ce billet fatal César est accusé. Le sénat en tumulte est déjà divisé. Mallius et l'armée aux portes vont paraître. Vous m'avez cru perdu ; marchez, et je suis maître."")",0.22,Substitution
148,"('#ciceron', 'Téméraire ! Au sénat quel ordre vous appelle ?')","('#sura', 'Nonnius du consul éclaircit les soupçons.')",1.06,Substitution
149,"('#catilina', ""Et qui m'empêcherait, Seigneur, de m'y montrer ? Sont-ce les ennemis que j'y puis rencontrer ? Je n'en redoute aucun, ni Caton, ni vous-même."")","('#catilina', ""Il ne le verra pas, c'est moi qui t'en réponds. Marchez, dis-je ; au sénat parlez en assurance, Et laissez-moi le soin de remplir ma vengeance. Allons... Où vais-je ?"")",0.75,Substitution
150,,"('#cethegus', 'Eh bien ?')",1.0,Deletion
151,"('#ciceron', ""Quoi ! Vous joignez encore à cette audace extrême Celle d'oser paraître en armes dans ces lieux !"")","('#catilina', ""Aurélie ! ah, grands dieux ! Qu'allez-vous ordonner de ce coeur furieux ? écartez-la, surtout. Si je la vois paraître, Tout prêt à vous servir, je tremblerai peut-être."")",0.79,Substitution
152,"('#catilina', ""Que mes armes, consul, ne blessent point vos yeux ; Mais sur ce nouveau crime avant que de répondre, Souffrez sur d'autres points que j'ose vous confondre : Auriez-vous oublié que je vous l'ai promis ? Quoiqu'à votre pouvoir vous ayez tout soumis, J'espère cependant qu'on daignera m'entendre, Et c'est en citoyen que je vais me défendre ; J'abdique pour jamais le rang de sénateur. Pardonnez, Cépion, Crassus, et vous, préteur ; Antoine, à votre tour, souffrez que je vous nomme Parmi les ennemis du sénat et de Rome : César ne paraît point, mais je vois Céthégus : Il ne nous manque plus ici qu'un Spartacus ; Car entre nous et lui, grâce à son imprudence, Le vertueux Caton met peu de différence. Eh bien ! Pères conscripts, êtes-vous rassurés ? Vous voyez d'un coup d'oeil l'état des conjurés, Leurs chefs et leurs soldats, cette nombreuse armée Dont Rome en ce moment est si fort alarmée ; Ces périls enfantés par les folles erreurs D'un témoin dont Tullie adopte les fureurs : C'est sur ce seul témoin qu'une beauté si chère Me croit dans le dessein d'assassiner son père, D'égorger le sénat ; et vous le croyez tous ! Malheureux que je suis d'être né parmi vous ! Sylla vous méprisait ; et moi, je vous déteste : De nos premiers tyrans vous n'êtes qu'un vil reste ; Juges sans équité, magistrats sans pudeur, Qui de vous commander voudrait se faire honneur ? Et vous me soupçonnez d'aspirer à l'empire, Inhumains, acharnés sur tout ce qui respire ; Qui depuis si longtemps tourmentez l'univers ! Je hais trop les tyrans pour vous donner des fers."")","('#sura', 'Tous ces pères de Rome, au sénat appelés, Incertains de leur sort, et de soupçons troublés, Ces monarques tremblants tardent bien à paraître.')",0.75,Substitution
153,"('#caton', ""À quoi te servirait cette troupe cruelle Que ton palais impur et vomit et recèle, Qui le jour et la nuit semant partout l'effroi, Ministres odieux de tes fureurs..."")","('#cethegus', ""L'oracle des Romains, ou qui du moins croit l'être, Dans d'impuissants travaux sans relâche occupé, Interroge Septime ; et, par ses soins trompé, Il a retardé tout par ses fausses alarmes."")",0.7,Substitution
154,"('#catilina', ""Tais-toi. Il est vrai qu'autrefois, plus jeune et plus sensible (Vous l'avez ignoré ce projet si terrible, Vous l'ignorez encor), je formai le dessein De vous plonger à tous un poignard dans le sein : L'objet qui vous dérobe à ma juste colère Ne parlait point alors en faveur de son père ; Mais un autre penchant plus digne d'un romain M'arracha tout_à_coup le glaive de la main : Je sentis malgré moi l'amour de la patrie S'armer pour des cruels indignes de la vie. Aujourd'hui, que tout doit rassurer les esprits, Une femme en fureur les trouble par ses cris ; À ses transports jaloux tout s'alarme, tout tremble, Et c'est pour les servir que le sénat s'assemble ! C'est sur ses vains rapports qu'un homme impétueux Veut perdre ce que Rome eut de plus vertueux ; Orgueilleux citoyen, dont l'austère sagesse Est moins principe en lui qu'un fruit de sa rudesse ; Tyran républicain, qui, malgré sa vertu, Est le plus dangereux que Rome ait jamais eu : Par lui seul d'entre nous la concorde est bannie ; C'est lui qui, du sénat détruisant l'harmonie, Fomente la chaleur de nos divisions, Et nous force d'avoir recours aux factions. Mais il veut gouverner ; eh bien ! Qu'il vous gouverne ; Qu'il triomphe à son gré d'un sénat subalterne, Qui, lâche déserteur de son autorité, N'en a plus que l'orgueil pour toute dignité. Et quel est aujourd'hui l'ordre de vos comices ? Le tumulte et l'effroi n'en sont que les prémices : De chaque élection le meurtre est le signal ; Vos préteurs égorgés au pied du tribunal, Un consul tout sanglant, mais trop juste victime D'un peuple malheureux qu'à son tour il opprime : Tous vos choix sont souillés par des assassinats ; Ainsi furent nommés vos derniers magistrats ; C'est ainsi qu'on élit ou que l'on sait exclure, Et qu'on osa me faire une mortelle injure : Le plébéien s'élève, et le patricien Se donne sans rougir un père plébéien ; Et pour l'adoption où l'intérêt l'entraîne Vous laissez profaner la majesté romaine. Le voilà ce sénat, ce protecteur des lois, Dont l'exemple aurait dû diriger tous les rois ; Le voilà ce sénat qui fait trembler la terre, Et qui dispute aux dieux le dépôt du tonnerre. La justice, autrefois votre divinité, Ne règne plus ici que pour l'impunité ; La décence, les lois, la liberté publique, Tout est mort sous le joug d'un pouvoir tyrannique : Caton est devenu notre législateur, L'idole des romains..."")","('#sura', ""Plût au ciel que déjà nous eussions pris les armes ! Je crains, je l'avouerai, cet esprit du sénat, Ces préjugés sacrés de l'amour de l'état, Cet antique respect, et cette idolâtrie, Que réveille en tout temps le nom de la patrie."")",0.0,Match
155,"('#ciceron', ""Et vous le destructeur, Traître. Si le sénat vous eût rendu justice, Vos jours n'auraient été qu'un éternel supplice ; Mais si je puis encor faire entendre ma voix, Vous ne braverez plus la faiblesse des lois."")","('#cethegus', ""La patrie est un nom sans force et sans effet ; On le prononce encor, mais il n'a plus d'objet. Le fanatisme usé des siècles héroïques Se conserve, il est vrai, dans des âmes stoïques ; Le reste est sans vigueur, ou fait des voeux pour nous. Cicéron, respecté, n'a fait que des jaloux ; Caton est sans crédit ; César nous favorise : Défendons-nous ici, Rome sera soumise."")",0.31,Substitution
156,,"('#sura', ""Mais si Catilina, par sa femme séduit, De tant de nobles soins nous ravissait le fruit ! Tout homme a sa faiblesse, et cette âme hardie Reconnaît en secret l'ascendant d'Aurélie. Il l'aime, il la respecte, il pourra lui céder."")",1.0,Deletion
157,,"('#cethegus', ""Sois sûr qu'à son amour il saura commander."")",1.0,Deletion
158,,"('#sura', ""Mais tu l'as vu frémir ; tu sais ce qu'il en coûte, Quand de tels intérêts..."")",1.0,Deletion
159,,"('#cethegus', ""Caton approche, écoute. Lentulus et Céthégus s'asseyent à un bout de la salle."")",1.0,Deletion
160,"('#catilina', ""Eh bien ! Pour achever de confondre un coupable, Qu'on offre à mes regards ce témoin redoutable, De vos soins pénétrants monument précieux, Cet esclave qui peut me convaincre à vos yeux. D'où vient qu'en ce moment vous me cachez Fulvie ? Manlius aurait-il disposé de sa vie ? Car elle fut toujours l'âme de ses secrets."")","('#caton', ""Lucullus, je me trompe, ou ces deux confidents S'occupent en secret de soins trop importants. Le crime est sur leur front, qu'irrite ma présence. Déjà la trahison marche avec arrogance. Le sénat qui la voit cherche à dissimuler. Le démon de Sylla semble nous aveugler. L'âme de ce tyran dans le sénat respire."")",0.07,Substitution
161,,"('#cethegus', ""Je vous entends assez, Caton ; qu'osez-vous dire ?"")",1.0,Deletion
