,moliere-amants-magnifiques,quinault-fetes-amour-bacchus,Cost,Operation Type
338,"('#eriphile', ""Oui, Cléonice, qu'ils fassent tout ce qu'ils voudront, pourvu qu'ils me laissent à mes pensées."")","('#cloris', ""Ah ! Qu'il est doux, belle Silvie, Ah ! Qu'il est doux de s'enflammer ! Il faut retrancher de la vie, Ce qu'on en passe sans aimer. Ah ! Qu'il est doux, belle Silvie, Ah ! Qu'il est doux de s'enflammer !"")",1.14,Substitution
339,"('#clitidas', ""De quel côté porter mes pas ?  Où m'aviserai-je d'aller, et en quel lieu puis-je croire que je trouverai maintenant la princesse Ériphile ?  Ce n'est pas un petit avantage que d'être le premier à porter une nouvelle.  Ah !  La voilà.  Madame, je vous annonce que le Ciel vient de vous donner l'époux qu'il vous destinait."")","('#silvie', ""Ah ! Les beaux jours qu'Amour nous donne Lorsque sa flamme unit les coeurs ! Est-il ni gloire, ni couronne Qui vaille ses moindres douceurs ? Ah ! Qu'il est doux, belle Silvie, Ah ! Qu'il est doux de s'enflammer !"")",0.71,Substitution
340,"('#eriphile', 'Eh, laisse-moi, Clitidas, dans ma sombre mélancolie.')",,1.0,Insertion
341,"('#clitidas', ""Madame, je vous demande pardon, je pensais faire bien de vous venir dire que le Ciel vient de vous donner Sostrate pour époux, mais puisque cela vous incommode, je rengaine ma nouvelle, et m'en retourne droit comme je suis venu."")",,1.0,Insertion
342,"('#eriphile', 'Clitidas, holà, Clitidas.')",,1.0,Insertion
343,"('#clitidas', 'Je vous laisse, Madame, dans votre sombre mélancolie.')",,1.0,Insertion
344,"('#eriphile', 'Arrête, te dis-je, approche.  Que viens-tu me dire ?')",,1.0,Insertion
345,"('#clitidas', ""Rien, Madame, on a parfois des empressements de venir dire aux grands de certaines choses, dont ils ne se soucient pas, et je vous prie de m'excuser."")",,1.0,Insertion
346,"('#eriphile', 'Que tu es cruel !')",,1.0,Insertion
347,"('#clitidas', ""Une autre fois j'aurai la discrétion de ne vous pas venir interrompre."")",,1.0,Insertion
348,"('#eriphile', ""Ne me tiens point dans l'inquiétude : qu'est-ce que tu viens m'annoncer ?"")",,1.0,Insertion
349,"('#clitidas', ""C'est une bagatelle de Sostrate, Madame, que je vous dirai une autre fois, quand vous ne serez point embarrassée."")",,1.0,Insertion
350,"('#eriphile', ""Ne me fais point languir davantage, te dis-je, et m'apprends cette nouvelle."")","('#arcas', ""Qu'avec peu de raison on se palint d'un martyre Que suivent de si doux plaisirs !"")",1.0,Substitution
351,"('#clitidas', 'Vous la voulez savoir, Madame ?')",,1.0,Insertion
352,"('#eriphile', ""Oui, dépêche.  Qu'as-tu à me dire de Sostrate ?"")",,1.0,Insertion
353,"('#clitidas', ""Une aventure merveilleuse, où personne ne s'attendait."")",,1.0,Insertion
354,"('#eriphile', ""Dis-moi vite ce que c'est."")",,1.0,Insertion
355,"('#clitidas', 'Cela ne troublera-t-il point, Madame, votre sombre mélancolie ?')","('#tircis #arcas', ""Un moment de bonheur dans l'amoureux empire, Répare dix ans de soupirs."")",1.35,Substitution
356,"('#eriphile', 'Ah !  Parle promptement.')",,1.0,Insertion
357,"('#clitidas', ""J'ai donc à vous dire, Madame, que la Princesse votre mère passait presque seule dans la forêt, par ces petites routes qui sont si agréables, lorsqu'un sanglier hideux, (ces vilains sangliers-là font toujours du désordre, et l'on devrait les bannir des forêts bien policées) ; lors, dis-je, qu'un sanglier hideux, poussé je crois, par des chasseurs est venu traverser la route où nous étions.  Je devrais vous faire peut-être, pour orner mon récit, une description étendue du sanglier dont je parle, mais vous vous en passerez s'il vous plaît, et je me contenterai de vous dire, que c'était un fort vilain animal.  Il passait son chemin, et il était bon de ne lui rien dire, de ne point chercher de noise avec lui, mais la Princesse a voulu égayer sa dextérité, et de son dard, qu'elle lui a lancé un peu mal à propos, ne lui en déplaise, lui a fait au-dessus de l'oreille une assez petite blessure.  Le sanglier mal morigéné, s'est impertinemment détourné contre nous ; nous étions là deux, ou trois misérables qui avons pâli de frayeur, chacun gagnait son arbre, et la Princesse sans défense demeurait exposée à la furie de la bête, lorsque Sostrate a paru, comme si les Dieux l'eussent envoyé."")","('#choeurs', ""Chantons tous de l'Amour le pouvoir adorable, Chantons dans ces lieux, Ses attraits glorieux, Il est le plus aimable, Et le plus grand des Dieux. La perspective s'ouvre, et laisse paraître dans le fond du théâtre un autre manière de voûte de treille, sous laquelle une multitude de suivants de Bacchus sont placés, les uns dans des tonneaux, et les autres sur une espèce d'Amphithéâtre couvert de pampres de vigne, qui tous jouent de différents instruments, tandis que plusieurs autres satires et silvains s'avancent au milieu du théâtre pour interrompre la fête de l'Amour, et pour en célébrer une plus solennelle à la gloire de Bacchus."")",0.83,Substitution
358,"('#eriphile', 'Hé bien, Clitidas.')",,1.0,Insertion
359,"('#clitidas', 'Si mon récit vous ennuie, Madame, je remettrai le reste à une autre fois.')",,1.0,Insertion
360,"('#eriphile', 'Achève promptement.')",,1.0,Insertion
361,"('#clitidas', ""Ma foi !  C'est promptement, de vrai, que j'achèverai, car un peu de poltronnerie m'a empêché de voir tout le détail de ce combat ; et tout ce que je puis vous dire, c'est que retournant sur la place, nous avons vu le sanglier mort, tout vautré dans son sang, et la Princesse pleine de joie, nommant Sostrate son libérateur, et l'époux digne et fortuné que les Dieux lui marquaient pour vous.  À ces paroles, j'ai cru que j'en avais assez entendu, et je me suis hâté de vous en venir, avant tous, apporter la nouvelle."")","('#silvandre', ""Arrêtez, arrêtez, c'est trop entreprendre, Un autre Dieu dont nous suivons les lois, S'oppose à cet honneur qu'à l'Amour osent rendre, Vos musettes et vos voix ; À des titres si beaux Bacchus seul peut prétendre, Et nous sommes ici pour défendre ses droits."")",0.92,Substitution
362,"('#eriphile', ""Ah !  Clitidas, pouvais-tu m'en donner une qui me pût être plus agréable ?"")",,1.0,Insertion
363,"('#clitidas', ""Voilà qu'on vient vous trouver."")",,1.0,Insertion
364,"('#aristione', ""Je vois, ma fille, que vous savez déjà tout ce que nous pourrions vous dire.  Vous voyez que les Dieux se sont expliqués bien plus tôt que nous n'eussions pensé ; mon péril n'a guère tardé à nous marquer leurs volontés, et l'on connaît assez que ce sont eux qui se sont mêlés de ce choix, puisque le mérite tout seul brille dans cette préférence.  Aurez-vous quelque répugnance à récompenser de votre coeur, celui à qui je dois la vie et refuserez-vous Sostrate pour époux ?"")","('#choeurs', ""Nous suivons de Bacchus le pouvoir adorable Nous suivons en tous lieux, Ses attraits précieux ; Il est le plus aimable Et le plus grand des Dieux. Les suivants de Bacchus qui dansent font un combat contre les danseurs du parti de l'Amour, tandis que les bergers et les satires disputent en chantant en faveur du Dieu que chacun veut honorer."")",0.55,Substitution
365,"('#eriphile', 'Et de la main des Dieux, et de la vôtre, Madame, je ne puis rien recevoir qui ne me soit fort agréable.')","('#aminte', ""C'est le printemps qui rend l'âme À nos champs semés de fleurs : Et c'est l'Amour et la flamme Qui font revivre nos coeurs."")",1.35,Substitution
366,"('#sostrate', ""Ciel !  N'est-ce point ici quelque songe, tout plein de gloire dont les Dieux me veuillent flatter, et quelque réveil malheureux ne me replongera-t-il point dans la bassesse de ma fortune ?"")","('#forestan', 'Le soleil chasse les ombres, Dont le ciel est obscurci, Et des âmes les plus sombres, Bacchus chasse le souci.')",1.1,Substitution
367,,"('#choeurs-de-bacchus', ""Bacchus est révéré sur la terre et sur l'onde."")",1.0,Deletion
368,"('#cleonice', ""Madame, je viens vous dire qu'Anaxarque a jusqu'ici abusé, l'un et l'autre Prince, par l'espérance de ce ch[oi]x qu'ils poursuivent depuis longtemps, et qu'au bruit qui s'est répandu de votre aventure, ils ont fait éclater tous deux leur ressentiment contre lui, jusque-là, que de paroles en paroles, les choses se sont échauffées, et il en a reçu quelques blessures dont on ne sait pas bien ce qui arrivera.  Mais les voici."")","('#choeurs-de-l-amour', ""Et l'Amour est un Dieu qu'on révère en tous lieux."")",1.02,Substitution
369,"('#aristione', ""Princes, vous agissez tous deux avec une violence bien grande, et si Anaxarque a pu vous offenser, j'étais pour vous en faire justice moi-même."")","('#choeurs-de-bacchus', 'Bacchus à son pouvoir a soumis tout le Monde.')",1.33,Substitution
370,"('#iphicrate', 'Et quelle justice, Madame, auriez-vous pu nous faire de lui, si vous la faites si peu à notre rang, dans le choix que vous embrassez ?')","('#choeurs-de-l-amour', ""Et l'Amour a dompté les hommes et les Dieux."")",1.39,Substitution
371,"('#aristione', ""Ne vous êtes-vous pas soumis l'un et l'autre, à ce que pourraient décider, ou les ordres du Ciel, ou l'inclination de ma fille ?"")","('#choeurs-de-bacchus', 'Rien peut-il égaler sa douceur sans seconde ?')",1.42,Substitution
372,"('#timocles', ""Oui, Madame, nous nous sommes soumis à ce qu'ils pourraient décider entre le Prince Iphicrate et moi, mais non pas à nous voir rebutés tous deux."")",,1.0,Insertion
373,"('#aristione', ""Et si chacun de vous a bien pu se résoudre à souffrir une préférence, que vous arrive-t-il à tous deux où vous ne soyez préparés, et que peuvent importer à l'un et à l'autre les intérêts de son rival ?"")","('#choeurs-de-l-amour', 'Rien peut-il égaler ses charmes précieux ?')",1.34,Substitution
374,,"('#choeurs-de-bacchus', ""Fi, fi, de l'Amour et de ses feux."")",1.0,Deletion
375,"('#iphicrate', ""Oui, Madame, il importe, c'est quelque consolation de se voir préférer un homme qui vous est égal, et votre aveuglement est une chose épouvantable."")","('#parti-de-l-amour', ""Ah ! Quel plaisir d'aimer !"")",1.57,Substitution
376,"('#aristione', ""Prince, je ne veux pas me brouiller avec une personne qui m'a fait tant de grâce, que de me dire des douceurs ; et je vous prie, avec toute l'honnêteté qu'il m'est possible, de donner à votre chagrin un fondement plus raisonnable ; de vous souvenir, s'il vous plaît, que Sostrate est revêtu d'un mérite, qui s'est fait connaître à toute la Grèce, et que le rang où le ciel l'élève aujourd'hui va remplir toute la distance qui était entre lui et vous."")","('#parti-de-bacchus', 'Ah ! Quel plaisir de boire !')",1.87,Substitution
377,,"('#parti-de-l-amour', 'À qui vit sans amour la vie est sans appas.')",1.0,Deletion
378,"('#iphicrate', 'Oui, oui, Madame, nous nous en souviendrons, mais peut-être aussi vous souviendrez-vous que deux Princes outragés ne sont pas deux ennemis peu redoutables.')","('#parti-de-bacchus', ""C'est mourir que de vivre et de ne boire pas."")",1.59,Substitution
379,,"('#parti-de-l-amour', 'Aimables fers !')",1.0,Deletion
380,,"('#parti-de-bacchus', 'Douce victoire !')",1.0,Deletion
381,"('#timocles', ""Peut-être, Madame, qu'on ne goûtera pas longtemps la joie du mépris que l'on fait de nous."")","('#parti-de-l-amour', ""Ah ! Quel plaisir d'aimer !"")",1.16,Substitution
382,"('#aristione', ""Je pardonne toutes ces menaces aux chagrins d'un amour qui se croit offensé, et nous n'en verrons pas avec moins de tranquillité la fête des jeux Pythiens.  Allons-y de ce pas, et couronnons par ce pompeux spectacle cette merveilleuse journée."")","('#parti-de-bacchus', 'Ah ! Quel plaisir de boire !')",1.62,Substitution
383,"('#la-pretresse', 'Chantez, peuples, chantez, en mille et mille lieux, Du dieu que nous servons les brillantes merveilles, Parcourez la terre et les cieux, Vous ne sauriez chanter rien de plus précieux, Rien de plus doux pour les oreilles.')","('#les-deux-partis', ""Non, non, c'est un abus. Le plus grand Dieu de tous"")",1.18,Substitution
384,"('#une-grecque-2', ""À ce Dieu plein de force, à ce Dieu plein d'appas Il n'est rien qui résiste."")","('#parti-de-l-amour', ""C'est l'Amour."")",1.17,Substitution
385,,"('#parti-de-bacchus', ""C'est Bacchus."")",1.0,Deletion
386,"('#autre-grecque-1', ""Il n'est rien ici-bas Qui par ses bienfaits ne subsiste."")",,1.0,Insertion
387,"('#autre-grecque-2', 'Toute la terre est triste Quand on ne le voit pas.')",,1.0,Insertion
388,"('#tous-ensemble', ""Poussons à sa mémoire Des concerts si touchants, Que du haut de sa gloire Il écoute nos chants. PREMIÈRE ENTRÉE DE BALLET. Les six hommes portant les haches font entre eux une danse ornée de toutes les attitudes que peuvent exprimer des gens qui étudient leur force, puis ils se retirent aux deux côtés du théâtre pour faire place à six voltigeurs. DEUXIÈME ENTRÉE DE BALLET. Six voltigeurs en cadence font paraître leur adresse sur des chevaux de bois, qui sont apportés par des esclaves. Troisième entrée de ballet Quatre conducteurs d'esclaves amènent, en cadence, douze esclaves qui dansent en marquant la joie qu'ils ont d'avoir recouvré la liberté. QUATRIÈME ENTRÉE DE BALLET. Quatre femmes et quatre hommes armés à la grecque, font ensemble une manière de jeu pour les armes. La tribune s'ouvre, un héraut, six trompettes et un timbalier se mêlant à tous les instruments, annonce avec un grand bruit la venue d'Apollon."")","('#licaste', ""C'est trop, c'est trop, bergers, hé pourquoi ces débats ? Souffrons qu'en un parti la Raison nous assemble : L'Amour a des douceurs ; Bacchus a des appas, Ce sont deux Déïtés qui sont fort bien ensemble; Ne les séparons pas."")",0.88,Substitution
389,"('#le-choeur', ""Ouvrons tous nos yeux À l'éclat suprême Qui brille en ces lieux. Quelle grâce extrême ! Quel port glorieux ! Où voit-on des Dieux Qui soient faits de même ? Apollon, au bruit des trompettes et des violons, entre par le portique, précédé de six jeunes gens, qui portent des lauriers entrelacés autour d'un bâton et un soleil d'or au-dessus, avec la devise royale en manière de trophée. Les six jeunes gens, pour danser avec Apollon, donnent leur trophée à tenir aux six hommes qui portent les haches, et commencent avec Apollon une danse héroïque, à laquelle se joignent, en diverses manières, les six hommes portant les trophées, les quatre femmes armées avec leurs timbres, et les quatre hommes armés avec leurs tambours, tandis que les six trompettes, le timbalier, les Sacrificateurs, la Prêtresse, et le choeur de musique accompagnent tout cela, en s'y mêlant par diverses reprises : ce qui finit la fête des Jeux Pythiens, et tout le divertissement. CINQUIÈME ENTRÉE DE BALLET."")","('#les-deux-choeurs', ""Mêlons donc leurs douceurs aimables, Mêlons nos voix dans ces lieux agréables, Et faisons répéter aux Échos d'alentour, Qu'il n'est rien de plus doux que Bacchus et l'Amour. Tandis que les voix et les instruments des deux choeurs s'unissent, tous les danseurs des deux partis forment ensemble la dernière entrée, et terminent agréablement les Fêtes de l'Amour et de Bacchus."")",0.05,Substitution
390,"('#apollon', ""Je suis la source des clartés, Et les astres les plus vantés, Dont le beau cercle m'environne, Ne sont brillants et respectés Que par l'éclat que je leur donne. Du char où je me puis asseoir Je vois le désir de me voir Posséder la nature entière, Et le monde n'a son espoir Qu'aux seuls bienfaits de ma lumière. Bienheureuses de toutes parts, Et pleines d'exquises richesses Les terres où de mes regards J'arrête les douces caresses. Bien qu'auprès du soleil tout autre éclat s'efface, S'en éloigner pourtant n'est pas ce que l'on veut, Et vous voyez bien, quoi qu'il fasse, Que l'on s'en tient toujours le plus près que l'on peut. De notre maître incomparable Vous me voyez inséparable, Et le zèle puissant qui m'attache à ses voeux Le suit parmi les eaux, le suit parmi les feux. Je ne serai pas vain quand je ne croirai pas Qu'un autre mieux que moi suive partout ses pas. Choeur de musique. Pour le Roi, représentant le Soleil. POUR MONSIEUR LE GRAND, suivant d'Apollon. POUR LE MARQUIS DE VILLEROI, suivant d'Apollon. POUR LE MARQUIS DE RASSENT, suivant d'Apollon."")",,1.0,Insertion
