,la-fontaine-climene,cahusac-l-algerien,Cost,Operation Type
373,"('#erato', ""Sire, j'en ai perdu, peu s'en faut, l'habitude ; Et ce genre est pour moi maintenant une étude. Il y faut plus de temps que le monde ne croit. Agréez, en la place, un dizain."")","('#d-oberval', ""C'est donc un accès de folie : Avant l'aveu que vous a fait Fatmé Votre tendresse eût été naturelle ; Mais au moment que vous apprenez d'elle, Que son coeur d'un autre est charmé..."")",0.78,Substitution
374,,"('#hassan', ""Un Amant qu'on aimait peut n'être plus aimé : Est-ce une chose si nouvelle ?"")",1.0,Deletion
375,"('#apollon', 'Dizain, soit.')","('#d-oberval', 'Non pas, et quelquefois.... Mais enfin la raison...')",1.45,Substitution
376,,"('#hassan', ""Sur moi tous ses conseils ont perdu leur empire, Et vous-même malgré la vive passion Qu'un objet chéri vous inspire, À ma place peut-être, en voyant tant d'appas, Vous vous seriez laissé séduire. Quelle est intéressante !... Ah ! Je ne puis vous dire..."")",1.0,Deletion
377,,"('#d-oberval', ""Avant ce jour ne l'était-elle pas ? Vous n'y pensez donc point ?"")",1.0,Deletion
378,"('#erato', ""Mais n'est-ce point assez célébrer notre belle ? Quand j'aurai dit les jeux, les ris, et la séquelle, Les grâces, les amours ; voilà fait à peu près."")","('#hassan', ""J'y pense, et j'en soupire. Vous m'avez vu tantôt inquiet, interdit, Et pénétré de ma disgrâce ; Mais ce mouvement de dépit Au sang froid a bientôt fait place. Je triomphais de moi : ma sincère amitié De mon aimable esclave allait briser les chaînes ; Je sentais que mon coeur ouvert à la pitié, En gênant son amour se chargeait de ses peines. J'ai couru chez Fatmé plein de ce sentiment. J'exprimerais trop faiblement L'état attendrissant dans lequel je l'ai vue : Mon âme en est encor émue... Avez-vous remarqué ce visage charmant, Cette bouche, ses yeux, ce sourire agréable ?"")",0.47,Substitution
379,,"('#d-oberval', 'Il faut en convenir, sa figure est aimable.')",1.0,Deletion
380,,"('#hassan', 'Son regard est modeste, de cependant flatteur ; Une grâce naïve anime sa douceur ; Elle est jeune, charmante, de pourtant raisonnable.')",1.0,Deletion
381,,"('#d-oberval', 'Son caractère est sans doute estimable ?')",1.0,Deletion
382,,"('#hassan', 'Sa gaîté , son esprit....')",1.0,Deletion
383,,"('#d-oberval', 'Ont un attrait vainqueur,')",1.0,Deletion
384,,"('#hassan', ""Et ce son de voix adorable Qui semble n'être fait que pour parler au coeur ?"")",1.0,Deletion
385,,"('#d-oberval', ""Il est vrai rien n'est comparable À ce son de voix enchanteur."")",1.0,Deletion
386,"('#apollon', 'Vous pourrez dire encor les charmes, les attraits, Les appas.')","('#hassan', 'Eh bien ! Voilà pourtant les moindres de ses charmes.')",0.0,Match
387,"('#erato', 'Et puis quoi ?')","('#d-oberval', 'Comment donc ! Ciel ! Quelles alarmes Hassan, expliquez-vous.... Je suis au désespoir. Bas. Bas.')",1.73,Substitution
388,"('#apollon', ""Cent et cent mille choses. Je ne vous ai compté ni les lis, ni les roses : On n'a qu'à retourner seulement ces mots-là."")","('#hassan', ""Je ne connaissais pas l'invincible pouvoir De deux beaux yeux attendris par les larmes, Je l'ai trouvée en proie à ses douleurs Les divers mouvements de son âme trop tendre, L'amour, l'espoir, son trouble, ses frayeurs Se peignaient tour à tour, et semblaient se répandre Sur son visage embelli par les pleurs. Contre un pareil tableau pouvais-je me défendre ? Ses discours m'ont encor porté de nouveaux coups. Un mouvement involontaire M'a fait tomber à ses genoux !... Que n'ai-je pas dit pour lui plaire !"")",0.98,Substitution
389,,"('#d-oberval', 'Ah ! Que répondait-elle à des transports si doux ?')",1.0,Deletion
390,,"('#hassan', ""Elle m'a laissé voir, entre nous, Plus de bonté que de colère."")",1.0,Deletion
391,,"('#d-oberval', 'Volage !...  Ainsi bientôt vous serez son époux ? Haut.')",1.0,Deletion
392,,"('#hassan', ""Daignez m'aider, et je l'espère."")",1.0,Deletion
393,"('#erato', ""La satire en fournit bien d'autres que cela : Pour un trait de louange, il en est cent de blâme."")","('#d-oberval', ""Moi vous aider !... Jamais je ne fus si jaloux. Je ne vous suis plus nécessaire : Adieu. Pour terminer heureusement l'affaire C'est assez et d'elle et de vous."")",1.04,Substitution
394,,"('#hassan', ""Ne m'abandonnez point, cher ami, je vous prie."")",1.0,Deletion
395,,"('#d-oberval', 'Quoi ! Vous voulez...  Le singulier emploi ! Bas.')",1.0,Deletion
396,,"('#hassan', ""À me servir l'amitié vous convie."")",1.0,Deletion
397,,"('#d-oberval', ""Je m'en ferais une suprême loi : Mais je suis en galanterie Très maladroit, même pour moi."")",1.0,Deletion
398,,"('#hassan', ""Songez-donc qu'il y va du bonheur de ma vie : Je vois entre mes soins de son premier amant, Chanceler son âme timide."")",1.0,Deletion
399,"('#apollon', ""Eh bien ? Blâmez Clymène, à qui d'aucune flamme On ne peut désormais inspirer le désir."")","('#d-oberval', ""Croyez-moi, de son changement Reposez-vous sur son sexe inconstant. Le caprice seul le décide, L'inconstance même le guide, Et semble être son élément. La femme à qui l'on croît le goût le plus solide, Pour devenir ou volage, ou perfide, N'a besoin que de son penchant."")",0.48,Substitution
400,,"('#hassan', ""Cher ami, vous pouvez hâter son inconstance. Hassan ( m'a-t-elle dit, mais d'un air si touchant, Qu'elle a rempli mon coeur d'amour de d'espérance. )"")",1.0,Deletion
401,,"('#d-oberval', 'Peut on souffrir de plus rude tourment !')",1.0,Deletion
402,,"('#hassan', ""« En votre ami j'ai confiance ; Dans l'embarras où je me vois, J'ai besoin de conseil. Chargez-vous de lui dire, Que par les siens je prétends me conduire : Qu'il trouve des moyens, de qu'il compte sur moi. »"")",1.0,Deletion
403,,"('#d-oberval', 'Ne vous trompez-vous point ? Est-ce bien sa réponse ?')",1.0,Deletion
404,"('#erato', ""Ce sujet est traité ; l'on vient de s'en saisir ; Il a servi de thèse à ma soeur Polymnie."")","('#hassan', 'Je vous rends mot à mot la conversation.')",1.33,Substitution
405,,"('#d-oberval', ""J'entends ce qu'elle nous annonce. Je me rends, j'avais tort, de vous aviez raison."")",1.0,Deletion
406,"('#apollon', 'Cela ne vous fait rien, la chose est infinie ; Toujours notre cabale y trouve à regratter.')","('#hassan', 'Je puis donc espérer que pour moi votre zèle...')",1.24,Substitution
407,,"('#d-oberval', ""Soyez-en sûr. Je m'en fais un devoir."")",1.0,Deletion
408,,"('#hassan', ""Dans mon coeur ce seul mot rappelle Le plaisir, l'amour, de l'espoir, J'ai quelqu'ordre à donner malgré moi je vous laisse ; Mais dans peu de moments je compte vous revoir."")",1.0,Deletion
409,"('#erato', ""Sire, puisqu'il vous plaît, je m'en vais le tenter. Ma soeur excusera si j'enchéris sur elle."")","('#d-oberval', ""Quelle épreuve pour ma tendresse ! Malgré moi je le vois, il faut user d'adresse, L'avantage entre nous est par trop inégal ; Ici je dois trembler sans cesse. Qu'un Turc dans son sérail qui garde une maîtresse Est un redoutable rival ! Il faut que je l'arrache à ce sérail horrible... C'est un pas difficile, et les dangers sont grands, Je le sais ; mais je suis dans un état terrible, Et tout doit être et permis et possible À la passion que je sens. J'entends quelqu'un... C'est Clarice sans doute. Son coeur approuvera le parti que je prends... Mais c'est Dorise,... Ô Ciel !... Quel nouveau contretemps !"")",1.22,Substitution
410,"('#polymnie', 'Voilà bien des façons pour une bagatelle.')","('#dorise', ""Je ne puis exprimer le plaisir que je goûte. Enfin je vous revois. J'ai pris si bien mon temps, Que j'ai trompé l'essaim de surveillants Qui sans_cesse en ces  lieux nous fuit et nous écoute. L'Esclave qui tantôt vous a vu de ma part..."")",1.92,Substitution
411,"('#erato', ""C'est qu'elle est de commande."")","('#d-oberval', ""Quoi ! C'est de vous que venait ce message ?"")",1.07,Substitution
412,"('#apollon', 'Eh, que coûte un dizain ?')",,1.0,Insertion
413,"('#erato', ""Tout coûte il faut pourtant que je me mette en train. Clymène a tort : je suis d'avis qu'elle aime Notre vassal, dès demain au plus tard, Dès aujourd'hui, dès ce moment-ci même : Le temps d'aimer n'a si petite part Qui ne soit chère, et surtout quand on treuve Un bon amant, un amant à l'épreuve. Je sais qu'il est des amants à foison ; Tout en fourmille on n'en saurait que faire ; Mais cent méchants n'en valent pas un bon ; Et ce bon-là ne se rencontre guère."")","('#dorise', ""Assurément. Mais est-ce le hasard Qui vous a seul appris notre esclava[ge] Cher d_Oberval, mon coeur brûle d'être éclairci. Si je l'en crois, l'Amour vous a conduit ici, Et par vos mains il va briser ma chaîne."")",0.56,Substitution
414,,"('#d-oberval', ""N'en doutez point... c'est l'Amour qui m'amène."")",1.0,Deletion
415,,"('#dorise', ""Mon espoir n'est donc point trahi. Eh bien ! Quand quittons-nous ces lieux que je déteste ? Hassan apparemment ne s'est point démenti. Je ne crois pas qu'avec vous il conteste. A-t-il fixé le jour de notre liberté ?... Mais répondez-moi donc ?"")",1.0,Deletion
416,,"('#d-oberval', ""Non. Rien n'est arrêté."")",1.0,Deletion
417,"('#apollon', ""Il ne nous reste plus qu'Uranie, et c'est fait. Mais quand j'y pense bien, je trouve qu'en effet Tant de louange ennuie, et surtout quand on loue Toujours le même objet : enfin je vous avoue Que pour peu que durât l'éloge encor de temps, Vous me verriez bâiller. Comment peuvent les gens Entendre, sans dormir, une oraison funèbre ? Il n'est panégyriste au monde si célèbre, Qui ne soit un Morphée à tous ses auditeurs. Uranie, il vous faut reployer vos douceurs Aussi bien qui pourrait mieux parler de Clymène Que l'amoureux Acanthe? Allons vers l'Hippocrène . Nous l'y rencontrerons encore assurément Ce nous sera sans doute un divertissement. La solitude est grande autour de ces ombrages. Que vous semble ? On croirait, au nombre des ouvrages Et des compositeurs (car chacun fait des vers), Qu'il nous faudrait chercher un mont dans l'univers, Non pas double, mais triple, et de plus d'étendue Que l'Atlas : cependant ma cour est morfondue ; Je ne rencontre ici que deux ou trois mortels, Encor très-peu dévots à nos sacrés autels. Cherchez-en la raison dans les cieux, Uranie."")","('#dorise', ""Tant pis, et ce retard peut nous être funeste. De Clarice il est entêté ; Mais il s'agit de ma félicité,  Et je consens qu'elle lui reste."")",0.55,Substitution
418,,"('#d-oberval', ""L'aimez-vous assez peu pour cette cruauté ?"")",1.0,Deletion
419,"('#uranie', ""Sire, il n'est pas besoin, et sans l'astrologie Je vous dirai d'où vient ce peu d'adorateurs. Il est vrai que jamais on n'a vu tant d'auteurs : Chacun forge des vers ; mais pour la poésie, Cette princesse est morte, aucun ne s'en soucie. Avec un peu de rime, on va vous fabriquer Cent versificateurs en un jour, sans manquer. Ce langage divin, ces charmantes figures Qui touchaient autrefois les âmes les plus dures, Et par qui les rochers et les bois attirés Tressaillaient à des traits de l'Olympe admirés ; Cela, dis-je, n'est plus maintenant en usage. On vous méprise, et nous, et ce divin langage. Qu'est-ce, dit-on ? Des vers. Suffit ; le peuple y court. Pourquoi venir chercher ces traits en notre cour ? Sans cela l'on parvient à l'estime des hommes."")","('#dorise', ""Mais.... je l'aime beaucoup. L'amour d'Hassan m'afflige... Cependant l'honneur le dirige, Et pour elle il pourrait devenir un grand bien. Ne vous a-t-il parlé de rien ? Il prétend l'épouser. Il en est fou, vous dis-je. Vous êtes étonné... J'imagine un moyen Dont je conçois une grande espérance. Il est bon homme au fond, amoureux, opulent, C'est pour ma nièce un établissement Bien meilleur que celui qu'elle peut faire en France."")",0.41,Substitution
420,,"('#d-oberval', 'Vous vous moquez, je crois...')",1.0,Deletion
421,"('#apollon', ""Vous en parlez très-bien, Mais qu'entends-je ? Nous sommes Auprès de l'Hippoerène. Acanthe assurément S'entretient avec elle ; écoutons un moment. C'est lui, j'entends sa voix."")","('#dorise', ""Non sérieusement, C'est à raisonner sensément Une affaire de conséquence. Voyez donc Hassan promptement. Je puis disposer de Clarice : Assurez-le de mon consentement, Pourvu que sans retardement Avec vous il me réunisse. Je ne balance plus... vous paraissez distrait ? Qu'avez-vous donc ?"")",0.72,Substitution
422,"('#acanthe', ""Zéphyrs, de qui l'haleine Portait à ces échos mes soupirs et ma peine, Je viens de vous conter son succès glorieux . Portez-en quelque chose aux oreilles des dieux. Et toi, mon bienfaiteur, Amour, par quelle offrande Pourrai-je reconnaître une faveur si grande ? Je te dois des plaisirs compagnons des autels, Des plaisirs trop exquis pour de simples mortels. Ô vous qui visitez quelquefois cet ombrage, Nourrissons des neufs Soeurs..."")","('#d-oberval', ""Excusez ma faiblesse... De me voir avec vous je suis fort satisfait ; Mais c'est... dans un sérail, et ce séjour me blesse."")",0.23,Substitution
423,"('#apollon', ""Sans doute il n'est pas sage : Sachons ce qu'il veut dire. Acanthe !"")","('#dorise', ""Qu'Hassan n'alarme point votre délicatesse. C'est le plus sage Turc que la Nature ait fait ; Il pousse le respect jusqu'à l'impolitesse. D'aucun soupçon jaloux ne soyez tourmenté."")",1.24,Substitution
424,"('#acanthe', 'Adorez-moi Car, si je ne suis dieu, tout au moins je suis roi.')","('#d-oberval', ""Oh ! Sur ce point mon coeur est dans un calme extrême ; Et franchement si je suis agité ; C'est que je tremble pour moi-même. Tous ces esclaves noirs, le poignard, le cordon.... Si l'on nous surprenait... seul contre cent peut-être."")",1.18,Substitution
425,"('#erato', 'Acanthe !')","('#dorise', 'Je ne suis plus tranquille... Oui, vous ayez raison.')",1.73,Substitution
426,"('#clio', ""D'aujourd'hui pensez-vous qu'il réponde ? Quand une rêverie agréable et profonde Occupe son esprit, on a beau lui parler."")","('#d-oberval', ""Un homme en un moment ici peut cesser d'être."")",1.31,Substitution
427,"('#erato', ""Quand je m'enrhumerais à force d'appeler, Si faut-il qu'il entende. Acanthe !"")","('#dorise', 'Il est vrai. Sortez. Je frémis Du danger où je vous ai mis.')",1.25,Substitution
428,,"('#d-oberval', ""Si vous voulez pourtant que je demeure... L'honneur de vous revoir est pour moi d'un tel prix..."")",1.0,Deletion
429,,"('#dorise', 'Non. Je meurs de frayeur que vous soyez surpris.')",1.0,Deletion
430,"('#acanthe', ""Qui m'appelle ?"")","('#d-oberval', ""Vous l'ordonnez au moins."")",1.48,Substitution
431,,"('#dorise', ""Oui. Sortez tout à l'heure."")",1.0,Deletion
432,,"('#d-oberval', ""Il n'est plus temps, nous sommes pris."")",1.0,Deletion
433,,"('#dorise', ""Les châtiments les plus sévères Ne sauraient m'effrayer. Je vais vous dégager."")",1.0,Deletion
434,,"('#hassan', ""Avertissez Fatmé. J'ai fini mes affaires, L'amour a Su les abréger. Agariste, est-ce vous ? À d'Oberval. "")",1.0,Deletion
435,"('#erato', ""C'est votre bonne amie Érato."")",,1.0,Insertion
436,"('#acanthe', 'Que veut-elle ?')","('#dorise', 'Pardonnez une offense Que nous avons tous deux commise innocemment.')",1.25,Substitution
437,"('#erato', 'Vous le saurez ; venez.')","('#hassan', ""Vous m'attendiez ici moins promptement ?"")",0.52,Substitution
438,"('#acanthe', 'Dieux ! Je vois Apollon. Sire, pardonnez-moi ; dans le sacré vallon Je ne vous croyais pas.')","('#dorise', 'Vous êtes dans ces lieux choqué de sa présence ; Mais un invincible penchant....')",1.05,Substitution
439,,"('#d-oberval', 'Y pensez-vous ?')",1.0,Deletion
440,"('#apollon', 'Levez-vous, et nous dites Quelles sont ces faveurs, soit grandes ou petites, Dont le fils de Vénus a payé vos tourments.')","('#dorise', ""Laissez-moi faire : J'ai dans la tête un aveu si touchant, Qu'il désarmera sa colère. Il ignore vos lois, et j'ai fait pour le voir Cette démarche téméraire. À Hassan."")",0.95,Substitution
441,,"('#hassan', 'Eh bien !')",1.0,Deletion
442,"('#acanthe', ""Sire, pour obéir à vos commandements, Hier au soir je trouvai l'Amour près du Parnasse Je pense qu'il suivait quelque nymphe à la trace. D'aussi loin qu'il me vit Acanthe, approchez-vous, Cria-t-il. J'obéis. Il me dit d'un ton doux : Vos vers ont fait valoir mon nom et ma puissance ; Vous ne chantez que moi : je veux pour récompense, Dès demain, sans manquer, obtenir du destin Qu'il vous fasse trouver Clymène le matin Dans son lit endormie, ayant la gorge nue, Et certaine beauté que depuis peu j'ai vue, Sans dire quelle elle est ; il suffit que l'endroit M'a fort plu : vous verrez si c'est à juste droit. Vous êtes connaisseur. Au reste, en habile homme Usez de la faveur que vous fera le somme. C'est à vous de baiser ou la bouche, ou le sein, Ou cette autre beauté : même j'ai fait dessein D'en parler à Morphée, afin qu'il vous procure Assez de temps pour mettre à profit l'aventure. Vous ne pourrez baiser qu'un des trois seulement : Ou le sein, ou la bouche, ou cet endroit charmant."")","('#dorise', ""La liberté n'est pas mon seul espoir ; Et puisqu'il faut vous parler sans mystère, Vous voyez un Amant réduit au désespoir. Nous nous aimons... mais d'un amour si tendre ..,. Non, rien ne peut nous forcer à changer."")",0.71,Substitution
443,"('#erato', 'Ne nous le nommez pas, afin que je devine.')","('#hassan', 'Eh de qui parlez-vous ?')",0.75,Substitution
444,,"('#dorise', 'De ce jeune étranger Que votre abord ici vient de surprendre.')",1.0,Deletion
445,,"('#hassan', 'De d_Oberval !')",1.0,Deletion
446,,"('#dorise', 'Sans doute.')",1.0,Deletion
447,,"('#hassan', 'Elle est folle, je crois...')",1.0,Deletion
448,,"('#dorise', ""Après l'aveu que vous venez d'entendre, Sur mon coeur voudriez-vous abuser de vos droits ?"")",1.0,Deletion
449,,"('#hassan', 'Quoi ! Réellement il vous aime ?')",1.0,Deletion
450,,"('#dorise', 'Nous nous aimons à la fureur.')",1.0,Deletion
451,,"('#hassan', ""Serait-ce là l'objet de cette ardeur extrême, Dont la perte accablait votre âme de douleur ; Cette Maîtresse... sage... adorable ?..."")",1.0,Deletion
452,,"('#dorise', 'Oui. Moi-même.')",1.0,Deletion
453,,"('#hassan', ""Avez vous donc perdu l'usage de la voix ? Votre goût, à vrai dire, est bien un peu bizarre ; Mais enfin..."")",1.0,Deletion
454,,"('#d-oberval', ""Je n'ai point à rougir de mon choix... ;"")",1.0,Deletion
455,,"('#hassan', ""Vous l'aimez donc bien fort ?"")",1.0,Deletion
456,"('#acanthe', 'Je vous le donne en deux.')","('#dorise', 'Mais il vous le déclare,.')",1.24,Substitution
457,,"('#d-oberval', ""J'en conviens : tout a dû le lui persuader. Il est vrai cependant...."")",1.0,Deletion
458,,"('#dorise', ""En doutez-vous encore ? D'Oberval m'aime, je l'adore. De son bonheur, du mien vous pouvez décider. Ma nièce vous a plu..."")",1.0,Deletion
459,,"('#d-oberval', ""Qu'allez-vous hasarder ?"")",1.0,Deletion
460,,"('#dorise', ""Votre main, je le sais, l'honore, À mon amant voulez-vous me céder ? Quittons ensemble Alger, je vais vous l'accorder."")",1.0,Deletion
461,,"('#hassan', ""Oh ! Vous êtes charmante de mon âme est ravie. Aujourd'hui tout succède au gré de mon envie..."")",1.0,Deletion
462,"('#erato', ""C'est... c'est, je m'imagine..."")","('#hassan', ""Fatmé... Fatmé... Enfin nous serons tous heureux. Sa Maîtresse est trouvée de ma joie est parfaite. Qu'avec plaisir je la rends à ses voeux ! En montrant d'Oberval."")",1.26,Substitution
463,,"('#clarice', ""D'Oberval est-il vrai ?"")",1.0,Deletion
464,,"('#dorise', ""Cessez d'être inquiète ; Nous quitterons bientôt ces lieux."")",1.0,Deletion
465,,"('#clarice', 'Serait-il vrai !... Quoi !... Vos nouveaux bienfaits... Je suis au comble de la joie.')",1.0,Deletion
466,,"('#d-oberval', 'Notre malheur est plus grand que jamais ; Tout est désespéré.')",1.0,Deletion
467,"('#acanthe', 'Quoi ?')","('#clarice', 'Ciel !')",0.0,Match
468,,"('#dorise', ""Hassan nous renvoie. L'arrangement est fait, vous viendrez avec nous. L'Amour va nous filer des jours d'or de de soie J'épouse d_Oberval il fera votre époux. À Isabelle. À Clarice en montrant Hassan."")",1.0,Deletion
469,"('#erato', 'Le bras entier ?')","('#isabelle', 'Que cet arrangement est bien digne de vous.')",1.67,Substitution
470,,"('#hassan', ""Je suis comblé qu'il ait votre suffrage. L'Amour me parle pour Fatmé, Mais de votre amitié charmé, Entre elle et vous la mienne se partage[.]"")",1.0,Deletion
471,,"('#dorise', ""Abrégeons ces vains compliments Achevons promptement cette heureuse entreprise. Que des demain et l'amour et les vents Conduisent sur les flots d_Oberval et Dorise."")",1.0,Deletion
472,,"('#hassan', 'Quelle est cette Dorise ?')",1.0,Deletion
473,,"('#dorise', ""Apparemment c'est moi."")",1.0,Deletion
474,"('#acanthe', 'Non.')","('#hassan', 'Vous !')",0.0,Match
475,"('#erato', 'Le pied ?')","('#dorise', 'Eh ? Qui donc ?')",0.65,Substitution
476,,"('#d-oberval', 'Nouvelle crise.')",1.0,Deletion
477,,"('#dorise', 'Hâtons-nous de partir.')",1.0,Deletion
478,,"('#hassan', ""Ferais-je une méprise ?... Je ne me trompe point... parlez de bonne foi. Vous nommiez autrement cette chère maîtresse ? À D'Oberval."")",1.0,Deletion
479,"('#acanthe', ""Vous l'avez dit. Je l'ai vu, dit l'Amour ; il est sans contredit Plus blanc de la moitié que le plus blanc ivoire. Clymène s'éveillant, comme vous pouvez croire, Voudra vous témoigner d'abord quelque courroux ; Mais je serai présent, et rabattrai les coups ; Le sort et moi rendrons mouton votre tigresse. Amour n'a pas manqué de tenir sa promesse : Ce matin j'ai trouvé Clymène dans le lit. Sire, jusqu'à demain je n'aurais pas décrit Ses diverses beautés. Une couleur de roses, Par le somme appliquée, avait, entre autres choses, Rehaussé de son teint la naïve blancheur. Ses lis ne laissaient pas d'avoir de la fraîcheur. Elle avait le sein nu : je n'ai point de parole, Quoique dès ma jeunesse instruit dans cette école, Pour vous bien exprimer un double mont d'attraits. Quand j'aurais là-dessus épuisé tous les traits, Et fait pour cette gorge une blancheur nouvelle, Encor n'auriez-vous pas ce qui la rend si belle ; La descente, le tour, et le reste des lieux Qui pour lors m'ont fait roi (j'entends roi par les yeux, Car mes mains n'ont point eu de part à cette joie). Le sort à mes regards a mis encore en proie Les merveilles d'un pied, sans mentir, fait au tour. Figurez-vous le pied de la mère d'Amour, Lorsqu'allant des Tritons attirer les oeillades, Il dispute du prix avec ceux des Naïades. Vom pouvez l'avoir vu, Mars peut vous l'avoir dit : Quant à moi, j'ai vu, sire, au pied dont il s'agit, Du marbre, de l'albâtre, une plante vermeille : Thétis l'a, que je pense, ou doit l'avoir pareille. Quoi qu'il en soit, ce pied, hors des drapas échappé, M'a tenu fort longtemps à le voir occupé. Pour en venir au point où j'ai poussé l'affaire : Quel des trois, ai-je dit, faut-il que je préfère ? J'ai, si je m'en souviens, un baiser à cueillir, Et, par bonheur pour moi, je ne saurais faillir. Cette bouche m'appelle à son haleine d'ambre. Cupidon est entré là-dessus dans la chambre ; Je ne sais pas comment, car j'avais fermé tout. J'ai parcouru le sein de l'un à l'autre bout. Ceci me tente encore, ai-je dit en moi-même ; Et quand je serais prince, et prince à diadème, Une telle faveur me rendrait fortuné. Par caprice à la fin m'étant déterminé, J'ai réservé ces deux pour la première vue. Le pied, par sa beauté qui m'était inconnue, M'a fait aller à lui. Peut-être ce baiser M'a paru moins commun, partant plus à priser ; Peut-être par respect j'ai rendu cet hommage ; Peut-être aussi j'ai cru que le même avantage Ne reviendrait jamais, et qu'on ne baise pas Un beau pied quand on veut, trop bien d'autres appas. La rencontre après tout me semblait fort heureuse ; Même à mon sens la chose était plus amoureuse : De dire plus friponne, et d'aller jusque-là, Je n'ai garde, c'est trop j'ai, Sire, pour cela Trop de respect pour vous, ainsi que pour Clymène. Elle s'est éveillée avec assez de peine ; Et m'ayant entrevu, la belle et ses appas Se sont au même instant cachés au fond des draps. La honte l'a rendue un peu de temps muette ; Enfin, sans se tourner, ni quitter sa cachette, D'un ton fort sérieux et marquant son dépit : Je vous croyais plus sage, Acanthe, a-t-elle dit : Cela ne me plaît point ; sortez, et tout à l'heure. Amour, ai-je repris, me dit que je demeure ; Le voilà ; qui croirai-je ? Accordez-vous tous deux. Qui, l'Amour ? Pensez-vous, avec vos ris, vos jeux, Vos amours, m'amuser? a reparti Clymène. Tout doux, a dit l'Amour. Aussitôt l'inhumaine, Oyant la voix du dieu, s'est tournée, et changeant De note, prenant même un air tout engageant : Clymène, a-t-elle dit, tu n'es pas la plus forte ; C'est à toi de fermer une autre fois la porte. Les voilà deux ; encore un dieu s'en mêle-t-il. Afin qu'Acanthe sorte, eh bien, que lui faut-il ? Qu'il dise les faveurs dont il se juge digne. J'ai regardé l'Amour ; du doigt il m'a fait signe. Je n'ai pas entendu d'abord ce qu'il voulait ; Mais, me montrant les traits qu'une bouche étalait, Il m'a fait à la fin juger, par ce langage, Qu'un baiser me viendrait, si j'avais du courage. Or, je n'en eus jamais en qualité d'amant. Amour m'a dit tout bas : Baisez-la hardiment ; Je lui tiendrai les mains ; vous n'aurez point d'obstacle. Je me suis avancé : le reste est un miracle. Amour en fait ainsi ; ce sont coups de sa main."")","('#dorise', ""Il me donnait sans doute, en vous peignant mes traits De ces noms enchanteurs qu'invente la tendresse... Oh ! Dans ces noms charmants je trouve tant d'attraits... C'est un raffinement, une délicatesse..."")",0.2,Substitution
480,,"('#hassan', ""Je dois m'en souvenir, il en parlait sans cesse. Une Clarice était l'objet de ses regrets.."")",1.0,Deletion
481,,"('#dorise', 'Une Clarice ? Erreur.')",1.0,Deletion
482,,"('#hassan', ""J'en suis sûr."")",1.0,Deletion
483,,"('#dorise', ""Je connais Mieux que vous ce qui l'intéresse. Vous confondez les noms."")",1.0,Deletion
484,,"('#hassan', 'Parbleu je gagerais...')",1.0,Deletion
485,,"('#dorise', 'Ne vous obstinez pas. Vous savez nos secrets ; Et cette Clarice est ma nièce.')",1.0,Deletion
486,,"('#hassan', 'Votre Nièce ! Fatmé ?')",1.0,Deletion
487,"('#apollon', 'Comment ? ')","('#dorise', 'Justement.')",0.0,Match
488,,"('#hassan', 'D_Oberval ?...')",1.0,Deletion
489,,"('#clarice', 'Quel coup de foudre !')",1.0,Deletion
490,,"('#isabelle', ""Allons faites tête à l'orage : Vous touchez à l'instant fatal"")",1.0,Deletion
491,,"('#hassan', ""C'est Clarice !... Ils s'aimaient... Ah ! Fatmé quel rival..."")",1.0,Deletion
492,,"('#d-oberval', ""Je ne sais où j'en suis..."")",1.0,Deletion
493,,"('#isabelle', 'Armez-vous de courage.')",1.0,Deletion
494,,"('#dorise', ""Qu'avez-vous donc ? Vous semblez étonnés[.]"")",1.0,Deletion
495,,"('#isabelle', 'Nous admirons tous votre ouvrage.')",1.0,Deletion
496,,"('#dorise', ""Mais on n'a jamais vu des fronts si consternés À la veille d'un mariage... ; Vous êtes interdits... personne ne répond ! Eh ! D'où vient donc Monsieur ce silence profond ? Mais d'une conduite pareille Je suis scandalisée à parler franchement, Si je suivais mon premier mouvement, Je romprais sur le champ. À d'Oberval."")",1.0,Deletion
497,,"('#hassan', 'Et je vous le conseille.')",1.0,Deletion
498,,"('#dorise', 'Vous me le conseillez ?')",1.0,Deletion
499,,"('#hassan', 'Oui vraiment, et très fort.')",1.0,Deletion
500,,"('#dorise', ""Pourquoi donc s'il vous plaît ?"")",1.0,Deletion
501,"('#acanthe', 'Clymène a fait la moitié du chemin.')","('#hassan', ""C'est que l'avis est sage; Croyez-moi. Préparez votre âme à cet effort."")",1.67,Substitution
502,,"('#dorise', 'Allez, vous plaisantez, et vous assez grand tort.')",1.0,Deletion
503,,"('#hassan', ""Souvent la vérité prend l'air du badinage."")",1.0,Deletion
504,,"('#dorise', ""Quoi je romprais lorsque tout est d'accord !... Mais de quoi riez-vous ? À Hassan."")",1.0,Deletion
505,,"('#hassan', ""Je ris de moi d'abord."")",1.0,Deletion
506,,"('#dorise', ""Permis à vous d'user d'un pareil privilège Et pour le partager nous n'avons qu'à vouloir."")",1.0,Deletion
507,,"('#hassan', 'Mais Madame vous le dirai-je ? Je ris aussi de vous.')",1.0,Deletion
508,,"('#dorise', ""De moi ! Je veux savoir La raison d'un pareil langage."")",1.0,Deletion
