,chevalier-amours-de-calotin,palaprat-le-muet,Cost,Operation Type
785,"('#climene', ""Le perfide l'ingrat ! Qu'ai-je fait ? Juste ciel !"")","('#timante', 'Et bien, maraud, quand je fus parti ?')",1.29,Substitution
786,,"('#frontin', ""Monsieur, je vous dis qu'hier au soir il était presque nuit, et..."")",1.0,Deletion
787,,"('#timante', ""Tu me présentas ce muet, n'est-il pas vrai ?"")",1.0,Deletion
788,"('#rosette', 'Il vous faut avaler cela doux comme miel.')","('#frontin', 'Oui, Monsieur, mais....')",1.3,Substitution
789,,"('#timante', 'Vous voyez bien, Madame.')",1.0,Deletion
790,,"('#la-comtesse', ""Je vous jure que je n'ai jamais vu cet homme-là, ni personne de ma maison."")",1.0,Deletion
791,,"('#timante', 'Parleras-tu, pendard ?')",1.0,Deletion
792,,"('#frontin', ""Mais, Monsieur, si vous ne voulez pas me laisser parler, je ne puis pas vous tirer de l'erreur où vous étés.  Madame a raison."")",1.0,Deletion
793,"('#julie', 'Mais vous avez acquis un nouvel héritage ?')","('#timante', 'Parle donc[.]')",1.67,Substitution
794,"('#tersandre', ""Oui, je me suis chargé d'un laquais et d'un page."")","('#frontin', ""Motus toi, ou...  Monsieur, il est vrai que voila le muet que je vous fis voir hier au soir, mais comme depuis huit_jours j'avais demandé partout des muets par votre ordre, un moment après que vous fûtes parti on m'en mena un autre ; je le trouvai plus à mon gré que celui-ci, et je le menai chez Madame en la place de ce vilain mâtin."")",1.46,Substitution
795,,"('#la-comtesse', 'Frontin raccommode fort bien la chose.')",1.0,Deletion
796,,"('#frontin', ""Qu'auriez-vous fait, Madame, de cette bête-là ?"")",1.0,Deletion
797,,"('#timante', ""Il me semble pourtant que d'abord tu ne m'as pas dit...."")",1.0,Deletion
798,,"('#frontin', ""J'ai voulu vous le dire, Monsieur, mais quand vous avez une fois pris la mouche, y a-t-il moyen de vous parler ?"")",1.0,Deletion
799,,"('#simon', 'Ah, of, of, ah.')",1.0,Deletion
800,,"('#frontin', ""Ah, os, os ,ah, tu as beau faire, nous n'avons plus besoin de toi.  Il en est en colère, comme vous voyez : il faut lui donner quelque chose pour sa peine : c'est ce qu'il veut dire, il est bon garçon."")",1.0,Deletion
801,"('#julie', ""Mon_Dieu, qu'ils sont jolis ! Qu'ils me plaisent tous deux !"")","('#timante', ""Volontiers.  Donne-lui ces dix_pistoles, et qu'il s'en aille."")",1.71,Substitution
802,,"('#frontin', 'Tiens, retires-toi.')",1.0,Deletion
803,,"('#simon', 'Monsieur, il en retient la moitié.')",1.0,Deletion
804,"('#rosette', ""Madame, assurément nous sommes trop heureux D'avoir acquis si tôt le bonheur de vous plaire."")","('#timante', ""Oh, oh, qu'est ceci ?  Voici vraiment un plaisant miracle."")",0.67,Substitution
805,,"('#marine', ""C'est la force de l'or."")",1.0,Deletion
806,,"('#la-comtesse', ""C'est donc là de ces muets que vous me vouliez donner ?"")",1.0,Deletion
807,"('#climene', 'Que je te plaise, ou non, mais tu ne me plais guère. Nous sommes obligés par trop à vos bontés. Haut.')","('#timante', 'Frontin, quelle pièce avais-tu dessein de me jouer ?  Voila ta fourberie découverte, quel était ton dessein ?  Parle, coquin : réponds : tu ne dis mot ?')",0.84,Substitution
808,,"('#frontin', 'Vous me voyez, Monsieur, dans un si grand étonnement, que je ne puis parler, la parole de cet homme-là a étouffé la mienne.  Sauves-toi.')",1.0,Deletion
809,,"('#timante', ""Non, tu ne t'en iras pas ; Marine empêche qu'il ne forte."")",1.0,Deletion
810,"('#julie', ""Voyez qu'ils sont tous deux pleins de civilités."")","('#frontin', 'Empêche-le aussi de parler.')",1.47,Substitution
811,,"('#timante', 'Je veux savoir la vérité.')",1.0,Deletion
812,,"('#frontin', 'Un muet parler soudainement !  Je tremble, Monsieur, et il faut regarder ceci comme un grand prodige.')",1.0,Deletion
813,"('#guillot', ""On vante les vertus du laquais et du page, Mais pour l'homme de chambre ou n'en dit rien, j'enrage."")","('#la-comtesse', 'Tu comptes assez sur notre simplicité, pour te flatter que nous croyons que cet homme ait été muet ?')",1.04,Substitution
814,,"('#frontin', ""Voyez !  Je l'ai crû moi."")",1.0,Deletion
815,,"('#timante', ""Il faut confondre ce coquin : parle tout à l'heure."")",1.0,Deletion
816,,"('#frontin', ""Gardes-t'en bien."")",1.0,Deletion
817,,"('#marine', 'Frontin te rouerait de coups.')",1.0,Deletion
818,"('#tersandre', ""Calotin, as-tu fait ce que je t'avais dit ?"")","('#timante', 'Parleras-tu !')",0.83,Substitution
819,"('#climene', ""Oui, Monsieur, je l'ai fait avec beaucoup d'esprit, Et j'ai sur moi de quoi vous faire bien connaître Que très fidèlement je sais servir mon maître."")","('#frontin', 'Vous voyez bien, Monsieur, cela est inutile.')",1.25,Substitution
820,,"('#timante', ""Impudent, je t'apprendrai à te jouer de nous."")",1.0,Deletion
821,"('#julie', ""Voyez qu'il est adroit, qu'il répond à propos !"")","('#la-comtesse', ""Laissez-le, Timante, Il vaut mieux voir comme il se tirera d'affaire."")",1.51,Substitution
822,,"('#timante', 'Je le veux puisque vous le voulez.')",1.0,Deletion
823,"('#climene', ""Je suis, quoique petit, des laquais le héros, Et je puis me vanter qu'il n'en est point en France De plus discret que moi, plus rempli de prudence : Je sais écrire et lire à la perfection, Je suis vaillant, adroit, et plus fier qu'un lion ; Si je portais l'épée, on m'en verrait défendre Avec autant d'adresse et de coeur qu'Alexandre. Dans les salles aussi l'on me voit triompher, Le fleuret à la main, et je bats bien le fer ; J'en donne, j'en reçois mais en faisant retraite, Je ne manque jamais à la botte secrète ; Quoiqu'on ait défendu les armes aux laquais, En cachette j'ai fait de bons coups au Marais."")","('#frontin', ""Oh, Monsieur, si c'était le première fois qu'une muet eut parlé, je ne saurais que dire ; mais n'avez vous pas lu l'histoire de ce Roi, qui avait un fils, ou une fille, n'importe qui n'avait jamais parlé ?  C'était donc un fils !"")",0.87,Substitution
824,"('#guillot', ""C'est Roland le cadet."")","('#timante', 'Quel coq_à_l_âne nous vient-il faire, ce coquin !')",1.66,Substitution
825,"('#julie', ""Je l'aime, étant si drôle."")","('#frontin', ""Attendez jusqu'au bout. écoutez, Madame, Vous allez entendre un beau trait d'histoire, et qui est fort à propos.  Ce roi avait donc un fils qui était muet : hé, mon_Dieu, Comment s'appelait donc ce roi ? "")",1.36,Substitution
826,,"('#timante', ""Que nous vient conter ici ce maraud, et qu'avons-nous à faire de l'histoire de Crésus !"")",1.0,Deletion
827,"('#tersandre', 'Il est aimable aussi.')","('#la-comtesse', 'Laissez le dire, il conte joliment.  Hé bien ?')",1.04,Substitution
828,"('#lisette', ""Par ma foi, j'en suis folle."")",,1.0,Insertion
829,"('#guillot', ""Vous l'aimez, bonne pièce, et par quelle raison ?"")","('#frontin', ""Oui, Crésus, justement.  Vive Madame, elle aime l'histoire, c'est aussi une belle chose que l'histoire.  Crésus donc étant dans sa ville de Sardes qui venait d'être prise d'assaut : voulez-vous que je vous fasse une brève description du siège ?"")",1.0,Substitution
830,,"('#la-comtesse', 'Oh, pour cela, non.')",1.0,Deletion
831,,"('#frontin', ""Un soldat l'allait tuer sans le connaître, quand son fils qui était muet, comme j'ai dit, vit le péril si proche, la crainte qu'il eut pour son  père lui fit faire un si grand effort, que tout_à_coup : admirez l'effet du sang, les caractères du gosier s'ouvrirent, se rompirent ; les palissades de la parole se brisèrent, cette épiderme qui enveloppe la prononciation se fendit, l'obstruction de la voix s'amollit, les omoplates des syllabes s'écartèrent, et laissèrent aux mots un passage libre ; les esquinancies auparavant enflées, s'aplatirent ; la luette s'échauffa, les lignes de la taciturnité furent forcées, la nature conduisit de sa propre main l'articulation jusques dans les retranchements du silence ; sa langue se délia, et il s'écria, sauvez le Roi. Eh, sauve-toi, sauve-toi donc, disait-il à son père. Bas, à Simon."")",1.0,Deletion
832,"('#lisette', ""C'est qu'il a de l'esprit, et qu'il est beau garçon."")","('#la-comtesse', 'Voila en vérité un beau récit.')",1.58,Substitution
833,"('#guillot', ""Et vous, n'aimez-vous point aussi Monsieur le Page ?"")","('#timante', ""Eh, Madame vous avez trop de complaisance pour ce coquin, et moi sans tant de miracle, je ferai parler ton muet à coups_de_bâton...  Mais qu'est-il devenu ?"")",1.06,Substitution
834,,"('#marine', ""Il s'est sauvé sans que je l'en aie pu empêcher."")",1.0,Deletion
835,,"('#la-comtesse', 'Pourquoi ne nous en avertissais-tu pas ?')",1.0,Deletion
836,,"('#marine', ""Je n'ai osé interrompre le récit de Frontin."")",1.0,Deletion
837,,"('#frontin', 'Si vous voulez, Monsieur, je courrai après lui, je le rattraperai assurément.')",1.0,Deletion
838,"('#beatrix', ""Pourquoi ne l'aimer pas ? Il est bien fait, bien sage."")","('#timante', ""Non.  Il me tombera quelque jour en main, j'aime mieux voir tout à l'heure l'autre muet.  Ho là, Marine, va le quérir, puisque Madame veut qu'il sorte."")",1.48,Substitution
839,"('#ragotin', 'Carogne !')","('#frontin', 'Encore ?')",0.06,Substitution
840,,"('#marine', ""Tu ne t'en tireras jamais."")",1.0,Deletion
841,,"('#timante', 'Va donc, Marine.')",1.0,Deletion
842,,"('#frontin', 'Attends.  Monsieur, cet autre muet est un garçon de famille qui est venu ici de nuit et sans être connu.')",1.0,Deletion
843,,"('#timante', ""N'importe."")",1.0,Deletion
844,,"('#la-comtesse', 'Dépêchez-vous, Marine.')",1.0,Deletion
845,"('#guillot', ""Puisque d'eux vous faites vos mignons, Et Ragotin, et moi, nous les ajusterons : Sachez que votre amour leur deviendra funeste."")","('#frontin', ""Attends.  Madame, il ne faudrait pas le faire sortir de jour avec l'habit qu'il porte, si ses parents..."")",1.42,Substitution
846,,"('#timante', 'Je le mènerai dans mon carrosse, personne ne le verra.')",1.0,Deletion
847,,"('#la-comtesse', 'Allez vite, Marine.')",1.0,Deletion
848,,"('#frontin', ""Attends.  Ce muet au moins ne saurait aller en carrosse sans s'évanouir, il craint terriblement cette voiture."")",1.0,Deletion
849,"('#lisette', ""Ils n'ont que trop de quoi vous donner votre reste,"")","('#marine', ""S'il ne faut aussi qu'attendre jusqu'à tantôt."")",1.6,Substitution
850,,"('#timante', 'Non, non, ce que Madame vient de me dire de ce muet me donne envie de le voir : va-le quérir.')",1.0,Deletion
851,,"('#la-comtesse', 'Allez-le faire venir.')",1.0,Deletion
852,"('#julie', 'Demeurez bons amis.')","('#frontin', ""Garde-t'en bien."")",1.0,Substitution
853,,"('#marine', ""Ne crains pas cela.  Je vais vous l'amener."")",1.0,Deletion
854,,"('#la-comtesse', ""Avez-vous su Timante, ce qui s'est passé chez vous en votre absence ?"")",1.0,Deletion
855,,"('#timante', ""Non, Madame, je n'ai vu encore personne."")",1.0,Deletion
856,"('#tersandre', 'Soyez sage, Guillot.')","('#la-comtesse', 'On vient de me dire que votre frère le Chevalier se sauva hier du logis.')",1.31,Substitution
857,,"('#timante', 'Mon frère, Frontin !')",1.0,Deletion
858,"('#guillot', ""Qu'elles le soient aussi, car je ne suis pas sot."")","('#frontin', ""Oui, Monsieur, je sais ce que c'est."")",1.85,Substitution
859,,"('#la-comtesse', 'Votre père en est extrêmement alarmé.')",1.0,Deletion
860,"('#julie', ""Maigre moi, cher Tersandre, il faut que je vous quitte ; Adieu jusqu'à tantôt."")","('#timante', ""Tu sais ce qu'il est devenu ?"")",1.24,Substitution
861,,"('#frontin', ""Oui, Monsieur, le Chevalier n'est pas perdu.  Je vous informerai de tout en temps et lieu."")",1.0,Deletion
862,,"('#timante', ""Tu as bien la mine d'avoir fait quelque tout de ton métier."")",1.0,Deletion
863,"('#tersandre', 'Adieu, rare mérite. Allons vite chez moi pour lire mon billet. À Calotin.')","('#frontin', 'Cela se pourrait, Monsieur, pour votre service pourtant.')",1.28,Substitution
864,"('#climene', ""Détalons promptement, Monsieur, c'est fort bien fait."")","('#marine', ""Je ne vous mène point le muet, Madame, le Capitaine s'en divertit, et j'ai crû qu'étant chez vous, je ne pouvais le lui ôter sans incivilité."")",1.42,Substitution
865,,"('#frontin', 'Voilà la Reine des filles, pour entendre parfaitement bien son monde.')",1.0,Deletion
866,"('#clarimond', ""Est-ce là cet amour, est-ce là la tendresse, Ingrate, dont tantôt vous m'aviez fait promesse ?"")","('#marine', ""Au reste de nos fenêtres j'ai vu entrer ici le père de Monsieur avec ce Marquis qui ne le quitte jamais."")",0.97,Substitution
867,,"('#timante', ""Il ne faut pas qu'ils me voient."")",1.0,Deletion
868,,"('#la-comtesse', ""Passons dans mon petit appartement, nous n'y trouverons que Zaïde."")",1.0,Deletion
869,,"('#timante', ""Suis-moi, j'ai à te parler."")",1.0,Deletion
870,"('#ragotin', ""Apprenez que promettre et que tenir sont deux : Comment le pourrait-elle, ayant tant d'amoureux ? Je vous en dois aussi, vous aimez donc le page ? À Béatrix."")","('#frontin', ""Et moi j'ai à parler à Monsieur votre père et au Marquis.  Entrez vite : je les entends.  Je vous informerai de tout.  La peste !  Me voilà sorti d'un terrible embarras.  Je ne voulais pas lui découvrir la chose devant la Comtesse, cependant le voila chez elle ; je ne puis plus éviter qu'il ne la sache : s'il est sage, il m'en saura bon gré."")",1.17,Substitution
871,"('#julie', ""D'où vous vient ce chagrin, Clarimond ?"")","('#le-marquis', 'Quelle faiblesse de croire si légèrement !')",1.37,Substitution
872,,"('#le-baron', 'Ah !  Marquis, si vous étiez son père, vous feriez comme moi.')",1.0,Deletion
873,,"('#frontin', ""L'amour et les sorciers, Monsieur, sont de terribles gens."")",1.0,Deletion
874,,"('#le-marquis', ""Mais avant que de se mettre de pareilles choses dans l'esprit, on examine bien..."")",1.0,Deletion
875,,"('#le-baron', 'Cela est tout examiné.')",1.0,Deletion
876,,"('#le-marquis', ""Quoi, vous l'allez marier sans consulter vos amis ?"")",1.0,Deletion
877,"('#clarimond', ""Ah volage, Après ce que j'ai vu."")","('#le-baron', ""J'ai consulté sur cela le plus grand homme du monde ; demandez à Frontin."")",1.44,Substitution
878,,"('#frontin', 'Grand homme assurément.')",1.0,Deletion
879,,"('#le-baron', ""Il n'y a pas de temps à perdre."")",1.0,Deletion
880,,"('#le-marquis', ""J'ai des raisons qui m'obligent à ne vous presser pas davantage sur cela."")",1.0,Deletion
881,"('#julie', ""Qu'avez-vous donc pu voir ?"")","('#le-baron', 'Frontin, as-tu revu le Chevalier ?')",1.13,Substitution
882,,"('#frontin', 'Oui, Monsieur,')",1.0,Deletion
883,"('#clarimond', ""Que vous aimez Tersandre, et c'est mon désespoir."")","('#le-baron', 'Et bien, sa mélancolie ?')",1.19,Substitution
884,,"('#frontin', 'Elle continue toujours.')",1.0,Deletion
885,,"('#le-baron', 'Le pauvre garçon !')",1.0,Deletion
886,,"('#frontin', 'Depuis tantôt, Monsieur, elle a même un peu augmenté.')",1.0,Deletion
887,,"('#le-baron', 'Augmenté !')",1.0,Deletion
888,,"('#frontin', 'Oui, Monsieur, présentement il est presque sourd.')",1.0,Deletion
889,,"('#le-baron', ""Cela n'est pas concevable."")",1.0,Deletion
890,"('#julie', ""Moi j'aimerais Tersandre ! Ô Dieux ! L'injuste blâme."")","('#le-marquis', 'Quelles chimères !')",1.15,Substitution
891,,"('#le-baron', ""Ah !  Marquis, je l'ai vu moi-même ; il faut lui parler haut pour le faire entendre."")",1.0,Deletion
892,,"('#frontin', ""Oh !  Monsieur, à présent il n'entend rien, si l'on ne crie."")",1.0,Deletion
893,,"('#le-baron', ""Si l'on ne crie !"")",1.0,Deletion
894,,"('#frontin', 'Oui, Monsieur, et très fort.')",1.0,Deletion
895,"('#clarimond', 'Ah ! Que vous savez bien déguiser votre flamme !')","('#le-baron', ""Allons, Frontin, puisqu'il est chez la Comtesse, sais-le venir, que je consente à son mariage avec Zaïde."")",1.58,Substitution
896,"('#ragotin', 'Mais puisque toutes deux elles nous font faux-bon, Plantons-les là, Monsieur, sans aucune façon.')","('#frontin', 'Quoi, Monsieur, en cet état vous voulez le marier.')",1.25,Substitution
897,,"('#le-baron', ""C'est ce grand médecin qui l'a ordonné."")",1.0,Deletion
898,,"('#frontin', 'Le charlatan !')",1.0,Deletion
899,"('#julie', ""Hé bien ! Puisqu'il vous plaît que je sois inconstante, Votre âme sur ce point se trouvera contente Je vous aimais, cruel, mais vous voyant jaloux, Vous serez désormais l'objet de mon courroux. Si mon amour pour vous s'était moins fait paraître, Je demeure d'accord que vous le pourriez être Mais, ingrat, vous étiez trop certain de mon coeur, Pour m'oser soupçonner d'une telle rigueur : Apprenez que jamais je ne fus infidèle. Adieu, perfide amant."")","('#le-baron', ""Point.  Il dit qu'il est malade d'amour pour Zaïde , et qu'il faut se dépêcher de les unit ensemble."")",0.86,Substitution
900,"('#clarimond', 'Ah ! charmante cruelle, Demeurez un moment.')","('#frontin', 'Le bourreau !')",1.03,Substitution
901,,"('#le-baron', ""N'en dis point de mal."")",1.0,Deletion
902,,"('#frontin', 'Ah !  Monsieur, je le connais mieux que vous.')",1.0,Deletion
903,"('#ragotin', ""Que vous avez de soin ! Monsieur, sur ma parole, elle n'ira pas loin."")","('#le-baron', ""Il assure qu'il guérira."")",1.18,Substitution
904,,"('#frontin', 'Oui, Monsieur, mais voila pour vous une terrible ordonnance.')",1.0,Deletion
905,"('#julie', ""Votre âme d'un seul mot se trouverait confuse : Mais vous ne valez pas que je vous désabuse."")","('#le-baron', ""Le pauvre garçon me plaint.  Je ne te croyais pas d'un si bon naturel."")",1.0,Substitution
906,"('#ragotin', ""L'ai-je dit?"")","('#frontin', 'Ah !  Monsieur.')",1.14,Substitution
907,,"('#le-baron', ""Va, je veux mettre au feu les informations qu'on m'a fait faire contre toi.  Allons fais venir le Chevalier."")",1.0,Deletion
908,"('#clarimond', ""C'est un crime, aimant, d'être jaloux, Mais nous ne sommes pas toujours maîtres de nous ; Et s'il m'était permis d'en croire l'apparence, Je vous pourrais blâmer d'avoir de l'inconstance. Daignez donc m'excuser, si je suis alarmé, On craint toujours de perdre un objet bien aimé : Et ne savez-vous pas, trop aimable Julie, Que l'amour rarement se voit sans jalousie ?"")","('#le-marquis', ""Demeure, Frontin.  Croyez-moi, Baron, venez vous reposer un moment chez moi.  Je ne songe plus à combattre vos sentiments ; mais nous aviserons ensemble comment il faudra s'y prendre pour terminer cette affaire sans éclat.  Il faut commencer par en parler au Capitaine."")",0.91,Substitution
909,,"('#frontin', ""Si vous voulez, Monsieur, j'irai lui dire que vous souhaitez de lui parier ; je crois qu'il est chez la Comtesse."")",1.0,Deletion
910,,"('#le-marquis', ""Hé bien, allons attendre chez nous qu'il en sorte ; c'est une affaire dont il faut lui aller parler chez lui."")",1.0,Deletion
911,"('#julie', ""Cessez donc de Tersandre enfin d'être jaloux; Si je reçois ses voeux c'est pour mieux être à vous."")","('#le-baron', ""Allons donc chez vous.  Pardonnez à la faiblesse d'un père pour son fils.  Frontin, trouve-toi ici dans un moment, nous pourrons avoir besoin de toi."")",1.03,Substitution
912,"('#ragotin', ""EUe vous fera voir, étant si bien disante, Que vous avez grand tort de la croire inconstante. Mais tu n'en seras pas quitte à si bon marché. À Béatrix."")","('#frontin', ""Je n'y manquerai pas, Monsieur.  Voilà ma dupe tout du long dans mes panneaux ; mais il faut aller trouver ce coquin de Simon.  L'argent que je lui ai pris pourrait bien l'obliger à revenir encore ici m'embarrasser, il vaut mieux qu'il m'en coûte quelques pistoles, ensuite j'irai parler au Capitaine.  Pour ce qui est d'éclaircir mon Maître et la Comtesse, j'ai du temps de reste, quand ils font ensemble ils ne se séparent pas si tôt.  Ils s'aiment ; j'ai agi pour leurs intérêts, ils me pardonneront tous deux, l'un pour l'amour de l'autre."")",0.61,Substitution
913,,"('#frontin', ""Je n'ai pu trouver ce pendard de Simon ; ce maraud se fait bien."")",1.0,Deletion
914,"('#clarimond', 'Ah ! Que de mon soupçon je me trouve fâché ; Je voudrais être mort !')","('#timante', ""Ah !  Malheureux, fallait-il avoir recours à cet expédient ?  Si j'avais été ici, je t'en aurais bien empêché."")",0.73,Substitution
915,,"('#frontin', ""Ho Monsieur , il n'y en avait point d'autre à prendre pour vous empêcher d'être déshérité."")",1.0,Deletion
916,,"('#timante', 'Donner ce déplaisir à mon père !')",1.0,Deletion
917,,"('#frontin', 'Monsieur, aux maux violents il faut des remèdes de même.')",1.0,Deletion
918,"('#julie', ""Cessez votre martyre ; Je vais songer à vous. Adieu, je me retire, Je crains qu'on ne me voie avec vous en ce lieu."")","('#timante', ""Quelque rigueur que mon père exerce contre moi, je ne puis approuver qu'on lui ait causé ce chagrin, et je ne voudrais point pour toutes choses au monde qu'il put croire que j'ai consenti à cette fourberie ; s'il vient à savoir que tu en sois l'auteur, je tremble pour toi."")",0.62,Substitution
919,"('#clarimond', 'Que je vous voie au moins dans peu de temps ; adieu. Ragotin, reste ici pour voir ce qui se passe.')",,1.0,Insertion
920,"('#ragotin', ""Demeurez un moment, que l'on vous voie en face : Pouvez-vous sans rougir me regarder au front, Lorsque vous m'avez fait un si sensible affront ?"")","('#frontin', ""Allez, Monsieur, il n'a garde de m'en soupçonner."")",1.01,Substitution
921,,"('#timante', 'Tu te tromperas dans ton calcul.')",1.0,Deletion
922,,"('#frontin', 'Bon, je suis à présent de son conseil secret.')",1.0,Deletion
923,,"('#timante', ""Quelques précautions que l'on prenne pour soutenir un mensonge, la vérité se fait sentir malgré qu'on en ait, et les fourberies les mieux concertées, se démentent toujours par quelque endroit ou l'on n'a pas pensé."")",1.0,Deletion
924,"('#beatrix', ""Hé ! Qu'ai-je donc tant fait ?"")","('#frontin', ""J'ai pourvu à tout."")",1.15,Substitution
925,"('#ragotin', 'Rien, bonne bête bleue, Il vous faut donc toujours un page à votre queue ?')","('#timante', 'Cependant je ne vois pas que ce que tu fais avance fort mes affaires auprès de la Comtesse.')",1.91,Substitution
926,"('#beatrix', ""Qui, moi, je l'aimerais ? J'aurais l'esprit bien fou."")","('#frontin', 'Vos affaires ! Puis-je mieux les avancer et la Comtesse était-elle assez riche pour épouser un homme déshérité ?')",1.31,Substitution
927,,"('#timante', 'Mais enfin, comment obliger mon père à consentir à mon bonheur ?')",1.0,Deletion
928,"('#ragotin', ""C'est donc ne l'aimer pas, que lui sauter au cou ? Allez, allez chercher votre chausse-troussée, Et n'espérez jamais d'être dans ma pensée."")","('#frontin', ""Laissez seulement achever l'affaire du Chevalier, nous trouverons après quelque invention pour la vôtre."")",1.3,Substitution
929,"('#beatrix', 'Pour nous galantiser, est-ce avoir mal vécu ?')","('#timante', ""Je ne veux point au moins me servir d'un mensonge."")",1.91,Substitution
930,"('#ragotin', ""Non, il fallait me faire à ma barbe cocu : Et ne savez-vous pas, ô trop méchante peste, Que ces approches là font venir tout le reste, Et que si ce n'était la fréquentation, Que l'on serait exempt de la tentation ?"")","('#frontin', ""Et comment faire autrement ?  Un menteur est aussi nécessaire dans les mariages qu'un Notaire.  Y dit-on jamais de part et d'autre la vérité, et n'y fait-on pas au plus fin ?  Mais nous n'en sommes pas encore là.  Rentrez chez la Comtesse : je vais attendre ici que le Capitaine en sorte pour l'avertir de tout.  Mais voici nos maudits vieillards qui m'en empêchent."")",0.59,Substitution
931,,"('#le-marquis', 'Voilà Frontin tout à propos.')",1.0,Deletion
932,"('#beatrix', 'Que sais-je ?')","('#le-baron', 'Frontin mon ami, va savoir chez la Comtesse si je pourrais dire un mot en particulier au Capitaine.')",1.06,Substitution
933,"('#lisette', ""Béatrix, Madame te demande, Il faut que ta personne auprès d'elle se rende."")","('#le-baron', 'Je vais, Monsieur, le prier de votre part de se rendre dans cette salle.')",0.55,Substitution
934,,"('#le-baron', 'Fort bien.  Va mon pauvre garçon.')",1.0,Deletion
935,"('#beatrix', 'Adieu, beau contrôleur. Guillot entre.')","('#le-marquis', 'Demeure, Frontin : le voici heureusement qui sort.')",1.04,Substitution
936,"('#lisette', 'Ne vois-je pas Guillot ?')","('#frontin', 'Tant pis, je voudrais bien lui avoir dit un mot en particulier.')",1.69,Substitution
937,,"('#le-capitaine', ""Très humble, Messieurs.  Parbleu je viens de voir là-dedans un muet qui m'a bien fait rire."")",1.0,Deletion
938,,"('#le-baron', 'Hélas !')",1.0,Deletion
939,"('#guillot', ""Oui, oui, vous le voyez, visage de Magot, Qui vous viens reprocher, Madame la marmotte, Que votre amour n'est plus que pour une calotte. Ah ! Que vous deviez bien maudire votre destin, Lorsqu'il vous sut [v]enger de Monsieur Calotin Tous ceux qui vous verront vont prendre la routine De ne vous nommer plus que dame Calotine."")","('#le-capitaine', 'Vous êtes donc encore en peine du Chevalier ?  Je vous trouve triste ; vous devriez aller voir ce muet, il vous ferAit passer votre mélancolie.')",0.69,Substitution
940,,"('#le-baron', ""Qu'entends-je, Marquis !"")",1.0,Deletion
941,,"('#le-capitaine', ""Serviteur, Messieurs, je pars demain, j'ai des affaires."")",1.0,Deletion
942,"('#lisette', ""Voyez, fais-je du mal en tout ce que je fais ? N'oserait-on causer ?"")","('#le-baron', 'Ne pourrais-je pas, Monsieur...')",0.89,Substitution
943,,"('#le-capitaine', 'Que voulez-vous ?  Je suis pressé.')",1.0,Deletion
944,,"('#le-baron', 'Monsieur, je suis venu ici tout exprès... Je sais que je devrais être allé chez vous...')",1.0,Deletion
945,"('#guillot', ""Ah reste de laquais, Ma réputation va devenir bien sotte, Si vous continuez d'aimer votre calotte : Mais je saurai si bien."")","('#le-capitaine', 'Eh, morbleu point de cérémonies ; vous savez que je ne suis pas façonnier.')",1.57,Substitution
946,"('#lisette', 'Guillot est un grand fou.')","('#le-baron', 'Et bien, Monsieur... Marquis...')",1.55,Substitution
947,"('#guillot', 'Allez calotiner tout votre chien de sou.')","('#le-capitaine', 'Oh, ventrebleu dépêchez-vous donc, ou je vous plante là.')",1.6,Substitution
948,"('#lisette', 'Adieu, maître badin, le plus grand des ivrognes.')","('#le-baron', 'Je vous prie, Monsieur, de consentir que mon fils le Chevalier épouse cette Zaïde qui vous tient lieu de fille.')",1.7,Substitution
949,,"('#le-capitaine', 'Votre fils le Chevalier ?')",1.0,Deletion
950,"('#ragotin', 'Ah ! Voici ces messieurs qui causent nos vergognes.')","('#le-baron', 'Oui, Monsieur.')",1.66,Substitution
951,,"('#le-capitaine', 'Et vous ne savez pas où il est.')",1.0,Deletion
952,,"('#le-marquis', 'Monsieur en a eu des nouvelles.')",1.0,Deletion
953,"('#guillot', ""Dieu vous gard, les beaux fils qu'on doit considérer, Et qui de nos objets nous prétendez sevrer : Ah petit laqueton, avez-vous bien l'audace, Après m'avoir déplu, de m'oser voir en face ?"")","('#le-capitaine', ""Qu'il épouse Zaïde : ne vous moquez-vous point ?"")",0.56,Substitution
954,,"('#frontin', ""Oh non, Monsieur, c'est tout de bon."")",1.0,Deletion
955,,"('#le-baron', ""Oui, Monsieur, je vous supplie que ce mariage se fasse aujourd'hui même."")",1.0,Deletion
956,"('#ragotin', 'Et vous, Page effronté, dites par votre foi, Osez-vous bien aussi vous montrer devant moi, Après avoir voulu suborner ma maîtresse ? Et ne craignez-vous pas que ma main ne vous fesse ?')","('#le-capitaine', ""Vous me le demandez d'une manière bien lugubre."")",0.95,Substitution
957,,"('#frontin', 'Monsieur parle toujours ainsi.')",1.0,Deletion
958,"('#guillot', ""Et lorsque vous m'osez faire votre jouet, N'appréhendez-vous point d'avoir aussi le fouet ? Qu'en bonne compagnie, ô trop maligne bête, Je ne vous fasse voir le derrière nu tête ?"")","('#le-capitaine', 'Oui-da, Monsieur, je vous accorde ma fille et tout mon bien avec elle.  Hé, Marine, amène-moi Zaïde.')",1.5,Substitution
959,"('#rosette', ""Apprenez, s'il vous plaît, Monseigneur Ragotin, Qui m'osez menacer du fouet de votre main, Que si de vous frotter je me mets en posture, Que je vous donnerai bien de la tablature."")","('#marine', 'La voici, Monsieur, qui sortait pour vous parler.')",1.13,Substitution
960,,"('#zaïde', 'Je vous prie, Monsieur, de me ramener chez votre soeur.')",1.0,Deletion
