,corneillep-andromede,quinault-isis,Cost,Operation Type
224,"('#persee', ""Non, madame : où j'ai tant d'intérêt, Ce n'est pas devant moi qu'il faut faire l'arrêt. L'excès de vos bontés pourrait en ma présence Faire à vos sentiments un peu de violence : Ce bras vainqueur du monstre, et qui vous rend le jour, Pourrait en ma faveur séduire votre amour ; La pitié de mes maux pourrait même surprendre Ce coeur trop généreux pour s'en vouloir défendre ; Et le moyen qu'un coeur ou séduit ou surpris Fût juste en ses faveurs, ou juste en ses mépris ? De tout ce que j'ai fait ne voyez que ma flamme ; De tout ce qu'on vous dit ne croyez que votre âme ; Ne me répondez point, et consultez-la bien ; Faites votre bonheur sans aucun soin du mien : Je lui voudrais du mal s'il retranchait du vôtre, S'il vous pouvait coûter un soupir pour quelque autre, Et si quittant pour moi quelques destins meilleurs, Votre devoir laissait votre tendresse ailleurs. Je vous le dis encore dans ma plus douce attente, Je mourrai trop content si vous vivez contente, Et si l'heur de ma vie ayant sauvé vos jours, La gloire de ma mort assure vos amours. Adieu : je vais attendre ou triomphe ou supplice, L'un comme effet de grâce, et l'autre de justice."")","('#pan', 'Écoutez, ingrate, écoutez  Un Dieu charmé de vos beautés; Qui vous jure un amour fidèle.')",0.32,Substitution
225,"('#andromede', ""À ces profonds respects qu'ici vous me rendez Je ne réplique point, vous me le défendez ; Mais quoique votre amour me condamne au silence, Je vous dirai, seigneur, malgré votre défense, Qu'un héros tel que vous ne saurait ignorer Qu'ayant tout mérité, l'on doit tout espérer."")","('#syrinx', ""Je déclare à l'Amour une guerre immortelle."")",1.25,Substitution
226,,"('#troupe-de-bergers', 'Cruelle, arrêtez !')",1.0,Deletion
227,,"('#troupe-de-sylvains-et-de-satyres', 'Arrêtez cruelle.')",1.0,Deletion
228,"('#andromede', ""Nymphes, l'auriez-vous cru, qu'en moins d'une journée J'aimasse de la sorte un autre que Phinée ? Le roi l'a commandé, mais de mon sentiment Je m'offrais en secret à son commandement. Ma flamme impatiente invoquait sa puissance, Et courait au-devant de mon obéissance. Je fais plus : au seul nom de mon premier vainqueur, L'amour à la colère abandonne mon coeur ; Et ce captif rebelle, ayant brisé sa chaîne, Va jusques au dédain, s'il ne passe à la haine. Que direz-vous d'un change et si prompt et si grand, Qui dans ce même coeur moi-même me surprend ?"")","('#syrinx', 'On me retient de tous côtés')",1.24,Substitution
229,,"('#troupe-de-sylvains-et-de-satyres', 'Cruelle, arrêtez !')",1.0,Deletion
230,"('#aglante', ""Que pour faire un bonheur promis par tant d'oracles, Cette grande journée est celle des miracles, Et qu'il n'est pas aux dieux besoin de plus d'effort À changer votre coeur qu'à changer votre sort. Cet empire absolu qu'ils ont dessus nos âmes éteint comme il leur plaît et rallume nos flammes, Et verse dans nos coeurs, pour se faire obéir, Des principes secrets d'aimer et de haïr. Nous en voyions au vôtre en cette haute estime Que vous nous témoigniez pour ce bras magnanime ; Au défaut de l'amour que Phinée emportait, Il lui donnait dès lors tout ce qui lui restait ; Dès lors ces mêmes dieux, dont l'ordre s'exécute, Le penchaient du côté qu'ils préparaient sa chute, Et cette haute estime attendant ce beau jour N'était qu'un beau degré pour monter à l'amour."")","('#syrinx', ""Dieux, protecteurs de l'innocence,  Naïades, Nymphes des eaux. J'implore ici votre assistance. Syrinx se jette dans les eaux."")",1.03,Substitution
231,"('#cephalie', ""Un digne amour succède à cette haute estime : Si je puis toutefois vous le dire sans crime, C'est hasarder beaucoup que croire entièrement L'impétuosité d'un si prompt changement. Comme pour vous Phinée eut toujours quelques charmes, Peut-être il ne lui faut qu'un soupir et deux larmes Pour dissiper un peu de cette avidité Qui d'un si gros torrent suit la rapidité. Deux amants que sépare une légère offense Rentrent d'un seul coup d'oeil en pleine intelligence. Vous reverrez en lui ce qui le fit aimer, Les mêmes qualités qu'il vous plut estimer..."")","('#pan', ""Où vous exposez-vous ? Quels prodiges nouveaux La nymphe est changée en roseaux ! Hélas ! hélas ! Quel bruit ! Qu'entends-je ! Ah ! Quelle voix nouvelle ! La Nymphe tâche encor d'exprimer ses regrets. Que son murmure est doux ! Que sa plainte a d'attraits. Ne cessons point de nous plaindre avec elle. Ranimons les restes charmants D'un nymphe qui fut si belle, Elle répond encore à nos gémissements, Ne cessons point de nous plaindre avec elle. Le vent pénètre dans les roseaux, et leur fait former un bruit plaintif. Pan donne des roseaux aux bergers, aux satyres et aux sylvains qui en forment un concert de flûtes."")",0.21,Substitution
232,"('#andromede', ""Et j'y verrai de plus cette âme lâche et basse Jusqu'à m'abandonner à toute ma disgrâce ; Cet ingrat trop aimé qui n'osa me sauver, Qui me voyant périr, voulut se conserver, Et crut s'être acquitté devant ce que nous sommes, En querellant les dieux et menaçant les hommes. S'il eût... Mais le voici : voyons si ses discours Rompront de ce torrent ou grossiront le cours."")","('#pan', ""Les yeux qui m'ont charmé ne verront plus le jour Était-ce ainsi, cruelle amour, Qu'il fallait te venger d'une beauté rebelle, N'aurait-il pas suffi de t'en rendre vainqueur  Et de voir dans les fers son insensible coeur, Brûler avec le mien d'une ardeur éternelle ? Que tout ressente mes tourments."")",0.0,Match
233,"('#phinee', ""Sur un bruit qui m'étonne, et que je ne puis croire, Madame, mon amour, jaloux de votre gloire, Vient savoir s'il est vrai que vous soyez d'accord, Par un change honteux, de l'arrêt de ma mort. Je ne suis point surpris que le roi, que la reine, Suivent les mouvements d'une faiblesse humaine : Tout ce qui me surprend, ce sont vos volontés. On vous donne à Persée, et vous y consentez ! Et toute votre foi demeure sans défense, Alors que de mon bien on fait sa récompense !"")","('#pan #deux-bergers', ""Ranimons les restes charmants D'un nymphe qui fut si belle, Elle répond encore à nos gémissements, Ne cessons point de nous plaindre avec elle. Argus commence à s'assoupir, Mercure déguisé en berger s'approche de lui, et achève de l'endormir en la touchant de son caducée."")",0.41,Substitution
234,,"('#pan', 'Que ces roseaux plaintifs soient à jamais aimés.')",1.0,Deletion
235,"('#andromede', ""Oui, j'y consens, Phinée, et j'y dois consentir ; Et quel_que_soit ce bien qu'il a su garantir, Sans vous faire injustice on en fait son salaire, Quand il a fait pour moi ce que vous deviez faire. De quel front osez-vous me nommer votre bien, Vous qu'on a vu tantôt n'y prétendre plus rien ? Quoi ? Vous consentirez qu'un monstre me dévore, Et ce monstre étant mort je suis à vous encore ! Quand je sors de péril vous revenez à moi ! Vous avez de l'amour, et je vous dois ma foi ! C'était de sa fureur qu'il me fallait défendre, Si vous vouliez garder quelque droit d'y prétendre : Ce demi-dieu n'a fait, quoi que vous prétendiez, Que m'arracher au monstre à qui vous me cédiez. Quittez donc cette vaine et téméraire idée ; Ne me demandez plus, quand vous m'avez cédée. Ce doit être pour vous même chose aujourd'hui, Ou de me voir au monstre, ou de me voir à lui."")","('#mercure', ""Il suffit Argus dort, tous ses yeux sont fermés, Allons, que rien ne nous retarde Délivrons la nymphe qu'il garde."")",1.5,Substitution
236,"('#phinee', ""Qu'ai-je oublié pour vous de ce que j'ai pu faire ? N'ai-je pas des dieux même attiré la colère ? Lorsque je vis Éole armé pour m'en punir, Fut-il en mon pouvoir de vous mieux retenir ? N'eurent-ils pas besoin d'un éclat de tonnerre, Ses ministres ailés, pour me jeter par terre ? Et voyant mes efforts avorter sans effets, Quels pleurs n'ai-je versés, et quels voeux n'ai-je faits ?"")","('#mercure', ""Reconnaissez Mercure et fuyez avec nous; Éloignez-vous d'Argus, avant qu'il se réveille."")",1.08,Substitution
237,"('#andromede', ""Vous avez donc pour moi daigné verser des larmes, Lorsque pour me défendre un autre a pris les armes ! Et dedans mon péril vos sentiments ingrats S'amusaient à des voeux quand il fallait des bras !"")","('#hierax', 'Argus avec cent yeux sommeille; Mais croyez vous endormir un amant jaloux ? Demeurez !')",0.77,Substitution
238,"('#phinee', ""Que pouvais-je de plus, ayant vu pour Nérée De vingt amants armés la troupe dévorée ? Devais-je encor promettre un succès à ma main, Qu'on voyait au-dessus de tout l'effort humain ? Devais-je me flatter de l'espoir d'un miracle ?"")","('#mercure', ""Malheureux ! d'où te vient cette audace ?"")",1.12,Substitution
239,"('#andromede', ""Vous deviez l'espérer sur la foi d'un oracle : Le ciel l'avait promis par un arrêt si doux ! Il l'a fait par un autre, et l'aurait fait par vous. Mais quand vous auriez cru votre perte assurée, Du moins ces vingt amants dévorés pour Nérée Vous laissaient un exemple et noble et glorieux, Si vous n'eussiez pas craint de périr à mes yeux. Ils voyaient de leur mort la même certitude ; Mais avec plus d'amour et moins d'ingratitude, Tous voulurent mourir pour leur objet mourant. Que leur amour du vôtre était bien différent ! L'effort de leur courage a produit vos alarmes, Vous a réduit aux voeux, vous a réduit aux larmes ; Et quoique plus heureuse en un semblable sort, Je vois d'un oeil jaloux la gloire de sa mort. Elle avait vingt amants qui voulurent la suivre, Et je n'en avais qu'un, qui m'a voulu survivre. Encore ces vingt amants, qui vous ont alarmé, N'étaient pas tous aimés, et vous étiez aimé : Ils n'avaient la plupart qu'une faible espérance, Et vous aviez, Phinée, une entière assurance ; Vous possédiez mon coeur, vous possédiez ma foi ; N'était-ce point assez pour mourir avec moi ? Pouviez-vous ? ..."")","('#hierax', ""J'ai tout perdu j'attends le trépas sans effroi. Un coup de foudre est une grâce  Pour un malheureux comme moi. Éveillez vous, Argus, éveillez-vous, vous vous laissez surprendre."")",0.44,Substitution
240,"('#phinee', ""Ah ! De grâce, imputez-moi, madame, Les crimes les plus noirs dont soit capable une âme ; Mais ne soupçonnez point ce malheureux amant De vous pouvoir jamais survivre un seul moment. J'épargnais à mes yeux un funeste spectacle, Où mes bras impuissants n'avaient pu mettre obstacle, Et tenais ma main prête à servir ma douleur Au moindre et premier bruit qu'eût fait votre malheur."")","('#hierax #argus', 'Puissante reine des cieux  Junon venez nous défendre.')",1.53,Substitution
241,"('#andromede', ""Et vos respects trouvaient une digne matière À me laisser l'honneur de périr la première ! Ah ! C'était à mes yeux qu'il fallait y courir, Si vous aviez pour moi cette ardeur de mourir. Vous ne me deviez pas envier cette joie De voir offrir au monstre une première proie ; Vous m'auriez de la mort adouci les horreurs, Vous m'auriez fait du monstre adorer les fureurs ; Et lui voyant ouvrir ce gouffre épouvantable, Je l'aurais regardé comme un port favorable, Comme un vivant sépulcre où mon coeur amoureux Eût brûlé de rejoindre un amant généreux. J'aurais désavoué la valeur de Persée ; En me sauvant la vie il m'aurait offensée ; Et de ce même bras qu'il m'aurait conservé Je vous immolerais ce qu'il m'aurait sauvé. Ma mort aurait déjà couronné votre perte, Et la bonté du ciel ne l'aurait pas soufferte ; C'est à votre refus que les dieux ont remis En de plus dignes mains ce qu'ils m'avaient promis. Mon coeur eût mieux aimé le tenir de la vôtre ; Mais je vis par un autre, et vivrai pour un autre. Vous n'avez aucun lieu d'en devenir jaloux, Puisque sur ce rocher j'étais morte pour vous. Qui pouvait le souffrir peut me voir sans envie Vivre pour un héros de qui je tiens la vie ; Et quand l'amour encore me parlerait pour lui, Je ne puis disposer des conquêtes d'autrui. Adieu."")","('#mercure', ""Commencez d'éprouver la colère des Dieux. Argus tombe mort, et Hiérax changé en oiseau de proie s'envole."")",1.59,Substitution
242,,"('#choeurs', 'Fuyons.')",1.0,Deletion
243,"('#phinee', ""Vous voulez donc que j'en fasse la mienne, Cruelle, et que ma foi de mon bras vous obtienne ? Eh bien ! Nous l'irons voir, ce bienheureux vainqueur, Qui triomphant d'un monstre, a dompté votre coeur. C'était trop peu pour lui d'une seule victoire, S'il n'eût dedans ce coeur triomphé de ma gloire ! Mais si sa main au monstre arrache un bien si cher, La mienne à son bonheur saura bien l'arracher ; Et vainqueur de tous deux en une seule tête, De ce qui fut mon bien je ferai ma conquête. La force me rendra ce que ne peut l'amour. Allons-y, chers amis, et montrons dès ce jour..."")","('#io', 'Vous me quittez ? Quel secours puis-je attendre !')",1.52,Substitution
244,"('#ammon', ""Seigneur, auparavant d'une âme plus remise Daignez voir le succès d'une telle entreprise. Savez-vous que Persée est fils de Jupiter, Et qu'ainsi vous avez le foudre à redouter ?"")","('#choeurs', 'Fuyons, Junon vient dans ces lieux.')",1.65,Substitution
245,"('#phinee', ""Je sais que Danaé fut son indigne mère : L'or qui plut dans son sein l'y forma d'adultère ; Mais le pur sang des rois n'est pas moins précieux Ni moins chéri du ciel que les crimes des dieux."")","('#junon', ""Revois le jour, Argus que ta figure change. Et vous Nymphe apprenez comment Junon se venge. Sors, barbare Erinnis, sors du fond des Enfers ; Viens, prends de servir ma vengeance fatale Et d'en montrer l'horreur en cent climats divers Épouvante tout l'univers Par les tourments de ma rivale Viens la punir au gré de mon courroux; Redoutable ta rage infernale Et fais s'il se peut qu'elle égale La fureur de mon coeur jaloux. La Furie sort des Enfers, elle poursuit Io et l'enlève ; Junon remonte dans le Ciel."")",0.41,Substitution
246,"('#ammon', ""Mais vous ne savez pas, seigneur, que son épée De l'horrible Méduse a la tête coupée, Que sous son bouclier il la porte en tous lieux, Et que c'est fait de vous, s'il en frappe vos yeux."")","('#io', 'Ô Dieux ! Ô Dieux ! Où me réduisez vous ?')",1.4,Substitution
247,"('#phinee', ""On dit que ce prodige est pire qu'un tonnerre, Qu'il ne faut que le voir pour n'être plus que pierre, Et que naguère Atlas, qui ne s'en put cacher, À cet aspect fatal devint un grand rocher. Soit une vérité, soit un conte, n'importe ; Si la valeur ne peut, que le nombre l'emporte. Puisque Andromède enfin voulait me voir périr, Ou triompher d'un monstre afin de l'acquérir, Que fière de se voir l'objet de tant d'oracles, Elle veut que pour elle on fasse des miracles, Cette tête est un monstre aussi bien que celui Dont cet heureux rival la délivre aujourd'hui ; Et nous aurons ainsi dans un seul adversaire Et monstres à combattre, et miracles à faire. Peut-être quelques dieux prendront notre parti, Quoique de leur monarque il se dise sorti ; Et Junon pour le moins prendra notre querelle Contre l'amour furtif d'un époux infidèle."")","('#choeur-des-peuples', ""L'hiver qui nous tourmente S'obstine à nous geler Nous ne saurions parler Qu'avec une voix tremblante La neige et les glaçons Nous donnent de mortels frissons Les frimas se répandent  Sur nos corps languissants; Le froid transit nos sens Les plus durs rochers se fendent. La neige et les glaçons Nous donnent de mortels frissons"")",1.03,Substitution
248,"('#junon', ""N'en doute point, Phinée, et cesse d'endurer."")","('#io', ""Laisse-moi, cruelle Furie,  Cruelle, laisse moi respirer un moment Ah ! Barbare, plus je te prie, Et plus tu prends plaisir d'augmenter mon tourment."")",0.91,Substitution
249,"('#phinee', 'Elle-même paraît pour nous en assurer.')",,1.0,Insertion
250,"('#junon', ""Je ne serai pas seule : ainsi que moi Neptune S'intéresse en ton infortune ; Et déjà la noire Alecton, Du fond des enfers déchaînée, A, par les ordres de Pluton, De mille coeurs pour toi la fureur mutinée : Fort de tant de seconds, ose, et sers mon courroux Contre l'indigne sang de mon perfide époux."")","('#la-furie', 'Soupire, gémis, pleure, Crie je me fais de tes peines un spectacle charmant.')",0.59,Substitution
251,"('#phinee', ""Nous te suivons, déesse ; et dessous tes auspices Nous franchirons sans peur les plus noirs précipices. Que craindrons-nous, amis ? Nous avons dieux pour dieux, Oracle pour oracle ; et la faveur des cieux, D'un contre-poids égal dessus nous balancée, N'est pas entièrement du côté de Persée."")",,1.0,Insertion
252,"('#junon', ""Je te le dis encore, ose, et sers mon courroux Contre l'indigne sang de mon perfide époux."")","('#io', ""Laisse moi, cruelle Furie Cruelle laisse moi respirer un moment Quel horrible séjour ! Quel froid insupportable ! Tes serpents animés par ta rage implacable. Ne sont-ils pas d'assez cruels bourreaux ?  Pour punir un coeur misérable, Viens-tu chercher si loin des supplices nouveaux ?"")",0.22,Substitution
253,"('#ammon', ""Sous tes commandements nous y courons, déesse, Le coeur plein d'espérance, et l'âme d'allégresse. Allons, seigneur, allons assembler vos amis ; Courons au grand succès qu'elle vous a promis : Aussi bien le roi vient, il faut quitter la place, de peur..."")","('#la-furie', ""Malheureux habitants d'une demeure affreuse,  Connaissez de Junon le funeste courroux: Par sa vengeance rigoureuse Vous voyez une malheureuse Qui souffre cent fois plus que vous."")",0.84,Substitution
254,"('#phinee', ""Non, demeurez pour voir ce qui se passe ; Et songez à m'en faire un fidèle rapport, Tandis que je m'apprête à cet illustre effort."")","('#io #la-furie', 'Vous voyez une malheureuse Qui souffre cent fois plus que vous.')",1.23,Substitution
255,,"('#choeur-des-peuples', ""Ah ! Quelle peine  De trembler de languir dans l'horreur des frimas."")",1.0,Deletion
256,"('#timante', ""Seigneur, le souvenir des plus âpres supplices, Quand un tel bien les suit, n'a jamais que délices. Si d'un mal sans pareil nous nous vîmes surpris, Nous bénissons le ciel d'un tel mal à ce prix ; Et voyant quel époux il donne à la princesse, La douleur s'en termine en ces chants d'allégresse."")","('#io', ""Ah ! Quelle peine D'éprouver tant de maux, sans trouver le trépas Ah ! quelle vengeance inhumaine !"")",0.65,Substitution
257,,"('#la-furie', ""Viens changer de tourments, passe en d'autres climats."")",1.0,Deletion
258,,"('#io', 'Ah ! Quelle peine !')",1.0,Deletion
259,,"('#choeur-des-peuples', ""Ah ! quelle peine  De trembler de languir dans l'horreur des frimas."")",1.0,Deletion
260,,"('#choeur-des-chabyles', 'Tôt tôt tôt.')",1.0,Deletion
261,,"('#premier-conducteur-des-chabyles', ""Que chacun avec soin s'empresse."")",1.0,Deletion
262,"('#le-choeur', 'Vivez, vivez, heureux amants, Dans les douceurs que l\'amour vous inspire ; Vivez heureux, et vivez si longtemps, Qu\'au bout d\'un siècle entier on puisse encore vous dire : ""Vivez, heureux amants."" Que les plaisirs les plus charmants Fassent les jours d\'une si belle vie ; Qu\'ils soient sans tache, et que tous leurs moments Fassent redire même à la voix de l\'envie : ""Vivez, heureux amants."" Que les peuples les plus puissants Dans nos souhaits à pleins voeux nous secondent ; Qu\'aux dieux pour vous ils prodiguent l\'encens, Et des bouts de la terre à l\'envi nous répondent : ""Vivez, heureux amants.""')","('#second-conducteur-chabyles', ""Forgez, qu'on travaille sans cesse."")",1.02,Substitution
263,,"('#les-deux-conducteurs', ""Qu'on prépare tout ce qu'il faut  Tôt tôt tôt. Le choeur des Chabyles répète ces deux derniers vers, dans le temps que plusieurs Chalybes travaillent dans les forges, quelques autres vont et viennent avec empressement pour apporter l'acier des mines et pour disposer ce qui est nécessaire au travail qui se fait."")",1.0,Deletion
264,"('#cephee', ""Allons, amis, allons, dans ce comble de joie, Rendre grâces au ciel de l'heur qu'il nous envoie. Allons dedans le temple avec mille voeux De cet illustre hymen achever les beaux noeuds. Allons sacrifier à Jupiter son père, Le prier de souffrir ce que nous pensons faire, Et ne s'offenser pas que ce noble lien Fasse un mélange heureux de son sang et du mien."")","('#les-deux-conducteurs #choeur-des-chalybes', ""Que le feu des forges s'allume : Travaillons d'un effort nouveau : Qu'on fasse retentir l'enclume Sous les coups pesants du marteau. Entrée des forgerons."")",0.94,Substitution
265,"('#cassiope', ""Souffrez qu'auparavant par d'autres sacrifices Nous nous rendions des eaux les déités propices. Neptune est irrité ; les nymphes de la mer Ont de nouveaux sujets encore de s'animer ; Et comme mon orgueil fit naître leur colère, Par mes submissions je dois les satisfaire. Sur leurs sables, témoins de tant de vanités, Je vais sacrifier à leurs divinités ; Et conduisant ma fille à ce même rivage, De ces mêmes beautés leur rendre un plein hommage, Joindre nos voeux au sang des taureaux immolés, Puis nous vous rejoindrons au temple où vous allez."")","('#io', ""Quel déluge de feux vient sur moi se répandre. Ô ciel ! Les chalybes passent auprès d'Io avec des morceaux d'épées, de lances et de haches à demi forgées."")",0.6,Substitution
266,,"('#la-furie', ""Le ciel ne peut t'entendre, Tu ne te plains pas assez haut."")",1.0,Deletion
267,,"('#les-deux-conducteurs #le-choeur-des-chalybes', 'Tôt, tôt, tôt.')",1.0,Deletion
268,,"('#io', 'Junon serait moins inhumaine.  Tu me fais trop souffrir, tu sers trop bien sa haine.')",1.0,Deletion
269,"('#persee', ""Souffrez qu'en même temps de ma fière marâtre Je tâche d'apaiser la haine opiniâtre ; Qu'un pareil sacrifice et de semblables voeux Tirent d'elle l'aveu qui peut me rendre heureux. Vous savez que Junon à ce lien préside, Que sans elle l'hymen marche d'un pied timide, Et que sa jalousie aime à persécuter Quiconque ainsi que moi sort de son Jupiter."")","('#la-furie', 'Au gré de son dépit jaloux Les maux les plus cruels seront encore trop doux.')",0.72,Substitution
270,"('#cephee', ""Je suis ravi de voir qu'au milieu de vos flammes De si dignes respects règnent dessus vos âmes. Allez, j'immolerai pour vous à Jupiter, Et je ne vois plus rien enfin à redouter. Des dieux les moins bénins l'éternelle puissance Ne veut de nous qu'amour et que reconnaissance ; Et jamais leur courroux ne montre de rigueurs Que n'abatte aussitôt l'abaissement des coeurs."")","('#io', ""Hélas ! Quelle rigueur extrême C'est en vain que Jupiter m'aime La haine de Junon jouit de mon tourment Que vous haïssez fortement, Grand Dieux ! Qu'il s'en faut bien que vous aimiez de même !"")",0.07,Substitution
271,"('#ammon', ""Vos amis assemblés brûlent tous de vous suivre, Et Junon dans son temple entre vos mains le livre. Ce rival, presque seul au pied de son autel, Semble attendre à genoux l'honneur du coup mortel. Là, comme la déesse agréera la victime, Plus les lieux seront saints, moindre en sera le crime ; Et son aveu changeant de nom à l'attentat, Ce sera sacrifice au lieu d'assassinat."")","('#conducteurs #choeurs-chalybes', ""Qu'on prépare tout ce qu'il faut  Tôt, tôt, tôt, tôt, tôt. Les feux des forges redoublent et les Chabyles environnent Io avec des morceaux d'acier rouges et brûlants."")",0.9,Substitution
272,,"('#io', 'Ne pourrai-je cesse de vivre ? Cherchons le trépas dans les flots.')",1.0,Deletion
273,"('#phinee', ""Que me sert que Junon, que Neptune propice, Que tous les dieux ensemble aiment ce sacrifice, Si la seule déesse à qui je fais des voeux Ne m'en voit que d'un oeil d'autant plus rigoureux, Et si ce coup, sensible au coeur de l'inhumaine, D'un injuste mépris fait une juste haine ? Ami, quelque fureur qui puisse m'agiter, Je cherche à l'acquérir, et non à l'irriter ; Et m'immoler l'objet de sa nouvelle flamme, Ce n'est pas le chemin de rentrer dans son âme."")","('#la-furie', ""Partout ma rage doit te suivre N'attends ni secours ni repos. Io fuit et monte au haut d'un rocher d'où elle se précipite dans la mer. La Furie s'y jette après la Nymphe."")",0.64,Substitution
274,,"('#choeur-chalybes', ""Qu'on prépare tout ce qu'il faut  Tôt tôt tôt."")",1.0,Deletion
275,"('#ammon', 'Mais, seigneur, vous touchez à ce moment fatal Qui pour jamais la donne à cet heureux rival. En cette extrémité que prétendez-vous faire ?')","('#choeur-de-la-suite-des-parques', ""Exécutons l'arrêt du sort Suivons ses lois les plus cruelles. Présentons sans cesse à la Mort Des victimes nouvelles"")",1.23,Substitution
276,,"('#la-guerre', 'Que le fer.')",1.0,Deletion
277,,"('#la-famine', 'Que la faim.')",1.0,Deletion
278,,"('#l-incendie', 'Que les feux')",1.0,Deletion
279,,"('#l-inondation', 'Que les eaux.')",1.0,Deletion
280,,"('#ensemble', 'Que tout serve à creuser mille et mille tombeaux')",1.0,Deletion
281,,"('#les-maladies-violentes', ""Qu'on s'empresse d'entrer dans les royaumes sombres par mille chemins différents"")",1.0,Deletion
282,"('#phinee', ""Tout, hormis l'irriter ; tout, hormis lui déplaire : Soupirer à ses pieds, pleurer à ses genoux, Trembler devant sa haine, adorer son courroux."")","('#les-maladies-languissantes', ""Achevez d'expirer, infortunés mourants, Cherchez un long repos dans le séjour des ombres."")",1.23,Substitution
283,"('#ammon', 'Quittez, quittez, seigneur, un respect si funeste ; Ôtez-vous ce rival, et hasardez le reste : En dût-elle à jamais dédaigner vos soupirs, La vengeance elle seule a de si doux plaisirs...')","('#le-choeur', ""Exécutons l'arrêt du Sort, Suivons ses lois les plus cruelles ; Présentons sans cesse à la Mort Des victimes nouvelles."")",0.73,Substitution
284,,"('#la-guerre', 'Que le fer.')",1.0,Deletion
285,,"('#la-famine', 'Que la faim.')",1.0,Deletion
286,,"('#l-incendie', 'Que les feux')",1.0,Deletion
287,,"('#l-inondation', 'Que les eaux.')",1.0,Deletion
288,,"('#tous-ensemble', 'Que tout serve à creuse mille et mille tombeaux.')",1.0,Deletion
289,"('#phinee', ""N'en cherchons les douceurs, ami, que les dernières. Rarement un amant les peut goûter entières ; Et quand de sa vengeance elles sont tout le fruit, Ce sont fausses douceurs que l'amertume suit. La mort de son rival, les pleurs de son ingrate, Ont bien je ne sais quoi qui dans l'abord le flatte ; Mais de ce cher objet s'en voyant plus haï, Plus il s'en est flatté, plus il s'en croit trahi. Sous d'éternels regrets son âme est abattue, Et sa propre vengeance incessamment le tue. Ce n'est pas que je veuille enfin la négliger : Si je ne puis fléchir, je cours à me venger ; Mais souffre à mon amour, mais souffre à ma faiblesse Encore un peu d'effort auprès de ma princesse. Un amant véritable espère jusqu'au bout, Tant qu'il voit un moment qui peut lui rendre tout. L'inconstante, peut-être encore toute étonnée, N'était pas bien à soi quand elle s'est donnée ; Et la reconnaissance a fait plus que l'amour En faveur d'une main qui lui rendait le jour. Au sortir du péril, pâle encore et tremblante, L'image de la mort devant les yeux errante, Elle a cru tout devoir à son libérateur ; Mais souvent le devoir ne donne pas le coeur ; Il agit rarement sans un peu d'imposture, Et fait peu de présents dont ce coeur ne murmure. Peut-être, ami, peut-être après ce grand effroi Son amour en secret aura parlé pour moi : Les traits mal effacés de tant d'heureux services, Les douceurs d'un beau feu qui furent ses délices, D'un regret amoureux touchant son souvenir, Auront en ma faveur surpris quelque soupir, Qui s'échappant d'un coeur qu'elle force à ma perte, M'en aura pu laisser la porte encore ouverte. Ah ! Si ce triste hymen se pouvait éloigner !"")","('#io', ""C'est contre moi qu'il faut tourner Votre rigueur la plus funeste, D'une vie odieuse arrachez moi le reste Hâtez vous de la terminer."")",0.58,Substitution
290,,"('#choeur #suite-des-parques', ""C'est aux Parques de l'ordonner."")",1.0,Deletion
291,"('#ammon', 'Quoi ? Vous voulez encore vous faire dédaigner ? Sous ce honteux espoir votre fureur se dompte ?')","('#io', 'Favorisez mes voeux, Déesses souveraines Qui réglez du Destin immuables lois, Finissez mes jours et mes peines,  Ne me condamnez pas à mourir mille fois.')",0.94,Substitution
292,"('#phinee', ""Que veux-tu ? Ne sois point le témoin de ma honte : Andromède revient ; va trouver nos amis, Va préparer leurs bras à ce qu'ils m'ont promis. Ou mes nouveaux respects fléchiront l'inhumaine, Ou ses nouveaux mépris animeront ma haine ; Et tu verras mes feux, changés en juste horreur, Armer mes désespoirs, et hâter ma fureur."")","('#les-parques', 'Le fil de la vie  De tous les humains Suivant notre envie Tourne dans nos mains. Suivant notre envie.')",1.24,Substitution
293,"('#ammon', ""Je vous plains ; mais enfin j'obéis, et vous laisse."")","('#io', ""Tranchez mon triste sort d'un coup qui me délivre  Des tourments que Junon me contraint à souffrir; Chacun vous fait des voeux pour vivre Et je vous en fais pour mourir."")",0.94,Substitution
294,"('#phinee', ""Une seconde fois, adorable princesse, Malgré de vos rigueurs l'impérieuse loi..."")","('#la-furie', ""Jupiter l'a soumise aux lois de son épouse ; Elle a rendu Junon jalouse; L'amour d'un Dieu puissant a trop su la charme. Elle est trop punie encore."")",0.87,Substitution
295,"('#andromede', 'Quoi ? Vous voyez la reine, et vous parlez à moi !')",,1.0,Insertion
