,moliere-divertissement-chambord,moliere-monsieur-pourceaugnac,Cost,Operation Type
615,,"('#l-exempt', ""Je vous promets de ne le point quitter, que je ne l'aie mis en lieu de sûreté."")",1,Deletion
616,,"('#monsieur-de-pourceaugnac', ""Adieu.  Voilà le seul honnête homme que j'ai trouvé en cette ville."")",1,Deletion
617,,"('#sbrigani', 'Ne perdez point de temps ; je vous aime tant, que je voudrais que vous fussiez déjà bien loin.  Que le Ciel te conduise !  Par ma foi, voilà une grande dupe.  Mais voici...')",1,Deletion
618,,"('#sbrigani', 'Ah quelle étrange aventure !  Quelle fâcheuse nouvelle pour un père !  Pauvre Oronte, que je te plains !  Que diras-tu ?  Et de quelle façon pourras-tu supporter cette douleur mortelle ?')",1,Deletion
619,,"('#oronte', ""Qu'est-ce ?  Quel malheur me présages-tu ?"")",1,Deletion
620,,"('#sbrigani', 'Ah, Monsieur, ce perfide de Limousin, ce traître de Monsieur de Pourceaugnac, vous enlève votre fille.')",1,Deletion
621,,"('#oronte', ""Il m'enlève ma fille !"")",1,Deletion
622,,"('#sbrigani', ""Oui : elle en est devenue si folle, qu'elle vous quitte pour le suivre ; et l'on dit qu'il a un caractère pour se faire aimer de toutes les femmes."")",1,Deletion
623,,"('#oronte', 'Allons vite à la justice.  Des archers après eux.')",1,Deletion
624,,"('#eraste', ""Allons, vous viendrez malgré vous, et je veux vous remettre entre les mains de votre père.  Tenez, Monsieur, voilà votre fille que j'ai tirée de force d'entre les mains de l'homme avec qui elle s'enfuyait ; non pas pour l'amour d'elle, mais pour votre seule considération : car après l'action qu'elle a faite, je dois la mépriser, et me guérir absolument de l'amour que j'avais pour elle."")",1,Deletion
625,,"('#oronte', 'Ah infâme que tu es !')",1,Deletion
626,,"('#eraste', ""Comment ?  Me traiter de la sorte, après toutes les marques d'amitié que je vous ai données !  Je ne vous blâme point de vous être soumise aux volontés de Monsieur votre père ; il est sage et judicieux dans les choses qu'il fait et je ne me plains point de lui de m'avoir rejeté pour un autre.  S'il a manqué à la parole qu'il m'avait donnée, il a ses raisons pour cela.  On lui a fait croire que cet autre est plus riche que moi de quatre ou cinq mille écus ; et quatre ou cinq mille écus est un denier considérable, et qui vaut bien la peine qu'un homme manque à sa parole : mais oublier en un moment toute l'ardeur que je vous ai montrée, vous laisser d'abord enflammer d'amour pour un nouveau venu, et le suivre honteusement sans le consentement de Monsieur votre père, après les crimes qu'on lui impute, c'est une chose condamnée de tout le monde, et dont mon coeur ne peut vous faire d'assez sanglants reproches."")",1,Deletion
627,,"('#julie', ""Hé bien oui, j'ai conçu de l'amour pour lui, et je l'ai voulu suivre, puisque mon père me l'avait choisi pour époux.  Quoi que vous me disiez, c'est un fort honnête homme ; et tous les crimes dont on l'accuse sont faussetés épouvantables."")",1,Deletion
628,,"('#oronte', 'Taisez-vous !  Vous êtes une impertinente, et je sais mieux que vous ce qui en est.')",1,Deletion
629,,"('#julie', ""Ce sont sans doute des pièces qu'on lui fait, et c'est peut-être lui qui a trouvé cet artifice pour vous en dégoûter."")",1,Deletion
630,,"('#eraste', 'Moi, je serais capable de cela ?')",1,Deletion
631,,"('#julie', 'Oui, vous.')",1,Deletion
632,,"('#oronte', 'Taisez-vous, vous dis-je ?  Vous êtes une sotte.')",1,Deletion
633,,"('#eraste', ""Non, non, ne vous imaginez pas que j'aie aucune envie de détourner ce mariage, et que ce soit ma passion qui m'ait forcé à courir après vous.  Je vous l'ai déjà dit, ce n'est que la seule considération que j'ai pour Monsieur votre père, et je n'ai pu souffrir qu'un honnête homme comme lui fût exposé à la honte de tous les bruits qui pourraient suivre une action comme la vôtre."")",1,Deletion
634,,"('#oronte', 'Je vous suis, Seigneur Éraste, infiniment obligé.')",1,Deletion
635,,"('#eraste', ""Adieu, Monsieur.  J'avais toutes les ardeurs du monde d'entrer dans votre alliance ; j'ai fait tout ce que j'ai pu pour obtenir un tel honneur, mais j'ai été malheureux, et vous ne m'avez pas jugé digne de cette grâce.  Cela n'empêchera pas que je ne conserve pour vous les sentiments d'estime et de vénération où votre personne m'oblige ; et si je n'ai pu être votre gendre, au moins serai-je éternellement votre serviteur."")",1,Deletion
636,,"('#oronte', ""Arrêtez, Seigneur Éraste, votre procédé me touche l'âme, et je vous donne ma fille en mariage."")",1,Deletion
637,,"('#julie', ""Je ne veux point d'autre mari que Monsieur de Pourceaugnac."")",1,Deletion
638,,"('#oronte', ""Et je veux, moi, tout à l'heure, que tu prennes le Seigneur Eraste.  Çà, la main."")",1,Deletion
639,,"('#julie', ""Non, je n'en ferai rien."")",1,Deletion
640,,"('#oronte', 'Je te donnerai sur les oreilles.')",1,Deletion
641,,"('#eraste', 'Non, non, Monsieur, ne lui faites point de violence, je vous en prie.')",1,Deletion
642,,"('#oronte', ""C'est à elle à m'obéir, et je sais me montrer le maître."")",1,Deletion
643,,"('#eraste', ""Ne voyez-vous pas l'amour qu'elle a pour cet homme-là ?  Et voulez-vous que je possède un corps dont un autre possédera le coeur ?"")",1,Deletion
644,,"('#oronte', ""C'est un sortilège qu'il lui a donné, et vous verrez qu'elle changera de sentiment avant qu'il soit peu.  Donnez-moi votre main.  Allons."")",1,Deletion
645,,"('#julie', 'Je ne...')",1,Deletion
646,,"('#oronte', 'Ah que de bruit !  Çà, votre main, vous dis-je.  Ah, ah, ah.')",1,Deletion
647,,"('#eraste', ""Ne croyez pas que ce soit pour l'amour de vous que je vous donne la main ; ce n'est que Monsieur votre père dont je suis amoureux, et c'est lui que j'épouse."")",1,Deletion
648,,"('#oronte', ""Je vous suis beaucoup obligé, et j'augmente de dix mille écus le mariage de ma fille.  Allons, qu'on fasse venir le notaire pour dresser le contrat."")",1,Deletion
649,,"('#eraste', ""En attendant qu'il vienne, nous pouvons jouir du divertissement de la saison, et faire entrer les masques que le bruit des noces de Monsieur de Pourceaugnac a attirés ici de tous les endroits de la ville."")",1,Deletion
650,,"('#l-egyptienne', ""Sortez, sortez de ces lieux, Soucis, chagrins et tristesse ;  Venez, venez ris et jeux, Plaisirs, amour, et tendresse. Ne songeons qu'à nous réjouir,  La grande affaire est le plaisir."")",1,Deletion
651,,"('#choeur-des-musiciens', ""Ne songeons qu'à nous réjouir, La grande affaire est le plaisir."")",1,Deletion
652,,"('#l-egyptienne', ""À me suivre tous ici, Votre ardeur est non commune, Et vous êtes en souci De votre bonne fortune : Soyez toujours amoureux, C'est le moyen d'être heureux."")",1,Deletion
653,,"('#l-egyptien', ""Aimons jusques au trépas, La raison nous y convie :  Hélas ! Si l'on n'aimait pas, Que serait-ce de la vie ? Ah ! Perdons plutôt le jour, Que de perdre notre amour. Tous deux, en dialogue."")",1,Deletion
654,,"('#l-egyptien', 'Les biens.')",1,Deletion
655,,"('#l-egyptienne', 'La gloire.')",1,Deletion
656,,"('#l-egyptien', 'Les grandeurs,')",1,Deletion
657,,"('#l-egyptienne', ""Les sceptres qui font tant d'envie."")",1,Deletion
658,,"('#l-egyptien', ""Tout n'est rien, si l'amour n'y mêle ses ardeurs."")",1,Deletion
659,,"('#l-egyptienne', ""Il n'est point, sans l'amour, de plaisir dans la vie."")",1,Deletion
660,,"('#egyptien #egyptienne', ""Soyons toujours amoureux :  C'est le moyen d'être heureux."")",1,Deletion
661,,"('#le-petit-choeur', 'Sus, sus, chantons tous ensemble, Dansons, sautons, jouons-nous.')",1,Deletion
662,,"('#un-musicien', ""Lorsque pour rire on s'assemble, Les plus sages, ce me semble, Sont ceux qui sont les plus fous."")",1,Deletion
663,,"('#tous-ensemble', ""Ne songeons qu'à nous réjouir, La grande affaire est le plaisir."")",1,Deletion
