andrieux-moliere-et-ses-amis,cadet-gassicourt-souper-de-moliere,Score
-,"('#la-fontaine', ""Allons, Molière, tu n'es pas plus heureux qu'un autre."")",0.0
-,"('#tous', 'Non... certainement.')",0.0
-,"('#moliere', ""S'attendre à tout est le moyen  D'alléger le poids de sa vie ;  N'espérer ou ne craindre rien,  Est la saine philosophie.  Oui, pour être heureux en effet,  Ma méthode est très salutaire :  Jugeons le mal que l'on nous fait  Par le mal qu'on pouvait nous faire.  Que dites-vous ?  J'aime fort mon état ; j'ai, d'ailleurs, des principes qui vous seraient, je crois, fort nécessaires. AIR : La comédie est un miroir. "")",0.0
-,"('#chapelle', ""Tu ne disais pas cela quand on arrêtait le Tartuffe, quand on n'allait qu'avec peine au Misanthrope, tandis que tout Paris courait aux pièces de Pradon."")",0.0
-,"('#boileau', ""Et Pradon, et Chapelain, et Brebeuf, sont de l'Académie !  C'est un enfer! "")",0.0
-,"('#lulli', 'Pourquoi travaillons-nous ?  Pour être dénigrés par des sots. ')",0.0
-,"('#la-fontaine', 'Pillés par des plagiaires.')",0.0
-,"('#mignard', 'Méprisés par des grands. ')",0.0
-,"('#chapelle', 'Déchirés par les journalistes. ')",0.0
-,"('#moliere', ""Que penser des hommes, si les plus sages, les plus éclairés peuvent s'oublier ainsi ? "")",0.0
-,"('#boileau', ""Il n'y a plus de goût. "")",0.0
-,"('#la-fontaine', 'Plus de probité.')",0.0
-,"('#mignard', ""Mes amis...  Il n'y a plus d'amis. "")",0.0
-,"('#chapelle', 'De tout temps la vie  est un fléau... et nous la supporterions !...  Non....  Mes amis, nous sommes des lâches ; le bonheur, le repos ne sont pas de ce monde...  Après avoir bu. ')",0.0
-,"('#boileau', ""Il faut le chercher dans le fond d'un cloître."")",0.0
-,"('#mignard', 'Dans un désert !')",0.0
-,"('#tous', 'Dans un désert. ')",0.0
-,"('#la-fontaine', 'Oui, dans un désert, où nous irons tous ensemble. ')",0.0
-,"('#lulli', ""Non pas, s'il vous plaît, chacun le sien. "")",0.0
-,"('#chapelle', ""Quel embarras !  Un cloître pour moi, je vous jure,  Est sans appas :  Un désert ne nous convient pas.  Vers ce pont allons en droiture,  Et prenons-en tous la mesure  Du haut en bas.  Bah !  Bah !  Bah !  Vous ne savez pas ce qu'il vous faut.  Mais parbleu !  Je pense que nous ne sommes pas loin du pont...  Eh bien !  Mes amis, AIR : Du haut en bas. "")",0.0
-,"('#tous', 'Bravo !  Bravo !  Oui, le pont.... du haut en bas. ')",0.0
-,"('#moliere', ""Voyons jusqu'où l'enthousiasme ira. "")",0.0
-,"('#chapelle', 'Allons ! ')",0.0
-,"('#laforet', 'Ah !  Mon_Dieu ! ')",0.0
-,"('#lulli', 'Cette idée est grande, elle peut nous immortaliser.')",0.0
-,"('#mignard', ""Pour nous quel bonheur ! Quelle gloire!  Notre mort un jour dans l'histoire  Fixera l'admiration.  Le besoin d'un prompt suicide  A guidé Brutus et Caton ;  Mais nous, nous ne prenons pour guide  Que la raison. AIR : Sans le savoir.  Il se lève."")",0.0
-,"('#boileau', ""Enfin je n'entendrai plus parler de la Serre, ni de l'abbé de Pure."")",0.0
-,"('#mignard', 'Je ne verrai plus de croutes. ')",0.0
-,"('#chapelle', 'Toi, plus de Tartuffes.')",0.0
-,"('#lulli', ""Je n'entendrai plus la musique de Colasse ni de Cambert. "")",0.0
-,"('#la-fontaine', 'Partons ! ')",0.0
-,"('#moliere', ""Un moment.  Ô mes amis !  Que faisons nous ?  N'abandonnons point une résolution si belle aux fausses interprétations qu'on peut lui donner.  On saura qu'à la suite d'un long souper nous aurons fait le sacrifice de notre existence, et la calomie, avide de tout dénigrer, répandra le bruit que l'ivresse nous a plus inspirés que la philosophie.  Amis, sauvons notre sagesse, attendons le retour prochain du soleil ; alors, aux yeux de tout le monde, nous donnerons cette leçon publique du mépris de la vie. "")",0.0
-,"('#boileau', ""Il a raison ; c'est pour notre gloire que nous travaillons : il nous faut des témoins.  Eh bien !  Jurons que demain, à la pointe du jour..."")",0.0
-,"('#tous', 'Nous le jurons !')",0.0
-,"('#moliere', 'Laforêt ? ')",0.0
-,"('#laforet', ""Plaît-il ? J'entends, j'entends.  Molière parle bas. Elle sort."")",0.0
-,"('#chapelle', ""Sa réflexion est de bon sens : notre sagesse n'en sera que plus éclatante."")",0.0
-,"('#moliere', ""Je lais-s ais vieil-lir ce vin,  A-mis, c'est de l'Hermitage,  Gou-tons-le, puisque de-main,  Nous fai-sons le grand voy-a-ge,  Feignons de prendre part à leurs folies, puisque je ne puis les ramener à la raison. Il prend deux bouteilles que lui donne Laforest."")",0.0
-,"('#lulli', ""Buvons, trinquons sans quar-tier,  Sa-vou-rons-en tous les charmes ;  Qu'après nous, notre héritier  N'ait à ver-ser que des lar-mes."")",0.0
-,"('#moliere', 'Enfin les voilà tous endormis...  Au réveil.  On vient : ce sont nos jeunes gens. ')",0.0
-,"('#antoine', ""Tout est prêt, nous n'attendons que notre bienfaiteur."")",0.0
-,"('#madelon', ""Le village entier nous a suivi, et vous comble de bénédictions ; mais nous n'avons pas voulu qu'on entrât de peur de vous interrompre. "")",0.0
-,"('#moliere', ""Pourquoi donc ? Approchez, approchez : oh !  Ne craignez pas de les réveiller ; ils dorment bien. Aux villageois. Pendant que les villageois entrent avec précaution, l'orchestre joue le prélude du sommeil d'Atys."")",0.0
-,"('#mathurin', ""Voilà le contrat de nos enfants ; nous venons vous prier d'y bailler un mot de vot' signature."")",0.0
-,"('#moliere', ""Ce m'est un grand plaisir ; mais il y manque encore une clause, père Mathurin. Mettez que Madelon a deux cents écus de dot. Au Tabellion."")",0.0
-,"('#madelon', 'Comment puis-je reconnaître...')",0.0
-,"('#moliere', ""C'est un plaisir... "")",0.0
-,"('#mathurin', 'Nous nous souviendrons toujours...')",0.0
-,"('#moliere', 'Cela ne vaut pas... ')",0.0
-,"('#antoine', 'Ah !  Croyez que notre coeur...')",0.0
-,"('#moliere', ""Il me vient d'un Tartuffe amoureux,  D'un Misanthrope sombre, quinteux,  D'un Étourdi, de quelques Fâcheux,  Et d'un Malade bizarre.  Ces gens-là peuvent bien se gêner ;  Mais ce qui va tous vous étonner,  Mes enfants, j'ai, pour vous le donner,  Fait contribuer un Avare.  Eh !  Mes amis, point de remerciements ; vous me faites un plus grand cadeau, vous autres !  Vous me donnez votre amitié...  Le coeur des honnêtes gens est sans prix. Cet argent me vient de gens fort singuliers... et que vous ne\n\tconnaissez pas. Il signe le contrat, et prenant une bourse dans son secrétaire. AIR : Des portraits à la mode. "")",0.0
-,"('#mathurin', 'Mais vraiment, cela est fort extraordinaire.')",0.0
-,"('#madelon', ""Nous n'avons jamais vu chez vous ces hommes-là."")",0.0
-,"('#laforet', 'Je les ai vus, moi, et je vous mettrai au fait. ')",0.0
-,"('#mathurin', 'Vous allez venir avec nous ?')",0.0
-,"('#moliere', ""À l'instant je vous rejoins, je vais passer un habit ; retournez au jardin, et vous rentrerez quand je vous le dirai. "")",0.0
-,"('#antoine', 'Oh !  De bien bon coeur.')",0.0
-,"('#antoine #madelon #mathurin', 'Du silence.  AIR : Frère Jacques. ')",0.0
-,"('#le-choeur', 'Du silence.')",0.0
-,"('#moliere', 'Laissons-les. ')",0.0
-,"('#le-choeur', 'Laissons les. ')",0.0
-,"('#tous', 'Marchons avec prudence,  Marchons avec prudence.')",0.0
-,"('#antoine', 'Paix !')",0.0
-,"('#madelon', 'Paix ! ')",0.0
-,"('#le-choeur', 'Paix !')",0.0
-,"('#moliere', 'Paix ! ')",0.0
-,"('#mathurin', 'Paix ! ')",0.0
-,"('#le-choeur', 'Paix ! ')",0.0
-,"('#lulli', ""Ah !...  Mais où suis-je ?  Chapelle, Mignard, Boileau....   Ah !  Dieu !  J'avais oublié qu'hier...  Ô funeste résolution !  J'étais ivre sans doute...  Oui, j'étais ivre, et ce qu'on promet dans l'ivresse...  Si je pouvais m'échapper...  Quelle lâcheté !  Quel opprobre !...  Boileau s'éveille...  Feignons de dormir encore. "")",0.0
-,"('#boileau', ""Oui, je rêvais qu'une main ennemie  Dans le tombeau m'avait précipite,  Et que Cottin, en pleine academie,  Sur mon fauteuil avait été porte.  Combien le soleil enfante de bizarrerie ! Je rêvais ; mais, non, je ne rêvais pas....  Cette table, ces convives me rappellent....  Allons, c'est une folie....  Ce serait un crime...  Si je pouvais savoir ce que pensent....  Bon !  La Fontaine, Chapelle et Mignard ne dorment plus : écoutons.  AIR : On vit sortir d'une grotte profonde. "")",0.0
-,"('#la-fontaine', 'Avons-nous sommeillé longtemps ? ')",0.0
-,"('#chapelle', ""Il n'est pas jour encore."")",0.0
-,"('#mignard', 'Non, mais bientôt il faudra.... ')",0.0
-,"('#chapelle', ""Ahi !  Ahi !  Il ne l'a pas oublié. Des affaires qui me rappellent à Paris. À part. Haut. "")",0.0
-,"('#la-fontaine', 'Des affaires ?  Eh bien !  Il faut partir. ')",0.0
-,"('#chapelle', 'Des affaires pour lesquelles je voudrais que Molière....  Où donc est-il ?')",0.0
-,"('#mignard', 'Sa santé lui aura fait craindre de veiller. ')",0.0
-,"('#la-fontaine', 'Dans peu de temps sa guérison sera parfaite.')",0.0
-,"('#chapelle', 'Je le crois. Oh Dieu !  La mémoire lui revient-elle ? À part.')",0.0
-,"('#mignard', 'Si nous éveillons nos camarades ? ')",0.0
-,"('#chapelle', ""Non...  Non...  Pourquoi ?  Il n'est pas encore temps. "")",0.0
-,"('#la-fontaine', ""Les voilà qui s'éveillent eux-mêmes. "")",0.0
-,"('#chapelle', 'Ah !  Je tremble. À part.')",0.0
-,"('#mignard', ""Je ne sais où j'en suis. À part."")",0.0
-,"('#le-choeur', ""Mes amis, le temps nous presse,  Profitons de cet instant ;  Livrons nos coeurs à l'ivresse  Qu'inspire un si doux moment :  Croyons tous à la promesse  Du bonheur qui nous attend.  Mes amis, le temps nous presse,  Profitons de cet instant. AIR : Habitants de ce village. "")",0.0
-,"('#moliere', 'Allons, plus de retard, remplissons notre engagement : voici tout le village, qui est dé à prévenu, et qui se fait un plaisir de nous accompagner. ')",0.0
-,"('#les-villageois', 'Oui.... sans doute.... assurément.')",0.0
-,"('#moliere', 'Comment !  Vous ne répondez rien ?  Ne vous souvient-il plus de votre résolution ?  Faut-il vous la répéter ? ')",0.0
-,"('#antoine', ""Ne point accepter la partie,  C'est vouloir nuire à not' bonheur.  A tout l'village qui vous prie  Ne refusez pas cet honneur.... AIR : Amusez-vous, jeunes fillettes. "")",0.0
-,"('#chapelle', ""Certainement. Quel chien d'honneur !  À part."")",0.0
-,"('#madelon', ""Vous avez fait une promesse :  Vous coûterait-elle à remplir ?  Voyez la foule qui vous presse,  Ne la privez pas d'un plaisir."")",0.0
-,"('#lulli', ""C'est très honnête assurément. Où ces gens-là mettent-ils leur plaisir ?  À part."")",0.0
-,"('#antoine', 'La cérémonie ne sera pas longue. ')",0.0
-,"('#chapelle', 'La cérémonie !')",0.0
-,"('#lulli', 'Comptez maintenant sur vos amis. ')",0.0
-,"('#mignard', 'Comme il est content, radieux ! ')",0.0
-,"('#mathurin', 'Il jouit du plaisir de faire une bonne action.')",0.0
-,"('#boileau', 'Une belle action !')",0.0
-,"('#laforet', ""Mais je ne vois pas qu'il faille tant se faire prier ; pendant que vous rêvez à je ne sais quoi, il passe de l'eau sous le pont.... "")",0.0
-,"('#lulli', ""Ne crains-tu pas qu'elle s'arrête ?"")",0.0
-,"('#moliere', ""L'heure avance, et Monsieur le curé.... "")",0.0
"('#chapelle', ""Moi ? Non. Sur ma parole, De cet affreux conseil je ne suis point l'auteur. Finir mes jours dans l'eau !... Je l'ai trop en horreur."")","('#boileau', ""Un curé !  Ah !  Ah ! Tu es un homme de précautions, et tu penses qu'on doit faire la chose en bons Chrétiens. À Molière."")",0.24443171918392181
"('#lulli', ""Seulement d'y penser je tremble."")","('#madelon', 'Comment !  Mais nous ne voulons pas autrement ; nous ne sommes pas excommuniés nous autres. ')",-0.030502881854772568
"('#mignard', ""C'est un grand bonheur, ce me semble, De nous être à temps ravisés !"")","('#moliere', 'Allons, mes amis, distribuez-nous des fleurs. On donne des bouquets. ')",0.31063979864120483
"('#moliere', 'Un court sommeil vous a quelque peu dégrisés ; Je le vois.')","('#la-fontaine', 'Je ne sais ce que tout cela veut dire. ')",0.10568559914827347
"('#chapelle', 'Sur ma foi, ce serait grand dommage Que des gens comme nous prissent un tel parti ! Quel chagrin au Parnasse on en eût ressentit !')","('#lulli', ""C'est ainsi que chez les Grecs.... "")",0.10403263568878174
"('#despreaux', 'Molière a pour nous été sage !')","('#chapelle', 'Oui, et chez les Cannibales on orne les victimes.')",0.0796235129237175
"('#lulli', 'Hé ! Sans lui la musique allait faire naufrage !')","('#mignard', 'Des bouquets !  Madelon parée !  Antoine avec des rubans !  Ah !  Molière, nous ne sommes pas ta dupe.  Molière et Laforest rient.')",0.12750694155693054
"('#la-fontaine', 'Fripon, tu nous aurais quittés dans le chemin.')","('#chapelle', 'Comment !')",0.18009276688098907
"('#chapelle', 'Ne nous pressons pas trop de faire le voyage. ; Remettons le départ, toujours, au lendemain.')","('#lulli', 'Ainh ! ')",0.11804574728012085
"('#lulli', 'Mais sur-tout le trépas mous serait bien précoce, Quand nous sommes tout près de danser à la nôce.')","('#boileau', ""Qu'est-ce donc ?"")",0.22310075163841248
"('#mignard', 'À la noce ? Et de qui ?')","('#mignard', ""La noce d'Antoine et de Madelon. "")",0.5236228108406067
"('#lulli', ""La voyez vous rougir, Notre petite jardinière ? C'est elle qui bientôt, nous donne ce plaisir."")","('#boileau', ""Ouf !  Nous l'avons échappé belle. "")",0.14410236477851868
"('#moliere', ""Il est vrai, mes amis ; au gré de mon désir  La mère d'Isabelle accueillant ma prière,  Vient de combler mes voeux, et veut bien consentir..."")","('#lulli', 'La noce !  Je veux en être le ménétrier.  Il prend le violon.')",0.3395606279373169
"('#isabelle', 'Avec transport je le reçois. Je sens combien ce nom est glorieux pour moi ; Et de le porter je suis fière.')","('#moliere', ""Avouez, Messieurs les esprits forts, que votre frayeur a été complète.  Apprenez une autre fois à vous défier de votre imagination, et croyez que l'homme le plus malheureux tient à ce monde plus qu'il ne pense. "")",0.2799992561340332
"('#despreaux', 'Nous voilà réveillés, et pour toute la nuit ;  Tiens, Molière, à présent, lis-nous ta comédie.')","('#chapelle', ""Plutôt souffrir que de mourir,  C'est la devise des hommes.  Ma foi, comme dit La Fontaine."")",0.24513781070709229
"('#moliere', ""Non, mes amis, non pas à présent, je vous prie ; Allons ce soir nous mettre au lit. Demain vous serez mieux en état de m'entendre. Mais de cette soirée au moins souvenez-vous. Gardez-vous par le vin de vous laisser surprendre, Et de former jamais des projets aussi fous. -"")","('#laforet', ""En comptant les maux de la vie,  Chacun dit : je veux en sortir.  Ce projet insensé s'oublie  Sitôt que s'offre le plaisir.  Tel on voit près de sa maîtresse  Un amant outré de courroux,  Au premier regard de tendresse ;  Rire et tomber à ses genoux.  AIR : Dans un des bosquets de sa mère. (Laborde.) "")",0.4513859748840332
"('#la-fontaine', ""Il est vrai ; c'est une folie Dont peut-être après nous un jour on parlera. Mais voici ce qu'on en dira : Molière avait souffert cruelle maladie ; Heureusement il s'en tira ; Ses meilleurs amis le fêtèrent ; - En le fêtant, ils s'enivrèrent ; L'amitié nous excusera. "")","('#moliere', ""Amis, la véritable gloire  Dépend toujours de l'avenir ;  Pour vivre au temple de mémoire,  Il faut commencer par mourir :  Tout écrivain prétend sans doute  Passer à la postérité ;  Mais, comme vous, chacun redoute  Ce pas vers l'immortalité. "")",0.36365342140197754
"('#la-fontaine', 'Je fais mon compliment à Madame Molière.')","('#lulli', ""Allons, amis, prenons courage,  Et rappelons notre gaîté ?  L'homme joyeux, quand il est sage,  Possède la félicité :  Qu'Epicure soit notre maître ;  Il a dit dans certain endroit :  On est heureux quand on croit l'être,  Et quand on le veut, on le croit."")",0.12564419209957123
