,cubieres-palmezeaux-mort-de-moliere-3a,cubieres-palmezeaux-mort-de-moliere-4a,Cost,Operation Type
211,"('#chapelle', ""C'est moi qui vous ai fait quitter votre régime : Votre femme tantôt me l'a dit aigrement, Et s'il vous arrivait quelque triste accident, On m'en accuserait. Dans sa douleur mortelle, Chacun de vos amis s'en prendrait à Chapelle, Et quoique je ne sois rien moins que médecin, Chacun verrait en moi peut-être un assassin : On dirait hautement, il a tué Molière, Pour l'avoir obligé de vivre à sa manière Chacun me maudirait ; et vous ne voulez pas Qu'ici vous retenant !..."")","('#chapelle', ""C'est moi qui vous ai fait quitter votre régime : Votre femme, tantôt, me l'a dit aigrement ; Et s'il vous arrivait quelque triste accident,  On m'en accuserait. Dans sa douleur mortelle,  Chacun de vos amis s'en prendrait à Chapelle ; Et quoique je ne sois rien moins que médecin,  Chacun me blâmerait ; le monde est si malin ! On dirait hautement : il a tué Molière,  Pour l'avoir obligé de vivre à sa manière. Chacun me maudirait ; et vous ne voulez pas  Qu'ici vous retenant... "")",0.0,Match
212,"('#moliere', ""Eh bien ! Entre mes bras Jetez-vous, mon ami. Si le Ciel l'abandonne, Et s'il meurt aujourd'hui, Molière vous pardonne ; Mais je ne mourrai point. Dissipez votre effroi : Le Ciel n'est point injuste ; il veillera sur moi."")","('#moliere', ""Eh bien ! Entre mes bras  Jetez-vous, mon ami. Si le ciel l'abandonne,  Et s'il meurt aujourd'hui, Molière vous pardonne ;  Mais je ne mourrai point. Dissipez votre effroi :  Le ciel n'est point injuste ; il veillera sur moi. Vous, qui de la raison entendez le langage,  Loin de vouloir l'éteindre, enflammez mon courage ; Je dois, par mes travaux, soutenir mes acteurs, Faire trembler le vice et réformer les mours."")",0.0,Match
213,"('#chapelle', ""Il compte vainement se soustraire à mon zèle. Suivons ses pas, volons où l'amitié m'appelle."")","('#chapelle', ""Quelle verve ! Quel feu presqu'au bord de la tombe. À ses travaux, pourtant, je crains qu'il ne succombe, Je veux, pour son salut, ne rien faire à demi ; Le plus fameux docteur en sait moins qu'un ami."")",1.01,Substitution
214,"('#chapelle', ""Laforêt ! Laforêt ! Où donc est cette fille ? Quel désespoir pour elle et toute la famille ! Entrant sur la scène avec l'air effrayé et appelant."")","('#chapelle', 'Laforêt ! Laforêt ! Où donc est cette fille ?  Quel désespoir pour elle et toute la famille ! ')",0.0,Match
215,"('#laforet', 'Vous avez appelé, je crois.')","('#laforet', 'Vous avez appelé, je crois. ')",0.0,Match
216,"('#chapelle', ""Certainement. Je viens d'être témoin d'un triste événement, Molière était malade, et, malgré nos instances, Il a voulu jouer."")","('#chapelle', ""Certainement.  Je viens d'être témoin d'un triste événement ;  Molière était malade, et malgré nos instances,  Il a voulu jouer. "")",0.0,Match
217,"('#laforet', ""Je sommes dans les transes. Ah ! Monsieur, j'ons bien peur qu'il ne se trouve mal."")","('#laforet', ""Je sommes dans les transes.  Ah ! Monsieur, j'ons bien peur qu'il ne se trouve mal. "")",0.0,Match
218,"('#chapelle', 'Votre crainte est fondée : en ce moment fatal, Il est dans un état !...')","('#chapelle', 'Votre crainte est fondée : en ce moment fatal,  Il est dans un état !... ')",0.0,Match
219,"('#laforet', ""Ah ! Notre pauvre maître ! J'allons le secourir."")","('#laforet', ""Ah ! Notre pauvre maître !  J'allons le secourir. "")",0.0,Match
220,"('#chapelle', 'Il va bientôt paraître. Restez ; il est conduit par sa fille et Baron, Et peut avoir besoin de vous dans la maison.')","('#chapelle', 'Il va bientôt paraître.  Restez ; il est conduit par sa fille et Baron,  Et peut avoir besoin de vous dans la maison. ')",0.0,Match
221,"('#laforet', ""Et d'où vient son désastre ?"")","('#laforet', ""Et d'où vient son désastre ? "")",0.0,Match
222,"('#chapelle', ""À la fin de la pièce, Je l'ai vu pâle et prêt à tomber en faiblesse En prononçant Juro : dès lors il aurait dû De la scène sortir, et laisser suspendu Un divertissement à sa santé funeste ; Mais, malgré ses douleurs, il continue, il reste : Pour cacher sa souffrance au public assemblé, Il redouble d'efforts, et bientôt accablé, Quand la toile est baissée, il chancelle, il succombe : J'accours, et sans vigueur entre mes bras il tombe, En proie à des tourments qu'on ne peut apaiser : Un crachement de sang finit par l'épuiser ; Mais j'entends quelque bruit... En ces lieux on l'amène. Un fauteuil ? Des coussins ?... Comme il marche avec peine ! Laforêt va chercher un fauteuil et des coussins qu'elle place au milieu du théâtre, et durant la scène suivante, elle ne cesse de roder autour de Molière, et d'exprimer par une pantomime naïve et animée la douleur que lui cause son état)."")","('#chapelle', ""À la fin de la pièce,  Je l'ai vu pâle et prêt à tomber en faiblesse  En prononçant Juro : dès lors il aurait dû  De la scène sortir, et laisser suspendu  Un divertissement à sa santé funeste ;  Mais, malgré ses douleurs, il continue, il reste :  Pour cacher sa souffrance au public assemblé,  Il redouble d'efforts, et bientôt accablé,  Quand la toile est baissée, il chancelle, il succombe :  J'accours, et sans vigueur entre mes bras il tombe ;  En proie à des douleurs qu'on ne peut apaiser :  Un crachement de sang finit par l'épuiser. Mais, j'entends quelque bruit... en ces lieux on l'amène.  Un fauteuil ! Des coussins. Comme il marche avec peine !  Laforêt va chercher un fauteuil et des coussins qu'elle place au milieu du théâtre, et durant la scène suivante, elle ne cesse de roder autour de Molière, exprimant par une pantomime naïve et animée la douleur que lui cause son état."")",0.0,Match
223,"('#moliere', ""Ô combien de vos soins je suis reconnaissant ! Ma fille, la douleur, sous son bras tout puissant, Vient de courber ma tête. Un intérêt si tendre, Le plaisir de vous voir, celui de vous entendre, Tout fait rentrer l'espoir dans mon coeur alarmé. Pour vous aimer encor, je me sens ranimé. Mais où donc est Chapelle ? Ah ! pardon, ma paupière Ne peut que par degrés s'ouvrir à la lumière. Pardon, mon cher ami, je ne vous voyais pas... Et ma femme en ces lieux n'a point porté ses pas ? Il l'aperçoit."")","('#moliere', ""Ô combien de vos soins je suis reconnaissant !  Ma fille, la douleur, sous son bras tout-puissant,  Vient de courber ma tête. Un intérêt si tendre,  Le plaisir de vous voir, celui de vous entendre,  Tout fait rentrer l'espoir dans mon coeur alarmé.  Pour vous aimer encore, je me sens ranimé.  Mais où donc est Chapelle ?  Ah ! Pardon, ma paupière Ne peut que par degrés s'ouvrir à la lumière.  Pardon, mon cher ami, je ne vous voyais pas...  Et ma femme, en ces lieux, n'a point porté ses pas ?  Il l'aperçoit."")",0.0,Match
224,"('#chapelle', ""Elle n'est point encor rentrée."")","('#chapelle', ""Elle n'est pas encore rentrée. "")",0.0,Match
225,"('#moliere', ""Ah ! puisse-t-elle Ignorer mes tourments ! Dans l'excès de son zèle Elle m'accablerait de reproches. Je veux Épargner, s'il se peut, des chagrins à tous deux. D'ailleurs mon accident n'a rien que je redoute, Et sur ma guérison je ne suis plus en doute. De vos soins, mes amis, elle sera l'effet. Mais qui frappe si fort ? Vois un peu Laforêt. Oui, j'espère demain remonter sur la scène : Ma force est revenue, et j'ai la tête saine. On heurte à la porte. D'une voix plus forte."")","('#moliere', ""Ah ! Puisse-t-elle  Ignorer mes tourments ! Dans l'excès de son zèle  Elle m'accablerait de reproches. Je veux  Épargner, s'il se peut, des chagrins à tous deux.  D'ailleurs, mon accident n'a rien que je redoute,  Et sur ma guérison je ne suis plus en doute : De vos soins, mes amis, elle sera l'effet. Mais, qui frappe si fort ? Vois un peu, Laforêt.  Oui, j'espère demain remonter sur la scène :  Ma force est revenue, et ma tête est plus saine.  On heurte à la porte. D'une voix plus assurée."")",0.0,Match
226,"('#laforet', 'Laisserez vous entrer le Docteur Mauvilain ?')","('#laforet', 'Laisserez vous entrer le Docteur Mauvillain ? ')",0.0,Match
227,"('#moliere', ""Qu'il entre comme ami, non comme Médecin."")","('#moliere', ""Qu'il entre comme ami, non comme médecin. "")",0.0,Match
228,"('#le-docteur', ""Ma visite n'a pas le bonheur de vous plaire ; Je le soupçonne au moins. À mon art salutaire Molière n'a voulu jamais ajouter foi."")","('#le-docteur', ""Ma visite n'a pas le bonheur de vous plaire ;  Je le soupçonne, au moins. À mon art salutaire  Molière n'a voulu jamais ajouter foi. "")",0.0,Match
229,"('#moliere', ""Le grand art d'Hippocrate est sans pouvoir sur moi, J'en conviens ; mais toujours à l'amitié fidèle, Mon plaisir le plus doux fut de vivre pour elle. Dites moi donc comment vous vous portez."")","('#moliere', ""Le grand art d'Hippocrate est sans pouvoir sur moi,  J'en conviens ; mais toujours à l'amitié fidèle,  Mon plaisir le plus doux fut de vivre pour elle.  Dites moi donc comment vous vous portez. "")",0.0,Match
230,"('#le-docteur', 'Fort bien.')","('#le-docteur', 'Fort bien. ')",0.0,Match
231,"('#moliere', 'Vos enfants, votre femme ?')","('#moliere', 'Vos enfants, votre femme ? ')",0.0,Match
232,"('#le-docteur', 'À merveille : je viens...')","('#le-docteur', ""À merveille : je viens...  Le médecin, pendant cette scène, cherche toujours à tâter le pouls de Molière, et Molière l'esquive toujours."")",1.77,Substitution
233,"('#moliere', 'Vous aviez un procès de grande conséquence. Quand le jugera-t-on ?')","('#moliere', 'Vous aviez un procès de grande conséquence.  Quand le jugera-t-on ? ')",0.0,Match
234,"('#le-docteur', 'La prochaine séance. Il faudrait...')","('#le-docteur', 'La prochaine séance.  Il faudrait...')",0.0,Match
235,"('#moliere', 'Votre fille est aimable. Un époux Lui conviendrait je crois, vous en occupez-vous ?')","('#moliere', 'Votre fille est aimable : un époux  Lui conviendrait, je crois ; vous en occupez-vous ? ')",0.0,Match
236,"('#le-docteur', ""Oui ; mais un autre objet auprès de vous m'attire. Souffrez que mes conseils... Quoi ! je vous vois sourire ! Molière, il n'est plus temps de plaisanter sur nous."")","('#le-docteur', ""Oui ; mais un autre objet auprès de vous m'attire.  Souffrez que mes conseils... Quoi ! Je vous vois sourire !  Molière, il n'est plus temps de plaisanter sur nous."")",0.0,Match
237,"('#moliere', ""Ah ! Nous sommes perdus, s'il se met en courroux. Rien n'est plus dangereux qu'un docteur en colère."")","('#moliere', ""Ah ! Nous sommes perdus, s'il se met en courroux.  Rien n'est plus dangereux qu'un docteur en colère. "")",0.0,Match
238,"('#le-docteur', 'Fort bien ; à mes dépens cherchez à vous distraire. Dans ce joyeux projet je vous ai secondé ; Vous en souvenez-vous ? Par ma science aidé Vous avez employé nos bizarres formules Et des mots qui souvent nous rendent ridicules, Mais vous vous portiez bien, et je vous vois souffrir Raillez-moi donc ; et moi, je viens pour vous guérir.')","('#le-docteur', 'Fort bien ; à mes dépens cherchez à vous distraire ; Dans ce joyeux projet je vous ai secondé ;  Vous en souvenez-vous ? Par ma science aidé  Vous avez employé nos bizarres formules, Et des mots qui souvent nous rendent ridicules : Mais vous vous portiez bien, et je vous vois souffrir ; Raillez-moi donc ; et moi, je viens pour vous guérir. ')",0.0,Match
239,"('#isabelle', 'Son zèle doit vous plaire.')","('#isabelle', 'Son zèle doit vous plaire. ')",0.0,Match
240,"('#moliere', ""Oui, j'aime sa franchise. Me guérir ! Et comment ? Au Docteur."")","('#moliere', ""Oui, j'aime sa franchise.  Me guérir ! Et comment ?  Au docteur."")",0.0,Match
241,"('#le-docteur', 'Il faudrait sans remise Vous saigner, vous purger.')","('#le-docteur', 'Il faudrait, sans remise,  Vous saigner, vous purger. ')",0.0,Match
242,"('#moliere', 'Saignaré, purgaré.')","('#moliere', 'Saignaré, purgaré. ')",0.0,Match
243,"('#le-docteur', 'Prendre au moins un remède.')","('#le-docteur', 'Prendre au moins un remède. ')",0.0,Match
244,"('#moliere', ""Et clistérisaré. À merveille, Docteur ! l'ordonnance est hardie. Est-ce que nous jouons encor la Comédie ? Et faites-vous ici le rôle de Purgon ? Vous y réussirez ; vous prenez son jargon, Et même, en ce moment, vous avez sa figure : Vous la représentez, ma foi ! d'après nature."")","('#moliere', ""Et clistérisaré.  À merveille, docteur ! L'ordonnance est hardie.  Est-ce que nous jouons encore la comédie?  Et faites-vous ici le rôle de Purgon?  Vous y réussirez ; vous prenez son jargon,  Et même, en ce moment, vous avez sa figure :  Vous le représentez, ma foi ! D'après nature. "")",0.0,Match
245,"('#le-docteur', ""Ah ! Quel homme ! Il voit peu son extrême danger. Quel plaisir trouvez-vous à me faire enrager ? Molière, je vous aime, et sur ce qui vous touche Vous essayez en vain de me fermer la bouche. Riez, si vous voulez, encor de mon sermon. La région du foie et celle du poumon Est chez vous attaquée, et j'ai tout lieu de craindre... Haut, avec impatience et le plus vif intérêt."")","('#le-docteur', ""Ah ! Quel homme ! Il voit peu son extrême danger.  Quel plaisir trouvez-vous à me faire enrager ?  Molière, je vous aime, et sur ce qui vous touche, Vous essayez en vain de me fermer la bouche.  Riez si vous voulez encore de mon sermon.  La région du foie et celle du poumon  Est chez vous attaquée, et j'ai tout lieu de craindre... Haut, avec impatience, et le plus vif intérêt."")",0.0,Match
246,"('#moliere', ""Eh bien mon cher Docteur, il n'est plus temps de feindre. Vous savez ce qu'un jour je répondis au Roi Qui me parlait de vous. Je suis de bonne foi, Et, sans y rien changer, je vais vous le redire : Suivez vous ses avis ? Non, répliquai-je, Sire Et je guéris toujours. Je pense qu'aujourd'hui Il en sera de même. Un doux espoir m'a lui Dès que j'ai vu ma fille, Et ce cher camarade S'intéresser à moi. Puis-je être encor malade ? De tout ce qui m'est cher, je me vois entouré. C'est le coeur qui fait vivre, et par lui je vivrai. Montrant Baron."")","('#moliere', ""Eh bien mon cher docteur, il n'est plus temps de feindre.  Vous savez ce qu'un jour je répondis au roi  Qui me parlait de vous. Je suis de bonne foi,  Et, sans y rien changer, je vais vous le redire :  « Suivez vous ses avis? -Non, répliquai-je, sire ; Et je guéris toujours ». Je pense qu'aujourd'hui  Il en sera de même. Un doux espoir m'a lui  Dès que j'ai vu ma fille, et ce cher camarade  S'intéresser à moi. Puis-je être encore malade ?  De tout ce qui m'est cher, je me vois entouré.  C'est le coeur qui fait vivre, et par lui je vivrai.  Montrant Baron."")",0.0,Match
247,"('#le-docteur', 'Je le désire. Au moins daignez, mon cher Molière, Souffrir que je vous fasse encore une prière. Le grand air peut vous nuire : il faudrait promptement Aller vous renfermer dans votre appartement, Et là...')","('#le-docteur', 'Je le désire. Au moins daignez, mon cher Molière,  Souffrir que je vous fasse encore une prière.  Le grand air peut vous nuire : il faudrait promptement  Aller vous renfermer dans votre appartement,  Et là...')",0.0,Match
248,"('#moliere', ""C'est bien parler, et pour le coup je pense Qu'enfin il vous échappe une bonne ordonnance. Conduisez-moi, ma fille, et vous, mon cher Baron, Restez pour recevoir ma femme : il serait bon De lui cacher l'état où son époux se trouve. Malgré son humeur brusque, elle m'aime, et j'éprouve Un chagrin si réel, quand je la vois souffrir, Qu'à ses yeux maintenant je craindrais de m'offrir."")","('#moliere', ""C'est bien parler ; et pour le coup je pense  Qu'enfin il vous échappe une bonne ordonnance.  Conduisez-moi, ma fille ; et vous, mon cher Baron,  Restez pour recevoir ma femme : il serait bon  De lui cacher l'état où son époux se trouve.  Malgré son humeur brusque, elle m'aime, et j'éprouve  Un chagrin si réel, quand je la vois souffrir,  Qu'à ses yeux, maintenant, je craindrais de m'offrir.  Je suis peu loin, je crois, de mon heure dernière ; Imitons le soleil au bout de sa carrière ; Lançons des traits plus vifs : aux pâles envieux Que mon dernier regard fasse baisser les yeux. Molière sort, conduit par sa fille et Chapelle. Le docteur et Laforêt les suivent d'un peu loin."")",0.0,Match
249,"('#baron', 'À vos moindres désirs vous me verrez souscrire.')",,1.0,Insertion
250,"('#chapelle', ""Pour nous, suivons ses pas, et, quoiqu'il puisse dire, Allons lui prodiguer nos utiles secours Et tâchons, malgré lui, de prolonger ses jours. Molière sort conduit par sa fille et Chapelle. Laforêt et le Docteur les suivent d'un peu loin."")",,1.0,Insertion
251,"('#baron', ""Molière jusqu'au bout garde son caractère. Il hait les Médecins, et quand leur ministère Pourrait de ses douleurs alléger le fardeau, Il les plaisante même aux portes du tombeau. Il voit sans s'émouvoir la fin de sa carrière."")","('#baron', ""Molière, jusqu'au bout, garde son caractère : Il hait les médecins ; et quand leur ministère  Pourrait de ses douleurs alléger le fardeau,  Il les plaisante, même aux portes du tombeau.  Il voit sans s'émouvoir la fin de sa carrière. "")",0.0,Match
252,"('#le-domestique', 'Monsieur de Montausier, inquiet sur Molière, Vient ici pour le voir.')","('#le-domestique', 'Monsieur de Montausier, inquiet sur Molière,  Vient ici pour le voir. ')",0.0,Match
253,"('#baron', ""Monsieur de Montausier ! Qu'il sera doux pour moi de le remercier. Il est si vertueux ! Montausier est un homme Tel qu'on en vit jadis aux beaux siècles de Rome."")","('#baron', ""Monsieur de Montausier !  Qu'il sera doux pour moi de le remercier ! C'est un républicain ; lorsqu'il vient au théâtre, C'est pour les vieux romains, dont il est idolâtre ; Ennemi des flatteurs, avec vivacité, À la Cour du monarque il dit la vérité. Ami de tous les arts, au goût toujours fidèle, De talents, de vertus c'est un vivant modèle."")",0.0,Match
254,"('#montausier', ""De Molière toujours j'estimai les talents, Et la plus juste crainte a passé dans mes sens, Lorsqu'une toux funeste, à la fin de son rôle, A failli tout-à-coup lui couper la parole. Comment va-t-il ? Ici, moi-même, exprès je viens Pour le savoir."")","('#montausier', ""De Molière, toujours, j'estimai les talents,  Et la plus juste crainte a passé dans mes sens,  Lorsqu'une toux funeste, à la fin de son rôle,  A failli tout-à-coup lui couper la parole.  Comment va-t-il ? Ici, moi-même, exprès je viens  Pour le savoir. "")",0.0,Match
255,"('#baron', 'Hélas ! Il ne va pas trop bien :')","('#baron', 'Hélas ! Il ne va pas trop bien.')",0.0,Match
256,"('#montausier', ""Tant pis ! Est-ce qu'il est en danger de la vie ?"")","('#montausier', ""Tant pis ! Est-ce qu'il est en danger de la vie ? "")",0.0,Match
257,"('#baron', ""Nous le craignons : sa force est presque anéantie. Heureusement pour lui qu'il ne voit point son mal, Et qu'il marche, en riant, sur l'abîme fatal."")","('#baron', ""Nous le craignons : sa force est presque anéantie.  Heureusement pour lui qu'il ne voit point son mal,  Et qu'il marche, en riant, sur l'abîme fatal. "")",0.0,Match
258,"('#montausier', ""Ce serait pour la France une perte réelle Que la mort de Molière, et ma frayeur est telle, Qu'ici je resterai jusqu'à ce qu'on m'ait dit S'il est mieux ou plus mal."")","('#montausier', ""Ce serait pour la France une perte réelle  Que la mort de Molière, et ma frayeur est telle,  Qu'ici je resterai jusqu'à ce qu'on m'ait dit  S'il est mieux ou plus mal. "")",0.0,Match
259,"('#baron', ""Vous en serez instruit Incessamment, je pense, et de la même crainte Si je ne sentais point aussi mon âme atteinte, J'irais..."")","('#baron', ""Vous en serez instruit  Incessamment, je pense, et de la même crainte  Si je ne sentais point aussi mon âme atteinte,  J'irais..."")",0.0,Match
260,"('#montausier', 'Non, demeurez : respectons les douleurs Du malheureux qui souffre, et cachons-lui nos pleurs.')","('#montausier', 'Non, demeurez : respectons les douleurs  Du malheureux qui souffre, et cachons-lui nos pleurs. ')",0.0,Match
261,"('#baron', 'À quel point votre coeur partage nos alarmes !')","('#baron', 'À quel point votre coeur partage nos alarmes ! ')",0.0,Match
262,"('#montausier', 'Qui plus que le génie aurait droit à mes larmes ?')","('#montausier', 'Qui, plus que le génie, aurait droit à mes larmes ? ')",0.0,Match
263,"('#pirlon', 'Comment se porte-t-il ?')","('#pirlon', 'Comment se porte-t-il ? ')",0.0,Match
264,"('#baron', ""C'est vous, Monsieur Pirlon ! Ciel ! Et que venez-vous faire en cette maison ?"")","('#baron', ""C'est vous, Monsieur Pirlon !  Ciel ! Et que venez-vous faire en cette maison ? "")",0.0,Match
265,"('#pirlon', ""Molière m'a jadis immolé sur la scène ; Je m'en souviens encor ; mais je n'ai point de haine. Dieu veut que l'on pardonne à tous ses ennemis ; Qu'à ses moindres devoirs on se montre soumis, Et je viens pour savoir comment va le cher homme."")","('#pirlon', ""Molière m'a jadis immolé sur la scène ;  Je m'en souviens encore, mais je n'ai point de haine.  Dieu veut que l'on pardonne à tous ses ennemis ;  Qu'à ses moindres devoirs on se montre soumis,  Et je viens pour savoir comment va le cher homme. "")",0.0,Match
266,"('#baron', 'Assez mal.')","('#baron', 'Assez mal. ')",0.0,Match
267,"('#pirlon', ""Ah ! Tant pis ! Ses talents qu'on renomme Et qu'admire sans cesse un monde peu chrétien, Ont pu scandaliser pourtant les gens de bien : Molière a, je l'avoue, un talent agréable, Mais de combien d'erreurs il s'est rendu coupable !"")","('#pirlon', ""Ah ! Tant pis ! Ses talents qu'on renomme, Et qu'admire sans cesse un monde peu chrétien,  Ont pu scandaliser, pourtant, les gens de bien :  Molière a, je l'avoue, un talent agréable,  Mais de combien d'erreurs il s'est rendu coupable ! "")",0.0,Match
268,"('#montausier', 'Quel est cet insensé qui raisonne si mal ?')","('#montausier', 'Quel est cet insensé, qui raisonne si mal !')",0.0,Match
269,"('#baron', ""C'est Tartuffe."")","('#baron', ""C'est Tartuffe. "")",0.0,Match
270,"('#montausier', 'Tartuffe !')","('#montausier', 'Tartuffe !')",0.0,Match
271,"('#baron', 'En propre original.')","('#baron', 'En propre original. ')",0.0,Match
272,"('#montausier', ""Laissez-moi lui parler : laissez-moi le confondre. On devrait vous punir, au lieu de vous répondre. Est ce ainsi que l'on vient insulter un mourant ? Votre discours m'indigne autant qu'il me surprend. À Pirlon."")","('#montausier', ""Laissez-moi lui parler : laissez-moi le confondre.  On devrait vous punir, au lieu de vous répondre.  Est ce ainsi que l'on vient insulter un mourant ?  Votre discours m'indigne, autant qu'il me surprend.  À Pirlon."")",0.0,Match
273,"('#pirlon', 'On reconnaît, Monsieur, que vous êtes du monde, Que sur ses vains plaisirs votre plaisir se fonde Et que la Comédie a pour vous mille appas.')","('#pirlon', 'On reconnaît, monsieur, que vous êtes du monde,  Que sur ses vains plaisirs votre plaisir se fonde ; Et que la comédie a pour vous mille appas. ')",0.0,Match
274,"('#montausier', ""Oui, j'aime le théâtre, et ne m'en cache pas. J'ai toujours honoré la noble poésie, Et l'on sait que je hais surtout l'hypocrisie. Mon nom est Montausier."")","('#montausier', ""Oui, j'aime le théâtre, et ne m'en cache pas.  J'ai toujours honoré la noble poésie ; Et l'on sait que je hais surtout l'hypocrisie.  Mon nom est Montausier. "")",0.0,Match
275,"('#pirlon', ""Monsieur_le_Duc, eh quoi Un homme tel que vous, en faveur près du Roi, Vient chez un comédien dont l'indiscrète audace Mériterait..."")","('#pirlon', ""Monsieur_le_Duc, eh quoi ! Un homme tel que vous, en faveur près du roi,  Vient chez un comédien, dont l'indiscrète audace  Mériterait..."")",0.0,Match
276,"('#montausier', ""Tout doux : expliquons-nous, de grâce, Sans mettre en nos discours de partialité Je chéris les beaux arts moins que la vérité. En quoi donc, s'il vous plaît, Molière est-il coupable ? Et quel crime a commis ce génie admirable ? Serait-ce en vous jouant qu'il a blessé l'honneur. Et lui reprochez-vous son sublime imposteur ? Mais dans le Misanthrope il ma joué moi-même ; On me l'assure au moins, et cependant je l'aime, Autant que je l'estime, et loin de l'accabler, J'ai dit qu'à son héros je voudrais ressembler. Oui, Monsieur, ses talents ont sur moi tant d'empire, Que de moi-même enfin je lui permets de rire, Et s'il peut des humains corriger les travers, Je défendrai toujours et sa prose et ses vers."")","('#montausier', ""Tout doux : expliquons-nous, de grâce,  Sans mettre en nos discours de partialité ; Je chéris les beaux arts moins que la vérité.  En quoi donc, s'il vous plaît, Molière est-il coupable ?  Et quel crime a commis ce génie admirable ?  Serait-ce en vous jouant, qu'il a blessé l'honneur.  Et lui reprochez-vous son sublime Imposteur ? Mais dans le Misanthrope il m'a joué moi-même ;  On me l'assure, au moins, et cependant je l'aime,  Autant que je l'estime, et loin de l'accabler,  J'ai dit qu'à son héros je voudrais ressembler.  Oui, monsieur, ses talents ont sur moi tant d'empire,  Que de moi-même, enfin, je lui permets de rire,  Et s'il peut des humains corriger les travers,  Je défendrai toujours et sa prose et ses vers. "")",0.0,Match
277,"('#pirlon', ""Je suis pour mon prochain tout rempli d'indulgence, Et je crois cependant qu'il n'est personne en France, Qui plus que cet auteur ait offensé le Ciel. Dans mes discours, Monsieur, je ne mets point de fiel."")","('#pirlon', ""Je suis pour mon prochain tout rempli d'indulgence,  Et je crois cependant qu'il n'est personne en France,  Qui plus que cet auteur ait offensé le ciel.  Dans mes discours, monsieur, je ne mets point de fiel. "")",0.0,Match
278,"('#montausier', 'Je le vois.')","('#montausier', 'Je le vois. ')",0.0,Match
279,"('#pirlon', 'Mais je dois dénoncer un coupable On fait aimer le vice en le rendant aimable, Et Molière partout le couronne de fleurs.')","('#pirlon', 'Mais je dois dénoncer un coupable.  On fait aimer le vice, en le rendant aimable ; Et Molière, partout, le couronne de fleurs. ')",0.0,Match
280,"('#montausier', ""J'ai cru qu'il le peignait des plus noires couleurs ; Et de vous le prouver il me serait facile."")","('#montausier', ""J'ai cru qu'il le peignait des plus noires couleurs ;  Et de vous le prouver il me serait facile. "")",0.0,Match
281,"('#pirlon', 'Quoi ! Vous approuveriez les grâces de son style ?')","('#pirlon', 'Quoi ! Vous approuveriez les grâces de son style ? ')",0.0,Match
282,"('#montausier', ""Et pourquoi non, Monsieur ? Est-ce un crime à vos yeux Que d'écrire en vers doux, aisés, harmonieux ?"")","('#montausier', ""Et pourquoi non, monsieur ? Est-ce un crime à vos yeux  Que d'écrire en vers doux, aisés, harmonieux ? "")",0.0,Match
283,"('#pirlon', ""Je ne dis pas cela ; mais ce qu'en lui je blâme, C'est de les employer à décrire la flamme D'un amour tout mondain, et que, dans son courroux, Punit le juste Ciel de notre encens jaloux."")","('#pirlon', ""Je ne dis pas cela ; mais ce qu'en lui je blâme,  C'est de les employer à décrire la flamme  D'un amour tout mondain, et que, dans son courroux,  Punit le juste ciel, de notre encens jaloux. "")",0.0,Match
284,"('#montausier', ""Que vous connaissez mal la divine clémence, Si vous imaginez qu'un tendre amour l'offense ! Nommez, nommez, plutôt la fausse piété, Et l'infâme avarice et l'orgueil indompté, Et l'altier misanthrope et ses humeurs bizarres, Et la présomption de ces tuteurs barbares, Qui pensant que, pour eux, Dieu créa la beauté, La tiennent dans les fers, et dont l'autorité, S'élevant quelquefois jusques à la licence, Pour la première fois fait rougir l'innocence. Voilà, Monsieur, voilà les vices, les erreurs Qui peuvent provoquer les célestes rigueurs ; Voilà ceux que poursuit, que terrasse Molière ! Ces monstres, parmi nous, levaient leur tête altière Au glaive de Thémis tout fiers d'être échappés D'un joyeux anathème il les a tous frappés : Ils ont senti les traits de sa verve féconde, Et, comme un autre Alcide, il a purgé le monde."")","('#montausier', ""Que vous connaissez mal la divine clémence,  Si vous imaginez qu'un tendre amour l'offense !  Nommez, nommez, plutôt, la fausse piété,  Et l'infâme avarice et l'orgueil indompté,  Et l'altier misanthrope et ses humeurs bizarres,  Et la présomption de ces tuteurs barbares,  Qui pensant que pour eux Dieu créa la beauté,  La tiennent dans les fers, et dont l'autorité,  S'élevant quelquefois jusques à la licence,  Pour la première fois fait rougir l'innocence.  Voilà, monsieur, voilà les vices, les erreurs  Qui peuvent provoquer les célestes rigueurs ;  Voilà ceux que poursuit, que terrasse Molière !  Ces monstres, parmi nous, levaient leur tête altière, Au glaive de Thémis, tout fiers d'être échappés  D'un joyeux anathème il les a tous frappés :  Ils ont senti les traits de sa verve féconde,  Et, comme un autre Alcide, il a purgé le monde. "")",0.0,Match
285,"('#pirlon', ""J'ai peine à concevoir ce prodige inouï Et d'un éclat trompeur je vous crois ébloui. Molière, à vous entendre, en attaquant les vies, à tout le genre humain a rendu des services. Je doute cependant qu'il ait un but moral."")","('#pirlon', ""J'ai peine à concevoir ce prodige inouï, Et d'un éclat trompeur je vous crois ébloui.  Molière, à vous entendre, en attaquant les vies,  À tout le genre humain a rendu des services.  Je doute, cependant qu'il ait un but moral. "")",0.0,Match
