,corneillep-andromede,quinault-persee,Cost,Operation Type
199,"('#persee', ""Non, madame : où j'ai tant d'intérêt, Ce n'est pas devant moi qu'il faut faire l'arrêt. L'excès de vos bontés pourrait en ma présence Faire à vos sentiments un peu de violence : Ce bras vainqueur du monstre, et qui vous rend le jour, Pourrait en ma faveur séduire votre amour ; La pitié de mes maux pourrait même surprendre Ce coeur trop généreux pour s'en vouloir défendre ; Et le moyen qu'un coeur ou séduit ou surpris Fût juste en ses faveurs, ou juste en ses mépris ? De tout ce que j'ai fait ne voyez que ma flamme ; De tout ce qu'on vous dit ne croyez que votre âme ; Ne me répondez point, et consultez-la bien ; Faites votre bonheur sans aucun soin du mien : Je lui voudrais du mal s'il retranchait du vôtre, S'il vous pouvait coûter un soupir pour quelque autre, Et si quittant pour moi quelques destins meilleurs, Votre devoir laissait votre tendresse ailleurs. Je vous le dis encore dans ma plus douce attente, Je mourrai trop content si vous vivez contente, Et si l'heur de ma vie ayant sauvé vos jours, La gloire de ma mort assure vos amours. Adieu : je vais attendre ou triomphe ou supplice, L'un comme effet de grâce, et l'autre de justice."")","('#mercure', ""Persée allez, volez où l'amour vous appelle... Gorgones, désormais vous serez sans pouvoir : Ce lieu n'est pas pour vous un séjour assez noir, Venez dans la nuit éternelle. Persée vole, et emporte la tête de Méduse. Les monstres qui s'efforcent de la suivre tombent avec Euryale et Sténone dans les enfers, où Mercure les contraint de descendre."")",0.62,Substitution
200,,"('#euryale #stenone', 'Des gouffres profonds sont ouverts : Ah ! Nous tombons dans les enfers.')",1.0,Deletion
201,,"('#troupe-d-ethiopiens', 'Courons, courons tous admirer Le vainqueur de Méduse.')",1.0,Deletion
202,"('#andromede', ""À ces profonds respects qu'ici vous me rendez Je ne réplique point, vous me le défendez ; Mais quoique votre amour me condamne au silence, Je vous dirai, seigneur, malgré votre défense, Qu'un héros tel que vous ne saurait ignorer Qu'ayant tout mérité, l'on doit tout espérer."")","('#phinee', ""Persée est de retour, chacun court l'honorer ; Et le bonheur public va me désespérer ! Non, non, il n'est plus temps qu'un vain espoir m'abuse."")",0.27,Substitution
203,"('#andromede', ""Nymphes, l'auriez-vous cru, qu'en moins d'une journée J'aimasse de la sorte un autre que Phinée ? Le roi l'a commandé, mais de mon sentiment Je m'offrais en secret à son commandement. Ma flamme impatiente invoquait sa puissance, Et courait au-devant de mon obéissance. Je fais plus : au seul nom de mon premier vainqueur, L'amour à la colère abandonne mon coeur ; Et ce captif rebelle, ayant brisé sa chaîne, Va jusques au dédain, s'il ne passe à la haine. Que direz-vous d'un change et si prompt et si grand, Qui dans ce même coeur moi-même me surprend ?"")","('#seconde-troupe-ethiopiens', 'Courons, courons tous admirer Le vainqueur de Méduse.')",1.27,Substitution
204,"('#aglante', ""Que pour faire un bonheur promis par tant d'oracles, Cette grande journée est celle des miracles, Et qu'il n'est pas aux dieux besoin de plus d'effort À changer votre coeur qu'à changer votre sort. Cet empire absolu qu'ils ont dessus nos âmes éteint comme il leur plaît et rallume nos flammes, Et verse dans nos coeurs, pour se faire obéir, Des principes secrets d'aimer et de haïr. Nous en voyions au vôtre en cette haute estime Que vous nous témoigniez pour ce bras magnanime ; Au défaut de l'amour que Phinée emportait, Il lui donnait dès lors tout ce qui lui restait ; Dès lors ces mêmes dieux, dont l'ordre s'exécute, Le penchaient du côté qu'ils préparaient sa chute, Et cette haute estime attendant ce beau jour N'était qu'un beau degré pour monter à l'amour."")","('#merope', 'Allons en secret soupirer : Non, je ne puis plus me montrer,  Triste comme je suis, interdite et confuse.')",1.33,Substitution
205,"('#cephalie', ""Un digne amour succède à cette haute estime : Si je puis toutefois vous le dire sans crime, C'est hasarder beaucoup que croire entièrement L'impétuosité d'un si prompt changement. Comme pour vous Phinée eut toujours quelques charmes, Peut-être il ne lui faut qu'un soupir et deux larmes Pour dissiper un peu de cette avidité Qui d'un si gros torrent suit la rapidité. Deux amants que sépare une légère offense Rentrent d'un seul coup d'oeil en pleine intelligence. Vous reverrez en lui ce qui le fit aimer, Les mêmes qualités qu'il vous plut estimer..."")","('#troisieme-troupe-d-ethiopiens', 'Courons, courons tous admirer Le vainqueur de Méduse. Les Éthiopiens sortent.')",1.63,Substitution
206,"('#andromede', ""Et j'y verrai de plus cette âme lâche et basse Jusqu'à m'abandonner à toute ma disgrâce ; Cet ingrat trop aimé qui n'osa me sauver, Qui me voyant périr, voulut se conserver, Et crut s'être acquitté devant ce que nous sommes, En querellant les dieux et menaçant les hommes. S'il eût... Mais le voici : voyons si ses discours Rompront de ce torrent ou grossiront le cours."")","('#phinee', ""Nous ressentons mêmes douleurs, Fuyons une foule importune : D'une plainte commune Déplorons nos communs malheurs."")",1.03,Substitution
207,"('#phinee', ""Sur un bruit qui m'étonne, et que je ne puis croire, Madame, mon amour, jaloux de votre gloire, Vient savoir s'il est vrai que vous soyez d'accord, Par un change honteux, de l'arrêt de ma mort. Je ne suis point surpris que le roi, que la reine, Suivent les mouvements d'une faiblesse humaine : Tout ce qui me surprend, ce sont vos volontés. On vous donne à Persée, et vous y consentez ! Et toute votre foi demeure sans défense, Alors que de mon bien on fait sa récompense !"")","('#merope', ""Que l'amour a pour moi de chagrins et d'alarmes. Que Persée à mon coeur coûte de déplaisirs ! Son départ, ses dangers m'ont fait verser des larmes, Et son heureux retour m'arrache des soupirs. Persée est revenu, mais c'est pour Andromède. Pour m'offrir à ses yeux l'ardeur qui me possède M'a fait empresser vainement : Il n'a rien vu que ce qu'il aime ; Il n'a pas daigné même S'apercevoir de mon empressement, Et tous les soins de mon amour extrême N'ont pas été payés d'un regard seulement."")",0.0,Match
208,"('#andromede', ""Oui, j'y consens, Phinée, et j'y dois consentir ; Et quel_que_soit ce bien qu'il a su garantir, Sans vous faire injustice on en fait son salaire, Quand il a fait pour moi ce que vous deviez faire. De quel front osez-vous me nommer votre bien, Vous qu'on a vu tantôt n'y prétendre plus rien ? Quoi ? Vous consentirez qu'un monstre me dévore, Et ce monstre étant mort je suis à vous encore ! Quand je sors de péril vous revenez à moi ! Vous avez de l'amour, et je vous dois ma foi ! C'était de sa fureur qu'il me fallait défendre, Si vous vouliez garder quelque droit d'y prétendre : Ce demi-dieu n'a fait, quoi que vous prétendiez, Que m'arracher au monstre à qui vous me cédiez. Quittez donc cette vaine et téméraire idée ; Ne me demandez plus, quand vous m'avez cédée. Ce doit être pour vous même chose aujourd'hui, Ou de me voir au monstre, ou de me voir à lui."")","('#phinee', ""Que le ciel pour Persée est prodigue en miracles ! Qui n'eût pas cru qu'un monstre furieux M'aurait débarrassé d'un rival odieux. Cependant, malgré mille obstacles, Mon rival est victorieux. Il s'est fait des routes nouvelles : Il a volé pour hâter son retour ; Et Mercure et l'Amour Ont pris soin à l'envi de lui prêter des ailes. Le peuple croit lui tout devoir : On entend de son nom retentir ce rivage, Le roi s'est empressé d'honorer son courage, Chacun jusqu'en ces lieux l'est venu recevoir. Qu'Andromède a paru contente de la voir ! Quel triomphe pour lui ! quel charmant avantage ! Et pour moi quelle rage, Et quel horrible désespoir ! La mer s'irrite, les flots s'élèvent et s'étendent sur le rivage."")",0.18,Substitution
209,"('#phinee', ""Qu'ai-je oublié pour vous de ce que j'ai pu faire ? N'ai-je pas des dieux même attiré la colère ? Lorsque je vis Éole armé pour m'en punir, Fut-il en mon pouvoir de vous mieux retenir ? N'eurent-ils pas besoin d'un éclat de tonnerre, Ses ministres ailés, pour me jeter par terre ? Et voyant mes efforts avorter sans effets, Quels pleurs n'ai-je versés, et quels voeux n'ai-je faits ?"")","('#phinee #merope', ""Les vents impétueux s'échappent de la chaîne Qui le forçait d'être en repos. Une tempête soudaine Soulève les flots... Mer vaste, mer profonde, Dont les flots sont émus par les vents en courroux, Les coeurs amoureux et jaloux Sont plus agites que votre onde ; Les coeurs amoureux et jaloux Sont cent fois plus troublés que vous."")",0.42,Substitution
210,,"('#idas #ethiopiens', 'Ô ciel inexorable ! Ô malheur déplorable !')",1.0,Deletion
211,"('#andromede', ""Vous avez donc pour moi daigné verser des larmes, Lorsque pour me défendre un autre a pris les armes ! Et dedans mon péril vos sentiments ingrats S'amusaient à des voeux quand il fallait des bras !"")","('#phinee #merope', ""Qui pourrait traverses ces trop heureux amants ? D'où naissent vos gémissements ? Aux Éthiopiens."")",0.79,Substitution
212,"('#phinee', ""Que pouvais-je de plus, ayant vu pour Nérée De vingt amants armés la troupe dévorée ? Devais-je encor promettre un succès à ma main, Qu'on voyait au-dessus de tout l'effort humain ? Devais-je me flatter de l'espoir d'un miracle ?"")",,1.0,Insertion
213,"('#andromede', ""Vous deviez l'espérer sur la foi d'un oracle : Le ciel l'avait promis par un arrêt si doux ! Il l'a fait par un autre, et l'aurait fait par vous. Mais quand vous auriez cru votre perte assurée, Du moins ces vingt amants dévorés pour Nérée Vous laissaient un exemple et noble et glorieux, Si vous n'eussiez pas craint de périr à mes yeux. Ils voyaient de leur mort la même certitude ; Mais avec plus d'amour et moins d'ingratitude, Tous voulurent mourir pour leur objet mourant. Que leur amour du vôtre était bien différent ! L'effort de leur courage a produit vos alarmes, Vous a réduit aux voeux, vous a réduit aux larmes ; Et quoique plus heureuse en un semblable sort, Je vois d'un oeil jaloux la gloire de sa mort. Elle avait vingt amants qui voulurent la suivre, Et je n'en avais qu'un, qui m'a voulu survivre. Encore ces vingt amants, qui vous ont alarmé, N'étaient pas tous aimés, et vous étiez aimé : Ils n'avaient la plupart qu'une faible espérance, Et vous aviez, Phinée, une entière assurance ; Vous possédiez mon coeur, vous possédiez ma foi ; N'était-ce point assez pour mourir avec moi ? Pouviez-vous ? ..."")","('#idas', ""L'implacable Junon cause notre infortune ; Elle arme contre nous l'empire de Neptune ; Un monstre en doit sortir, qui viendra dévorer L'innocente Andromède ; Et Thétis et ses soeurs viennent de déclarer Qu'il n'est plus permis d'espérer De voir finir nos maux sans ce cruel remède. Les Tritons ont saisi la princesse à nos yeux ; Et le pouvoir des dieux Nous a rendus tous immobiles. C'est sur ces bords qu'au monstre on la doit exposer. Pour son secours Persée en vain veut tout oser ; Ses efforts seront inutiles : Il faut céder aux dieux ; il faut céder au sort Dont Andromède est poursuivie. Croyait-on voir fini une si belle vie Par une si terrible mort ? Les Éthiopiens se placent sur les rochers qui bordent le rivage."")",0.34,Substitution
214,"('#phinee', ""Ah ! De grâce, imputez-moi, madame, Les crimes les plus noirs dont soit capable une âme ; Mais ne soupçonnez point ce malheureux amant De vous pouvoir jamais survivre un seul moment. J'épargnais à mes yeux un funeste spectacle, Où mes bras impuissants n'avaient pu mettre obstacle, Et tenais ma main prête à servir ma douleur Au moindre et premier bruit qu'eût fait votre malheur."")","('#idas #ethiopiens', 'Ô sort inexorable ! Ô malheur déplorable ! Princesse infortunée, hélas ! Vous méritiez un sort plus favorable ; Vous ne mériteriez pas  Un si cruel trépas... Ô sort inexorable ! Ô malheur Déplorable !')",0.39,Substitution
215,"('#andromede', ""Et vos respects trouvaient une digne matière À me laisser l'honneur de périr la première ! Ah ! C'était à mes yeux qu'il fallait y courir, Si vous aviez pour moi cette ardeur de mourir. Vous ne me deviez pas envier cette joie De voir offrir au monstre une première proie ; Vous m'auriez de la mort adouci les horreurs, Vous m'auriez fait du monstre adorer les fureurs ; Et lui voyant ouvrir ce gouffre épouvantable, Je l'aurais regardé comme un port favorable, Comme un vivant sépulcre où mon coeur amoureux Eût brûlé de rejoindre un amant généreux. J'aurais désavoué la valeur de Persée ; En me sauvant la vie il m'aurait offensée ; Et de ce même bras qu'il m'aurait conservé Je vous immolerais ce qu'il m'aurait sauvé. Ma mort aurait déjà couronné votre perte, Et la bonté du ciel ne l'aurait pas soufferte ; C'est à votre refus que les dieux ont remis En de plus dignes mains ce qu'ils m'avaient promis. Mon coeur eût mieux aimé le tenir de la vôtre ; Mais je vis par un autre, et vivrai pour un autre. Vous n'avez aucun lieu d'en devenir jaloux, Puisque sur ce rocher j'étais morte pour vous. Qui pouvait le souffrir peut me voir sans envie Vivre pour un héros de qui je tiens la vie ; Et quand l'amour encore me parlerait pour lui, Je ne puis disposer des conquêtes d'autrui. Adieu."")","('#phinee', 'Les dieux ont soin de nous venger : Le plaisir que je sens avec peine se cache.')",1.08,Substitution
216,,"('#merope', 'Verrez-vous sans douleur Andromède en danger ?')",1.0,Deletion
217,"('#phinee', ""Vous voulez donc que j'en fasse la mienne, Cruelle, et que ma foi de mon bras vous obtienne ? Eh bien ! Nous l'irons voir, ce bienheureux vainqueur, Qui triomphant d'un monstre, a dompté votre coeur. C'était trop peu pour lui d'une seule victoire, S'il n'eût dedans ce coeur triomphé de ma gloire ! Mais si sa main au monstre arrache un bien si cher, La mienne à son bonheur saura bien l'arracher ; Et vainqueur de tous deux en une seule tête, De ce qui fut mon bien je ferai ma conquête. La force me rendra ce que ne peut l'amour. Allons-y, chers amis, et montrons dès ce jour..."")","('#phinee', ""Est-ce à moi que la mort l'arrache ? C'est à Persée à s'affliger. L'amour meurt dans mon coeur, la rage lui succède ; J'aime mieux voir un monstre affreux Dévorer l'ingrate Andromède, Les appas, les douceurs d'une amour mutuelle, Sont de mon sort fatal les plus terribles coups ; Le fils de Jupiter eût été mon époux ; Ah ! Que ma vie eût été belle ! Dieux ! Qui me destinez une mort si cruelle, etc."")",0.0,Match
218,"('#ammon', ""Seigneur, auparavant d'une âme plus remise Daignez voir le succès d'une telle entreprise. Savez-vous que Persée est fils de Jupiter, Et qu'ainsi vous avez le foudre à redouter ?"")","('#triton', 'Tremblez, superbe reine... Tremblez, mortels audacieux : Que votre orgueil apprenne Combien votre grandeur est vaine, Tremblez, mortels audacieux : Redoutez le courroux des dieux.')",0.19,Substitution
219,,"('#cassiope', 'Ah ! Quelle vengeance inhumaine !')",1.0,Deletion
220,,"('#cephee', 'Andromède !')",1.0,Deletion
221,,"('#cassiope', 'Ma fille !')",1.0,Deletion
222,,"('#andromede', 'Ô cieux !')",1.0,Deletion
223,"('#phinee', ""Je sais que Danaé fut son indigne mère : L'or qui plut dans son sein l'y forma d'adultère ; Mais le pur sang des rois n'est pas moins précieux Ni moins chéri du ciel que les crimes des dieux."")","('#cassiope', ""Que les dieux sont cruels ! Qu'ils sont ingénieux À faire ressentir leur haine !"")",1.35,Substitution
224,,"('#cephee', 'Andromède !')",1.0,Deletion
225,,"('#cassiope', 'Ma fille !')",1.0,Deletion
226,"('#ammon', ""Mais vous ne savez pas, seigneur, que son épée De l'horrible Méduse a la tête coupée, Que sous son bouclier il la porte en tous lieux, Et que c'est fait de vous, s'il en frappe vos yeux."")","('#andromede', 'Ô cieux ! Le monstre paraît.')",1.43,Substitution
227,"('#phinee', ""On dit que ce prodige est pire qu'un tonnerre, Qu'il ne faut que le voir pour n'être plus que pierre, Et que naguère Atlas, qui ne s'en put cacher, À cet aspect fatal devint un grand rocher. Soit une vérité, soit un conte, n'importe ; Si la valeur ne peut, que le nombre l'emporte. Puisque Andromède enfin voulait me voir périr, Ou triompher d'un monstre afin de l'acquérir, Que fière de se voir l'objet de tant d'oracles, Elle veut que pour elle on fasse des miracles, Cette tête est un monstre aussi bien que celui Dont cet heureux rival la délivre aujourd'hui ; Et nous aurons ainsi dans un seul adversaire Et monstres à combattre, et miracles à faire. Peut-être quelques dieux prendront notre parti, Quoique de leur monarque il se dise sorti ; Et Junon pour le moins prendra notre querelle Contre l'amour furtif d'un époux infidèle."")","('#cephee #cassiope #ethiopiens', 'Le monstre approche de ces lieux, Ah, quelle vengeance inhumaine !')",1.02,Substitution
228,,"('#nereides #tritons', 'Tremblez, mortels audacieux, etc.')",1.0,Deletion
229,"('#junon', ""N'en doute point, Phinée, et cesse d'endurer."")","('#andromede', 'Je ne vois point Persée, et je flattais ma peine Du triste espoir de mourir à ses yeux.')",0.91,Substitution
230,"('#phinee', 'Elle-même paraît pour nous en assurer.')","('#cephee #cassiope #ethiopiens', 'Voyez voler ce héros glorieux.')",1.59,Substitution
231,"('#junon', ""Je ne serai pas seule : ainsi que moi Neptune S'intéresse en ton infortune ; Et déjà la noire Alecton, Du fond des enfers déchaînée, A, par les ordres de Pluton, De mille coeurs pour toi la fureur mutinée : Fort de tant de seconds, ose, et sers mon courroux Contre l'indigne sang de mon perfide époux."")","('#cassiope #cephee', ""Ah ! quel effroyable supplice ! Dieux, ô dieux ! quelle cruauté ! Je perds ma fille, hélas ! Le ciel propice Me la donna pour ma félicité, Aujourd'hui le Ciel irrité Veut qu'un monstre me la ravisse. Ciel ! Que j'ai toujours respecté Ne m'avez-vous longtemps conservé la clarté Que pour me faire voir cet affreux sacrifice ? Ah ! Quel effroyable supplice ! Dieux, ô dieux ! Quelle cruauté ! C'est ma funeste vanité, C'est mon crime, grands dieux ! Qu'il faut que l'on punisse. Ma fille n'est pas complice, Et vos foudres vengeurs contre elle ont éclaté ! Dieux ! Pouvez-vous vouloir qu'Andromède périsse ? Sa jeunesse ni sa beauté N'ont-elles rien qui vous fléchisse ? La vertu, l'innocence a-t-elle mérité Les rigueurs de votre justice ?"")",0.12,Substitution
232,"('#phinee', ""Nous te suivons, déesse ; et dessous tes auspices Nous franchirons sans peur les plus noirs précipices. Que craindrons-nous, amis ? Nous avons dieux pour dieux, Oracle pour oracle ; et la faveur des cieux, D'un contre-poids égal dessus nous balancée, N'est pas entièrement du côté de Persée."")","('#cephee', 'Ah ! quel effroyable supplice ! Dieux, ô dieux ! quelle cruauté !')",0.82,Substitution
233,"('#junon', ""Je te le dis encore, ose, et sers mon courroux Contre l'indigne sang de mon perfide époux."")","('#cassiope #cephee', ""Que j'expire en mourant un si funeste crime."")",1.02,Substitution
234,"('#ammon', ""Sous tes commandements nous y courons, déesse, Le coeur plein d'espérance, et l'âme d'allégresse. Allons, seigneur, allons assembler vos amis ; Courons au grand succès qu'elle vous a promis : Aussi bien le roi vient, il faut quitter la place, de peur..."")","('#cassiope', ""Que par pitié j'obtienne une mort légitime. Cruels ! n'attachez pas ma fille à ce rocher, C'est moi qu'il y faut attacher !"")",1.43,Substitution
235,"('#phinee', ""Non, demeurez pour voir ce qui se passe ; Et songez à m'en faire un fidèle rapport, Tandis que je m'apprête à cet illustre effort."")","('#choeur', 'Divinités des Flots, Quel courroux vous anime Contre une innocente victime ?')",1.35,Substitution
236,"('#timante', ""Seigneur, le souvenir des plus âpres supplices, Quand un tel bien les suit, n'a jamais que délices. Si d'un mal sans pareil nous nous vîmes surpris, Nous bénissons le ciel d'un tel mal à ce prix ; Et voyant quel époux il donne à la princesse, La douleur s'en termine en ces chants d'allégresse."")","('#cassiope #cephee', 'Divinités des Flots, Quel courroux vous anime Contre une innocente victime ?')",1.15,Substitution
237,"('#le-choeur', 'Vivez, vivez, heureux amants, Dans les douceurs que l\'amour vous inspire ; Vivez heureux, et vivez si longtemps, Qu\'au bout d\'un siècle entier on puisse encore vous dire : ""Vivez, heureux amants."" Que les plaisirs les plus charmants Fassent les jours d\'une si belle vie ; Qu\'ils soient sans tache, et que tous leurs moments Fassent redire même à la voix de l\'envie : ""Vivez, heureux amants."" Que les peuples les plus puissants Dans nos souhaits à pleins voeux nous secondent ; Qu\'aux dieux pour vous ils prodiguent l\'encens, Et des bouts de la terre à l\'envi nous répondent : ""Vivez, heureux amants.""')","('#choeur', ""C'est notre unique espoir, Faut-il vous l'arracher ? Nos voeux, nos pleurs, nos cris, Rien ne vous peut toucher"")",0.7,Substitution
238,"('#cephee', ""Allons, amis, allons, dans ce comble de joie, Rendre grâces au ciel de l'heur qu'il nous envoie. Allons dedans le temple avec mille voeux De cet illustre hymen achever les beaux noeuds. Allons sacrifier à Jupiter son père, Le prier de souffrir ce que nous pensons faire, Et ne s'offenser pas que ce noble lien Fasse un mélange heureux de son sang et du mien."")","('#cassiope #cephee', ""C'est notre unique espoir, Faut-il vous l'arracher ? Nos voeux, nos pleurs, nos cris, Rien ne vous peut toucher"")",0.81,Substitution
239,"('#cassiope', ""Souffrez qu'auparavant par d'autres sacrifices Nous nous rendions des eaux les déités propices. Neptune est irrité ; les nymphes de la mer Ont de nouveaux sujets encore de s'animer ; Et comme mon orgueil fit naître leur colère, Par mes submissions je dois les satisfaire. Sur leurs sables, témoins de tant de vanités, Je vais sacrifier à leurs divinités ; Et conduisant ma fille à ce même rivage, De ces mêmes beautés leur rendre un plein hommage, Joindre nos voeux au sang des taureaux immolés, Puis nous vous rejoindrons au temple où vous allez."")","('#andromede', ""Dieux ! Qui me destinez une mort si cruelle Hélas ! Pourquoi flattiez-vous  De l'espoir d'un destin si doux ? Vous dont je tiens la vie Et vous peuple fidèle, Jouissez parmi vous d'une paix éternelle, Je vais fléchir les dieux irrités contre vous. Et si ma mère est criminelle, C'est moi qui dois calmer le céleste courroux ! Par le sang que j'ai reçu d'elle, Heureuse de périr pour le salut de tous. Un souvenir charmant qu'en mourant je rappelle. Les appas, les douceurs d'une amour maternelle Sont de mon triste sort les plus terribles coups. Le fils de Jupiter eut été mon époux ! Ah ! Que ma vie eut été belle ! Dieux ! Qui me destinez une mort si cruelle Hélas ! Pourquoi me flattiez-vous De l'espoir d'un destin si doux ? Tremblez ! Superbe Reine. Tremblez ! Mortels audacieux ! Que votre orgueil apprenne Combien votre grandeur est vaine : Tremblez mortels audacieux ! Redoutez le courroux de Dieux"")",0.0,Match
240,"('#persee', ""Souffrez qu'en même temps de ma fière marâtre Je tâche d'apaiser la haine opiniâtre ; Qu'un pareil sacrifice et de semblables voeux Tirent d'elle l'aveu qui peut me rendre heureux. Vous savez que Junon à ce lien préside, Que sans elle l'hymen marche d'un pied timide, Et que sa jalousie aime à persécuter Quiconque ainsi que moi sort de son Jupiter."")","('#choeur-des-tritons', 'Tremblez mortels audacieux ! Redoutez le courroux de Dieux')",0.59,Substitution
241,,"('#cassiope', 'Ah ! Quelle vengeance inhumaine !')",1.0,Deletion
242,,"('#cephee', 'Andromède !')",1.0,Deletion
243,,"('#cassiope', 'Ma fille !')",1.0,Deletion
244,,"('#andromede', 'Ô cieux !')",1.0,Deletion
245,"('#cephee', ""Je suis ravi de voir qu'au milieu de vos flammes De si dignes respects règnent dessus vos âmes. Allez, j'immolerai pour vous à Jupiter, Et je ne vois plus rien enfin à redouter. Des dieux les moins bénins l'éternelle puissance Ne veut de nous qu'amour et que reconnaissance ; Et jamais leur courroux ne montre de rigueurs Que n'abatte aussitôt l'abaissement des coeurs."")","('#cassiope', ""Que les dieux sont cruels ! qu'ils sont ingénieux À faire ressentir leur haine !"")",1.01,Substitution
246,,"('#cephee', 'Andromède !')",1.0,Deletion
247,,"('#cassiope', 'Ma fille !')",1.0,Deletion
248,"('#ammon', ""Vos amis assemblés brûlent tous de vous suivre, Et Junon dans son temple entre vos mains le livre. Ce rival, presque seul au pied de son autel, Semble attendre à genoux l'honneur du coup mortel. Là, comme la déesse agréera la victime, Plus les lieux seront saints, moindre en sera le crime ; Et son aveu changeant de nom à l'attentat, Ce sera sacrifice au lieu d'assassinat."")","('#andromede', 'Ô cieux ! Le monstre paraît.')",1.4,Substitution
249,"('#phinee', ""Que me sert que Junon, que Neptune propice, Que tous les dieux ensemble aiment ce sacrifice, Si la seule déesse à qui je fais des voeux Ne m'en voit que d'un oeil d'autant plus rigoureux, Et si ce coup, sensible au coeur de l'inhumaine, D'un injuste mépris fait une juste haine ? Ami, quelque fureur qui puisse m'agiter, Je cherche à l'acquérir, et non à l'irriter ; Et m'immoler l'objet de sa nouvelle flamme, Ce n'est pas le chemin de rentrer dans son âme."")","('#cephee #cassiope #ethiopiens', 'Le monstre approche de ces lieux, Ah, quelle vengeance inhumaine !')",0.94,Substitution
250,"('#ammon', 'Mais, seigneur, vous touchez à ce moment fatal Qui pour jamais la donne à cet heureux rival. En cette extrémité que prétendez-vous faire ?')","('#nereides #tritons', 'Tremblez, mortels audacieux, etc.')",0.84,Substitution
251,"('#phinee', ""Tout, hormis l'irriter ; tout, hormis lui déplaire : Soupirer à ses pieds, pleurer à ses genoux, Trembler devant sa haine, adorer son courroux."")","('#andromede', ""A s'exposer pour moi c'est en vain qu'il s'obstine. Persée vole, et combat le monstre."")",0.93,Substitution
252,"('#ammon', 'Quittez, quittez, seigneur, un respect si funeste ; Ôtez-vous ce rival, et hasardez le reste : En dût-elle à jamais dédaigner vos soupirs, La vengeance elle seule a de si doux plaisirs...')","('#nereides #tritons', 'Téméraire Persée, arrêtez ; respectez La vengeance divine.')",0.41,Substitution
253,"('#phinee', ""N'en cherchons les douceurs, ami, que les dernières. Rarement un amant les peut goûter entières ; Et quand de sa vengeance elles sont tout le fruit, Ce sont fausses douceurs que l'amertume suit. La mort de son rival, les pleurs de son ingrate, Ont bien je ne sais quoi qui dans l'abord le flatte ; Mais de ce cher objet s'en voyant plus haï, Plus il s'en est flatté, plus il s'en croit trahi. Sous d'éternels regrets son âme est abattue, Et sa propre vengeance incessamment le tue. Ce n'est pas que je veuille enfin la négliger : Si je ne puis fléchir, je cours à me venger ; Mais souffre à mon amour, mais souffre à ma faiblesse Encore un peu d'effort auprès de ma princesse. Un amant véritable espère jusqu'au bout, Tant qu'il voit un moment qui peut lui rendre tout. L'inconstante, peut-être encore toute étonnée, N'était pas bien à soi quand elle s'est donnée ; Et la reconnaissance a fait plus que l'amour En faveur d'une main qui lui rendait le jour. Au sortir du péril, pâle encore et tremblante, L'image de la mort devant les yeux errante, Elle a cru tout devoir à son libérateur ; Mais souvent le devoir ne donne pas le coeur ; Il agit rarement sans un peu d'imposture, Et fait peu de présents dont ce coeur ne murmure. Peut-être, ami, peut-être après ce grand effroi Son amour en secret aura parlé pour moi : Les traits mal effacés de tant d'heureux services, Les douceurs d'un beau feu qui furent ses délices, D'un regret amoureux touchant son souvenir, Auront en ma faveur surpris quelque soupir, Qui s'échappant d'un coeur qu'elle force à ma perte, M'en aura pu laisser la porte encore ouverte. Ah ! Si ce triste hymen se pouvait éloigner !"")","('#cephee #cassiope #ethiopiens', ""Magnanime héros, combattez, remportez Le prix que l'amour vous destine."")",0.82,Substitution
254,,"('#nereides #tritons', 'Le fils de Jupiter brave notre courroux.')",1.0,Deletion
255,"('#ammon', 'Quoi ? Vous voulez encore vous faire dédaigner ? Sous ce honteux espoir votre fureur se dompte ?')","('#tous-ensemble', 'Le monstre expire sous ses coups.')",1.35,Substitution
256,"('#phinee', ""Que veux-tu ? Ne sois point le témoin de ma honte : Andromède revient ; va trouver nos amis, Va préparer leurs bras à ce qu'ils m'ont promis. Ou mes nouveaux respects fléchiront l'inhumaine, Ou ses nouveaux mépris animeront ma haine ; Et tu verras mes feux, changés en juste horreur, Armer mes désespoirs, et hâter ma fureur."")","('#nereide #triton', ""Junon a vainement cherché notre assistance ; Nous nous vantions en vain d'achever sa vengeance. Et Persée a pour lui des dieux plus forts que nous,"")",0.5,Substitution
257,"('#ammon', ""Je vous plains ; mais enfin j'obéis, et vous laisse."")","('#nereides #tritons', ""Descendons sous les ondes : Notre honte se doit cacher ; Allons chercher Des retraites profondes, Descendons sous les ondes. La mer s'apaise ; les flots s'abaissent et se retirent. Les Néréides et les Tritons disparaissent."")",1.71,Substitution
258,,"('#ethiopiens', 'Le monstre est mort ; Persée en est vainqueur ;  Persée est invincible.')",1.0,Deletion
259,"('#phinee', ""Une seconde fois, adorable princesse, Malgré de vos rigueurs l'impérieuse loi..."")","('#cephee #cassiope', ""Quand l'amour anime un grand coeur, Il ne trouve rien d'impossible."")",1.51,Substitution
260,"('#andromede', 'Quoi ? Vous voyez la reine, et vous parlez à moi !')","('#cephee #andromede', 'Ah ! Que votre danger me paraissait terrible !')",1.65,Substitution
