,corneillet-circe,quinault-cadmus-hermione,Cost,Operation Type
474,"('#dorine', ""Tous vos Charmes détruits vous le font trop connaître.  Madame, vous tentez d'inutiles combats ;  Pour triompher de vous, Vénus arme son bras. "")","('#le-choeur', 'Ô Mars ! ô Mars ! ô Mars ! Mars redoutable ! Mars indomptable ! Ô Mars ! ô Mars ! ô Mars !')",1.53,Substitution
475,"('#circe', ""Quoi, le Soleil de qui j'ai reçu l'être,  Lui voit chercher ma honte, et ne l'empêche pas ?  Il peut souffrir... Mais le moment s'approche  Où pour moi sa bonté va peut-être éclater.  Je le vois, c'est lui-même, il le faut écouter.  Le Soleil parait dans son palais. Ce palais est d'or, composé avec des colonnes torses d'or poli, qui sont revêtues de branches de Laurier qui les environnent, de couleur naturelle. Les chapiteaux sont d'or fin ciselé, et les bases des colonnes de même matière, aussi bien que la frise et la corniche. Le corps du massif de ce palais est de pierres précieuses, et tous les piédestaux de marbre blanc, au milieu desquels on voit de gros Rubis. Les panneaux sont enrichis de veines d'or sur un fond de lapis. Au-dessus de la Corniche on voit, dans une espèce de petite Attique d'où naissent les cintres, des lires d'or, avec plusieurs ornements ; et dans le milieu des voûtes sont peints de grands Soleils d'or poli, avec quantités d'autres ornements. L'Optique de ce palais est toute transparente, et jette un éclat qui éblouit. "")",,1.0,Insertion
476,"('#le-soleil', ""Cesse ton injuste reproche,  Ma Fille, tes ennuis ont beau m'inquiéter.  Celui dont tu voudrais me voir punir l'audace,  N(est point sujet à m'en faire raison.  C'est un Dieu, c'est Glaucus, qui du Prince de Thrace  A pris le visage et le nom.  Ainsi ne pouvant rien contre lui par tes Charmes,  Contente-toi du plaisir de le voir  Languir sous les dures alarmes,  Dont l'Amour est suivi quand il est sans espoir. "")","('#le-grand-sacrificateur', ""Qu'on fasse approcher la victime : Puisse-t-elle calmer le courroux qui t'anime, Et n'attirer sur nous que tes doux regards."")",0.23,Substitution
477,"('#dorine', ""Enfin vous n'avez plus à vous faire une honte  Du peu de pouvoir de votre Art.  Si vous cédez, un Dieu seul vous surmonte ;  Et les Dieux ont leurs droits à part. "")","('#le-choeur', 'Ô Mars ! ô Mars ! ô Mars ! Mars redoutable ! Mars indomptable ! Ô Mars ! ô Mars ! ô Mars !')",1.55,Substitution
478,"('#circe', ""Glaucus est Dieu, je le confesse ;  Mais si contre les Dieux mon Art ne peut agir,  Du côté de l'amour, ai-je moins à rougir,  D'avoir montré tant de faiblesse,  Sans pouvoir de Glaucus mériter un soupir ?  C'est là surtout ce qui m'outrage.  La Fille du Soleil tient-elle un rang si bas,  Qu'ayant offert son coeur, elle ne vaille pas  Qu'un Dieu comme Glaucus se fasse un avantage  De soupirer pour ses appas ?  Lui-même qui me traite avec tant d'arrogance,  Qu'était-il qu'un Pêcheur, avant que le Destin  Lui fît des Dieux partager la puissance ?  Ne nous démentons point, et jusques à la fin,  De l'affront qu'on me fait poursuivons la vengeance. "")","('#mars', ""C'est vainement que l'on espère Que d'inutiles voeux apaisent ma colère ; Je ne révoque point mes lois. Si Cadmus veut me satisfaire Qu'il achève, s'il peut, de mériter mon choix ! Un vain respect ne peut me plaire, On ne satisfait Mars que par de grands exploits. Vous, que l'enfer a nourries Venez, cruelles Furies, Venez, brisez l'autel en cent morceaux épars !"")",0.01,Substitution
479,"('#dorine', ""Que pouvez-vous contre l'être Divin ? "")",,1.0,Insertion
480,"('#circe', ""Encor si Galatée, ou quelque Néréide  Avait disposé de son coeur,  Je me plaindrais de mon malheur,  Et du courroux du Ciel qui contre moi décide,  Le rang de ma rivale adoucirait l'aigreur.  Mais que Silla sur moi l'emporte,  Qu'il m'ose de Silla... "")",,1.0,Insertion
481,"('#dorine', ""Madame, je le vois. Calmez l'ennui qui vous transporte,  Et contre une douleur si forte,  De vous-même pour vous daignez prendre la loi. "")",,1.0,Insertion
482,"('#glaucus', ""Le Ciel enfin s'explique, et vous le devez croire,  Madame, contre vous il a donné l'arrêt.  Il veut que ma constance éternise ma gloire,  Et je dois pour Silla vouloir ce qui lui plaît.  J'ai su que dans ce Bois vous l'avez amenée.  Rendez-la moi, de grâce ; et puisque enfin les Dieux  À ma flamme l'ont destinée,  Faites-la paraître à mes yeux. "")","('#le-choeur', ""Ô Mars ! ô Mars ! ô Mars ! Quatre Furies descendent qui brisent l'Autel, et s'envolent ensuite, tenant chacune un tison du sacrifice à la main. Le char de Mars tourne dans un même temps, et l'emporte au fonds du théâtre, où l'on le perd de vue, et tous les sacrificateurs et les assistants se retirent, criant, ô Mars !"")",0.71,Substitution
483,"('#circe', ""Silla n'est plus en ma puissance.  Vénus par les Amours me la vient d'enlever,  Et n'a rien commencé, prenant votre défense,  Qu'elle n'ait dessein d'achever.  Mais un si grand secours n'était point nécessaire.  Vous n'aviez qu'à cesser de vous rendre inconnu.  Il n'est rien qu'aussitôt je n'eusse voulu faire,  Et Glaucus par lui-même aurait tout obtenu. "")","('#cadmus', ""Voici le Champ de Mars, il faut que sans remise J'achève ici mon entreprise ; J'ai les dents du dragon, et je vais les semer."")",1.09,Substitution
484,"('#glaucus', 'Madame. ')",,1.0,Insertion
485,"('#circe', ""Il ne faut point vous cacher davantage,  J'ai su par le Soleil votre déguisement,  Et ne m'étonne plus si j'ai mis en usage  Tout ce qui me devait assurer l'avantage  De vous acquérir pour Amant.  Le malheureux succès d'une flamme si prompte  A causé quelque peine à mon coeur abusé ;  Mais à quelque refus qu'il se soit exposé,  L'amour ne peut faire de honte,  Quand c'est un Dieu qui l'a causé. "")","('#arbas', ""Ce sont des ennemis que vous verrez former : Tant de soldats armés vont naître, Que vous serez d'abord accablé de leurs coups ; Et vous ne songez pas, peut-être, Que vous n'avez ici que moi seul avec vous."")",0.59,Substitution
486,"('#glaucus', ""Vous savez quelles lois le Destin nous impose.  C'est sans nous consulter qu'il dispose de nous,  Et lorsque de l'amour nous ressentons les coups,  La nécessité qui le cause... "")",,1.0,Insertion
487,"('#palemon', ""Venez vite, Seigneur, on a besoin de vous.  D'Amours en l'air environnée,  Silla vient avec eux de descendre au Palais,  Et je crains bien que pour son Hyménée  Votre Amour n'ait formé d'inutiles projets.  Elle a de loin reconnu Mélicerte,  Que deux Amours empêchent d'approcher.  Ravis de se revoir, ils n'ont pu se cacher  Le vif excès de joie où leur âme est ouverte.  Voilà ce qui m'a fait en hâte vous chercher. "")",,1.0,Insertion
488,"('#glaucus', ""Quoi, les Amours qui pour moi s'intéressent,  Ne lui peuvent changer le coeur,  Et toujours avec même ardeur  Ses voeux pour mon rival s'empressent ? "")",,1.0,Insertion
489,"('#circe', ""C'est ainsi qu'en suivant un transport amoureux,  On a peu de douceurs qui ne soient inquiètes.  Un rival vous alarme, et tout Dieu que vous êtes, Sans moi vous aurez peine à devenir heureux.  Pour me venger du faux mystère  Qui m'a fait si longtemps méconnaître Glaucus,  J'aurais sujet dans ma juste colère  De vous abandonner aux soupirs superflus  Où vous réduit l'impuissance de plaire ;  Mais je suis bonne, allez, je ne m'en souviens plus,  Et ferai tout ce qu'il faut faire"")","('#cadmus', ""Je ne veux exposer personne Au péril où je m'abandonne ; Je dois combattre seul, et ne retiens que toi : Tu connais mon amour, je suis sûr de ta foi, Je veux bien que tu sois le dernier qui me quitte."")",0.35,Substitution
490,"('#glaucus', ""Vous vous rendez enfin, et je puis espérer  Que Silla de ma flamme acceptera l'hommage ? "")","('#arbas', ""Seigneur, vous m'honnorez plus que je ne mérite :"")",0.73,Substitution
491,"('#circe', ""Il suffit que pour vous j'ose me déclarer.  Laissez-moi seule ici ; j'ai pour ce grand ouvrage  Quelques Herbes à préparer,  Dont la recherche à vous quitter m'engage. "")",,1.0,Insertion
492,"('#glaucus', 'Madame... ')",,1.0,Insertion
493,"('#circe', ""J'agirai pour vous sans différer.  Ne demandez rien davantage. "")",,1.0,Insertion
494,"('#dorine', ""Il s'en va tout rempli de l'espoir d'être aimé. "")",,1.0,Insertion
495,"('#circe', 'Je viens de le promette, il le sera sans doute. ')",,1.0,Insertion
496,"('#dorine', ""D'une telle promesse il doit être charmé,  Mais, Madame, je la redoute.  Un violent courroux n'est point si tôt calmé,  Et qui court où l'entraîne un transport enflammé,  Change malaisément de route. "")",,1.0,Insertion
497,"('#circe', ""Moi changer ! Non, Dorine, à l'affront qu'il m'a fait  Je dois pour m'en venger une fureur extrême,  Dont tu verras bientôt l'effet.  Glaucus ne peut rien souffrir par lui-même,  Je veux à ce défaut qu'il souffre en ce qu'il aime ;  Et je n'aurais qu'un plaisir imparfait,  Si l'amour que Silla lui va faire paraître  N'augmentait pas le désespoir  Que dans son coeur doit faire naître  L'état épouvantable où je la ferai voir. "")","('#cadmus', ""Si je ne fais qu'un vain effort, Accompli ce que je t'ordonne : Sitôt que tu sauras ma mort, Hâtes-toi de voir Hermione : Va, porte-lui mes derniers voeux. Qu'elle vive, il suffit de plaindre un malheureux : Qu'elle ait soin de garder le souvenir fidèle D'une flamme si belle ; C'est l'unique prix que je veux De ce que j'aurai fait pour elle. Je ne prétends plus t'arrêter. Laisse-moi."")",0.0,Match
498,"('#dorine', 'Vous puniriez Silla ? Sa mort pourrait vous plaire ?  Quel crime a-t-elle fait, et quelle dure loi  Autorise contre elle un arrêt si sévère ? ')","('#arbas', 'Faut-il vous quitter ?')",1.34,Substitution
499,"('#circe', ""Elle s'est fait aimer, et je ne l'ai pu faire.  N'est-ce pas un crime envers moi  Digne de toute colère ? "")",,1.0,Insertion
500,"('#dorine', 'Mais, Madame, songez... ')",,1.0,Insertion
501,"('#circe', ""Viens, c'est trop écouter.  La vengeance où l'honneur engage  Est un torrent dont le ravage  Redouble d'autant plus qu'on cherche à l'arrêter. "")",,1.0,Insertion
502,"('#silla', ""Où donc est le Prince de Thrace ?  Plus sans le voir je passe de moments,  Plus mon impatience a pour moi de tourments ;  Dans mille vains soucis mon esprit s'embarrasse,  Et de ces lieux, quoique charmants Il semble que sans lui tout l'ornement s'efface. "")",,1.0,Insertion
503,"('#florise', ""Ravi de voir enfin par un heureux retour  Votre coeur à ses voeux sensible,  Circé l'autorisant, il veut dans ce grand jour  Avec tout l'appareil possible  De sa félicité rendre grâce à l'Amour.  La pompe qu'il prépare à quelque ordre l'oblige,  Qui l'a forcé de vous quitter. "")",,1.0,Insertion
504,"('#silla', ""Je le sais, mais de lui quelques soins qu'elle exige,  Il s'y devrait moins arrêter. "")","('#cadmus', 'Je le veux : obéis.')",0.91,Substitution
505,"('#florise', ""Vous le verrez bientôt, mais craignez Mélicerte.  Son rival préféré l'a mis au désespoir.  Il se plaint, il murmure, et surpris de vous voir... "")",,1.0,Insertion
506,"('#silla', 'Si par là de mon coeur il répare la perte,  Les plaintes sont en son pouvoir. ')",,1.0,Insertion
507,"('#florise', ""Quoi, l'amour sans regret souffre ainsi qu'on se quitte ? "")",,1.0,Insertion
508,"('#silla', ""Mais peut-on être juste, et voir d'un oeil égal  Le fort et le faible mérite ?  Regardons Mélicerte auprès de son rival.  La différence est-elle si petite,  Que ce soit m'y connaître mal,  Qu'écouter contre lui ce qui me sollicite ?  Oui, sans doute, et mon coeur y doit prendre intérêt.  Ce rival n'est que trop digne qu'on le préfère ;  Une noble fierté fait briller ce qu'il est,  Et sur son front est peint le caractère... "")",,1.0,Insertion
509,"('#asterie', ""Enfin, Madame, il suffit qu'il vous plaît,  C'est tout en amour que de plaire. "")",,1.0,Insertion
510,"('#silla', ""Quand par accueil obligeant  Mon coeur pour lui s'est fait connaître,  Quelle joie à vos yeux n'a-t-il pas fait paraître ?  Que ne m'a-t-il point dit de flatteur, d'engageant ?  J'ai dû, j'ai dû me rendre, et toute autre en ma place  Dès l'abord l'aurait préféré.  Il ne s'est pas encor tout à fait déclaré,  Mais si j'en crois l'image qu'il me trace  Du bonheur qui m'est préparé,  Un plus haut rang par lui m'est assuré,  Que celui de Reine de Thrace.  Vous l'avez entendu toutes deux ? "")",,1.0,Insertion
511,"('#florise', ""Il est vrai ;  Et ce qui me ferait soupçonner quelque chose,  C'est que des Amours il dispose.  De son pouvoir sur eux vous avez fait l'essai. "")","('#arbas', 'Ah ! Quelle violence, Seigneur exigez-vous de mon obéissance.')",0.78,Substitution
512,"('#asterie', ""Vénus toujours un peu coquette  Ne pourrait-elle pas avoir aimé sans bruit,  Et fait quelque intrigue secrète  Dont il aurait été le fruit ?  Ce qu'il a fait ici, sent bien son parentage  Avecque la Divinité. "")",,1.0,Insertion
513,"('#silla', ""Je ne pénètre point dans cette obscurité.  Il m'aime, c'est assez ; après cet avantage  Rien ne saurait manquer à ma félicité. "")",,1.0,Insertion
514,"('#asterie', ""Reposez-vous sur moi ; je saurai le mystère,  S'il est du mystère à savoir.  De ses secrets certain Dépositaire  Sur qui mes yeux ont tout pouvoir,  Pour peu que je le presse, aura peine à se taire.  Mais vers vous Mélicerte.... "")","('#l-amour', ""Cadmus reçoit le don que je viens t'apporter ! C'est l'ouvrage du Dieu qui forge le tonnerre ; Ne manque pas de le jeter ; Il faut faire voir en ce jour Ce que peut un grand coeur secondé par l'Amour. Achève le dessein où mon ardeur t'engage."")",0.39,Substitution
515,"('#silla', ""Ah Dieux !  Quel malheur ici me l'envoie ? "")",,1.0,Insertion
516,"('#melicerte', ""Ma présence ne peut que déplaire en ces lieux,  Madame, et je vois trop que m'offrir à vos yeux,  C'est venir troubler votre joie. "")",,1.0,Insertion
517,"('#silla', ""Si vous le connaissez, vous pouvez m'épargner  Ce qu'un fâcheux Objet cause d'impatience. "")","('#cadmus', 'Je te vais obéir dans tarder davantage.')",0.66,Substitution
518,"('#melicerte', 'Quoi, jusque-là me dédaigner !  De mon fidèle amour est-ce la récompense ?  Après avoir pour vous si longtemps soupiré,  Après... ')",,1.0,Insertion
519,"('#silla', ""Finissons là, de grâce.  Quand vous aurez bien murmuré  De voir un rival préféré,  Les choses ne sont pas pour prendre une autre face.  Si pour vous un autrefois mon coeur s'est déclaré,  Ce coeur sent aujourd'hui qu'un autre vous efface,  Et ce trouve contraint, quoi qu'il vous ait juré,  À donner au Prince de Thrace  Ce qui vous semblait assuré ? "")","('#l-amour #cadmus', ""Il faut faire voir en ce jour Ce que peut un grand coeur secondé par l'Amour. L'Amour s'envole, et Cadmus sème les dents du Dragon, dont la terre produit des soldats armés qui se préparent d'abord à tourner leurs armes contre Cadmus, mais il jette au milieu d'eux une manière de grenade, que l'Amour lui a apporté, qui se brise en plusieurs éclats, et qui inspire aux combattants une fureur qui les oblige à combattre les uns contre les autres, et à s'entregorger eux-mêmes. Huit soldats armés nés de la Terre. Les cinq derniers qui demeurent vivants, viennent apporter leurs armes aux pieds de Cadmus. "")",0.74,Substitution
520,"('#melicerte', ""Quel aveu ! Quoi, Madame, il se peut que vous-même  Vous m'osiez prononcer l'arrêt de mon trépas ;  Et malgré mon amour extrême,  La honte de changer a pour vous tant d'appas,  Que vous la regardez comme un bonheur suprême  Qui remplit tous vos voeux ? Hélas !  Quand malgré les Amours dont l'injuste puissance  M'empêchait de vous approcher,  Vous m'assuriez tantôt d'une entière constance,  Ce rival qui vous est si cher  Méritait-il la préférence,  Lui qui jamais n'avait su vous toucher ? "")","('#echion', 'Arrêtons un transport funeste ; Pourquoi nous immoler en naissant dans ces lieux ? Réservons le sang qui nous reste, Pour servir un héros favorisé des Dieux.')",0.56,Substitution
521,"('#silla', ""Les amours l'ont cru nécessaire ;  Et si mon coeur change de voeux,  Ce changement n'arrive que par eux,  Leur conseil m'autorise à ce que j'ose faire.  Ils m'ont fait voir votre rival  Toujours ferme, toujours glorieux de ses peines,  Tandis que refroidi, lâche, faible, inégal,  Par un éloignement fatal  Vous cherchiez à briser mes chaînes.  Ils m'ont fait voir... Mais pourquoi m'excuser ?  Je ne vous blâme point d'avoir fui ma présence.  Vous avez au dégoût qu'elle a pu vous causer  Cherché remède par l'absence ;  C'est ainsi qu'il en faut user.  Nous n'avons point un coeur pour le tyranniser,  Et, rien n'est tant à nous que notre complaisance. "")","('#cadmus', ""Allez : que dans ces murs chacun de vous s'empresse De rendre hommage à la princesse Qui doit donner ici des ordres absolus ; Vos premiers respects lui sont dûs, Je vous suivrai de près, c'est ma plus douce envie. Cherchons nos tiriens, ils tremblent pour ma vie.  Allons les rassurer, voyons de toutes parts. Les combattants obéissent à Cadmus qui demeure pour chercher et pour rassembler les tyriens. "")",0.16,Substitution
522,"('#melicerte', ""Ah, ne vous armez point de ces fausses raisons  Pour tâcher à rendre plausible  La plus noire des trahisons.  Jamais autre que vous ne m'a trouvé sensible,  Et malgré votre éloignement  J'ai fait gloire toujours du nom de votre Amant.  Mais croyez-moi, Madame, il entre ici du Charme ;  On contraint vos désirs, je le connais trop bien.  Si jamais votre amour fut satisfait du mien,  Daignez craindre ce qui m'alarme,  Et pour vous et pour moi ne précipitez rien. "")","('#le-geant', ""Non, ce n'est point assez d'avoir satisfait Mars : Tu vois un ennemi qu'il faut encore abbattre, Au lieu de triompher recommence à combattre."")",0.79,Substitution
523,,"('#cadmus', 'Combattons.')",1.0,Deletion
524,"('#silla', ""Le charme est grand, je le confesse,  Puisqu'en votre rival il m'a fait découvrir  Tout ce qui peut mériter ma tendresse.  Mais adieu, ce discours vous blesse,  Et c'est trop vous faire souffrir. "")","('#le-geant', ""J'ai pitié du péril que tu cours : Il m'est honteux de vaincre avec tant d'avantage, Va, fuir, et cède moi l'objet de nos amours. Tu n'auras plus de Dieux qui défendent tes jours."")",0.36,Substitution
525,"('#silla', 'Où pourrai-je trouver ton Maître ? ')","('#cadmus', ""Les dieux m'ont donné du courgae, Et c'est un assez grand secours."")",1.61,Substitution
526,"('#palemon', ""Circé qui l'entretient, l'arrête en ce Jardin  D'où vous voyez la Mer paraître.  Silla sort. "")","('#le-geant', ""Voyons s'il n'est rien qui t'étonne."")",1.54,Substitution
527,"('#melicerte', ""Je vous suivrai partout, et jusques à la fin  J'approfondirai mon Destin,  Quelque rigoureux qu'il puisse être.  Mélicerte sort. "")","('#le-geant', ""Qu'on vienne à moi, qu'on l'environne ! Qu'on le perce de tous côtés !"")",0.77,Substitution
528,"('#florise', ""Je plains le malheur qui le suit.  Quand l'Anneau de Circé le rend à ce qu'il aime,  Il trouve que pour lui Silla n'est plus la même,  Et qu'en son coeur l'absence l'a détruit.  Insensible aux ennuis que traîne sa disgrâce,  Elle ferme les yeux... "")","('#pallas', 'Cadmus fermez les yeux. Perfides arrêtez. Pallas découvre son bouclier et le présente aux yeux des quatre géants, qui demeurent immobiles et deviennent dans un instant quatre statues de pierre.')",1.51,Substitution
529,"('#asterie', ""N'a-t-elle pas raison ?  Nommez son changement parjure, trahison,  Quand le coeur n'en dit plus, que voulez-vous qu'on fasse ?  Comme on ne doit chercher que la joie en aimant,  Tant qu'on s'en trouve bien, j'approuve que l'on aime  Avec l'entier attachement  Que demande un amour extrême ;  Mais pour ne pas vouloir chagriner un Amant,  Quand on ne sent plus rien, s'obstiner fortement  À se faire enrager soi-même !  Il faut avoir perdu le jugement. "")",,1.0,Insertion
530,"('#palemon', ""C'est bien dit, la constance est d'une âme grossière  Qui voudrait du vieux temps ramener les vertus.  Mais Circé, qu'est-ce ? A-t-elle emporté le dessus,  Elle qui faisait tant la fière ? "")",,1.0,Insertion
531,"('#asterie', ""À dire vrai, je ne m'y connais plus. "")",,1.0,Insertion
532,"('#palemon', ""Rien n'est si dangereux qu'une jeune Sorcière  Qui comme toi sait l'art de vaincre les refus.  L'entreprise en est meurtrière ;  Mais craindre des Herbes, abus. "")","('#pallas', 'Vois, Cadmus, vois quel supplice A puni leur injustice.')",0.89,Substitution
533,"('#florise', ""Vous n'en parlez ainsi que sur la confiance  D'un suprême pouvoir qui nous est inconnu.  Depuis qu'en ce Palais votre Maître est venu,  Circé de ce qu'elle est n'a plus que l'apparence,  Et son Art, dont cent fois elle a tout obtenu,  Semble réduit à l'impuissance. "")",,1.0,Insertion
534,"('#palemon', ""Nous sommes gens, s'il faut ne cacher rien,  Fort sûrs partout de la victoire.  Mon Maître... Sur sa mine on a peine à le croire ;  C'est le plus grand Magicien  Dont jamais on ait eu mémoire,  Et pour peu que tu fisses gloire  De me vouloir un peu de bien,  Je t'en dirais toute l'histoire"")","('#cadmus', 'Que vois-je ! Les géants armés Ne sont plus des corps animés.')",1.44,Substitution
535,"('#florise', ""L'honneur défend que j'aime, il n'y faut point songer.  Toute intrigue m'effraie, et j'ignore... "")",,1.0,Insertion
536,"('#asterie', ""Courage.  À te donner leçon je veux bien m'engager.  Il ne t'en coûtera qu'un droit d'apprentissage  Qui te paraîtra si léger,  Que tu croiras me devoir davantage.  Malgré ton point d'honneur, tu n'es pas si sauvage.  Qu'à n'être plus farouche on ne pût t'obliger. "")",,1.0,Insertion
537,"('#florise', ""Sans perdre temps à m'entreprendre,  Si vous avez des douceurs à conter,  Ma Compagne est toujours en humeur d'écouter,  Et saura mieux que moi..."")","('#pallas', ""Je t'ai promis mon assistance, Je vais te préparer un superbe Palais : Je veux joindre aux douceurs d'un hymen plein d'attraits, L'éclat, et la magnificence. Goûte en paix un sort glorieux. Va, n'écoute plus rien que l'amour qui t'anime ; Hermione vient dans ces lieux."")",0.44,Substitution
538,"('#asterie', ""Pourquoi vous en défendre ?  Est-ce que vous craignez d'avoir l'âme si tendre,  Que vous ne puissiez résister"")","('#cadmus', ""Par quel remerciement faut-il que je m'exprime ?"")",1.51,Substitution
539,"('#florise', ""Mais c'est vous faire tort... "")",,1.0,Insertion
540,"('#asterie', ""Tort, ou non, sans querelle.  Si j'étais ce qu'il est, je serais de son goût.  Pour un coeur que l'amour au vrai triomphe appelle,  Une Prude adoucie est un friand ragoût,  Et je vous en voudrais plutôt qu'à la plus belle. "")","('#pallas', ""Protéger la vertu d'un prince magnanime, C'est le plus doux emploi des Dieux."")",0.71,Substitution
541,"('#florise', ""Si je n'ai pas ce vif éclat  Dont votre jeunesse vous flatte,  Qu'il nous juge, et qu'il dise..."")",,1.0,Insertion
542,"('#palemon', ""Entre vous le débat.  La question est délicate,  Et c'est plus que vuider une affaire d'État. "")",,1.0,Insertion
543,"('#asterie', ""Fais-nous donc part de ta magie,  Et nous dis d'où ton maître en a pu tant savoir. "")","('#cadmus', 'Ma princesse !')",1.44,Substitution
544,"('#palemon', ""Si de le révéler j'avais fait folie,  Jamais il ne me voudrait voir.  J'ai la langue liée. "")",,1.0,Insertion
545,"('#asterie', ""Attends, j'ai tout pouvoir.  Il faut que je te la délie.  Viens ça. "")",,1.0,Insertion
546,"('#palemon', 'Non. ')","('#hermione', 'Cadmus !')",0.0,Match
547,"('#asterie', ""Viens, ou crains. Je puis quand il me plaît  À tout mutin faire connaître,  Qu'en ce que je souhaite on doit prendre intérêt. "")","('#cadmus', 'Quel bonheur !')",1.34,Substitution
548,"('#palemon', ""Adieu, je vais trouver mon Maître :  Juge par là de ce qu'il est.  Palémon s'élève en l'air tout_à_coup, et s'envole. "")","('#hermione', 'Quelle gloire !')",1.09,Substitution
549,"('#florise', ""Qu'en pensez-vous, ma soeur ? "")",,1.0,Insertion
550,"('#asterie', ""Je n'en fais aucun doute,  Voici de la divinité.  Avec tant de légèreté  Prendre par l'air ainsi sa route,  C'est l'effet d'un pouvoir qui n'est point limité. "")","('#cadmus', 'Je vous vois libre enfin !')",1.07,Substitution
551,"('#asterie', 'Ah, ma Soeur, savez-vous quelle est notre surprise ?')","('#hermione', 'Je vous revois vainqueur ?')",1.58,Substitution
552,"('#dorine', ""J'en viens de voir assez pour me l'imaginer ; Mais apprenez qu'un Dieu parmi nous se déguise, Et cessez de vous étonner. Celui qui passe ici pour le Prince de Thrace, C'est Glaucus, à qui dans sa Cour Parmi les Dieux Marins Neptune a donné place. Vous connaissez l'objet de son amour, Vous en a-t-on appris la funeste disgrâce."")",,1.0,Insertion
553,"('#florise', ""Quoi, qu'est-il arrivé ?"")",,1.0,Insertion
554,"('#dorine', ""J'en tremble encor d'horreur. Par un supplice épouvantable Silla vient d'éprouver tout ce qu'en sa fureur L'Amour qu'on brave trop, a de plus redoutable. Glaucus dans le Jardin rendait grâce à Circé, D'avoir fait que pour lui Silla devînt sensible, Quand vers eux d'un pas empressé, Avecque cette Nymphe autrefois inflexible, Mélicerte s'est avancé. Sur Glaucus, dont Silla reçoit d'abord l'hommage, Il jette un regard furieux, Et tout rempli de la secrète rage De les voir à l'envi l'un et l'autre à ses yeux Se donner de leur flamme un tendre témoignage, Il s'emporte, il menace, il accuse les Dieux, Et demandant raison de cet outrage. Rejette sur Circé le changement fatal Qui fait triompher son rival. Circé ne fait sur lui qu'étendre sa baguette, Il devient Arbre au même instant. Dans le tronc qui l'enferme il murmure, on l'entend. Silla voit le prodige, et tremblante, inquiète, Semble prévoir le malheur qui l'attend. Circé, pour apaiser ce qu'elle prend d'alarmes, Lui fait connaître un Dieu caché dans son Amant, Et par un prompt éloignement ; La laisse en liberté de goûter tous les charmes, Que doit avoir pour elle un si doux changement. Témoin du tendre amour qui possédait leurs âmes, Des rigueurs de Circé je murmurais tout bas, De n'être favorable à de si belles flammes, Que pour livrer Glaucus à de plus durs combats, Quand tout_à_coup... Hélas ! Comment vous dire Ce que j'ai peine encor moi-même à concevoir ? Une Source s'élève, et l'eau qu'elle fait choir Ayant enveloppé Silla qui se retire, À Glaucus, comme à moi, la rend hideuse à voir, Ce n'est plus cette Nymphe aimable Sur qui le Ciel versa les plus riches trésors. Des Monstres par ce Charme attachés à son corps ; Font de leurs cris affreux un mélange effroyable, Dont l'horreur à Silla tient lieu de mille morts Elle s'en désespère, et sa disgrâce est telle, Qu'en vain Glaucus s'efforce à lui prêter secours ; Le Charme a commencé de faire effet sur elle, Il n'en peut plus rompre le cours. Il se plaint, il s'afflige, et si de sa vengeance Circé voulait le rendre elle-même témoin, Sans doute elle aurait peine en ce pressant besoin À ne pas... Mais vers nous je la vois qui s'avance."")",,1.0,Insertion
555,"('#circe', ""Laissez-nous l'une et l'autre. Et bien, Dorine, enfin Ai-je assez rétabli ma gloire ?"")",,1.0,Insertion
556,"('#dorine', ""Triompher du pouvoir Divin, C'est emporter la plus haute victoire. Mais, Madame, Silla..."")","('#hermione', 'Quelle favorable victoire !')",0.82,Substitution
557,"('#circe', 'Quoi, Silla ?')",,1.0,Insertion
558,"('#dorine', 'Dois-je croire Que vous ne plaignez pas son malheureux destin ?')",,1.0,Insertion
559,"('#circe', ""Elle méritait peu ce que j'ai fait contre elle ; Mais lorsque l'on se venge on n'examine rien, Et fût la peine encor mille fois plus cruelle, Je doute que son coeur souffre autant que le mien. Pour haïr, oublier un Ingrat qui m'outrage, J'ai beau de ses dédains me peindre la fierté ; J'ai beau m'en faire une honteuse image ; Malgré toute l'indignité Des refus où pour moi ma Rivale l'engage, Mon coeur est plus à lui qu'il n'a jamais été. Je te l'ai déjà dit, Vénus sur moi se venge De ses feux pour mon Père autrefois découverts, Et puisque sous ses lois l'Amour exprès me range, Plus d'espoir que mon destin ne change, Sans cesse malgré moi je traînerai mes fers. Tout ce que je puis faire en l'état déplorable Où me réduit un feu dont j'ai trop cru l'appas, C'est ce cacher si bien le tourment qui m'accable Que Glaucus n'en jouisse pas. Le voici qui vers moi précipite ses pas Voyons de quoi sa douleur est capable."")","('#hermione', ""Qu'elle a coûté cher à mon coeur !"")",1.19,Substitution
560,"('#glaucus', ""Venez, venez, Barbare, il manque à vos fureurs, Pour goûter pleinement votre lâche vengeance D'offrir à vos regards les indignes horreurs Qui confondent mon espérance. Hélas ! C'est donc ainsi que l'orage est calmé ? Silla dont vous deviez m'assurer la tendresse, Silla dont à mon coeur charmé Vous promettiez..."")","('#cadmus', ""Que c'est un charmant avantage Que de pouvoir sauver d'un cruel esclavage La beauté dont on est charmé !"")",0.74,Substitution
561,"('#circe', ""L'effet a suivi ma promesse. Si vous aimez Silla, n'êtes-vous pas aimé ?"")",,1.0,Insertion
