,dancourt-desolation-des-joueuses,dancourt-femme-d-intrigues,Cost,Operation Type
793,,"('#monsieur-dubois', 'Que je suis à plaindre !')",1.0,Deletion
794,"('#dorimene', ""Bon, Madame, ce n'est rien encore que ce qu'il dit là ; mais tous les jeunes gens de Paris, que voilà désoeuvrés à l'heure qu'il est, qui ne savent où donner de la tête."")","('#madame-thibaut', ""Si Monsieur Dubois n'a cet enfant pour remplir le vide que la petite fille défunte laisse dans sa famille, il sera obligé de rendre tout le bien de sa femme."")",1.65,Substitution
795,,"('#monsieur-dubois', ""Il m'en coûtera plus de dix mille écus du mien, Madame Thibaut."")",1.0,Deletion
796,"('#lisette', ""Pour moi je tremble des occupations qu'ils se vont faire."")","('#madame-thibaut', ""Je m'en suis bien doutée ; aussi, je n'ai point hésité d'offrir encore un sac de mille francs."")",1.59,Substitution
797,"('#dorimene', ""Ah vous voilà !  D'où venez-vous, Angélique ?"")","('#monsieur-dubois', 'Hé bien ?')",1.31,Substitution
798,"('#angelique', ""Je viens de votre chambre, où j'ai laissé Monsieur le chevalier, qui joue au piquet avec un jeune homme que je ne connais point.  Dorante les regarde jouer."")","('#madame-thibaut', ""Elle est sourde.  Autre sac de mille francs ; car voyez-vous, dans une affaire de cette conséquence, il n'est que d'aller vite en besogne."")",1.33,Substitution
799,,"('#monsieur-dubois', 'Cinq cent pistoles !')",1.0,Deletion
800,,"('#madame-thibaut', ""Comme si je n'avais point parlé."")",1.0,Deletion
801,,"('#gabrillon', 'Voilà une femme qui a bien du naturel, Monsieur.')",1.0,Deletion
802,,"('#monsieur-dubois', ""J'en suis au désespoir"")",1.0,Deletion
803,"('#lisette', ""Ma foi, je ne les ai regardés qu'un moment, et la tête m'en fait mal.  Il n'y a rien de plus triste que ce piquet ; et c'est ce jeu là qu'il fallait défendre, et non pas le lansquenet, qui est le plus beau jeu du monde, le plus universel, et celui où l'on peut faire le moins de friponneries."")","('#madame-thibaut', ""Ne vous désespérez point.  Deux mille écus l'ont émue, les sept mille francs l'ont ébranlée, et les huit cent pistoles ont achevé de la déterminer"")",1.2,Substitution
804,,"('#monsieur-dubois', 'Huit mille francs, Madame Thibaut !')",1.0,Deletion
805,"('#clitandre', 'Mais, cela me passe en effet.  Attaquer directement ce pauvre lansquenet, et souffrir tous les autres jeux.')","('#madame-thibaut', ""Dans le besoin pressant où vous en êtes, entre nous, Monsieur, c'est marché donné."")",0.98,Substitution
806,,"('#gabrillon', 'Assurément.')",1.0,Deletion
807,"('#lisette', ""Oui, pourquoi ne pas défendre ces vilains jeux d'exercice, oui l'on gagne le plus souvent de bonnes pleurésies, et où l'on court risque à tous moments d'être assommé de quelques coups de balle ?"")","('#madame-thibaut', ""Allez vite prendre de l'argent, il n'y a point de temps à perdre."")",1.65,Substitution
808,,"('#monsieur-dubois', 'Sans aller chez moi, Madame Thibaut, voilà trois billets payables au porteur, les trois ensemble font quatre cent vingt livres plus que la somme.')",1.0,Deletion
809,"('#la-comtesse', ""Oh !  Pour moi, je vous réponds que si on ne rétablit le lansquenet, j'apprendrai à jouer à la paume, assurément.  Car enfin, il faut bien qu'une femme de qualité joue, et je ne comprends pas qu'il y ait d'autres jeux pour les gens de qualité, que la paume et le lansquenet.  N'est-il pas vrai, ma mignonne ?"")","('#madame-thibaut', 'Ah !  Que vous êtes adroit, Monsieur Dubois, vous prétendez que pour mes épingles je me contente de ce petit surplus ; mais, Gabrillon ?')",0.94,Substitution
810,,"('#monsieur-dubois', ""Voilà pour elle un diamant de quinze pistoles ; mais qu'elle prenne garde..."")",1.0,Deletion
811,,"('#madame-thibaut', ""Ne craignez rien, je vous réponds d'elle."")",1.0,Deletion
812,,"('#gabrillon', 'Et moi, je suis caution de Madame.')",1.0,Deletion
813,,"('#madame-thibaut', ""Adieu, retournez chez vous comme si de rien n'était, engagez la nourrice à se taire ; et quand il sera nuit, envoyez-moi votre carrosse, je vous porterai l'enfant moi-même."")",1.0,Deletion
814,,"('#monsieur-dubois', ""Adieu, Madame Thibaut.  Je n'aurais jamais cru que des enfants fussent un e si chère marchandise."")",1.0,Deletion
815,"('#angelique', 'Vous avez raison, Madame.')","('#gabrillon', 'Ma foi, Madame, voilà la meilleure aubaine que vous ayez jamais eue.')",0.67,Substitution
816,,"('#madame-thibaut', ""Le Maître à chanter ne s'en serait pas défait à si bon compte."")",1.0,Deletion
817,,"('#gabrillon', 'En faveur des huit cents pistoles, vous devriez bien lui renvoyer son étui.')",1.0,Deletion
818,"('#le-marquis', 'Allégresse Madame, allégresse !  Tout va le mieux du monde, nous jouerons malgré les jaloux, je cours pour vous en avertir.')","('#lisette', ""Madame sera bientôt ici : on mettait les chevaux au carrosse quand je suis sortie du logis.  Son bonhomme de mari est plus amoureux d'elle qu'il ne l'a jamais été : il faut savoir toutes les excuses qu'il lui a faites, d'avoir cru ton petit neveu.  Enfin, tous deux ensemble vont venir ici dans la meilleure intelligence du monde.  Madame Thibaut est-elle avertie ?"")",0.76,Substitution
819,"('#l-intendante', 'Mon pauvre marquis, que je vous embrasse pour une si bonne nouvelle !')","('#gabrillon', ""Ne te mets point en peine de rien : quoiqu'elle soit à la veille d'une grosse fortune, et prête à me remettre ses pratiques, elle fera encore cette affaire pour ta Maîtresse.  Qu'elle vienne quand il lui plaira."")",1.24,Substitution
820,,"('#lisette', 'Madame a besoin de ces dix pistoles, pour payer cet Ingénieur qui a pratiqué cette trappe dans son alcôve.')",1.0,Deletion
821,,"('#gabrillon', 'Il est bien juste que ce soit le mari qui fasse ces frais-là.')",1.0,Deletion
822,,"('#lisette', ""Assurément, ce sont des améliorations qu'on fait à sa maison."")",1.0,Deletion
823,,"('#gabrillon', ""Voici quelqu'un."")",1.0,Deletion
824,,"('#lisette', 'Adieu.')",1.0,Deletion
825,,"('#monsieur-de-la-protase', 'Peut-on voir Madame Thibaut ?')",1.0,Deletion
826,"('#la-comtesse', ""Le ciel en soit loué !  Je savais bien, moi, que cette défense ne pouvait pas durer.  Allons recouvrons le temps perdu, s'il vous plaît, Messieurs."")","('#gabrillon', 'Elle est empêchée.')",1.77,Substitution
827,,"('#monsieur-de-la-protase', ""J'aurais bien voulu lui parler."")",1.0,Deletion
828,"('#clitandre', ""Serait-il possible, marquis, que ce n'eût été qu'une fausse alarme ?"")","('#gabrillon', 'Pour quelque habit de rencontre, peut-être ?')",1.16,Substitution
829,"('#dorimene', ""Tout Paris l'aurait prise mal à propos ?"")","('#monsieur-de-la-protase', 'Pour qui me prenez-vous ?')",1.36,Substitution
830,,"('#gabrillon', 'Monsieur !...')",1.0,Deletion
831,,"('#monsieur-de-la-protase', 'Savez-vous que vous parlez au premier homme du monde pour le Dramatique, à un bel esprit, à un Auteur du premier ordre.')",1.0,Deletion
832,"('#le-marquis', ""Non, vraiment, ce n'est point une fausse alarme, et la défense est très expresse."")","('#gabrillon', ""Vous êtes un bel esprit, Monsieur ?  Oh, je ne m'étonne plus de vous voir si déguenillé, un habit en lambeaux est le justaucorps à brevet du Parnasse."")",1.6,Substitution
833,,"('#monsieur-de-la-protase', ""Ce que vous dites-là ne sont pas des vers à la louange de la fortune ; néanmoins, il n'est que trop vrai que c'est assez d'être bel esprit pour être mal avec elle."")",1.0,Deletion
834,,"('#gabrillon', ""Oh, sur ce pied-là, il faut que vous soyez plus bel esprit qu'un autre ; car, il paraît qu'elle vous traite plus mal que pas un.  J'ai bien vu des Auteurs ; mais tout franc, je n'en ai point encore vu de si mal relié que vous."")",1.0,Deletion
835,"('#eraste', 'Que venez-vous donc nous dire ?')","('#monsieur-de-la-protase', 'Patience.')",1.32,Substitution
836,"('#la-comtesse', 'Il ne fallait point tant accourir.')","('#gabrillon', ""Et fi, à le bien prendre, il vous en devrait coûter moins qu'à qui que ce soit ; car, votre taille ne peut passer tout au plus que pour un In-douze."")",1.24,Substitution
837,,"('#monsieur-de-la-protase', ""Laissez faire, si je puis parvenir à mettre une pièce sur le théâtre sans être sifflée, on me verra aussi bien étoffé qu'un autre."")",1.0,Deletion
838,"('#l-intendante', 'Vous moquez-vous, Monsieur_le_Marquis ?')","('#gabrillon', 'Comment sifflée ?')",1.46,Substitution
839,"('#le-marquis', ""Non, Madame, et malgré la rigueur de la défense, il ne tiendra qu'à vous de jouer tant qu'il vous plaira, et sans craindre les commissaires."")","('#monsieur-de-la-protase', ""J'ai ce malheur-là : je fais les meilleures pièces du monde, elles charment tous ceux à qui je les lis ; mais, à peine passent-elles dans la bouche des Comédiens, qu'on les siffle à faux-bourdon."")",1.21,Substitution
840,"('#la-comtesse', ""Si je joue tant qu'il me plaira, je jouerai le jour et la nuit, assurément."")","('#gabrillon', ""Il y a de certaines pièces comme cela, que les représentations gâtent.  Si j'étais de vous, puisqu'elles réussissent si bien sur le papier, je me ferais apporter un fauteuil, et je les lirais moi-même en plein Théâtre."")",0.86,Substitution
841,"('#dorimene', 'Proposez-nous donc votre expédient.')","('#monsieur-de-la-protase', ""J'ai un bien meilleur expédient que cela."")",0.07,Substitution
842,,"('#gabrillon', 'Qui est ?')",1.0,Deletion
843,,"('#monsieur-de-la-protase', ""D'aller directement au Roi."")",1.0,Deletion
844,,"('#gabrillon', 'Au Roi !')",1.0,Deletion
845,,"('#monsieur-de-la-protase', ""Oui da, au Roi : ce n'est point son intention qu'on siffle personne, et c'est dans cette vue-là que je viens faire un accommodement avec ta Maîtresse.  Elle connaît toute la Cour.  Voici un Placet : Qu'elle le fasse présenter par qui elle voudra, et je lui promets un quart de part dans toutes les pièces qu'on jouera dorénavant de moi, où l'on ne sifflera pas."")",1.0,Deletion
846,"('#eraste', 'Il va vous proposer de jouer sur les tuiles, entre deux gouttières.')","('#gabrillon', 'Voilà pour elle un profit tout clair.  Un Placet ?  Pourrait-on en voir la lecture ?')",1.64,Substitution
847,,"('#monsieur-de-la-protase', ""Pourquoi non ?  Il n'est fait que pour être vu.  Nous verrons, nous verrons, Messieurs du Parterre, si vous sifflerez à l'avenir les Auteurs et les Comédiens, comme on siffle les linottes et les perroquets.  Placet au Roi.  Comme je ne puis faire pour moi, que je ne fasse en même temps pour trous les autres Poètes mes confrères, j'ai trouvé qu'il était à propos d'adresser mon Placet au nom de toute ma communauté des Auteurs, de Paris s'entend."")",1.0,Deletion
848,,"('#gabrillon', ""Oh, c'est l'entendre."")",1.0,Deletion
849,,"('#monsieur-de-la-protase', ""Au Roi. Sire, Les auteurs modernes en dramatique, tant en vers qu'en prose, de votre bonne ville et faubourgs de Paris, remontrent très humblement à votre Majesté, qu'après avoir sacrifié leurs soins et leurs veilles aux plaisirs du public, leur zèle serait tous les jours mal reconnu par certains quidams indiscrets, qui, de dessein prémédité, se transportant journellement ès lieux où lesdits auteurs font représenter leurs ouvrages, avec des appeaux à perdrix, des sifflets de chaudronniers, et autres armes offensives, desquelles ils chargent sans miséricorde tout ce qui ose paraître d'Acteurs sur le Théâtre, avec tant de fureur, que le comédien le plus intrépide est souvent contraint de lâcher pied, et de se retirer le coeur meurtri et tout percé de coups de sifflets."")",1.0,Deletion
850,,"('#gabrillon', 'Malepeste, voilà un style bien concis.')",1.0,Deletion
851,"('#la-comtesse', ""J'y avais déjà songé, et je me souviens que j'y ai joué, plus de de vingt fois en ma vie, à la bassette."")","('#monsieur-de-la-protase', 'Toutes mes pièces étaient écrites de cette locution-là.')",1.39,Substitution
852,,"('#gabrillon', 'Et on les sifflait ?')",1.0,Deletion
853,,"('#monsieur-de-la-protase', ""Écoutez, écoutez ceci. Ah, SIRE, souffrirez-vous que le théâtre, qui est le symbole de la joie, devienne celui de la douleur !  Je ne doute point, SIRE, que les ennemis de la science ne représentent à Votre Majesté que nous exigeons d'Elle une chose impossible ; qu'il est naturel au Parterre de siffler, comme à nous de parler.  Je n'ignore pas non plus qu'eux, SIRE, que Pline le Naturaliste dans son Traité des Animaux, au Chapitre du mouvement vocal, dit que l'homme parle, que le Cerf brame, que le lion rugit, que le taureau beugle, que l'âne brait, et que le Parterre siffle ; je sais, dis-je, tout cela comme eux, SIRE ; mais Votre Majesté fait tous les jours des choses si incroyables, que nous osons espérer, etc. Qu'en dis-tu ?"")",1.0,Deletion
854,,"('#gabrillon', 'Oh, pour le coup, voilà les siffleurs pris pour dupes, et les marchants de sifflets ruinés.')",1.0,Deletion
855,"('#l-intendante', 'Eh bien Madame, puisque vous y avez joué à la bassette, nous pouvons bien y jouer au lansquenet, sans difficulté.  Il fait fort beau cette après-dinée, allons.')","('#monsieur-de-la-protase', ""Je le crois comme cela.  Adieu, je te laisse mon Placet, fais-le voir à ta Maîtresse.  Si elle réussit, et que tu sois en goût de Comédies, tu n'as qu'à te renommer à la porte, Monsieur de la Protase, mon nom est le passe-partout du Théâtre."")",0.9,Substitution
856,,"('#gabrillon', ""Cela n'est pas de refus.  Adieu, Monsieur de la Protase."")",1.0,Deletion
857,,"('#monsieur-de-la-protase', 'Adieu, ma fille, adieu.')",1.0,Deletion
858,"('#clitandre', ""Si quelqu'un vient pour nous surprendre, il sera fort aise de le faire sauter dans la rue."")","('#gabrillon', ""Ah, ah, ah, l'extravagant personnage !  Ce Monsieur de la Protase-là m'a la mine de n'être pas le moins fou de la communauté."")",0.86,Substitution
859,,"('#eraste', 'Bonjour, ma chère Gabrillon.')",1.0,Deletion
860,,"('#gabrillon', ""Ah, ah, c'est vous, Monsieur, je vous reconnais à présent.  Vous voilà dans votre naturel, je vais vous apporter une de vos écharpes."")",1.0,Deletion
861,,"('#eraste', 'Demeure, folle : où est ta Maîtresse ?')",1.0,Deletion
862,,"('#gabrillon', ""La voici tout à propos, comme si nous l'avions mandée."")",1.0,Deletion
863,,"('#madame-thibaut', ""Quoi, c'est vous, Monsieur le Conseiller, vous voilà redevenu Officier."")",1.0,Deletion
864,,"('#eraste', ""L'habit bourgeois me portait malheur, Madame Thibaut ; je ne l'ai porté que vingt-quatre heures, il a pensé m'en coûter cher, je me suis remis dans mon centre."")",1.0,Deletion
865,,"('#madame-thibaut', 'Vous avez fort bien fait, le plumet vaut mille fois mieux que la robe.')",1.0,Deletion
866,"('#la-comtesse', ""Assurément, et sans le jeter par les fenêtres ; même, on dira qu'allait-il faire là ?"")","('#eraste', ""Le diable m'emporte si je le quitte.  Je trouverai par ton moyen, peut-être, quelque femme qui n'aura point de frère."")",1.19,Substitution
867,,"('#madame-thibaut', 'Vos affaires sont en mauvais état.')",1.0,Deletion
868,,"('#eraste', ""J'ai cent mille francs de bien, je dois dix mille écus ; faute d'un peu d'argent comptant, je suis ruiné."")",1.0,Deletion
869,,"('#madame-thibaut', 'Vous comptez deux fois le fonds, et vous oubliez la moitié des dettes.')",1.0,Deletion
870,"('#lisette', ""Par ma foi, l'expédient des tuiles est bel et bon ; mais vous seriez plus fraîchement dans la cave, à ce qu'il me semble, et on ne s'aviserait jamais d'aller vous chercher parmi des tonneaux."")","('#eraste', 'Non, je ne me flatte point, te dis-je ?  Mais avec cela, je suis obéré.')",1.13,Substitution
871,,"('#madame-thibaut', ""En vérité, c'est grand dommage ; et si vous disiez vrai, je me ferais une vraie affaire d'accommoder toutes les vôtres, et de vous marier avantageusement même."")",1.0,Deletion
872,,"('#eraste', ""Tu plaisantes peut-être, Madame Thibaut ; mais je t'aurais plus d'obligation qu'à ma famille, et je n'en serais pas ingrat, sur mon honneur."")",1.0,Deletion
873,"('#l-intendante', ""Eh bien soit !  Le grenier ou la cave, il ne m'importe, pourvu que je joue."")","('#madame-thibaut', ""Vos manières m'ont gagné l'âme.  Entrez là-dedans, faites un mémoire de votre bien, et de vos dettes surtout ; mais qu'il soit fidèle ; je me fais fort de trouver moyen de vous tirer de l'embarras où vous êtes."")",1.41,Substitution
874,,"('#eraste', 'Tu es une femme adorable.')",1.0,Deletion
875,"('#le-marquis', ""Ce que j'ai à vous dire vaut mieux que tout ce que vous pouvez vous imaginer ; et, à l'heure que je vous parle, il y a déjà plus de huit personnes qui ont commencé à jouer."")","('#madame-thibaut', ""Entrez là-dedans, vous dis-je, voilà des gens qui ont affaire à moi ; quand j'aurai fini avec eux, je vous en dirai davantage."")",0.93,Substitution
876,,"('#gabrillon', ""C'est la Maîtresse de Lisette, Madame."")",1.0,Deletion
877,"('#la-comtesse', ""Eh !  Dites-nous donc promptement où c'est."")","('#madame-thibaut', ""Songe à m'apporter ces dentelles."")",1.39,Substitution
878,,"('#ardalise', 'Ma pauvre Madame Thibaut, je ne sais pas ce que je ferais sans toi.  Je ne puis me lasser de te venir voir.')",1.0,Deletion
879,,"('#madame-thibaut', ""Vous me faites bien de l'honneur, Madame."")",1.0,Deletion
880,"('#le-marquis', 'Au faubourg Saint-Antoine.  Que ceci soit secret au moins.')","('#orgon', ""Il est vrai que toutes les fois qu'elle sort, c'est toujours pour aller au Palais, ou chez Madame Thibaut.  Si j'étais d'un tempérament jaloux..."")",1.31,Substitution
881,,"('#madame-thibaut', ""D'un tempérament jaloux !  Fi, Monsieur, vous êtes pour cela une trop bonne pâte d'homme."")",1.0,Deletion
882,,"('#ardalise', ""Lui ?  Croirais-tu bien, Madame Thibaut, qu'il a eu aujourd'hui la cruauté de me mettre de mauvaise humeur ?"")",1.0,Deletion
883,,"('#madame-thibaut', 'Ah !  Quel meurtre, Monsieur.')",1.0,Deletion
884,,"('#orgon', 'Je lui ai demandé pardon, Madame Thibaut.')",1.0,Deletion
885,,"('#madame-thibaut', ""Ah ?  Madame, il n'y a rien à dire."")",1.0,Deletion
886,,"('#ardalise', 'Vous pensez donc en être quitte ?  Vous savez la peine que je vous ai imposée.')",1.0,Deletion
887,"('#dorimene', 'Au faubourg Saint-Antoine ?')","('#madame-thibaut', 'Comment ?')",1.51,Substitution
888,,"('#ardalise', ""Quand il me fâche, je le mets à l'amende, et tu profites toujours de cet argent-là, toi."")",1.0,Deletion
889,"('#le-marquis', ""Oui, Madame, dans une de ces vieilles masures qui paraissent abandonnées ; on se trouvera à une certaine heure, les carrosses demeureront à cent pas, l'un d'un côté, l'autre de l'autre ; et l'on jouera aussi beau jeu que dans l'hôtel le mieux meublé, je vous en réponds."")","('#orgon', ""Elle fait de moi tout ce qu'elle veut : pour l'affaire d'aujourd'hui, elle m'a taxé à lui donner un bureau.  Çà, voyons, ma petite femme, on t'a dit que Madame Thibaut en avait un, n'est-ce pas ?"")",1.29,Substitution
890,,"('#madame-thibaut', ""On ne me l'a point encore apporté, je ne l'attends que dans deux jours."")",1.0,Deletion
891,,"('#ardalise', 'Voilà nos pas perdus, je suis au désespoir.')",1.0,Deletion
892,,"('#orgon', 'Ne te chagrine donc point, mignonne, tu te feras malade.')",1.0,Deletion
893,,"('#ardalise', ""Cela vous est bien facile à dire, et vous vous croyez par là dégagé de payer l'amende."")",1.0,Deletion
894,,"('#orgon', ""Non, je suis prêt à consigner, tu n'as qu'à vouloir."")",1.0,Deletion
895,,"('#gabrillon', ""Madame, voilà cette garniture qu'on vous renvoie."")",1.0,Deletion
896,,"('#ardalise', ""Qu'est-ce, Madame Thibaut ?  Voyons cette garniture, elle est à vendre ?"")",1.0,Deletion
897,,"('#madame-thibaut', 'Vous qui êtes un si bon mari, Monsieur, vous devriez bien acheter cela pour Madame.')",1.0,Deletion
898,,"('#orgon', 'Elle a tant de dentelles, Madame Thibaut.')",1.0,Deletion
899,,"('#madame-thibaut', ""Elle n'en a point de si belles, sur ma parole."")",1.0,Deletion
900,"('#clitandre', 'On découvrira ce manège, à la fin.')","('#orgon', 'Ah : fi, voilà un dessein bien brouillé.')",1.31,Substitution
901,"('#le-marquis', ""Point du tout ; l'assemblée ne se tiendra pas toujours au même endroit, et l'on se promènera de faubourg en faubourg, et de masure en masure."")","('#ardalise', ""Ah !  Mon fils, vous n'y songez pas, il n'y a point du tout de confusion dans cet ouvrage."")",1.62,Substitution
902,,"('#orgon', 'Non, mais les fleurs sont trop détachées, elles courent trop les unes après les autres.')",1.0,Deletion
903,,"('#ardalise', ""Que dites-vous ?  C'est ce qui en ait la beauté, et pour moi, je n'ai jamais rien vu de plus agréable."")",1.0,Deletion
904,,"('#madame-thibaut', 'Vous êtes de fort bon goût, Madame.')",1.0,Deletion
905,,"('#ardalise', 'Je ne puis me lasser de les voir.')",1.0,Deletion
906,,"('#orgon', ""Repliez, repliez cela, Madame Thibaut : crois-moi, mignonne, rien n'use tant la vue que de regarder fixement des dentelles."")",1.0,Deletion
907,,"('#gabrillon', 'Celle qui les a achetées est bien fâchée de ne les pouvoir porter.')",1.0,Deletion
908,,"('#ardalise', ""Et qui l'en empêche ?"")",1.0,Deletion
909,,"('#gabrillon', ""Son mari est mort subitement ; il n'y a que trois jours qu'il est enterré."")",1.0,Deletion
910,"('#eraste', ""Voilà bien de la peine et bien de l'embarras."")","('#ardalise', 'Ah !')",1.39,Substitution
911,,"('#orgon', 'Mignonne, comme tu cries.')",1.0,Deletion
912,,"('#ardalise', ""Ah !  Mon fils, pour peu qu'une femme aime son époux, peut-elle entendre parler de la mort d'un mari, sans mourir elle-même de douleur ?"")",1.0,Deletion
913,,"('#orgon', ""Voilà une femme qui m'aime bien, Madame Thibaut ?"")",1.0,Deletion
914,"('#lisette', ""Cette assemblée aura assez l'air d'un petit Sabbat, à ce qu'il me semble ?"")","('#madame-thibaut', 'Assurément.')",1.24,Substitution
915,,"('#ardalise', ""Ah, Ciel !  Que t'ont fait les maris, pour être sujets à la mort comme les autres hommes ?"")",1.0,Deletion
916,"('#l-intendante', ""Eh !  Sabbat tant qu'il vous plaira ; il n'y a rien que je ne fasse pour regagner mes pierreries."")","('#orgon', 'Là, ma mie, là, je ne mourrai point : tiens, va, je te le promets.')",1.04,Substitution
917,"('#lisette', 'Cela est bien louable ; mais, si je vous proposais un expédient cent fois meilleur que tous les vôtres ?')","('#ardalise', ""Je ne sais comme vous l'entendez ; mais pour moi, cher petit mari, je prétends mourir la première."")",1.47,Substitution
918,,"('#orgon', ""Hé bien, oui, ma mie, tout ce que tu voudras.  Elle avait bien affaire de lui parler de mort et d'enterrement."")",1.0,Deletion
919,,"('#madame-thibaut', ""C'est une sotte qui ne sait pas la conséquence des choses qu'elle dit."")",1.0,Deletion
920,"('#la-comtesse', 'Oh !  La masure est admirable, le marquis nous conduira.')","('#gabrillon', ""Dame, qui va deviner qu'une femme aime de cette force-là ?"")",1.37,Substitution
921,,"('#orgon', ""Cela n'est pas concevable."")",1.0,Deletion
922,,"('#ardalise', ""Je serais bien injuste de ne pas vous aimer, un mari qui ne m'a jamais refusé la moindre chose."")",1.0,Deletion
923,,"('#orgon', ""Pour cela non, elle n'a qu'à souhaiter, Madame Thibaut."")",1.0,Deletion
924,"('#lisette', 'Un bateau serait bien meilleur.')","('#madame-thibaut', ""À qui le dites-vous ?  Je le sais mieux que personne.  Voilà un habit que je lui ai vendu, par exemple, elle le trouvait trop cher ; n'est-ce pas vous qui le lui avez fait prendre malgré elle ?"")",1.73,Substitution
925,"('#l-intendante', 'Un bateau ?')","('#ardalise', ""En fait-il d'autres ?"")",1.43,Substitution
926,,"('#orgon', ""Je ne m'en repends point ; cet habit-là lui a fait honneur."")",1.0,Deletion
927,,"('#gabrillon', 'Et à vous aussi, Monsieur.')",1.0,Deletion
928,,"('#orgon', ""Et si vous ne me l'avez fait payer que treize pistoles en treize pièces."")",1.0,Deletion
929,,"('#madame-thibaut', 'Je donne tout pour rien : ces dentelles ne sont que de dix pistoles encore.')",1.0,Deletion
930,,"('#orgon', 'Dix pistoles, mignonne, dix pistoles !  Ah !  Je les donne de tout mon coeur.')",1.0,Deletion
931,,"('#ardalise', ""Non, mon petit ami, croyez-moi, n'allez point mettre là de l'argent : je vous fais faire d'ailleurs tant de dépenses inutiles."")",1.0,Deletion
932,"('#lisette', ""Oui, Madame, un bateau.  On prend un bateau au Pont-Rouge, et l'on va, jouant, jusqu'à Saint-Cloud, et si vous n'avez pas regagné votre argent, et que le coeur vous en dise, vous pourrez descendre jusqu'à Rouen, et Madame sera, par ce moyen, à demi-chemin de l'Angleterre."")","('#orgon', ""Tais-toi, mignonne, c'est avoir les choses pour rien.  Tenez, Madame Thibaut, voilà dix louis d'or, la passe est pour le vin du marché."")",0.93,Substitution
933,,"('#madame-thibaut', 'Vous faites trop bien les choses, Monsieur.')",1.0,Deletion
934,"('#la-comtesse', ""Quelqu'un y veut-il venir ?  Pour moi, je suis toute prête."")","('#orgon', 'Mais à condition que vous avertirez ma petite femme quand il vous viendra de ces rencontres-là.')",0.82,Substitution
935,"('#le-chevalier', 'Oh !  Cadedis !  Vous êtes un fripon vous-même !')","('#madame-thibaut', ""Oh, Monsieur, je n'ai garde d'y manquer.  Cascaret, portez cela dans le carrosse de Madame."")",1.4,Substitution
936,,"('#ardalise', ""Au moins, mon fils, c'est sans préjudice de l'amende."")",1.0,Deletion
937,,"('#orgon', 'Quand ce bureau sera venu, que nous le sachions, au moins.')",1.0,Deletion
938,"('#dorimene', 'Quel bruit entends-je ?')","('#madame-thibaut', 'Que ferai-je de cet argent ?')",1.1,Substitution
939,,"('#ardalise', 'Tu donneras cent francs à Lisette, le reste est pour toi.')",1.0,Deletion
940,,"('#orgon', ""Allons mamour, allons essayer la garniture.  Je meurs d'impatience de voir si cela te siéra bien."")",1.0,Deletion
941,"('#la-comtesse', ""C'est la voix du chevalier."")","('#ardalise', 'Adieu, Madame Thibaut.')",1.52,Substitution
942,,"('#gabrillon', 'Par ma foi, voilà un bon homme, et une habile femme.')",1.0,Deletion
943,,"('#madame-thibaut', ""Mais Éraste est longtemps après son mémoire, la liste de ses dettes est un peu longue.  Ah, ah, voici notre vieille Marchande de marée : elle veut un mari à toute force, je ne sais pas qui voudra l'être.  Va dire à Éraste qu'il se dépêche."")",1.0,Deletion
944,"('#angelique', ""Qu'est-ce donc, Monsieur, quel désordre est ceci ?"")","('#madame-torquette', ""Hum hum.  Avez-vous songé à moi, ma chère Madame Thibaut ?  Vous avez tant d'affaires..."")",1.35,Substitution
945,,"('#madame-thibaut', ""Si j'y ai songé, Madame Torquette ?  J'ai un magasin de maris à vous offrir.  Vous n'avez qu'à me dire comme il vous le faut ; car nous ne nous sommes point encore assez expliquées."")",1.0,Deletion
946,,"('#madame-torquette', ""Comme il me le faut ?  Hélas !  Ma pauvre Madame Thibaut, j'aurai beau chercher, je n'en trouverai jamais qui vaille le défunt."")",1.0,Deletion
947,"('#merlin', 'Un coquin, qui file la carte.')","('#madame-thibaut', ""Hé !  Qui vous contraint d'en chercher ?  Voilà de nos veuves !  Le mari meurt à Pâques, portion de lit à louer pour la Saint Jean."")",1.67,Substitution
948,,"('#madame-torquette', ""Comment voulez-vous que je fasse ?  Si vous saviez le peu de cas que l'on fait d'une veuve ?  J'ai des enfants qui me manquent de respect, des fermiers qui ne me paient point, des créanciers qui me persécutent : il n'y a pas jusqu'à un fripon d'apothicaire, qui, comme je sortais de chez moi, a eu l'insolence de me donner ses parties en présence de dix personnes.  Hum, hum."")",1.0,Deletion
949,"('#le-chevalier', ""Un maraud, qui porte à l'écart."")","('#madame-thibaut', 'Voilà une mauvaise toux, Madame Torquette.')",1.6,Substitution
950,,"('#madame-torquette', ""Je ne l'ai que par habitude."")",1.0,Deletion
951,,"('#madame-thibaut', ""Mais vraiment, cela m'étonne que vous soyez ainsi persécutée.  Vous êtes si riche."")",1.0,Deletion
952,,"('#madame-torquette', ""J'aurai, mes comptes faits, plus de quatre cent et tant de mille livres : mais comme il n'y a que cinq semaines et trois jours que le pauvre Monsieur Torquette est défunt, nos affaires ne sont point encore réglées, mes enfants me font enrager ; et un mari, Madame Thibaut m'est absolument nécessaire.  Hum, hum."")",1.0,Deletion
953,,"('#madame-thibaut', 'Je vous entends, vous ne vous mariez simplement que pour avoir un appui.')",1.0,Deletion
954,,"('#madame-torquette', 'Justement.')",1.0,Deletion
