,biancolelli-ecole-galante,biancollelli-arlequin-gentilhomme,Cost,Operation Type
309,"('#le-docteur', ""Je dois pour quelque temps m'absenter du Logis : Le soin de la Maison par moi vous est commis. Balayez bien ma chambre, et songez au ménage, Lorsque je reviendrai que je trouve un potage, Et que la porte soit fermée à double tour, Gardez-vous de l'ouvrir jusques à mon retour."")","('#geronte', ""Octave pourrait bien en écrire à Damon,  S'il savait que Léandre est dans une prison,  Pour éviter la chose il est de ma prudence,  De l'en faire sortir en toute diligence,  Je vais donner cet ordre à Monsieur le Geôlier...  Holà. "")",0.53,Substitution
310,,"('#le-geolier', ""Je suis bien las d'avoir ce prisonnier,  Il veut toujours manger, le plaisant personnage  Il faut à tout moment lui donner du fromage,  Je vous rends son épée. "")",1.0,Deletion
311,"('#spinette', ""Je vous obéirai : le devoir me l'ordonne. Si quelqu'un vient frapper..."")","('#geronte', ""Ah ! Je la reconnais,  C'est celle dont pour lui j'ai moi-même fait choix,  Et qu'ensuite j'eus soin d'envoyer à son père  Vous serez satisfait et j'en fais mon affaire,  Vous pouvez l'élargir et le conduire ici,  Je veux examiner..."")",1.15,Substitution
312,,"('#arlequin', ""Que veut dire ceci ?  Où voulez-vous que j'aille ? "")",1.0,Deletion
313,"('#le-docteur', 'Ne recevez personne. Faites ce que je dis, restez dans la Maison ; Surtout je vous défends de paraître au Balcon.')","('#geronte', ""Approchez-vous mon gendre,  Gardez par le docteur de vous laisser surprendre,  Je vous rends votre épée et j'ose me flatter,  Que d'un esprit plus doux vous voudrez m'écouter,  Je vous ai destiné ma fille en mariage. "")",0.83,Substitution
314,"('#spinette', ""Ferais-je un si grand mal, si pendant vôtre absence Je prenais un peu l'air ; pourquoi cette défense ? Quand je suis seule, hélas ! je m'ennuie a la mort, Et tout le monde dit que vous avez grand tort De me faire subir un si rude esclavage, Et qu'enfin il est temps de me mettre en ménage. Que déjà je devrais être avec un époux, Et que je me pourrais fort bien passer de vous. Car à ce qu'on m'a dit je suis fille nubile Je ne le sens que trop."")","('#arlequin', ""Je suis trop jeune encore pour me mettre en ménage,  J'en mourrais etc.  Il chante."")",0.83,Substitution
315,,"('#geronte', 'Terminez de semblables discours,  Sans rimer et sans raison vous plaisantez toujours,  Je prétends dès ce soir terminer cette affaire. ')",1.0,Deletion
316,"('#le-docteur', ""Vous faites l'indocile,  Voyez cette morveuse, et ce bel embryon !"")","('#arlequin', ""Puisque enfin vous croyez la chose nécessaire,  Je vous obligerai du meilleur de mon coeur,  J'épouserai d'abord la fille du Docteur,  La vôtre ensuite, vous, et toute la famille,  S'il le faut. "")",0.96,Substitution
317,"('#spinette', ""Je ne mérite pas, mon père, un pareil nom. Vous m'appelez morveuse, et moi je vous assure Qu'on peut cueillir la poire aussitôt qu'elle est mûre, Et qu'il ne tient qu'à moi... suffit, je m'entends bien."")","('#geronte', 'Il suffit seulement de ma fille,  Votre père Damon homme de probité,  A pour ce mariage avec moi contracté. ')",1.23,Substitution
318,"('#le-docteur', 'Plaît-il ? Que dites-vous ?')","('#arlequin', ""Mon père dites-vous, hélas il s'est fait pendre,  Il fut, quoique honnête homme un peu sujet à prendre,  C'est-à-dire à voler, c'était son seul défaut,  La Justice en public lui fit faire le saut,  Qu'il mourut noblement. "")",1.58,Substitution
319,"('#spinette', 'Qui moi ? Je ne dis rien.')","('#geronte', ""Toujours l'humeur bouffonne,  Vous vous divertissez et je vous le pardonne. "")",1.56,Substitution
320,,"('#arlequin', ""Votre fille, à propos, n'a-t-elle point servi ? "")",1.0,Deletion
321,"('#le-docteur', ""Taisez-vous, je suis las d'entendre ce langage, Un semblable entretien, et m'échauffe, et m'outrage, Songez à m'obéir en tout ce qui me plaît, Ou vous m'obligerez à vous donner le fouet."")","('#geronte', 'Non sans doute elle est sage. ')",1.35,Substitution
322,"('#spinette', 'Ne vous emportez pas, je crains vôtre colère, Mon cher petit papa.')","('#arlequin', ""Hé bien, j'en suis ravi,  Je craignais de subir le destin de mon père  Il n'y prit pas trop garde en épousant ma mère  Puisque trois mois après elle accoucha de moi,  Gardez de me tromper je suis de bonne foi. "")",0.74,Substitution
323,,"('#geronte', ""Que vous êtes badin, c'est votre caractère,  Et vous aimez à rire ainsi que votre père,  Mais n'aspirez point à vous entretenir  Avec ma fille. "")",1.0,Deletion
324,"('#le-docteur', ""Ma foi l'on a beau faire Pour gêner un esprit on se fatigue en vain ; Nature est la plus forte et va toujours son train."")","('#arlequin', ""Oui da la belle peut venir.  Parbleu cette aventure est tout à fait comique,  Je suis un crocheteur de nouvelle fabrique,  Et jamais on n'en vit de si nobles que moi.  Géronte entre."")",1.17,Substitution
325,,"('#geronte', 'Léonore venez.  Léonore en voyant Arlequin jette un cri, Arlequin tombe à la renverse tout épouvanté.')",1.0,Deletion
326,,"('#leonore', ""Ciel qu'est-ce que je vois !  Ah le vilain magot ! "")",1.0,Deletion
327,"('#spinette', ""Mon père me contraint et veut me rendre esclave ; Mais il n'en sera rien, si je voyais Octave, Maintenant au Logis je le ferais entrer, Peut-être viendra-t-il, j'ai tout lieu d'espérer ; Je l'aperçois enfin."")","('#arlequin', ""Savez-vous bien ma femme,  Que je vous frotterai sans craindre qu'on me blâme,  Cela vous convient-il, je ne suis point trompeur,  J'ai fait caca sous moi, pourquoi me faire peur  J'ai blêmi, j'en suis sûr "")",0.43,Substitution
328,,"('#leonore', ""Quoi c'est là votre gendre ?  Mon mari prétendu. "")",1.0,Deletion
329,"('#octave', 'Quelle bonne nouvelle ?')","('#geronte', ""C'est le Seigneur Léandre. "")",1.99,Substitution
330,"('#spinette', ""Pour nous voir en secret l'occasion est belle, Mon père de longtemps ne viendra dans ces lieux."")","('#leonore', ""Hélas ! Pourquoi faut-il qu'un destin rigoureux  Ait réservé ma main à cet époux hideux,  Octave mieux que lui serait sûr de me plaire. "")",1.21,Substitution
331,"('#octave', ""Entrons, et profitons d'un moment précieux."")","('#arlequin', ""Venons au fait, ma fille et concluons l'affaire. "")",0.6,Substitution
332,,"('#geronte', 'Honorez-la du moins de quelque compliment. ')",1.0,Deletion
333,"('#le-docteur', ""Je suis bien dissipé, je sors pour une affaire, Et j'oublie au Logis ce qui m'est nécessaire, Un Billet, sans lequel je ne puis recevoir La somme qui m'est due et que je veux avoir.  A mes ordres prescrits ma fille obéissante, Ainsi qu'elle le doit, répond á mon attente : Elle a fermé sa porte. Un père est trop heureux, Quand sa fille veut bien satisfaire à ses voeux ; Et je rends grâce au Ciel, dont la bonté suprême M'a fait naître un enfant d'une sagesse extrême.  Spinette ne sait pas ce que c'est qu'un amant, C'est ce qu'en une fille on trouve rarement ; Mais pour m'ouvrir la porte il faut que je l'appelle : Spinette, hola Spinette ! À présent que fait-elle ? Sans doute elle s'amuse à tricoter un bas, Je suis bien assuré qu'elle ne m'attend pas. En voyant la porte fermée."")","('#arlequin', ""Taupe, quand je m'y mets je parle élégamment,  Et dans ce que je dis je fus toujours sincère.  Madame, tout ainsi que le bourreau sévère  Attache un patient au funeste gibet,  Et pour le dépêcher lui sert le sifflet,  De même aussi la belle... au gibet de vos charmes,  Vous m'avez attaché... car enfin mes alarmes...  Le soleil... de vos yeux... votre nez... votre main...  Allons-nous-en souper, beau-père, car j'ai faim.  À Léonore."")",0.59,Substitution
334,"('#spinette', ""Que deviendrai-je hélas ! Juste Ciel, c'est mon père ! Courage, un stratagème est ici nécessaire. Ah ! Mon père je suis en proie à la douleur, Il vient de m'arriver le plus cruel Malheur... Vous allez à coup sûr me faire une querelle."")","('#leonore', ""Je souffre en le voyant on ne peut davantage,  Juste ciel qu'il est laid ! Le vilain personnage ! "")",0.73,Substitution
335,"('#le-docteur', 'Ma fille que dis-tu ?')",,1.0,Insertion
336,"('#spinette', ""Cette robe si belle Que vous prîtes le soin vous-même d'acheter."")","('#geronte', ""Vous mangerez tantôt il n'est pas encore temps. "")",1.58,Substitution
337,,"('#arlequin', ""Je suis content, joyeux quand j'exerce mes dents. "")",1.0,Deletion
338,,"('#geronte', 'Vous allez recevoir une lettre bien chère  De la part de Damon. ')",1.0,Deletion
339,"('#le-docteur', 'Hé bien ?')","('#arlequin', 'Qui Damon ? ')",1.03,Substitution
340,"('#spinette', 'Mon cher Papa je viens de la gâter : Elle est toute tachée.')","('#geronte', 'Votre père. ')",1.49,Substitution
341,"('#le-docteur', 'Ô Ciel, est-il possible !')","('#leonore', 'Mon père, comment donc serait-il revenu ?  Après avoir été publiquement pendu. ')",1.41,Substitution
342,"('#spinette', ""Jugez à ce malheur si mon coeur est sensible ! Attendez un moment, j'entre pour la chercher, Vous verrez si sans peine on peut la détacher. Elle entre."")","('#geronte', 'Octave depuis peu rendu dans cette ville,  Doit vous en remettre une. ')",1.39,Substitution
343,"('#le-docteur', ""Parbleu, je suis touché d'un accident semblable Cette perte est vraiment assez considérable, Et j'en suis pénétré plus qu'on ne peut penser, On n'est pas en état toujours de dépenser. Spinette déploye la robe devant la porte, le Docteur la tient par un bout, et Octave sort par dessous sans que le Docteur le voie."")","('#leonore', ""Ah ! Qu'il est imbécile,  Et moi j'épouserai cet objet odieux... "")",1.19,Substitution
344,,"('#geronte', 'Le voici justement qui paraît à vos yeux. ')",1.0,Deletion
345,"('#spinette', ""Prenez-la par un bout, regardez bien mon père, Pour moi je ne sais pas comment on pourra faire, La tache est grande, et moi je ne saurais penser Que quelque effort qu'on fasse on puisse l'effacer."")",,1.0,Insertion
346,"('#le-docteur', 'Où donc est-elle ?')","('#octave', 'Est-ce là le Seigneur Léandre ? ')",0.9,Substitution
347,,"('#geronte', ""C'est lui-même. "")",1.0,Deletion
348,"('#spinette', 'Là.')","('#octave', ""Enfin je vous rencontre et ma joie est extrême,  Permettez s'il vous plaît que cet embrassement  Vous témoigne mon zèle et mon empressement,  Votre père Damon m'a chargé de vous rendre  Cette lettre. "")",1.81,Substitution
349,,"('#arlequin', ""Monsieur je n'y puis rien comprendre,  Car je ne sais pas lire en tout cas je l'apprends,  Elle me servira dans mes besoins pressants. "")",1.0,Deletion
350,,"('#octave', ""Votre gendre Monsieur, dit qu'il ne sait pas lire. "")",1.0,Deletion
351,"('#le-docteur', ""Tu te moques, je pense Je n'y vois rien."")","('#geronte', ""Ne voyez-vous pas bien qu'il ne se plaît qu'à rire.  Je vous laisse mon gendre et je rentre au logis.  À Arlequin."")",1.03,Substitution
352,,"('#arlequin', 'Si vous allez manger, beau-père, je vous suis. ')",1.0,Deletion
353,,"('#geronte', ""Il n'est pas encore temps. "")",1.0,Deletion
354,,"('#arlequin', ""Qu'est-ce à dire beau-père,  N'est-il pas toujours temps de faire bonne chère,  Pour moi j'aime à manger du matin jusqu'au soir,  À la table toujours je fis bien mon devoir. "")",1.0,Deletion
355,,"('#geronte', 'Quand on aura servi on viendra vous le dire. ')",1.0,Deletion
356,"('#spinette', 'Ici.')","('#leonore', 'Entrez aussi Monsieur. ')",0.51,Substitution
357,"('#le-docteur', ""C'est une extravagance..."")",,1.0,Insertion
358,"('#spinette', ""Ah ! Je sais ce que c'est, je dois me consoler, La tache d'elle-même a voulu s'en aller."")","('#arlequin', ""Je ne fais que vous nuire  Si je restais ici je pourrais vous troubler,  Peut-être tous les deux vous avez à parler,  Des époux de nos jours j'aime à suivre la mode  Et je me pique d'être un mari commode. "")",1.36,Substitution
359,"('#le-docteur', 'Entrons.')","('#leonore', ""Vous me ferez plaisir si vous sortez d'ici,  Car ce certain secret il doit être éclairci,  Et je veux lui parler d'une affaire importante. "")",1.64,Substitution
360,"('#spinette', ""Je le veux bien, je n'ai plus rien à craindre, Et je puis à présent le voir sans me contraindre, S'il fût entré chez nous sans faire un grand effort, Il aurait découvert la tache tout d'abord."")","('#arlequin', ""S'il ne faut que cela pour vous rendre contente,  Pour ne point vous gêner je consens à partir.  Mais quand vous aurez fait songez à m'avertir,  Je vais en attendant visiter la cuisine. "")",0.28,Substitution
361,,"('#octave', ""Quoi, Madame, c'est là l'époux qu'on vous destine,  Il sera possesseur de vos divins appas.  Il va jouir d'un bien qu'il ne mérite pas,  Son extrême bonheur excite mon envie. "")",1.0,Deletion
362,"('#arlequin', ""LE dessein en est pris, je vais faire carnage, Rien ne peut modérer ma fureur et ma rage : Il faut que l'infidèle expire sous mes coups, Et qu'elle soit l'objet de mon juste courroux. Je ne puis mieux punir le traître qui m'offense, Qu'en faisant sur sa belle éclater ma vengeance. Allons donc ... mais comment la ferai-je mourir ! Pourquoi m'embarrasser ? Elle a de quoi choisir. D'un coup de Mousqueton si je casse sa tête, Cela lui fera mal ... bon je suis une bête, Je ne puis la tuer et lui faire du bien ; Plutôt avec l'épée ... ah ! cela ne vaut rien, Je pourrais la blesser, la pauvre créature, Puis il faudrait payer les frais de sa blessure. Ne perdons point le temps en discours superflus, Je prétends qu'elle meure, ainsi n'en parlons plus. Hola !"")","('#leonore', ""Il ne verrait jamais son attente remplie,  S'il consultait mon coeur pour s'unir à mon sort,  Plutôt qu'y consentir je choisirais la mort,  Mais du destin cruel telle est la violence,  Que je dois mes malheurs à mon obéissance. "")",0.22,Substitution
363,"('#argentine', 'Que vois-je, ô Ciel ! Que prétendez-vous faire ?')",,1.0,Insertion
364,"('#arlequin', ""Rien, je veux vous purger, et vous tirer d'affaire : Hé bien, c'est donc ainsi, Madame la guenon, Que sans avoir égard à l'honneur, au renom, D'un vilain bois de Cerf vous arborez ma tête ? Il faut que vous mouriez, allons êtes-vous prête ?"")","('#octave', ""Ah ne permettez pas que cet indigne époux,  S'assure d'un bonheur si charmant et si doux,  À la plus vive ardeur donnez la préférence  Et bien loin d'approuver un choix qui vous offense,  Arrachez votre main à ce monstre odieux,  Sur un plus tendre amant daignez jeter les yeux  Me faisant occuper une si belle place  À ma flamme parfaite accordez cette grâce. "")",0.71,Substitution
365,"('#argentine', ""Quoi, vous vous préparez à terminer mes jours, Et vous voulez vous-même en abréger le cours ? Détournez loin de moi cet appareil terrible, Qu'à mes vives douleurs vôtre coeur soit sensible. De tout ce que j'ai fait, ingrat est-ce le prix ? Par où donc ai-je pu m'attirer vos mépris ? Ha, de mes tristes yeux voyez couler mes larmes, Et daignez dissiper mes mortelles alarmes. Quand je veux vous donner le nom de mon époux, Que je cherche à répondre à vos voeux les plus doux, Vous pouvez vous résoudre à m'arracher la vie ! Vôtre fureur sur moi doit-elle etre assouvie ? A vos jaloux soupçons vous voulez m'immoler, Et c'est par vous, cruel, que mon sang, doit couler ?  Pendant qu'Argentine dit ces vers, Arlequin petit à petit laisse tomber toutes ses Armes en pleurant à sa manière, et faisant des lazzi tout plaisants, après quoi Argentine prend un mousqueton et va sur Arlequin, qui se met à genoux devant elle en criant."")","('#leonore', ""Quoi Monsieur, vous osez formez un tel espoir,  Croyez-vous que je puisse oublier mon devoir,  Je conçois les malheurs où cet hymen m'expose  Mais enfin de mon sort mon père seul dispose,  Vous avez autre part engagé votre coeur  Il ne doit pas brûler d'une nouvelle ardeur. "")",0.0,Match
366,"('#argentine', ""Non, c'est sur toi qu'il faut qu'éclate ma colère, Je veux exécuter ce que tu n'as su faire, C'est à présent mon tour, et je vais te purger. C'est donc ainsi, faquin, que tu veux te venger ? Ah ! Le vilain magot, apprends à me connaître, Si tu viens au Logis, ma foi, par la fenêtre Je te ferai sortir."")","('#octave', ""Ah ! Mon âme pour lors n'était pas prévenue,  Vos appas n'avaient pas encore frappé ma vue,  Les crimes de l'amour s'excusent aisément,  Et je dois m'applaudir d'un si beau changement. "")",0.92,Substitution
367,,"('#arlequin', ""Vous n'avez pas fini, c'est trop me faire attendre. "")",1.0,Deletion
368,,"('#octave', ""Vous venez à propos j'oubliais de vous rendre  Cinquante louis neufs que m'a donnés Damon,  Pour vous remettre en main. "")",1.0,Deletion
369,"('#arlequin', 'Mais...')",,1.0,Insertion
370,"('#argentine', ""Tu parles, je crois ? Je te conseille encor de te jouer à moi ; Dans ta bouche je veux mettre quelque pilule, Mais non, de te tuer je me fais un scrupule, Tu n'en vaux pas la peine : adieu, maître poltron ; C'est ainsi que je sais punir un fanfaron. Elle entre."")","('#arlequin', ""Il est bon sur ce ton,  Je reçois volontiers cette bourse garnie,  Autant qu'il vous plaira tenez-lui compagnie,  Et poussez votre pointe, adieu le beau garçon,  Je suis, vous le voyez, un mari sans façon.  Il rentre."")",0.43,Substitution
371,"('#arlequin', ""Voilà comme l'on doit se tirer d'une affaire, Ma foi, j'ai bien du coeur, et l'on ne peut mieux faire, Ah ! Chien de naturel ! J'admire ma valeur, Une femme aujourd'hui m'outrage et me fait peur ! "")","('#octave', 'Je ne vis de mes jours un époux plus affable. ')",1.66,Substitution
372,"('#pierrot', ""Petit fouille-partout, Dieu plus méchant qu'un Diable, Amour, c'est trop long temps me rendre misérable : Depuis que sur Pierrot décochant tous tes traits, Tu l'as fait par malice entrer dans tes filets, Il ne fait que languir, pleurer, gémir, et braire, Ma foi pour me guérir je ne sais plus que faire. J'ai depuis quelque temps un cours de ventre affreux : Argentine, mamour, doux objet de mes voeux, Quand soulagerez-vous le tourment que j'endure ? Vous avez un onguent très bon pour la brûlure. Aouf, quel gros soupir ! Non ce n'est pas un jeu, Je brûle là dedans, au feu, Messieurs, au feu."")","('#leonore', ""Ah ! Ne m'en parlez point je le trouve effroyable. "")",0.63,Substitution
373,"('#scaramouche', 'Pourquoi crier au feu, ta Maison brûle-t-elle ?')","('#octave', ""Hé bien d'aucun espoir ne flattez-vous mes feux  Et ne puis-je m'attendre à devenir heureux ? "")",1.23,Substitution
374,"('#pierrot', ""Hélas, c'est que l'amour me trouble la cervelle : Je suis devenu fou par faute de raison, Et dans mon estomac je sens comme un tison,  Qui petit à petit par les deux bouts s'allume ; Je crains bien qu'à la fin ce feu ne me consume : Argentine est l'objet qui me fait tant languir, Elle m'aime beaucoup, et ne peut me souffrir."")","('#leonore', ""Je me plais à vous voir, en secret je soupire,  Que voulez-vous de plus c'est assez vous en dire. "")",0.45,Substitution
375,"('#scaramouche', ""Aux dépens de Pierrot, ma foi je prétends rire : C'est donc-là la beauté pour qui ton coeur soupire ? Comment pauvre nigaud veux-tu t'en faire aimer ? Peut-on en te voyant se laisser enflammer ? Un habit de meunier te sert de couverture, Tu n'as point de cheveux, et ta laide figure Doit plutôt dans une âme inspirer du mépris : Aujourd'hui, mon enfant, on s'attache aux habits, Et quand tu serais beau comme un petit Narcisse, Si tu n'est bien vêtu, tu seras un Jocrisse,"")","('#octave', 'Ah ! Ce bonheur extrême égale mon amour. ')",1.21,Substitution
376,,"('#leonore', ""Mon père dans ce lieu peut presser son retour,  Cher Octave avec vous je crains d'être surprise. "")",1.0,Deletion
377,"('#pierrot', ""Comment, c'est donc l'habit qui donne de l'amour ?"")","('#octave', ""Non ne redoutez rien l'amour nous favorise,  C'est lui qui dans mon coeur vient d'allumer ses feux. "")",1.14,Substitution
378,,"('#leonore', 'Entrons. ')",1.0,Deletion
379,,"('#octave', 'Vous obéir est tout ce que je veux. ')",1.0,Deletion
380,"('#scaramouche', ""Aux habits, à l'argent les femmes font la cour : Est-on riche et bien mis, on doit s'attendre à plaire, La femme aime l'éclat, et non pas la misère. Fagoté de la sorte avec ce vêtement, On te prendrait ma foi pour un sac de froment : Mais si Pierrot voulait reformer sa figure, Et comme un petit Maître affecter la parure, Se mettre tout en frange, et se poudrer le dos, Il serait en amour reçu comme un héros. Oui tu serais couru de toutes les coquettes, Des Dames du grand air, et même des grisettes : Je vais, si tu le veux, pour te mettre en crédit, Dans ce même moment te chercher un habit."")","('#le-docteur', ""J'ai tant couru qu'enfin j'ai su quelque nouvelle,  On m'a nommé le lieu qui renferme Isabelle,  C'est dans ce cabaret qu'elle a porté ses pas,  À ce funeste coup je ne m'attendais pas,  Qui m'eût dit que ma fille à la fleur de son âge,  Aurait eu du penchant pour le libertinage ?  Mais j'aperçois Géronte, il vient fort à propos. "")",0.53,Substitution
381,"('#pierrot', ""Tope, je le veux bien, que j'aurai bonne mine ! Je suis sûr de charmer mon aimable Argentine, Quand elle me verra couvert d'un bel harnois : Dans le fond je n'ai pas un trop vilain minois,  Ce n'est que cet habit qui seul me défigure, Sans cela j'aurais eu quelque bonne aventure. Scaramouche revient avec un habit tout garni de franges de soie, le chapeau et les gants de même ; il habille Pierrot, après quoi il lui dit qu'il est trop pâle, et qu'il faut lui donner un peu de couleur ; il prend une palette de Peintre, et lui barbouille le visage avec différentes couleurs ; il lui met ensuite une Perruque et le poudre par tout, en disant que c'est la mode d'être en frange et bien poudré : après plusieurs jeux de théâtre il le laisse en lui disant qu'il va avertir Argentine de le venir voir ; mais il dit qu'il veut le faire rosser, et que pour cet effet il va envoyer des gens de sa connaissance qui en feront l'office."")","('#le-docteur', ""Maintenant, cher ami, j'ai l'esprit en repos  Isabelle est cachée en cette hôtellerie,  Ne partez point d'ici Géronte, je vous prie,  Car je veux devant vous lui faire la leçon,  Et la traiter ici de la bonne façon.  Il entre dans le cabaret de Colombine."")",0.38,Substitution
382,"('#pierrot', ""Voilà ce qui s'appelle être sur le bon pied, Au Diable l'habit blanc, fi je faisais pitié : Sous ces beaux ornements je pourrai bien paraître, Je crois qu'ainsi vêtu j'ai l'air d'un petit Maître. Quatre Danseurs avec des bâtons entrent au son des violons, font une danse figurée, en chargeant Pierrot de coups ; après quoi ils prennent un tapis, le mettent dedans, et l'emportent en cadence. Pierrot crie, et le second acte finit."")","('#geronte', ""Hélas ! Pauvre Docteur, ton sort est déplorable,  Le ciel m'a regardé d'un oeil plus favorable,  En donnant à ma fille un esprit mûr, rassis,  Elle n'écoute point les amoureux transis,  Qui bornent tous leurs voeux à tromper une belle,  Léonore n'est point de l'humeur d'Isabelle,  Elle sait s'écarter d'un chemin trop battu,  Et pratiquer les lois de l'austère vertu. "")",0.86,Substitution
383,"('#octave', ""Quand du puissant amour nous ressentons les feux, Ce vainqueur aisément nous rend ingénieux ; A qui subit ses lois il n'est rien d'impossible, Ce Dieu fait surmonter un obstacle invincible : C'est par lui que Spinette a trompé le Docteur, Ce tour est merveilleux, et j'en ris de bon coeur. Mais il faut au plutôt m'assurer de la belle, Quoique son père fasse exacte sentinelle, Je prétends l'enlever, le dessein en est pris, Et je ne puis enfin être heureux qu'à ce prix."")","('#le-docteur', 'Je vous retrouve enfin fille trop criminelle,  Qui désertez ainsi la maison paternelle  Vous avez par la suite animé mon courroux,  Et mon ressentiment doit éclater sur vous. ')",0.99,Substitution
384,,"('#isabelle', 'Ah ! De grâce calmez cette affreuse colère,  Et ressouvenez-vous que vous êtes mon père. ')",1.0,Deletion
385,"('#leandre', ""Cher ami, vos conseils ont engagé mon âme A brûler comme vous d'une fidèle flamme ; Les leçons d'Arlequin m'ont su déterminer, Je vous fais un aveu qui doit vous étonner : L'indifférence était de mon coeur, le partage, Mais l'amour aujourd'hui s'y fait un doux passage."")","('#le-docteur', 'Contre ton procédé qui ne se récrierait,  Pendarde, quoi déjà tu cours le cabaret. ')",1.12,Substitution
386,"('#octave', 'Vous aimez ?')",,1.0,Insertion
387,"('#leandre', ""C'en est fait, j'ai cédé malgré moi, Je n'ai pu me soustraire à l'amoureuse loi : Vainement les plus fiers cherchent à s'en défendre, Et cent fois plus que vous, ami j'ai le coeur tendre. Pour marquer à ma belle un violent amour, Je la dois enlever avant la fin du jour ; Et pour la délivrer du jaloux qui l'obsède, Cette grande entreprise en est le seul remède."")","('#geronte', ""Docteur votre colère est juste et légitime,  Mais enfin croyez-moi pardonnez lui fort son crime  Que servent les éclats, il vaut mieux filer doux  Il faut la présenter vous-même à son époux,  Le plutôt est le mieux et dans cette journée  Effacez cet affront par un prompt hyménée,  On ne peut pas savoir tout ce qui s'est passé  Et vous ferez fort bien de paraître empressé. "")",0.34,Substitution
388,,"('#le-docteur', 'Mais Léandre... ')",1.0,Deletion
389,"('#octave', ""Nos desseins sont égaux, pour preuve de mes feux, Je tromperai les soins d'un père trop fâcheux ; Par un enlèvement digne de ma tendresse, Je m'assure aujourd'hui de ma chère Maîtresse : Mais quelle est la beauté dont vous êtes épris ? Vous le savez assez, je suis de vos amis, Ne me déguisez rien. "")","('#geronte', ""Comment vous y pensez encore,  Il a donné déjà la main à Léonore,  Ainsi n'attendez pas qu'il change de dessein,  Si vous vous en flatter votre espoir sera vain,  Je vais si vous voulez, appeler votre gendre. "")",0.39,Substitution
390,"('#leandre', ""Non, c'est vôtre voisine, Elle loge ici près, et se nomme Argentine."")","('#le-docteur', 'Hé bien soit.  Géronte entre.')",1.48,Substitution
391,,"('#isabelle', ""Juste ciel ! Qu'est devenu Léandre ? Il a pour m'obtenir bien peu d'empressement,  Et je dois mon malheur à son retardement. "")",1.0,Deletion
392,,"('#geronte', 'Voici votre beau-père avec la prétendue. ')",1.0,Deletion
393,"('#octave', ""Comment, que dites-vous ? Vous me surprenez fort, Argentine ! Vraiment d'un si tendre transport Vôtre Maître Arlequin vous sera redevable, Vous en usez fort bien avec ce pauvre Diable, Qui charitablement vous a tantôt instruit : Il devait, ce dit on, l'épouser cette nuit."")","('#octave', ""Quel objet en ce lieu se présente à ma vue ?  Le Docteur veut me faire un joli présent,  Il me prend pour un autre et le tour est plaisant,  Colombine tantôt m'a parlé de la belle,  Feignons... Quoi c'est donc là la charmante Isabelle ? "")",0.28,Substitution
394,,"('#geronte', 'Oui, Monsieur, et voilà mon ami le Docteur. ')",1.0,Deletion
395,"('#leandre', ""Arlequin, dites-vous ! L'aventure est plaisante, Je ne le savais pas."")","('#le-docteur', 'Ma fille avec raison peut vanter son bonheur,  Puisque je lui destine un homme de mérite. ')",1.49,Substitution
396,"('#octave', ""Un tel aveu m'enchante."")","('#geronte', 'Madame permettez que je vous félicite. ')",0.69,Substitution
397,"('#leandre', ""Je l'ai trouvé tantôt, et comme un imprudent Je l'ai de mes secrets rendu le confident, En l'instruisant d'abord de ma flamme nouvelle : Mais que faire ? Mon cher, j'adore cette belle, A ses yeux Arlequin est un monstre odieux, Si j'en crois ses discours, je lui plais beaucoup mieux : M'avoir pour son époux est ce qu'elle désire, Et mon coeur amoureux à ce bonheur aspire. Malgré le noir souci du jaloux Arlequin, J'ai chargé d'un billet mon valet Mezzetin ; Lui-même à cette belle aura soin de le rendre ; Il sait où la conduire, et moi je vais l'attendre."")","('#octave', ""Madame permettez, qu'en qualité d'amant,  Je vous témoigne ici mon tendre empressement,  Ce n'est point comme époux que je prétends paraître,  Mon ardeur sous ce nom le ferait mal connaître,  Et je dois autrement me présenter à vous. "")",0.0,Match
398,,"('#le-docteur', ""C'est-à-dire, qu'il veut être amant quoique époux. "")",1.0,Deletion
399,"('#octave', ""De grâce, cher ami, ne m'abandonnez pas, Je veux avec Spinette accompagner vos pas, Et dans le même endroit conduisant nos Maîtresses, Nous ferons éclater nos égales tendresses. Le Docteur doit dans peu sortir de la Maison, Vous pouvez me servir en cette occasion."")","('#isabelle', ""Imiter votre exemple est ce que je désire,  Et je ne craindrai point à mon tour de vous dire  Que le titre d'épouse a pour moi peu d'appas,  Qu'en cette occasion il ne me touche pas,  Que tout autre pour moi serait bien plus aimable. "")",0.41,Substitution
400,,"('#geronte', ""C'est assez mes enfants allons-nous mettre à table,  Entrons dans le logis. "")",1.0,Deletion
401,"('#leandre', ""Octave j'y consens. Et vôtre amour me touche."")","('#isabelle', 'Ciel qui connaît mes feux,  Daigne, en parant ce coup, satisfaire à mes voeux. ')",1.08,Substitution
402,"('#octave', 'Voici fort à propos mon valet Scaramouche.')","('#octave', 'Amour mon tendre coeur implore ta puissance,  Par un hymen plus doux couronne sa constance. ')",1.27,Substitution
403,"('#octave', ""Attends ici Spinette. Il faut enlever, Avec elle bien-tôt tu viendras me trouver Au coin de cette rue, où nous allons l'attendre."")","('#leandre', ""Songeons à profiter d'un moment précieux,  Et sans plus différer abandonnons ces lieux,  Tout est prêt pour partir, fais venir Isabelle. "")",0.68,Substitution
