,moliere-precieuses-ridicules,somaize-precieuses-ridicules,Cost,Operation Type
266,"('#jodelet', ""J'aurais envie d'en faire autant : mais je me trouve un peu incommodé de la veine poétique, pour la quantité des saignées que j'y ai faites ces jours passés. "")","('#jodelet', ""Peste cela me fâche J'aurais envie aussi d'en faire tout autant ; Mais faut que vous sachiez et teniez pour constant Que je suis aujourd'hui, s'il faut que je m'explique, Beaucoup incommodé de la veine poétique Pour lui trop avoir fait de saignées ma foi, Ces jours passés."")",0.0,Match
267,,"('#cathos', 'Monsieur, sans cela je vous crois.')",1.0,Deletion
268,"('#mascarille', ""Que diable est cela ?  Je fais toujours bien le premier vers ; mais j'ai peine à faire les autres.  Ma foi, ceci est un peu trop pressé : je vous ferai un impromptu à loisir, que vous trouverez le plus beau du monde. "")","('#mascarille', 'Que diable est donc cela ? Je fais toujours sans peine, Fort bien le premier vers ; mais je suis à la géhenne Pour poursuivre. Ma foi ceci presse trop fort : À loisir, je ferai pour vous sans nul effort En vers un impromptu, qui sans doute je gage Ne vous déplaira pas.')",0.0,Match
269,"('#jodelet', ""Il a de l'esprit comme un démon. "")","('#jodelet', ""Il a pour son partage À mon sens, de l'esprit en démon."")",0.0,Match
270,"('#magdelon', 'Et du galant, et du bien tourné. ')","('#madelon', 'Mais du grand, Du bien tourné, du fin, même du plus galant.')",0.0,Match
271,"('#mascarille', ""Vicomte dis-moi un peu, y a-t-il longtemps, que tu n'as vu la Comtesse ? "")","('#mascarille', 'Vicomte, depuis quand as-tu vu la Comtesse ?')",0.0,Match
272,"('#jodelet', 'Il y a plus de trois semaines que je ne lui ai rendu visite. ')","('#jodelet', ""Elle aurait bien raison d'accuser ma paresse ; Car il s'est écoulé trois semaines et plus Depuis que je l'ai vue."")",0.44,Substitution
273,"('#mascarille', ""Sais-tu bien que le Duc m'est venu voir, ce matin, et m'a voulu mener à la campagne, courir un cerf, avec lui."")","('#mascarille', ""Ah Dieu ! J'en suis confus, Quoi l'aller voir si peu ? Mais faut que je te conte Que le Duc ce matin m'est venu voir Vicomte, Et m'a voulu mener courir avecque lui Le Cerf à la campagne."")",0.0,Match
274,,"('#jodelet', ""Et tu l'as éconduit ?"")",1.0,Deletion
275,,"('#mascarille', 'Quoi donc ?')",1.0,Deletion
276,"('#magdelon', 'Voici nos amies qui viennent. ')","('#madelon', 'Messieurs, voici nos amies qui viennent.')",0.0,Match
277,,"('#mascarille', ""Nous sommes obligés aux peines qu'elles prennent."")",1.0,Deletion
278,"('#magdelon', 'Mon_Dieu, mes chères, nous vous demandons pardon.  Ces Messieurs ont eu fantaisie de nous donner les âmes des pieds, et nous vous avons envoyé quérir pour remplir les vides de notre assemblée. ')","('#madelon', ""Mon_Dieu, vous nous devez mes chères pardonner. Ces Messieurs ayant eu dessein de nous donner Chez nous l'âme des pieds, nous vous avons choisies Pour pouvoir mieux répondre à telles fantaisies, Et pour remplir aussi les vides incongrus, Qui sont dans notre bal."")",0.0,Match
279,"('#lucile', 'Vous nous avez obligées, sans doute. ')","('#lucile', 'Ah ! Ne nous tenez plus De semblables discours. Nous sommes obligées À votre souvenir, et serions affligées Si vous ne vouliez pas toujours agir ainsi.')",0.86,Substitution
280,"('#mascarille', ""Ce n'est ici qu'un bal à la hâte ; mais l'un de ces jours nous vous en donnerons un dans les formes.  Les violons sont-ils venus ? "")","('#mascarille', ""Ce n'est qu'un bal pressé que nous faisons ici ; Mais quelqu'un de ces jours nous avons bien envie De vous en donner un, au péril de la vie,  Dans les formes : Mais quoi les violons enfin, Sont-ils là ?"")",0.0,Match
281,"('#almanzor', 'Oui, Monsieur, ils sont ici. ')","('#almanzor', 'Oui, Monsieur.')",0.0,Match
282,"('#cathos', 'Allons donc, mes chères, prenez place. ')","('#cathos', ""C'est trop d'être à la fin Sur ses pieds. Allons donc, mes chères, prenez place."")",0.49,Substitution
283,"('#mascarille', 'La, la, la, la, la, la, la, la. ')","('#mascarille', 'La la la la la la.')",0.11,Substitution
284,"('#magdelon', 'Il a tout à fait la taille élégante. ')","('#madelon', ""Dieux ! Qu'il a bonne grâce, Et la taille élégante."")",0.02,Substitution
285,"('#cathos', 'Et a la mine de danser proprement. ')","('#cathos', 'Et la mine je crois De danser proprement.')",0.0,Match
286,"('#mascarille', ""Ma franchise va danser la courante aussi bien que mes pieds.  En cadence, Violons, en cadence.  Ô quels ignorants !  Il n'y a pas moyen de danser avec eux.  Le diable vous emporte, ne sauriez-vous jouer en mesure ?  La, la, la, la, la, la, la, la.  Ferme, ô violons de village. "")","('#mascarille', ""Ma franchise avec moi, Aussi bien que mes pieds va danser la courante. Violons en cadence, ah ! Cadence pesante. Oh ! Qu'ils sont ignorants ? Ma foi l'on ne peut pas Rien danser avec eux, quel étrange fracas, L'on ne sait ce qu'on fait. Le Diable vous emporte, Quoi donc, ne sauriez-vous jouer d'une autre sorte, Et de mesure la, la, la, la, la, la, la. La ferme, ô violons de village."")",0.0,Match
287,"('#jodelet', 'Holà, ne pressez pas si fort la cadence, je ne fais que sortir de maladie. ')","('#jodelet', 'Oh ! hola ? Messieurs, ne pressez pas si fort votre cadence ? Je ne fais que sortir de maladie.')",0.0,Match
288,,"('#mascarille', 'Et danse, Vicomte.')",1.0,Deletion
289,"('#la-grange', 'Ah, ah, coquins, que faites-vous ici ?  Il y a trois heures que nous vous cherchons. ')","('#la-grange', 'Ah, ah ! Coquins, que faites-vous céans ?')",0.94,Substitution
290,"('#mascarille', ""Ahy, ahy, ahy, vous ne m'aviez pas dit que les coups en seraient aussi. "")","('#mascarille', ""Ahy, ahy, ahy, je n'ai point ouï Monsieur, que je sache Que les coups en seraient."")",0.3,Substitution
291,"('#jodelet', 'Ahy, ahy, ahy ! ')","('#jodelet', 'Ahy, ahy.')",0.0,Match
292,"('#la-grange', ""C'est bien à vous, infâme que vous êtes, à vouloir faire l'homme d'importance. "")","('#la-grange', ""C'est bien à vous, Infâme, à vouloir faire en ce lieu les yeux doux, Et l'homme d'importance."")",0.05,Substitution
293,"('#du-croisy', 'Voilà qui vous apprendra à vous connaître.  Il sortent.')","('#du-croisy', 'Ah ! vous voulez paraître, Cela vous apprendra certes, à vous connaître. Ils sortent.')",0.0,Match
294,"('#magdelon', 'Que veut donc dire ceci ? ')","('#madelon', 'Que viens-je donc de voir ?')",0.55,Substitution
295,"('#jodelet', ""C'est une gageure. "")","('#mascarille', 'Une gageure.')",0.0,Match
296,,"('#madelon', 'Non, Ou vous vous plaisez fort à sentir le bâton.')",1.0,Deletion
297,"('#cathos', 'Quoi vous laisser battre de la sorte ! ')","('#cathos', 'Vous laisser devant nous battre de cette sorte.')",0.01,Substitution
298,"('#mascarille', ""Mon_Dieu, je n'ai pas voulu faire semblant de rien : car je suis violent, et je me serais emporté. "")","('#mascarille', ""Mon_Dieu, facilement je sais que je m'emporte, Et je n'ai pas voulu faire semblant de rien."")",0.0,Match
299,"('#magdelon', 'Endurer un affront, comme celui-là, en notre présence ! ')","('#madelon', ""Pour votre honneur pourtant cela ne va pas bien. Quoi ? Tous deux ? Qui l'eût cru ? Même en votre présence Endurer un affront, et de cette importance."")",0.2,Substitution
300,"('#mascarille', ""Ce n'est rien, ne laissons pas d'achever.  Nous nous connaissons il y a longtemps, et entre amis on ne va pas se piquer, pour si peu de chose. "")","('#mascarille', ""N'importe, toutefois achevons, ce n'est rien. Depuis longtemps déjà nous nous connaissons bien : Vous savez qu'entre amis, quoi qu'on fasse et qu'on ose, On ne se pique pas pour si petite chose."")",0.0,Match
301,"('#la-grange', 'Ma foi, marauds, vous ne vous rirez pas de nous, je vous promets.  Entrez, vous autres. ')","('#la-grange', ""Ma foi, c'est trop marauds, vous divertir de nous, Et vous n'en rirez plus, je vous jure entre vous."")",0.0,Match
302,"('#magdelon', 'Quelle est donc cette audace, de venir nous troubler de la sorte, dans notre maison ? ')","('#madelon', 'Quoi ? Dans notre logis votre audace redouble. Et qui vous y fait donc venir mettre le trouble ?')",0.0,Match
303,"('#du-croisy', ""Comment, Mesdames, nous endurerons que nos laquais soient mieux reçus que nous ?  Qu'ils viennent vous faire l'amour à nos dépens, et vous donnent le bal ? "")","('#du-croisy', ""Hé ! Mesdames, comment devons nous endurer Que nos laquais, ici se fassent révérer. Que par des lâchetés que l'on peut dire extrêmes, Ils soient ici de vous, mieux reçus que nous-mêmes, Qu'à nos propres dépends, par un trait sans égal Ils vous montrent leur flamme ; et vous donnent le bal."")",0.11,Substitution
304,"('#magdelon', 'Vos laquais !')","('#madelon', 'Vos laquais ?')",0.0,Match
305,"('#la-grange', ""Oui, nos laquais, et cela n'est ni beau, ni honnête, de nous les débaucher, comme vous faites. "")","('#la-grange', 'Nos laquais, ces tours sont malhonnêtes, De nous les débaucher de même que vous faites.')",0.0,Match
306,"('#magdelon', 'Ô Ciel, quelle insolence ! ')","('#madelon', 'Quelle haute insolence ? ô Ciel !')",0.0,Match
307,"('#la-grange', ""Mais ils n'auront pas l'avantage de se servir de nos habits, pour vous donner dans la vue, et si vous les voulez aimer, ce sera, ma foi, pour leurs beaux yeux, vite, qu'on les dépouille sur-le-champ. "")","('#la-grange', ""Ils n'auront pas Le bien que nos habits leurs donnent des appas ? Pour vous pouvoir par eux donner dedans la vue, Si vous aimez leur peau, ce sera toute nue, Et quand vous les verrez sans vêtements, et gueux, Vous les estimerez ma foi, pour leurs beaux yeux. Vite ! Qu'on se dépouille, ou bien dans ma furie..."")",0.0,Match
308,"('#jodelet', 'Adieu notre braverie. ')","('#jodelet', 'Je ne suis plus rien, adieu la braverie.')",0.97,Substitution
309,"('#mascarille', 'Voilà le Marquisat et la Vicomté à bas. ')","('#mascarille', 'Adieu, le Marquisat, adieu la Vicomté.')",0.0,Match
310,"('#du-croisy', ""Ha ha, coquins, vous avez l'audace d'aller sur nos brisées.  Vous irez chercher autre part de quoi vous rendre agréables aux yeux de vos belles, je vous en assure. "")","('#du-croisy', ""Qu'est-ce ? Qui vit jamais rien de plus effronté ? Vos victoires coquins, seront plus mal aisées. Et vous ne pourrez plus aller sur nos brisées, Ou vous irez ma foi chercher en d'autres lieux De quoi paraître beaux, et contenter les yeux De ces rares beautés, et je vous en assure."")",0.0,Match
311,"('#la-grange', ""C'est trop que de nous supplanter, et de nous supplanter avec nos propres habits. "")","('#la-grange', ""Aurait-on pu prévoir une telle aventure, Et qui plus justement dût jamais s'emporter. Ah ! C'était trop faquins, que de nous supplanter Avecque nos habits ?"")",0.8,Substitution
312,"('#mascarille', 'Ô Fortune, quelle est ton inconstance. ')","('#mascarille', 'Ta fureur est extrême, Ô sort !')",1.03,Substitution
313,"('#du-croisy', ""Vite, qu'on leur ôte jusqu'à la moindre chose. "")","('#du-croisy', ""Que l'on leur ôte, et jusque aux choses même Qui sont peu d'importance."")",0.27,Substitution
314,,"('#mascarille', 'Hé...')",1.0,Deletion
315,"('#la-grange', ""Qu'on emporte toutes ces hardes, dépêchez.  Maintenant, Mesdames, en l'état qu'ils sont, vous pouvez continuer vos amours avec eux tant qu'il vous plaira, nous vous laissons toute sorte de liberté pour cela, et nous vous protestons, Monsieur, et moi, que nous n'en serons aucunement jaloux. "")","('#la-grange', ""Sans raisonnement, Que tous ces habits-là, soient ôtés promptement. Dedans l'état qu'ils sont, dès à présent, Mesdames, Vous pouvez avec eux continuer vos flammes : Ici nous vous laissons en pleine liberté, Et nous vous protestons tous deux en vérité, Que nous n'aurons jamais aucune jalousie."")",0.0,Match
316,"('#cathos', 'Ah quelle confusion ! ')","('#cathos', 'Quelle confusion.')",0.0,Match
317,"('#magdelon', 'Je crève de dépit. ')","('#madelon', ""J'en suis toute saisie !"")",1.52,Substitution
318,"('#violons', ""Qu'est-ce donc que ceci ?  Qui nous payera, nous autres ? "")","('#les-violons', ""Donnez-nous de l'argent, je n'entends point ceci, Lequel donc de vous deux nous doit payer ici ?"")",0.13,Substitution
319,"('#mascarille', 'Demandez à Monsieur le Vicomte. ')","('#mascarille', ""Quand je vois ce revers, pour moi, je meurs de honte, Demandez s'il vous plaît à Monsieur le Vicomte."")",0.62,Substitution
320,"('#violons', ""Qui est-ce, qui nous donnera de l'argent ? "")","('#jodelet', ""D'un semblable revers mes sens sont ébahis. Demandez si vous plaît à Monsieur_le_Marquis."")",1.43,Substitution
321,"('#jodelet', 'Demandez à Monsieur le Marquis. ')",,1.0,Insertion
322,"('#gorgibus', ""Ah !  Coquines que vous êtes, vous nous mettez dans de beaux draps blancs, à ce que je vois, et je viens d'apprendre de belles affaires vraiment, de ces Messieurs, qui sortent."")","('#gorgibus', ""Coquines, qu'ai-je ouï ? Vous nous venez de mettre Dedans de beaux draps blancs. On m'a sans rien omettre Dit toute votre affaire, et ces Messieurs aussi Me l'ont trop fait savoir, en s'en allant d'ici."")",0.0,Match
323,"('#magdelon', ""Ah !  Mon père, c'est une pièce sanglante qu'ils nous ont faite. "")","('#madelon', 'Mon père on nous a fait cette sanglante pièce.')",0.0,Match
324,"('#gorgibus', ""Oui, c'est une pièce sanglante ; mais qui est un effet de votre impertinence, infâmes !  Ils se sont ressentis du traitement que vous leur avez fait, et cependant, malheureux que je suis, il faut, que je boive l'affront. "")","('#gorgibus', ""Je sais qu'elle est sanglante et marque leur adresse ; Mais votre impertinence en est le fondement, Ils se sont ressentis du mauvais traitement Que vous leur avez fait, infâmes, que vous êtes, Et leurs flammes ont droit d'être mal satisfaites : Il faut que cependant malheureux que je suis Je boive cet affront pour croître mes ennuis."")",0.0,Match
325,"('#magdelon', 'Ah, je jure, que nous en serons vengés, ou que je mourrai en la peine.  Et vous, marauds, osez-vous vous tenir ici, après votre insolence ? ')","('#madelon', ""Ne nous dites plus rien, je vous donne assurance Que de ce procédé nous tirerons vengeance, Que contre nous aucun ne les peut secourir, Ou qu'en la peine enfin, l'on nous verra périr. Et vous marauds, encor vous avez l'assurance De rester dans ces lieux, après votre insolence."")",0.0,Match
326,"('#mascarille', ""Traiter comme cela un Marquis !  Voilà ce que c'est que du monde, la moindre disgrâce nous fait mépriser de ceux qui nous chérissaient.  Allons, camarade, allons chercher fortune autre part ; je vois bien qu'on n'aime ici, que la vaine apparence, et qu'on n'y considère point la vertu toute nue. Ils sortent tous deux."")","('#mascarille', ""[Un] Marquis comme moi, se voir ainsi traité, Certes, un tel affront ne peut être goûté. Ah ! Par cette froideur injuste et sans seconde Je ne connais que trop ce que c'est que le monde, À la moindre disgrâce, on vous méprise tous, Qui vous aimait le plus, s'ose railler de vous. Puis donc qu'il est ainsi, souffrons cette injustice, D'un sort commun à tous, endurons le caprice, Allons cher camarade, allons nous-en ailleurs, La fortune pour nous aura plus de douceurs, La vertu sans grandeurs n'est point ici connue Et l'on l'en fait sortir, quand elle est toute nue."")",0.0,Match
327,"('#violons', 'Monsieur nous entendons, que vous nous contentiez à leur défaut, pour ce que nous avons joué ici. ')","('#les-violons', ""Nous attendons ici, Monsieur, à leur défaut De recevoir enfin de vous, ce qu'il nous faut : Car puisque tout travail mérite son salaire Il faut payer celui que nous venons de faire."")",0.82,Substitution
328,"('#gorgibus', 'Oui, oui, je vous vais contenter ; et voici la monnaie, dont je vous veux payer.  Et vous, pendardes, je ne sais qui me tient, que je ne vous en fasse autant, nous allons servir de fable, et de risée à tout le monde, et voilà ce que vous vous êtes attiré par vos extravagances.  Allez vous cacher, vilaines, allez vous cacher pour jamais.  Et vous, qui êtes cause de leur folie, sottes billevesées, pernicieux amusements des esprits oisifs, romans, vers, chansons, sonnets, et sonnettes, puissiez-vous être à tous les Diables.')","('#gorgibus', ""Je m'en vais maintenant tous deux vous contenter Et c'est ici l'argent que je vous veux compter. Et vous qui tous les jours faites tant d'incartades. Qui consommez le temps à faire des pommades. Je ne sais qui m'empêche et me retient ici Que dedans ma fureur je ne vous frotte aussi : Par tout notre maison se verra méprisée, Nous servirons par tout de fable et de risée Chacun dira son mot pour nous déshonorer, Voilà ce que sur nous vient enfin d'attirer Et votre impertinence, et vos humeurs hautaines. Allez donc vous cacher, allez grandes vilaines, Et vous des gens oisifs, lâches amusements, Vers, sonnets et chansons, sonnettes et romans, Livres pernicieux, folles et vaines fables Puissiez-vous pour jamais aller à tous les diables."")",0.0,Match
