quinault-comedie-sans-comedie,quinault-docteur-de-verre,Score
"('#panfile', 'Vous me le pouvez rendre, En épousant ma fille et devenant mon gendre.')","('#panfile', 'Vous me le pouvez rendre, En épousant ma fille et devenant mon gendre.')",1.0
"('#le-docteur', ""Ne vous ai-je pas dit que je n'en ferais rien, C'est l'avis de Pluton et c'est aussi le mien."")","('#le-docteur', ""Ne vous ai-je pas dit que je n'en ferais rien ? C'est l'avis de Pluton, et c'est aussi le mien."")",0.9791763424873352
"('#panfile', 'Mais.')","('#panfile', 'Mais.')",1.0000001192092896
"('#le-docteur', ""Mais Pluton l'a dit, cela vous doit suffire."")","('#le-docteur', ""Mais Pluton l'a dit ; cela vous doit suffire."")",0.9855831861495972
"('#panfile', 'Vous êtes fol Monsieur !')","('#panfile', 'Vous êtes fol, Monsieur.')",0.8171602487564087
"('#le-docteur', ""Il faut vous laisser dire, Vous avez beau vous plaindre et beau m'injurier, Je ne suis pas si fol que de me marier. Il sort."")","('#le-docteur', ""Il faut vous laisser dire ; Vous avez beau vous plaindre et beau m'injurier, Je ne suis pas si fol que de me marier. Il sort."")",0.9905502200126648
"('#panfile', 'Que ferons-nous !')","('#panfile', 'Que ferons-nous? ')",0.7444620132446289
"('#tersandre', 'Spondez votre fille à Tersandre ?')","('#tersandre', 'Spondez votre fille à Tersandre.')",0.9405195116996765
"('#panfile', ""Je l'ai traité trop mal, il n'y faut plus prétendre."")","('#panfile', ""Je l'ai traité trop mal; il n'y faut plus prétendre."")",0.9758565425872803
"('#isabelle', ""Mais s'il avait pour moi le même sentiment, Lui serais-je accordée ?"")","('#isabelle', ""Mais s'il avait pour moi le même sentiment, Lui serais-je accordée?"")",0.9811182022094727
"('#panfile', 'Avec ravissement.')","('#panfile', 'Avec ravissement.')",0.9999999403953552
"('#tersandre', 'Tersandre à vos genoux vous la demande encore ?')","('#tersandre', 'Tersandre à vos genoux vous la demande encore.')",0.9256501197814941
"('#panfile', ""Elle est à vous Tersandre, et votre amour l'honore ; Mais je suis fort surpris d'un si grand changement, Venez m'en éclaircir dans mon appartement."")","('#panfile', ""Elle est à vous, Tersandre, et votre amour l'honore. Mais je suis fort surpris d'un si grand changement ; Venez m'en éclaircir dans votre appartement."")",0.9818068742752075
