,dufresny-adieux-des-officiers,moliere-psyche,Cost,Operation Type
224,,"('#l-amour', ""Vous pouvez tout, et je suis tout à vous ; Mais si nos feux vous semblent doux, Ne mettez point d'obstacle à leur charmante suite, Ne me forcez point à la fuite : C'est le moindre malheur qui nous puisse arriver D'un souhait qui vous a séduite."")",1.0,Deletion
225,"('#les-dieux', 'Il a tort, il a tort, il a tort. ')",,1.0,Insertion
226,"('#junon', ""Quelle honte est-ce là, messieurs ?  On ne veut pas se donner la peine d'entendre Vulcain ?  Si vus vous moquez d'un dieu qui se plaint de sa femme, que ferez-vous donc à un simple mortel ? "")","('#psyche', ""Seigneur, vous voulez m'éprouver, Mais je sais ce que j'en dois croire. De grâce, apprenez-moi tout l'excès de ma gloire, Et ne me cachez plus pour quel illustre choix J'ai rejeté le voeux de tant de rois."")",0.91,Substitution
227,,"('#l-amour', 'Le voulez-vous ?')",1.0,Deletion
228,,"('#psyche', 'Souffrez que je vous en conjure.')",1.0,Deletion
229,,"('#l-amour', 'Si vous saviez, Psyché, la cruelle aventure Que par là vous vous attirez...')",1.0,Deletion
230,"('#jupiter', ""Les mortels ne sont pas si sots que de se plaindre, ils passent ces sortes d'affaires sous silence. "")","('#psyche', 'Seigneur, vous me désespérez.')",1.5,Substitution
231,"('#vulcain', 'Cela est vrai, ils se contentent de faire imprimer des factums. ')","('#l-amour', 'Pensez-y bien, je puis encor me taire.')",1.73,Substitution
232,,"('#psyche', ""Faites-vous des serments pour n'y point satisfaire ?"")",1.0,Deletion
233,"('#junon', ""Monsieur Vulcain, criez, tempêtez, faites le diable à quatre, jusqu'à ce qu'on ait rendu justice.  Laissez-moi faire, je vais condamner au carcan tous les époux infidèles. "")","('#l-amour', ""Hé bien, je suis le Dieu le plus puissant des Dieux, Absolu sur la Terre, absolu dans les Cieux ; Dans les eaux, dans les airs mon pouvoir est suprême, En un mot, je suis l'Amour même, Qui de mes propres traits m'étais blessé pour vous ; Et sans la violence, hélas ! Que vous me faites, Et qui vient de changer mon amour en courroux, Vous m'alliez avoir pour époux. Vos volontés sont satisfaites, Vous avez su qui vous aimiez, Vous connaissez l'amant que vous charmiez, Psyché, voyez où vous en êtes. Vous me forcez vous-même à vous quitter, Vous me forcez vous-même à vous ôter Tout l'effet de votre victoire : Peut-être vos beaux yeux ne me reverront plus ; Ce palais, ces jardins, avec moi disparus Vont faire évanouir votre naissante gloire ; Vous n'avez pas voulu m'en croire, Et pour tout fruit de ce doute éclairci, Le Destin, sous qui le Ciel tremble, Plus fort que mon amour, que tous les Dieux ensemble, Vous va montrer sa haine, et me chasse d'ici. L'Amour disparaît, et dans l'instant qu'il s'envole, le superbe jardin s'évanouit. Psyché demeure seule au milieu d'une vaste campagne, et sur le bord sauvage d'un grand fleuve où elle se veut précipiter. Le Dieu du Fleuve paraît assis sur un amas de joncs et de roseaux et appuyé sur une grande urne, d'où sort une grosse source d'eau."")",0.43,Substitution
234,,"('#psyche', ""Cruel destin ! Funeste inquiétude ! Fatale curiosité ! Qu'avez-vous fait, affreuse solitude, De toute ma félicité ? J'aimais un Dieu, j'en étais adorée, Mon bonheur redoublait de moment en moment, Et je me vois seule, éplorée, Au milieu d'un désert, où pour accablement, Et confuse, et désespérée, Je sens croître l'amour, quand j'ai perdu l'amant. Le souvenir m'en charme et m'empoisonne, Sa douceur tyrannise un coeur infortuné Qu'aux plus cuisants chagrins ma flamme a condamné. Ô Ciel ! Quand l'Amour m'abandonne, Pourquoi me laisse-t-il l'amour qu'il m'a donné ? Source de tous les biens inépuisable et pure, Maître des hommes et des Dieux ; Cher auteur des maux que j'endure, Êtes-vous pour jamais disparu de mes yeux ? Je vous en ai banni moi-même ; Dans un excès d'amour, dans un bonheur extrême, D'un indigne soupçon mon coeur s'est alarmé ; Coeur ingrat, tu n'avais qu'un feu mal allumé, Et l'on ne peut vouloir du moment que l'on aime. Que ce que veut l'objet aimé. Mourons, c'est le parti qui seul me reste à suivre, Après la perte que je fais. Pour qui, grands Dieux, voudrais-je vivre, Et pour qui former des souhaits ? Fleuve, de qui les eaux baignent ces tristes sables, Ensevelis mon crime dans tes flots, Et pour finir des maux si déplorables, Laisse-moi dans ton lit assurer mon repos."")",1.0,Deletion
235,"('#vulcain', ""Tous : donnez-vous-en bien de garde. Il n'y aurait personne pour faire exécuter la sentence. "")","('#le-dieu-du-fleuve', ""Ton trépas souillerait mes ondes, Psyché, le Ciel te le défend, Et peut-être qu'après des douleurs si profondes Un autre sort t'attend. Fuis plutôt de Vénus l'implacable colère : Je la vois qui te cherche et qui te veut punir, L'amour du fils a fait la haine de la mère. Fuis, je saurai la retenir."")",1.25,Substitution
236,"('#junon', ""J'enrage quand je vois... "")","('#psyche', ""J'attends ses fureurs vengeresses. Qu'auront-elles pour moi qui ne me soit trop doux ? Qui cherche le trépas, ne craint Dieux, ni Déesses, Et peut braver tout leur courroux."")",0.9,Substitution
237,"('#jupiter', ""Taisez-vous, jalouse ; on voit bien que vous avez de la rancune contre les maris.  Si vous vouliez du bien à Vulcain, vous lui conseilleriez de ne se point faire juger : car le mieux qui lui puisse arriver dans cette affaire, c'est d'avoir tort. "")","('#venus', ""Orgueilleuse Psyché, vous m'osez donc attendre, Après m'avoir sur Terre enlevé mes honneurs, Après que vos traits suborneurs Ont reçu les encens qu'aux miens seuls on doit rendre ? J'ai vu mes temples désertés, J'ai vu tous les mortels séduits par vos beautés Idolâtrer en vous la beauté souveraine, Vous offrir des respects jusqu'alors inconnus, Et ne se mettre pas en peine S'il était une autre Vénus : Et je vous vois encor l'audace De n'en pas redouter les justes châtiments, Et de me regarder en face, Comme si c'était peu que mes ressentiments."")",0.69,Substitution
238,"('#vulcain', ""Oui, je commence à comprendre que... Il a tort, il a tort ; n'a pas tout à fait tort.  Car pour avoir un arrêt contre ma femme, je n'ai que faire de venir ici, le public en prononcera plus que je ne voudrais.  Monsieur Jupiter, puisque vous jugez à propos de ne me point juger, au moins donnez-moi quelque consolation dans mon affliction.  Il chante."")","('#psyche', ""Si de quelques mortels on m'a vue adorée, Est-ce un crime pour moi d'avoir eu des appas, Dont leur âme inconsidérée Laissait charmer des yeux qui ne vous voyaient pas ? Je suis ce que le Ciel m'a faite, Je n'ai que les beautés qu'il m'a voulu prêter : Si les voeux qu'on m'offrait vous ont mal satisfaite, Pour forcer tous les coeurs à vous les reporter, Vous n'aviez qu'à vous présenter, Qu'à ne leur cacher plus cette beauté parfaite, Qui pour les rendre à leur devoir, Pour se faire adorer, n'a qu'à se faire voir."")",0.27,Substitution
239,"('#jupiter', ""Il lui présente un boeuf et un mouton.  Mon cher ami Vulcain, pour avoir l'abondance,  Tu dois joindre dans ta maison,  Du boeuf laborieux la sotte patience,  Avec la douceur du mouton.  La plus grande consolation qu'on puisse donner à un mari affligé, c'est l'abondance des biens dans sa maison.  J'ordonne donc que chacun vienne faire un présent à Vulcain, et lui donne un conseil convenable au présent qu'il fera. Je vais commencer. "")","('#venus', ""Il fallait vous en mieux défendre, Ces respects, ces encens se devaient refuser, Et pour les mieux désabuser, Il fallait à leurs yeux vous-même me les rendre. Vous avez aimé cette erreur Pour qui vous ne deviez avoir que de l'horreur ; Vous avez bien fait plus, votre humeur arrogante Sur le mépris de mille rois Jusques aux Cieux a porté de son choix L'ambition extravagante."")",0.94,Substitution
240,,"('#psyche', ""J'aurais porté mon choix, Déesse, jusqu'aux Cieux ?"")",1.0,Deletion
241,,"('#venus', ""Votre insolence est sans seconde ; Dédaigner tous les rois du monde ; N'est-ce pas aspirer aux Dieux ?"")",1.0,Deletion
242,"('#vulcain', ""Ah, Jupiter pour récompense  D'un conseil qui chez moi va causer l'abondance,  Je te veux donner des souhaits.  Que ton voisin chez toi puisse mettre la paix.  Que ta Junon jamais ne gronde,  Lorsque même à ses yeux tu seras déloyal :  Enfin, quoique tu manques au devoir conjugal,  Qu'elle ne laisse pas d'être toujours féconde. "")","('#psyche', ""Si l'Amour pour eux tous m'avait endurci l'âme, Et me réservait toute à lui, En puis-je être coupable, et faut-il qu'aujourd'hui Pour prix d'une si belle flamme, Vous vouliez m'accabler d'un éternel ennui ?"")",0.78,Substitution
243,"('#junon', ""Allons, ma grand'mère Cybèle,  Tirez donc de votre escarcelle,  Quelque présent  Pour cet enfant.  Cybèle tire de grandes lunettes d'un étui."")","('#venus', 'Psyché, vous deviez mieux connaître Qui vous étiez, et quel était ce Dieu.')",1.74,Substitution
244,,"('#psyche', ""Et m'en a-t-il donné ni le temps, ni le lieu, Lui qui de tout mon coeur d'abord s'est rendu maître ?"")",1.0,Deletion
245,,"('#venus', ""Tout votre coeur s'en est laissé charmer, Et vous l'avez aimé dès qu'il vous a dit, j'aime."")",1.0,Deletion
246,"('#junon', 'Bon, ceci lui convient.  Vulcain, prends ces lunettes,  Pour mieux examiner ce que fait ta moitié.  À Vulcain.')","('#psyche', ""Pouvais-je n'aimer pas le Dieu qui fait aimer, Et qui me parlait pour lui-même ? C'est votre fils, vous savez son pouvoir, Vous en connaissez le mérite."")",1.49,Substitution
247,"('#vulcain', 'Je crains que pour en voir seulement la moitié,  Elles ne soient pas assez nettes.  Mais morbleu, on se moque de moi ! Par la sang... ')","('#venus', ""Oui, c'est mon fils, mais un fils qui m'irrite, Un fils qui me rend mal ce qu'il sait me devoir, Un fils qui fait qu'on m'abandonne, Et qui pour mieux flatter ses indignes amours, Depuis que vous l'aimez, ne blesse plus personne Qui vienne à mes autels implorer mon secours. Vous m'en avez fait un rebelle, On m'en verra vengée, et hautement, sur vous, Et je vous apprendrai s'il faut qu'une mortelle Souffre qu'un Dieu soupire à ses genoux, Suivez-moi, vous verrez par votre expérience À quelle folle confiance Vous portait cette ambition ; Venez, et préparez autant de patience, Qu'on vous voit de présomption."")",1.19,Substitution
248,"('#momus', 'De sa Vénus la complaisante adresse,  Quand il voudra peut faire son bonheur.  Mais ta Junon ; en faisant la diablesse,  Te vend bien cher un chimérique honneur. ')","('#psyche', ""Effroyables replis des ondes infernales, Noirs palais où Mégère et ses soeurs font leur Cour, Éternels ennemis du jour, Parmi vos Ixions, et parmi vos Tantales, Parmi tant de tourments, qui n'ont point d'intervalles, Est-il dans votre affreux séjour Quelques peines qui soient égales Aux travaux où Vénus condamne mon amour ? Elle n'en peut être assouvie : Et depuis qu'à ses lois je me trouve asservie, Depuis qu'elle me livre à ses ressentiments, Il m'a fallu dans ces cruels moments Plus d'une âme, et plus d'une vie, Pour remplir ses commandements. Je souffrirais tout avec joie, Si parmi les rigueurs que sa haine déploie, Mes yeux pouvaient revoir, ne fût-ce qu'un moment, Ce cher, cet adorable amant : Je n'ose le nommer ; ma bouche criminelle D'avoir trop exigé de lui, S'en est rendue indigne, et dans ce dur ennui, La souffrance la plus mortelle Dont m'accable à toute heure un renaissant trépas, Est celle de ne le voir pas. Si son courroux durait encore, Jamais aucun malheur n'approcherait du mien : Mais s'il avait pitié d'une âme qui l'adore, Quoi qu'il fallût souffrir, je ne souffrirais rien. Oui, Destins, s'il calmait cette juste colère, Tous mes malheurs seraient finis : Pour me rendre insensible aux fureurs de la mère, Il ne faut qu'un regard d'un fils. Je n'en veux plus douter, il partage ma peine, Il voit ce que je souffre, et souffre comme moi, Tout ce que j'endure le gêne, Lui-même il s'en impose une amoureuse loi : En dépit de Vénus, en dépit de mon crime, C'est lui qui me soutient, c'est lui qui me ranime, Au milieu des périls où l'on me fait courir : Il garde la tendresse où son feu le convie, Et prend soin de me rendre une nouvelle vie, Chaque fois qu'il me faut mourir. Mais que me veulent ces deux Ombres Qu'à travers le faux jour de ces demeures sombres J'entrevois s'avancer vers moi ?"")",0.47,Substitution
249,,"('#psyche', 'Cléomène, Agénor, est-ce vous que je vois ? Qui vous a ravi la lumière ?')",1.0,Deletion
250,"('#vulcain', ""Et bien souvent une fausse sagesse,  Peut à l'époux causer un vrai malheur.  L'Océan est bien flegmatique.  L'Océan veut parler, et tousse toujours."")","('#cleomene', ""La plus juste douleur qui d'un beau désespoir Nous eût pu fournir la matière, Cette pompe funèbre, où du sort le plus noir Vous attendiez la rigueur la plus fière, L'injustice la plus entière."")",0.93,Substitution
251,,"('#agenor', ""Sur ce même rocher, où le Ciel en courroux Vous promettait au lieu d'époux Un serpent dont soudain vous seriez dévorée, Nous tenions la main préparée À repousser sa rage, ou mourir avec vous. Vous le savez, Princesse, et lorsqu'à notre vue, Par le milieu des airs vous êtes disparue, Du haut de ce rocher, pour suivre vos beautés, Ou plutôt pour goûter cette amoureuse joie D'offrir pour vous au monstre une première proie, D'amour et de douleur l'un et l'autre emportés, Nous nous sommes précipités."")",1.0,Deletion
252,"('#l-ocean', ""Je te fais présent de ma toux.  Rien n'est plus souverain pour un mari jaloux  Qui la rage dans l'âme,  Veut se cacher pour surprendre sa femme. Je souhaite à tous ceux de ta société  Qu'en pareil cas leur gosier irrité,  Trahisse  Leur forte curiosité,  Et leur épargne le supplice,  D'être pleinement convaincus  Qu'on les fait  Cocus.  Il tousse. "")","('#cleomene', ""Heureusement déçus au sens de votre Oracle, Nous en avons ici reconnu le miracle, Et su que le serpent prêt à vous dévorer Était le Dieu qui fait qu'on aime, Et qui tout Dieu qu'il est vous adorant lui-même, Ne pouvait endurer Qu'un mortel comme nous osât vous adorer."")",0.52,Substitution
253,,"('#agenor', ""Pour prix de vous avoir suivie, Nous jouissons ici d'un trépas assez doux : Qu'avions-nous affaire de vie, Si nous ne pouvions être à vous ? Nous revoyons ici vos charmes, Qu'aucun des deux là-haut n'aurait revus jamais. Heureux si nous voyons la moindre de vos larmes Honorer des malheurs que vous nous avez faits."")",1.0,Deletion
254,"('#vulcain', ""Ce qui t'enrhume de la sorte,  C'est que ton épouse Thétys  Te fait souvent coucher sur le pas de la porte,  Pendant que le soleil dissipe ses ennuis. "")","('#psyche', ""Puis-je avoir des larmes de reste Après qu'on a porté les miens au dernier point ? Unissons nos soupirs dans un sort si funeste, Les soupirs ne s'épuisent point. Mais vous soupireriez, Princes, pour une ingrate, Vous n'avez point voulu survivre à mes malheurs, Et quelque douleur qui m'abatte, Ce n'est point pour vous que je meurs."")",0.97,Substitution
255,,"('#cleomene', ""L'avons-nous mérité, nous dont toute la flamme N'a fait que vous lasser du récit de nos maux ?"")",1.0,Deletion
256,,"('#psyche', ""Vous pouviez mériter, Princes, toute mon âme, Si vous n'eussiez été rivaux. Ces qualités incomparables Qui de l'un et de l'autre accompagnaient les voeux, Vous rendaient tous deux trop aimables, Pour mépriser aucun des deux."")",1.0,Deletion
257,,"('#agenor', 'Vous avez pu sans être injuste, ni cruelle, Nous refuser un coeur réservé pour un Dieu. Mais revoyez Vénus : le Destin nous rappelle, Et nous force à vous dire adieu.')",1.0,Deletion
258,,"('#psyche', 'Ne vous donne-t-il point le loisir de me dire Quel est ici votre séjour ?')",1.0,Deletion
259,"('#momus', ""Ce dieu brûlant, pendant toute l'année,  Chauffe ton lit, pour te faire plaisir :  Mais un vieux fou qui prend jeune épousée,  C'est une mer qu'on ne saurait tarir. "")","('#cleomene', ""Dans des bois toujours verts, où d'amour on respire, Aussitôt qu'on est mort d'amour. D'amour on y revit, d'amour on y soupire, Sous les plus douces lois de son heureux Empire, Et l'éternelle nuit n'ose en chasser le jour, Que lui-même il attire Sur nos fantômes qu'il inspire, Et dont aux Enfers même il se fait une Cour."")",0.03,Substitution
260,"('#vulcain', ""Lorsqu'un vieillard a la tête chargée,  Il a beau faire, il n'en peut pas guérir. "")","('#agenor', ""Vos envieuses soeurs après nous descendues, Pour vous perdre se sont perdues, Et l'une et l'autre tour à tour, Pour le prix d'un conseil qui leur coûte la vie, À côté d'Ixion, à côté de Titye, Souffre tantôt la roue, et tantôt le vautour. L'Amour par les Zéphirs s'est fait prompte justice De leur envenimée et jalouse malice : Ces ministres ailés de son juste courroux, Sous couleur de les rendre encore auprès de vous, Ont plongé l'une et l'autre au fond d'un précipice, Où le spectacle affreux de leurs corps déchirés N'étale que le moindre, et le premier supplice De ces conseils dont l'artifice Fait les maux dont vous soupirez."")",1.62,Substitution
261,,"('#psyche', 'Que je les plains !')",1.0,Deletion
262,"('#diane', ""Je gardais pour un époux  Le plus brillant des bijoux.  Mais, cousin, ton mauvais ménage  M'a dégoûté du mariage,  Et c'est à toi que je ferai présent  De mon croissant. "")","('#cleomene', ""Vous êtes seule à plaindre. Mais nous demeurons trop à vous entretenir, Adieu, puissions-nous vivre en votre souvenir, Puissiez-vous, et bientôt, n'avoir plus rien à craindre, Puisse, et bientôt, l'Amour vous enlever aux Cieux, Vous y mettre à côté des Dieux, Et rallumant un feu qui ne se puisse éteindre, Affranchir à jamais l'éclat de vos beaux yeux D'augmenter le jour en ces lieux."")",0.98,Substitution
263,"('#vulcain', ""Divinité mélancolique,  Astre bizarre et lunatique,  Déesse des pâles couleurs,  Vous faites bien d'éviter les malheurs  Qu'attire après soi l'hyménée :  Car si vous êtes mariée,  Vous feriez votre époux  Jaloux. "")","('#psyche', ""Pauvres amants ! Leur amour dure encore, Tous morts qu'ils sont l'un et l'autre m'adore, Moi dont la dureté reçut si mal leurs voeux : Tu n'en fais pas ainsi, toi qui seul m'as ravie, Amant, que j'aime encor cent fois plus que ma vie, Et qui brises de si beaux noeuds. Ne me fuis plus, et souffre que j'espère Que tu pourras un jour rabaisser l'oeil sur moi, Qu'à force de souffrir j'aurai de quoi te plaire, De quoi me rengager ta foi. Mais ce que j'ai souffert m'a trop défigurée, Pour rappeler un tel espoir ; L'oeil abattu, triste, désespérée, Languissante, et décolorée, De quoi puis-je me prévaloir, Si par quelque miracle impossible à prévoir Ma beauté qui t'a plu ne se voit réparée ? Je porte ici de quoi la réparer, Ce trésor de beauté divine, Qu'en mes mains pour Vénus a remis Proserpine, Enferme des appas dont je puis m'emparer, Et l'éclat en doit être extrême, Puisque Vénus la beauté même Les demande pour se parer. En dérober un peu serait-ce un si grand crime ? Pour plaire aux yeux d'un Dieu qui s'est fait mon amant, Pour regagner son coeur, et finir mon tourment, Tout n'est-il pas trop légitime ? Ouvrons. Quelles vapeurs m'offusquent le cerveau, Et que vois-je sortir de cette boîte ouverte ? Amour, si ta pitié ne s'oppose à ma perte, Pour ne revivre plus, je descends au tombeau. Elle s'évanouit, et l'Amour descend auprès d'elle en volant."")",0.86,Substitution
264,"('#diane', ""Il n'appartient qu'à Momus, et qu'à vous,  De médire d'une déesse,  Qui fit de cent façons ses preuves de sagesse.  Je le maltraitai fort, dit-on,  Avez-vous oublié la fable d'Actéon ?  Parce qu'il me surpris sans voile et sans cornette,  Dans le bain. Convenez avec sincérité  Qu'il est peu de femme bien faite  Qui pour un cavalier eut cette cruauté. "")","('#l-amour', ""Votre péril, Psyché, dissipe ma colère, Ou plutôt de mes feux l'ardeur n'a point cessé, Et, bien qu'au dernier point vous m'ayez su déplaire, Je ne me suis intéressé Que contre celle de ma mère. J'ai vu tous vos travaux, j'ai suivi vos malheurs, Mes soupirs ont partout accompagné vos pleurs ; Tournez les yeux vers moi, je suis encor le même. Quoi ! Je dis et redis tout haut que je vous aime, Et vous ne dites point, Psyché, que vous m'aimez ! Est-ce que pour jamais vos beaux yeux sont fermés ? Qu'à jamais la clarté leur vient d'être ravie ? Ô Mort, devais-tu prendre un dard si criminel, Et sans aucun respect pour mon Être éternel Attenter à ma propre vie ? Combien de fois, ingrate Déité, Ai-je grossi ton noir empire, Par les mépris et par la cruauté D'une orgueilleuse ou farouche beauté ? Combien même, s'il le faut dire, T'ai-je immolé de fidèles amants À force de ravissements ? Va, je ne blesserai plus d'âmes, Je ne percerai plus de coeurs, Qu'avec des dards trempés aux divines liqueurs Qui nourrissent du Ciel les immortelles flammes, Et n'en lancerai plus que pour faire à tes yeux, Autant d'amants, autant de Dieux. Et vous, impitoyable Mère, Qui la forcez à m'arracher Tout ce que j'avais de plus cher, Craignez à votre tour l'effet de ma colère. Vous me voulez faire la loi, Vous qu'on voit si souvent la recevoir de moi ! Vous qui portez un coeur sensible comme un autre, Vous enviez au mien les délices du vôtre ! Mais dans ce même coeur j'enfoncerai des coups, Qui ne seront suivis que de chagrins jaloux ; Je vous accablerai de honteuses surprises, Et choisirai partout à vos voeux les plus doux Des Adonis et des Anchises Qui n'auront que haine pour vous."")",0.48,Substitution
265,"('#momus', ""Je vous apprends qu'une vieille coquette  Eut l'autre jour la même cruauté :  Et pour l'avoir surprise à sa toilette,  Un cavalier en fut fort maltraité. "")","('#venus', ""La menace est respectueuse, Et d'un enfant qui fait le révolté La colère présomptueuse..."")",1.13,Substitution
266,,"('#l-amour', ""Je ne suis plus enfant, et je l'ai trop été, Et ma colère est juste autant qu'impétueuse."")",1.0,Deletion
267,"('#vulcain', ""Que la pudeur sied bien à la fillette  Lorsqu'elle est jointe avecque la beauté ! "")","('#venus', ""L'impétuosité s'en devrait retenir, Et vous pourriez vous souvenir Que vous me devez la naissance."")",0.88,Substitution
268,"('#pluton', ""Nous sommes destinés tous deux  À commander les malheureux ;  Moi dans l'enfer, toi dans le mariage.  De nos sceptres cornus faisons donc le partage. "")","('#l-amour', ""Et vous pourriez n'oublier pas Que vous avez un coeur et des appas Qui relèvent de ma puissance : Que mon arc de la vôtre est l'unique soutien, Que sans mes traits elle n'est rien, Et que si les coeurs les plus braves, En triomphe par vous se sont laissés traîner, Vous n'avez jamais fait d'esclaves Que ceux qu'il m'a plu d'enchaîner. Ne me vantez donc plus ces droits de la naissance Qui tyrannisent mes désirs ; Et si vous ne voulez perdre mille soupirs, Songez en me voyant à la reconnaissance, Vous qui tenez de ma puissance Et votre gloire et vos plaisirs."")",0.56,Substitution
269,"('#vulcain', ""Ton lot n'est pas égal au mien :  Car si tous les cocus venaient me rendre hommage,  Mon empire serait bien plus grand que le tien. "")","('#venus', ""Comment l'avez-vous défendue, Cette gloire dont vous parlez ? Comment me l'avez-vous rendue ? Et quand vous avez vu mes autels désolés, Mes temples violés, Mes honneurs ravalés, Si vous avez pris part à tant d'ignominie, Comment en a-t-on vu punie Psyché qui me les a volés ? Je vous ai commandé de la rendre charmée Du plus vil de tous les mortels, Qui ne daignât répondre à son âme enflammée Que par des rebuts éternels, Par les mépris les plus cruels, Et vous-même l'avez aimée ! Vous avez contre moi séduit des Immortels, C'est pour vous qu'à mes yeux les Zéphyrs l'ont cachée, Qu'Apollon même suborné Par un Oracle adroitement tourné Me l'avait si bien arrachée, Que si sa curiosité Par une aveugle défiance Ne l'eût rendue à ma vengeance, Elle échappait à mon coeur irrité. Voyez l'état où votre amour l'a mise, Votre Psyché, son âme va partir, Voyez, et si la vôtre en est encore éprise, Recevez son dernier soupir. Menacez, bravez-moi, cependant qu'elle expire : Tant d'insolence vous sied bien, Et je dois endurer quoi qu'il vous plaise dire, Moi qui sans vos traits ne puis rien."")",1.26,Substitution
270,"('#bacchus', ""Ah, ah, ah, compère Vulcain,  Ah, ah, ah, le plaisant usage  D'être chagrin du cocuage !  Hé, hé, ce n'est pas être sage,  De pleurer en secret  Quand on a chez soi le sujet  Qui fait rire, qui fait rire le voisinage.  Il donne un verre à Vulcain, et à tous les autres dieux, et leur verse à boire."")","('#l-amour', ""Vous ne pouvez que trop, Déesse impitoyable, Le Destin l'abandonne à tout votre courroux : Mais soyez moins inexorable Aux prières, aux pleurs d'un fils à vos genoux. Ce doit vous être un spectacle assez doux De voir d'un oeil Psyché mourante, Et de l'autre ce fils d'une voix suppliante Ne vouloir plus tenir son bonheur que de vous. Rendez-moi ma Psyché, rendez-lui tous ses charmes, Rendez-la, Déesse, à mes larmes, Rendez à mon amour, rendez à ma douleur Le charme de mes yeux, et le choix de mon coeur."")",0.62,Substitution
271,"('#momus', ""Que chacun vienne remplir son verre,  Pour boire à la santé du cousin.  Voici le quinquina salutaire,  Qui guérit la fièvre de Vulcain,  Partagez tous cette médecine.  Maudit soit qui ne s'en munira,  Contre un mal qui prend à la sourdine :  Si vous ne l'avez il vous viendra. "")","('#venus', ""Quelque amour que Psyché vous donne, De ses malheurs par moi n'attendez pas la fin : Si le Destin me l'abandonne, Je l'abandonne à son destin. Ne m'importunez plus, et dans cette infortune Laissez-la sans Vénus triompher ou périr."")",0.68,Substitution
272,,"('#l-amour', 'Hélas ! Si je vous importune, Je ne le ferais pas, si je pouvais mourir.')",1.0,Deletion
273,,"('#venus', ""Cette douleur n'est pas commune, Qui force un immortel à souhaiter la mort."")",1.0,Deletion
274,"('#vulcain', ""Faites-en encor tirer chopine,  L'on trouvera bien qui le boira. "")","('#l-amour', 'Voyez par son excès si mon amour est fort. Ne lui ferez-vous grâce aucune ?')",1.08,Substitution
275,,"('#venus', ""Je vous l'avoue, il me touche le coeur, Votre amour, il désarme, il fléchit ma rigueur : Votre Psyché reverra la lumière."")",1.0,Deletion
276,,"('#l-amour', ""Que je vous vais partout faire donner d'encens !"")",1.0,Deletion
277,,"('#venus', ""Oui, vous la reverrez dans sa beauté première : Mais de vos voeux reconnaissants Je veux la déférence entière, Je veux qu'un vrai respect laisse à mon amitié Vous choisir une autre moitié."")",1.0,Deletion
278,"('#jupiter', 'Quand le soin de gouverner le monde  Commence de troubler mon cerveau,  Je bois quelques santés à la ronde,  Pour me soulager de ce fardeau.  Mais si les chagrins de ton ménage  Sont beaucoup plus lourds à supporter,  En buvant quatre coups davantage,  Tu seras plus fort pour le porter. ')","('#l-amour', ""Et moi, je ne veux plus de grâce, Je reprends toute mon audace, Je veux Psyché, je veux sa foi, Je veux qu'elle revive et revive pour moi, Et tiens indifférent que votre haine lasse, En faveur d'une autre se passe. Jupiter qui paraît va juger entre nous De mes emportements et de votre courroux. Après quelques éclairs et roulements de tonnerre, Jupiter paraît en l'air sur son aigle."")",0.73,Substitution
279,"('#vulcain', ""Quand la tête souffre le dommage,  C'est la tête qu'il faut conforter. "")","('#l-amour', ""Vous à qui seul tout est possible, Père des Dieux, souverain des mortels, Fléchissez la rigueur d'une mère inflexible Qui sans moi n'aura point d'autels. J'ai pleuré, j'ai prié, je soupire, menace, Et perds menaces et soupirs ; Elle ne veut pas voir que de mes déplaisirs Dépend du monde entier l'heureuse ou triste face, Et que si Psyché perd le jour, Si Psyché n'est à moi, je ne suis plus l'Amour. Oui, je romprai mon arc, je briserai mes flèches, J'éteindrai jusqu'à mon flambeau, Je laisserai languir la Nature au tombeau ; Ou si je daigne aux coeurs faire encor quelques brèches, Avec ces pointes d'or qui me font obéir Je vous blesserai tous là-haut pour des mortelles, Et ne décocherai sur elles Que des traits émoussés qui forcent à haïr, Et qui ne font que des rebelles, Des ingrates, et des cruelles. Par quelle tyrannique loi Tiendrai-je à vous servir mes armes toujours prêtes, Et vous ferai-je à tous conquêtes sur conquêtes, Si vous me défendez d'en faire une pour moi ?"")",1.8,Substitution
280,"('#junon', ""Si Bacchus ne peut guérir l'outrage,  Que Vénus vient de faire à Vulcain,  Au moins il lui donne le courage  D'aller se venger chez son voisin  Mais que peut le vin sur une femme,  Qui ne veut point trahir son honneur ?  Il ne fait qu'allumer dans son âme  Le feu d'une jalouse fureur. "")","('#jupiter', ""Ma fille, sois-lui moins sévère. Tu tiens de sa Psyché le destin en tes mains, La Parque au moindre mot va suivre ta colère, Parle, et laisse-toi vaincre aux tendresses de mère, Ou redoute un courroux que moi-même je crains. Veux-tu donner le monde en proie À la haine, au désordre, à la confusion, Et d'un Dieu d'union, D'un Dieu de douceurs et de joie, Faire un Dieu d'amertume et de division ? Considère ce que nous sommes, Et si les passions doivent nous dominer, Plus la vengeance a de quoi plaire aux Hommes, Plus il sied bien aux Dieux de pardonner."")",0.28,Substitution
