,moliere-bourgeois-gentilhomme,quinault-fetes-amour-bacchus,Cost,Operation Type
553,"('#dorante', 'Je lui ai fait valoir comme il faut la richesse de ce présent et la grandeur de votre amour.')",,1.0,Insertion
554,"('#monsieur-jourdain', ""Ce sont, Monsieur, des bontés qui m'accablent ; et je suis dans une confusion la plus grande du monde, de voir une personne de votre qualité s'abaisser pour moi à ce que vous faites."")","('#tircis', ""Mourir belle bergère,  Mourir à vos genoux, Et finir ma misère, Puisqu'en vain à vos pieds, on me voit soupirer, Il y faut expirer."")",0.7,Substitution
555,"('#dorante', ""Vous moquez-vous ?  Est-ce qu'entre amis on s'arrête à ces sortes de scrupules ?  Et ne feriez-vous pas pour moi la même chose, si l'occasion s'en offrait ?"")",,1.0,Insertion
556,"('#monsieur-jourdain', 'Ho assurément, et de très grand coeur.')",,1.0,Insertion
557,"('#madame-jourdain', 'Que sa présence me pèse sur les épaules !')",,1.0,Insertion
558,"('#dorante', ""Pour moi, je ne regarde rien, quand il faut servir un ami ; et lorsque vous me fîtes confidence de l'ardeur que vous aviez prise pour cette Marquise agréable chez qui j'avais commerce, vous vîtes que d'abord je m'offris de moi-même à servir votre amour."")","('#caliste', ""Ah! Tircis, ôtez-vous, j'ai peur que dans de jour, La pitié dans mon coeur n'introduise l'amour."")",0.72,Substitution
559,"('#monsieur-jourdain', 'Il est vrai, ce sont des bontés qui me confondent.')",,1.0,Insertion
560,"('#madame-jourdain', ""Est-ce qu'il ne s'en ira point ?"")",,1.0,Insertion
561,"('#nicole', 'Ils se trouvent bien ensemble.')",,1.0,Insertion
562,"('#dorante', ""Vous avez pris le bon biais pour toucher son coeur.  Les femmes aiment surtout les dépenses qu'on fait pour elles ; et vos fréquentes sérénades, et vos bouquets continuels, ce superbe feu d'artifice qu'elle trouva sur l'eau, le diamant qu'elle a reçu de votre part, et le cadeau que vous lui préparez, tout cela lui parle bien mieux en faveur de votre amour, que toutes les paroles que vous auriez pu lui dire vous-même."")","('#licaste #menandre', ""Soit amour, soit pitié, Il sied bien d'être tendre ; C'est pas trop vous défendre, Bergers, il faut le rendre À la longue amitié. Soit amour, soit pitié, Il sied bien d'être tendre ;"")",0.62,Substitution
563,"('#monsieur-jourdain', ""Il n'y a point de dépenses que je ne fisse, si par là je pouvais trouver le chemin de son coeur.  Une femme de qualité a pour moi des charmes ravissants, et c'est un honneur que j'achèterais au prix de toute chose."")",,1.0,Insertion
564,"('#madame-jourdain', ""Que peuvent-ils tant dire ensemble ?  Va-t'en un peu tout doucement prêter l'oreille."")",,1.0,Insertion
565,"('#dorante', 'Ce sera tantôt que vous jouirez à votre aise du plaisir de sa vue, et vos yeux auront tout le temps de se satisfaire.')",,1.0,Insertion
566,"('#monsieur-jourdain', ""Pour être en pleine liberté, j'ai fait en sorte que ma femme ira dîner chez ma soeur, où elle passera toute l'après-dînée."")",,1.0,Insertion
567,"('#dorante', ""Vous avez fait prudemment, et votre femme aurait pu nous embarrasser.  J'ai donné pour vous l'ordre qu'il faut au cuisinier, et à toutes les choses qui sont nécessaires pour le ballet.  Il est de mon invention ; et pourvu que l'exécution puisse répondre à l'idée, je suis sûr qu'il sera trouvé... "")",,1.0,Insertion
568,"('#monsieur-jourdain', ""Ouais, vous êtes bien impertinente.  Sortons, s'il vous plaît. "")",,1.0,Insertion
569,"('#nicole', ""Ma foi !  Madame, la curiosité m'a coûté quelque chose ; mais je crois qu'il y a quelque anguille sous roche, et ils parlent de quelque affaire où ils ne veulent pas que vous soyez."")",,1.0,Insertion
570,"('#madame-jourdain', ""Ce n'est pas d'aujourd'hui, Nicole, que j'ai conçu des soupçons de mon mari.  Je suis la plus trompée du monde, ou il y a quelque amour en campagne, et je travaille à découvrir ce que ce peut être.  Mais songeons à ma fille.  Tu sais l'amour que Cléonte a pour elle.  C'est un homme qui me revient, et je veux aider sa recherche, et lui donner Lucile, si je puis."")",,1.0,Insertion
571,"('#nicole', ""En vérité, Madame, je suis la plus ravie du monde, de vous voir dans ces sentiments ; car si le maître vous revient, le valet ne me revient pas moins, et je souhaiterais que notre mariage se pût faire à l'ombre du leur."")",,1.0,Insertion
572,"('#madame-jourdain', ""Va-t'en lui parler de ma part, et lui dire que tout à l'heure il me vienne trouver, pour faire ensemble à mon mari la demande de ma fille."")",,1.0,Insertion
573,"('#nicole', ""J'y cours, Madame, avec joie, et je ne pouvais recevoir une commission plus agréable.  Je vais, je pense, bien réjouir les gens. "")",,1.0,Insertion
574,"('#nicole', 'Ah Vous voilà tout à propos.  Je suis une ambassadrice de joie, et je viens...')",,1.0,Insertion
575,"('#cleonte', 'Retire-toi, perfide, et ne me viens point amuser avec tes traîtresses paroles.')",,1.0,Insertion
576,"('#nicole', 'Est-ce ainsi que vous recevez... ')",,1.0,Insertion
577,"('#cleonte', ""Retire-toi, te dis-je, et va-t'en dire de ce pas à ton infidèle maîtresse? qu'elle n'abusera de sa vie le trop simple Cléonte."")","('#caliste', ""C'est trop, c'est trop de rigueur, J'ai mal traité votre ardeur Crucifiant votre personne, Vengez-vous de mon coeur, Tircis, je vous le donne."")",0.93,Substitution
578,"('#nicole', 'Quel vertigo est-ce donc là ?  Mon pauvre Covielle, dis-moi un peu ce que cela veut dire.')",,1.0,Insertion
579,"('#covielle', 'Ton pauvre Covielle, petite scélérate.  Allons vite, ôte-toi de mes yeux, vilaine, et me laisse en repos.')","('#tircis', ""Ô ciel ! Bergers ! Caliste ! Ah je suis hors de moi ! Si l'on meurt de plaisir je dois perdre la vie."")",0.8,Substitution
580,"('#nicole', 'Quoi, tu me viens aussi...')",,1.0,Insertion
581,"('#covielle', 'Ôte-toi de mes yeux, te dis-je, et ne me parle de ta vie.')","('#licaste', 'Digne prix de ta foi !')",1.11,Substitution
582,"('#nicole', 'Ouais !  Quelle mouche les a piqués tous deux ?  Allons de cette belle histoire informer ma maîtresse.')","('#menandre', ""Ô ! Sort digne d'envie !"")",1.43,Substitution
583,"('#cleonte', 'Quoi, traiter un amant de la sorte, et un amant le plus fidèle et le plus passionné de tous les amants ?')",,1.0,Insertion
584,"('#covielle', ""C'est une chose épouvantable, que ce qu'on nous fait à tous deux."")",,1.0,Insertion
585,"('#cleonte', ""Je fais voir pour une personne toute l'ardeur et toute la tendresse qu'on peut imaginer ; je n'aime rien au monde qu'elle, et je n'ai qu'elle dans l'esprit : elle fait tous mes soins, tous mes désirs, toute ma joie ; je ne parle que d'elle, je ne pense qu'à elle, je ne fais des songes que d'elle, je ne respire que par elle, mon coeur vit tout en elle ; et voilà de tant d'amitié la digne récompense !  Je suis deux jours sans la voir, qui sont pour moi deux siècles effroyables ; je la rencontre par hasard ; mon coeur à cette vue, se sent tout transporté, ma joie éclate sur mon visage ; je vole avec ravissement vers elle ; et l'infidèle détourne de moi ses regards, et passe brusquement comme si de sa vie elle ne m'avait vu !"")",,1.0,Insertion
586,"('#covielle', 'Je dis les mêmes choses que vous.')",,1.0,Insertion
587,"('#cleonte', ""Peut-on rien voir d'égal, Covielle, à cette perfidie de l'ingrate Lucile ?"")","('#forestan', 'Quoi ! Tu me fuis, Ingrate, et je te vois ici De ce berger à moi faire une préférence ?')",0.77,Substitution
588,"('#covielle', 'Et à celle, Monsieur, de la pendarde de Nicole ?')",,1.0,Insertion
589,"('#cleonte', ""Après tant de sacrifices ardents, de soupirs, et de voeux que j'ai faits à ses charmes !"")","('#silvandre', ""Quoi, mes soins n'ont rien pu sur ton indifférence, Et pour ce langoureux ton coeur s'est adouci ?"")",0.47,Substitution
590,"('#covielle', ""Après tant d'assidus hommages, de soins et de services que je lui ai rendus dans sa cuisine !"")",,1.0,Insertion
591,"('#cleonte', ""Tant de larmes que j'ai versées à ses genoux !"")",,1.0,Insertion
592,"('#covielle', ""Tant de seaux d'eau que j'ai tirés au puits pour elle !"")",,1.0,Insertion
593,"('#cleonte', ""Tant d'ardeur que j'ai fait paraître à la chérir plus que moi-même."")",,1.0,Insertion
594,"('#covielle', ""Tant de chaleur que j'ai soufferte à tourner la broche à sa place !"")",,1.0,Insertion
595,"('#cleonte', 'Elle me fuit avec mépris.')",,1.0,Insertion
596,"('#covielle', 'Elle me tourne le dos avec effronterie !')",,1.0,Insertion
597,"('#cleonte', ""C'est une perfidie digne des plus grands châtiments."")",,1.0,Insertion
598,"('#covielle', ""C'est une trahison à mériter mille soufflets."")",,1.0,Insertion
599,"('#cleonte', ""Ne t'avise point, je te prie de me parler jamais pour elle."")",,1.0,Insertion
600,"('#covielle', ""Moi, Monsieur !  Dieu m'en garde."")",,1.0,Insertion
601,"('#cleonte', ""Ne viens point m'excuser l'action de cette infidèle."")",,1.0,Insertion
602,"('#covielle', ""N'ayez pas peur."")",,1.0,Insertion
603,"('#cleonte', 'Non, vois-tu, tous tes discours pour la défendre, ne serviront de rien.')",,1.0,Insertion
604,"('#covielle', 'Qui songe à cela ?')",,1.0,Insertion
605,"('#cleonte', 'Je veux contre elle conserver mon ressentiment, et rompre ensemble tout commerce.')","('#caliste', 'Le destin le veut ainsi, Prenez tous deux patience.')",0.92,Substitution
606,"('#covielle', ""J'y consens."")",,1.0,Insertion
607,"('#cleonte', ""Ce Monsieur le Comte qui va chez elle lui donne peut-être dans la vue ; et son esprit, je le vois bien, se laisse éblouir à la qualité.  Mais il me faut, pour mon honneur, prévenir l'éclat de son inconstance.  Je veux faire autant de pas qu'elle au changement où je la vois courir, et ne lui laisser pas toute la gloire de me quitter."")",,1.0,Insertion
608,"('#covielle', ""C'est fort bien dit, et j'entre pour mon compte dans tous vos sentiments."")",,1.0,Insertion
609,"('#cleonte', ""Donne la main à mon dépit, et soutiens ma résolution contre tous les restes d'amour qui me pourraient parler pour elle.  Dis m'en, je t'en conjure, tout le mal que tu pourras.  Fais-moi de sa personne une peinture qui me la rende méprisable ; et marque-moi bien, pour m'en dégoûter, tous les défauts que tu peux voir en elle."")","('#fosrestan', ""Aux amants qu'on pousse à bout, L'amour fait verser des larmes ; Mais ce n'est pas notre goût, Et la bouteille a des charmes Qui nous consolent de tout."")",0.93,Substitution
610,"('#covielle', ""Elle, Monsieur, voilà une belle mijaurée, une pimpe-souée bien bâtie, pour vous donner tant d'amour.  Je ne lui vois rien que de très médiocre, et vous trouverez cent personnes qui seront plus dignes de vous.  Premièrement, elle a les yeux petits."")","('#silvandre', ""Notre amour n'a pas toujours Tout le bonheur qu'il désire.  Mais nous avons un secours, Et le bon vin nous fait rire Quand on rit de nos amours."")",1.34,Substitution
611,"('#cleonte', ""Cela est vrai, elle a les yeux petits ; mais elle les a pleins de feux, les plus brillants, les plus perçants du monde, les plus touchants qu'on puisse voir."")","('#tous', ""Champêtres Divinités,  Faunes, Driades, sortez De vos paisibles retraites ; Mêlez vos pas à nos sons.  Et tracez sur les herbettes. L'image de nos chansons."")",1.49,Substitution
612,"('#covielle', 'Elle a la bouche grande.')",,1.0,Insertion
613,"('#cleonte', ""Oui ; mais on y voit des grâces qu'on ne voit point aux autres bouches ; et cette bouche, en la voyant, inspire des désirs, est la plus attrayante, la plus amoureuse du monde."")","('#forestan', ""Je ne puis souffrir l'outrage Que Caliste fait à ma foi : Dans le fonds de mon coeur j'enrage Qu'elle aime un autre que moi. Deux enchanteurs m'ont fait entendre Qu'ils ont le secret de me rendre Tel qu'il faut être pour charmer ; Caliste aura beau se défendre, Je la contraindrai de m'aimer."")",0.48,Substitution
614,"('#covielle', ""Par sa taille, elle n'est pas grande."")",,1.0,Insertion
615,"('#cleonte', 'Non ; mais elle est aisée, et bien prise.')",,1.0,Insertion
616,"('#covielle', 'Elle affecte une nonchalance dans son parler, et dans ses actions.')",,1.0,Insertion
617,"('#cleonte', ""Il est vrai ; mais elle a grâce à tout cela, et ses manières sont engageantes, ont je ne sais quel charme à s'insinuer dans les coeurs."")","('#les-trois-sorcieres', ""Déesse des appas, Ne nous refuse pas La grace qu'implorent nos bouches : Nous t'en prions par tes rubans, Par tes boucles de diamants, Ton rouge, ta poudre, tes mouches, Ton masque, ta coiffe et tes gants."")",0.74,Substitution
618,"('#covielle', ""Pour de l'esprit..."")",,1.0,Insertion
619,"('#cleonte', 'Ah, elle en a, Covielle, du plus fin, du plus délicat.')",,1.0,Insertion
620,"('#covielle', 'Sa conversation...')",,1.0,Insertion
621,"('#cleonte', 'Sa conversation est charmante.')",,1.0,Insertion
622,"('#covielle', 'Elle est toujours sérieuse.')",,1.0,Insertion
623,"('#cleonte', 'Veux-tu de ces enjouements épanouis, de ces joies toujours ouvertes ?  Et vois-tu rien de plus impertinent, que des femmes qui rient à tout propos ?')","('#une-sorciere', ""Ô toi ? Qui peux rendre agréables  Les villages les plus mal faits, Répand, Vénus, de tes attraits Deux ou trois doses charitables Sur ce museau tondu tout frais. Les démons habillent Forestan d'une manière bizarre et ridicule, tandis que les magiciens et les autres démons dansent, les trois sorcières chantent."")",0.56,Substitution
624,"('#covielle', 'Mais enfin elle est capricieuse autant que personne du monde.')",,1.0,Insertion
625,"('#cleonte', ""Oui, elle est capricieuse, j'en demeure d'accord ; mais tout sied bien aux belles, on souffre tout des belles."")","('#les-trois-sorcieres', ""Ah qu'il est beau Le jouvenceau, Ah qu'il est beau. Qu'il va faire mourir de belles : Auprès de lui les plus cruelles Ne pourront tenir dans leur peau. Ah qu'il est beau Le jouvenceau, Ah qu'il est beau ! Ho, ho, ho, ho, ho, ho...  Qu'il est joli !  Gentil, poli ! Qu'il est joli !  Est-il des yeux qu'il ne ravisse ! Il passe en beauté feu Narcisse Qui fut un blondin accompli. Qu'il est joli !  Gentil, poli ! Qu'il est joli !  Hi, hi, hi, hi, hi, hi...  Les trois sorcières qui chantent s'enfoncent dans la Terre, les deux magiciens et les six démons qui dansent disparaissent, et dans le même temps quatre autres démons qui partent de quatre côtés différents, croisent dans l'air, et trois autres petits démons qui sortent de Terre, et qui tous trois s'élèvent en rond, après avoir fait trois tours en volant, se vont perdre dans les nuages au milieu du théâtre."")",0.87,Substitution
626,"('#covielle', ""Puisque cela va comme cela, je vois bien que vous avez envie de l'aimer toujours."")",,1.0,Insertion
627,"('#cleonte', ""Moi, j'aimerais mieux mourir ; et je vais la haïr autant que je l'ai aimée."")",,1.0,Insertion
628,"('#covielle', 'Le moyen, si vous la trouvez si parfaite ?')",,1.0,Insertion
629,"('#cleonte', ""C'est en quoi ma vengeance sera plus éclatante ; en quoi je veux faire mieux voir la force de mon coeur, à la haïr, à la quitter, toute belle, toute pleine d'attraits, toute aimable que je la trouve.  La voici. "")","('#forestan', ""Qu'un beau visage  A d'avantage ! Tout lui rit, Tout lui fait la cour : Que l'on verra dans ce boccage De bergères mourir d'amour Et de bergers crever de rage !"")",0.51,Substitution
630,"('#nicole', ""Pour moi, j'en ai été toute scandalisée."")",,1.0,Insertion
631,"('#lucile', 'Ce ne peut être, Nicole, que ce que je te dis.  Mais le voilà.')","('#silvandre', 'Forestan, Forestan, es-tu là ?')",1.08,Substitution
632,"('#cleonte', 'Je ne veux pas seulement lui parler.')","('#forestan', 'Beau comme je dois être Il va me voir sans me connaitre.')",1.25,Substitution
633,"('#covielle', 'Je veux vous imiter.')",,1.0,Insertion
634,"('#lucile', ""Qu'est-ce donc, Cléonte ?  Qu'avez-vous ?"")",,1.0,Insertion
635,"('#nicole', ""Qu'as-tu donc, Covielle ?"")","('#silvandre', ""Ô ! Forestan ? Ah ! Te voilà. Pourquoi t'amuser de la sorte ?"")",1.1,Substitution
636,"('#lucile', 'Quel chagrin vous possède ?')",,1.0,Insertion
637,"('#nicole', 'Quelle mauvaise humeur te tient ?')",,1.0,Insertion
638,"('#lucile', 'Êtes-vous muet, Cléonte ?')",,1.0,Insertion
639,"('#nicole', 'As-tu perdu la parole, Covielle ?')",,1.0,Insertion
640,"('#cleonte', 'Que voilà qui est scélérat !')",,1.0,Insertion
641,"('#covielle', 'Que cela est Judas !')",,1.0,Insertion
642,"('#lucile', 'Je vois bien que la rencontre de tantôt a troublé votre esprit.')",,1.0,Insertion
643,"('#cleonte', ""Ah, ah, on voit ce qu'on a fait."")",,1.0,Insertion
644,"('#nicole', ""Notre accueil de ce matin t'a fait prendre la chèvre."")",,1.0,Insertion
645,"('#covielle', ""On a deviné l'enclouure."")",,1.0,Insertion
646,"('#lucile', ""N'est-il pas vrai, Cléonte, que c'est là le sujet de votre dépit ?"")","('#forestan', ""Qu'importe, qu'importe !"")",1.47,Substitution
647,"('#cleonte', ""Oui, perfide, ce l'est, puisqu'il faut parler ; et j'ai à vous dire que vous ne triompherez pas comme vous pensez de votre infidélité, que je veux être le premier à rompre avec vous, et que vous n'aurez pas l'avantage de me chasser.  J'aurai de la peine, sans doute, à vaincre l'amour que j'ai pour vous ; cela me causera des chagrins : je souffrirai un temps ; mais j'en viendrai à bout, et je me percerai plutôt le coeur, que d'avoir la faiblesse de retourner à vous."")",,1.0,Insertion
648,"('#covielle', 'Queussi, queumi.')",,1.0,Insertion
649,"('#lucile', ""Voilà bien du bruit pour un rien.  Je veux vous dire, Cléonte, le sujet qui m'a fait ce matin éviter votre abord."")",,1.0,Insertion
650,"('#cleonte', 'Non, je ne veux rien écouter.')",,1.0,Insertion
651,"('#nicole', 'Je te veux apprendre la cause qui nous a fait passer si vite.')","('#silvandre', 'Hé quoi ! Ne veux-tu pas aller Où nous devons nous assembler ? Ton impatience est peu forte.')",0.86,Substitution
652,"('#covielle', 'Je ne veux rien entendre.')",,1.0,Insertion
653,"('#lucile', 'Sachez que ce matin...')",,1.0,Insertion
654,"('#cleonte', 'Non, vous dis-je.')","('#forestan', ""Qu'importe, qu'importe !"")",1.59,Substitution
655,"('#nicole', 'Apprends que...')","('#silvandre', ""Veux-tu souffrir en ce jour Que le faible dieu d'amour Sur le Dieu du vin l'emporte ?"")",1.59,Substitution
656,"('#covielle', 'Non, traîtresse.')",,1.0,Insertion
657,"('#lucile', 'Écoutez.')",,1.0,Insertion
658,"('#cleonte', ""Point d'affaire."")",,1.0,Insertion
659,"('#nicole', 'Laisse-moi dire.')",,1.0,Insertion
660,"('#covielle', 'Je suis sourd.')",,1.0,Insertion
661,"('#lucile', 'Cléonte.')",,1.0,Insertion
662,"('#cleonte', 'Non.')",,1.0,Insertion
663,"('#nicole', 'Covielle.')",,1.0,Insertion
664,"('#covielle', 'Point.')",,1.0,Insertion
665,"('#lucile', 'Arrêtez.')",,1.0,Insertion
666,"('#cleonte', 'Chansons.')",,1.0,Insertion
667,"('#nicole', 'Entends-moi.')",,1.0,Insertion
668,"('#covielle', 'Bagatelles.')",,1.0,Insertion
669,"('#lucile', 'Un moment.')","('#forestan', ""Qu'importe, qu'importe !"")",1.5,Substitution
670,"('#cleonte', 'Point du tout.')",,1.0,Insertion
671,"('#nicole', 'Un peu de patience.')",,1.0,Insertion
672,"('#covielle', 'Tarare.')",,1.0,Insertion
673,"('#lucile', 'Deux paroles.')",,1.0,Insertion
674,"('#cleonte', ""Non, c'en est fait."")",,1.0,Insertion
675,"('#nicole', 'Un mot.')",,1.0,Insertion
676,"('#covielle', 'Plus de commerce.')",,1.0,Insertion
677,"('#lucile', ""Hé bien, puisque vous ne voulez pas m'écouter, demeurez dans votre pensée, et faites ce qu'il vous plaira."")",,1.0,Insertion
678,"('#nicole', 'Puisque tu fais comme cela, prends-le tout comme tu voudras.')",,1.0,Insertion
679,"('#cleonte', ""Sachons donc le sujet d'un si bel accueil."")","('#silvandre', ""Allons ; c'est trop railler."")",1.46,Substitution
680,"('#lucile', 'Il ne me plaît plus de le dire.')",,1.0,Insertion
681,"('#covielle', 'Apprends-nous un peu cette histoire.')","('#forestan', 'À qui crois-tu parler ?')",0.55,Substitution
682,"('#nicole', ""Je ne veux plus, moi, te l'apprendre."")",,1.0,Insertion
683,"('#cleonte', 'Dites-moi...')",,1.0,Insertion
684,"('#lucile', 'Non, je ne veux rien dire.')",,1.0,Insertion
685,"('#covielle', 'Conte-moi...')",,1.0,Insertion
686,"('#nicole', 'Non, je ne conte rien.')",,1.0,Insertion
687,"('#cleonte', 'De grâce.')",,1.0,Insertion
688,"('#lucile', 'Non, vous dis-je.')",,1.0,Insertion
689,"('#covielle', 'Par charité.')",,1.0,Insertion
690,"('#nicole', ""Point d'affaire."")",,1.0,Insertion
691,"('#cleonte', 'Je vous en prie.')",,1.0,Insertion
692,"('#lucile', 'Laissez-moi.')",,1.0,Insertion
693,"('#covielle', ""Je t'en conjure."")",,1.0,Insertion
694,"('#nicole', 'Ôte-toi de là.')","('#silvandre', ""Quel badinage !  Tu n'es pas sage ; La fête de Bacchus commencera bientôt. Allons, sans tarder davantage, Allons-y boire comme il faut. Foringestan affecte de faire l'agréable, et quitte son ton naturel de basse pour chanter en fausset."")",1.39,Substitution
695,"('#cleonte', 'Lucile.')",,1.0,Insertion
696,"('#lucile', 'Non.')",,1.0,Insertion
697,"('#covielle', 'Nicole.')",,1.0,Insertion
698,"('#nicole', 'Point.')",,1.0,Insertion
699,"('#cleonte', 'Au nom des Dieux !')",,1.0,Insertion
700,"('#lucile', 'Je ne veux pas.')",,1.0,Insertion
701,"('#covielle', 'Parle-moi.')",,1.0,Insertion
702,"('#nicole', 'Point du tout.')",,1.0,Insertion
703,"('#cleonte', 'Éclaircissez mes doutes.')",,1.0,Insertion
704,"('#lucile', ""Non, je n'en ferai rien."")",,1.0,Insertion
705,"('#covielle', ""Guéris-moi l'esprit."")",,1.0,Insertion
706,"('#nicole', 'Non, il ne me plaît pas.')",,1.0,Insertion
707,"('#cleonte', ""Hé bien !  Puisque vous vous souciez si peu de me tirer de peine, et de vous justifier du traitement indigne que vous avez fait à ma flamme, vous me voyez, ingrate, pour la dernière fois, et je vai[s] loin de vous mourir de douleur et d'amour."")","('#forestan', ""Il est bien doux de boire ; On peut en faire gloire. Quand on n'a pas de quoi charmer : Bacchus sait consoler un amant misérable ; Mais quand on est aimable, Il n'est rien si doux que d'aimer."")",1.02,Substitution
708,"('#covielle', 'Et moi, je vais suivre ses pas.')",,1.0,Insertion
709,"('#lucile', 'Cléonte.')",,1.0,Insertion
710,"('#nicole', 'Covielle.')",,1.0,Insertion
711,"('#cleonte', 'Eh ?')",,1.0,Insertion
712,"('#covielle', 'Plaît-il ?')",,1.0,Insertion
713,"('#lucile', 'Où allez-vous ?')",,1.0,Insertion
714,"('#cleonte', 'Où je vous ai dit.')",,1.0,Insertion
715,"('#covielle', 'Nous allons mourir.')",,1.0,Insertion
716,"('#lucile', 'Vous allez mourir, Cléonte ?')",,1.0,Insertion
717,"('#cleonte', 'Oui, cruelle, puisque vous le voulez.')",,1.0,Insertion
718,"('#lucile', 'Moi, je veux que vous mouriez ?')",,1.0,Insertion
719,"('#cleonte', 'Oui, vous le voulez.')",,1.0,Insertion
720,"('#lucile', 'Qui vous le dit ?')",,1.0,Insertion
721,"('#cleonte', ""N'est-ce pas le vouloir, que de ne vouloir pas éclaircir mes soupçons ?"")",,1.0,Insertion
722,"('#lucile', ""Est-ce ma faute ?  Et si vous aviez voulu m'écouter, ne vous aurais-je pas dit que l'aventure dont vous vous plaignez, a été causée ce matin par la présence d'une vieille tante, qui veut à toute force, que la seule approche d'un homme déshonore une fille ; qui perpétuellement nous sermonne sur ce chapitre, et nous figure tous les hommes comme des diables qu'il faut fuir ?"")",,1.0,Insertion
723,"('#nicole', ""Voilà le secret de l'affaire."")",,1.0,Insertion
724,"('#cleonte', 'Ne me trompez-vous point, Lucile ?')",,1.0,Insertion
725,"('#covielle', ""Ne m'en donnes-tu point à garder ?"")","('#silvandre', ""Que veux-tu dire ? D'où vient ce caprice nouveau ?"")",0.81,Substitution
726,"('#lucile', ""Il n'est rien de plus vrai."")",,1.0,Insertion
727,"('#nicole', ""C'est la chose comme elle est."")","('#forestan', ""Regarde, considère, admire. Ah qu'il est beau ! Ho, ho, ho, ho, ho, ho...  Ah qu'il est beau."")",1.24,Substitution
728,"('#covielle', 'Nous rendrons-nous à cela !')",,1.0,Insertion
729,"('#cleonte', ""Ah, Lucile, qu'avec un mot de votre bouche vous savez apaiser de choses dans mon coeur !  Et que facilement on se laisse persuader aux personnes qu'on aime !"")","('#silvandre', ""Dis-moi donc je te prie De quelle folle rêverie Ton cerveau s'est rempli ?"")",1.09,Substitution
730,"('#covielle', ""Qu'on est aisément amadoué par ces diantres d'animaux-là ! "")",,1.0,Insertion
731,"('#madame-jourdain', 'Je suis bien aise de vous voir, Cléonte, et vous voilà tout à propos.  Mon mari vient, prenez vite votre temps pour lui demander Lucile en mariage.')",,1.0,Insertion
732,"('#cleonte', ""Ah, Madame, que cette parole m'est douce, et qu'elle flatte mes désirs !  Pouvais-je recevoir un ordre plus charmant ?  Une faveur plus précieuse ? "")","('#forestan', ""Qu'il est joli !  Hi, hi, hi, hi, hi, hi... "")",1.18,Substitution
733,"('#cleonte', ""Monsieur, je n'ai voulu prendre personne pour vous faire une demande que je médite il y a longtemps.  Elle me touche assez pour m'en charger moi-même ; et, sans autre détour, je vous dirai que l'honneur d'être votre gendre est une faveur glorieuse que je vous prie de m'accorder."")",,1.0,Insertion
734,"('#monsieur-jourdain', 'Avant que de vous rendre réponse, Monsieur, je vous prie de me dire, si vous êtes gentilhomme.')",,1.0,Insertion
735,"('#cleonte', ""Monsieur, la plupart des gens sur cette question n'hésitent pas beaucoup.  On tranche le mot aisément.  Ce nom ne fait aucun scrupule à prendre, et l'usage aujourd'hui semble en autoriser le vol.  Pour moi, je vous l'avoue, j'ai les sentiments sur cette matière un peu plus délicats.  Je trouve que toute imposture est indigne d'un honnête homme, et qu'il y a de la lâcheté à déguiser ce que le Ciel nous a fait naître ; à se parer aux yeux du monde d'un titre dérobé, à se vouloir donner pour ce qu'on n'est pas.  Je suis né de parents, sans doute, qui ont tenu des charges honorables.  Je me suis acquis dans les armes l'honneur de six ans de services, et je me trouve assez de bien pour tenir dans le monde un rang assez passable : mais, avec tout cela, je ne veux point me donner un nom où d'autres en ma place croiraient pouvoir prétendre, et je vous dirai franchement que je ne suis point gentilhomme."")","('#silvandre', ""Consulte la Fontaine La plus prochaine, Mire-toi dans son eau. Ah qu'il est beau ! Ho, ho, ho, ho, ho, ho...  Forestan s'approche d'une Fontaine qui paraît au milieu du théâtre, et dans le moment qu'il se baisse pour le regarder dans l'eau, il en sort deux sirènes qui lui présentent un grand miroir. Forestan s'y voit aussi laid qu'il était avant la cérémonie magique ; et dans la rage qu'il a de la tromperie qu'on lui a faite, il veut frapper de sa massue les deux sirènes qui se moquent de lui, mais elles évitent ses coups, en se plongeant et en se perdant dans la Fontaine, qui disparaît en un moment."")",0.83,Substitution
736,"('#monsieur-jourdain', ""Touchez là.  Monsieur.  Ma fille n'est pas pour vous."")",,1.0,Insertion
737,"('#cleonte', 'Comment ?')",,1.0,Insertion
738,"('#monsieur-jourdain', ""Vous n'êtes point gentilhomme, vous n'aurez pas ma fille."")",,1.0,Insertion
739,"('#madame-jourdain', 'Que voulez-vous donc dire avec votre gentilhomme ?  Est-ce que nous sommes, nous autres, de la côte de Saint-Louis ?')",,1.0,Insertion
740,"('#monsieur-jourdain', 'Taisez-vous, ma femme je vous vois venir.')",,1.0,Insertion
741,"('#madame-jourdain', 'Descendons-nous tous deux que de bonne bourgeoisie ?')",,1.0,Insertion
742,"('#monsieur-jourdain', 'Voilà pas le coup de langue ?')",,1.0,Insertion
743,"('#madame-jourdain', ""Et votre père n'était-il pas marchand aussi bien que le mien ?"")",,1.0,Insertion
744,"('#monsieur-jourdain', ""Peste soit de la femme.  Elle n'y a jamais manqué.  Si votre père a été marchand, tant pis pour lui ; mais pour le mien, ce sont des malavisés qui disent cela.  Tout ce que j'ai à vous dire, moi, c'est que je veux avoir un gendre gentilhomme."")",,1.0,Insertion
