dufresny-chevalier-joueur,regnard-joueur,Score
-,"('#toutabas', ""À quel homme ai-je affaire ? Comment ! Je vous soutiens que dans tous les états On ne peut de mon art assez faire de cas ; Qu'un enfant de famille, et qu'on veut bien instruire, Devrait savoir jouer avant que savoir lire. Haut."")",0.0
-,"('#geronte', 'Monsieur le professeur, avec raisons, Il faudrait vous loger aux petites-maisons.')",0.0
-,"('#toutabas', ""De quoi sert, je vous prie, une foule inutile De chanteurs, de danseurs, qui montrent par la ville ? Un jeune homme en est-il plus riche quand il sait Chanter ré mi fa sol, ou danser un menuet ? Paiera-t-on des marchands la cohorte pressante Avec un vaudeville ou bien une courante ? Ne vaut-il pas bien mieux qu'un jeune cavalier Dans mon art au plus tôt se fasse initier ? Qu'il sache, quand il perd, d'une âme non commune, À force de savoir, rappeler la fortune ? Qu'il apprenne un métier qui, par de sûrs secrets, En le divertissant, l'enrichisse à jamais ?"")",0.0
-,"('#geronte', 'Vous êtes riche, à voir ?')",0.0
-,"('#toutabas', ""Le jeu fait vivre à l'aise Nombre d'honnêtes gens, fiacres, porteurs de chaise ; Mille usuriers fournis de ces obscurs brillants, Qui vont de doigts en doigts tous les jours circulants ; Des gascons à souper dans les brelans fidèles ; Des chevaliers sans ordre ; et tant de demoiselles Qui, sans le lansquenet et son produit caché, De leur faible vertu feraient fort bon marché, Et dont tous les hivers la cuisine se fonde Sur l'impôt établi d'une infaillible ronde."")",0.0
-,"('#geronte', ""S'il est quelque joueur qui vive de son gain, On en voit tous les jours mille mourir de faim, Qui, forcés à garder une longue abstinence, Pleurent d'avoir trop mis à la réjouissance."")",0.0
-,"('#toutabas', ""Et c'est de là que vient la beauté de mon art. En suivant mes leçons, on court peu ce hasard. Je sais, quand il le faut, par un peu d'artifice, D'un sort injurieux corriger la malice ; Je sais dans un trictrac, quand il faut un sonnez, Glisser des dés heureux, ou chargés, ou pipés ; Et quand mon plein est fait, gardant mes avantages, J'en substitue aussi d'autres prudents et sages, Qui, n'offrant à mon gré que des as à tous coups, Me font en un instant enfiler douze trous."")",0.0
-,"('#geronte', ""Et Monsieur Toutabas, vous avez l'insolence De venir dans ces lieux montrer votre science ?"")",0.0
-,"('#toutabas', ""Oui, monsieur, s'il vous plaît."")",0.0
-,"('#geronte', ""Et vous ne craignez pas Que j'arme contre vous quatre paires de bras, Qui le long de vos reins ? ..."")",0.0
-,"('#toutabas', 'Monsieur, point de colère ; Je ne suis point ici venu pour vous déplaire.')",0.0
-,"('#geronte', 'Maître juré filou, sortez de la maison.')",0.0
-,"('#toutabas', ""Non, je n'en sors qu'après vous avoir fait leçon ?"")",0.0
-,"('#geronte', 'À moi, leçon ?')",0.0
-,"('#toutabas', 'Je veux, par mon savoir extrême, Que vous escamotiez un dé comme moi-même.')",0.0
-,"('#geronte', ""Je ne sais qui me tient, tant je suis animé, Que quelques bons soufflets donnés à poing fermé... Va-t'en. Il le prend par les épaules."")",0.0
-,"('#toutabas', ""Puisque aujourd'hui votre humeur pétulante Vous rend l'âme aux leçons un peu récalcitrante, Je reviendrai demain pour la seconde fois."")",0.0
-,"('#geronte', 'Reviens.')",0.0
-,"('#toutabas', ""Vous plairait-il de m'avancer le mois ?"")",0.0
-,"('#geronte', ""Sortiras-tu d'ici, vrai gibier de potence ?"")",0.0
-,"('#geronte', ""Je ne puis respirer, et j'en mourrai, je pense. Heureusement mon fils n'a point vu ce fripon : Il me prenait pour lui dans cette occasion. Sachons ce qu'il a fait ; et, sans plus de mystère, Concluons son hymen, et finissons l'affaire."")",0.0
-,"('#angelique', ""Mon coeur serait bien lâche, après tant de serments, D'avoir encor pour lui de tendres mouvements. Nérine, c'en est fait, pour jamais je l'oublie ; Je ne veux ni l'aimer, ni le voir de ma vie ; Je sens la liberté de retour dans mon coeur. Ne me viens pas, au moins, parler en sa faveur."")",0.0
-,"('#nerine', 'Moi, parler pour Valère ! Il faudrait être folle. Que plutôt à jamais je perde la parole !')",0.0
-,"('#angelique', ""Ne viens point désormais, pour calmer mon dépit, Rappeler à mes sens son air et son esprit ; Car tu sais qu'il en a."")",0.0
-,"('#nerine', ""De l'esprit ! Lui, madame ! Il est plus journalier mille fois qu'une femme : Il rêve à tout moment ; et sa vivacité Dépend presque toujours d'une carte, ou d'un dé."")",0.0
-,"('#angelique', 'Mon coeur est maintenant certain de sa victoire.')",0.0
-,"('#nerine', ""Madame, croyez-moi, je connais le grimoire. Souvent tous ces dépits sont des hoquets d'amour."")",0.0
-,"('#angelique', ""Non ; l'amour de mon coeur est banni sans retour."")",0.0
-,"('#nerine', ""Cet hôte dans un coeur a bientôt fait son gîte ; Mais il se garde bien d'en déloger si vite."")",0.0
-,"('#angelique', 'Ne crains rien de mon coeur.')",0.0
-,"('#nerine', 'S\'il venait à l\'instant, Avec cet air flatteur, soumis, insinuant, Que vous lui connaissez ; que d\'un ton pathétique, Il vous dît à vos pieds : ""Non, charmante Angélique, Je ne veux opposer à tout votre courroux Qu\'un seul mot : je vous aime, et je n\'aime que vous. Votre âme en ma faveur n\'est-elle point émue ? Vous ne me dites rien ! Vous détournez la vue ! Vous voulez donc ma mort ? Il faut vous contenter."" Peut-être en ce moment pour vous épouvanter, Il se soufflettera d\'une main mutinée, Se donnera du front contre une cheminée, S\'arrachera de rage un toupet de cheveux Qui ne sont pas à lui. Mais de ces airs fougueux Ne vous étonnez pas ; comptez qu\'en sa colère Il ne se fera pas grand mal. Elle se met à ses pieds. Elle se relève.')",0.0
-,"('#angelique', 'Laisse-moi faire.')",0.0
-,"('#nerine', ""Vous voilà, grâce au ciel, bien instruite sur tout ; Ne vous démentez point, tenez bon jusqu'au bout."")",0.0
-,"('#la-comtesse', ""On dit partout, ma soeur, qu'un peu moins prévenue, Vous épousez Dorante."")",0.0
-,"('#angelique', ""Oui, j'y suis résolue."")",0.0
-,"('#la-comtesse', 'Mon coeur en est ravi. Valère est un vrai fou, Qui jouerait votre bien jusques au dernier sou.')",0.0
-,"('#angelique', ""D'accord."")",0.0
-,"('#la-comtesse', ""J'aime à vous voir vaincre votre tendresse. Cet amour, entre nous, était une faiblesse. Il faut se dégager de ces attachements Que la raison condamne et qui flattent nos sens."")",0.0
-,"('#angelique', 'Il est vrai.')",0.0
-,"('#la-comtesse', ""Rien n'est plus à craindre dans la vie, Qu'un époux qui du jeu ressent la tyrannie. J'aimerais mieux qu'il fût gueux, avaricieux, Coquet, fâcheux, mal fait, brutal, capricieux, Ivrogne, sans esprit, débauché, sot, colère, Que d'être un emporté joueur comme est Valère."")",0.0
-,"('#angelique', 'Je sais que ce défaut est le plus grand de tous.')",0.0
-,"('#la-comtesse', 'Vous ne voulez donc plus en faire votre époux ?')",0.0
-,"('#angelique', 'Moi ? Non : dans ce dessein nos humeurs sont conformes.')",0.0
-,"('#nerine', 'Il a, ma foi, reçu son congé dans les formes.')",0.0
-,"('#la-comtesse', ""C'est bien fait. Puisque enfin vous renoncez à lui, Je vais l'épouser, moi."")",0.0
-,"('#angelique', ""L'épouser ?"")",0.0
-,"('#la-comtesse', ""Aujourd'hui."")",0.0
-,"('#angelique', ""Ce joueur, qu'à l'instant ?..."")",0.0
-,"('#la-comtesse', ""Je saurai le réduire. On sait sur les maris ce que l'on a d'empire."")",0.0
-,"('#angelique', 'Quoi ! Vous voulez, ma soeur, avec cet air si doux, Ce maintien réservé, prendre un nouvel époux ?')",0.0
-,"('#la-comtesse', ""Et pourquoi non, ma soeur ? Fais-je donc un grand crime De rallumer les feux d'un amour légitime ? J'avais fait voeu de fuir tout autre engagement. Pour garder du défunt le souvenir charmant, Je portais son portrait ; et cette vive image Me soulageait un peu des chagrins du veuvage : Mais qu'est-ce qu'un portrait, quand on aime bien fort ? C'est un époux vivant qui console d'un mort."")",0.0
-,"('#nerine', ""Madame n'aime pas les maris en peinture."")",0.0
-,"('#la-comtesse', ""Cela racquitte-t-il d'une perte aussi dure ?"")",0.0
-,"('#nerine', ""C'est irriter le mal, au lieu de l'adoucir."")",0.0
-,"('#angelique', 'ConnAisseuse en maris, vous deviez mieux choisir. Vous unir à Valère !')",0.0
-,"('#la-comtesse', 'Oui, ma soeur, à lui-même.')",0.0
-,"('#angelique', ""Mais vous n'y pensez pas. Croyez-vous qu'il vous aime ?"")",0.0
-,"('#la-comtesse', ""S'il m'aime, lui ! S'il m'aime ! Ah ! Quel aveuglement ! On a certains attraits, un certain enjouement, Que personne ne peut me disputer, je pense."")",0.0
-,"('#angelique', 'Après un si long temps de pleine jouissance, Vos attraits sont à vous sans contestation.')",0.0
-,"('#la-comtesse', 'Et je puis en user à ma discrétion.')",0.0
-,"('#angelique', ""Sans doute. Et je vois bien qu'il n'est pas impossible Que Valère pour vous ait eu le coeur sensible. L'or est d'un grand secours pour acheter un coeur ; Ce métal, en amour, est un grand séducteur."")",0.0
-,"('#la-comtesse', ""En vain vous m'insultez avec un tel langage ; La modération fut toujours mon partage : Mais ce n'est point par l'or que brillent mes attraits ; Et jamais, en aimant, je ne fis de faux frais. Mes sentiments, ma soeur, sont différents des vôtres ; Si je connais l'amour, ce n'est que dans les autres. J'ai beau m'armer de fier, je vois de toutes parts Mille coeurs amoureux suivre mes étendards : Un conseiller de robe, un seigneur de finance, Dorante, le marquis briguent mon alliance ; Mais si d'un nouveau noeud je veux bien me lier, Je prétends à Valère offrir un coeur entier. Je fais profession d'une vertu sévère."")",0.0
-,"('#angelique', ""Qui peut vous assurer de l'amour de Valère ?"")",0.0
-,"('#la-comtesse', ""Qui peut m'en assurer ? Mon mérite, je crois."")",0.0
-,"('#angelique', ""D'autres sur lui, ma soeur, auraient les mêmes droits."")",0.0
-,"('#la-comtesse', ""Il n'eut jamais pour vous qu'une estime stérile, Un petit feu léger, vagabond, volatile. Quand on veut inspirer une solide amour, Il faut avoir vécu, ma soeur, bien plus d'un jour ; Avoir un certain poids, une beauté formée Par l'usage du monde, et des ans confirmée. Vous n'en êtes pas là."")",0.0
-,"('#angelique', ""J'attendrai bien du temps."")",0.0
-,"('#nerine', 'Madame est prévoyante, elle a pris les devants. Mais on vient.')",0.0
-,"('#laquais', 'Le Marquis, Madame, est là qui monte.')",0.0
-,"('#la-comtesse', ""Le Marquis ? Hé ! Non, non ; il n'est pas sur mon compte."")",0.0
-,"('#le-marquis', ""Je suis tout en désordre : un maudit embarras M'a fait quitter ma chaise à deux ou trois cents pas ; Et j'y serais encor dans des peines mortelles, Si l'amour, pour vous voir, ne m'eût prêté ses ailes."")",0.0
-,"('#la-comtesse', 'Que monsieur le Marquis est galant sans fadeur !')",0.0
-,"('#le-marquis', ""Oh ! Point du tout, je suis votre humble serviteur. Mais, à vous parler net, sans que l'esprit fatigue, Près du sexe je sais me démêler d'intrigue. Ah ! Juste ciel ! Quel est cet admirable objet ! Apercevant Angélique."")",0.0
-,"('#la-comtesse', ""C'est ma soeur."")",0.0
-,"('#le-marquis', ""Votre soeur ! Vraiment, c'est fort bien fait. Je vous sais gré d'avoir une soeur aussi belle ; On la prendrait, parbleu, pour votre soeur jumelle."")",0.0
-,"('#la-comtesse', ""Comme à tout ce qu'il dit il donne un joli tour ! Qu'il est sincère ! On voit qu'il est homme de cour."")",0.0
-,"('#le-marquis', ""Homme de cour, moi ! Non. Ma foi, la cour m'ennuie ; L'esprit de ce pays n'est qu'en superficie ; Sitôt que vous voulez un peu l'approfondir, Vous rencontrez le tuf. J'y pourrais m'agrandir ; J'ai de l'esprit, du coeur, plus que seigneur de France ; Je joue, et j'y ferais fort bonne contenance : Mais je n'y vais jamais que par nécessité, Et pour y rendre au roi quelque civilité."")",0.0
-,"('#nerine', 'Il vous est obligé, Monsieur, de tant de peine.')",0.0
-,"('#le-marquis', ""Je n'y suis pas plus tôt, soudain je perds haleine. Ces fades compliments sur de grands mots montés, Ces protestations qui sont futilités, Ces serrements de mains dont on vous estropie, Ces grands embrassements dont un flatteur vous lie, M'ôtent à tout moment la respiration : On ne s'y dit bonjour que par convulsion."")",0.0
-,"('#angelique', 'Les dames de la cour sont bien mieux votre affaire ?')",0.0
-,"('#le-marquis', ""Point. Il faut être au moins gros fermier pour leur plaire : Leur sotte vanité croit ne pouvoir trop haut À des faveurs de cour mettre un injuste taux. Moi, j'aime à pourchasser des beautés mitoyennes. L'hiver, dans un fauteuil, avec des citoyennes, Les pieds sur les chenets étendus sans façons, Je pousse la fleurette, et conte mes raisons. Là toute la maison s'offre à me faire fête ; Valet, filles de chambre, enfants, tout est honnête : L'époux même discret, quand il entend minuit, Me laisse avec madame, et va coucher sans bruit. Voilà comme je vis, quand parfois dans la ville Je veux bien déroger..."")",0.0
-,"('#nerine', 'La manière est facile ; Et ce commerce-là me paraît assez doux.')",0.0
-,"('#le-marquis', ""C'est ainsi que je veux en user avec vous. Je suis tout naturel, et j'aime la franchise : Ma bouche ne dit rien que mon coeur n'autorise : Et quand de mon amour je vous fais un aveu, Madame, il est trop vrai que je suis tout en feu."")",0.0
-,"('#la-comtesse', ""Fi donc, petit badin, un peu de retenue ; Vous me parlez, Marquis, une langue inconnue : Le mot d'amour me blesse, et me fait trouver mal."")",0.0
-,"('#le-marquis', ""L'effet n'en serait pas peut-être si fatal."")",0.0
-,"('#nerine', ""Elle veut qu'en détours la chose s'enveloppe ; Et ce mot dit à cru lui cause une syncope."")",0.0
-,"('#angelique', ""Dans la bouche d'un autre il deviendrait plus doux."")",0.0
-,"('#la-comtesse', ""Comment ? Qu'est-ce ? Plaît-il ? Parlez ; expliquez-vous. Parlez donc, parlez donc. Apprenez, je vous prie, Que mortel, quel qu'il soit, ne me dit de ma vie Un mot douteux qui pût effleurer mon honneur."")",0.0
-,"('#le-marquis', ""Croirait-on qu'une veuve aurait tant de pudeur ?"")",0.0
-,"('#angelique', 'Mais Valère vous aime : et souvent...')",0.0
-,"('#le-marquis', ""Qu'est-ce à dire, Valère ? Un autre ici conjointement soupire ! Ah ! Si je le savais, je lui ferais, morbleu ! ... Où loge-t-il ?"")",0.0
-,"('#nerine', 'Ici.')",0.0
-,"('#le-marquis', 'Nous nous verrons dans peu.')",0.0
-,"('#la-comtesse', 'Mais quel droit avez-vous sur moi ?')",0.0
-,"('#le-marquis', ""Quel droit, ma reine ? Le droit de bienséance avec celui d'aubaine. Vous me convenez fort, et je vous conviens mieux. Sur vous l'on sait assez que je jette les yeux."")",0.0
-,"('#la-comtesse', 'Vous êtes fou, Marquis, de parler de la sorte.')",0.0
-,"('#le-marquis', ""Je sais ce que je dis, ou le diable m'emporte."")",0.0
-,"('#la-comtesse', 'Sommes-nous donc liés par quelque engagement ?')",0.0
-,"('#le-marquis', 'Non pas autrement... mais...')",0.0
-,"('#la-comtesse', ""Qu'est-ce à dire ? Comment ? ... Parlez."")",0.0
-,"('#le-marquis', ""Je ne sais point prendre en main des trompettes, Pour publier partout les faveurs qu'on m'a faites."")",0.0
-,"('#angelique', 'Hé, ma soeur !')",0.0
-,"('#nerine', 'Des faveurs !')",0.0
-,"('#le-marquis', 'Suffit, je suis discret ; Et sais, quand il le faut, oublier un secret.')",0.0
-,"('#la-comtesse', 'On ne connaît que trop ma retenue austère. Il veut rire.')",0.0
-,"('#le-marquis', 'Ah ! Parbleu, je saurai de Valère Quel est, en vous aimant, le but de ses désirs, Et de quel droit il vient chasser sur mes plaisirs.')",0.0
-,"('#laquais-1er', ""Monsieur, c'est de la part de la grosse comtesse."")",0.0
-,"('#le-marquis', 'Je le lirai tantôt. Le laquais sort.')",0.0
-,"('#laquais-2nd', 'Cette jeune duchesse Vous attend à vingt pas pour vous mener au jeu.')",0.0
-,"('#le-marquis', ""Qu'elle attende. Le second laquais sort."")",0.0
-,"('#laquais-3eme', 'Monsieur...')",0.0
-,"('#le-marquis', 'Encore ! Ah ! Palsambleu, Il faut que de la ville enfin je me dérobe.')",0.0
-,"('#laquais-3eme', 'Je viens de voir, Monsieur, cette femme de robe, Qui dit que cette nuit son mari couche aux champs, Et que ce soir, sans bruit...')",0.0
-,"('#le-marquis', ""Il suffit, je t'entends. Tu prendras ce manteau, fait pour bonne fortune, De couleur de muraille ; et tantôt, sur la brune, Va m'attendre en secret où tu fus avant-hier, Là..."")",0.0
-,"('#laquais-3eme', 'Je sais. Il sort.')",0.0
-,"('#le-marquis', ""Il faudrait avoir un corps de fer Pour résister à tout. J'ai de l'ouvrage à faire, Comme vous le voyez ; mais je m'en veux distraire. Vous ferez désormais tous mes soins les plus doux. À la Comtesse."")",0.0
-,"('#la-comtesse', 'Si mon coeur était libre, il pourrait être à vous.')",0.0
-,"('#le-marquis', ""Adieu, charmant objet : à regret je vous quitte. C'est un pesant fardeau d'avoir un gros mérite."")",0.0
-,"('#nerine', 'Cet homme-là vous aime épouvantablement.')",0.0
-,"('#angelique', 'Je ne vous croyais pas un tel engagement.')",0.0
-,"('#la-comtesse', 'Il est vif.')",0.0
-,"('#angelique', 'Il vous aime ; et son ardeur est belle.')",0.0
-,"('#la-comtesse', ""L'amour qu'il a pour moi lui tourne la cervelle : Il ne m'a pourtant vue encore que deux fois."")",0.0
-,"('#nerine', 'Il en a donc bien fait la première...')",0.0
-,"('#nerine', 'Je crois Voir Valère.')",0.0
-,"('#la-comtesse', ""L'amour auprès de moi le guide."")",0.0
-,"('#nerine', 'Il tremble en approchant.')",0.0
-,"('#la-comtesse', ""J'aime un amant timide, Cela marque un bon fond. Approchez, approchez ; Ouvrez de votre coeur les sentiments cachés. Vous allez voir, ma soeur. À Valère. À Angélique."")",0.0
-,"('#valere', ""Ah ! Quel bonheur, Madame, Que vous me permettiez d'ouvrir toute mon âme ; Et quel plaisir de dire, en des transports si doux, Que mon coeur vous adore, et n'adore que vous ! À Angélique."")",0.0
-,"('#la-comtesse', ""L'amour le trouble. Eh quoi ! Que faites-vous, Valère ?"")",0.0
-,"('#valere', ""Ce que vous-même ici m'avez permis de faire."")",0.0
-,"('#nerine', 'Voici du quiproquo.')",0.0
-,"('#valere', ""Que je serais heureux, S'il vous plaisait encor de recevoir mes voeux !"")",0.0
-,"('#la-comtesse', 'Vous vous méprenez.')",0.0
-,"('#valere', ""Non. Enfin, belle Angélique, Entre mon oncle et moi que votre coeur s'explique ; Le mien est tout à vous, et jamais dans un coeur..."")",0.0
-,"('#la-comtesse', 'Angélique !')",0.0
-,"('#valere', 'On ne vit une plus noble ardeur.')",0.0
-,"('#la-comtesse', ""Ce n'est donc pas pour moi que votre coeur soupire ?"")",0.0
-,"('#valere', ""Madame, en ce moment je n'ai rien à vous dire. Regardez votre soeur ; et jugez si ses yeux Ont laissé dans mon coeur de place à d'autres feux."")",0.0
-,"('#la-comtesse', ""Quoi ! D'aucun feu pour moi votre âme n'est éprise ?"")",0.0
-,"('#valere', ""Quelques civilités que l'usage autorise..."")",0.0
-,"('#la-comtesse', 'Comment ?')",0.0
-,"('#angelique', 'Il ne faut pas avec sévérité Exiger des amants trop de sincérité. Ma soeur, tout doucement avalez la pilule.')",0.0
-,"('#la-comtesse', ""Taisez-vous, s'il vous plaît, petite ridicule."")",0.0
-,"('#valere', ""Vous avez cent vertus, de l'esprit, de l'éclat ; Vous êtes belle, riche, et..."")",0.0
-,"('#la-comtesse', 'Vous êtes un fat.')",0.0
-,"('#angelique', 'La modération, qui fut votre partage, Vous ne la mettez pas, ma soeur, trop en usage.')",0.0
-,"('#la-comtesse', ""Monsieur vaut-il le soin qu'on se mette en courroux ? C'est un extravagant ; il est tout fait pour vous. Elle sort."")",0.0
-,"('#nerine', 'Elle connaît ses gens.')",0.0
-,"('#valere', 'Oui, pour vous je soupire, Et je voudrais avoir cent bouches pour le dire.')",0.0
-,"('#nerine', 'Allons, Madame, allons, ferme ; voici le choc : Point de faiblesse au moins, ayez un coeur de roc.')",0.0
-,"('#angelique', ""Ne m'abandonne point."")",0.0
-,"('#nerine', 'Non, non ; laissez-moi faire.')",0.0
-,"('#valere', ""Mais que me sert, hélas ! Que mon coeur vous préfère ? Que sert mon amour un si sincère aveu ? Vous ne m'écoutez point, vous dédaignez mon feu. De vos beaux yeux pourtant, cruelle, il est l'ouvrage. Je sais qu'à vos beautés c'est faire un dur outrage De nourrir dans mon coeur des désirs partagés ; Que la fureur du jeu se mêle où vous régnez : Mais..."")",0.0
-,"('#angelique', ""Cette passion est trop forte en votre âme Pour croire que l'amour d'aucun feu vous enflamme. Suivez, suivez l'ardeur de vos emportements ; Mon coeur n'en aura point de jaloux sentiments."")",0.0
-,"('#nerine', 'Optimè. ')",0.0
-,"('#valere', ""Désormais, plein de votre tendresse, Nulle autre passion n'a rien qui m'intéresse : Tout ce qui n'est point vous me paraît odieux."")",0.0
-,"('#angelique', 'Non, ne vous présentez jamais devant mes yeux.')",0.0
-,"('#nerine', 'Vous mollissez.')",0.0
-,"('#valere', 'Jamais ! Quelle rigueur extrême ! Jamais ! Ah ! Que ce mot est cruel quand on aime ! Hé quoi ! Rien ne pourra fléchir votre courroux ? Vous voulez donc me voir mourir à vos genoux ?')",0.0
-,"('#angelique', ""Je prends peu d'intérêt, Monsieur, à votre vie."")",0.0
-,"('#nerine', 'Nous allons bientôt voir jouer la comédie.')",0.0
-,"('#valere', ""Ma mort sera l'effet de mon cruel dépit."")",0.0
-,"('#nerine', ""Qu'un amant mort pour nous nous mettrait en crédit !"")",0.0
-,"('#valere', 'Vous le voulez ? Eh bien ! Il faut vous satisfaire, Cruelle ! Il faut mourir. Il veut tirer son épée.')",0.0
-,"('#angelique', 'Que faites-vous, Valère ?')",0.0
-,"('#nerine', 'Eh bien ! Ne voilà pas votre tendre maudit Qui vous prend à la gorge ! Euh !')",0.0
-,"('#angelique', ""Tu ne m'as pas dit, Nérine, qu'il viendrait se percer à ma vue : Et je tremble de peur quand une épée est nue."")",0.0
-,"('#nerine', 'Que les amants sont sots !')",0.0
-,"('#valere', ""Puisqu'un soin généreux Vous intéresse encore aux jours d'un malheureux, Non, ce n'est point assez de me rendre la vie ; Il faut que par l'amour, désarmée, attendrie, Vous me rendiez encor ce coeur si précieux, Ce coeur sans qui le jour me devient odieux."")",0.0
-,"('#angelique', ""Nérine, qu'en dis-tu ?"")",0.0
-,"('#nerine', ""Je dis qu'en la mêlée Vous avez moins de coeur qu'une poule mouillée."")",0.0
-,"('#valere', 'Madame, au nom des dieux, au nom de vos attraits...')",0.0
-,"('#angelique', 'Si vous me promettiez...')",0.0
-,"('#valere', ""Oui, je vous le promets, Que la fureur du jeu sortira de mon âme, Et que j'aurai pour vous la plus ardente flamme..."")",0.0
-,"('#nerine', 'Pour faire des serments il est toujours tout prêt.')",0.0
-,"('#angelique', ""Il faut encore, ingrat, vouloir ce qu'il vous plaît. Oui, je vous rends mon coeur."")",0.0
-,"('#valere', 'Ah ! Quelle joie extrême !')",0.0
-,"('#angelique', 'Et pour vous faire voir à quel point je vous aime, Je joins à ce présent celui de mon portrait. Elle lui donne son portrait enrichi de diamants.')",0.0
-,"('#nerine', ""Hélas ! De mes sermons voilà quel est l'effet !"")",0.0
-,"('#valere', 'Quel excès de faveurs !')",0.0
-,"('#angelique', 'Gardez-le, je vous prie.')",0.0
-,"('#valere', 'Que je le garde, ô ciel ! Le reste de ma vie... Que dis-je ? Je prétends que ce portrait si beau Soit mis avec moi dans le même tombeau, Et que même la mort jamais ne nous sépare.')",0.0
-,"('#nerine', ""Que l'esprit d'une fille est changeant et bizarre !"")",0.0
-,"('#angelique', 'Ne me trompez donc plus, Valère ; et que mon coeur Ne se repente point de sa facile ardeur.')",0.0
-,"('#valere', 'Fiez-vous aux serments de mon âme amoureuse.')",0.0
-,"('#nerine', ""Ah ! Que voilà pour l'oncle une époque fâcheuse !"")",0.0
-,"('#valere', ""Est-il dans l'univers de mortel plus heureux ? Elle me rend son coeur ; elle comble mes voeux, M'accable de faveurs..."")",0.0
-,"('#hector', 'Monsieur, je viens vous dire...')",0.0
-,"('#valere', ""Je suis tout transporté. Vois, considère, admire : Angélique m'a fait ce généreux présent."")",0.0
-,"('#hector', 'Que les brillants sont gros ! Pour être plus content, Je vous amène encore un lénitif de bourse, Une usurière.')",0.0
-,"('#valere', 'Et qui ?')",0.0
-,"('#hector', 'Madame La Ressource.')",0.0
-,"('#valere', ""Hé ! Bonjour, mon enfant : tu ne peux concevoir Jusqu'où va dans mon coeur le plaisir de te voir."")",0.0
-,"('#madame-la-ressource', 'Je vous suis obligée on ne peut davantage.')",0.0
-,"('#hector', ""Elle est jolie encor. Mais quel sombre équipage ! Vous voilà, sans mentir aussi noire qu'un four."")",0.0
-,"('#valere', ""Ne vois-tu pas, Hector, que c'est un deuil de cour ?"")",0.0
-,"('#madame-la-ressource', ""Oh ! Monsieur, point du tout. Je suis une bourgeoise, Qui sais me mesurer justement à ma toise. J'en connais bien pourtant, qui ne me valent pas, Qui se font teindre en noir du haut jusques en bas : Mais pour moi je n'ai point cette sotte manie ; Et si mon pauvre époux était encore en vie... Elle pleure."")",0.0
-,"('#valere', 'Quoi ! Monsieur La Ressource est mort ?')",0.0
-,"('#madame-la-ressource', 'Subitement.')",0.0
-,"('#hector', ""Subitement ? Hélas ! J'en suis fâché vraiment. Au fait. Bas à Valère."")",0.0
-,"('#valere', ""J'aurais besoin, Madame La Ressource, De mille écus."")",0.0
-,"('#madame-la-ressource', 'Monsieur, disposez de ma bourse.')",0.0
-,"('#valere', 'Je fais, bien entendu, mon billet au porteur.')",0.0
-,"('#hector', ""Et je veux l'endosser."")",0.0
-,"('#madame-la-ressource', ""Avec les gens d'honneur On ne perd jamais rien."")",0.0
-,"('#valere', ""Je veux que tu le prennes. Nous faisons ici bas des routes incertaines ; Je pourrais bien mourir. Ce maraud m'avait dit Que sur des gages sûrs tu prêtais à crédit."")",0.0
-,"('#madame-la-ressource', ""Sur des gages, Monsieur ? C'est une médisance ; Je sais que ce serait blesser ma conscience. Pour des nantissements qui valent bien leur prix, De la vieille vaisselle au poinçon de Paris, Des diamants usés, et qu'on ne saurait vendre, Sans risquer mon honneur, je crois que j'en puis prendre."")",0.0
-,"('#valere', ""Je n'ai pour te donner, vaisselle ni bijoux."")",0.0
-,"('#hector', 'Oh ! Parbleu, nous marchons sans crainte des filous.')",0.0
-,"('#madame-la-ressource', ""Eh bien ! Nous attendrons, Monsieur, qu'il vous en vienne."")",0.0
-,"('#valere', ""Compte, ma pauvre enfant, que ma mort est certaine, Si je n'ai dans ce jour mille écus."")",0.0
-,"('#madame-la-ressource', 'Ah ! Monsieur ! Je voudrais les avoir ; ce serait de grand coeur.')",0.0
-,"('#valere', 'Ma charmante, mon coeur, ma reine, mon aimable, Ma belle, ma mignonne, et ma tout adorable.')",0.0
-,"('#hector', 'Par pitié.')",0.0
-,"('#madame-la-ressource', 'Je ne puis.')",0.0
-,"('#hector', 'Ah ! Que nous sommes fous ! Tous ces gens-là, Monsieur, ont des coeurs de cailloux ; Sans des nantissements il ne faut rien prétendre.')",0.0
-,"('#valere', 'Dis-moi donc, si tu veux, où je les pourrai prendre.')",0.0
-,"('#hector', ""Attendez... mais comment, avec un coeur d'airain, Refuser un billet endossé de ma main ?"")",0.0
-,"('#valere', 'Mais vois donc.')",0.0
-,"('#hector', 'Laissez-moi ; je cherche en ma boutique.')",0.0
-,"('#valere', ""Écoute... nous avons le portrait d'Angélique. Dans le temps difficile il faut un peu s'aider."")",0.0
-,"('#hector', 'Ah ! Que dites-vous là ? Vous devez le garder.')",0.0
-,"('#valere', ""D'accord : honnêtement je ne puis m'en défaire."")",0.0
-,"('#madame-la-ressource', ""Adieu. Quelque autre fois nous finirons l'affaire."")",0.0
-,"('#valere', ""Attendez donc. Tu sais jusqu'où vont mes besoins. N'ayant pas son portrait, l'en aimerai-je moins ? Bas à Hector."")",0.0
-,"('#hector', 'Fort bien. Mais voulez-vous que cette perfidie ?...')",0.0
