,campistron-achille,corneillep-andromede,Cost,Operation Type
194,"('#andromaque', ""Par ce détour croyez-vous m'abuser ? Non, non, je commence à comprendre Quels sont vos sentiments secrets, Vos yeux timides et distraits Ne me les font que trop entendre."")","('#andromede', ""Vous avez donc pour moi daigné verser des larmes, Lorsque pour me défendre un autre a pris les armes ! Et dedans mon péril vos sentiments ingrats S'amusaient à des voeux quand il fallait des bras !"")",0.68,Substitution
195,"('#polixene', 'Que voulez-vous me dire ? Et que soupçonnez-vous ?')",,1.0,Insertion
196,"('#andromaque', ""Que loin de seconder ma haine, Vous verrez, sans peine, Ce funeste ennemi devenir votre époux. Vous voulez jouir de la gloire De triompher de sa fierté, C'est une agréable victoire Pour votre vanité."")","('#phinee', ""Que pouvais-je de plus, ayant vu pour Nérée De vingt amants armés la troupe dévorée ? Devais-je encor promettre un succès à ma main, Qu'on voyait au-dessus de tout l'effort humain ? Devais-je me flatter de l'espoir d'un miracle ?"")",0.69,Substitution
197,"('#polixene', ""Quand je vois ce héros digne de mon estime, Sentir pour moi l'amour le plus parfait, Est-ce un grand crime De m'en applaudir en secret ?"")","('#andromede', ""Vous deviez l'espérer sur la foi d'un oracle : Le ciel l'avait promis par un arrêt si doux ! Il l'a fait par un autre, et l'aurait fait par vous. Mais quand vous auriez cru votre perte assurée, Du moins ces vingt amants dévorés pour Nérée Vous laissaient un exemple et noble et glorieux, Si vous n'eussiez pas craint de périr à mes yeux. Ils voyaient de leur mort la même certitude ; Mais avec plus d'amour et moins d'ingratitude, Tous voulurent mourir pour leur objet mourant. Que leur amour du vôtre était bien différent ! L'effort de leur courage a produit vos alarmes, Vous a réduit aux voeux, vous a réduit aux larmes ; Et quoique plus heureuse en un semblable sort, Je vois d'un oeil jaloux la gloire de sa mort. Elle avait vingt amants qui voulurent la suivre, Et je n'en avais qu'un, qui m'a voulu survivre. Encore ces vingt amants, qui vous ont alarmé, N'étaient pas tous aimés, et vous étiez aimé : Ils n'avaient la plupart qu'une faible espérance, Et vous aviez, Phinée, une entière assurance ; Vous possédiez mon coeur, vous possédiez ma foi ; N'était-ce point assez pour mourir avec moi ? Pouviez-vous ? ..."")",0.21,Substitution
198,"('#andromaque', ""Après un tel aveu je n'ai plus rien à craindre, C'est le dernier malheur que je puis redouter. Hélas ! Que me sert de me plaindre ? Personne ne veut m'écouter. Cher époux, dont l'illustre vie Fut si digne d'envie, Tout ton sang te trahit pour plaire à ton vainqueur, Je pleure en vain ta mort, triste effet de tes armes, Je vois mépriser mes larmes, Et par ton père, et ta soeur : Mais, leur exemple au moins ne peut rien sur mon âme, Je sens encor la même flamme, Et la même douleur. Le seul espoir dont mon coeur est flatté, C'est qu'en donnant toujours des pleurs à ta mémoire, Je rendrai ma fidélité Aussi fameuse que ta gloire."")","('#phinee', ""Ah ! De grâce, imputez-moi, madame, Les crimes les plus noirs dont soit capable une âme ; Mais ne soupçonnez point ce malheureux amant De vous pouvoir jamais survivre un seul moment. J'épargnais à mes yeux un funeste spectacle, Où mes bras impuissants n'avaient pu mettre obstacle, Et tenais ma main prête à servir ma douleur Au moindre et premier bruit qu'eût fait votre malheur."")",0.0,Match
199,"('#polixene', ""Quel reproche fatal ! Je rougis de l'entendre, Il me fait souvenir des conseils de Cassandre : Elle me prédit chaque jour, Que si jamais mon coeur s'abandonne à l'amour, Ma faiblesse sera suivie D'éternelles douleurs ; Elle m'annonce enfin de si cruels malheurs, Qu'ils pourront me coûter la vie : N'importe, je ne puis changer de sentiment, Mon coeur est occupé d'un objet trop charmant. Malgré les conseils qu'on me donne, D'une plus vive ardeur je me sens enflammer, Un coeur que le péril étonne N'est pas digne d'aimer."")","('#andromede', ""Et vos respects trouvaient une digne matière À me laisser l'honneur de périr la première ! Ah ! C'était à mes yeux qu'il fallait y courir, Si vous aviez pour moi cette ardeur de mourir. Vous ne me deviez pas envier cette joie De voir offrir au monstre une première proie ; Vous m'auriez de la mort adouci les horreurs, Vous m'auriez fait du monstre adorer les fureurs ; Et lui voyant ouvrir ce gouffre épouvantable, Je l'aurais regardé comme un port favorable, Comme un vivant sépulcre où mon coeur amoureux Eût brûlé de rejoindre un amant généreux. J'aurais désavoué la valeur de Persée ; En me sauvant la vie il m'aurait offensée ; Et de ce même bras qu'il m'aurait conservé Je vous immolerais ce qu'il m'aurait sauvé. Ma mort aurait déjà couronné votre perte, Et la bonté du ciel ne l'aurait pas soufferte ; C'est à votre refus que les dieux ont remis En de plus dignes mains ce qu'ils m'avaient promis. Mon coeur eût mieux aimé le tenir de la vôtre ; Mais je vis par un autre, et vivrai pour un autre. Vous n'avez aucun lieu d'en devenir jaloux, Puisque sur ce rocher j'étais morte pour vous. Qui pouvait le souffrir peut me voir sans envie Vivre pour un héros de qui je tiens la vie ; Et quand l'amour encore me parlerait pour lui, Je ne puis disposer des conquêtes d'autrui. Adieu."")",0.0,Match
200,"('#priam', ""Ma fille, il n'est plus temps de répandre des pleurs, Voici le jour heureux qui finit nos malheurs ; Le fier Achille rend les armes À tes charmes, Et malgré tous les grecs, jaloux de ton bonheur, Il te donne aujourd'hui son empire et son coeur."")","('#phinee', ""Vous voulez donc que j'en fasse la mienne, Cruelle, et que ma foi de mon bras vous obtienne ? Eh bien ! Nous l'irons voir, ce bienheureux vainqueur, Qui triomphant d'un monstre, a dompté votre coeur. C'était trop peu pour lui d'une seule victoire, S'il n'eût dedans ce coeur triomphé de ma gloire ! Mais si sa main au monstre arrache un bien si cher, La mienne à son bonheur saura bien l'arracher ; Et vainqueur de tous deux en une seule tête, De ce qui fut mon bien je ferai ma conquête. La force me rendra ce que ne peut l'amour. Allons-y, chers amis, et montrons dès ce jour..."")",0.45,Substitution
201,"('#arcas', ""Princesse, ce héros ne cherche qu'à vous plaire ; Vous avez en vos mains et la vie et la mort C'est à vous de régler son sort ; Il a déjà l'aveu de votre père, Mais, pour assurer son bonheur, Il veut savoir si votre coeur À ses tendres désirs Ne sera pas contraire."")","('#ammon', ""Seigneur, auparavant d'une âme plus remise Daignez voir le succès d'une telle entreprise. Savez-vous que Persée est fils de Jupiter, Et qu'ainsi vous avez le foudre à redouter ?"")",0.44,Substitution
202,"('#polixene', ""C'est assez que le Roi m'ordonne d'obéir Je connais mon devoir, je ne le puis trahir."")","('#phinee', ""Je sais que Danaé fut son indigne mère : L'or qui plut dans son sein l'y forma d'adultère ; Mais le pur sang des rois n'est pas moins précieux Ni moins chéri du ciel que les crimes des dieux."")",1.04,Substitution
203,"('#priam', ""Quel changement favorable Flatte aujourd'hui mes désirs; Aurais-je cru mon coeur encor capable De sentir quelques plaisirs ? Malgré ce changement un chagrin légitime En trouble la douceur, et s'oppose à la paix ; Mais le soin de l'État et le seul qui m'anime, Et je préfère à tout le bien de mes sujets. Vous, que votre sort intéresse Dans cet événement heureux, Peuples, montrez votre allégresse  Par les jeux les plus pompeux."")","('#ammon', ""Mais vous ne savez pas, seigneur, que son épée De l'horrible Méduse a la tête coupée, Que sous son bouclier il la porte en tous lieux, Et que c'est fait de vous, s'il en frappe vos yeux."")",1.26,Substitution
204,"('#un-troyen', 'Vos beaux yeux, adorable princesse, Ont détruit les desseins de la Grèce, Un seul de vos regrets a rangé sous vos lois Un héros dont le nom fait trembler tous ses rois.')","('#phinee', ""On dit que ce prodige est pire qu'un tonnerre, Qu'il ne faut que le voir pour n'être plus que pierre, Et que naguère Atlas, qui ne s'en put cacher, À cet aspect fatal devint un grand rocher. Soit une vérité, soit un conte, n'importe ; Si la valeur ne peut, que le nombre l'emporte. Puisque Andromède enfin voulait me voir périr, Ou triompher d'un monstre afin de l'acquérir, Que fière de se voir l'objet de tant d'oracles, Elle veut que pour elle on fasse des miracles, Cette tête est un monstre aussi bien que celui Dont cet heureux rival la délivre aujourd'hui ; Et nous aurons ainsi dans un seul adversaire Et monstres à combattre, et miracles à faire. Peut-être quelques dieux prendront notre parti, Quoique de leur monarque il se dise sorti ; Et Junon pour le moins prendra notre querelle Contre l'amour furtif d'un époux infidèle."")",0.25,Substitution
205,,"('#junon', ""N'en doute point, Phinée, et cesse d'endurer."")",1.0,Deletion
206,,"('#phinee', 'Elle-même paraît pour nous en assurer.')",1.0,Deletion
207,"('#le-choeur', 'Vos beaux yeux, adorable princesse, Ont détruit les desseins de la Grèce, Un seul de vos regrets a rangé sous vos lois Un héros dont le nom fait trembler tous ses rois.')","('#junon', ""Je ne serai pas seule : ainsi que moi Neptune S'intéresse en ton infortune ; Et déjà la noire Alecton, Du fond des enfers déchaînée, A, par les ordres de Pluton, De mille coeurs pour toi la fureur mutinée : Fort de tant de seconds, ose, et sers mon courroux Contre l'indigne sang de mon perfide époux."")",0.42,Substitution
208,"('#une-troyenne', 'Que ne peuvent point vos charmes ? Tout leur est soumis, Ils arrachent les armes À nos ennemis. Que ne peuvent point vos charmes, Tout leur est soumis.')","('#phinee', ""Nous te suivons, déesse ; et dessous tes auspices Nous franchirons sans peur les plus noirs précipices. Que craindrons-nous, amis ? Nous avons dieux pour dieux, Oracle pour oracle ; et la faveur des cieux, D'un contre-poids égal dessus nous balancée, N'est pas entièrement du côté de Persée."")",0.85,Substitution
209,"('#le-choeur', 'Que ne peuvent point vos charmes ? Tout leur est soumis, Ils arrachent les armes À nos ennemis. Que ne peuvent point vos charmes, Tout leur est soumis.')","('#junon', ""Je te le dis encore, ose, et sers mon courroux Contre l'indigne sang de mon perfide époux."")",1.17,Substitution
210,"('#deux-troyens', ""Que l'amour est puissant sur les coeurs : Il enchaîne Sans peine, Les plus redoutables vainqueurs."")","('#ammon', ""Sous tes commandements nous y courons, déesse, Le coeur plein d'espérance, et l'âme d'allégresse. Allons, seigneur, allons assembler vos amis ; Courons au grand succès qu'elle vous a promis : Aussi bien le roi vient, il faut quitter la place, de peur..."")",0.89,Substitution
211,,"('#phinee', ""Non, demeurez pour voir ce qui se passe ; Et songez à m'en faire un fidèle rapport, Tandis que je m'apprête à cet illustre effort."")",1.0,Deletion
212,"('#une-troyenne', ""Qu'après une grande victoire Une guerrier est heureux S'il sait mêler aux charmes de la gloire Le doux amusement des plaisirs amoureux ?"")","('#timante', ""Seigneur, le souvenir des plus âpres supplices, Quand un tel bien les suit, n'a jamais que délices. Si d'un mal sans pareil nous nous vîmes surpris, Nous bénissons le ciel d'un tel mal à ce prix ; Et voyant quel époux il donne à la princesse, La douleur s'en termine en ces chants d'allégresse."")",0.1,Substitution
213,"('#une-autre-troyenne', 'Vous, si longtemps banni de se sacré séjour Jeux charmants, revenez dans cette auguste cour.')",,1.0,Insertion
214,"('#un-troyen', ""La paix ramène ici l'abondance, Faites voir votre magnificence, Par vos chants redoublés, célébrez ce grand jour, Et de votre bonheur rendez grâce à l'amour."")","('#le-choeur', 'Vivez, vivez, heureux amants, Dans les douceurs que l\'amour vous inspire ; Vivez heureux, et vivez si longtemps, Qu\'au bout d\'un siècle entier on puisse encore vous dire : ""Vivez, heureux amants."" Que les plaisirs les plus charmants Fassent les jours d\'une si belle vie ; Qu\'ils soient sans tache, et que tous leurs moments Fassent redire même à la voix de l\'envie : ""Vivez, heureux amants."" Que les peuples les plus puissants Dans nos souhaits à pleins voeux nous secondent ; Qu\'aux dieux pour vous ils prodiguent l\'encens, Et des bouts de la terre à l\'envi nous répondent : ""Vivez, heureux amants.""')",0.15,Substitution
215,"('#le-choeur', ""La paix ramène ici l'abondance, Faisons voir notre magnificence, Par nos chants redoublés, célébrons ce grand jour, Et de notre bonheur rendons grâce à l'amour."")","('#cephee', ""Allons, amis, allons, dans ce comble de joie, Rendre grâces au ciel de l'heur qu'il nous envoie. Allons dedans le temple avec mille voeux De cet illustre hymen achever les beaux noeuds. Allons sacrifier à Jupiter son père, Le prier de souffrir ce que nous pensons faire, Et ne s'offenser pas que ce noble lien Fasse un mélange heureux de son sang et du mien."")",0.17,Substitution
216,"('#achille', ""Ah ! Que sur moi, l'Amour règne avec violence ! Que de transports puissants mon coeur est agité ! Mais j'aperçois la divine beauté Qui cause mon impatience, Son père l'a conduit, et vient sur ces autels Entendre et confirmer nos serments mutuels."")","('#cassiope', ""Souffrez qu'auparavant par d'autres sacrifices Nous nous rendions des eaux les déités propices. Neptune est irrité ; les nymphes de la mer Ont de nouveaux sujets encore de s'animer ; Et comme mon orgueil fit naître leur colère, Par mes submissions je dois les satisfaire. Sur leurs sables, témoins de tant de vanités, Je vais sacrifier à leurs divinités ; Et conduisant ma fille à ce même rivage, De ces mêmes beautés leur rendre un plein hommage, Joindre nos voeux au sang des taureaux immolés, Puis nous vous rejoindrons au temple où vous allez."")",0.02,Substitution
217,"('#achille', ""Princesse enfin le Ciel répond à mon attente,  Il assure à mon coeur les plaisirs les plus doux, Ah ! Que mon sort doit faire de jaloux ! Si l'Hymen, dont l'espoir m'enchante N'est pas un supplice pour vous. Quoi ! Ce transport ne sert qu'à vous confondre ? Craignez-vous de me répondre ? Pourquoi tourner vos yeux de toute part ? N'osez-vous sur moi seul arrêter vos regards ? Parlez, beauté charmante,  Le don de votre coeur suivra-t-il de votre foi ?"")","('#persee', ""Souffrez qu'en même temps de ma fière marâtre Je tâche d'apaiser la haine opiniâtre ; Qu'un pareil sacrifice et de semblables voeux Tirent d'elle l'aveu qui peut me rendre heureux. Vous savez que Junon à ce lien préside, Que sans elle l'hymen marche d'un pied timide, Et que sa jalousie aime à persécuter Quiconque ainsi que moi sort de son Jupiter."")",0.0,Match
218,"('#polixene', ""Hélas ! Plus je vous vois,  Et plus mon trouble s'augmente."")","('#cephee', ""Je suis ravi de voir qu'au milieu de vos flammes De si dignes respects règnent dessus vos âmes. Allez, j'immolerai pour vous à Jupiter, Et je ne vois plus rien enfin à redouter. Des dieux les moins bénins l'éternelle puissance Ne veut de nous qu'amour et que reconnaissance ; Et jamais leur courroux ne montre de rigueurs Que n'abatte aussitôt l'abaissement des coeurs."")",1.07,Substitution
219,"('#achille', 'Puis-je, du moins en ma faveur,  Expliquer ce profond silence ?')","('#ammon', ""Vos amis assemblés brûlent tous de vous suivre, Et Junon dans son temple entre vos mains le livre. Ce rival, presque seul au pied de son autel, Semble attendre à genoux l'honneur du coup mortel. Là, comme la déesse agréera la victime, Plus les lieux seront saints, moindre en sera le crime ; Et son aveu changeant de nom à l'attentat, Ce sera sacrifice au lieu d'assassinat."")",1.36,Substitution
220,"('#polixene', ""Un héros tel que vous, quand il donne son coeur, N'est-il pas assuré de la reconnaissance ?"")","('#phinee', ""Que me sert que Junon, que Neptune propice, Que tous les dieux ensemble aiment ce sacrifice, Si la seule déesse à qui je fais des voeux Ne m'en voit que d'un oeil d'autant plus rigoureux, Et si ce coup, sensible au coeur de l'inhumaine, D'un injuste mépris fait une juste haine ? Ami, quelque fureur qui puisse m'agiter, Je cherche à l'acquérir, et non à l'irriter ; Et m'immoler l'objet de sa nouvelle flamme, Ce n'est pas le chemin de rentrer dans son âme."")",0.64,Substitution
221,"('#achille', ""C'en est trop ; vos bontés passent mon espérance."")","('#ammon', 'Mais, seigneur, vous touchez à ce moment fatal Qui pour jamais la donne à cet heureux rival. En cette extrémité que prétendez-vous faire ?')",0.86,Substitution
222,,"('#phinee', ""Tout, hormis l'irriter ; tout, hormis lui déplaire : Soupirer à ses pieds, pleurer à ses genoux, Trembler devant sa haine, adorer son courroux."")",1.0,Deletion
223,,"('#ammon', 'Quittez, quittez, seigneur, un respect si funeste ; Ôtez-vous ce rival, et hasardez le reste : En dût-elle à jamais dédaigner vos soupirs, La vengeance elle seule a de si doux plaisirs...')",1.0,Deletion
224,"('#priam', ""Commençons à jouir en ce jour, Des plaisirs que la Paix nous ramène, Les feux de la Haine Cèdent à ceux de l'Amour."")","('#phinee', ""N'en cherchons les douceurs, ami, que les dernières. Rarement un amant les peut goûter entières ; Et quand de sa vengeance elles sont tout le fruit, Ce sont fausses douceurs que l'amertume suit. La mort de son rival, les pleurs de son ingrate, Ont bien je ne sais quoi qui dans l'abord le flatte ; Mais de ce cher objet s'en voyant plus haï, Plus il s'en est flatté, plus il s'en croit trahi. Sous d'éternels regrets son âme est abattue, Et sa propre vengeance incessamment le tue. Ce n'est pas que je veuille enfin la négliger : Si je ne puis fléchir, je cours à me venger ; Mais souffre à mon amour, mais souffre à ma faiblesse Encore un peu d'effort auprès de ma princesse. Un amant véritable espère jusqu'au bout, Tant qu'il voit un moment qui peut lui rendre tout. L'inconstante, peut-être encore toute étonnée, N'était pas bien à soi quand elle s'est donnée ; Et la reconnaissance a fait plus que l'amour En faveur d'une main qui lui rendait le jour. Au sortir du péril, pâle encore et tremblante, L'image de la mort devant les yeux errante, Elle a cru tout devoir à son libérateur ; Mais souvent le devoir ne donne pas le coeur ; Il agit rarement sans un peu d'imposture, Et fait peu de présents dont ce coeur ne murmure. Peut-être, ami, peut-être après ce grand effroi Son amour en secret aura parlé pour moi : Les traits mal effacés de tant d'heureux services, Les douceurs d'un beau feu qui furent ses délices, D'un regret amoureux touchant son souvenir, Auront en ma faveur surpris quelque soupir, Qui s'échappant d'un coeur qu'elle force à ma perte, M'en aura pu laisser la porte encore ouverte. Ah ! Si ce triste hymen se pouvait éloigner !"")",0.07,Substitution
225,,"('#ammon', 'Quoi ? Vous voulez encore vous faire dédaigner ? Sous ce honteux espoir votre fureur se dompte ?')",1.0,Deletion
226,"('#priam #achille #polixene', ""Commençons à jouir en ce jour, Des plaisirs que la Paix nous ramène, Les feux de la Haine Cèdent à ceux de l'Amour."")","('#phinee', ""Que veux-tu ? Ne sois point le témoin de ma honte : Andromède revient ; va trouver nos amis, Va préparer leurs bras à ce qu'ils m'ont promis. Ou mes nouveaux respects fléchiront l'inhumaine, Ou ses nouveaux mépris animeront ma haine ; Et tu verras mes feux, changés en juste horreur, Armer mes désespoirs, et hâter ma fureur."")",0.52,Substitution
227,,"('#ammon', ""Je vous plains ; mais enfin j'obéis, et vous laisse."")",1.0,Deletion
228,,"('#phinee', ""Une seconde fois, adorable princesse, Malgré de vos rigueurs l'impérieuse loi..."")",1.0,Deletion
229,,"('#andromede', 'Quoi ? Vous voyez la reine, et vous parlez à moi !')",1.0,Deletion
230,"('#achille', ""Peuples soumis à mes lois,  Secondez les transports de mon âme ; Joignez nos voix, Pour chanter les beautés de l'objet qui m'enflamme."")","('#phinee', 'C\'est de vous seule aussi que j\'ai droit de me plaindre : Je serais trop heureux de la voir vous contraindre, Et n\'accuserais plus votre infidélité, Si vous vous excusiez sur son autorité. Au nom de cette amour autrefois si puissante, Aidez un peu la mienne à vous faire innocente : Dites-moi que votre âme à regret obéit, Qu\'un rigoureux devoir malgré vous me trahit ; Donnez-moi lieu de dire : "" elle-même elle en pleure, Elle change forcée, et son coeur me demeure ; "" Et soudain, de la reine embrassant les genoux, Vous m\'y verrez mourir sans me plaindre de vous. Mais que lui puis-je, hélas ! Demander pour remède, Quand la main qui me tue est celle d\'Andromède, Et que son coeur léger ne court au changement Qu\'avec la vanité d\'y courir justement ?')",0.2,Substitution
231,"('#priam', ""Peuples soumis à mes lois,  Jouissez d'un sort tranquille Joignez nos voix, Pour chanter les vertus et le bonheur d'Achille."")","('#cassiope', ""Et quel droit sur ce coeur pouvait garder Phinée, Quand Persée a trouvé la place abandonnée, Et n'a fait autre chose, en prenant son parti, Que s'emparer d'un lieu dont vous étiez sorti ? Mais sorti, le dirai-je, et pourrez-vous l'entendre ? Oui, sorti lâchement, de peur de le défendre. Ainsi nous n'avons fait que le récompenser D'un bien où votre bras venait de renoncer, Que vous cédiez au monstre, à lui-même, à tout autre : Si c'est une injustice, examinons la vôtre. La voyant exposée aux rigueurs de son sort, Vous vous étiez déjà consolé de sa mort ; Et quand par un héros le ciel l'a garantie, Vous ne vous pouvez plus consoler de sa vie."")",0.76,Substitution
232,,"('#phinee', 'Ah ! Madame...')",1.0,Deletion
233,,"('#cassiope', ""Eh bien ! Soit, vous avez soupiré Autant que l'a pu faire un coeur désespéré. Jamais aucun tourment n'égala votre peine ; Certes, quelque douleur dont votre âme fût pleine, Ce désespoir illustre et ces nobles regrets Lui devaient un peu plus que des soupirs secrets. À ce défaut, Persée..."")",1.0,Deletion
234,,"('#phinee', ""Ah ! C'en est trop, madame ; Ce nom rend, malgré moi, la fureur à mon âme : Je me force au respect ; mais toujours le vanter, C'est me forcer moi-même à ne rien respecter. Qu'a-t-il fait, après tout, si digne de vous plaire, Qu'avec un tel secours tout autre n'eût pu faire ? Et tout héros qu'il est, qu'eût-il osé pour vous, S'il n'eût eu que sa flamme et son bras comme nous ? Mille et mille auraient fait des actions plus belles, Si le ciel comme à lui leur eût prêté des ailes ; Et vous les auriez vus encore plus généreux, S'ils eussent vu le monstre et le péril sous eux : On s'expose aisément quand on n'a rien à craindre. Combattre un ennemi qui ne pouvait l'atteindre, Voir sa victoire sûre et daigner l'accepter, C'est tout le rare exploit dont il se peut vanter ; Et je ne comprends point ni quelle en est la gloire, Ni quel grand prix mérite une telle victoire."")",1.0,Deletion
235,"('#le-choeur', ""Que tous ces lieux retentissent Du nom de ces heureux époux, Que l'amour et l'hymen les unissent De leurs noeuds les plus doux. La danse de ce divertissement a été faite par Monsieur Lestang."")","('#cassiope', ""Et votre aveuglement sera bien moins compris, Qui d'un sujet d'estime en fait un de mépris. Le ciel, qui mieux que nous connaît ce que nous sommes, Mesure ses faveurs au mérite des hommes ; Et d'un pareil secours vous auriez eu l'appui, S'il eût pu voir en vous mêmes vertus qu'en lui. Ce sont grâces d'en haut rares et singulières, Qui n'en descendent point pour des âmes vulgaires ; Ou pour en mieux parler, la justice des cieux Garde ce privilège au digne sang des dieux : C'est par là que leur roi vient d'avouer sa race."")",0.98,Substitution
236,,"('#andromede', 'Je dirai plus, Phinée ; et pour vous faire grâce, Je veux ne rien devoir à cet heureux secours Dont ce vaillant guerrier a conservé mes jours ; Je veux fermer les yeux sur toute cette gloire, Oublier mon péril, oublier sa victoire, Et quel qu\'en soit enfin le mérite ou l\'éclat, Ne juger entre vous que depuis le combat. Voyez ce qu\'il a fait, lorsque après ces alarmes, Me voyant toute acquise au bonheur de ses armes, Ayant pour lui les dieux, ayant pour lui le roi, Dans sa victoire même il s\'est vaincu pour moi. Il m\'a sacrifié tout ce haut avantage ; De toute sa conquête il m\'a fait un hommage ; Il m\'en a fait un don ; et fort de tant de voix, Au péril de tout perdre, il met tout à mon choix : Il veut tenir pour grâce un si juste salaire ; Il réduit son bonheur à ne me point déplaire ; Préférant mes refus, préférant son trépas À l\'effet de ses voeux qui ne me plairait pas. En usez-vous de même ? Et votre violence Garde-t-elle pour moi la même déférence ? Vous avez contre vous et les dieux et le roi, Et vous voulez encore m\'obtenir malgré moi ! Sous ombre d\'une foi qui se tient en réserve, Je dois à votre amour ce qu\'un autre conserve ; À moins que d\'être ingrate à mon libérateur, À moins que d\'adorer un lâche adorateur, Que d\'être à mes parents, aux dieux mêmes rebelle, Vous crierez après moi sans cesse : "" à l\'infidèle ! "" C\'était aux yeux du monstre, au pied de ce rocher, Que l\'effet de ma foi se devait rechercher ; Mon âme, encore pour vous de même ardeur pressée, Vous eût tendu la main au mépris de Persée, Et cru plus glorieux qu\'on m\'eût vue aujourd\'hui Expirer avec vous que régner avec lui. Mais puisque vous m\'avez envié cette joie, Cessez de m\'envier ce que le ciel m\'envoie ; Et souffrez que je tâche enfin à mériter, Au refus de Phinée, un fils de Jupiter.')",1.0,Deletion
237,"('#un-grec', ""Ah ! Que vos chaînes sont belles ! Tendres amants, que vous serez heureux, Seuls, dignes l'un de l'autre, et pleins des mêmes feux, Également charmés, également fidèles, Tendres amants, que vous serez heureux."")","('#phinee', ""Je perds donc temps, madame, et votre âme obstinée N'a plus amour, ni foi, ni pitié pour Phinée ? Un peu de vanité qui flatte vos parents, Et d'un rival adroit les respects apparents, Font plus en un moment, avec leurs artifices, Que n'ont fait en six ans ma flamme et mes services ? Je ne vous dirai point que de pareils respects À tout autre que vous pourraient être suspects, Que qui peut se priver de la personne aimée N'a qu'une ardeur civile et fort mal allumée, Que dans ma violence on doit voir plus d'amour : C'est un présent des cieux, faites-lui votre cour ; Plus fidèle qu'à moi, tenez-lui mieux parole : J'en vais rougir pour vous, cependant qu'il me vole ; Mais ce rival peut-être, après m'avoir volé, Ne sera pas toujours sur ce cheval ailé."")",0.61,Substitution
238,,"('#andromede', ""Il n'en a pas besoin s'il n'a que vous à craindre."")",1.0,Deletion
239,,"('#phinee', 'Il peut avec le temps être le plus à plaindre.')",1.0,Deletion
240,,"('#andromede', ""Il porte à son côté de quoi l'en garantir."")",1.0,Deletion
241,,"('#phinee', ""Vous l'attendez ici, je vais l'en avertir."")",1.0,Deletion
242,"('#le-choeur', 'Tendres Amants, que vous serez heureux !')","('#cassiope', 'Son amour peut sans vous nous rendre cet office.')",1.17,Substitution
243,"('#un-grec #deux-troyennes', ""Chacun de vous connaît le prix de ce qu'il aime Et lui consacre tous ses voeux ; Chacun de son amour fait la gloire suprême, Tendres amants, que vous serez heureux."")","('#phinee', ""Le mien s'efforcera pour ce dernier service. Vous pouvez cependant divertir vos esprits À rendre compte au roi de vos justes mépris."")",0.79,Substitution
244,,"('#cephee', 'Que faisait là Phinée ? Est-il si téméraire Que ce que font les dieux il pense à le défaire ?')",1.0,Deletion
245,,"('#cassiope', ""Après avoir prié, soupiré, menacé, Il vous a vu, seigneur, et l'orage a passé."")",1.0,Deletion
246,"('#le-choeur', 'Tendres Amants, que vous serez heureux.')","('#cephee', ""Et vous prêtiez l'oreille à ses discours frivoles ?"")",1.39,Substitution
247,"('#priam', ""Ne perdons plus de précieux moments, Allons sur les autels consacrer les serments D'une paix éternelle."")","('#cassiope', ""Un amant qui perd tout peut perdre des paroles ; Et l'écouter sans trouble et sans rien hasarder, C'est la moindre faveur qu'on lui puisse accorder. Mais, seigneur, dites-nous si Jupiter propice Se déclare en faveur de votre sacrifice, Si de notre famille il se rend le soutien, S'il consent l'union de notre sang au sien."")",0.43,Substitution
248,"('#achille #polixene', ""Ne perdons plus de précieux moments, Allons sur les autels consacrer les serments, D'une paix éternelle Et d'un amour tendre et fidèle."")","('#cephee', ""Jamais les feux sacrés et la mort des victimes N'ont daigné mieux répondre à des voeux légitimes. Tous auspices heureux ; et le grand Jupiter Par des signes plus clairs ne pouvait l'accepter, À moins qu'y joindre encore l'honneur de sa présence, Et de sa propre bouche assurer l'alliance."")",0.42,Substitution
249,"('#briseis', ""Que vois-je ? C'en est fait et mon perfide amant Épouse, en ce moment,  Sa nouvelle maîtresse. Ah ! Junon, est-ce ainsi que tu tiens ta promesse ? Est-ce ainsi que tu romps ces funestes liens ? Qui vont causer ma mort, et sauver les Troyens ? Un juste désespoir m'anime, Mon amour outragé demande une victime, Courons l'immoler ou périr ; Si mes transports jaloux me font commettre un crime, Pour l'expier, je suis prête à mourir."")","('#cassiope', ""Les nymphes de la mer nous en ont fait autant ; Toutes ont hors des flots paru presque à l'instant ; Et leurs bénins regards envoyés au rivage Avec notre encens ont reçu notre hommage ; Après le sacrifice honoré de leurs yeux, Où Neptune à l'envi mêlait ses demi-dieux, Toutes ont témoigné d'un penchement de tête Consentir au bonheur que le ciel nous apprête ; Et nos submissions désarmant leurs dédains, Toutes ont pour adieu battu l'onde des mains. Que si même bonheur suit les voeux de Persée, Qu'il ait vu de Junon sa prière exaucée, Nous n'avons plus à craindre aucun sinistre effet."")",0.24,Substitution
250,"('#le-choeur', ""Fuyons, une mort certaine Nous n'avons plus de défenseur."")","('#cephee', ""Les dieux ne laissent point leur ouvrage imparfait : N'en doutez point, madame, aussi bien que Neptune Junon consentira notre bonne fortune. Mais que nous veut Aglante ?"")",1.59,Substitution
