,dancourt-diable-boiteux,dancourt-femme-d-intrigues,Cost,Operation Type
785,,"('#monsieur-dubois', 'Ils les gagnent bien.')",1.0,Deletion
786,,"('#gabrillon', 'Voici Madame.')",1.0,Deletion
787,,"('#monsieur-dubois', 'Hé bien, ma chère Madame Thibaut.')",1.0,Deletion
788,,"('#madame-thibaut', ""Laissez-moi un moment, je vous prie, j'ai le coeur si serré que je ne puis parler."")",1.0,Deletion
789,,"('#monsieur-dubois', ""Qu'y a-t-il donc ?"")",1.0,Deletion
790,,"('#madame-thibaut', ""Ce que c'est que la tendresse d'une mère."")",1.0,Deletion
791,,"('#monsieur-dubois', 'Notre affaire ne se fera point ?')",1.0,Deletion
792,,"('#gabrillon', ""C'est une femme qui aime sa petite fille au-delà de l'imagination."")",1.0,Deletion
793,,"('#madame-thibaut', ""Ah ; Gabrillon !  On a beau prêcher de l'intérêt, la nature est toujours la plus forte."")",1.0,Deletion
794,,"('#gabrillon', ""Cette pauvre mère, je lui sais bon gré d'être si sensible."")",1.0,Deletion
795,"('#marton', 'Est-ce que vous ne voyez rien ?')","('#monsieur-dubois', 'Mais, ne lui avez-vous rien offert ?')",1.07,Substitution
796,,"('#madame-thibaut', ""Pardonnez-moi vraiment ; cinq cent écus d'abord, puis deux cents pistoles."")",1.0,Deletion
797,,"('#monsieur-dubois', ""Je vous avais dit d'aller jusqu'à mille écus."")",1.0,Deletion
798,,"('#madame-thibaut', ""C'est ce que j'ai fait."")",1.0,Deletion
799,,"('#monsieur-dubois', 'Hé bien ?')",1.0,Deletion
800,"('#madame-lucas', 'Que veux-tu que je voie ?')","('#madame-thibaut', ""M'a-t-elle écoutée ?"")",0.89,Substitution
801,,"('#monsieur-dubois', 'Ah, Ciel !')",1.0,Deletion
802,,"('#madame-thibaut', ""Vous ne m'aviez point donné ordre de passer cette somme ; mais pourtant, voici comme j'ai raisonné."")",1.0,Deletion
803,,"('#monsieur-dubois', 'Que je suis à plaindre !')",1.0,Deletion
804,"('#marton', 'Votre mari.')","('#madame-thibaut', ""Si Monsieur Dubois n'a cet enfant pour remplir le vide que la petite fille défunte laisse dans sa famille, il sera obligé de rendre tout le bien de sa femme."")",1.35,Substitution
805,,"('#monsieur-dubois', ""Il m'en coûtera plus de dix mille écus du mien, Madame Thibaut."")",1.0,Deletion
806,,"('#madame-thibaut', ""Je m'en suis bien doutée ; aussi, je n'ai point hésité d'offrir encore un sac de mille francs."")",1.0,Deletion
807,"('#madame-lucas', 'Mon mari !')","('#monsieur-dubois', 'Hé bien ?')",1.63,Substitution
808,,"('#madame-thibaut', ""Elle est sourde.  Autre sac de mille francs ; car voyez-vous, dans une affaire de cette conséquence, il n'est que d'aller vite en besogne."")",1.0,Deletion
809,,"('#monsieur-dubois', 'Cinq cent pistoles !')",1.0,Deletion
810,"('#marton', ""Oui vraiment, votre mari ; depuis que vous êtes sortie d'ici, il me lutine d'une manière ; là, là, là, là, ne le voilà-t-il pas derrière vous ?"")","('#madame-thibaut', ""Comme si je n'avais point parlé."")",1.35,Substitution
811,,"('#gabrillon', 'Voilà une femme qui a bien du naturel, Monsieur.')",1.0,Deletion
812,"('#madame-lucas', 'Derrière moi ?  Miséricorde, ahi, ahi, ahi.')","('#monsieur-dubois', ""J'en suis au désespoir"")",1.61,Substitution
813,"('#marton', 'Quelle grimace il vous fait !  Hé, ne nous faites point de peur ; si votre âme est en peine, voilà Madame, qui vous a trop aimé pendant votre vie, pour vous refuser quelque chose après votre mort.')","('#madame-thibaut', ""Ne vous désespérez point.  Deux mille écus l'ont émue, les sept mille francs l'ont ébranlée, et les huit cent pistoles ont achevé de la déterminer"")",0.59,Substitution
814,,"('#monsieur-dubois', 'Huit mille francs, Madame Thibaut !')",1.0,Deletion
815,,"('#madame-thibaut', ""Dans le besoin pressant où vous en êtes, entre nous, Monsieur, c'est marché donné."")",1.0,Deletion
816,"('#madame-lucas', 'Hélas oui !')","('#gabrillon', 'Assurément.')",0.33,Substitution
817,,"('#madame-thibaut', ""Allez vite prendre de l'argent, il n'y a point de temps à perdre."")",1.0,Deletion
818,,"('#monsieur-dubois', 'Sans aller chez moi, Madame Thibaut, voilà trois billets payables au porteur, les trois ensemble font quatre cent vingt livres plus que la somme.')",1.0,Deletion
819,,"('#madame-thibaut', 'Ah !  Que vous êtes adroit, Monsieur Dubois, vous prétendez que pour mes épingles je me contente de ce petit surplus ; mais, Gabrillon ?')",1.0,Deletion
820,,"('#monsieur-dubois', ""Voilà pour elle un diamant de quinze pistoles ; mais qu'elle prenne garde..."")",1.0,Deletion
821,"('#marton', ""Hai, hai, hai, il me serre la main, il me serre la main ; la sienne est plus froide qu'un glaçon !  Qui l'aurait cru qu'un Procureur eût si froid après sa mort ?"")","('#madame-thibaut', ""Ne craignez rien, je vous réponds d'elle."")",1.24,Substitution
822,,"('#gabrillon', 'Et moi, je suis caution de Madame.')",1.0,Deletion
823,,"('#madame-thibaut', ""Adieu, retournez chez vous comme si de rien n'était, engagez la nourrice à se taire ; et quand il sera nuit, envoyez-moi votre carrosse, je vous porterai l'enfant moi-même."")",1.0,Deletion
824,,"('#monsieur-dubois', ""Adieu, Madame Thibaut.  Je n'aurais jamais cru que des enfants fussent un e si chère marchandise."")",1.0,Deletion
825,,"('#gabrillon', 'Ma foi, Madame, voilà la meilleure aubaine que vous ayez jamais eue.')",1.0,Deletion
826,"('#madame-lucas', ""Qu'il ne me touche pas, Marton, qu'il ne me touche pas."")","('#madame-thibaut', ""Le Maître à chanter ne s'en serait pas défait à si bon compte."")",1.67,Substitution
827,"('#marton', 'Ah !  Tenez, tenez, tenez, le voilà qui badine avec les barbes de vos cornettes ?')","('#gabrillon', 'En faveur des huit cents pistoles, vous devriez bien lui renvoyer son étui.')",1.47,Substitution
828,,"('#lisette', ""Madame sera bientôt ici : on mettait les chevaux au carrosse quand je suis sortie du logis.  Son bonhomme de mari est plus amoureux d'elle qu'il ne l'a jamais été : il faut savoir toutes les excuses qu'il lui a faites, d'avoir cru ton petit neveu.  Enfin, tous deux ensemble vont venir ici dans la meilleure intelligence du monde.  Madame Thibaut est-elle avertie ?"")",1.0,Deletion
829,,"('#gabrillon', ""Ne te mets point en peine de rien : quoiqu'elle soit à la veille d'une grosse fortune, et prête à me remettre ses pratiques, elle fera encore cette affaire pour ta Maîtresse.  Qu'elle vienne quand il lui plaira."")",1.0,Deletion
830,,"('#lisette', 'Madame a besoin de ces dix pistoles, pour payer cet Ingénieur qui a pratiqué cette trappe dans son alcôve.')",1.0,Deletion
831,,"('#gabrillon', 'Il est bien juste que ce soit le mari qui fasse ces frais-là.')",1.0,Deletion
832,,"('#lisette', ""Assurément, ce sont des améliorations qu'on fait à sa maison."")",1.0,Deletion
833,,"('#gabrillon', ""Voici quelqu'un."")",1.0,Deletion
834,"('#madame-lucas', 'Ah, ah, ah.')","('#lisette', 'Adieu.')",0.79,Substitution
835,,"('#monsieur-de-la-protase', 'Peut-on voir Madame Thibaut ?')",1.0,Deletion
836,,"('#gabrillon', 'Elle est empêchée.')",1.0,Deletion
837,,"('#monsieur-de-la-protase', ""J'aurais bien voulu lui parler."")",1.0,Deletion
838,,"('#gabrillon', 'Pour quelque habit de rencontre, peut-être ?')",1.0,Deletion
839,"('#marton', 'Ne craignez point, le voilà qui disparaît.')","('#monsieur-de-la-protase', 'Pour qui me prenez-vous ?')",1.55,Substitution
840,"('#madame-lucas', 'Le ciel en soit loué, ne vois-tu plus rien ?')","('#gabrillon', 'Monsieur !...')",1.72,Substitution
841,,"('#monsieur-de-la-protase', 'Savez-vous que vous parlez au premier homme du monde pour le Dramatique, à un bel esprit, à un Auteur du premier ordre.')",1.0,Deletion
842,"('#marton', 'Non ; mais il ne tardera pas à revenir.  Il faut changer de logis, il fait quitter cette maison-ci, Madame.')","('#gabrillon', ""Vous êtes un bel esprit, Monsieur ?  Oh, je ne m'étonne plus de vous voir si déguenillé, un habit en lambeaux est le justaucorps à brevet du Parnasse."")",1.33,Substitution
843,,"('#monsieur-de-la-protase', ""Ce que vous dites-là ne sont pas des vers à la louange de la fortune ; néanmoins, il n'est que trop vrai que c'est assez d'être bel esprit pour être mal avec elle."")",1.0,Deletion
844,"('#madame-lucas', ""C'est bien mon dessein : mais si c'est à nous que le défunt en veut, il nous viendra chercher partout, Marton."")","('#gabrillon', ""Oh, sur ce pied-là, il faut que vous soyez plus bel esprit qu'un autre ; car, il paraît qu'elle vous traite plus mal que pas un.  J'ai bien vu des Auteurs ; mais tout franc, je n'en ai point encore vu de si mal relié que vous."")",1.38,Substitution
845,,"('#monsieur-de-la-protase', 'Patience.')",1.0,Deletion
846,,"('#gabrillon', ""Et fi, à le bien prendre, il vous en devrait coûter moins qu'à qui que ce soit ; car, votre taille ne peut passer tout au plus que pour un In-douze."")",1.0,Deletion
847,,"('#monsieur-de-la-protase', ""Laissez faire, si je puis parvenir à mettre une pièce sur le théâtre sans être sifflée, on me verra aussi bien étoffé qu'un autre."")",1.0,Deletion
848,,"('#gabrillon', 'Comment sifflée ?')",1.0,Deletion
849,,"('#monsieur-de-la-protase', ""J'ai ce malheur-là : je fais les meilleures pièces du monde, elles charment tous ceux à qui je les lis ; mais, à peine passent-elles dans la bouche des Comédiens, qu'on les siffle à faux-bourdon."")",1.0,Deletion
850,"('#angelique', 'Ma tante, voilà, Monsieur le Notaire que je vous amène.')","('#gabrillon', ""Il y a de certaines pièces comme cela, que les représentations gâtent.  Si j'étais de vous, puisqu'elles réussissent si bien sur le papier, je me ferais apporter un fauteuil, et je les lirais moi-même en plein Théâtre."")",1.49,Substitution
851,,"('#monsieur-de-la-protase', ""J'ai un bien meilleur expédient que cela."")",1.0,Deletion
852,"('#madame-lucas', 'Soyez le bienvenu, Monsieur Debonnefoi ; ne nous apportez-vous pas le testament ?')","('#gabrillon', 'Qui est ?')",1.15,Substitution
853,,"('#monsieur-de-la-protase', ""D'aller directement au Roi."")",1.0,Deletion
854,,"('#gabrillon', 'Au Roi !')",1.0,Deletion
855,"('#le-notaire', ""Le voilà, Madame : Mais je puis vous dire que je n'ai jamais signé d'acte en ma vie avec tant de répugnance que celui-là.  Frustrer l'héritière légitime pour vous enrichir, c'est une chose criante ; vous devriez vous accommoder et supprimer le testament, Madame."")","('#monsieur-de-la-protase', ""Oui da, au Roi : ce n'est point son intention qu'on siffle personne, et c'est dans cette vue-là que je viens faire un accommodement avec ta Maîtresse.  Elle connaît toute la Cour.  Voici un Placet : Qu'elle le fasse présenter par qui elle voudra, et je lui promets un quart de part dans toutes les pièces qu'on jouera dorénavant de moi, où l'on ne sifflera pas."")",1.06,Substitution
856,,"('#gabrillon', 'Voilà pour elle un profit tout clair.  Un Placet ?  Pourrait-on en voir la lecture ?')",1.0,Deletion
857,,"('#monsieur-de-la-protase', ""Pourquoi non ?  Il n'est fait que pour être vu.  Nous verrons, nous verrons, Messieurs du Parterre, si vous sifflerez à l'avenir les Auteurs et les Comédiens, comme on siffle les linottes et les perroquets.  Placet au Roi.  Comme je ne puis faire pour moi, que je ne fasse en même temps pour trous les autres Poètes mes confrères, j'ai trouvé qu'il était à propos d'adresser mon Placet au nom de toute ma communauté des Auteurs, de Paris s'entend."")",1.0,Deletion
858,,"('#gabrillon', ""Oh, c'est l'entendre."")",1.0,Deletion
859,,"('#monsieur-de-la-protase', ""Au Roi. Sire, Les auteurs modernes en dramatique, tant en vers qu'en prose, de votre bonne ville et faubourgs de Paris, remontrent très humblement à votre Majesté, qu'après avoir sacrifié leurs soins et leurs veilles aux plaisirs du public, leur zèle serait tous les jours mal reconnu par certains quidams indiscrets, qui, de dessein prémédité, se transportant journellement ès lieux où lesdits auteurs font représenter leurs ouvrages, avec des appeaux à perdrix, des sifflets de chaudronniers, et autres armes offensives, desquelles ils chargent sans miséricorde tout ce qui ose paraître d'Acteurs sur le Théâtre, avec tant de fureur, que le comédien le plus intrépide est souvent contraint de lâcher pied, et de se retirer le coeur meurtri et tout percé de coups de sifflets."")",1.0,Deletion
860,"('#madame-lucas', 'Supprimer le testament ?  Oh, non pas, Monsieur, il aura son plein et entier effet.')","('#gabrillon', 'Malepeste, voilà un style bien concis.')",1.69,Substitution
861,,"('#monsieur-de-la-protase', 'Toutes mes pièces étaient écrites de cette locution-là.')",1.0,Deletion
862,,"('#gabrillon', 'Et on les sifflait ?')",1.0,Deletion
863,,"('#monsieur-de-la-protase', ""Écoutez, écoutez ceci. Ah, SIRE, souffrirez-vous que le théâtre, qui est le symbole de la joie, devienne celui de la douleur !  Je ne doute point, SIRE, que les ennemis de la science ne représentent à Votre Majesté que nous exigeons d'Elle une chose impossible ; qu'il est naturel au Parterre de siffler, comme à nous de parler.  Je n'ignore pas non plus qu'eux, SIRE, que Pline le Naturaliste dans son Traité des Animaux, au Chapitre du mouvement vocal, dit que l'homme parle, que le Cerf brame, que le lion rugit, que le taureau beugle, que l'âne brait, et que le Parterre siffle ; je sais, dis-je, tout cela comme eux, SIRE ; mais Votre Majesté fait tous les jours des choses si incroyables, que nous osons espérer, etc. Qu'en dis-tu ?"")",1.0,Deletion
864,,"('#gabrillon', 'Oh, pour le coup, voilà les siffleurs pris pour dupes, et les marchants de sifflets ruinés.')",1.0,Deletion
865,"('#le-notaire', ""Vous êtes la maîtresse, Madame : mais quand le pauvre défunt m'a appelé, et qu'il est comparu…"")","('#monsieur-de-la-protase', ""Je le crois comme cela.  Adieu, je te laisse mon Placet, fais-le voir à ta Maîtresse.  Si elle réussit, et que tu sois en goût de Comédies, tu n'as qu'à te renommer à la porte, Monsieur de la Protase, mon nom est le passe-partout du Théâtre."")",1.01,Substitution
866,,"('#gabrillon', ""Cela n'est pas de refus.  Adieu, Monsieur de la Protase."")",1.0,Deletion
867,"('#marton', 'Madame, voilà le défunt qui comparaît.')","('#monsieur-de-la-protase', 'Adieu, ma fille, adieu.')",1.55,Substitution
868,,"('#gabrillon', ""Ah, ah, ah, l'extravagant personnage !  Ce Monsieur de la Protase-là m'a la mine de n'être pas le moins fou de la communauté."")",1.0,Deletion
869,,"('#eraste', 'Bonjour, ma chère Gabrillon.')",1.0,Deletion
870,"('#madame-lucas', 'Ah, ah, ah, ah, Monsieur le Notaire !')","('#gabrillon', ""Ah, ah, c'est vous, Monsieur, je vous reconnais à présent.  Vous voilà dans votre naturel, je vais vous apporter une de vos écharpes."")",0.97,Substitution
871,,"('#eraste', 'Demeure, folle : où est ta Maîtresse ?')",1.0,Deletion
872,,"('#gabrillon', ""La voici tout à propos, comme si nous l'avions mandée."")",1.0,Deletion
873,,"('#madame-thibaut', ""Quoi, c'est vous, Monsieur le Conseiller, vous voilà redevenu Officier."")",1.0,Deletion
874,,"('#eraste', ""L'habit bourgeois me portait malheur, Madame Thibaut ; je ne l'ai porté que vingt-quatre heures, il a pensé m'en coûter cher, je me suis remis dans mon centre."")",1.0,Deletion
875,,"('#madame-thibaut', 'Vous avez fort bien fait, le plumet vaut mille fois mieux que la robe.')",1.0,Deletion
876,"('#le-notaire', ""C'est un conte, Madame, je ne vois rien."")","('#eraste', ""Le diable m'emporte si je le quitte.  Je trouverai par ton moyen, peut-être, quelque femme qui n'aura point de frère."")",1.67,Substitution
877,,"('#madame-thibaut', 'Vos affaires sont en mauvais état.')",1.0,Deletion
878,,"('#eraste', ""J'ai cent mille francs de bien, je dois dix mille écus ; faute d'un peu d'argent comptant, je suis ruiné."")",1.0,Deletion
879,,"('#madame-thibaut', 'Vous comptez deux fois le fonds, et vous oubliez la moitié des dettes.')",1.0,Deletion
880,"('#angelique', ""Ni moi non plus : mais je n'en ai pas moins de frayeur."")","('#eraste', 'Non, je ne me flatte point, te dis-je ?  Mais avec cela, je suis obéré.')",1.47,Substitution
881,,"('#madame-thibaut', ""En vérité, c'est grand dommage ; et si vous disiez vrai, je me ferais une vraie affaire d'accommoder toutes les vôtres, et de vous marier avantageusement même."")",1.0,Deletion
882,,"('#eraste', ""Tu plaisantes peut-être, Madame Thibaut ; mais je t'aurais plus d'obligation qu'à ma famille, et je n'en serais pas ingrat, sur mon honneur."")",1.0,Deletion
883,"('#marton', 'Vous ne voyez rien : mais je vois, moi.')","('#madame-thibaut', ""Vos manières m'ont gagné l'âme.  Entrez là-dedans, faites un mémoire de votre bien, et de vos dettes surtout ; mais qu'il soit fidèle ; je me fais fort de trouver moyen de vous tirer de l'embarras où vous êtes."")",1.35,Substitution
884,"('#lepine', 'Madame Lucas, ma chère petite femme !')","('#eraste', 'Tu es une femme adorable.')",1.37,Substitution
885,"('#madame-lucas', ""Ah !  Je n'en puis plus !  Je me meurs, c'est lui-même, voilà comme il avait coutume de m'appeler : je ne reconnais pas tout è fait sa voix cependant."")","('#madame-thibaut', ""Entrez là-dedans, vous dis-je, voilà des gens qui ont affaire à moi ; quand j'aurai fini avec eux, je vous en dirai davantage."")",1.1,Substitution
886,,"('#gabrillon', ""C'est la Maîtresse de Lisette, Madame."")",1.0,Deletion
887,,"('#madame-thibaut', ""Songe à m'apporter ces dentelles."")",1.0,Deletion
888,"('#marton', 'Oh !  Madame, la mort change bien la voix des personnes.')","('#ardalise', 'Ma pauvre Madame Thibaut, je ne sais pas ce que je ferais sans toi.  Je ne puis me lasser de te venir voir.')",1.73,Substitution
889,,"('#madame-thibaut', ""Vous me faites bien de l'honneur, Madame."")",1.0,Deletion
890,,"('#orgon', ""Il est vrai que toutes les fois qu'elle sort, c'est toujours pour aller au Palais, ou chez Madame Thibaut.  Si j'étais d'un tempérament jaloux..."")",1.0,Deletion
891,,"('#madame-thibaut', ""D'un tempérament jaloux !  Fi, Monsieur, vous êtes pour cela une trop bonne pâte d'homme."")",1.0,Deletion
892,,"('#ardalise', ""Lui ?  Croirais-tu bien, Madame Thibaut, qu'il a eu aujourd'hui la cruauté de me mettre de mauvaise humeur ?"")",1.0,Deletion
893,"('#madame-lucas', ""Ah, ah, ah !  Je le vois, Marton, je n'en saurais douter ; c'est lui, Monsieur le Notaire."")","('#madame-thibaut', 'Ah !  Quel meurtre, Monsieur.')",1.07,Substitution
894,,"('#orgon', 'Je lui ai demandé pardon, Madame Thibaut.')",1.0,Deletion
895,,"('#madame-thibaut', ""Ah ?  Madame, il n'y a rien à dire."")",1.0,Deletion
896,,"('#ardalise', 'Vous pensez donc en être quitte ?  Vous savez la peine que je vous ai imposée.')",1.0,Deletion
897,"('#le-notaire', 'Que veut dire ceci ?')","('#madame-thibaut', 'Comment ?')",0.99,Substitution
898,,"('#ardalise', ""Quand il me fâche, je le mets à l'amende, et tu profites toujours de cet argent-là, toi."")",1.0,Deletion
899,,"('#orgon', ""Elle fait de moi tout ce qu'elle veut : pour l'affaire d'aujourd'hui, elle m'a taxé à lui donner un bureau.  Çà, voyons, ma petite femme, on t'a dit que Madame Thibaut en avait un, n'est-ce pas ?"")",1.0,Deletion
900,,"('#madame-thibaut', ""On ne me l'a point encore apporté, je ne l'attends que dans deux jours."")",1.0,Deletion
901,,"('#ardalise', 'Voilà nos pas perdus, je suis au désespoir.')",1.0,Deletion
902,,"('#orgon', 'Ne te chagrine donc point, mignonne, tu te feras malade.')",1.0,Deletion
903,"('#marton', ""Ah !  Vous le voyez donc à présent ; n'est-il pas en robe de Palais ?"")","('#ardalise', ""Cela vous est bien facile à dire, et vous vous croyez par là dégagé de payer l'amende."")",1.71,Substitution
904,"('#madame-lucas', 'Oui, je le vois comme toi.')","('#orgon', ""Non, je suis prêt à consigner, tu n'as qu'à vouloir."")",0.78,Substitution
905,,"('#gabrillon', ""Madame, voilà cette garniture qu'on vous renvoie."")",1.0,Deletion
906,"('#le-notaire', ""C'est ici un plat de ton métier, Marton ?"")","('#ardalise', ""Qu'est-ce, Madame Thibaut ?  Voyons cette garniture, elle est à vendre ?"")",1.27,Substitution
907,,"('#madame-thibaut', 'Vous qui êtes un si bon mari, Monsieur, vous devriez bien acheter cela pour Madame.')",1.0,Deletion
908,,"('#orgon', 'Elle a tant de dentelles, Madame Thibaut.')",1.0,Deletion
909,,"('#madame-thibaut', ""Elle n'en a point de si belles, sur ma parole."")",1.0,Deletion
910,,"('#orgon', 'Ah : fi, voilà un dessein bien brouillé.')",1.0,Deletion
911,,"('#ardalise', ""Ah !  Mon fils, vous n'y songez pas, il n'y a point du tout de confusion dans cet ouvrage."")",1.0,Deletion
912,,"('#orgon', 'Non, mais les fleurs sont trop détachées, elles courent trop les unes après les autres.')",1.0,Deletion
913,,"('#ardalise', ""Que dites-vous ?  C'est ce qui en ait la beauté, et pour moi, je n'ai jamais rien vu de plus agréable."")",1.0,Deletion
914,"('#marton', 'Il est vrai, Monsieur, ne nous dérangez point.')","('#madame-thibaut', 'Vous êtes de fort bon goût, Madame.')",0.51,Substitution
915,,"('#ardalise', 'Je ne puis me lasser de les voir.')",1.0,Deletion
916,,"('#orgon', ""Repliez, repliez cela, Madame Thibaut : crois-moi, mignonne, rien n'use tant la vue que de regarder fixement des dentelles."")",1.0,Deletion
917,,"('#gabrillon', 'Celle qui les a achetées est bien fâchée de ne les pouvoir porter.')",1.0,Deletion
918,,"('#ardalise', ""Et qui l'en empêche ?"")",1.0,Deletion
919,,"('#gabrillon', ""Son mari est mort subitement ; il n'y a que trois jours qu'il est enterré."")",1.0,Deletion
920,,"('#ardalise', 'Ah !')",1.0,Deletion
921,,"('#orgon', 'Mignonne, comme tu cries.')",1.0,Deletion
922,,"('#ardalise', ""Ah !  Mon fils, pour peu qu'une femme aime son époux, peut-elle entendre parler de la mort d'un mari, sans mourir elle-même de douleur ?"")",1.0,Deletion
923,,"('#orgon', ""Voilà une femme qui m'aime bien, Madame Thibaut ?"")",1.0,Deletion
924,,"('#madame-thibaut', 'Assurément.')",1.0,Deletion
925,,"('#ardalise', ""Ah, Ciel !  Que t'ont fait les maris, pour être sujets à la mort comme les autres hommes ?"")",1.0,Deletion
926,"('#le-notaire', ""Je n'ai garde : mais tu me fais plaisir de m'avouer la chose."")","('#orgon', 'Là, ma mie, là, je ne mourrai point : tiens, va, je te le promets.')",0.79,Substitution
927,"('#angelique', 'Voilà deux Diables qui le suivent, ma tante.')","('#ardalise', ""Je ne sais comme vous l'entendez ; mais pour moi, cher petit mari, je prétends mourir la première."")",1.57,Substitution
928,,"('#orgon', ""Hé bien, oui, ma mie, tout ce que tu voudras.  Elle avait bien affaire de lui parler de mort et d'enterrement."")",1.0,Deletion
929,,"('#madame-thibaut', ""C'est une sotte qui ne sait pas la conséquence des choses qu'elle dit."")",1.0,Deletion
930,,"('#gabrillon', ""Dame, qui va deviner qu'une femme aime de cette force-là ?"")",1.0,Deletion
931,,"('#orgon', ""Cela n'est pas concevable."")",1.0,Deletion
932,,"('#ardalise', ""Je serais bien injuste de ne pas vous aimer, un mari qui ne m'a jamais refusé la moindre chose."")",1.0,Deletion
933,,"('#orgon', ""Pour cela non, elle n'a qu'à souhaiter, Madame Thibaut."")",1.0,Deletion
934,,"('#madame-thibaut', ""À qui le dites-vous ?  Je le sais mieux que personne.  Voilà un habit que je lui ai vendu, par exemple, elle le trouvait trop cher ; n'est-ce pas vous qui le lui avez fait prendre malgré elle ?"")",1.0,Deletion
935,"('#marton', 'Cet homme-là avait des connaissances partout.')","('#ardalise', ""En fait-il d'autres ?"")",1.42,Substitution
936,"('#lepine', 'Je suis en peine, ma chère femme.')","('#orgon', ""Je ne m'en repends point ; cet habit-là lui a fait honneur."")",1.57,Substitution
937,"('#marton', 'Écoutez, Madame.')","('#gabrillon', 'Et à vous aussi, Monsieur.')",0.0,Match
938,"('#lepine', ""À cause du testament que vous m'avez fait faire."")","('#orgon', ""Et si vous ne me l'avez fait payer que treize pistoles en treize pièces."")",1.27,Substitution
939,,"('#madame-thibaut', 'Je donne tout pour rien : ces dentelles ne sont que de dix pistoles encore.')",1.0,Deletion
940,,"('#orgon', 'Dix pistoles, mignonne, dix pistoles !  Ah !  Je les donne de tout mon coeur.')",1.0,Deletion
941,"('#madame-lucas', ""Moi, Monsieur Lucas ?  C'est vous qui l'avez fait vous-même, je ne me suis mêlée de rien."")","('#ardalise', ""Non, mon petit ami, croyez-moi, n'allez point mettre là de l'argent : je vous fais faire d'ailleurs tant de dépenses inutiles."")",1.15,Substitution
942,"('#marton', 'Vous le disiez bien, Monsieur le Notaire, que ce testament était une injustice criante.')","('#orgon', ""Tais-toi, mignonne, c'est avoir les choses pour rien.  Tenez, Madame Thibaut, voilà dix louis d'or, la passe est pour le vin du marché."")",1.95,Substitution
943,"('#lepine', 'Les diables même en sont scandalisés, Monsieur le Notaire, et voilà deux honnêtes Messieurs de leur compagnie ; celui que vous voyez à ma droite est le Diable Boiteux.')","('#madame-thibaut', 'Vous faites trop bien les choses, Monsieur.')",1.12,Substitution
944,,"('#orgon', 'Mais à condition que vous avertirez ma petite femme quand il vous viendra de ces rencontres-là.')",1.0,Deletion
945,"('#marton', ""Et l'autre le diable borgne ?"")",,1.0,Insertion
946,"('#lepine', ""Non, celui-ci est un diable moderne, que j'ai connu Greffier à la Peau, et qui, pou continuer ses fonctions dans l'autre monde, c'est fait recevoir Diable à la dernière promotion."")","('#madame-thibaut', ""Oh, Monsieur, je n'ai garde d'y manquer.  Cascaret, portez cela dans le carrosse de Madame."")",1.07,Substitution
947,,"('#ardalise', ""Au moins, mon fils, c'est sans préjudice de l'amende."")",1.0,Deletion
948,,"('#orgon', 'Quand ce bureau sera venu, que nous le sachions, au moins.')",1.0,Deletion
949,,"('#madame-thibaut', 'Que ferai-je de cet argent ?')",1.0,Deletion
950,,"('#ardalise', 'Tu donneras cent francs à Lisette, le reste est pour toi.')",1.0,Deletion
951,,"('#orgon', ""Allons mamour, allons essayer la garniture.  Je meurs d'impatience de voir si cela te siéra bien."")",1.0,Deletion
952,"('#marton', 'Voilà une belle Charge !')","('#ardalise', 'Adieu, Madame Thibaut.')",1.45,Substitution
953,"('#lepine', ""Nous avons ordre, ma chère femme, de demeurer tous trois chez vous en garnison, jusqu'à ce que l'original du testament soit en pièces."")","('#gabrillon', 'Par ma foi, voilà un bon homme, et une habile femme.')",1.51,Substitution
954,"('#madame-lucas', 'Déchirer votre testament !')",,1.0,Insertion
955,"('#lepine', 'Je le révoque, ma chère femme, prenez garde à ne pas me contredire.')","('#madame-thibaut', ""Mais Éraste est longtemps après son mémoire, la liste de ses dettes est un peu longue.  Ah, ah, voici notre vieille Marchande de marée : elle veut un mari à toute force, je ne sais pas qui voudra l'être.  Va dire à Éraste qu'il se dépêche."")",1.33,Substitution
956,"('#le-notaire', 'Votre résistance pourrait avoir des suites.  Déchirai-je, Madame ?')","('#madame-torquette', ""Hum hum.  Avez-vous songé à moi, ma chère Madame Thibaut ?  Vous avez tant d'affaires..."")",0.85,Substitution
957,,"('#madame-thibaut', ""Si j'y ai songé, Madame Torquette ?  J'ai un magasin de maris à vous offrir.  Vous n'avez qu'à me dire comme il vous le faut ; car nous ne nous sommes point encore assez expliquées."")",1.0,Deletion
958,"('#marton', 'Hé donnez, donnez, je le déchirerai, moi, il ne faut pas souffrir que son obstination soit cause de sa perte.')","('#madame-torquette', ""Comme il me le faut ?  Hélas !  Ma pauvre Madame Thibaut, j'aurai beau chercher, je n'en trouverai jamais qui vaille le défunt."")",1.22,Substitution
959,"('#madame-lucas', 'Hé !  Que fais-tu, Marton ?  Ah !  Le vilain défunt !  Je suis ravie de le voir à tous les Diables.  Faire déchirer son testament !')","('#madame-thibaut', ""Hé !  Qui vous contraint d'en chercher ?  Voilà de nos veuves !  Le mari meurt à Pâques, portion de lit à louer pour la Saint Jean."")",1.54,Substitution
