,dufresny-depart-des-comediens,regnard-coquette,Cost,Operation Type
410,,"('#madame-pindaret', ""Vous auriez de la chalandise.  J'allai voir, il y a quelque temps, une marquise ; je ne fus qu'un quart d'heure avec elle, c'était pendant la canicule : sa conversation ne laissa pas de m'enrhumer si fort, que je me suis mise au gruau pendant trois semaines pour en revenir. "")",1.0,Deletion
411,,"('#colombine', 'Cela étant, madame, quand vous allez en visite de marquise, de crainte de vous enrhumer une seconde fois, il faudrait faire porter un manteau fourré avec votre Juvénal. ')",1.0,Deletion
412,,"('#madame-pindaret', ""Vous ne sauriez vous imaginer jusqu'où va l'ignorance de cette femme-là. "")",1.0,Deletion
413,,"('#colombine', 'Une femme de qualité ignorante !  Vous me surprenez. ')",1.0,Deletion
414,,"('#madame-pindaret', ""Ignorantissime !  Croiriez-vous ?...  Mais non ; cela n'entre point dans l'esprit. "")",1.0,Deletion
415,"('#arlequin', 'Comment donc ?')","('#colombine', 'Mais encore ? ')",0.35,Substitution
416,,"('#madame-pindaret', ""Croiriez-vous qu'elle ne put jamais me dire dans quelle olympiade mourut Épaminondas ? "")",1.0,Deletion
417,,"('#colombine', ""Ah, ciel !  Quelle ignorance !  En vérité, madame, vous fûtes bien heureuse d'en être quitte pour un rhume ; cela valait bien la peine de tomber en apoplexie. "")",1.0,Deletion
418,,"('#madame-pindaret', ""Il ne tint qu'à moi.  À propos, mademoiselle, avec-vous vu mon madrigal ? "")",1.0,Deletion
419,,"('#colombine', ""Non, madame ; cela n'est pas venu jusqu'à moi. "")",1.0,Deletion
420,,"('#madame-pindaret', ""Vous n'êtes donc pas de ce monde ?  C'est une pièce qui a déjà souffert la troisième édition, et qui a marié les trois filles de mon libraire.  Je vais vous le lire. "")",1.0,Deletion
421,,"('#colombine', 'Vous me ferez, je vous assure, un sensible plaisir. ')",1.0,Deletion
422,"('#mezzetin', ""Oui, monsieur.  Voyant qu'il n'y a plus rien à faire à la comédie, nous nous en allons jouer un opéra à la campagne.  Si vous voulez vous associer à nous, tenez, voilà toutes nos machines. Il montre une espèce de paravent que le comédien porte sur le dos, et qu'il pose à terre. "")","('#madame-pindaret', ""Ce n'est pas cela ; c'est un rondeau sur une absence, que je laisse quelque temps mitonner sur le réchaud de la réflexion...  Ni cela ; c'est la vie de Thémistocle, en vers burlesques.  Je tiens un poème épique aux cheveux, qui surprendra tout Paris.  Ah !  Voici notre madrigal. MADRIGAL, Sur l'inconstance d'une maîtresse qui changea d'amant, parce qu'il avait soupiré par le derrière.  Vous entendez bien cela ? Elle lit. "")",0.79,Substitution
423,"('#arlequin', ""J'irais volontiers avec vous, mais je ne sais pas la musique."")","('#colombine', ""Oh !  Oui, cela s'entend de reste ; peu s'en faut que je ne le sente."")",1.25,Substitution
424,,"('#madame-pindaret', ""Quoi ! Pour avoir laissé sauver un prisonnier  Qui n'a de voix que pour crier,  Votre coeur fait la pirouette,  Et se fait un nouvel amant ! On dira, volage Lisette,  Que ce coeur est si girouette,  Qu'il change au moindre petit vent."")",1.0,Deletion
425,,"('#colombine', 'Ah, madame !  Quel merveilleux talent vous avez pour la poésie ! ')",1.0,Deletion
426,,"('#madame-pindaret', ""J'ai d'assez belles humanités, comme vous voyez ; mais je vais me donner à la physique. "")",1.0,Deletion
427,,"('#colombine', 'À la physique, madame ! ')",1.0,Deletion
428,,"('#madame-pindaret', ""Oui, mademoiselle. C'est une des plus nobles sciences qu'il y ait ; elle a pour objet tout ce qui tombe sous les sens, et par conséquent, le corps humain, qui est la plus belle et la plus parfaite de toutes les structures humaines.  Adieu, mademoiselle ; je sens que ma colique veut me reprendre. "")",1.0,Deletion
429,,"('#colombine', 'Quoi !  Si tôt, madame ! ')",1.0,Deletion
430,,"('#madame-pindaret', ""Je ne me prostitue jamais à une longue conversation, et j'aime les visites brèves et laconiques."")",1.0,Deletion
431,"('#pasquariel', ""Bon : et en faut-il savoir pour chanter à l'opéra ?  Nous ne la savons pas non plus, nous autres.  Nous avons mis Bellérophon sur les airs du pont-neuf : et si voulez être des nôtres, nous vous donnerons votre rôle, que vous chanterez à livre ouvert."")","('#arelquin', 'Hé bien, morbleu !  Madame, les airs de cour nous sont-ils naturels ?  La, lore, la.  Vous allez voir comme je vous chamarre une danse sérieuse.  Hé !  Laquais, laquais !  Lâche-nous un coup de chanterelle.  Je veux tracer un menuet avec vous.  Il fredonne.  À Colombine. ')",0.61,Substitution
432,,"('#colombine', ""Je vous prie, monsieur, de m'en dispenser ; je suis d'une fatigue outrée, et voilà huit nuits de suite que je cours le bal. "")",1.0,Deletion
433,"('#arlequin', 'Et quel rôle me donnerez-vous ?')","('#arlequin', 'Il faut donc que madame danse à votre place ? ')",1.0,Substitution
434,,"('#madame-pindaret', ""Moi, monsieur !  Excusez-moi, s'il vous plaît ; je ne danse point, je fais des vers. "")",1.0,Deletion
435,,"('#arlequin', 'Parbleu !  Madame, vous danserez en vers, ou vous crèverez en prose. ')",1.0,Deletion
436,,"('#colombine', ""Allons, courage, madame ; voulez-vous qu'on envoie quérir votre Juvénal ?"")",1.0,Deletion
437,,"('#arlequin', 'Madame Pindaret se laisse tomber.  Voilà un vers à qui il manque un pied.')",1.0,Deletion
438,,"('#madame-pindaret', ""Ah, ah !  Voilà un menuet qui m'a mise sur les dents.  J'aimerais mieux faire vingt sonnets que de...  Ah, ah !  Souffrez, mademoiselle, que je vous quitte pour aller me mettre au lit. "")",1.0,Deletion
439,,"('#arlequin', ""Adieu, madame ; allez vous faire tirer trois palettes d'épigrammes de la veine poétique."")",1.0,Deletion
440,,"('#arlequin', ""Hé bien, mademoiselle, ne vous avais-je pas bien dit qu'il n'y avait guère de marquis plus ridicule que moi ? "")",1.0,Deletion
441,,"('#colombine', ""À vous sincèrement, pour un marquis de nouvelle impression, vous ne jouez pas mal votre rôle, et l'on croirait que vous l'auriez étudié toute votre vie. "")",1.0,Deletion
442,"('#mezzetin', 'Celui de Bellérophon.  Tenez, le voilà.  Essayons pour voir.')","('#arlequin', 'Étudié !  Moi, étudié !  Palsembleu !  Vous ne le prenez pas mal.  Étudié !  Vous ne savez donc pas que je suis homme de qualité ?  À peine sais-je écrire mon nom !')",1.22,Substitution
443,"('#arlequin', ""Princesse, tout conspire à couronner ma flamme,  Sentez-vous le plaisir qui règne dans mon âme ?  Je le veux bien. Mezzetin embrasse Arlequin, et en l'embrassant lui attache son tablier aux épaules, ce qui forme un habit à la romaine. Arlequin, se trouvant habillé en Bellérophon chante sur l'air, Sur le pont d'Avignon."")","('#colombine', ""Vous voulez vous divertir ; je sais ce que je dois croire, et j'appelle de votre modestie. "")",0.68,Substitution
444,"('#mezzetin', ""J'ai toujours partagé vos peines,  Je dois partager vos plaisirs."")","('#arlequin', ""Cela est, parbleu, comme je vous le dis ; et je veux que le diable m'emporte si jamais j'ai eu d'autres livres qu'un almanach avec un Parfait Maréchal.  Bon !  Que nous faut-il à nous autres gens de cour ? Beaucoup de bonne opinion, saupoudrée de quelques grains d'effronterie.  Voilà toute notre science auprès des femmes. Il se promène. "")",1.51,Substitution
445,,"('#colombine', 'Mais où allez-vous donc ?  Vous avez des inquiétudes horribles dans les jambes, et vous ne sauriez vous tenir un moment en place. ')",1.0,Deletion
446,"('#arlequin', ""Qu'un si doux aveu me doit plaire,  Qu'il rend mon destin glorieux ! "")","('#arlequin', ""Ma foi, mademoiselle, il faut du plain-pied à un marquis.  Je voudrais que vous vissiez à la Comédie le terrain que j'occupe sur le théâtre.  Oh, parbleu !  La scène n'est jamais vide avec moi.  Il n'y a que le théâtre de l'Opéra où je me trouve un peu en brassière ; je n'y saurais pirouetter à ma fantaisie. "")",0.92,Substitution
447,,"('#colombine', ""C'est-à-dire que vous n'oseriez pas y faire le fanfaron comme ailleurs. "")",1.0,Deletion
448,"('#mezzetin', ""Quand ma bouche pourrait se taire  L'amour ferait parler mes yeux. "")","('#arlequin', ""Je suis pourtant toujours sur le bord du théâtre.  Il y a longtemps que j'ai secoué la pudeur de ces demi-gens de qualité qui commencent à se donner au public.  Ventrebleu !  Je ne tâte point des coulisses ; sur l'orchestre, morbleu !  Sur l'orchestre. "")",0.84,Substitution
449,"('#arlequin', ""Reçois, reçois, grand Apollon,  Reçois, reçois, grand Apollon,  Reçois ce sacrifice ;  Fais que le ciel, fais que le ciel à nos voeux soit propice. Tout cela va fort bien : mais certaine Sténobée jalouse, pria Amisodar de prier tous les cinquante mille diables de former un monstre de peinture et de carton, pour dévorer Bellérophon.  Bellérophon va prier le roi, le roi prie le sacrificateur, le sacrificateur prie la pythie, la pythie prie l'oracle, l'oracle prie Apollon, Apollon prie le tonnerre, le tonnerre...  Mais voyons un peu le sacrifice. Mezzetin prenant la robe de chambre de Pasquariel, devient sacrificateur, et Pasquariel reste avec un habit de prêtresse, et donne une bouteille de vin à Mezzetin, qui chante sur l'air : Ami, ne quittons point Créteil."")","('#colombine', ""Je ne sais pas, pour moi, quel plaisir prennent certaines gens, à la Comédie, de venir étouffer un acteur jusque sur les chandelles.  Comment voulez-vous qu'un pauvre diable de comédien se fasse entendre au bout d'une salle ?  Il faut donc qu'il crève ? "")",1.47,Substitution
450,"('#arlequin', ""Il faut verser le vin sur l'animal."")",,1.0,Insertion
451,"('#mezzetin', 'Quelle bête était-ce ?')","('#arlequin', ""Parbleu !  Qu'il crève s'il veut ; il est payé pour cela. "")",1.8,Substitution
452,"('#arlequin', 'Un boeuf.')","('#colombine', 'Mais, de bonne foi, monsieur le Marquis, croyez-vous que ce soit pour voir peigner votre perruque, prendre du tabac, et faire votre carrousel sur le théâtre, que le parterre donne ses quinze sols ? ')",1.73,Substitution
453,,"('#arlequin', ""N'est-ce pas bien de l'honneur pour lui de voir des gens de qualité ?  Ma foi, quand il n'aurait que ce plaisir-là, cela vaut bien une mauvaise comédie. "")",1.0,Deletion
454,"('#mezzetin', ""Par ce vin que je trouve bon,  Apollon, faites-moi raison.  Au glou de ma bouteille,  Hé bien,  Les dieux prêtent l'oreille,  Vous m'entendez bien.  Boeuf ou âne, n'importe. Il boit et chante sur l'air : Vous m'entendez bien. "")","('#colombine', ""Assurément ; c'est ce qui fait qu'il s'est mis en droit de vous siffler aussi bien que les méchantes pièces. "")",0.98,Substitution
455,,"('#arlequin', ""Il est vrai que le parterre devient terriblement orgueilleux : ce sont ces Italiens qui ont achevé de le gâter.  Savez-vous bien que cet été ils l'ont traité de monseigneur dans un placet ?  Le parterre monseigneur !  J'enrage ! "")",1.0,Deletion
456,"('#la-pretresse', ""Chut, chut, gardez tous un silence extrême,  Je vois trembler le temple d'Apollon.  Il vous entend, il va parler lui-même.  Il va tonner à peu près sur le même ton,  Ton re lon, ton ton, tontaine, la tontaine, la ton ton.  On remue le paravent.  Le paravent s'ouvre. "")","('#colombine', ""Vous avez beau pester, le parterre fait du bien à tout le monde ; il redresse les auteurs, il tient les comédiens en haleine ; un fat ne se campe point impunément devant lui sur les bancs du théâtre : en un mot, c'est l'étrille de tous ceux qui exposent leurs sottises au public.  Que ne vous mettez-vous dans les loges ?  On ne vous examinera pas de si près. "")",0.42,Substitution
457,"('#arlequin', ""Un des fils de Neptune  Apaisera dit-on,  La déleste rancune ;  Mais il lui faut Nanon. Flon, flon, etc.  Pendant qu'Arlequin est derrière le paravent, on lui met un manteau royal. "")","('#arlequin', ""Moi, dans les loges !  Je vous baise les mains : je n'entends point la comédie dans une loge comme un sansonnet ; je veux, morbleu !  Qu'on me voie de la tête aux pieds, et je ne donne mon écu que pour rouler pendant les entr'actes, et voltiger autour des actrices. "")",1.04,Substitution
458,,"('#le-laquais', 'Mademoiselle, voilà votre couturière.')",1.0,Deletion
459,,"('#colombine', ""Hé bien, Margot, m'apportez-vous mon manteau ? "")",1.0,Deletion
460,,"('#margot', ""Oui, mademoiselle j'espère qu'il vous habillera parfaitement bien : depuis que je travaille, je n'ai jamais vu d'habit si bien taillé. "")",1.0,Deletion
461,,"('#arlequin', 'Ni moi de fille si ragoûtante.  Voilà, mordi !  Une petite créature bien émerillonnée.  Écoutez, ma fille, où demeurez-vous ? ')",1.0,Deletion
462,,"('#margot', ""Pas loin d'ici. "")",1.0,Deletion
463,"('#le-sacrificateur', 'Voici le Roi.')","('#arlequin', 'Tant mieux.')",1.38,Substitution
464,"('#arlequin', ""Vous l'avez entendu, je n'ai rien à vous dire,  Je plains vos déplaisirs, avec vous j'en soupire :  Mais rien n'est préférable  Au repos de ces lieux.  Allez-vous-en au diable,  Soumettons-nous aux dieux. "")","('#colombine', ""Vous voulez bien, monsieur le Marquis ; me permettre d'essayer mon manteau ? "")",1.39,Substitution
465,"('#le-sacrificateur', 'Le monstre redouble sa rage. Le voilà qui vient, sauvez-vous. Pasquariel se change en monstre. Arlequin jette son manteau royal, et paraît monté sur un cheval ailé, combat le monstre, et après un jeu de culbutes, la scène finit.')","('#arlequin', ""Oui-da, mademoiselle ; vous pouvez vous habiller jusqu'à la chemise inclusivement. Margot est, ma foi, toute des plus jolies, et il y aurait plaisir de lui margotter le coeur ; je m'assure qu'elle n'a pas quinze ans.  Peut-on voir votre minois, petite femelle ténébreuse ?  Margot habille Colombine ; Arlequin badine.  Il veut lever sa coiffe ; Margot se défend. "")",1.14,Substitution
466,,"('#colombine', 'Allons donc, monsieur le Marquis, soyez sage.  Que ne vous laissez-vous voir aussi, Margot, vous qui êtes si jolie ? ')",1.0,Deletion
467,,"('#margot', ""Je n'oserais, mademoiselle. "")",1.0,Deletion
468,,"('#colombine', 'Pourquoi ? ')",1.0,Deletion
469,,"('#margot', ""C'est que monsieur Harpillon m'a défendu de regarder les hommes ; et il serait fâché s'il savait que je me fusse montrée. "")",1.0,Deletion
470,,"('#colombine', 'Qui est donc ce monsieur Harpillon ? ')",1.0,Deletion
471,,"('#margot', ""C'est un des gros fermiers, qui est mon parrain ; il fait du bien à toute notre famille, et il a déjà donné un bon emploi à mon grand frère. "")",1.0,Deletion
472,,"('#arlequin', ""J'entends, j'entends ; monsieur Harpillon a mis le frère dans un bureau, et mettra, s'il peut, la soeur en chambre. "")",1.0,Deletion
473,"('#arlequin', ""Voilà qui est fait, je vais avec vous autres. Allons jouer l'opéra aux vendanges. Prenons auparavant congé de ces messieurs. Il montre les auditeurs. Ici tous les violons jouent, et tous les comédiens chantent ce qui suit. "")","('#margot', ""Oh !  Monsieur, il n'y a point de ce que vous pensez à son fait : c'est un homme qui n'a que de bons desseins ; il m'a promis de m'épouser ; et pour preuve de cela, il m'a déjà envoyé une housse verte avec une bergame. "")",1.06,Substitution
474,"('#arlequin', 'Adieu théâtre, adieu balcons.  Adieu loges, adieu parterre.')","('#arlequin', ""Fi !  Une bergame à une fille comme vous !  Si tu voulais, Margot, m'épouser à la Harpillon, j'irais moi jusqu'à une verdure. "")",1.49,Substitution
475,,"('#margot', 'Je vous remercie, monsieur ; cela ferait jaser le monde.  Tenez, monsieur, pour avoir été un jour promener avec mon cousin, vous ne sauriez croire quels contes on a faits.  Il y a les plus maudites langues dans notre montée. ')",1.0,Deletion
476,,"('#arlequin', 'Écoutez, Margot, votre montée a peut-être raison, et il pourrait bien y avoir quelque chose à refaire à votre réputation. ')",1.0,Deletion
477,"('#leandre', 'Adieu fillettes et garçons,  Plus assidus que père et mère. ')","('#colombine', ""Margot peut aller partout, monsieur le Marquis ; elle est sage, et j'en réponds corps pour corps. "")",1.35,Substitution
478,"('#colombine', 'Dieu bons bourgeois de Paris  Qui veniez nous voir le dimanche.')","('#arlequin', ""La bonne caution !  Croyez-moi, les environs de Paris sont terriblement dangereux.  N'allez-vous point quelquefois au bois de Boulogne ? "")",0.75,Substitution
479,,"('#margot', ""Dieu m'en garde, monsieur !  Ma mère me l'a défendu, et m'a dit que c'était un vrai coupe-gorge pour une fille. "")",1.0,Deletion
480,,"('#arlequin', ""C'est peut-être là que votre mère a été égorgée.  Ma foi, cette fille me plaît.  Ma mie, me voudrais-tu tailler une chemise et quelques caleçons ? "")",1.0,Deletion
481,,"('#margot', 'Je suis votre servante, monsieur ; on ne travaille point en homme au logis. ')",1.0,Deletion
482,,"('#arlequin', 'Hé bien, viens les faire chez moi. ')",1.0,Deletion
483,,"('#colombine', ""Justement !  On garde des filles de cet âge-là pour votre commodité !  Vous n'avez qu'à vous y attendre.  Mais il me semble, Margot, que ce manteau-là monte bien haut ; on ne voit point ma gorge. "")",1.0,Deletion
484,,"('#margot', ""Ce n'est peut-être pas la faute du manteau, mademoiselle. "")",1.0,Deletion
485,,"('#colombine', ""Taisez-vous, Margot ; vous êtes une sotte : tenez, remportez votre manteau ; j'y suis faite comme je ne sais quoi."")",1.0,Deletion
486,,"('#arlequin', ""Plus je vois cette enfant-là, plus elle me plaît...  Un petit mot : j'ai besoin d'une fille de chambre ; je crois que tu serais assez mon fait.  Sais-tu raser ? "")",1.0,Deletion
487,,"('#margot', ""Moi, raser !  Je vois bien que vous êtes un gausseur: je mourrais de peur, si je touchais un homme seulement du bout du doigt.  Adieu, mademoiselle ; dans un quart d'heure je vous rapporterai votre manteau avec de la gorge. "")",1.0,Deletion
488,,"('#arlequin', 'Adieu, adieu, petite nymphe du bois de Boulogne.')",1.0,Deletion
489,,"('#arlequin', ""Elle n'est, morbleu, pas sotte, et je m'aimerais presque autant que vous.  Nous autres gens de qualité, nous aimons quelquefois à rabattre sur la grisette.  Et de notre mariage qu'en dirons-nous ? "")",1.0,Deletion
490,,"('#colombine', ""Je vous dirai, monsieur le Marquis, qu'avant que de vous épouser, je vous demande encore une grâce.  Nous sommes un certain nombre de filles qui avons fait serment de ne point prendre de mari qui n'ait été reçu auparavant dans notre académie.  Il faut vous y faire recevoir. "")",1.0,Deletion
491,,"('#arlequin', ""Moi, dans votre académie de filles !  Vous vous moquez ; j'ai des empêchements plus que légitimes.  Et que faut-il faire pour cela ? "")",1.0,Deletion
492,"('#mezzetin', 'Adieu femmes, dont les maris  Trouvaient ici leurs places franches. ')","('#colombine', ""Ne vous mettez pas en peine : on vous habillera en femme ; on vous fera peut-être faire serment d'être un époux commode, de laisser faire à votre femme tout ce qu'il lui plaira, de n'être point de ces maris coquets qui vivent de rapine, et laissent leurs femmes pour aller picorer sur le commun. "")",1.08,Substitution
493,,"('#arlequin', ""Quand on a de cette besogne-là toute taillée chez soi, on n'a guère envie d'aller travailler en ville.  Allons, faisons ce qu'il vous plaira.  Voilà qui est bien drôle, qu'il faille, pour vous épouser, commencer par se déshumaniser !"")",1.0,Deletion
494,,"('#mezzetin', ""Ô toi qui veux épouser Colombine,  Reçois l'honneur que sa main te destine:  Tu n'étais qu'un vilain magot,  Un ostrogot,  Un escargot ;  Tu vas être aussi beau qu'une fille  Gentille,  Ou peu s'en faut. "")",1.0,Deletion
495,"('#la-chanteuse', 'Adieu grands et petits collets,  Adieu gens de robe et finance.')","('#le-choeur', ""Tu n'étais qu'un vilain magot, etc."")",1.21,Substitution
496,,"('#mezzetin', ""Reçois cette coiffure en malice féconde ;  Avec cet ornement,  Tu peux facilement  Insulter hardiment  Et la brune et la blonde ;  Avec cet ornement,  Tu charmeras tout le monde.  Micropoli, chariba, charistac.  Baroquina, bocardo, merlinbrac.  Ministres de mon art,  Versez tout votre fard  Sur ce nez en pied de marmite ;  Barbouillez vite ce museau,  Et nettoyez votre pinceau  Sur cette trogne hermaphrodite.  Il fait des gestes en dansant, et chante.  Deux Fourbes s'approchent d'Arlequin ; l'un tient un pot de rouge et l'autre un pot de blanc, et ils lui barbouillent les deux côtés du visage."")",1.0,Deletion
497,,"('#arlequin', 'Je peux présentement résister à la pluie ; me voilà bien peint.')",1.0,Deletion
498,"('#pierrot', 'Vous pouvez vendre vos sifflets,  À tous les chaudronniers de France.')","('#mezzetin', ""Ah ! Qu'il est beau!... oh, oh ! Le damoiseau  Au museau  De couleur de pruneau ;  Faisons le pied de veau :  Ah !qu'il est beau !... oh, oh !"")",1.4,Substitution
499,"('#arlequin', ""Revenez tous encor demain,  Voir partir la troupe dolente.  Plus le parterre sera plein,  Plus la chose sera touchante.  Avant de nous séparer,  J'ai bien des choses à vous dire.  Si notre adieu vous fait pleurer,  Votre argent nous fera bien rire. "")","('#le-choeur', ""Ah ! Qu'il est beau !... oh, oh ! Ils s'en vont tous en chantant. "")",0.69,Substitution
500,,"('#trafiquet', ""Que veut donc dire, s'il vous plaît, cette mascarade-ci ? "")",1.0,Deletion
501,,"('#arlequin', ""Monsieur, je vous prie de me dire si je suis mâle ou femelle ; car, ma foi, je n'y connais rien. "")",1.0,Deletion
502,,"('#trafiquet', 'Vous êtes un fou, voilà ce que vous êtes.')",1.0,Deletion
503,,"('#pierrot', 'Ha, ha, ha !  Essuyez-vous, monsieur le bailli, vous êtes tout barbouillé. ')",1.0,Deletion
504,,"('#colombine', 'Je suis, mon père, disposée à vous obéir ; mais je ne crois pas que vous vouliez me donner pour mari un homme qui est capable de pareilles extravagances. ')",1.0,Deletion
505,,"('#arlequin', ""Oh, oh !  Voilà qui est assez drôle.  Par ma foi !  S'il y en a, c'est vous qui les avez faites, et qui avez voulu que je me sois fait et marquis et ce que me voilà...  Voyez, ne me voilà-t-il pas bien désigné ? "")",1.0,Deletion
506,,"('#colombine', 'Moi, je vous ai fait faire ces extravagances-là ?  Ma foi, monsieur le bailli, vous rêvez. ')",1.0,Deletion
507,,"('#pierrot', ""Monsieur, quand je vous ai dit que j'étais mieux le fait de votre fille que cet homme-là, est-ce que je me trompais ?  Il faudra pourtant que vous y veniez. "")",1.0,Deletion
508,,"('#trafiquet', ""Ce que j'ai vu tantôt, et ce que je vois présentement, m'oblige de vous dire, monsieur le bailli, que vous pouvez, tout de ce pas, vous en retourner dans le Bas-Maine, manger vos chapons ; car pour ma fille, vous n'en croquerez que d'une dent. "")",1.0,Deletion
509,,"('#pierrot', ""Que d'une dent, monsieur le bailli, que d'une dent. "")",1.0,Deletion
510,,"('#arlequin', ""Allez-vous-en au diable, vous et votre fille, petit vilain grigou raccourci.  Adieu, la belle ; je ne crois pas qu'il y ait au monde un animal plus méchant que vous.  Il faut qu'un provincial ait bien le diable au corps, pour venir s'équiper d'une femme à Paris. "")",1.0,Deletion
511,,"('#colombine', ""Et qu'une fille à Paris soit bien près de ses pièces pour épouser un bailli du Bas-Maine. "")",1.0,Deletion
