la-fontaine-daphne,moliere-psyche,Score
-,"('#l-amour', ""C'est lui choisir sa peine légitime, Et se faire justice en ce glorieux jour D'un manquement d'amour, par un excès d'amour."")",0.0
-,"('#psyche', ""Que n'ai-je été plus tôt punie ! J'y mets le bonheur de ma vie, Je devrais en rougir, ou le dire plus bas, Mais le supplice a trop d'appas : Permettez que tout haut je le die et redie, Je le dirais cent fois et n'en rougirais pas. Ce n'est point moi qui parle, et de votre présence L'empire surprenant, l'aimable violence, Dès que je veux parler, s'empare de ma voix. C'est en vain qu'en secret ma pudeur s'en offense, Que le sexe et la bienséance Osent me faire d'autres lois ; Vos yeux de ma réponse eux-mêmes font le choix, Et ma bouche asservie à leur toute-puissance Ne me consulte plus sur ce que je me dois."")",0.0
-,"('#l-amour', ""Croyez, belle Psyché, croyez ce qu'ils vous disent. Ces yeux, qui ne sont point jaloux, Qu'à l'envi les vôtres m'instruisent De tout ce qui se passe en vous. Croyez-en ce coeur qui soupire, Et qui, tant que le vôtre y voudra répartir, Vous dira bien plus d'un soupir Que cent regards ne peuvent dire. C'est le langage le plus doux, C'est le plus fort, c'est le plus sûr de tous."")",0.0
-,"('#psyche', ""L'intelligence en était due À nos coeurs, pour les rendre également contents : J'ai soupiré, vous m'avez entendue ; Vous soupirez, je vous entends. Mais ne me laissez plus en doute, Seigneur, et dites-moi si par la même route Après moi le Zéphyr ici vous a rendu Pour me dire ce que j'écoute. Quand j'y suis arrivée, étiez-vous attendu ? Et quand vous lui parlez, êtes-vous entendu ?"")",0.0
-,"('#l-amour', ""J'ai dans ce doux climat un souverain empire, Comme vous l'avez sur mon coeur : L'Amour m'est favorable, et c'est en sa faveur Qu'à mes ordres Éole a soumis le Zéphyr. C'est l'Amour qui pour voir mes feux récompensés Lui-même a dicté cet Oracle, Par qui vos beaux jours menacés D'une foule d'amants se sont débarrassés, Et qui m'a délivré de l'éternel obstacle De tant de soupirs empressés, Qui ne méritaient pas de vous être adressés. Ne me demandez point quelle est cette province, Ni le nom de son Prince, Vous le saurez quand il en sera temps : Je veux vous acquérir, mais c'est par mes services, Par des soins assidus, et par des voeux constants, Par les amoureux sacrifices De tout ce que je suis, De tout ce que je puis, Sans que l'éclat du rang pour moi vous sollicite, Sans que de mon pouvoir je me fasse un mérite ; Et bien que souverain dans cet heureux séjour, Je ne vous veux, Psyché, devoir qu'à mon amour. Venez en admirer avec moi les merveilles, Princesse, et préparez vos yeux et vos oreilles À ce qu'il a d'enchantements. Vous y verrez des bois et des prairies Contester sur leurs agréments Avec l'or et les pierreries ; Vous n'entendrez que des concerts charmants, De cent beautés vous y serez servie, Qui vous adoreront sans vous porter envie, Et brigueront à tous moments D'une âme soumise et ravie L'honneur de vos commandements."")",0.0
-,"('#psyche', ""Mes volontés suivent les vôtres, Je n'en saurais plus avoir d'autres ; Mais votre Oracle enfin vient de me séparer De deux soeurs, et du Roi mon Père, Que mon trépas imaginaire Réduit tous trois à me pleurer. Pour dissiper l'erreur dont leur âme accablée De mortels déplaisirs se voit pour moi comblée, Souffrez que mes Soeurs soient témoins Et de ma gloire et de vos soins. Prêtez-leur comme à moi les ailes du Zéphyr, Qui leur puissent de votre Empire Ainsi qu'à moi faciliter l'accès ; Faites-leur voir en quels lieux je respire, Faites-leur de ma perte admirer le succès."")",0.0
-,"('#l-amour', ""Vous ne me donnez pas, Psyché, toute votre âme : Ce tendre souvenir d'un père et de deux soeurs Me vole une part des douceurs Que je veux toutes pour ma flamme. N'ayez d'yeux que pour moi, qui n'en ai que pour vous, Ne songez qu'à m'aimer, ne songez qu'à me plaire, Et quand de tels soucis osent vous en distraire..."")",0.0
-,"('#psyche', 'Des tendresses du sang peut-on être jaloux ?')",0.0
-,"('#l-amour', ""Je le suis, ma Psyché, de toute la Nature. Les rayons du soleil vous baisent trop souvent, Vos cheveux souffrent trop les caresses du vent ; Dès qu'il les flatte, j'en murmure : L'air même que vous respirez, Avec trop de plaisir passe par votre bouche ; Votre habit de trop près vous touche ; Et sitôt que vous soupirez, Je ne sais quoi qui m'effarouche Craint parmi vos soupirs des soupirs égarés. Mais vous voulez vos soeurs, allez, partez, Zéphyr, Psyché le veut, je ne l'en puis dédire. Quand vous leur ferez voir ce bienheureux séjour, De ses trésors faites-leur cent largesses, Prodiguez-leur caresses sur caresses, Et du sang, s'il se peut, épuisez les tendresses, Pour vous rendre toute à l'amour. Je n'y mêlerai point d'importune présence, Mais ne leur faites pas de si longs entretiens ; Vous ne sauriez pour eux avoir de complaisance, Que vous ne dérobiez aux miens. Le Zéphyr s'envole."")",0.0
-,"('#psyche', ""Votre amour me fait une grâce Dont je n'abuserai jamais."")",0.0
-,"('#l-amour', ""Allons voir cependant ces jardins, ce palais, Où vous ne verrez rien que votre éclat n'efface. Et vous, petits Amours, et vous jeunes Zéphyrs, Qui pour âmes n'avez que de tendres soupirs, Montrez tous à l'envi ce qu'à voir ma Princesse Vous avez senti d'allégresse."")",0.0
-,"('#aglaure', ""Je n'en puis plus, ma Soeur, j'ai vu trop de merveilles, L'avenir aura peine à les bien concevoir ; Le soleil qui voit tout, et qui nous fait tout voir, N'en a vu jamais de pareilles. Elles me chagrinent l'esprit ; Et ce brillant palais, ce pompeux équipage, Font un odieux étalage Qui m'accable de honte autant que de dépit. Que la Fortune indignement nous traite, Et que sa largesse indiscrète Prodigue aveuglément, épuise, unit d'efforts, Pour faire de tant de trésors Le partage d'une cadette !"")",0.0
-,"('#cidippe', ""J'entre dans tous vos sentiments, J'ai les mêmes chagrins, et dans ces lieux charmants Tout ce qui vous déplaît me blesse ; Tout ce que vous prenez pour un mortel affront, Comme vous m'accable, et me laisse L'amertume dans l'âme, et la rougeur au front."")",0.0
-,"('#aglaure', ""Non, ma Soeur, il n'est point de reines, Qui dans leur propre État parlent en souveraines, Comme Psyché parle en ces lieux. On l'y voit obéie avec exactitude, Et de ses volontés une amoureuse étude Les cherche jusque dans ses yeux. Mille beautés s'empressent autour d'elle, Et semblent dire à nos regards jaloux, Quels que soient nos attraits, elle est encor plus belle, Et nous qui la servons, le sommes plus que vous. Elle prononce, on exécute, Aucun ne s'en défend, aucun ne s'en rebute : Flore, qui s'attache à ses pas, Répand à pleines mains autour de sa personne Ce qu'elle a de plus doux appas, Zéphyr vole aux ordres qu'elle donne, Et son amante et lui s'en laissant trop charmer, Quittent pour la servir les soins de s'entr'aimer."")",0.0
-,"('#cidippe', ""Elle a des Dieux à son service, Elle aura bientôt des autels ; Et nous ne commandons qu'à de chétifs mortels, De qui l'audace et le caprice Contre nous à toute heure en secret révoltés, Opposent à nos volontés Ou le murmure, ou l'artifice."")",0.0
-,"('#aglaure', ""C'était peu que dans notre Cour Tant de coeurs à l'envi nous l'eussent préférée ; Ce n'était pas assez que de nuit et de jour D'une foule d'amants elle y fût adorée : Quand nous nous consolions de la voir au tombeau Par l'ordre imprévu d'un Oracle, Elle a voulu de son destin nouveau Faire en notre présence éclater le miracle, Et choisi nos yeux pour témoins De ce qu'au fond du coeur nous souhaitions le moins."")",0.0
-,"('#cidippe', ""Ce qui le plus me désespère, C'est cet amant parfait et si digne de plaire, Qui se captive sous ses lois. Quand nous pourrions choisir entre tous les monarques, En est-il un de tant de rois Qui porte de si nobles marques ? Se voir du bien par delà ses souhaits, N'est souvent qu'un bonheur qui fait des misérables : Il n'est ni train pompeux, ni superbes palais, Qui n'ouvrent quelque porte à des maux incurables ; Mais avoir un amant d'un mérite achevé, Et s'en voir chèrement aimée, C'est un bonheur si haut, si relevé, Que sa grandeur ne peut être exprimée."")",0.0
-,"('#aglaure', ""N'en parlons plus, ma Soeur, nous en mourrions d'ennui, Songeons plutôt à la vengeance, Et trouvons le moyen de rompre entre elle et lui Cette adorable intelligence. La voici. J'ai des coups tous prêts à lui porter, Qu'elle aura peine d'éviter."")",0.0
-,"('#psyche', ""Je viens vous dire adieu, mon amant vous renvoie, Et ne saurait plus endurer Que vous lui retranchiez un moment de la joie Qu'il prend de se voir seul à me considérer. Dans un simple regard, dans la moindre parole, Son amour trouve des douceurs, Qu'en faveur du sang je lui vole, Quand je les partage à des soeurs."")",0.0
-,"('#aglaure', ""La jalousie est assez fine, Et ses délicats sentiments Méritent bien qu'on s'imagine Que celui qui pour vous a ces empressements, Passe le commun des amants. Je vous en parle ainsi faute de le connaître. Vous ignorez son nom, et ceux dont il tient l'être, Nos esprits en sont alarmés : Je le tiens un grand prince, et d'un pouvoir suprême Bien au delà du diadème, Ses trésors sous vos pas confusément semés Ont de quoi faire honte à l'abondance même ; Vous l'aimez autant qu'il vous aime, Il vous charme, et vous le charmez ; Votre félicité, ma Soeur, serait extrême, Si vous saviez qui vous aimez."")",0.0
-,"('#psyche', ""Que m'importe : j'en suis aimée ; Plus il me voit, plus je lui plais ; Il n'est point de plaisirs dont l'âme soit charmée, Qui ne préviennent mes souhaits, Et je vois mal de quoi la vôtre est alarmée, Quand tout me sert dans ce palais."")",0.0
-,"('#aglaure', ""Qu'importe qu'ici tout vous serve, Si toujours cet amant vous cache ce qu'il est ? Nous ne nous alarmons que pour votre intérêt. En vain tout vous y rit, en vain tout vous y plaît, Le véritable amour ne fait point de réserve, Et qui s'obstine à se cacher, Sent quelque chose en soi qu'on lui peut reprocher. Si cet amant devient volage, Car souvent en amour le change est assez doux, Et j'ose le dire entre nous, Pour grand que soit l'éclat dont brille ce visage, Il en peut être ailleurs d'aussi belles que vous. Si, dis-je, un autre objet sous d'autres lois l'engage, Si dans l'état où je vous vois, Seule en ses mains, et sans défense, Il va jusqu'à la violence, Sur qui vous vengera le Roi, Ou de ce changement, ou de cette insolence ?"")",0.0
-,"('#psyche', 'Ma soeur, vous me faites trembler. Juste Ciel ! Pourrais-je être assez infortunée...')",0.0
-,"('#cidippe', ""Que sait-on si déjà les noeuds de l'hyménée..."")",0.0
-,"('#psyche', ""N'achevez pas, ce serait m'accabler."")",0.0
-,"('#aglaure', ""Je n'ai plus qu'un mot à vous dire. Ce prince qui vous aime, et qui commande aux vents, Qui nous donne pour char les ailes du Zéphyr, Et de nouveaux plaisirs vous comble à tous moments, Quand il rompt à vos yeux l'ordre de la nature, Peut-être à tant d'amour mêle un peu d'imposture, Peut-être ce palais n'est qu'un enchantement, Et ces lambris dorés, ces amas de richesses Dont il achète vos tendresses, Dès qu'il sera lassé de souffrir vos caresses, Disparaîtront en un moment. Vous savez comme nous ce que peuvent les charmes."")",0.0
-,"('#psyche', 'Que je sens à mon tour de cruelles alarmes !')",0.0
-,"('#aglaure', 'Notre amitié ne veut que votre bien.')",0.0
-,"('#psyche', ""Adieu, mes Soeurs, finissons l'entretien, J'aime, et je crains qu'on ne s'impatiente. Partez, et demain si je puis Vous me verrez, ou plus contente, Ou dans l'accablement des plus mortels ennuis."")",0.0
-,"('#aglaure', 'Nous allons dire au Roi quelle nouvelle gloire, Quel excès de bonheur le Ciel répand sur vous.')",0.0
-,"('#cidippe', ""Nous allons lui conter d'un changement si doux La surprenante et merveilleuse histoire."")",0.0
-,"('#psyche', ""Ne l'inquiétez point, ma Soeur, de vos soupçons ; Et quand vous lui peindrez un si charmant empire..."")",0.0
-,"('#aglaure', ""Nous savons toutes deux ce qu'il faut taire, ou dire, Et n'avons pas besoin sur ce point de leçons. Le Zéphyr enlève les deux soeurs de Psyché dans un nuage qui descend jusqu'à terre, et dans lequel il les emporte avec rapidité."")",0.0
-,"('#l-amour', ""Enfin vous êtes seule, et je puis vous redire, Sans avoir pour témoins vos importunes soeurs, Ce que des yeux si beaux ont pris sur moi d'empire, Et quel excès ont les douceurs Qu'une sincère ardeur inspire Sitôt qu'elle assemble deux coeurs. Je puis vous expliquer de mon âme ravie Les amoureux empressements, Et vous jurer qu'à vous seule asservie Elle n'a pour objet de ses ravissements, Que de voir cette ardeur de même ardeur suivie Ne concevoir plus d'autre envie Que de régler mes voeux sur vos désirs, Et de ce qui vous plaît faire tous mes plaisirs. Mais d'où vient qu'un triste nuage Semble offusquer l'éclat de ces beaux yeux ? Vous manque-t-il quelque chose en ces lieux ? Des voeux qu'on vous y rend dédaignez-vous l'hommage ?"")",0.0
-,"('#psyche', 'Non, Seigneur.')",0.0
-,"('#l-amour', ""Qu'est-ce donc, et d'où vient mon malheur ? J'entends moins de soupirs d'amour que de douleur, Je vois de votre teint les roses amorties Marquer un déplaisir secret ; Vos soeurs à peine sont parties, Que vous soupirez de regret ! Ah, Psyché, de deux coeurs quand l'ardeur est la même, Ont-ils des soupirs différents ? Et quand on aime bien, et qu'on voit ce qu'on aime, Peut-on songer à des parents ?"")",0.0
-,"('#psyche', ""Ce n'est point là ce qui m'afflige."")",0.0
-,"('#l-amour', ""Est-ce l'absence d'un rival, Et d'un rival aimé qui fait qu'on me néglige ?"")",0.0
-,"('#psyche', ""Dans un coeur tout à vous que vous pénétrez mal ! Je vous aime, Seigneur, et mon amour s'irrite De l'indigne soupçon que vous avez formé : Vous ne connaissez pas quel est votre mérite, Si vous craignez de n'être pas aimé. Je vous aime, et depuis que j'ai vu la lumière, Je me suis montrée assez fière, Pour dédaigner les voeux de plus d'un roi : Et s'il vous faut ouvrir mon âme toute entière, Je n'ai trouvé que vous qui fût digne de moi. Cependant j'ai quelque tristesse Qu'en vain je voudrais vous cacher, Un noir chagrin se mêle à toute ma tendresse, Dont je ne la puis détacher. Ne m'en demandez point la cause, Peut-être la sachant, voudrez-vous m'en punir ; Et si j'ose aspirer encore à quelque chose, Je suis sûre du moins de ne point l'obtenir."")",0.0
-,"('#l-amour', ""Et ne craignez-vous point qu'à mon tour je m'irrite, Que vous connaissiez mal quel est votre mérite, Ou feigniez de ne pas savoir Quel est sur moi votre absolu pouvoir ? Ah ! Si vous en doutez, soyez désabusée, Parlez."")",0.0
-,"('#psyche', ""J'aurai l'affront de me voir refusée."")",0.0
-,"('#l-amour', ""Prenez en ma faveur de meilleurs sentiments, L'expérience en est aisée, Parlez, tout se tient prêt à vos commandements. Si, pour m'en croire il vous faut des serments, J'en jure vos beaux yeux, ces maîtres de mon âme, Ces divins auteurs de ma flamme ; Et si ce n'est assez d'en jurer vos beaux yeux, J'en jure par le Styx, comme jurent les Dieux."")",0.0
-,"('#psyche', ""J'ose craindre un peu moins après cette assurance. Seigneur, je vois ici la pompe et l'abondance, Je vous adore, et vous m'aimez, Mon coeur en est ravi, mes sens en sont charmés ; Mais parmi ce bonheur suprême J'ai le malheur de ne savoir qui j'aime. Dissipez cet aveuglement, Et faites-moi connaître un si parfait amant."")",0.0
-,"('#l-amour', 'Psyché, que venez-vous de dire ?')",0.0
-,"('#psyche', ""Que c'est le bonheur où j'aspire ; Et si vous ne me l'accordez..."")",0.0
-,"('#l-amour', ""Je l'ai juré, je n'en suis plus le maître, Mais vous ne savez pas ce que vous demandez. Laissez-moi mon secret, si je me fais connaître, Je vous perds, et vous me perdez. Le seul remède est de vous en dédire."")",0.0
-,"('#psyche', ""C'est là sur vous mon souverain empire ?"")",0.0
-,"('#l-amour', ""Vous pouvez tout, et je suis tout à vous ; Mais si nos feux vous semblent doux, Ne mettez point d'obstacle à leur charmante suite, Ne me forcez point à la fuite : C'est le moindre malheur qui nous puisse arriver D'un souhait qui vous a séduite."")",0.0
-,"('#psyche', ""Seigneur, vous voulez m'éprouver, Mais je sais ce que j'en dois croire. De grâce, apprenez-moi tout l'excès de ma gloire, Et ne me cachez plus pour quel illustre choix J'ai rejeté le voeux de tant de rois."")",0.0
-,"('#l-amour', 'Le voulez-vous ?')",0.0
-,"('#psyche', 'Souffrez que je vous en conjure.')",0.0
-,"('#l-amour', 'Si vous saviez, Psyché, la cruelle aventure Que par là vous vous attirez...')",0.0
-,"('#psyche', 'Seigneur, vous me désespérez.')",0.0
-,"('#l-amour', 'Pensez-y bien, je puis encor me taire.')",0.0
-,"('#psyche', ""Faites-vous des serments pour n'y point satisfaire ?"")",0.0
"('#leucippe', ""Hélas ! Cesser de vivre Est le seul remède à mon mal. Voilà le parti qu'il faut suivre ; Mais avec moi je veux perdre aussi mon rival. Vous ne me serez pas impunément ravie : Non, Daphné. Vous pleurez ? Ah ! Princesse, je dois Mourir pour vos yeux mille fois. Avant qu'avoir Daphné, Tharsis aura ma vie. Je ne puis voir tant de biens En d'autres bras que les miens : Que mon rival me les cède, Et renonce à votre amour, Ou qu'il m'ôte aussi le jour Si l'on veut qu'il vous possède."")","('#l-amour', ""Hé bien, je suis le Dieu le plus puissant des Dieux, Absolu sur la Terre, absolu dans les Cieux ; Dans les eaux, dans les airs mon pouvoir est suprême, En un mot, je suis l'Amour même, Qui de mes propres traits m'étais blessé pour vous ; Et sans la violence, hélas ! Que vous me faites, Et qui vient de changer mon amour en courroux, Vous m'alliez avoir pour époux. Vos volontés sont satisfaites, Vous avez su qui vous aimiez, Vous connaissez l'amant que vous charmiez, Psyché, voyez où vous en êtes. Vous me forcez vous-même à vous quitter, Vous me forcez vous-même à vous ôter Tout l'effet de votre victoire : Peut-être vos beaux yeux ne me reverront plus ; Ce palais, ces jardins, avec moi disparus Vont faire évanouir votre naissante gloire ; Vous n'avez pas voulu m'en croire, Et pour tout fruit de ce doute éclairci, Le Destin, sous qui le Ciel tremble, Plus fort que mon amour, que tous les Dieux ensemble, Vous va montrer sa haine, et me chasse d'ici. L'Amour disparaît, et dans l'instant qu'il s'envole, le superbe jardin s'évanouit. Psyché demeure seule au milieu d'une vaste campagne, et sur le bord sauvage d'un grand fleuve où elle se veut précipiter. Le Dieu du Fleuve paraît assis sur un amas de joncs et de roseaux et appuyé sur une grande urne, d'où sort une grosse source d'eau."")",0.682722806930542
"('#daphne-', 'Leucippe, si je vous perds, Il faut que dans nos déserts La solitude me donne Un sort plus calme et plus doux ; Et ne pouvant être à vous, je ne veux être à personne.')","('#psyche', ""Cruel destin ! Funeste inquiétude ! Fatale curiosité ! Qu'avez-vous fait, affreuse solitude, De toute ma félicité ? J'aimais un Dieu, j'en étais adorée, Mon bonheur redoublait de moment en moment, Et je me vois seule, éplorée, Au milieu d'un désert, où pour accablement, Et confuse, et désespérée, Je sens croître l'amour, quand j'ai perdu l'amant. Le souvenir m'en charme et m'empoisonne, Sa douceur tyrannise un coeur infortuné Qu'aux plus cuisants chagrins ma flamme a condamné. Ô Ciel ! Quand l'Amour m'abandonne, Pourquoi me laisse-t-il l'amour qu'il m'a donné ? Source de tous les biens inépuisable et pure, Maître des hommes et des Dieux ; Cher auteur des maux que j'endure, Êtes-vous pour jamais disparu de mes yeux ? Je vous en ai banni moi-même ; Dans un excès d'amour, dans un bonheur extrême, D'un indigne soupçon mon coeur s'est alarmé ; Coeur ingrat, tu n'avais qu'un feu mal allumé, Et l'on ne peut vouloir du moment que l'on aime. Que ce que veut l'objet aimé. Mourons, c'est le parti qui seul me reste à suivre, Après la perte que je fais. Pour qui, grands Dieux, voudrais-je vivre, Et pour qui former des souhaits ? Fleuve, de qui les eaux baignent ces tristes sables, Ensevelis mon crime dans tes flots, Et pour finir des maux si déplorables, Laisse-moi dans ton lit assurer mon repos."")",0.6324940323829651
"('#heures', ""Daphné, portez vos yeux Sur le plus beau des dieux. Daphné s'enfuit aussitôt qu'elle a reconnu Apollon sous le visage de Tharsis."")","('#le-dieu-du-fleuve', ""Ton trépas souillerait mes ondes, Psyché, le Ciel te le défend, Et peut-être qu'après des douleurs si profondes Un autre sort t'attend. Fuis plutôt de Vénus l'implacable colère : Je la vois qui te cherche et qui te veut punir, L'amour du fils a fait la haine de la mère. Fuis, je saurai la retenir."")",0.3884561061859131
"('#apollon', ""Tu me fuis, divine mortelle ! Où cours-tu ? N'aperçois-tu pas Un précipice sous tes pas ? Il est plein de serpents : détourne-toi, cruelle. Suis-je encor plus à craindre ? Et rien dans ce vallon Ne peut-il t'arrêter quand tu fuis Apollon ? Quoi ! Tant de haine en une belle ! Insolent, qui brûles pour elle, Renonce à l'hymen de Daphné ; C'est Apollon qui te l'ordonne. Regarde quel rival ton malheur t'a donné."")","('#psyche', ""J'attends ses fureurs vengeresses. Qu'auront-elles pour moi qui ne me soit trop doux ? Qui cherche le trépas, ne craint Dieux, ni Déesses, Et peut braver tout leur courroux."")",0.6625447273254395
"('#leucippe', ""Mon malheur ? Dis le tien. Toi, le fils de Latone ! N'es-tu pas ce Tharsis que tantôt on a vu ? D'un magique ornement ton front s'est revêtu. Enchanteur, penses-tu que ta pompe m'étonne ? Ce n'est qu'un songe, ce n'est rien ; Va tromper d'autres yeux, et me laisse mon bien."")","('#venus', ""Orgueilleuse Psyché, vous m'osez donc attendre, Après m'avoir sur Terre enlevé mes honneurs, Après que vos traits suborneurs Ont reçu les encens qu'aux miens seuls on doit rendre ? J'ai vu mes temples désertés, J'ai vu tous les mortels séduits par vos beautés Idolâtrer en vous la beauté souveraine, Vous offrir des respects jusqu'alors inconnus, Et ne se mettre pas en peine S'il était une autre Vénus : Et je vous vois encor l'audace De n'en pas redouter les justes châtiments, Et de me regarder en face, Comme si c'était peu que mes ressentiments."")",0.5958770513534546
"('#apollon', ""Ô dieux ! Ô citoyens du lumineux empire ! Que vient un mortel de me dire ? Malheureux, ton orgueil s'en va te coûter cher. Les dieux ne sont pas insensibles. Qu'on l'attache sur ce rocher Avec des chaînes invisibles. Ce commandement est exécuté par les ministres de la puissance d'Apollon, qui va se faire voir à Pénée, non plus sous le personnage de Tharsis, mais sous le sien propre. "")","('#psyche', ""Si de quelques mortels on m'a vue adorée, Est-ce un crime pour moi d'avoir eu des appas, Dont leur âme inconsidérée Laissait charmer des yeux qui ne vous voyaient pas ? Je suis ce que le Ciel m'a faite, Je n'ai que les beautés qu'il m'a voulu prêter : Si les voeux qu'on m'offrait vous ont mal satisfaite, Pour forcer tous les coeurs à vous les reporter, Vous n'aviez qu'à vous présenter, Qu'à ne leur cacher plus cette beauté parfaite, Qui pour les rendre à leur devoir, Pour se faire adorer, n'a qu'à se faire voir."")",0.5945338010787964
"('#leucippe', ""Astres, soyez témoins de ces injustes fers. J'atteste ici tout l'Univers, Et les vents emportent ma plainte. Jupiter, je t'implore ; on veut forcer les coeurs : Il n'est plus de libres ardeurs, Ni d'autres lois que la contrainte. Loges-tu dans le ciel ou dans les antres sourds ? Écoutez-moi, déserts ; on m'ôte mes amours : Est-il douleur pareille ? Qui me consolera sur ce rocher fatal ? Leucippe est un spectacle à son cruel rival. Déserts, écoutez-moi : les dieux ferment l'oreille. Daphné entend cette plainte à l'un des coins du théâtre. "")","('#venus', ""Il fallait vous en mieux défendre, Ces respects, ces encens se devaient refuser, Et pour les mieux désabuser, Il fallait à leurs yeux vous-même me les rendre. Vous avez aimé cette erreur Pour qui vous ne deviez avoir que de l'horreur ; Vous avez bien fait plus, votre humeur arrogante Sur le mépris de mille rois Jusques aux Cieux a porté de son choix L'ambition extravagante."")",0.6593220233917236
