,boyer-amours-jupiter-semele,dufresny-adieux-des-officiers,Cost,Operation Type
223,"('#momus', ""Ah ? Mercure est-ce toi ?  Viens-tu pour mon honneur reprendre ton emploi ?  Tu sais quelles raisons m'ont fait prendre ta place ;  Mais j'aime mon métier, et le tien m'embarrasse.  Il faut pour ce commerce un confident discret,  Et je suis fort mal propre à garder un secret.  De l'emploi de censeur, je ne puis me défaire :  Mon métier vaut celui de Jupiter ton père :  Qu'il dispose de tout, qu'il règne dans les Cieux,  Qu'il gouverne à son gré les hommes et les Dieux,  Il a droit de tout faire, et j'ai droit de tout dire ;  Il est armé de foudre, et moi de la satire :  L'empire d'un censeur va plus loin que le sien ;  Il épargne les Dieux, et je n'épargne rien :  Quand je puis censurer selon ma fantaisie,  C'est un plaisir qui vaut toute notre ambroisie.  Toi qui fais vanité de plaire et de flatter ;  Toi qui trahis Junon pour servir Jupiter...  Mais tu rêves, d'où vient un si morne silence  À l'orateur des Dieux ; au Dieu de l'éloquence ? "")","('#venus', ""Qu'y a-t-il donc dans ma conduite de si extraordinaire ?  J'aime le plaisir de la conversation : et je choisis un jeune guerrier pour le brillant, et un financier pour le solide.  En vérité il n'y a point de simple mortelle qui n'en fasse autant.  Plutus est bon à ménager, et tu seras trop heureux, quand la guerre sera finie, qu'il te fasse avoir une commission. "")",0.0,Match
224,"('#junon', 'Ah ? Momus connais mieux sous ces traits supposés,  Celle qui se déguise à tes yeux abusés ;  Tu vois ici Junon sous ce nouveau visage. ')",,1.0,Insertion
225,"('#momus', ""Je viens de vous laisser dans un autre équipage,  La maîtresse des Dieux se déguiser ainsi ?  Je blâmais Jupiter et je vous blâme aussi.  C'est sans doute un effet de votre jalousie. "")",,1.0,Insertion
226,"('#junon', ""Toi qui sais les transports de cette frénésie,  Pourquoi m'as-tu fait voir en ami peu discret,  (Par zèle ou par chagrin) cet asile secret,  Que Jupiter exprès a fait pour sa maîtresse ? "")",,1.0,Insertion
227,"('#momus', ""Je ne puis rien cacher, c'est mon faible Déesse.  D'ailleurs si de ce Dieu j'évente le secret,  C'est un juste dépit qui me rend indiscret ;  Quand pour servir sa flamme on m'érige en Mercure,  Je trahis son amour pour venger mon injure. "")",,1.0,Insertion
228,"('#junon', ""Et j'ai su profiter d'un secret éventé,  Faisant évanouir le jardin enchanté,  Et trompant Sémélé dessous cette apparence,  Elle croit mes avis, les suit sans défiance,  Et de ces faux conseils ignorant le danger... "")",,1.0,Insertion
229,"('#momus', ""Quoi toujours dans l'esprit le soin de vous venger ? "")",,1.0,Insertion
230,"('#junon', 'Verrai-je sans courroux ces amours infidèles,  Et tout mon bien en proie à des beautés mortelles ? ')","('#vulcain', ""Je n'en veux point à ce prix-là. "")",1.25,Substitution
231,"('#momus', ""Et ne savez-vous pas Déesse qu'un grand Dieu  Ne saurait s'empêcher d'aimer en plus d'un lieu ?  Qu'ayant un riche fonds de tendresse et de flamme,  Il en peut dérober quelque part à sa femme.  Voulez-vous tout pour vous, tout son temps, tous ses soins ?  Pour être un peu galant vous en aime-t-il moins ?  Croyez-moi, laissez-lui ces ardeurs passagères,  Cette courte inconstance, et ces flammes légères :  Les beautés de la terre avec tous leurs appas  Amusent Jupiter, et ne l'arrêtent pas. "")","('#venus', ""À quel prix crois-tu que j'achète les bonnes grâces de Plutus ?  Ne sais-tu pas que c'est une dupe qui paye d'avance, et qui achète, au prix des plus grandes faveurs, quelques minauderies coquettes qui ne tirent pas à conséquence ?  Il est charmé d'une oeillade louche qui va tomber sur son rival : il croit qu'il est le héros de tous les cadeaux qu'il donne, et prend pour une langueur amoureuse, l'ennui mortel que sa conversation me fait souffrir. "")",0.26,Substitution
232,"('#junon', 'Quoi le censeur des Dieux excuse un infidèle ? ')",,1.0,Insertion
233,"('#momus', ""Je me lasse d'ouïr cette vieille querelle,  Ce courroux importun qui trouble tous les Cieux,  Et dont vous fatiguez les hommes et les Dieux. "")","('#vulcain', ""Oh, je connais bien la race Plutonique.  Ce drôle-là sème en dieu libéral : mais il recueille en homme avare : et je suis bien trompé si les articles de la recette ne suivent de près ceux de la dépense.  Dites-moi un peu, madame la coquette, quand vous avez rappelé Plutus sur le ton d'une marchande du palais, qui prend au mot un joli chaland : quelle marchandise prétendiez-vous lui livrer ? "")",0.71,Substitution
234,"('#junon', ""En effet je rougis de l'ardeur qui m'emporte ;  Va dire à Jupiter que ma fureur est morte :  Mais cache-lui l'état où tu trouves Junon ;  Adieu je vais reprendre et mon char et mon nom. "")","('#venus', ""Je prétendais l'amorcer avec de belles espérances, jusqu'à ce que Mars soit de revenu de l'armée, pour le faire déguerpir l'héritage, et faire en sorte qu'il ne reste à Plutus que l'honneur d'avoir fait les améliorations. "")",0.67,Substitution
235,"('#momus', ""Je vous serai fidèle, et je saurai me taire,  Elle a beau déguiser sa haine et sa colère ;  Elle m'en a trop dit pour cacher son courroux.  Allons de sa vengeance avertir son époux :  Si j'offense Junon, que ne se souvient-elle  Que j'ai pour le secret une haine mortelle ? "")","('#vulcain', ""Comment, coquine, tu oses encore me parler de ce maraud de Mars ?  Je m'en vais me faire séparer de corps et de biens d'avec toi.  J'ai déjà donné ordre à Mercure d'assembler tous les dieux pour cela, il ne doit pas tarder à venir.  Mais le voici. "")",0.73,Substitution
236,"('#semele', ""Cesse de m'abuser espérance orgueilleuse ;  Je ne vois plus le Dieu qui règne dans mon coeur,  Il se cache cet imposteur,  Qui flattait de mes feux l'erreur ambitieuse.  Hélas ! Faut-il cesser d'aimer en si beau lieu ?  Quelque choix, quelque amant que mon destin m'apprête,  La plus précieuse conquête,  L'est moins que l'erreur de posséder un Dieu.  Cher Prince, dont l'amour fut si pure et si tendre,  Toi que j'abandonnai par l'espoir seulement,  D'avoir un Dieu pour mon amant,  Ne m'offre plus un coeur que je ne puis reprendre,  Après avoir flatté l'orgueil de mes désirs.  De la flamme d'un Dieu que je crus véritable,  Après cet espoir adorable,  Peut-on s'accoutumer à de moindres soupirs ?  Je te plains, Alcméon, et ce reste de flamme,  Te fait voir le remords d'un changement fatal :  Mais enfin tu sais quel rival,  Ou plutôt quel orgueil t'a chassé de mon âme.  Tu devais de ma flamme attendre un prompt retour,  Après avoir guéri l'erreur de ma tendresse ;  Mais la gloire est une maîtresse,  Qui veut être obéie aussi bien que l'Amour.  Je l'entends cette gloire incessamment me dire,  Qu'un coeur qui s'est flatté jusques à se vanter,  D'enchaîner le grand Jupiter,  Ne doit plus d'un mortel reconnaître l'empire.  Il est vrai que l'Amour à demi révolté,  Honteux de son erreur d'un ton plus favorable,  Parle pour un Prince adorable,  Et ce tendre discours étonne ma fierté.  Soutiens ce mouvement que l'amour autorise,  Prince pour toi je laisse échapper des soupirs,  Et parmi de faibles désirs,  Je te prête un secours dont la gloire est surprise.  Ménage le moment de ce tendre retour,  Et pour ne laisser plus balancer la victoire,  Ne laisse plus parler la gloire,  Et l'ai presque oubliée en faveur de l'amour.  STANCES. "")",,1.0,Insertion
237,"('#semele', ""Viens, Dircé, viens calmer le trouble de mon âme ;  Je consultais ici mon orgueil et ma flamme,  Et mon coeur partagé combattait tour à tour,  Tout ce que me disait ma gloire et mon amour.  Tu sais ce que je dois au rapport de Mercure,  Et d'un faux Jupiter la fatale aventure.  Le fidèle Alcméon en secret dans mon coeur,  Me demande un amour qu'usurpe un imposteur :  Ce coeur tout indigné me presse de le rendre ;  Mais ma gloire aussitôt semble me le défendre,  Et je sens de l'orgueil l'impérieuse loi,  Prendre, malgré l'amour, trop de pouvoir sur moi. "")","('#mercure', ""Seigneur Vulcain, j'ai exécuté vos ordres ; je viens d'avertir les dieux de se trouver dans la salle de l'audience, ils sont déjà à la buvette. "")",0.77,Substitution
238,"('#dirce', ""Quel est donc cet orgueil, Madame, qu'il s'explique,  Lui, qui parle si fort pour un Dieu chimérique.  La gloire défend-elle à ce coeur abusé,  De préférer un Prince à ce Dieu supposé ? "")",,1.0,Insertion
239,"('#semele', ""La gloire permet-elle à ma flamme trompée,  Qui de l'espoir d'un Dieu s'était préoccupée,  D'accepter un mortel, et par ce changement,  Faire éclater ma honte et mon aveuglement ? "")","('#vulcain', ""L'assemblée sera-t-elle nombreuse ? "")",1.44,Substitution
240,"('#dirce', ""Mais d'un scrupule vain votre gloire est gênée :  On vient d'ouvrir pour vous le temple d'Hyménée. "")","('#mercure', 'Non, la plupart des dieux sont malades, à cause des vins nouveaux. ')",1.95,Substitution
241,"('#semele', ""Ah ! Dircé, c'est ici qu'un scrupule si fort,  Pour révolter mon coeur redouble son effort.  Quoi j'aurais dit partout que c'est un Dieu que j'aime,  Et je pourrais tomber dans cette honte extrême,  D'avouer que j'ai feint d'aimer en si haut lieu,  Ou dans la lâcheté d'abandonner un Dieu ?  Non je dirai toujours que Jupiter m'adore.  Je l'ai dit, je l'ai cru, je le veux croire encore.  Peut-être que Mercure avec un faux rapport...  Mais le Prince paraît, je tremble à son abord.  Glorieux sentiments, dont je suis idolâtre,  Ramassez votre force, on vient pour vous combattre ;  Ne vous démentez point, épargnez à mon front,  La honte qui suivrait un changement si prompt. "")","('#vulcain', ""N'importe, ils seront tous pour moi ; car ma cause est la cause commune. "")",1.53,Substitution
242,"('#alcmeon', ""Madame vous savez l'ordre de votre père :  Pardonnez si l'ardeur d'un amour téméraire,  Se laissant emporter au dernier désespoir,  Abuse contre vous du souverain pouvoir.  Je me suis dit cent fois en secret, à moi-même,  Qu'il faut cesser d'aimer quand Jupiter vous aime,  Et que d'un faible amant le sort trop inégal,  Doit trembler près d'un Dieu qui s'est fait mon rival.  Toutefois je ne puis lui céder ma Princesse,  Et quand trop de puissance étonne ma faiblesse,  À ma flamme en secret je prête cet appui,  Il peut tout, il est Dieu, mais j'aime plus que lui,  Et s'il faut à son rang céder tout l'avantage,  Quiconque a plus d'amour mérite davantage. "")","('#venus', 'Si tous les dieux sont pour vous, les déesses seront pour moi. ')",1.19,Substitution
243,"('#semele', ""Qui vous fait présumer qu'il aime moins que vous ?  Mais je veux que son coeur ne soit pas tout à nous,  Je veux que d'autres soins occupent sa mémoire ;  Un regard que pour nous il dérobe à sa gloire,  Un penser détourné des soins de sa grandeur,  Un seul soupir vaut plus que toute votre ardeur."")","('#mercure', ""Nous n'en aurons pas beaucoup ; car la plupart sont allés jouer leur rôle à l'opéra.  Çà, il faut vous mettre en état d'être jugé, avant que les dieux paraissent.  Mettez-vous sur la sellette.  À Vulcain."")",0.93,Substitution
244,"('#alcmeon', ""Ah ! Princesse, l'amour parle un autre langage ;  La seule ambition touche votre courage. "")","('#vulcain', ""Une sellette à moi ?  C'est ma femme qui est l'accusée. "")",1.85,Substitution
245,"('#semele', ""Quoi le grand Jupiter, un si parfait amant,  Ne peut-il d'un coeur tendre être aimé tendrement ? "")",,1.0,Insertion
246,"('#alcmeon', ""Peut-on l'aimer ainsi si son coeur est volage ? "")",,1.0,Insertion
247,"('#semele', ""Il suffit un moment d'avoir cet avantage :  Ce moment glorieux répand sur l'avenir  L'éternelle douceur d'un si beau souvenir.  Je vous perds à regret, et mon coeur en soupire ;  Je sais que votre hymen me promet un Empire ;  Mais l'hommage d'un Dieu, fût-il d'un seul moment,  Vaut cent trônes offerts des mains d'un autre amant. "")","('#mercure', 'Dans ces sortes de procès le mari est toujours le patient. ')",1.48,Substitution
248,"('#alcmeon', ""Poussez jusques au bout cette belle maxime :  Ce digne emportement rend le mien légitime ;  Méprisez le pouvoir et d'un père et d'un Roi ;  Faites tout pour ce Dieu, je ferai tout pour moi."")","('#vulcain', 'Ô tempora !  Ô mores ! ')",1.23,Substitution
249,"('#semele', 'Quoi ne voyez-vous pas le Dieu qui vous menace ? ')",,1.0,Insertion
250,"('#alcmeon', 'Je crains peu son courroux, si vous me faites grâce. ')","('#mercure', ""J'ai prié Bacchus de composer un petit breuvage pour adoucir la colère de Vulcain.  Laissez-nous faire, sortez d'ici sans rien dire, et ne paraissez point que je ne vous avertisse. "")",0.61,Substitution
251,"('#semele', ""C'est vous perdre, Seigneur, que de vous secourir. "")",,1.0,Insertion
252,"('#alcmeon', ""N'importe, je ne veux que vous seule et mourir.  Que Jupiter éclate et me réduise en poudre,  Que je tombe à vos pieds, et par un coup de foudre,  Puis-je me réserver pour un plus digne autel ?  Dois-je échapper aux coups de ce bras immortel ?  Pour le moins, puisqu'enfin il faut que je périsse,  Je puis faire à vos yeux un si grand sacrifice,  Que le plus grand des Dieux en doit être jaloux. "")",,1.0,Insertion
253,"('#semele', 'Que pouvez-vous pour moi ? ')","('#vulcain', 'Où va donc ma femme ? ')",1.51,Substitution
254,"('#alcmeon', ""Je puis mourir pour vous,  Et rien ne vaut aux yeux de mon amour fidèle,  La gloire d'une mort dont la cause est si belle :  Ce Dieu pour qui je vois qu'on veut m'abandonner,  A-t-il du sang à perdre, une vie à donner ?  Et si vous demander et son sang et sa vie,  Votre Dieu pourrait-il contenter votre envie ? "")","('#mercure', ""C'est un petit accès de pudeur qui lui vient de prendre.  Elle dit que vous plaidiez pour elle, et que tout ce que vous ferez sera bien fait.  Entre nous, elle sent bien que sa cause est véreuse. "")",0.68,Substitution
255,"('#semele', ""Vivez, Prince, vivez, et peut-être qu'un jour... "")","('#vulcain', 'Vous allez voir aussi comme je vais triompher. ')",1.19,Substitution
256,"('#alcmeon', ""Et peut-être est-ce là l'espoir de mon amour ?  Après que Jupiter à vos voeux infidèle,  Aura mis dans son coeur un flamme nouvelle,  Peut-être alors que vos voeux ne seront que pour moi.  Non, non cruelle, il faut suivre l'ordre du Roi ;  Je veux absolument achever l'hyménée. "")","('#mercure', ""Les lauriers de ce triomphe là seront bien secs ; je crains bien que leurs feuilles ne tombent par terre, et qu'il ne vous en reste que le bois sur la tête.  Mais j'entends messieurs qui commencent à tousser, le procès est à moitié jugé.  La porte de l'audience s'ouvre. "")",0.81,Substitution
257,"('#la-reine', ""En vain auprès du Roi ma tendresse obstinée,  A tâché de combattre un hymen résolu ;  Il faut aller au temple, et l'ordre est absolu.  Esclave de la foi, dont il fait son idole,  Il croit devoir aux Dieux bien moins que sa parole,  Et sans considérer un Dieu fier et jaloux,  Pour tenir sa promesse, il brave son courroux.  Mais que prétendez-vous, Alcméon ? "")","('#momus', ""L'époux  Jaloux  Qui blâme  Sa femme  Dans le secret de sa maison,  A souvent raison :  Mais lorsqu'il court à l'audience  Publier son mauvais sort,  Plus il prouve l'offense,  Plus il a tort, il a tort, il a tort, il a tort. "")",0.44,Substitution
258,"('#alcmeon', ""Ah ! Madame,  Je connais tout entier le malheur de ma flamme :  Mais dans mon désespoir contre la trahison,  Je ne connais ni Dieu, ni conseil, ni raison.  Résister contre un Dieu c'est une audace extrême ;  Mais enfin qu'ai-je à craindre en perdant ce que j'aime ?  Si je lui cédait tout, par la peur de périr,  Il me laisserait vivre, et je cherche à mourir. "")","('#les-dieux', 'Il a tort, il a tort, il a tort.')",1.58,Substitution
259,"('#la-reine', 'Perdez, Prince, perdez cette funeste envie ;  Conservez pour le trône une si belle vie ;  Souffrez que Jupiter... ')","('#vulcain', ""Monsieur Momus, ne venez pas ici, par vos fades plaisanteries, troubler la gravité de nos juges, elle fait plus de la moitié de leur science.  Il m'a fait oublier la moitié de mon plaidoyer...  Ah, le voici !  Vous voyez devant vous l'affligé Vulcain votre confrère..."")",0.89,Substitution
260,,"('#les-dieux', 'Il a tort, il a tort, il a tort. ')",1.0,Deletion
261,"('#alcmeon', ""Que me demandez-vous ?  En gardant Sémélé sera-t-il son époux ? Je sais bien que ce Dieu consacre ce qu'il aime,  Qu'au sang de votre fille il s'attache lui-même ;  Mais préférez-vous de légères amours,  Aux ardeurs d'un mortel qui dureront toujours ? "")","('#vulcain', ""Un petit reste de musique, qui était demeuré en l'air. Je dis donc, messieurs... "")",1.28,Substitution
262,"('#semele', ""Mais enfin que ce Dieu soit constant ou volage,  Je l'aime, je l'adore, en faut-il davantage ?  Je le répète encor, n'aimait-il qu'un moment,  Le plus fidèle époux vaut moins que cet amant.  Au moins, s'il me trahit, si je perds ma victoire,  Je sais plus d'un moyen pour conserver ma gloire,  Et c'est trop pour venger mes voeux humiliés,  De voir un seul moment Jupiter à mes pieds. "")","('#les-dieux', 'Il a tort, il a tort, il a tort. ')",1.58,Substitution
263,"('#la-reine', ""Prince vous la voyez pleine de cette idée,  De l'orgueil de son choix tellement possédée,  Qu'il n'est point de mortel, qu'elle veuille écouter,  Ni peut-être de Dieu s'il n'est pas Jupiter.  Laissez à sa fierté ces biens imaginaires,  Ces nobles visions, ces brillantes chimères.  Vous, portez autre part vos amoureux désirs,  L'ingrate ne veut pas l'honneur de vos soupirs ;  Retirez votre coeur des mains d'une infidèle."")","('#junon', ""Quelle honte est-ce là, messieurs ?  On ne veut pas se donner la peine d'entendre Vulcain ?  Si vus vous moquez d'un dieu qui se plaint de sa femme, que ferez-vous donc à un simple mortel ? "")",0.47,Substitution
264,"('#alcmeon', ""Je vois dans vos conseils plus d'orgueil que de zèle.  Votre fille n'agit que par vos mouvements,  Elle a tout votre coeur, et tous vos sentiments.  Vous croyez que le sang d'une race divine,  A droit de remonter jusqu'à son origine,  Et que sans voir l'abîme, où l'orgueil la conduit,  Il est beau de tomber, quand on tombe avec bruit.  Le Roi... mais il s'avance. "")",,1.0,Insertion
265,"('#le-roi', ""Hé bien se rendra-t-elle,  Cette âme ambitieuse à mes lois si rebelle !  Croit-elle que le nom de souverain des Dieux,  Que ce nom éclatant ait ébloui mes yeux ?  Je n'examine point si c'est histoire ou fable,  Et si son Jupiter est feint ou véritable.  Quoi qu'il en soit, il peut user de son pouvoir ;  Mais non pas m'empêcher de faire mon devoir.  Venez, Seigneur, suivez, et vous aussi Princesse ;  Allons dedans ce Temple accomplir ma promesse. "")",,1.0,Insertion
266,"('#semele', ""Que faites-vous, Seigneur, j'embrasse vos genoux."")",,1.0,Insertion
267,"('#la-reine', ""C'est tout perdre, Seigneur, et j'en tremble pour vous. "")",,1.0,Insertion
268,"('#semele', 'Voulez-vous irriter le maître du tonnerre ? ')",,1.0,Insertion
269,"('#la-reine', 'Lui préférez-vous un amant de la terre ? ')",,1.0,Insertion
270,"('#semele', ""Vous devez à ses lois bien plus qu'à votre foi. "")",,1.0,Insertion
271,"('#la-reine', ""Un Dieu peut dégager la parole d'un Roi. "")",,1.0,Insertion
272,"('#semele', 'Par lui votre grandeur doit être sans seconde. ')",,1.0,Insertion
273,"('#la-reine', 'Par lui Thèbes sera la maîtresse du monde. ')",,1.0,Insertion
274,"('#le-roi', ""Esprits ambitieux que vous connaissez mal,  Le péril d'un amour qui vous sera fatal !  Et ne savez-vous pas que les Dieux infidèles,  Au gré de leurs désirs, se jouent des mortelles,  Et que l'illusion d'un orgueil abusé,  D'un mortel quelquefois fait un Dieu supposé ?  Allons sans plus tarder au temple d'Hyménée,  De ce Prince à la vôtre unir la destinée. "")","('#jupiter', ""Les mortels ne sont pas si sots que de se plaindre, ils passent ces sortes d'affaires sous silence. "")",1.58,Substitution
275,,"('#vulcain', 'Cela est vrai, ils se contentent de faire imprimer des factums. ')",1.0,Deletion
276,"('#hymenee', ""N'attend rien de l'Hymen, ni du reste des Dieux,  Le Ciel a pour toi tant de haine,  Que je me vois forcé d'abandonner ces lieux,  Par le commandement d'une loi souveraine.  L'Hyménée s'envole et à même temps. L'Antre de la Jalousie paraît à la place du Temple. "")",,1.0,Insertion
277,"('#le-roi', ""Que vois-je, justes Dieux, quel est ce grand courroux ?  Et le Temple, et le Dieu, tout s'enfuit devant nous.  Et je vois à leur place un horrible spectacle.  Dieux que m'annoncez-vous par cet affreux miracle ! "")","('#junon', ""Monsieur Vulcain, criez, tempêtez, faites le diable à quatre, jusqu'à ce qu'on ait rendu justice.  Laissez-moi faire, je vais condamner au carcan tous les époux infidèles. "")",0.46,Substitution
278,"('#alcmeon', ""Votre perte et la mienne, il n'en faut plus douter :  Des coups si surprenants partent de Jupiter.  Je vous l'ai déjà dit, c'est Jupiter lui-même,  Qui veut par ses efforts m'arracher ce que j'aime.  Sortons, Seigneur, sortons de ces lieux pleins d'effroi ;  Hélas ! Je ne vaux pas le trouble où je vous vois.  De plus heureux destins attendent la Princesse."")",,1.0,Insertion
279,"('#le-roi', ""Je crains peu ces horreurs, et je suis sans faiblesse.  Jupiter à son gré, ce fameux ravisseur,  Peut enlever ma fille aussi bien que ma soeur ;  Mais que d'un Dieu tyran la fureur obstinée,  S'oppose injustement à ce juste hyménée,  Je tiendrai ma parole, et j'irai jusqu'au bout. "")","('#vulcain', ""Tous : donnez-vous-en bien de garde. Il n'y aurait personne pour faire exécuter la sentence. "")",0.86,Substitution
280,"('#la-reine', ""Vous obstinerez-vous contre un Dieu qui peut tout ?  Voyez encor l'enfer pour rompre votre envie,  De ce fonds ténébreux vomir une furie,  Fuyons Seigneur. "")","('#junon', ""J'enrage quand je vois... "")",0.87,Substitution
281,"('#le-roi', ""Fuyons en d'autres lieux,  Achever cet hymen, et chercher d'autres Dieux. "")",,1.0,Insertion
282,"('#jalousie', ""Arrête, père aveugle, où mènes-tu ta fille ? Ce malheureux hymen va perdre ta famille.  Au lieu de l'Amitié, de l'Honneur, de la Foi,  Qui doivent assister à l'heureux hyménée,  Pour unir cet amant à cette infortunée,  Tu n'auras d'autres Dieux que moi.  Je suis la noire Jalousie,  Qui puis quand je le veux par un poison fatal,  Des plus heureux amants brouiller la fantaisie :  Crains pour tous deux le fléau de l'amour conjugal.  Adieu, je vais semer mille et mille querelles,  Chez les amants les plus fidèles. La Jalousie s'envole dans les airs. "")",,1.0,Insertion
283,"('#la-reine', 'Vous le voyez Seigneur tout parle contre vous. ')",,1.0,Insertion
284,"('#le-roi', ""Non non, et tous les Dieux ne sont pas contre nous ;  C'est de son imposteur le dernier artifice ;  De ces illusions l'enfer est le complice.  Qu'il arme encor s'il peut le Ciel contre mon choix :  La parole et l'honneur sont les Dieux des grands Rois.  Mais il nous reste encore notre grande Déesse.  C'est à toi seule enfin Pallas, que je m'adresse,  Pour unir ces amants prête-nous tes Autels,  Et redouble l'ardeur de tes soins immortels.  Nous sommes exaucés, malgré ces noirs présages,  Madame je la vois au travers des nuages ;  La Déesse descend, et sa divinité  Fait plus qu'à l'ordinaire éclater sa fierté. "")",,1.0,Insertion
285,"('#jupiter', ""Roi de Thèbes en vain en faveur de ta fille,  J'ai pressé le grand Jupiter ;  Ce Dieu ne veut plus m'écouter,  Pour l'intérêt de ta famille :  Ta désobéissance irrite son courroux.  Roi, Reine, Prince, allez, retirez-vous,  Dérobez la Princesse à ce triste Hyménée :  C'est trop peu que le trône il lui faut des Autels ;  La hauteur de sa destinée  La rend inaccessible aux soupirs des mortels. "")","('#jupiter', ""Taisez-vous, jalouse ; on voit bien que vous avez de la rancune contre les maris.  Si vous vouliez du bien à Vulcain, vous lui conseilleriez de ne se point faire juger : car le mieux qui lui puisse arriver dans cette affaire, c'est d'avoir tort. "")",0.63,Substitution
286,"('#le-roi', ""Déesse, j'obéis, toute ma résistance  Ne saurait plus tenir contre votre présence :  Vous pouvez tout sur nous, et votre seule voix  Fais rompre sans remords la parole des Rois. "")",,1.0,Insertion
287,"('#jupiter', ""Sortez donc de ces lieux qu'un chacun se retire.  Vous Princesse arrêtez, j'ai beaucoup à vous dire. Jupiter descend sur le Théâtre"")",,1.0,Insertion
288,"('#alcmeon', ""Les Dieux ont secondé votre injuste rigueur  Cruelle, ils doivent seuls achever mon malheur,  Et j'avais mérité de perdre ce que j'aime,  Pour la haine des Dieux, et non pas par vous-même. "")",,1.0,Insertion
289,"('#la-reine', ""Jouis de ta fortune et soutiens dignement,  L'illustre choix d'un Dieu, qui s'est fait ton amant. "")",,1.0,Insertion
290,"('#semele', ""Ah ! Déesse sans vous par un ordre sévère...  Mais que vois-je ? Est-ce vous, Minerve ou votre père ?  D'où me vient tout d'un coup un trouble si puissant ?  À juger des transports que mon amour ressent,  J'en connais la cause, et si je l'ose dire,  Ils ne sont pas de ceux qu'une Déesse inspire.  Ces traits me sont connus sous ce déguisement :  C'est Jupiter lui-même, ou du moins mon amant. "")","('#vulcain', ""Oui, je commence à comprendre que... Il a tort, il a tort ; n'a pas tout à fait tort.  Car pour avoir un arrêt contre ma femme, je n'ai que faire de venir ici, le public en prononcera plus que je ne voudrais.  Monsieur Jupiter, puisque vous jugez à propos de ne me point juger, au moins donnez-moi quelque consolation dans mon affliction.  Il chante."")",0.28,Substitution
291,"('#jupiter', ""Princesse pouvez-vous séparer l'un de l'autre ? "")",,1.0,Insertion
292,"('#semele', ""Mon amour est trop grand pour soupçonner le vôtre ;  Les surprenants effets d'un merveilleux pouvoir,  Cent miracles d'amour me le font assez voir.  Cependant cet amant n'est pas le Dieu que j'aime,  Et je puis opposer Jupiter à lui-même,  Puisqu'un Dieu de sa part, dont je ne puis douter,  M'apprend qu'un imposteur s'érige en Jupiter. "")","('#jupiter', ""Il lui présente un boeuf et un mouton.  Mon cher ami Vulcain, pour avoir l'abondance,  Tu dois joindre dans ta maison,  Du boeuf laborieux la sotte patience,  Avec la douceur du mouton.  La plus grande consolation qu'on puisse donner à un mari affligé, c'est l'abondance des biens dans sa maison.  J'ordonne donc que chacun vienne faire un présent à Vulcain, et lui donne un conseil convenable au présent qu'il fera. Je vais commencer. "")",0.64,Substitution
293,"('#jupiter', ""Momus m'a tout appris touchant cette imposture :  Junon vous a parlé sous l'habit de Mercure,  Et pour vous abuser me traitant d'imposteur... "")",,1.0,Insertion
294,"('#semele', ""S'il est ainsi, pourquoi connaissant mon erreur,  Me laisser si longtemps dans cette incertitude,  Et livrer mon amour à tant d'inquiétude ?  Hélas ! Si vous m'aimez, fallait-il un moment  Laisser ce tendre coeur douter de son amant ?  Loin de moi d'autres soins vous occupent sans cesse :  Vous ne voudriez pas pour toute ma tendresse  Suspendre un seul moment votre divin emploi ;  Quand on a rien à faire alors on pense à moi :  C'est le sort malheureux d'une faible mortelle. "")",,1.0,Insertion
295,"('#jupiter', ""Hé ! Ne voyez-vous pas, Princesse avec quel zèle,  Je m'oppose aux désirs d'un père et d'un amant :  Je fais dans votre Temple un affreux changement ;  Je soulève l'Enfer, je descend sur la terre ;  J'abandonne le Ciel, ma gloire et mon tonnerre,  Et sachant qu'en ces lieux Minerve a tout pouvoir,  Sous l'habit de Minerve ici je me fais voir. "")","('#vulcain', ""Ah, Jupiter pour récompense  D'un conseil qui chez moi va causer l'abondance,  Je te veux donner des souhaits.  Que ton voisin chez toi puisse mettre la paix.  Que ta Junon jamais ne gronde,  Lorsque même à ses yeux tu seras déloyal :  Enfin, quoique tu manques au devoir conjugal,  Qu'elle ne laisse pas d'être toujours féconde. "")",0.32,Substitution
296,"('#semele', ""N'avez-vous pas partout une égale puissance ?  Pourquoi vous déguiser sous une autre apparence ?  Jupiter doit rougir sous un nom étranger :  Un Dieu quand il peut tout n'a rien à ménager.  Ah ! Vous ne l'êtes pas, ou n'osez le paraître. "")",,1.0,Insertion
297,"('#jupiter', ""Que faut-il faire enfin pour me faire connaître ?  J'atteste du destin le pouvoir glorieux,  Que s'il est un moyen pour me connaître mieux... "")","('#junon', ""Allons, ma grand'mère Cybèle,  Tirez donc de votre escarcelle,  Quelque présent  Pour cet enfant.  Cybèle tire de grandes lunettes d'un étui."")",1.25,Substitution
298,"('#semele', ""Il en est, et j'en sais qui seront infaillibles,  Montrez de Jupiter des marques plus sensibles.  Vous devez autrement vous montrer en ce lieu ;  Pour vous faire connaître il faut paraître en Dieu. "")",,1.0,Insertion
