dancourt-comedie-comediens,regnard-divorce,Score
-,"('#isabelle', ""Mon_Dieu !  Les femmes ne sont-elles pas assez déguisées sans se masquer encore ?  Et pourquoi veulent-elles peindre leur peu de sincérité jusque sur leur visage ?  Pour moi, je ne suis point de ce nombre-là ; j'aime mieux qu'on me trouve un peu moins jolie, et être un peu plus vraie."")",0.0
-,"('#colombine', ""Ho !  Par ma foi, voilà une belle délicatesse de sentiments.  Il n'y a plus que le rouge qui se met à la toilette qui marque la pudeur des femmes d'aujourd'hui ; elles ne rougiraient jamais sans cela.  Et que serait-ce donc, madame, s'il vous fallait peler avec de certaines eaux, comme la dernière maîtresse que je servais, qui changeait tous les six mois de peau."")",0.0
-,"('#isabelle', 'Bon !  Tu te moques, Colombine : est-ce que tu as vu cela ?')",0.0
-,"('#colombine', ""Si je l'ai vu ? C'étoit moi qui faisois l'opération ; elle me faisait prendre la peau de son front, que je tirais de toute ma force ; elle criait comme un beau diable, et moi je riais comme une folle ; il me semblait habiller un levraut : mais ce qui est de meilleur, c'est qu'elle portait toujours sur elle, dans une boîte, la peau de son dernier visage calcinée, et disait qu'il n'y avait rien de si bon pour les élevures et les bourgeons."")",0.0
-,"('#isabelle', ""Tu veux t'égayer, Colombine."")",0.0
-,"('#un-laquais', 'Mademoiselle, voilà un homme qui demande à vous parler.')",0.0
-,"('#isabelle', ""Qu'on le fasse entrer."")",0.0
-,"('#trotenville', ""Je crois, mademoiselle, que vous n'avez pas l'honneur de me connaître ; mais quand vous saurez que je m'appelle Monsieur De La Gavotte, sieur de Trotenville, vous devinerez aisément que je suis maître à danser."")",0.0
-,"('#isabelle', ""Votre nom, monsieur, est assez connu dans Paris ; et j'espère devenir une bonne écolière, ayant pour maître le plus habile homme du métier."")",0.0
-,"('#trotenville', ""Ah !  Madame !  Vous mettez ma modestie hors de cadence ; et quand on n'a, comme moi, qu'un mérite léger et cabriolant, pour peu qu'on l'élève par des louanges un peu fortes, il court risque, en tombant, de se casser le cou."")",0.0
-,"('#colombine', ""Miséricorde !  Que Monsieur De Trotenville a d'esprit !"")",0.0
-,"('#isabelle', ""Il est vrai que voilà une pensée qui est tout-à-fait bien mise en oeuvre ; c'est un brillant."")",0.0
-,"('#trotenville', ""Pour de l'esprit, mademoiselle, les gens de notre profession en regorgent.  Eh !  Qui en aurait, si nous n'en avions pas ?  Nous sommes tous les jours parmi tout ce qu'il y a de gens de qualité.  Je sors présentement de chez la femme d'un élu, où je me suis fait admirer par mon esprit ; j'ai deviné une énigme du Mercure galant.  Vous savez, madame, que c'est là présentement la pierre de touche du bel-esprit."")",0.0
-,"('#colombine', ""Ah !  Par ma foi, les beaux esprits sont donc bien communs ?  Car la moitié du Mercure n'est remplie que des noms de ceux qui les devinent.  Pour vous, monsieur, vous n'avez pas besoin que l'on imprime le vôtre, pour faire connoître votre mérite au public ; on sait assez que vous êtes l'honneur de l'escarpin.  Mais je vous prie de me dire pourquoi vous avez un si petit cheval."")",0.0
-,"('#trotenville', ""J'avais autrefois un carrosse à un cheval ; mais mes amis m'ont conseillé de changer de voiture, afin de ne pas causer une erreur dans le public, qui prend souvent, dans cet équipage-là, un maître à danser pour un lévrier d'Hippocrate."")",0.0
-,"('#colombine', ""Vous devriez bien avoir un carrosse à deux chevaux : depuis que l'on ne joue plus, il y a tant de chevaliers qui en ont à vendre."")",0.0
-,"('#trotenville', ""Je ne donnerais pas ce petit cheval-là pour les deux meilleurs chevaux de Paris ; c'est un diable pour aller.  Toutes les fois que je veux aller à la Bastille, il m'emmène à Vincennes.  Nous appelons ces petits animaux-là, parmi nous, un tendre engagement. "")",0.0
-,"('#colombine', ""Comment donc !  Qu'est-ce que cela veut dire, un tendre engagement ?"")",0.0
-,"('#trotenville', 'Vraiment oui.  Est-ce que vous ne savez pas "" qu\'un tendre engagement va plus loin qu\'on ne pense ? "" Il chante ces derniers mots.')",0.0
-,"('#colombine', ""Ah, ah !  On voit bien que monsieur sait son opéra, et qu'il en est."")",0.0
-,"('#trotenville', ""Moi, de l'opéra ?  Moi ?  Fi !  Fi !"")",0.0
-,"('#colombine', 'Comment donc, fi, fi ?')",0.0
-,"('#trotenville', ""Hé fi !  Vous dis-je : j'en ai été autrefois ; mais il m'a fallu plus de vingt lavements et autant de médecines pour me purifier du mauvais air que j'y avais respiré."")",0.0
-,"('#isabelle', ""Vous me surprenez, monsieur : j'avais toujours cru que l'opéra était le lieu du monde où l'on prenait le meilleur air."")",0.0
-,"('#colombine', ""Bon, bon !  Monsieur De Trotenville a beau dire, il voudrait y être rentré, comme tous ceux qui en sont sortis : c'est un Pérou ; il n'y a pas jusqu'aux violons qui n'aient des justaucorps bleus galonnés."")",0.0
-,"('#trotenville', ""Je veux que le premier entrechat que je ferai me coupe le cou, si jamais j'y mets le pied !  Vous moquez-vous de moi ?  Quand on me donnerait un tiers dans l'opéra, je n'y rentrerois pas.  Pour quelques... quelques femmes, que l'on achète bien, de par tous les diables !  J'irais prostituer ma gloire, et figurer avec le premier venu !  Nous sommes glorieux comme tous les diables dans notre profession.  Voulez-vous que je vous parle franchement ?  L'opéra n'est plus bon que pour les filles.  Il n'y a pas aussi une meilleure condition au monde.  Je ne conçois pas l'entêtement des jeunes gens.  C'est une fureur, mademoiselle, et toutes les coquettes s'en plaignent hautement, et disent que l'opéra leur enlève les meilleures pratiques, et qu'elles sont ruinées de fond en comble."")",0.0
-,"('#colombine', ""Je le crois bien : ces personnes-là ont grande raison ; et si j'étais d'elles, je leur ferais rendre jusqu'à la moindre petite faveur qu'elles auraient reçue."")",0.0
-,"('#trotenville', ""Eh !  Là, là, donnez-vous patience ; on leur fera peut-être tout rendre : mais cependant elles usent en toute rigueur de leurs privilèges ; et un amant qui n'exprime son amour qu'avec des fontanges et des bas de soie, se morfond dix ans derrière leur porte."")",0.0
-,"('#isabelle', 'Mon_Dieu, que voilà un joli habit !  Je vous trouve un fonds de bon air que vous répandez sur tout.')",0.0
-,"('#trotenville', ""Fi, madame !  Vous vous moquez ; c'est une guenille.  Que peut-on avoir pour cinquante ou soixante pistoles ?  Je voudrais que vous vissiez ma garde-robe ; elle est des plus magnifiques, et si, sans vanité, elle ne me coûte guère."")",0.0
-,"('#colombine', 'Ho bien, monsieur, nous la verrons une autre fois ; mais présentement je vous prie de danser un menuet avec moi.')",0.0
-,"('#trotenville', 'Oui-dà, très volontiers : allons.')",0.0
-,"('#colombine', 'Qui est cet homme-là qui est avec vous ?')",0.0
-,"('#trotenville', ""C'est ma poche.  Tel que vous le voyez, il n'y a point d'homme au monde qui gourmande une chanterelle comme lui ; il ferait danser, s'il l'avait entrepris, tous les invalides et leur hôtel.  Vous allez voir. Eh bien, madame !  Que dites-vous de ma danse ? L'homme prend la poche dans la queue du cheval, et en joue ; Colombine et Trotenville dansent."")",0.0
-,"('#isabelle', ""J'en suis charmée."")",0.0
-,"('#trotenville', ""Ne voulez-vous point que j'aie l'honneur de danser avec vous ?"")",0.0
-,"('#isabelle', ""Pour aujourd'hui, monsieur, il n'y a pas moyen ; je suis d'une fatigue, cela ne se conçoit pas.  Mais avant que de me quitter, je vous prie de me dire combien vous prenez par mois."")",0.0
-,"('#trotenville', ""Par mois, madame !  C'est bon pour les maîtres à danser fantassins.  On me donne une marque chaque visite ; et je veux vous montrer quel a été le travail de cette semaine.  Hé !  Qu'on m'apporte ma valise.  Vous allez voir.  Allez donc.  On détache une valise, que l'on apporte pleine de marques faites de cartes."")",0.0
-,"('#colombine', 'Ah, mon_Dieu !  Vous avez été plus de vingt ans à faire toutes ces leçons-là.')",0.0
-,"('#trotenville', ""Bon, bon !  C'est le travail d'une semaine ; et si, ce que je vous montre-là, c'est de l'argent comptant.  Je n'ai qu'à aller chez le premier banquier, je suis sûr de toucher un demi-louis d'or de chaque billet."")",0.0
-,"('#colombine', ""Un demi-louis d'or pour une leçon !  On ne donnait autrefois aux meilleurs maîtres qu'un écu par mois."")",0.0
-,"('#trotenville', ""Il est vrai ; mais dans ce temps-là les maîtres à danser n'étaient pas obligés d'être dorés dessus et dessous, comme à présent ; et une paire de galoches était la voiture qui les menait par toute la ville.  Mais présentement on ne nous regarde pas, si nous n'avons le cheval et le laquais."")",0.0
-,"('#colombine', 'Ah !  Mademoiselle, voilà votre maître à chanter, Monsieur Amilaré-Bécarre.')",0.0
-,"('#isabelle', ""Ne vous en allez pas, monsieur, je vous prie.  Je veux que vous entendiez chanter cet homme-là ; c'est un italien."")",0.0
-,"('#trotenville', 'Très volontiers, madame ; cela me fera bien du plaisir : car tel que vous me voyez, je suis à deux mains, et je chante aussi bien que je danse.')",0.0
-,"('#trotenville', ""Voilà un visage bien baroque !  Les musiciens italiens sont de plaisants originaux.  Ne dirait-on pas que ce serait là un siamois échappé d'un écran ?  Comment vous appelez-vous, monsieur ?  Voilà bien des noms : il faut, monsieur, que vous ayez bien des pères.  C'est un calendrier que cet homme-là. Amilaré répète une douzaine de noms."")",0.0
-,"('#isabelle', ""Je suis ravi, messieurs, que vous vous trouviez ensemble.  L'on n'est pas malheureux, quand on peut unir deux illustres.  Je vous prie, monsieur, de vouloir bien chanter un air. Au maître à chanter."")",0.0
-,"('#amilare', 'Je, je, je, je, le, le veux bien.')",0.0
-,"('#trotenville', ""Quoi !  C'est là un maître à chanter ?  Miséricorde !  Amilaré chante."")",0.0
-,"('#isabelle', 'Eh bien !  Monsieur, que dites-vous de ce chant-là ?')",0.0
-,"('#trotenville', ""Ah, ah !  Voilà une voix d'un assez beau métal ; cela n'est pas mal."")",0.0
-,"('#colombine', 'Comment pas mal !  Il faut se jeter par les fenêtres, quand on a entendu chanter ainsi.')",0.0
-,"('#trotenville', ""Ho !  Tout doucement, s'il vous plaît ; je ne sais point faire de ces cabrioles-là.  Voyez-vous, mademoiselle, je ne suis point de ces gens qui louent à plein tuyau.  Un homme comme moi, qui a été toute sa vie nourri de dièses et de bémols, est diablement délicat en musique."")",0.0
-,"('#amilare', ""Monsieur apparemment n'aime pas l'italien ; mais j'ai fait depuis peu un petit duo en français, que je veux chanter avec lui, et je suis sûr qu'il ne lui déplaira pas.  Il lui présente un papier de musique."")",0.0
-,"('#trotenville', ""Voyons.  Qu'est-ce donc, s'il vous plaît, que tous ces pieds de mouche qui sont au commencement des lignes ?"")",0.0
-,"('#amilare', ""Ce sont des dièses, pour montrer que c'est un a mi la ré bécarre.  Je ne compose jamais que sur ce ton, et c'est pour cela que j'en porte le nom."")",0.0
-,"('#trotenville', 'Ah, ah !  Vous composez donc toujours sur ce ton-là ?')",0.0
-,"('#amilare', 'Oui, monsieur.')",0.0
-,"('#trotenville', ""Et moi, monsieur, je n'y chante jamais."")",0.0
-,"('#amilare', 'Eh bien !  Monsieur, voilà un autre air en D la ré sol.')",0.0
-,"('#trotenville', 'La rissole vous-même.  Je vous trouve bien admirable de me donner des sobriquets.')",0.0
-,"('#amilare', ""Voilà un homme qui est bien fâcheux !  Je vous dis, monsieur, que cet air-là est en d la ré sol, et qu'il n'est pas si difficile que l'autre."")",0.0
-,"('#trotenville', ""Qui n'est pas si difficile que l'autre !  Croyez-vous, mon ami, que la musique m'embarrasse ?  Je vous trouve plaisant."")",0.0
-,"('#amilare', 'Je ne dis pas cela...  Allons.  Cupidon ne sait plus de quel bois faire flèche.  Cela ne vaut pas le diable.  Cu, cu, cu. Ils chantent ensemble. Bégayant.')",0.0
-,"('#trotenville', 'Cu, cu, cu...  Voilà un air bien puant.')",0.0
-,"('#amilare', 'Allons, monsieur, tout de bon : cu, cu, cu...  Chantez donc juste, si vous voulez.')",0.0
-,"('#trotenville', ""Oh !  Chantez juste vous-même ; je sais bien ce que je dis.  Est-ce que je ne vois pas bien qu'il faut marquer là une dissonance, et que l'octave s'entrechoquant avec l'unisson, vient à former un dièse bémol.  Mais, voyez cet ignorant !"")",0.0
-,"('#amilare', ""Monsieur, avec votre permission, si les musiciens n'en savent pas plus que vous, ce sont de grands ânes."")",0.0
-,"('#trotenville', 'Plaît-il, mon ami ?  Savez-vous que vous êtes un sot par nature, par bémol et par bécarre ?  Je vous apprendrai à insulter ainsi la croche française.')",0.0
-,"('#amilare', 'Un sot !  À moi !  Il donne de son chapeau dans le visage de Trotenville.')",0.0
-,"('#trotenville', ""Par la mort !  Par le sang ! ...  Mesdames, je vous donne le bonsoir.  Il s'en va d'un côté, et Amilaré de l'autre."")",0.0
-,"('#colombine', ""Ah !  Ah !  Ah !  De la manière qu'il s'y prenait, je croyais qu'il allait tout tuer."")",0.0
-,"('#arlequin', ""Oh çà !  Je vous dis encore une fois que nous nous brouillerons, si vous ne me tenez parole.  J'ai fait le barbier ; j'ai volé la bourse ; il y avait cent louis d'or dedans ; vous m'en avez promis dix : je prétends les avoir, ou je ne me mêle plus de rien."")",0.0
-,"('#mezzetin', 'Que tu es impatient !  Je te les ai promis, et tu les auras ; et de plus, je te promets de te faire épouser Colombine ; mais il faut faire encore une petite fourberie.')",0.0
-,"('#arlequin', ""Pour épouser Colombine, j'en ferais cinquante, des fourberies."")",0.0
-,"('#mezzetin', ""Oh çà !  Tiens-toi un peu en repos, et laisse-moi rêver au moyen de t'introduire chez Monsieur Sotinet, pour rendre cette lettre à Isabelle."")",0.0
-,"('#arlequin', ""J'aurai Colombine, au moins."")",0.0
-,"('#mezzetin', ""Oui, vous dis-je, vous l'aurez.  Il rêve."")",0.0
-,"('#arlequin', ""Et Colombine m'aura-t-elle aussi ?"")",0.0
-,"('#mezzetin', ""Eh morbleu, oui !  Vous l'aurez, et elle vous aura.  Laissez-moi en repos.  Il rêve."")",0.0
-,"('#arlequin', ""Je l'aurai, je ne l'aurai pas ; je l'aurai, je ne l'aurai pas ; je l'aurai, je ne l'aurai pas : je ne l'aurai pas. Il pleure."")",0.0
-,"('#mezzetin', ""Qu'est-ce ?  Qu'avez-vous ?  Pourquoi pleurez-vous ?\n"")",0.0
-,"('#arlequin', ""Je n'aurai pas Colombine : hi, hi, hi !"")",0.0
-,"('#mezzetin', 'Qui est-ce qui vous a dit cela ?')",0.0
-,"('#arlequin', ""C'est la boutonomancie."")",0.0
-,"('#mezzetin', ""Que le diable t'emporte, toi et la boutonomancie !  Laisse-moi songer en repos.  Je t'assure, encore une fois, que tu auras Colombine, le colombier, les pigeons, et tout ce qui a relation à elle.  Console-toi donc, et ne m'interromps pas davantage.  Il rêve."")",0.0
-,"('#arlequin', 'Voilà Colombine. Et voici Arlequin.  Arlequin dit : bonjour, ma colombelle. Colombine répond : bonjour, mon pigeonneau...  Adieu, ma belle...  Adieu, mon... Il montre le doigt index de sa main droite. Il montre le doigt index de sa main gauche.')",0.0
-,"('#mezzetin', 'Adieu, vilain magot.  Tu ne veux donc pas te tenir un moment en repos ?')",0.0
-,"('#arlequin', 'Je répétais le compliment de noce.')",0.0
-,"('#mezzetin', ""Pour vous empêcher de complimenter davantage, venez çà.  Si vous ôtez vos mains de là, vous n'épouserez point Colombine.  Il lui prend les mains, et les lui fourre dans sa ceinture. Il rêve."")",0.0
-,"('#arlequin', 'Mezzetin !')",0.0
-,"('#mezzetin', 'Que vous plaît-il ?')",0.0
-,"('#arlequin', 'Y aura-t-il des violons à ma noce ?')",0.0
-,"('#mezzetin', ""Oui, il y aura des violons, des vielles, et de toutes sortes d'instruments.  Il rêve."")",0.0
-,"('#arlequin', 'Mezzetin !')",0.0
-,"('#mezzetin', ""J'enrage !  Que vous plaît-il ?"")",0.0
-,"('#arlequin', 'Et y dansera-t-on, à la noce ?')",0.0
-,"('#mezzetin', 'On y dansera ; oui, bourreau.  Ne te tairas-tu jamais ?  Il rêve.')",0.0
-,"('#arlequin', 'On dansera à ma noce, et je danserai avec Colombine !  Ah !  Quel plaisir !  Il danse.')",0.0
-,"('#mezzetin', ""Oh ! Pour le coup, c'en est trop. Couchez-vous, vite. Nous verrons un peu à présent si vous vous tiendrez en repos.  Imaginez-vous que vous êtes dans un lit, et que vous dormez. Arlequin se couche par terre."")",0.0
-,"('#arlequin', 'Je suis dans un lit ?')",0.0
-,"('#mezzetin', 'Oui, dans un lit, et Colombine est couchée avec vous. Il rêve.')",0.0
-,"('#arlequin', 'Mezzetin !')",0.0
-,"('#mezzetin', 'À la fin, il faudra que je change de nom.  Que voulez-vous ? ')",0.0
-,"('#arlequin', 'Fermez les rideaux du lit, de peur du vent.')",0.0
-,"('#mezzetin', 'Quelle patience ! \n Il rêve.')",0.0
-,"('#arlequin', 'Mezzetin !')",0.0
-,"('#mezzetin', ""Encore !  Qu'est-ce qu'il y a, double enragé chien ?"")",0.0
-,"('#arlequin', 'Donnez-moi le pot-de-chambre.')",0.0
-,"('#mezzetin', 'Tiens, voilà le pot-de-chambre ; puisses-tu pisser la parole !')",0.0
-,"('#arlequin', ""Ah !  Ma chère Colombine, que je t'embrasse, mon petit coeur, m'amour.  Il se roule sur le théâtre."")",0.0
-,"('#mezzetin', ""Tenez, tenez !  Si je prends un bâton, je te romprai bras et jambes à la fin.  Veux-tu t'arrêter ?  Lève tes pieds.  Si tu remues à présent, ou que tu parles, nous allons voir beau jeu.  J'habillerai Arlequin en chevalier ; il ira heurter à la porte de Sotinet : d'abord, voilà Colombine... Il lui fait lever les pieds, et s'assied sur ses genoux, un bâton à la main. Après avoir rêvé, il dit à lui-même : "")",0.0
-,"('#arlequin', ""Colombine !  Et où est-ce qu'elle est ?  Il ouvre ses genoux, et se lève pour voir Colombine. Mezzetin tombe, se relève, et court après Arlequin pour le frapper."")",0.0
-,"('#sotinet', ""Madame, je vous déclare, pour la dernière fois, que je ne veux plus voir tout ce train-là dans ma maison.  Je ne sais plus qui y est maître.  Que ne payez-vous les gens à qui vous devez ?  Et pourquoi faut-il que j'aie tous les jours la tête rompue de vos folles dépenses, qui me mènent à l'hôpital ?  Je ne vois ici que des marchands qui apportent des parties, ou des maîtres qui demandent des mois."")",0.0
-,"('#isabelle', ""Ah !  Vraiment, je vous trouve plaisant !  J'aime assez vos airs de reproches !  Et depuis quand les maris prennent-ils ces hauteurs-là avec leurs femmes ?  Sachez, s'il vous plaît, monsieur, qu'un homme comme vous, qui a épousé une fille de qualité comme moi, est trop heureux quand elle veut bien s'abaisser à porter son nom. Mon mérite n'est-il pas bien soutenu d'avoir pour piédestal le nom de Monsieur Sotinet !  Madame Sotinet !  Ah !  Quelle mortification !  Je sens un soulèvement de coeur, quand j'entends seulement prononcer le nom de Monsieur Sotinet."")",0.0
-,"('#colombine', ""Et que n'en changez-vous, madame ?  N'est-ce pas la mode ?  Je connais un homme qui s'appelle Monsieur Josset, et sa femme se fait appeler la Marquise de Bas-Aloi."")",0.0
-,"('#sotinet', ""Taisez-vous, impertinente ; on ne vous parle pas.  Est-ce à vous à mettre là votre nez ?  Vous n'êtes pas plus sage que votre maîtresse."")",0.0
-,"('#isabelle', ""Pourquoi voulez-vous qu'elle se taise, quand elle a raison ?  Ne sait-on pas assez dans le monde l'honneur que je vous ai fait, quand je vous ai épousé ?  Mais vous devez vous mettre en tête que je vous ai plutôt pris pour mon homme d'affaires que pour mon mari ; et je vous prie de ne plus vous mêler de ma conduite."")",0.0
-,"('#colombine', ""Madame parle comme un oracle ; toutes les paroles qu'elle dit sont des sentences que toutes les femmes devraient apprendre par coeur."")",0.0
-,"('#sotinet', ""Vous devriez mourir de honte de la vie que vous menez.  On n'entend parler d'autre chose que de votre jeu et de vos dépenses.  Nous demeurons dans la même maison, et il y a huit jours que je ne vous ai rencontrée.  Vous vous allez promener quand je me couche, et vous ne vous couchez que quand je me lève."")",0.0
-,"('#isabelle', ""Ah !  Colombine, ne te souviens-tu point de ce petit air que m'apprit hier monsieur le marquis ?  Je l'ai oublié."")",0.0
-,"('#colombine', ""Non, madame ; mais, si vous voulez, je vais vous en chanter un que je viens d'apprendre.  La, la, la."")",0.0
-,"('#sotinet', ""Te tairas-tu donc, coquine ?  Il y a longtemps que je suis las de tes impertinences.  C'est toi qui me la gâtes, et un grand traîneur d'épée qui ne bouge d'ici.  Mais j'empêcherai bien que cela ne dure, et je veux que tu sortes tout présentement de chez moi. Allons, qu'on déniche tout-à-l'heure."")",0.0
-,"('#colombine', ""Moi ? Je n'en ferai rien."")",0.0
-,"('#sotinet', ""Tu n'en sortiras pas ?"")",0.0
-,"('#colombine', ""Non, je n'en sortirai pas."")",0.0
-,"('#sotinet', 'Comment donc ?  Est-ce que je ne suis pas le maître ici ?')",0.0
-,"('#colombine', 'Pardonnez-moi.')",0.0
-,"('#sotinet', 'Je ne pourrai pas mettre dehors une coquine de servante quand il me plaira ?')",0.0
-,"('#colombine', 'Je ne dis pas cela.')",0.0
-,"('#sotinet', 'Eh !  Pourquoi dis-tu donc que tu ne sortiras pas ?')",0.0
-,"('#colombine', ""C'est que je vous aime trop."")",0.0
-,"('#sotinet', ""Je ne veux pas que tu m'aimes, moi ; je veux que tu me haïsses."")",0.0
-,"('#colombine', ""Il m'est impossible ; je sens pour vous une tendresse...  Allez, cela n'est guère bien de n'avoir pas plus de naturel pour des gens qui vous affectionnent. Elle pleure."")",0.0
-,"('#sotinet', 'Oh !  La bonne bête !')",0.0
-,"('#isabelle', ""Eh bien !  Monsieur, aurez-vous bientôt fait ?  Savez-vous que je ne m'accommode point de tous vos dialogues.  Je vous prie, monsieur, de vous en aller dans votre appartement, et de me laisser en repos dans le mien.  Sitôt que je suis un moment avec vous, mes vapeurs me prennent d'une violence épouvantable."")",0.0
-,"('#sotinet', ""Je m'ennuie bien aussi d'y être, madame, et je voudrais..."")",0.0
-,"('#isabelle', ""Ah !  Colombine, je n'en puis plus.  Soutiens-moi.  De l'eau de la reine d'Hongrie.  Hai !"")",0.0
-,"('#colombine', ""Hé ! Monsieur, retirez-vous ; voilà madame qui trépasse, et je la garantis morte, si vous ne décampez tout-à-l'heure."")",0.0
-,"('#colombine', ""Là, là, revenez ; il est parti : cela vaut bien mieux qu'une bouteille d'eau de la reine d'Hongrie.  Ma foi !  Madame, je ne sais pas ce que vous faites de cet homme-là ; mais je sais bien, moi, ce que j'en ferais, si j'étais à votre place.  Quel moyen de vivre avec lui ?  Il a toute la journée le gosier ouvert pour faire enrager tout le monde. "")",0.0
-,"('#isabelle', ""À te dire vrai, Colombine, je suis bien lasse de la vie que je mène.  C'est un homme qui n'est jamais dans la route de la raison ; il a des travers d'esprit qui me désolent.  Mais que veux-tu ?  Je suis mariée ; c'est un mal sans remède.  Toute ma consolation est que nous nous ferons bien enrager tous deux."")",0.0
-,"('#colombine', ""Mariée !  Voilà une belle affaire !  Est-ce là ce qui vous embarrasse ?  Bon, bon !  On se démarie aussi facilement qu'on se marie ; et je savais toujours bien, moi, que tôt ou tard il en fallait venir là ; il n'y avait pas de raison autrement.  Il ne tiendra donc qu'à faire impunément enrager les femmes, sous prétexte qu'elles sont douces et qu'elles n'aiment pas le bruit !  Oh !  Vous en aurez menti, messieurs les maris ; et quand il n'y auroit que moi, j'y brûlerai mes livres, ou cela sera autrement.  Donnez-moi la conduite de cette affaire-là ; vous verrez comme je m'y prendrai."")",0.0
-,"('#isabelle', ""Mon_Dieu !  Colombine, je voudrais bien n'en point venir là : je fais même tout ce que je puis pour avoir quelque estime pour Monsieur Sotinet ; mais je ne saurais en venir à bout.  Je voudrais, Colombine, que tu fusses mariée ; tu verrais si c'est une chose si aisée que d'aimer un mari."")",0.0
-,"('#colombine', ""Bon !  Est-ce que je ne le sais pas bien ?  N'allez pas aussi vous mettre en tête de le vouloir faire ; vous y perdriez vos peines et votre temps."")",0.0
-,"('#isabelle', ""Et va, va ; je n'y tâche que de bonne sorte.  Mais nous perdons bien du temps.  Je dois aller passer l'après-dînée chez la marquise : viens achever de m'habiller dans mon cabinet."")",0.0
-,"('#colombine', 'Mais, madame, qui est-ce qui entre là ?')",0.0
-,"('#le-chevalier', ""Un dévoiement, madame, causé à ma bourse par les fréquentes crudités d'une fortune indigeste, m'a obligé d'avoir recours au remède astringent d'un petit billet payable au porteur, que j'apportais à monsieur votre époux ; mais n'y étant pas, j'ai cru qu'un homme de ma qualité pouvait entrer de volée chez les dames, et que vous ne seriez pas fâchée de connaître le chevalier De Fondsec. Tout ce rôle du chevalier se prononce en gascon."")",0.0
-,"('#isabelle', ""Je suis ravie, monsieur, de l'honneur que je reçois ; mais je voudrais que ce ne fût pas une suite de votre malheur, et devoir à ma bonne fortune, et non pas à votre mauvaise, la visite que je reçois : mais il faut espérer que vous serez plus heureux."")",0.0
-,"('#le-chevalier', ""Comment voulez-vous, madame ?  Pour être heureux, il faut jouer ; pour jouer, il faut avoir de l'argent ; et pour avoir de l'argent, que diable faut-il faire ?  Car nous autres chevaliers de Gascogne, nous n'avons jamais connu ni patrimoine, ni revenu."")",0.0
-,"('#colombine', ""Il est vrai que de mémoire d'homme on n'a jamais vu venir une lettre-de-change de ce pays-là."")",0.0
-,"('#isabelle', ""Monsieur le chevalier voudra bien passer toute l'après-dînée avec nous ?"")",0.0
-,"('#le-chevalier', ""Ma foi, madame, je ne sais pas si je pourrai me prostituer à votre visite ; car c'est aujourd'hui mon grand jour de femmes.  Je m'en vais voir sur mes tablettes.  Le mercredi, à cinq heures, chez Dorimène.  Oh !  Ma foi, il est trop tard.  À cinq heures et un quart, chez la comtesse qui m'a envoyé cette épée d'or. Ah !  Ah !  La sotte prétention !  Vouloir que je rende une visite pour une épée qui ne pèse que soixante louis !  Non, madame, je n'irai pas, vous dis-je ; j'y perdrois.  À six heures et demie, promis à Toinon, au troisième étage, rue Tireboudin.  Oh !  Ma foi, cette visite-là se peut remettre.  Allons, madame, je suis à vous pendant toute l'après-dînée, et pendant toute la nuit, si vous voulez : il en coûtera la vie à trois ou quatre femmes ; mais qu'y faire ?  Le moyen d'être partout ? il tire ses tablettes, et lit. En riant"")",0.0
-,"('#le-laquais', 'Monsieur, vos laquais sont là-bas, qui demandent à vous parler.')",0.0
-,"('#le-chevalier', ""Dis-leur que je n'ai rien à leur dire."")",0.0
-,"('#le-laquais', ""Ils font un bruit de diable ; ils disent qu'il y a trois jours qu'ils n'ont mangé."")",0.0
-,"('#le-chevalier', ""Voilà de plaisants marauds ! Est-ce à faire à ces coquins-là à manger ?  Et que feront donc les maîtres ?  Madame, voyez là-bas s'il y a quelque chose de reste, et qu'on leur donne seulement pour les empêcher de crier. vers Isabelle."")",0.0
-,"('#isabelle', ""Dites là-bas qu'on leur donne à manger."")",0.0
-,"('#colombine', ""Il faut dire la vérité ; monsieur le chevalier est d'un bon naturel : il ôterait volontiers le morceau de sa bouche pour le donner à ses gens."")",0.0
-,"('#le-chevalier', ""Ces gueux-là sont trop heureux avec moi.  C'est une commission que de me servir."")",0.0
-,"('#colombine', 'Ils sont quelquefois trois jours sans manger ; mais aussi je crois que vous leur donnez de gros gages.')",0.0
-,"('#le-chevalier', 'Je le crois, vraiment ; au bout de trois ans je leur donne congé pour récompense.')",0.0
-,"('#colombine', 'Ils ne sont pas malheureux.  Voilà le meilleur de votre condition.')",0.0
-,"('#isabelle', ""Oh !  çà, monsieur le chevalier, voilà un chagrin qui me saisit.  Que ferons-nous après la collation ?  Quand je n'ai plus que deux ou trois plaisirs à prendre dans le reste du jour, je suis dans une langueur mortelle ; et je m'ennuie presque toujours, dans la crainte que j'ai de m'ennuyer bientôt.  Il faut envoyer voir ce que l'on joue aux italiens.  Broquette, broquette !"")",0.0
"('#le-docteur', 'Non ?')","('#le-laquais', 'Madame ?')",0.9954837560653687
