,garnier-bradamante,la-calprenede-bradamante,Cost,Operation Type
370,"('#roger', ""Ne me détournez point de ce constant désir. La mort ne mettra guère à me venir saisir. Je suis plus que demi dans la barque légère. Mon âme veut sortir de sa geôle ordinaire ; Ne la renfermez point ; n'enviez son repos ; Ma mort à vos désirs viendra bien à propos. Car tant que je vivrai, celle qui vous enflamme Vous ne pouvez avoir pour légitime femme : Il y a mariage entre nous accordé, Dont vous avez l'effet jusqu'ici retardé. Or ma mort dissoudra ce contrat misérable, Et ne restera rien qui vous doit dommageable."")","('#leon', ""Si ce point seulement vous défend de me suivre,  Rien plus ne vous défend d'espérer et de vivre.  Ne considérez plus Léon, ni son amour,  Puisqu'en vous connaissant il a perdu le jour.  Non, non, je n'aime plus, et ne tiens Bradamante,  Vos intérêts à part, que pour indifférente.  Eût-elle plus d'appas, je suis sans passion.  Que si vous lui gardez un peu d'affection,  Et si dans votre coeur sa belle image empreinte,  Dans l'horreur de ces bois n'est pas encore éteinte.  Je vous conjure ici par ce premier pouvoir,  Et par tous vos serments de la venir revoir.  Elle vous le commande, et je vous en conjure. "")",0.0,Match
371,"('#leon', ""Je ne veux pas mon aise avoir par le trépas Du meilleur chevalier qui se trouve ici bas. Car combien que je l'aime autant que mon coeur même, Plus qu'elle toutefois votre vaillance j'aime. Ayez-la pour épouse, et n'y soit désormais Fait obstacle pour moi qui ne l'aurai jamais! Je vous cède mon droit ; prenez-le à la bonne heure, Que sans plus différer votre amour vous demeure."")","('#roger', ""Que deviendra mon âme au combat qu'elle endure ?  Les larmes d'un ami, l'amour et le devoir,  Pour ébranler un coeur ont beaucoup de pouvoir.  Bien, vous avez vaincu mon ange tutélaire,  Me voici désormais résolu de vous plaire.  Mais je proteste encor, comme j'ai protesté,  Que vous me contraignez à cette lâcheté,  Et que je tiens de vous une seconde vie. "")",0.0,Match
372,"('#roger', ""Je supplie le bon Dieu que sans juste loyer Longuement ne demeure un amour si entier, Et que j'aie cet heur de quelquefois dépendre Cette vie pour vous que vous me venez rendre Pour la seconde fois. J'en voudrais avoir deux Pour en votre service en être hasardeux. Je vy deux fois par vous ; mais combien que l'on rende Les bienfaits qu'on reçoit avec usure grande, Je ne puis toutefois les rendre que demis, Car de les rendre entiers il ne m'est pas permis. Votre amour m'a donné, par deux fois opportune, Deux vies, et (malheur!) je n'en puis mourir qu'une."")","('#leon', ""C'était moi seulement qui vous l'avais ravie.  Mais puisque je me vois au comble de mes voeux,  Allons, allons revoir un climat plus heureux.  Allons ravir la cour, et surtout Bradamante,  Qui, comme je l'ai vécu, se meurt dans cette attente.  Ôtons-lui le sujet qu'elle a de me haïr. "")",0.27,Substitution
373,"('#leon', ""Laissons-là ces propos ; plus grands sont les biensfaits Que j'ai receu de vous que ceux-là que j'ai faits. Retournons au logis pour un peu vous refaire, Puis irons au chasteau pour vos nopces parfaire."")","('#roger', 'Allons, je ne vivrai que pour vous obéir. ')",0.85,Substitution
374,"('#ambassadeurs', ""Que cet Empire est grand en biens et en honneurs! Que cette Cour est grosse et pleine de seigneurs! Que je vois de beautés ! Sont-ce des immortelles ? J'estime que le ciel n'a point choses si belles, Le Soleil ne luit point si agréable aux yeux, Et le printemps fleuri n'est point si gracieux Que leurs divins regards, que leurs beautés décloses, Que leurs visages saints, faits de lis et de roses. Durant la brune nuit les célestes flambeaux, Qui brillent écartés, n'éclairent point si beaux. Vrai Dieu que ce n'est rien de notre Bulgarie! Ce n'est, ma foi, ce n'est que pure barbarie Auprès de ce pays : la douceur et l'amour, La richesse et l'honneur font à Paris séjour. Sire, nos Palatins ont sur notre province, Depuis le dur trépas de Vatran notre prince, Un Chevalier esleu pour nous commander Roi, Qui n'a par tout le monde homme pareil à soi. Il nous est inconnu, fors à son brand qui tranche, Et à son écu peint d'une licorne blanche. Naguère Constantin avec Léon, son fils, Aux plaines de Belgrade eut nos gens déconfis Sans ce brave guerrier, qui leur donna courage, Et des Grecs ennemis fit un sanglant carnage. Seul il les repoussa, terrassant par milliers, Au coeur de leurs escadrons, les soldats plus guerriers. Il en couvrit la terre en leur sang ondoyante, Et du Danube fut la claire eau rougissante. L'effroi, l'horreur, le meurtre à ses côtés marchaient, Et, quelque part qu'il fut, ennemis trébuchaient. Ils se mirent en route, et la nuit ténébreuse Couvrit de son bandeau leur fuite vergongneuse. La noblesse, le peuple, et ceux qui à l'autel Font dévote prière au grand Dieu immortel, Prosternez à ses pied, humbles le mercièrent, Et que le sceptre il print d'un accord le prièrent. Mais lui, les refusant, ne daigna séjourner, Et personne depuis ne l'a vu retourner. Les États toutefois l'ont tous eleu pour maître, Ne voulant autre roi que lui seul reconnaître. Ores nous le cherchons par royaumes divers. Et pour ce qu'il n'est Cour en tout cet Univers Qui soit en chevaliers tant que la vôtre belle, Nous y sommes venus pour en ouïr nouvelle."")","('#charles', ""Pour moi, de quelque sens que son départ s'explique,  Je ne saurais avoir la croyance publique.  Après tant de valeur qu'il vient de témoigner,  La crainte d'un combat l'aurait fait éloigner :  C'est ce que mon esprit trouve bien difficile,  Outre que tous les siens sont encor à la ville.  Ses pavillons tendus attendent son retour,  Toutefois en ceci je ne vois point de jour.  Sur le point de combattre aux yeux de sa maîtresse,  Dans ce retardement son honneur s'intéresse.  Marfise a comparu, le jour est expiré,  Et le peuple confus enfin s'est retiré.  Tout le monde le blâme, et malgré moi j'écoute  Les sentiments divers qui me tiennent en doute. "")",0.2,Substitution
375,"('#charlemagne', 'De ce preux Chevalier savez-vous point le nom ?')",,1.0,Insertion
376,"('#ambassadeurs', ""Nous ne l'eussions points sceu, ne le disant, sinon Que par son Escuyer depuis notre entreprise Nous avons entendu que c'est Roger de Rise."")","('#aymon', ""Ah, Sire, n'espérez d'un Prince si bien fait,  Que les déportements d'un cavalier parfait.  Il est vrai qu'aujourd'hui son absence est étrange,  Mais comme en un moment la fortune se change,  Quelque grand accident lui peut être advenu,  Quelque soudain malheur qui l'aura retenu :  Car enfin on sait bien, que jamais dans la France  On n'avait vu combattre avec plus de vaillance.  Et cette Bradamante, indomptable aux combats,  Presque sans résistance a mis les armes bas.  Quelque présomption, quelque orgueil qui l'emporte,  Marfise, on le sait bien, n'est pas guères plus forte. "")",0.95,Substitution
377,"('#charlemagne', ""Ha puisque c'est Roger, l'on ne s'est pas mépris : C'est un grand chevalier, d'inestimable prix, Il n'est pas maintenant en cette Cour_de_France. Sa soeur Marphise y est qui a pris sa défense : Retirez-vous vers elle, elle pourra savoir Quand et en quel endroit vous le pourrez revoir."")","('#marphise', ""Que ne paraît-il donc ce gendre prétendu ?  Et pourquoi dans le camp ne s'est-il point rendu ?  Ce Brave, ce Vaillant, qui pour une maîtresse,  Avec ce grand éclat, était venu de Grèce,  Et depuis refroidi s'est retiré sans bruit.  Peut-être il croit encor que Marfise le suit,  Et mettant en oubli Bradamante et ses charmes,  Il a cru que ses pieds sont ses meilleures armes,  Préférant son salut à ses affections.  Vous voilà bien déchu de vos prétentions.  Pauvre Aymon, les desseins que vous formiez en Grèce,  Se sont évanouis, voilà votre tristesse.  Vous avez beaucoup moins le visage riant,  Que quand vous gouverniez l'Empire d'Orient. "")",0.63,Substitution
378,"('#charles', ""Que c'est de la vertu! Dieu, que sa force est grande! Elle vainc la fortune, et grave lui commande. Les biens et les honneurs près d'elle ne sont rien. Quiconque est vertueux n'a point faute de bien ; Il est connu par tout, tout le monde l'honore ; Soit qu'il soit en Scythie, ou sur la terre More, Aux Bactres, aux Indois, il fait bruire son nom, Et toujours sa vertu lui acquiert du renom. Les sceptres lui sont vils, et les richesses blêmes Ne lui chaut de porter au front des diadèmes, S'enfermer de soudards, et se voir au milieu Des peuples amassez révérer comme un dieu. Il fait de tels honneurs moindre cas que de fange. Son coeur ne va béant qu'à la seule louange. Tel est ce preux Roger qui n'ayant rien à soi, Voit des peuples félons s'asservir à sa loi, Lui offrir leur couronne, et à grande dépense, L'en faire importuner jusques au coeur de France. Qu'en dites-vous, Aymon ?"")","('#aymon', ""Possible croyez-vous que mon âge dispense,  Me croyant affaibli, de me faire une offense.  Vous me croyez sans coeur et sans ressentiment :  Mais je vous veux tirer de votre aveuglement,  Et soutenir les droits d'un homme en son absence,  Que vous devriez blâmer seulement en présence.  C'est une lâcheté que je ne puis souffrir,  Et ce n'est que pour lui que je me viens offrir.  Je combats pour Léon. "")",0.4,Substitution
379,"('#aymon', ""J'en fais bien plus de cas, Le voyant recherché, que je ne faisais pas."")",,1.0,Insertion
380,"('#charles', ""Puisque votre guerrière entre tous le désire, Il serait bon qu'il l'eut."")","('#marphise', ""Je suis déjà rendue,  Je vois que sa querelle est trop bien défendue.  Ô de quel champion le Ciel l'aura pourvu !  C'est ce qu'à son départ il avait bien prévu,  Et remettant sur vous tout ce qu'il peut prétendre,  Il laisse votre fille et ses droits à défendre.  Conservez-les, Monsieur, jusques à son retour,  Vous le verrez venir tout embrasé d'amour,  Porter sur votre tête une riche couronne. "")",0.74,Substitution
381,"('#aymon', 'Je le voudrais bien, Sire.')","('#aymon', ""Madame, c'est assez, ne querellez personne,  Sans le respect du Roi, on vous témoignerait. "")",1.29,Substitution
382,"('#charles', ""Même si vous savez qu'ils s'entre-soient promis."")","('#charles', ""N'allez pas plus avant, ce courroux vous nuirait.  Vous êtes violent, et l'ardeur vous emporte. "")",1.53,Substitution
383,,"('#aymon', ""Croyez que ma vigueur n'est pas encore morte. "")",1.0,Deletion
384,"('#aymon', 'Mais nous aurons Léon et son père ennemis.')",,1.0,Insertion
385,"('#charles', ""Nous n'aurons pas, peut-être, ains plutôt est croyable Que Léon se voyant moins que l'autre agréable, Lui porte moindre amour, et possible voudrait, Content de sa victoire, entendre en autre endroit."")","('#charles', 'Il est vrai que de soi son naturel est doux,  Mais il est dangereux quand il entre en courroux. ')",1.02,Substitution
386,"('#aymon', ""J'en aurai grand désir."")","('#aymon', 'Vous vous tenez toujours dans votre complaisance,  Vous êtes un bon fils.')",1.59,Substitution
387,"('#beatrix', ""Je n'en serais marrie, Puis qu'il est maintenant Roi de la Bulgarie."")",,1.0,Insertion
388,"('#charles', ""Voici Léon qui vient en magnifique arroi. Il mène un chevalier tout armé quant et soi. Sont ses armes qu'il a : mais quoi ? Que veut-il dire, De faire ainsi porter les armes de l'Empire ?"")","('#charles', ""Quel chevalier s'avance ?  Léon qui le conduit nous en éclaircira. "")",0.27,Substitution
389,,"('#aymon', 'Bien Marfise, voici qui vous repartira. ')",1.0,Deletion
390,"('#leon', ""Voici le Chevalier d'incroyable vertu, Qui en champ clos naguère a si bien combattu. Puisqu'il a surmonté la pucelle en bataille, Sire, c'est la raison qu'épouse on la lui baille. Vous ne voudriez vous-même enfreindre votre ban, Le fraudant de sa Dame, honneur de Montauban. Nul autre tant que lui mérite Bradamante, Soit en digne valeur, soit en amour ardente. S'il se présente aucun qui le veuille nier, Il est prêt sur le champ de le vérifier."")","('#leon', ""Ce n'est pas sans sujet que votre renommée,  Est jusqu'au bout du monde heureusement fermée.  Que les plus éloignés parlent avec honneur  De vos rares vertus, et du rare bonheur,  Qui dans tous vos projets vous rend le Ciel propice.  Surtout, tout l'Univers connaît votre justice,  Et cette exacte foi, que vous gardez à tous,  Sire, sur cet espoir je me présente à vous,  Sachant que la parole inviolable et sainte  D'un si grand Empereur ne peut pas être enfreinte.  La vôtre vous oblige à me donner le prix,  Qui me fut accordé du combat entrepris.  Puisque par votre Édit Bradamante est promise  Pour légitime épouse à qui l'aura conquise.  Je ne saurais douter des promesses d'un Roi,  Je vous en somme donc, mais ce n'est pas pour moi.  Ce vaillant chevalier, amoureux de ses charmes,  La vainquit sous mon nom et sous mes propres armes :  C'est sur lui seulement que cette Aigle parut,  Et Léon fut exempt du danger qu'il courut.  Je viens pour publier, et ma honte, et sa gloire,  Et lui pour demander le fruit de sa victoire,  Que votre Majesté ne lui peut refuser. "")",0.0,Match
391,"('#charlemagne', ""Et n'était-ce pas vous qui combattiez naguère, Et qui êtes vainqueur sorti de la barrière ? Nous l'avons ainsi cru. Qui est don celui-ci, Qui pour vous combattant nous a trompé ainsi ?"")","('#charles', ""Léon, tout ce discours est pour nous abuser.  Je n'ai jamais douté que ce ne soit vous-même.  J'ai vu dans ce combat votre valeur extrême,  J'ai moi-même admiré vos redoutables coups,  Et vous nous assurez que ce ne fut pas vous. "")",0.22,Substitution
392,"('#leon', ""C'est un bon Chevalier de qui la dextre et prête De défendre en tous lieux le droit de sa conquête."")","('#leon', ""Non, Sire, ou qu'à présent devant vous je périsse,  Ce fut ce chevalier, faites-lui donc justice. "")",1.1,Substitution
393,"('#aymon', ""Qui est cet abuseur ? d'où nous est-il venu ? Je ne veux que ma fille ait un homme inconnu."")","('#aymon', ""Jamais étonnement ne fut semblable au mien,  Que vous sert-il de feindre ? Aussi n'en croit-on rien. "")",1.29,Substitution
394,"('#marphise', ""Puisque, mon frère absent, celui-ci veut prétendre Sa femme mériter, je suis pour le défendre : Je mourrai sur la place, ou lui ferai sentir Qu'on a de l'offenser un soudain repentir. Il ne faut différer ; que ce soit à cette heure, Que sans bouger d'ici l'un ou l'autre y demeure."")","('#leon', 'Il le faut croire ainsi, puisque je le dépose,  Et que ce cavalier soutiendra bien sa cause. ')",0.76,Substitution
395,"('#leon', ""Il n'est point inconnu, voyez-le sur le front : Pleines de son renom toutes les terres sont. Ha mon frère, est-ce vous ? est-ce vous, ma lumière ? Je vous pensais enclos en une triste bière. Pourquoi vous celez-vous à votre cher soeur ? Pourquoi vous celez-vous à votre tendre coeur, À votre Bradamante ? Hé mon frère, hé mon frère, Lui vouliez-vous ourdir une mort volontaire ? Que je vous baise encor ; je ne me puis lasser De vous baiser sans cesse et de vous embrasser."")","('#marphise', ""Quand il serait le Dieu qui préside aux combats,  Il prétend vainement ce qu'il n'obtiendra pas.  Ce dessein est fatal, à quiconque l'attente,  On ne peut sans mourir songer à Bradamante,  Suffit que je soutiens le droit de son époux,  Et que je l'en saurai rebuter comme vous ;  Et s'il a ce dessein j'obtiendrai la licence,  Qu'il vienne dans le camp faire voir sa vaillance. "")",0.24,Substitution
396,"('#roger', ""Ne m'en accusez point, ma soeur, ce n'est ma faute. Sire, puisse toujours votre Majesté haute Prospérer en tout bien, et l'Empire Romain Paisible révérer votre indomptable main. Vous, Princes, Chevaliers, étonnement du monde, Dont vole dans le ciel la gloire vagabonde, Soyez toujours prisez, soyez toujours heureux, Et durent éternels vos faits chevaleureux."")","('#leon', ""On n'épouvante point cet esprit de léger,  Non, Madame, il n'est pas moins vaillant que Roger. "")",0.83,Substitution
397,,"('#marphise', ""Qu'il le témoigne donc sans tarder davantage. "")",1.0,Deletion
398,"('#charlemagne', ""Mais dites-moi, mon fils, pourquoi Roger_de_Rise De combattre pour vous a-t-il la charge prise, Contre son propre amour ? où l'avez-vous trouvé ? Aviez-vous quelquefois sa valeur éprouvé ?"")","('#leon', 'Mais avant le combat regardez son visage,  Madame, le voilà prêt à vous contenter.  Il lui lève sa visière.')",1.41,Substitution
399,"('#leon', ""Magnanime Empereur, et vous astres de France, Vous connaîtrez combien l'amour ha de puissance Qui sourd de la vertu, par l'étrange accident De Roger en Bulgare arrivé d'Occident."")","('#marphise', ""M'abusez-vous, mes yeux, il n'en faut plus douter.  Ah, mon frère, c'est vous. "")",1.13,Substitution
400,"('#charlemagne', ""J'entendrai volontiers cette étrange aventure, Si de la nous conter ne vous est chose dure."")",,1.0,Insertion
401,"('#leon', ""Aux champs Bulgariens mon père guerroyait, Et d'hommes et chevaux la campagne effrayait, Pour recouvrer Belgrade à l'empire ravie. Vatran, leur Roi Vatran, se l'était asservie Et la voulait défendre, ayant de toutes pars Pour tenir la campagne amassé des soudards. Ils sortent dessus nous d'une ardeur animée, Renversant, terrassant la plus part de l'armée, Jusqu'à tant que Vatran de ma main abattu Leur fit perdre, mourant, le coeur et la vertu. Lors nous les repoussons, les hachant mille à mille, Et fussions pêle-mêle entrez dedans la ville, Sans Roger, qui survint aux deux parts inconnu, Par qui de nos soudards fut l'effort retenu. Il fait tant de beaux faits, de prouesses si grandes, Qu'il rompit, qu'il chassa nos vainqueresses bandes. Je le vey dans les rangs foudroyer tout ainsi Qu'en un blé prest à tondre un orage obscurci. Je le prins en amour, bien qu'il nous fit outrage, Et l'eut toujours depuis gravé dans mon courage. Nous retirons nos gens pour nos maisons revoir. Mais Roger, qui eut lors de m'occire vouloir, Vint jusqu'en Novengrade, où connu d'aventure Fut pris et dévalé dans une fosse obscure. On le condamne à mort : dont étant averti, Du château de mon père en secret je parti. J'entre dans la prison, les fers je lui arrache ; Je le mène en ma chambre ou long temps je le cache. Aussitôt fut le ban de Bradamante ouï, Dont, pour avoir Roger, je fus fort réjoui, Espérant que pour moi, comme il me fait promesse, Il irait au combat et vaincrait maîtresse. Nous arrivons ici, sans qu'aucun de nous sut Son nom, sa qualité, ni que Roger il fut. Il entre dans la lice, il combat, il surmonte, Retourne en mon logis, et sur son cheval monte, S'en part secrètement, entre en un bois épais, Voulant s'y confiner et n'en sortir jamais. Or ayant malgré moi la bataille entreprise, Pour maintenir mon droit, contre sa soeur Marphise, Ne le retrouvant plus, fâché, je cours après, Et le trouve en ce fort confit en durs regrets, Résolu de mourir d'une faim languissante, Pour m'avoir surmonté sa chère Bradamante ; Me conte son malheur, son être et son dessein, Me prie de le laisser consommer par la faim. Je demeure éperdu d'entendre telle chose, Puis à le consoler mon esprit je dispose, Lui redonne sa Dame, et jurant, lui promets, Plutôt qu'il en ait mal, n'y prétendre jamais. Sire, elle est toute à lui : ne tardez davantage De faire consommer un si bon mariage."")","('#roger', ""Oui, c'est moi qui vous blâme  D'avoir trop bien servi mon repos et ma flamme,  Et de trop d'amitié pour un frère perdu. "")",1.22,Substitution
402,,"('#renaud', ""Donc après tant de voeux le Ciel nous l'a rendu.  Ô mon frère, ô Roger. "")",1.0,Deletion
403,"('#charlemagne', ""Je le veux, je le veux. Qu'en dites-vous, Aymon ?"")","('#roger', ""Souffrez que je vous quitte.  Et qu'envers l'Empereur d'un devoir je m'acquitte. "")",1.28,Substitution
404,"('#aymon', ""Je le veux bien aussi, je le trouve très bon. Roger mon cher enfant, ça que je vous embrasse! J'ai grand peur que je sois en votre male-grâce : Pardonnez-moi, mon fils, si j'ai si longuement Tenu par ma rigueur vos amours en tourment."")","('#charles', ""Quoi, suis-je le dernier qui vous dois caresser ?  Non, mon fils, approchez, je vous veux embrasser.  Ah ! Que le Ciel me donne une parfaite joie,  Et que je suis ravi du bonheur qu'il m'envoie ?  Qu'on vous a désiré dans toute cette Cour. "")",0.07,Substitution
405,"('#ambassadeurs', ""Nous, premiers Palatins de la grand' Bulgarie, Venons offrir aux pieds de votre seigneurie Nos personnes, nos biens, nos honneurs, notre foi, Vous ayant d'un accord élu pour notre Roi. Ne veuillez refuser notre humble servitude : Nous vous avons cherché en grand' sollicitude : Par maintes régions, pour avoir un seigneur Qui nos peuples remplisse et de biens et d'honneur."")","('#aymon', 'Les dieux en soient loués, vous voilà de retour. ')",1.23,Substitution
406,"('#roger', ""J'accepte le présent qui me fait la province : Soyez-moi bons sujets, je vous serai bon prince. Je maintiendrai le peuple en une heureuse paix, Faisant justice droite à bons et à mauvais. Je me consacre à vous, et promets vous défendre Contre tous ennemis qui voudront vous offendre."")","('#roger', ""Si votre Majesté comble de tant de grâce,  Un pauvre chevalier que faudra-t-il qu'il fasse,  Pour n'être pas ingrat aux faveurs qu'il reçoit,  Mourir en vous servant, c'est le moins qu'il vous doit.  Aussi j'ai protesté par cette obéissance,  Que mon coeur vous jura depuis ma connaissance,  D'employer tous mes jours dans la fidélité,  Qui m'attache à jamais à votre Majesté. "")",0.0,Match
407,"('#ambassadeurs', ""Constantin l'empereur lève de toutes parts Pour dompter le Royaume un monde de soudards. Le peuple est en effroi, la frontière s'étonne. Nous n'avons plus voisin qui ne nous abandonne. Mais vous nous conduisant hardis nous passerons, Jusqu'au sein de la Grèce, et l'en déchasserons."")","('#charles', ""Ces bonnes volontés me rendent redevable,  Aussi vivez certain d'une amitié semblable,  Connaissant vos vertus j'en ferai toujours cas.  Mais dieux ! Se peut-il bien qu'on ne s'abuse pas,  Que devant ce harnois, et contre notre attente,  Vous ayez en effet combattu Bradamante ? "")",0.44,Substitution
408,"('#roger', ""S'il plaît à notre Dieu, qui toute chose ordonne, J'irai dans peu de mois recevoir la couronne, Pour avec le conseil et l'appui de vous tous Empêcher l'ennemi d'entreprendre sur vous."")","('#leon', ""Que votre Majesté m'écoute s'il lui plaît,  Elle apprendra de moi l'affaire comme elle est,  Et quoique ce récit soit contraire à ma gloire,  Je vous en redirai la véritable histoire.  Constantin et Vatran Roi des Bulgariens,  Tous deux proches voisins, tous deux grands terriens,  Sur les inimitiés d'une vieille querelle,  Se faisaient dès longtemps une guerre mortelle.  Conducteur de l'armée, après plusieurs combats,  J'avais presque réduis nos ennemis à bas. \t J'entrai dans leur pays quand le Roi se dispose  De finir les malheurs que la guerre lui cause,  Nous présente bataille, et le jour ordonné,  Chaque troupe parut au combat assigné.  Dès que les instruments les eurent animées,  On vit branler d'abord ses deux forces armées.  Dont le choc furieux et les cris pleins d'horreur,  Aux coeurs plus assurés donnaient de la terreur,  Soudain de mille corps la terre fut couverte,  Encore aucun parti ne reconnaît sa perte,  Et l'on voit les mourants ensemble renversés,  Tant amis qu'ennemis, pêle-mêle entassés.  Et le sang a déjà changé toute la plaine,  La victoire arrêta longuement incertaine,  Encor aucun parti ne peut être vainqueur,  Lorsque animant les miens, je leur remets le coeur.  Je fends l'épée au poing la troupe plus épaisse,  Là j'aperçois Vatran, qui fend aussi la presse.  Nous nous joignons tous deux, et sans être empêchés,  Nous fûmes quelque temps au combat attachés.  Mais enfin ennuyés d'une si longue guerre,  Percés de plusieurs coups, je le porte par terre.  Sa mort traîna soudain la défaite des siens,  Qui tous épouvantés quittent la place aux miens.  Enfin tout se débande, et se met à la fuite,  Le Grégeois court après, ardent à la poursuite :  Mais lorsqu'à la défaite ils sont plus empressés,  Par un seul cavalier je les vois repoussés,  Qui comme un tourbillon en l'éclat d'un tonnerre,  Renverse en un moment un escadron par terre.  À ce premier abord tout fait jour, tout le fuit,  Où il tourne ses pas la victoire le suit,  Et la mort infaillible en tous lieux l'accompagne,  Il a de mille morts jonché cette campagne,  Et le sang qui ruisselle en mille et mille lieux,  Sous tant de corps mourants épouvante nos yeux,  Connaissant à sa race un chemin assez ample,  L'ennemi se rallie, et tue à sen exemple :  Ses redoutables coups font peur même de loin,  Pour moi je fus content d'en être le témoin,  Et du haut d'un coteau qui découvre la plaine,  Je le vois tout sanglant, sans colère et sans haine,  Et la perte des miens ne me peut animer,  Tant sa rare valeur me force de l'aimer,  Voyant entièrement notre troupe défaite,  Je veux sauver le reste et fais une retraite. Roger aiguillonné de colère et d'amour,  Était parti d'ici pour me priver du jour,  Et piqué vivement du dessein qui le presse,  Il allait me chercher au giron de la Grèce.  Il méprise la voix du peuple qui le suit,  Mais étant déjà las et proche de la nuit,  Il couche à Navangrade, où son hôte s'avise  De cette redoutable et sanglante devise.  La ville était à nous, et par le Gouverneur  Il fut surpris au lit sans peine et sans honneur.  On le mène à mon père, et lui plein de vengeance,  Résolut de le perdre étant en sa puissance,  Le met dans des cachots qui sont privés du jour,  Moi que tant de valeur avait rempli d'amour,  Je ne peux voir longtemps le traiter de la sorte,  Je tue son geôlier, je fais rompre sa porte,  Et pendant le silence et l'horreur de la nuit,  De l'obscure prison je le tire sans bruit,  Me fais connaître à lui, le caresse et l'embrasse,  Il me caresse aussi, mais de si bonne grâce,  Que l'amour que j'avais s'en accrut de moitié,  Et se forma dès lors une ardente amitié.  Bien peu de temps après porté de l'espérance,  Et guidé de l'Amour, j'arrivai dans la France.  Lui sans être connu m'accompagna toujours,  Je le fis confident de toutes mes amours,  Et dès lors que ce bruit vint troubler mon attente,  Qu'il fallait au combat acquérir Bradamante,  Certain de sa valeur, et certain de sa foi,  Je le vins conjurer de combattre pour moi.  Où d'un simple bienfait, reconnaissance extrême,  Ce pauvre chevalier s'arma contre soi-même,  Résolu de mourir combattit à vos yeux.  Vous savez si pour soi on saurait faire mieux.  Vous saurez à loisir le succès de sa fuite,  Le regret que j'en eus, et ma longue poursuite,  Comme il m'a découvert son nom et ses amours,  Que nous vous apprendrons par un plus long discours. "")",0.62,Substitution
409,"('#leon', ""Il n'en sera besoin, que cela ne vous presse : Car puis qu'ils sont à vous, je leur ferai promesse, Et sous foi d'Empereur, qu'ils seront désormais De la part de mon père assurés à jamais. Vivez en doux repos, et que dans votre tête Ne reste aucun souci qui trouble votre fête."")","('#charles', ""Certes, jamais récit ne vint à mes oreilles,  Qui toucha mon esprit de si grandes merveilles.  Ces excès de vertus sont encor si nouveaux ?  Que l'on n'en vit jamais des exemples si beaux.  Pour moi je les admire, et déjà me prépare  D'être participant d'une amitié si rare,  Si vous souffrez un tiers dans votre affection. "")",0.68,Substitution
410,"('#beatrix', ""Puisque Roger est roi, j'ai mon esprit contant. Qu'on mande tôt ma fille : et qu'est-ce qu'on attend ? Dites-lui qu'elle est reine, et que l'on la marie À son ami Roger, le Roi_de_Bulgarie ; Qu'elle se face belle, et reprenne son teint, Qui par ses longues pleurs était si fort déteint."")","('#roger', ""Si vous nous élevez à tant d'ambition,  Vous enorgueillirez deux âmes insolentes,  Et que trop de faveur rendra méconnaissantes. "")",1.03,Substitution
411,,"('#renaud', ""Je perdrais à regret l'espoir que j'ai conçu,  Si dans cette union je n'étais pas reçu. "")",1.0,Deletion
412,"('#hippalque', ""Vrai Dieu, que j'ai de joie ! Ô l'heureuse journée ! Heureuse Bradamante ! Ô moi bien fortunée ! Jésus, que je suis aise! et qu'aise je me vois ! Je ne sais que je fais, tant je suis hors de moi ! Qui eut jamais pensé d'une amère tristesse Voir sourdre tout soudain une telle liesse ? Tout était désastreux, chétif, infortuné. Mon âme n'eut deux jours en mon corps séjourné Si le mal eust eu cours, car avec ma maîtresse J'eusse triste rompu le fil de ma jeunesse. Hé dieux qu'elle a de mal! l'amour brûle son coeur. Le forçant désespoir, le dépit, la rancoeur La bourelle sans cesse, et la chétive dame À la mort, à la mort continûment réclame. De son teint, où l'albâtre opposé jaunissait, De sa lèvre, où la rose en ses plis ternissait, La grâce est effacée : une pâleur mortelle, L'amaigrissant, déteint toute la beauté d'elle. Or, grâce à notre Dieu, notre bon Dieu, l'ennui Qui lui brassait ce mal est éteint aujourd'hui. Je lui vais annoncer nouvelle assez battante Pour morte l'arracher de la tombe relante. Que de joie elle aura ! Celui, comme je crois, Qui condamné reçoit la grâce de son Roi Sur le triste échafaud prêt de laisser la vie, N'est d'aise si ravi qu'elle en sera ravie. Mais je la vois venir : hélas! quelle pitié! Quelle est déconfortée ! Ô cruelle amitié! Elle croise les bras, et tourne au ciel la vue. Elle soupire hélas ! Je m'en sens toute émue. Je m'en vais l'aborder, car ma foi je ne puis, Je ne puis plus la voir en de si durs ennuis. Pourquoi de la douleur vous faites-vous la proie, Ores que tout le monde est transporté de joie, Que tout rit, que tout danse ? Il faut quitter ces pleurs, Et ces tranchants soupirs compagnons de douleurs."")","('#roger', ""Je me console aussi d'une telle espérance,  Je sais ce que je dois à l'honneur de la France,  Et je n'ignore point la bonne volonté,  Dont je suis redevable à sa seule bonté,  Que je reconnaîtrai par cette même vie,  Qu'il a par son support à jamais affermie. "")",0.33,Substitution
413,"('#bradamante', 'Las qui vous meut Hippalque ? Êtes-vous en vous-même ?')","('#renaud', ""Ces compliments sans fin témoignent des froideurs,  Mais d'où viennent ces gens ? Ils sont Ambassadeurs.  J'ignore leur pays, mais si on les écoute,  Le discours qu'ils feront, nous tirera de doute. "")",1.72,Substitution
