regnard-arlequin-bonnes-fortunes,regnard-coquette,Score
-,"('#mezzetin', ""Monsieur, ce sont des filles surnaturelles, qui connaissent les astres, les langues, et tout ce qu'il y a de plus extraordinaire au monde et hors du monde ; elles ne parlent qu'en vers : enfin, ce sont des filles d'un mérite sublime. "")",0.0
-,"('#arlequin', 'Puisque ces créatures -là savent tant de belles choses, elles pourront donc bien me déterminer sur un mariage ? ')",0.0
-,"('#mezzetin', ""Vous ne pouvez pas mieux vous adresser. Il s'en va en chantant avec sa troupe. "")",0.0
-,"('#arlequin', ""Mesdames, pour venir à la conclusion,  Vous saurez que je sens une convulsion,  Un appétit, nommé vapeurs de mariage ;  Un... là... quelque Arlequin qui demande passage.  Me dois-je marier ?  Oh ! Vous avez raison.  Et vous, à votre avis, me marierai-je, ou non ?  C'est bien dit ; à ces mots il n'est point de réplique.  Dans leur langue, à mon tour, il faut que je m'explique.  Vous m'entendez donc bien : enfin, sans tant parler,  (Car cela vous fait mal) devrais-je convoler ? ) La première Bohémienne gesticule et ne dit mot.  La seconde Bohémienne gesticule et ne dit mot.  Il fait beaucoup de gestes sans rien dire, ensuite il continue. "")",0.0
-,"('#premiere-bohemienne', 'Oui. ')",0.0
-,"('#seconde-bohemienne', 'Non.')",0.0
-,"('#arlequin', 'Comment ?')",0.0
-,"('#premiere-bohemienne', 'Oui.')",0.0
-,"('#seconde-bohemienne', 'Non.')",0.0
-,"('#arlequin', 'Quelle peste de gamme !')",0.0
-,"('#premiere-bohemienne', ""C'est manquer de bon sens que de vivre sans femme. "")",0.0
-,"('#seconde-bohemienne', 'Et pour se marier, il faut être archi-fou.')",0.0
-,"('#arlequin', 'Celle-ci, par ma foi, lui rive bien son clou.')",0.0
-,"('#premiere-bohemienne', ""Oui, l'hymen est des dieux le plus parfait ouvrage ;  C'est le port assuré: dans le libertinage,  Le noeud qui nous unit avec de doux accords,  La porte des plaisirs qu'on goûte sans remords,  Le bridon qui retient la jeunesse fougueuse,  L'onguent qui guérit seul la brûlure amoureuse,  Des blessures du coeur l'appareil souverain,  Et la forge, en un mot, de tout le genre humain."")",0.0
-,"('#arlequin', ""J'en connais bien pourtant de plus d'une fabrique,  Qui ne furent jamais faits dans cette boutique ;  Enfants du pur hasard ; et, sans aller plus loin,  J'en trouverais peut-être ici plus d'un témoin. "")",0.0
-,"('#seconde-bohemienne', ""Non, l'hymen, quel qu'il soit, est un dur esclavage,  Une mer où l'honneur bien souvent fait naufrage,  Un grand chemin rempli de voleurs dangereux,  Une terre fertile en bois malencontreux,  Un magasin de fraude, où l'on fait de commande  Marchandise mêlée et bien de contrebande ;  C'est l'écueil du plaisir : pour tout dire en un mot,  C'est une souricière où l'on attrape un sot. "")",0.0
-,"('#arlequin', ""Cet avis, à mon goût, vaut bien l'autre, madame. "")",0.0
-,"('#premiere-bohemienne', ""Un homme ne saurait vivre content sans femme ;  Sans elle une maison irait tout de travers :  Elle sait du destin partager les revers ;  Elle sert un mari, soulage sa vieillesse :  La femme est dans le monde un miroir de sagesse,  Le temple de l'honneur, le chef-d'oeuvre des cieux ;  La beauté fut son lot, l'esprit son apanage,  La vertu son domaine, et l'honneur son partage."")",0.0
-,"('#arlequin', 'Oui, cela se disait du temps de Jean-de-Vert. ')",0.0
-,"('#seconde-bohemienne', ""Plutôt que prendre femme, épousez un désert :  Par elle une maison va tout en décadence ;  Elle ne met jamais de frein à sa dépense ;  Elle accroît les chagrins, loin de les partager :  La femme est en tout temps un éminent danger,  Un vaisseau sur lequel le nocher le plus sage  Appréhende le calme autant qu'il fait l'orage ;  C'est l'arsenic du coeur : la fureur la conduit ;  L'inconstance en tout temps ou l'escorte ou la suit,  Et la vengeance, enfin, est toujours devant elle."")",0.0
-,"('#arlequin', ""Oh ! Vous avez raison ; je sais qu'une femelle  Qui prétend se venger d'un époux offensif,  Devient des animaux le plus vindicatif. "")",0.0
-,"('#premiere-bohemienne', ""Quand on la nomme un mal et doux et nécessaire,  C'est qu'on lui voit toujours quelque vertu pour plaire ;  Si le ciel ne l'a pas faite avec un beau corps,  Il aura sur l'esprit répandu ses trésors ;  Si des biens de fortune elle n'est point fournie,  Elle se fait un fonds de son économie :  La sotte d'ordinaire a l'esprit complaisant,  La folle quelquefois plaît par son enjouement ;  Dans une femme, enfin, toujours quelque mérite  De ses petits défauts aisément nous racquitte."")",0.0
-,"('#arlequin', ""Qui nous racquittera, dites-nous, s'il vous plaît,  Lorsque de notre honneur elle tire intérêt ? "")",0.0
-,"('#seconde-bohemienne', ""Si de quelques vertus les femmes sont pourvues,  Ces vertus de défauts sont souvent corrompues ;  La belle est toujours bête, ou croit qu'un teint fleuri  Est un trop beau morceau pour un sot de mari ;  La savante ne dit que vers, métamorphose,  Et méprise un époux qui ne parle qu'en prose :  Celle qui d'un beau sang voit ses pères issus,  Vous compte ses aïeux pour toutes ses vertus.  Non, quelque qualité qui règne dans son âme,  Quelque vertu qu'elle ait, c'est toujours une femme ;  C'est-à-dire attentive à l'amant qui languit,  Et vous savez, casta quam nemo rogavit."")",0.0
-,"('#arlequin', ""Voilà, je vous l'avoue, un extrait de sorcière,  Que les femmes devraient jeter dans la rivière :  Elle en dit peu de bien. "")",0.0
-,"('#seconde-bohemienne', ""Touchez là, j'en dirai,  Foi de fille d'honneur, sitôt que j'en saurai. "")",0.0
-,"('#arlequin', 'Mais parlez-moi français ;... là, si je me marie,  Ne serai-je point,... là... ')",0.0
-,"('#premiere-bohemienne', 'Quoi, là ?')",0.0
-,"('#arlequin', 'Je vous en prie,  Ne me déguisez rien. ')",0.0
"('#le-vicomte', 'Quoi donc ? ')","('#premiere-bohemienne', 'Quoi donc ? ')",1.0
