,leclerc-iphigenie,rotrou-iphigenie,Cost,Operation Type
183,"('#clytemnestre', ""Avant qu'on fasse un dangereux éclat Par douceur, s'il se peut, prévenons l'attentat, Et voyons si mes pleurs, ma plainte et ma prière En faveur de la fille attendriront le père."")","('#clytemnestre', ""Que la terre et le ciel pour ma perte s'assemble, En vous un seul ami m'est tout le monde ensemble. Opposant un Achille aux menaces du sort, Mon malheur est trop faible et mon parti trop fort."")",1.07,Substitution
184,"('#achille', ""Il doit se joindre à nous pour son propre intérêt, Tout le camp, de Diane, ignore encor l'arrêt, Et le Ciel peut changer l'ordre du sacrifice ; Mais si ce cruel père en est toujours complice, Si contre nos désirs de l'Oracle inhumain Le camp mieux informé seconde le dessein, Si l'obstiné Calcas ne change de langage, On verra ce que peut un amant qu'on outrage, Que les plus grands périls ne sauraient émouvoir, Et qui ne prend de loi que de son désespoir."")","('#ardelie', 'Que je ne pleure point quand votre mort est proche, Croyez-vous que ce sein enferme un coeur de roche, Et ne vous voyant plus pensez-vous que mes yeux, Puissent voir sans regret la lumière des cieux.')",0.65,Substitution
185,"('#clytemnestre', ""Ô ! Dans ton infortune heureuse Iphigénie D'avoir ce défenseur contre la tyrannie, Qui du vouloir des Dieux cherche à s'autoriser Et qu'un père barbare ose favoriser."")","('#iphigenie', ""Hé ma chère Ardélie épargnez, ma constance, Considérant ma mort regardez ma naissance, Et combien il importe à ma condition, De ne commettre pas une lâche action : Mourir est un tribut qu'on doit aux destinées, Où leur décret fatal n'a point prescrit d'années : On doit si tôt qu'on naît, il faut sans s'effrayer, Quand la mort nous assigne être prête à payer."")",0.68,Substitution
186,"('#achille', ""Souffrez que je la voie, et que j'aille auprès d'elle Prendre pour sa défense une force nouvelle."")","('#ardelie', ""Hélas ainsi du cygne aux rives de Méandre, À l'heure de sa mort le chant se fait entendre, Et le flambeau mourant comme votre beauté, Au moment qu'il s'éteint jette plus de clarté."")",0.95,Substitution
187,"('#clytemnestre', ""Allez, Achille, allez ; mais ne l'alarmez pas, Elle ignore l'arrêt qu'a prononcé Calcas. Espère, Clytemnestre, et cesse de te plaindre, Achille aime ta fille, elle ne doit rien craindre, Il saura triompher des rigueurs de son sort. Amour de tous les Dieux est le Dieu le plus fort."")","('#iphigenie', ""Va retrouver ma mère, où nous l'avons laissée, Je n'y pouvais rester ses pleurs m'en ont chassée, Quant j'ai senti mon coeur prêt à se démentir, J'ai cru que mon honneur m'obligerait d'en sortir, Entre voici le Roi qui ne porte au visage, Rien que de malheureux et funeste présage."")",0.72,Substitution
188,,"('#agamemnon', ""J'ai de ce sacrifice ordonné les apprêts."")",1.0,Deletion
189,,"('#iphigenie', 'Vous prenez trop de part dans mes intérêts.')",1.0,Deletion
190,,"('#agamemnon', ""Mes voeux en obtiendront le succès que j'espère."")",1.0,Deletion
191,,"('#iphigenie', ""Ils passent les devoirs et l'amitié d'un père."")",1.0,Deletion
192,,"('#agamemnon', 'Il faut considérer la victime avec soin.')",1.0,Deletion
193,,"('#iphigenie', ""Alors qu'on l'ouvrira je n'en serai pas loin."")",1.0,Deletion
194,,"('#agamemnon', ""Tout le camp s'intéresse au bien qui vous arrive."")",1.0,Deletion
195,"('#iphigenie', ""Oui, je l'ai vu, Clytie, et j'ai sujet de croire Qu'Achille me chérit à l'égal de la gloire : Ses regards languissants, ses timides soupirs M'ont dans leur retenue expliqué ses désirs, Et voulant me parler de l'amour qui le touche, Son silence en a dit beaucoup plus que sa bouche ; Mais ce n'est pas, Clytie, aujourd'hui seulement Que j'ai vu de son coeur le secret sentiment, Quand ce Prince aussi craint que le Dieu du Tonnerre, Et qui porte avec lui le destin de la guerre, Par l'adresse d'Ulysse arraché de Scyros Pour le secours des Grecs vint s'offrir dans Argos, Il me vit, je lui plus, oui, si je l'ose dire De mes faibles attraits il ressentit l'Empire, Et ce Héros si fier au milieu des hasards Parût tout interdit à mes premiers regards : La Reine avec plaisir le connut elle-même, Et de ses hauts projets l'ambition extrême Par des soins obligeants rattachant à la Cour De ce timide amant encouragea l'amour. Seule par mes froideurs, par mon indifférence Je ne fis dans son coeur naître aucune espérance, Et je le vis partir cet Amant enflammé Sans qu'il connut son sort et s'il serait aimé. Madame, me dit-il, j'aurais l'âme trop vaine De vous croire sensible à l'excès de ma peine, Qui n'a rien fait pour vous ne doit pas l'espérer, Et doit souffrir son mal sans jamais murmurer : Le Ciel à mon amour ouvre une belle voie, Il s'expliquera mieux sur les cendres de Troie : Le succès d'une guerre où je suis engagé, Agamemnon content et Ménélas vengé, Vous parlerons pour moi, si la Parque cruelle Ne m'ôte une espérance et si douce et si belle, Et si je ne meurs pas en partant de ce lieu. Ses pleurs et ses soupirs achevèrent l'adieu."")","('#iphigenie', ""Je sais que ce seul bien l'arrête en cette rive."")",0.96,Substitution
196,,"('#agamemnon', 'Achille se dispose au bonheur de vous voir.')",1.0,Deletion
197,,"('#iphigenie', ""Et je m'attends aussi de le bien recevoir."")",1.0,Deletion
198,"('#clytie', ""Madame, à tant d'amour fûtes-vous insensible Si le Ciel ne vous fit un coeur inaccessible Vous avez dû l'aimer?"")","('#agamemnon', ""Répondez à l'amour dont son âme est ravie."")",0.39,Substitution
199,"('#iphigenie', ""Épargne à ma pudeur L'aveu d'un dur combat qui déchire mon coeur. Avant qu'un triste sort m'eût fait connaître Achille, Diane avait mes voeux ; et mon âme tranquille Voyant avec mépris le reste des mortels N'avait pour tout objet que l'amour des autels ; Mais pour t'ouvrir ici le secret de mon âme, Dès qu'Achille parût, que je connus sa flamme, Ma raison malgré moi s'en sentit éblouir Et je vis tous mes voeux presque s'évanouir. Te le dirais-je, hélas ! Un sentiment profane Fait qu'Achille en mon coeur combat contre Diane, Et j'ose encor douter si je dois aujourd'hui Donner mes jours pour elle, ou les garder pour lui. Plût au Ciel, que mon âme à l'amour indocile Eût toujours ignoré le mérite d'Achille, Ou qu'étant exposées paraître à ses yeux Diane m'eût appris à m'en défendre mieux. Mon coeur rempli des voeux offerts à la Déesse Eut gardé sa constance exempte de faiblesse, Sans qu'il se vit réduit au choix injurieux Ou d'affliger Achille, ou d'offenser les Dieux."")","('#iphigenie', ""Je n'établis qu'en lui tout l'espoir de ma vie."")",1.22,Substitution
200,"('#clytie', ""Quoi ! Ne touchons nous pas à l'heureuse journée , Qui doit conclure ici cet illustre hyménée."")",,1.0,Insertion
201,"('#iphigenie', ""Je ne sais, mais, Clytie, un désordre secret Qui fait qu'à cet Hymen je consens à regret Me contraint à douter que le Ciel l'accomplisse."")","('#agamemnon', ""Il tient l'être des Dieux, sa gloire est sans défaut."")",1.11,Substitution
202,"('#clytie', 'Calcas pour cet Hymen prépare un sacrifice.')","('#iphigenie', 'Votre soin en effet me destine trop haut.')",1.05,Substitution
203,"('#iphigenie', ""Le plaisir, qu'au moment qu'on flatte son espoir Achille en me voyant aurait dû recevoir M'a paru trop mêlé de douleur et de crainte ; J'ai cru voir dans son âme une mortelle atteinte. En vain il a voulu me cacher ses douleurs, De ses yeux composés il est sorti des pleurs. Je vois même la Reine interdite, étonnée, Elle qui n'aspirait qu'après cet hyménée, Depuis tantôt, Clytie, il faut qu'elle ait appris Quelque triste accident qui trouble ses esprits."")","('#agamemnon', ""Ha quel est ton bonheur de ne te pas entendre, Tu dis tout le secret que je n'ose t'apprendre."")",0.8,Substitution
204,"('#clytie', 'Guérissez votre coeur de ces vaines alarmes. La Reine vient.')","('#ardelie', 'Madame le voilà contenez vos douleurs.')",1.42,Substitution
205,"('#agamemnon', 'Ô Ciel ! Je vois couler ses larmes.')","('#agamemnon', ""Quel malheur vous afflige et vous tire des pleurs, En ce commun sujet d'allégresse et de joie."")",0.69,Substitution
206,,"('#clytemnestre', 'Celui qui nous sépare et qui vous mène à Troie.')",1.0,Deletion
207,"('#iphigenie', 'Madame, quel chagrin vous arrache des pleurs ?')","('#agamemnon', ""Mais quel trouble commun remarquai-je en ces lieux, Et d'où vient que chacun portant sur moi les yeux. Semble, la face émue et l'action contrainte, M'adresser sans parler quelque secrète plainte."")",0.96,Substitution
208,,"('#clytemnestre', 'Me satisferez-vous en deux mots seulement.')",1.0,Deletion
209,"('#clytemnestre', 'Laisse-moi te cacher le plus grand des malheurs, Diane est implacable.')","('#agamemnon', 'Je ne vous tairai rien parlez-moi librement.')",1.22,Substitution
210,"('#iphigenie', 'Un nouveau sacrifice, Madame, ne peut-il nous la rendre propice ? Que ne la puis-je, hélas, apaiser de mon sang !')","('#clytemnestre', ""La mort de votre fille est elle résolue, Et vous souvenez-vous de qui vous l'avez eue : Quiconque par votre ordre entreprend cette mort. Qu'il perce auparavant le flanc d'où elle sort, Où qu'il n'épargne pas d'en obtenir l'issue, Que vous en prétendez et qu'il en a conçue."")",0.69,Substitution
211,"('#clytemnestre', ""Ce beau zèle sied bien à celles de ton rang : Mais il est trop cruel pour mon âme trop tendre, Et dit tout le secret que je n'ose t'apprendre."")","('#agamemnon', 'Ô nature ! Ô mon sang ! Tu reçois cet affront.')",1.15,Substitution
212,"('#iphigenie', 'Quel est il ce secret, Madame, au nom des Dieux ?')","('#clytemnestre', 'Votre sang coulera si vous levez le front. Ce dessein se lit trop dedans votre tristesse, Ce silence le dit, ce trouble le confesse.')",0.88,Substitution
213,"('#clytemnestre', 'On te veut pour victime en ces funestes lieux, Pour conduire les Grecs aux murailles de Troie, Ton sang à leurs vaisseaux en doit tracer la voie, Diane le demande.')","('#agamemnon', ""Je me tais, les discours me meurent en naissant, Et ma voix en mon sein s'étouffe en se pressant."")",1.29,Substitution
214,"('#iphigenie', ""Ô Ciel ! Que dites-vous ? Diane n'a donc fait mériter son courroux ?"")",,1.0,Insertion
215,"('#clytemnestre', ""Calcas jusques ici n'en a point dit la cause ; Mais pour remède seul c'est ta mort qu'il propose, Et par un lâche aveu qui me comble d'horreur, Ton père est le premier à te percer le coeur."")","('#clytemnestre', ""Ce silence est l'effet du remords qui vous touche, Ouvrez l'oreille au moins si vous n'ouvrez la bouche, Parlons avec franchises et ne nous servons plus Des énigmes obscurs d'un sens double et confus, Ce n'est pas d'aujourd'hui que je dois être instruite, De votre procédure est de votre conduite : J'ai reconnu trop tôt, et trop tard pour mon bien. Ce mauvais naturel qui ne respecte rien, Votre première vue à mon repos fatale, Me coûta mon époux le malheureux Tantale, Dont votre violence acheva ce dessein, Pour donner en mon lit place à son assassin, Votre force m'acquit bien plus que votre flamme, Et je fus votre rapt et non pas votre femme : Vous plongeâtes depuis cette cruelle main, Au sang d'un de mes fils arraché de mon sein, De ses membres mourants bâtites les murailles, Et de ces flancs ouverts tirâtes les entrailles : Le coeur me saigne encorde cet acte odieux, Car ce fameux exploit se commit à mes yeux : Alors pour vous livrer une mortelle guerre : Mes frères de soldats épuisèrent leur terre, Ils vinrent en Argos, mais votre repentir, En obtint votre grâce et les en fit sortir, Mon frère confirma ce subit hyménée, J'avais été ravie et je vous fus donnée, Quant notre lit fut calme et que l'affection En chassa le désordre et la dissension, Je vous fis admirer la grandeur de ma vie, Jamais mes actions n'ont fait parler l'envie, J'ai reçu sans reproches et jamais suborneur N'a que de vains efforts assailli mon honneur, Comme la pureté rend la couche seconde, Bientôt de trois beautés la nôtre orna le monde, Et comme les enfants sont d'agréables noeuds, Qui resserrent les coeurs et réchauffent les voeux. Ces fruits de notre hymen en accrurent la flamme, Nous ne faisions qu'un coeur, nous ne faisions qu'une âme. Et ce Dieu n'a jamais dans la maison des Rois, Plus glorieusement vu révérer ses lois ; Aujourd'hui quel Démon de divorce et de haine, Veut de cet union détacher une chaîne, Et misérablement priver du bien du jour, Le gage le plus cher que j'ai de votre amour : C'est ouvrage est celui que vous voulez défaire, Ne vous souvient-il point que vous êtes sont père : Cet auguste maintien, cet oeil modeste et doux, Ne vous montrait-il point quelque chose de vous. Si vous ne respectez votre propre famille, C'est un fatal honneur que d'être votre fille, Elle vous doit le jour sa vie est votre bien, Mais si vous l'en privez elle ne vous en doit rien : Si vous n'avez pour elle un naturel de père, Laissez-lui pour le moins ce quelle a de sa mère : Ne la dépouillez point de ce qui m'appartient, Ne tirez pas de moi la moitié qu'elle en tient, Quelle effet produira cette mort inhumaine, Le repos d'un jaloux et le retour d'Hélène. Ô Dieux l'illustre exploit que vous entreprenez, Et bien digne du soin que vous vous en donnez : C'est prendre bien avant les intérêts d'un frère, Et mettre à haute estime une femme adultère, Que de la ramener au lit de son époux, Au prix du plus pur sang qui soit sorti de nous, Quant vous rendrez au ciel ce triste sacrifice, De quoi le privez-vous, de vous être propice, Quels raisonnables voeux pourrez-vous concevoir En un si sacrilège et barbare devoir : Ne doutez de ses soins ni de ses assistances, Si pour des parricides il doit des récompenses, Et si pour plaire aux Dieux il ne faut que pécher, Sauvez votre dessein vous leur ferez bien cher : Peut être espérez vous qu'après le sac de Troie, On vous vienne au devant recevoir avec joie, Et vous féliciter de vos faits triomphants : Mais qui sera-ce, moi seront-ce vos enfants, Serez-vous désiré dedans votre famille, Ayant meurtri leur soeur ayant tué ma fille, Et ne pourrons nous pas redouter justement, De sortir étouffée de votre embrassement, Plutôt, plutôt, Seigneur, renoncez à la gloire D'une si périlleuse et funeste victoire, Et plutôt à jamais demeurent vos vaisseaux, Un immobile faix sur la plaine des eaux."")",0.08,Substitution
216,"('#iphigenie', ""Ne vous étonnez pas si ce grand coup m'étonne, Je ne l'attendais pas du bras qui me le donne. J'ai reçu jusqu'ici trop de faveurs du sort Pour ne pas frissonner à l'arrêt de ma mort, Les soins que l'on a pris d'élever mon enfance Pour mieux faire briller l'éclat de ma naissance, Le glorieux époux qu'on m'avait destiné, En qui la vertu luit sur un front couronné, Tant d'autres dons du Ciel, qui bornaient mon envie Faisaient qu'avec raison je chérissais la vie ; Mais s'il en faut sortir par une triste loi Croyez que je la crains plus pour vous que pour moi. Mon âme en est surprise, et non pas abattu : Diane veut ma mort, m'y voilà résolue."")","('#iphigenie', ""Grand Prince, car d'oser vous appeler mon père, À votre intention ce titre est bien contraire, Et vous avez pour moi trop d'inhumanité, Pour ne renoncer pas à cette qualité, S'il vous souvient pourtant que je suis la première, Qui vous ait appelle de ce doux nom de père,  Qui vous ait fait caresse et qui sur vos genoux, Vous ait servi longtemps d'un passe-temps si doux, Ne vous étonnez pas que cette mort m'étonne, Je ne l'attendais pas du bras qui me la donne : Et je me plains bien moins en mon mauvais destin, D'un tel assassinat que d'un tel assassin, La mort est un écueil fatal à tous les hommes, Nous y sommes sujets dès l'instant que nous sommes, Oui, Seigneur, la première et dernière des lois, Est la nécessité de mourir une fois, Je mourrai sans regret, mais par une aventure, Qui semble bien contraire aux lois de la nature, Et ma mère a sujet d'un juste étonnement En vous voyant pour moi si peu de sentiment, Vous reconnaîtrez bien les douleurs de sa couche, Et certes mon malheur très justement la touche : Quand vous semblez en moi désavouer son fruit Comme si vous doutiez et que vous l'ayez produit : Ai-je quelque intérêt aux affaires d'Hélène, Est-ce à moi d'épouser son amour ni sa haine, De défendre son coeur des voeux de ses amants, Et de répondre aux Dieux de ses déportements, Si quelqu'un doit périr si Diane l'ordonne, Ménélas son époux n'a-t-il pas Hermione, Qui plus qu'elle, est leur sang, et qui de ses parents, N'a plus de part moi dans tous leurs différents, D'avoir recours aux pleurs, d'implorer votre grâce, Un si vil procédé sent trop son âme basse : C'est une lâcheté que leur sang me défend, En cela connaissez que je suis votre enfant, Plus vous me témoignez de n'être plus mon père, Plus je m'efforcerai d'éprouver le contraire, Le sang qui sortira de ce sein innocent, Prouvera malgré vous sa source en se versant."")",0.0,Match
217,"('#clytemnestre', 'Je le vois, ce cruel, éclatez mes douleurs.')","('#ardelie', 'Ô fatale beauté, pernicieuse Hélène, Que tes folles amours te produiront de haine.')",1.08,Substitution
218,"('#agamemnon', 'Qui peut vous obliger à répandre des pleurs Dans ce commun sujet de triomphe et de joie ?')","('#agamemnon', ""Hé ma fille croyez que ce sanglant dessein, Me mettra plus qu'à vous le couteau dans le sein : Mais où le Ciel est juge, il n'est point de puissance, Qui ne doive à clos yeux souscrire à sa sentence, Si nous nous révoltons contre ces jugements, Son pouvoir contre nous arme les éléments : Un orage en la mer, un abîme en la terre, Un air contagieux, un foudre, ou un tonnerre ; Des funestes arrêts dont les Dieux sont auteurs, Au défaut des mortels sont les exécuteurs ; Sur vous seul est fondé tout l'espoir de la Grèce, Dedans ce grand parti le ciel vous intéresse, Et Diane en vous seule a mis la clef des vents, Qu'attendent pour partir mille Palais mouvants, Pour rompre ce voyage, et contenir l'armée, la résolution est trop confirmée, Sa fureur vengerait et sur vous et sur moi, Cet apparent mépris des soins que je lui dois : Ce n'est point Ménélas dont l'intérêt me presse, C'est le ciel, c'est l'Armée, et c'est toute la Grève : Et nous sommes sujets en la nécessité, D'exercer dessus nous cette inhumanité ; Après l'arrêt des Dieux l'innocence est coupable, •Autant qu'ils sont puissants il est irrévocable : Quelle que soit la perte il s'y faut préparer, C'est perdre encor le temps que d'en délibérer. Il sort."")",0.54,Substitution
219,"('#clytemnestre', 'Le sort qui nous sépare, et qui vous mène à Troie.')",,1.0,Insertion
220,"('#agamemnon', ""Il faut tout espérer de la faveur des Dieux Madame, le retour en sera glorieux , Et les heureux succès d'une juste vengeance Répareront bientôt la douleur de l'absence."")","('#clytemnestre', ""Va père indigne d'elle, et digne fils d'Atrée, Par qui la loi du sang fut si peu révérée, Et qui crut comme toi faire un exploit fameux, Au repas qu'il dressa des corps de ses neveux, Soule toi du plaisir de voir tes mains sanglantes, Du vermeil animé de ces roses vivantes, Mais garde de m'en faire une leçon pour toi, Cette main peut pécher contre la même loi, Et par ton propre exemple a toi-même funeste, Venger sur toi mon sang et celui de Thieste,"")",0.9,Substitution
221,"('#clytemnestre', ""Jusques à cet hyménée le Ciel par sa bonté À ma fille doit-il conserver la clarté ? Calcas vous aura dit qu'elle est sa destinée ?"")","('#iphigenie', ""Ha ! Madame étouffez ce dessein furieux, Qui ne peut qu'irriter la colère des Dieux, Me faire le sujet de cet énorme crime, Est offenser Diane et fouiller sa victime, Ne me pouvant sauver le bien de la clarté, S'il est possible au moins sauvez ma pureté."")",0.69,Substitution
222,"('#agamemnon', 'Madame, elle sera de gloire couronnée.')",,1.0,Insertion
223,"('#clytemnestre', ""Parlons avec franchise, et ne déguisons plus Son véritable sort sous des ternies confus. Dites-moi, quel Démon de divorce et de haine Veut rompre de nos coeurs la plus aimable chaîne, Et ravir lâchement la lumière du jour Au gage le plus cher que j'eus de votre amour ?"")","('#clytemnestre', ""Hélas je me souviens sacrilège et profane, De vous avoir vouée aux autels de Diane, La mort qu'on vous prépare et la peine où je suis, De ce voeu négligé sont les funestes fruits."")",0.22,Substitution
224,,"('#iphigenie', 'Quel guerrier en désordre accourt vers notre tente.')",1.0,Deletion
225,"('#agamemnon', ""Vous savez un secret qu'Oronte n'a pu taire ?"")",,1.0,Insertion
226,"('#clytemnestre', ""Hé quoi ! Vous prétendiez de m'en faire un mystère, Et vous ne me pressiez d'aller revoir Argos Que pour l'exécuter avec plus de repos ?"")","('#clytemnestre', ""Votre amant supposé, notre dernière attente, À qui votre intérêt si mon soupçon n'est vain, Contre vos ennemis met l'épais à la main, Admirez, par effet ce que l'on en raconte."")",0.64,Substitution
227,"('#agamemnon', ""Ah ! Madame, peut-on affliger ce qu'on aime ? J'aurais voulu pouvoir le cacher à moi-même."")","('#iphigenie', 'Madame cachons nous, le puis-je voir sans honte.')",0.59,Substitution
228,"('#clytemnestre', ""Si ce funeste coup vous touche autant que nous, Si vous nous aimez tant, que ne l'empêchez-vous [?]"")",,1.0,Insertion
229,"('#agamemnon', ""Hé ! Puis-je, Madame, et vous et votre Ulysse N'avez-vous pas conduit ma fille au sacrifice ? Calcas, si je balance, est tout prêt d'éclater, Suis-je maître d'un camp qui va se révolter, Et quand je pourrais tout, dois-je perdre ma gloire, Et le prix que j'attends des mains de la victoire ?"")","('#achille', ""Vile fange d'en peuple indigne de mes coups. Coeurs altérez des sangs, venez accourez tous, N'allez point jusques au pied des murailles de Troie, Du noir Palais des morts chercher la triste voie, Sans passer plus avant ta pointe de ce fer, Si l'essai vous en plaît vous ouvrira l'enfer,"")",0.22,Substitution
230,"('#clytemnestre', 'Quel prix vous peut payer un sang si précieux ?')",,1.0,Insertion
231,"('#agamemnon', 'Le salut de la Grèce, et la faveur des Dieux Qui nous sont de sa perte un devoir nécessaire.')","('#clytemnestre', ""Qu'est-ce Seigneur ?"")",1.71,Substitution
232,"('#iphigenie', ""Grand Roi, (car j'aurais peine à vous nommer mon père, De peur de réveiller des sentiments trop doux Dans le coeur d'un héros de sa gloire jaloux, ) Portez le coup mortel sans craindre qu'il m'étonne, Je suis prête à baiser la main qui me le donne, Et je vais triomphe des cruautés d'un sort, Où l'auteur de ma vie est celui de ma mort : Je mourrai glorieuse, et ma vertu constante, Des hommes et des Dieux surpassera l'attente."")","('#achille', ""Voyez ô déplorable Reine, Si je vous ai promis une assistance vaine : Par le moindre des morts dont les champs sont couverts Vos gens apprendront bien de quel bras je vous sers, Toute compassion, toute pitié bannie, L'armée à haute voix demande Iphigénie, Et quand j'ai contredit cette inhumanité, Un orage de cris sur moi s'est excité, Qui menaçait mes jours si de cette tempête Cet indomptable bras n'eut garanti ma tête."")",0.0,Match
233,,"('#clytemnestre', ""Et qu'ont fait vos soldat en cette occasion."")",1.0,Deletion
234,,"('#achille', 'Excite les premiers cette confusion.')",1.0,Deletion
235,"('#agamemnon', ""Je n'attendais pas moins d'un coeur si généreux."")","('#clytemnestre', 'Ô dieux !')",1.47,Substitution
236,"('#clytemnestre', ""Ah ! Cruel, pour subir un sort si rigoureux Quel intérêt a-t-elle à la perte d'Hélène ? Est-ce à nous d'épouser son amour ou sa haine, Et devons nous la rendre au lit de son époux Par la perte d'un bien et si cher et si doux ? De quel front, de quel air le verrez vous répandre Ce beau sang dont la voix se fait sans cesse entendre, Et vous dit, malgré vous, ô père trop cruel Traites-tu l'innocent comme le criminel."")","('#achille', ""Et les premiers condamné l'hyménée, Sous qui je remontrais qu'elle m'est destinée, M'accusant du forfait de cet audacieux, Qui pour faire un beau vol ravit le feu des Dieux."")",0.46,Substitution
237,"('#agamemnon', ""En vain vous réveillez les tendresses d'un père. Je dois agir en Roi, si vous parlez en mère, J'ai senti le premier tout ce que vous sentez."")","('#clytemnestre', ""C'est sans doute un grand mal qu'une grande assemblée, Son calme est une paix qu'on a bientôt troublée, Et l'agitation de son énorme corps, Ne se peut arrêter sans de puissants efforts."")",1.0,Substitution
238,"('#clytemnestre', 'Sa mort vous fait horreur et vous y consentez.')",,1.0,Insertion
239,"('#agamemnon', ""Hélas ! Mon mauvais sort ne souffre point d'excuses, Son absolu décret a prévenu mes ruses, Il a paré mes coups, confondu mes desseins, Et contre la nature a révolté mes mains. Non, il faut qu'il m'en coûte une si chère tête, Et j'ai dit à Calcas que sa victime est prête, Ce n'est plus qu'à ma fille à satisfaire aux Dieux, Et nous montrer un coeur digne de ses aïeux."")","('#achille', ""Mais je vous servirai quelque effort qui s'oppose, Et de votre intérêt je fais ma propre cause."")",0.52,Substitution
240,,"('#clytemnestre', 'Seul.')",1.0,Deletion
241,,"('#achille', 'Et de ce seul bras.')",1.0,Deletion
242,,"('#clytemnestre', 'Contre tant.')",1.0,Deletion
243,"('#clytemnestre', ""Barbare, tu crois donc que sa mère y consente ? Qu'elle livre au supplice une fille innocente ? Celle de qui les jours me sont si précieux Se verrait par son père immolée à mes yeux ? Je serais de sa mort la première complice ? Moi-même je l'aurais conduite au sacrifice ; Non, non, de ses beaux jours mes jours sont le soutien, Il faut percer mon coeur pour aller jusqu'au sien,. Je défendrai sans toi les droits de la Nature Contre la tyrannie et contre l'imposture, Car la divinité que fait parler Calcas N'a jamais approuvé de tels assassinats, On ne lui vit jamais autoriser les crimes, Qu'Ulysse et Ménélas cherchent d'autres victimes,  C'est l'intérêt d'Hélène, elle irrita les Dieux, Sa fille par son sang les apaisera mieux."")","('#achille', ""Contre tous Contre son propre père et votre propre époux, Et si je ne craignais de commettre un blasphème, Je vous dirais encor contre Diane même, Sur tout autre respect l'honneur m'est précieux, C'est mon Chef, c'est mon Roi, mon Oracle, et mes Dieux."")",0.16,Substitution
244,,"('#iphigenie', 'Je tremble.')",1.0,Deletion
245,,"('#achille', ""Voyez vous ces armes qu'on m'apporte. La pointe en est aigüe et la trempe en est forte."")",1.0,Deletion
246,"('#iphigenie', ""C'est à moi que le Ciel réserve cet ouvrage, Voudrais-je qu'Hermione eût ce noble avantage, Et qu'usurpant sur moi cet effort éclatant Elle vint m'enlever la gloire qui m'attend ? Votre fille, Seigneur, n'a pas l'âme assez basse, Pour recourir aux pleurs et tenter votre grâce, Livrez votre victime au céleste courroux, Tout mon sang est aux Dieux, tout mon sang est à vous, S'ils sont justes, il faut que vous soyez sévère, Je dois vous dégager et veux les satisfaire."")","('#achille', ""Si la douceur n'obtiens l'effet que je prétends, J'en ferai sur les Grecs la preuve à leurs dépens, Ce fer dessus le col et dans la main d'Achille, N'aura pas le malheur d'être un faix inutile, Et si l'événement est conforme à mes voeux, Je vais sauver à Troie un siège périlleux."")",0.18,Substitution
247,"('#agamemnon', ""Ah ! Ma fille, croyez que ce coup généreux, Au lieu d'une victime en immolera deux, Et contondant ma peine avec votre supplice Fera d'Agamemnon un triste sacrifice, Car enfin tout conspire à ce sanglant dessein Qui doit percer mon coeur en vous perçant le sein, Le Ciel dont le pouvoir ne souffre point d'obstacle, En a formé l'arrêt par la voie de l'Oracle. Tout le camp qui sur vous établit son espoir, En attend son salut, et veut vous le devoir, Après l'arrêt des Dieux, l'innocence est coupable. Leurs droits sont absolus, leur ordre irrévocable, De ce sang innocent je sais quel est le prix, Mais il faut le verser, le conseil en est pris."")","('#clytemnestre', ""C'est trop laisser la honte avecque l'innocence, Venez, baiser la main qui prend votre défense, Et ne redoutez rien, puisqu'Achille vous sert, Sous un fort bouclier vos jours sont à couvert Pourquoi vous cachez-vous [?]"")",0.41,Substitution
248,"('#clytemnestre', ""Digne héritier d'Atrée, achève une aventure Dont la simple pensée étonne la Nature, Donne un spectacle aux Grecs plus triste et plus affreux Que celui du festin qu'il fit de ses neveux, Une seconde fois de sa route ordinaire, Fais reculer d'horreur l'astre qui nous éclaire, Mais crains que ce ne soit une leçon pour moi, Qu'un exemple si grand ne me serve de loi, Et que sur toi d'un coup également funeste Je ne venge ma fille et les fils de Thyeste."")","('#iphigenie', ""La mauvaise fortune Outre qu'elle est honteuse est encor importune, Son malheur sans parler demande du secours, Et quoi que sans effet incommode toujours : Elle se communique alors qu'elle se montre, Et quiconque est heureux fuit toujours sa rencontre."")",0.58,Substitution
249,"('#iphigenie', ""N'irritez point les Dieux."")",,1.0,Insertion
250,"('#clytemnestre', ""Quoi ! Calcas l'inhumain Tremperait dans ton sang sa parricide main ? Il pourrait dans ton coeur observer avec joie Les présages heureux de la chute de Troie. Et d'un si doux espoir le camp s'applaudirait, Lorsque dans les douleurs ta mère expirerait. Je serais réservée à ce triste spectacle, Et ma juste fureur n'y mettrait point d'obstacle ? Non, toi-même, Calcas n'en est pas à couvert, Je préviendrai ce coup, je perdrai qui me perd. Ma fille, le héros qui captive tes charmes M'a promis de nouveau le secours de ses armes, Sachant qu'à te livrer ton père te résout, Pour prévenir ta perte il entreprendra tout. Je vais l'en avertir."")","('#achille', ""Jamais le Dieu de Thrace au sortir des combats, Quand aux pieds de Vénus il mit les armes bas, A-t-il vu si soudain engager sa franchise, Qu'à ce divin objet la mienne se voit prise, Le foudre est-il si prompt, que ces astres vainqueurs. Ont la gloire de l'être a foudroyer les coeurs, J'oppose à leur pouvoir un effort inutile :  Beaux yeux contre vos coups je ne suis plus Achille, Et celui qu'on a vu franchir tant de hasards :  Est aujourd'hui vaincu d'un seul de vos regards."")",0.0,Match
251,"('#iphigenie', 'Où courez-vous, Madame ?')",,1.0,Insertion
