,guimont-de-la-touche-iphigenie,favard-voisenon-la-petite-iphigenie,Cost,Operation Type
277,"('#oreste', ""Ma soeur ! Quoi ! vous m'aimez ?... Vous n'avez point horreur... Je vois couler vos larmes... Ma chère Iphigénie."")","('#oreste', ""Ah ! Son sort doit me faire trembler, On l'a tuée en cérémonie, Elle est morte, il n'en saut plus parler. Je n'y puis songer Sans m'affliger, Sans me troubler ; Elle est morte, la pauvre Iphigénie, Elle est morte, il n'en saut plus parler."")",0.28,Substitution
278,"('#iphigenie', ""Ô moment plein de charmes !... Mon frère est dans mes bras.... Et j'allais l'égorger !... Elle retombe dans les bras d'Eumène."")",,1.0,Insertion
279,"('#oreste', ""Cessez. Dans quels ennuis m'allez-vous replonger ?"")",,1.0,Insertion
280,"('#iphigenie', 'Eh ! Qui vous a conduit sur ce bord homicide ?')","('#iphigenie', 'Diane sut propice, Et vint à son secours. AIR : Un jour sur la fougère.')",1.46,Substitution
281,"('#oreste', ""Le ciel, l'injuste ciel, qui m'a fait parricide,  Et qui m'en punissant, déchaîné sur mes pas, Tous les monstres vengeurs des gouffres du trépas ;  Et pour m'en délivrer, le cruel me condamne, À ravir en ces lieux l'image de Diane !"")","('#oreste', ""On sait qu'un sacrifice A termine ses jours, Mon âme désolée Gémit de son trépas, La pauvre enfant fut immolée."")",0.64,Substitution
282,,"('#iphigenie', ""La pauvre enfant n'en mourut pas,"")",1.0,Deletion
283,"('#iphigenie', ""Ce ciel impénétrable, et qui me fait trembler,  Veut-il finir nos maux, ou les veut-il combler  Mais comment imposer au tyran qui m'observe ? Comment vous dérober au sort qu'il vous réservev? Qu'en ce moment fatal je découvre d'horreurs ! Ô superstition ! Quelles sont tes fureurs !.... J'entends du bruit. Fuyez. Cache ses pas Eumène. Dieux, si c'était Thoas ! Si sa rage inhumaine !... Allez. À Oreste."")","('#oreste', ""Puisqu'elle respire encor Mon destin est moins funeste. AIR : Allons la voir à Saint Cloud."")",1.25,Substitution
284,,"('#iphigenie', ""D'où peut naître ce transport ?"")",1.0,Deletion
285,"('#oreste', ""Moi, vous quitter ! Que j'expire en vos bras,   C'est mon espoir."")","('#oreste', 'Ah ! Quel plaisir pour Oreste.')",1.38,Substitution
286,"('#iphigenie', 'Cruel, voulez-vous mon trépas ?')","('#iphigenie', ""Vous m'aviez dit qu'il était mort."")",0.94,Substitution
287,"('#ismenie', ""Fuyez, Thoas, fuyez sa rage forcenée ; Il sait de l'étranger la fuite infortunée. L'esclave est expirant. Il cherche dans son sein, À démêler le noeud d'un malheureux dessein. Sans être encor suspects à sa barbare rage, Mon père et ses amis ont prévenu l'orage, Du vaisseau pour le Grec vainement préparé, Ils ont couru se faire un asile assuré."")","('#oreste', ""Madame, je n'avais pas tort, Ce n'était qu'une adresse Pour faire durer la pièce."")",0.98,Substitution
288,,"('#iphigenie', ""Il n'a pas fini son sort ? Ah ! Que j'en serais ravie ! AIR : Monsieur la Palisse est mort."")",1.0,Deletion
289,"('#iphigenie', ""La mort est à présent le seul dieu que j'implore ; Je me sauve en ses bras d'un crime que j'abhorre."")","('#oreste', ""La preuve qu'il n'est pas mort, C'est qu'il est encore en vie."")",1.34,Substitution
290,"('#ismenie', 'Vous me faites frémir. Parlez.')","('#iphigenie', ""Expliquez-vous. AIR. Chant de l'Opera."")",0.97,Substitution
291,"('#iphigenie', ""L'autre étranger, Que j'allais, que j'ai dû de ma main égorger..."")",,1.0,Insertion
292,"('#ismenie', 'Eh bien !')","('#oreste', 'Hélas !')",0.0,Match
293,,"('#iphigenie', 'Achevez, je vous prie.')",1.0,Deletion
294,,"('#oreste', 'Vous voyez mon trouble et mes pleurs. Reconnaissez Oreste à sa folie Et plus encore à ses malheurs. ENSEMBLE')",1.0,Deletion
295,"('#iphigenie', 'Il est mon frère.')","('#iphigenie', 'Quoi je te revois, mon frère, Mon frère, mon frère.')",0.83,Substitution
296,"('#ismenie', 'Ô ciel !')",,1.0,Insertion
297,"('#iphigenie', 'Tu vois mon trouble, Mes pleurs, mon désespoir, que son danger redouble.')","('#oreste', 'Quoi je te revois, ma chère, Ma chère, ma chère.')",1.16,Substitution
298,"('#ismenie', 'Madame, il faut.')",,1.0,Insertion
299,"('#eumene', ""Oreste est au pouvoir d'Arbas. Il vient de s'en saisir par l'ordre de Thoas."")",,1.0,Insertion
300,"('#iphigenie', ""De quels traits, Ciel vengeur, ta main appesantie, Vient frapper coup sur coup mon âme anéantie ! Un courroux éternel semble-t-il t'animer ? Mes pleurs ne pourront-ils jamais te désarmer ? Veux-tu donc me forcer d'assassiner mon frère ?... Dans ses embrassements terminons ma misère. Courons..."")","('#ensemble', ""Quel plaisir pour moi ! Chère soeur, c'est toi ! Mon frère, c'est toi ! Le sort ne m'est plus contraire."")",0.39,Substitution
301,"('#ismenie', 'Où vous égare un aveugle transport ?')",,1.0,Insertion
302,"('#eumene', 'Ah ! Madame, arrêtez. Que cherchez-vous ?')","('#ensemble', 'Sautons-nous au cou. AIR : Ah ! Madame Anroux.')",1.14,Substitution
303,,"('#oreste', ""Ah, si je suis fou, À présent c'est d'aise."")",1.0,Deletion
304,,"('#iphigenie', ""Je retrouve un sou Mais je pâme d'aise."")",1.0,Deletion
305,,"('#ensemble', 'Sautons-nous au cou.')",1.0,Deletion
306,,"('#oreste', ""À présent c'est d'aise, Que ton frère est fou."")",1.0,Deletion
307,"('#iphigenie', 'La mort.')",,1.0,Insertion
308,"('#thoas', ""Quel art, à me tromper, employait l'infidèle ? Sous quel prétexte saint elle m'éloignait d'elle ? Ô mystère fatal ! Pour m'en imposer mieux, Oser impunément faire parler les Dieux ! De son perfide coeur éludant l'artifice, Que n'ai-je, sous mes yeux, pressé le sacrifice ? Devais-je sur sa foi déposer ma terreur ? Qui peut m'avoir plongé dans ce sommeil d'erreur ! De ma religion vengeant le privilège, Que ne puis-je porter dans son coeur sacrilège, Avec tous mes tourments, le fer et le poison ! Faut-il de tout mon sang payer sa trahison ! Mais qui suspend mon bras ! Frappons qui nous opprime. Jusque sur les autels on doit punir le crime."")","('#iphigenie', ""Je me pâme d'aise, Quoi que tu sois sou."")",1.19,Substitution
309,,"('#oreste', 'Je vais tout préparer pour nous sauver tous deux.')",1.0,Deletion
310,,"('#iphigenie', 'Allez. Oreste sort.')",1.0,Deletion
311,"('#arbas', ""Tout est avec effroi, rentré dans le devoir, Seigneur. L'autre étranger reste eu votre pouvoir, Celui dont les fureurs vous remplissaient d'alarmes.... Je l'ai repris des mains de la prêtresse eu larmes. Mais quel trouble nouveau..."")","('#iphigenie', ""Ça, reprenons le ton majestueux, Mon frère est retrouvé, c'est toujours quelque chose, Je regrette à présent l'autre Grec et pour cause ; Mais je vais avant peu me voir dans mon pays, Je suis en âge encor d'y faire des amis."")",0.91,Substitution
312,"('#thoas', ""Tout me devient suspect : Tout s'offre à mes regards sous un sinistre aspect. Ô toi, fidèle Arbas, dont les soupçons propices Sont venus m'éveiller au bord des précipices, Crois-tu que l'étranger aux autels échappé, Dans les flots en effet soit mort enveloppé, Et que le traître obscur qui lui servait de guide, N'ait point, dans les tourments, fait un récit perfide ?"")","('#ismenie', ""Madame, attendez-vous au sort le plus contraire, Au cou le plus affreux rien ne peut vous soustraire, Vos desseins sont connus du barbare Thoas, Le malheureux Oreste est dans les mains d'Arbas."")",0.36,Substitution
313,"('#arbas', ""Je ne crois pas, Seigneur, qu'il vous ait imposé. Mourant, sur quel espoir vous eût-il abusé ? L'on aurait su d'ailleurs trouver votre victime ; Parmi ces malheureux, connus par leur seul crime, Que ma prudence au port vient de foire arrêter, Sur le vaisseau caché qui dût la transporter. Eux-mêmes, dans les fers attendant leur supplice, Continuent le récit de leur lâche complice ; Ils gardent sur le reste un silence profond."")","('#thoas', ""Ah ! Ah ! Vous voilà donc, Prêtresse dégourdie, Vraiment votre conduite est tout à fait jolie, J'apprends en ce moment comme vous en usez C'est aux dépens des Dieux que vous vous amusez. Au lieu de les tuer, vous retenez les hommes."")",0.77,Substitution
314,"('#thoas', ""Quel noir pressentiment m'agite et me confond !"")",,1.0,Insertion
315,"('#arbas', ""Eh bien, sur ce soupçon, peut-être légitime, Faites dans les rochers chercher votre victime ; Nous saurons l'y trouver et la rendre au trépas, Si l'abîme des flots ne la recèle pas."")","('#iphigenie', ""Hélas, dans mon pays, voilà comme nous sommes La nature eut toujours un grand pouvoir sur moi. Son agréable étude est mon unique emploi, C'est la première Loi, c'est la seule peut-être, C'est la seule du moins qui se fasse connaître, Elle est de tous les temps, elle est de tous les lieux ; Elle règle à la fois les hommes et les Dieux."")",1.1,Substitution
316,"('#thoas', 'Va, cours. Délivre-moi du trouble qui me presse.')",,1.0,Insertion
317,"('#thoas', ""Et vous, faites venir l'infidèle prêtresse."")","('#thoas', 'Une telle morale avec votre état jure, Prêtresse, vous citez trop souvent la nature.')",0.81,Substitution
318,,"('#iphigenie', ""On cite ce qu'on aime."")",1.0,Deletion
319,"('#thoas', ""Contre mes derniers jours l'oracle prononcé Revient, en traits de sang, frapper mon coeur glacé. Je sens qu'à mon destin Diane m'abandonne. La trahison me suit, et la mort m'environne. En vain sur mes périls je voudrais m'aveugler... Mais quel prodige affreux vient encor m'accabler ! Par tous les malheureux qu'a fait périr mon zèle, Je m'entends appeler dans la nuit éternelle ; Je vois se ranimer leurs membres desséchés, Qu'autour de ces autels mes mains ont attachés... Comment interpréter ces effrayants miracles ! Grands dieux, démentez-vous la foi de vos oracles ? Mais n'écoutons ici que ma propre fureur, Et méprisons l'effet d'une aveugle terreur."")","('#thoas', ""On m'a sort bien instruit, Vous tramiez des complots, vous en perdez le fruit."")",0.89,Substitution
320,"('#thoas', ""Approchez et tremblez. Que votre âme éperdue, Sente déjà la peine à ses crimes trop due. Mais répondez perfide, à mon courroux trahi, Prêt à venger sur vous le ciel désobéi. Malheureuse ! Pourquoi cet étranger funeste, Ravi, mais vainement, à la rigueur céleste ? Quels étaient vos projets ? Quel mystère odieux Vous faisait, contre moi trahir l'ordre des Dieux ?"")","('#iphigenie', ""Je n'ai jamais formé de complots sur la vie, La défiance marche avec la tyrannie ; Guéris-toi, s'il se peut, des soupçons que tu prends. Je voulais seulement écrire à mes parents."")",0.55,Substitution
321,"('#iphigenie', ""Quand aux plus noirs soupçons votre âme abandonnée Semble m'avoir déjà sur leur foi condamnée. Que sert de m'abaisser à me justifier ? Mais à la vérité s'il faut sacrifier ? Je n'eus d'autre dessein, quand je brisai la chaîne De l'un de ces captifs que poursuit votre haine, Que d'informer par lui mes parents affligés Du secret de mes jours, malgré moi prolongés ; Et ce coeur innocent que noircit l'imposture, Écouta seulement la voix de la nature."")","('#thoas', ""La chose est toute simple ; était-il nécessaire D'avoir tant de finesse et d'en faire un mystère ? J'aurais, si vous m'eussiez dit vos petits secrets, Pris soin de vous donner un courrier tout exprès ; Mais sur ces étrangers j'ai des droits légitimes ; Et vous devez tous deux les prendre pour victimes."")",0.17,Substitution
322,"('#thoas', ""Par ce lâche discours croyez-vous m'abuser ? Et fût il vrai, qui peut d'ailleurs vous excuser ? Quand vous savez surtout qu'un oracle terrible, Me menace toujours du sort le plus horrible, Si je n'immole aux Dieux de leurs autels jaloux, Tout profane étranger proscrit par leur courroux."")","('#iphigenie', 'Monsieur, vous tenez là de sort mauvais propos.')",1.04,Substitution
323,"('#iphigenie', ""Ah ! Cet oracle obscur autant qu'épouvantable, Pour le malheur du monde, est-il si véritable ? Ceux qui vous l'ont rendu, n'ont-ils pu vous flatter ?  Au gré de votre coeur n'ont-ils pu le dicter ? Les ministres des Cieux sont-ils incorruptibles ? D'erreur ni d'intérêt ne sont-ils susceptibles ? Hélas ! Pour approcher des Dieux et des autels, En ressemblons-nous moins au reste des mortels ? Je ne veux point ici pousser plus loin le doute Sur ces décrets confus, que votre âme redoute ; Mais la raison du moins doit les interpréter ; C'est l'oracle qu'il faut avant tout écouter."")","('#thoas', 'Où sont ces étrangers ? Répondez en deux mots.')",1.56,Substitution
324,"('#thoas', ""Quel perfide détour, et quel affreux langage ! À me l'oser tenir quel motif vous engage ! Pouvez-vous, au mépris des Dieux, de votre rang, Excuser vos forfaits par un crime plus grand ? Par une piété, peut-être criminelle, Faut-il, Diane, encor te respecter en elle ? Et ne devrais-je pas, de crainte dépouillé, Venger ici l'honneur de ton temple souillé !"")","('#iphigenie', ""Tu devrais le savoir, un vil tyran qui tremble Devrait en espions être mieux ce me semble. Un des deux dans ce Temple est encor retenu, L'autre est déjà parti, ce fait là t'est connu. Tu devais l'empêcher ; mais chez toi tu demeures Pourquoi faire ? Dis moi."")",0.22,Substitution
325,"('#iphigenie', ""Eh bien ! De vos fureurs comblez donc la mesure ; Épargnez-moi des maux dont frémit la nature, Et que mon oeil tremblant découvre avec horreur. Au gré de vos soupçons et de votre terreur, Frappez ce coeur, de crime et de crainte incapable, Ce coeur que vous voulez, en vain, rendre coupable ; N'attendez pas qu'en pleurs je tombe à vos genoux ; Je n'y voudrais tomber que pour hâter vos coups."")","('#thoas', ""J'ai dormi vingt-quatre_heures. Mais que cet étranger paraisse sans tarder. Je le vois ; à mes yeux il faut le poignarder."")",0.94,Substitution
326,"('#thoas', ""Que l'on fasse à l'autel venir l'autre victime. Dans son coeur tout sanglant mon courroux légitime Va d'un oeil scrupuleux, sur votre châtiment, Interroger le Ciel et son ressentiment. À Iphigénie. L'intérieur du temple s'ouvre. Oreste paraît et s'avance au milieu des prêtresses vers l'autel."")",,1.0,Insertion
327,"('#iphigenie', ""Où suis-je ? Et quel spectacle ! Ô nature ! Ô mon frère ! Ô sacrifice affreux d'une tête si chère !"")","('#iphigenie', ""Qui ? Moi le poignarder ! Apprends qu'il est mon frère."")",1.23,Substitution
328,"('#thoas', ""Venez remplir les soins de votre emploi sacré, Et prendre sur l'autel le couteau révéré."")",,1.0,Insertion
329,"('#iphigenie', 'Seigneur....')",,1.0,Insertion
330,"('#thoas', ""Obéissez au ciel qui vous commande ; Versez à son courroux le sang qu'il vous demande."")","('#thoas', ""Eh ! Quand cela serait, il ne m'importe guère. Obéissez, Madame, et qu'il saute le pas."")",0.93,Substitution
331,"('#iphigenie', 'Moment terrible ! Ô dieux, venez me secourir ! Je succombe... Seigneur... Je ne puis que mourir.... Haut.')","('#iphigenie', ""Ô ciel, vous l'entendez et vous ne tonnez pas !"")",1.62,Substitution
332,"('#thoas', ""Quoi ! Vous osez encore ici, contre vous-même Trahir des dieux présents l'ordre saint et suprême ?"")",,1.0,Insertion
333,"('#oreste', ""Que lui commandes-tu, tyran, dont la terreur Fait de ce temple saint un théâtre d'horreur ? À la honte des Dieux, que ton erreur atroce Rabaisse au vil néant de ton être féroce, Monstre, peux-tu penser qu'ivres du sang humain,  On ne peut les fléchir qu'un poignard à la main ? Cesse de faire enfin ces Dieux à ton image, Et d'ériger le meurtre, et le crime en hommage. Si ton coeur altéré cherche à boire mon sang, Tigre, que ne viens-tu me déchirer le flanc ?"")","('#oreste', ""Ton âme à mon aspect, d'effroi n'est pas atteinte ! De mon sang, sur mon front vois la Majesté peinte ; Au nom d'Agamemnon, Tyran, baisse les yeux."")",0.02,Substitution
334,"('#thoas', ""Qu'entends-je ? Oses-tu bien, insensé, téméraire.... Obéissez, frappez. À Iphigénie."")",,1.0,Insertion
335,"('#iphigenie', 'Seigneur... il est mon frère.')",,1.0,Insertion
336,"('#oreste', ""Oui, je le suis. Devant le fils d'Agamemnon, Lâche, baisse les yeux, et respecte ce nom. Rentre dans les horreurs du trouble qui te tue : Je voulais te ravir le jour et la statue. C'est à la voix du sang des malheureux humains. Dont s'abreuve ton coeur par d'innocentes mains. C'est à ses cris plaintifs qu'au défaut du tonnerre, Mon bras venait venger et consoler la terre, Et de l'atrocité d'un culte destructeur Laver dans tout son sang, et l'homme et son auteur."")","('#thoas', ""Oui, c'est un nom vraiment bien beau, bien précieux, Qu'une race où le crime eSt une maladie. La femme, le mari, le fils, tout s'expédie. Moi, je vais te traiter de la même façon Que j'avais l'honneur d'être de ta maison."")",0.14,Substitution
337,"('#iphigenie', 'Cessez....')",,1.0,Insertion
338,"('#oreste', ""Soyez ma soeur, soyez Iphigénie. Votre terreur pour moi m'est une ignominie. Ayez la fermeté qui sied à la vertu ; C'est mériter son sort que d'en être abattu."")",,1.0,Insertion
339,"('#thoas', ""À cet excès d'orgueil et d'audace effrénée, L'étonnement encor tient ma langue enchaînée... Pour me braver ici, parle, quel es-tu ?"")","('#oreste', ""Tu n'es qu'un plat tyran dont la fureur oisive, Joint à l'emportement une action tardive ; Tu menaces toujours sans rien effectuer. Dis, pourquoi reviens- tu ?"")",0.66,Substitution
340,"('#oreste', ""Roi. Si je t'avais puni, j'en remplissais la loi."")","('#iphigenie', 'Pour le faire tuer.')",1.69,Substitution
341,"('#thoas', ""Je cède à ma fureur. Frappez, quel qu'il puisse être. Faites votre devoir, et me vengez d'un traître. À Iphigénie."")",,1.0,Insertion
342,"('#iphigenie', ""Ô cieux, vous l'entendez, et vous ne tonnez pas ? Et vous tenez fermé l'abîme sous ses pas ? Parricide jouet d'une aveugle imposture, Tu m'oses commander d'outrager la nature ? De mon frère tu veux que je sois le bourreau. Qu'en son coeur tressaillant j'enfonce le couteau ? Que respirant encor, mes mains, ces mains sanglantes Arrachent de son flanc ses entrailles fumantes, Et que d'un oeil affreux, plein de ta cruauté, J'y consulte pour toi le ciel épouvanté ? Ah ! Cet excès d'horreur me rend tout mon courage. Mais de quel droit ici me commande ta rage, Es-tu mon maître ? Es-tu le Dieu de ces autels ? Dois-je en tribut mon sang au dernier des mortels ?"")","('#thoas', ""Madame, doucement, cela vous plaît à dire, Mais je veux avant moi que l'étranger expire Que la Religion conduise votre main, Armez-vous du couteau, plongez-le dans son sein."")",0.16,Substitution
343,"('#thoas', 'Sans doute, tu le dois. Oses-tu méconnaître....')","('#oreste', 'Paresseux, ne peux tu faire cela toi-même ?')",0.72,Substitution
344,"('#iphigenie', ""Frappe. Sois mon bourreau. Mais le ciel est mon maître. Et vous, ne souffrez point qu'on attente à vos droits. N'obéissez qu'aux Dieux, n'écoutez que ma voix. Rentrez dans les devoirs de votre ministère. Défendez l'innocent, soulagez sa misère. Veillez sur ce pur sang du maître des humains ; Ses jours sont par le Ciel confiés à vos mains. Elle s'élance vers l'autel, s'empare de la victime, puis s'adresse aux prêtresses. Leur montrant Oreste. Les prêtresses forment un cercle autour d'Oreste."")","('#thoas', 'Cela compromettrait la puissance suprême. Pour servir mon courroux, Gardes obéissez.')",0.36,Substitution
345,"('#thoas', 'Gardes ?')",,1.0,Insertion
346,"('#oreste', ""Laissez, ma soeur, laissez à mon courage Le soin de m'immoler à sa barbare rage."")","('#iphigenie', ""Qu'allez-vous faire, ô ciel ! Profanes, frémissez Quoi ! L'on a donc ici d'assez vilaines âmes Pour y faire périr les hommes par les femmes ! Et moi je souffrirais un pareil contre-sens ! Non, vous m'en puniriez Dieux justes, Dieux puissants, Qu'oses-tu commander dans ton aveugle rage ? L'excès de mon malheur me rend tout mon courage. Prêtresses, avec soin gardez ce garçon-là, Dans votre solitude il vous désennuiera Et mes attentions seront bien reconnues. Si quelque frère un jour peut vous tomber des nues, Vous me le céderez, l'arrangement est doux, Je le prendrai pour moi ; prenez le mien pour vous."")",0.53,Substitution
347,"('#thoas', ""Quoi donc ! À son aspect vous reculez d'effroi ! Les gardes font un mouvement."")","('#thoas', 'Mais qui peut faire ici cet affreux tintamarre ?')",1.86,Substitution
348,"('#iphigenie', 'Profanes, arrêtez, et respectez un Roi.')","('#arbas', ""Sauvez-vous, s'il se peut, Seigneur, de la bagarre. Ce Palais est rempli de farouches soldats."")",0.67,Substitution
349,"('#arbas', 'Ah ! Paraissez, Seigneur. Un[e] effroyable escorte...')","('#thoas', ""D'où diable sortent-ils ?"")",1.51,Substitution
350,,"('#arbas', 'Je ne le comprends pas.')",1.0,Deletion
351,"('#thoas', 'Quel bruit horrible, ô ciel ! On enfonce la porte. Courons... Mais immolons avant à mon courroux...')","('#thoas', ""Avant de réprimer cette révolte impie, Moi-même à l'étranger je vais ôter la vie."")",1.2,Substitution
352,"('#iphigenie', 'Viens-tu braver les Dieux qui combattent pour nous ?')","('#pilade', 'Je viens à point nommé punir tes cruautés, Reconnais un héros ; meurs, Tyran.')",1.17,Substitution
353,"('#oreste', 'Ah ! Laissez dans mon sang noyer sa barbarie.')","('#thoas', ""Arrêtez Parce que je suis bon, faut-il que l'on me tue ? Tenez, arrangeons-nous, emportez la statue, Laissez-moi vivre en paix ; partez, tout est d'accord, Ensanglanter la scène, oh ! C'est un peu trop sort."")",0.71,Substitution
354,"('#thoas', 'Sois le premier objet, traître, de ma furie.. .')",,1.0,Insertion
355,"('#pylade', ""Arrête, et meurs, barbare, au pied de ces autels. Fuyez, tyrans sacrés des malheureux mortels. Ne crains plus rien. Tout fuit. La garde est dispersée ; J'ai su tromper mon guide, et j'ai rejoint Alcée. Guidé par l'amitié, secondé par les Dieux, Je rentre avec les miens, triomphant dans ces lieux. Aux gardes et aux prêtresses. Il se précipite dans tes bras d'Oreste. L'instant d'après, encore tout transporté : "")","('#oreste', ""Mais à mes noirs transports je ne suis plus en proie ; Je me trouve moins sou, ma tête se nettoie ; Ma soeur, je vais cesser d'être un objet d'effroi Et les diables je pense ont pris congé de moi."")",0.45,Substitution
356,"('#iphigenie', 'Cours délivrer ton père.')",,1.0,Insertion
357,"('#oreste', 'Ô moitié de ma vie !')","('#pilade', ""Comment c'est là ta soeur ?"")",1.8,Substitution
358,"('#pylade', 'Vivez.')",,1.0,Insertion
359,"('#oreste', 'Ah ! digne ami, revois Iphigénie.')","('#oreste', ""Oui, c'est Iphigénie."")",0.0,Match
360,"('#pylade', 'Iphigénie, ô ciel !')","('#pilade', ""Tant mieux pour moi, vraiment ; peste, qu'elle est jolie ! Elle part avec nous ?"")",1.55,Substitution
361,"('#iphigenie', ""Vous apprendrez mon sort. Mais les moments sont chers. De ce temple de mort Où la vertu gémit sous le glaive abattue, Allons, avec respect, enlever la statue. Tantôt vous m'avez dit qu'à son enlèvement Les dieux bornaient le cours de votre affreux tourment."")","('#iphigenie', ""Rendons grâces aux Dieux, La Loi de la Nature est donc la Loi des Cieux. Messieurs, loin de vouloir, dans cette Parodie Lancer des traits méchants contre la Tragédie, Nous respectons l'auteur dont le brillant pinceau A placé l'amitié dans un cadre si beau, Qui malgré les succès, échappant à l'ivresse Pour les mieux mériter, a corrigé sa pièce ; Et qui, comme un prodige, offre à tous ses rivaux Un auteur triomphant qui connut ses défauts. Les larmes du public consacrent sa victoire L'actrice inimitable en partage la gloire. Trop heureux le théâtre, où l'auteur et l'acteur, Par des talents égaux, charment le spectateur. D'un mérite si rare admirateurs modestes, En les parodiant, nous ramassons leurs têtes. AU PUBLIC."")",0.42,Substitution
362,"('#oreste', ""J'en sens déjà l'effet. Quel changement j'éprouve ! Dans quel calme profond soudain je me retrouve ! Je sens tous mes forfaits dans mon coeur expiés. L'abîme dévorant se ferme sous mes pieds. L'horreur me fuit. Tout semble autour de moi renaître. Dans un monde nouveau je prends un nouvel être."")","('#oreste #iphigenie', ""Embarquons-nous Jouissons tous, D'un sort plus tranquille, Bien nous en prend Que le tyran Soit bon et facile, Tout sert nos voeux. À vivre heureux Tout enfin nous exhorte ; Faisons gaiement Le dénouement. Le plaisir me transporte."")",1.04,Substitution
363,,"('#thoas', ""Prince des fous Embarquez-vous, Laissez-moi tranquille. Dans vos propos, Dans vos complots, Je suis inutile. Tout sert vos voeux Soyez heureux, Mais que d'ici l'on sorte Faites gaiement Le dénouement. Que le Diable vous emporte"")",1.0,Deletion
364,"('#iphigenie', 'Ô bienfaits inouïs ! Je reconnais les Dieux. La loi de la nature est donc la loi des cieux.')","('#iphigenie', ""Hélas ! Mon cher, Que j'ai souffert Dans ce lieu funeste ! J'ai malgré moi Fait un emploi, Que mon coeur déteste. Mais dès ce jour, Envers l'amour J'expierai mon crime, Loi de ces lieux, J'aimerais mieux Moi-même être victime."")",1.15,Substitution
365,"('#pylade', ""Alcée impatient, avec le vent propice, Vous attend sur ces bords. Marchons, et sous l'auspice, Du ciel fécond pour nous en miracles divers, Allons en étonner la Grèce et l'Univers."")","('#thoas', ""Prince des sous Embarquez-vous. Adieu, triste Oreste. Dans ces climats Laissez Thoas, Il saut qu'il y reste. Si j'étais mort, Pourrais-je encor : Régner en Tauride ? Je dois céans, Régner longtemps, Et l'histoire en décide. On reprend le Trio."")",0.67,Substitution
