,regnard-coquette,regnard-filles-errantes,Cost,Operation Type
342,"('#arlequin', ""Mesdames, pour venir à la conclusion,  Vous saurez que je sens une convulsion,  Un appétit, nommé vapeurs de mariage ;  Un... là... quelque Arlequin qui demande passage.  Me dois-je marier ?  Oh ! Vous avez raison.  Et vous, à votre avis, me marierai-je, ou non ?  C'est bien dit ; à ces mots il n'est point de réplique.  Dans leur langue, à mon tour, il faut que je m'explique.  Vous m'entendez donc bien : enfin, sans tant parler,  (Car cela vous fait mal) devrais-je convoler ? ) La première Bohémienne gesticule et ne dit mot.  La seconde Bohémienne gesticule et ne dit mot.  Il fait beaucoup de gestes sans rien dire, ensuite il continue. "")","('#colombine', ""Voilà qui est le plus joli du monde ; mais regardons le revers de la médaille.  Je m'en vais vous faire voir un Français sur son retour de tendresse, c'est-à-dire huit jours après la déclaration."")",1.32,Substitution
343,"('#premiere-bohemienne', 'Oui. ')","('#isabelle', 'Voyons.')",0.0,Match
344,"('#seconde-bohemienne', 'Non.')",,1.0,Insertion
345,"('#arlequin', 'Comment ?')",,1.0,Insertion
346,"('#premiere-bohemienne', 'Oui.')",,1.0,Insertion
347,"('#seconde-bohemienne', 'Non.')",,1.0,Insertion
348,"('#arlequin', 'Quelle peste de gamme !')",,1.0,Insertion
349,"('#premiere-bohemienne', ""C'est manquer de bon sens que de vivre sans femme. "")",,1.0,Insertion
350,"('#seconde-bohemienne', 'Et pour se marier, il faut être archi-fou.')",,1.0,Insertion
351,"('#arlequin', 'Celle-ci, par ma foi, lui rive bien son clou.')",,1.0,Insertion
352,"('#premiere-bohemienne', ""Oui, l'hymen est des dieux le plus parfait ouvrage ;  C'est le port assuré: dans le libertinage,  Le noeud qui nous unit avec de doux accords,  La porte des plaisirs qu'on goûte sans remords,  Le bridon qui retient la jeunesse fougueuse,  L'onguent qui guérit seul la brûlure amoureuse,  Des blessures du coeur l'appareil souverain,  Et la forge, en un mot, de tout le genre humain."")","('#colombine', ""Ma foi, madame, je suis bien las de vos manières ; je ne viens pas chez vous que je n'aie quelque sujet de chagrin.  Vous y venez si peu, monsieur, qu'au moins n'en avez-vous pas souvent.  Parbleu, madame, on a ses affaires.  Quand vous commenciez à m'aimer, vous n'en aviez point d'autres que votre amour.  Est-ce là la tendresse que vous m'aviez jurée ?  Mais, madame, cela ne peut pas toujours durer.  Vous m'aviez tant fait de serments que votre passion serait éternelle !  Madame, je le croyais.  Ingrat !  Infidèle !  Oh !  Madame, point d'injures : vous pouvez mettre écriteau à votre porte ; prendra le bail de votre coeur qui voudra ; adieu...  Voilà mon Français parti."")",0.86,Substitution
353,"('#arlequin', ""J'en connais bien pourtant de plus d'une fabrique,  Qui ne furent jamais faits dans cette boutique ;  Enfants du pur hasard ; et, sans aller plus loin,  J'en trouverais peut-être ici plus d'un témoin. "")",,1.0,Insertion
354,"('#seconde-bohemienne', ""Non, l'hymen, quel qu'il soit, est un dur esclavage,  Une mer où l'honneur bien souvent fait naufrage,  Un grand chemin rempli de voleurs dangereux,  Une terre fertile en bois malencontreux,  Un magasin de fraude, où l'on fait de commande  Marchandise mêlée et bien de contrebande ;  C'est l'écueil du plaisir : pour tout dire en un mot,  C'est une souricière où l'on attrape un sot. "")",,1.0,Insertion
355,"('#arlequin', ""Cet avis, à mon goût, vaut bien l'autre, madame. "")","('#isabelle', ""Mais vraiment, mademoiselle, si cela est comme vous voulez me le faire entendre, un Français pour une femme n'est pas une meilleure pratique qu'un Italien."")",1.17,Substitution
356,"('#premiere-bohemienne', ""Un homme ne saurait vivre content sans femme ;  Sans elle une maison irait tout de travers :  Elle sait du destin partager les revers ;  Elle sert un mari, soulage sa vieillesse :  La femme est dans le monde un miroir de sagesse,  Le temple de l'honneur, le chef-d'oeuvre des cieux ;  La beauté fut son lot, l'esprit son apanage,  La vertu son domaine, et l'honneur son partage."")","('#colombine', ""Encore pis.  Croyez-moi, tenons-nous comme nous sommes.  Pour moi, infidèle pour infidèle, j'aime autant Octave qu'un autre.  Adieu, mademoiselle ; je vous promets que je n'entreprendrai rien sur le coeur de votre amant, et qu'à mon égard vous n'aurez point sujet de crier au voleur."")",0.91,Substitution
357,,"('#isabelle', ""Un coeur est pourtant un larcin dont les femmes aujourd'hui ne se font pas grand scrupule. Scènes italiennes."")",1.0,Deletion
358,"('#arlequin', 'Oui, cela se disait du temps de Jean-de-Vert. ')",,1.0,Insertion
359,"('#seconde-bohemienne', ""Plutôt que prendre femme, épousez un désert :  Par elle une maison va tout en décadence ;  Elle ne met jamais de frein à sa dépense ;  Elle accroît les chagrins, loin de les partager :  La femme est en tout temps un éminent danger,  Un vaisseau sur lequel le nocher le plus sage  Appréhende le calme autant qu'il fait l'orage ;  C'est l'arsenic du coeur : la fureur la conduit ;  L'inconstance en tout temps ou l'escorte ou la suit,  Et la vengeance, enfin, est toujours devant elle."")","('#arlequin', ""Viens çà, Pierrot ; je vais à une grande expédition ; je te laisse maître en ma place : prends bien garde à la maison, et surtout qu'il ne se passe rien autour de nos filles."")",0.83,Substitution
360,"('#arlequin', ""Oh ! Vous avez raison ; je sais qu'une femelle  Qui prétend se venger d'un époux offensif,  Devient des animaux le plus vindicatif. "")","('#pierrot', 'Oh !  Mordi, laissez-moi faire ; si elles me trompent, elles seront bien fines.')",1.62,Substitution
361,"('#premiere-bohemienne', ""Quand on la nomme un mal et doux et nécessaire,  C'est qu'on lui voit toujours quelque vertu pour plaire ;  Si le ciel ne l'a pas faite avec un beau corps,  Il aura sur l'esprit répandu ses trésors ;  Si des biens de fortune elle n'est point fournie,  Elle se fait un fonds de son économie :  La sotte d'ordinaire a l'esprit complaisant,  La folle quelquefois plaît par son enjouement ;  Dans une femme, enfin, toujours quelque mérite  De ses petits défauts aisément nous racquitte."")","('#pierrot', ""C'est pourtant un maudit bétail à gouverner ; c'est du naturel des anguilles, cela frétille toujours.  Il faut appeler Claudine, et lui faire une petite exaltation.  Claudine !"")",0.8,Substitution
362,"('#arlequin', ""Qui nous racquittera, dites-nous, s'il vous plaît,  Lorsque de notre honneur elle tire intérêt ? "")",,1.0,Insertion
363,"('#seconde-bohemienne', ""Si de quelques vertus les femmes sont pourvues,  Ces vertus de défauts sont souvent corrompues ;  La belle est toujours bête, ou croit qu'un teint fleuri  Est un trop beau morceau pour un sot de mari ;  La savante ne dit que vers, métamorphose,  Et méprise un époux qui ne parle qu'en prose :  Celle qui d'un beau sang voit ses pères issus,  Vous compte ses aïeux pour toutes ses vertus.  Non, quelque qualité qui règne dans son âme,  Quelque vertu qu'elle ait, c'est toujours une femme ;  C'est-à-dire attentive à l'amant qui languit,  Et vous savez, casta quam nemo rogavit."")","('#pierrot', ""Regarde-moi, Claudine...  L'honneur est un joyau ; mais un joyau qui se gâte quand on le laisse exposé à l'air.  Une fille est comme une bouteille d'eau de la reine d'Hongrie ; elle perd sa vertu si elle n'est bien bouchée : c'est ce qui fait qu'un grand philosophe dit qu'il faut qu'une femme demeure enfermée dans son logis.  Il n'a pas parlé des filles ; car elles étaient fort clairsemées dans son temps, aussi bien que dans celui-ci."")",0.34,Substitution
364,"('#arlequin', ""Voilà, je vous l'avoue, un extrait de sorcière,  Que les femmes devraient jeter dans la rivière :  Elle en dit peu de bien. "")",,1.0,Insertion
365,"('#seconde-bohemienne', ""Touchez là, j'en dirai,  Foi de fille d'honneur, sitôt que j'en saurai. "")",,1.0,Insertion
366,"('#arlequin', 'Mais parlez-moi français ;... là, si je me marie,  Ne serai-je point,... là... ')",,1.0,Insertion
367,"('#premiere-bohemienne', 'Quoi, là ?')","('#isabelle', 'Que veux-tu donc dire, avec tout ton galimatias ?  Es-tu fou ?')",0.66,Substitution
368,"('#arlequin', 'Je vous en prie,  Ne me déguisez rien. ')",,1.0,Insertion
369,"('#premiere-bohemienne', 'Quoi donc ? ')","('#pierrot', 'Comment, si je suis fou !  Vous ne savez donc pas que je suis présentement votre pédagogue ?')",1.18,Substitution
370,"('#arlequin', ""Là, ce qu'était  Peut-être votre époux dans le temps qu'il vivait. "")",,1.0,Insertion
371,"('#premiere-bohemienne', ""Voilà donc l'enclouure et le mot péremptoire :  Sur ce point douloureux on en fait bien accroire,  Et l'on en dit bien plus qu'on n'en fait à Paris ;  Ce sont là des terreurs pour les petits esprits... "")",,1.0,Insertion
372,"('#arlequin', 'Et pour les grands parfois. ')",,1.0,Insertion
373,"('#premiere-bohemienne', 'Des visions cornues  Que les hommes vont mettre en leurs têtes fourchues. ')",,1.0,Insertion
374,"('#arlequin', 'Ce sont elles, morbleu, qui nous les plantent là,  De par Belzébuth. ')",,1.0,Insertion
375,"('#premiere-bohemienne', ""Bon ! Approchez, venez çà ;  Regardez-moi bien. Non, vous n'avez point la mine  De recevoir échec de la gent féminine.  Vous êtes beau, joli, bien fait..."")",,1.0,Insertion
376,"('#arlequin', 'Assurément. ')",,1.0,Insertion
377,"('#premiere-bohemienne', ""Vous avez de l'esprit, le port fier, l'air charmant ;  Allez, ne craignez rien. "")",,1.0,Insertion
378,"('#arlequin', ""Mauvaise sauvegarde  Contre les accidents qu'une femme vous garde. "")",,1.0,Insertion
379,"('#seconde-bohemienne', 'Moi je dis, à vous voir seulement par le dos... ')",,1.0,Insertion
380,"('#arlequin', 'Ah, ciel ! Nous y voilà. ')","('#isabelle', 'Me voilà vraiment dans de bonnes mains !')",1.54,Substitution
381,"('#seconde-bohemienne', ""Je vous dis en deux mots  Que vous avez tout l'air, la physionomie,  L'oeil, le nez, la façon, la métoposcopie  D'un homme à qui l'on doit faire un mauvais parti.  Je vois sur votre teint bien du brouillamini.  Vos aspects sont malins, vous avez le front large ;  Vous me portez tout l'air d'en avoir une charge."")","('#pierrot', ""Je suis à votre égard ce que la bride est à un cheval, un bâton à un aveugle, un gouvernail à un vaisseau : je suis la bride, et vous êtes le cheval ; je suis le bâton, vous êtes l'aveugle ; vous êtes le vaisseau, et moi le gouvernail : mais un gouvernail avec lequel j'empêcherai que vous n'alliez donner contre les rochers des garçons ; car ce monde est une mer, et les vents soufflent dans cette eau qui bouillonne... ce qui fait que la raison dans... cette mer..."")",0.8,Substitution
382,"('#arlequin', 'Ah ! Je sens déjà là...  Il se touche la tête. ')",,1.0,Insertion
383,"('#premiere-bohemienne', 'Animal défiant,  Vous croyez donc... ')",,1.0,Insertion
384,"('#arlequin', ""Ma foi ! Je crois à l'ascendant.  Ce grand front, cet aspect... Dans cette conjoncture,  Je crains bien de payer un jour avec usure  Tous les frais de la guerre. Allons, tant que quelqu'un  Plus courageux que moi prendra femme en commun,  Je prétends me servir des droits du voisinage,  Et laisser qui voudra goûter du mariage.  En ces occasions, on court plus de danger  À bâtir sur son fonds que sur un étranger.  Je ne tâterai point de la cérémonie. "")",,1.0,Insertion
385,"('#premiere-bohemienne', ""Vous n'en tâterez point ! Halte-là, je vous prie. "")",,1.0,Insertion
386,"('#seconde-bohemienne', 'Point de femme, morbleu ! ')",,1.0,Insertion
387,"('#premiere-bohemienne', ""Si vous n'en prenez pas,  Vous n'avez pas encor trois jours à vivre."")",,1.0,Insertion
388,"('#arlequin', 'Hélas ! ')",,1.0,Insertion
389,"('#seconde-bohemienne', ""Et si vous en prenez, moi, je vous signifie  Que demain, au plus tard, vous n'êtes pas en vie.  Elles le prennent chacune par une manche de son habit. "")",,1.0,Insertion
390,"('#arlequin', ""C'en est fait, je suis mort ! Je n'en puis revenir.  Prédiseuses du diable, ah ! Laissez-moi partir. "")",,1.0,Insertion
391,"('#premiere-bohemienne', ""Avant de vous quitter, il faut que je vous voie  À côté d'une femme."")",,1.0,Insertion
392,"('#arlequin', ""Ah ! Plutôt qu'on me noie !"")","('#isabelle', 'Vite, vite, au secours !  Voilà un homme qui se noie.')",0.39,Substitution
393,"('#seconde-bohemienne', ""Pour vous laisser, je veux vous mettre hors d'état  De pouvoir à jamais sortir du célibat."")","('#pierrot', ""Que la raison, dis-je, la...  Enfin, Arlequin m'a laissé dans la maison pour vous garder."")",1.32,Substitution
394,"('#arlequin', ""N'en faites rien ; je suis le dernier de ma race. "")",,1.0,Insertion
395,"('#premiere-bohemienne', 'Que de bruit !')",,1.0,Insertion
396,"('#seconde-bohemienne', ""Qu'on me suive."")","('#isabelle', ""Je te suis trop obligée ; je t'assure que je me garderai bien moi-même."")",1.4,Substitution
397,"('#arlequin', ""Hé ! Mesdames, de grâce !  Un accord : je serai six mois de l'an garçon,  Et six mois marié. "")",,1.0,Insertion
398,"('#premiere-bohemienne', 'Marchez. ')",,1.0,Insertion
399,"('#seconde-bohemienne', ""Que de façon !  Elles le tiraillent de façon qu'elles emportent chacune une manche de son habit. Il crie au voleur. D'autres Bohémiens l'entourent, dansent autour de lui et le volent. "")","('#pierrot', ""Nenni pas, s'il vous plaît ; je ne me fie plus aux filles ; j'y ai été attrapé."")",1.59,Substitution
400,"('#colombine', ""Je n'entends point parler de notre bailli ; il faut que le traité de cette charge de marquis l'arrête chez quelque notaire.  Il n'en est pas encore où il pense ; je lui garde le meilleur pour le dernier. "")",,1.0,Insertion
401,"('#le-laquais', 'Mademoiselle, voilà un bel esprit qui monte, madame Pindaret.')","('#isabelle', 'Comment donc ?  Est-ce que tu entretiens commerce avec des filles ?')",1.46,Substitution
402,"('#madame-pindaret', 'Ah, ma chère belle !  Que je suis heureuse de vous rencontrer !  Car vous êtes la fille de France la plus introuvable. ')",,1.0,Insertion
403,"('#colombine', ""On ne m'a point dit, madame, que vous m'ayez fait cet honneur-là.  Il est vrai que j'ai le domestique du monde le plus brutal : qu'une femme de qualité me vienne voir, on ne m'en dit rien ; qu'une procureuse frappe à ma porte, on vient m'en faire la honte en pleine compagnie. "")","('#pierrot', ""Bon !  Quand on est fait d'une certaine manière, on en a à revendre de cette marchandise-là.  Une petite carogne me pria de lui donner un baiser.  Dame !  Moi, il ne faut pas me le dire deux fois : 0je ne fus ni fou ni étourdi ; je m'approchai ; elle me donna un grand soufflet : depuis ce temps-là, j'ai bien juré que je n'en baiserais plus."")",0.51,Substitution
404,,"('#isabelle', ""C'est très bien fait, Pierrot.  Crois-moi, ne te joue point aux filles ; il n'y a rien à gagner."")",1.0,Deletion
405,"('#madame-pindaret', ""En vérité, mademoiselle, il faut que votre train soit travaillé d'un prodigieux dévoiement de mémoire ; oui, je crois que je suis venue ici plus de dix fois depuis les calendes du mois dernier. "")","('#pierrot', ""Si ce n'est quelque bon soufflet à la rencontre.  Allons, point tant de raisonnements ; rentrez, et marchez devant moi. Isabelle rentre ; Pierrot la suit des yeux."")",1.22,Substitution
406,"('#colombine', ""Comment dites-vous cela, s'il vous plaît ?  Les cal... "")","('#pierrot', 'Perdez cela de vue, autant de gobé. Scènes italiennes.')",0.99,Substitution
407,"('#madame-pindaret', ""Les calendes, mademoiselle ; c'est la manière de compter des Romains, et la mienne.  Si ma servante datait sa dépense autrement, elle ne coucherait pas chez moi deux jours de suite.  Je veux de l'érudition jusque dans ma cuisine. "")",,1.0,Insertion
408,"('#colombine', ""Que vous êtes heureuse, madame, de savoir tant de belles choses !  Si j'avais l'avantage de vous voir souvent, je crois que je deviendrais une habile fille. "")","('#arlequin', ""Hé !  L'Espérance, Brise-Fer, Poudre-à-Canon, l'Effroi-des-Poulets !  Hé bien, mes enfants !  Que vous dit le coeur ?  Y a-t-il longtemps que vous n'avez mangé de chair humaine ?"")",1.33,Substitution
409,"('#madame-pindaret', ""Il faut dire la vérité ; on se décrasse en ma compagnie, et tout le monde avoue que je n'ai point la conversation roturière. "")",,1.0,Insertion
410,"('#colombine', ""Ah ! Que cela est bien dit !  La conversation roturière !  Comment pouvez-vous fournir à la dépense d'esprit que vous faites ?  Si vous ne vous ménagez, vous n'en aurez jamais assez pour le reste de vos jours. "")","('#pasquariel', ""Vous n'avez qu'à dire, mon capitaine ; je fais d'abord main basse. Il met l'épée la main, et pousse de tous côtés, comme s'il avait plusieurs personnes à combattre."")",1.4,Substitution
411,"('#madame-pindaret', ""Bon !  Cela ne coûte rien à une femme comme moi, qui se joue des auteurs ; j'entretiens commerce avec les anciens, et je fraye aussi avec les modernes. "")","('#arlequin', 'Voilà, mordi !  Un bon garçon.  Ce drôle-là a tué plus de poulets à lui seul que toute ma compagnie ensemble.')",1.93,Substitution
412,"('#colombine', 'Avec les anciens, madame ! ')",,1.0,Insertion
413,"('#madame-pindaret', ""Assurément, mademoiselle ; j'en attrape assez le vrai, et je veux vous faire voir quelle est ma lecture quotidienne.  Laquais !  Petit garçon ! "")","('#pasquariel', ""Holà !  Holà !  En voilà assez d'échinés.  Il ne faut pas laisser refroidir cette ardeur-là : allons chercher Cinthio."")",1.32,Substitution
414,"('#madame-pindaret', 'Donnez-moi mon Juvénal. ')","('#arlequin', ""Qui est cet homme-là ?  Il me semble qu'il a assez l'encolure d'un dénicheur de filles.  Qui êtes-vous, mon ami ?  Ne vous appelez-vous pas Cinthio ?"")",1.5,Substitution
415,"('#le-laquais', ""Qu'est-ce que c'est, madame, que votre Juvénal ? "")","('#cinthio', ""Hé !  Qu'en avez-vous affaire ?"")",0.93,Substitution
416,"('#madame-pindaret', 'Ce livre in-quarto que je vous ai donné tantôt. ')",,1.0,Insertion
417,"('#le-laquais', ""À moi, madame, un quartaut !  Vous ne m'avez donné ni quartaut ni bouteille. "")",,1.0,Insertion
418,"('#madame-pindaret', ""Eh !  Le petit ignorant !  Qu'il vous arrive une autre fois de l'oublier !"")",,1.0,Insertion
419,"('#madame-pindaret', 'Je prends toujours la précaution de me faire escorter de ce livre-là, quand je vais en visite de femmes, pour me dédommager des minuties de leur conversation. ')",,1.0,Insertion
420,"('#colombine', ""Voilà ce qui s'appelle mettre à profit jusqu'à son ennui. "")",,1.0,Insertion
421,"('#madame-pindaret', 'Êtes-vous comme moi, ma chère ?  Toutes les visites de femmes me donnent la colique. ')",,1.0,Insertion
422,"('#colombine', ""Non, madame, je ne suis point d'une complexion si délicate.  À vous dire le vrai, j'aime beaucoup mieux la conversation des hommes, et je voudrais parfois qu'il n'y eût que moi de femme au monde. "")","('#arlequin', ""Comment, ventrebleu !  Ce que j'en ai affaire !  Si vous étiez Cinthio, ou que vous fussiez seulement cousin, petit-cousin, arrière-petit-cousin de Cinthio, par la ventrebleu !  Je veux que le diable m'emporte, vous verriez beau jeu."")",0.97,Substitution
423,"('#madame-pindaret', ""Vous auriez de la chalandise.  J'allai voir, il y a quelque temps, une marquise ; je ne fus qu'un quart d'heure avec elle, c'était pendant la canicule : sa conversation ne laissa pas de m'enrhumer si fort, que je me suis mise au gruau pendant trois semaines pour en revenir. "")","('#cinthio', 'Ne pourrait-on pas savoir, monsieur, en quoi ce Cinthio vous a tant offensé ?  Car vous me paraissez bien échauffé.')",0.82,Substitution
424,"('#colombine', 'Cela étant, madame, quand vous allez en visite de marquise, de crainte de vous enrhumer une seconde fois, il faudrait faire porter un manteau fourré avec votre Juvénal. ')","('#arlequin', ""Assurément, je le suis.  C'est un drôle qui va de fille en fille avec une promesse de mariage circulaire.  Oh !  Parbleu, si je vous rencontre, mon petit ami, vous tiendrez la parole que vous avez donnée à ma soeur, ou vous aurez les étrivières de ma façon."")",1.21,Substitution
425,"('#madame-pindaret', ""Vous ne sauriez vous imaginer jusqu'où va l'ignorance de cette femme-là. "")","('#cinthio', 'Cela est bien scélérat de tromper comme cela les filles.')",1.45,Substitution
426,"('#colombine', 'Une femme de qualité ignorante !  Vous me surprenez. ')",,1.0,Insertion
427,"('#madame-pindaret', ""Ignorantissime !  Croiriez-vous ?...  Mais non ; cela n'entre point dans l'esprit. "")",,1.0,Insertion
428,"('#colombine', 'Mais encore ? ')","('#arlequin', 'Par la tête !  Par la mort !  Je voudrais le tenir pour cent pistoles.')",1.4,Substitution
429,"('#madame-pindaret', ""Croiriez-vous qu'elle ne put jamais me dire dans quelle olympiade mourut Épaminondas ? "")","('#cinthio', ""Touchez là, monsieur ; je veux vous faire gagner plus de cinquante louis aujourd'hui : donnez-m'en trente, je vous dirai où est Cinthio ; et, afin de ne pas vous tenir plus longtemps en suspens, c'est moi."")",1.91,Substitution
430,"('#colombine', ""Ah, ciel !  Quelle ignorance !  En vérité, madame, vous fûtes bien heureuse d'en être quitte pour un rhume ; cela valait bien la peine de tomber en apoplexie. "")","('#arlequin', ""C'est vous ?  C'est vous ?  Ah !  Par ma foi, j'en suis bien aise.  Vous ne voulez donc pas, monsieur, épouser ma soeur ?"")",0.86,Substitution
431,,"('#cinthio', 'Bon !  Sommes-nous dans un siècle à épouser ?')",1.0,Deletion
432,"('#madame-pindaret', ""Il ne tint qu'à moi.  À propos, mademoiselle, avec-vous vu mon madrigal ? "")","('#arlequin', 'Non ?  Oh !  Parbleu, nous verrons : vous la prendrez, quand je devrais vous la faire avaler dans une médecine.  Laissez-moi faire seulement.')",0.81,Substitution
433,"('#colombine', ""Non, madame ; cela n'est pas venu jusqu'à moi. "")",,1.0,Insertion
434,"('#madame-pindaret', ""Vous n'êtes donc pas de ce monde ?  C'est une pièce qui a déjà souffert la troisième édition, et qui a marié les trois filles de mon libraire.  Je vais vous le lire. "")",,1.0,Insertion
435,"('#colombine', 'Vous me ferez, je vous assure, un sensible plaisir. ')","('#cinthio', 'Je me moque de vos menaces ; et pour vous faire voir que je ne vous crains, ni vous ni vos spadassins, je vais vous attendre dans cette hôtellerie-là.')",1.1,Substitution
436,"('#madame-pindaret', ""Ce n'est pas cela ; c'est un rondeau sur une absence, que je laisse quelque temps mitonner sur le réchaud de la réflexion...  Ni cela ; c'est la vie de Thémistocle, en vers burlesques.  Je tiens un poème épique aux cheveux, qui surprendra tout Paris.  Ah !  Voici notre madrigal. MADRIGAL, Sur l'inconstance d'une maîtresse qui changea d'amant, parce qu'il avait soupiré par le derrière.  Vous entendez bien cela ? Elle lit. "")","('#arlequin', ""Qu'on me suive cet homme-là, et qu'on me le garde à vue.  Voilà, mordi !  Comme il faut sortir vigoureusement d'une affaire. Scènes italiennes."")",1.08,Substitution
437,"('#colombine', ""Oh !  Oui, cela s'entend de reste ; peu s'en faut que je ne le sente."")","('#le-hollandais', 'Gouten tag, minher, gouten tag.')",1.59,Substitution
438,,"('#arlequin', 'Gouten tag, gouten tag.')",1.0,Deletion
439,,"('#le-hollandais', ""Moi l'être un étrangir qui cherchir à logir dans sti ville. "")",1.0,Deletion
440,"('#madame-pindaret', ""Quoi ! Pour avoir laissé sauver un prisonnier  Qui n'a de voix que pour crier,  Votre coeur fait la pirouette,  Et se fait un nouvel amant ! On dira, volage Lisette,  Que ce coeur est si girouette,  Qu'il change au moindre petit vent."")","('#arlequin', ""Sti ville, monsir, l'être à vous bien obligir. Ma foi, voilà un croustilleux corps. À part."")",0.89,Substitution
441,"('#colombine', 'Ah, madame !  Quel merveilleux talent vous avez pour la poésie ! ')","('#le-hollandais', ""Enseignir moi, s'il plaît à monsir, où être un logiment pour mon chevau et pour mon personne."")",1.67,Substitution
442,"('#madame-pindaret', ""J'ai d'assez belles humanités, comme vous voyez ; mais je vais me donner à la physique. "")","('#arlequin', ""C'est une hôtellerie que vous cherchez, n'est-ce pas, monsieur ?"")",1.7,Substitution
443,"('#colombine', 'À la physique, madame ! ')","('#le-hollandais', ""Oui, monsir, l'être une hôtellerie."")",1.87,Substitution
444,"('#madame-pindaret', ""Oui, mademoiselle. C'est une des plus nobles sciences qu'il y ait ; elle a pour objet tout ce qui tombe sous les sens, et par conséquent, le corps humain, qui est la plus belle et la plus parfaite de toutes les structures humaines.  Adieu, mademoiselle ; je sens que ma colique veut me reprendre. "")","('#arlequin', ""Tenez, monsieur, en voilà une où vous serez parfaitement bien ; il y a de bon vin, et vous y trouverez aussi de jolies filles ; et voilà ce que vous demandez ; j'entends à demi-mot."")",0.48,Substitution
445,"('#colombine', 'Quoi !  Si tôt, madame ! ')",,1.0,Insertion
446,"('#madame-pindaret', ""Je ne me prostitue jamais à une longue conversation, et j'aime les visites brèves et laconiques."")",,1.0,Insertion
447,"('#arelquin', 'Hé bien, morbleu !  Madame, les airs de cour nous sont-ils naturels ?  La, lore, la.  Vous allez voir comme je vous chamarre une danse sérieuse.  Hé !  Laquais, laquais !  Lâche-nous un coup de chanterelle.  Je veux tracer un menuet avec vous.  Il fredonne.  À Colombine. ')","('#le-hollandais', ""Moi demandre excuse à monsir, si ne parlir pas bon français ; mais mon pensir l'être beaucoup plus meilleur que mon parlemente."")",1.56,Substitution
448,"('#colombine', ""Je vous prie, monsieur, de m'en dispenser ; je suis d'une fatigue outrée, et voilà huit nuits de suite que je cours le bal. "")","('#arlequin', ""Allez, monsieur, vous ne l'écorchez pas mal.  Croyez-moi, monsieur, allez vous reposer dans cette hôtellerie-là : car un homme qui n'a qu'une jambe doit être une fois plus las qu'un autre."")",0.67,Substitution
449,"('#arlequin', 'Il faut donc que madame danse à votre place ? ')",,1.0,Insertion
450,"('#madame-pindaret', ""Moi, monsieur !  Excusez-moi, s'il vous plaît ; je ne danse point, je fais des vers. "")","('#le-hollandais', 'Adieu, monsir ; moi remercir vous bien fortiment. Il frappe à la porte.')",1.52,Substitution
451,"('#arlequin', 'Parbleu !  Madame, vous danserez en vers, ou vous crèverez en prose. ')",,1.0,Insertion
452,"('#colombine', ""Allons, courage, madame ; voulez-vous qu'on envoie quérir votre Juvénal ?"")","('#arlequin', 'Il faut que je sache un peu qui est cet étranger qui va loger chez moi.  Venez çà, monsieur ; ne peut-on pas savoir de quel pays vous êtes, et le sujet qui vous amène en cette ville ?')",1.25,Substitution
453,,"('#le-hollandais', ""Moi l'être un gentilhomme hollandais de Hollande, qui vient dans sti ville pour affaire de grand importement."")",1.0,Deletion
454,"('#arlequin', 'Madame Pindaret se laisse tomber.  Voilà un vers à qui il manque un pied.')","('#arlequin', ""Vous verrez que c'est un de ces sots qui se sont laissé prendre."")",1.4,Substitution
455,"('#madame-pindaret', ""Ah, ah !  Voilà un menuet qui m'a mise sur les dents.  J'aimerais mieux faire vingt sonnets que de...  Ah, ah !  Souffrez, mademoiselle, que je vous quitte pour aller me mettre au lit. "")",,1.0,Insertion
456,"('#arlequin', ""Adieu, madame ; allez vous faire tirer trois palettes d'épigrammes de la veine poétique."")",,1.0,Insertion
457,"('#arlequin', ""Hé bien, mademoiselle, ne vous avais-je pas bien dit qu'il n'y avait guère de marquis plus ridicule que moi ? "")",,1.0,Insertion
458,"('#colombine', ""À vous sincèrement, pour un marquis de nouvelle impression, vous ne jouez pas mal votre rôle, et l'on croirait que vous l'auriez étudié toute votre vie. "")","('#le-hollandais', ""Moi avoir toujours fait mon service sur la mer, et j'ai commandir un vaisseau de guerre des États dans le combat naval."")",1.63,Substitution
459,"('#arlequin', 'Étudié !  Moi, étudié !  Palsembleu !  Vous ne le prenez pas mal.  Étudié !  Vous ne savez donc pas que je suis homme de qualité ?  À peine sais-je écrire mon nom !')","('#arlequin', 'Comment, diable, monsieur !  Hé !  Que venez-vous faire ici ?  Apparemment que vous avez un bon passeport ?')",0.73,Substitution
460,"('#colombine', ""Vous voulez vous divertir ; je sais ce que je dois croire, et j'appelle de votre modestie. "")","('#le-hollandais', ""Moi venir expressément de mon pays, de la part des États, pour demandir à la cour qu'on me rendre mon vaisseau, que sti tiaple de Français avoir fait griller comme du poudin."")",1.19,Substitution
461,"('#arlequin', ""Cela est, parbleu, comme je vous le dis ; et je veux que le diable m'emporte si jamais j'ai eu d'autres livres qu'un almanach avec un Parfait Maréchal.  Bon !  Que nous faut-il à nous autres gens de cour ? Beaucoup de bonne opinion, saupoudrée de quelques grains d'effronterie.  Voilà toute notre science auprès des femmes. Il se promène. "")","('#arlequin', ""Oh !  Vous avez raison ; voilà de méchants diables que ces Français !  Il fallait crier au feu ; quelqu'un serait venu à votre secours."")",1.26,Substitution
