,quinault-alceste,quinault-isis,Cost,Operation Type
346,"('#cephise', ""Je n'ai point de choix à faire ;  Parlons d'aimer et de plaire,  Et vivons toujours en paix.  L'Hymen détruit la tendresse,  Il rend l'amour sans attraits ;  Voulez-vous aimer sans cesse,  Amants, n'épousez jamais. "")","('#io', ""Terminez mes tourments, puissant maître du monde, Sans vous, sans votre amour hélas ! Je ne souffrirais pas. Réduite au désespoir, mourante, vagabonde, J'ai porté mon supplice en mille affreux climats ; Une horrible Furie attachée à mes pas, M'a suivie au travers du vaste sein de l'onde; Voyez de quels maux ici bas, Votre épouse punit mes malheureux appas Délivrez moi de ma douleur profonde, Ouvrez-moi par pitié, les portes du trépas. Terminez mes tourments puissant maître du monde. Sans vous, sans votre amour, hélas ! Je ne souffrirais pas. C'est Jupiter qui m'aime ! Eh ! Qui le pourrait croire ? Je ne suis plus dans sa mémoire, Il n'entend point mes cris, Il ne voit point mes pleurs Après m'avoir livré aux plus cruels malheurs,  Il est tranquille au comble de la gloire Il m'abandonne au milieu des douleurs. À la fin je succombe heureuse si je meurs. Io tombe accablée de ses tourments, et Jupiter touché de piété, descend du ciel."")",0.33,Substitution
347,"('#cephise #licas #straton', ""L'Hymen détruit la tendresse,  Il rend l'Amour sans attraits ;  Voulez-vous aimer sans cesse,  Amants, n'épousez jamais. "")","('#jupiter', ""Il ne m'est pas permis de finir votre peine Et ma puissance souveraine Doit suivre du Destin l'irrévocable loi : C'est tout ce que je puis par un amour extrême Que de quitter le Ciel et ma gloire suprême Pour prendre part aux maux que vous souffrez pour moi."")",0.52,Substitution
348,"('#cephise', ""Prenons part aux transports d'une joie éclatante,  Que chacun chante : "")","('#io', 'Ah ! mon supplice augmente encore ! Tout le feu des Enfers me brûle et me dévore; Mourrai-je tant de fois, sans voir finir mon sort ?')",1.53,Substitution
349,"('#tous-ensemble', ""Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas :  Il ramène Alceste vivante ;  Que chacun chante :  Alcide est vainqueur du trépas,  L'Enfer ne lui résiste pas. "")","('#jupiter', 'Ma tendresse pour vous rend Junon inflexible Elle voit mon amour il lui paraît trop fort; Son courroux se redouble et devient invincible.')",1.35,Substitution
350,,"('#io', ""N'importe en ma faveur soyez toujours sensible."")",1.0,Deletion
351,"('#alcide', ""Pour une si belle victoire,  Peut-on avoir trop entrepris ?  Ah qu'il est doux de courir à la gloire  Lorsque l'Amour en doit donner le prix !  Vous détournez vos yeux ! Je vous trouve insensible ?  Admète a seul ici vos regards les plus doux ? "")","('#jupiter', ""C'est trop vous exposer à son jaloux transport, J'irrite en vous aimant sa vengeance terrible."")",0.16,Substitution
352,"('#alceste', ""Je fais ce qui m'est possible  Pour ne regarder que vous. "")","('#io', ""Aimez moi, s'il vous est possible Assez pour la forcer à me donner la mort. Junon descend sur la terre."")",1.16,Substitution
353,"('#alcide', ""Vous devez suivre mon envie,  C'est pour moi qu'on vous rend le jour. "")","('#jupiter', ""Venez, venez Déesse impitoyable  Venez, voyez, reconnaissez Cette Nymphe mourante autrefois trop aimable. C'est assez la punir, c'est vous venger assez; L'éclat de sa beauté ne la rend plus coupable,  Par la cruelle horreur du tourment qui l'accable, Son crime et ses appas sont ensemble effacés. Sans jalousie et sans alarmes Voyez ses yeux noyés de larmes Que l'ombre de la mort commence de couvrir."")",1.05,Substitution
354,"('#alceste', ""Je n'ai pu reprendre la vie,  Sans reprendre aussi mon amour. "")","('#junon', ""Ils n'ont encor que trop de charmes Puisqu'ils savent attendrir."")",1.53,Substitution
355,,"('#jupiter', ""Une juste pitié peut elle vous aigrir ? Votre courroux fatal ne doit-il pas s'éteindre ?"")",1.0,Deletion
356,,"('#junon', ""Ah ! vous la plaignez trop, elle n'est pas à plaindre  Non elle ne peut trop souffrir."")",1.0,Deletion
357,"('#alcide', 'Admète en ma faveur, vous a cédé lui-même. ')","('#jupiter', ""Je sais que c'est de vous que son sort doit dépendre. Ce n'est qu'à vos bontés qu'elle doit recourir. Il n'est rien que de moi vous ne deviez attendre, Si je puis obliger votre haine à se rendre."")",1.11,Substitution
358,"('#admete', 'Alcide pouvait seul vous ôter au trépas.  Alceste, vous vivez, je revois vos appas ;  Ai-je pu trop payer cette douceur extrême ! ')","('#io', 'Ah ! Laissez moi mourir.')",0.95,Substitution
359,"('#admete #alceste', ""Ah ! Que ne fait-on pas  Pour sauver ce qu'on aime ! "")","('#junon', 'Prenez soin de la secourir.')",1.04,Substitution
360,"('#alcide', ""Vous soupirez tous deux au gré de vos désirs ;  Est-ce ainsi qu'on me tient parole ? "")","('#io', ""Vous l'aimez d'un amour trop tendre Non elle ne peut trop souffrir."")",0.68,Substitution
361,"('#admete #alceste', ""Pardonnez aux derniers soupirs  D'un malheureux amour qu'il faut qu'on vous immole.  Alceste, il ne faut plus nous voir.  Admète, il ne faut plus nous voir.  D'un autre que de moi votre sort doit dépendre :  D'un autre que de vous mon destin doit dépendre :  Il faut dans les grands coeurs, que l'amour le plus tendre  Soit la victime du devoir.  Alceste, il ne faut plus nous voir.  Admète, il ne faut plus nous voir.  Admète se retire, et Alceste offre sa main à Alcide, qui arrête Admète, et lui cède la main qu'ALCESTE lui présente."")","('#jupiter', ""Quoi ! Le coeur de Junon quelque grand qu'il puisse être  Ne saurait triompher d'une injuste fureur"")",0.69,Substitution
362,,"('#junon', ""De la terre et du Ciel Jupiter est le maître Et Jupiter n'est pas le maître de son coeur ?"")",1.0,Deletion
363,,"('#jupiter', 'Hé bien ! il faut que je commence À me vaincre en ce jour.')",1.0,Deletion
364,,"('#junon', ""Vous m'apprendrez à me vaincre à mon tour."")",1.0,Deletion
365,"('#alcide', ""Non, non, vous ne devez pas croire  Qu'un Vainqueur des tyrans soit Tyran à son tour :  Sur l'Enfer, sur la Mort, j'emporte la victoire ;  Il ne manque plus à ma gloire  Que de triompher de l'Amour. "")","('#jupiter #junon', ""Abandonnez votre vengeance Je vous rends mon amour . J'abandonnerai ma vengeance,  Rendez moi votre amour. Jupiter. Junon."")",0.66,Substitution
366,,"('#jupiter', ""Noires Ondes du Styx, c'est par vous que je jure. Fleuve affreux écoutez le serment que je fais. Si cette Nymphe, enfin, reprend tous ses attraits, Si Junon fait cesser les tourments qu'elle endure, Je jure que ses yeux ne troubleront jamais De nos coeurs réunis la bienheureuse paix. Noires Ondes du Styx, c'est par vous que je jure. Fleuve affreux écoutez le serment que je fais."")",1.0,Deletion
367,"('#admete #alcide', 'Ah quelle gloire extrême !  Quel héroïque effort !  Le Vainqueur de la mort  Triomphe de lui-même. ')","('#junon', ""Nymphe, je veux finir votre peine éternelle Que la Furie emporte aux Enfers avec elle Le trouble et les horreurs dont vos sens sont saisis ! Après un rigoureux supplice  Goûtez les biens parfaits que les Dieux ont choisis :  Et sous le nouveau nom d'Isis Jouissez d'un bonheur qui jamais ne finisse. La Furie s'enfonce dans les Enfers et Io se trouve délivrée de ses peines."")",0.85,Substitution
368,"('#apollon', ""Les Muses, et les Jeux s'empressent de descendre,  Apollon les conduit dans ces aimables lieux.  Vous, à qui j'ai pris soin d'apprendre  À chanter vos amours sur le ton le plus tendre,  Bergers, chantez avec les Dieux  Chantons, chantons, faisons entendre  Nos chansons jusque dans les Cieux. "")","('#jupiter #junon', ""Dieux, recevez Isis au rang des immortels ! Peuples voisins du Nil, dressez lui des Autels ! Les divinités du Ciel descendent pour recevoir Isis; les peuples d'Egypte lui dressent un autel et la reconnaissent pour la Divinité qui les doit protéger. Divinités qui descendent du Ciel dans la gloire, Peuples d'Egypte chantants, quatre égyptiens chantants, peuples d'Egypte dansants."")",0.25,Substitution
369,"('#choeurs', 'Chantons, chantons, faisons entendre  Nos chansons jusque dans les Cieux.  On danse.')","('#choeur #divinites', 'Venez, venez, Divinités nouvelle,')",1.31,Substitution
370,"('#choeurs', 'Triomphez généreux Alcide,  Aimez en paix, heureux Époux. ')","('#choeur #peuples #egypte', ""Isis, Tournez sur nous vos yeux Voyez l'ardeur de notre zèle."")",0.99,Substitution
371,"('#alcide', 'Aimez en paix, heureux Époux.  On danse.')","('#choeur #divinites', 'La céleste Cour vous appelle')",1.6,Substitution
372,"('#straton', ""À quoi bon  Tant de raison  Dans le bel âge ?  À quoi bon  Tant de raison  Hors de saison ?  Qui craint le danger  De s'engager  Est sans courage :  Tout rit aux Amants,  Les Jeux charmants  Sont leur partage :  Tôt, tôt, tôt, soyons contents,  Il vient un temps  Qu'on est trop sage. "")",,1.0,Insertion
373,"('#cephise', ""C'est la saison d'aimer  Quand on sait plaire,  C'est la saison d'aimer  Quand on sait charmer.  Les plus beaux de nos jours ne durent guère,  Le sort de la Beauté nous doit alarmer,  Nos champs n'ont point de fleur plus passagère ;  C'est la saison d'aimer  Quand on sait plaire,  C'est la saison d'aimer  Quand on sait charmer.  Un peu d'amour est nécessaire,  Il n'est jamais trop tôt de s'enflammer ;  Nous donne-t-on un coeur pour n'en rien faire ?  C'est la saison d'aimer  Quand on sait plaire,  C'est la saison d'aimer  Quand on sait charmer. "")",,1.0,Insertion
374,"('#choeurs', ""Triomphez, généreux Alcide,  Aimez en paix, heureux Époux :  Que toujours la Gloire vous guide,  Que sans cesse l'Amour vous guide,  Jouissez à jamais des honneurs les plus doux.  Jouissez à jamais des plaisirs les plus doux. "")","('#jupiter #junon', ""Isis est immortelle Isis va briller dans les Cieux. Isis jouit avec les Dieux  D'une gloire éternelle. Jupiter et Junon et les Divinités montent au ciel, et y conduisent Isis, dans le char des choeurs des Divinités et des Parques. Ils répètent ces quatre vers."")",0.91,Substitution
