,musset-lorenzaccio,rostand-cyrano,Cost,Operation Type
1902,"('#lorenzo', ""Oui, de la déclaration d'Alexandre.  Qu'en pense ce petit coeur innocent ?"")","('#cyrano', 'Plus.')",1.01,Substitution
1903,,"('#christian', 'Tous les jours ?')",1.0,Deletion
1904,,"('#cyrano', 'Oui, tous les jours. - Deux fois.')",1.0,Deletion
1905,,"('#christian', ""Et cela t'enivrait, et l'ivresse était telle Que tu bravais la mort..."")",1.0,Deletion
1906,,"('#cyrano', 'Tais-toi ! Pas devant elle ! Il rentre vivement dans sa tente.')",1.0,Deletion
1907,,"('#roxane', 'Et maintenant, Christian !...')",1.0,Deletion
1908,,"('#christian', ""Et maintenant, dis-moi Pourquoi, par ces chemins effroyables, pourquoi À travers tous ces rangs de soudards et de reîtres,  Tu m'as rejoint ici ?"")",1.0,Deletion
1909,,"('#roxane', ""C'est à_cause des lettres !"")",1.0,Deletion
1910,"('#catherine', ""Que veux-tu que j'en pense ?"")","('#christian', 'Tu dis ?')",0.0,Match
1911,,"('#roxane', ""Tant pis pour vous si je cours ces dangers ! Ce sont vos lettres qui m'ont grisée ! Ah ! Songez Combien depuis un mois vous m'en avez écrites,  Et plus belles toujours !"")",1.0,Deletion
1912,,"('#christian', ""Quoi ! Pour quelques petites Lettres d'amour..."")",1.0,Deletion
1913,"('#lorenzo', ""N'as-tu pas été flattée ?  Un amour qui fait l'envie de tant de femmes !  Un titre si beau à conquérir, la maîtresse de...  Va-t'en, Catherine, va dire à ma mère que je te suis.  Sors d'ici.  Laisse-moi ! Par le ciel !  Quel homme de cire suis-je donc ?  Le Vice comme la robe de Déjanire, s'est-il si profondément incorporé à mes fibres, que je ne puisse plus répondre de ma langue, et que l'air qui sort de mes lèvres se fasse ruffian malgré moi ?  J'allais corrompre Catherine ; je crois que je corromprais ma mère, si mon cerveau le prenait à tâche ; car Dieu sait quelle corde et quel arc les dieux ont tendus dans ma tête, et quelle force ont les flèches qui en partent !  Si tous les hommes sont des parcelles d'un foyer immense, assurément l'être inconnu qui m'a pétri a laissé tomber un tison au lieu d'une étincelle, dans ce corps faible et chancelant. Je puis délibérer et choisir, mais non revenir sur mes pas quand j'ai choisi.  Ô Dieu !  Les jeunes gens à la mode ne se font-ils pas une gloire d'être vicieux, et les enfants qui sortent du collège ont-ils quelque chose de plus pressé que de se pervertira ?  Quel bourbier doit donc être l'espèce humaine, qui se rue ainsi dans les tavernes avec des lèvres affamées de débauche, quand moi, qui n'ai voulu prendre qu'un masque pareil à leurs visages, et qui ai été aux mauvais lieux avec une résolution inébranlable de rester pur sous mes vêtements souillés, je ne puis ni me retrouver moi-même, ni laver mes mains, même avec du sang !  Pauvre Catherine !  Tu mourrais cependant comme Louise Strozzi, ou tu te laisserais tomber comme tant d'autres dans l'éternel abîme, si je n'étais pas là.  Ô Alexandre !  Je ne suis pas dévot, mais je voudrais, en vérité, que tu fisses ta prière avant de venir ce soir dans cette chambre.  Catherine n'est-elle pas vertueuse, irréprochable ?  Combien faudrait-il pourtant de paroles pour faire de cette colombe ignorante la proie de ce gladiateur aux poils roux ?  Quand je pense que j'ai failli parler !  Que de filles maudites par leurs pères rôdent au coin des bornes, ou regardent leur tête rasée dans le miroir cassé d'une cellule, qui ont valu autant que Catherine, et qui ont écouté un ruffian moins habile que moi !  Eh bien !  J'ai commis bien des crimes, et si ma vie est jamais dans la balance d'un juge quelconque, il y aura d'un côté une montagne de sanglots, mais il y aura peut-être de l'autre une goutte de lait pur tombée du sein de Catherine, et qui aura nourri d'honnêtes enfants. Catherine sort. Il sort."")","('#roxane', ""Tais-toi !... Tu ne peux pas savoir ! Mon Dieu, je t'adorais, c'est vrai, depuis qu'un soir,  D'une voix que je t'ignorais, sous ma fenêtre,  Ton âme commença de se faire connaître... Eh bien ! Tes lettres, c'est, vois-tu, depuis un mois,  Comme si tout le temps, je l'entendais, ta voix De ce soir-là, si tendre, et qui vous enveloppe ! Tant pis pour toi, j'accours. La sage Pénélope Ne fût pas demeurée à broder sous son toit,  Si le Seigneur Ulysse eût écrit comme toi,  Mais pour le joindre, elle eût, aussi folle qu'Hélène,  Envoyé promener ses pelotons de laine !..."")",0.0,Match
1914,,"('#christian', 'Mais...')",1.0,Deletion
1915,"('#philippe', ""Avant de la mettre dans son dernier lit, laissez-moi l'embrasser.  Lorsqu'elle était couchée, c'est ainsi que je me penchais sur elle pour lui donner le baiser du soir.  Ses yeux mélancoliques étaient ainsi fermés à demi, mais ils se rouvraient au premier rayon du soleil, comme deux fleurs d'azur ; elle se levait doucement, le sourire sur les lèvres, et elle venait rendre à son vieux père son baiser de la veille.  Sa figure céleste rendait délicieux un moment bien triste : le réveil d'un homme fatigué de la vie.  Un jour de plus, pensais-je en voyant l'aurore, un sillon de plus dans mon champ !  Mais alors j'apercevais ma fille, la vie m'apparaissait sous la forme de sa beauté, et la clarté du jour était la bienvenue. On ferme le tombeau."")","('#roxane', ""Je lisais, je relisais, je défaillais,  J'étais à toi. Chacun de ces petits feuillets Était comme un pétale envolé de ton âme. On sent à chaque mot de ces lettres de flamme L'amour puissant, sincère..."")",0.75,Substitution
1916,,"('#christian', 'Ah ! Sincère et puissant ? Cela se sent, Roxane ?...')",1.0,Deletion
1917,,"('#roxane', 'Oh ! Si cela se sent !')",1.0,Deletion
1918,"('#pierre-strozzi', 'Par ici, venez par ici.')","('#christian', 'Et vous venez ?')",0.0,Match
1919,"('#philippe', ""Tu ne te lèveras plus de ta couche ; tu ne poseras pas tes pieds nus sur ce gazon pour revenir trouver ton père.  Ô ma Louise !  Il n'y a que Dieu qui ait su qui tu étais, et moi, moi, moi !"")","('#roxane', ""Je viens (ô mon Christian, mon maître ! Vous me relèveriez si je voulais me mettre À vos genoux, c'est donc mon âme que j'y mets,  Et vous ne pourrez plus la relever jamais ! Je viens te demander pardon (et c'est bien l'heure De demander pardon, puisqu'il se peut qu'on meure !) De t'avoir fait d'abord, dans ma frivolité,  L'insulte de t'aimer pour ta seule beauté !"")",0.59,Substitution
1920,,"('#christian', 'Ah ! Roxane !')",1.0,Deletion
1921,"('#pierre', 'Ils sont cent à Sestino, qui arrivent du Piémont.  Venez, Philippe, le temps des larmes est passé.')","('#roxane', ""Et plus tard, mon ami, moins frivole, -  Oiseau qui saute avant tout à fait qu'il s'envole, -  Ta beauté m'arrêtant, ton âme m'entraînant,  Je t'aimais pour les deux ensemble !..."")",1.39,Substitution
1922,,"('#christian', 'Et maintenant ?')",1.0,Deletion
1923,"('#philippe', ""Enfant, sais-tu ce que c'est que le temps des larmes ?"")","('#roxane', ""Eh bien ! Toi-même enfin l'emporte sur toi-même,  Et ce n'est plus que pour ton âme que je t'aime !"")",1.43,Substitution
1924,,"('#christian', 'Ah ! Roxane !')",1.0,Deletion
1925,"('#pierre', ""Les bannis se sont rassemblés à Sestino ; il est temps de penser à la vengeance.  Marchons franchement sur Florence avec notre petite armée.  Si nous pouvons arriver à propos pendant la nuit, et surprendre les postes de la citadelle, tout est dit.  Par le ciel !  J'élèverai à ma soeur un autre mausolée que celui-là."")","('#roxane', ""Sois donc heureux. Car n'être aimé Que pour ce dont on est un instant costumé,  Doit mettre un coeur avide et noble à la torture ; Mais ta chère pensée efface ta figure,  Et la beauté par quoi tout d'abord tu me plus,  Maintenant j'y vois mieux... et je ne la vois plus !"")",0.83,Substitution
1926,"('#philippe', 'Non, pas moi ; allez sans moi, mes amis.')","('#christian', 'Oh !...')",1.85,Substitution
1927,"('#pierre', 'Nous ne pouvons-nous passer de vous ; sachez-le, les confédérés comptent sur votre nom.  François Ier lui-même attend de vous un mouvement en faveur de la liberté.  Il vous écrit comme au chef des républicains florentins ; voilà sa lettre.')",,1.0,Insertion
1928,"('#philippe', ""Dis à celui qui t'a apporté cette lettre qu'il réponde ceci au roi de France : « Le jour où Philippe portera les armes contre son pays, il sera devenu fou. »"")",,1.0,Insertion
1929,"('#pierre', 'Quelle est cette nouvelle sentence ?')","('#roxane', ""Tu doutes encor d'une telle victoire ?..."")",0.95,Substitution
1930,"('#philippe', 'Celle qui me convient.')","('#christian', 'Roxane !')",1.38,Substitution
1931,,"('#roxane', 'Je comprends, tu ne peux pas y croire,  À cet amour ?...')",1.0,Deletion
1932,"('#pierre', ""Ainsi vous perdez la cause des bannis, pour le plaisir de faire une phrase ?  Prenez garde, mon père, il ne s'agit pas là d'un passage de Pline ; réfléchissez avant de dire non."")","('#christian', 'Je ne veux pas de cet amour ! Moi, je veux être aimé plus simplement pour...')",1.86,Substitution
1933,"('#philippe', 'Il y a soixante ans que je sais ce que je devais répondre à la lettre du roi de France.')",,1.0,Insertion
1934,"('#pierre', ""Cela passe toute idée !  Vous me forceriez a vous dire de certaines choses...  Venez avec nous, mon père, je vous en supplie.  Lorsque j'allais chez les Pazzi, ne m'avez-vous pas dit : Emmène-moi ?  Cela était-il différent alors ?"")","('#roxane', ""Pour Ce qu'en vous elles ont aimé jusqu'à cette heure ? Laissez-vous donc aimer d'une façon meilleure !"")",1.39,Substitution
1935,"('#philippe', ""Très différent.  Un père offensé qui sort de sa maison l'épée à la main, avec ses amis, pour aller réclamer justice, est très différent d'un rebelle qui porte les armes contre son pays, en rase campagne et au mépris des lois."")",,1.0,Insertion
1936,"('#pierre', ""Il s'agissait bien de réclamer justice !  Il s'agissait d'assommer Alexandre.  Qu'est-ce qu'il y a de changé aujourd'hui ?  Vous n'aimez pas votre pays, ou sans cela vous profiteriez d'une occasion comme celle-ci."")","('#christian', ""Non ! C'était mieux avant !"")",1.73,Substitution
1937,"('#philippe', 'Une occasion, mon_Dieu !  Cela, une occasion ! Il frappe le tombeau.')",,1.0,Insertion
1938,"('#pierre', 'Laissez-vous fléchir.')",,1.0,Insertion
1939,"('#philippe', ""Je n'ai pas une douleur ambitieuse ; laisse-moi seul, j'en ai assez dit."")","('#roxane', ""Ah ! Tu n'y entends rien ! C'est maintenant que j'aime mieux, que j'aime bien ! C'est ce qui te fait toi, tu m'entends, que j'adore,  Et moins brillant..."")",1.02,Substitution
1940,"('#pierre', 'Vieillard obstiné !  Inexorable faiseur de sentences !  Vous serez cause de notre perte.')",,1.0,Insertion
1941,"('#philippe', ""Tais-toi, insolent !  sors d'ici !"")","('#christian', 'Tais-toi !')",0.28,Substitution
1942,"('#pierre', ""Je ne puis dire ce qui se passe en moi.  Allez où il vous plaira, nous agirons sans vous cette fois.  Eh !  Mort de Dieu !  Il ne sera pas dit que tout soit perdu faute d'un traducteur de latin !"")","('#roxane', ""Je t'aimerais encore ! Si toute ta beauté tout d'un coup s'envolait..."")",1.53,Substitution
1943,"('#philippe', 'Ton jour est venu, Philippe !  Tout cela signifie que ton jour est venu.')","('#christian', 'Oh ! Ne dis pas cela !')",1.57,Substitution
1944,"('#lorenzo', ""Voilà le soleil qui se couche ; je n'ai pas de temps à perdre, et cependant tout ressemble ici à du temps perdu. Holà !  Seigneur Alamanno !  Holà ! Il frappe à une porte."")","('#roxane', 'Si ! Je le dis !')",1.13,Substitution
1945,,"('#christian', 'Quoi ? Laid ?')",1.0,Deletion
1946,"('#alamanno', 'Qui est là ?  Que me voulez-vous ?')","('#roxane', 'Laid ! Je le jure !')",1.21,Substitution
1947,"('#lorenzo', 'Je viens vous avertir que le duc doit être tué cette nuit.  Prenez vos mesures pour demain avec vos amis, si vous aimez la liberté.')",,1.0,Insertion
1948,"('#alamanno', 'Par qui doit être tué Alexandre ?')",,1.0,Insertion
1949,"('#lorenzo', 'Par Lorenzo de Médicis.')","('#christian', 'Dieu !')",1.56,Substitution
1950,"('#alamanno', ""C'est toi, Renzinaccio ?  Eh !  Entre donc souper avec de bons vivants qui sont dans mon salon."")","('#roxane', 'Et ta joie est profonde ?')",1.54,Substitution
1951,,"('#christian', 'Oui...')",1.0,Deletion
1952,"('#lorenzo', ""Je n'ai pas le temps ; préparez-vous à agir demain."")",,1.0,Insertion
1953,"('#alamanno', 'Tu veux tuer le duc, toi ?  Allons donc !  Tu as un coup de vin dans la tête. Il rentre chez lui.')","('#roxane', ""Qu'as-tu ?..."")",1.36,Substitution
1954,"('#lorenzo', ""Peut-être que j'ai tort de leur dire que c'est moi qui tuerai Alexandre, car tout le monde refuse de me croire. Holà !  Seigneur Pazzi !  Holà ! Il frappe à une autre porte."")",,1.0,Insertion
1955,"('#pazzi', ""Qui m'appelle ?"")","('#christian', 'Rien. Deux mots à dire : une seconde...')",1.85,Substitution
1956,"('#lorenzo', ""Je viens vous dire que le duc sera tué cette nuit.  Tâchez d'agir demain pour la liberté de Florence."")",,1.0,Insertion
1957,"('#pazzi', 'Qui doit tuer le duc ?')","('#roxane', 'Mais ?...')",1.26,Substitution
1958,"('#lorenzo', ""Peu importe, agissez toujours, vous et vos amis.  Je ne puis vous dire le nom de l'homme."")",,1.0,Insertion
1959,"('#pazzi', ""Tu es fou, drôle, va-t'en au diable ! Il rentre."")","('#christian', ""À ces pauvres gens mon amour t'enleva Va leur sourire un peu puisqu'ils vont mourir... Va !"")",1.19,Substitution
1960,,"('#roxane', ""Cher Christian ! Elle remonte vers les Gascons qui s'empressent respectueusement autour d'elle."")",1.0,Deletion
1961,"('#lorenzo', ""Il est clair que si je ne dis pas que c'est moi, on me croira encore bien moins. Holà !  seigneur Corsini ! Il frappe à une porte."")",,1.0,Insertion
1962,"('#le-provediteur', ""Qu'est-ce donc ?"")","('#christian', 'Cyrano ?')",0.03,Substitution
1963,"('#lorenzo', 'Le duc Alexandre sera tué cette nuit.')",,1.0,Insertion
1964,"('#le-provediteur', ""Vraiment, Lorenzo !  Si tu es gris, va plaisanter ailleurs.  Tu m'as blessé bien mal à propos un cheval, au bal des Nasi ; que le diable te confonde ! Il rentre."")","('#cyrano', ""Qu'est-ce ? Te voilà blême !"")",1.23,Substitution
1965,,"('#christian', ""Elle ne m'aime plus !"")",1.0,Deletion
1966,,"('#cyrano', 'Comment ?')",1.0,Deletion
1967,,"('#christian', ""C'est toi qu'elle aime !"")",1.0,Deletion
1968,"('#lorenzo', 'Pauvre Florence !  Pauvre Florence ! Il sort.')","('#cyrano', 'Non !')",1.45,Substitution
1969,,"('#christian', ""Elle n'aime plus que mon âme !"")",1.0,Deletion
1970,,"('#cyrano', 'Non !')",1.0,Deletion
1971,,"('#christian', ""Si ! C'est donc bien toi qu'elle aime, - et tu l'aimes aussi !"")",1.0,Deletion
1972,,"('#cyrano', 'Moi ?')",1.0,Deletion
1973,"('#pierre', ""Mon père ne veut pas venir.  Il m'a été impossible de lui faire entendre raison."")",,1.0,Insertion
1974,"('#premier-banni', ""Je n'annoncerai pas cela à mes camarades.  Il y a de quoi les mettre en déroute."")","('#christian', 'Je le sais.')",1.23,Substitution
1975,,"('#cyrano', ""C'est vrai."")",1.0,Deletion
1976,,"('#christian', 'Comme un fou.')",1.0,Deletion
1977,,"('#cyrano', 'Davantage.')",1.0,Deletion
1978,,"('#christian', 'Dis-le lui !')",1.0,Deletion
1979,,"('#cyrano', 'Non !')",1.0,Deletion
1980,,"('#christian', 'Pourquoi ?')",1.0,Deletion
1981,"('#pierre', ""Pourquoi ?  Montez à cheval ce soir, et allez bride abattue à Sestino ; j'y serai demain matin.  Dites que Philippe a refusé ; mais que Pierre ne refuse pas."")",,1.0,Insertion
1982,"('#premier-banni', 'Les confédérés veulent le nom de Philippe ; nous ne ferons rien sans cela.')",,1.0,Insertion
1983,"('#pierre', 'Le nom de famille est le même que le mien.  Dites que Strozzi viendra, cela suffit.')","('#cyrano', 'Regarde mon visage !')",1.73,Substitution
1984,"('#premier-banni', 'On me demandera lequel des Strozzi, et si je ne réponds pas ""Philippe"", rien ne se fera.')","('#christian', ""Elle m'aimerait laid !"")",1.7,Substitution
1985,"('#pierre', ""Imbécile !  Fais ce qu'on te dit, et ne réponds que pour toi-même.  Comment sais-tu d'avance que rien ne se fera ?"")","('#cyrano', ""Elle te l'a dit !"")",0.48,Substitution
1986,,"('#christian', 'Là !')",1.0,Deletion
1987,"('#premier-banni', 'Seigneur, il ne faut pas maltraiter les gens.')",,1.0,Insertion
1988,"('#pierre', 'Allons, monte à cheval, et va à Sestino.')",,1.0,Insertion
1989,"('#premier-banni', ""Ma foi, monsieur, mon cheval est fatigué, j'ai fait douze lieues dans la nuit.  Je n'ai pas envie de le seller à cette heure."")",,1.0,Insertion
1990,"('#pierre', ""Tu n'es qu'un sot. Allez-y, vous ; vous vous y prendrez mieux. À l'autre banni."")",,1.0,Insertion
1991,"('#deuxieme-banni', ""Le camarade n'a pas tort pour ce qui regarde Philippe ; il est certain que son nom ferait bien pour la cause."")",,1.0,Insertion
1992,"('#pierre', 'Lâches !  Manants sans coeur !  Ce qui fait bien pour la cause, ce sont vos femmes et vos enfants qui meurent de faim, entendez-vous ?  Le nom de Philippe leur remplira la bouche, mais il ne leur remplira pas le ventre.  Quels pourceaux êtes-vous ?')",,1.0,Insertion
1993,"('#deuxieme-banni', ""Il est impossible de s'entendre avec un homme aussi grossier.  Allons-nous-en, camarade."")",,1.0,Insertion
1994,"('#pierre', ""Va au diable, canaille !  Et dis à tes confédérés que, s'ils ne veulent pas de moi, le roi de France en veut, lui !  Et qu'ils prennent garde qu'on ne me donne la main haute sur vous tous !"")","('#cyrano', ""Ah ! Je suis bien content qu'elle t'ait dit cela ! Mais va, va, ne crois pas cette chose insensée ! - Mon Dieu, je suis content qu'elle ait eu la pensée De la dire, - mais va, ne la prends pas au mot,  Va, ne deviens pas laid : elle m'en voudrait trop !"")",0.1,Substitution
1995,"('#le-deuxieme-banni', 'Viens, camarade, allons souper, je suis, comme toi, excédé de fatigue. Ils sortent.')",,1.0,Insertion
1996,"('#lorenzo', 'Je lui dirai que c\'est un motif de pudeur, et j\'emporterai la lumière ; - cela se fait tous les jours ; - une nouvelle mariée, par exemple, exige cela de son mari pour entrer dans la chambre nuptiale, et Catherine passe pour très vertueuse.  - Pauvre fille !  Qui l\'est sous le soleil, si elle ne l\'est pas ?  Que ma mère mourût de tout cela, voilà ce qui pourrait arriver. Ainsi donc, voilà qui est fait.  Patience !  Une heure est une heure, et l\'horloge vient de sonner.  Si vous y tenez cependant ?  Mais non, pourquoi ?  Emporte le flambeau si tu veux ; la première fois qu\'une femme se donne, cela est tout simple.  - Entrez donc, chauffez-vous donc un peu.  - Oh !  Mon_Dieu, oui, pur caprice de jeune fille ; et quel motif de croire à ce meurtre ?  Cela pourra les étonner, même Philippe. Te voilà, toi, face livide ? Si les républicains étaient des hommes, quelle révolution demain dans la ville !  Mais Pierre est un ambitieux ; les Ruccellai seuls valent quelque chose.  - Ah !  Les mots, les mots, les éternelles paroles !  S\'il y a quelqu\'un là- haut, il doit bien rire de nous tous ; cela est très comique, très comique, vraiment.  - Ô bavardage humain !  Ô grand tueur de corps morts !  Grand défonceur de portes ouvertes !  Ô hommes sans bras ! Non !  Non !  Je n\'emporterai pas la lumière.  - J\'irai droit au coeur ; il se verra tuer...  Sang du Christ !  on se mettra demain aux fenêtres. Pourvu qu\'il n\'ait pas imaginé quelque cuirasse nouvelle, quelque cotte de mailles.  Maudite invention !  Lutter avec Dieu et le diable, ce n\'est rien ; mais lutter avec des bouts de ferraille croisés les uns sur les autres par la main sale d\'un armurier !  - Je passerai le second pour entrer ; il posera son épée là, - ou là, - oui, sur le canapé.  - Quant à l\'affaire du baudrier à rouler autour de la garde, cela est aisé.  S\'il pouvait lui prendre fantaisie de se coucher, voilà où serait le vrai moyen.  Couché, assis, ou debout ?  Assis plutôt.  Je commencerai par sortir, Scoronconcolo est enfermé dans le cabinet.  Alors nous venons, nous venons !  Je ne voudrais pourtant pas qu\'il tournât le dos.  J\'irai à lui tout droit.  Allons, la paix, la paix !  l\'heure va venir.  - Il faut que j\'aille dans quelque cabaret ; je ne m\'aperçois pas que je prends du froid ; je boirai une bouteille.  - Non ; je ne veux pas boire.  Où diable vais-je donc ?  Les cabarets sont fermés. Est-elle bonne fille ?  - Oui, vraiment.  - En chemise ?  Oh, non, non, je ne le pense pas.  - Pauvre Catherine !  Que ma mère mourût de tout cela, ce serait triste.  Et quand je lui aurais dit mon projet, qu\'aurais-je pu y faire ?  Au lieu de la consoler, cela lui aurait fait dire : « Crime ! Crime ! » jusqu\'à son dernier soupir. Je ne sais pourquoi je marche, je tombe de lassitude. Pauvre Philippe !  Une fille belle comme le jour !  Une seule fois je me suis assis près d\'elle sous le marronnier, ces petites mains blanches, comme cela travaillait !  Que de journées j\'ai passées, moi, assis sous les arbres !  Ah !  Quelle tranquillité !  Quel horizon à Cafaggiuolo !  Jeannette était jolie, la petite fille du concierge, en faisant sécher sa lessive.  Comme elle chassait les chèvres qui venaient marcher sur son linge étendu sur le gazon !  la chèvre blanche revenait toujours, avec ses grandes pattes menues. Ah !  Ah !  Il faut que j\'aille là-bas.  - Bonsoir, mignon ; eh !  Trinque donc avec Giorno.  - Bon vin !  Cela serait plaisant qu\'il lui vînt à l\'idée de me dire : ""Ta chambre est-elle retirée ?  Entendra-t-on quelque chose du voisinage ?"" Cela serait plaisant.  Ah !  On y a pourvu.  Oui, cela serait drôle qu\'il lui vînt cette idée. Je me trompe d\'heure ; ce n\'est que la demie.  Quelle est donc cette lumière sous le portique de l\'église ?  On taille, on remue des pierres.  Il paraît que ces hommes sont courageux avec les pierres.  Comme ils coupent !  Comme ils enfoncent !  Ils font un crucifix ; avec quel courage ils le clouent !  Je voudrais voir que leur cadavre de marbre les prît tout d\'un coup à la gorge. Eh bien, eh bien, quoi donc ?  J\'ai des envies de danser qui sont incroyables.  Je crois, si je m\'y laissais aller, que je sauterais comme un moineau sur tous ces gros plâtras et sur toutes ces poutres.  Eh, mignon, eh, mignon !  Mettez vos gants neufs, un plus bel habit que cela, tra la la !  Faites-vous beau, la mariée est belle.  Mais, je vous le dis à l\'oreille, prenez garde à son petit couteaux. La lune paraît. Il s\'assoit sur un banc. Une horloge sonne. Il sort en courant.')","('#christian', ""C'est ce que je veux voir !"")",1.48,Substitution
1997,"('#le-cardinal', 'Altesse, prenez garde à Lorenzo.')",,1.0,Insertion
1998,"('#le-duc', 'Vous voilà, cardinal !  asseyez-vous donc, et prenez donc un verre.')",,1.0,Insertion
1999,"('#le-cardinal', ""Prenez garde à Lorenzo, Duc.  Il a été demander ce soir à l'évêque de Marzi la permission d'avoir des chevaux de poste cette nuit."")",,1.0,Insertion
2000,"('#le-duc', 'Cela ne se peut pas.')","('#cyrano', 'Non, non !')",1.07,Substitution
2001,,"('#christian', ""Qu'elle choisisse ! Tu vas lui dire tout"")",1.0,Deletion
2002,,"('#cyrano', 'Non, non ! Pas ce supplice.')",1.0,Deletion
2003,,"('#christian', ""Je tuerais ton bonheur parce_que je suis beau ? C'est trop injuste !"")",1.0,Deletion
2004,"('#le-cardinal', ""Je le tiens de l'évêque lui-même."")","('#cyrano', ""Et moi, je mettrais au tombeau Le tien parce_que, grâce au hasard qui fait naître,  J'ai le don d'exprimer... ce que tu sens peut-être ?"")",1.33,Substitution
2005,,"('#christian', 'Dis-lui tout !')",1.0,Deletion
2006,"('#le-duc', ""Allons donc !  Je vous dis que j'ai de bonnes raisons pour savoir que cela ne se peut pas."")","('#cyrano', ""Il s'obstine à me tenter, c'est mal !"")",1.04,Substitution
2007,,"('#christian', 'Je suis las de porter en moi-même un rival !')",1.0,Deletion
2008,,"('#cyrano', 'Christian !')",1.0,Deletion
2009,"('#le-cardinal', 'Me faire croire est peut-être impossible ; je remplis mon devoir en vous avertissant.')","('#christian', 'Notre union - sans témoins - clandestine,  - Peut se rompre, - si nous survivons !')",1.05,Substitution
2010,,"('#cyrano', ""Il s'obstine !..."")",1.0,Deletion
2011,"('#le-duc', ""Quand cela serait vrai, que voyez-vous d'effrayant à cela ?  Il va peut-être à Cafaggiuolo."")","('#christian', ""Oui, je veux être aimé moi-même, ou pas du tout ! - Je vais voir ce qu'on fait, tiens ! Je vais jusqu'au bout Du poste ; Je reviens : parle, et qu'elle préfère L'un de nous deux !"")",1.62,Substitution
2012,,"('#cyrano', 'Ce sera toi !')",1.0,Deletion
2013,"('#le-cardinal', ""Ce qu'il y a d'effrayant, Monseigneur, c'est qu'en passant sur la place pour venir ici, je l'ai vu de mes yeux sauter sur des poutres et des pierres comme un fou.  Je l'ai appelé, et, je suis forcé d'en convenir, son regard m'a fait peur.  Soyez certain qu'il mûrit dans sa tête quelque projet pour cette nuit."")","('#christian', ""Mais... Je l'espère ! Roxane ! Il appelle."")",1.44,Substitution
2014,,"('#cyrano', 'Non ! Non !')",1.0,Deletion
2015,"('#le-duc', 'Et pourquoi ces projets me seraient-ils dangereux ?')","('#roxane', 'Quoi ?')",1.57,Substitution
2016,"('#le-cardinal', ""Faut-il tout dire, même quand on parle d'un favori ?  Apprenez qu'il a dit ce soir à deux personnes de ma connaissance, publiquement, sur leur terrasse, qu'il vous tuerait cette nuit."")",,1.0,Insertion
2017,"('#le-duc', 'Buvez donc un verre de vin, Cardinal.  Est-ce que vous ne savez pas que Renzo est ordinairement gris au coucher du soleil ? Entre sire Maurice.')","('#christian', 'Cyrano vous dira Une chose importante... Elle va vivement à Cyrano. Christian sort.')",1.12,Substitution
2018,"('#sire-maurice', ""Altesse, défiez-vous de Lorenzo.  Il a dit à trois de mes amis, ce soir, qu'il voulait vous tuer cette nuit."")",,1.0,Insertion
2019,"('#le-duc', 'Et vous aussi, brave Maurice, vous croyez aux fables ?  Je vous croyais plus homme que cela.')","('#roxane', 'Importante ?')",1.55,Substitution
2020,,"('#cyrano', ""Il s'en va !... Rien... Il attache, - Oh ! Dieu ! Vous devez le connaître ! -  De l'importance à rien ! À Roxane."")",1.0,Deletion
2021,"('#sire-maurice', ""Votre Altesse sait si je m'effraye sans raison.  Ce que je dis, je puis le prouver."")","('#roxane', ""Il a douté peut-être De ce que j'ai dit là ?... J'ai vu qu'il a douté !..."")",0.63,Substitution
2022,"('#le-duc', ""Asseyez-vous donc, et trinquez avec le cardinal ; vous ne trouverez pas mauvais que j'aille à mes affaires. Eh bien, mignon, est-il déjà temps ? Entre Lorenzo."")",,1.0,Insertion
2023,"('#lorenzo', ""Il est minuit tout à l'heure."")",,1.0,Insertion
2024,"('#le-duc', ""Qu'on me donne mon pourpoint de zibeline."")","('#cyrano', ""Mais vous avez bien dit, d'ailleurs, la vérité ?"")",1.66,Substitution
2025,"('#lorenzo', 'Dépêchons-nous ; votre belle est peut-être déjà au rendez-vous.')","('#roxane', ""Oui, oui, je l'aimerais même... Elle hésite une seconde."")",0.86,Substitution
2026,,"('#cyrano', 'Le mot vous gêne Devant moi ?')",1.0,Deletion
2027,,"('#roxane', 'Mais...')",1.0,Deletion
2028,,"('#cyrano', 'Il ne me fera pas de peine ! - Même laid ?')",1.0,Deletion
2029,,"('#roxane', 'Même laid ! Ah ! Tiens, on a tiré ! Mousqueterie au-dehors.')",1.0,Deletion
2030,"('#le-duc', ""Quels gants faut-il prendre ?  Ceux de guerre, ou ceux d'amour ?"")","('#cyrano', 'Affreux ?')",1.48,Substitution
2031,"('#lorenzo', ""Ceux d'amour, Altesse."")","('#roxane', 'Affreux !')",1.4,Substitution
2032,,"('#cyrano', 'Défiguré ?')",1.0,Deletion
2033,"('#le-duc', 'Soit, je veux être un vert-galant. Ils sortent.')","('#roxane', 'Défiguré !')",1.09,Substitution
2034,"('#sire-maurice', 'Que dites-vous de cela, Cardinal ?')","('#cyrano', 'Grotesque ?')",1.24,Substitution
2035,,"('#roxane', 'Rien ne peut me le rendre grotesque !')",1.0,Deletion
2036,,"('#cyrano', ""Vous l'aimeriez encore ?"")",1.0,Deletion
2037,"('#le-cardinal', 'Que la volonté de Dieu se fait malgré les hommes. Ils sortent.')","('#roxane', 'Et davantage presque !')",1.51,Substitution
